"dates","BDX.Open","BDX.High","BDX.Low","BDX.Close","BDX.Volume","BDX.Adjusted"
"2011-07-15",87.610001,88.050003,86.620003,87.089996,1302200,74.077042
"2011-07-18",86.949997,87.080002,86.029999,86.669998,964200,73.719788
"2011-07-19",86.839996,87.989998,86.809998,87.889999,1025800,74.757507
"2011-07-20",88,88.07,87.239998,87.68,900100,74.578888
"2011-07-21",88.300003,89.080002,87.989998,88.970001,952700,75.676125
"2011-07-22",88.68,88.839996,86.389999,87.160004,1660500,74.136574
"2011-07-25",86.559998,86.949997,86.080002,86.620003,1070600,73.677261
"2011-07-26",86.779999,86.779999,84.830002,84.959999,1213900,72.265297
"2011-07-27",84.82,85.169998,83.18,83.489998,1716000,71.014954
"2011-07-28",83.360001,83.919998,82.730003,82.940002,972800,70.547112
"2011-07-29",82.330002,83.849998,82.209999,83.610001,1676000,71.117004
"2011-08-01",84.160004,84.160004,81.209999,82.300003,1940200,70.002739
"2011-08-02",81.550003,82.449997,79.919998,79.980003,1731500,68.029411
"2011-08-03",80.07,80.459999,78.150002,80.18,2000300,68.199539
"2011-08-04",79.489998,79.879997,77.589996,77.610001,1948900,66.013535
"2011-08-05",78.410004,80.449997,77.050003,79.230003,3643300,67.391487
"2011-08-08",78.029999,79.160004,76.139999,76.419998,3867300,65.001312
"2011-08-09",75.989998,78.830002,75,78.809998,3310000,67.034218
"2011-08-10",77.410004,78.419998,76.18,76.419998,3215000,65.001312
"2011-08-11",76.620003,79.370003,76.190002,78.669998,2978000,66.915161
"2011-08-12",79.099998,80.660004,78.809998,80.279999,2098000,68.284569
"2011-08-15",80.75,81.279999,79.889999,81.099998,1613500,68.982018
"2011-08-16",80.150002,80.989998,79.419998,80.279999,1538400,68.284569
"2011-08-17",80.419998,81.620003,79.620003,79.809998,1568700,67.884796
"2011-08-18",78.970001,78.980003,76.550003,77.470001,1804800,65.894463
"2011-08-19",77.029999,78.089996,76.690002,76.919998,1778000,65.42662
"2011-08-22",78.32,78.440002,76.5,76.849998,1155700,65.367088
"2011-08-23",77.160004,79.199997,76.93,79.080002,1554800,67.263878
"2011-08-24",78.800003,79.830002,78.529999,79.639999,1236200,67.740189
"2011-08-25",79.809998,80,77.809998,78.160004,1133200,66.481339
"2011-08-26",77.93,79.940002,76.309998,79.730003,992700,67.816765
"2011-08-29",80.459999,81.230003,80.419998,80.839996,1029400,68.76091
"2011-08-30",80.510002,81.199997,79.720001,80.730003,1125300,68.667328
"2011-08-31",81.160004,81.989998,80.879997,81.379997,1014800,69.220207
"2011-09-01",81.209999,82.18,80.370003,80.440002,1290400,68.420692
"2011-09-02",80.029999,80.029999,78.230003,78.489998,1241700,66.762039
"2011-09-06",76.639999,78.580002,76.110001,78.43,1361000,66.710991
"2011-09-07",78.730003,80.089996,78.540001,80.040001,1154500,68.43821
"2011-09-08",79.660004,80.43,78.449997,78.529999,1524000,67.147079
"2011-09-09",77.860001,77.980003,75.669998,76.019997,2182500,65.000908
"2011-09-12",75.360001,76.540001,74.07,76.379997,2090900,65.308739
"2011-09-13",76.629997,76.919998,75.779999,76.440002,1085900,65.360016
"2011-09-14",76.480003,78.07,75.169998,77.260002,2458700,66.061188
"2011-09-15",77.839996,77.919998,75.989998,77.5,1326300,66.266396
"2011-09-16",77.639999,78,76.959999,77.25,1713400,66.052628
"2011-09-19",76.449997,76.839996,75.040001,75.559998,1982300,64.607605
"2011-09-20",76.040001,76.959999,75.370003,75.440002,2013200,64.50499
"2011-09-21",75.300003,75.650002,73.669998,73.699997,2165900,63.017178
"2011-09-22",72.18,73.739998,71.709999,73.400002,3061700,62.760685
"2011-09-23",73,74.110001,72.669998,73.739998,1618400,63.051392
"2011-09-26",74.040001,74.410004,73.290001,74.089996,1282500,63.350651
"2011-09-27",75.040001,77.400002,75.010002,76.150002,1325800,65.112076
"2011-09-28",76.360001,76.480003,73.199997,73.25,2323300,62.632431
"2011-09-29",74.470001,74.589996,73.18,74.339996,1837600,63.564419
"2011-09-30",73.739998,74.589996,73.290001,73.32,1332000,62.692272
"2011-10-03",72.800003,73.370003,70.449997,70.839996,2110200,60.571754
"2011-10-04",70.120003,72.379997,69.589996,72.339996,1900000,61.854321
"2011-10-05",72.330002,73.370003,71.910004,72.919998,1922200,62.350231
"2011-10-06",72.029999,73.459999,71.709999,73.209999,2121500,62.598232
"2011-10-07",71.699997,73.900002,71.699997,72.860001,1680500,62.298935
"2011-10-10",73.940002,74.709999,73.599998,74.449997,853700,63.658478
"2011-10-11",74.32,74.690002,73.349998,73.419998,1105900,62.777767
"2011-10-12",74.040001,74.900002,73.809998,74.199997,1610400,63.444706
"2011-10-13",74.169998,74.169998,73.309998,73.870003,1189500,63.162571
"2011-10-14",74.300003,74.459999,73.540001,74.290001,1015100,63.521667
"2011-10-17",74,74.25,72.650002,72.790001,734200,62.239086
"2011-10-18",72.709999,74.269997,72.169998,73.489998,1343800,62.837646
"2011-10-19",73.709999,74.839996,73.589996,73.860001,1203900,63.154011
"2011-10-20",74.040001,74.309998,72.510002,73.470001,1462800,62.820541
"2011-10-21",74.199997,76.43,74.110001,76.43,1562600,65.351479
"2011-10-24",76.550003,78.5,76.150002,78.230003,1617100,66.890556
"2011-10-25",77.559998,78.669998,76.580002,76.720001,1380500,65.599411
"2011-10-26",77.139999,77.870003,75.980003,76.720001,1348100,65.599411
"2011-10-27",79.339996,79.559998,77.769997,78.669998,1238300,67.266785
"2011-10-28",78.790001,79.809998,78.699997,79.639999,981300,68.096199
"2011-10-31",79.110001,79.540001,78.209999,78.230003,1443100,66.890556
"2011-11-01",76.870003,77.18,75.5,76.110001,1587500,65.07785
"2011-11-02",71,73.870003,70.760002,72.599998,6287700,62.076645
"2011-11-03",73.220001,73.300003,71.93,72.379997,2666500,61.888512
"2011-11-04",72.25,73.209999,71.470001,72.68,3195800,62.14505
"2011-11-07",73.860001,75.059998,72.889999,74.43,2947900,63.641373
"2011-11-08",74.519997,74.790001,73.589996,74.709999,1674700,63.880783
"2011-11-09",73.220001,73.459999,72.199997,72.610001,1875600,62.085178
"2011-11-10",73.360001,73.879997,72.639999,73.559998,1506700,62.897484
"2011-11-11",74.349998,74.629997,73.349998,74.120003,1763400,63.376328
"2011-11-14",74.050003,74.540001,73.959999,74.309998,1185600,63.538776
"2011-11-15",73.93,75.900002,73.919998,75.639999,1676300,64.675987
"2011-11-16",74.470001,75.489998,74.110001,74.370003,1599400,63.590073
"2011-11-17",74.25,74.519997,73.470001,73.730003,1923000,63.04285
"2011-11-18",73.949997,74.059998,72.970001,73.150002,1495500,62.546906
"2011-11-21",72.330002,72.330002,71.610001,71.839996,1285700,61.426796
"2011-11-22",72,72.620003,71.32,72.120003,1396200,61.666218
"2011-11-23",71.459999,71.779999,70.610001,70.769997,1973100,60.51189
"2011-11-25",70.809998,71.379997,70.809998,71.110001,902500,60.802605
"2011-11-28",72.339996,72.849998,71.519997,71.989998,1837100,61.555046
"2011-11-29",72.160004,72.599998,71.620003,71.769997,1805700,61.366951
"2011-11-30",73.389999,73.989998,72.940002,73.779999,2133600,63.085594
"2011-12-01",73.769997,75.099998,73.769997,74.139999,1903500,63.39341
"2011-12-02",74.419998,75.019997,73.120003,73.639999,2227100,62.965878
"2011-12-05",74.660004,74.879997,73.790001,74.410004,1916800,63.624268
"2011-12-06",74.639999,74.779999,73.660004,73.870003,1213400,63.162571
"2011-12-07",73.68,74.309998,72.690002,74.120003,2315500,63.376328
"2011-12-08",73.07,73.519997,72.410004,72.529999,2026200,62.395603
"2011-12-09",72.82,73.199997,72.550003,72.919998,1446900,62.731094
"2011-12-12",72.870003,73,71.970001,72.519997,1344000,62.38699
"2011-12-13",72.68,72.760002,71.510002,71.800003,1427300,61.767616
"2011-12-14",71.730003,71.980003,71.389999,71.519997,1278000,61.526707
"2011-12-15",71.870003,72.099998,71,71.150002,1751500,61.208427
"2011-12-16",71.379997,71.449997,70.050003,70.650002,2815500,60.77829
"2011-12-19",70.779999,71.279999,70.5,70.660004,1310300,60.786884
"2011-12-20",71.370003,73.139999,71.25,73.019997,1553800,62.817127
"2011-12-21",73.07,73.839996,72.75,73.629997,1473200,63.341908
"2011-12-22",73.629997,74.099998,73.5,73.760002,1419400,63.453751
"2011-12-23",74,74.480003,73.830002,74.440002,1190600,64.038704
"2011-12-27",74.349998,75.080002,74.32,74.800003,932200,64.348389
"2011-12-28",74.919998,74.93,73.75,73.800003,1124900,63.488152
"2011-12-29",74,74.730003,73.860001,74.550003,940800,64.133377
"2011-12-30",74.68,75.389999,74.550003,74.720001,1033700,64.279594
"2012-01-03",75.589996,75.870003,74.129997,74.449997,2146300,64.04731
"2012-01-04",74.07,74.330002,72.82,73.18,2120000,62.954769
"2012-01-05",73.169998,73.239998,72.300003,72.690002,2057900,62.533241
"2012-01-06",72.849998,73.300003,72.400002,73.029999,1384900,62.825729
"2012-01-09",73.209999,73.489998,72.559998,73.349998,1417500,63.101036
"2012-01-10",73.669998,74.459999,73.669998,74.220001,1579800,63.849468
"2012-01-11",74.019997,75.080002,74.019997,74.739998,1770100,64.296814
"2012-01-12",74.800003,74.989998,74,74.690002,1354600,64.253784
"2012-01-13",74.32,75.080002,73.910004,74.910004,1441200,64.443039
"2012-01-17",75.510002,76.510002,75.220001,75.25,1629300,64.735542
"2012-01-18",75.32,76.629997,75.099998,76.480003,1457300,65.793671
"2012-01-19",76.57,78.190002,76.529999,77.910004,1476300,67.023849
"2012-01-20",77.790001,78.379997,77.699997,78.150002,1408200,67.230347
"2012-01-23",78.209999,78.269997,77.43,77.589996,1433300,66.748581
"2012-01-24",77.400002,78.699997,77.339996,78.290001,1511600,67.350754
"2012-01-25",78.040001,79.739998,78.010002,79.25,2135900,68.176636
"2012-01-26",79.470001,80.25,78.93,79.370003,1904400,68.279884
"2012-01-27",79.18,79.699997,78.919998,79.089996,1216100,68.038986
"2012-01-30",78.739998,79.120003,77.959999,78.989998,1316000,67.952972
"2012-01-31",79.089996,79.650002,78.25,78.410004,1359900,67.454018
"2012-02-01",78.610001,79.949997,78.290001,79.5,1297200,68.391685
"2012-02-02",79.730003,79.82,78.989998,79.379997,638500,68.28846
"2012-02-03",79.870003,80.089996,79.550003,79.910004,981200,68.744415
"2012-02-06",79.510002,80.559998,79.330002,80.529999,1345200,69.277771
"2012-02-07",77.550003,79.610001,76.769997,77.510002,3145500,66.679756
"2012-02-08",77.370003,77.449997,76.639999,76.809998,1487500,66.07756
"2012-02-09",77,77.139999,76.5,76.849998,1127000,66.111961
"2012-02-10",76.510002,76.75,76.040001,76.419998,1718200,65.742073
"2012-02-13",76.489998,77.040001,76.25,76.860001,1359100,66.12056
"2012-02-14",76.940002,76.940002,76.339996,76.699997,1759400,65.982948
"2012-02-15",76.849998,77.519997,76.620003,77.260002,1147400,66.464691
"2012-02-16",77.25,77.720001,77.199997,77.610001,995100,66.765778
"2012-02-17",77.68,77.989998,77.160004,77.400002,1109700,66.585114
"2012-02-21",77.5,77.610001,76.970001,77.110001,1234500,66.335632
"2012-02-22",77.25,77.379997,76.760002,76.830002,1075400,66.094765
"2012-02-23",76.75,76.910004,76.339996,76.449997,996400,65.767868
"2012-02-24",76.809998,77.410004,76.739998,77.279999,1118600,66.481895
"2012-02-27",76.879997,77.269997,76.510002,77.120003,1049100,66.344238
"2012-02-28",77.150002,77.550003,77.010002,77.220001,1222700,66.430267
"2012-02-29",76.940002,77.25,76.160004,76.220001,1366100,65.57
"2012-03-01",76.220001,76.440002,75.849998,76.379997,1320100,65.707664
"2012-03-02",76.370003,76.830002,76.07,76.669998,929500,65.95713
"2012-03-05",76.480003,76.709999,75.57,76.010002,1059200,65.389351
"2012-03-06",75.68,75.860001,75.209999,75.440002,1147400,64.89901
"2012-03-07",75.07,75.580002,74.949997,75.449997,1069200,65.297104
"2012-03-08",76.010002,76.669998,75.489998,76.599998,1195000,66.29232
"2012-03-09",76.540001,77.540001,76.470001,76.82,1232300,66.482758
"2012-03-12",76.830002,77.32,76.470001,76.709999,1299000,66.387543
"2012-03-13",77,77.879997,76.93,77.800003,1201300,67.330864
"2012-03-14",77.830002,77.900002,77.360001,77.599998,1323300,67.157768
"2012-03-15",77.550003,78.190002,77.220001,78.089996,993900,67.581825
"2012-03-16",78.199997,78.239998,77.699997,78.110001,1772500,67.599159
"2012-03-19",77.779999,78,77.419998,77.849998,993500,67.374107
"2012-03-20",77.400002,77.519997,76.75,77.089996,831200,66.7164
"2012-03-21",77,77.239998,76.620003,76.830002,851700,66.491386
"2012-03-22",76.68,77.080002,76.309998,76.879997,576600,66.534691
"2012-03-23",76.870003,77.010002,76.339996,76.400002,665400,66.119232
"2012-03-26",76.489998,77.669998,76.379997,77.669998,957600,67.218361
"2012-03-27",77.739998,78,77.669998,77.760002,730200,67.296257
"2012-03-28",77.669998,78,77.110001,77.540001,931200,67.105858
"2012-03-29",77.300003,77.300003,76.629997,77.099998,931000,66.725044
"2012-03-30",77.5,78.029999,77.309998,77.650002,1008100,67.20105
"2012-04-02",77.419998,78.25,77.330002,77.910004,911100,67.426033
"2012-04-03",77.989998,78.25,77.510002,78.129997,973500,67.616455
"2012-04-04",77.720001,77.980003,77.470001,77.760002,1056900,67.296257
"2012-04-05",77.510002,77.699997,77.349998,77.650002,929400,67.20105
"2012-04-09",76.68,76.959999,76.550003,76.690002,839800,66.370216
"2012-04-10",76.400002,76.589996,75.910004,76.010002,1161500,65.781731
"2012-04-11",76.419998,76.809998,75.980003,76.050003,1244800,65.816353
"2012-04-12",76.019997,76.449997,75.599998,76.279999,1475000,66.015419
"2012-04-13",76.279999,76.589996,74.790001,74.790001,1686000,64.725899
"2012-04-16",75.160004,75.489998,74.629997,75.019997,1394400,64.924965
"2012-04-17",75.309998,76.75,75.309998,76.589996,1178500,66.283684
"2012-04-18",76.389999,76.940002,76.239998,76.269997,878200,66.00676
"2012-04-19",76.449997,76.68,75.910004,76.199997,903100,65.946175
"2012-04-20",76.330002,76.650002,76.25,76.43,1029200,66.145233
"2012-04-23",76,76.139999,75.349998,75.650002,633800,65.470169
"2012-04-24",75.769997,76.099998,75.510002,76.059998,814600,65.824997
"2012-04-25",76.400002,76.93,76.230003,76.889999,739400,66.543297
"2012-04-26",76.470001,77.550003,76.32,77.32,746800,66.915459
"2012-04-27",77.940002,78.160004,77.349998,77.970001,847700,67.477989
"2012-04-30",77.910004,78.57,77.790001,78.449997,1081600,67.89341
"2012-05-01",78.150002,78.349998,77,77.489998,1262600,67.062584
"2012-05-02",77.300003,78.18,76.860001,77.5,1225700,67.071236
"2012-05-03",77.370003,78.089996,77.239998,77.650002,1087000,67.20105
"2012-05-04",77.360001,77.470001,76.650002,76.690002,673800,66.370216
"2012-05-07",76.470001,76.980003,76.379997,76.720001,562100,66.396164
"2012-05-08",76.360001,76.800003,76.260002,76.730003,1357800,66.404869
"2012-05-09",76.230003,76.650002,75.620003,76.019997,759900,65.790382
"2012-05-10",76.410004,77,76.269997,76.620003,1088500,66.309669
"2012-05-11",76.330002,77.25,76.139999,76.760002,927100,66.430801
"2012-05-14",76.309998,76.940002,76,76.480003,632900,66.188522
"2012-05-15",76.300003,76.68,75.779999,75.989998,715400,65.764427
"2012-05-16",76.18,76.239998,75.839996,75.959999,754400,65.738457
"2012-05-17",75.769997,75.889999,74.589996,74.790001,1301900,64.725899
"2012-05-18",75.160004,75.290001,73.980003,74.190002,1378600,64.206642
"2012-05-21",74.389999,75.389999,74.309998,75.389999,1255800,65.245163
"2012-05-22",75.389999,75.57,74.57,74.779999,922800,64.717239
"2012-05-23",74.730003,74.769997,73.599998,74.410004,797000,64.397041
"2012-05-24",74.279999,74.959999,74.279999,74.720001,871000,64.665337
"2012-05-25",74.75,74.93,74.169998,74.419998,925400,64.405693
"2012-05-29",74.900002,74.949997,73.550003,74.290001,1468900,64.293198
"2012-05-30",73.889999,73.949997,73.349998,73.440002,1099700,63.557571
"2012-05-31",73.470001,73.769997,72.800003,73.129997,2043000,63.289272
"2012-06-01",72.480003,72.720001,72.019997,72.199997,1448900,62.484425
"2012-06-04",72.089996,72.260002,71.559998,72.18,1273600,62.467121
"2012-06-05",71.900002,72.769997,71.639999,72.589996,969500,62.821949
"2012-06-06",72.389999,72.900002,72.059998,72.730003,1232100,63.335739
"2012-06-07",73.489998,73.669998,72.720001,72.900002,1138200,63.483799
"2012-06-08",72.769997,73.279999,72.629997,73.260002,827300,63.797298
"2012-06-11",73.739998,73.739998,72.489998,72.529999,959100,63.161575
"2012-06-12",72.5,72.940002,72,72.839996,926000,63.431541
"2012-06-13",72.739998,73.510002,72.650002,72.989998,1078700,63.562145
"2012-06-14",73.019997,73.57,72.870003,73.139999,1168800,63.692776
"2012-06-15",73.129997,73.610001,72.989998,73.589996,2884100,64.084633
"2012-06-18",73.459999,73.669998,73.099998,73.43,1331700,63.945324
"2012-06-19",73.839996,74.879997,73.739998,74.75,1385500,65.094826
"2012-06-20",74.760002,74.889999,74.129997,74.669998,1093200,65.025162
"2012-06-21",74.889999,75.040001,73.660004,73.730003,956400,64.206573
"2012-06-22",74.07,74.220001,73.639999,73.989998,1002600,64.432983
"2012-06-25",73.620003,73.690002,73.019997,73.040001,964500,63.605701
"2012-06-26",73.370003,73.370003,72.669998,72.769997,921200,63.370564
"2012-06-27",73.190002,73.809998,73.029999,73.480003,781400,63.988861
"2012-06-28",73.169998,73.32,72.400002,73.139999,1135400,63.692776
"2012-06-29",73.68,74.75,73.68,74.75,1006800,65.094826
"2012-07-02",75.120003,75.400002,74.230003,75.370003,748500,65.63475
"2012-07-03",75.190002,76,75.139999,75.690002,698100,65.913399
"2012-07-05",75.510002,75.779999,75.190002,75.339996,1048800,65.608604
"2012-07-06",74.860001,75.160004,74.529999,75.139999,673400,65.434441
"2012-07-09",75.080002,75.190002,74.57,74.959999,557700,65.277702
"2012-07-10",75.300003,75.5,74.650002,74.809998,643300,65.147049
"2012-07-11",74.800003,75.330002,74.610001,75.010002,708700,65.321236
"2012-07-12",74.230003,74.889999,74.169998,74.349998,823900,64.746483
"2012-07-13",74.480003,74.779999,74.300003,74.419998,1003700,64.807457
"2012-07-16",74.290001,74.730003,74.290001,74.489998,486600,64.868393
"2012-07-17",74.730003,75.32,74,75.209999,695600,65.495399
"2012-07-18",74.970001,75.760002,74.559998,75.419998,787400,65.678284
"2012-07-19",75.5,76.120003,75.370003,75.949997,759900,66.139824
"2012-07-20",75.559998,75.849998,74.790001,74.790001,1588700,65.129662
"2012-07-23",74.209999,74.419998,73.660004,74.029999,663300,64.467804
"2012-07-24",73.949997,74.019997,72.68,73.169998,1021000,63.718903
"2012-07-25",73.489998,74.25,73.230003,73.720001,756600,64.197868
"2012-07-26",74.160004,74.629997,74.059998,74.489998,1132200,64.868393
"2012-07-27",74.919998,76.099998,74.779999,75.940002,1025800,66.131119
"2012-07-30",75.800003,76.209999,75.269997,76.209999,1730600,66.366241
"2012-07-31",76.059998,76.440002,75.699997,75.709999,968700,65.930809
"2012-08-01",74.629997,75.360001,74.330002,75.18,1697100,65.469276
"2012-08-02",76.449997,77,74.099998,74.419998,1744300,64.807457
"2012-08-03",74.57,75.360001,74.199997,74.349998,1307400,64.746483
"2012-08-06",74.5,75.43,74.400002,74.769997,1006000,65.112251
"2012-08-07",74.849998,75.970001,74.849998,75.470001,1141700,65.721817
"2012-08-08",75.360001,76,75.099998,75.550003,1186300,65.791489
"2012-08-09",75.589996,75.889999,75.260002,75.5,1071600,65.747925
"2012-08-10",75.419998,75.959999,75.010002,75.889999,920900,66.087555
"2012-08-13",75.800003,76.230003,75.580002,76.209999,739600,66.366241
"2012-08-14",76.400002,76.400002,75.790001,76.059998,610800,66.235619
"2012-08-15",75.919998,76.360001,75.830002,76.169998,588200,66.331413
"2012-08-16",75.959999,76.370003,75.82,75.889999,1010400,66.087555
"2012-08-17",76.050003,76.690002,75.75,76.550003,1193200,66.662338
"2012-08-20",76.459999,76.889999,76.25,76.580002,1223200,66.688454
"2012-08-21",76.610001,77.25,76.120003,76.160004,1517600,66.322716
"2012-08-22",76.050003,76.230003,75.75,75.989998,815500,66.174683
"2012-08-23",75.980003,76.010002,75.139999,75.269997,1057900,65.547668
"2012-08-24",75.230003,76.059998,75.230003,75.93,739200,66.122414
"2012-08-27",75.639999,76.230003,75.550003,75.809998,818600,66.017914
"2012-08-28",75.540001,76.120003,75.519997,75.650002,859300,65.878563
"2012-08-29",75.650002,76.059998,75.489998,75.519997,1136700,65.765366
"2012-08-30",75.349998,76.029999,75.300003,75.809998,1094300,66.017914
"2012-08-31",76,76.300003,75.620003,75.980003,1459200,66.165947
"2012-09-04",76.080002,76.879997,75.849998,76.580002,1269900,66.688454
"2012-09-05",76.160004,76.790001,75.809998,76.489998,1266500,67.003792
"2012-09-06",76.82,77.239998,76.75,77.199997,1044200,67.625732
"2012-09-07",77.239998,77.889999,77.129997,77.879997,951100,68.221397
"2012-09-10",77.879997,78,77.360001,77.660004,1071400,68.028694
"2012-09-11",77.75,78.639999,77.620003,78.25,1201300,68.545532
"2012-09-12",78.300003,78.419998,77.949997,78.010002,1540700,68.335304
"2012-09-13",78.040001,78.879997,77.809998,78.620003,991300,68.869659
"2012-09-14",78.550003,79.339996,78.099998,79.160004,1312700,69.342674
"2012-09-17",79.019997,79.489998,78.870003,79.410004,891300,69.561676
"2012-09-18",79.440002,79.580002,79.18,79.489998,805600,69.631752
"2012-09-19",79.489998,79.68,79,79.190002,849000,69.368958
"2012-09-20",78.980003,79.32,78.669998,79.220001,1073700,69.395218
"2012-09-21",79.529999,79.639999,79.160004,79.32,890100,69.482834
"2012-09-24",78.57,79.190002,78.529999,79.110001,1166700,69.298866
"2012-09-25",79.410004,79.68,78.699997,79,1255800,69.202515
"2012-09-26",78.919998,79,78.309998,78.339996,710500,68.624367
"2012-09-27",78.93,79.07,78.279999,78.739998,718900,68.974739
"2012-09-28",78.610001,78.849998,78.110001,78.559998,993000,68.817085
"2012-10-01",78.650002,79.480003,78.599998,78.949997,967000,69.158714
"2012-10-02",79.029999,79.269997,78.839996,79.199997,606900,69.377708
"2012-10-03",78.980003,79.190002,78.470001,78.769997,796500,69.001022
"2012-10-04",78.989998,79.269997,78.699997,79.199997,712500,69.377708
"2012-10-05",79.440002,79.650002,79.160004,79.449997,721900,69.59668
"2012-10-08",79.449997,79.660004,79.160004,79.459999,460000,69.605446
"2012-10-09",79.129997,79.129997,77.150002,77.230003,1192700,67.652023
"2012-10-10",76.879997,77,76.239998,76.400002,1303700,66.924934
"2012-10-11",77,77.550003,76.809998,77.029999,890300,67.476852
"2012-10-12",77.089996,77.480003,76.489998,76.620003,943800,67.117691
"2012-10-15",77.330002,77.330002,76.260002,76.510002,801300,67.021317
"2012-10-16",76.779999,77.489998,76.779999,77.260002,826400,67.678314
"2012-10-17",77.099998,77.300003,76.449997,77.080002,830300,67.520638
"2012-10-18",77.029999,77.110001,76.330002,76.889999,665500,67.354195
"2012-10-19",76.400002,76.5,75.510002,75.650002,787600,66.26799
"2012-10-22",75.389999,75.980003,75.32,75.900002,602000,66.486969
"2012-10-23",75.269997,75.93,74.849998,75.400002,761900,66.048973
"2012-10-24",75.529999,75.889999,75.199997,75.260002,717200,65.926338
"2012-10-25",75.489998,75.849998,74.989998,75.290001,943000,65.952621
"2012-10-26",75.339996,75.730003,74.970001,75.339996,725500,65.996422
"2012-10-31",75.150002,75.860001,74.849998,75.68,941200,66.29425
"2012-11-01",75.489998,76.559998,75.029999,76.279999,725400,66.819862
"2012-11-02",76.730003,76.830002,75.580002,75.669998,813200,66.285484
"2012-11-05",75.440002,76.790001,75.400002,76.589996,775600,67.091385
"2012-11-06",76.860001,78.510002,76.75,78.470001,1720600,68.738258
"2012-11-07",75.75,77.209999,74.699997,75.529999,1607600,66.162849
"2012-11-08",75.519997,75.540001,74.809998,75.080002,1732800,65.768669
"2012-11-09",75,75.989998,74.919998,75.230003,741000,65.900047
"2012-11-12",75.529999,75.529999,74.260002,74.629997,1116400,65.374481
"2012-11-13",74.410004,75.599998,74.410004,74.879997,847300,65.59346
"2012-11-14",75.190002,75.360001,74.18,74.629997,958800,65.374481
"2012-11-15",74.730003,75.550003,74.650002,75.449997,1180100,66.092781
"2012-11-16",75.510002,76.279999,75.339996,75.589996,1321200,66.215416
"2012-11-19",76.169998,76.669998,75.610001,75.790001,1270500,66.390617
"2012-11-20",75.82,76.279999,75.389999,76.18,969800,66.732262
"2012-11-21",76.269997,77.029999,76.059998,76.82,1215000,67.292892
"2012-11-23",77,77.730003,76.75,77.730003,464500,68.090004
"2012-11-26",77.330002,77.959999,77.040001,77.760002,1460400,68.116302
"2012-11-27",77.360001,77.889999,76.980003,77.150002,1162800,67.58194
"2012-11-28",77.019997,77.730003,76.339996,77.610001,1131200,67.984894
"2012-11-29",77.839996,78.220001,76.849998,76.970001,1109400,67.424255
"2012-11-30",77.099998,77.150002,76.309998,76.669998,1668400,67.161469
"2012-12-03",76.720001,76.720001,76.029999,76.239998,902100,66.784782
"2012-12-04",76.330002,77.120003,76.220001,76.970001,871800,67.424255
"2012-12-05",76.980003,77.779999,76.739998,77.389999,1136300,67.792175
"2012-12-06",76.900002,77.220001,76.32,77.099998,864600,67.972916
"2012-12-07",77.32,77.699997,76.839996,77.629997,775100,68.440186
"2012-12-10",77.400002,77.82,77.129997,77.480003,1107900,68.307915
"2012-12-11",77.650002,78.470001,77.5,78.220001,1363000,68.960327
"2012-12-12",78.43,79.099998,78.25,78.610001,1330400,69.304169
"2012-12-13",78.459999,79.089996,78.309998,78.470001,1099400,69.180756
"2012-12-14",78.150002,78.639999,77.599998,77.720001,1211900,68.519516
"2012-12-17",77.82,78.739998,77.690002,78.730003,926200,69.40995
"2012-12-18",78.860001,78.919998,78.379997,78.839996,1163100,69.506927
"2012-12-19",78.93,79.339996,78.519997,78.529999,902000,69.233635
"2012-12-20",78.650002,79.169998,78.57,79.129997,1031700,69.762611
"2012-12-21",78.779999,79.050003,78.32,78.860001,1621500,69.524574
"2012-12-24",78.639999,79.010002,78.260002,78.559998,240500,69.260078
"2012-12-26",78.629997,78.75,77.57,78.019997,539600,68.783997
"2012-12-27",78.07,78.480003,77.540001,78.279999,520400,69.013252
"2012-12-28",77.989998,78.029999,77.25,77.339996,566800,68.184509
"2012-12-31",77.410004,78.230003,76.760002,78.190002,758900,68.933876
"2013-01-02",79.260002,79.449997,78.730003,79.449997,1011300,70.044708
"2013-01-03",79.900002,80.75,79.660004,80.389999,1174200,70.873451
"2013-01-04",80.589996,80.599998,80.169998,80.349998,884400,70.838165
"2013-01-07",80.160004,80.989998,80.150002,80.620003,813100,71.076233
"2013-01-08",80.650002,81.349998,79.870003,81.339996,1173200,71.710999
"2013-01-09",81.5,81.940002,81.089996,81.550003,825200,71.896126
"2013-01-10",81.839996,81.879997,81.080002,81.68,747600,72.010719
"2013-01-11",81.949997,81.949997,81.239998,81.760002,862600,72.081276
"2013-01-14",81.839996,82.309998,81.68,82.300003,1248700,72.557327
"2013-01-15",81.940002,82.82,81.239998,82.699997,1159100,72.909981
"2013-01-16",82.669998,83.110001,82.440002,83,1116900,73.174454
"2013-01-17",83.220001,83.300003,82.839996,82.860001,1234900,73.051064
"2013-01-18",83.43,83.959999,82.870003,83.940002,1153000,74.003212
"2013-01-22",83.559998,83.870003,82.720001,83.739998,1426100,73.826874
"2013-01-23",83.5,83.75,83.239998,83.68,792800,73.773964
"2013-01-24",83.839996,84.379997,83.309998,83.82,769000,73.897408
"2013-01-25",83.919998,84.629997,83.769997,84.589996,738700,74.576248
"2013-01-28",84.470001,84.550003,83.690002,84.059998,664100,74.108994
"2013-01-29",84,84.519997,83.730003,84.279999,613400,74.302948
"2013-01-30",84.440002,85,83.809998,84.120003,782800,74.161896
