"dates","KSU.Open","KSU.High","KSU.Low","KSU.Close","KSU.Volume","KSU.Adjusted"
"2011-07-28",58.939999,60.369999,58.82,59.130001,877100,52.998398
"2011-07-29",57.759998,59.509998,57.200001,59.349998,1068100,53.195568
"2011-08-01",60.419998,60.889999,58.34,59.389999,1610400,53.231415
"2011-08-02",58.799999,59.740002,56.639999,56.720001,1710100,50.838299
"2011-08-03",56.880001,57.549999,55.09,57.48,1490100,51.519493
"2011-08-04",56.549999,57.419998,52.560001,52.73,1719500,47.262058
"2011-08-05",53.68,53.990002,49.259998,52.130001,2599300,46.724258
"2011-08-08",49.099998,50.619999,47.25,47.860001,2679900,42.897053
"2011-08-09",49.41,52.360001,48.380001,52.330002,2497100,46.903542
"2011-08-10",50.73,53.200001,50.509998,51.060001,1555000,45.765228
"2011-08-11",51.290001,54.080002,50.82,53.220001,1112800,47.701241
"2011-08-12",53.93,54.889999,52.970001,54.470001,1135200,48.821621
"2011-08-15",55.16,56.189999,54.279999,56.02,1214100,50.210888
"2011-08-16",54.990002,55.459999,53.549999,53.650002,2282400,48.086655
"2011-08-17",54.02,55.080002,53.169998,53.959999,889900,48.364494
"2011-08-18",51.779999,51.860001,46.610001,47.470001,3076000,42.547489
"2011-08-19",46.830002,48.150002,45.950001,46,2089300,41.229923
"2011-08-22",47.599998,48.07,46,46.23,1590600,41.436081
"2011-08-23",46.619999,48.040001,45.630001,48.029999,1161500,43.049431
"2011-08-24",47.779999,49.02,47.34,48.939999,890900,43.865059
"2011-08-25",49.27,49.57,47.599998,47.799999,671500,42.843273
"2011-08-26",47.380001,50.73,46.200001,50.68,1618600,45.424622
"2011-08-29",51.709999,53.459999,51.709999,53.330002,1183600,47.799824
"2011-08-30",53.07,54.82,52.869999,54.540001,1429800,48.884354
"2011-08-31",55.259998,57.07,53.91,54.16,1575800,48.543766
"2011-09-01",54.119999,54.299999,52.419998,52.779999,1351900,47.306862
"2011-09-02",50.830002,52.040001,50.119999,50.98,1144400,45.69352
"2011-09-06",48.68,50.700001,48.630001,50.560001,840200,45.317066
"2011-09-07",51.779999,52.669998,51.439999,52.389999,654000,46.957298
"2011-09-08",51.84,52.669998,51.110001,51.310001,858200,45.989311
"2011-09-09",50.639999,51.68,49.240002,49.619999,1072900,44.474564
"2011-09-12",48.630001,50,48.27,49.709999,953700,44.555218
"2011-09-13",50.389999,53.150002,50.389999,52.619999,1923900,47.163452
"2011-09-14",52.77,54.200001,50.799999,53.389999,1167700,47.853615
"2011-09-15",54.34,54.509998,52.959999,54.349998,948700,48.714062
"2011-09-16",54.790001,55.959999,54.150002,54.709999,1159700,49.036724
"2011-09-19",53.07,53.540001,51.990002,52.700001,1109200,47.235172
"2011-09-20",53.16,54.779999,52.040001,52.060001,1393300,46.661522
"2011-09-21",51.830002,52.419998,49.66,49.689999,1827700,44.537285
"2011-09-22",47.419998,49.580002,46.889999,48.459999,1765300,43.434834
"2011-09-23",48.41,49.450001,47.98,49.41,1018900,44.286312
"2011-09-26",50.16,50.490002,48.049999,50.419998,1027300,45.191593
"2011-09-27",52.029999,54.049999,51.34,51.580002,1371200,46.231316
"2011-09-28",51.939999,53.23,49.93,50.040001,1241500,44.851002
"2011-09-29",51.240002,52.34,50.759998,52.27,1362800,46.849751
"2011-09-30",51.040001,51.5,49.93,49.959999,1462000,44.779278
"2011-10-03",49.490002,50.93,48.57,48.580002,1814700,43.542404
"2011-10-04",47.799999,51.34,47.119999,51.259998,1700000,45.944492
"2011-10-05",51.5,54.23,51.040001,53.919998,1263800,48.328651
"2011-10-06",53.919998,55.990002,53.650002,55.220001,1553300,49.493855
"2011-10-07",55.639999,56.220001,53.93,54.549999,980100,48.893322
"2011-10-10",55.900002,56.48,55.099998,56.450001,1066600,50.596298
"2011-10-11",55.669998,57.810001,55.07,56.950001,1403800,51.044449
"2011-10-12",57.650002,59.669998,57.360001,57.950001,1203600,51.940762
"2011-10-13",57.07,57.459999,56.060001,57.18,953200,51.250603
"2011-10-14",58.099998,58.73,57.209999,58.360001,998100,52.308235
"2011-10-17",57.759998,57.98,56.32,56.610001,1471200,50.7397
"2011-10-18",56.959999,58.939999,56.209999,58.400002,1362800,52.344082
"2011-10-19",58.459999,59,57.5,57.82,914300,51.824234
"2011-10-20",58.240002,59.32,56.09,57.330002,1964400,51.385036
"2011-10-21",61.080002,61.080002,57.700001,59.540001,1569800,53.365871
"2011-10-24",60,61.66,59.720001,61.470001,1598800,55.095741
"2011-10-25",60.75,61.540001,59.32,60.470001,1365800,54.199425
"2011-10-26",61.669998,62.07,59.880001,61.650002,1294100,55.25708
"2011-10-27",63.540001,65.760002,63.540001,65.32,2312100,58.546497
"2011-10-28",65.010002,65.639999,64.550003,65.029999,1328800,58.286575
"2011-10-31",63.939999,64.690002,63.150002,63.169998,807200,56.61945
"2011-11-01",60.549999,63.450001,60.369999,62.209999,1515500,55.759003
"2011-11-02",63.540001,64.089996,62.220001,63.66,1037700,57.05864
"2011-11-03",64.650002,66.120003,63.98,65.93,1596700,59.093246
"2011-11-04",64.949997,66.510002,63.459999,66.32,1337200,59.442799
"2011-11-07",66.529999,66.900002,64.739998,66.449997,1190800,59.559319
"2011-11-08",66.839996,67,64.470001,66.25,1087400,59.380074
"2011-11-09",64.209999,65.089996,62.84,63.59,1162100,56.995903
"2011-11-10",64.599998,65.370003,63.490002,64.669998,1111500,57.963894
"2011-11-11",65.639999,67.889999,65.559998,67.230003,835900,60.258457
"2011-11-14",66.400002,66.730003,65.419998,65.989998,1079400,59.147038
"2011-11-15",65.5,67.860001,65.300003,67.209999,875300,60.240505
"2011-11-16",66.980003,68.5,66.260002,66.489998,1387400,59.595177
"2011-11-17",66.5,67.529999,65.410004,66.360001,1580100,59.478642
"2011-11-18",66.790001,68.410004,66.18,68.019997,1402400,60.966518
"2011-11-21",66.5,67.199997,64.349998,66.029999,1991600,59.182896
"2011-11-22",66.010002,67.099998,64.620003,65,2092500,58.259689
"2011-11-23",64.239998,64.239998,63.32,63.43,1141700,56.852489
"2011-11-25",63.439999,63.439999,62.419998,62.810001,702000,56.296787
"2011-11-28",65.480003,66.949997,64.739998,66.099998,2256600,59.245613
"2011-11-29",66.660004,68,65.919998,67.120003,2083400,60.159847
"2011-11-30",69.620003,70.480003,67.989998,68.029999,5348300,60.975487
"2011-12-01",67.5,69.040001,67.209999,68.769997,1598400,61.638741
"2011-12-02",69.790001,69.989998,67.589996,67.860001,1015000,60.823101
"2011-12-05",68.959999,69.879997,68.620003,69.169998,1159100,61.99728
"2011-12-06",69.07,69.489998,66.879997,67.790001,1020200,60.76038
"2011-12-07",67.349998,67.580002,66.330002,66.849998,1098600,59.917843
"2011-12-08",66.360001,66.989998,65.169998,65.709999,1091100,58.896069
"2011-12-09",66.150002,66.550003,65.07,66.379997,1485300,59.496578
"2011-12-12",65.5,65.910004,64.5,65.449997,670700,58.66301
"2011-12-13",66.010002,66.5,63.52,64.059998,897400,57.417168
"2011-12-14",63.27,63.52,61.220001,61.900002,1330400,55.481144
"2011-12-15",62.849998,62.939999,61.639999,62.240002,1328100,55.7859
"2011-12-16",62.669998,64.220001,62.59,63.810001,2560500,57.193092
"2011-12-19",64.120003,64.870003,62.639999,62.82,1065500,56.305752
"2011-12-20",63.939999,65.209999,63.939999,64.830002,888100,58.10733
"2011-12-21",64.470001,65.529999,63.5,65.43,1035400,58.6451
"2011-12-22",65.510002,67.169998,65.449997,67.150002,996900,60.186745
"2011-12-23",67.339996,68.099998,67.019997,67.830002,634700,60.796223
"2011-12-27",67.709999,68.400002,67.290001,67.699997,485500,60.679688
"2011-12-28",67.82,67.82,66.410004,66.629997,520100,59.720654
"2011-12-29",66.970001,68.029999,66.669998,67.940002,460700,60.89484
"2011-12-30",67.860001,68.730003,67.629997,68.010002,555900,60.957569
"2012-01-03",69.389999,70.080002,68.43,68.709999,1123500,61.584976
"2012-01-04",68.489998,70.559998,68.080002,70.25,972600,62.965305
"2012-01-05",69.879997,70.279999,69.089996,69.959999,919900,62.705357
"2012-01-06",69.959999,71.120003,69.599998,69.68,927100,62.454388
"2012-01-09",70.160004,71.400002,69.870003,71.279999,671800,63.88847
"2012-01-10",72.459999,73.900002,72.330002,72.599998,1296600,65.071594
"2012-01-11",72.650002,72.959999,72,72.43,752500,64.91922
"2012-01-12",72.849998,73.010002,71.650002,72.589996,659700,65.06263
"2012-01-13",71.790001,72.199997,70.389999,72.040001,741300,64.569672
"2012-01-17",73.230003,73.269997,71.419998,71.800003,669800,64.354538
"2012-01-18",71.910004,72.550003,71.18,71.690002,893200,64.255959
"2012-01-19",72.980003,74.769997,72.669998,73.760002,1471800,66.111282
"2012-01-20",73.610001,73.760002,72.059998,73.389999,945500,65.779663
"2012-01-23",73.150002,74.099998,71.519997,72.32,925500,64.820633
"2012-01-24",65.949997,68.330002,64.07,66.839996,4906600,59.908871
"2012-01-25",66.82,67.57,66.029999,67.379997,2138000,60.392902
"2012-01-26",67.970001,68.889999,67.300003,67.559998,913900,60.554226
"2012-01-27",67.389999,68.860001,67.190002,68.599998,855000,61.486378
"2012-01-30",67.769997,70,67.57,69.209999,1054200,62.033112
"2012-01-31",69.889999,70.370003,68.449997,68.639999,1012600,61.522209
"2012-02-01",69.779999,70.720001,68.400002,68.690002,1203900,61.567047
"2012-02-02",68.849998,69.389999,68.480003,68.720001,832800,61.593941
"2012-02-03",69.790001,71.150002,69.529999,70.510002,1044300,63.198299
"2012-02-06",70.279999,70.279999,69.349998,69.769997,537900,62.535046
"2012-02-07",69.709999,69.769997,68.650002,69.169998,590400,61.99728
"2012-02-08",69.169998,69.660004,68.099998,69.089996,619700,61.925545
"2012-02-09",69.449997,70.57,68.860001,69.489998,1105900,62.284073
"2012-02-10",68.900002,69.019997,68,68.419998,1144900,61.325024
"2012-02-13",69.190002,69.720001,68.239998,69.610001,804000,62.391636
"2012-02-14",69.330002,69.919998,68.709999,69.599998,647500,62.382683
"2012-02-15",70.07,70.209999,66.32,66.93,1326800,59.989552
"2012-02-16",66.889999,67.309998,66.190002,66.75,1215300,59.828213
"2012-02-17",67.18,67.889999,66.129997,66.239998,1093400,59.371105
"2012-02-21",66.269997,67.190002,65.93,66.629997,792300,59.720654
"2012-02-22",66.220001,67.059998,66.019997,66.989998,770900,60.043331
"2012-02-23",66.879997,68.150002,66.599998,68,784300,60.948601
"2012-02-24",68.099998,69.889999,67.93,69.239998,822300,62.060009
"2012-02-27",68.699997,69.940002,68.410004,69.330002,671900,62.140675
"2012-02-28",69.68,69.82,68.839996,69.5,871500,62.293064
"2012-02-29",69.57,69.959999,68.980003,69.580002,1113900,62.36475
"2012-03-01",69.629997,70.940002,69.510002,70.809998,798800,63.467209
"2012-03-02",70.839996,70.910004,69.279999,69.75,475800,62.517117
"2012-03-05",69.739998,69.739998,68.239998,68.699997,1080500,61.575996
"2012-03-06",67.650002,68.300003,66.949997,67.989998,1158600,60.939617
"2012-03-07",68.120003,69.389999,68,69.029999,672600,61.87178
"2012-03-08",69.760002,70.370003,68.68,70.019997,904800,62.759121
"2012-03-09",70.25,70.360001,69.050003,69.25,741800,62.068989
"2012-03-12",68.93,69.279999,68.5,68.730003,738300,61.602882
"2012-03-13",69.260002,71.400002,69.059998,71.379997,1312400,63.978119
"2012-03-14",71.440002,71.730003,69.940002,70.019997,870500,62.759121
"2012-03-15",70.019997,74.290001,70.019997,73.510002,1495400,65.887245
"2012-03-16",74.010002,74.980003,73.650002,74.669998,1324100,66.926918
"2012-03-19",74.410004,74.660004,73.629997,73.690002,752200,66.048561
"2012-03-20",73.050003,73.080002,71.599998,71.970001,702100,64.506927
"2012-03-21",72.300003,73.800003,71.800003,73.339996,1030100,65.734848
"2012-03-22",72.370003,72.370003,70.610001,71.18,723300,63.798855
"2012-03-23",71.589996,71.589996,70.25,70.449997,839600,63.144539
"2012-03-26",71.510002,71.800003,70.779999,71.470001,1367900,64.058769
"2012-03-27",71.809998,72.300003,71.330002,71.839996,863500,64.390381
"2012-03-28",71.720001,71.970001,70.580002,71.550003,605300,64.130463
"2012-03-29",70.839996,71.029999,69.199997,70.669998,894300,63.341721
"2012-03-30",71.419998,72.110001,71.099998,71.690002,843700,64.255959
"2012-04-02",71.160004,73.459999,70.480003,72.639999,970400,65.10746
"2012-04-03",72.650002,73.330002,71.800003,73.269997,919000,65.672127
"2012-04-04",72.43,72.760002,71.470001,72.190002,705900,64.704094
"2012-04-05",71.970001,72.940002,71.82,72.599998,851000,65.071594
"2012-04-09",71.07,72.410004,70.769997,71.760002,750700,64.318695
"2012-04-10",71.550003,71.599998,68.709999,69.209999,1283800,62.033112
"2012-04-11",70.279999,70.480003,69.510002,69.730003,1101100,62.499207
"2012-04-12",69.790001,73.220001,69.790001,72.739998,1015300,65.379898
"2012-04-13",72.349998,73.25,71.870003,72.589996,711800,65.245079
"2012-04-16",73.269997,73.489998,72.360001,72.809998,781600,65.442818
"2012-04-17",73.260002,74.269997,72.769997,74.019997,597900,66.530388
"2012-04-18",73.589996,74.470001,73.080002,73.650002,686600,66.197807
"2012-04-19",73.419998,73.639999,70.879997,71.370003,1005300,64.148529
"2012-04-20",71.860001,72.339996,71.279999,71.410004,1087300,64.184464
"2012-04-23",70.599998,70.949997,68.879997,70.860001,1547400,63.690136
"2012-04-24",71.089996,75.309998,70.919998,75.089996,2220200,67.492134
"2012-04-25",75.75,77.650002,75.260002,77.339996,1445000,69.51445
"2012-04-26",76.720001,77.970001,76.220001,77.5,1270600,69.658264
"2012-04-27",78.309998,79.169998,77.169998,78.360001,1081100,70.431244
"2012-04-30",78.169998,78.32,76.459999,77.019997,813700,69.226852
"2012-05-01",77,79.5,77,78.300003,941300,70.377312
"2012-05-02",76.5,77.43,75.580002,77.290001,1347600,69.469513
"2012-05-03",78.040001,78.489998,76.160004,76.330002,838500,68.606667
"2012-05-04",75.919998,76,74.620003,75.099998,978900,67.501106
"2012-05-07",74.849998,75.699997,74.5,75.339996,852700,67.716827
"2012-05-08",74.769997,75.389999,73.5,75.300003,1308900,67.68087
"2012-05-09",74.43,75.040001,73.550003,73.760002,983100,66.296684
"2012-05-10",74.739998,74.970001,72.260002,72.629997,1141500,65.281021
"2012-05-11",71.910004,73.349998,71.470001,71.660004,1180700,64.409187
"2012-05-14",70.860001,70.860001,70.099998,70.18,1288700,63.07893
"2012-05-15",70.25,70.970001,69.980003,70.220001,1091400,63.114887
"2012-05-16",70.639999,71.82,69.82,69.889999,860000,62.818272
"2012-05-17",70.07,70.18,65.410004,65.419998,2623900,58.800564
"2012-05-18",65.629997,66.699997,64.610001,64.720001,2241300,58.17141
"2012-05-21",64.989998,67.370003,64.809998,67.290001,1474300,60.481339
"2012-05-22",67.360001,68.75,67.019997,67.860001,1179900,60.993668
"2012-05-23",66.849998,68.650002,66.150002,68.349998,873000,61.434093
"2012-05-24",68.730003,68.989998,66.550003,67.190002,1074700,60.391472
"2012-05-25",66.779999,67.040001,65.639999,66.440002,1020100,59.717358
"2012-05-29",66.830002,67.290001,65.949997,66.639999,1101200,59.897118
"2012-05-30",65.650002,65.739998,63.299999,63.639999,1420000,57.20068
"2012-05-31",64.220001,66.540001,64.199997,65.980003,2285800,59.303898
"2012-06-01",64.330002,64.760002,62.939999,63.259998,1224800,56.859119
"2012-06-04",63.139999,64.059998,61.360001,62.540001,886800,56.211979
"2012-06-05",62.130001,63.799999,61.720001,63.189999,944800,56.7962
"2012-06-06",63.93,66.099998,63.93,66.050003,1236400,59.366829
"2012-06-07",67.160004,69.230003,66.389999,66.800003,1668400,60.218719
"2012-06-08",66.529999,67.300003,65.269997,67.129997,930600,60.516193
"2012-06-11",68.019997,68.110001,66.080002,66.18,744100,59.659809
"2012-06-12",66.660004,67.709999,66.370003,67.260002,538200,60.633415
"2012-06-13",66.809998,68.019997,66.269997,66.699997,588800,60.128563
"2012-06-14",66.639999,67.269997,65.720001,66.709999,710200,60.1376
"2012-06-15",67.059998,68.540001,66.730003,68.290001,970200,61.561939
"2012-06-18",67.790001,71.650002,67.5,71.43,1125500,64.392555
"2012-06-19",71.620003,72.379997,71.110001,71.540001,956900,64.49173
"2012-06-20",71.400002,71.410004,69.089996,70.489998,1016600,63.545166
"2012-06-21",70.400002,70.540001,68.610001,68.839996,804200,62.057739
"2012-06-22",68.790001,68.790001,67.120003,67.699997,1458200,61.030033
"2012-06-25",66.440002,67.010002,65.040001,66.709999,1359400,60.1376
"2012-06-26",66.870003,67.769997,66.239998,67.160004,865100,60.543259
"2012-06-27",67.440002,67.589996,66.099998,66.639999,776200,60.074478
"2012-06-28",66.150002,67.959999,65.760002,67.849998,756300,61.165279
"2012-06-29",69.080002,69.57,68.940002,69.559998,935300,62.706783
"2012-07-02",69.870003,69.910004,68.010002,68.589996,941800,61.832367
"2012-07-03",68.860001,69.489998,68.580002,69.269997,526100,62.445374
"2012-07-05",69.220001,71.879997,68.790001,70.910004,1275000,63.92379
"2012-07-06",70.129997,70.360001,69.32,69.889999,497300,63.004265
"2012-07-09",69.650002,70.540001,69.32,70.269997,468000,63.346821
"2012-07-10",70.540001,71.379997,68.940002,69.400002,627100,62.56258
"2012-07-11",69.279999,70.089996,68.269997,68.660004,816100,61.895462
"2012-07-12",68.379997,68.849998,67.400002,68.25,953100,61.525867
"2012-07-13",68.480003,70.279999,68.389999,70.089996,785300,63.184593
"2012-07-16",69.989998,70.18,68.589996,68.849998,930500,62.066772
"2012-07-17",67.980003,69.089996,65.860001,68.849998,2194200,62.066772
"2012-07-18",68.849998,70.239998,68.43,68.68,1067100,61.913494
"2012-07-19",69.110001,72.900002,69.019997,71.860001,1614900,64.780197
"2012-07-20",70.949997,71.650002,70.510002,70.790001,767300,63.81562
"2012-07-23",69.389999,70,68.690002,69.650002,672400,62.787933
"2012-07-24",69.559998,70.300003,68.730003,69.589996,704500,62.733849
"2012-07-25",69.800003,71.120003,69.290001,70.800003,1050900,63.824627
"2012-07-26",72.300003,72.959999,71.709999,72.360001,727600,65.230942
"2012-07-27",72.82,75.260002,72.720001,74.660004,1013300,67.304344
"2012-07-30",74.510002,74.75,72.82,73.57,652500,66.321754
"2012-07-31",73.650002,74.32,72.260002,72.800003,852500,65.627579
"2012-08-01",73.220001,73.589996,71.25,71.290001,611500,64.266342
"2012-08-02",70.779999,72.529999,70.5,71.480003,474200,64.437653
"2012-08-03",73.330002,74.550003,73.019997,74.129997,799800,66.826553
"2012-08-06",74.029999,74.959999,73.349998,73.389999,588300,66.159462
"2012-08-07",74.050003,75.879997,73.400002,73.459999,909400,66.222557
"2012-08-08",73.330002,74.360001,73.220001,73.580002,536900,66.330742
"2012-08-09",73.599998,74.25,72.980003,73.379997,344400,66.150421
"2012-08-10",73.129997,74.339996,72.550003,74.160004,359700,66.8536
"2012-08-13",73.82,74.150002,73.309998,73.989998,496000,66.700348
"2012-08-14",74.650002,75.489998,74.239998,75.379997,1263200,67.9534
"2012-08-15",75.160004,76.440002,74.959999,76.220001,785100,68.710663
"2012-08-16",76.449997,77.220001,75.860001,76.599998,648000,69.053185
"2012-08-17",76.599998,77.860001,76.400002,77.769997,731800,70.107918
"2012-08-20",77.879997,78.449997,76.730003,77.629997,831500,69.98172
"2012-08-21",77.730003,78.989998,77.32,78.419998,1056900,70.693901
"2012-08-22",78.080002,78.660004,77.57,78.18,538200,70.477547
"2012-08-23",77.760002,78.239998,76.400002,76.769997,865600,69.206444
"2012-08-24",76.699997,77.870003,76.389999,77.699997,535600,70.044823
"2012-08-27",77.870003,77.870003,76.790001,77.160004,455400,69.558044
"2012-08-28",77.18,77.889999,76.730003,77.720001,482700,70.062851
"2012-08-29",77.949997,77.949997,76.769997,77.629997,605200,69.98172
"2012-08-30",77.110001,77.459999,76.410004,76.93,472500,69.350708
"2012-08-31",77.639999,77.639999,76.459999,77.330002,433500,69.711296
"2012-09-04",77.199997,77.989998,76.059998,77.769997,618400,70.107918
"2012-09-05",77.599998,77.989998,75.629997,76.760002,1198500,69.197449
"2012-09-06",76.900002,79.699997,76.470001,79.690002,1206800,72.021744
"2012-09-07",80,80,79.059998,79.82,809900,72.139236
"2012-09-10",79.510002,80.220001,79.489998,79.739998,436900,72.066933
"2012-09-11",80,81.290001,79.940002,80.68,841600,72.916496
"2012-09-12",80.230003,81.830002,80.230003,81.760002,510200,73.89254
"2012-09-13",81.669998,81.879997,80.309998,81.540001,698900,73.693718
"2012-09-14",81.970001,83.949997,81.709999,83.629997,855800,75.582581
"2012-09-17",83.279999,83.309998,81.099998,81.239998,1049000,73.422569
"2012-09-18",81.190002,81.260002,79.559998,79.75,1061600,72.075981
"2012-09-19",78.910004,79.989998,76.809998,79.120003,1747400,71.506592
"2012-09-20",77.239998,77.709999,75.5,76.900002,1584600,69.500214
"2012-09-21",78.739998,79.610001,75.639999,76,1322000,68.686806
"2012-09-24",75.550003,77.339996,75.050003,77.080002,911800,69.662895
"2012-09-25",77.5,77.730003,76.18,76.360001,814700,69.012169
"2012-09-26",76.099998,76.449997,75,75.360001,625700,68.108406
"2012-09-27",75.919998,77.440002,75.5,76.959999,763800,69.55442
"2012-09-28",76.449997,76.489998,75.510002,75.779999,1135000,68.487968
"2012-10-01",75.800003,76.470001,75.059998,75.739998,918700,68.451851
"2012-10-02",76.169998,76.610001,74.760002,75.349998,729000,68.09935
"2012-10-03",75.580002,75.730003,73.300003,73.730003,2058500,66.635239
"2012-10-04",74.309998,75.739998,74.139999,75.220001,1087800,67.981857
"2012-10-05",75.519997,76.589996,75.379997,76.279999,826500,68.939865
"2012-10-08",76.019997,76.959999,75.410004,76.400002,517700,69.048302
"2012-10-09",76.18,76.93,74.440002,74.839996,756800,67.638412
"2012-10-10",73.550003,74.739998,73.419998,74.529999,1018500,67.358269
"2012-10-11",74.949997,75.93,74.230003,74.440002,587000,67.276917
"2012-10-12",74.410004,75.169998,74.050003,75.150002,523900,67.918617
"2012-10-15",74.559998,75.220001,74,74.699997,829200,67.511887
"2012-10-16",75.610001,77.699997,75.470001,77.349998,1015900,69.906898
"2012-10-17",77.010002,78.110001,76.059998,77.669998,863800,70.196121
"2012-10-18",77.470001,78.339996,76.779999,77.379997,903600,69.934044
"2012-10-19",77.470001,81.43,77.470001,78.43,1919700,70.88295
"2012-10-22",77.75,79.209999,76.699997,78.360001,884500,70.819702
"2012-10-23",77.610001,78.559998,76.540001,78.559998,685500,71.000473
"2012-10-24",79.290001,79.989998,78.230003,79.07,1253700,71.461418
"2012-10-25",79.449997,80.07,79.160004,80.029999,809800,72.329048
"2012-10-26",80,81.800003,79.949997,81.25,1399300,73.431618
"2012-10-31",81.43,81.43,79.879997,80.459999,725300,72.717651
"2012-11-01",80.330002,83.419998,80,83.419998,1329900,75.39283
"2012-11-02",83.980003,83.980003,81.029999,81.099998,582000,73.296036
"2012-11-05",81.099998,82.059998,80.800003,81.379997,664400,73.549095
"2012-11-06",81.629997,82.599998,81.029999,82.199997,409800,74.290184
"2012-11-07",80.93,81.68,79.239998,79.669998,692300,72.003654
"2012-11-08",79.610001,79.989998,78.129997,78.5,615900,70.946259
"2012-11-09",78.110001,78.309998,76.669998,76.910004,977600,69.509239
"2012-11-12",77.25,78.07,76.660004,77.309998,488000,69.870766
"2012-11-13",76.870003,78.800003,76.75,77.440002,627900,69.988235
"2012-11-14",77.610001,78.330002,74.25,74.470001,1249000,67.304054
"2012-11-15",74.5,75.470001,73.300003,74.099998,1243000,66.969643
"2012-11-16",74.209999,74.93,72.800003,73.849998,1063400,66.743698
"2012-11-19",75.230003,76.019997,74.43,75.889999,859300,68.58741
"2012-11-20",75.830002,77.029999,75.410004,75.639999,952400,68.361435
"2012-11-21",75.75,76.800003,75.169998,76.330002,652000,68.985062
"2012-11-23",77,77.610001,76.639999,77.610001,414500,70.141907
"2012-11-26",77.169998,79.68,77.120003,79.599998,1222100,71.940407
"2012-11-27",79.220001,80.019997,78.540001,79.309998,871100,71.678284
"2012-11-28",79.18,79.580002,78.059998,79.5,702500,71.849991
"2012-11-29",79.830002,80,78.010002,78.730003,795000,71.154114
"2012-11-30",78.889999,79,76.879997,78.150002,904800,70.629929
"2012-12-03",78.239998,78.699997,76,76.410004,797400,69.057343
"2012-12-04",76.410004,77.480003,76.080002,76.730003,472300,69.346542
"2012-12-05",77,77.830002,76.18,77.32,495000,69.879791
"2012-12-06",77.919998,78.839996,76.870003,78.599998,1130400,71.216217
"2012-12-07",78.790001,79.989998,78.5,79.779999,862500,72.285378
"2012-12-10",79.660004,80.330002,79.660004,80.330002,768100,72.783707
"2012-12-11",80.529999,81.400002,79.970001,80.82,708000,73.227684
"2012-12-12",81.279999,81.879997,80.900002,81.360001,939200,73.716942
"2012-12-13",81.419998,82.050003,81.099998,81.809998,842200,74.124687
"2012-12-14",81.779999,82.860001,81.410004,81.889999,965300,74.197174
"2012-12-17",81.480003,82.519997,80.449997,82.489998,1503800,74.740791
"2012-12-18",81.980003,82.839996,80.339996,82.209999,1756200,74.487106
"2012-12-19",82.029999,82.660004,80.580002,81.82,1322400,74.133759
"2012-12-20",82.110001,83.809998,81.489998,83.760002,1220200,75.891495
"2012-12-21",82.650002,84.160004,81.910004,83.82,1608800,75.945854
"2012-12-24",83.410004,83.559998,82.470001,83.209999,340000,75.393166
"2012-12-26",83.199997,83.489998,82.480003,82.550003,443600,74.795181
"2012-12-27",82.669998,82.839996,81.5,82.400002,678700,74.659241
"2012-12-28",81.93,82.730003,81.769997,82.059998,491900,74.351173
"2012-12-31",81.669998,83.800003,81.559998,83.480003,640000,75.637794
"2013-01-02",85.480003,86.830002,85.290001,86.139999,825200,78.047905
"2013-01-03",85.599998,88.379997,85.599998,87.629997,1564000,79.397911
"2013-01-04",87.940002,89.239998,87.330002,88.82,1325800,80.476135
"2013-01-07",86.760002,87.190002,85.459999,86.419998,1903100,78.301575
"2013-01-08",86.129997,86.389999,84.519997,85.75,1036400,77.694557
"2013-01-09",86.330002,86.800003,85.949997,86.190002,870800,78.093208
"2013-01-10",86.68,86.809998,84.93,85.400002,1001000,77.377426
"2013-01-11",85.300003,85.989998,84.970001,85.540001,632000,77.504242
"2013-01-14",85.760002,86.459999,85.300003,85.690002,730800,77.640182
"2013-01-15",84.809998,87.190002,84.660004,86.900002,1012000,78.736519
"2013-01-16",86.489998,86.75,85.699997,86.57,677100,78.437538
"2013-01-17",87.32,88,86.830002,87.870003,782700,79.615387
"2013-01-18",87.790001,87.93,86.559998,87.629997,974500,79.397911
"2013-01-22",88.849998,92.050003,88.849998,91.669998,2254000,83.058411
"2013-01-23",91.959999,94.449997,91.129997,92.419998,1841700,83.737946
"2013-01-24",92.339996,94.330002,91.790001,93.790001,1035600,84.979256
"2013-01-25",94.190002,94.459999,93.07,94.019997,708500,85.187645
"2013-01-28",94.300003,94.489998,93.129997,94.480003,672800,85.604446
"2013-01-29",94.150002,95.129997,93.900002,94.82,753600,85.912506
"2013-01-30",94.400002,94.449997,92.370003,92.849998,1388100,84.127556
"2013-01-31",92.739998,93.790001,91.889999,93.110001,1160700,84.363152
"2013-02-01",93.620003,94.5,93.529999,94.339996,754800,85.477585
"2013-02-04",93.68,94.879997,93.449997,93.889999,728600,85.069878
"2013-02-05",94.129997,95.300003,93.900002,94.68,687100,85.785652
"2013-02-06",94.379997,94.980003,94,94.790001,719100,85.885323
"2013-02-07",94.389999,95.32,94.260002,95.199997,952100,86.256798
"2013-02-08",95.540001,95.889999,93.900002,95.089996,640500,86.157143
"2013-02-11",95.160004,95.580002,94.330002,95.360001,678800,86.401779
"2013-02-12",95.5,96.25,95.160004,95.870003,575300,86.863884
"2013-02-13",95.879997,97.629997,95.879997,97.360001,1084000,88.213898
"2013-02-14",96.839996,97.760002,96.43,97.610001,664900,88.440399
"2013-02-15",97.339996,98.339996,97.040001,97.769997,556400,88.585365
