"dates","KSU.Open","KSU.High","KSU.Low","KSU.Close","KSU.Volume","KSU.Adjusted"
"2010-02-19",33.009998,34.029999,33.009998,33.919998,805400,30.40259
"2010-02-22",34,34.93,33.869999,34.869999,1443000,31.254082
"2010-02-23",34.82,35.029999,34.189999,34.389999,1155000,30.823858
"2010-02-24",34.419998,34.669998,34.040001,34.32,887200,30.761105
"2010-02-25",33.779999,35.07,33.34,34.990002,1136100,31.361639
"2010-02-26",35,35,34.080002,34.299999,1289400,30.743189
"2010-03-01",34.439999,35.5,34.439999,35.41,1048400,31.738091
"2010-03-02",35.52,35.880001,35.07,35.110001,1150700,31.469193
"2010-03-03",35.060001,35.240002,34.52,34.68,947300,31.083788
"2010-03-04",34.82,35.060001,34.630001,34.880001,602900,31.263052
"2010-03-05",35.09,35.610001,35.060001,35.450001,1005300,31.773943
"2010-03-08",35.389999,35.810001,35.029999,35.549999,651200,31.863575
"2010-03-09",35.259998,36.299999,35.259998,35.889999,923600,32.168308
"2010-03-10",36.450001,36.82,35.689999,35.990002,2444800,32.257946
"2010-03-11",36.060001,36.439999,35.77,36,1656400,32.266911
"2010-03-12",36.200001,36.220001,35.669998,35.75,1952000,32.04282
"2010-03-15",35.75,35.830002,35.380001,35.57,1308600,31.881485
"2010-03-16",35.790001,36.330002,35.700001,36.330002,1024700,32.562683
"2010-03-17",36.200001,36.540001,35.93,36.099998,1085700,32.356533
"2010-03-18",36.02,36.91,35.77,35.91,1148900,32.186237
"2010-03-19",35.75,36.07,35.16,35.75,1046300,32.04282
"2010-03-22",35.419998,36.290001,35.299999,36.169998,554900,32.419266
"2010-03-23",36.18,36.23,35.439999,35.939999,601600,32.213131
"2010-03-24",35.77,35.959999,35.360001,35.759998,711000,32.051788
"2010-03-25",36.110001,36.59,35.529999,35.57,869300,31.881485
"2010-03-26",35.799999,36.389999,35.610001,36.200001,968600,32.446171
"2010-03-29",36.299999,36.810001,36.18,36.43,600600,32.652317
"2010-03-30",36.400002,36.740002,36.259998,36.540001,540100,32.750908
"2010-03-31",36.459999,36.709999,35.869999,36.169998,784600,32.419266
"2010-04-01",36.509998,36.889999,36.299999,36.540001,718600,32.750908
"2010-04-05",36.779999,37.360001,36.560001,37.09,665300,33.243877
"2010-04-06",37.16,37.189999,36.68,37.150002,977200,33.297657
"2010-04-07",37.209999,37.23,36.599998,36.950001,1287600,33.118389
"2010-04-08",36.619999,38.220001,36.509998,38.139999,1421000,34.184994
"2010-04-09",38.389999,38.450001,37.889999,38.369999,972200,34.391151
"2010-04-12",38.419998,38.419998,37.720001,37.950001,785900,34.014702
"2010-04-13",38,38.290001,37.459999,38.23,1103600,34.265663
"2010-04-14",38.540001,39,38.43,38.900002,886700,34.866184
"2010-04-15",38.849998,39.689999,38.740002,39.07,1615500,35.018543
"2010-04-16",38.970001,39.099998,37.470001,38.18,973600,34.220844
"2010-04-19",37.93,38.02,36.919998,37.34,864700,33.467945
"2010-04-20",37.619999,38.240002,37.580002,37.799999,668700,33.880238
"2010-04-21",37.869999,38.259998,37.73,37.919998,619800,33.987812
"2010-04-22",37.400002,38.080002,36.73,37.959999,824500,34.023659
"2010-04-23",37.91,38.360001,37.599998,38.279999,538900,34.310474
"2010-04-26",38.139999,39.48,38.139999,39.259998,1364900,35.188839
"2010-04-27",39.599998,41.369999,39.400002,40.099998,2795500,35.941738
"2010-04-28",40.490002,40.509998,38.759998,39.41,1708300,35.323296
"2010-04-29",39.93,41.869999,39.889999,41.41,5130400,37.115902
"2010-04-30",41.349998,42.110001,40.5,40.549999,2019300,36.345074
"2010-05-03",40.889999,42.32,40.889999,41.779999,1727700,37.447533
"2010-05-04",41.459999,41.459999,39.439999,39.740002,2392000,35.619076
"2010-05-05",39.150002,40.119999,37.799999,39.240002,1555100,35.170925
"2010-05-06",39.23,39.84,34.610001,37.700001,2411500,33.790623
"2010-05-07",37.310001,37.91,35.5,35.93,2689500,32.204163
"2010-05-10",38.009998,38.759998,37.610001,38.720001,2500800,34.704845
"2010-05-11",38.110001,39.66,38.110001,39.09,1789200,35.036488
"2010-05-12",39.34,40.889999,39.240002,40.68,1809100,36.461594
"2010-05-13",40.66,41.43,39.939999,40.220001,1492700,36.049313
"2010-05-14",39.77,39.849998,38.470001,38.849998,1520900,34.821354
"2010-05-17",39.009998,39.34,37.25,37.779999,2117300,33.862328
"2010-05-18",38.380001,39.240002,37.25,37.619999,1655500,33.71891
"2010-05-19",37.450001,37.790001,35.509998,36.549999,2113400,32.759876
"2010-05-20",35.150002,35.450001,33.689999,33.77,2393100,30.268154
"2010-05-21",33,35.41,32.610001,34.880001,2370700,31.263052
"2010-05-24",35.900002,36.48,35.139999,35.990002,2575300,32.257946
"2010-05-25",34.689999,36.169998,34.18,36.049999,2260700,32.31171
"2010-05-26",36.869999,37.540001,36.349998,36.790001,1654100,32.974987
"2010-05-27",37.860001,38.799999,37.16,38.799999,1541700,34.776554
"2010-05-28",38.810001,39.169998,37.639999,38.169998,1609700,34.21188
"2010-06-01",37.990002,39.310001,37.599998,38.080002,1673400,34.131214
"2010-06-02",38.290001,39.400002,38.060001,39.400002,1149900,35.314331
"2010-06-03",39.419998,40.060001,38.279999,38.84,1564700,34.812405
"2010-06-04",37.66,38.25,36.450001,36.75,1799100,32.939133
"2010-06-07",36.98,37.700001,36.060001,36.060001,1688800,32.320679
"2010-06-08",36.27,36.889999,35.459999,36.470001,1592400,32.688175
"2010-06-09",36.900002,38.34,36.630001,36.880001,1432400,33.055641
"2010-06-10",37.720001,38.779999,37.669998,38.450001,1264100,34.462856
"2010-06-11",37.68,39.490002,37.619999,39.220001,935400,35.153015
"2010-06-14",39.709999,40.389999,39.16,39.240002,1088800,35.170925
"2010-06-15",39.400002,40.490002,39.27,40.43,898300,36.237526
"2010-06-16",40,41.689999,40,40.810001,1524200,36.578125
"2010-06-17",41.189999,41.369999,39.59,41.200001,1173400,36.92767
"2010-06-18",41.299999,41.48,40.880001,41.110001,867000,36.847
"2010-06-21",41.700001,41.990002,40.43,40.779999,1177400,36.55122
"2010-06-22",40.98,41.080002,38.459999,38.580002,1651000,34.579369
"2010-06-23",38.77,38.950001,37.82,38.759998,1355200,34.740696
"2010-06-24",38.369999,39.040001,37.66,38.119999,1519300,34.167053
"2010-06-25",38.5,39.389999,37.849998,39.290001,1541300,35.215729
"2010-06-28",38.98,39.400002,38.5,38.630001,900100,34.62418
"2010-06-29",37.869999,37.970001,36.75,37.150002,1270600,33.297657
"2010-06-30",36.959999,37.650002,36.189999,36.349998,849300,32.580605
"2010-07-01",36.540001,37.049999,34.639999,36.099998,1625900,32.356533
"2010-07-02",36.299999,36.5,34.709999,34.939999,936000,31.316822
"2010-07-06",35.759998,35.900002,34.119999,34.380001,1555300,30.814884
"2010-07-07",34.380001,36.349998,34.380001,36.27,1284300,32.508907
"2010-07-08",36.830002,37.220001,36.27,37.139999,1103500,33.288696
"2010-07-09",37.09,37.610001,36.830002,37.240002,732200,33.378315
"2010-07-12",37.200001,37.68,36.549999,37.080002,866600,33.234909
"2010-07-13",37.790001,38.09,36.959999,37.41,1158900,33.530693
"2010-07-14",37.5,37.5,35.290001,36.27,3089300,32.508907
"2010-07-15",36.209999,37.200001,35.619999,37.049999,1329600,33.208023
"2010-07-16",36.689999,36.709999,34.57,34.720001,1857900,31.119635
"2010-07-19",34.779999,35.110001,33.759998,34.459999,1298800,30.886587
"2010-07-20",33.799999,35.59,33.759998,35.490002,1036800,31.809792
"2010-07-21",35.869999,37.07,35.700001,36,2294700,32.266911
"2010-07-22",36.639999,37.799999,36.639999,37.450001,1274800,33.566551
"2010-07-23",37.369999,38.48,37.27,38.349998,894700,34.373215
"2010-07-26",38.509998,39.509998,38.18,39.450001,1210400,35.359158
"2010-07-27",36.77,39.48,36.740002,37.150002,4054800,33.297657
"2010-07-28",37.080002,37.52,36.610001,36.720001,1479300,32.912247
"2010-07-29",37.169998,37.290001,36.130001,36.709999,1723200,32.903278
"2010-07-30",36.360001,37.169998,35.959999,36.700001,1127500,32.894306
"2010-08-02",37.450001,37.75,37,37.290001,1646600,33.423122
"2010-08-03",36.889999,37.639999,36.240002,37.209999,1244400,33.351429
"2010-08-04",37.369999,38.080002,37.220001,37.919998,848000,33.987812
"2010-08-05",37.52,38.290001,37.310001,38.16,778500,34.202911
"2010-08-06",37.549999,38.16,37.23,37.75,856700,33.835434
"2010-08-09",38.23,38.52,37.810001,38.169998,738600,34.21188
"2010-08-10",37.580002,37.720001,37,37.450001,549600,33.566551
"2010-08-11",36.880001,36.880001,35.130001,35.619999,863800,31.926304
"2010-08-12",34.860001,34.869999,33.630001,34.459999,3385400,30.886587
"2010-08-13",34.470001,34.669998,34.23,34.439999,1106700,30.868671
"2010-08-16",34.200001,34.540001,34,34.389999,993000,30.823858
"2010-08-17",34.939999,35.189999,34.75,34.900002,1417600,31.280979
"2010-08-18",34.900002,35.299999,34.52,35.060001,642100,31.424387
"2010-08-19",34.84,34.93,33.299999,33.779999,1302800,30.277113
"2010-08-20",33.630001,33.810001,32.43,33.709999,2115400,30.214369
"2010-08-23",33.900002,34.099998,32.689999,32.75,1159900,29.353914
"2010-08-24",32.07,32.75,31.73,32.380001,1620000,29.022293
"2010-08-25",31.98,33.619999,31.93,33.330002,2061400,29.873774
"2010-08-26",33.5,33.91,32.759998,33.02,1869800,29.595919
"2010-08-27",33.369999,33.889999,32.529999,33.77,1288300,30.268154
"2010-08-30",33.669998,33.98,32.810001,32.84,592500,29.434589
"2010-08-31",32.75,33.990002,32.16,33.57,1926300,30.088884
"2010-09-01",34.16,35.639999,34.09,35.389999,1499100,31.720152
"2010-09-02",35.630001,36.349998,35.400002,36.240002,1374400,32.482021
"2010-09-03",36.93,37.689999,36.540001,37.16,1363100,33.30661
"2010-09-07",36.880001,37.060001,36.240002,36.919998,965600,33.091496
"2010-09-08",37.099998,38.439999,37.099998,38.09,1633200,34.140186
"2010-09-09",38.580002,38.639999,37.630001,37.799999,1195000,33.880238
"2010-09-10",37.830002,38.450001,37.689999,38.18,771600,34.220844
"2010-09-13",38.869999,39.299999,38.66,39.139999,1053900,35.081299
"2010-09-14",39.130001,39.48,38.669998,38.73,1002400,34.71381
"2010-09-15",38.720001,39.040001,38.360001,38.66,753900,34.651073
"2010-09-16",38.630001,39.099998,37.82,38.080002,876600,34.131214
"2010-09-17",38.299999,38.84,37.889999,38.560001,1207400,34.561443
"2010-09-20",38.830002,39.139999,38.369999,38.52,1266500,34.525578
"2010-09-21",38.599998,39.099998,38.419998,38.639999,948400,34.633137
"2010-09-22",38.439999,38.830002,37.830002,38.240002,655700,34.274616
"2010-09-23",37.799999,38.380001,37.389999,37.93,1152200,33.996765
"2010-09-24",38.599998,39.279999,38.560001,39.139999,836500,35.081299
"2010-09-27",39.040001,39.080002,38.57,38.619999,662300,34.615231
"2010-09-28",38.669998,38.669998,37.709999,38.400002,640400,34.418037
"2010-09-29",38.130001,38.470001,37.880001,38.099998,999800,34.149147
"2010-09-30",38.41,38.41,37.209999,37.41,1371600,33.530693
"2010-10-01",37.610001,37.799999,36.169998,37.259998,1826900,33.39624
"2010-10-04",37.189999,37.619999,36.27,36.84,852800,33.019798
"2010-10-05",37.32,38.529999,37.23,38.32,1331700,34.346344
"2010-10-06",38.299999,38.959999,38.150002,38.720001,899900,34.704845
"2010-10-07",38.939999,38.939999,37.959999,38.549999,909500,34.552475
"2010-10-08",38.509998,39.869999,38.16,39.470001,1040300,35.377068
"2010-10-11",39.630001,40,39.32,39.540001,597800,35.439812
"2010-10-12",39.389999,39.849998,38.639999,39.650002,1072100,35.538406
"2010-10-13",40.119999,41.939999,40.07,41.5,2204300,37.196575
"2010-10-14",41.490002,41.689999,40.889999,41.27,1227300,36.990429
"2010-10-15",41.619999,41.990002,40.77,41.419998,1133300,37.124855
"2010-10-18",41.509998,41.810001,41.23,41.57,676100,37.259312
"2010-10-19",40.900002,41.560001,40.5,40.849998,888400,36.613968
"2010-10-20",40.959999,42.869999,40.959999,42.220001,1306000,37.841908
"2010-10-21",42.32,42.84,41.18,41.84,1504400,37.501316
"2010-10-22",41.880001,42.330002,41.669998,42.060001,603700,37.698498
"2010-10-25",42.25,42.990002,41.810001,41.939999,1199500,37.590935
"2010-10-26",41.490002,44.91,41,43.610001,2977000,39.087769
"2010-10-27",43.400002,43.689999,42.669998,43.369999,1390100,38.872654
"2010-10-28",43.59,44.5,43.080002,43.779999,1263100,39.240143
"2010-10-29",43.5,44.110001,43.5,43.82,702100,39.27599
"2010-11-01",44.09,44.73,43.389999,43.75,755800,39.213257
"2010-11-02",44.34,44.57,43.91,44.299999,755100,39.706215
"2010-11-03",44.400002,45.060001,44.110001,45.040001,1193100,40.369492
"2010-11-04",45.709999,46.580002,45.259998,45.849998,2301800,41.095482
"2010-11-05",45.779999,46.59,45.549999,46.529999,1451300,41.704964
"2010-11-08",46.630001,47.139999,46.16,46.84,1177400,41.982826
"2010-11-09",46.91,47,45.009998,45.209999,1210000,40.521851
"2010-11-10",45.200001,45.860001,44.849998,45.860001,1341300,41.10445
"2010-11-11",45.290001,46.23,45.080002,46.029999,1032100,41.256813
"2010-11-12",45.5,45.939999,44.5,44.740002,697000,40.10059
"2010-11-15",45.200001,45.669998,44.970001,45.189999,782600,40.503933
"2010-11-16",44.759998,45.099998,43.450001,44,1186100,39.437321
"2010-11-17",44.220001,44.970001,43.59,44.650002,1042300,40.019928
"2010-11-18",45.27,46.869999,45.27,46.209999,1226400,41.418156
"2010-11-19",46.110001,47.009998,45.669998,46.900002,912200,42.036606
"2010-11-22",46.5,47.43,46.330002,46.759998,997000,41.911114
"2010-11-23",45.970001,46.150002,45.310001,45.720001,914200,40.978966
"2010-11-24",46.240002,47.810001,46.240002,47.700001,1000100,42.753647
"2010-11-26",47.209999,48.009998,46.990002,47.84,338900,42.879131
"2010-11-29",47.41,48.099998,47.060001,48,1125900,43.022533
"2010-11-30",47.380001,47.790001,47.119999,47.34,1164900,42.430981
"2010-12-01",48.34,48.779999,47.849998,47.98,1194800,43.004604
"2010-12-02",47.98,48.75,47.959999,48.470001,887600,43.443802
"2010-12-03",48.279999,49.48,48.279999,49.290001,986300,44.178772
"2010-12-06",49.060001,49.380001,48.57,48.970001,802500,43.891964
"2010-12-07",49.82,49.869999,48.869999,48.98,1133700,43.900906
"2010-12-08",49.189999,49.799999,48.369999,48.5,858700,43.470695
"2010-12-09",48.919998,49.790001,48.73,49.57,761200,44.429733
"2010-12-10",49.73,50.07,49.27,49.98,728300,44.797218
"2010-12-13",49.419998,49.48,47.82,47.939999,1646700,42.968761
"2010-12-14",48.189999,48.599998,47.5,47.779999,842800,42.825348
"2010-12-15",47.689999,49.41,47.25,47.43,1198700,42.511639
"2010-12-16",47.650002,48.400002,47.049999,48.25,605200,43.246616
"2010-12-17",48.130001,48.310001,47.689999,48.02,951000,43.040459
"2010-12-20",48.200001,48.259998,47.07,47.490002,761000,42.565422
"2010-12-21",47.950001,48.599998,47.779999,48.27,653700,43.264534
"2010-12-22",48.43,48.490002,47.880001,48.200001,354100,43.201805
"2010-12-23",48.23,48.41,47.619999,47.77,329700,42.816387
"2010-12-27",47.5,48.18,47.330002,48.029999,223800,43.049431
"2010-12-28",48.119999,48.150002,47.290001,47.560001,377200,42.628174
"2010-12-29",47.639999,48.150002,47.580002,48.060001,271600,43.076324
"2010-12-30",47.93,48.380001,47.919998,48.130001,223600,43.139061
"2010-12-31",48.060001,48.310001,47.830002,47.860001,387300,42.897053
"2011-01-03",48.290001,49.490002,48.290001,48.619999,860800,43.578236
"2011-01-04",48.709999,49.169998,48.560001,48.82,1115500,43.757496
"2011-01-05",48.529999,50.02,48.349998,49.959999,2295700,44.779278
"2011-01-06",49.869999,50.68,49.869999,50.419998,1524700,45.191593
"2011-01-07",50.52,51.459999,50.52,51.25,916500,45.935524
"2011-01-10",50.860001,52.5,50.759998,52.169998,1322900,46.760128
"2011-01-11",52.669998,52.720001,51.099998,51.43,609400,46.096848
"2011-01-12",51.98,51.990002,50.880001,51.380001,1673900,46.052044
"2011-01-13",51.48,52.23,51.27,51.860001,469100,46.482269
"2011-01-14",51.860001,52.150002,51.68,52.040001,348100,46.643597
"2011-01-18",52.060001,52.310001,51.400002,52.310001,1030200,46.885609
"2011-01-19",52.040001,52.290001,49.27,49.799999,1338200,44.635883
"2011-01-20",49.240002,49.330002,47.59,48.490002,1281900,43.461727
"2011-01-21",48.84,49.200001,47.599998,47.709999,1036500,42.762608
"2011-01-24",47.73,48.150002,47.380001,48.060001,929400,43.076324
"2011-01-25",47.900002,48.810001,47.139999,47.290001,1781400,42.386166
"2011-01-26",47.669998,48.66,47.310001,48.419998,1723800,43.398991
"2011-01-27",48.43,49.779999,47.950001,49.490002,1762400,44.358021
"2011-01-28",49.240002,51.27,48.759998,48.869999,1635400,43.802326
"2011-01-31",49.07,50.189999,49.07,49.98,860300,44.797218
"2011-02-01",50.650002,52.360001,50.549999,51.849998,1384200,46.473309
"2011-02-02",51.849998,52.490002,51.43,51.599998,1455200,46.249233
"2011-02-03",51.57,52.060001,50.830002,51.18,695300,45.872776
"2011-02-04",51.369999,51.490002,50.619999,51.110001,396100,45.810036
"2011-02-07",51.43,51.889999,51.130001,51.18,565600,45.872776
"2011-02-08",51.200001,51.389999,50.560001,51.080002,486300,45.783154
"2011-02-09",50.84,51.990002,50.700001,51.990002,1699900,46.598782
"2011-02-10",51.610001,54.16,51.599998,53.84,1440900,48.256943
"2011-02-11",53.610001,55.32,53.18,54.75,1066800,49.072582
"2011-02-14",54.75,55.380001,54.509998,54.939999,476200,49.242878
"2011-02-15",54.799999,56.18,54.599998,56.040001,1285100,50.228809
"2011-02-16",56.200001,56.98,55.98,56.509998,1284000,50.650078
"2011-02-17",56.41,56.470001,55.529999,56.110001,759000,50.291557
"2011-02-18",56.330002,56.360001,55.040001,55.470001,461400,49.717922
"2011-02-22",54.830002,55.299999,53.169998,53.369999,883600,47.835693
"2011-02-23",53.439999,53.57,51.18,52.619999,1018000,47.163452
"2011-02-24",52.48,53.09,51.849998,52.639999,1075900,47.181381
"2011-02-25",53.029999,54.110001,53,54.09,915500,48.481007
"2011-02-28",54.330002,54.93,53.610001,53.84,1117400,48.256943
"2011-03-01",54.240002,54.450001,52,52.310001,767700,46.885609
"2011-03-02",52.389999,53.369999,52.25,52.73,1087500,47.262058
"2011-03-03",53.349998,54.200001,52.650002,54.060001,951200,48.454132
"2011-03-04",54.099998,54.150002,53.23,53.950001,783200,48.355534
"2011-03-07",54.310001,54.57,52.32,52.84,862400,47.360645
"2011-03-08",52.93,54.450001,52.419998,54.25,639300,48.624435
"2011-03-09",53.950001,54.869999,53.48,54.150002,677100,48.534805
"2011-03-10",53,53.240002,51.619999,51.869999,1442500,46.49123
"2011-03-11",51.720001,53.419998,51.16,53.029999,1108900,47.530945
"2011-03-14",52.330002,52.889999,50.889999,51.23,1013900,45.917595
"2011-03-15",49.25,51.369999,48.060001,51.07,1605200,45.774193
"2011-03-16",51.040001,52.18,50.330002,50.549999,1114700,45.308113
"2011-03-17",51.459999,52.200001,50.959999,51.400002,635700,46.069973
"2011-03-18",52.200001,52.25,50.459999,50.709999,1321900,45.451519
"2011-03-21",51.75,52.990002,51.5,52.93,843000,47.441311
"2011-03-22",52.599998,53.369999,52.400002,52.43,1551700,46.99316
"2011-03-23",52.16,52.630001,51.57,52.200001,775700,46.78701
"2011-03-24",52.490002,54,52,53.830002,1338800,48.24799
"2011-03-25",53.919998,54.740002,53.709999,54.23,661800,48.606503
"2011-03-28",54.25,54.900002,54.119999,54.349998,746800,48.714062
"2011-03-29",54.150002,54.700001,53.66,54.490002,733800,48.839542
"2011-03-30",54.84,55,54.029999,54.07,926000,48.463089
"2011-03-31",53.860001,54.529999,53.68,54.450001,1074500,48.803699
"2011-04-01",54.84,55.200001,54.009998,54.470001,929500,48.821621
"2011-04-04",54.650002,55.099998,54.279999,55.060001,993500,49.350445
"2011-04-05",54.799999,55.259998,54.310001,54.360001,660800,48.723022
"2011-04-06",54.82,54.82,53.25,53.799999,584800,48.221085
"2011-04-07",53.759998,54.029999,53.009998,53.119999,530600,47.61161
"2011-04-08",53.389999,53.389999,51.470001,52.009998,741100,46.616707
"2011-04-11",52,52.209999,51.200001,51.529999,782000,46.186489
"2011-04-12",51.23,52.32,51.040001,51.27,577200,45.953453
"2011-04-13",51.77,52.040001,51.18,51.990002,728000,46.598782
"2011-04-14",51.580002,52.060001,51.139999,51.84,539100,46.464333
"2011-04-15",52.16,52.82,51.52,52.599998,736300,47.145523
"2011-04-18",51.529999,51.75,50.27,51.419998,1213900,46.087883
"2011-04-19",51.650002,52.41,51.5,52.330002,764700,46.903542
"2011-04-20",53.32,53.439999,51.549999,51.98,1433500,46.589825
"2011-04-21",54.029999,55.16,52.91,53,1334100,47.50404
"2011-04-25",53.349998,53.59,52.830002,53.41,732600,47.871532
"2011-04-26",53.740002,55.689999,53.599998,55.209999,1100000,49.484879
"2011-04-27",55.200001,56.330002,55.200001,56.200001,1063700,50.372219
"2011-04-28",56.259998,58.5,56.209999,58.099998,1503100,52.075195
"2011-04-29",58.200001,58.610001,57.720001,58.110001,1336100,52.084156
"2011-05-02",58.41,58.919998,57.82,57.900002,842200,51.895947
"2011-05-03",57.68,57.68,56.439999,57.07,868600,51.152012
"2011-05-04",56.950001,57.299999,55.68,56.240002,2645300,50.408081
"2011-05-05",55.759998,56.709999,55.25,55.919998,1130000,50.121269
"2011-05-06",56.740002,57.18,56.09,56.439999,797100,50.587315
"2011-05-09",56.619999,56.98,56.150002,56.630001,508200,50.757633
"2011-05-10",56.860001,57.439999,56.810001,57.279999,385000,51.340225
"2011-05-11",56.990002,57.32,55.400002,55.57,592300,49.80756
"2011-05-12",55.389999,56.060001,54.860001,55.689999,338000,49.915108
"2011-05-13",55.810001,56.119999,54.09,54.66,702300,48.991917
"2011-05-16",54.209999,55.279999,54.060001,54.389999,785300,48.749924
"2011-05-17",54.040001,55.130001,53.700001,54.450001,983600,48.803699
"2011-05-18",54.360001,56.150002,54.169998,55.970001,484100,50.166069
"2011-05-19",56.389999,57.299999,56.130001,56.669998,885900,50.793476
"2011-05-20",56.48,57.59,56.009998,56.799999,1003500,50.91
"2011-05-23",55.860001,56,54.889999,55.529999,733800,49.771702
"2011-05-24",55.599998,56.040001,55.330002,55.75,766600,49.968895
"2011-05-25",55.57,57.799999,55.470001,57.599998,993600,51.627045
"2011-05-26",57.310001,58.599998,56.959999,58.5,863000,52.433723
"2011-05-27",58.799999,59.169998,58.369999,58.48,803100,52.415791
"2011-05-31",59.25,59.419998,58.029999,58.889999,953800,52.783276
"2011-06-01",58.900002,59.07,56.25,56.369999,696200,50.52459
"2011-06-02",56.639999,58.18,56.619999,58.029999,831900,52.012447
"2011-06-03",56.849998,57.34,56.27,56.57,859800,50.703854
"2011-06-06",56.419998,57.07,55.790001,55.830002,795000,50.040592
"2011-06-07",56.16,56.16,55.360001,55.439999,1015500,49.691029
"2011-06-08",55.139999,55.200001,54.09,54.299999,682700,48.669247
"2011-06-09",54.52,55.220001,54.470001,54.91,623700,49.216
"2011-06-10",54.709999,54.93,52.299999,52.369999,1541800,46.939381
"2011-06-13",52.32,53.18,51.470001,51.810001,1168000,46.43745
"2011-06-14",52.549999,53.200001,52.5,52.959999,1062200,47.468189
"2011-06-15",52.310001,53.060001,52.080002,52.23,755200,46.813904
"2011-06-16",52.150002,53.560001,51.639999,52.02,1467200,46.625675
"2011-06-17",52.720001,53.599998,52.09,53.529999,1529800,47.979088
"2011-06-20",53.189999,54.369999,53.119999,54,807500,48.400349
"2011-06-21",54.599998,56.790001,54.599998,56.720001,1313600,50.838299
"2011-06-22",56.27,57.110001,55.849998,55.869999,713300,50.076435
"2011-06-23",55,56.09,54.639999,56,1044300,50.192966
"2011-06-24",56.07,56.880001,55.259998,55.59,902800,49.825481
"2011-06-27",55.59,56.130001,54.970001,55.91,664000,50.112293
"2011-06-28",56.080002,57.630001,55.990002,57.169998,616100,51.241623
"2011-06-29",57.639999,58.099998,56.93,57.549999,1060500,51.582226
"2011-06-30",57.759998,59.5,57.610001,59.330002,1669600,53.177662
"2011-07-01",59.470001,60.869999,59.23,60.610001,1173800,54.324917
"2011-07-05",60.66,60.889999,59.830002,60.560001,910300,54.280098
"2011-07-06",60.34,62.150002,59.98,61.869999,1375000,55.454266
"2011-07-07",62.66,62.779999,61.810001,61.98,1309000,55.552853
"2011-07-08",61,61,59.360001,59.540001,1126300,53.365871
"2011-07-11",58.66,58.880001,57.509998,57.919998,915000,51.91386
"2011-07-12",57.75,58.16,56.740002,56.849998,1200900,50.954819
"2011-07-13",57.59,58.689999,57.060001,58.040001,1492700,52.02142
"2011-07-14",58.279999,58.689999,56.549999,57.040001,797700,51.125122
"2011-07-15",57.349998,57.580002,56.220001,57.07,723900,51.152012
"2011-07-18",56.919998,57.16,55.779999,56.880001,609000,50.981701
"2011-07-19",57.43,58.34,57.380001,58.299999,611600,52.254471
"2011-07-20",58.740002,59.110001,58.18,59.060001,1232600,52.935654
"2011-07-21",59.41,61.650002,59.279999,61.369999,2385800,55.006104
"2011-07-22",60.09,62.169998,59.549999,61.740002,1500200,55.337742
"2011-07-25",61.07,62.759998,60.900002,62.220001,1531000,55.767979
"2011-07-26",62.139999,62.290001,60.919998,61.16,1379900,54.817883
"2011-07-27",60.599998,60.82,58.639999,58.830002,1083600,52.729492
