"dates","BA.Open","BA.High","BA.Low","BA.Close","BA.Volume","BA.Adjusted"
"2010-03-04",65.089996,65.800003,64.849998,65.550003,7718700,51.427719
"2010-03-05",66.059998,68.040001,66.029999,67.93,8505600,53.294968
"2010-03-08",68.010002,68.010002,67.129997,67.239998,5075600,52.753616
"2010-03-09",67.57,68.339996,67.349998,67.790001,7655900,53.185135
"2010-03-10",68.139999,70.480003,68.029999,70.010002,10616500,54.926861
"2010-03-11",70.080002,70.43,69.150002,70.07,7289500,54.973911
"2010-03-12",70.480003,70.489998,69.25,69.830002,5302100,54.785625
"2010-03-15",69.370003,69.769997,68.519997,69.400002,7709000,54.448277
"2010-03-16",69.239998,69.32,68.300003,68.720001,7494400,53.914787
"2010-03-17",68.970001,69.489998,68.290001,69.379997,6004300,54.432568
"2010-03-18",69.349998,70.93,69.190002,70.870003,7433700,55.601555
"2010-03-19",70.720001,73.300003,70.720001,70.720001,17722500,55.483887
"2010-03-22",71.660004,72.639999,71.510002,71.910004,9013600,56.417511
"2010-03-23",72.540001,72.629997,71.510002,72.18,4985400,56.629345
"2010-03-24",72.419998,73.199997,71.779999,72.32,7700000,56.739159
"2010-03-25",72.949997,73.43,72,72.489998,5431000,56.872551
"2010-03-26",72.660004,72.989998,72.349998,72.589996,4933700,56.951015
"2010-03-29",73.080002,74.529999,73,74.110001,9064200,58.143543
"2010-03-30",73.839996,74.18,72.699997,73.529999,4381300,57.688499
"2010-03-31",72.919998,73.059998,71.949997,72.610001,5884600,56.966686
"2010-04-01",73.239998,73.510002,72.300003,72.989998,4411000,57.264835
"2010-04-05",72.989998,73.050003,70.949997,72.040001,9326300,56.519493
"2010-04-06",71.839996,73.18,71.769997,72.360001,5193800,56.770565
"2010-04-07",72.160004,72.519997,71.470001,72.099998,6717200,56.566563
"2010-04-08",71.889999,72.459999,71.209999,72.279999,3741500,56.707794
"2010-04-09",72.260002,72.660004,71.809998,72.419998,3345700,56.817631
"2010-04-12",72.150002,72.57,71.800003,71.919998,3666100,56.425343
"2010-04-13",71.540001,71.690002,70.5,71.190002,5079300,55.852638
"2010-04-14",70.830002,71.760002,70.809998,71.699997,3495900,56.252735
"2010-04-15",71.339996,72.610001,71.339996,72.089996,2943700,56.558727
"2010-04-16",72.099998,72.099998,69.879997,70.790001,8071300,55.538799
"2010-04-19",70.269997,71.279999,70.160004,70.959999,4203100,55.672176
"2010-04-20",71.540001,71.980003,70.949997,71.410004,4759600,56.025219
