"dates","ROL.Open","ROL.High","ROL.Low","ROL.Close","ROL.Volume","ROL.Adjusted"
"2010-03-10",4.444444,4.507654,4.444444,4.483951,1629619,3.806853
"2010-03-11",4.454321,4.487901,4.444444,4.464198,435375,3.790083
"2010-03-12",4.464198,4.483951,4.432593,4.444444,626231,3.773314
"2010-03-15",4.438519,4.448395,4.371358,4.391111,1015031,3.728034
"2010-03-16",4.389136,4.395062,4.355556,4.381235,736088,3.719648
"2010-03-17",4.381235,4.44642,4.365432,4.41284,518906,3.746481
"2010-03-18",4.418765,4.45037,4.395062,4.420741,344250,3.753188
"2010-03-19",4.402963,4.45037,4.379259,4.402963,1211456,3.738095
"2010-03-22",4.377284,4.45037,4.363457,4.440494,786206,3.76996
"2010-03-23",4.452346,4.501728,4.395062,4.493827,1102613,3.815238
"2010-03-24",4.489877,4.489877,4.406914,4.418765,612563,3.751511
"2010-03-25",4.359506,4.41284,4.296296,4.306173,1471669,3.655921
"2010-03-26",4.325926,4.325926,4.244938,4.276543,701156,3.630766
"2010-03-29",4.282469,4.341728,4.278519,4.316049,474863,3.664305
"2010-03-30",4.306173,4.329877,4.268642,4.32,725963,3.66766
"2010-03-31",4.298272,4.337778,4.280494,4.282469,735075,3.635797
"2010-04-01",4.288395,4.308148,4.250864,4.266667,574594,3.62238
"2010-04-05",4.28642,4.331852,4.270617,4.323951,627750,3.671014
"2010-04-06",4.312099,4.365432,4.306173,4.365432,517894,3.706232
"2010-04-07",4.34963,4.371358,4.335802,4.369383,790763,3.709585
"2010-04-08",4.341728,4.359506,4.318025,4.329877,362981,3.676045
"2010-04-09",4.345679,4.345679,4.272593,4.294321,632813,3.645859
"2010-04-12",4.304198,4.304198,4.270617,4.292346,396900,3.644182
"2010-04-13",4.278519,4.341728,4.268642,4.339753,407531,3.684431
"2010-04-14",4.351605,4.399012,4.306173,4.397037,535106,3.733065
"2010-04-15",4.371358,4.428642,4.371358,4.414815,386775,3.748158
"2010-04-16",4.41284,4.432593,4.365432,4.379259,659138,3.71797
"2010-04-19",4.355556,4.393086,4.323951,4.373333,431325,3.71294
"2010-04-20",4.385185,4.428642,4.377284,4.418765,416138,3.751511
"2010-04-21",4.408889,4.476049,4.400988,4.468148,430819,3.793437
"2010-04-22",4.434568,4.483951,4.410864,4.478025,490556,3.801823
"2010-04-23",4.458272,4.468148,4.426667,4.454321,755325,3.781697
"2010-04-26",4.460247,4.474074,4.41679,4.438519,541181,3.768282
"2010-04-27",4.432593,4.483951,4.375309,4.38321,574594,3.721327
"2010-04-28",4.420741,4.485926,4.363457,4.420741,549788,3.753188
"2010-04-29",4.436543,4.444444,4.331852,4.375309,854550,3.714617
"2010-04-30",4.361481,4.424691,4.296296,4.296296,1075275,3.647537
"2010-05-03",4.321975,4.389136,4.29037,4.381235,749250,3.719648
"2010-05-04",4.316049,4.355556,4.276543,4.331852,904669,3.677723
"2010-05-05",4.314074,4.408889,4.314074,4.331852,652050,3.677723
"2010-05-06",4.304198,4.339753,4.041481,4.203457,1052494,3.583422
"2010-05-07",4.161975,4.209383,4.075062,4.102716,1263094,3.497542
"2010-05-10",4.217284,4.359506,4.183704,4.359506,1156781,3.716454
"2010-05-11",4.302222,4.442469,4.282469,4.400988,679894,3.751814
"2010-05-12",4.420741,4.539259,4.393086,4.529383,882394,3.861273
"2010-05-13",4.501728,4.527407,4.410864,4.426667,1144125,3.773708
"2010-05-14",4.397037,4.408889,4.351605,4.389136,808988,3.741712
"2010-05-17",4.422716,4.468148,4.294321,4.442469,1423575,3.787178
"2010-05-18",4.491852,4.491852,4.280494,4.310123,1740488,3.674354
"2010-05-19",4.288395,4.367407,4.288395,4.331852,1290431,3.692878
"2010-05-20",4.250864,4.329877,4.102716,4.104691,1365356,3.499225
"2010-05-21",4.043457,4.154074,4.021728,4.114568,1244869,3.507646
"2010-05-24",4.114568,4.152099,4.055309,4.104691,824681,3.499225
"2010-05-25",4.015802,4.146173,3.978272,4.120494,1256006,3.512697
"2010-05-26",4.122469,4.207407,4.106667,4.134321,1134506,3.524485
"2010-05-27",4.209383,4.242963,4.154074,4.242963,725456,3.617101
"2010-05-28",4.22321,4.237037,4.173827,4.199506,536119,3.580053
"2010-06-01",4.156049,4.242963,4.118519,4.134321,857588,3.524485
"2010-06-02",4.142222,4.240988,4.118519,4.239012,839869,3.613733
"2010-06-03",4.237037,4.254815,4.197531,4.239012,837844,3.613733
"2010-06-04",4.150123,4.195556,4.080988,4.09284,1144125,3.489122
"2010-06-07",4.114568,4.156049,4.045432,4.075062,939600,3.473966
"2010-06-08",4.086914,4.148148,4.06716,4.13037,946688,3.521116
"2010-06-09",4.152099,4.213333,4.098765,4.12642,1036294,3.517749
"2010-06-10",4.19358,4.203457,4.136296,4.203457,569531,3.583422
"2010-06-11",4.158025,4.237037,4.152099,4.237037,326531,3.612048
"2010-06-14",4.260741,4.260741,4.171852,4.175802,738619,3.559846
"2010-06-15",4.199506,4.28642,4.191605,4.270617,834806,3.640675
"2010-06-16",4.25679,4.272593,4.22321,4.235062,593831,3.610365
"2010-06-17",4.237037,4.25284,4.205432,4.239012,626231,3.613733
"2010-06-18",4.246914,4.248889,4.219259,4.233086,1366875,3.608681
"2010-06-21",4.284444,4.284444,4.201481,4.215309,670781,3.593526
"2010-06-22",4.233086,4.264691,4.179753,4.191605,997313,3.573318
"2010-06-23",4.177778,4.195556,4.128395,4.156049,610538,3.543007
"2010-06-24",4.124444,4.203457,4.116543,4.120494,554344,3.512697
"2010-06-25",4.114568,4.18963,4.114568,4.179753,1995638,3.563215
"2010-06-28",4.177778,4.25284,4.165926,4.22716,905681,3.603629
"2010-06-29",4.16,4.175802,4.094815,4.118519,1213988,3.511014
"2010-06-30",4.122469,4.169877,4.079012,4.086914,852525,3.48407
"2010-07-01",4.079012,4.079012,3.976296,4.03358,942131,3.438603
"2010-07-02",4.06716,4.06716,3.988148,4.015802,879356,3.423447
"2010-07-06",4.069136,4.114568,3.988148,4.019753,1228163,3.426816
"2010-07-07",4.03358,4.112593,4.019753,4.108642,692550,3.502593
"2010-07-08",4.108642,4.221235,4.108642,4.221235,978581,3.598577
"2010-07-09",4.221235,4.235062,4.191605,4.235062,479925,3.610365
"2010-07-12",4.211358,4.260741,4.211358,4.246914,1657463,3.620469
"2010-07-13",4.314074,4.345679,4.28642,4.335802,1289419,3.696244
"2010-07-14",4.314074,4.335802,4.260741,4.29037,642431,3.657514
"2010-07-15",4.28642,4.294321,4.197531,4.244938,775575,3.618785
"2010-07-16",4.240988,4.240988,4.112593,4.124444,1123875,3.516064
"2010-07-19",4.134321,4.169877,4.108642,4.165926,664706,3.551428
"2010-07-20",4.118519,4.229136,4.108642,4.22716,591806,3.603629
"2010-07-21",4.25679,4.25679,4.150123,4.154074,634838,3.541325
"2010-07-22",4.205432,4.254815,4.18963,4.240988,1469138,3.615418
"2010-07-23",4.22716,4.325926,4.221235,4.32,854550,3.682775
"2010-07-26",4.329877,4.379259,4.298272,4.373333,870750,3.728241
"2010-07-27",4.410864,4.41679,4.327901,4.35358,831263,3.711401
"2010-07-28",4.327901,4.41679,4.310123,4.369383,664200,3.724874
"2010-07-29",4.414815,4.424691,4.288395,4.329877,420694,3.691195
"2010-07-30",4.312099,4.359506,4.240988,4.314074,642431,3.677723
"2010-08-02",4.38716,4.38716,4.300247,4.35358,710775,3.711401
"2010-08-03",4.325926,4.395062,4.298272,4.32,630281,3.682775
"2010-08-04",4.321975,4.375309,4.321975,4.375309,540675,3.729925
"2010-08-05",4.363457,4.369383,4.314074,4.318025,447525,3.68109
"2010-08-06",4.25679,4.29037,4.199506,4.262716,567000,3.648964
"2010-08-09",4.294321,4.333827,4.260741,4.327901,398419,3.704765
"2010-08-10",4.278519,4.310123,4.235062,4.258765,578138,3.645582
"2010-08-11",4.207407,4.207407,4.12642,4.134321,1243350,3.539056
"2010-08-12",4.104691,4.142222,4.094815,4.116543,721406,3.523837
"2010-08-13",4.09284,4.138272,4.069136,4.082963,921881,3.495091
"2010-08-16",4.051358,4.124444,4.035556,4.120494,658125,3.527219
"2010-08-17",4.165926,4.213333,4.134321,4.191605,670781,3.588091
"2010-08-18",4.173827,4.219259,4.142222,4.177778,681919,3.576255
"2010-08-19",4.158025,4.158025,4.051358,4.059259,1076288,3.474801
"2010-08-20",4.049383,4.071111,3.990123,4.065185,788738,3.479874
"2010-08-23",4.09284,4.09679,4.017778,4.035556,686475,3.45451
"2010-08-24",4.001975,4.051358,3.984198,3.994074,563963,3.419001
"2010-08-25",3.976296,4.055309,3.958519,4.035556,592819,3.45451
"2010-08-26",4.043457,4.065185,4.007901,4.011852,421706,3.434219
"2010-08-27",4.047407,4.161975,3.998025,4.156049,855056,3.557654
"2010-08-30",4.134321,4.161975,4.108642,4.110617,1151719,3.518764
"2010-08-31",4.114568,4.116543,4.025679,4.045432,783675,3.462964
"2010-09-01",4.108642,4.187654,4.065185,4.165926,897075,3.566109
"2010-09-02",4.146173,4.181728,4.106667,4.177778,725963,3.576255
"2010-09-03",4.211358,4.262716,4.201481,4.25679,699638,3.643892
"2010-09-07",4.250864,4.276543,4.211358,4.231111,1020094,3.621909
"2010-09-08",4.231111,4.264691,4.183704,4.205432,710775,3.599927
"2010-09-09",4.209383,4.246914,4.181728,4.229136,1060088,3.620219
"2010-09-10",4.246914,4.264691,4.191605,4.248889,663188,3.637127
"2010-09-13",4.272593,4.365432,4.260741,4.359506,1120331,3.731818
"2010-09-14",4.331852,4.365432,4.310123,4.329877,590288,3.706455
"2010-09-15",4.331852,4.365432,4.288395,4.355556,510300,3.728437
"2010-09-16",4.351605,4.351605,4.268642,4.29037,765450,3.672635
"2010-09-17",4.331852,4.454321,4.264691,4.414815,2443163,3.779164
"2010-09-20",4.440494,4.568889,4.402963,4.559012,1495969,3.902598
"2010-09-21",4.519506,4.519506,4.369383,4.442469,2186494,3.802835
"2010-09-22",4.41679,4.483951,4.38716,4.460247,1138556,3.818054
"2010-09-23",4.426667,4.529383,4.318025,4.321975,1625063,3.699691
"2010-09-24",4.381235,4.493827,4.375309,4.493827,1045913,3.846798
"2010-09-27",4.503704,4.507654,4.44642,4.458272,553838,3.816363
"2010-09-28",4.478025,4.555062,4.408889,4.551111,838350,3.895836
"2010-09-29",4.525432,4.582716,4.521481,4.555062,683438,3.899218
"2010-09-30",4.592593,4.647901,4.54716,4.618272,1325363,3.953326
"2010-10-01",4.659753,4.659753,4.566914,4.580741,794306,3.921198
"2010-10-04",4.57284,4.588642,4.483951,4.517531,524981,3.867089
"2010-10-05",4.57284,4.752593,4.570864,4.681481,1557225,4.007433
"2010-10-06",4.681481,4.780247,4.667654,4.760494,1668094,4.075072
"2010-10-07",4.794074,4.807901,4.726914,4.748642,719381,4.064926
"2010-10-08",4.760494,4.837531,4.713086,4.815802,568519,4.122415
"2010-10-11",4.807901,4.847407,4.803951,4.813827,467775,4.120724
"2010-10-12",4.792099,4.805926,4.73284,4.752593,766463,4.068307
"2010-10-13",4.764444,4.910617,4.744691,4.882963,1097550,4.179906
"2010-10-14",4.888889,4.906667,4.823704,4.837531,1014525,4.141016
"2010-10-15",4.865185,4.879012,4.794074,4.831605,1096538,4.135942
"2010-10-18",4.839506,4.928395,4.819753,4.92642,846450,4.217104
"2010-10-19",4.86321,4.965926,4.823704,4.845432,914794,4.147778
"2010-10-20",4.873086,5.035062,4.873086,4.950123,790763,4.237396
"2010-10-21",4.977778,5.042963,4.825679,4.894815,760388,4.190051
"2010-10-22",4.89284,4.938272,4.875062,4.928395,537131,4.218797
"2010-10-25",4.948148,5.029136,4.948148,4.965926,419681,4.250925
"2010-10-26",4.924444,5.035062,4.900741,4.942222,756844,4.230633
"2010-10-27",4.958025,5.337284,4.93037,5.15358,1886794,4.411561
"2010-10-28",5.18321,5.204938,5.08642,5.169383,754313,4.425088
"2010-10-29",5.163457,5.202963,5.137778,5.145679,559406,4.404795
"2010-11-01",5.18716,5.24642,5.116049,5.163457,996806,4.420015
"2010-11-02",5.218765,5.287901,5.175309,5.222716,835313,4.47074
"2010-11-03",5.232593,5.287901,5.193086,5.232593,896569,4.479195
"2010-11-04",5.299753,5.345185,5.289877,5.317531,1162856,4.551906
"2010-11-05",5.335309,5.351111,5.28,5.321481,680906,4.555287
"2010-11-08",5.307654,5.327407,5.254321,5.307654,496125,4.55868
"2010-11-09",5.329383,5.362963,5.258272,5.281975,805444,4.536623
"2010-11-10",5.297778,5.329383,5.240494,5.329383,633825,4.577342
"2010-11-11",5.274074,5.321481,5.234568,5.258272,848981,4.516266
"2010-11-12",5.21679,5.258272,5.177284,5.224691,762919,4.487423
"2010-11-15",5.254321,5.299753,5.230617,5.248395,732038,4.507782
"2010-11-16",5.202963,5.232593,5.123951,5.157531,620663,4.429741
"2010-11-17",5.169383,5.181235,5.106173,5.167407,464738,4.438224
"2010-11-18",5.234568,5.283951,5.21679,5.260247,520931,4.517962
"2010-11-19",5.232593,5.281975,5.202963,5.256296,615600,4.514569
"2010-11-22",5.21284,5.281975,5.175309,5.264198,559406,4.521354
"2010-11-23",5.202963,5.25037,5.171358,5.232593,488531,4.494209
"2010-11-24",5.283951,5.436049,5.268148,5.428148,605475,4.66217
"2010-11-26",5.386667,5.441975,5.359012,5.402469,163519,4.640115
"2010-11-29",5.355062,5.40642,5.25037,5.394568,540169,4.633328
"2010-11-30",5.335309,5.353086,5.244444,5.337284,1251956,4.584128
"2010-12-01",5.424198,5.554568,5.400494,5.524938,872269,4.745302
"2010-12-02",5.509136,5.578272,5.487407,5.505185,1317263,4.728336
"2010-12-03",5.491358,5.57037,5.46963,5.548642,774056,4.76566
"2010-12-06",5.526914,5.556543,5.505185,5.519012,689006,4.740212
"2010-12-07",5.574321,5.682963,5.558519,5.625679,1196269,4.831828
"2010-12-08",5.639506,5.710617,5.639506,5.66716,886444,4.867455
"2010-12-09",5.718519,5.72642,5.594074,5.69284,1515206,4.889511
"2010-12-10",5.716543,5.718519,5.623704,5.710617,844425,4.90478
"2010-12-13",5.718519,5.979259,5.718519,5.739259,1584900,4.929379
"2010-12-14",5.768889,5.777778,5.662222,5.694815,1517400,4.891207
"2010-12-15",5.691852,5.851852,5.682963,5.76,1113413,4.947194
"2010-12-16",5.76,5.881481,5.70963,5.825185,939600,5.003179
"2010-12-17",5.837037,5.872593,5.768889,5.851852,3116813,5.026084
"2010-12-20",5.887407,5.893333,5.819259,5.872593,711113,5.0439
"2010-12-21",5.911111,5.922963,5.851852,5.875556,614588,5.046442
"2010-12-22",5.878519,5.878519,5.783704,5.84,832275,5.015904
"2010-12-23",5.834074,5.94963,5.822222,5.934815,739125,5.097342
"2010-12-27",5.908148,5.979259,5.902222,5.94963,441450,5.110065
"2010-12-28",5.952593,5.964444,5.893333,5.946667,375975,5.107522
"2010-12-29",5.967407,5.973333,5.911111,5.931852,320625,5.094795
"2010-12-30",5.917037,5.94963,5.875556,5.878519,397913,5.048989
"2010-12-31",5.89037,5.928889,5.848889,5.851852,815738,5.026084
"2011-01-03",5.914074,5.982222,5.866667,5.92,642263,5.084616
"2011-01-04",5.922963,5.931852,5.611852,5.718519,1430325,4.911566
"2011-01-05",5.700741,5.825185,5.682963,5.822222,698288,5.000636
"2011-01-06",5.828148,5.828148,5.68,5.694815,767813,4.891207
"2011-01-07",5.712593,5.715556,5.537778,5.623704,1007438,4.830132
"2011-01-10",5.591111,5.68,5.537778,5.656296,873788,4.858123
"2011-01-11",5.685926,5.768889,5.647407,5.688889,637200,4.886117
"2011-01-12",5.745185,5.745185,5.671111,5.718519,656100,4.911566
"2011-01-13",5.727407,5.727407,5.659259,5.694815,456975,4.891207
"2011-01-14",5.68,5.706667,5.602963,5.668148,1622025,4.868304
"2011-01-18",5.665185,5.754074,5.611852,5.73037,1942650,4.921746
"2011-01-19",5.712593,5.76,5.647407,5.662222,922050,4.863213
"2011-01-20",5.626667,5.718519,5.611852,5.65037,936225,4.853034
"2011-01-21",5.674074,5.706667,5.620741,5.635556,928125,4.840311
"2011-01-24",5.62963,5.742222,5.623704,5.721481,774225,4.914111
"2011-01-25",5.682963,5.748148,5.662222,5.718519,780975,4.911566
"2011-01-26",5.718519,5.899259,5.697778,5.834074,905175,5.010815
"2011-01-27",5.825185,5.854815,5.739259,5.804444,680738,4.985367
"2011-01-28",5.81037,5.848889,5.597037,5.6,1407713,4.809772
"2011-01-31",5.605926,5.665185,5.534815,5.626667,1232888,4.832676
"2011-02-01",5.665185,5.777778,5.65037,5.754074,1006763,4.942104
"2011-02-02",5.76,5.804444,5.724444,5.751111,637538,4.939559
"2011-02-03",5.751111,5.757037,5.662222,5.739259,850838,4.929379
"2011-02-04",5.73037,5.73037,5.656296,5.700741,825188,4.896297
"2011-02-07",5.694815,5.768889,5.665185,5.76,817088,4.947194
"2011-02-08",5.733333,5.783704,5.712593,5.774815,830588,4.977842
"2011-02-09",5.745185,5.777778,5.736296,5.745185,675338,4.952301
"2011-02-10",5.688889,5.804444,5.688889,5.748148,556200,4.954855
"2011-02-11",5.718519,5.884444,5.718519,5.86963,883238,5.059572
"2011-02-14",5.887407,5.911111,5.822222,5.84,374625,5.034032
"2011-02-15",5.842963,5.851852,5.774815,5.786667,498488,4.98806
"2011-02-16",5.807407,5.816296,5.751111,5.792593,481275,4.99317
"2011-02-17",5.783704,5.831111,5.76,5.816296,409050,5.013601
"2011-02-18",5.804444,5.893333,5.798519,5.878519,620663,5.067235
"2011-02-22",5.822222,5.875556,5.762963,5.765926,563288,4.97018
"2011-02-23",5.768889,5.795556,5.602963,5.653333,844763,4.873127
"2011-02-24",5.647407,5.677037,5.579259,5.659259,1494450,4.878235
"2011-02-25",5.685926,5.786667,5.653333,5.786667,634500,4.98806
"2011-02-28",5.837037,5.860741,5.76,5.813333,584550,5.011045
"2011-03-01",5.84,5.860741,5.659259,5.70963,970988,4.921654
"2011-03-02",5.706667,5.795556,5.68,5.765926,543038,4.97018
"2011-03-03",5.825185,5.905185,5.804444,5.884444,930150,5.072341
"2011-03-04",5.875556,5.881481,5.739259,5.813333,714825,5.011045
"2011-03-07",5.84,5.851852,5.685926,5.76,770850,4.965072
"2011-03-08",5.745185,5.908148,5.703704,5.857778,631125,5.049356
"2011-03-09",5.848889,5.914074,5.816296,5.860741,460350,5.05191
"2011-03-10",5.792593,5.792593,5.653333,5.671111,812700,4.888453
"2011-03-11",5.641481,5.742222,5.588148,5.697778,796163,4.91144
"2011-03-14",5.638519,5.724444,5.611852,5.671111,610875,4.888453
"2011-03-15",5.531852,5.674074,5.419259,5.620741,870413,4.845032
"2011-03-16",5.602963,5.641481,5.561481,5.576296,1009463,4.806721
"2011-03-17",5.62963,5.682963,5.561481,5.573333,748238,4.804167
"2011-03-18",5.605926,5.644444,5.591111,5.620741,1008113,4.845032
"2011-03-21",5.68,5.786667,5.68,5.762963,711113,4.967626
"2011-03-22",5.76,5.807407,5.76,5.78963,630450,4.990613
"2011-03-23",5.786667,5.842963,5.754074,5.822222,873788,5.018709
"2011-03-24",5.851852,5.851852,5.786667,5.819259,413775,5.016153
"2011-03-25",5.857778,5.931852,5.81037,5.860741,565313,5.05191
"2011-03-28",5.857778,5.893333,5.81037,5.822222,630113,5.018709
"2011-03-29",5.816296,5.872593,5.768889,5.854815,473175,5.046802
"2011-03-30",5.878519,5.955556,5.86963,5.955556,567338,5.133641
"2011-03-31",5.928889,6.017778,5.899259,6.014815,737775,5.184721
"2011-04-01",6.065185,6.136296,6.035556,6.097778,584213,5.256235
"2011-04-04",6.115556,6.168889,6.08,6.148148,470813,5.299653
"2011-04-05",6.124444,6.222222,6.100741,6.171852,563288,5.320085
"2011-04-06",6.207407,6.260741,6.171852,6.222222,469125,5.363503
"2011-04-07",6.21037,6.272593,6.112593,6.112593,740475,5.269006
"2011-04-08",6.139259,6.151111,6,6.020741,508275,5.189828
"2011-04-11",6.038519,6.05037,5.928889,5.952593,673650,5.131086
"2011-04-12",5.928889,5.979259,5.851852,5.854815,510300,5.046802
"2011-04-13",5.887407,5.917037,5.783704,5.863704,639900,5.054463
"2011-04-14",5.798519,5.931852,5.798519,5.911111,629438,5.095328
"2011-04-15",5.875556,5.979259,5.819259,5.958519,678375,5.136193
"2011-04-18",5.887407,5.887407,5.742222,5.804444,718538,5.003383
"2011-04-19",5.834074,5.848889,5.73037,5.795556,416475,4.995722
"2011-04-20",5.887407,5.952593,5.848889,5.908148,639900,5.092776
"2011-04-21",5.952593,5.958519,5.899259,5.940741,524138,5.12087
"2011-04-25",5.940741,5.973333,5.893333,5.943704,751613,5.123425
"2011-04-26",5.967407,6.16,5.94963,6.142222,1409063,5.294545
"2011-04-27",5.988148,6.174815,5.964444,6.165926,850838,5.314977
"2011-04-28",6.201481,6.201481,6.115556,6.151111,506925,5.302207
"2011-04-29",6.168889,6.278519,6.165926,6.213333,810000,5.355841
"2011-05-02",6.204444,6.260741,6.112593,6.112593,553500,5.269006
"2011-05-03",6.103704,6.148148,5.994074,6.059259,631125,5.223032
"2011-05-04",6.08,6.091852,5.934815,5.976296,648000,5.151518
"2011-05-05",5.943704,5.997037,5.887407,5.922963,646313,5.105546
"2011-05-06",5.982222,6.038519,5.928889,5.946667,471150,5.143992
"2011-05-09",5.925926,6.020741,5.905185,6.005926,455625,5.195252
"2011-05-10",6.047407,6.106667,6.032593,6.103704,546075,5.279831
"2011-05-11",6.071111,6.103704,5.917037,5.967407,830588,5.161932
"2011-05-12",5.946667,6.118519,5.908148,6.103704,627750,5.279831
"2011-05-13",6.112593,6.115556,6.002963,6.044444,778613,5.22857
"2011-05-16",6.002963,6.008889,5.911111,5.917037,730013,5.11836
"2011-05-17",5.86963,5.922963,5.828148,5.845926,1138725,5.056848
"2011-05-18",5.86963,5.928889,5.845926,5.92,874800,5.120924
"2011-05-19",5.976296,6.005926,5.917037,5.967407,779288,5.161932
"2011-05-20",5.934815,5.958519,5.866667,5.905185,904500,5.108108
"2011-05-23",5.819259,5.825185,5.736296,5.768889,993600,4.99021
"2011-05-24",5.768889,5.798519,5.724444,5.73037,1041525,4.956891
"2011-05-25",5.70963,5.804444,5.694815,5.792593,855225,5.010716
"2011-05-26",5.757037,5.837037,5.739259,5.831111,762075,5.044033
"2011-05-27",5.860741,5.881481,5.807407,5.822222,623025,5.036344
"2011-05-31",5.89037,5.964444,5.819259,5.961481,3155963,5.156807
"2011-06-01",5.952593,5.961481,5.768889,5.768889,1752975,4.99021
"2011-06-02",5.777778,5.845926,5.742222,5.774815,815063,4.995337
"2011-06-03",5.656296,5.748148,5.653333,5.691852,1287900,4.92357
"2011-06-06",5.697778,5.712593,5.638519,5.641481,987188,4.879999
"2011-06-07",5.685926,5.745185,5.644444,5.682963,690188,4.91588
"2011-06-08",5.68,5.715556,5.662222,5.668148,1528875,4.903068
"2011-06-09",5.68,5.70963,5.674074,5.68,763763,4.913318
"2011-06-10",5.641481,5.68,5.608889,5.623704,1246725,4.864621
"2011-06-13",5.644444,5.691852,5.611852,5.641481,1154250,4.879999
"2011-06-14",5.700741,5.739259,5.682963,5.703704,822825,4.933822
"2011-06-15",5.647407,5.694815,5.594074,5.614815,998663,4.856933
"2011-06-16",5.614815,5.712593,5.591111,5.65037,1025325,4.887689
"2011-06-17",5.682963,5.774815,5.674074,5.700741,2144475,4.93126
"2011-06-20",5.668148,5.813333,5.668148,5.792593,1016888,5.010716
"2011-06-21",5.84,5.940741,5.807407,5.928889,1602788,5.128613
"2011-06-22",5.896296,5.928889,5.845926,5.848889,737775,5.059412
"2011-06-23",5.774815,5.845926,5.703704,5.831111,821813,5.044033
"2011-06-24",5.837037,5.86963,5.777778,5.837037,1531575,5.049159
"2011-06-27",5.842963,5.928889,5.816296,5.89037,627413,5.095293
"2011-06-28",5.899259,5.997037,5.89037,5.988148,472163,5.179874
"2011-06-29",6,6.026667,5.94963,6.008889,715500,5.197814
"2011-06-30",6.002963,6.094815,6.002963,6.038519,787725,5.223445
"2011-07-01",6.053333,6.145185,6.038519,6.136296,883238,5.308024
"2011-07-05",6.145185,6.192593,6.121481,6.171852,508613,5.338779
"2011-07-06",6.162963,6.266667,6.139259,6.260741,1056038,5.415674
"2011-07-07",6.308148,6.4,6.26963,6.337778,805613,5.48231
"2011-07-08",6.248889,6.32,6.248889,6.302222,603788,5.451554
"2011-07-11",6.222222,6.281481,6.171852,6.213333,619313,5.374662
"2011-07-12",6.180741,6.284444,6.162963,6.228148,921375,5.387478
"2011-07-13",6.254815,6.302222,6.192593,6.207407,920025,5.369536
"2011-07-14",6.219259,6.293333,6.097778,6.112593,733388,5.287522
"2011-07-15",6.121481,6.16,6.103704,6.157037,567000,5.325965
"2011-07-18",6.133333,6.136296,5.997037,6.035556,679725,5.220881
"2011-07-19",6.097778,6.171852,6.065185,6.171852,681413,5.338779
"2011-07-20",6.186667,6.186667,6.059259,6.154074,623700,5.323402
"2011-07-21",6.192593,6.328889,6.168889,6.272593,768488,5.425923
"2011-07-22",6.242963,6.242963,6.165926,6.168889,532913,5.336218
"2011-07-25",6.115556,6.177778,6.082963,6.091852,624375,5.269578
"2011-07-26",6.097778,6.097778,5.955556,5.964444,741488,5.159368
"2011-07-27",5.656296,5.905185,5.635556,5.706667,1260900,4.936386
"2011-07-28",5.721481,5.774815,5.620741,5.62963,866700,4.869747
"2011-07-29",5.573333,5.712593,5.528889,5.656296,1163363,4.892814
"2011-08-01",5.721481,5.73037,5.561481,5.585185,1327725,4.831301
"2011-08-02",5.555556,5.62963,5.493333,5.505185,1297688,4.762098
"2011-08-03",5.505185,5.605926,5.395556,5.567407,1099575,4.815924
"2011-08-04",5.478519,5.576296,5.445926,5.445926,2047275,4.710841
"2011-08-05",5.505185,5.656296,5.383704,5.416296,2210625,4.685209
"2011-08-08",5.244444,5.395556,4.951111,4.954074,2041538,4.301851
"2011-08-09",5.108148,5.354074,4.891852,5.348148,2238975,4.644042
"2011-08-10",5.226667,5.277037,4.995556,5.025185,1705388,4.363599
"2011-08-11",5.048889,5.398519,5.007407,5.321481,1330088,4.620888
"2011-08-12",5.368889,5.431111,5.235556,5.345185,978750,4.64147
"2011-08-15",5.398519,5.448889,5.339259,5.445926,523463,4.728948
"2011-08-16",5.354074,5.422222,5.291852,5.371852,726300,4.664626
"2011-08-17",5.386667,5.451852,5.315556,5.398519,666900,4.687784
"2011-08-18",5.194074,5.271111,5.051852,5.093333,1256175,4.422775
"2011-08-19",5.022222,5.188148,4.986667,5.04,1061438,4.376465
"2011-08-22",5.161481,5.176296,5.054815,5.108148,1373625,4.43564
"2011-08-23",5.14963,5.448889,5.105185,5.448889,1563300,4.731522
"2011-08-24",5.445926,5.677037,5.416296,5.656296,1410075,4.911622
"2011-08-25",5.694815,5.736296,5.442963,5.493333,930488,4.770114
"2011-08-26",5.454815,5.671111,5.365926,5.65037,1065825,4.906478
"2011-08-29",5.745185,6.168889,5.736296,6.124444,2110050,5.318136
"2011-08-30",6.10963,6.272593,6.071111,6.18963,1666238,5.374741
"2011-08-31",6.204444,6.317037,6.133333,6.195556,1342238,5.379885
"2011-09-01",6.231111,6.337778,6.032593,6.053333,1289250,5.256389
"2011-09-02",5.902222,6.044444,5.825185,5.845926,1318275,5.076287
"2011-09-06",5.608889,5.857778,5.608889,5.792593,1795163,5.029974
"2011-09-07",5.893333,6.044444,5.866667,6.035556,950738,5.240951
"2011-09-08",5.979259,6.10963,5.94963,5.976296,1010813,5.189492
"2011-09-09",5.905185,5.943704,5.736296,5.774815,1215000,5.014539
"2011-09-12",5.677037,5.819259,5.647407,5.786667,822150,5.02483
"2011-09-13",5.828148,5.922963,5.780741,5.896296,709763,5.120025
"2011-09-14",5.955556,6.065185,5.804444,5.979259,903825,5.192065
"2011-09-15",6.041481,6.041481,5.914074,5.985185,793463,5.197213
