"dates","APD.Open","APD.High","APD.Low","APD.Close","APD.Volume","APD.Adjusted"
"2010-05-04",70.314522,70.730804,68.797409,69.167435,1540209,52.413837
"2010-05-05",68.538391,69.084183,67.992599,68.584641,1427028,51.972214
"2010-05-06",68.09436,68.889915,63.450508,66.864014,2179512,50.668354
"2010-05-07",66.734505,67.76133,65.254395,65.661423,2316475,49.757061
"2010-05-10",67.363548,68.057358,66.42923,67.150787,2835355,50.885654
"2010-05-11",66.57724,67.3358,66.207214,66.299721,1934233,50.240726
"2010-05-12",66.42923,67.160034,66.160965,67.132286,2665530,50.871643
"2010-05-13",66.845512,67.012024,66.105461,66.114708,1928288,50.100544
"2010-05-14",65.457909,65.494911,63.635525,64.357079,1980608,48.768639
"2010-05-17",64.403328,65.818687,63.968548,65.291397,2503596,49.476639
"2010-05-18",65.874191,67.067528,64.588341,64.801109,1559234,49.10511
"2010-05-19",64.551338,64.579094,63.47826,64.190567,1527885,48.642448
"2010-05-20",62.571693,63.163738,61.054581,61.063831,3725450,46.273083
"2010-05-21",59.907494,62.025902,59.731731,61.924145,2812330,46.924999
"2010-05-24",61.517113,62.127659,60.999077,61.026829,1668307,46.245029
"2010-05-25",59.787235,62.368179,59.639221,62.303425,2694501,47.212406
"2010-05-26",62.830711,64.329323,62.405182,63.441257,4056453,48.074642
"2010-05-27",64.597595,65.383904,63.348751,65.383904,2357337,49.546741
"2010-05-28",65.365402,65.365402,63.570766,63.885292,1830133,48.411125
"2010-06-01",63.18224,64.190567,62.312672,62.368179,1515346,47.261497
"2010-06-02",62.553192,63.950047,62.395931,63.940796,1214936,48.453186
"2010-06-03",64.051804,64.172066,62.728954,63.802036,1314496,48.348045
"2010-06-04",62.377426,63.052731,61.48011,61.563366,1625932,46.651615
"2010-06-07",61.813137,62.229416,60.629047,60.684551,1685279,45.985661
"2010-06-08",60.767807,61.85014,60.601295,61.803886,2086114,46.833885
"2010-06-09",62.442184,63.580021,62.14616,62.442184,2199295,47.317562
