"dates","MTB.Open","MTB.High","MTB.Low","MTB.Close","MTB.Volume","MTB.Adjusted"
"2010-03-22",82.830002,83.470001,81.760002,83.25,543300,61.845089
"2010-03-23",83.330002,83.330002,81.849998,83.209999,462000,61.815369
"2010-03-24",82.900002,84,82.769997,83.040001,288100,61.689083
"2010-03-25",83.639999,84.599998,82.349998,82.449997,606700,61.250771
"2010-03-26",82.790001,83.690002,80.339996,80.809998,963200,60.032452
"2010-03-29",81.029999,81.459999,79.720001,80.949997,658900,60.136433
"2010-03-30",80.82,81.169998,78.699997,79.760002,2020300,59.252434
"2010-03-31",79.519997,80.129997,78.75,79.379997,1217400,58.970123
"2010-04-01",79.860001,80,78.739998,79.57,561900,59.11129
"2010-04-05",79.910004,81.830002,79.410004,81.610001,741800,60.626778
"2010-04-06",81.760002,84.639999,81.620003,84.459999,1411300,62.744003
"2010-04-07",84.32,84.989998,82.709999,83.349998,1174100,61.919365
"2010-04-08",83.290001,84.43,82.889999,84.129997,812000,62.498825
"2010-04-09",84.220001,85.449997,83.949997,85.339996,740200,63.397724
"2010-04-12",85.349998,85.669998,84.410004,85.309998,475800,63.375435
"2010-04-13",85.309998,85.370003,83.910004,84.919998,471800,63.085716
"2010-04-14",85.410004,87,85.349998,86.790001,571400,64.474915
"2010-04-15",87.620003,87.620003,86.050003,86.139999,694400,63.992035
"2010-04-16",86.309998,86.529999,82.300003,84.25,2127500,62.587975
"2010-04-19",84.410004,86.839996,82.720001,84.099998,2139400,62.476574
"2010-04-20",84.809998,86.349998,83.889999,85,1323000,63.145126
"2010-04-21",85.330002,87.5,85.089996,86.279999,1283400,64.096039
"2010-04-22",85.93,88,85.309998,87.82,758900,65.240059
"2010-04-23",87.830002,88.730003,86.879997,88.489998,609300,65.737808
"2010-04-26",88.190002,88.660004,85.25,85.449997,797900,63.479443
"2010-04-27",85,86.300003,83.519997,84.089996,1328300,62.469101
"2010-04-28",84.650002,86.779999,84.650002,85.43,1067000,63.464584
"2010-04-29",86.800003,89.769997,86.589996,89.440002,1579000,66.44355
"2010-04-30",89.059998,89.559998,87.169998,87.349998,814800,64.8909
"2010-05-03",88.050003,89.220001,88,89.150002,706800,66.228096
"2010-05-04",87.989998,88.360001,86.639999,87.120003,1038500,64.72007
"2010-05-05",86.540001,88.519997,85.650002,87.410004,720800,64.935486
"2010-05-06",87.029999,88.410004,80.610001,84.269997,1699800,62.602848
"2010-05-07",85.080002,86.769997,83.599998,84.07,2062900,62.454258
"2010-05-10",88.080002,89,86.360001,88.459999,1570500,65.715515
"2010-05-11",86.809998,90,86.809998,88.769997,1157300,65.945801
"2010-05-12",89.419998,90.800003,88.809998,90.690002,813400,67.372139
"2010-05-13",90.360001,91.470001,89.93,90.220001,693200,67.02301
"2010-05-14",89.470001,89.599998,86.129997,87.25,1133000,64.816628
"2010-05-17",87.470001,88.419998,85.769997,87.839996,916700,65.254913
"2010-05-18",88.489998,88.57,83.139999,83.610001,2288700,62.11253
"2010-05-19",83.440002,85.099998,81.900002,83.389999,2046200,61.949104
"2010-05-20",82,82.529999,79.68,79.699997,1508800,59.207848
"2010-05-21",78.5,84.080002,77.860001,84,2559400,62.402252
"2010-05-24",84.099998,84.099998,81.260002,81.400002,1920500,60.470768
"2010-05-25",79.870003,81.120003,78.839996,80.809998,1866400,60.032452
"2010-05-26",81.889999,82.519997,80.110001,80.32,1929600,59.668446
"2010-05-27",80.949997,81.760002,79.75,81.480003,1745800,61.062366
"2010-05-28",81.540001,81.860001,78.870003,79.239998,1592100,59.383667
"2010-06-01",78.769997,79.550003,76.970001,77.529999,1448700,58.102165
"2010-06-02",78.190002,79.720001,77.650002,79.669998,1013000,59.705917
"2010-06-03",79.599998,80.370003,77.949997,78.959999,1194800,59.173843
"2010-06-04",77.550003,77.830002,75.139999,75.360001,1201900,56.475933
"2010-06-07",76,76.379997,74.199997,74.239998,1280500,55.636578
"2010-06-08",74.5,76.809998,74.110001,76.589996,1442600,57.397713
"2010-06-09",76.889999,77.080002,75.599998,76.260002,1894400,57.150406
"2010-06-10",76.959999,78.779999,76.849998,78.639999,1216200,58.934002
"2010-06-11",77.82,78.489998,76.660004,78.389999,770600,58.746655
"2010-06-14",79.019997,79.629997,77.209999,77.529999,1117200,58.102165
"2010-06-15",78.440002,79.599998,77.730003,79.360001,1036200,59.473618
"2010-06-16",79.18,83.190002,79.050003,81.93,2532800,61.399586
"2010-06-17",82.980003,90.989998,82.769997,89.339996,5959000,66.952766
"2010-06-18",88.059998,90.860001,86.620003,90.709999,3728800,67.979462
"2010-06-21",90.309998,95.980003,90.279999,94.449997,3348100,70.782272
"2010-06-22",94.279999,96.150002,93.029999,93.709999,1836300,70.227699
"2010-06-23",94.029999,94.75,90.5,91.019997,2025000,68.211777
"2010-06-24",90.540001,90.540001,86.32,86.690002,2199700,64.96682
"2010-06-25",87.459999,89.419998,87.25,88.370003,1421900,66.225815
"2010-06-28",87.769997,89.650002,87.5,89.239998,1143700,66.8778
"2010-06-29",87.940002,89.050003,85.889999,86.290001,1449700,64.667038
"2010-06-30",86.400002,87.879997,84.790001,84.949997,1003400,63.662827
"2010-07-01",84.949997,87.790001,84.199997,87.199997,1834300,65.349007
"2010-07-02",88.040001,88.040001,84.339996,84.889999,892400,63.617851
"2010-07-06",86.650002,87.669998,84.93,85.959999,1100800,64.419708
"2010-07-07",86.510002,89.43,86.150002,89.230003,1165800,66.870323
"2010-07-08",89.82,90.589996,87.230003,88.620003,1100200,66.413177
"2010-07-09",88.059998,90.489998,87.790001,90.230003,833200,67.619736
"2010-07-12",89.93,90.019997,88.25,89.120003,608900,66.78788
"2010-07-13",90.199997,91.690002,89.830002,91.510002,890400,68.578987
"2010-07-14",90.779999,91.150002,88.940002,89.940002,717000,67.40242
"2010-07-15",89.940002,90.339996,87.449997,88.779999,595800,66.533073
"2010-07-16",87.559998,87.949997,85.5,85.730003,1165000,64.247368
"2010-07-19",86.5,86.690002,84.779999,86.080002,628700,64.509651
"2010-07-20",84.599998,85.5,83.5,85.080002,1387700,63.760254
"2010-07-21",87.32,89.25,82.849998,83.5,1440700,62.576168
"2010-07-22",84.720001,87.330002,84.339996,86.68,906800,64.959312
"2010-07-23",86.639999,89.989998,86.010002,89.559998,1111600,67.11763
"2010-07-26",90,92.5,89.059998,92.379997,932700,69.230988
"2010-07-27",93.300003,93.470001,89.699997,89.849998,621700,67.334969
"2010-07-28",89.82,90.540001,87.5,87.830002,531600,65.821144
"2010-07-29",88.5,88.980003,85.519997,87,1199000,65.199112
"2010-07-30",86.349998,88.650002,85.599998,87.339996,735300,65.453934
"2010-08-02",88.779999,90.32,88.239998,89.559998,645500,67.11763
"2010-08-03",89.489998,89.779999,87.860001,87.989998,436900,65.94104
"2010-08-04",88.879997,88.889999,87.5,88.599998,584600,66.398193
"2010-08-05",87.5,88.040001,86.5,87.669998,432500,65.701241
"2010-08-06",86.889999,87.040001,85.010002,86.879997,609000,65.109192
"2010-08-09",87.599998,88.379997,86.610001,87.949997,436600,65.911057
"2010-08-10",87.089996,88.599998,86.410004,87.910004,449600,65.881126
"2010-08-11",86.57,86.650002,84.389999,84.389999,787100,63.243156
"2010-08-12",83.489998,85.610001,83.370003,85.190002,953500,63.842686
"2010-08-13",85.379997,86.080002,84.809998,85.349998,865300,63.962589
"2010-08-16",84.940002,85.650002,84.489998,85.449997,617600,64.037521
"2010-08-17",88.330002,92.360001,88,90.43,1913900,67.769615
"2010-08-18",90,91.150002,88.93,90.050003,1256900,67.48484
"2010-08-19",90.120003,90.32,88.07,89.309998,996500,66.930267
"2010-08-20",88.470001,89.900002,88.050003,89.760002,672200,67.267517
"2010-08-23",89.709999,90.900002,88.709999,88.779999,485900,66.533073
"2010-08-24",87.489998,88.400002,87.029999,87.370003,609400,65.476418
"2010-08-25",87,87.860001,85.639999,86.809998,620200,65.05674
"2010-08-26",87.040001,88.440002,86.449997,86.650002,459600,64.936821
"2010-08-27",87.150002,88.050003,85.980003,87.779999,438600,65.783669
"2010-08-30",87.160004,87.160004,84.949997,84.949997,468500,64.174599
"2010-08-31",84.809998,86.529999,84.379997,85.639999,721000,64.695831
"2010-09-01",86.150002,87.879997,86.089996,87.489998,748800,66.093422
"2010-09-02",88.080002,88.290001,86.900002,87.279999,677400,65.934776
"2010-09-03",88.339996,88.940002,87.68,88.93,479200,67.181244
"2010-09-07",88.089996,88.400002,84.669998,84.699997,808000,63.985733
"2010-09-08",84.720001,86.989998,84.720001,85.459999,614300,64.559853
"2010-09-09",86.989998,88.400002,86.43,87.209999,650100,65.881882
"2010-09-10",87.919998,87.919998,85.690002,86.57,399900,65.398399
"2010-09-13",88.279999,88.489998,87.120003,88.389999,596300,66.7733
"2010-09-14",88.300003,88.440002,86.5,87.900002,488700,66.403137
"2010-09-15",87.5,87.709999,86.199997,87.400002,629100,66.025421
"2010-09-16",87.220001,87.220001,86.07,86.919998,319100,65.662781
"2010-09-17",87.370003,87.830002,86.5,86.699997,754600,65.496597
"2010-09-20",87.059998,95,86.580002,91,1996400,68.744972
"2010-09-21",91.300003,92.190002,88.589996,88.690002,1065000,66.999931
"2010-09-22",88.370003,90.93,87.400002,88.940002,1000700,67.188805
"2010-09-23",87.540001,90.75,87.540001,88.169998,832600,66.607124
"2010-09-24",89.620003,90.669998,87.779999,90.620003,1066300,68.457916
"2010-09-27",86.110001,86.870003,84,84.239998,1921100,63.638229
"2010-09-28",83.959999,84.379997,81.080002,82.5,1991100,62.32375
"2010-09-29",81.879997,82.709999,81.279999,81.809998,880800,61.80249
"2010-09-30",82.360001,82.629997,81.309998,81.809998,1094600,61.80249
"2010-10-01",83.059998,83.989998,81,81.910004,706300,61.878036
"2010-10-04",81.860001,82.610001,81.150002,82.150002,766900,62.059361
"2010-10-05",83.339996,85.260002,82.349998,83.089996,1673400,62.769482
"2010-10-06",79.830002,80.199997,77.139999,78.910004,11228600,59.611744
"2010-10-07",78.580002,78.940002,76.160004,76.870003,16449400,58.070652
"2010-10-08",76.839996,77.419998,76.220001,76.839996,3610800,58.047962
"2010-10-11",76.82,77.830002,76.709999,77.220001,2162700,58.335049
"2010-10-12",77.419998,77.75,76.510002,77.550003,2250800,58.584347
"2010-10-13",78.040001,78.18,76.580002,76.779999,2103700,58.002647
"2010-10-14",76.760002,76.940002,73.660004,75.660004,3750000,57.156544
"2010-10-15",76.43,76.43,73.510002,75.220001,2758000,56.824158
"2010-10-18",75.139999,76.790001,75,76.790001,1553300,58.010216
"2010-10-19",75.93,77.18,75.43,75.730003,1774100,57.209438
"2010-10-20",75.550003,76.389999,73.690002,74.07,3343700,55.955406
"2010-10-21",74.730003,74.730003,72.029999,72.959999,2240100,55.116859
"2010-10-22",73.370003,74.68,72.989998,74.440002,1674400,56.23494
"2010-10-25",74.629997,74.980003,73.889999,74.580002,1061400,56.340683
"2010-10-26",74.279999,75.660004,74.279999,75.169998,1195000,56.786388
"2010-10-27",74.620003,76.120003,74.550003,74.949997,1417100,56.620178
"2010-10-28",75.57,75.57,74.010002,74.660004,1031400,56.401127
"2010-10-29",74.370003,74.82,73.489998,74.75,1047300,56.469112
"2010-11-01",76.019997,78.360001,75.980003,77.470001,6236000,58.523891
"2010-11-02",78.25,78.25,76.849998,77.650002,2025100,58.659882
"2010-11-03",78.220001,80.739998,77.910004,80.68,4020600,60.948856
"2010-11-04",81.739998,83.199997,80.580002,82.489998,2186800,62.316219
"2010-11-05",82.599998,84.489998,82.260002,82.699997,2729000,62.47485
"2010-11-08",82.239998,82.610001,81.540001,82.220001,1442500,62.11224
"2010-11-09",82.870003,82.870003,79.949997,80.32,1986300,60.676891
"2010-11-10",80.870003,82.730003,80.370003,82.260002,9431900,62.142452
"2010-11-11",81.720001,83,81.190002,82.089996,2609000,62.01403
"2010-11-12",81.5,81.989998,80.550003,80.980003,1834700,61.175522
"2010-11-15",82.199997,82.349998,81.059998,81.290001,941200,61.409676
"2010-11-16",80.720001,81.169998,78.779999,79.760002,1584400,60.25388
"2010-11-17",80.160004,80.279999,79.169998,79.540001,1267000,60.087643
"2010-11-18",80.419998,80.68,77.68,77.779999,3502900,58.758072
"2010-11-19",77.529999,78.699997,77.230003,77.800003,2969300,58.773201
"2010-11-22",76.940002,78.050003,76.480003,76.860001,2640000,58.063095
"2010-11-23",76.220001,77.440002,75.870003,77.110001,1610400,58.251957
"2010-11-24",77.510002,77.93,76.480003,77.32,822900,58.410583
"2010-11-26",76.660004,77.589996,76.260002,76.449997,330100,57.753368
"2010-11-29",75.660004,77.379997,75.349998,76.989998,747500,58.698757
"2010-11-30",76.620003,77.199997,75.970001,76.959999,1466100,58.675877
"2010-12-01",78.019997,78.989998,77.25,78.5,1113100,59.849991
"2010-12-02",78.639999,80.75,78.480003,80.639999,1056400,61.481564
"2010-12-03",80.279999,81.07,79.220001,80.860001,849100,61.6493
"2010-12-06",80.57,80.839996,79.449997,79.639999,565700,60.719166
"2010-12-07",80,80.849998,79.139999,79.470001,754400,60.58955
"2010-12-08",79.599998,81.980003,79.449997,81.339996,1750600,62.015282
"2010-12-09",81.309998,83.410004,81.309998,83.239998,1132600,63.463871
"2010-12-10",83.870003,86.199997,83.82,85.019997,1804400,64.820969
"2010-12-13",85.080002,85.760002,83.019997,85.330002,1722700,65.057327
"2010-12-14",85.269997,85.93,83.470001,83.860001,820000,63.936581
"2010-12-15",83.5,84.099998,81.860001,82.129997,836700,62.61758
"2010-12-16",82.190002,83.410004,81.110001,82.489998,1048600,62.892063
"2010-12-17",82.5,83.379997,82.290001,82.75,1058300,63.09029
"2010-12-20",82.949997,84.690002,82.709999,84.360001,907600,64.31778
"2010-12-21",84.629997,86.25,84.330002,85.739998,724300,65.369926
"2010-12-22",85.760002,86.839996,85.32,86.160004,756000,65.69014
"2010-12-23",85.980003,86.290001,85.010002,85.150002,480000,64.920105
"2010-12-27",84.940002,86.230003,84.470001,86.07,396600,65.621521
"2010-12-28",86.32,87.169998,85.889999,86.779999,446300,66.162849
"2010-12-29",87.139999,87.870003,86.510002,87.379997,706800,66.6203
"2010-12-30",87.300003,87.470001,86.199997,86.43,630700,65.895988
"2010-12-31",86.440002,87.389999,85.809998,87.050003,676400,66.368713
"2011-01-03",87.669998,88.879997,87.559998,87.900002,762600,67.016739
"2011-01-04",88.43,89.330002,86.449997,87,829900,66.330582
"2011-01-05",86.82,88.32,86.699997,88.029999,796200,67.115891
"2011-01-06",87.93,88.459999,87.480003,87.540001,846300,66.742294
"2011-01-07",87.790001,88.190002,85.620003,86.82,918900,66.193336
"2011-01-10",86.699997,86.699997,84.629997,86.099998,923200,65.644386
"2011-01-11",86.559998,87.870003,86.129997,86.720001,854400,66.117096
"2011-01-12",87.510002,88.480003,87.089996,87.360001,790100,66.605049
"2011-01-13",87.25,87.639999,85.760002,86.260002,1151400,65.766388
"2011-01-14",86.07,87.43,84.839996,86.379997,1971100,65.857864
"2011-01-18",86.300003,86.790001,85.139999,86.199997,1388300,65.720657
"2011-01-19",85.879997,87.480003,85.879997,86.489998,983400,65.941734
"2011-01-20",86.449997,86.540001,85.099998,85.730003,739800,65.36232
"2011-01-21",87.040001,87.709999,86.120003,86.769997,810100,66.155235
"2011-01-24",86.639999,86.910004,85.790001,86.370003,595300,65.850235
"2011-01-25",86.279999,87,85.900002,86.980003,724600,66.315338
"2011-01-26",87.290001,87.290001,85.190002,86.080002,769300,65.62915
"2011-01-27",86.080002,87.029999,85.330002,86.919998,681600,66.269585
"2011-01-28",86.830002,87.82,86.309998,86.349998,637200,65.834991
"2011-01-31",86.470001,86.919998,86.080002,86.470001,525200,65.926491
"2011-02-01",86.800003,87.75,86.099998,87.269997,872400,66.53643
"2011-02-02",86.940002,87.650002,86.230003,86.720001,491100,66.117096
"2011-02-03",86.410004,87.199997,86.099998,86.699997,420800,66.101852
"2011-02-04",86.68,87.5,85.989998,87.489998,569800,66.70417
"2011-02-07",87.32,88.400002,87.239998,87.989998,485200,67.085388
"2011-02-08",88.220001,89.160004,87.75,89.120003,627800,67.946915
"2011-02-09",88.620003,89.93,88.110001,88.769997,623100,67.680046
"2011-02-10",88.300003,88.370003,87.269997,88.110001,513400,67.176872
"2011-02-11",87.540001,90.879997,87.540001,89.860001,921000,68.511116
"2011-02-14",89.82,90.059998,89,89.209999,533500,68.015541
"2011-02-15",89,89.779999,88.900002,89.440002,613500,68.190887
"2011-02-16",89.629997,90.389999,89.599998,90,473000,68.617828
"2011-02-17",89.849998,90.169998,89.349998,89.989998,468900,68.610214
"2011-02-18",89.949997,91.050003,89.68,91.010002,861600,69.387886
"2011-02-22",89.879997,90.440002,88.75,89.599998,794200,68.312859
"2011-02-23",89.610001,90.209999,88.540001,89.089996,813700,67.924065
"2011-02-24",88.870003,88.870003,87,87.629997,993600,67.340019
"2011-02-25",87.949997,88.879997,87.830002,88.559998,638000,68.054672
"2011-02-28",89.040001,89.489998,87.970001,88.050003,882800,67.66275
"2011-03-01",88.540001,88.540001,86.18,86.199997,947400,66.241135
"2011-03-02",86.169998,86.739998,85.330002,85.709999,699700,65.86454
"2011-03-03",86.550003,87.540001,86.089996,87.419998,540700,67.178635
"2011-03-04",87.18,88.239998,86.989998,88.010002,989300,67.631996
"2011-03-07",88.169998,88.580002,86.580002,87.080002,678400,66.917351
"2011-03-08",87.389999,89.980003,87.389999,89.790001,737300,68.999878
"2011-03-09",89.610001,89.730003,88.730003,89.489998,380200,68.769341
"2011-03-10",88.690002,88.919998,87.25,87.660004,687100,67.363068
"2011-03-11",86.980003,88.489998,86.980003,87.699997,489500,67.393776
"2011-03-14",87.199997,87.779999,86.660004,87.580002,1001700,67.30159
"2011-03-15",85.730003,87.150002,85.529999,86.529999,512300,66.49472
"2011-03-16",86.489998,86.730003,84.690002,84.989998,779000,65.311287
"2011-03-17",86.32,87.709999,85.839996,87.339996,929200,67.117172
"2011-03-18",88.480003,89.18,86.830002,87.57,1202500,67.293892
"2011-03-21",88.379997,88.379997,86.529999,86.82,612500,66.717567
"2011-03-22",86.769997,87.459999,86.209999,86.349998,426100,66.356369
"2011-03-23",86,86.790001,85.080002,86.449997,615200,66.433212
"2011-03-24",86.75,87.230003,86,86.980003,591400,66.840515
"2011-03-25",87.029999,88.080002,86.629997,87.540001,409500,67.270851
"2011-03-28",87.93,88.050003,87.110001,87.220001,543400,67.024933
"2011-03-29",87.07,87.620003,86.739998,87.519997,299800,67.255463
"2011-03-30",87.949997,88.919998,87.629997,88.510002,421300,68.016266
"2011-03-31",88.599998,88.959999,87.160004,88.470001,909800,67.985512
"2011-04-01",89.099998,89.970001,88.739998,89.690002,860400,68.923012
"2011-04-04",89.769997,89.849998,89.040001,89.32,639600,68.63871
"2011-04-05",89.029999,89.419998,88.610001,88.690002,622700,68.154594
"2011-04-06",89.050003,89.949997,88.760002,89.790001,607900,68.999878
"2011-04-07",89.720001,89.720001,88.07,88.25,729400,67.81646
"2011-04-08",88.75,88.75,87.57,87.699997,593500,67.393776
"2011-04-11",87.75,88.209999,87.620003,87.75,702300,67.43222
"2011-04-12",87.349998,87.690002,86.82,87.160004,599600,66.978851
"2011-04-13",87.400002,87.540001,85.93,85.940002,826000,66.041313
"2011-04-14",85.709999,85.709999,85.050003,85.199997,917500,65.472633
"2011-04-15",85.489998,85.720001,84.620003,85.349998,1405800,65.587921
"2011-04-18",84.529999,88,84.529999,87.209999,1693700,67.017258
"2011-04-19",87.610001,87.870003,85.389999,85.419998,747400,65.641716
"2011-04-20",86.370003,86.529999,85.209999,85.82,1058200,65.949104
"2011-04-21",85.940002,86.43,85,85.830002,713400,65.956795
"2011-04-25",85.779999,86.559998,85.650002,86.120003,408800,66.179642
"2011-04-26",86.410004,87.589996,86.349998,87.220001,540600,67.024933
"2011-04-27",87.620003,90.760002,87.389999,89.650002,1722900,68.892296
"2011-04-28",89.339996,89.559998,88.239998,88.910004,800900,68.323631
"2011-04-29",88.889999,89,88.25,88.370003,465000,67.908669
"2011-05-02",88.519997,88.519997,87.620003,87.739998,803000,67.42453
"2011-05-03",87.540001,88.589996,87.019997,88.5,990000,68.008553
"2011-05-04",88.489998,88.510002,86.809998,86.970001,1027500,66.832848
"2011-05-05",86.589996,86.879997,85.889999,86.150002,659800,66.202698
"2011-05-06",86.949997,87.169998,86.019997,86.43,625200,66.417854
"2011-05-09",86.5,86.610001,85.879997,86.489998,395000,66.463982
"2011-05-10",86.690002,87.769997,86.43,87.769997,427500,67.447586
"2011-05-11",87.379997,87.800003,87.07,87.349998,498800,67.124825
"2011-05-12",87.339996,87.989998,86.839996,87.720001,560000,67.409164
"2011-05-13",87.800003,88,85.910004,86.389999,1964200,66.387154
"2011-05-16",86.309998,86.940002,86.099998,86.410004,811500,66.402504
"2011-05-17",86.25,88.040001,86.230003,87.970001,919300,67.60128
"2011-05-18",87.839996,89.389999,87.599998,89.379997,809200,68.684814
"2011-05-19",89.68,89.900002,88.75,89.169998,758200,68.523453
"2011-05-20",88.970001,89.190002,87.870003,88.040001,779800,67.655075
"2011-05-23",87.139999,88.440002,87.080002,87.290001,574100,67.078728
"2011-05-24",87.800003,87.839996,86.300003,87.410004,814300,67.170952
"2011-05-25",87,87.470001,86.529999,86.940002,749200,66.809761
"2011-05-26",86.940002,87.400002,86.129997,86.860001,566800,66.748299
"2011-05-27",86.559998,87.650002,86.43,87.620003,534800,67.879356
"2011-05-31",88.5,88.650002,87.419998,88.300003,1459900,68.406158
"2011-06-01",88.129997,88.160004,85.800003,85.879997,1031500,66.531364
"2011-06-02",85.940002,86.900002,85.57,86.43,799900,66.957474
"2011-06-03",85.459999,86.379997,85.150002,85.790001,651700,66.461655
"2011-06-06",85.57,85.800003,84.610001,84.779999,864900,65.679207
"2011-06-07",85.169998,86.309998,84.879997,85.419998,727500,66.175003
"2011-06-08",85.169998,85.809998,84.760002,85.010002,686400,65.857384
"2011-06-09",85.290001,86.059998,84.559998,85.43,457700,66.182785
"2011-06-10",85.18,85.18,83.309998,84.410004,1068100,65.392578
"2011-06-13",84.620003,85.510002,83.830002,85.169998,864700,65.981331
"2011-06-14",85.989998,87.57,85.910004,86.889999,924100,67.31382
"2011-06-15",86.160004,86.669998,85.480003,86.040001,950800,66.655327
"2011-06-16",86.040001,87.769997,85.790001,87.639999,1114800,67.894852
"2011-06-17",88.370003,88.459999,87.059998,88.019997,1303300,68.189255
"2011-06-20",87.68,88.32,87.279999,87.800003,528800,68.018799
"2011-06-21",88.239998,88.400002,87.129997,88.099998,858100,68.251221
"2011-06-22",87.900002,88.230003,87.239998,87.32,981100,67.646965
"2011-06-23",86.400002,86.910004,85.809998,86.279999,1113600,66.841255
"2011-06-24",86.470001,86.720001,85.279999,85.32,3558000,66.097542
"2011-06-27",85.230003,87.610001,85.230003,86.720001,936000,67.182144
"2011-06-28",86.910004,86.910004,85.68,86.419998,665500,66.949715
"2011-06-29",86.93,87.769997,85.849998,87.620003,950400,67.879356
"2011-06-30",87.739998,88.300003,87.18,87.949997,583200,68.135002
"2011-07-01",88,89.129997,87.779999,89.029999,512900,68.971703
"2011-07-05",88.75,88.75,87.379997,88,601500,68.173744
"2011-07-06",87.720001,88.809998,87.220001,88.440002,664800,68.514626
"2011-07-07",89.089996,90,89.029999,89.239998,824700,69.134392
"2011-07-08",88.089996,88.449997,87.25,87.559998,971200,67.83287
"2011-07-11",86.559998,87.32,85.93,86.169998,848500,66.756042
"2011-07-12",87.160004,88.290001,86.760002,87.449997,1541400,67.747673
"2011-07-13",87.940002,88.209999,86.959999,87.080002,1028100,67.461021
"2011-07-14",87.459999,87.459999,85.540001,86,1079100,66.624344
"2011-07-15",86.339996,86.480003,85.239998,85.559998,971200,66.283478
"2011-07-18",85.279999,85.650002,84.349998,84.849998,809900,65.733429
"2011-07-19",85.129997,86.940002,84.860001,86.800003,1007200,67.24411
"2011-07-20",87.32,88,85.93,87.139999,971600,67.507523
"2011-07-21",87.760002,88.660004,87.459999,88.57,1215900,68.615341
