"dates","GL.Open","GL.High","GL.Low","GL.Close","GL.Volume","GL.Adjusted"
"2010-03-01",20.791111,20.959999,20.742222,20.911112,882900,18.830015
"2010-03-02",21.040001,21.044443,20.786667,20.982222,1115325,18.894047
"2010-03-03",21.075556,21.657778,20.982222,21.542221,2732175,19.398321
"2010-03-04",21.635555,21.84,21.502222,21.76,1927350,19.594423
"2010-03-05",21.92,22.262222,21.808889,22.217777,1683675,20.006641
"2010-03-08",22.053333,22.537779,22.017778,22.471111,1528875,20.234764
"2010-03-09",22.306667,22.528889,22.280001,22.417778,1618200,20.186737
"2010-03-10",22.417778,22.76,22.315556,22.631111,1773225,20.378839
"2010-03-11",22.551111,22.786667,22.502222,22.786667,1247400,20.518917
"2010-03-12",22.826668,22.942223,22.595556,22.733334,956250,20.470886
"2010-03-15",22.675556,22.955557,22.644444,22.888889,1666125,20.610968
"2010-03-16",22.92,23.382221,22.866667,23.373333,1678950,21.047194
"2010-03-17",23.40889,24.186666,23.40889,23.879999,2313450,21.503435
"2010-03-18",23.817778,23.959999,23.666668,23.857779,990675,21.483435
"2010-03-19",23.635555,24.084444,23.622223,23.635555,1600875,21.283327
"2010-03-22",23.622223,23.831112,23.342222,23.622223,1238625,21.271322
"2010-03-23",23.59111,23.719999,23.333332,23.719999,1369350,21.359362
"2010-03-24",23.639999,23.684444,23.435556,23.51111,1664550,21.171263
"2010-03-25",23.733334,23.831112,23.391111,23.444445,1481175,21.111223
"2010-03-26",23.466667,23.826668,23.311111,23.404444,1543050,21.075218
"2010-03-29",23.551111,23.697779,23.297777,23.604445,1132650,21.255308
"2010-03-30",23.533333,23.711111,23.417778,23.466667,852750,21.191093
"2010-03-31",23.377777,23.795555,23.302221,23.782223,2390850,21.476048
"2010-04-01",23.911112,24.151112,23.893333,24.057777,1270575,21.724884
"2010-04-05",24.124443,24.306667,24.048889,24.284445,850725,21.929573
"2010-04-06",24.186666,24.386667,24.124443,24.315556,1664325,21.95767
"2010-04-07",24.280001,24.302221,23.795555,23.973333,1370700,21.648624
"2010-04-08",23.875557,23.928888,23.608889,23.915556,1599300,21.596455
"2010-04-09",23.928888,23.964443,23.733334,23.946667,837225,21.624552
"2010-04-12",24.035557,24.182222,23.977777,24.168888,1229850,21.825218
"2010-04-13",24.071112,24.346666,23.879999,24.311111,921825,21.953651
"2010-04-14",24.417778,24.911112,24.364445,24.911112,1488150,22.495478
"2010-04-15",24.906668,24.906668,24.484444,24.773333,1127250,22.37105
"2010-04-16",24.693333,24.813334,24.040001,24.222221,1836000,21.873379
"2010-04-19",24.013332,24.395555,23.857779,24.368889,898875,22.005821
"2010-04-20",24.564444,24.817778,24.444445,24.817778,647775,22.411188
"2010-04-21",24.768888,24.884443,24.222221,24.559999,1175400,22.178406
"2010-04-22",24.324444,24.537779,24.013332,24.515556,870750,22.138269
"2010-04-23",24.506666,25.031111,24.364445,24.986668,1051425,22.563698
"2010-04-26",24.986668,25.128889,24.755556,24.799999,1060200,22.39513
"2010-04-27",24.666668,24.719999,23.64889,23.724443,1356525,21.423878
"2010-04-28",23.964443,24.16,23.315556,23.413334,2529225,21.142937
"2010-04-29",23.706667,24.502222,23.706667,24.364445,1582425,22.001818
"2010-04-30",24.302221,24.484444,23.782223,23.795555,1457775,21.488091
"2010-05-03",23.942223,24.017778,23.64889,23.84,1271700,21.528225
"2010-05-04",23.466667,23.84,23.128889,23.377777,2035800,21.110828
"2010-05-05",23.102222,23.724443,23,23.368889,1692450,21.102797
"2010-05-06",23.284445,23.693333,21.426666,22.564444,3230775,20.376362
"2010-05-07",22.475555,22.795555,21.617779,21.822222,2930850,19.706114
"2010-05-10",23.004444,23.635555,22.768888,23.622223,2573550,21.33157
"2010-05-11",23.24889,23.902222,23.151112,23.426666,1425600,21.154972
"2010-05-12",23.546667,23.902222,23.32,23.853333,1309950,21.54026
"2010-05-13",23.799999,23.799999,23.35111,23.404444,1252125,21.134911
"2010-05-14",23.151112,23.186666,22.360001,22.68,1642050,20.480719
"2010-05-17",22.733334,23.062222,22.391111,22.995556,1817100,20.765663
"2010-05-18",23.275557,23.377777,22.533333,22.622223,2099925,20.428539
"2010-05-19",22.595556,22.977777,22.235556,22.826668,2727000,20.613153
"2010-05-20",22.235556,22.555555,21.76,21.973333,3435075,19.842569
"2010-05-21",21.559999,22.515556,21.471111,22.497778,2675700,20.316156
"2010-05-24",22.453333,22.533333,21.977777,21.995556,1728225,19.862635
"2010-05-25",21.417778,22.106667,21.182222,22.084444,2628000,19.942898
"2010-05-26",22.342222,22.653334,22.026667,22.155556,1822050,20.00712
"2010-05-27",22.653334,23.462221,22.604445,23.453333,1619100,21.179052
"2010-05-28",23.453333,23.453333,22.799999,22.902222,1624950,20.681381
"2010-06-01",22.67111,23.017778,22.346666,22.382221,1397700,20.211805
"2010-06-02",22.586666,23.253332,22.35111,23.24889,1455975,20.994434
"2010-06-03",23.217777,23.444445,22.933332,23.133333,854325,20.890079
"2010-06-04",22.546667,22.697779,21.897778,22.017778,1637550,19.882706
"2010-06-07",22.097778,22.280001,21.626667,21.662222,1701675,19.561625
"2010-06-08",21.742222,22.413334,21.457779,22.346666,1831500,20.179703
"2010-06-09",22.515556,22.879999,22.266666,22.35111,1870425,20.183712
"2010-06-10",22.733334,23.035557,22.586666,23.008888,1723500,20.777704
"2010-06-11",22.693333,23.093332,22.622223,23.066668,1220175,20.829882
"2010-06-14",23.302221,23.502222,22.968889,22.977777,1485225,20.749619
"2010-06-15",23.235556,23.622223,23.120001,23.559999,2261700,21.275383
"2010-06-16",23.262222,23.64889,23.262222,23.377777,1908000,21.110828
"2010-06-17",23.497778,23.542221,23.102222,23.404444,2122200,21.134911
"2010-06-18",23.435556,23.502222,23.311111,23.493334,1536300,21.215176
"2010-06-21",23.777779,24.08,23.302221,23.417778,1323450,21.146946
"2010-06-22",23.417778,23.546667,22.755556,22.795555,2279250,20.585062
"2010-06-23",22.791111,22.991112,22.533333,22.746668,1726200,20.540918
"2010-06-24",22.577778,22.755556,22.24889,22.311111,1775250,20.147591
"2010-06-25",22.533333,23.142221,22.16,23.133333,3513825,20.890079
"2010-06-28",23.142221,23.448889,22.955557,23.244444,3047175,20.990414
"2010-06-29",22.911112,22.995556,22.564444,22.755556,2582100,20.548941
"2010-06-30",22.728889,22.853333,21.973333,22.004444,2705400,19.92905
"2010-07-01",22.035557,22.146667,21.16,21.728889,4711725,19.679482
"2010-07-02",21.822222,21.977777,21.52,21.795555,1773675,19.739864
"2010-07-06",22.066668,22.364445,21.502222,21.799999,2275425,19.743885
"2010-07-07",21.893333,22.773333,21.831112,22.75111,1780650,20.605297
"2010-07-08",22.977777,23.035557,22.59111,22.968889,1320300,20.802532
"2010-07-09",22.724443,23.102222,22.577778,23.062222,1302075,20.887056
"2010-07-12",22.959999,22.973333,22.617779,22.799999,1321425,20.649569
"2010-07-13",23.084444,23.16,22.92,23.017778,1951875,20.846811
"2010-07-14",22.875557,22.888889,22.382221,22.635555,1445175,20.500639
"2010-07-15",22.662222,22.67111,22.053333,22.40889,2149875,20.295345
"2010-07-16",22.200001,22.200001,21.706667,21.773333,2341575,19.719736
"2010-07-19",21.862223,22.071112,21.542221,21.915556,1279350,19.848543
"2010-07-20",21.43111,22.364445,21.43111,22.360001,1443600,20.251074
"2010-07-21",22.622223,22.622223,21.777779,21.822222,1856700,19.764013
"2010-07-22",22.151112,22.515556,22.044443,22.43111,1935450,20.315475
"2010-07-23",22.43111,22.848888,22.24889,22.768888,1582875,20.621401
"2010-07-26",22.848888,22.982222,22.662222,22.928888,924300,20.766306
"2010-07-27",23.177778,23.213333,22.924444,23.111111,1904850,20.931339
"2010-07-28",23.066668,23.142221,22.884443,23.093332,2412450,20.915234
"2010-07-29",23.462221,24.435556,22.982222,23.711111,6592950,21.474749
"2010-07-30",23.52,23.906668,23.355556,23.586666,2525850,21.362038
"2010-08-02",24.088888,24.333332,23.844444,24.168888,2167200,21.889349
"2010-08-03",24.071112,24.084444,23.711111,23.742222,1511550,21.502924
"2010-08-04",23.777779,23.795555,23.311111,23.622223,2845125,21.394241
"2010-08-05",23.466667,23.764444,23.337778,23.711111,1379250,21.474749
"2010-08-06",23.435556,23.688889,23.280001,23.67111,1390725,21.438519
"2010-08-09",23.782223,24.066668,23.755556,23.995556,1395450,21.732365
"2010-08-10",23.728889,23.915556,23.604445,23.777779,1692225,21.535131
"2010-08-11",23.466667,23.466667,22.946667,22.955557,1996425,20.790449
"2010-08-12",22.706667,22.786667,22.497778,22.684444,1685250,20.544914
"2010-08-13",22.675556,22.875557,22.48,22.502222,1505250,20.379879
"2010-08-16",22.4,22.52,22.262222,22.373333,1860525,20.263149
"2010-08-17",22.635555,22.875557,22.497778,22.733334,3039300,20.58919
"2010-08-18",22.728889,22.977777,22.462221,22.862223,1177200,20.705923
"2010-08-19",22.737778,22.817778,22.115557,22.164444,2136825,20.073957
"2010-08-20",21.995556,22.08,21.764444,21.995556,2238975,19.920996
"2010-08-23",22.075556,22.257778,21.964443,22.048889,1712475,19.969301
"2010-08-24",21.724443,21.777779,21.311111,21.48,2706750,19.454073
"2010-08-25",21.284445,21.728889,21.022223,21.666668,2504925,19.623125
"2010-08-26",21.808889,21.915556,21.546667,21.595556,1939725,19.558716
"2010-08-27",21.693333,22.342222,21.4,22.342222,2282400,20.234968
"2010-08-30",22.222221,22.24,21.626667,21.653334,1575000,19.611059
"2010-08-31",21.573334,22.022223,21.48,21.933332,2028150,19.864647
"2010-09-01",22.271111,22.808889,22.177778,22.795555,1634625,20.64555
"2010-09-02",22.844444,22.915556,22.577778,22.822222,2296800,20.669693
"2010-09-03",23.111111,23.275557,22.986668,23.222221,1610550,21.031971
"2010-09-07",23.044443,23.084444,22.742222,22.75111,1251225,20.605297
"2010-09-08",22.791111,23.088888,22.768888,22.92,1404225,20.758251
"2010-09-09",23.280001,23.360001,23.035557,23.151112,1769400,20.967567
"2010-09-10",23.186666,23.457779,22.973333,23.404444,1447425,21.197006
"2010-09-13",23.684444,23.942223,23.573334,23.879999,1410300,21.627708
"2010-09-14",23.831112,24.440001,23.626667,24.093332,2417625,21.820921
"2010-09-15",23.866667,24.168888,23.697779,24.133333,1611900,21.857145
"2010-09-16",24.048889,24.084444,23.715555,23.946667,1464525,21.688086
"2010-09-17",24.008888,24.191111,23.866667,23.911112,1942200,21.655884
"2010-09-20",24.048889,24.466667,23.986668,24.333332,1564425,22.03828
"2010-09-21",24.346666,24.808889,24.271111,24.515556,1534500,22.203312
"2010-09-22",24.43111,24.51111,23.848888,24.004444,1856700,21.740417
"2010-09-23",23.719999,23.853333,23.413334,23.475555,1545300,21.261412
"2010-09-24",23.808889,24.244444,23.742222,24.164444,2016000,21.885319
"2010-09-27",24.097778,24.097778,23.711111,23.786667,1372050,21.543179
"2010-09-28",23.773333,24.08,23.444445,24.013332,1731375,21.748466
"2010-09-29",23.813334,23.884443,23.604445,23.715555,1572075,21.542562
"2010-09-30",23.933332,23.991112,23.546667,23.617779,1743525,21.453753
"2010-10-01",23.786667,23.911112,23.555555,23.702223,1635075,21.53046
"2010-10-04",23.662222,23.702223,23.297777,23.497778,1488375,21.344748
"2010-10-05",23.706667,24.391111,23.377777,24.373333,2410425,22.140081
"2010-10-06",24.297777,24.346666,24.026667,24.217777,1472400,21.998775
"2010-10-07",24.284445,24.288889,23.866667,23.986668,947250,21.788836
"2010-10-08",23.951111,24.275557,23.875557,24.191111,798975,21.97455
"2010-10-11",24.142221,24.266666,24.111111,24.182222,477675,21.966476
"2010-10-12",24.066668,24.346666,23.84,24.297777,1315800,22.071436
"2010-10-13",24.440001,24.586666,24.315556,24.395555,1112175,22.160261
"2010-10-14",24.288889,24.724443,24.053333,24.266666,1225800,22.043182
"2010-10-15",24.457779,24.528889,23.982222,24.222221,1280475,22.00281
"2010-10-18",24.266666,24.595556,24.24889,24.555555,838575,22.305603
"2010-10-19",24.177778,24.493334,23.942223,24.071112,1422450,21.865547
"2010-10-20",24.088888,24.502222,23.986668,24.435556,1459350,22.196592
"2010-10-21",24.613333,24.848888,24.368889,24.613333,888300,22.358086
"2010-10-22",24.653334,24.715555,24.542221,24.608889,963675,22.354048
"2010-10-25",24.799999,24.946667,24.626667,24.67111,855450,22.410564
"2010-10-26",24.528889,24.84,24.466667,24.777779,1434825,22.507463
"2010-10-27",24.502222,24.773333,24.275557,24.697779,1428300,22.434792
"2010-10-28",24.968889,25.737778,24.968889,25.475555,2202975,23.141304
"2010-10-29",25.448889,25.555555,25.253332,25.457779,1073700,23.125158
"2010-11-01",25.555555,25.684444,24.951111,25.142221,1577925,22.838514
"2010-11-02",25.422222,25.675556,25.40889,25.528889,904725,23.189754
"2010-11-03",25.551111,25.728889,25.373333,25.644444,1359900,23.294718
"2010-11-04",25.902222,26.32889,25.884443,26.297777,1517175,23.888187
"2010-11-05",26.244444,26.608889,26.075556,26.333332,1382850,23.920494
"2010-11-08",26.164444,26.266666,25.888889,26.16,916875,23.763035
"2010-11-09",26.24889,26.346666,25.946667,26.066668,1421775,23.678255
"2010-11-10",26.044443,26.342222,25.755556,26.324444,1690425,23.912415
"2010-11-11",26.071112,26.195557,25.693333,25.986668,1476000,23.605585
"2010-11-12",25.782223,25.968889,25.631111,25.773333,1230975,23.411797
"2010-11-15",25.92,26.333332,25.831112,25.995556,988425,23.613657
"2010-11-16",25.826668,25.897778,25.515556,25.608889,1664325,23.262423
"2010-11-17",25.506666,25.826668,25.506666,25.746668,884250,23.387575
"2010-11-18",26.115557,26.355556,26.048889,26.226667,973125,23.823593
"2010-11-19",26.173332,26.217777,25.964443,26.208889,1229625,23.807453
"2010-11-22",26.075556,26.182222,25.693333,26.133333,804825,23.738811
"2010-11-23",25.813334,25.902222,25.542221,25.879999,1505250,23.50869
"2010-11-24",26.004444,26.173332,25.906668,26.164444,1075050,23.767075
"2010-11-26",25.946667,26.031111,25.835556,25.844444,615150,23.476393
"2010-11-29",25.688889,25.991112,25.471111,25.937778,1847250,23.561176
"2010-11-30",25.675556,25.937778,25.51111,25.542221,2497950,23.201866
"2010-12-01",26.026667,26.204445,25.982222,26.173332,1967400,23.775145
"2010-12-02",26.257778,26.888889,26.253332,26.791111,1659150,24.336325
"2010-12-03",26.573334,27.071112,26.546667,27,1166400,24.526073
"2010-12-06",26.906668,27.288889,26.799999,27.062222,1600650,24.58259
"2010-12-07",27.377777,27.4,27.071112,27.146667,1330650,24.659296
"2010-12-08",27.155556,27.506666,27.040001,27.435556,1276425,24.921717
"2010-12-09",27.64889,27.933332,27.35111,27.462221,1224900,24.945942
"2010-12-10",27.280001,27.453333,26.871111,27.440001,2067525,24.925755
"2010-12-13",27.613333,27.746668,27.373333,27.551111,1383525,25.02669
"2010-12-14",27.542221,27.67111,27.253332,27.333332,1349550,24.828859
"2010-12-15",26.844444,27.422222,26.795555,26.866667,1936350,24.404953
"2010-12-16",26.964443,27.031111,26.706667,26.799999,1642050,24.344398
"2010-12-17",26.84,26.977777,26.76,26.844444,1574100,24.384762
"2010-12-20",26.928888,27.044443,26.768888,26.888889,935100,24.42514
"2010-12-21",26.986668,27.084444,26.911112,27.031111,609525,24.554333
"2010-12-22",27.106667,27.24,27.084444,27.208889,702675,24.715816
"2010-12-23",27.151112,27.235556,26.959999,27.022223,594450,24.546253
"2010-12-27",26.937778,27.120001,26.831112,27.008888,550125,24.53414
"2010-12-28",27.075556,27.137777,26.76,26.937778,533025,24.469547
"2010-12-29",27,27.040001,26.782223,26.888889,780075,24.42514
"2010-12-30",26.871111,26.897778,26.6,26.626667,523350,24.186941
"2010-12-31",26.555555,26.764444,26.542221,26.551111,666225,24.118313
"2011-01-03",26.84,27.048889,26.719999,26.968889,924750,24.497808
"2011-01-04",26.879999,27.253332,26.755556,27.16,3173175,24.736633
"2011-01-05",26.986668,27.506666,26.906668,27.471111,2226150,25.019985
"2011-01-06",27.422222,27.515556,27.231112,27.324444,1269675,24.886404
"2011-01-07",27.342222,27.555555,27,27.271111,1210050,24.83783
"2011-01-10",27.071112,27.426666,26.844444,27.32,1295325,24.882357
"2011-01-11",27.417778,27.506666,26.946667,27.088888,1745550,24.671871
"2011-01-12",27.364445,27.582222,27.280001,27.391111,821475,24.947132
"2011-01-13",27.417778,27.466667,27.142221,27.24889,862425,24.817598
"2011-01-14",27.204445,27.386667,27.053333,27.360001,1131750,24.918797
"2011-01-18",27.475555,27.537779,27.191111,27.288889,911475,24.854031
"2011-01-19",27.084444,27.324444,27.008888,27.142221,1227825,24.720438
"2011-01-20",27.128889,27.40889,27.031111,27.151112,1264725,24.728539
"2011-01-21",27.315556,27.475555,27.106667,27.288889,933975,24.854031
"2011-01-24",27.297777,27.426666,27.075556,27.422222,1129050,24.975458
"2011-01-25",27.368889,27.684444,27.262222,27.67111,1134450,25.202143
"2011-01-26",27.706667,27.995556,27.697779,27.902222,1166850,25.412626
"2011-01-27",27.844444,28.333332,27.764444,28.231112,1317825,25.712181
"2011-01-28",28.204445,28.217777,27.688889,27.724443,1723275,25.250717
"2011-01-31",27.773333,27.959999,27.666668,27.688889,1367325,25.21833
"2011-02-01",27.853333,28.244444,27.848888,28.186666,1524600,25.671694
"2011-02-02",28.08,28.253332,27.866667,27.897778,957150,25.408585
"2011-02-03",27.875557,27.924444,27.604445,27.879999,1094400,25.392389
"2011-02-04",27.879999,28.32,27.764444,28.266666,1282050,25.744564
"2011-02-07",27.924444,28.67111,27.924444,28.631111,1485675,26.076488
"2011-02-08",28.684444,28.688889,28.417778,28.662222,1112400,26.104824
"2011-02-09",28.440001,28.715555,28.413334,28.688889,1331325,26.129105
"2011-02-10",28.137777,28.24,27.666668,27.924444,2474325,25.432873
"2011-02-11",27.773333,28.24,27.773333,28.195557,1844325,25.679794
"2011-02-14",28.173332,28.24889,27.902222,28.008888,1112625,25.509789
"2011-02-15",27.933332,28.142221,27.879999,28.128889,1414800,25.619076
"2011-02-16",28.213333,28.462221,28.035557,28.404444,625500,25.870045
"2011-02-17",28.293333,28.866667,28.173332,28.764444,1053225,26.19792
"2011-02-18",28.84,29.253332,28.786667,29.088888,1584450,26.49342
"2011-02-22",28.746668,28.835556,28.386667,28.555555,1334025,26.007673
"2011-02-23",28.48,28.742222,28.146667,28.257778,1478925,25.736462
"2011-02-24",28.191111,28.360001,27.915556,28.182222,1052775,25.667652
"2011-02-25",28.342222,28.622223,28.204445,28.608889,613350,26.056248
"2011-02-28",28.622223,29.053333,28.622223,29,1473975,26.412457
"2011-03-01",29.111111,29.200001,28.67111,28.711111,1892925,26.149345
"2011-03-02",28.631111,28.675556,28.24889,28.40889,1822500,25.874096
"2011-03-03",28.68,28.933332,28.662222,28.862223,1265850,26.286983
"2011-03-04",28.911112,29.084444,28.742222,29.048889,1388925,26.456987
"2011-03-07",29.155556,29.32889,28.559999,28.666668,1354725,26.108868
"2011-03-08",28.755556,29.271111,28.608889,29.168888,1110150,26.56628
"2011-03-09",29.142221,29.266666,28.902222,28.942223,617625,26.359833
"2011-03-10",28.675556,28.893333,28.537779,28.67111,1174950,26.112917
"2011-03-11",28.484444,29.115557,28.475555,28.959999,1236825,26.376026
"2011-03-14",28.688889,28.742222,28.4,28.635555,1290600,26.080532
"2011-03-15",27.866667,28.639999,27.559999,28.40889,1836900,25.874096
"2011-03-16",28.324444,28.484444,27.64889,27.959999,1778625,25.465256
"2011-03-17",28.368889,28.440001,28.137777,28.355556,1245825,25.825518
"2011-03-18",28.639999,29.008888,28.448889,28.782223,2271375,26.214117
"2011-03-21",29.088888,29.333332,29.004444,29.280001,1229175,26.667477
"2011-03-22",29.280001,29.466667,28.928888,28.937778,1154925,26.355787
"2011-03-23",28.875557,29.040001,28.64889,28.982222,1474425,26.396263
"2011-03-24",29.102222,29.164444,28.786667,28.924444,621225,26.343639
"2011-03-25",29.031111,29.391111,28.911112,29.337778,1093050,26.720097
"2011-03-28",29.4,29.551111,29.257778,29.346666,1438875,26.728191
"2011-03-29",29.275557,29.386667,29.133333,29.271111,2035575,26.659382
"2011-03-30",29.364445,29.555555,29.24,29.280001,1913400,26.732418
"2011-03-31",29.195557,29.546667,29.115557,29.546667,2648250,26.975887
"2011-04-01",29.644444,29.973333,29.644444,29.897778,1654200,27.296448
"2011-04-04",29.92,30.16,29.853333,30.155556,1564425,27.531792
"2011-04-05",30.133333,30.226667,29.768888,29.888889,1356300,27.28833
"2011-04-06",29.888889,30.084444,29.862223,30.044443,1210950,27.430347
"2011-04-07",30,30.24889,29.799999,30.031111,1688175,27.41818
"2011-04-08",30.177778,30.177778,29.48,29.626667,1315575,27.048927
"2011-04-11",29.697779,29.986668,29.608889,29.813334,914625,27.219355
"2011-04-12",29.657778,29.844444,29.542221,29.733334,1298475,27.146305
"2011-04-13",29.902222,29.991112,29.453333,29.595556,1085850,27.020525
"2011-04-14",29.475555,29.475555,29.155556,29.32889,1306800,26.777056
"2011-04-15",29.457779,29.559999,29.146667,29.502222,1419975,26.935308
"2011-04-18",29.146667,29.146667,28.808889,28.973333,1469925,26.45244
"2011-04-19",29.008888,29.200001,28.799999,29.177778,1271025,26.639086
"2011-04-20",29.537779,29.75111,29.395555,29.435556,1214325,26.874443
"2011-04-21",29.59111,29.746668,29.417778,29.688889,598500,27.105728
"2011-04-25",29.635555,29.711111,29.360001,29.440001,709650,26.878498
"2011-04-26",29.622223,29.808889,29.542221,29.697779,1319400,27.11385
"2011-04-27",29.337778,29.564444,28.631111,29.422222,3765150,26.862261
"2011-04-28",29.4,29.742222,29.222221,29.59111,2076975,27.016462
"2011-04-29",29.613333,29.791111,29.515556,29.742222,1192500,27.154425
"2011-05-02",29.857779,29.986668,29.364445,29.453333,1720125,26.890675
"2011-05-03",29.40889,29.702223,29.377777,29.622223,1827450,27.044865
"2011-05-04",29.573334,29.786667,29.382221,29.444445,1687050,26.882557
"2011-05-05",29.360001,29.364445,28.968889,29.026667,1755000,26.501125
"2011-05-06",29.288889,29.475555,28.937778,29.231112,1751850,26.687786
"2011-05-09",29.195557,29.382221,29,29.257778,1344825,26.712128
"2011-05-10",29.342222,29.684444,29.293333,29.613333,1907100,27.036749
"2011-05-11",29.551111,29.733334,29.368889,29.533333,1480725,26.963709
"2011-05-12",29.475555,29.719999,29.204445,29.653334,1811250,27.073261
"2011-05-13",29.644444,29.711111,29.280001,29.32889,1508625,26.777056
"2011-05-16",29.244444,29.733334,29.200001,29.626667,1317825,27.048927
"2011-05-17",29.506666,29.808889,29.440001,29.724443,1312650,27.138199
"2011-05-18",29.724443,29.893333,29.59111,29.862223,1632375,27.263981
"2011-05-19",29.888889,30.057777,29.795555,30.004444,1033425,27.393827
"2011-05-20",29.968889,30.111111,29.657778,29.706667,1882575,27.121969
"2011-05-23",29.346666,29.48,29.275557,29.306667,1127025,26.756771
"2011-05-24",29.360001,29.457779,29.111111,29.133333,1473975,26.598511
"2011-05-25",28.991112,29.24,28.906668,29.120001,1754325,26.586338
"2011-05-26",29.044443,29.222221,28.968889,29.164444,1950075,26.626917
"2011-05-27",29.226667,29.40889,29.177778,29.306667,1275300,26.824219
"2011-05-31",29.528889,29.644444,29.40889,29.466667,2040075,26.970665
"2011-06-01",29.364445,29.391111,28.764444,28.777779,1948050,26.340126
"2011-06-02",28.879999,29.088888,28.768888,29.048889,1807425,26.588274
"2011-06-03",28.644444,28.888889,28.515556,28.6,1879875,26.17741
"2011-06-06",28.48889,28.75111,28.395555,28.466667,1602675,26.055367
"2011-06-07",28.622223,28.68,28.297777,28.311111,1936575,25.912991
"2011-06-08",28.315556,28.342222,27.942223,28.235556,2162025,25.843832
"2011-06-09",28.35111,28.417778,28.200001,28.235556,2259000,25.843832
"2011-06-10",28.115557,28.346666,27.884443,28.075556,1760175,25.697388
"2011-06-13",28.062222,28.164444,27.928888,28.044443,2607300,25.668907
"2011-06-14",28.280001,28.404444,28.120001,28.275557,4079925,25.880442
"2011-06-15",28.062222,28.200001,27.32889,27.333332,2989350,25.018034
"2011-06-16",27.417778,27.817778,27.368889,27.764444,1920375,25.412626
"2011-06-17",27.92,28.128889,27.773333,27.964443,2131200,25.595688
"2011-06-20",27.835556,28.173332,27.817778,27.937778,1779975,25.571283
"2011-06-21",28.075556,28.271111,28.044443,28.115557,2158875,25.733997
"2011-06-22",28.017778,28.280001,27.844444,27.866667,1422450,25.506186
"2011-06-23",27.546667,27.915556,27.284445,27.879999,2113425,25.518394
"2011-06-24",27.92,28.004444,27.497778,27.777779,2082600,25.424828
"2011-06-27",27.844444,28.111111,27.826668,27.933332,1541475,25.567207
"2011-06-28",28,28.173332,27.911112,28.16,1281600,25.774677
"2011-06-29",28.32889,28.395555,28.142221,28.346666,1343250,25.945532
"2011-06-30",28.422222,28.693333,28.35111,28.506666,1399275,26.09198
"2011-07-01",28.533333,28.76,28.360001,28.68,1581075,26.250626
"2011-07-05",28.780001,28.866667,28.299999,28.620001,1240350,26.195713
"2011-07-06",28.106667,28.74,27.913334,28.66,1046250,26.232323
