"dates","RTX.Open","RTX.High","RTX.Low","RTX.Close","RTX.Volume","RTX.Adjusted"
"2010-03-01",43.322845,43.926998,43.322845,43.826305,5884385,33.708786
"2010-03-02",43.983639,44.052864,43.826305,43.895531,9464561,33.762047
"2010-03-03",43.952171,44.292007,43.694145,43.801132,7683768,33.689419
"2010-03-04",43.838894,44.55003,43.826305,44.285713,8980551,34.062153
"2010-03-05",44.411579,44.877281,44.411579,44.839523,6447209,34.488102
"2010-03-08",44.801762,44.946507,44.531151,44.531151,6385397,34.250923
"2010-03-09",45.003147,45.468849,44.782883,45.173065,8835635,34.744656
"2010-03-10",45.292637,45.44997,44.921333,45.179359,7788960,34.749493
"2010-03-11",45.280048,45.336689,44.845814,45.336689,7919099,34.870487
"2010-03-12",45.179359,45.594715,44.770294,45.015732,9225098,34.623634
"2010-03-15",45.003147,45.380741,44.883575,45.210823,8680866,34.773685
"2010-03-16",45.292637,45.626179,45.053493,45.563248,8190501,35.04475
"2010-03-17",45.707993,45.81498,45.349277,45.431087,7128731,34.943104
"2010-03-18",45.361862,45.657646,45.349277,45.626179,5044439,35.093155
"2010-03-19",46.091881,46.406544,45.764633,46.091881,14617370,35.451344
"2010-03-22",45.726871,45.959724,45.670235,45.695408,8226094,35.146404
"2010-03-23",45.764633,46.047829,45.676525,45.997482,7887955,35.378742
"2010-03-24",45.928257,46.280682,45.789806,45.966015,6643450,35.354542
"2010-03-25",46.198868,46.45689,46.054123,46.11076,6254781,35.465866
"2010-03-26",46.230335,46.614223,46.230335,46.331024,7617189,35.635269
"2010-03-29",46.438011,46.771553,46.337318,46.570171,4821026,35.819218
"2010-03-30",46.708622,47.105099,46.538704,46.651981,4570123,35.882149
"2010-03-31",46.526115,46.777847,46.205158,46.324734,5977182,35.63044
"2010-04-01",46.488358,46.872246,46.280682,46.651981,5492061,35.882149
"2010-04-05",46.771553,47.16803,46.708622,47.105099,7158445,36.230679
"2010-04-06",46.910007,47.180618,46.834488,46.991817,5862774,36.143536
"2010-04-07",46.916302,46.972939,46.274387,46.563877,8303161,35.814381
"2010-04-08",46.37508,46.513531,46.117054,46.381371,5328394,35.674007
"2010-04-09",46.387665,46.570171,46.198868,46.563877,4478279,35.814381
