"dates","RTX.Open","RTX.High","RTX.Low","RTX.Close","RTX.Volume","RTX.Adjusted"
"2010-04-12",46.796726,46.796726,46.312145,46.419132,6029619,35.703049
"2010-04-13",46.305855,46.387665,45.89679,46.230335,7019090,35.557838
"2010-04-14",46.148521,46.601635,46.022655,46.570171,5377017,35.819218
"2010-04-15",46.500942,47.023285,46.419132,46.95406,5340311,36.114487
"2010-04-16",46.985523,47.061047,46.073002,46.37508,12028094,35.669163
"2010-04-19",46.230335,46.4506,45.940842,46.419132,8139335,35.703049
"2010-04-20",46.651981,46.998112,46.11076,46.696033,7909883,35.916023
"2010-04-21",46.337318,48.51479,46.337318,48.414097,17012311,37.237465
"2010-04-22",48.2253,48.300819,47.791065,48.099434,13681926,36.995457
"2010-04-23",48.156075,48.319698,47.690372,48.124607,7485620,37.014809
"2010-04-26",48.187538,48.508495,47.992447,48.080555,5493650,36.98093
"2010-04-27",47.960983,48.049088,46.614223,46.771553,9910752,35.974113
"2010-04-28",46.972939,47.136562,46.293266,46.985523,9728811,36.138687
"2010-04-29",47.394588,48.049088,47.30019,47.841412,7904163,36.796986
"2010-04-30",47.841412,48.137192,47.136562,47.16803,8053847,36.279064
"2010-05-03",47.363121,48.067966,47.287601,48.005035,6539688,36.922844
"2010-05-04",47.583385,47.583385,46.224041,46.67086,8622867,35.896671
"2010-05-05",46.312145,46.765263,45.833858,46.312145,9818908,35.620762
"2010-05-06",45.972309,46.570171,41.013214,44.833229,14730030,34.483269
"2010-05-07",44.587791,44.97168,43.33543,43.713028,16350810,33.621674
"2010-05-10",45.651352,46.161106,45.311516,45.966015,12222906,35.354542
"2010-05-11",45.52549,46.727501,45.519196,46.022655,9488555,35.398102
"2010-05-12",45.972309,46.211452,45.676525,46.03524,8051781,35.614769
"2010-05-13",46.010071,46.639397,45.770924,45.852737,8387854,35.473568
"2010-05-14",45.53178,45.695408,44.487099,45.047199,10564784,34.85038
"2010-05-17",45.129013,45.311516,44.002518,44.701069,9502856,34.582584
"2010-05-18",45.034615,45.273758,44.354939,44.480804,9596924,34.412186
"2010-05-19",44.153557,44.524857,43.209564,43.643803,13508566,33.764645
"2010-05-20",42.668346,43.146633,41.762115,41.806168,17311837,32.342979
"2010-05-21",40.641914,42.234112,40.641914,41.812462,16885985,32.347839
"2010-05-24",41.950912,42.032726,41.415985,41.617371,8493364,32.196922
"2010-05-25",40.490875,41.730648,40.144745,41.63625,12486998,32.211521
"2010-05-26",42.051605,42.636879,41.535557,41.629955,10424635,32.206654
"2010-05-27",42.378857,42.863438,42.158588,42.863438,8064811,33.160923
"2010-05-28",42.951542,43.052235,42.190056,42.40403,7642137,32.8055
"2010-06-01",41.90686,42.460667,41.491505,41.567024,8146644,32.15797
"2010-06-02",41.831341,42.498428,41.510384,42.454372,6833336,32.844448
"2010-06-03",42.643173,42.951542,42.341095,42.69981,6216486,33.034332
"2010-06-04",41.925739,42.045311,40.830711,40.994335,10265417,31.714909
"2010-06-07",41.069855,41.189426,39.741978,39.78603,13205702,30.780113
"2010-06-08",39.804909,40.446823,39.57206,40.409061,11799120,31.262114
"2010-06-09",40.560101,40.786659,39.817493,39.911896,12709458,30.877485
"2010-06-10",40.610447,41.296413,40.188797,41.2146,9332833,31.885309
"2010-06-11",40.862179,41.718063,40.623032,41.680302,7283340,32.245613
"2010-06-14",41.843925,42.687225,41.812462,42.101952,10580992,32.571804
"2010-06-15",42.177471,43.209564,42.139709,43.171806,7857605,33.39949
"2010-06-16",42.90749,43.241032,42.825676,43.165512,6447685,33.394634
"2010-06-17",43.203274,43.234737,42.611706,43.146633,6910561,33.38002
"2010-06-18",43.203274,43.580868,43.115166,43.536816,9832414,33.681881
"2010-06-21",44.266834,44.443047,43.448711,43.656387,7181327,33.774391
"2010-06-22",43.612335,43.845184,42.69981,42.787918,6670781,33.102497
"2010-06-23",42.90749,43.228447,42.454372,42.787918,8057660,33.102497
"2010-06-24",42.724983,43.115166,42.265575,42.385147,8748716,32.790901
"2010-06-25",42.435493,42.724983,42.045311,42.706104,12584086,33.039192
"2010-06-28",42.737572,42.769035,42.051605,42.234112,5268806,32.674042
"2010-06-29",41.592197,42.020138,40.478287,40.887352,11168128,31.632139
"2010-06-30",40.899937,41.441158,40.547516,40.84959,10425906,31.602924
"2010-07-01",40.811832,40.84959,40.037762,40.522343,9020594,31.349749
"2010-07-02",40.560101,40.862179,40.176212,40.459408,6338203,31.301071
"2010-07-06",40.786659,41.044682,40.220264,40.648205,9184420,31.447121
"2010-07-07",40.654499,41.90686,40.629326,41.881687,8351307,32.401394
"2010-07-08",42.208935,42.315922,41.718063,42.309628,5780623,32.732468
"2010-07-09",42.341095,42.605412,42.089363,42.48584,4639244,32.868805
"2010-07-12",42.27816,42.536186,41.705475,41.963497,6017861,32.464695
"2010-07-13",42.27816,42.995594,42.27816,42.643173,8002045,32.990524
"2010-07-14",42.561359,43.008183,42.40403,42.800503,5468226,33.112232
"2010-07-15",42.769035,43.020767,42.27187,42.888611,6896578,33.180401
"2010-07-16",42.762745,42.806797,41.460037,41.554436,7148434,32.148224
"2010-07-19",41.799873,42.101952,41.611076,41.780994,7518671,32.323509
"2010-07-20",41.378223,42.630585,41.378223,42.504719,8352420,32.883411
"2010-07-21",42.586533,43.25362,41.869099,42.183762,10485334,32.63509
"2010-07-22",42.800503,43.996223,42.800503,43.75708,8263595,33.852276
"2010-07-23",43.725613,44.770294,43.524227,44.619259,7406329,34.519302
"2010-07-26",44.443047,45.179359,44.273129,45.053493,7206751,34.855236
"2010-07-27",45.286343,45.292637,44.524857,44.738831,7337208,34.611801
"2010-07-28",44.726242,44.977974,44.543739,44.751415,5819077,34.621544
"2010-07-29",44.984268,45.311516,44.361233,44.776588,8201624,34.641014
"2010-07-30",44.405285,44.996853,43.920704,44.745125,7509137,34.616684
"2010-08-02",45.336689,45.846443,45.166771,45.695408,6033274,35.351852
"2010-08-03",45.468849,45.802391,45.298931,45.330395,5653344,35.069469
"2010-08-04",45.443676,45.903084,45.349277,45.733166,4461594,35.381069
"2010-08-05",45.550659,46.161106,45.380741,46.066708,4872033,35.639111
"2010-08-06",45.563248,46.073002,45.11013,45.770924,5106410,35.410267
"2010-08-09",46.154816,46.318439,45.871616,46.161106,4236910,35.712139
"2010-08-10",45.827564,46.4506,45.267464,46.186279,6505207,35.731617
"2010-08-11",45.412209,45.519196,44.537445,44.852108,7689012,34.699436
"2010-08-12",44.273129,44.644428,44.235367,44.417873,4547718,34.363491
"2010-08-13",44.222782,44.669605,44.134678,44.493393,3929279,34.421917
"2010-08-16",44.17873,44.543739,43.738201,44.273129,4123296,34.251518
"2010-08-17",44.587791,44.88987,43.996223,44.373821,10305142,34.329422
"2010-08-18",44.266834,44.430458,43.606041,44.008812,7856969,34.253506
"2010-08-19",43.813721,44.140968,42.806797,43.115166,9650474,33.557949
"2010-08-20",42.511013,43.234737,42.422909,42.869728,6073794,33.366909
"2010-08-23",43.134048,43.404655,42.297043,42.303333,6284495,32.926071
"2010-08-24",41.743237,41.894272,41.151669,41.321587,8400249,32.161934
"2010-08-25",40.994335,41.378223,40.63562,41.069855,10498364,31.966005
"2010-08-26",41.227188,41.42857,40.874763,40.937698,8889819,31.86315
"2010-08-27",41.529263,41.963497,40.899937,41.894272,8063539,32.607677
"2010-08-30",41.831341,41.831341,41.151669,41.151669,5356678,32.02969
"2010-08-31",40.98175,41.365639,40.698551,41.038387,8261847,31.941515
"2010-09-01",41.554436,42.529892,41.334171,42.397736,8312059,32.999531
"2010-09-02",42.234112,42.441788,42.108246,42.441788,6097470,33.033829
"2010-09-03",42.813091,43.146633,42.466961,42.957836,6858124,33.435486
"2010-09-07",42.800503,43.052235,42.586533,42.781624,5973528,33.298344
"2010-09-08",42.83197,43.385777,42.813091,43.089993,4882838,33.538345
"2010-09-09",43.643803,43.706734,42.951542,43.184395,4269325,33.611828
"2010-09-10",43.360603,43.517937,43.096287,43.354313,4808950,33.744076
"2010-09-13",43.631214,43.926998,42.970421,43.291378,7113635,33.69508
"2010-09-14",43.247326,43.618629,43.020767,43.247326,5509222,33.660805
"2010-09-15",43.234737,43.234737,42.825676,42.964127,5867700,33.440372
"2010-09-16",42.894901,43.222153,42.794209,43.127754,4454444,33.567738
"2010-09-17",43.385777,43.820011,43.146633,43.75708,8264866,34.057556
"2010-09-20",43.864063,44.443047,43.580868,44.285713,4700262,34.469028
"2010-09-21",44.386406,44.820641,44.229076,44.430458,7102194,34.58168
"2010-09-22",44.323475,44.81435,44.323475,44.417873,4858209,34.57188
"2010-09-23",44.027691,44.411579,43.813721,43.926998,5423257,34.189816
"2010-09-24",44.329765,45.11013,44.329765,44.996853,4752858,35.022518
"2010-09-27",44.89616,44.97168,44.587791,44.625549,5921726,34.733517
"2010-09-28",44.776588,45.18565,44.078037,45.059788,5552443,35.071507
"2010-09-29",44.870987,45.173065,44.789177,44.990559,4657836,35.017616
"2010-09-30",45.198238,45.903084,44.68219,44.826935,7969312,34.890274
"2010-10-01",45.11013,45.330395,44.669605,44.764004,7940551,34.841301
"2010-10-04",45.273758,45.330395,44.197609,44.386406,7035139,34.547382
"2010-10-05",44.877281,45.827564,44.833229,45.632473,8804967,35.517239
"2010-10-06",45.550659,45.909378,45.550659,45.859032,6279410,35.693581
"2010-10-07",45.827564,45.972309,45.569542,45.802391,4792265,35.649494
"2010-10-08",45.934551,46.066708,45.500317,45.884205,5569763,35.713181
"2010-10-11",46.010071,46.010071,45.695408,45.89679,3900359,35.722969
"2010-10-12",45.689114,46.11076,45.18565,45.928257,6256846,35.747467
"2010-10-13",46.261799,46.947765,46.1674,46.683449,7930540,36.335258
"2010-10-14",46.689743,46.696033,46.192574,46.66457,7709987,36.320564
"2010-10-15",46.784142,47.117683,46.192574,46.633102,7423490,36.296062
"2010-10-18",46.740089,47.136562,46.557583,46.922592,6089048,36.521389
"2010-10-19",46.444305,46.683449,45.846443,46.324734,9228594,36.056053
"2010-10-20",45.31781,46.74638,45.261169,46.519825,13922500,36.207901
"2010-10-21",46.771553,47.564507,46.727501,47.180618,14042946,36.72221
"2010-10-22",47.356827,47.356827,46.87854,47.161736,5029344,36.707531
"2010-10-25",47.488987,47.558212,47.073631,47.205791,6465482,36.741802
"2010-10-26",46.865952,47.08622,46.58905,46.991817,5599795,36.575272
"2010-10-27",46.708622,46.910007,46.129642,46.859661,5272938,36.472401
"2010-10-28",47.205791,47.438641,46.557583,47.0107,4991049,36.589962
"2010-10-29",46.771553,47.123978,46.633102,47.054752,4210850,36.624245
"2010-11-01",47.369415,47.684078,46.639397,46.972939,5405142,36.560577
"2010-11-02",47.331654,47.58968,47.249844,47.356827,4459211,36.85936
"2010-11-03",47.350536,47.533039,46.765263,47.230965,5699425,36.761398
"2010-11-04",47.835117,48.395218,47.488987,47.979862,8743631,37.344292
"2010-11-05",48.137192,48.388924,47.916927,48.300819,7476881,37.594101
"2010-11-08",48.156075,48.401508,48.036503,48.2253,5004238,37.535336
"2010-11-09",48.263058,48.319698,48.042793,48.263058,6054408,37.564709
"2010-11-10",48.162365,48.219006,47.702957,47.923222,6392865,37.300205
"2010-11-11",47.747009,47.797356,47.22467,47.444935,5571670,36.92794
"2010-11-12",47.161736,47.337948,46.834488,47.123978,7581278,36.678135
"2010-11-15",47.212082,47.658905,47.117683,47.394588,7497061,36.888756
"2010-11-16",47.073631,47.161736,46.425426,46.67086,9517792,36.325455
"2010-11-17",46.400253,46.614223,46.211452,46.343613,6192810,36.278645
"2010-11-18",46.790436,47.51416,46.714916,47.218376,5803981,36.963432
"2010-11-19",47.256138,47.45752,46.972939,47.394588,6390958,37.101383
"2010-11-22",47.136562,47.507866,46.733795,47.268723,5470450,37.002853
"2010-11-23",46.80302,46.872246,46.381371,46.683449,6530313,36.544682
"2010-11-24",47.048458,47.960983,46.922592,47.885464,6224749,37.485649
"2010-11-26",47.583385,47.627438,47.325363,47.37571,3120637,37.086594
"2010-11-29",47.023285,47.249844,46.494652,47.073631,6926133,36.850121
"2010-11-30",46.639397,47.633732,46.595345,47.369415,8809098,37.081673
"2010-12-01",48.168659,49.395847,48.168659,49.251102,12631597,38.554703
"2010-12-02",49.332912,49.943359,49.15041,49.528004,7696639,38.771458
"2010-12-03",49.351795,49.597233,49.269981,49.553177,5125320,38.791153
"2010-12-06",49.452484,49.590939,49.232224,49.345501,4288870,38.628593
"2010-12-07",49.974827,49.974827,49.320328,49.427315,7114906,38.692635
"2010-12-08",49.502831,49.729389,48.678413,48.892384,8552475,38.273888
"2010-12-09",49.175583,49.219635,48.722466,48.854626,6138625,38.244328
"2010-12-10",49.395847,49.609818,49.131531,49.339207,6074588,38.623672
"2010-12-13",49.616112,49.616112,49.1567,49.181873,5962723,38.5005
"2010-12-14",48.974197,49.723095,48.974197,49.622402,5639679,38.845356
"2010-12-15",49.534298,49.974827,49.452484,49.685337,6309125,38.894611
"2010-12-16",49.609818,49.874134,49.458778,49.729389,4845814,38.9291
"2010-12-17",49.609818,49.767151,49.326622,49.590939,8559149,38.820728
"2010-12-20",49.955948,50.031467,49.584644,49.65387,4453173,38.869991
"2010-12-21",49.735683,50.012589,49.439899,49.937065,4504338,39.091682
"2010-12-22",49.955948,50.157333,49.760857,50.044052,3374400,39.175442
"2010-12-23",50.025173,50.094398,49.842667,50.031467,2959036,39.165577
"2010-12-27",49.949654,49.968533,49.704216,49.886723,2206803,39.052273
"2010-12-28",50.07552,50.07552,49.741978,49.899307,3283351,39.062115
"2010-12-29",50.006294,50.138451,49.773441,49.779736,2477410,38.968521
"2010-12-30",49.666458,49.79232,49.471367,49.622402,2390492,38.845356
"2010-12-31",49.590939,49.603523,49.244808,49.540592,2831916,38.781311
"2011-01-03",49.836376,49.981121,49.691631,49.71051,4862022,38.91433
"2011-01-04",49.458778,50.018879,49.339207,49.79232,5814151,38.978371
"2011-01-05",49.458778,50.069225,49.458778,49.861549,4481933,39.032555
"2011-01-06",49.974827,50.188797,49.741978,49.811203,5539890,38.993141
"2011-01-07",49.804909,50.151039,49.483952,49.767151,4404549,38.958672
"2011-01-10",49.257397,49.521713,48.967903,49.376968,5246242,38.653221
"2011-01-11",49.465073,49.830082,49.383259,49.666458,5521139,38.879852
"2011-01-12",50.07552,50.283195,49.86784,49.987411,5151856,39.131096
"2011-01-13",50.025173,50.195091,49.811203,50.031467,4281561,39.165577
"2011-01-14",49.842667,49.911896,49.521713,49.767151,7347536,38.958672
"2011-01-18",49.893013,50.188797,49.836376,50.07552,6029778,39.200054
"2011-01-19",50.138451,50.34613,49.823788,50.28949,6529042,39.367558
"2011-01-20",50.106987,50.28949,49.704216,50.062935,6262249,39.19022
"2011-01-21",50.283195,50.660793,50.195091,50.471996,7330375,39.510429
"2011-01-24",50.509754,51.315292,50.509754,51.302708,7533767,40.16074
"2011-01-25",51.264946,51.434864,50.899937,51.434864,7143667,40.264179
"2011-01-26",51.403397,51.573318,50.824417,51.233479,8444264,40.106533
"2011-01-27",51.567024,52.227818,51.478916,51.976086,7071050,40.687855
"2011-01-28",52.152298,52.284454,50.792953,51.246067,7251560,40.116386
"2011-01-31",51.478916,51.598492,50.761486,51.164253,6821100,40.052349
"2011-02-01",51.371933,51.642544,51.246067,51.497795,5600748,40.31345
"2011-02-02",51.504089,51.944618,51.403397,51.705475,4367684,40.476017
"2011-02-03",51.705475,51.799873,51.340466,51.743237,3618471,40.505585
"2011-02-04",51.812462,51.98238,51.611076,51.932034,4503862,40.653374
"2011-02-07",52.139709,52.750156,52.06419,52.649464,5678292,41.214996
"2011-02-08",52.303333,52.825676,52.297043,52.787918,4094059,41.323383
"2011-02-09",52.687225,52.863438,52.372562,52.850849,4909057,41.372646
"2011-02-10",53.096287,53.587162,53.077408,53.33543,7033709,41.751976
"2011-02-11",53.266205,53.782253,53.152927,53.618629,4726481,41.973671
"2011-02-14",53.536816,53.769665,53.429829,53.62492,4423458,41.9786
"2011-02-15",53.561989,53.561989,53.171806,53.448711,4477961,41.84066
"2011-02-16",53.404655,53.574574,53.12146,53.530521,4760326,42.115452
"2011-02-17",53.285084,53.492764,53.020767,53.203274,5271825,41.857979
"2011-02-18",53.32914,53.511642,53.228447,53.499058,6052183,42.09071
"2011-02-22",53.203274,53.297672,52.347389,52.586533,6632645,41.372772
"2011-02-23",52.712399,53.020767,51.762115,52.101952,8321752,40.991512
"2011-02-24",51.994965,52.473255,51.48521,52.057899,5612030,40.95686
"2011-02-25",52.441788,52.580238,52.171177,52.466961,4142841,41.278687
"2011-02-28",52.599117,52.9893,52.429199,52.573948,5097989,41.362862
"2011-03-01",52.69352,52.882317,51.554436,51.655128,6376816,40.639984
"2011-03-02",51.780994,51.944618,51.239773,51.63625,6143074,40.625122
"2011-03-03",51.881687,53.020767,51.825047,52.769035,6330099,41.516342
"2011-03-04",52.662052,52.743862,51.730648,52.146004,6333595,41.026173
"2011-03-07",52.252991,52.680931,51.541851,51.780994,6120987,40.739002
"2011-03-08",51.969791,52.894901,51.699181,52.397736,5492537,41.22422
"2011-03-09",52.315922,52.359974,51.623665,52.164883,6046781,41.041019
"2011-03-10",51.711769,51.76841,50.704845,50.92511,10488989,40.06562
"2011-03-11",50.748898,51.365639,50.509754,51.151669,6648058,40.243885
"2011-03-14",50.811832,51.120201,50.541222,50.811832,5922839,39.976505
"2011-03-15",49.389553,50.352425,48.489616,50.037762,9102110,39.367504
"2011-03-16",49.918186,50.094398,49.207047,49.295155,9778229,38.783264
"2011-03-17",49.955948,50.283195,49.716805,50.025173,7219780,39.357594
"2011-03-18",50.660793,50.918816,50.232849,50.446823,9623937,39.689342
"2011-03-21",51.164253,51.617371,50.92511,51.264946,5181252,40.333
"2011-03-22",51.302708,51.308998,50.704845,50.899937,7172269,40.045818
"2011-03-23",50.887352,51.76841,50.855885,51.516678,6245088,40.531048
"2011-03-24",51.598492,52.171177,51.460037,52.083073,5176485,40.976665
"2011-03-25",52.240402,52.605412,52.101952,52.561359,6383808,41.352959
"2011-03-28",52.706104,52.926369,52.454372,52.529892,5648577,41.328205
"2011-03-29",52.592827,53.020767,52.397736,52.938953,5458692,41.650036
"2011-03-30",53.127754,53.222153,52.844555,53.008183,3879544,41.70451
"2011-03-31",52.850849,53.561989,52.838264,53.272499,5667804,41.912464
"2011-04-01",53.5494,54.090622,53.429829,53.694145,5244018,42.24419
"2011-04-04",53.914413,53.939587,53.442417,53.637508,3298605,42.199642
"2011-04-05",53.492764,53.870358,53.228447,53.744492,3829172,42.283794
"2011-04-06",54.002518,54.115795,53.612335,53.908119,3196909,42.41254
"2011-04-07",53.775959,54.122089,53.278793,53.719318,4106771,42.263992
"2011-04-08",53.88924,54.10321,52.976715,53.373192,4107247,41.99168
"2011-04-11",53.492764,53.845184,53.360603,53.480175,3843314,42.075848
"2011-04-12",53.184395,53.348019,52.548775,52.850849,5190151,41.580723
"2011-04-13",53.165512,53.348019,52.454372,52.995594,5954301,41.694588
"2011-04-14",52.69352,52.876022,52.045311,52.850849,4841047,41.580723
"2011-04-15",52.91378,52.9893,52.334801,52.517307,7090913,41.318306
"2011-04-18",51.994965,52.001259,51.095028,51.415985,8723292,40.451832
"2011-04-19",51.42857,51.900566,51.42857,51.831341,5418172,40.778603
"2011-04-20",53.379482,54.657017,52.863438,54.059158,12631120,42.531364
"2011-04-21",54.210194,54.921333,53.908119,54.81435,9296127,43.125519
"2011-04-25",54.751415,54.808056,54.304592,54.461926,5565949,42.84824
"2011-04-26",54.612965,55.670235,54.518566,55.292637,9534000,43.501816
"2011-04-27",55.361862,55.456261,54.965385,55.292637,5525589,43.501816
"2011-04-28",55.324104,56.286972,55.160477,56.016361,6566701,44.071205
"2011-04-29",56.11076,56.513531,56.003777,56.37508,5788091,44.353424
"2011-05-02",56.658276,57.061047,56.318439,56.639397,6009598,44.561378
"2011-05-03",56.45689,56.941471,56.312145,56.544998,5684965,44.487114
"2011-05-04",56.607929,56.853367,55.81498,56.249214,7102036,44.254391
"2011-05-05",56.066708,56.349907,55.31781,55.714287,7848389,43.833538
"2011-05-06",56.412838,56.991817,55.978603,56.142227,7969947,44.170227
"2011-05-09",55.934551,56.752674,55.934551,56.337318,4106612,44.32373
"2011-05-10",56.519825,56.714916,56.438011,56.519825,5452336,44.467304
"2011-05-11",56.570171,56.752674,56.205158,56.337318,6639319,44.32373
"2011-05-12",56.098175,56.4506,55.852737,56.368786,6038200,44.348476
"2011-05-13",56.582756,56.651981,55.601006,55.997482,5418808,44.056355
"2011-05-16",55.670235,56.1674,55.437382,55.934551,5344443,44.006844
"2011-05-17",55.764633,55.947136,54.81435,55.267464,8123286,43.482018
"2011-05-18",54.782883,55.047199,54.531151,54.845814,9116093,43.387421
"2011-05-19",55.154186,55.796097,55.10384,55.443676,5991960,43.860363
"2011-05-20",55.443676,55.456261,54.751415,55.066078,6249537,43.561657
"2011-05-23",54.380112,54.449341,53.983639,54.17873,6546362,42.859695
"2011-05-24",54.18502,54.317181,53.838894,53.882946,5412293,42.62571
"2011-05-25",53.725613,54.575207,53.62492,54.285713,6423850,42.944324
"2011-05-26",54.159847,54.493393,53.75708,54.367527,5598365,43.009056
"2011-05-27",54.480804,54.594086,54.166142,54.329765,4619859,42.979183
"2011-05-31",54.751415,55.248585,54.487099,55.235996,7540441,43.696072
"2011-06-01",54.921333,55.084957,53.020767,53.052235,11067067,41.968548
"2011-06-02",53.064819,53.209564,52.674637,53.04594,6977617,41.963566
"2011-06-03",52.303333,52.62429,51.875393,52.385147,8061950,41.440826
"2011-06-06",52.190056,52.894901,52.083073,52.680931,8688811,41.674812
"2011-06-07",52.83197,52.957836,52.385147,52.391441,5298044,41.445812
"2011-06-08",52.630585,52.630585,52.039017,52.259281,4980721,41.341255
"2011-06-09",52.441788,53.190685,52.215229,52.920074,6176761,41.863998
"2011-06-10",52.618,52.77533,51.98238,52.045311,6804416,41.171986
"2011-06-13",52.183762,52.378857,51.932034,52.089363,5379560,41.206837
"2011-06-14",52.460667,53.127754,52.448082,52.876022,6390164,41.829144
"2011-06-15",52.359974,52.83197,52.127125,52.40403,5629350,41.455761
"2011-06-16",52.448082,53.266205,52.290749,53.083698,7820899,41.993439
"2011-06-17",53.486469,53.656387,53.171806,53.222153,9852436,42.102974
"2011-06-20",53.089993,54.04657,52.983009,53.8326,5690368,42.58588
"2011-06-21",53.989929,54.18502,53.580868,53.845184,6971738,42.595818
"2011-06-22",53.662682,54.25425,53.599747,53.769665,5391795,42.536091
"2011-06-23",53.064819,53.612335,52.668346,53.568283,7947066,42.376793
"2011-06-24",53.555695,53.662682,52.762745,53.071114,7006696,41.983479
"2011-06-27",52.869728,53.983639,52.69981,53.700439,5064938,42.481331
"2011-06-28",54.040276,54.493393,53.788548,54.46822,6871154,43.088707
"2011-06-29",54.908749,54.908749,54.115795,54.417873,6700336,43.048878
"2011-06-30",54.568913,56.419132,54.518566,55.701698,7308606,44.064491
"2011-07-01",55.833858,56.972939,55.6073,56.721207,7124599,44.870998
"2011-07-05",56.551289,56.998112,56.148521,56.331024,6430524,44.562344
"2011-07-06",56.406544,57.023285,56.230335,56.903713,6882754,45.015381
"2011-07-07",57.275017,57.791065,57.117683,57.51416,10032469,45.498287
"2011-07-08",56.95406,57.249844,56.607929,56.859661,7185458,44.98053
"2011-07-11",56.230335,56.58905,55.89679,56.091881,7798335,44.37315
"2011-07-12",56.286972,56.299561,55.588421,55.670235,7982818,44.039597
"2011-07-13",55.82127,56.224041,55.374451,55.487728,5932532,43.895226
"2011-07-14",55.324104,56.11076,55.135303,55.267464,5000106,43.72097
"2011-07-15",55.456261,55.758339,55.141598,55.582127,6596098,43.969894
"2011-07-18",55.387035,55.462555,54.631844,55.141598,5859755,43.621399
"2011-07-19",55.368156,56.362492,55.342983,55.89679,7955487,44.218815
"2011-07-20",55.160477,55.160477,53.914413,54.88987,9929820,43.42226
"2011-07-21",55.682819,56.010071,55.261169,55.512901,7863484,43.915131
"2011-07-22",55.890495,55.95343,55.173065,55.191944,5792223,43.661224
"2011-07-25",54.531151,55.298931,54.310886,54.952801,5273891,43.472038
"2011-07-26",54.770294,54.902454,53.870358,54.235367,7337684,42.904499
"2011-07-27",53.813721,53.870358,52.555065,52.69981,9693218,41.689758
"2011-07-28",52.926369,53.096287,52.120831,52.183762,7410302,41.281506
"2011-07-29",51.724354,52.69352,51.290119,52.133415,7736682,41.241688
"2011-08-01",52.429199,52.750156,51.126495,51.818752,7068984,40.992764
"2011-08-02",51.397106,51.69289,49.672749,49.672749,10685231,39.295094
"2011-08-03",49.679043,50.031467,48.86721,49.911896,11792605,39.484291
"2011-08-04",49.162994,49.358086,46.714916,46.80302,15607317,37.024933
"2011-08-05",47.382,47.860291,45.726871,46.658276,16543079,36.910416
"2011-08-08",45.267464,46.154816,43.870358,43.88924,19292526,34.719879
"2011-08-09",42.769035,45.10384,42.240402,45.040905,18652635,35.630951
"2011-08-10",43.933292,44.191315,42.297043,42.441788,16535929,33.574841
"2011-08-11",42.511013,44.461926,42.297043,43.88924,14054387,34.719879
"2011-08-12",43.983639,45.66394,43.939587,45.594715,15019228,36.069054
"2011-08-15",46.073002,46.381371,45.437382,46.280682,11414105,36.611725
"2011-08-16",45.733166,46.494652,45.305222,45.657646,9551956,36.118828
"2011-08-17",45.783512,45.903084,44.990559,45.342983,7509296,36.108818
"2011-08-18",43.96476,44.065449,42.441788,42.869728,15294920,34.139259
"2011-08-19",42.27187,43.455002,42.265575,42.448082,13802531,33.803459
"2011-08-22",43.436123,43.524227,42.27187,42.592827,9456457,33.918736
"2011-08-23",42.932663,44.008812,42.680931,44.008812,10469921,35.046352
"2011-08-24",43.851479,45.053493,43.738201,44.940212,8128688,35.788078
"2011-08-25",45.022026,45.707993,44.310886,44.524857,11891917,35.457306
"2011-08-26",44.216488,45.336689,43.341724,45.034615,8397388,35.863247
"2011-08-29",45.73946,46.582756,45.714287,46.488358,6457537,37.020935
"2011-08-30",46.438011,46.777847,46.142227,46.419132,8765719,36.965809
"2011-08-31",46.87854,47.432346,46.4506,46.727501,8094366,37.211372
"2011-09-01",46.771553,47.37571,45.921963,45.972309,8019206,36.60997
"2011-09-02",45.084957,45.235996,44.46822,44.707363,7688694,35.602646
"2011-09-06",43.152927,44.46822,43.102581,44.367527,7537104,35.332008
"2011-09-07",45.361862,45.921963,44.984268,45.915668,7331646,36.564865
"2011-09-08",45.582127,46.217747,45.494022,45.707993,8495589,36.399487
"2011-09-09",45.047199,45.267464,44.128384,44.386406,8423607,35.347046
"2011-09-12",43.88924,44.820641,43.574574,44.764004,7969947,35.647739
"2011-09-13",45.053493,45.770924,44.487099,45.594715,6728303,36.309284
"2011-09-14",45.82127,47.042164,44.864697,46.368786,7777837,36.925705
"2011-09-15",46.847073,47.646317,46.765263,47.583385,8567570,37.892963
"2011-09-16",47.916927,47.979862,47.023285,47.51416,14227429,37.837833
"2011-09-19",46.708622,47.753304,46.482063,47.545628,8447442,37.862877
"2011-09-20",47.960983,48.426682,47.174324,47.835117,9189664,38.093426
"2011-09-21",47.797356,48.823158,47.079926,47.117683,11071993,37.522091
"2011-09-22",44.084332,44.361233,42.366268,42.9893,20851811,34.234459
"2011-09-23",43.423538,43.88924,43.014477,43.373192,13923295,34.540173
"2011-09-26",43.97105,45.129013,43.505348,45.02832,12660993,35.858234
"2011-09-27",46.249214,47.111389,45.538074,46.03524,10872097,36.660084
"2011-09-28",46.179989,46.740089,45.091251,45.217117,10133689,36.008583
"2011-09-29",46.010071,46.129642,44.631844,45.575832,7496584,36.29425
"2011-09-30",44.499683,45.305222,44.078037,44.279423,10962193,35.261856
"2011-10-03",43.977345,44.631844,43.461296,43.650093,9643323,34.760689
"2011-10-04",43.064819,43.851479,42.083073,43.763374,13665400,34.850895
"2011-10-05",43.769665,44.015102,43.297672,43.807426,15532157,34.885975
