"dates","BWA.Open","BWA.High","BWA.Low","BWA.Close","BWA.Volume","BWA.Adjusted"
"2010-04-09",18.98,19.24,18.805,19.094999,5416800,17.126989
"2010-04-12",19.105,19.405001,19.08,19.370001,2265600,17.373642
"2010-04-13",19.32,19.540001,19.245001,19.445,2230000,17.440912
"2010-04-14",19.540001,19.575001,19.4,19.52,2180400,17.508184
"2010-04-15",19.469999,19.594999,19.26,19.525,2436400,17.512665
"2010-04-16",19.5,19.684999,18.895,19.174999,4520000,17.198748
"2010-04-19",19.07,19.635,19.07,19.575001,3894600,17.557518
"2010-04-20",19.74,20,19.719999,19.915001,2670800,17.862474
"2010-04-21",19.879999,19.969999,19.75,19.83,1647600,17.786238
"2010-04-22",19.67,20.135,19.51,20.094999,1888000,18.023924
"2010-04-23",20.045,20.639999,20.045,20.58,2944400,18.458939
"2010-04-26",20.620001,20.915001,20.465,20.559999,3894800,18.441
"2010-04-27",20.485001,20.635,19.700001,19.77,5854800,17.732418
"2010-04-28",19.940001,20.120001,19.695,19.975,3484400,17.916288
"2010-04-29",22.035,22.275,21.725,22.035,9736000,19.763979
"2010-04-30",21.82,22.065001,21.434999,21.67,4240000,19.436596
"2010-05-03",21.719999,21.975,21.450001,21.674999,3150400,19.441082
"2010-05-04",21.344999,21.424999,20.73,20.915001,3338800,18.759409
"2010-05-05",20.41,20.764999,19.735001,20.115,4919200,18.041859
"2010-05-06",20.379999,21.184999,18.405001,19.790001,7092000,17.750364
"2010-05-07",19.610001,19.969999,18.455,18.545,10178400,16.633673
"2010-05-10",19.5,20.620001,19.5,20.219999,4661400,18.136036
"2010-05-11",19.915001,20.405001,19.754999,19.98,3517800,17.920778
"2010-05-12",20.1,20.74,20.1,20.575001,2839200,18.454456
"2010-05-13",20.4,20.735001,20.225,20.379999,2505400,18.279551
"2010-05-14",20.115,20.209999,19.389999,19.6,3423800,17.579937
"2010-05-17",19.665001,19.865,18.73,19.26,4197200,17.274979
"2010-05-18",19.475,19.555,18.575001,18.645,5138800,16.723368
"2010-05-19",18.51,18.525,17.67,17.870001,6340200,16.02824
"2010-05-20",17.440001,17.825001,17.129999,17.299999,6821200,15.516985
"2010-05-21",17.02,18.35,17,18.115,4889800,16.24799
"2010-05-24",18.049999,18.559999,17.945,18.1,5018000,16.234535
"2010-05-25",17.545,17.825001,16.965,17.799999,5490200,15.965453
"2010-05-26",17.92,18.49,17.85,17.959999,4647800,16.108963
"2010-05-27",18.41,19.065001,18.41,19.030001,3259600,17.068686
"2010-05-28",19.030001,19.23,18.48,18.629999,2639400,16.709909
"2010-06-01",18.629999,18.674999,18.190001,18.219999,5161600,16.342169
"2010-06-02",18.389999,19.475,18.389999,19.475,5298200,17.467823
"2010-06-03",19.4,20.065001,19.4,19.985001,5697600,17.925257
"2010-06-04",19.434999,19.57,18.665001,18.799999,3202800,16.862392
"2010-06-07",18.9,19.01,18.27,18.34,2882000,16.449804
"2010-06-08",18.309999,18.58,18.035,18.264999,4221400,16.382528
"2010-06-09",18.344999,18.68,18.084999,18.18,3570200,16.306286
"2010-06-10",18.605,19.035,18.525,18.9,3793800,16.952084
"2010-06-11",18.68,19,18.555,18.91,3136600,16.961048
"2010-06-14",19.165001,19.684999,19.075001,19.370001,2347200,17.373642
"2010-06-15",20.235001,20.620001,20.014999,20.615,5437600,18.49033
"2010-06-16",20.459999,20.700001,20.27,20.48,3284400,18.369246
"2010-06-17",20.5,20.65,20.135,20.545,3505800,18.427546
"2010-06-18",20.59,20.790001,20.375,20.655001,2645800,18.526211
"2010-06-21",20.985001,21.1,20.805,20.91,5011000,18.754925
"2010-06-22",21.01,21.014999,20.110001,20.120001,4041800,18.046345
"2010-06-23",20.15,20.530001,19.775,20.254999,3924000,18.167429
"2010-06-24",20.15,20.155001,19.695,19.834999,2401000,17.790722
"2010-06-25",19.885,19.885,19.48,19.65,3987600,17.624783
"2010-06-28",20.41,20.41,19.785,19.825001,2981000,17.781754
"2010-06-29",19.535,19.535,18.59,18.745001,4581000,16.813059
"2010-06-30",18.775,19.389999,18.605,18.67,4461800,16.745785
"2010-07-01",18.615,19.219999,18.225,19.059999,5097800,17.095594
"2010-07-02",19.02,19.135,18.625,18.735001,2807600,16.80409
"2010-07-06",19.110001,19.110001,17.84,18.040001,4861600,16.180719
"2010-07-07",18.135,19.195,18.09,19.155001,4308800,17.180803
"2010-07-08",19.455,19.514999,19.01,19.445,2257000,17.440912
"2010-07-09",19.440001,19.985001,19.34,19.965,2757200,17.907324
"2010-07-12",19.92,20.17,19.764999,19.93,2732000,17.875931
"2010-07-13",20.18,21.195,20.18,21.01,5620200,18.84462
"2010-07-14",21.200001,21.555,20.860001,21.344999,5201400,19.145092
"2010-07-15",21.309999,21.43,20.915001,21.290001,2974200,19.095762
"2010-07-16",21.184999,21.195,20.165001,20.215,3611200,18.131556
"2010-07-19",20.325001,20.535,20.165001,20.485001,2114800,18.37373
"2010-07-20",20.139999,21.135,20.065001,21.115,3847000,18.938799
"2010-07-21",21.245001,21.245001,20.174999,20.225,5185600,18.140522
"2010-07-22",20.715,21.23,20.625,21.09,3949600,18.91637
"2010-07-23",20.955,21.75,20.825001,21.485001,5349200,19.270658
"2010-07-26",21.559999,21.93,21.559999,21.889999,2415200,19.633917
"2010-07-27",21.995001,22.049999,21.145,21.190001,5242200,19.006067
"2010-07-28",21.209999,21.434999,20.879999,21.059999,3379400,18.889462
"2010-07-29",21.280001,21.5,20.84,21.24,4407200,19.050917
"2010-07-30",21.75,22.25,21.245001,21.93,7956600,19.6698
"2010-08-02",22.315001,23.120001,22.135,23.030001,6060400,20.656429
"2010-08-03",23.004999,23.045,22.610001,22.915001,4186200,20.55328
"2010-08-04",23.014999,23.15,22.795,23.139999,3930800,20.755089
"2010-08-05",22.895,23.52,22.825001,23.469999,4015200,21.051083
"2010-08-06",23.135,23.59,23.01,23.504999,6058000,21.082474
"2010-08-09",23.51,23.834999,23.51,23.75,3245600,21.302223
"2010-08-10",22.885,23.174999,22.280001,23.030001,5123800,20.656429
"2010-08-11",22.51,23.065001,22.33,22.895,6382600,20.535347
"2010-08-12",22.34,22.975,22.01,22.75,3763800,20.405287
"2010-08-13",22.700001,22.975,22.455,22.655001,2727400,20.32008
"2010-08-16",22.440001,23.25,22.334999,22.799999,3205400,20.450129
"2010-08-17",23.139999,23.65,23.059999,23.334999,2707200,20.929996
"2010-08-18",23.264999,23.645,22.98,23.535,2244000,21.109385
"2010-08-19",23.370001,23.575001,22.504999,22.629999,4454200,20.297653
"2010-08-20",22.495001,22.82,22.245001,22.754999,3781600,20.409775
"2010-08-23",22.950001,22.985001,22.315001,22.43,4185600,20.118267
"2010-08-24",22.08,22.08,21.540001,21.780001,5504200,19.535259
"2010-08-25",21.5,21.9,21.09,21.795,5259400,19.548712
"2010-08-26",21.885,22.174999,21.52,21.605,2689200,19.378296
"2010-08-27",21.844999,22.135,21.334999,22.045,3110000,19.772947
"2010-08-30",21.965,22.16,21.620001,21.629999,1439600,19.400715
"2010-08-31",21.495001,22.09,21.370001,21.825001,2640600,19.575624
"2010-09-01",22.15,22.92,22.15,22.865,3063600,20.508434
"2010-09-02",22.790001,23.434999,22.780001,23.365,2101600,20.956903
"2010-09-03",23.645,24.52,23.530001,24.209999,4121800,21.714817
"2010-09-07",24.040001,24.174999,23.715,23.809999,3224600,21.356035
"2010-09-08",23.26,23.34,22.83,23.299999,3818000,20.898602
"2010-09-09",23.620001,23.844999,22.965,23.09,4310400,20.710241
"2010-09-10",23.135,23.375,23.030001,23.190001,3034000,20.79994
"2010-09-13",23.434999,24.245001,23.434999,23.84,4925800,21.382948
"2010-09-14",23.809999,24,23.51,23.700001,4485600,21.257374
"2010-09-15",23.555,23.92,23.355,23.84,2239400,21.382948
"2010-09-16",23.33,23.93,22.84,23.825001,4368400,21.369499
"2010-09-17",23.870001,23.924999,23.465,23.825001,2590400,21.369499
"2010-09-20",24.030001,24.424999,23.915001,24.190001,1740200,21.696877
"2010-09-21",24.235001,24.615,24.094999,24.33,4511800,21.822445
"2010-09-22",24.315001,24.75,24.205,24.405001,3081800,21.889713
"2010-09-23",24.065001,24.4,23.59,23.855,2633800,21.396404
"2010-09-24",24.34,24.995001,24.305,24.84,2519200,22.279884
"2010-09-27",24.875,25.445,24.84,25.18,2334200,22.584845
"2010-09-28",25.305,25.975,25.049999,25.860001,4081200,23.194756
"2010-09-29",25.825001,26.084999,25.67,25.825001,4259400,23.163361
"2010-09-30",25.99,26.709999,25.940001,26.309999,5525200,23.598381
"2010-10-01",26.18,26.74,25.684999,26.09,2986000,23.401054
"2010-10-04",26.035,26.26,25.665001,26.035,2115200,23.351721
"2010-10-05",26.27,26.855,26.27,26.639999,2701000,23.894369
"2010-10-06",26.5,26.639999,25.709999,26.094999,5921400,23.405539
"2010-10-07",26.215,26.285,25.59,25.77,6216200,23.114033
"2010-10-08",25.725,26.565001,25.725,26.41,2762800,23.688074
"2010-10-11",26.35,26.434999,26.08,26.26,1844400,23.553532
"2010-10-12",25.885,26.780001,25.530001,26.555,4572200,23.818125
"2010-10-13",26.82,27.43,26.625,27.035,2348800,24.248655
"2010-10-14",27.035,27.200001,26.674999,26.875,1721000,24.105143
"2010-10-15",27.215,27.41,26.52,27.094999,3100800,24.302473
"2010-10-18",27.184999,27.344999,26.940001,27.07,1505800,24.280054
"2010-10-19",26.615,27.09,26.344999,26.68,2174200,23.930246
"2010-10-20",26.815001,27.495001,26.809999,27.139999,1650800,24.342833
"2010-10-21",27.205,27.440001,26.795,27.055,2273200,24.266598
"2010-10-22",27.225,27.225,26.905001,27.030001,2366600,24.244175
"2010-10-25",27.219999,27.495001,27.030001,27.135,2512000,24.33835
"2010-10-26",26.915001,27.235001,26.535,26.905001,4583400,24.132057
"2010-10-27",26.545,27.67,26.205,27.6,5499200,24.755428
"2010-10-28",27.865,27.969999,27.459999,27.915001,2693000,25.037956
"2010-10-29",27.805,28.209999,27.645,28.055,1884200,25.163532
"2010-11-01",28.27,28.49,27.809999,28.02,2321200,25.132135
"2010-11-02",28.23,28.385,28.045,28.139999,1327000,25.239767
"2010-11-03",28.219999,28.440001,27.855,28.355,1919200,25.432608
"2010-11-04",28.690001,29.389999,28.690001,29.26,1704400,26.244337
"2010-11-05",29.285,29.645,29.17,29.629999,3398200,26.576206
"2010-11-08",29.475,29.635,29.174999,29.559999,2395200,26.513418
"2010-11-09",29.629999,29.690001,28.635,28.855,2255600,25.881077
"2010-11-10",28.905001,29.389999,28.594999,29.33,2151800,26.307121
"2010-11-11",28.99,29.65,28.895,29.424999,1361400,26.392332
"2010-11-12",29.15,29.405001,28.575001,28.815001,1688400,25.845209
"2010-11-15",28.915001,29.440001,28.82,28.879999,1972000,25.903502
"2010-11-16",28.91,29.469999,28.059999,28.245001,4670000,25.333948
"2010-11-17",28.379999,29.32,28.35,29.09,2423400,26.091856
"2010-11-18",29.415001,30.469999,29.280001,29.73,3836800,26.665897
"2010-11-19",29.605,30.200001,29.41,29.940001,2512600,26.85425
"2010-11-22",29.82,30.5,29.705,30.375,3155800,27.244425
"2010-11-23",30.035,30.355,29.75,29.955,2799400,26.867708
"2010-11-24",30.120001,31.245001,30.055,30.459999,3547400,27.320658
"2010-11-26",30.280001,30.450001,30.065001,30.309999,1521200,27.186117
"2010-11-29",30.065001,30.110001,29.309999,29.969999,3185200,26.881163
"2010-11-30",29.584999,30.309999,29.540001,30.17,2869000,27.060551
"2010-12-01",30.719999,31.76,30.684999,31.629999,3045200,28.370077
"2010-12-02",31.780001,32.950001,31.780001,32.634998,3540200,29.2715
"2010-12-03",32.384998,33.325001,32.384998,33.215,2143000,29.791719
"2010-12-06",33.169998,33.439999,32.900002,33.134998,1723400,29.719963
"2010-12-07",33.514999,33.599998,32.799999,32.865002,2825200,29.477795
"2010-12-08",32.994999,33.535,32.900002,33.5,2688600,30.047348
"2010-12-09",33.764999,33.775002,33.125,33.575001,2488000,30.114613
"2010-12-10",33.66,33.685001,33.215,33.450001,2747200,30.002508
"2010-12-13",33.630001,33.845001,33.32,33.424999,1750400,29.980072
"2010-12-14",33.605,34.119999,33.535,33.724998,2023400,30.249159
"2010-12-15",33.665001,34.494999,33.575001,34.080002,4815400,30.567572
"2010-12-16",34.244999,35.465,33.970001,35.380001,3567000,31.733582
"2010-12-17",35.445,35.685001,35.080002,35.525002,5544200,31.863647
"2010-12-20",35.875,36.220001,35.549999,35.950001,2379200,32.244835
"2010-12-21",36.244999,36.5,36,36.279999,2260000,32.540829
"2010-12-22",36.450001,36.5,35.970001,36.139999,1554200,32.415257
"2010-12-23",36.16,36.715,36.09,36.57,1536000,32.800941
"2010-12-27",36.360001,36.43,35.889999,36.095001,1324000,32.374897
"2010-12-28",36.169998,36.360001,35.509998,35.689999,2406200,32.011627
"2010-12-29",35.779999,36.375,35.779999,36.240002,1683600,32.504955
"2010-12-30",36.084999,36.674999,35.959999,36.435001,1816400,32.679848
"2010-12-31",36.419998,36.564999,36.095001,36.18,1160400,32.451126
"2011-01-03",36.654999,37.119999,36.529999,36.68,2641200,32.899609
"2011-01-04",37.035,37.134998,35.68,36.255001,3972600,32.518394
"2011-01-05",36.330002,36.799999,36.110001,36.59,4037400,32.818882
"2011-01-06",36.595001,36.779999,36.139999,36.240002,2685200,32.504955
"2011-01-07",35.744999,36,34.580002,34.985001,6988000,31.379293
"2011-01-10",34.580002,35.904999,34.029999,35.555,6008000,31.890547
"2011-01-11",35.939999,36.400002,34.945,35.25,6504800,31.616983
"2011-01-12",35.634998,35.845001,34.775002,35.049999,4859200,31.437593
"2011-01-13",35.049999,35.169998,33.974998,34.435001,7364800,30.885977
"2011-01-14",34.490002,35.424999,34.375,35.205002,4261200,31.576628
"2011-01-18",35.044998,35.73,34.965,35.715,2994400,32.034061
"2011-01-19",35.77,35.900002,34.799999,34.900002,2356400,31.303053
"2011-01-20",34.615002,34.75,33.75,34.424999,4568600,30.877005
"2011-01-21",34.73,34.900002,33.965,34,2969000,30.495811
"2011-01-24",34.084999,34.595001,33.845001,34.485001,3084000,30.930834
"2011-01-25",34.264999,34.5,33.605,34.060001,2283400,30.549639
"2011-01-26",34.299999,35.290001,34.27,35.209999,3063200,31.581114
"2011-01-27",34.424999,35.485001,34.380001,35.275002,2541200,31.639404
"2011-01-28",34.895,34.895,33.764999,33.814999,4656600,30.329878
"2011-01-31",33.884998,34.360001,33.605,33.700001,2797000,30.226732
"2011-02-01",34.02,34.48,33.445,33.639999,5215200,30.172916
"2011-02-02",33.645,33.654999,32.785,32.869999,4756600,29.482275
"2011-02-03",32.955002,33,32.110001,32.860001,7402200,29.473303
"2011-02-04",33.009998,33.625,32.814999,33.514999,3403800,30.060797
"2011-02-07",33.869999,35.619999,33.724998,35.235001,6174400,31.603533
"2011-02-08",35.404999,36.209999,35.404999,35.950001,3479600,32.244835
"2011-02-09",36,36.355,35.884998,36.02,5045600,32.307613
"2011-02-10",35.855,36.945,35.575001,36.884998,5394800,33.083466
"2011-02-11",36.744999,38.825001,36.744999,38.665001,8992600,34.680016
"2011-02-14",38.349998,40.02,38.205002,40.014999,5424800,35.890888
"2011-02-15",39.674999,40.014999,39.505001,39.735001,3905200,35.639744
"2011-02-16",39.915001,40.535,39.830002,40.150002,5409600,36.011974
"2011-02-17",40.09,40.345001,39.689999,40.005001,3009600,35.881927
"2011-02-18",40.080002,40.255001,39.755001,40.115002,2947800,35.980583
"2011-02-22",39.48,39.889999,38.799999,38.880001,3300200,34.872864
"2011-02-23",38.869999,39.049999,36.974998,37.985001,4757600,34.070103
"2011-02-24",37.865002,38.330002,36.98,37.68,4132800,33.796532
"2011-02-25",38.029999,38.485001,37.785,38.474998,3806200,34.509605
"2011-02-28",38.82,39,38.125,38.805,4269600,34.80558
"2011-03-01",38.84,39.16,37.59,37.924999,3030800,34.016289
"2011-03-02",37.884998,38.599998,37.705002,37.959999,3485200,34.047676
"2011-03-03",38.514999,39.029999,38.314999,38.810001,3053400,34.810074
"2011-03-04",38.715,39.040001,38.345001,38.875,3011800,34.868362
"2011-03-07",38.93,39.279999,37.634998,37.814999,3024800,33.917629
"2011-03-08",38,38.764999,37.575001,38.415001,3061000,34.455776
"2011-03-09",38.345001,38.939999,37.965,38.66,2666200,34.675537
"2011-03-10",37.965,38.630001,37.424999,38.23,4308600,34.289852
"2011-03-11",38.084999,38.134998,36.834999,37.330002,4551600,33.482609
"2011-03-14",36.755001,37.990002,36.509998,37.305,4802600,33.46019
"2011-03-15",35.669998,37.07,35.035,36.875,4047200,33.074501
"2011-03-16",36.810001,37.404999,36.099998,36.400002,4574200,32.648457
"2011-03-17",37.285,37.855,36.814999,36.834999,4105000,33.03862
"2011-03-18",37.41,37.615002,36.685001,37.224998,3874800,33.388428
"2011-03-21",37.689999,38.285,37.685001,38.105,1755800,34.177742
"2011-03-22",38.125,38.125,36.305,36.605,3828400,32.832329
"2011-03-23",36.369999,37.630001,35.779999,37.205002,3912600,33.370499
"2011-03-24",37.48,37.990002,36.98,37.855,2543200,33.953495
"2011-03-25",37.895,39.005001,37.695,38.639999,4731400,34.657589
"2011-03-28",38.869999,39.130001,38.075001,38.174999,3613200,34.24052
"2011-03-29",38.119999,39.064999,37.849998,39,2188200,34.980492
"2011-03-30",39.205002,39.560001,39.125,39.305,2126800,35.254059
"2011-03-31",39.099998,39.889999,38.924999,39.845001,2357800,35.738407
"2011-04-01",40,40.919998,39.994999,40.514999,2968800,36.339344
"2011-04-04",40.650002,41.139999,40.380001,40.830002,2275400,36.621899
"2011-04-05",40.650002,40.759998,39.834999,39.855,4020600,35.747364
"2011-04-06",40.215,40.215,38.599998,38.880001,3856400,34.872864
"2011-04-07",38.77,38.990002,37.77,37.985001,2914000,34.070103
"2011-04-08",38.32,38.474998,37.18,37.685001,2623200,33.801018
"2011-04-11",37.599998,37.740002,36.860001,37.154999,3027600,33.325638
"2011-04-12",36.950001,37.084999,35.66,36.029999,8560600,32.316593
"2011-04-13",36.380001,36.540001,35.75,36.134998,3413000,32.410763
"2011-04-14",35.799999,36.07,35.345001,35.689999,3498400,32.011627
"2011-04-15",35.615002,36.139999,35.549999,35.990002,2653000,32.280712
"2011-04-18",35.259998,35.5,34.630001,35.445,4044800,31.791891
"2011-04-19",35.544998,35.830002,35.134998,35.825001,2409600,32.132717
"2011-04-20",36.625,38.044998,36.625,37.349998,3044000,33.500549
"2011-04-21",37.669998,38.584999,37.285,38.470001,3422400,34.505116
"2011-04-25",38.544998,38.735001,37.674999,38.084999,2011400,34.159798
"2011-04-26",38.195,38.965,38.185001,38.814999,2600000,34.814556
"2011-04-27",39,39.544998,38.924999,39.279999,2963000,35.231628
"2011-04-28",38.145,39.32,37.735001,38.285,4425400,34.33918
"2011-04-29",38.5,38.665001,38.185001,38.619999,3029200,34.639656
"2011-05-02",38.855,38.939999,37.82,38.360001,3318800,34.40646
"2011-05-03",38.105,38.105,37.105,37.424999,3767400,33.567818
"2011-05-04",37.490002,37.790001,36.759998,37.165001,1817200,33.334618
"2011-05-05",36.849998,37.919998,36.650002,37.224998,1983200,33.388428
"2011-05-06",37.970001,38.334999,37.669998,38.134998,2451000,34.204647
"2011-05-09",38.040001,38.884998,38.014999,38.525002,1672000,34.554459
"2011-05-10",38.75,39.049999,38.625,38.849998,1685200,34.845943
"2011-05-11",38.695,39.080002,38.34,38.564999,1703000,34.590321
"2011-05-12",38.395,38.455002,37.599998,38.035,1638000,34.114952
"2011-05-13",38.130001,38.209999,36.75,36.91,1569200,33.105904
"2011-05-16",36.625,37.389999,36.509998,36.59,1524200,32.818882
"2011-05-17",36.43,36.43,35.125,35.294998,3942600,31.657351
"2011-05-18",35.255001,35.48,35.040001,35.435001,5147600,31.782925
"2011-05-19",35.650002,35.799999,35.154999,35.544998,2699000,31.88158
"2011-05-20",35.459999,35.645,34.915001,35.314999,2235000,31.67528
"2011-05-23",34.59,34.790001,33.540001,34.07,5803800,30.558601
"2011-05-24",34.115002,34.395,32.889999,33.145,7086000,29.728931
"2011-05-25",33.18,35.119999,33.145,35.02,3987600,31.410677
"2011-05-26",34.794998,35.215,34.75,35.029999,2319800,31.419655
"2011-05-27",35.244999,35.985001,35.110001,35.945,2233200,32.240353
"2011-05-31",36.185001,36.349998,35.825001,36.255001,3320600,32.518394
"2011-06-01",36.195,36.43,34.645,34.744999,2710000,31.164034
"2011-06-02",34.860001,35.540001,34.639999,34.709999,2566000,31.132639
"2011-06-03",34.165001,34.939999,34.02,34.455002,2139000,30.903921
"2011-06-06",34.34,34.634998,33.830002,34.195,5059000,30.670719
"2011-06-07",34.375,34.380001,33.834999,33.970001,1696400,30.468903
"2011-06-08",33.919998,33.98,33.150002,33.665001,2770200,30.195332
"2011-06-09",33.669998,34.744999,33.544998,34.66,2545400,31.087791
"2011-06-10",34.424999,34.625,33.799999,33.965,2030400,30.464428
"2011-06-13",34.07,34.474998,33.330002,33.689999,2111400,30.217758
"2011-06-14",34.215,35.560001,34.209999,35.419998,3158200,31.769463
"2011-06-15",34.919998,35.869999,34.650002,34.82,3288000,31.231298
"2011-06-16",34.759998,35.404999,34.27,34.700001,2171400,31.123676
"2011-06-17",35.34,36.275002,34.810001,35.759998,4134200,32.074421
"2011-06-20",35.639999,36.740002,35.415001,36.59,3134600,32.818882
"2011-06-21",36.845001,38,36.724998,37.779999,3667200,33.88623
"2011-06-22",37.700001,38.189999,37.525002,37.610001,2630000,33.733753
"2011-06-23",36.970001,38.27,36.424999,38.209999,2120200,34.271927
"2011-06-24",38.240002,39.424999,38.185001,39.080002,4581800,35.05225
"2011-06-27",38.884998,39.639999,38.610001,39.27,2873800,35.222656
"2011-06-28",39.32,39.52,38.880001,39.5,3740800,35.428959
"2011-06-29",39.889999,40.330002,39.560001,40.025002,3389200,35.899853
"2011-06-30",40.099998,40.610001,39.825001,40.395,3082400,36.231724
"2011-07-01",40.435001,40.75,39.945,40.369999,2961400,36.209297
"2011-07-05",40.439999,40.689999,40.035,40.330002,2975200,36.17342
"2011-07-06",40.299999,40.439999,39.884998,40.200001,2412000,36.056816
"2011-07-07",40.580002,40.990002,40.419998,40.490002,1841200,36.316929
"2011-07-08",39.724998,40.220001,39.575001,40.095001,2119600,35.962639
"2011-07-11",39.540001,39.634998,39.014999,39.48,2146000,35.411015
"2011-07-12",39.189999,39.77,39.044998,39.465,2366200,35.397572
"2011-07-13",39.724998,39.810001,39.084999,39.209999,2569800,35.168846
"2011-07-14",39.43,39.974998,38.400002,38.575001,2504200,34.5993
"2011-07-15",38.705002,38.884998,37.830002,38.240002,3052800,34.298824
"2011-07-18",38.105,38.115002,36.735001,37.560001,3591000,33.688904
"2011-07-19",37.900002,38.25,37.580002,38.055,1435200,34.132889
"2011-07-20",38.185001,38.23,37.564999,38.029999,2124600,34.110466
"2011-07-21",38.115002,38.349998,37.505001,38.185001,1298200,34.249489
"2011-07-22",38.110001,38.5,38.040001,38.080002,1007200,34.155304
"2011-07-25",37.654999,38.215,37.514999,37.805,1134400,33.908661
"2011-07-26",37.68,37.700001,36.959999,37.095001,1121400,33.271832
"2011-07-27",36.915001,37.075001,35.755001,35.830002,3097200,32.137218
