"dates","BWA.Open","BWA.High","BWA.Low","BWA.Close","BWA.Volume","BWA.Adjusted"
"2011-07-28",36.66,40.834999,36.66,39.75,7988800,35.653194
"2011-07-29",39.34,40.459999,38.889999,39.810001,4842200,35.707005
"2011-08-01",40.52,40.52,39.41,39.91,2671800,35.796703
"2011-08-02",39.525002,39.689999,37.895,37.98,4530600,34.065617
"2011-08-03",37.875,38.494999,37.105,38.060001,3386600,34.137371
"2011-08-04",37.535,38.035,35.174999,35.174999,4641200,31.549723
"2011-08-05",35.785,35.834999,33.075001,34.235001,5534400,30.706594
"2011-08-08",32.334999,33.215,31.045,31.280001,5926000,28.056149
"2011-08-09",32.09,33.369999,30.83,33.369999,5415800,29.930744
"2011-08-10",32.43,33.580002,31.725,32.009998,6263600,28.710913
"2011-08-11",32.09,34.48,31.83,33.799999,3091600,30.316423
"2011-08-12",34.314999,35.055,33.790001,34.849998,3011800,31.258207
"2011-08-15",35.275002,35.735001,35.275002,35.66,2850800,31.984728
"2011-08-16",35.279999,35.950001,34.865002,35.290001,3414800,31.65287
"2011-08-17",35.450001,35.889999,34.099998,34.490002,2709600,30.935322
"2011-08-18",33.279999,33.325001,31.945,33.02,5930000,29.616821
"2011-08-19",32.365002,33.060001,31.200001,31.719999,3873000,28.450798
"2011-08-22",32.639999,32.73,31.385,31.615,2998000,28.356619
"2011-08-23",31.77,33.400002,31.665001,33.220001,2905200,29.796204
"2011-08-24",33.049999,34.400002,32.689999,34.200001,3217400,30.675198
"2011-08-25",34.535,34.884998,33.419998,33.610001,2205800,30.146002
"2011-08-26",33.279999,34.549999,32.735001,34.220001,2028600,30.693138
"2011-08-29",34.700001,35.549999,34.610001,35.389999,2321800,31.742556
"2011-08-30",35.224998,35.595001,34.529999,35.25,3452200,31.616983
"2011-08-31",35.615002,36.73,35.259998,35.695,2868800,32.016125
"2011-09-01",35.68,36.445,35.209999,35.715,2481200,32.034061
"2011-09-02",34.794998,34.924999,33.310001,34.035,2674000,30.527205
"2011-09-06",32.825001,33.935001,32.360001,33.75,2495800,30.27158
"2011-09-07",34.380001,35.084999,34.105,34.939999,2137400,31.33893
"2011-09-08",34.485001,34.865002,33.685001,33.970001,2108200,30.468903
"2011-09-09",33.5,33.665001,32.314999,32.91,3174800,29.51815
"2011-09-12",32.349998,33.305,32.044998,33.049999,2575600,29.643721
"2011-09-13",33.150002,33.775002,32.785,33.165001,2572000,29.746876
"2011-09-14",33.595001,34.445,32.759998,33.884998,2410600,30.392662
"2011-09-15",34.439999,35.115002,34.150002,34.764999,2113000,31.181963
"2011-09-16",35.025002,35.105,34.424999,34.709999,2255200,31.132639
"2011-09-19",33.985001,34.904999,33.639999,34.634998,2059000,31.065365
"2011-09-20",34.645,34.91,34.014999,34.5,3697200,30.944277
"2011-09-21",34.16,34.355,31.665001,31.665001,4394200,28.401466
"2011-09-22",29.865,30.889999,29.48,30.065001,5548200,26.966366
"2011-09-23",29.83,30.290001,29.32,29.945,4724400,26.858738
"2011-09-26",30.01,30.559999,28.695,29.575001,5000400,26.526873
"2011-09-27",30.219999,32.075001,30.209999,31.035,5925200,27.836401
"2011-09-28",31.16,31.34,29.945,29.98,3862000,26.890133
"2011-09-29",30.620001,31.184999,29.799999,30.77,4921800,27.598713
"2011-09-30",30.105,30.9,29.645,30.264999,3739200,27.145758
"2011-10-03",29.950001,30.315001,28.045,28.07,5238600,25.176987
"2011-10-04",27.620001,30.09,27.295,30.065001,5e+06,26.966366
"2011-10-05",30.205,30.795,29.635,30.545,4969600,27.396902
"2011-10-06",30.690001,32.404999,30.49,32.080002,4270200,28.773701
"2011-10-07",32.41,33.060001,31.855,32.195,3058800,28.876842
"2011-10-10",32.904999,34.470001,32.785,34.314999,3780400,30.778345
"2011-10-11",33.904999,34.93,33.689999,34.759998,3067800,31.177477
"2011-10-12",34.994999,35.875,34.32,34.415001,2579000,30.868044
"2011-10-13",34.169998,34.915001,33.375,34.785,2598400,31.199909
"2011-10-14",35.41,35.695,34.970001,35.43,2199200,31.778429
"2011-10-17",35.424999,35.91,34.384998,34.580002,2674800,31.016037
"2011-10-18",34.59,35.764999,33.470001,35.555,5984600,31.890547
"2011-10-19",35.48,35.68,34.555,34.779999,2025000,31.195415
"2011-10-20",34.744999,34.93,33.950001,34.709999,1995000,31.132639
"2011-10-21",35.125,36.435001,35.095001,36.119999,2062600,32.397308
"2011-10-24",36.345001,37.400002,36.02,37.244999,2029200,33.406368
"2011-10-25",37.105,37.139999,35.805,36.455002,1896600,32.697784
"2011-10-26",36.985001,37.215,35.580002,36.259998,2298200,32.522884
"2011-10-27",37.59,38.849998,37.099998,38.34,4400400,34.388515
"2011-10-28",37.889999,38.82,37,38.165001,4330600,34.231556
"2011-10-31",37.580002,38.845001,37.575001,38.244999,3613800,34.303307
"2011-11-01",36.720001,37.5,36.07,36.924999,4239400,33.119339
"2011-11-02",37.384998,37.535,36.615002,37.200001,2611400,33.366013
"2011-11-03",37.709999,37.959999,36.669998,37.759998,2760400,33.868286
"2011-11-04",37.365002,38.125,36.945,37.875,2485000,33.971443
"2011-11-07",37.75,38.035,36.474998,37.290001,2159800,33.446735
"2011-11-08",36.904999,36.904999,34.544998,35.52,9047400,31.859152
"2011-11-09",34.32,34.330002,32.825001,33.009998,6436200,29.607849
"2011-11-10",33.27,34,32.869999,33.91,3804000,30.415092
"2011-11-11",34.224998,34.34,33.529999,33.98,3187600,30.477869
"2011-11-14",33.845001,34.150002,33.275002,33.674999,1777800,30.204311
"2011-11-15",33.584999,34.025002,32.939999,33.720001,2826600,30.244669
"2011-11-16",33.395,33.615002,32.605,32.814999,3481400,29.43294
"2011-11-17",32.810001,33.084999,31.865,32.285,2695800,28.957567
"2011-11-18",32.419998,32.59,31.620001,31.93,3469400,28.639158
"2011-11-21",31.24,31.514999,30.84,31.27,1792600,28.047182
"2011-11-22",31.09,31.690001,30.85,31.559999,2373600,28.307289
"2011-11-23",31.110001,31.25,30.709999,31.004999,2444000,27.809488
"2011-11-25",30.76,31,30.475,30.6,696400,27.44623
"2011-11-28",31.584999,31.809999,31.190001,31.57,2326400,28.316259
"2011-11-29",31.530001,31.764999,31,31.094999,2222800,27.890217
"2011-11-30",32.755001,33.244999,32.41,32.959999,5206800,29.563004
"2011-12-01",32.689999,33.939999,32.52,33.535,5145400,30.078733
"2011-12-02",34.044998,34.474998,33.310001,33.555,3457000,30.096676
"2011-12-05",34.27,35.169998,34.165001,34.880001,7541200,31.285112
"2011-12-06",34.805,35.27,34.645,35.064999,2601400,31.451042
"2011-12-07",34.619999,35.130001,34.365002,34.955002,1841400,31.352392
"2011-12-08",34.535,34.91,34.014999,34.130001,2879800,30.612411
"2011-12-09",34.700001,35.060001,34.525002,34.575001,3623000,31.011555
"2011-12-12",34.255001,34.294998,33.580002,34.044998,2178600,30.536175
"2011-12-13",34.255001,34.325001,31.625,31.985001,7007800,28.68849
"2011-12-14",31.684999,32,30.6,30.950001,7511800,27.760162
"2011-12-15",30.715,31.85,30.655001,31.465,4900800,28.222084
"2011-12-16",31.764999,31.905001,30.99,31.174999,38017600,27.961971
"2011-12-19",31.389999,31.795,30.950001,31.055,5099200,27.854338
"2011-12-20",31.690001,31.805,31.17,31.67,4077600,28.405956
"2011-12-21",32.014999,32.285,31.475,32.110001,3127600,28.800608
"2011-12-22",32.299999,32.584999,32.005001,32.345001,2092200,29.011379
"2011-12-23",32.544998,32.790001,32.294998,32.790001,1412200,29.410519
"2011-12-27",32.57,32.57,32.049999,32.145,1369000,28.832001
"2011-12-28",32.200001,32.220001,31.545,31.825001,1217200,28.544983
"2011-12-29",31.855,32.314999,31.77,31.934999,1557800,28.643642
"2011-12-30",31.99,32.185001,31.84,31.870001,1135800,28.58534
"2012-01-03",32.465,33.349998,32.465,32.715,2444400,29.343256
"2012-01-04",32.485001,33.165001,32.439999,33.009998,2630400,29.607849
"2012-01-05",32.73,33.334999,32.334999,33.049999,6087200,29.643721
"2012-01-06",32.985001,33.075001,32.514999,32.560001,2933000,29.204229
"2012-01-09",32.575001,32.695,32.145,32.18,3706800,28.863394
"2012-01-10",32.650002,36.375,32.509998,36.125,11597400,32.401802
"2012-01-11",35.91,36.450001,35.865002,36.264999,3434800,32.52737
"2012-01-12",36.450001,37.169998,36,36.985001,3004400,33.173161
"2012-01-13",36.535,37.025002,36.279999,36.849998,2222000,33.052082
"2012-01-17",37.275002,37.794998,36.575001,36.775002,2641200,32.98481
"2012-01-18",36.860001,37.555,36.650002,37.43,2931600,33.5723
"2012-01-19",37.195,37.915001,36.580002,37.650002,3488200,33.769642
"2012-01-20",37.445,37.575001,37.005001,37.439999,3097400,33.581272
"2012-01-23",38.215,38.415001,37.279999,37.580002,2437200,33.706844
"2012-01-24",37.185001,38.025002,36.849998,37.994999,2104000,34.079067
"2012-01-25",38,38.450001,37.889999,38.264999,2911200,34.321251
"2012-01-26",38.5,38.744999,37.544998,37.689999,2411000,33.805511
"2012-01-27",37.41,37.529999,36.869999,37.360001,2526600,33.509514
"2012-01-30",36.950001,37.759998,36.825001,37.630001,1732800,33.751694
"2012-01-31",37.755001,38.014999,36.924999,37.314999,2296200,33.469154
"2012-02-01",37.790001,37.974998,37.459999,37.73,1934800,33.841385
"2012-02-02",37.799999,38.334999,37.674999,37.935001,1947200,34.025257
"2012-02-03",38.57,39.834999,38.529999,39.755001,3164000,35.657684
"2012-02-06",39.645,39.950001,39.490002,39.630001,1627000,35.545567
"2012-02-07",39.465,39.584999,38.709999,39.09,1530200,35.061211
"2012-02-08",39.025002,39.240002,38.474998,38.5,2372000,34.532024
"2012-02-09",38.68,38.720001,38.035,38.715,1807400,34.724869
"2012-02-10",38.330002,38.595001,37.779999,38.525002,2473600,34.554459
"2012-02-13",39.130001,39.494999,38.965,39.424999,3591600,35.361687
"2012-02-14",38.73,39.884998,38.110001,39.705002,4308600,35.612839
"2012-02-15",39.215,40.959999,39.215,40.290001,4320600,36.137547
"2012-02-16",40.174999,41.049999,39.825001,40.955002,3416000,36.734001
"2012-02-17",41.244999,41.419998,40.470001,40.605,1761400,36.420071
"2012-02-21",40.735001,40.869999,39.98,40.154999,1724400,36.016445
"2012-02-22",40.130001,40.415001,39.994999,40.110001,1622400,35.976097
"2012-02-23",40.240002,40.395,39.700001,40.375,1938000,36.213776
"2012-02-24",40.514999,41.724998,40.395,41.215,2836200,36.967201
"2012-02-27",40.715,41.5,40.419998,41.32,2514800,37.061382
"2012-02-28",41.27,41.654999,41.09,41.630001,2524800,37.33942
"2012-02-29",41.709999,42.044998,41.224998,41.419998,3204800,37.151077
"2012-03-01",41.525002,42.244999,41.404999,42.095001,2453200,37.756516
"2012-03-02",42,43.490002,41.939999,42.709999,5986800,38.308128
"2012-03-05",42.605,42.634998,41.279999,41.455002,2312600,37.182472
"2012-03-06",40.775002,40.775002,39.529999,39.775002,3252000,35.675632
"2012-03-07",40,40.314999,39.735001,39.880001,1767400,35.769794
"2012-03-08",40.645,41.544998,40.555,41.169998,2161800,36.926842
"2012-03-09",41.215,42.099998,41.02,41.924999,2236200,37.604027
"2012-03-12",41.880001,42,41.185001,41.514999,2119600,37.23629
"2012-03-13",41.91,42.790001,41.584999,42.735001,2284600,38.330544
"2012-03-14",42.625,43.349998,42.509998,43.330002,2876600,38.864223
"2012-03-15",43.240002,43.525002,42.939999,43.525002,1648000,39.039127
"2012-03-16",43.724998,43.724998,42.634998,42.869999,2119200,38.451641
"2012-03-19",42.610001,42.715,41.98,42.435001,3799200,38.061462
"2012-03-20",42.040001,42.040001,41.244999,41.715,3050000,37.415676
"2012-03-21",42.035,42.470001,41.625,42.23,1710800,37.877598
"2012-03-22",41.68,41.875,41.139999,41.665001,1934200,37.370834
"2012-03-23",41.560001,42.150002,41.165001,41.919998,1660600,37.599541
"2012-03-26",42.275002,42.695,41.514999,42.654999,1784400,38.258804
"2012-03-27",42.790001,43.580002,42.73,42.994999,3281600,38.563755
"2012-03-28",42.875,43.049999,41.375,41.990002,1774800,37.662312
"2012-03-29",41.744999,42.044998,41.494999,41.985001,1681600,37.657848
"2012-03-30",42.330002,42.389999,41.790001,42.169998,1407200,37.823772
"2012-04-02",42.005001,42.990002,41.685001,42.73,1875800,38.326069
"2012-04-03",42.805,43.5,42.375,42.535,2627000,38.15115
"2012-04-04",42.145,42.264999,41.59,42.07,2261000,37.734089
"2012-04-05",41.830002,42.334999,41.575001,42.174999,2172200,37.828259
"2012-04-09",41.494999,41.494999,40.720001,40.904999,1942200,36.689152
"2012-04-10",40.904999,41.084999,39.650002,39.790001,3952400,35.689079
"2012-04-11",40.580002,41.330002,40.325001,40.709999,3048800,36.514252
"2012-04-12",40.895,41.884998,40.805,41.84,2296600,37.527786
"2012-04-13",41.560001,41.965,40.860001,40.900002,2227600,36.684673
"2012-04-16",41.23,41.529999,40.560001,41.299999,1904000,37.043449
"2012-04-17",41.619999,42.200001,41.174999,41.794998,2729400,37.487415
"2012-04-18",41.544998,42.064999,41.195,41.915001,2115800,37.595055
"2012-04-19",41.805,42.080002,40.650002,40.724998,2445800,36.52771
"2012-04-20",41.055,41.154999,40.169998,40.294998,2970800,36.14201
"2012-04-23",39.68,40.25,39.185001,40.029999,2425800,35.904339
"2012-04-24",40.16,40.259998,39.605,39.794998,2199800,35.693554
"2012-04-25",40.360001,41.485001,40.360001,41.255001,3042800,37.003082
"2012-04-26",40.009998,40.400002,39.044998,39.994999,6980400,35.872936
"2012-04-27",40.43,40.610001,39.630001,39.860001,2787400,35.751862
"2012-04-30",39.560001,39.560001,39.139999,39.52,3133400,35.446899
"2012-05-01",39.505001,40.439999,39.380001,40.125,2611200,35.989532
"2012-05-02",39.895,41.075001,39.549999,40.875,3086800,36.662235
"2012-05-03",40.805,40.869999,39.740002,39.855,3421800,35.747364
"2012-05-04",39.695,39.779999,38.755001,38.990002,2266000,34.971527
"2012-05-07",38.744999,39.619999,38.669998,39.419998,1901600,35.357208
"2012-05-08",39.275002,39.310001,38.18,38.869999,3008600,34.863884
"2012-05-09",38.255001,38.970001,38.185001,38.625,4254400,34.644142
"2012-05-10",39.035,39.23,38.555,38.645,2322600,34.662083
"2012-05-11",38.400002,39.290001,38.369999,38.790001,1853000,34.792141
"2012-05-14",38.52,38.91,38.134998,38.16,2874400,34.22707
"2012-05-15",38.049999,38.330002,37.465,37.555,3762200,33.684414
"2012-05-16",37.724998,38.380001,37.535,37.605,2633600,33.729271
"2012-05-17",37.575001,37.884998,36.845001,36.849998,4410200,33.052082
"2012-05-18",36.985001,37.174999,36.365002,36.650002,3564200,32.872696
"2012-05-21",36.884998,38.369999,36.849998,38.154999,3717000,34.222576
"2012-05-22",38.375,38.764999,37.924999,38.205002,2910000,34.267422
"2012-05-23",37.764999,38.509998,37.380001,38.465,2800000,34.500629
"2012-05-24",38.595001,38.595001,37.41,37.889999,3246400,33.984894
"2012-05-25",37.970001,38.025002,37.084999,37.165001,3219600,33.334618
"2012-05-29",37.650002,38.939999,37.650002,38.145,4176600,34.213608
"2012-05-30",37.615002,37.794998,36.305,36.369999,3170600,32.621552
"2012-05-31",36.389999,36.439999,35.150002,35.875,3212400,32.17757
"2012-06-01",34.665001,34.970001,33.224998,33.294998,9225000,29.86347
"2012-06-04",32.830002,33.584999,32.080002,32.389999,5689800,29.051748
"2012-06-05",31.344999,33.035,31.344999,32.924999,4277600,29.531607
"2012-06-06",33.325001,33.810001,33.169998,33.685001,3567600,30.213276
"2012-06-07",34.215,34.404999,33.544998,33.630001,2694400,30.163944
"2012-06-08",33.395,34.080002,33,34.064999,2155800,30.554113
"2012-06-11",34.294998,34.384998,32.799999,32.830002,2269200,29.4464
"2012-06-12",33.02,33.215,32.384998,33.005001,3326000,29.603361
"2012-06-13",33.389999,33.389999,32.119999,32.279999,3632400,28.953085
"2012-06-14",32.544998,32.544998,31.309999,31.584999,5163600,28.329716
"2012-06-15",31.809999,32.625,31.625,32.595001,4558400,29.235617
"2012-06-18",32.224998,33.195,32.224998,32.970001,9735600,29.571972
"2012-06-19",33.310001,34.685001,33.224998,34.294998,4463800,30.760408
"2012-06-20",33.810001,34.43,33.645,33.970001,3238800,30.468903
"2012-06-21",33.919998,34.380001,32.669998,32.724998,3421000,29.352222
"2012-06-22",32.895,32.959999,32.544998,32.75,3653800,29.374643
"2012-06-25",32.099998,32.330002,31.445,32.049999,2967400,28.746794
"2012-06-26",32.044998,32.240002,31.690001,32.064999,3585400,28.760242
"2012-06-27",31.955,32.689999,31.83,32.099998,2592200,28.791636
"2012-06-28",31.855,32.404999,31.855,32.255001,2286800,28.930662
"2012-06-29",33.029999,33.130001,32.650002,32.794998,2778400,29.415005
"2012-07-02",32.235001,32.740002,31.254999,32.615002,2046600,29.253563
"2012-07-03",32.595001,33.494999,32.470001,33.130001,2728600,29.715481
"2012-07-05",33.165001,33.919998,33.095001,33.584999,2320400,30.123583
"2012-07-06",33.099998,33.220001,32.404999,32.630001,2414000,29.267017
"2012-07-09",32.490002,32.625,31.934999,32.130001,2794400,28.818546
"2012-07-10",32.325001,32.880001,31.535,31.795,4638800,28.518068
"2012-07-11",31.745001,31.995001,31.475,31.709999,2051200,28.441833
"2012-07-12",31.360001,31.834999,30.785,31.594999,3042800,28.338684
"2012-07-13",31.76,32.400002,31.695,32.349998,2382000,29.015873
"2012-07-16",32.139999,32.244999,31.635,31.77,1409200,28.495649
"2012-07-17",31.98,32.200001,31.355,31.99,2453800,28.692974
"2012-07-18",31.85,33.080002,31.605,32.25,7818400,28.926178
"2012-07-19",32.18,33.055,31.82,32.650002,2577600,29.284956
"2012-07-20",32.275002,32.805,31.75,31.995001,3199200,28.697464
"2012-07-23",31.205,31.67,30.764999,31.389999,3196600,28.154812
"2012-07-24",31.469999,31.495001,30.084999,30.27,3389400,27.15024
"2012-07-25",30.440001,31.85,30.325001,31.065001,4853000,27.863306
"2012-07-26",30.674999,32.110001,30.424999,31.495001,5138200,28.248991
"2012-07-27",31.92,33.785,31.870001,33.66,4860800,30.190859
"2012-07-30",33.740002,34.189999,33.490002,33.575001,2523000,30.114613
"2012-07-31",33.580002,33.990002,33.185001,33.549999,2637400,30.092178
"2012-08-01",33.645,33.744999,32.66,32.970001,2994800,29.571972
"2012-08-02",32.625,33.025002,31.27,31.865,3023000,28.580866
"2012-08-03",32.674999,33.215,32.365002,32.965,2275000,29.567486
"2012-08-06",33.154999,34.095001,32.849998,33.900002,2022600,30.406118
"2012-08-07",34.014999,35.299999,33.974998,35.02,3414200,31.410677
"2012-08-08",34.709999,35.23,34.509998,34.674999,2636000,31.101244
"2012-08-09",34.674999,35.084999,34.540001,34.990002,1662400,31.383778
"2012-08-10",34.830002,35.66,34.75,35.66,2004600,31.984728
"2012-08-13",35.580002,35.93,35.445,35.904999,1743400,32.204475
"2012-08-14",36.07,36.075001,35.07,35.200001,2353000,31.572132
"2012-08-15",35.240002,35.549999,34.959999,35.365002,2579600,31.720121
"2012-08-16",35.424999,35.889999,35.235001,35.68,2797600,32.002674
"2012-08-17",35.82,36.07,35.490002,35.625,2497200,31.953318
"2012-08-20",35.619999,35.630001,35.080002,35.224998,2613000,31.594559
"2012-08-21",35.279999,35.494999,34.84,34.939999,1885800,31.33893
"2012-08-22",34.880001,35.014999,34.404999,34.91,1602800,31.312027
"2012-08-23",34.860001,35.035,34.465,34.52,1389400,30.962219
"2012-08-24",34.375,34.474998,33.794998,34.215,2337200,30.688658
"2012-08-27",34.389999,34.59,34.005001,34.314999,1755600,30.778345
"2012-08-28",34.189999,34.435001,33.965,34.130001,1874200,30.612411
"2012-08-29",34.224998,34.630001,34.105,34.560001,1387200,30.998098
"2012-08-30",34.259998,34.43,33.705002,33.814999,1401600,30.329878
"2012-08-31",34.125,34.575001,33.625,34.389999,2400600,30.845613
"2012-09-04",34.275002,34.43,33.349998,33.645,2956600,30.177401
"2012-09-05",33.740002,33.915001,33.34,33.465,1766000,30.015955
"2012-09-06",33.889999,35.005001,33.759998,34.834999,1763800,31.244751
"2012-09-07",34.869999,36.445,34.869999,36.189999,2507600,32.460114
"2012-09-10",36.110001,36.110001,35.549999,35.810001,1826000,32.119274
"2012-09-11",35.895,36.735001,35.84,36.68,2414000,32.899609
"2012-09-12",36.775002,37.18,36.654999,36.985001,2464000,33.173161
"2012-09-13",36.904999,38.220001,36.490002,37.98,3149800,34.065617
"2012-09-14",38.395,39.09,38.185001,39.040001,4050600,35.016369
"2012-09-17",38.880001,38.915001,37.875,38.02,2711000,34.101494
"2012-09-18",38.044998,38.044998,37.419998,37.82,1810400,33.922096
"2012-09-19",37.794998,38.400002,37.474998,38.040001,2185600,34.119427
"2012-09-20",37.52,37.52,36.09,37.060001,3761600,33.240437
"2012-09-21",37.355,37.459999,36.110001,36.145,3741800,32.419743
"2012-09-24",35.950001,36.314999,35.845001,36.240002,2370600,32.504955
"2012-09-25",36.34,36.375,34.93,34.93,2554400,31.329962
"2012-09-26",34.900002,34.994999,34.279999,34.494999,2654400,30.939793
"2012-09-27",34.755001,34.985001,34.259998,34.689999,2213000,31.114697
"2012-09-28",34.41,34.650002,33.93,34.555,2855600,30.993612
"2012-10-01",34.849998,36.009998,34.849998,35.57,2881000,31.904005
"2012-10-02",35.700001,35.93,35.224998,35.834999,1728800,32.141682
"2012-10-03",35.91,36.080002,35.259998,35.465,2054800,31.809835
"2012-10-04",35.66,36.595001,35.384998,36.580002,3060400,32.809898
"2012-10-05",36.775002,37.439999,36.57,36.849998,2706400,33.052082
"2012-10-08",36.605,36.639999,36.125,36.294998,1478000,32.554279
"2012-10-09",35.880001,36.060001,34.650002,34.724998,3745000,31.146082
"2012-10-10",34.599998,34.599998,33.285,33.404999,4849600,29.962137
"2012-10-11",33.939999,34.165001,33.27,33.43,2966800,29.98456
"2012-10-12",33.970001,34.605,33.154999,33.285,2234600,29.854504
"2012-10-15",33.415001,33.66,32.740002,33.424999,2297200,29.980072
"2012-10-16",33.400002,33.799999,33,33.615002,2371600,30.150496
"2012-10-17",33.759998,33.915001,33.255001,33.509998,1681400,30.056307
"2012-10-18",33.459999,33.904999,33.134998,33.455002,1618000,30.006981
"2012-10-19",33.279999,33.689999,32.825001,32.895,1393200,29.504702
"2012-10-22",32.895,33.205002,32.48,32.919998,1577400,29.527115
"2012-10-23",31.825001,32.349998,31.434999,32.235001,2235400,28.912722
"2012-10-24",32.43,32.540001,31.825001,32,2601400,28.701942
"2012-10-25",32.389999,32.639999,31.92,32.330002,1949000,28.997936
"2012-10-26",32.185001,32.41,31.535,31.855,2210800,28.571886
"2012-10-31",31.73,33.040001,31.355,32.91,4963600,29.51815
"2012-11-01",32.939999,33.689999,32.759998,33.419998,3479200,29.97559
"2012-11-02",33.744999,33.884998,33.07,33.174999,2167400,29.755835
"2012-11-05",33.099998,33.790001,33.005001,33.650002,1854800,30.181885
"2012-11-06",33.599998,34.200001,33.490002,34.049999,1813000,30.540651
"2012-11-07",33.32,33.32,32.389999,32.560001,3522600,29.204229
"2012-11-08",32.73,32.73,31.049999,31.055,4460400,27.854338
"2012-11-09",31.049999,31.905001,31,31.615,2849000,28.356619
"2012-11-12",31.790001,31.870001,31.219999,31.254999,2112600,28.033726
"2012-11-13",31.075001,31.445,31.040001,31.075001,2056800,27.872284
"2012-11-14",31.135,31.34,30.565001,30.715,3140200,27.549381
"2012-11-15",30.700001,31.355,30.629999,30.965,2758600,27.773613
"2012-11-16",30.264999,31.275,30.264999,30.875,3331000,27.69289
"2012-11-19",31.450001,31.940001,31.450001,31.745001,2523600,28.473228
"2012-11-20",31.695,32.014999,31.475,31.76,1929000,28.486679
"2012-11-21",31.870001,32.310001,31.6,31.860001,2267400,28.576372
"2012-11-23",32.195,32.674999,32.044998,32.650002,544400,29.284956
"2012-11-26",32.285,32.52,32.264999,32.389999,2813600,29.051748
"2012-11-27",32.25,33.110001,31.795,32.470001,2090000,29.123501
"2012-11-28",32.185001,32.805,32.130001,32.595001,2130400,29.235617
"2012-11-29",32.880001,33.185001,32.595001,33.174999,1649400,29.755835
"2012-11-30",33.09,33.244999,32.735001,33.150002,2380000,29.733421
"2012-12-03",33.244999,33.27,33.009998,33.150002,3654800,29.733421
"2012-12-04",33.105,33.459999,33.084999,33.314999,1654800,29.881416
"2012-12-05",33.349998,33.744999,33.134998,33.23,2130600,29.80517
"2012-12-06",33.255001,33.34,33.075001,33.209999,1748400,29.787233
"2012-12-07",33.450001,33.68,33.255001,33.625,1447600,30.15946
"2012-12-10",33.645,33.834999,33.470001,33.775002,1326800,30.294001
"2012-12-11",33.915001,33.939999,33.395,33.529999,2587000,30.074245
"2012-12-12",33.580002,34,33.404999,33.5,2582800,30.047348
"2012-12-13",33.490002,33.639999,33.105,33.235001,3033800,29.80966
"2012-12-14",33.119999,33.490002,33.119999,33.235001,1975800,29.80966
"2012-12-17",33.419998,33.560001,33.084999,33.23,4039200,29.80517
"2012-12-18",33.34,33.860001,33.23,33.75,2469400,30.27158
"2012-12-19",33.924999,34.494999,33.915001,33.98,2816000,30.477869
"2012-12-20",33.970001,34.310001,33.84,34.279999,2572000,30.746956
"2012-12-21",33.904999,34.369999,33.459999,34.32,3767000,30.782829
"2012-12-24",34.314999,34.48,34.044998,34.455002,869200,30.903921
"2012-12-26",34.48,34.919998,34.419998,34.709999,1835400,31.132639
"2012-12-27",34.669998,35.34,34.610001,35.235001,2156400,31.603533
"2012-12-28",34.900002,35.279999,34.724998,35.025002,2211000,31.41518
"2012-12-31",34.919998,35.924999,34.709999,35.810001,2090400,32.119274
"2013-01-02",36.744999,37.314999,36.580002,37.255001,3187800,33.415348
"2013-01-03",37.09,37.5,36.889999,37.195,2483600,33.361523
"2013-01-04",37.400002,37.439999,36.615002,36.895,3607600,33.092449
"2013-01-07",36.669998,36.904999,36.450001,36.744999,3441200,32.957897
"2013-01-08",36.650002,36.735001,36.07,36.244999,2099400,32.509426
"2013-01-09",36.48,36.755001,36.23,36.305,1373600,32.563244
"2013-01-10",36.685001,36.685001,36.044998,36.235001,1658200,32.500458
"2013-01-11",36.224998,36.34,35.705002,35.849998,1268000,32.155144
"2013-01-14",35.875,36.09,35.509998,35.985001,1346400,32.276226
"2013-01-15",35.584999,37,35.584999,36.814999,2385200,33.020687
"2013-01-16",37.5,38.735001,37.445,37.775002,5086200,33.881741
"2013-01-17",38.075001,38.174999,37.68,38,1954000,34.083557
"2013-01-18",37.955002,38.005001,37.165001,37.814999,2496200,33.917629
"2013-01-22",37.860001,38.040001,37.529999,37.775002,1863800,33.881741
"2013-01-23",37.674999,38.025002,37.389999,37.560001,1720400,33.688904
"2013-01-24",37.599998,38.389999,37.450001,38.264999,2006600,34.321251
"2013-01-25",38.424999,38.790001,38.224998,38.645,2095400,34.662083
"2013-01-28",38.744999,39.209999,38.125,38.125,2038000,34.195667
"2013-01-29",38.035,38.095001,37.564999,37.955002,1905800,34.043194
"2013-01-30",37.84,38.119999,37.555,37.59,1931400,33.715813
"2013-01-31",37.5,37.5,36.970001,37.09,2231000,33.267345
"2013-02-01",37.450001,37.689999,36.724998,37.255001,3269600,33.415348
"2013-02-04",36.849998,36.950001,36.540001,36.654999,1940400,32.877186
"2013-02-05",36.735001,37.310001,36.700001,37.125,1465200,33.29874
"2013-02-06",36.91,37.384998,36.895,37.064999,1303400,33.244911
"2013-02-07",37.16,37.32,36.330002,36.695,1303200,32.913059
"2013-02-08",36.75,37.470001,36.685001,37.470001,1137600,33.608181
"2013-02-11",37.375,37.669998,37.220001,37.465,852200,33.603699
"2013-02-12",37.415001,37.900002,37.415001,37.705002,2890600,33.818958
"2013-02-13",37.880001,38.075001,37.404999,37.584999,2573200,33.711338
"2013-02-14",37.450001,38.349998,37.084999,37.57,3869800,33.697872
"2013-02-15",37.605,38.470001,37.360001,38.055,3755600,34.132889
