"dates","MCD.Open","MCD.High","MCD.Low","MCD.Close","MCD.Volume","MCD.Adjusted"
"2010-02-12",63.209999,63.889999,63.189999,63.59,6749800,45.768085
"2010-02-16",63.5,64.18,63.279999,64.010002,7090200,46.070381
"2010-02-17",64.209999,64.349998,63.77,64.260002,5424600,46.250324
"2010-02-18",64.110001,64.620003,64,64.480003,4975800,46.408665
"2010-02-19",64.459999,64.889999,64.300003,64.739998,5622600,46.595791
"2010-02-22",64.93,64.93,64.629997,64.769997,4274900,46.617386
"2010-02-23",64.779999,65.050003,64.699997,64.870003,7485700,46.689358
"2010-02-24",64.959999,65.550003,64.769997,65.260002,7579700,46.970062
"2010-02-25",64.290001,64.639999,63.759998,64.379997,8500000,46.730522
"2010-02-26",64.459999,64.730003,63.849998,63.849998,8288400,46.345825
"2010-03-01",63.98,64.139999,63.669998,63.98,6320300,46.440174
"2010-03-02",64.419998,64.419998,63.91,64.07,6271700,46.505508
"2010-03-03",64.25,64.339996,63.450001,63.630001,6396100,46.186119
"2010-03-04",63.790001,63.790001,63.299999,63.43,5958200,46.040958
"2010-03-05",63.720001,63.759998,63.25,63.669998,8154600,46.215164
"2010-03-08",64.410004,65.540001,64.230003,65.120003,11825600,47.267662
"2010-03-09",64.989998,65.5,64.839996,65.099998,7126900,47.253136
"2010-03-10",65.019997,65.239998,64.730003,64.940002,6900200,47.137001
"2010-03-11",64.800003,65.209999,64.669998,65.209999,4350400,47.332985
"2010-03-12",65.459999,65.980003,65.360001,65.529999,6601700,47.565262
"2010-03-15",65.699997,66.190002,65.690002,65.93,5715100,47.855606
"2010-03-16",66.220001,66.239998,65.800003,66.07,5705600,47.957218
"2010-03-17",66.230003,66.440002,65.870003,66.379997,4818800,48.182224
"2010-03-18",66.470001,66.739998,66.360001,66.68,6206700,48.399982
"2010-03-19",66.529999,66.910004,66,66.529999,10230100,48.2911
"2010-03-22",66.07,67.25,65.900002,67.010002,7386400,48.639526
"2010-03-23",67.139999,67.349998,66.830002,67.349998,8057700,48.886322
"2010-03-24",66.989998,67.190002,66.580002,66.800003,6363700,48.487103
"2010-03-25",67.129997,67.440002,66.839996,66.900002,5705600,48.559689
"2010-03-26",67.089996,67.449997,66.93,67.260002,5984100,48.820984
"2010-03-29",67.459999,67.480003,66.589996,67.07,6522600,48.683067
"2010-03-30",67.110001,67.489998,66.919998,67.239998,5093500,48.806473
"2010-03-31",67.150002,67.389999,66.629997,66.720001,5765600,48.429031
"2010-04-01",67.059998,67.709999,67.059998,67.580002,5474200,49.053249
"2010-04-05",67.760002,68.199997,67.760002,68.029999,4875200,49.379875
"2010-04-06",67.769997,67.959999,67.650002,67.809998,3318300,49.220203
"2010-04-07",67.800003,68.129997,67.260002,67.699997,6623700,49.140366
"2010-04-08",67.900002,69.029999,67.870003,68.760002,7141000,49.909767
"2010-04-09",68.660004,68.769997,68.139999,68.68,5622100,49.851692
"2010-04-12",68.769997,68.849998,68.370003,68.529999,4025000,49.742813
"2010-04-13",68.68,69.050003,68.309998,68.919998,5652600,50.02589
"2010-04-14",69.18,69.529999,69.050003,69.419998,6193000,50.388821
"2010-04-15",69.309998,69.489998,68.970001,69.160004,4767200,50.200104
"2010-04-16",69.110001,69.279999,68.330002,69.029999,7876100,50.105743
"2010-04-19",69,69.970001,68.989998,69.919998,7157900,50.751762
"2010-04-20",69.980003,70.589996,69.949997,70.339996,7340300,51.056606
"2010-04-21",70.620003,71.190002,70.050003,70.360001,10738100,51.071136
"2010-04-22",70.25,71.470001,70.120003,71.029999,7139600,51.557442
"2010-04-23",71.220001,71.349998,70.75,71.150002,5923700,51.644569
"2010-04-26",71.300003,71.419998,70.730003,71.019997,6035600,51.550205
"2010-04-27",70.709999,71.330002,70.400002,70.529999,8154400,51.194534
"2010-04-28",70.480003,70.730003,69.760002,70.339996,7589400,51.056606
"2010-04-29",70.580002,71.699997,70.580002,71.519997,7357400,51.913132
"2010-04-30",71.529999,71.709999,70.389999,70.589996,6966600,51.238075
"2010-05-03",70.879997,71.839996,70.650002,71.419998,5990600,51.840546
"2010-05-04",71.150002,71.300003,70.300003,70.639999,7240200,51.274368
"2010-05-05",70.400002,71.059998,70.129997,70.660004,9577700,51.288898
"2010-05-06",70.449997,71.489998,67.489998,69.419998,16489600,50.388821
"2010-05-07",69.019997,69.32,67.419998,68.010002,15280700,49.365387
"2010-05-10",70.07,71.050003,69.75,70.580002,10903300,51.230824
"2010-05-11",70.169998,71.099998,70.129997,70.480003,6709900,51.158237
"2010-05-12",70.730003,70.940002,70.150002,70.669998,5655500,51.296139
"2010-05-13",70.709999,71.300003,70.449997,70.5,5734000,51.172752
"2010-05-14",70.279999,70.449997,69.099998,69.589996,9111400,50.512234
"2010-05-17",69.82,70.25,69.349998,70.139999,7467000,50.911446
"2010-05-18",70.529999,70.809998,69.839996,70.019997,6897800,50.824345
"2010-05-19",69.660004,69.949997,68.900002,69.400002,7814300,50.374313
"2010-05-20",68.540001,69.360001,67.629997,67.660004,13571000,49.111332
"2010-05-21",67.07,68.040001,65.550003,67.860001,12614800,49.256496
"2010-05-24",67.839996,68.510002,67.260002,67.660004,6733300,49.111332
"2010-05-25",66.589996,67.839996,66.199997,67.839996,9257900,49.241985
"2010-05-26",67.889999,68.059998,66,66.010002,11525200,47.913662
"2010-05-27",66.410004,67.199997,66.019997,67.199997,9728000,49.187263
"2010-05-28",67.239998,67.629997,66.75,66.870003,7164800,48.945728
"2010-06-01",66.230003,67.309998,66.040001,66.360001,5367700,48.572426
"2010-06-02",66.529999,67.800003,66.199997,67.769997,5750400,49.604473
"2010-06-03",67.800003,68.25,67.440002,67.849998,4402500,49.663025
"2010-06-04",66.82,68.089996,66.519997,66.699997,7558000,48.821278
"2010-06-07",66.639999,67.82,66.25,66.75,9808400,48.857895
"2010-06-08",67.160004,68.449997,65.809998,68.379997,13565800,50.050964
"2010-06-09",68.68,68.900002,68.040001,68.260002,8921800,49.963131
"2010-06-10",68.980003,69.410004,68.709999,69.370003,6743600,50.775616
"2010-06-11",68.860001,69.550003,68.75,69.540001,5367100,50.900047
"2010-06-14",69.949997,69.980003,69.300003,69.300003,4525300,50.724369
"2010-06-15",69.940002,70.489998,69.849998,70.400002,6419900,51.529507
"2010-06-16",70.059998,70.5,70.010002,70.290001,4548500,51.44899
"2010-06-17",70.550003,70.580002,69.379997,70.050003,7014900,51.273331
"2010-06-18",70.25,70.43,69.809998,69.879997,8817900,51.148895
"2010-06-21",70.269997,70.5,69.769997,69.919998,5203100,51.178185
"2010-06-22",70.010002,70.370003,68.550003,68.639999,5487700,50.24128
"2010-06-23",68.82,69.300003,68.470001,68.629997,5443200,50.233955
"2010-06-24",68.43,68.540001,67.610001,67.730003,5942800,49.575203
"2010-06-25",67.709999,68.290001,67.370003,67.419998,8041700,49.348301
"2010-06-28",67.580002,67.889999,67.25,67.330002,4427700,49.282425
"2010-06-29",66.610001,66.790001,66.089996,66.459999,8715200,48.645615
"2010-06-30",66.290001,66.839996,65.800003,65.870003,7204900,48.213772
"2010-07-01",66.720001,66.900002,65.309998,66.709999,10924400,48.828609
"2010-07-02",66.75,67,65.959999,66.139999,5280600,48.4114
"2010-07-06",66.519997,67.099998,65.629997,66.110001,5940700,48.389435
"2010-07-07",66.089996,67.370003,66,67.309998,6623200,49.267784
"2010-07-08",67.800003,69.150002,67.550003,69.019997,7871200,50.519413
"2010-07-09",69.080002,69.330002,68.75,69.220001,4513000,50.665825
"2010-07-12",68.959999,70,68.959999,69.940002,5420800,51.192825
"2010-07-13",70.440002,71.07,70.120003,70.839996,6072100,51.851559
"2010-07-14",70.5,70.980003,70.160004,70.900002,4476100,51.895496
"2010-07-15",70.900002,71.459999,70.43,71.330002,5470100,52.210239
"2010-07-16",71.160004,71.279999,69.860001,69.940002,5981000,51.192825
"2010-07-19",69.970001,70.379997,69.449997,69.910004,5072700,51.170868
"2010-07-20",69.470001,70.959999,69.440002,70.870003,5474300,51.873524
"2010-07-21",70.93,71,69.650002,70.110001,5734400,51.317265
"2010-07-22",70.510002,71.540001,70.510002,71.400002,6717900,52.261475
"2010-07-23",70.760002,71.169998,68.940002,69.900002,12238900,51.163551
"2010-07-26",70.040001,70.870003,69.900002,70.870003,5525400,51.873524
"2010-07-27",71.029999,71.029999,69.989998,70.400002,6214900,51.529507
"2010-07-28",70.209999,70.379997,69.370003,69.769997,6708400,51.068378
"2010-07-29",70.199997,70.25,68.900002,69.379997,5131700,50.782932
"2010-07-30",68.919998,69.980003,68.589996,69.730003,5990300,51.03912
"2010-08-02",70.5,70.5,69.93,70.25,5873100,51.419724
"2010-08-03",70.209999,70.839996,70.059998,70.449997,4946000,51.566109
"2010-08-04",70.379997,70.949997,70.209999,70.690002,4567100,51.741791
"2010-08-05",70.5,70.5,69.839996,70.449997,5441500,51.566109
"2010-08-06",70.160004,71.800003,70.019997,71.739998,6775300,52.510334
"2010-08-09",72.410004,73.339996,72.349998,72.919998,8921200,53.374012
"2010-08-10",72.5,72.980003,71.970001,72.839996,5689700,53.315464
"2010-08-11",72.010002,72.32,71.5,71.57,5478000,52.385906
"2010-08-12",71.040001,72.150002,71.040001,72.059998,5641400,52.744556
"2010-08-13",71.690002,72.470001,71.690002,71.889999,5937300,52.620129
"2010-08-16",71.760002,72.120003,71.540001,71.790001,4935700,52.546936
"2010-08-17",72.080002,73.639999,71.739998,73.220001,7392900,53.593632
"2010-08-18",73.230003,73.82,72.800003,73.25,6030800,53.615582
"2010-08-19",73.150002,73.400002,72.449997,72.970001,6950500,53.410633
"2010-08-20",72.870003,73.199997,72.68,73.080002,5566300,53.491161
"2010-08-23",73.529999,73.940002,73.330002,73.339996,5404300,53.681435
"2010-08-24",72.75,73.099998,72.190002,72.720001,5846200,53.227661
"2010-08-25",72.300003,73.449997,72.300003,73.190002,6704600,53.571674
"2010-08-26",73.690002,73.760002,73.110001,73.160004,5215600,53.549713
"2010-08-27",73.470001,74.07,72.860001,73.989998,6592900,54.15723
"2010-08-30",73.309998,73.470001,72.739998,72.739998,4192900,53.641022
"2010-08-31",72.559998,73.32,72.550003,73.059998,5598100,53.876995
"2010-09-01",73.919998,74.599998,73.720001,74.540001,6746800,54.968407
"2010-09-02",74.75,75.059998,74.290001,75.019997,5885200,55.322353
"2010-09-03",74.900002,75.349998,74.419998,75.089996,7328100,55.373978
"2010-09-07",74.970001,75.980003,74.93,75.800003,7188700,55.897591
"2010-09-08",75.940002,76.260002,75.75,76.080002,6808700,56.104057
"2010-09-09",74.339996,76.080002,73.660004,74.370003,14615200,54.843044
"2010-09-10",74.190002,75.129997,74.18,75.010002,7483900,55.315006
"2010-09-13",75.25,75.339996,74.010002,74.57,7851500,54.99052
"2010-09-14",74.470001,74.57,73.809998,73.940002,6543500,54.525936
"2010-09-15",73.720001,74.830002,73.709999,74.709999,4549400,55.093769
"2010-09-16",74.620003,74.900002,74.349998,74.800003,5073300,55.160141
"2010-09-17",74.599998,74.790001,74.129997,74.32,7933500,54.806149
"2010-09-20",74.32,75.349998,74.300003,75.110001,4211200,55.388718
"2010-09-21",75.32,75.75,74.879997,75.510002,5297300,55.683712
"2010-09-22",75.360001,75.779999,75,75.129997,5141600,55.403511
"2010-09-23",75.160004,75.43,74.580002,74.639999,5921600,55.042137
"2010-09-24",75.400002,75.440002,74.940002,75.099998,5843400,55.381378
"2010-09-27",75.230003,75.389999,74.75,74.760002,5957400,55.130653
"2010-09-28",74.959999,74.959999,74.220001,74.629997,7047500,55.034756
"2010-09-29",74.57,74.75,74.300003,74.449997,4668100,54.902031
"2010-09-30",74.519997,74.970001,73.870003,74.510002,7237700,54.946274
"2010-10-01",75.040001,75.199997,74.540001,74.919998,7192400,55.248615
"2010-10-04",74.910004,75.129997,74.400002,74.949997,3900300,55.270748
"2010-10-05",75.389999,75.959999,75.25,75.82,5680000,55.9123
"2010-10-06",75.790001,75.949997,75.400002,75.559998,4732700,55.720589
"2010-10-07",75.510002,75.989998,75.510002,75.860001,4477200,55.941803
"2010-10-08",75.910004,76.309998,75.639999,76.099998,4118200,56.118809
"2010-10-11",76.010002,76.25,75.269997,75.589996,3653400,55.74271
"2010-10-12",75.709999,75.82,74.879997,75.580002,4703500,55.735336
"2010-10-13",75.889999,76.07,75.410004,75.75,4370700,55.86071
"2010-10-14",75.769997,77.089996,75.669998,77.040001,6616400,56.812012
"2010-10-15",77.470001,77.769997,76.93,77.480003,6259200,57.136448
"2010-10-18",77.540001,77.940002,77.160004,77.32,5375200,57.018471
"2010-10-19",77.080002,77.620003,76.68,76.989998,5226000,56.775116
