"dates","MCD.Open","MCD.High","MCD.Low","MCD.Close","MCD.Volume","MCD.Adjusted"
"2010-10-20",77.269997,78.139999,77.169998,77.410004,6420300,57.084858
"2010-10-21",78.440002,79.480003,78.269997,78.440002,7697000,57.844387
"2010-10-22",78.050003,78.75,77.849998,78.550003,4224000,57.925533
"2010-10-25",78.989998,79.25,78.629997,78.699997,4103000,58.036121
"2010-10-26",78.589996,79,78.580002,78.760002,4030200,58.080383
"2010-10-27",78.459999,78.620003,77,77.480003,8459200,57.136448
"2010-10-28",77.720001,77.769997,77.120003,77.480003,5346300,57.136448
"2010-10-29",77.599998,79.900002,77.400002,77.769997,4335000,57.350323
"2010-11-01",78.059998,78.629997,77.370003,77.879997,4957800,57.431454
"2010-11-02",78.389999,78.760002,78.269997,78.400002,3701400,57.814888
"2010-11-03",78.410004,78.709999,77.82,78.5,4060500,57.888641
"2010-11-04",79.120003,79.470001,78.839996,79.18,5607000,58.390099
"2010-11-05",79.389999,79.389999,78.800003,79.300003,5243200,58.478588
"2010-11-08",78.940002,79.400002,78.699997,79.309998,4865700,58.485966
"2010-11-09",79.190002,79.25,78.709999,79.099998,4534300,58.331116
"2010-11-10",79.07,79.580002,78.660004,79.5,4009900,58.626083
"2010-11-11",79.360001,79.849998,79.32,79.699997,4438900,58.77354
"2010-11-12",79.300003,79.449997,78.139999,78.849998,4946900,58.14674
"2010-11-15",78.980003,79.379997,78.769997,79.07,3741600,58.308987
"2010-11-16",78.599998,78.639999,77.120003,77.419998,6751400,57.092213
"2010-11-17",77.43,78.519997,77.43,78.370003,5272800,57.792793
"2010-11-18",78.629997,79.480003,78.629997,79.019997,11083200,58.272118
"2010-11-19",79.120003,79.660004,78.760002,79.639999,10866000,58.729332
"2010-11-22",79.370003,79.529999,79.059998,79.519997,10939500,58.640812
"2010-11-23",79.050003,79.199997,78.440002,79.010002,5460400,58.264755
"2010-11-24",79.370003,79.669998,79.25,79.480003,4465100,58.611324
"2010-11-26",79.239998,79.269997,78.540001,78.540001,2576700,57.918144
"2010-11-29",77.940002,78.470001,77.150002,78.260002,4977600,58.163391
"2010-11-30",77.760002,78.730003,77.5,78.300003,5558300,58.193134
"2010-12-01",79.139999,79.580002,79.099998,79.290001,5323300,58.928944
"2010-12-02",79.470001,79.650002,79.220001,79.379997,4994400,58.995792
"2010-12-03",79.309998,79.790001,79.050003,79.760002,3611200,59.278221
"2010-12-06",79.690002,79.940002,79.400002,79.580002,3113700,59.144447
"2010-12-07",79.959999,80.940002,79.900002,80.339996,7729000,59.70927
"2010-12-08",78.830002,78.949997,78.120003,78.739998,9359700,58.520138
"2010-12-09",79.199997,79.209999,77.449997,77.610001,10593300,57.680302
"2010-12-10",77.650002,77.839996,77.32,77.559998,5321100,57.643143
"2010-12-13",77.739998,77.760002,77.080002,77.110001,6926500,57.30872
"2010-12-14",77.050003,77.370003,76.910004,77.110001,6040400,57.30872
"2010-12-15",77.230003,77.449997,76.910004,76.980003,6125800,57.212082
"2010-12-16",77.190002,77.190002,76.529999,76.709999,6483700,57.011436
"2010-12-17",76.709999,76.959999,76.620003,76.809998,8998800,57.085762
"2010-12-20",76.949997,77.059998,76.82,76.919998,4759200,57.167503
"2010-12-21",77.139999,77.139999,76.510002,76.860001,4286100,57.122925
"2010-12-22",77.040001,77.370003,76.910004,77.010002,3518100,57.23439
"2010-12-23",77.010002,77.110001,76.760002,76.959999,2862600,57.19722
"2010-12-27",76.730003,76.75,76.230003,76.43,2612600,56.803345
"2010-12-28",76.440002,76.610001,75.940002,76.43,2962900,56.803345
"2010-12-29",76.75,77.5,76.629997,76.989998,3583900,57.219524
"2010-12-30",76.860001,77.050003,76.519997,76.760002,2565000,57.04858
"2010-12-31",76.709999,76.860001,76.339996,76.760002,2485100,57.04858
"2011-01-03",77.099998,77.589996,76.599998,76.599998,8019700,56.92968
"2011-01-04",75.739998,75.910004,74.110001,74.309998,36471600,55.227726
"2011-01-05",74.68,74.900002,74.309998,74.660004,17904000,55.487865
"2011-01-06",74.900002,74.940002,74.080002,74.209999,11717100,55.153408
"2011-01-07",74.349998,74.580002,73.589996,74.370003,11271900,55.272327
"2011-01-10",74.25,74.459999,73.519997,73.559998,11338600,54.67033
"2011-01-11",73.839996,74.489998,73.57,73.900002,8658800,54.923004
"2011-01-12",74.370003,74.370003,73.459999,73.599998,10378500,54.700062
"2011-01-13",73.440002,73.550003,72.459999,72.669998,14512600,54.008881
"2011-01-14",72.400002,74.120003,72.139999,74.059998,10570000,55.041924
"2011-01-18",74.650002,75.360001,74.309998,74.68,11228500,55.502708
"2011-01-19",75.099998,75.440002,74.75,75.349998,10696700,56.000679
"2011-01-20",75.389999,75.739998,74.68,75.160004,8290300,55.859463
"2011-01-21",75.75,75.75,74.639999,75.010002,9825900,55.747986
"2011-01-24",74.25,75.849998,74.150002,75.379997,16395500,56.022976
"2011-01-25",75.540001,75.68,75,75.480003,6959800,56.097282
"2011-01-26",75.589996,75.709999,75.150002,75.169998,6669000,55.866901
"2011-01-27",75.43,75.449997,74.339996,74.349998,7610900,55.257469
"2011-01-28",74.370003,74.730003,73.050003,73.279999,9083500,54.462231
"2011-01-31",73.800003,73.980003,73.349998,73.669998,6372400,54.752068
"2011-02-01",74.220001,74.260002,73.199997,73.470001,8468900,54.603455
"2011-02-02",73.489998,73.760002,73.080002,73.639999,5841900,54.729771
"2011-02-03",73.839996,74.269997,73.809998,73.830002,11126100,54.870998
"2011-02-04",73.730003,74.5,73.639999,74.050003,9699700,55.034515
"2011-02-07",74.129997,74.349998,73.300003,73.449997,11618600,54.588577
"2011-02-08",74.370003,75.970001,74.199997,75.360001,11855200,56.00811
"2011-02-09",75.5,75.989998,75.18,75.93,5845000,56.431732
"2011-02-10",75.980003,76.32,75.529999,75.760002,5437100,56.305374
"2011-02-11",75.800003,76.230003,75.510002,76.139999,4597900,56.587791
"2011-02-14",76.07,76.449997,75.830002,76.239998,4512800,56.662128
"2011-02-15",75.870003,76.339996,75.800003,76.150002,3823000,56.595245
"2011-02-16",76.279999,76.339996,75.760002,76.019997,4058200,56.498611
"2011-02-17",75.910004,76.129997,75.699997,75.980003,4338400,56.468884
"2011-02-18",76.080002,76.32,75.370003,76.129997,5446900,56.580376
"2011-02-22",75.949997,76.440002,75.519997,75.699997,7034000,56.260792
"2011-02-23",75.970001,76.449997,74.589996,75.190002,7034000,55.88176
"2011-02-24",74.980003,75.330002,74.550003,75.209999,7297100,55.89661
"2011-02-25",74.900002,75.339996,74.419998,74.440002,6499000,55.776745
"2011-02-28",74.510002,75.870003,74.510002,75.68,11324600,56.705841
"2011-03-01",75.709999,75.910004,74.709999,74.889999,9067200,56.113903
"2011-03-02",74.660004,74.800003,73.639999,74.690002,7835300,55.964046
"2011-03-03",75.260002,76.629997,75.169998,76.239998,7390100,57.125431
"2011-03-04",76.110001,76.599998,75.559998,76.029999,5416400,56.968109
"2011-03-07",76.379997,77.239998,75.940002,76.290001,7954100,57.16293
"2011-03-08",75.730003,76.050003,74.970001,75.540001,8950300,56.600948
"2011-03-09",75.68,76,75.199997,75.779999,5337800,56.780781
"2011-03-10",75.639999,77.25,75.290001,76.68,8157900,57.455147
"2011-03-11",76.360001,77.040001,76,76.730003,4448900,57.492611
"2011-03-14",76.099998,76.410004,75.459999,75.669998,7988500,56.69836
"2011-03-15",74.5,75.669998,74.339996,75.120003,6933600,56.28624
"2011-03-16",74.739998,74.75,73.169998,73.379997,10583900,54.982494
"2011-03-17",74.129997,74.190002,73.120003,73.400002,6126100,54.997482
"2011-03-18",73.480003,73.790001,72.889999,72.989998,9184100,54.690273
"2011-03-21",73.5,74.230003,73.379997,73.760002,5353700,55.26722
"2011-03-22",74,74.300003,73.529999,73.870003,4498800,55.349651
"2011-03-23",73.75,74.650002,73.669998,74.529999,5057900,55.84417
"2011-03-24",74.599998,75,74.489998,74.93,4306800,56.143879
"2011-03-25",75,75.75,74.760002,75.25,4652000,56.383663
"2011-03-28",75.550003,75.629997,75,75,3081600,56.196342
"2011-03-29",74.870003,75.449997,74.870003,75.370003,3008700,56.473572
"2011-03-30",75.5,76.040001,75.459999,75.809998,3479500,56.803257
"2011-03-31",75.839996,76.449997,75.760002,76.089996,4505700,57.013031
"2011-04-01",76.300003,76.5,75.870003,75.989998,3889000,56.938118
"2011-04-04",76.309998,76.5,76.139999,76.389999,3283100,57.237839
"2011-04-05",76.260002,76.739998,75.970001,76.599998,4274100,57.395184
"2011-04-06",76.779999,76.910004,76.459999,76.720001,5657400,57.485123
"2011-04-07",76.339996,76.739998,75.660004,76.010002,5414400,56.953114
"2011-04-08",76.25,76.379997,75.779999,76.040001,3693100,56.975594
"2011-04-11",76.160004,76.5,76,76.25,3940500,57.132931
"2011-04-12",75.830002,76.959999,75.830002,76.660004,4769000,57.440166
"2011-04-13",76.970001,77.459999,76.5,76.889999,4862700,57.61248
"2011-04-14",76.720001,77.220001,76.449997,77.07,3488700,57.747356
"2011-04-15",77.290001,77.540001,76.660004,77.379997,4605700,57.979637
"2011-04-18",76.889999,77.360001,76.400002,77,4937700,57.694908
"2011-04-19",76.879997,77,76.43,76.599998,4810600,57.395184
"2011-04-20",77.18,78.410004,77.169998,78.400002,7964800,58.743896
"2011-04-21",77.400002,77.690002,76.5,76.910004,9424100,57.627483
"2011-04-25",77.150002,77.25,76.540001,77.129997,3831600,57.792313
"2011-04-26",77.199997,77.339996,76.550003,76.940002,4900000,57.649944
"2011-04-27",77.410004,77.959999,77.010002,77.870003,5745100,58.346775
"2011-04-28",78,78.440002,77.519997,78.029999,3991900,58.46666
"2011-04-29",78.040001,78.589996,77.769997,78.309998,4500000,58.67646
"2011-05-02",78.400002,78.93,78.349998,78.639999,4021700,58.923733
"2011-05-03",78.629997,79.089996,78.510002,78.940002,4446300,59.148506
"2011-05-04",78.910004,79.309998,78.82,79.07,5493400,59.245911
"2011-05-05",78.839996,79.18,78.199997,78.599998,6407800,58.893768
"2011-05-06",78.830002,79.370003,78.650002,78.699997,6076200,58.968674
"2011-05-09",79.459999,79.82,79.080002,79.309998,6284700,59.425755
"2011-05-10",79.519997,79.849998,79.269997,79.709999,4375800,59.725452
"2011-05-11",79.68,79.970001,79.169998,79.510002,4304800,59.5756
"2011-05-12",79.300003,80.709999,79.110001,80.660004,6400000,60.437283
"2011-05-13",80.589996,80.910004,80.379997,80.739998,5220900,60.497227
"2011-05-16",80.440002,81.25,80.440002,81.139999,6244100,60.796955
"2011-05-17",80.699997,81.290001,80.440002,80.93,6471600,60.639591
"2011-05-18",80.900002,81.5,80.730003,81.5,4373100,61.066677
"2011-05-19",81.599998,82.629997,81.370003,82.510002,5909600,61.82346
"2011-05-20",82.790001,82.849998,81.989998,82.330002,4790700,61.688595
"2011-05-23",81.529999,82.699997,81.489998,82.5,6550800,61.815998
"2011-05-24",82.650002,83.080002,82.410004,82.639999,6309900,61.920876
"2011-05-25",82.57,82.989998,82.510002,82.720001,6589800,61.980804
"2011-05-26",82.870003,82.970001,82.199997,82.43,7160900,61.763519
"2011-05-27",82.129997,82.199997,81.269997,81.620003,5443300,61.612556
"2011-05-31",82.129997,82.25,81.279999,81.540001,7161400,61.552155
"2011-06-01",81.470001,81.739998,80.980003,80.980003,5700100,61.129425
"2011-06-02",80.949997,81.269997,80.459999,80.75,4764400,60.955795
"2011-06-03",80.099998,80.949997,80.010002,80.540001,5752100,60.797291
"2011-06-06",80.599998,81.470001,80.43,80.699997,6132800,60.918045
"2011-06-07",81.050003,82.230003,80.959999,81.139999,7248900,61.250221
"2011-06-08",80.18,81.5,80,81.150002,7867600,61.257736
"2011-06-09",81.150002,81.610001,80.620003,81.260002,4540200,61.340786
"2011-06-10",81.209999,81.379997,80.279999,80.360001,5466200,60.661423
"2011-06-13",80.43,81.32,80.389999,80.730003,4376000,60.940712
"2011-06-14",81.059998,81.849998,80.800003,81.470001,5246300,61.499298
"2011-06-15",81.220001,81.889999,81.110001,81.239998,5353600,61.325687
"2011-06-16",81.379997,81.93,80.900002,81.809998,5258800,61.75597
"2011-06-17",82.220001,82.720001,81.849998,82.519997,7279500,62.291935
"2011-06-20",82.32,82.970001,82.110001,82.690002,4792800,62.42025
"2011-06-21",82.769997,83.07,82.489998,82.800003,5818300,62.503292
"2011-06-22",82.849998,83.089996,82.480003,82.650002,4543200,62.390049
"2011-06-23",82.059998,82.339996,81.400002,82.290001,6677400,62.118309
"2011-06-24",82.290001,82.650002,81.720001,81.839996,6467700,61.778625
"2011-06-27",81.510002,82.5,81.510002,82.32,4528800,62.140942
"2011-06-28",82.459999,84.410004,82.419998,84.349998,8545100,63.673336
"2011-06-29",84.410004,84.660004,84.099998,84.57,7181000,63.839409
"2011-06-30",84.699997,84.910004,84.239998,84.32,4968000,63.650711
"2011-07-01",84.160004,85.790001,84.150002,85.650002,5829700,64.654678
"2011-07-05",85.410004,85.989998,85.330002,85.639999,5093000,64.647133
"2011-07-06",85.639999,86.279999,85.300003,85.860001,5810300,64.813217
"2011-07-07",86,86.290001,85.660004,86.059998,6072300,64.96418
"2011-07-08",85.599998,85.900002,85.25,85.599998,5200100,64.616928
"2011-07-11",85.32,85.860001,85.099998,85.349998,5288300,64.428207
"2011-07-12",85.199997,86.050003,84.970001,84.989998,5498200,64.156448
"2011-07-13",85.25,85.760002,84.809998,84.959999,6545200,64.133804
"2011-07-14",86.019997,86.459999,85.559998,85.809998,6764400,64.775452
"2011-07-15",85.879997,86.050003,84.919998,85.480003,5892000,64.526337
"2011-07-18",85.480003,85.93,85.150002,85.400002,5408100,64.465958
"2011-07-19",85.699997,86.260002,85.559998,86.209999,4672200,65.077408
"2011-07-20",86.220001,86.580002,85.900002,86.269997,4114100,65.122688
"2011-07-21",86.669998,87.040001,86.019997,86.540001,6107200,65.326508
"2011-07-22",88.5,89.57,88.440002,88.559998,11408600,66.851364
"2011-07-25",87.959999,89,87.779999,88.120003,5346000,66.519203
"2011-07-26",88.059998,88.449997,87.830002,88.019997,4729100,66.443726
"2011-07-27",87.919998,88.18,87.080002,87.089996,6668100,65.741692
"2011-07-28",86.989998,87.769997,86.669998,86.779999,4864300,65.507668
"2011-07-29",86.150002,86.849998,85.82,86.480003,5707000,65.281242
"2011-08-01",87.489998,87.489998,85.599998,86.389999,4400300,65.21328
"2011-08-02",86.040001,86.580002,85.029999,85.059998,5604800,64.209312
"2011-08-03",85.110001,85.809998,85,85.540001,7635100,64.571663
"2011-08-04",85.389999,86.459999,84.25,84.279999,10708800,63.620476
"2011-08-05",84.709999,85.529999,82.75,85.080002,12502600,64.224419
"2011-08-08",83.629997,84.940002,82.010002,82.110001,14499500,61.982418
"2011-08-09",83.459999,86.029999,82.57,85.959999,15364200,64.888702
"2011-08-10",84.93,85.459999,83.610001,84.080002,13493400,63.469524
"2011-08-11",84.730003,86.970001,84.440002,86.279999,11112100,65.130241
"2011-08-12",86.589996,86.940002,85.779999,86.5,6531200,65.296318
"2011-08-15",86.82,86.870003,85.760002,86.82,6470400,65.53788
"2011-08-16",86.449997,87.190002,85.68,86.669998,5627300,65.424652
"2011-08-17",87.139999,87.510002,86.440002,87.5,5407500,66.051186
"2011-08-18",86.559998,87.269997,84.68,85.610001,11373500,64.624481
"2011-08-19",85.82,88.43,85.82,87.230003,11686500,65.847374
"2011-08-22",88.209999,88.889999,87.330002,87.760002,7087900,66.247459
"2011-08-23",87.760002,89.559998,87.75,89.529999,6617100,67.583572
"2011-08-24",89.059998,90.150002,88.540001,90.129997,8174400,68.036491
"2011-08-25",90.059998,90.459999,88.360001,88.709999,8671900,66.9646
"2011-08-26",88.650002,90.489998,87.830002,89.93,5958600,67.885529
"2011-08-29",90.599998,90.82,90.07,90.790001,6261700,68.534683
"2011-08-30",90.239998,91.220001,90.099998,90.779999,6311800,68.990677
"2011-08-31",91.059998,91.199997,90.019997,90.410004,9168400,68.709511
"2011-09-01",90.269997,91.089996,90.029999,90.07,5475400,68.451126
"2011-09-02",89.459999,89.93,89.010002,89.089996,5250800,67.706306
"2011-09-06",87.419998,88.949997,87.07,88.82,7198400,67.501122
"2011-09-07",89.480003,89.480003,88.620003,89.290001,7065300,67.858315
"2011-09-08",89.160004,90,88.610001,88.610001,7330000,67.341553
"2011-09-09",86.290001,86.459999,83.650002,85.029999,18444800,64.620796
"2011-09-12",84.440002,86.199997,84.160004,86.190002,8271000,65.502373
"2011-09-13",86.169998,86.300003,85.169998,86.120003,6598700,65.449226
"2011-09-14",86.300003,87.790001,85.440002,86.75,7666600,65.928001
"2011-09-15",87.550003,88.239998,87.370003,88.07,6755100,66.93116
"2011-09-16",88.260002,88.760002,88.040001,88.290001,7594500,67.098358
"2011-09-19",87.610001,89.220001,87.540001,88.809998,6471600,67.49353
"2011-09-20",89.239998,90.559998,89,89.309998,7942200,67.87352
"2011-09-21",89.260002,89.720001,87.480003,87.519997,5777500,66.513153
"2011-09-22",85.839996,86.970001,85.099998,85.989998,10785600,65.350403
"2011-09-23",86.099998,87.849998,85.75,87.370003,7614900,66.399178
"2011-09-26",87.959999,89.470001,86.730003,89.339996,7515500,67.896332
"2011-09-27",90.239998,91,89.400002,89.739998,8043200,68.200317
"2011-09-28",89.739998,90.379997,87.980003,88.029999,7027800,66.900749
"2011-09-29",89.449997,89.82,87.379997,88.779999,8145900,67.470741
"2011-09-30",87.989998,90.169998,87.809998,87.82,8776100,66.741173
"2011-10-03",87.43,87.779999,86,86.019997,9185600,65.373222
"2011-10-04",85.059998,86.599998,83.739998,86.480003,10700000,65.722786
"2011-10-05",86.669998,86.769997,84.900002,85.830002,7730400,65.228806
"2011-10-06",86.449997,87.25,86.07,87.110001,5861000,66.201599
"2011-10-07",87.290001,87.970001,86.589996,87.199997,5509200,66.269958
"2011-10-10",88.050003,88.519997,87.610001,88.510002,5136400,67.265533
"2011-10-11",88.830002,89.889999,88.669998,89.339996,6868200,67.896332
