"dates","EL.Open","EL.High","EL.Low","EL.Close","EL.Volume","EL.Adjusted"
"2010-03-19",31.565001,32.5,31.370001,31.565001,2724200,27.877476
"2010-03-22",31.424999,32.529999,30.995001,32.474998,2954400,28.681166
"2010-03-23",32.404999,32.689999,32.235001,32.650002,1868200,28.835724
"2010-03-24",32.564999,32.625,31.84,31.844999,3276000,28.124765
"2010-03-25",31.98,32.294998,31.68,31.695,2484400,27.992287
"2010-03-26",31.73,32.02,31.594999,31.959999,3380800,28.22633
"2010-03-29",32.075001,32.584999,32.035,32.540001,2496600,28.738571
"2010-03-30",32.610001,32.875,32.415001,32.75,2883200,28.924044
"2010-03-31",32.674999,32.740002,32.224998,32.435001,2460000,28.645842
"2010-04-01",32.580002,32.869999,32.535,32.790001,1948200,28.959366
"2010-04-05",32.84,32.990002,32.305,32.375,3065600,28.592844
"2010-04-06",32.195,32.34,31.415001,31.639999,5862400,27.943708
"2010-04-07",31.68,31.844999,31.27,31.74,3241600,28.032028
"2010-04-08",31.629999,32.174999,31.26,32.02,2405600,28.279318
"2010-04-09",32.119999,32.785,32.055,32.73,2697000,28.906372
"2010-04-12",32.755001,33.105,32.68,32.959999,2290800,29.109499
"2010-04-13",32.904999,33.084999,32.700001,32.924999,3906000,29.078604
"2010-04-14",32.939999,33.395,32.93,33.355,2440600,29.458364
"2010-04-15",33.349998,33.720001,33.195,33.605,2045000,29.679163
"2010-04-16",33.43,34.055,33.424999,33.945,3693400,29.979435
"2010-04-19",33.860001,34.044998,33.224998,33.709999,3911200,29.771881
"2010-04-20",33.865002,34.314999,33.634998,34.275002,2682200,30.270884
"2010-04-21",34.25,34.25,33.490002,33.814999,4532400,29.864616
"2010-04-22",33.674999,34.505001,33.41,34.485001,4611200,30.456348
"2010-04-23",34.470001,34.799999,34.25,34.75,2742800,30.690388
"2010-04-26",34.605,35.645,34.605,34.990002,7463400,30.902359
"2010-04-27",32.860001,33.955002,32.325001,33.529999,12835400,29.612921
"2010-04-28",33.785,33.915001,32.974998,33.299999,4337000,29.409784
"2010-04-29",33.404999,33.57,32.994999,33.105,4171000,29.237564
"2010-04-30",33,33.325001,32.845001,32.959999,3263400,29.109499
"2010-05-03",33.049999,33.18,32.860001,33.064999,3061200,29.202236
"2010-05-04",32.744999,32.849998,32.25,32.529999,4738000,28.729742
"2010-05-05",32.299999,32.470001,31.33,31.4,6720200,27.731754
"2010-05-06",31.299999,31.440001,28.25,30.395,9160400,26.844158
"2010-05-07",30.375,30.375,29.025,29.264999,8608600,25.84617
"2010-05-10",30.465,31.49,30.290001,31.41,8139000,27.740582
"2010-05-11",31.360001,31.945,31,31.57,5243600,27.881891
"2010-05-12",31.68,31.975,31.465,31.950001,2848000,28.217493
"2010-05-13",31.85,32.209999,31.594999,31.6,3381600,27.908388
"2010-05-14",31.465,31.465,30.32,30.52,6037200,26.954561
"2010-05-17",30.504999,30.924999,30.07,30.885,5132200,27.276918
"2010-05-18",31.08,31.309999,30.035,30.215,4971200,26.685186
"2010-05-19",30.084999,30.225,29.6,30.040001,3424200,26.53063
"2010-05-20",29.465,29.610001,28.924999,29.025,5638200,25.634205
"2010-05-21",28.674999,29.514999,28.25,29.450001,4708000,26.009554
"2010-05-24",29.375,29.545,29.055,29.295,3284800,25.87266
"2010-05-25",28.415001,28.825001,28.174999,28.785,4527400,25.422237
"2010-05-26",28.965,29.23,28.23,28.235001,8316200,24.936497
"2010-05-27",28.684999,29.389999,28.684999,29.344999,4447200,25.916817
"2010-05-28",29.315001,29.525,29.084999,29.135,2989600,25.731352
"2010-06-01",28.82,29.49,28.59,28.959999,4622800,25.576799
"2010-06-02",29.02,29.405001,28.665001,29.344999,3403200,25.916817
"2010-06-03",29.5,29.855,29.495001,29.754999,3627000,26.278923
"2010-06-04",29.075001,29.184999,27.605,27.67,6274600,24.437504
"2010-06-07",27.709999,28.045,27.365,27.445,7389200,24.238787
"2010-06-08",27.405001,28.110001,27.084999,28.035,4683000,24.759863
"2010-06-09",28.07,29.139999,28.035,28.495001,4615400,25.166119
"2010-06-10",28.764999,29.09,28.74,29.055,3027800,25.660706
"2010-06-11",28.754999,28.934999,28.365,28.93,3622200,25.550306
"2010-06-14",29.004999,29.360001,28.709999,29.08,3786600,25.682777
"2010-06-15",29.205,30.145,29.025,30.125,3678400,26.6057
"2010-06-16",29.85,30.004999,29.555,29.725,3816600,26.25243
"2010-06-17",29.92,29.92,29.280001,29.865,2936400,26.376074
"2010-06-18",29.780001,30.084999,29.66,29.969999,2986400,26.468801
"2010-06-21",30.395,30.4,29.325001,29.49,3099800,26.044884
"2010-06-22",29.459999,29.84,28.809999,28.879999,2839200,25.50614
"2010-06-23",28.844999,28.844999,28.195,28.67,2773600,25.320679
"2010-06-24",28.514999,28.605,28.174999,28.254999,2421400,24.954159
"2010-06-25",28.360001,28.530001,27.969999,28.115,2442200,24.830515
"2010-06-28",28.23,28.35,27.945,28.094999,1222400,24.812851
"2010-06-29",27.905001,27.905001,27.395,27.695,3479000,24.459574
"2010-06-30",27.705,28.305,27.665001,27.865,3667200,24.60972
"2010-07-01",27.889999,28.530001,27.695,28.455,4656200,25.130793
"2010-07-02",28.094999,29,28.045,28.695,3725400,25.342758
"2010-07-06",29.08,29.950001,28.99,29.33,5175000,25.903572
"2010-07-07",29.440001,30.205,29.440001,30.195,4169800,26.667521
"2010-07-08",30.440001,30.799999,30.139999,30.75,2681200,27.157684
"2010-07-09",30.68,31.360001,30.6,31.094999,3805400,27.462374
"2010-07-12",30.950001,31.215,30.75,31.075001,2665400,27.444715
"2010-07-13",31.355,32.014999,31.235001,31.865,3489800,28.142431
"2010-07-14",31.705,32.564999,31.514999,32.560001,4603800,28.756237
"2010-07-15",32.485001,32.5,32.060001,32.465,6257200,28.672333
"2010-07-16",32.244999,32.314999,31.584999,31.735001,3298400,28.027613
"2010-07-19",31.945,32.049999,31.24,31.405001,2845200,27.73617
"2010-07-20",31.129999,31.219999,30.485001,31.209999,4630600,27.563946
"2010-07-21",31.334999,31.530001,30.365,30.58,3356000,27.007545
"2010-07-22",30.875,31.264999,30.725,31.135,3236800,27.497711
"2010-07-23",30.465,31.344999,30.254999,31.334999,5098200,27.674347
"2010-07-26",30.780001,31.485001,30.700001,31.485001,4976800,27.806818
"2010-07-27",31.625,31.945,31.485001,31.715,4671000,28.009954
"2010-07-28",31.68,31.68,30.945,31,2683600,27.378477
"2010-07-29",31.115,31.459999,30.885,31.195,3400800,27.550697
"2010-07-30",30.934999,31.280001,30.83,31.125,3079400,27.488882
"2010-08-02",31.605,32.075001,31.219999,31.725,3942800,28.018784
"2010-08-03",31.695,31.74,31.084999,31.389999,3443600,27.722921
"2010-08-04",31.514999,31.764999,31.395,31.639999,2799200,27.943708
"2010-08-05",31.485001,31.905001,31.379999,31.655001,2884000,27.956963
"2010-08-06",31.35,31.865,31.264999,31.73,2582400,28.023203
"2010-08-09",31.825001,32.145,31.825001,31.965,2384000,28.230749
"2010-08-10",31.65,31.684999,31.379999,31.48,3233200,27.802406
"2010-08-11",30.875,31.004999,30.049999,30.174999,5305800,26.649853
"2010-08-12",27.365,29.575001,27.305,29.4,18136000,25.965397
"2010-08-13",29.235001,29.360001,28.65,28.91,4239400,25.53264
"2010-08-16",28.764999,28.795,28.42,28.715,4893800,25.360426
"2010-08-17",28.860001,29.555,28.635,29.280001,4512400,25.859417
"2010-08-18",29.299999,29.615,29.065001,29.360001,3293400,25.930067
"2010-08-19",29.25,29.32,28.715,29.02,2640200,25.629793
"2010-08-20",28.780001,28.969999,28.555,28.695,2531000,25.342758
"2010-08-23",28.844999,28.934999,28.24,28.280001,3280600,24.976231
"2010-08-24",27.844999,28.385,27.75,28.235001,3434600,24.936497
"2010-08-25",28.01,28.540001,27.934999,28.459999,3392200,25.135208
"2010-08-26",28.525,28.705,28.275,28.325001,2798600,25.015982
"2010-08-27",28.535,28.775,28.105,28.68,1932600,25.32951
"2010-08-30",28.615,28.620001,27.825001,27.855,3078200,24.600889
"2010-08-31",27.655001,28.295,27.655001,28.035,3675000,24.759863
"2010-09-01",28.415001,29.084999,28.415001,29.040001,2746600,25.647455
"2010-09-02",28.99,29.209999,28.84,29.18,2063000,25.771097
"2010-09-03",29.375,29.9,29.235001,29.559999,3126400,26.106699
"2010-09-07",29.389999,29.389999,28.695,28.790001,3034200,25.426661
"2010-09-08",28.865,29.32,28.799999,29.18,2035600,25.771097
"2010-09-09",29.43,29.555,29.049999,29.174999,1880800,25.766676
"2010-09-10",29.264999,29.465,29.18,29.32,1865400,25.894741
"2010-09-13",29.665001,29.715,29.280001,29.42,2665800,25.983063
"2010-09-14",29.299999,29.790001,29.190001,29.485001,2316800,26.040468
"2010-09-15",29.565001,29.775,29.27,29.655001,2322000,26.190605
"2010-09-16",29.620001,29.785,29.42,29.594999,2571000,26.137617
"2010-09-17",29.684999,29.795,29.35,29.434999,3554400,25.996304
"2010-09-20",29.475,30.200001,29.475,30.174999,2599200,26.649853
"2010-09-21",30.184999,30.43,30.084999,30.16,2515000,26.636606
"2010-09-22",30.15,30.32,29.9,30.18,2527200,26.65427
"2010-09-23",29.975,30.27,29.82,30.02,3940400,26.512964
"2010-09-24",30.4,31.030001,30.33,30.705,2366400,27.117941
"2010-09-27",30.84,30.934999,30.594999,30.65,1413200,27.06937
"2010-09-28",30.785,31.445,30.465,31.4,3396400,27.731754
"2010-09-29",31.34,32.345001,31.264999,32.064999,4883000,28.319065
"2010-09-30",32.105,32.215,31.295,31.615,2523400,27.921633
"2010-10-01",32.005001,32.025002,31.315001,31.645,2407600,27.948132
"2010-10-04",31.415001,31.834999,31.23,31.465,1378000,27.789162
"2010-10-05",31.735001,31.92,31.465,31.885,2612000,28.160091
"2010-10-06",31.73,31.879999,31.275,31.275,2944000,27.621347
"2010-10-07",31.415001,31.825001,31.344999,31.5,2181800,27.820068
"2010-10-08",31.5,32.98,31.5,32.830002,3597400,28.994699
"2010-10-11",32.810001,32.93,32.630001,32.700001,1423800,28.879879
"2010-10-12",32.73,33.924999,32.73,33.5,4511200,29.586416
"2010-10-13",33.665001,33.665001,33.080002,33.264999,3596200,29.378876
"2010-10-14",33.290001,33.445,32.794998,33.25,2086200,29.365631
"2010-10-15",33.525002,33.834999,33.5,33.615002,2347200,29.687984
"2010-10-18",33.685001,33.915001,33.349998,33.52,1972600,29.604082
"2010-10-19",33.130001,33.490002,32.700001,32.755001,2857000,28.928452
"2010-10-20",32.685001,33.244999,32.605,33.119999,2275600,29.250813
"2010-10-21",33.325001,33.865002,33.009998,33.055,3604600,29.193405
"2010-10-22",33.139999,33.334999,32.990002,33.130001,1935600,29.259647
"2010-10-25",33.375,33.490002,32.740002,32.744999,2328400,28.919619
"2010-10-26",32.584999,32.68,32.244999,32.404999,2407000,28.619339
"2010-10-27",32.150002,32.639999,31.959999,32.384998,2335200,28.601679
"2010-10-28",32.424999,32.764999,31.825001,32.205002,2926200,28.442707
"2010-10-29",34.625,37.154999,34.625,35.584999,12046800,31.427849
"2010-11-01",35.185001,35.490002,34.555,34.93,4562400,30.849365
"2010-11-02",35.080002,35.369999,34.715,35.275002,2847800,31.154051
"2010-11-03",35.27,35.665001,35.035,35.494999,2626000,31.348358
"2010-11-04",35.895,36.57,35.845001,36.064999,3563600,31.851778
"2010-11-05",36.005001,36.23,35.880001,36.080002,1921200,31.865009
"2010-11-08",36.349998,36.455002,35.665001,35.915001,2188400,31.71929
"2010-11-09",35.904999,35.904999,35.25,35.509998,2904400,31.361609
"2010-11-10",35.419998,35.424999,35.035,35.244999,3119800,31.127571
"2010-11-11",35.049999,35.939999,34.884998,35.939999,2628000,31.741365
"2010-11-12",35.605,35.955002,35.349998,35.889999,2569200,31.69721
"2010-11-15",35.939999,36.555,35.66,36.360001,2974000,32.112309
"2010-11-16",36.055,36.099998,35.325001,35.490002,2427200,31.343945
"2010-11-17",35.185001,36.195,35.115002,36.169998,2360400,31.944506
"2010-11-18",36.935001,37.57,36.555,37.240002,7192200,32.889503
"2010-11-19",37.125,37.82,37.009998,37.685001,7033400,33.28252
"2010-11-22",37.525002,38.145,37.404999,38.130001,5439400,33.675533
"2010-11-23",37.805,37.935001,37.584999,37.77,2872400,33.357582
"2010-11-24",37.794998,38.09,37.66,37.955002,2657800,33.857136
"2010-11-26",37.654999,38.18,37.645,37.895,929000,33.803596
"2010-11-29",37.549999,37.645,37.049999,37.450001,2865400,33.406643
"2010-11-30",37.240002,37.595001,37,37.459999,3476200,33.415581
"2010-12-01",38.139999,38.575001,38.139999,38.575001,2991200,34.410191
"2010-12-02",38.415001,39.02,38.32,39.02,2825800,34.807133
"2010-12-03",38.924999,38.98,38.529999,38.665001,2560000,34.490463
"2010-12-06",38.66,39.044998,38.610001,38.945,2445600,34.740242
"2010-12-07",39.240002,39.41,38.919998,39.02,2031200,34.807133
"2010-12-08",38.91,39.115002,38.630001,38.705002,1665200,34.526146
"2010-12-09",38.849998,39.285,38.720001,39.115002,2478000,34.891888
"2010-12-10",39.119999,39.290001,38.695,39.044998,1814000,34.829445
"2010-12-13",39.09,39.09,38.16,38.355,4873800,34.213947
"2010-12-14",38.365002,39.715,38.365002,39.470001,3186200,35.208561
"2010-12-15",39.314999,39.494999,39.130001,39.209999,1604800,34.976624
"2010-12-16",39.244999,39.264999,38.82,39.165001,1180400,34.936489
"2010-12-17",39.084999,39.715,39.07,39.650002,1871800,35.369125
"2010-12-20",39.650002,39.75,39.235001,39.540001,1753800,35.271
"2010-12-21",39.785,40.080002,39.645,40.040001,1758600,35.717018
"2010-12-22",40.029999,40.064999,39.73,39.904999,990200,35.596592
"2010-12-23",39.77,40.119999,39.724998,39.959999,721400,35.64566
"2010-12-27",39.775002,39.990002,39.650002,39.825001,899000,35.52523
"2010-12-28",39.880001,39.895,39.564999,39.799999,1052800,35.502941
"2010-12-29",39.880001,39.955002,39.825001,39.865002,547000,35.560909
"2010-12-30",39.799999,40.049999,39.665001,39.834999,1021600,35.534145
"2010-12-31",39.805,40.720001,39.775002,40.349998,2070000,35.993549
"2011-01-03",40.619999,40.645,40.09,40.220001,2126800,35.877579
"2011-01-04",40.355,40.904999,40.209999,40.865002,3133000,36.452946
"2011-01-05",41.154999,41.580002,40.880001,41.305,3515400,36.845428
"2011-01-06",41.52,41.57,40.310001,40.540001,3060000,36.163025
"2011-01-07",40.689999,40.84,39.834999,40.310001,3842000,35.957867
"2011-01-10",40.125,40.735001,40.035,40.66,2643200,36.270069
"2011-01-11",40.744999,41.450001,40.674999,41.404999,3032000,36.934635
"2011-01-12",41.625,41.93,41.595001,41.759998,3610000,37.25132
"2011-01-13",41.665001,42.02,41.619999,41.900002,1667800,37.376202
"2011-01-14",41.900002,42.005001,41.744999,41.994999,1643400,37.460934
"2011-01-18",42.099998,42.110001,41.674999,41.904999,2324600,37.380653
"2011-01-19",41.834999,42.095001,41.66,41.855,2001800,37.336044
"2011-01-20",41.75,41.849998,41.525002,41.810001,2347200,37.295906
"2011-01-21",41.93,42.345001,41.805,41.869999,1838600,37.349442
"2011-01-24",41.955002,42.064999,41.630001,41.73,1623800,37.224548
"2011-01-25",41.705002,41.744999,40.43,40.564999,3909400,36.185337
"2011-01-26",40.580002,40.939999,40.389999,40.724998,3200600,36.32806
"2011-01-27",40.720001,40.919998,40.560001,40.73,3749800,36.332508
"2011-01-28",40.740002,40.845001,39.985001,40.040001,1674200,35.717018
"2011-01-31",40.305,40.674999,40.25,40.25,2447800,35.904346
"2011-02-01",40.439999,40.759998,40.404999,40.685001,2882000,36.292374
"2011-02-02",40.450001,40.630001,39.855,40.279999,3241000,35.931103
"2011-02-03",43,46.419998,42.860001,45.970001,11326200,41.006771
"2011-02-04",45.919998,47.165001,45.52,46.5,4033000,41.479557
"2011-02-07",45.470001,46.73,45.150002,45.674999,4991200,40.743622
"2011-02-08",45.389999,46.439999,45.275002,46.240002,2155400,41.247623
"2011-02-09",46.025002,46.5,45.595001,46.459999,2364000,41.443871
"2011-02-10",46.209999,46.5,45.605,46.415001,1862000,41.403725
"2011-02-11",46.205002,47.384998,46.044998,47.075001,3082600,41.992466
"2011-02-14",46.855,47.775002,46.549999,47.375,2010200,42.260078
"2011-02-15",47.18,47.455002,46.740002,46.869999,1511000,41.809597
"2011-02-16",47.18,47.555,47.014999,47.115002,1608400,42.028152
"2011-02-17",46.904999,47.169998,46.610001,46.880001,1744600,41.818516
"2011-02-18",46.77,47.625,46.68,47.240002,2122600,42.139652
"2011-02-22",46.764999,46.764999,45.365002,45.43,2734000,40.525078
"2011-02-23",45.580002,46.064999,44.794998,45.200001,2572800,40.319904
"2011-02-24",45.150002,46.025002,45.125,45.73,2243600,40.792679
"2011-02-25",45.825001,46.540001,45.825001,46.494999,1671800,41.475094
"2011-02-28",46.560001,47.299999,46.384998,47.205002,2443600,42.108437
"2011-03-01",47.235001,47.485001,45.735001,45.860001,3317600,40.908642
"2011-03-02",45.790001,46.52,45.490002,46.419998,2199400,41.408195
"2011-03-03",46.470001,46.669998,45.685001,45.955002,2676600,40.993389
"2011-03-04",45.895,46.23,45.505001,46.200001,1617800,41.211933
"2011-03-07",46.27,46.514999,45.404999,45.445,2351800,40.538456
"2011-03-08",45.605,46.404999,45.509998,46.205002,1976600,41.216408
"2011-03-09",46.060001,46.43,45.735001,46.355,1678000,41.350204
"2011-03-10",45.790001,46.555,45.665001,46.125,1732400,41.145031
"2011-03-11",46,46.580002,45.215,46.435001,1546600,41.421574
"2011-03-14",46.055,46.125,44.990002,45.505001,1372200,40.591984
"2011-03-15",43.974998,44.82,43.365002,44.535,2422400,39.726715
"2011-03-16",44.509998,44.950001,43.755001,43.764999,2754000,39.039841
"2011-03-17",44.360001,44.544998,44.055,44.075001,1400400,39.316376
"2011-03-18",44.264999,44.790001,43.685001,44.674999,2800400,39.851585
"2011-03-21",45.169998,45.98,44.865002,45.950001,1824000,40.98893
"2011-03-22",46.125,46.389999,45.185001,45.415001,1183600,40.511692
"2011-03-23",45.334999,45.415001,45.025002,45.240002,1187400,40.355583
"2011-03-24",45.375,46.264999,45.165001,46.240002,1700800,41.247623
"2011-03-25",46.240002,47.560001,46.240002,47.235001,2587800,42.135201
"2011-03-28",47.259998,48.330002,47.215,47.985001,3111000,42.804218
"2011-03-29",47.915001,47.965,47.400002,47.529999,2076800,42.398342
"2011-03-30",47.849998,48.035,47.735001,47.935001,2034000,42.759613
"2011-03-31",47.91,48.244999,47.810001,48.18,2554000,42.978165
"2011-04-01",48.369999,48.450001,47.615002,47.965,2919000,42.786381
"2011-04-04",48.154999,48.154999,47.735001,47.75,2334000,42.594593
"2011-04-05",47.599998,47.790001,47.459999,47.619999,2432400,42.478615
"2011-04-06",47.830002,48.044998,47.415001,47.485001,1562600,42.358204
"2011-04-07",47.5,48.130001,47.025002,48.005001,2866800,42.822067
"2011-04-08",48.294998,48.365002,47.369999,47.529999,1533200,42.398342
"2011-04-11",47.709999,47.834999,47.305,47.525002,1100000,42.39389
"2011-04-12",47.305,47.735001,46.970001,47.25,1226200,42.148575
"2011-04-13",47.485001,48.07,47.145,47.990002,2024600,42.808674
"2011-04-14",47.720001,47.785,47.345001,47.474998,1255000,42.349281
"2011-04-15",47.665001,48.360001,47.305,48.189999,2276200,42.987091
"2011-04-18",47.595001,47.595001,46.674999,47.255001,3182000,42.153042
"2011-04-19",47.279999,47.41,46.915001,47.334999,2933600,42.224407
"2011-04-20",47.945,47.945,47.27,47.325001,3733600,42.215485
"2011-04-21",47.555,47.650002,47.005001,47.294998,1261200,42.188717
"2011-04-25",47.099998,47.285,46.84,46.935001,1181400,41.86758
"2011-04-26",47.139999,47.529999,46.965,47.244999,1359400,42.144119
"2011-04-27",47.5,47.855,47.305,47.724998,1598800,42.572281
"2011-04-28",47.735001,48.674999,47.634998,48.505001,2308000,43.268078
"2011-04-29",48.540001,48.599998,48.189999,48.5,1610000,43.263622
"2011-05-02",48.945,48.950001,48.139999,48.299999,1996200,43.085213
"2011-05-03",48.34,48.34,47.639999,48.09,1633000,42.897881
"2011-05-04",48,48.134998,47.549999,47.904999,2574000,42.732861
"2011-05-05",46.404999,48.994999,46.404999,48.5,5744000,43.263622
"2011-05-06",48.639999,49.27,47.82,49.029999,3368400,43.736397
"2011-05-09",49.205002,51.5,49.049999,51.27,4406000,45.734558
"2011-05-10",51.154999,52,50.900002,51.154999,3906000,45.631969
"2011-05-11",50.825001,51.115002,49.700001,50.009998,2276200,44.610584
"2011-05-12",49.82,50.740002,49.5,50.665001,1848000,45.194874
"2011-05-13",50.419998,50.825001,49.834999,50.084999,1174600,44.677483
"2011-05-16",50.029999,50.294998,49.485001,50.060001,1547800,44.655193
"2011-05-17",49.945,50.355,49.869999,50.115002,1669800,44.704254
"2011-05-18",50.169998,51.285,50.099998,51,2140800,45.493698
"2011-05-19",51.049999,51.435001,50.75,50.900002,2008000,45.404499
"2011-05-20",50.880001,51.014999,50.255001,50.325001,1694800,44.891575
"2011-05-23",49.810001,49.810001,49.029999,49.154999,2129000,43.847897
"2011-05-24",49.355,49.810001,49.355,49.424999,1111600,44.088749
"2011-05-25",49.09,49.525002,48.630001,49.450001,1596600,44.111053
"2011-05-26",49.205002,49.810001,49.049999,49.799999,1105400,44.423256
"2011-05-27",49.82,50.895,49.790001,50.209999,1483000,44.789001
"2011-05-31",50.75,51.255001,50.650002,51.255001,2420800,45.721157
"2011-06-01",51.200001,51.450001,50.09,50.145,1587800,44.731018
"2011-06-02",50.099998,50.529999,49.5,49.740002,1480600,44.369743
"2011-06-03",49.174999,49.375,48.900002,49.044998,1661600,43.749783
"2011-06-06",48.924999,48.924999,48.305,48.555,1666000,43.312683
"2011-06-07",48.759998,49.049999,48.355,48.395,1615200,43.169964
"2011-06-08",48.43,48.490002,47.48,47.615002,2981600,42.474163
"2011-06-09",47.52,48.75,47.52,48.395,2494000,43.169964
"2011-06-10",48.150002,48.27,47.575001,48.040001,1855800,42.853279
"2011-06-13",48.029999,48.759998,47.915001,48.400002,1544200,43.174416
"2011-06-14",49.099998,50.099998,49,49.799999,2618400,44.423256
"2011-06-15",49.310001,49.584999,48.279999,48.575001,2027400,43.330521
"2011-06-16",48.674999,48.825001,47.724998,48.424999,1859200,43.19672
"2011-06-17",48.775002,49.154999,48.605,48.66,1565000,43.406345
"2011-06-20",48.68,49.695,48.654999,49.619999,1306600,44.262688
"2011-06-21",49.924999,51.404999,49.855,51.205002,1794800,45.676567
"2011-06-22",50.884998,51.935001,50.709999,50.77,2523600,45.28854
"2011-06-23",50.07,50.34,49.209999,50.27,2006800,44.84251
"2011-06-24",50.369999,50.625,49.939999,50.424999,2702000,44.980774
"2011-06-27",50.544998,50.945,50.310001,50.555,1304400,45.096748
"2011-06-28",50.825001,51.619999,50.549999,51.59,1332000,46.019989
"2011-06-29",51.740002,53.285,51.740002,52.564999,3330400,46.889736
"2011-06-30",52.735001,52.880001,52.224998,52.595001,1846400,46.916496
"2011-07-01",52.615002,52.860001,52.014999,52.540001,3284200,46.867428
"2011-07-05",52.560001,53.200001,52.41,52.985001,3267400,47.264389
"2011-07-06",52.880001,53.514999,52.794998,53.275002,1550600,47.523079
"2011-07-07",52.939999,53.470001,52.200001,52.895,2155000,47.184109
"2011-07-08",52.75,53.025002,52.235001,52.945,2031200,47.22871
"2011-07-11",52.165001,52.535,51.994999,52.145,1451400,46.515083
"2011-07-12",52.224998,52.490002,51.41,51.965,2266200,46.35453
"2011-07-13",52.209999,53.549999,52.055,52.654999,3613000,46.97002
"2011-07-14",52.855,53.154999,52.244999,52.505001,1538400,46.836224
"2011-07-15",52.595001,52.865002,52.235001,52.580002,1978600,46.903107
"2011-07-18",52.465,52.580002,51.924999,52.419998,1527200,46.760384
"2011-07-19",52.779999,53.665001,52.779999,53.455002,1099600,47.683643
"2011-07-20",53.455002,53.560001,52.720001,53.07,1194200,47.34021
"2011-07-21",53.41,54.105,53.235001,53.619999,1651800,47.830833
"2011-07-22",53.715,54.384998,53.540001,53.615002,1763800,47.826366
"2011-07-25",53.240002,53.810001,53.080002,53.450001,1368200,47.67918
