"dates","EL.Open","EL.High","EL.Low","EL.Close","EL.Volume","EL.Adjusted"
"2011-07-26",53.259998,53.685001,53.080002,53.215,1359800,47.469551
"2011-07-27",52.875,53.150002,52.244999,52.325001,1991600,46.675648
"2011-07-28",52.490002,53.209999,52.474998,52.715,1824400,47.023525
"2011-07-29",52.125,52.974998,51.755001,52.455002,1921400,46.791607
"2011-08-01",53.040001,53.075001,51.575001,52.325001,1844000,46.675648
"2011-08-02",51.970001,52.814999,50.825001,50.895,2477200,45.40004
"2011-08-03",51.009998,51.105,49.645,50.365002,4154200,44.927269
"2011-08-04",49.759998,50.029999,47.459999,47.459999,4572000,42.335903
"2011-08-05",48.18,48.285,46.32,47.735001,4419800,42.581215
"2011-08-08",46.450001,46.98,43.535,43.744999,4934400,39.021999
"2011-08-09",44.255001,45.595001,42.825001,45.525002,7649200,40.609814
"2011-08-10",44.66,46.965,43.959999,45.685001,5815200,40.752541
"2011-08-11",45.875,49.685001,45.75,49.099998,5674600,43.798836
"2011-08-12",49.099998,52.105,48.755001,50.424999,6999600,44.980774
"2011-08-15",47.334999,48.185001,44.044998,47.134998,14257800,42.04599
"2011-08-16",47.57,48.43,46.365002,46.974998,4995000,41.903271
"2011-08-17",47.040001,48.174999,47.02,47.544998,3113200,42.411724
"2011-08-18",46.415001,46.605,44.799999,45.75,5486600,40.810528
"2011-08-19",45.07,45.720001,44.145,44.285,5066000,39.503696
"2011-08-22",45.095001,45.415001,43.880001,44.240002,4233600,39.463558
"2011-08-23",44.450001,46.060001,44.450001,46.035,4305000,41.064751
"2011-08-24",45.924999,46.685001,45.445,46.645,4191800,41.608902
"2011-08-25",46.84,47.235001,46.330002,46.610001,2608400,41.577675
"2011-08-26",46.375,48.165001,45.669998,47.955002,2860400,42.777458
"2011-08-29",48.384998,49.165001,48.285,48.400002,3255800,43.174416
"2011-08-30",48.299999,49.119999,48.040001,48.764999,2654800,43.5
"2011-08-31",49.150002,49.544998,48.419998,48.830002,2267200,43.557987
"2011-09-01",48.654999,49.759998,48.330002,49.084999,2865600,43.785465
"2011-09-02",48.285,48.950001,47.845001,48.014999,2106000,42.830975
"2011-09-06",46.689999,47.66,46.174999,47.595001,2253400,42.456322
"2011-09-07",48.419998,48.924999,48.305,48.705002,3176400,43.446495
"2011-09-08",48.505001,49.459999,48.455002,48.720001,1996000,43.45985
"2011-09-09",48.224998,48.224998,46.810001,47.195,2266400,42.099522
"2011-09-12",46.52,47.259998,46.205002,46.695,2575000,41.6535
"2011-09-13",46.895,47.924999,46.645,47.799999,2036800,42.639194
"2011-09-14",48.040001,49.215,47.41,48.645,1943600,43.392963
"2011-09-15",50.564999,50.564999,48.98,49.505001,4474600,44.160107
"2011-09-16",50.040001,50.945,49.674999,50.849998,2814200,45.359894
"2011-09-19",49.990002,50.900002,49.924999,50.610001,3000400,45.145805
"2011-09-20",50.834999,53.209999,50.834999,51.439999,4158600,45.886192
"2011-09-21",51.369999,51.985001,49.799999,49.799999,2542200,44.423256
"2011-09-22",48.349998,48.665001,46.630001,46.974998,4208600,41.903271
"2011-09-23",46.735001,47.900002,46.200001,47.57,3392800,42.434032
"2011-09-26",48.66,48.939999,46.215,47.314999,4208000,42.206543
"2011-09-27",48.355,49.794998,47.91,48.560001,3633400,43.317131
"2011-09-28",48.564999,48.619999,45.255001,45.450001,4956000,40.542919
"2011-09-29",46.125,46.400002,43.099998,44.470001,6363400,39.668728
"2011-09-30",44.110001,44.685001,43.5,43.919998,4695800,39.178089
"2011-10-03",43.544998,44,41.965,42.099998,4218600,37.554592
"2011-10-04",41.330002,43.775002,40.755001,43.689999,5600000,38.972927
"2011-10-05",43.669998,44.224998,43.115002,43.985001,2406200,39.236088
"2011-10-06",43.82,45.215,43.785,44.900002,3151600,40.052292
"2011-10-07",45.259998,47.165001,45.195,45.834999,3912200,40.886345
"2011-10-10",46.529999,47.139999,46.259998,47.075001,1960800,41.992466
"2011-10-11",46.84,47.459999,46.625,47.080002,1554400,41.996922
"2011-10-12",47.755001,48.875,47.384998,48.264999,2790800,43.054001
"2011-10-13",48.07,48.619999,47.735001,48.369999,1590400,43.147663
"2011-10-14",48.834999,49.43,48.34,48.985001,1270400,43.696262
"2011-10-17",48.845001,49.334999,47.68,47.825001,1425800,42.661484
"2011-10-18",47.724998,48.310001,46.650002,47.919998,2003400,42.746235
"2011-10-19",48.029999,48.264999,47,47.209999,1627600,42.112888
"2011-10-20",47.57,48.275002,47.240002,47.700001,2024600,42.549992
"2011-10-21",48.200001,48.634998,48.075001,48.48,2248200,43.245781
"2011-10-24",48.610001,49.715,48.470001,49.674999,1765000,44.311749
"2011-10-25",49.345001,49.41,48.220001,48.305,1549400,43.089668
"2011-10-26",48.73,48.794998,47.595001,48.549999,1720800,43.30822
"2011-10-27",49.889999,51.43,49.735001,51.07,2691200,45.556152
"2011-10-28",50.98,51.400002,50.330002,50.705002,1907800,45.230549
"2011-10-31",50.43,50.779999,49.209999,49.224998,2283600,43.910343
"2011-11-01",47.880001,49.25,47.060001,48.880001,4366400,43.602596
"2011-11-02",49.615002,50.674999,49.305,50.415001,4064000,44.97187
"2011-11-03",56.98,60.365002,55.785,59.459999,9353200,53.040302
"2011-11-04",58.485001,59.695,57.849998,58.970001,4122400,52.603207
"2011-11-07",58.669998,58.869999,58.064999,58.84,3681800,52.487247
"2011-11-08",58.195,58.994999,57.959999,58.775002,2791200,52.429256
"2011-11-09",57.75,58.209999,56.889999,57.465,2857600,51.260689
"2011-11-10",58.049999,58.529999,56.974998,57.990002,2611200,51.729023
"2011-11-11",58.415001,58.494999,57.34,57.529999,2385600,51.318668
"2011-11-14",57.064999,58.235001,56.695,57.674999,2215800,51.448013
"2011-11-15",57.43,58.189999,57.130001,57.865002,4746800,51.617512
"2011-11-16",57.209999,58.095001,56.814999,57.165001,2152400,50.993092
"2011-11-17",56.98,57.52,55.794998,56.494999,2087400,50.395424
"2011-11-18",56.674999,57.09,56.169998,56.264999,1541000,50.190262
"2011-11-21",55.355,55.355,54.075001,54.470001,2723200,48.589058
"2011-11-22",54.605,56.200001,54.605,55.490002,2794200,49.498936
"2011-11-23",54.345001,54.345001,53.005001,53.805,2146200,48.454285
"2011-11-25",53.174999,54.279999,52.605,53.615002,824800,48.283184
"2011-11-28",55.264999,57.09,55.264999,56.130001,2153400,50.54808
"2011-11-29",56.459999,56.459999,55.490002,55.525002,1625200,50.003231
"2011-11-30",57.459999,59.080002,57.459999,58.990002,2847200,53.123661
"2011-12-01",58.5,59.125,57.700001,57.794998,1424600,52.047489
"2011-12-02",58.73,59.494999,57.919998,58.040001,1559600,52.268139
"2011-12-05",58.955002,59.119999,56.860001,57.330002,2605400,51.628746
"2011-12-06",57.505001,57.505001,56.064999,56.110001,2735400,50.530056
"2011-12-07",55.93,57.150002,55.68,56.880001,2042400,51.223503
"2011-12-08",56.435001,56.474998,55.494999,55.689999,1381200,50.151836
"2011-12-09",55.919998,55.919998,54.060001,54.625,3406000,49.192745
"2011-12-12",54.154999,54.759998,53.615002,54.279999,2438400,48.882053
"2011-12-13",54.724998,55.450001,53.599998,53.810001,1834200,48.458786
"2011-12-14",53.619999,53.814999,52.584999,52.785,1626800,47.535713
"2011-12-15",53.345001,53.43,52.875,53.174999,1971800,47.886948
"2011-12-16",53.580002,54.165001,53.349998,54.060001,3208200,48.683945
"2011-12-19",54.654999,54.955002,53.639999,53.75,3064600,48.404762
"2011-12-20",54.630001,55.150002,54.375,54.505001,3484200,49.084675
"2011-12-21",54.395,55.395,54.294998,55.355,1275200,49.850147
"2011-12-22",55.275002,55.744999,55.014999,55.285,1482000,49.787106
"2011-12-23",55.380001,56.785,54.91,56.715,1497200,51.074894
"2011-12-27",56.625,57.435001,56.470001,57.174999,1238800,51.489155
"2011-12-28",57.240002,57.32,56.355,56.450001,1494200,50.836269
"2011-12-29",56.41,57.080002,56.349998,56.91,787800,51.250511
"2011-12-30",57.110001,57.259998,55.950001,56.16,939800,50.575092
"2012-01-03",56.919998,57.630001,56.145,56.215,1964600,50.624622
"2012-01-04",56.044998,57.029999,56.014999,56.43,1962400,50.818245
"2012-01-05",56.205002,57.060001,55.994999,56.334999,3424400,50.732685
"2012-01-06",56.485001,56.564999,55.290001,55.75,6434600,50.205864
"2012-01-09",55.91,56.07,55.275002,55.549999,1854600,50.025749
"2012-01-10",56.105,56.544998,55.845001,56.049999,2292000,50.476028
"2012-01-11",55.900002,55.950001,55.185001,55.625,1839000,50.093304
"2012-01-12",55.674999,56.235001,55.595001,56.035,1224800,50.462517
"2012-01-13",55.584999,56.259998,55.360001,56.080002,1560000,50.503052
"2012-01-17",56.814999,57.705002,56.810001,57.540001,1969800,51.817867
"2012-01-18",57.529999,57.869999,57.384998,57.744999,1369600,52.002476
"2012-01-19",57.740002,58.235001,57.23,58.09,1315800,52.31316
"2012-01-20",58.075001,58.075001,57.224998,58.014999,2447000,52.245621
"2012-01-23",58.189999,58.599998,56.950001,57.48,1568800,51.763824
"2012-01-24",57.040001,58.209999,56.779999,58.080002,1596800,52.304157
"2012-01-25",58.330002,59.450001,57.529999,59.209999,2119000,53.321777
"2012-01-26",59.380001,59.549999,57.939999,57.990002,1866400,52.223114
"2012-01-27",57.82,58.209999,57.639999,57.98,1942100,52.214104
"2012-01-30",57.439999,58.060001,57.040001,57.720001,1501900,51.979958
"2012-01-31",58.200001,58.560001,57.439999,57.93,1774500,52.169071
"2012-02-01",58.400002,59.200001,58.32,58.900002,1569800,53.042614
"2012-02-02",59.130001,59.5,58.150002,58.849998,2301500,52.997574
"2012-02-03",55.5,58.34,54,57.48,9904600,51.763824
"2012-02-06",57.150002,57.93,56.799999,57.41,3263700,51.700779
"2012-02-07",56.889999,57.68,56.18,57.439999,2216600,51.727802
"2012-02-08",57.189999,57.470001,56.619999,57.07,2039400,51.394596
"2012-02-09",57,57.68,56.48,57.650002,1819000,51.916916
"2012-02-10",57.09,57.43,56.790001,56.900002,1362300,51.241501
"2012-02-13",56.389999,56.52,55.389999,55.5,3599600,49.980728
"2012-02-14",54.669998,55.419998,54.560001,55.16,2861500,49.674549
"2012-02-15",55.509998,56.419998,55.110001,55.18,2421800,49.692543
"2012-02-16",55.279999,56.41,55.130001,56.080002,1446300,50.503052
"2012-02-17",56.369999,56.459999,55.84,56.040001,1325400,50.467033
"2012-02-21",56.049999,56.509998,55.599998,56.139999,1654900,50.557079
"2012-02-22",55.830002,56.700001,55.720001,56.400002,1013700,50.791222
"2012-02-23",56.400002,57.52,56.130001,57.34,1770300,51.637749
"2012-02-24",57.41,57.41,56.349998,56.84,1395200,51.187469
"2012-02-27",56.450001,57.889999,56.419998,57.799999,2114800,52.051994
"2012-02-28",57.970001,58.349998,57.709999,58.299999,2320800,52.50227
"2012-02-29",58.25,58.799999,58,58.540001,2635000,52.718407
"2012-03-01",58.380001,58.91,58.23,58.650002,2673300,52.817471
"2012-03-02",58.360001,58.43,58.099998,58.349998,1998000,52.547302
"2012-03-05",58.099998,59.09,58.049999,58.849998,1698600,52.997574
"2012-03-06",58.220001,58.349998,57.619999,58.099998,2838000,52.322163
"2012-03-07",58.07,58.470001,57.880001,58.389999,3761200,52.583313
"2012-03-08",58.73,59.099998,58.52,58.91,2088400,53.051624
"2012-03-09",58.98,59.09,58.549999,59.07,1459300,53.195713
"2012-03-12",59.23,60.049999,58.959999,59.790001,1951300,53.844105
"2012-03-13",60.299999,61.799999,60.169998,61.740002,2848500,55.600185
"2012-03-14",61.610001,62.380001,61.509998,62.360001,2331000,56.158531
"2012-03-15",62.41,63.91,62.189999,63.380001,3338100,57.077087
"2012-03-16",62.91,63.919998,62.049999,63.669998,4746500,57.338245
"2012-03-19",63.459999,63.48,62.360001,62.830002,2061800,56.581795
"2012-03-20",62.59,62.669998,62.099998,62.23,1425000,56.041454
"2012-03-21",62.43,63.040001,62.240002,62.759998,1252300,56.518753
"2012-03-22",62.310001,62.720001,62.209999,62.380001,1470600,56.17654
"2012-03-23",62.259998,62.400002,61.68,62.25,1339500,56.059467
"2012-03-26",62.580002,62.889999,62.389999,62.639999,1789100,56.410667
"2012-03-27",62.849998,63.209999,62.48,62.57,1792200,56.347637
"2012-03-28",62.459999,62.77,61.650002,62.25,1689500,56.059467
"2012-03-29",61.939999,62.290001,61.529999,62.23,1043100,56.041454
"2012-03-30",62.720001,62.720001,61.889999,61.939999,1461100,55.780293
"2012-04-02",62.150002,62.790001,62.049999,62.389999,1684600,56.185532
"2012-04-03",62.389999,63,62.130001,62.650002,1426300,56.419689
"2012-04-04",62.310001,62.84,62.040001,62.34,1227900,56.140514
"2012-04-05",62.169998,63.279999,61.779999,63.150002,1390600,56.869961
"2012-04-09",62.220001,62.419998,61.869999,62.16,884600,55.978416
"2012-04-10",62.200001,62.23,60.700001,60.790001,1463800,54.744659
"2012-04-11",61.290001,61.5,60.849998,60.950001,1471200,54.888744
"2012-04-12",61.080002,62.529999,60.849998,62.41,1661800,56.203568
"2012-04-13",62.299999,63.130001,61.740002,62.959999,1647300,56.698864
"2012-04-16",62.950001,63.310001,62.029999,62.68,1527700,56.446701
"2012-04-17",63.009998,63.419998,62.490002,63.27,845300,56.978039
"2012-04-18",62.939999,63.209999,62.73,63.060001,1464400,56.78891
"2012-04-19",63.110001,63.439999,62.389999,62.779999,1079300,56.536755
"2012-04-20",62.970001,64.660004,62.970001,64.029999,1495800,57.662449
"2012-04-23",63.16,63.34,61.950001,62.5,1603200,56.284611
"2012-04-24",62.490002,62.599998,61.599998,61.880001,1324600,55.726254
"2012-04-25",62.389999,64.75,62.389999,64.629997,2204500,58.202785
"2012-04-26",64.629997,65.279999,64.360001,65.019997,1322500,58.553997
"2012-04-27",65.18,65.599998,64.839996,65.230003,1786000,58.743114
"2012-04-30",64.93,65.360001,64.559998,65.349998,1320400,58.851177
"2012-05-01",65.480003,65.480003,63.939999,64.010002,1892800,57.644451
"2012-05-02",63.849998,64.690002,63.41,64.599998,1575800,58.17577
"2012-05-03",64.75,64.75,63.779999,64.150002,1931800,57.770519
"2012-05-04",62,62.619999,60.27,60.720001,4372000,54.681614
"2012-05-07",60.740002,61.810001,60.349998,61.599998,2157800,55.474106
"2012-05-08",61,61.27,59.41,59.869999,2759600,53.916153
"2012-05-09",59.02,60.34,59.009998,59.220001,2561100,53.330788
"2012-05-10",59.810001,59.900002,58.759998,59.169998,2668900,53.285759
"2012-05-11",59.099998,59.400002,57.970001,58.16,2536900,52.376198
"2012-05-14",57.709999,57.959999,57.310001,57.439999,2084900,51.727802
"2012-05-15",57.32,57.470001,56.240002,56.470001,4351100,50.854267
"2012-05-16",56.470001,57.560001,56.459999,57.060001,2764300,51.385597
"2012-05-17",57.169998,57.169998,55.02,55.080002,2281600,49.602493
"2012-05-18",55.290001,55.650002,54.450001,54.540001,2099500,49.116192
"2012-05-21",54.860001,55.169998,54.52,55.060001,1559300,49.584484
"2012-05-22",54.950001,55.560001,54.380001,54.689999,2927900,49.251263
"2012-05-23",54.18,54.860001,53.509998,54.650002,2720900,49.215244
"2012-05-24",54.790001,55.32,54.560001,55.09,2127400,49.6115
"2012-05-25",54.950001,55.32,54.759998,54.959999,1384600,49.494419
"2012-05-29",55.25,55.990002,55.25,55.790001,1783400,50.241898
"2012-05-30",55.150002,55.779999,55.02,55.75,2844200,50.205864
"2012-05-31",55.650002,55.82,53.880001,54.150002,3335500,48.76498
"2012-06-01",53.41,53.560001,51.869999,52.43,3389600,47.216034
"2012-06-04",52.470001,53.240002,51.82,53.150002,2201400,47.864426
"2012-06-05",52.799999,54.279999,52.630001,54.16,2606400,48.773994
"2012-06-06",54.389999,55,54.09,54.98,1564800,49.512444
"2012-06-07",55.32,55.619999,54.73,54.869999,1415800,49.413368
"2012-06-08",54.619999,55.130001,54.380001,55.009998,1617700,49.539463
"2012-06-11",55.450001,55.810001,54.669998,54.68,1403700,49.242283
"2012-06-12",55.009998,55.450001,54.610001,55.369999,1563100,49.863651
"2012-06-13",55.220001,55.360001,54.049999,54.310001,1879100,48.909073
"2012-06-14",54.5,54.68,53.889999,54.299999,1799200,48.900059
"2012-06-15",54.400002,55.380001,54.400002,55.07,2331400,49.593502
"2012-06-18",54.950001,55.549999,54.560001,55.380001,1466900,49.872662
"2012-06-19",55.619999,57.009998,55.580002,56.549999,2075400,50.926319
"2012-06-20",56.560001,56.650002,55.630001,56.150002,2063800,50.566093
"2012-06-21",56.32,56.459999,54.459999,54.490002,1796700,49.071175
"2012-06-22",55.080002,55.360001,54.290001,54.919998,1799500,49.458401
"2012-06-25",54.490002,54.599998,53.32,53.889999,1584100,48.530846
"2012-06-26",53.93,54.419998,53.759998,53.860001,1758900,48.503822
"2012-06-27",54.110001,54.66,53.549999,53.900002,1439700,48.539856
"2012-06-28",53.66,53.970001,52.43,52.919998,2039200,47.657307
"2012-06-29",53.41,54.32,52.919998,54.119999,2860200,48.737957
"2012-07-02",54.259998,54.759998,53.73,54.700001,1331600,49.260288
"2012-07-03",54.59,55.650002,54.5,55.189999,769900,49.70155
"2012-07-05",55.029999,56.200001,54.580002,55.5,1559900,49.980728
"2012-07-06",55.07,55.23,54.130001,54.650002,1269200,49.215244
"2012-07-09",54.540001,54.630001,52.720001,52.959999,3069800,47.693329
"2012-07-10",53.27,53.610001,50.990002,51.509998,4991100,46.387524
"2012-07-11",51.57,51.669998,49.810001,50.599998,5434000,45.568016
"2012-07-12",50.5,50.720001,49.93,50.560001,5177000,45.531994
"2012-07-13",50.830002,52.419998,50.639999,51.630001,3091000,46.495586
"2012-07-16",51.59,51.959999,50.98,51.389999,2050800,46.279442
"2012-07-17",51.470001,51.849998,50.59,51.349998,1160000,46.24342
"2012-07-18",51.150002,53.060001,51.150002,52.59,3537300,47.360111
"2012-07-19",52.700001,55.27,52.700001,54.68,3882700,49.242283
"2012-07-20",54.18,54.330002,52.889999,53.209999,2324500,47.918461
"2012-07-23",52.369999,52.740002,51.700001,52.459999,1902200,47.243042
"2012-07-24",52.450001,52.75,52.040001,52.400002,1698900,47.189003
"2012-07-25",52.419998,53.009998,52.139999,52.34,1826700,47.134975
"2012-07-26",52.93,53.939999,52.93,53.700001,2451600,48.359734
"2012-07-27",53.93,55.200001,53.650002,54.700001,2049700,49.260288
"2012-07-30",54.709999,54.790001,53.57,53.830002,1213600,48.476799
"2012-07-31",53.740002,53.810001,51.779999,52.380001,3489400,47.170994
"2012-08-01",52.59,53.02,50.869999,50.889999,2413700,45.829174
"2012-08-02",50.25,51.220001,50,50.880001,2771900,45.820168
"2012-08-03",51.75,53.25,51.75,53.09,1715500,47.810398
"2012-08-06",53.150002,54.119999,52.889999,53.509998,1707900,48.188622
"2012-08-07",53.880001,55.150002,53.790001,54.419998,2082000,49.008129
"2012-08-08",54.16,54.41,52.77,54.369999,2611600,48.963097
"2012-08-09",54.419998,55.630001,54.220001,55.259998,2514000,49.764599
"2012-08-10",54.799999,55.66,54.73,55.619999,2464100,50.088791
"2012-08-13",55.32,55.779999,54.57,55.009998,3017800,49.539463
"2012-08-14",58.200001,61,58.060001,60.130001,8769900,54.150299
"2012-08-15",59.470001,61.57,59.439999,60.93,3374500,54.870743
"2012-08-16",60.720001,61.509998,60.18,61.290001,1962700,55.194935
"2012-08-17",61.540001,61.759998,61.32,61.610001,2235200,55.483105
"2012-08-20",61.450001,61.560001,60.470001,60.59,2594600,54.564541
"2012-08-21",60.57,61.009998,60.119999,60.360001,1629900,54.35741
"2012-08-22",60.080002,60.16,59.560001,59.810001,1743300,53.862114
"2012-08-23",59.799999,60.16,59.380001,59.529999,1268200,53.609959
"2012-08-24",59.25,60.360001,59.049999,60.099998,2212800,54.123276
"2012-08-27",60.139999,60.43,59.73,59.810001,1630200,53.862114
"2012-08-28",59.810001,60.84,59.709999,60.189999,2430500,54.204311
"2012-08-29",60.09,60.259998,59.52,60.150002,1969600,54.168301
"2012-08-30",59.610001,60.07,59.349998,59.810001,2190500,53.862114
"2012-08-31",60.310001,60.419998,59.66,59.950001,1516100,53.988182
"2012-09-04",59.810001,60.02,59.310001,59.779999,3318400,53.835094
"2012-09-05",59.93,60.470001,59.57,59.59,2507500,53.663994
"2012-09-06",60.040001,61.09,59.950001,60.950001,2369800,54.888744
"2012-09-07",60.84,61.630001,60.84,61,2831700,54.933773
"2012-09-10",60.130001,61.27,60.130001,60.82,1632300,54.771679
"2012-09-11",60.689999,60.810001,59.84,60.220001,2016800,54.231346
"2012-09-12",60.459999,60.77,59.549999,59.630001,1937100,53.700016
"2012-09-13",59.700001,60.830002,59.580002,60.599998,2156800,54.573555
"2012-09-14",60.560001,61.639999,60.560001,61.23,2259600,55.140903
"2012-09-17",61.34,61.75,60.700001,60.990002,1882000,54.924755
"2012-09-18",61,61.360001,60.700001,61.299999,1412400,55.203941
"2012-09-19",61.290001,61.919998,61.130001,61.57,1652700,55.447094
"2012-09-20",61.27,61.639999,60.48,61.619999,1942100,55.492111
"2012-09-21",61.970001,62.240002,61.759998,61.82,3774600,55.672226
"2012-09-24",61.419998,61.740002,60.810001,61.439999,1310000,55.330021
"2012-09-25",61.759998,61.93,61.139999,61.400002,2270200,55.293983
"2012-09-26",61.27,61.34,59.82,60.650002,1765700,54.618584
"2012-09-27",61,61.860001,60.849998,61.669998,2235600,55.53714
"2012-09-28",61.450001,61.799999,60.66,61.57,2333100,55.447094
"2012-10-01",61.610001,63.540001,61.490002,63.16,3058800,56.87896
"2012-10-02",63.349998,63.43,62.470001,62.700001,1825100,56.464714
"2012-10-03",62.759998,63.299999,62.400002,63.299999,1646000,57.005039
"2012-10-04",63.400002,64.029999,63.029999,63.299999,1495400,57.005039
"2012-10-05",63.75,64.190002,63.130001,64,1806400,57.635426
"2012-10-08",63.59,63.970001,63.209999,63.439999,975000,57.131119
"2012-10-09",63.34,63.740002,62.369999,62.540001,1265400,56.320629
"2012-10-10",62.610001,62.77,62.049999,62.380001,1053500,56.17654
"2012-10-11",62.93,63.459999,62.84,63.16,1271000,56.87896
"2012-10-12",63.290001,63.540001,62.419998,63.009998,1394300,56.743896
"2012-10-15",63.16,63.52,62.700001,63.43,1241600,57.12212
"2012-10-16",63.720001,65,63.619999,64.959999,1541300,58.499969
"2012-10-17",64.940002,65,64.129997,64.5,1350300,58.085705
"2012-10-18",64.419998,64.849998,64.019997,64.290001,1723900,57.896599
"2012-10-19",63.970001,64.010002,62.650002,62.93,1736000,56.671841
"2012-10-22",62.93,63.16,62.060001,62.59,960300,56.36565
"2012-10-23",62.09,62.32,61.549999,62.189999,1071500,56.005421
"2012-10-24",62.619999,62.619999,61.380001,61.529999,1709700,55.411057
"2012-10-25",62.139999,62.509998,60.93,61.299999,1359500,55.203941
"2012-10-26",61.389999,61.509998,60.669998,60.790001,1640000,54.744659
"2012-10-31",61.220001,61.82,60.57,61.619999,2145000,55.492111
"2012-11-01",59.470001,61.810001,58.400002,61.169998,3454900,55.086872
"2012-11-02",61.610001,61.610001,59.93,60.029999,2211300,54.060238
"2012-11-05",59.799999,59.91,58.77,59.400002,2903600,53.492886
"2012-11-06",59.400002,59.919998,59.389999,59.779999,1924000,53.835094
"2012-11-07",59.23,59.360001,58.439999,58.560001,2309700,52.736427
"2012-11-08",58.57,58.580002,57.290001,57.310001,2039400,51.610718
"2012-11-09",57.259998,58.32,57.23,57.490002,2188600,51.772827
"2012-11-12",57.549999,57.830002,57.299999,57.450001,920100,51.736801
"2012-11-13",57.099998,58.040001,56.869999,56.959999,1455900,51.29554
"2012-11-14",56.919998,57.220001,56.189999,56.34,2101600,50.737194
"2012-11-15",56.349998,56.860001,56.040001,56.41,1780900,50.80022
"2012-11-16",56.66,56.900002,56.139999,56.619999,2141900,50.989346
"2012-11-19",57.349998,59.43,56.970001,57.700001,1972500,51.961945
"2012-11-20",57.689999,58.25,57.290001,58.029999,1567900,52.259132
"2012-11-21",57.860001,58.619999,57.860001,58.5,2024300,52.682377
"2012-11-23",58.91,59.630001,58.52,59.619999,700700,53.691002
"2012-11-26",59.18,59.349998,58.889999,59.32,1037600,53.420849
"2012-11-27",59.439999,59.48,58.560001,58.689999,1809400,52.853489
"2012-11-28",57.98,58.330002,57.389999,58.049999,1504500,52.92643
"2012-11-29",58.290001,58.66,57.970001,58.009998,1733800,52.88995
"2012-11-30",58.200001,58.529999,57.77,58.25,1370600,53.108784
"2012-12-03",58.59,60.02,58.509998,59.209999,3277500,53.984043
"2012-12-04",59.130001,59.209999,58.299999,59.060001,2269500,53.84729
"2012-12-05",59,59.68,58.84,59.330002,1976400,54.093468
"2012-12-06",59.110001,59.790001,58.470001,59.77,1501300,54.494621
"2012-12-07",59.959999,60.75,59.68,60.669998,1768400,55.315189
"2012-12-10",60.860001,60.98,59.959999,60.09,1319400,54.786388
"2012-12-11",60.150002,60.639999,60.150002,60.400002,1015100,55.069023
"2012-12-12",60.75,60.98,60.240002,60.400002,1353400,55.069023
"2012-12-13",60.549999,60.880001,59.790001,59.91,769000,54.622257
"2012-12-14",59.630001,61.169998,59.630001,60.93,1522200,55.552246
"2012-12-17",61.009998,61.259998,60.59,60.82,1401700,55.451954
"2012-12-18",60.759998,61.029999,60.650002,60.900002,1866900,55.524899
"2012-12-19",60.860001,61.060001,59.709999,60.34,2033500,55.014305
"2012-12-20",60.5,60.5,59.369999,59.990002,1859800,54.695206
"2012-12-21",59.529999,60.43,59.360001,59.82,2473300,54.540207
"2012-12-24",59.799999,59.799999,58.810001,58.950001,686100,53.746994
"2012-12-26",58.959999,59.07,57.810001,57.950001,1260900,52.835247
"2012-12-27",57.950001,58.66,57.759998,58.450001,1712800,53.29113
"2012-12-28",58.119999,58.75,57.900002,57.93,991900,52.817017
"2012-12-31",57.669998,59.889999,57.529999,59.860001,1483500,54.576675
"2013-01-02",60.349998,61.02,59.900002,61.009998,3250900,55.625172
"2013-01-03",61.349998,62.98,61.349998,62.23,2956700,56.737499
"2013-01-04",62.299999,62.98,62.029999,62.689999,1895600,57.156898
"2013-01-07",62.669998,62.669998,61.450001,62,1887200,56.527786
"2013-01-08",61.75,62.75,61.619999,62.740002,1638800,57.202484
"2013-01-09",62.790001,63.220001,62.41,62.490002,1349100,56.974548
"2013-01-10",62.869999,63.82,62.5,63.799999,2716800,58.16893
"2013-01-11",63.799999,64.139999,63.540001,64.129997,1805400,58.46981
"2013-01-14",64.040001,64.43,63.900002,64.230003,2079000,58.560978
"2013-01-15",64,64.349998,63.610001,64.339996,1150600,58.661278
"2013-01-16",64.18,64.330002,63.900002,63.970001,1067500,58.323929
"2013-01-17",64.440002,64.610001,63.990002,64.230003,1497500,58.560978
"2013-01-18",63.91,63.919998,62.400002,62.849998,3118800,57.302776
"2013-01-22",62.669998,62.919998,62.360001,62.810001,1725300,57.266308
"2013-01-23",62.599998,62.919998,62.330002,62.400002,1337400,56.892498
"2013-01-24",62.599998,63,62.310001,62.540001,1815400,57.020145
"2013-01-25",62.950001,63.34,62.700001,63.25,1811300,57.667473
"2013-01-28",63.310001,63.369999,62.939999,63.139999,2077000,57.567184
"2013-01-29",63.299999,63.880001,63.080002,63.720001,1597800,58.095985
"2013-01-30",63.700001,63.990002,62.77,62.869999,945500,57.321011
"2013-01-31",62.110001,62.25,60.759998,60.93,3921500,55.552246
"2013-02-01",61.200001,62.970001,61.200001,62.720001,4349400,57.184242
"2013-02-04",62.439999,62.5,60.990002,61.049999,2523700,55.661648
"2013-02-05",64.300003,66.07,62.549999,64.709999,6229600,58.998604
"2013-02-06",64.25,64.489998,63.189999,63.330002,2026000,57.74041
"2013-02-07",63.220001,63.369999,62.09,63.139999,2244700,57.567184
"2013-02-08",63.110001,63.509998,62.439999,62.75,1400000,57.211597
"2013-02-11",62.400002,62.400002,61.48,61.779999,2458600,56.327217
"2013-02-12",61.970001,62.779999,61.700001,62.669998,1725600,57.138672
