"dates","HSIC.Open","HSIC.High","HSIC.Low","HSIC.Close","HSIC.Volume","HSIC.Adjusted"
"2010-07-09",21.568626,21.643137,21.415686,21.509804,633675,21.509804
"2010-07-12",21.423529,21.533333,21.352942,21.47451,676260,21.47451
"2010-07-13",21.658825,22.007843,21.568626,21.964706,1052130,21.964706
"2010-07-14",22.019608,22.074511,21.643137,21.807842,1488435,21.807842
"2010-07-15",21.843138,21.894117,21.647058,21.811766,1022550,21.811766
"2010-07-16",21.819609,21.819609,20.898039,20.917646,1699320,20.917646
"2010-07-19",20.913725,21.129412,20.529411,20.615686,2372520,20.615686
"2010-07-20",20.392157,20.498039,20.235294,20.376471,2810865,20.376471
"2010-07-21",20.423529,20.470589,19.984314,20.117647,2089980,20.117647
"2010-07-22",20.286276,20.94902,20.215687,20.694118,2572695,20.694118
"2010-07-23",20.580393,20.678431,20.454903,20.596079,1527450,20.596079
"2010-07-26",20.533333,21.027451,20.533333,21.003922,1286985,21.003922
"2010-07-27",21.062744,21.109804,20.862745,20.945099,913665,20.945099
"2010-07-28",20.878431,21,20.549021,20.6,1050855,20.6
"2010-07-29",20.682352,20.737255,20.031372,20.25098,2290155,20.25098
"2010-07-30",20.070587,20.631372,19.988235,20.584314,2597430,20.584314
"2010-08-02",20.898039,21.87451,20.745098,20.890196,2122620,20.890196
"2010-08-03",20.858824,21.286276,20.796078,21.019608,1297185,21.019608
"2010-08-04",21.086275,21.403921,21.015686,21.376471,846855,21.376471
"2010-08-05",21.305882,21.466667,21.129412,21.407843,1514700,21.407843
"2010-08-06",21.235294,21.372549,20.803923,21.368628,1486140,21.368628
"2010-08-09",21.356863,21.415686,21.22353,21.254902,684420,21.254902
"2010-08-10",21.058825,21.6,20.796078,21.517647,3400170,21.517647
"2010-08-11",21.22353,21.411764,21.082354,21.345098,2904195,21.345098
"2010-08-12",21.172548,21.262745,21.015686,21.180391,1328295,21.180391
"2010-08-13",21.058825,21.133333,20.90196,21.058825,1084005,21.058825
"2010-08-16",21.027451,21.133333,20.847059,21.043137,1723290,21.043137
"2010-08-17",21.254902,21.619608,21.176472,21.568626,1406325,21.568626
"2010-08-18",21.603922,21.764706,21.290195,21.654902,1185240,21.654902
"2010-08-19",21.560783,21.623529,21.062744,21.207844,1371645,21.207844
"2010-08-20",21.141176,21.305882,20.945099,21.270588,1634040,21.270588
"2010-08-23",21.372549,21.603922,21.160784,21.298038,955485,21.298038
"2010-08-24",21.141176,21.160784,20.713724,20.890196,1534590,20.890196
"2010-08-25",20.752941,21.082354,20.686275,21.062744,1817385,21.062744
"2010-08-26",21.058825,21.058825,20.023529,20.380392,3124770,20.380392
"2010-08-27",20.419607,20.858824,20.054901,20.839216,1951260,20.839216
"2010-08-30",20.803923,20.905882,20.670588,20.854902,1638120,20.854902
"2010-08-31",20.811766,20.968628,20.568626,20.705881,2426325,20.705881
"2010-09-01",20.933332,21.454903,20.913725,21.419607,1927545,21.419607
"2010-09-02",21.317648,21.482353,21.25098,21.470589,1339515,21.470589
"2010-09-03",21.619608,21.666668,21.407843,21.556864,1121490,21.556864
"2010-09-07",21.458824,21.752941,21.42745,21.458824,1398675,21.458824
"2010-09-08",21.57255,21.674509,21.513725,21.580393,1424940,21.580393
"2010-09-09",21.764706,21.823528,21.670588,21.768627,1090890,21.768627
"2010-09-10",21.839216,22.105883,21.737255,22.023529,900405,22.023529
"2010-09-13",22.156862,22.352942,22.062744,22.266666,1299225,22.266666
"2010-09-14",22.247059,22.403921,21.960785,22.34902,1381590,22.34902
"2010-09-15",22.298038,22.521568,22.196077,22.443136,1730940,22.443136
"2010-09-16",22.458824,22.505882,22.317648,22.419607,684420,22.419607
"2010-09-17",22.494118,22.588236,22.09804,22.09804,2491095,22.09804
"2010-09-20",22.101961,22.454903,22.101961,22.42745,1710540,22.42745
"2010-09-21",22.352942,22.450979,22.149019,22.219608,1380060,22.219608
"2010-09-22",22.258823,22.450979,22.047058,22.227451,734910,22.227451
"2010-09-23",22.141176,22.372549,22.035294,22.047058,457470,22.047058
"2010-09-24",22.317648,22.482353,22.160784,22.482353,1278570,22.482353
"2010-09-27",22.419607,22.501961,22.345098,22.376471,1004700,22.376471
"2010-09-28",22.435293,22.647058,22.207844,22.584314,1194930,22.584314
"2010-09-29",22.584314,22.678431,22.47451,22.592157,826200,22.592157
"2010-09-30",22.729412,23.086275,22.615686,22.972549,2699685,22.972549
"2010-10-01",23.129412,23.137255,22.549021,22.725491,1618740,22.725491
"2010-10-04",22.721569,22.847059,22.215687,22.368628,919275,22.368628
"2010-10-05",22.631372,23.105883,22.541176,22.992157,811410,22.992157
"2010-10-06",22.890196,22.984314,22.74902,22.933332,1159995,22.933332
"2010-10-07",23.007843,23.09804,22.807842,22.960785,940950,22.960785
"2010-10-08",22.968628,23.301962,22.862745,23.258823,1050855,23.258823
"2010-10-11",23.274509,23.501961,23.149019,23.431374,1199775,23.431374
"2010-10-12",23.345098,23.439217,23,23.407843,1398930,23.407843
"2010-10-13",23.47451,23.47451,23.200001,23.235294,1263525,23.235294
"2010-10-14",23.274509,23.321569,23.113726,23.247059,578850,23.247059
"2010-10-15",23.431374,23.431374,23.211765,23.392157,793560,23.392157
"2010-10-18",23.305882,23.4,23.176472,23.25098,1003680,23.25098
"2010-10-19",23.101961,23.152941,22.674509,22.835295,1218645,22.835295
"2010-10-20",22.913725,23.168627,22.760784,23.027451,713490,23.027451
"2010-10-21",23.203922,23.392157,23.015686,23.309805,1773780,23.309805
"2010-10-22",23.42745,23.42745,23.235294,23.317648,970785,23.317648
"2010-10-25",23.407843,23.407843,22.937256,23.121569,1008270,23.121569
"2010-10-26",23.066668,23.329412,22.909803,23.196077,827475,23.196077
"2010-10-27",23.035294,23.337255,22.972549,23.333332,1236495,23.333332
"2010-10-28",23.384314,23.388235,22.780392,22.988235,2398530,22.988235
"2010-10-29",22.188234,23.282352,21.882353,22.019608,3574845,22.019608
"2010-11-01",22.086275,22.352942,21.784313,22.047058,1806675,22.047058
"2010-11-02",22.235294,22.513725,22.129412,22.360785,1839570,22.360785
"2010-11-03",22.305882,22.631372,22.305882,22.568626,1426980,22.568626
"2010-11-04",22.694118,22.945099,22.592157,22.674509,1636335,22.674509
"2010-11-05",22.654902,22.658825,22.356863,22.505882,1313505,22.505882
"2010-11-08",22.380392,22.619608,22.290195,22.607843,1028160,22.607843
"2010-11-09",22.717648,22.717648,22.513725,22.635294,979200,22.635294
"2010-11-10",22.541176,22.725491,22.494118,22.725491,1025100,22.725491
"2010-11-11",22.454903,22.596079,22.309805,22.592157,1482825,22.592157
"2010-11-12",22.388235,22.517647,22.203922,22.392157,1115115,22.392157
"2010-11-15",22.486275,22.760784,22.482353,22.57255,941460,22.57255
"2010-11-16",22.513725,22.576471,22.137255,22.211765,872355,22.211765
"2010-11-17",22.227451,22.380392,22.149019,22.360785,588285,22.360785
"2010-11-18",22.466667,22.905882,22.454903,22.690195,1193910,22.690195
"2010-11-19",22.588236,22.952942,22.396078,22.917646,1115880,22.917646
"2010-11-22",22.843138,22.858824,22.278431,22.57255,1339005,22.57255
"2010-11-23",22.407843,22.407843,21.980392,22.121569,1281375,22.121569
"2010-11-24",22.247059,22.952942,22.247059,22.827452,1061055,22.827452
"2010-11-26",22.701962,22.831373,22.619608,22.639215,268005,22.639215
"2010-11-29",22.42745,22.709805,22.172548,22.521568,832320,22.521568
"2010-11-30",22.200001,22.52549,21.941175,22.501961,2052240,22.501961
"2010-12-01",22.745098,23.266666,22.686275,23.031372,1593240,23.031372
"2010-12-02",23.094118,23.490196,22.972549,23.352942,1428510,23.352942
"2010-12-03",23.333332,23.490196,23.168627,23.470589,827985,23.470589
"2010-12-06",23.376471,23.376471,23.176472,23.25098,891735,23.25098
"2010-12-07",23.415686,23.505882,23.239216,23.396078,858075,23.396078
"2010-12-08",23.341175,23.388235,22.898039,22.992157,1023825,22.992157
"2010-12-09",23.200001,23.356863,23.113726,23.211765,1330845,23.211765
"2010-12-10",23.247059,23.490196,23.129412,23.490196,643110,23.490196
"2010-12-13",23.439217,23.478432,23.047058,23.133333,1675350,23.133333
"2010-12-14",23.149019,23.886274,23.149019,23.55294,2239920,23.55294
"2010-12-15",23.470589,23.956863,23.113726,23.862745,1555245,23.862745
"2010-12-16",23.725491,24.333332,23.568626,24.156862,1670250,24.156862
"2010-12-17",24.156862,24.364706,23.831373,24.34902,2219520,24.34902
"2010-12-20",24.482353,24.556864,24.384314,24.439217,1374450,24.439217
"2010-12-21",24.454903,24.478432,24.235294,24.305882,741795,24.305882
"2010-12-22",24.243137,24.521568,24.243137,24.360785,702780,24.360785
"2010-12-23",24.301962,24.439217,24.301962,24.376471,393975,24.376471
"2010-12-27",24.34902,24.55294,24.215687,24.376471,435030,24.376471
"2010-12-28",24.42745,24.529411,24.247059,24.305882,368730,24.305882
"2010-12-29",24.372549,24.517647,24.360785,24.411764,411315,24.411764
"2010-12-30",24.368628,24.509804,24.34902,24.352942,368220,24.352942
"2010-12-31",24.376471,24.4,24.066668,24.074511,807075,24.074511
"2011-01-03",24.333332,25.278431,24.313725,24.619608,2538525,24.619608
"2011-01-04",24.6,24.603922,24.200001,24.329412,1684530,24.329412
"2011-01-05",24.215687,24.388235,24.023529,24.313725,870315,24.313725
"2011-01-06",24.4,24.694118,24.4,24.57255,1680450,24.57255
"2011-01-07",24.654902,24.725491,24.282352,24.529411,735930,24.529411
"2011-01-10",24.372549,24.643137,24.286276,24.533333,928710,24.533333
"2011-01-11",24.541176,24.701962,24.541176,24.631372,853995,24.631372
"2011-01-12",24.725491,24.90196,24.337255,24.894117,671670,24.894117
"2011-01-13",24.94902,25.192158,24.835295,25.062744,1056975,25.062744
"2011-01-14",25.07843,25.180391,24.870588,25.176472,732870,25.176472
"2011-01-18",25.176472,25.858824,25.176472,25.823528,2389860,25.823528
"2011-01-19",25.780392,25.882353,25.450979,25.564707,1293105,25.564707
"2011-01-20",25.431374,25.686275,25.431374,25.639215,1137810,25.639215
"2011-01-21",25.662745,25.764706,25.576471,25.623529,1040910,25.623529
"2011-01-24",25.647058,26.117647,25.647058,25.988235,816510,25.988235
"2011-01-25",25.960785,26.058825,25.741177,25.976471,833850,25.976471
"2011-01-26",25.972549,26.054901,25.686275,25.709805,1282650,25.709805
"2011-01-27",25.658825,25.992157,25.658825,25.772549,1038105,25.772549
"2011-01-28",25.745098,26.058825,25.317648,25.654902,1994610,25.654902
"2011-01-31",25.662745,25.925489,25.545097,25.74902,891990,25.74902
"2011-02-01",25.929413,26.607843,25.87451,26.239216,1831410,26.239216
"2011-02-02",26.160784,26.337255,25.803923,25.819609,757095,25.819609
"2011-02-03",25.733334,25.925489,25.513725,25.674509,1663875,25.674509
"2011-02-04",25.705881,26.043137,25.666668,26,1173255,26
"2011-02-07",25.976471,26.184315,25.890196,26.105883,903210,26.105883
"2011-02-08",26.156862,26.235294,26.019608,26.235294,558705,26.235294
"2011-02-09",26.141176,26.149019,25.768627,25.799999,1041420,25.799999
"2011-02-10",25.760784,26.184315,25.737255,26.160784,1004190,26.160784
"2011-02-11",26.094118,26.458824,25.992157,26.415686,866745,26.415686
"2011-02-14",26.443136,26.760784,26.42745,26.674509,883320,26.674509
"2011-02-15",26.576471,26.886274,26.57255,26.819609,719100,26.819609
"2011-02-16",26.858824,27.105883,26.741177,26.964706,997305,26.964706
"2011-02-17",26.858824,27.231373,26.858824,27.172548,863175,27.172548
"2011-02-18",26.913725,27.411764,26.509804,27.392157,3283380,27.392157
"2011-02-22",27.129412,27.141176,25.988235,26.243137,2949075,26.243137
"2011-02-23",26.168627,26.666668,26.168627,26.337255,2006850,26.337255
"2011-02-24",26.407843,26.6,26.313725,26.517647,1702890,26.517647
"2011-02-25",26.596079,27.22353,26.560783,27.22353,1755930,27.22353
"2011-02-28",27.196077,27.423529,26.992157,27.05098,1410660,27.05098
"2011-03-01",27.172548,27.270588,26.674509,26.858824,1244910,26.858824
"2011-03-02",26.760784,26.937256,26.607843,26.666668,1010565,26.666668
"2011-03-03",26.850981,27.403921,26.717648,27.294119,1171725,27.294119
"2011-03-04",27.172548,27.392157,26.972549,27.278431,756585,27.278431
"2011-03-07",27.25098,27.372549,26.686275,26.858824,950130,26.858824
"2011-03-08",26.866667,27.443136,26.784313,27.388235,1074825,27.388235
"2011-03-09",27.258823,27.325491,27.027451,27.235294,1151580,27.235294
"2011-03-10",26.956863,27.019608,26.486275,26.631372,1073550,26.631372
"2011-03-11",26.466667,26.662745,26.294119,26.466667,695385,26.466667
"2011-03-14",26.227451,26.415686,26.027451,26.156862,906525,26.156862
"2011-03-15",25.729412,26.258823,25.627451,25.850981,1559835,25.850981
"2011-03-16",25.741177,25.839216,25.411764,25.615686,1833450,25.615686
"2011-03-17",25.960785,26.003922,25.686275,25.705881,819825,25.705881
"2011-03-18",25.92157,26.243137,25.92157,26.07843,1563405,26.07843
"2011-03-21",26.341175,26.925489,26.290195,26.313725,873120,26.313725
"2011-03-22",26.301962,26.396078,26.227451,26.313725,472260,26.313725
"2011-03-23",26.294119,26.294119,25.772549,26.066668,913665,26.066668
"2011-03-24",26.109804,26.462746,25.92157,26.4,977925,26.4
"2011-03-25",26.42745,26.635294,26.317648,26.454903,611745,26.454903
"2011-03-28",26.501961,26.717648,26.356863,26.6,626280,26.6
"2011-03-29",26.623529,27.05098,26.490196,27,1174275,27
"2011-03-30",27.105883,27.270588,26.976471,27.156862,462570,27.156862
"2011-03-31",27.180391,27.545097,27.149019,27.517647,935595,27.517647
"2011-04-01",27.55294,27.858824,27.52549,27.792156,1470840,27.792156
"2011-04-04",27.792156,27.996078,27.607843,27.780392,1102875,27.780392
"2011-04-05",27.647058,27.713724,27.466667,27.513725,1300500,27.513725
"2011-04-06",27.658825,27.698038,27.403921,27.57255,759645,27.57255
"2011-04-07",27.494118,27.772549,27.380392,27.498039,496995,27.498039
"2011-04-08",27.52549,27.57255,27.003922,27.113726,735420,27.113726
"2011-04-11",27.227451,27.298038,27.015686,27.129412,818550,27.129412
"2011-04-12",27.066668,27.192158,26.811766,26.866667,666825,26.866667
"2011-04-13",27.627451,27.94902,27.419607,27.462746,2508690,27.462746
"2011-04-14",27.215687,27.52549,27.07843,27.352942,1360425,27.352942
"2011-04-15",27.282352,27.639215,27.239216,27.501961,1449675,27.501961
"2011-04-18",27.196077,27.227451,26.658825,26.941175,1373940,26.941175
"2011-04-19",27.047058,27.290195,26.87451,27.243137,1161525,27.243137
"2011-04-20",27.560783,27.843138,27.435293,27.643137,1713600,27.643137
"2011-04-21",27.627451,27.733334,27.52549,27.674509,1059270,27.674509
"2011-04-25",27.741177,27.741177,27.431374,27.643137,532440,27.643137
"2011-04-26",27.74902,28.22353,27.647058,28.09804,875925,28.09804
"2011-04-27",28.207844,28.603922,28.101961,28.580393,1268880,28.580393
"2011-04-28",28.737255,28.870588,28.529411,28.686275,1638885,28.686275
"2011-04-29",28.670588,28.866667,28.639215,28.654902,2198100,28.654902
"2011-05-02",28.443136,29.207844,28.443136,29.05098,3013335,29.05098
"2011-05-03",28.603922,28.87451,27.933332,28.843138,2026485,28.843138
"2011-05-04",28.352942,28.701962,28.258823,28.462746,1733235,28.462746
"2011-05-05",28.380392,28.713724,28.235294,28.325491,1347930,28.325491
"2011-05-06",28.549021,28.945099,28.352942,28.541176,1186515,28.541176
"2011-05-09",28.450979,28.686275,28.42745,28.611765,1260465,28.611765
"2011-05-10",28.760784,28.882353,28.556864,28.815685,726495,28.815685
"2011-05-11",28.741177,28.843138,28.368628,28.505882,979455,28.505882
"2011-05-12",28.549021,29.054901,28.290195,28.980392,1231650,28.980392
"2011-05-13",28.956863,29.003922,28.274509,28.380392,1087320,28.380392
"2011-05-16",28.235294,28.439217,28.113726,28.321569,990675,28.321569
"2011-05-17",28.286276,28.286276,27.890196,28.113726,1258425,28.113726
"2011-05-18",28.035294,28.678431,27.941175,28.635294,958800,28.635294
"2011-05-19",28.701962,28.741177,28.368628,28.517647,947835,28.517647
"2011-05-20",28.490196,28.494118,28.200001,28.321569,883320,28.321569
"2011-05-23",28.058825,28.058825,27.607843,27.792156,1272705,27.792156
"2011-05-24",27.803923,27.807842,27.388235,27.47451,1069470,27.47451
"2011-05-25",27.541176,27.733334,27.356863,27.658825,852720,27.658825
"2011-05-26",27.513725,27.788235,27.376471,27.74902,921570,27.74902
"2011-05-27",27.713724,27.925489,27.603922,27.780392,489090,27.780392
"2011-05-31",28.027451,28.164705,27.823528,28.164705,1347420,28.164705
"2011-06-01",28.145098,28.325491,27.686275,27.721569,1437945,27.721569
"2011-06-02",27.698038,27.772549,27.509804,27.682352,963390,27.682352
"2011-06-03",27.388235,27.443136,27.094118,27.258823,1302540,27.258823
"2011-06-06",27.09804,27.215687,26.788235,26.815685,878985,26.815685
"2011-06-07",26.823528,27.200001,26.737255,26.980392,1471095,26.980392
"2011-06-08",26.870588,27.152941,26.686275,27.003922,1052640,27.003922
"2011-06-09",27.082354,27.470589,26.878431,27.337255,1046775,27.337255
"2011-06-10",27.270588,27.337255,27,27.101961,1979310,27.101961
"2011-06-13",27.007843,27.345098,27.007843,27.254902,1006230,27.254902
"2011-06-14",27.443136,27.55294,27.321569,27.360785,1207170,27.360785
"2011-06-15",27.200001,27.55294,27.031372,27.117647,1385415,27.117647
"2011-06-16",27.058825,27.407843,27.058825,27.278431,928455,27.278431
"2011-06-17",27.690195,27.733334,27.411764,27.560783,2058105,27.560783
"2011-06-20",27.6,27.941175,27.490196,27.866667,957270,27.866667
"2011-06-21",27.90196,28.211765,27.792156,28.058825,1166880,28.058825
"2011-06-22",28.05098,28.227451,27.780392,27.803923,982770,27.803923
"2011-06-23",27.568626,27.713724,27.039215,27.674509,1072530,27.674509
"2011-06-24",27.686275,27.705881,26.925489,27.262745,2771340,27.262745
"2011-06-27",27.235294,27.541176,26.929413,27.423529,1087065,27.423529
"2011-06-28",27.462746,27.823528,27.262745,27.686275,745875,27.686275
"2011-06-29",27.690195,28.007843,27.592157,27.843138,1034535,27.843138
"2011-06-30",27.937256,28.301962,27.847059,28.074511,998070,28.074511
"2011-07-01",28.129412,28.631372,27.952942,28.603922,1022295,28.603922
"2011-07-05",28.745098,28.745098,28.450979,28.674509,803250,28.674509
