"dates","COP.Open","COP.High","COP.Low","COP.Close","COP.Volume","COP.Adjusted"
"2010-04-13",42.979408,43.284332,42.255207,42.438164,18785503,29.146341
"2010-04-14",42.62112,43.413929,42.461033,43.368191,14976455,29.785088
"2010-04-15",43.368191,43.825581,43.192856,43.497784,14571506,29.874086
"2010-04-16",43.314827,43.505405,42.339062,42.727844,17390282,29.345291
"2010-04-19",42.323814,43.269089,42.224712,43.177608,14289995,29.654198
"2010-04-20",43.505405,43.917057,43.406303,43.756969,12094451,30.052094
"2010-04-21",43.863693,43.939926,43.124249,43.619755,11909882,29.957853
"2010-04-22",43.253841,43.467289,42.659233,43.436798,12419644,29.832209
"2010-04-23",43.375813,44.313461,43.13187,44.28297,15646125,30.413343
"2010-04-26",44.33633,44.572647,44.260098,44.443054,14325676,30.523296
"2010-04-27",43.833202,44.587894,41.363297,43.863693,23420585,30.125389
"2010-04-28",43.90181,44.824215,43.772217,44.633633,22939289,30.654182
"2010-04-29",44.976677,45.85334,44.976677,45.05291,17990426,30.942141
"2010-04-30",45.19775,45.319717,44.069519,45.121517,19471963,30.989258
"2010-05-03",45.373081,46.143021,45.296848,45.5103,16303463,31.256269
"2010-05-04",45.030041,45.060532,43.627377,44.221985,19230331,30.371469
"2010-05-05",43.261463,43.528275,42.583004,43.269089,19376596,29.71702
"2010-05-06",42.895554,43.322449,39.640461,41.996017,26741384,28.842682
