"dates","ROK.Open","ROK.High","ROK.Low","ROK.Close","ROK.Volume","ROK.Adjusted"
"2011-07-21",83.419998,84.339996,82.940002,83.839996,943900,67.644035
"2011-07-22",83.470001,83.809998,82.540001,83.050003,619200,67.006638
"2011-07-25",81.870003,83.440002,81.650002,82.919998,676800,66.901764
"2011-07-26",82.75,83.089996,80.440002,80.660004,969300,65.078354
"2011-07-27",80.330002,80.330002,76.830002,77.07,2269500,62.181847
"2011-07-28",80.190002,80.190002,72.57,73.480003,2893900,59.285358
"2011-07-29",72.139999,72.650002,71.129997,71.760002,2340400,57.897617
"2011-08-01",73.120003,74,70.730003,71.150002,2438400,57.405457
"2011-08-02",70.510002,72.050003,67.5,67.690002,2993700,54.613846
"2011-08-03",67.639999,71.230003,66.230003,70.82,3218400,57.139221
"2011-08-04",69.360001,69.790001,65.209999,65.269997,2787900,52.661335
"2011-08-05",66.870003,67.010002,60.529999,62.470001,4574100,50.402229
"2011-08-08",59.810001,61.599998,56.369999,56.459999,3555400,45.553219
"2011-08-09",58.040001,60.91,56.439999,60.889999,3894700,49.127445
"2011-08-10",59.209999,61.049999,58.439999,58.560001,3721400,47.247559
"2011-08-11",58.869999,63.099998,57.900002,62.049999,3041800,50.429359
"2011-08-12",62.419998,64.959999,62.419998,64.93,2571400,52.77
"2011-08-15",65.519997,65.980003,64.199997,64.529999,2212000,52.444897
"2011-08-16",63.610001,64.550003,62.369999,63.009998,1819500,51.209557
"2011-08-17",63.419998,64.330002,61.889999,61.990002,1709000,50.380585
"2011-08-18",59.57,59.720001,55.150002,55.73,3268900,45.292973
"2011-08-19",54.93,56.59,53.259998,53.66,2406600,43.610634
"2011-08-22",55.09,55.290001,53.02,53.709999,2125400,43.651268
"2011-08-23",53.82,57.490002,53.150002,57.310001,3682400,46.577065
"2011-08-24",57.02,59.07,56.52,58.93,1622000,47.893673
"2011-08-25",59.610001,60,57.5,57.73,1496400,46.9184
"2011-08-26",57.09,60.380001,56.330002,59.84,1989400,48.63324
"2011-08-29",60.720001,61.369999,59.490002,60.529999,1741600,49.194019
"2011-08-30",60.07,62.779999,59.68,62.330002,1567200,50.656918
"2011-08-31",62.93,64.779999,62.860001,64.129997,3354400,52.119812
"2011-09-01",63.91,64.910004,62.310001,62.389999,2141300,50.705673
"2011-09-02",60.509998,60.959999,58.759998,59.299999,1467600,48.19437
"2011-09-06",56.990002,57.630001,56,57.18,2722300,46.471401
"2011-09-07",58.41,59.459999,58.16,59.25,2007300,48.153728
"2011-09-08",58.5,58.84,56.939999,57.759998,2839000,46.942787
"2011-09-09",56.68,57.970001,55.990002,56.560001,2899100,45.967518
"2011-09-12",55.75,57.290001,55.380001,57.169998,1314400,46.463272
"2011-09-13",57.119999,58.830002,56.900002,58.18,1027900,47.284119
"2011-09-14",58.68,59.740002,56.759998,58.68,853300,47.690487
"2011-09-15",59.32,60.84,58.810001,60.110001,2607300,48.852684
"2011-09-16",60.599998,60.880001,59.119999,59.490002,2133200,48.348789
"2011-09-19",58.290001,59.040001,57.439999,58.57,1112600,47.601086
"2011-09-20",59.040001,59.330002,56.400002,56.439999,1687700,45.869987
"2011-09-21",56.380001,56.860001,54.02,54.049999,1572200,43.927593
"2011-09-22",51.970001,52.209999,50.360001,51.540001,2209300,41.887657
"2011-09-23",51.279999,52.990002,50.860001,52.290001,1998300,42.497204
"2011-09-26",52.900002,55.029999,51.259998,54.880001,2154100,44.602154
"2011-09-27",56.610001,60.02,56.610001,57.98,3801000,47.121586
"2011-09-28",57.950001,58.639999,56.509998,56.57,2228400,45.975651
"2011-09-29",57.93,58.880001,55.77,57.450001,2036900,46.69083
"2011-09-30",55.990002,57.459999,55.720001,56,1985800,45.512398
"2011-10-03",55.240002,56.279999,54.439999,54.549999,2644500,44.333942
"2011-10-04",53.509998,57.93,53.060001,57.790001,2500000,46.967175
"2011-10-05",58.139999,59.849998,57.450001,59.48,1399500,48.340679
"2011-10-06",59.349998,61.439999,58.5,60.900002,2155900,49.494724
"2011-10-07",61.529999,61.689999,58.77,59.169998,1767200,48.08873
"2011-10-10",60.740002,61.98,60.57,61.59,1127300,50.055504
"2011-10-11",61.049999,62.189999,61.049999,61.869999,982700,50.283073
"2011-10-12",62.639999,65.360001,62.470001,64.150002,1366300,52.136063
"2011-10-13",63.400002,63.630001,62.060001,63.459999,829700,51.575283
"2011-10-14",64.57,66.110001,64.389999,66.010002,1001600,53.64772
"2011-10-17",65.580002,65.699997,61.93,62.110001,1384800,50.478123
"2011-10-18",62.189999,65.970001,61.700001,65.300003,1552400,53.070717
"2011-10-19",65.360001,65.389999,63.32,63.66,884400,51.737858
"2011-10-20",63.75,64.43,62.360001,63.689999,1333800,51.762226
"2011-10-21",64.639999,66.650002,64.239998,66.540001,1587800,54.078484
"2011-10-24",66.620003,69.07,66.260002,68.400002,1448500,55.590145
"2011-10-25",67.839996,67.839996,64.510002,64.599998,1522200,52.501797
"2011-10-26",65.75,66.529999,64.349998,65.389999,1429900,53.143856
"2011-10-27",68.220001,71.379997,68.150002,70.349998,1089200,57.174942
"2011-10-28",70.07,71.620003,69.629997,71.089996,982500,57.776344
"2011-10-31",70.139999,70.139999,67.639999,67.650002,1045500,54.980602
"2011-11-01",64.849998,66.839996,64.5,65.68,1464100,53.379536
"2011-11-02",67.230003,69.279999,67.040001,69.129997,1015100,56.183422
"2011-11-03",70.150002,71.860001,68.239998,71.519997,1374500,58.125816
"2011-11-04",70.650002,71.279999,69.449997,69.980003,1331700,56.874237
"2011-11-07",69.699997,70.690002,67.769997,69.809998,1328100,56.736057
"2011-11-08",75.510002,76.489998,73.839996,74.330002,3533600,60.409554
"2011-11-09",72.07,72.949997,69.839996,70.339996,1493200,57.495564
"2011-11-10",71.480003,73.68,71.480003,72.160004,1277700,58.983234
"2011-11-11",73.419998,75.57,73.349998,74.629997,1260300,61.002182
"2011-11-14",74.279999,75,73.019997,73.589996,940500,60.152096
"2011-11-15",72.849998,74.889999,72.769997,74.370003,1059300,60.789661
"2011-11-16",73.269997,73.870003,72.050003,72.239998,1029100,59.04863
"2011-11-17",72.25,72.519997,69.879997,70.489998,847700,57.618168
"2011-11-18",71.160004,72.029999,70.449997,71.25,919200,58.239403
"2011-11-21",69.629997,69.790001,67.93,68.870003,1013100,56.293991
"2011-11-22",68.75,70.029999,68.550003,69.190002,980600,56.555573
"2011-11-23",68.080002,68.239998,67.120003,67.169998,1065200,54.904411
"2011-11-25",66.910004,67.790001,66.639999,66.910004,480100,54.69191
"2011-11-28",69.75,71.379997,69.529999,71.040001,939700,58.067734
"2011-11-29",71.610001,72.360001,70.489998,70.93,708400,57.977814
"2011-11-30",74.080002,76.160004,73.949997,75.029999,1819700,61.329166
"2011-12-01",74.760002,75.080002,74.010002,74.139999,1155000,60.601654
"2011-12-02",74.830002,75,73.75,74.620003,1946400,60.994007
"2011-12-05",75.910004,76.269997,75.239998,76.139999,1890600,62.236481
"2011-12-06",76.220001,77.809998,75.949997,77.269997,1728500,63.160099
"2011-12-07",76.230003,78.010002,76.019997,77.480003,1707000,63.331757
"2011-12-08",76.629997,77.209999,75.650002,76.080002,1729900,62.187412
"2011-12-09",76.330002,77.730003,76.18,77.470001,1104600,63.323597
"2011-12-12",76.449997,76.919998,74.660004,75.480003,1284300,61.696999
"2011-12-13",75.839996,77.25,74.949997,75.459999,1475000,61.680637
"2011-12-14",74.849998,75.040001,71.730003,72.099998,1466700,58.934181
"2011-12-15",73.57,73.57,71.5,72.040001,1116900,58.885117
"2011-12-16",72.949997,74.389999,71.589996,71.849998,1616300,58.72982
"2011-12-19",72.400002,73.809998,71.779999,72.089996,1174800,58.926003
"2011-12-20",73.879997,75.449997,73.75,74.809998,965700,61.14933
"2011-12-21",74.760002,75.089996,72.199997,72.449997,1830500,59.220272
"2011-12-22",72.720001,74.610001,72.580002,74.099998,882200,60.568966
"2011-12-23",74.480003,74.480003,73.660004,74.169998,560200,60.626202
"2011-12-27",74.18,74.739998,73.43,74.339996,409800,60.765152
"2011-12-28",74.419998,74.550003,71.919998,72.040001,783800,58.885117
"2011-12-29",72.099998,73.540001,71.900002,73.440002,729800,60.02948
"2011-12-30",73.370003,74,73.220001,73.370003,481900,59.972271
"2012-01-03",75.209999,77.470001,75.190002,75.660004,1212800,61.844116
"2012-01-04",75.410004,77,74.93,76.339996,886000,62.399933
"2012-01-05",75.5,76.279999,73.860001,75.790001,926200,61.950371
"2012-01-06",75.639999,75.68,72.209999,72.379997,1865200,59.163055
"2012-01-09",72.760002,73.459999,72.269997,73.139999,1200900,59.784275
"2012-01-10",74.239998,75.239998,73.889999,74.860001,1608800,61.190189
"2012-01-11",76.550003,78.279999,76.379997,77.980003,2613100,63.740482
"2012-01-12",78.360001,79.699997,77.959999,79.610001,1588400,65.072815
"2012-01-13",78.489998,80.150002,78.150002,79.629997,1559500,65.089142
"2012-01-17",80.480003,81.150002,79.879997,80.07,1375000,65.448822
"2012-01-18",80.120003,82.07,79.82,81.919998,1347000,66.960976
"2012-01-19",82.410004,82.650002,81.629997,81.75,1174100,66.822037
"2012-01-20",81.18,81.699997,80.120003,80.989998,1097400,66.200821
"2012-01-23",81.139999,82.059998,80.589996,81.050003,814000,66.249878
"2012-01-24",80.269997,81.940002,80.150002,81.75,1161200,66.822037
"2012-01-25",81.110001,81.110001,76.709999,79.419998,2363900,64.917503
"2012-01-26",80,80.839996,77.279999,77.550003,1599200,63.388966
"2012-01-27",76.879997,78.190002,76.75,76.900002,1221800,62.857674
"2012-01-30",76.139999,78.080002,76,78.029999,1473900,63.781334
"2012-01-31",78.5,79.43,77.599998,77.870003,1510100,63.650581
"2012-02-01",79.010002,80.519997,78.870003,79.910004,1443000,65.318031
"2012-02-02",80.050003,80.300003,79.699997,80.120003,1052000,65.489708
"2012-02-03",81.220001,81.860001,80.940002,81.529999,1486800,66.64222
"2012-02-06",81.139999,81.910004,80.669998,81.269997,969300,66.429703
"2012-02-07",80.830002,81.580002,80.43,81.339996,902700,66.4869
"2012-02-08",81.209999,82.059998,81.07,82.040001,1072900,67.05909
"2012-02-09",82.099998,82.220001,81.339996,81.849998,853500,66.903793
"2012-02-10",80.709999,80.849998,79.629997,80.260002,889300,65.604103
"2012-02-13",81.050003,81.230003,79.559998,80.900002,993800,66.127266
"2012-02-14",80.510002,80.989998,79.440002,79.790001,829800,65.219948
"2012-02-15",80.110001,80.330002,79.5,79.790001,977000,65.219948
"2012-02-16",79.389999,81.480003,79.190002,81.25,1325600,66.768974
"2012-02-17",81.550003,82.349998,80.599998,82.300003,1218300,67.631844
"2012-02-21",82.660004,83.849998,82.599998,83.510002,1553400,68.626205
"2012-02-22",82.989998,83.300003,81.489998,82.199997,1368900,67.549667
"2012-02-23",81.889999,81.889999,80.790001,81.639999,864100,67.089485
"2012-02-24",81.699997,82.910004,81.419998,82.669998,1132100,67.935905
"2012-02-27",81.75,82.139999,80.839996,81.300003,1289500,66.810074
"2012-02-28",81.300003,81.639999,80.400002,80.860001,1075000,66.448479
"2012-02-29",81.169998,81.459999,79.870003,79.980003,1243000,65.725349
"2012-03-01",80.25,81.82,80.25,81.309998,1224900,66.818314
"2012-03-02",81.010002,81.589996,80,80.290001,821500,65.98008
"2012-03-05",80.269997,80.269997,78.93,79.519997,759700,65.347313
"2012-03-06",78.330002,78.330002,76.199997,76.470001,1293300,62.840912
"2012-03-07",77.360001,79.120003,77.339996,78.730003,1197300,64.698112
"2012-03-08",79.519997,80.910004,79.290001,80.650002,1131000,66.275948
"2012-03-09",80.800003,81.279999,80.269997,80.709999,780600,66.325226
"2012-03-12",81.32,83.169998,81.019997,82.470001,1162900,67.77153
"2012-03-13",83.199997,84.639999,83,84.550003,971800,69.480835
"2012-03-14",84.290001,84.709999,83.059998,83.68,869000,68.765877
"2012-03-15",83.800003,84.540001,83.199997,84.300003,825800,69.275398
"2012-03-16",83.809998,84.5,83.43,83.709999,1166600,68.790535
"2012-03-19",83.889999,84.029999,83.220001,83.419998,566500,68.552223
"2012-03-20",82.879997,82.949997,80.959999,81.419998,1212200,66.908676
"2012-03-21",81.389999,81.769997,80.900002,81.419998,747200,66.908676
"2012-03-22",81.050003,81.050003,79.25,80.419998,720600,66.086929
"2012-03-23",80.389999,80.610001,79.370003,80.290001,548500,65.98008
"2012-03-26",80.849998,81.580002,80.730003,81.470001,1055300,66.949791
"2012-03-27",81.970001,82.18,80.629997,80.760002,1008800,66.366318
"2012-03-28",80.790001,80.919998,78.360001,79.419998,1152900,65.265137
"2012-03-29",78.82,79.970001,78.620003,79.830002,963500,65.602074
"2012-03-30",80.370003,80.5,79.510002,79.699997,914500,65.495239
"2012-04-02",79.720001,80.669998,78.93,80.120003,843300,65.840408
"2012-04-03",79.809998,80.010002,78.449997,79.160004,1153000,65.051483
"2012-04-04",78.260002,78.5,77.739998,78.110001,1407400,64.188622
"2012-04-05",77.709999,79.339996,77.669998,79.269997,1135800,65.141899
"2012-04-09",77.720001,78.169998,76.639999,77.260002,941900,63.490143
"2012-04-10",76.860001,77.5,76.050003,76.199997,1782800,62.619041
"2012-04-11",77.239998,77.709999,76.629997,77.120003,1013800,63.375065
"2012-04-12",77.389999,80.25,77.019997,80.18,1791300,65.889664
"2012-04-13",79.510002,79.589996,77.489998,77.5,1775700,63.687332
"2012-04-16",78.139999,78.800003,77.410004,78.029999,829500,64.122864
"2012-04-17",78.769997,80.169998,78.68,79.809998,1331600,65.585625
"2012-04-18",79.290001,79.43,78.550003,78.589996,949800,64.583076
"2012-04-19",78.43,79.239998,77.650002,78.150002,1414600,64.221489
"2012-04-20",78.43,79.529999,78.089996,78.330002,2061900,64.369415
"2012-04-23",77.620003,77.620003,75.32,76.120003,2546900,62.553299
"2012-04-24",76.43,78.029999,75.800003,77.400002,1476600,63.605164
"2012-04-25",74.300003,76.190002,74,75.519997,4165600,62.06023
"2012-04-26",75.949997,77.900002,75.610001,77.5,1779800,63.687332
"2012-04-27",78.019997,79.010002,77.620003,78.190002,1184400,64.254387
"2012-04-30",77.800003,78.07,77.040001,77.339996,839600,63.55587
"2012-05-01",77.269997,79.449997,76.239998,78.129997,1603500,64.205063
"2012-05-02",77.370003,78.389999,77.080002,78.239998,809300,64.295456
"2012-05-03",78.529999,79,77.970001,78.43,1507000,64.451591
"2012-05-04",77.949997,78.080002,76.720001,76.910004,957800,63.202496
"2012-05-07",76.800003,77.379997,76.730003,76.839996,999700,63.144947
"2012-05-08",76.360001,78.25,76.190002,77.989998,1645100,64.090019
"2012-05-09",76.720001,78.18,76.559998,77.550003,1262500,63.728432
"2012-05-10",77.879997,78.389999,76.550003,77.18,900400,63.77388
"2012-05-11",76.709999,78.669998,76.529999,77.519997,801500,64.05481
"2012-05-14",76.480003,77.519997,75.540001,76.669998,867200,63.352478
"2012-05-15",76.730003,76.989998,75.57,75.760002,1007200,62.600536
"2012-05-16",76.150002,77.370003,74.889999,74.949997,1159100,61.93121
"2012-05-17",75.139999,75.589996,72.059998,72.099998,1626600,59.57629
"2012-05-18",72.400002,72.779999,71.080002,71.330002,1538900,58.940018
"2012-05-21",71.639999,74.370003,71.400002,73.82,1752500,60.997501
"2012-05-22",74.160004,76.019997,74.129997,75.660004,1587700,62.517902
"2012-05-23",74.82,76.120003,73.980003,75.889999,1213600,62.707962
"2012-05-24",76.730003,77.260002,75.370003,75.959999,1171100,62.765797
"2012-05-25",75.839996,76.269997,75.059998,75.330002,762300,62.245235
"2012-05-29",76.029999,77.660004,76.029999,77.220001,1002200,63.806931
"2012-05-30",76.139999,76.139999,74.160004,74.860001,1378200,61.856853
"2012-05-31",74.529999,74.760002,71.199997,72.510002,1926400,59.915054
"2012-06-01",71.010002,71.010002,68.190002,68.800003,2541300,56.84948
"2012-06-04",68.690002,69.010002,65.989998,66.919998,2228600,55.296028
"2012-06-05",66.459999,67.330002,65.730003,67.220001,1517800,55.543926
"2012-06-06",68.099998,69.139999,67.75,69.089996,1092000,57.089108
"2012-06-07",70.220001,71.209999,69.010002,69.160004,1565200,57.146946
"2012-06-08",70.07,70.339996,68.059998,69.870003,1537600,57.733612
"2012-06-11",70.970001,71.389999,68.650002,68.760002,1020500,56.816414
"2012-06-12",69.160004,70.129997,68.599998,70.099998,974200,57.923672
"2012-06-13",69.5,69.879997,68.660004,68.989998,872300,57.006485
"2012-06-14",68.970001,69.489998,68.230003,68.760002,1218200,56.816414
"2012-06-15",68.839996,69.209999,67.959999,69.190002,1124100,57.171764
"2012-06-18",68.410004,69.370003,68.18,68.940002,946700,56.965179
"2012-06-19",69.120003,70.18,69.120003,69.529999,997500,57.452679
"2012-06-20",69.510002,69.879997,68.370003,69,1182100,57.014736
"2012-06-21",69.040001,69.629997,66.669998,66.779999,1643900,55.180344
"2012-06-22",67.129997,67.269997,64.889999,65.580002,2751900,54.188786
"2012-06-25",64.470001,65.089996,64.07,64.870003,1164100,53.602116
"2012-06-26",64.980003,65.129997,62.889999,64.040001,2397400,52.916294
"2012-06-27",64.160004,64.519997,63.669998,64.300003,1525600,53.131126
"2012-06-28",63.330002,64.019997,62.41,63.060001,1278700,52.106518
"2012-06-29",64.900002,66.080002,64.360001,66.059998,1489700,54.585415
"2012-07-02",65.449997,65.910004,63.639999,64.459999,2378300,53.263325
"2012-07-03",64.529999,65.209999,64.330002,65.089996,720500,53.783897
"2012-07-05",64.889999,65.830002,64.400002,65.440002,924300,54.073112
"2012-07-06",64.540001,65.269997,64.18,65.190002,1404600,53.866543
"2012-07-09",64.129997,65.089996,64.129997,65,1747700,53.709549
"2012-07-10",64.830002,65.339996,62.919998,63.290001,2075800,52.296574
"2012-07-11",63.490002,64.199997,62.93,63.299999,2235000,52.304825
"2012-07-12",62.790001,62.790001,61.200001,61.52,2433100,50.834003
"2012-07-13",61.799999,63.029999,61.689999,62.84,1354200,51.924725
"2012-07-16",62.419998,62.68,61.32,62.419998,1347200,51.577667
"2012-07-17",62.66,62.75,61.580002,62.009998,1656300,51.238907
"2012-07-18",61.959999,66.199997,61.740002,65.68,2188100,54.271416
"2012-07-19",65.599998,66.370003,64.809998,65.900002,1211900,54.453194
"2012-07-20",65.120003,65.5,64.639999,64.900002,1042000,53.626907
"2012-07-23",63.509998,66.559998,63.209999,65.870003,2648700,54.428417
"2012-07-24",65.699997,65.790001,64.099998,65.150002,2205800,53.833477
"2012-07-25",65.25,65.730003,62.279999,62.970001,3198700,52.032158
"2012-07-26",63.450001,65.029999,62.759998,64.800003,2899600,53.54427
"2012-07-27",65.290001,68.300003,65.290001,67.900002,2014800,56.105801
"2012-07-30",67.900002,69.220001,67.769997,68.5,1881500,56.601589
"2012-07-31",68.419998,68.870003,66.919998,67.360001,1768600,55.659595
"2012-08-01",67.360001,67.559998,66.010002,66.199997,1594500,54.701092
"2012-08-02",65.510002,66.870003,65.360001,66.529999,1060700,54.973778
"2012-08-03",68.129997,69.610001,68.129997,68.910004,986500,56.940372
"2012-08-06",69.400002,69.919998,69.110001,69.18,1082800,57.163467
"2012-08-07",69.099998,71.309998,68.870003,70.639999,1182300,58.369881
"2012-08-08",70.290001,71.07,69.620003,70.290001,974500,58.080681
"2012-08-09",70.07,71.5,70,71.07,2251000,59.12048
"2012-08-10",70.410004,71.029999,70.410004,71.010002,1002600,59.070587
"2012-08-13",70.989998,71.540001,70.349998,71.519997,971900,59.494835
"2012-08-14",71.879997,72.809998,71.610001,72,1397500,59.894138
"2012-08-15",71.959999,72.57,71.260002,71.440002,1357400,59.428295
"2012-08-16",71.470001,73.010002,71.360001,72.860001,1238900,60.60955
"2012-08-17",72.889999,73.980003,72.610001,73.720001,1228000,61.324944
"2012-08-20",73.610001,73.629997,71.970001,72.830002,917100,60.584591
"2012-08-21",73.120003,73.57,72.07,72.300003,1326100,60.143673
"2012-08-22",72.290001,72.290001,71.279999,71.610001,977100,59.569702
"2012-08-23",71.389999,72.199997,71.169998,72.059998,1336500,59.944038
"2012-08-24",71.82,72.400002,71.480003,72.290001,954300,60.135368
"2012-08-27",72.470001,72.599998,71.860001,72.220001,987000,60.077152
"2012-08-28",71.830002,72.669998,71.830002,72.080002,1076600,59.960686
"2012-08-29",71.989998,72.480003,71.75,72.199997,868900,60.060509
"2012-08-30",71.510002,72.18,71.099998,71.550003,760900,59.519791
"2012-08-31",72.279999,72.839996,71.480003,72.059998,705100,59.944038
"2012-09-04",72.029999,72.099998,70.379997,71.550003,989500,59.519791
"2012-09-05",71.5,71.699997,70.440002,70.68,922300,58.796085
"2012-09-06",70.949997,72.110001,70.290001,71.610001,1383700,59.569702
"2012-09-07",71.989998,73.309998,71.959999,73.209999,710700,60.900681
"2012-09-10",73.349998,73.529999,72.440002,72.440002,644300,60.260147
"2012-09-11",72.459999,72.459999,70.400002,70.830002,1572300,58.920853
"2012-09-12",70.57,71.25,70.07,70.260002,1103400,58.446705
"2012-09-13",70.050003,71,68.25,69.959999,2605400,58.197124
"2012-09-14",70.07,71.239998,70.019997,70.809998,1601900,58.904209
"2012-09-17",70.449997,71,70.110001,70.660004,711800,58.779457
"2012-09-18",70.639999,71.019997,70.25,70.830002,704100,58.920853
"2012-09-19",70.779999,72.160004,70.660004,72.010002,1162000,59.90247
"2012-09-20",71.5,72.370003,70.389999,72.309998,1229800,60.152008
"2012-09-21",72.739998,73.199997,71.610001,71.82,1391600,59.7444
"2012-09-24",72,72.660004,70.93,72.339996,1011400,60.17696
"2012-09-25",72.120003,72.309998,69.82,69.910004,1551800,58.15554
"2012-09-26",70.040001,70.110001,68.18,68.769997,1463300,57.207211
"2012-09-27",69.040001,69.279999,68.120003,69.080002,1413700,57.465084
"2012-09-28",68.57,70.139999,68.349998,69.550003,1707000,57.85606
"2012-10-01",69.550003,70.830002,69.18,69.379997,1198900,57.714645
"2012-10-02",69.489998,69.660004,68.559998,69.139999,942100,57.514996
"2012-10-03",69.540001,69.800003,68.650002,69.220001,941800,57.581543
"2012-10-04",69.540001,70.809998,69.370003,70.43,999200,58.588108
"2012-10-05",70.970001,72,70.32,70.769997,893900,58.87093
"2012-10-08",70.230003,70.93,70.050003,70.339996,506600,58.513237
"2012-10-09",70.279999,70.559998,69.5,70.120003,1317400,58.330231
"2012-10-10",69.669998,69.68,68.5,69.18,1435000,57.548283
"2012-10-11",69.839996,69.93,69.199997,69.300003,849900,57.648106
"2012-10-12",69.879997,70.75,69.470001,69.730003,978400,58.005806
"2012-10-15",70.029999,70.32,69.349998,70.110001,744600,58.321896
"2012-10-16",70.440002,71.349998,70.199997,70.720001,928200,58.829342
"2012-10-17",70.970001,72.459999,70.839996,72.290001,761400,60.135368
"2012-10-18",71.779999,72.839996,71.599998,72.620003,735700,60.409889
"2012-10-19",71.809998,71.989998,69.620003,69.919998,1368600,58.163845
"2012-10-22",69.160004,70.32,69.080002,70.279999,1049900,58.463341
"2012-10-23",69.099998,69.580002,68.5,69.410004,1434400,57.73962
"2012-10-24",69.720001,69.720001,68.300003,68.730003,1369200,57.173939
"2012-10-25",69.510002,69.790001,68.32,68.900002,1166300,57.315361
"2012-10-26",68.93,69.75,68.629997,69.360001,1344400,57.698006
"2012-10-31",69.5,71.139999,69.260002,71.059998,1093100,59.112167
"2012-11-01",71.040001,74.949997,70.910004,74.870003,2826400,62.281559
"2012-11-02",76.599998,77.419998,74.82,75.510002,2391500,62.813965
"2012-11-05",75.830002,79.099998,75.760002,78.019997,2594800,64.901947
"2012-11-06",78.5,79.559998,78.040001,78.919998,1660100,65.650627
"2012-11-07",77.480003,78.57,77.160004,77.779999,1252300,64.702293
"2012-11-08",77.269997,77.959999,76.330002,76.330002,871400,63.882111
"2012-11-09",76.230003,77.57,76.230003,77.120003,969400,64.543289
"2012-11-12",77.129997,77.830002,76.389999,77.459999,862000,64.827843
"2012-11-13",76.739998,78.959999,76.639999,78.220001,1717400,65.463898
"2012-11-14",78.309998,78.400002,75.709999,75.940002,1875300,63.555729
"2012-11-15",76.349998,77.330002,75.82,76.290001,1301900,63.848629
"2012-11-16",76.410004,76.690002,75.669998,76.419998,933600,63.957436
"2012-11-19",77.480003,78.029999,77.18,77.889999,697100,65.187721
"2012-11-20",77.650002,78.059998,77.300003,77.93,737900,65.221191
"2012-11-21",77.790001,78.050003,77.360001,77.400002,826800,64.777603
"2012-11-23",77.690002,78.470001,77.519997,78.389999,683700,65.606171
"2012-11-26",78.059998,79.209999,77.879997,78.730003,1406900,65.890724
"2012-11-27",78.68,79.68,78.389999,78.489998,1019700,65.68985
"2012-11-28",78.169998,79.190002,77.720001,79,772500,66.116684
"2012-11-29",79.260002,79.589996,78.400002,79,915800,66.116684
"2012-11-30",79.120003,79.589996,78.949997,79.239998,892700,66.317543
"2012-12-03",79.739998,79.970001,78.330002,78.349998,838900,65.572693
"2012-12-04",77.779999,78.989998,76.959999,78.949997,1003200,66.074852
"2012-12-05",79,80.540001,78.730003,80.389999,1408200,67.279991
"2012-12-06",80.160004,80.57,79.330002,80.110001,859300,67.04567
"2012-12-07",80.360001,80.519997,79.510002,80.389999,859800,67.279991
"2012-12-10",79.940002,80.669998,79.830002,80.43,924900,67.313507
"2012-12-11",80.959999,81.739998,80.599998,81.290001,1225900,68.033249
"2012-12-12",81.629997,82.5,81.540001,82.099998,1592900,68.711136
"2012-12-13",81.989998,82.440002,81.529999,82.010002,1398600,68.635826
"2012-12-14",81.849998,82.510002,81.830002,82.25,1008500,68.836685
"2012-12-17",82.519997,82.739998,81.849998,82.589996,1220300,69.121231
"2012-12-18",82.639999,84.449997,82.559998,84.419998,1480700,70.652779
"2012-12-19",84.779999,84.800003,83.589996,83.589996,841300,69.958153
"2012-12-20",83.57,83.68,82.75,82.949997,1146500,69.422539
"2012-12-21",81.519997,83.040001,81.260002,83.010002,1852700,69.472748
"2012-12-24",82.82,83.349998,82.68,82.959999,279600,69.430901
"2012-12-26",83.150002,83.43,82.529999,82.639999,418500,69.163094
"2012-12-27",82.660004,82.940002,81.849998,82.739998,559000,69.246765
"2012-12-28",82.029999,82.860001,81.93,82.019997,479200,68.644173
"2012-12-31",81.970001,84.050003,81.790001,83.989998,1116100,70.2929
"2013-01-02",85.309998,86.5,84.980003,86.089996,1572200,72.050453
"2013-01-03",86.010002,86.849998,85.75,86.190002,1201700,72.134155
"2013-01-04",86.550003,87.489998,86.489998,87.290001,1013500,73.054756
"2013-01-07",86.57,87.260002,86.360001,86.93,946800,72.753464
"2013-01-08",85.889999,86.230003,84.510002,84.910004,1770600,71.062889
"2013-01-09",85.400002,86.580002,85.129997,86.150002,856100,72.100685
"2013-01-10",86.830002,86.959999,85.199997,86.400002,1003900,72.309914
"2013-01-11",86.610001,86.639999,85.510002,85.879997,1038900,71.874695
"2013-01-14",85.989998,85.989998,85.099998,85.720001,397800,71.740784
"2013-01-15",85.330002,85.970001,84.949997,85.529999,703700,71.581779
"2013-01-16",85.279999,85.540001,84.989998,85.5,448200,71.556709
"2013-01-17",86,87.309998,85.660004,87.07,1350900,72.870628
"2013-01-18",87.32,87.760002,86.82,87.739998,1013500,73.431358
"2013-01-22",87.389999,88.449997,87.029999,88.449997,835400,74.025558
"2013-01-23",88.040001,89.889999,87.93,89.410004,1449800,74.829033
"2013-01-24",89.459999,90.080002,89.010002,89.150002,1424200,74.61142
"2013-01-25",89.860001,90,89.269997,89.650002,1110300,75.029892
"2013-01-28",89.989998,90.370003,89.199997,90.089996,835700,75.398109
"2013-01-29",89.900002,90.209999,89.139999,89.889999,745900,75.230736
"2013-01-30",86.690002,90.75,86.580002,88.120003,1838500,73.749428
"2013-01-31",87.989998,89.449997,87.949997,89.190002,1222200,74.644913
"2013-02-01",89.309998,91.050003,89.050003,90.900002,1612300,76.076042
"2013-02-04",90.209999,90.809998,89.68,89.970001,873700,75.297699
"2013-02-05",90.459999,91.349998,90.43,90.690002,888800,75.900314
