"dates","ROK.Open","ROK.High","ROK.Low","ROK.Close","ROK.Volume","ROK.Adjusted"
"2010-06-11",52.009998,53.16,51.990002,52.880001,1467600,41.804691
"2010-06-14",53.220001,53.630001,51.57,51.759998,1575400,40.919273
"2010-06-15",52.48,54.169998,52.16,54.099998,1077000,42.76918
"2010-06-16",53.669998,54.509998,53.560001,54.040001,658800,42.721741
"2010-06-17",54.220001,54.220001,53.029999,53.82,712200,42.547813
"2010-06-18",53.98,54.080002,53.540001,53.830002,826200,42.555721
"2010-06-21",54.799999,55.669998,53.5,53.950001,951000,42.650597
"2010-06-22",53.950001,54.450001,52.07,52.209999,834600,41.275009
"2010-06-23",52.209999,52.560001,51.25,52.009998,919200,41.116913
"2010-06-24",51.939999,52.09,50.75,50.970001,792200,40.294731
"2010-06-25",51.119999,52.139999,50.400002,52.139999,3432100,41.219669
"2010-06-28",51.849998,52.349998,51.279999,51.580002,993900,40.77697
"2010-06-29",50.599998,50.669998,48.630001,49.110001,1745400,38.824287
"2010-06-30",48.869999,50.049999,48.779999,49.09,1605700,38.808479
"2010-07-01",48.990002,49.380001,47.790001,49.080002,1426100,38.800564
"2010-07-02",49.200001,49.830002,49.029999,49.369999,1731300,39.029835
"2010-07-06",49.709999,50.48,48.630001,49.16,1097700,38.863819
"2010-07-07",49.439999,50.799999,49.139999,50.700001,1421200,40.081284
"2010-07-08",51.509998,51.73,50.810001,51.66,688400,40.84021
"2010-07-09",51.790001,52.139999,51.400002,52.02,592900,41.124821
"2010-07-12",51.650002,52.130001,51.119999,51.389999,464600,40.626755
"2010-07-13",52.07,52.93,51.950001,52.669998,535100,41.638672
"2010-07-14",52.330002,52.68,51.82,52.529999,797100,41.527992
"2010-07-15",52.619999,52.66,51.150002,51.82,888400,40.966702
"2010-07-16",51.48,51.529999,50.23,50.490002,876000,39.91526
"2010-07-19",50.73,51.18,50.049999,50.959999,626600,40.286835
"2010-07-20",50.110001,51.790001,49.939999,51.740002,1076200,40.903465
"2010-07-21",52.16,52.459999,51.049999,51.450001,1028600,40.674183
"2010-07-22",52.450001,54.110001,52.450001,53.23,1278100,42.081387
"2010-07-23",53.119999,54.77,53,54.57,742600,43.140739
"2010-07-26",54.669998,55.810001,54.540001,55.779999,702800,44.097309
"2010-07-27",56.490002,56.490002,55.77,55.959999,1582600,44.23962
"2010-07-28",55.299999,55.419998,53.790001,54.529999,1647400,43.109112
"2010-07-29",55.060001,55.43,54.240002,54.610001,1256200,43.172356
"2010-07-30",53.860001,54.650002,53.490002,54.150002,728300,42.808704
"2010-08-02",55.25,55.790001,54.59,55.650002,946500,43.994545
"2010-08-03",55.310001,55.689999,54.98,55.32,879300,43.733646
"2010-08-04",55.380001,56,55.189999,55.919998,1031700,44.207973
"2010-08-05",55.59,56.799999,55.41,56.360001,985500,44.555832
"2010-08-06",55.66,56.349998,55.07,56.119999,672600,44.3661
"2010-08-09",56.25,56.740002,55.540001,56.73,1044500,44.848335
"2010-08-10",56.110001,56.77,55.139999,56.52,1022600,44.682316
"2010-08-11",55.200001,55.200001,52.040001,52.509998,1818900,41.51218
"2010-08-12",51.09,52.59,50.68,51.360001,1572000,40.875488
"2010-08-13",51.049999,52.150002,51.049999,51.470001,1406900,40.963032
"2010-08-16",50.830002,51.639999,50.619999,50.900002,1232600,40.509403
"2010-08-17",51.75,52.450001,51.580002,51.84,1683700,41.257511
"2010-08-18",51.709999,52.759998,51.48,52.5,1593800,41.782772
"2010-08-19",52.07,52.25,50.880001,51.060001,1831800,40.636749
"2010-08-20",50.66,50.849998,49.939999,50.57,1130000,40.246765
"2010-08-23",50.82,51.060001,49.77,49.860001,1204900,39.681709
"2010-08-24",49.240002,49.889999,48.349998,49.349998,1688400,39.275814
"2010-08-25",48.700001,50.049999,48.68,49.880001,1653700,39.697632
"2010-08-26",50.360001,51.369999,50.099998,50.77,2731300,40.405945
"2010-08-27",51.259998,52.470001,50.099998,52.349998,1892100,41.663391
"2010-08-30",52.07,52.18,51.060001,51.060001,1015300,40.636749
"2010-08-31",50.700001,51.720001,50.34,51.139999,1411100,40.700397
"2010-09-01",52.080002,53.490002,52.080002,53.43,1219000,42.522926
"2010-09-02",53.540001,54.560001,53.41,54.560001,1089800,43.422249
"2010-09-03",55.400002,55.759998,55.060001,55.470001,794800,44.146484
"2010-09-07",55.139999,55.48,54.669998,54.790001,637900,43.605312
"2010-09-08",54.900002,56.540001,54.900002,56.369999,1411400,44.862755
"2010-09-09",57.25,57.259998,55.77,56.189999,820300,44.719505
"2010-09-10",56.380001,57.77,56.380001,57.540001,1362100,45.79393
"2010-09-13",58.299999,59.75,58.16,59.599998,1440100,47.433395
"2010-09-14",59.43,60.139999,59.009998,59.549999,1899400,47.393612
"2010-09-15",59.330002,59.52,58.849998,59.349998,992100,47.234436
"2010-09-16",59.049999,59.889999,58.889999,59.400002,725100,47.274231
"2010-09-17",59.540001,60.189999,59.27,59.950001,1146600,47.711952
"2010-09-20",60.18,61.279999,59.799999,61.169998,700900,48.682907
"2010-09-21",61.049999,61.450001,60.599998,60.73,868000,48.332726
"2010-09-22",60.759998,61.439999,59.900002,60.25,794900,47.950722
"2010-09-23",59.5,60.549999,59.41,59.740002,621800,47.544819
"2010-09-24",60.799999,61.990002,60.799999,61.709999,728000,49.112675
"2010-09-27",61.619999,61.619999,60.98,61.189999,431500,48.698814
"2010-09-28",61.18,62.34,60.02,62.220001,968800,49.518559
"2010-09-29",61.73,62.709999,61.73,62.439999,921400,49.693653
"2010-09-30",62.75,63.27,61.290001,61.73,937300,49.128597
"2010-10-01",62.060001,62.639999,60.970001,61.869999,1137800,49.240005
"2010-10-04",61.779999,61.779999,60.080002,60.869999,842000,48.444141
"2010-10-05",61.529999,62.869999,61.130001,62.549999,988600,49.7812
"2010-10-06",62.299999,62.779999,61.630001,62.060001,836500,49.391228
"2010-10-07",62.470001,62.470001,61.48,61.93,681700,49.287762
"2010-10-08",61.959999,62.98,61.650002,62.639999,922700,49.852825
"2010-10-11",62.619999,62.650002,61.959999,62.220001,703500,49.518559
"2010-10-12",62.110001,62.299999,61.049999,62.07,646700,49.399181
"2010-10-13",62.540001,63.18,62.189999,62.91,950200,50.067703
"2010-10-14",62.959999,63.189999,61.700001,62.029999,902400,49.367348
"2010-10-15",62.73,62.830002,61.34,61.919998,802700,49.279797
"2010-10-18",61.970001,62.52,61.860001,62.360001,463000,49.629982
"2010-10-19",61.200001,62.119999,60.599998,61.049999,940300,48.587418
"2010-10-20",61.240002,62.639999,60.959999,62.16,836700,49.470806
"2010-10-21",62.25,63.25,62.25,63.080002,933300,50.203007
"2010-10-22",63.119999,63.119999,62.299999,62.709999,393900,49.908539
"2010-10-25",63.41,64.260002,63.209999,63.84,840700,50.807861
"2010-10-26",63.529999,63.790001,62.849998,63.32,619100,50.394012
"2010-10-27",62.75,62.75,61.650002,62.630001,777900,49.844872
"2010-10-28",62.889999,63.509998,61.970001,62.25,1074100,49.542435
"2010-10-29",62.060001,62.759998,61.93,62.369999,534800,49.637939
"2010-11-01",62.889999,63.52,62.650002,63.279999,745100,50.362175
"2010-11-02",64.029999,64.610001,63.650002,64.580002,957800,51.396809
"2010-11-03",64.699997,64.970001,63.990002,64.910004,729400,51.659431
"2010-11-04",65.989998,66.529999,65.300003,66.370003,1125900,52.821392
"2010-11-05",66.300003,66.860001,66.269997,66.470001,688600,52.900993
"2010-11-08",66.169998,66.720001,65.900002,66.330002,785400,52.789558
"2010-11-09",67.080002,67.75,64.620003,65.010002,2110700,51.739014
"2010-11-10",64.769997,66.349998,63.669998,65.989998,1763300,52.803246
"2010-11-11",65.220001,66.290001,64.75,65.839996,966800,52.683212
"2010-11-12",65.099998,65.779999,64.360001,64.699997,753700,51.77103
"2010-11-15",64.970001,65.519997,64.160004,64.68,910900,51.75502
"2010-11-16",63.900002,64.43,63.07,63.720001,915700,50.986862
"2010-11-17",63.700001,64.209999,63,63.810001,796800,51.05888
"2010-11-18",64.809998,66.269997,64.709999,65.900002,1034500,52.73122
"2010-11-19",65.720001,66.260002,65.389999,66.220001,682800,52.987286
"2010-11-22",65.879997,67.160004,65.32,66.949997,908700,53.571411
"2010-11-23",65.900002,66.269997,65.470001,65.860001,722600,52.699219
"2010-11-24",66.239998,67.480003,65.980003,67.300003,852700,53.851482
"2010-11-26",66.470001,67.459999,66.25,67.089996,324900,53.683434
"2010-11-29",66.620003,66.68,65.580002,66.519997,689000,53.227337
"2010-11-30",65.580002,66.510002,64.919998,66.120003,980200,52.907249
"2010-12-01",67.379997,68.010002,66.839996,67.610001,901200,54.099514
"2010-12-02",67.389999,68.639999,67.269997,68.449997,734900,54.771675
"2010-12-03",67.900002,68.449997,67.540001,68.389999,538700,54.723648
"2010-12-06",68.010002,68.989998,67.879997,68.760002,654400,55.019726
"2010-12-07",69.449997,70.160004,69.269997,69.57,857200,55.667866
"2010-12-08",69.589996,69.790001,68.559998,68.980003,568300,55.195763
"2010-12-09",69.349998,70,69.169998,69.57,726100,55.667866
"2010-12-10",69.830002,70.900002,69.690002,70.699997,726500,56.572037
"2010-12-13",70.980003,71.589996,70.599998,71.260002,1247800,57.020149
"2010-12-14",71.470001,72.290001,71.43,71.870003,1183100,57.508259
"2010-12-15",71.910004,72.589996,71.150002,71.160004,861300,56.940113
"2010-12-16",71.300003,72.059998,70.75,72.050003,845900,57.652275
"2010-12-17",71.970001,72.300003,71.75,72.059998,874500,57.660278
"2010-12-20",72.25,72.400002,71.660004,71.910004,644600,57.540253
"2010-12-21",72.089996,72.489998,71.910004,72.400002,653400,57.93235
"2010-12-22",72.610001,72.75,72.029999,72.449997,512400,57.97234
"2010-12-23",72.339996,72.339996,71.639999,71.790001,385800,57.444225
"2010-12-27",71.519997,72.589996,71.349998,72.339996,354200,57.884319
"2010-12-28",72.400002,72.580002,71.699997,72.169998,259700,57.748295
"2010-12-29",72.239998,72.389999,71.889999,71.889999,277200,57.524242
"2010-12-30",71.809998,72.400002,71.709999,71.900002,238700,57.532242
"2010-12-31",71.779999,72.120003,71.589996,71.709999,302600,57.380238
"2011-01-03",72.410004,76.139999,72.410004,75.110001,2600800,60.100788
"2011-01-04",75.269997,75.589996,72.82,73.639999,1925600,58.924553
"2011-01-05",73.300003,74.620003,73.290001,73.839996,1174500,59.084583
"2011-01-06",73.769997,73.949997,72.709999,73.050003,797500,58.452461
"2011-01-07",73.25,73.540001,72.120003,72.459999,797700,57.98035
"2011-01-10",72.379997,72.639999,71.900002,72.400002,1455100,57.93235
"2011-01-11",72.760002,73.169998,71.970001,72.169998,1314500,57.748295
"2011-01-12",72.25,72.870003,71.790001,72.75,1704400,58.212391
"2011-01-13",72.860001,73.489998,72.589996,72.940002,1178200,58.364445
"2011-01-14",72.879997,73.449997,72.669998,73,1354900,58.412434
"2011-01-18",73.050003,74.610001,73.010002,74.459999,903600,59.580677
"2011-01-19",74.220001,74.489998,73.849998,74.190002,1367300,59.364666
"2011-01-20",74.080002,75.639999,73.190002,75.599998,3972800,60.492886
"2011-01-21",76.050003,77.389999,74.25,74.419998,2075700,59.548698
"2011-01-24",74.519997,75.110001,73.849998,74.730003,1498800,59.79673
"2011-01-25",74.669998,75.269997,73.589996,74.690002,1608100,59.764736
"2011-01-26",80.940002,82.970001,79.370003,81.309998,6058300,65.061852
"2011-01-27",81.110001,82.949997,80.690002,82.699997,2257000,66.17408
"2011-01-28",80.529999,81.910004,79.650002,80.339996,2218700,64.285683
"2011-01-31",79.519997,81.260002,79.519997,81.010002,1558600,64.821808
"2011-02-01",81.400002,82.279999,80.660004,82.260002,1675400,65.822006
"2011-02-02",81.959999,83.129997,81.459999,82.940002,1730900,66.366112
"2011-02-03",82.459999,82.940002,81.980003,82.650002,1046000,66.134109
"2011-02-04",82.910004,83.230003,82,82.550003,1280100,66.054062
"2011-02-07",82.68,84.209999,82.309998,84.120003,1406400,67.310341
"2011-02-08",84.190002,85.339996,83.550003,85.129997,1987000,68.1185
"2011-02-09",84.599998,85.980003,84.599998,85.629997,1341100,68.518585
"2011-02-10",84.839996,87.279999,84.629997,86.800003,1949000,69.739853
"2011-02-11",86.480003,88.269997,86.370003,87.910004,1681100,70.631683
"2011-02-14",87.82,89.419998,87.220001,88.790001,1701100,71.338722
"2011-02-15",88.529999,89.089996,87.879997,88.379997,1395600,71.009315
"2011-02-16",88.940002,91.260002,88.870003,90.980003,2181900,73.098297
"2011-02-17",90.32,90.760002,89.660004,89.809998,1388300,72.158226
"2011-02-18",89.889999,90.059998,89.019997,89.379997,1150300,71.812744
"2011-02-22",87.629997,88.279999,86.099998,86.949997,2383000,69.860344
"2011-02-23",86.809998,87.040001,84.830002,85.75,2249400,68.89621
"2011-02-24",85.739998,87.629997,84.800003,87.080002,1875200,69.96479
"2011-02-25",87.279999,88.949997,87.220001,88.82,1229600,71.362823
"2011-02-28",89.110001,89.370003,87.099998,87.730003,1190400,70.487083
"2011-03-01",88.309998,88.660004,85.230003,85.370003,1304500,68.590897
"2011-03-02",85.580002,86.559998,85.110001,86.080002,995100,69.161354
"2011-03-03",87.239998,89.43,87.239998,89.279999,1200000,71.73243
"2011-03-04",87.980003,88.620003,87.139999,87.889999,1148100,70.615616
"2011-03-07",88.480003,88.480003,86.040001,86.730003,1193400,69.683594
"2011-03-08",87.059998,88.989998,86.43,88.589996,980200,71.178024
"2011-03-09",88.610001,89.290001,87.93,88.07,1009000,70.760231
"2011-03-10",86.870003,86.989998,85.580002,85.660004,1383200,68.823914
"2011-03-11",85.669998,87.370003,84.910004,87.199997,1043700,70.061211
"2011-03-14",86.300003,87.339996,86.25,87.050003,1154200,69.940704
"2011-03-15",84.309998,86.650002,83.029999,86.080002,1441500,69.161354
"2011-03-16",85.75,86.809998,83.980003,84.529999,1488300,67.915985
"2011-03-17",86.029999,87.5,85.839996,86.970001,1510400,69.876419
"2011-03-18",88.610001,89.300003,87.769997,88,1367100,70.703987
"2011-03-21",89.349998,90.599998,89.290001,90.519997,1027800,72.728676
"2011-03-22",90.25,90.5,89.040001,89.68,986000,72.053787
"2011-03-23",89.589996,91.529999,89.209999,91.18,1133900,73.25898
"2011-03-24",91.830002,93.510002,91.760002,92.080002,1815500,73.982071
"2011-03-25",92.269997,93.489998,92.089996,93.050003,1119600,74.761452
"2011-03-28",93.010002,93.489998,92.050003,92.199997,901700,74.078529
"2011-03-29",92.120003,93.900002,91.220001,93.900002,1114500,75.444382
"2011-03-30",94.260002,94.879997,93.940002,94.029999,1085400,75.54882
"2011-03-31",93.669998,94.790001,93.669998,94.650002,923400,76.046936
"2011-04-01",95.129997,97.080002,94.32,97,1585800,77.935066
"2011-04-04",97.610001,97.75,96.010002,96.889999,858100,77.846695
"2011-04-05",96.669998,96.970001,95.650002,95.760002,1141300,76.938789
"2011-04-06",96.300003,96.389999,93.339996,93.760002,1412700,75.331886
"2011-04-07",93.739998,93.940002,92.629997,93.370003,1039800,75.018562
"2011-04-08",94.059998,94.32,92.18,92.379997,1058400,74.223099
"2011-04-11",92.949997,93.309998,91.739998,92.410004,719900,74.247231
"2011-04-12",91.510002,91.989998,90.709999,91.739998,1059500,73.708908
"2011-04-13",92.239998,92.959999,90.93,91.550003,1077900,73.556244
"2011-04-14",90.900002,92.300003,90.839996,91.980003,1270800,73.901733
"2011-04-15",92.269997,93.300003,91.620003,93.050003,927900,74.761452
"2011-04-18",91.699997,91.889999,90.18,91.160004,1058800,73.242897
"2011-04-19",91.470001,92.169998,90.940002,91.519997,1106200,73.532127
"2011-04-20",93.110001,95.230003,92.889999,94.639999,1778700,76.03894
"2011-04-21",95.129997,95.620003,94.639999,95.190002,847500,76.480804
"2011-04-25",94.660004,95.459999,94.260002,94.529999,624200,75.950546
"2011-04-26",95.279999,98.190002,95.279999,97.839996,2200000,78.609978
"2011-04-27",91.68,92.43,86.129997,89.5,6757600,71.909187
"2011-04-28",89.550003,89.779999,87.900002,88.260002,3295600,70.912872
"2011-04-29",88.32,89.019997,86.870003,87.129997,2052800,70.00499
"2011-05-02",87.639999,88.75,86.889999,86.989998,1461500,69.892487
"2011-05-03",86.660004,86.919998,84.300003,84.470001,1751700,67.867798
"2011-05-04",84.190002,84.629997,82.190002,82.68,2164500,66.429626
"2011-05-05",82.150002,85.379997,81.800003,83.779999,1331200,67.313408
"2011-05-06",85.470001,86.370003,84.120003,84.339996,1304300,67.763367
"2011-05-09",84.360001,85.68,84.199997,84.860001,935700,68.181152
"2011-05-10",85.190002,86.519997,85.190002,86.379997,853600,69.402382
"2011-05-11",86.169998,86.169998,83.57,83.830002,952100,67.353577
"2011-05-12",83.5,84.589996,82.470001,83.980003,1034700,67.757011
"2011-05-13",83.660004,84.150002,82.290001,82.540001,809500,66.595177
"2011-05-16",82.43,83.610001,81.769997,81.779999,1370100,65.981964
"2011-05-17",81.519997,82.139999,79.779999,80.449997,1938300,64.908913
"2011-05-18",80.629997,84.839996,80.059998,83.620003,1877600,67.466545
"2011-05-19",83.940002,84.839996,82.610001,83.540001,930500,67.401985
"2011-05-20",83.400002,83.690002,81.540001,82.839996,1062100,66.837204
"2011-05-23",81.330002,82.339996,80.690002,81.410004,909100,65.683479
"2011-05-24",81.730003,82.150002,80.879997,80.959999,690200,65.320389
"2011-05-25",80.519997,82.800003,80.089996,82.32,1069300,66.417656
"2011-05-26",82.209999,83.32,81.639999,83.129997,1047200,67.071198
"2011-05-27",83.32,84.220001,83.029999,83.230003,1095800,67.151878
"2011-05-31",84.25,84.739998,82.82,83.110001,4125400,67.055054
"2011-06-01",83.25,83.860001,80.879997,81,1752700,65.352676
"2011-06-02",81.330002,83.440002,81.330002,83.050003,1408000,67.006638
"2011-06-03",81.279999,82.410004,80.419998,81.379997,1215200,65.659256
"2011-06-06",81.309998,81.849998,80.339996,80.540001,752800,64.981522
"2011-06-07",81.099998,81.660004,80.459999,80.870003,617900,65.247765
"2011-06-08",80.550003,80.849998,79.160004,79.25,936100,63.940685
"2011-06-09",79.25,80.080002,79.199997,79.660004,740300,64.271545
"2011-06-10",78.639999,78.769997,77.489998,78.160004,1242700,63.061291
"2011-06-13",78.349998,78.75,76.709999,77.080002,1457800,62.189919
"2011-06-14",78.07,80.879997,77.919998,80.279999,1643700,64.771751
"2011-06-15",79.349998,79.57,77.32,78.279999,1139300,63.158085
"2011-06-16",78.290001,78.93,77.199997,78.339996,993400,63.206505
"2011-06-17",79.260002,80.580002,78.769997,79.120003,1790800,63.835835
"2011-06-20",78.760002,80.07,78.739998,79.790001,479500,64.376404
"2011-06-21",80.339996,82.18,80.160004,81.809998,1589000,66.006203
"2011-06-22",81.43,82.489998,81.120003,81.309998,975800,65.602768
"2011-06-23",79.879997,81.82,79.230003,81.739998,743200,65.949707
"2011-06-24",81.800003,81.970001,80.410004,80.620003,517500,65.046089
"2011-06-27",80.809998,81.620003,80.099998,81.139999,495200,65.465599
"2011-06-28",81.589996,84.019997,81.529999,83.980003,763000,67.757011
"2011-06-29",84.300003,86.32,83.540001,85.849998,1762300,69.265762
"2011-06-30",86.120003,87.760002,85.760002,86.760002,1000500,69.999931
"2011-07-01",86.919998,89.709999,86.699997,88.989998,1250800,71.799202
"2011-07-05",88.610001,89.029999,87.970001,88.239998,934400,71.194038
"2011-07-06",87.93,88.230003,87.050003,88.160004,1031300,71.129532
"2011-07-07",89.290001,89.790001,88.769997,89.330002,1043700,72.073494
"2011-07-08",87.800003,87.849998,86.5,87.660004,889600,70.726097
"2011-07-11",86.269997,86.400002,84.900002,85.580002,587400,69.047935
"2011-07-12",84.980003,85.660004,83.470001,83.699997,1251600,67.53109
"2011-07-13",84.040001,84.75,83.349998,83.589996,838300,67.442345
"2011-07-14",83.809998,84.019997,80.260002,80.790001,1798000,65.18322
"2011-07-15",81.489998,81.629997,80.32,81.099998,1194400,65.433342
"2011-07-18",80.669998,81.370003,79.989998,81.220001,1082800,65.530159
"2011-07-19",81.709999,83.199997,81.650002,82.870003,762300,66.861427
"2011-07-20",83.029999,83.309998,82.239998,82.830002,505400,66.829155
