"dates","YUM.Open","YUM.High","YUM.Low","YUM.Close","YUM.Volume","YUM.Adjusted"
"2010-05-06",29.511143,29.834652,26.98778,28.806614,7696125,23.357504
"2010-05-07",28.60532,29.043854,27.857656,28.475918,9682473,23.089361
"2010-05-10",29.46801,30.337887,29.424873,30.251617,11236498,24.529165
"2010-05-11",29.928108,30.517612,29.892164,30.057512,6049181,24.371778
"2010-05-12",30.330696,30.553558,30.028755,30.488857,5930668,24.721525
"2010-05-13",30.4601,30.668585,29.769951,29.805895,6323625,24.167755
"2010-05-14",29.568657,29.712437,28.928827,29.166067,6159765,23.648956
"2010-05-17",29.180447,29.647736,28.99353,29.568657,9068346,23.975397
"2010-05-18",30.014378,30.265997,29.489576,29.547089,5079932,23.957903
"2010-05-19",29.403307,29.597412,28.871317,29.367361,5218337,23.812176
"2010-05-20",28.741913,29.051043,28.45435,28.497484,8495254,23.106842
"2010-05-21",27.943926,28.91445,27.749821,28.864126,8215385,23.404131
"2010-05-24",28.785048,28.979153,28.533428,28.583754,4631613,23.176796
"2010-05-25",27.872034,28.763479,27.498203,28.734722,6872096,23.299208
"2010-05-26",28.986341,29.266714,28.713156,28.749102,6983655,23.310865
"2010-05-27",29.15169,29.784328,29.0798,29.76276,5190934,24.132782
"2010-05-28",29.654924,29.942488,29.309849,29.439253,3598517,23.87047
"2010-06-01",29.309849,29.712437,29.007908,29.108555,4083281,23.602327
"2010-06-02",29.173258,29.769951,28.936016,29.769951,4352439,24.138617
"2010-06-03",29.920919,30.301941,29.863407,30.136593,5458423,24.435898
"2010-06-04",29.734003,29.906542,29.259525,29.374552,6688902,23.818005
"2010-06-07",29.30266,29.30266,28.576565,28.590942,6558009,23.182627
"2010-06-08",28.626886,29.439253,28.36808,29.396118,8802248,23.835491
"2010-06-09",29.547089,30.15097,29.489576,29.626167,10952039,24.022026
"2010-06-10",30.035946,30.416965,29.949677,30.230049,5116933,24.511677
"2010-06-11",29.978434,30.381021,29.978434,30.194105,5593350,24.482529
"2010-06-14",30.345076,30.726095,30.244429,30.323507,5373433,24.58746
"2010-06-15",30.496046,31.186197,30.496046,31.186197,8131091,25.286953
"2010-06-16",30.9202,30.93458,30.611071,30.718906,6546881,24.908054
"2010-06-17",30.754852,30.9202,30.381021,30.611071,6803798,24.820621
"2010-06-18",30.690151,30.762041,30.431343,30.54637,5608929,24.768158
"2010-06-21",31.250898,31.272467,30.618259,30.762041,10784006,24.943031
"2010-06-22",31.020847,31.020847,30.136593,30.186916,8132203,24.4767
"2010-06-23",30.273186,30.316319,29.698059,29.769951,7370074,24.138617
"2010-06-24",29.626167,29.741194,29.338606,29.45363,8384670,23.882126
"2010-06-25",29.52552,29.698059,29.288282,29.446442,7036095,23.876297
"2010-06-28",29.568657,29.626167,29.094177,29.130121,3819408,23.619814
"2010-06-29",28.813803,28.878506,28.159597,28.303379,7408883,22.949461
"2010-06-30",28.324945,28.519051,27.994249,28.066139,6687789,22.757097
"2010-07-01",28.001438,28.21711,27.498203,28.102085,7388297,22.786236
"2010-07-02",28.138029,28.21711,27.613228,27.699497,4930121,22.459814
"2010-07-06",28.023005,28.45435,27.627605,27.821711,7066836,22.558899
"2010-07-07",27.90798,28.590942,27.792955,28.547808,5881009,23.147646
"2010-07-08",28.655643,28.900072,28.540619,28.741913,5643426,23.305038
"2010-07-09",28.677212,28.99353,28.677212,28.950396,3636352,23.474085
"2010-07-12",28.979153,29.518332,28.77067,29.381741,7302194,23.823835
"2010-07-13",30.007189,30.064701,29.626167,29.985622,8862200,24.313482
"2010-07-14",28.806614,29.583035,28.576565,29.475199,14936002,24.020557
"2010-07-15",29.475199,29.669304,28.979153,29.618979,7096465,24.137726
"2010-07-16",29.439253,29.618979,28.727533,28.806614,6104682,23.4757
"2010-07-19",28.806614,28.99353,28.447161,28.75629,4937772,23.434689
"2010-07-20",28.389648,29.618979,28.339325,29.583035,5615050,24.108429
"2010-07-21",29.683681,29.683681,28.519051,28.655643,7778194,23.352661
"2010-07-22",28.943207,29.662113,28.84256,29.597412,6488180,24.120148
"2010-07-23",29.475199,29.978434,29.367361,29.920919,5725356,24.383785
"2010-07-26",29.920919,30.38821,29.863407,30.294752,4778920,24.688442
"2010-07-27",30.452911,30.596693,30.100647,30.15097,4918020,24.571272
"2010-07-28",30.079081,30.366644,29.741194,29.84903,4524645,24.325205
"2010-07-29",30.079081,30.294752,29.5399,29.712437,4406132,24.213886
"2010-07-30",29.52552,29.884975,29.273905,29.69087,4278855,24.196312
"2010-08-02",30.043135,30.30913,29.992811,30.22286,3404751,24.629854
"2010-08-03",30.194105,30.230049,29.712437,29.755571,4439237,24.249043
"2010-08-04",29.899353,30.115025,29.769951,30.014378,4142815,24.459951
"2010-08-05",30.021566,30.517612,29.877787,30.488857,5641618,24.846628
"2010-08-06",30.194105,30.481668,30,30.452911,4306536,24.817335
"2010-08-09",30.596693,30.984903,30.596693,30.690151,4189553,25.010672
"2010-08-10",30.503235,30.711718,30.194105,30.47448,4706449,24.834906
"2010-08-11",30.050323,30.050323,29.511143,29.583035,4832612,24.108429
"2010-08-12",29.259525,29.597412,29.144501,29.475199,3273440,24.020557
"2010-08-13",29.331415,29.503954,29.202013,29.367361,2789790,23.932671
"2010-08-16",29.281094,29.503954,29.122932,29.424873,2397110,23.979542
"2010-08-17",29.626167,30.373833,29.489576,30.208483,4014565,24.618132
"2010-08-18",30.057512,30.53199,29.906542,30.316319,3356900,24.70602
"2010-08-19",30.215672,30.38821,29.798706,30.129402,3746380,24.553684
"2010-08-20",29.870598,30.481668,29.870598,30.424154,3525907,24.793894
"2010-08-23",30.496046,30.654205,30.107836,30.129402,4756525,24.553684
"2010-08-24",29.769951,30.165348,29.475199,29.899353,4767792,24.366213
"2010-08-25",29.683681,30.575127,29.575846,30.424154,6548828,24.793894
"2010-08-26",30.54637,30.668585,30.381021,30.452911,7311096,24.817335
"2010-08-27",30.603882,30.762041,30.23724,30.424154,6717974,24.793894
"2010-08-30",30.402588,30.467291,29.978434,29.978434,3424781,24.430655
"2010-08-31",29.877787,30.165348,29.726814,29.978434,6525181,24.430655
"2010-09-01",30.194105,30.69734,30.15097,30.625448,12210476,24.957937
"2010-09-02",30.776421,31.588785,30.776421,31.524082,7463828,25.690269
"2010-09-03",31.524082,31.905104,31.39468,31.883537,6221526,25.98321
"2010-09-07",31.811646,32.127964,31.682243,31.833214,3999960,25.9422
"2010-09-08",31.761324,32.271748,31.660675,31.998562,4432143,26.076941
"2010-09-09",31.811646,31.905104,31.387491,31.524082,4631891,25.690269
"2010-09-10",31.653486,32.027317,31.516893,32.005753,4453565,26.082806
"2010-09-13",32.271748,32.818115,32.207047,32.739037,8067939,26.680393
"2010-09-14",32.710281,33.249462,32.559311,32.724659,6548272,26.668669
"2010-09-15",32.624012,33.271027,32.523365,33.012222,5453137,26.903023
"2010-09-16",33.062546,33.163193,32.724659,32.940331,3207924,26.844431
"2010-09-17",33.040977,33.127247,32.78936,32.890007,4132105,26.803415
"2010-09-20",32.925953,33.544212,32.854061,33.486698,3576539,27.289688
"2010-09-21",33.587345,33.723942,33.271027,33.386051,6838991,27.207672
"2010-09-22",33.364487,33.522648,33.148815,33.407619,4288453,27.225239
"2010-09-23",33.271027,33.486698,32.861252,32.940331,3668623,26.844431
"2010-09-24",33.199139,33.608913,33.134438,33.429188,4506701,27.242815
"2010-09-27",33.486698,33.644859,33.299786,33.335732,3617852,27.166666
"2010-09-28",33.371674,33.522648,33.0266,33.386051,9642690,27.207672
"2010-09-29",33.393242,33.529835,33.120056,33.271027,4448835,27.113926
"2010-09-30",33.472321,33.680805,33.040977,33.112869,5937901,26.985041
"2010-10-01",33.292595,33.515457,33.163193,33.41481,5474141,27.23111
"2010-10-04",33.335732,33.537025,33.134438,33.371674,4737190,27.195948
"2010-10-05",33.572968,34.148094,33.544212,33.644859,8163501,27.418575
"2010-10-06",33.731129,34.112148,33.587345,34.047447,8811150,27.746664
"2010-10-07",34.241554,34.241554,33.738319,33.939613,5030412,27.658789
"2010-10-08",34.03307,34.514736,33.810207,34.255932,6388585,27.916565
"2010-10-11",34.291878,34.342201,34.04026,34.205608,3066460,27.875559
"2010-10-12",34.04026,34.457226,33.903667,34.435658,3951136,28.063038
"2010-10-13",34.514736,34.550682,34.205608,34.47879,4402793,28.245609
"2010-10-14",34.579437,34.823868,34.306255,34.80949,5636610,28.516535
"2010-10-15",35.010784,35.154564,34.845436,35.118622,5949307,28.769764
"2010-10-18",35.075485,35.10424,34.852623,34.95327,3397518,28.634304
"2010-10-19",34.586628,34.672897,33.882099,34.284687,5012886,28.086592
"2010-10-20",34.543495,35.025162,34.385334,34.823868,5166591,28.528299
"2010-10-21",34.996407,35.514019,34.831059,35.082672,5685991,28.740314
"2010-10-22",35.204887,35.679367,35.068295,35.636234,3462755,29.193804
"2010-10-25",35.780014,35.995686,35.636234,35.859093,5081323,29.376373
"2010-10-26",35.780014,35.87347,35.593098,35.808769,3046429,29.335148
"2010-10-27",35.485264,35.571529,34.831059,35.255211,4936798,28.88166
"2010-10-28",35.485264,35.506828,35.075485,35.413372,3713275,29.01123
"2010-10-29",35.269588,35.643421,35.226456,35.629044,3191789,29.187908
"2010-11-01",35.87347,36.074764,35.564342,35.801582,3290828,29.329252
"2010-11-02",36.074764,36.44141,36.002876,36.333572,2376384,29.765078
"2010-11-03",36.419842,36.73616,36.20417,36.549244,4073961,29.941759
"2010-11-04",36.858376,37.721066,36.707405,37.009346,5854858,30.318666
"2010-11-05",37.124371,37.138748,36.808052,36.901508,3052967,30.230333
"2010-11-08",36.887131,37.318478,36.786484,37.160316,4037517,30.442347
"2010-11-09",37.239395,37.260963,36.312008,36.419842,4791717,29.835758
"2010-11-10",36.455788,37.181885,36.326385,36.944645,4235178,30.265676
"2010-11-11",36.73616,37.455067,36.700214,37.311287,4222659,30.566029
"2010-11-12",37.145939,37.332855,36.369518,36.513302,4018738,29.912313
"2010-11-15",36.707405,36.901508,36.276058,36.750538,4769183,30.106661
"2010-11-16",36.484543,36.570812,35.276779,35.42775,7478433,29.023005
"2010-11-17",35.384617,35.715313,34.967648,35.686558,7468279,29.235023
"2010-11-18",36.175411,36.707405,36.010063,36.340763,6578456,29.770964
"2010-11-19",36.391087,36.527679,36.161034,36.513302,4109014,29.912313
"2010-11-22",36.34795,36.58519,35.916607,36.405464,4249644,29.823977
"2010-11-23",36.031631,36.19698,35.564342,35.729691,4287201,29.270359
"2010-11-24",36.024445,36.34795,35.880661,36.34795,3228650,29.77684
"2010-11-26",36.211357,36.211357,35.801582,35.981308,1334943,29.476498
"2010-11-29",35.794392,36.074764,35.485264,35.95974,4681132,29.458834
"2010-11-30",35.679367,36.29044,35.585911,36.002876,3898556,29.494169
"2010-12-01",36.542057,36.635513,36.11071,36.240116,5095094,29.688515
"2010-12-02",36.254494,36.879944,36.247303,36.621136,3983963,30.00065
"2010-12-03",36.419842,36.520489,36.024445,36.355141,3959342,29.782757
"2010-12-06",36.225739,36.283249,35.758446,35.880661,3922342,29.394041
"2010-12-07",36.139469,36.513302,35.909416,36.247303,4261050,29.694408
"2010-12-08",35.995686,36.175411,35.398994,36.139469,4876011,29.606062
"2010-12-09",36.405464,36.470165,35.585911,35.700935,7715182,29.246803
"2010-12-10",35.722504,36.254494,35.722504,36.132278,4152274,29.600174
"2010-12-13",36.189793,36.383896,35.557152,35.564342,4035708,29.134903
"2010-12-14",35.600288,35.765636,35.398994,35.557152,3645672,29.129015
"2010-12-15",35.514019,35.700935,35.334293,35.470882,4602402,29.058346
"2010-12-16",35.470882,35.988499,35.312725,35.95974,4596699,29.458834
"2010-12-17",36.002876,36.146656,35.715313,35.981308,5178693,29.476498
"2010-12-20",36.060387,36.067577,35.549965,35.672176,3239083,29.223251
"2010-12-21",35.736881,36.038822,35.564342,35.95974,2883404,29.458834
"2010-12-22",35.995686,36.161034,35.722504,36.010063,2039206,29.50005
"2010-12-23",35.938175,36.139469,35.614666,35.700935,2268721,29.246803
"2010-12-27",35.715313,35.715313,35.370235,35.600288,1395034,29.164356
"2010-12-28",35.636234,35.686558,35.168941,35.391804,2058402,28.993567
"2010-12-29",35.499641,35.844715,35.478073,35.657799,2452889,29.211466
"2010-12-30",35.643421,35.693745,35.355858,35.449318,1676433,29.040674
"2010-12-31",35.355858,35.52121,35.240833,35.262402,1595755,28.887556
"2011-01-03",35.442127,35.593098,35.212078,35.291157,4734825,28.911104
"2011-01-04",35.28397,35.298347,34.342201,34.751976,6827724,28.469412
"2011-01-05",34.601006,35.082672,34.507549,34.917328,5145170,28.60486
"2011-01-06",35.19051,35.269588,34.888569,35.161755,5696562,28.805096
"2011-01-07",35.233646,35.672176,35.147377,35.600288,4700328,29.164356
"2011-01-10",35.514019,35.823151,35.298347,35.650612,4169523,29.205585
"2011-01-11",35.909416,35.930984,35.363049,35.420563,3099844,29.017117
"2011-01-12",35.52121,35.650612,35.291157,35.334293,3153953,29.094076
"2011-01-13",35.398994,35.528397,35.097054,35.154564,3232128,28.946072
"2011-01-14",34.946083,34.989216,34.363766,34.392525,6910349,28.318623
"2011-01-18",34.385334,35.593098,34.349388,35.406181,7756633,29.153263
"2011-01-19",35.449318,35.52121,35.19051,35.43494,4573886,29.176954
"2011-01-20",35.420563,35.593098,34.888569,34.967648,5442705,28.792179
"2011-01-21",35.053917,35.075485,34.550682,34.701653,5575267,28.573162
"2011-01-24",34.680084,34.80949,34.543495,34.723221,4175087,28.590925
"2011-01-25",34.701653,34.802299,34.363766,34.507549,4435760,28.413342
"2011-01-26",34.615383,34.694466,34.327824,34.342201,4621041,28.277187
"2011-01-27",34.342201,34.694466,34.18404,34.212795,5448269,28.170643
"2011-01-28",34.327824,34.680084,33.26384,33.357296,7657316,27.466227
"2011-01-31",33.422001,33.767075,33.314163,33.616104,5223483,27.679325
"2011-02-01",33.738319,34.335011,33.616104,34.090584,4485001,28.070007
"2011-02-02",34.270309,34.442848,33.982746,34.313442,5346726,28.25351
"2011-02-03",35.305534,36.067577,35.226456,35.391804,11473385,29.141436
"2011-02-04",35.478073,35.686558,35.068295,35.442127,5038202,29.182863
"2011-02-07",35.470882,35.851906,35.298347,35.514019,5310143,29.242052
"2011-02-08",35.607475,35.930984,35.514019,35.650612,3392232,29.354534
"2011-02-09",35.52121,35.794392,35.327103,35.585911,3084543,29.301256
"2011-02-10",35.478073,35.780014,35.291157,35.758446,3937782,29.443321
"2011-02-11",35.384617,35.81596,35.28397,35.780014,3226842,29.461081
"2011-02-14",35.729691,36.232925,35.442127,36.161034,4274543,29.774815
"2011-02-15",36.002876,36.563622,35.87347,36.470165,4317525,30.029345
"2011-02-16",36.649891,37.009346,36.534866,36.793674,4340337,30.295719
"2011-02-17",36.757729,36.980591,36.542057,36.937454,3999264,30.41411
"2011-02-18",36.966209,37.124371,36.556435,36.786484,3300704,30.289795
"2011-02-22",36.635513,36.700214,35.636234,35.744068,6433236,29.43148
"2011-02-23",35.722504,36.002876,34.910137,35.420563,4924975,29.16511
"2011-02-24",35.212078,35.571529,34.989216,35.492451,4088705,29.22431
"2011-02-25",35.564342,36.0532,35.564342,35.952553,3573757,29.603146
"2011-02-28",36.017254,36.326385,35.916607,36.182602,3449402,29.792576
"2011-03-01",36.362328,36.362328,35.715313,35.837528,4753603,29.508432
"2011-03-02",35.708122,35.801582,35.161755,35.571529,3689906,29.289408
"2011-03-03",35.830338,36.419842,35.808769,36.419842,3625920,29.987915
"2011-03-04",36.434219,36.693027,36.34795,36.642704,4332409,30.171421
"2011-03-07",36.901508,36.994968,36.276058,36.549244,3869623,30.094458
"2011-03-08",36.693027,37.519772,36.685837,37.491013,6619769,30.869907
"2011-03-09",37.50539,37.857655,37.411934,37.857655,5836775,31.171791
"2011-03-10",37.419125,38.238678,37.282532,37.994247,6367998,31.284264
"2011-03-11",37.828899,37.951115,37.311287,37.800144,4392222,31.124443
"2011-03-14",37.519772,37.692307,37.038101,37.311287,3231432,30.721914
"2011-03-15",36.261681,36.82962,36.168224,36.628326,4302641,30.159578
"2011-03-16",36.606758,36.937454,36.326385,36.556435,5186065,30.100384
"2011-03-17",36.82962,37.016537,36.462975,36.657082,5180362,30.183262
"2011-03-18",37.030914,37.160316,36.520489,36.664268,3462060,30.189167
"2011-03-21",37.052479,37.181885,36.721783,36.843998,3642194,30.337152
"2011-03-22",36.901508,36.91589,36.398273,36.534866,2586425,30.082615
"2011-03-23",36.434219,36.908699,36.19698,36.728973,3417965,30.242445
"2011-03-24",36.951832,37.325665,36.82243,37.311287,2495176,30.721914
"2011-03-25",37.347233,37.59885,37.138748,37.26815,3105129,30.686399
"2011-03-28",37.368797,37.548527,36.980591,37.002155,2782417,30.467394
"2011-03-29",36.980591,37.088425,36.800861,36.879944,4859041,30.366747
"2011-03-30",37.023724,37.253773,36.959023,37.189072,6043060,30.62129
"2011-03-31",37.088425,37.145939,36.908699,36.937454,4955438,30.41411
"2011-04-01",37.009346,37.296909,36.865562,36.951832,3712579,30.425951
"2011-04-04",37.016537,37.21064,36.49892,36.570812,4299442,30.112213
"2011-04-05",36.448597,36.49892,35.87347,35.916607,7170744,29.57354
"2011-04-06",36.067577,36.139469,35.887852,36.017254,5419475,29.656416
"2011-04-07",35.916607,36.19698,35.442127,35.528397,6220691,29.253902
"2011-04-08",35.772823,35.95974,35.398994,35.643421,5741353,29.348612
"2011-04-11",35.643421,35.988499,35.636234,35.923798,5325165,29.579473
"2011-04-12",35.830338,36.376705,35.808769,35.844715,5406678,29.514345
"2011-04-13",35.866283,36.031631,35.736881,35.930984,4021381,29.734468
"2011-04-14",35.765636,36.542057,35.650612,36.434219,5926077,30.150919
"2011-04-15",36.542057,36.800861,36.355141,36.750538,3884785,30.412693
"2011-04-18",36.362328,36.369518,35.87347,36.218548,5774876,29.972446
"2011-04-19",36.225739,36.621136,36.024445,36.58519,4746788,30.275858
"2011-04-20",36.91589,37.275341,36.750538,37.059669,4764453,30.668512
"2011-04-21",39.28828,39.52552,38.511864,38.569374,10326228,31.917858
"2011-04-25",38.504673,38.533428,37.757008,38.245865,5544387,31.65015
"2011-04-26",38.245865,38.324947,37.404743,37.512581,6259500,31.043308
"2011-04-27",37.512581,37.634796,37.145939,37.59885,3976174,31.114706
"2011-04-28",37.735443,38.281811,37.634796,37.97987,4415869,31.430031
"2011-04-29",38.023006,38.720345,37.965492,38.562183,5821613,31.911913
"2011-05-02",38.670021,38.799423,38.389648,38.461536,3889792,31.828611
"2011-05-03",38.519051,38.84256,38.303379,38.799423,5045296,32.108238
"2011-05-04",38.7491,38.835369,38.202732,38.411217,3860442,31.786983
"2011-05-05",38.260242,38.777859,38.116463,38.281811,4019712,31.679899
"2011-05-06",38.684399,39.015099,38.45435,38.562183,3723985,31.911913
"2011-05-09",38.60532,39.101364,38.576565,39.065422,3506155,32.328358
"2011-05-10",39.173256,39.820274,39.158878,39.453629,5022484,32.649628
"2011-05-11",39.388927,39.503956,38.936016,39.245148,4826770,32.477089
"2011-05-12",39.173256,39.489574,38.885693,39.345795,4400707,32.560387
"2011-05-13",39.453629,39.662113,39.202011,39.439251,3309885,32.63773
"2011-05-16",39.37455,39.439251,38.84256,38.878506,3463868,32.173687
"2011-05-17",38.670021,39.309849,38.447159,39.295471,4978945,32.51873
"2011-05-18",39.360172,40.007191,39.245148,39.985622,6764016,33.08987
"2011-05-19",40.244427,40.819553,40.100647,40.754852,5052529,33.726444
"2011-05-20",40.855499,40.963337,40.165348,40.445724,7942332,33.470627
"2011-05-23",40.100647,40.373833,40.043133,40.122215,5303327,33.2029
"2011-05-24",40.122215,40.316319,39.913731,40.021568,4647887,33.11961
"2011-05-25",39.949677,40.29475,39.877785,40.158161,3379435,33.232643
"2011-05-26",40.100647,40.402588,39.942486,40.309132,2985642,33.357582
"2011-05-27",40.488857,40.553558,39.755573,39.863407,4894651,32.988728
"2011-05-31",40.15097,40.244427,39.568657,39.769951,6887676,32.911396
"2011-06-01",39.755573,39.820274,39.151688,39.151688,4491261,32.39975
"2011-06-02",39.122932,39.273903,38.770668,39.173256,4270092,32.417599
"2011-06-03",38.75629,39.345795,38.705967,39.122932,5989646,32.375957
"2011-06-06",39.022285,39.52552,38.734722,38.734722,4704918,32.054695
"2011-06-07",38.806614,39.388927,38.806614,38.928829,4872395,32.21534
"2011-06-08",38.792236,39.173256,38.447159,38.504673,4501972,31.864313
"2011-06-09",38.60532,38.84256,38.274624,38.60532,3181356,31.947609
"2011-06-10",38.432781,38.590942,37.907982,37.958302,3258278,31.412172
"2011-06-13",38.001438,38.296188,37.74263,38.123653,3462616,31.549006
"2011-06-14",38.813805,38.964775,38.533428,38.806614,3039335,32.114204
"2011-06-15",38.547806,39.122932,38.382458,38.84256,5446321,32.143932
"2011-06-16",38.799423,39.360172,38.734722,39.130123,5105526,32.381908
"2011-06-17",39.532711,39.755573,39.223579,39.417686,4368853,32.619873
"2011-06-20",39.410496,39.575844,39.058231,39.23077,5543691,32.465191
"2011-06-21",39.46801,40.079079,39.37455,39.892162,5438532,33.012527
"2011-06-22",39.726814,39.992809,39.338604,39.352982,4495573,32.56633
"2011-06-23",38.971962,39.381741,38.691589,39.108555,8423201,32.364048
"2011-06-24",39.115746,39.309849,38.66283,38.705967,5451051,32.030907
"2011-06-27",38.66283,39.281094,38.483105,39.108555,4223493,32.364048
"2011-06-28",39.180447,39.827461,39.13731,39.805897,4006776,32.941135
"2011-06-29",39.899353,40.222862,39.561466,39.70525,4384154,32.857853
"2011-06-30",39.834652,39.928108,39.518333,39.712437,3628424,32.8638
"2011-07-01",39.748383,41.00647,39.748383,40.797989,4671952,33.762138
"2011-07-05",40.956146,40.956146,40.53199,40.690151,3998708,33.672897
"2011-07-06",40.431343,40.726097,40.273186,40.366642,3969358,33.405178
"2011-07-07",39.453629,40.258808,39.360172,39.964054,8619053,33.072033
"2011-07-08",39.647736,39.992809,39.453629,39.978432,4648722,33.083923
"2011-07-11",39.676491,40.309132,39.597412,39.906544,4970182,33.024426
"2011-07-12",39.798706,40.079079,39.669304,39.70525,4895903,32.857853
"2011-07-13",39.834652,40.654205,39.827461,39.956867,8950946,33.216431
"2011-07-14",40.913013,41.516895,39.956867,40.524803,13813326,33.688568
"2011-07-15",40.733284,40.783607,39.748383,39.906544,6446033,33.174595
"2011-07-18",39.798706,40.007191,39.302662,39.432064,4312100,32.780167
"2011-07-19",39.654926,39.683681,39.295471,39.654926,4362176,32.965427
"2011-07-20",39.597412,39.640545,38.964775,39.065422,3919282,32.475361
"2011-07-21",39.252335,39.432064,38.885693,39.180447,6572892,32.570992
"2011-07-22",39.489574,39.539898,39.202011,39.23077,4083420,32.612816
"2011-07-25",39.065422,39.144501,38.670021,38.705967,3833735,32.176552
"2011-07-26",38.684399,38.957584,38.389648,38.626888,3845976,32.110813
"2011-07-27",38.396835,38.504673,37.526958,37.670738,6430593,31.315954
"2011-07-28",37.620419,38.432781,37.59885,37.872036,7682354,31.483297
"2011-07-29",37.347233,38.267433,37.304096,37.972683,5808399,31.566956
"2011-08-01",38.382458,38.382458,37.404743,37.857655,4381789,31.471325
"2011-08-02",37.649174,37.785767,36.628326,36.649891,5710472,30.467312
"2011-08-03",36.49892,36.728973,35.895039,36.700214,8265461,30.509136
"2011-08-04",36.326385,36.67865,36.038822,36.225739,8820053,30.114716
"2011-08-05",36.319195,36.779297,35.305534,36.455788,9886950,30.30596
"2011-08-08",35.780014,36.225739,34.342201,34.378143,11784413,28.578798
"2011-08-09",34.852623,36.247303,34.176849,36.189793,15133802,30.084824
"2011-08-10",35.887852,35.895039,34.593819,34.701653,14898723,28.847734
"2011-08-11",34.946083,37.491013,34.946083,36.987778,10650052,30.748198
"2011-08-12",37.548527,37.606037,36.606758,36.908699,8437250,30.682461
"2011-08-15",37.275341,37.35442,36.721783,37.095615,5830377,30.837847
"2011-08-16",36.901508,37.074047,36.455788,36.685837,6336840,30.497198
"2011-08-17",36.793674,37.131561,36.455788,36.908699,4311544,30.682461
"2011-08-18",36.067577,36.225739,34.816677,35.176132,7004520,29.242167
"2011-08-19",34.852623,36.283249,34.723221,35.52121,9000744,29.529034
"2011-08-22",36.074764,36.757729,35.830338,35.909416,7372856,29.851757
"2011-08-23",36.067577,37.117184,35.859093,37.117184,6842468,30.85578
"2011-08-24",37.081238,38.159595,36.937454,38.138031,7784732,31.704411
"2011-08-25",38.152409,38.475918,36.901508,37.174694,6844276,30.903587
"2011-08-26",37.002155,38.123653,36.592381,37.936737,5896727,31.537077
"2011-08-29",38.497482,38.820992,38.396835,38.820992,4253817,32.272163
"2011-08-30",38.713158,39.094177,38.461536,38.835369,4706031,32.284111
"2011-08-31",39.130123,39.388927,38.741913,39.086987,4707979,32.493301
"2011-09-01",39.058231,39.094177,38.389648,38.713158,5016224,32.182533
"2011-09-02",38.030193,38.389648,37.512581,37.850468,5468299,31.465363
"2011-09-06",36.901508,37.821712,36.657082,37.757008,5028604,31.387659
"2011-09-07",38.181164,38.66283,37.785767,38.66283,4529513,32.140694
"2011-09-08",38.483105,38.856937,38.181164,38.36808,3673214,31.895645
"2011-09-09",37.8936,37.8936,36.664268,37.045292,6764433,30.796013
"2011-09-12",36.556435,37.44788,36.319195,37.426311,5731616,31.112757
"2011-09-13",37.469444,37.757008,37.239395,37.548527,4587101,31.214354
"2011-09-14",37.792953,38.856937,37.36161,38.317757,4323228,31.853813
"2011-09-15",38.698776,38.84256,38.346512,38.569374,3930271,32.063007
"2011-09-16",39.029476,39.029476,38.289001,38.713158,6305264,32.182533
"2011-09-19",38.209923,39.532711,37.972683,39.37455,5838444,32.732349
"2011-09-20",39.475197,40.043133,38.878506,39.209202,4766818,32.594879
"2011-09-21",39.37455,39.460819,37.735443,37.778576,6965015,31.405596
"2011-09-22",36.700214,37.217831,36.168224,36.642704,8907686,30.461342
"2011-09-23",36.649891,37.455067,36.182602,37.138748,5651494,30.873713
"2011-09-26",37.404743,37.922359,36.570812,37.814522,5970450,31.435482
"2011-09-27",38.547806,39.345795,38.159595,38.360889,5694476,31.889677
"2011-09-28",38.432781,39.209202,37.713875,37.792953,5645791,31.417543
"2011-09-29",38.411217,38.461536,34.780731,35.614666,16629961,29.60673
"2011-09-30",34.938892,36.82243,34.867001,35.506828,12705811,29.517076
"2011-10-03",35.420563,35.981308,34.802299,34.831059,8913250,28.955303
"2011-10-04",34.219986,35.629044,33.896477,35.542774,10294096,29.546972
"2011-10-05",35.765636,36.089146,34.370956,34.593819,19707688,28.758091
"2011-10-06",34.644142,35.593098,34.608196,35.463696,9998369,29.481207
"2011-10-07",35.449318,35.81596,35.233646,35.398994,7222768,29.427437
"2011-10-10",35.801582,36.786484,35.744068,36.592381,5401253,30.4195
"2011-10-11",36.49892,37.347233,36.470165,37.296909,5378441,31.005184
"2011-10-12",37.35442,37.972683,36.642704,36.685837,7823540,30.665657
"2011-10-13",36.49892,38.087708,36.448597,37.821712,9238327,31.615133
"2011-10-14",37.900791,37.994247,37.081238,37.483826,6705594,31.332685
"2011-10-17",37.225018,37.375988,36.664268,36.757729,5375102,30.725758
"2011-10-18",36.815243,37.97987,36.376705,37.584473,4987848,31.416822
"2011-10-19",37.59885,37.74263,36.887131,37.109993,4575834,31.020205
"2011-10-20",37.189072,37.713875,36.836807,37.498203,5307917,31.344715
"2011-10-21",38.145218,38.75629,37.994247,38.634075,6026647,32.294189
"2011-10-24",38.626888,38.691589,38.2243,38.439972,4339364,32.131939
"2011-10-25",38.21711,38.763481,37.850468,37.987061,3337565,31.753351
"2011-10-26",38.418404,38.727535,37.332855,38.138031,4817172,31.879547
"2011-10-27",39.051041,39.460819,38.626888,39.101364,4922193,32.684795
"2011-10-28",39.058231,39.352982,38.339325,38.921638,4559003,32.534554
"2011-10-31",38.648453,39.187634,38.511864,38.511864,3527576,32.192039
