"dates","OKE.Open","OKE.High","OKE.Low","OKE.Close","OKE.Volume","OKE.Adjusted"
"2010-03-23",20.127823,20.386097,20.057783,20.320435,2357044,11.536262
"2010-03-24",20.237261,20.333567,20.123446,20.197865,1481433,11.466683
"2010-03-25",20.285414,20.359833,19.9571,19.987743,1356248,11.347391
"2010-03-26",20.066538,20.079672,19.782,19.830153,1557504,11.257927
"2010-03-29",19.908949,20.162844,19.873928,20.162844,1271497,11.4468
"2010-03-30",20.18911,20.224129,20.06216,20.171598,1952934,11.451772
"2010-03-31",20.119068,20.13658,19.930836,19.983364,1522781,11.344911
"2010-04-01",20.075293,20.473646,20.070915,20.473646,1340714,11.623252
"2010-04-05",20.50429,20.793205,20.499912,20.771318,1403764,11.792239
"2010-04-06",20.727543,21.025213,20.683767,21.012081,1363330,11.928926
"2010-04-07",20.959553,20.990194,20.696901,20.836981,1568012,11.82952
"2010-04-08",20.762564,20.766941,20.48678,20.622482,1246369,11.707744
"2010-04-09",20.635614,20.836981,20.50429,20.828226,869900,11.824553
"2010-04-12",20.793205,21.003326,20.793205,20.898268,1182634,11.864312
"2010-04-13",20.902643,20.902643,20.561197,20.810717,1066129,11.81461
"2010-04-14",20.819471,20.968307,20.753807,20.959553,1348481,11.899109
"2010-04-15",20.885134,21.012081,20.850115,20.946419,1198168,11.89165
"2010-04-16",20.832603,21.055857,20.679392,20.771318,1535802,11.792239
"2010-04-19",20.657503,20.841358,20.622482,20.745052,1516613,11.777332
"2010-04-20",20.867624,21.248468,20.784451,21.22658,1589029,12.050701
"2010-04-21",21.200315,21.305376,21.13903,21.257223,802053,12.0681
"2010-04-22",21.165295,21.546139,21.143408,21.533007,1112960,12.224668
"2010-04-23",21.484854,21.909473,21.406057,21.905094,1316043,12.435908
"2010-04-26",21.935738,22.137104,21.887585,21.970758,1598623,12.473188
"2010-04-27",21.887585,22.075819,21.20907,21.248468,2064184,12.063129
"2010-04-28",21.257223,21.576782,21.117142,21.388548,1513643,12.25373
"2010-04-29",21.497986,21.874453,21.476099,21.537384,2060300,12.339003
"2010-04-30",21.655577,21.817545,21.441078,21.51112,2855728,12.323953
"2010-05-03",21.589914,22.259674,21.589914,22.202766,2268181,12.720201
"2010-05-04",21.992645,22.005777,21.70373,21.778147,2141625,12.476937
"2010-05-05",21.589914,21.677465,21.125896,21.217825,3171204,12.155922
"2010-05-06",21.147785,21.462967,12.93994,20.31168,3712607,11.63678
"2010-05-07",20.355453,20.657503,19.825775,20.1322,3479827,11.533957
"2010-05-10",20.985817,21.327263,20.771318,21.213448,2375091,12.153411
"2010-05-11",20.924532,21.75626,20.924532,21.366661,1760587,12.241193
"2010-05-12",21.336018,21.782524,21.327263,21.699352,1550422,12.431798
"2010-05-13",21.699352,21.70373,21.287867,21.318508,1514329,12.213606
"2010-05-14",21.217825,21.244089,20.513044,20.679392,2550989,11.847448
"2010-05-17",20.683767,21.007704,20.162844,20.565575,1814956,11.78224
"2010-05-18",20.692522,20.920155,20.097181,20.127823,2406159,11.531443
"2010-05-19",19.978989,20.070915,19.405533,19.81702,2721634,11.353385
"2010-05-20",19.30485,19.366137,18.735773,18.779549,3358296,10.759009
"2010-05-21",18.236736,18.959026,18.171074,18.919628,3684509,10.839262
"2010-05-24",18.875854,19.015934,18.639467,18.731396,2070809,10.731419
"2010-05-25",18.245491,18.398705,17.838383,18.385572,3715348,10.533294
"2010-05-26",18.573805,19.282963,18.477501,18.801435,4234135,10.771544
"2010-05-27",19.16477,19.549992,19.094728,19.53248,2429688,11.19037
"2010-05-28",19.554369,19.755735,19.414288,19.466818,2729858,11.152752
"2010-06-01",19.230433,19.471195,18.748905,18.748905,2502332,10.741451
"2010-06-02",18.81019,19.593765,18.797058,19.593765,1846937,11.225481
"2010-06-03",19.602522,19.878305,19.563124,19.825775,1395997,11.358402
"2010-06-04",19.423042,19.58939,18.832079,18.985292,2155788,10.87688
"2010-06-07",19.046577,19.204166,18.560673,18.586937,2220437,10.648655
"2010-06-08",18.586937,18.893364,18.451235,18.8671,2549162,10.809165
"2010-06-09",18.967781,19.261074,18.832079,18.919628,1418841,10.839262
"2010-06-10",19.256699,19.725092,19.2173,19.725092,1748251,11.300722
"2010-06-11",19.383646,19.843285,19.383646,19.830153,1135575,11.360908
"2010-06-14",19.978989,20.263527,19.926458,19.961477,1226266,11.436144
"2010-06-15",20.049028,20.552443,20.040274,20.543688,1618497,11.769699
"2010-06-16",20.447382,20.666258,20.237261,20.469271,1473210,11.727068
"2010-06-17",20.574329,20.679392,20.298548,20.613728,1266243,11.809831
"2010-06-18",20.675013,20.683767,20.438627,20.574329,1459275,11.787254
"2010-06-21",20.801962,21.108387,20.43425,20.565575,1473666,11.78224
"2010-06-22",20.635614,20.670635,19.852039,19.908949,1718097,11.406052
"2010-06-23",19.930836,19.974609,19.388023,19.479952,2670464,11.160277
"2010-06-24",19.353003,19.742601,19.353003,19.436176,1680176,11.135192
"2010-06-25",19.53686,19.952723,19.353003,19.790754,2278004,11.338336
"2010-06-28",19.773245,20.175976,19.65943,20.018387,1450594,11.468752
"2010-06-29",19.777622,19.777622,19.002802,19.129749,1970980,10.959643
"2010-06-30",19.05971,19.35738,18.858343,18.93276,2300391,10.846786
"2010-07-01",18.875854,18.928385,18.293644,18.61758,2068296,10.666212
"2010-07-02",18.630713,18.783926,18.429346,18.51252,1257791,10.606022
"2010-07-06",18.805813,18.897741,18.530029,18.757662,1571210,10.746469
"2010-07-07",18.709509,19.317984,18.700752,19.309229,1529406,11.062469
"2010-07-08",19.423042,19.681316,19.405533,19.646297,1235632,11.255574
"2010-07-09",19.738224,19.917704,19.628786,19.856417,1084862,11.375956
"2010-07-12",19.738224,19.917704,19.523726,19.799509,1249338,11.343354
"2010-07-13",20.031519,20.237261,19.952723,20.145334,1177380,11.541481
"2010-07-14",20.014008,20.219751,19.856417,20.000875,1148596,11.458719
"2010-07-15",19.948345,20.210997,19.738224,20.1322,1299595,11.533957
"2010-07-16",20.040274,20.040274,19.676939,19.733847,1419526,11.305734
"2010-07-19",19.786377,19.88706,19.53686,19.83453,1050824,11.363418
"2010-07-20",19.576256,20.084047,19.493084,20.079672,1353050,11.503862
"2010-07-21",20.13658,20.162844,19.615654,19.725092,1299824,11.300722
"2010-07-22",19.935213,20.145334,19.882683,19.974609,1337288,11.443669
"2010-07-23",19.983364,20.241638,19.825775,20.119068,1115701,11.52643
"2010-07-26",20.25477,20.600595,20.171598,20.600595,1056992,11.802304
"2010-07-27",20.828226,21.007704,20.727543,20.972685,1693883,12.015474
"2010-07-28",20.683767,20.845736,20.491158,20.587463,1485317,11.909123
"2010-07-29",20.745052,20.793205,20.140957,20.351076,1301651,11.772382
"2010-07-30",20.171598,20.438627,20.057783,20.368587,1032777,11.782512
"2010-08-02",20.618105,21.003326,20.618105,20.950796,1175095,12.119301
"2010-08-03",20.880756,20.902643,20.679392,20.749432,1373838,12.002817
"2010-08-04",20.793205,20.893888,20.53931,20.73192,1281777,11.992687
"2010-08-05",20.583084,20.78883,20.55682,20.66188,1102223,11.952172
"2010-08-06",20.495535,20.574329,20.13658,20.425495,1250481,11.815431
"2010-08-09",20.499912,20.62686,20.412361,20.543688,1130778,11.883801
"2010-08-10",20.346699,20.613728,20.158466,20.469271,1336374,11.840755
"2010-08-11",20.044651,20.202242,19.720715,19.738224,1985600,11.417871
"2010-08-12",19.554369,19.698828,19.40991,19.646297,1666241,11.36469
"2010-08-13",19.602522,19.996498,19.593765,19.786377,1488058,11.445722
"2010-08-16",19.690071,19.799509,19.571878,19.694448,1163445,11.392545
"2010-08-17",19.83453,20.215374,19.790754,20.027142,1102908,11.584999
"2010-08-18",20.040274,20.040274,19.725092,19.88706,990516,11.503966
"2010-08-19",19.808266,19.83453,19.370514,19.519348,1131920,11.291255
"2010-08-20",19.35738,19.449308,19.002802,19.256699,1519811,11.139324
"2010-08-23",19.344248,19.53686,19.156015,19.16477,1430948,11.086147
"2010-08-24",18.924006,19.107862,18.766417,19.002802,1527578,10.992452
"2010-08-25",18.959026,19.116617,18.81019,19.072842,1505420,11.032971
"2010-08-26",19.116617,19.331116,18.998425,19.042198,2515124,11.015244
"2010-08-27",19.142881,19.458063,18.941517,19.396778,1811986,11.220353
"2010-08-30",19.344248,19.388023,18.915251,18.915251,1865669,10.941807
"2010-08-31",18.845211,18.959026,18.61758,18.783926,2316838,10.865843
"2010-09-01",19.081596,19.396778,18.950272,19.361757,1367670,11.200099
"2010-09-02",19.488707,19.493084,19.2173,19.278585,1611644,11.151981
"2010-09-03",19.431799,19.641918,19.348625,19.624409,1228322,11.352033
"2010-09-07",19.401155,19.449308,19.046577,19.094728,2636883,11.045629
"2010-09-08",19.090351,19.313604,19.072842,19.208546,1589942,11.111468
"2010-09-09",19.427422,19.53686,19.322359,19.405533,1282234,11.22542
"2010-09-10",19.366137,19.598145,19.366137,19.46244,1097654,11.258336
"2010-09-13",19.620031,19.694448,19.458063,19.488707,1333176,11.273531
"2010-09-14",19.458063,19.602522,19.353003,19.528105,706793,11.296319
"2010-09-15",19.436176,19.475573,19.212921,19.427422,1312616,11.23808
"2010-09-16",19.401155,19.449308,19.265453,19.353003,1454477,11.195034
"2010-09-17",19.458063,19.458063,19.177902,19.23481,1912957,11.126664
"2010-09-20",19.296095,19.440554,19.173525,19.418667,1563215,11.233019
"2010-09-21",19.436176,19.497461,19.256699,19.274208,1631975,11.14945
"2010-09-22",19.278585,19.479952,19.274208,19.33987,1622838,11.187436
"2010-09-23",19.221678,19.326738,19.160393,19.208546,1742997,11.111468
"2010-09-24",19.458063,19.751356,19.374891,19.624409,1745053,11.352033
"2010-09-27",19.672562,19.685694,19.471195,19.479952,1597024,11.268471
"2010-09-28",19.514971,19.571878,19.177902,19.519348,2166982,11.291255
"2010-09-29",19.436176,19.663807,19.331116,19.493084,2124492,11.276064
"2010-09-30",19.672562,19.768867,19.493084,19.716337,1931003,11.40521
"2010-10-01",19.852039,20.018387,19.725092,19.978989,1672638,11.557142
"2010-10-04",19.922079,20.1322,19.891438,20.049028,2483143,11.597658
"2010-10-05",20.154089,20.963928,20.022762,20.907022,3588792,12.093979
"2010-10-06",20.828226,20.977062,20.688147,20.78883,2116497,12.025608
"2010-10-07",20.845736,21.047102,20.718788,20.950796,1775664,12.119301
"2010-10-08",21.012081,21.121519,20.907022,21.068991,1329978,12.18767
"2010-10-11",21.060234,21.222202,21.047102,21.095255,994856,12.202867
"2010-10-12",21.073366,21.169674,20.924532,21.10401,951681,12.207929
"2010-10-13",21.200315,21.476099,21.169674,21.362284,1277436,12.357328
"2010-10-14",21.423569,21.598669,21.252846,21.392925,1287716,12.375051
"2010-10-15",21.506741,21.624933,21.423569,21.594292,1687258,12.491538
"2010-10-18",21.589914,21.75626,21.528629,21.655577,2420322,12.52699
"2010-10-19",21.449835,21.51112,21.03397,21.165295,1723123,12.243379
"2010-10-20",21.257223,21.70373,21.252846,21.537384,1543341,12.458621
"2010-10-21",21.651199,21.821922,21.449835,21.546139,1257334,12.463683
"2010-10-22",21.629313,21.966381,21.629313,21.93136,1640885,12.686521
"2010-10-25",22.071442,22.242165,21.935738,21.962004,1592912,12.704247
"2010-10-26",21.887585,22.137104,21.791281,21.922606,2246936,12.681457
"2010-10-27",21.668711,21.800035,21.576782,21.747505,2246479,12.70191
"2010-10-28",21.865698,21.887585,21.598669,21.73875,1575551,12.696797
"2010-10-29",21.734371,21.918228,21.721239,21.80879,1688628,12.737708
"2010-11-01",21.935738,22.189634,21.708107,21.830679,995542,12.75049
"2010-11-02",22.045176,22.215899,22.005777,22.036421,1004908,12.870658
"2010-11-03",22.145859,22.202766,21.725616,22.049553,1413815,12.878325
"2010-11-04",22.242165,22.342848,22.106461,22.255297,1343456,12.99849
"2010-11-05",22.33847,22.391001,22.141481,22.377867,1206620,13.070081
"2010-11-08",22.325336,22.399755,22.264051,22.377867,952138,13.070081
"2010-11-09",22.417265,22.509193,22.119595,22.198389,1387545,12.965252
"2010-11-10",22.202766,22.382244,22.11084,22.373489,1146083,13.067528
"2010-11-11",22.224653,22.487305,22.207144,22.452286,989374,13.113552
"2010-11-12",22.316582,22.732447,22.316582,22.723692,2306102,13.272068
"2010-11-15",22.846262,22.951323,22.728069,22.736824,1590399,13.279736
"2010-11-16",22.579233,22.579233,21.953247,22.088951,1297311,12.90134
"2010-11-17",22.05393,22.123972,21.922606,22.040798,1132834,12.873213
"2010-11-18",22.259674,22.360357,22.128349,22.1765,1219641,12.952472
"2010-11-19",22.167746,22.264051,22.005777,22.264051,1246597,13.003606
"2010-11-22",22.158991,22.496059,22.027666,22.487305,1089887,13.133997
"2010-11-23",22.23341,22.334091,22.005777,22.325336,1058363,13.039404
"2010-11-24",22.439154,22.631763,22.40851,22.631763,685320,13.218374
"2010-11-26",22.456663,22.574856,22.33847,22.412888,294916,13.090534
"2010-11-29",22.320959,22.417265,22.05831,22.369112,608336,13.064967
"2010-11-30",22.194012,22.517948,22.067064,22.373489,1827748,13.067528
"2010-12-01",22.649273,22.684294,22.474173,22.517948,1061104,13.151896
"2010-12-02",22.513571,22.999475,22.46104,22.986341,1350080,13.425467
"2010-12-03",22.942568,23.213972,22.938189,23.192085,2773262,13.545638
"2010-12-06",23.157064,23.349676,23.122046,23.310278,1273781,13.614671
"2010-12-07",23.481003,23.568552,23.327787,23.362808,1644083,13.64535
"2010-12-08",23.362808,23.612328,23.266502,23.60795,2004789,13.788525
"2010-12-09",23.686745,23.778673,23.586061,23.717386,1808331,13.852445
"2010-12-10",23.778673,23.909998,23.629837,23.752407,1630605,13.872899
"2010-12-13",23.870602,23.971283,23.721766,23.743652,1314444,13.867784
"2010-12-14",23.804937,24.019436,23.804937,23.953773,1187203,13.990517
"2010-12-15",23.945019,23.97566,23.55542,23.55542,1480063,13.757845
"2010-12-16",23.546663,23.809315,23.44598,23.572929,1927805,13.768073
"2010-12-17",23.520399,23.765539,23.424093,23.708632,2832884,13.84733
"2010-12-20",23.818069,24.028191,23.796183,24.010681,1286117,14.023751
"2010-12-21",24.067589,24.089476,23.905621,24.076344,1027066,14.062099
"2010-12-22",24.076344,24.286465,23.97566,24.194536,933406,14.131134
"2010-12-23",24.233934,24.303974,24.133251,24.273333,605366,14.177149
"2010-12-27",24.216425,24.325863,24.128874,24.264578,455052,14.17204
"2010-12-28",24.33024,24.382771,24.142008,24.299597,869443,14.192494
"2010-12-29",24.338995,24.457188,24.295219,24.360884,635063,14.228289
"2010-12-30",24.295219,24.518473,24.295219,24.378393,705194,14.238516
"2010-12-31",24.343372,24.553493,24.260201,24.282087,1103822,14.182269
"2011-01-03",24.444056,24.767992,24.426544,24.70233,1212560,14.427714
"2011-01-04",24.601646,24.649799,24.177027,24.34775,1548366,14.220615
"2011-01-05",24.115742,24.299597,24.115742,24.242689,1145170,14.159256
"2011-01-06",24.290842,24.435301,24.220802,24.382771,1703477,14.241073
"2011-01-07",24.391525,24.514095,24.317106,24.435301,1809930,14.271753
"2011-01-10",23.923132,24.352127,23.870602,24.33024,1883259,14.210391
"2011-01-11",24.352127,24.789879,24.321486,24.75486,1384803,14.458399
"2011-01-12",24.873053,25.131327,24.811768,25.118193,1374295,14.670604
"2011-01-13",25.07004,25.36771,25.07004,25.262651,1660302,14.754977
"2011-01-14",25.218876,25.433374,25.196987,25.288916,1029808,14.770319
"2011-01-18",25.223253,25.372089,25.026264,25.315182,1216443,14.785658
"2011-01-19",25.24514,25.332691,25.161968,25.196987,1132377,14.716627
"2011-01-20",25.100683,25.595343,25.039398,25.494659,2163555,14.890485
"2011-01-21",25.525303,25.910524,25.42462,25.612852,1531233,14.95952
"2011-01-24",25.682894,25.932411,25.665382,25.822973,2473548,15.082245
"2011-01-25",25.748554,25.857992,25.442129,25.621607,1068414,14.964631
"2011-01-26",25.713535,25.998074,25.687269,25.884258,1138317,15.118032
"2011-01-27",25.682894,26.046227,25.661005,25.857992,1258248,15.236689
"2011-01-28",25.857992,25.976187,25.674137,25.717913,1488972,15.154149
"2011-01-31",25.766066,25.980564,25.752934,25.779198,1445111,15.190252
"2011-02-01",25.90177,26.041849,25.827351,25.923656,1295940,15.275382
"2011-02-02",25.779198,25.96743,25.731045,25.766066,839745,15.182522
"2011-02-03",25.783575,25.941166,25.59972,25.906145,1142200,15.265062
"2011-02-04",25.90177,25.932411,25.770443,25.831728,1088745,15.221214
"2011-02-07",25.84486,26.072493,25.84486,26.050604,945742,15.350181
"2011-02-08",26.006828,26.063738,25.875504,26.054981,1185375,15.352767
"2011-02-09",25.932411,26.037472,25.831728,25.906145,858021,15.265062
"2011-02-10",25.827351,26.186308,25.827351,26.173176,1003765,15.422411
"2011-02-11",26.081247,26.475224,26.046227,26.405184,1582404,15.559115
"2011-02-14",26.435825,26.575907,26.335142,26.527754,1052880,15.631349
"2011-02-15",26.475224,26.842936,26.462091,26.838556,1645910,15.814482
"2011-02-16",26.877954,27.149361,26.877954,27.140606,1491256,15.99246
"2011-02-17",27.101208,27.64402,27.057432,27.613379,1878234,16.27104
"2011-02-18",27.52145,28.309402,27.267553,28.300648,3012667,16.676016
"2011-02-22",28.300648,28.300648,27.687796,27.722816,2854586,16.335526
"2011-02-23",27.722816,27.801611,27.306952,27.740326,2544136,16.345842
"2011-02-24",27.66153,27.94607,27.53896,27.608999,2465096,16.268461
"2011-02-25",27.753458,28.046753,27.744703,28.020487,926781,16.510921
"2011-02-28",28.059883,28.449484,28.059883,28.265629,1665099,16.655375
"2011-03-01",28.388199,28.48888,27.731571,27.788479,1220783,16.374222
"2011-03-02",27.841009,27.989843,27.665909,27.880405,1586744,16.428385
"2011-03-03",28.011732,28.453861,28.002977,28.361933,1157277,16.712122
"2011-03-04",28.287516,28.458239,28.029242,28.248117,1104736,16.64506
"2011-03-07",28.287516,28.453861,27.810366,28.051128,1317870,16.528978
"2011-03-08",28.051128,28.453861,27.924181,28.414463,1307819,16.743074
"2011-03-09",28.270004,28.633339,28.270004,28.607075,1339115,16.856571
"2011-03-10",28.331289,28.624584,28.037996,28.458239,2368009,16.768869
"2011-03-11",28.199965,28.624584,28.199965,28.598318,1430948,16.851414
"2011-03-14",28.309402,28.436352,28.125547,28.270004,3269890,16.657953
"2011-03-15",27.57398,27.709682,27.228155,27.503941,3288851,16.206558
"2011-03-16",27.403257,27.608999,26.965506,27.228155,2394051,16.04405
"2011-03-17",27.600245,27.937313,27.302574,27.805988,1457904,16.384535
"2011-03-18",28.252495,28.593943,27.94169,28.033619,1658703,16.518669
"2011-03-21",28.270004,29.009806,28.270004,28.96603,1802620,17.068081
"2011-03-22",29.044827,29.110489,28.821571,28.900368,1078465,17.029392
"2011-03-23",28.891613,29.009806,28.712133,28.922255,778752,17.042286
"2011-03-24",29.057959,29.075468,28.602697,28.663982,1240658,16.890106
"2011-03-25",28.672737,29.062336,28.663982,28.917877,2066468,17.039707
"2011-03-28",28.970407,29.136753,28.7384,28.769041,1193371,16.952011
"2011-03-29",28.716513,28.751532,28.528278,28.589563,1256192,16.846251
"2011-03-30",28.672737,29.027315,28.633339,28.86097,1708731,17.00618
"2011-03-31",28.808439,29.329365,28.808439,29.276834,1160704,17.251221
"2011-04-01",29.482576,29.56575,29.219927,29.491333,1115929,17.377609
"2011-04-04",29.548241,29.587639,29.425671,29.570127,1366300,17.42404
"2011-04-05",29.478201,29.587639,29.37314,29.469444,1067272,17.364716
"2011-04-06",29.51322,29.556995,28.957275,29.014183,1884858,17.09646
"2011-04-07",28.961653,29.001051,28.563299,28.764666,1777263,16.949425
"2011-04-08",28.944143,29.014183,28.532656,28.650848,873326,16.882362
"2011-04-11",28.707758,28.764666,28.278761,28.410086,1116615,16.740492
"2011-04-12",28.226231,28.340046,27.76659,28.19121,1749165,16.611521
"2011-04-13",28.252495,28.580809,28.208719,28.208719,1346882,16.62184
"2011-04-14",28.051128,28.24374,27.858519,28.213099,1202508,16.624422
"2011-04-15",28.213099,28.502014,28.06864,28.475748,1854704,16.779186
"2011-04-18",28.160566,28.230608,27.845387,28.116793,1206392,16.567677
"2011-04-19",28.116793,28.29627,28.020487,28.169321,1171669,16.598627
"2011-04-20",28.532656,29.184906,28.506392,29.127998,1637001,17.163519
"2011-04-21",29.263702,29.289967,29.01856,29.276834,733521,17.251221
"2011-04-25",29.303099,29.416916,29.014183,29.412537,1135575,17.331188
"2011-04-26",29.548241,30.007879,29.491333,29.977238,2019866,17.66394
"2011-04-27",29.915953,30.09543,29.61828,30.029766,1676293,17.830278
"2011-04-28",30.003502,30.349325,29.985992,30.248644,1247054,17.960236
"2011-04-29",30.274908,30.638243,30.174225,30.616354,1688172,18.178564
"2011-05-02",30.690771,30.752056,30.436876,30.533182,1827977,18.129183
"2011-05-03",30.353703,30.598845,30.239887,30.432499,3984450,18.069397
"2011-05-04",29.289967,29.697077,29.285589,29.526354,3920716,17.531372
"2011-05-05",29.320608,29.819647,29.053581,29.56575,1927805,17.554768
"2011-05-06",30.029766,30.46314,29.994747,30.414989,1937857,18.059006
"2011-05-09",30.349325,30.909649,30.261776,30.808966,1630376,18.292931
"2011-05-10",30.922781,31.102259,30.7827,31.032219,1105878,18.425488
"2011-05-11",30.861494,30.970934,30.18298,30.506916,1873208,18.11359
"2011-05-12",30.375591,30.498161,30.134829,30.397478,1464300,18.048611
"2011-05-13",30.498161,30.703905,30.047277,30.301172,1471610,17.991428
"2011-05-16",30.231133,30.506916,30.09543,30.248644,1800564,17.960236
"2011-05-17",30.082296,30.362457,30.064787,30.239887,2660184,17.955042
"2011-05-18",30.379969,30.997198,30.323061,30.918404,1720382,18.357908
"2011-05-19",31.036596,31.124146,30.848364,30.922781,1369269,18.360506
"2011-05-20",30.905272,31.13728,30.787079,30.892138,1551564,18.342316
"2011-05-23",30.458763,30.769567,30.450008,30.625109,1635402,18.183764
"2011-05-24",30.773945,30.822098,30.46314,30.555069,2244423,18.142178
"2011-05-25",30.46314,30.94029,30.393101,30.83523,1456305,18.308525
"2011-05-26",30.708282,30.734547,30.445631,30.633863,1825236,18.188963
"2011-05-27",30.730169,30.879005,30.594467,30.646997,1664642,18.196764
"2011-05-31",31.001575,31.1329,30.914026,31.119768,2032888,18.477472
"2011-06-01",31.005953,31.172298,30.756435,30.81772,1879833,18.29813
"2011-06-02",30.865873,30.905272,30.515673,30.646997,1525522,18.196764
"2011-06-03",30.218,30.808966,30.069164,30.511293,1459046,18.116186
"2011-06-06",30.397478,30.476274,29.902819,29.942217,1337973,17.778294
"2011-06-07",30.121695,30.414989,29.994747,30.174225,1382062,17.91605
"2011-06-08",30.191734,30.327438,29.885309,30.248644,1253907,17.960236
"2011-06-09",30.301172,30.686396,30.139206,30.436876,1842825,18.07201
"2011-06-10",30.331816,30.485029,30.187359,30.222378,1431177,17.944643
"2011-06-13",30.314306,30.441254,29.894064,30.130449,1429806,17.890062
"2011-06-14",30.419367,30.555069,30.283663,30.506916,1558189,18.11359
"2011-06-15",30.261776,30.441254,29.885309,30.082296,1574637,17.861475
"2011-06-16",30.126072,30.344948,29.81089,29.955349,2184343,17.786097
"2011-06-17",30.18298,30.498161,30.11294,30.366837,1791883,18.030415
"2011-06-20",30.226755,30.944668,30.196114,30.94029,1865898,18.370905
"2011-06-21",31.141657,31.491858,31.089127,31.43495,4122428,18.664608
"2011-06-22",31.404306,31.728245,31.29487,31.518124,2087942,18.713991
"2011-06-23",31.141657,31.710733,31.027842,31.66258,2596906,18.799767
"2011-06-24",31.671335,32.292942,31.623182,32.074066,4208550,19.044085
"2011-06-27",32.170372,32.682541,32.113464,32.170372,3156127,19.101271
"2011-06-28",32.314831,32.314831,31.933987,32.039047,3248188,19.023293
"2011-06-29",32.174751,32.419891,31.907722,32.345474,2634827,19.205238
