"dates","OKE.Open","OKE.High","OKE.Low","OKE.Close","OKE.Volume","OKE.Adjusted"
"2011-06-30",32.472424,32.630013,32.266678,32.398003,1853334,19.236427
"2011-07-01",32.428646,33.0415,32.406757,32.984592,1345740,19.584711
"2011-07-05",32.905796,33.28664,32.883907,32.927685,1878005,19.55093
"2011-07-06",32.835754,33.080898,32.774471,33.063385,2044081,19.631496
"2011-07-07",33.269131,33.317284,32.866398,32.997723,1706447,19.592512
"2011-07-08",32.634392,32.958324,32.634392,32.940815,1309647,19.558722
"2011-07-11",32.590614,32.599369,32.262302,32.415516,1408789,19.246824
"2011-07-12",32.31921,32.590614,32.192261,32.345474,1319013,19.205238
"2011-07-13",32.481178,32.70443,32.236034,32.297321,1073211,19.176643
"2011-07-14",32.44178,32.726318,32.139729,32.236034,2338083,19.140255
"2011-07-15",32.398003,32.708809,32.244789,32.568726,3851955,19.337793
"2011-07-18",32.450535,32.481178,32.205395,32.367359,2104618,19.218235
"2011-07-19",32.468044,32.901417,32.393627,32.761337,1349395,19.452168
"2011-07-20",32.796356,32.853268,32.463669,32.625633,1774293,19.371584
"2011-07-21",32.853268,33.352303,32.848888,33.247242,1498566,19.740669
"2011-07-22",33.356682,33.387321,33.037121,33.115917,1066129,19.662693
"2011-07-25",32.914551,33.18158,32.835754,32.914551,1229464,19.543131
"2011-07-26",32.875153,33.023991,32.643147,32.68692,1496967,19.40797
"2011-07-27",32.529327,32.665031,32.314831,32.323586,1824779,19.19224
"2011-07-28",32.187881,32.358604,31.920855,31.942741,3032313,19.111055
"2011-07-29",31.601295,32.192261,31.303625,31.863947,2611298,19.063908
"2011-08-01",32.218525,32.262302,31.561897,31.846437,1821809,19.053434
"2011-08-02",31.693224,31.933987,31.18981,31.299248,2190283,18.726057
"2011-08-03",31.093504,31.207319,29.780249,30.270531,5903803,18.110582
"2011-08-04",29.824024,29.837156,28.077394,28.217476,7557252,16.882263
"2011-08-05",28.396954,28.598318,27.241289,27.884785,6701973,16.68321
"2011-08-08",27.136229,27.45141,25.805464,25.963055,5965482,15.533457
"2011-08-09",26.39205,27.810366,25.656628,27.801611,4545956,16.633451
"2011-08-10",27.311329,28.318157,27.140606,27.254421,4474911,16.306072
"2011-08-11",27.372614,29.329365,27.315706,28.931009,3658467,17.309164
"2011-08-12",29.259323,29.430046,28.804062,29.031693,1956817,17.369404
"2011-08-15",29.311853,30.06041,29.276834,29.854666,2750418,17.861773
"2011-08-16",29.570127,30.034145,29.456312,29.841534,1749165,17.85392
"2011-08-17",30.073542,30.423744,29.74085,29.93784,1591313,17.911533
"2011-08-18",29.246193,29.408159,28.847837,29.167397,3169148,17.450588
"2011-08-19",28.821571,29.438803,28.681492,28.786552,2210842,17.222731
"2011-08-22",29.430046,29.473822,28.493259,28.611452,2218609,17.117971
"2011-08-23",28.712133,29.491333,28.453861,29.46069,2320265,17.626064
"2011-08-24",29.263702,29.950972,28.891613,29.924707,1982631,17.903681
"2011-08-25",30.016636,30.09543,29.276834,29.491333,2156474,17.644398
"2011-08-26",29.316233,30.156715,28.89599,30.117317,1708731,18.018919
"2011-08-29",30.493784,31.084749,30.445631,31.040974,1284747,18.571533
"2011-08-30",30.861494,31.251095,30.576958,31.06724,1741170,18.587252
"2011-08-31",31.229206,31.469971,30.852739,31.036596,2319580,18.568916
"2011-09-01",31.141657,31.566277,31.005953,31.06286,2008673,18.584627
"2011-09-02",30.454386,30.541937,29.907198,30.007879,2244195,17.953444
"2011-09-06",29.014183,29.61828,29.001051,29.56575,2314783,17.688921
"2011-09-07",30.047277,30.454386,29.942217,30.358082,1894453,18.162966
"2011-09-08",30.270531,30.585712,29.872177,29.933462,2115583,17.908916
"2011-09-09",29.644547,29.723341,28.931009,29.0886,1666013,17.40344
"2011-09-12",28.77342,28.987919,28.370687,28.834705,2344708,17.251541
"2011-09-13",28.979162,29.395027,28.7384,29.329365,2347221,17.547489
"2011-09-14",29.44318,29.824024,28.939766,29.600771,2543679,17.709873
"2011-09-15",29.797758,29.977238,29.465067,29.876554,1541056,17.874872
"2011-09-16",30.012257,30.46314,29.653301,29.885309,3592904,17.88011
"2011-09-19",29.294344,29.872177,29.228682,29.74085,1748480,17.793678
"2011-09-20",29.880932,30.393101,29.613903,29.793381,1463158,17.825109
"2011-09-21",29.74085,29.898441,29.036072,29.071091,1810387,17.392975
"2011-09-22",28.199965,28.576431,27.770967,28.1737,2524034,16.856071
"2011-09-23",27.981089,28.331289,27.692173,28.178078,2363669,16.858685
"2011-09-26",28.453861,28.751532,28.361933,28.66836,3263722,17.152014
"2011-09-27",29.346874,30.051655,29.324987,29.574505,2897533,17.694162
"2011-09-28",29.701452,29.872177,29.136753,29.224304,2020552,17.48464
"2011-09-29",29.8678,30.121695,29.294344,29.622658,3393019,17.722965
"2011-09-30",29.241814,29.504465,28.909122,28.909122,2414382,17.296066
"2011-10-03",28.84346,29.377518,28.252495,28.252495,2904615,16.903204
"2011-10-04",27.954824,28.186832,27.328838,28.108038,4111920,16.816784
"2011-10-05",28.26125,28.974787,27.770967,28.812817,2720492,17.238447
"2011-10-06",28.703379,29.539486,28.506392,29.539486,1983773,17.67321
"2011-10-07",29.832779,30.301172,29.552618,29.732096,2884969,17.788443
"2011-10-10",30.253019,31.216074,30.23551,31.216074,2549619,18.676292
"2011-10-11",30.94029,31.023462,30.708282,30.892138,3007413,18.482481
"2011-10-12",31.172298,31.272982,30.804588,30.826475,1859958,18.443201
"2011-10-13",30.550692,30.822098,30.327438,30.725792,1845795,18.382965
"2011-10-14",31.1329,31.167921,30.76519,30.931536,1691598,18.506058
"2011-10-17",31.005953,31.430573,30.935913,31.089127,2253789,18.600344
"2011-10-18",31.1329,31.942741,30.822098,31.627562,2137513,18.922483
"2011-10-19",31.671335,32.20977,31.299248,31.456839,2084743,18.820332
"2011-10-20",31.553143,31.780773,31.378042,31.66258,1430034,18.943434
"2011-10-21",32.078445,32.244789,31.767641,32.244789,1674922,19.291767
"2011-10-24",32.179127,32.748203,32.109089,32.717564,2028776,19.574621
"2011-10-25",32.538082,32.621258,32.22728,32.310455,2517637,19.331049
"2011-10-26",32.643147,32.774471,32.205395,32.621258,1480291,19.517004
"2011-10-27",33.330414,33.829453,33.111538,33.597443,2630487,20.101046
"2011-10-28",33.488007,33.706882,33.317284,33.575558,1150652,20.087948
"2011-10-31",33.220978,33.667484,33.098408,33.291016,1153622,19.917711
"2011-11-01",32.306076,32.831379,32.012783,32.288567,1589486,19.317959
"2011-11-02",33.089653,33.76379,32.743828,33.115917,1882574,19.812954
"2011-11-03",33.194714,33.829453,33.137802,33.715637,1753049,20.322195
"2011-11-04",33.247242,34.013309,33.159691,33.938889,1967554,20.456758
"2011-11-07",34.004555,34.078972,33.382946,33.934513,1163902,20.454126
"2011-11-08",33.908249,34.184032,33.396076,34.127125,1825236,20.570223
"2011-11-09",33.422344,33.785679,32.945194,33.015236,1756247,19.90003
"2011-11-10",33.417965,33.912624,33.124672,33.77692,1819753,20.359129
"2011-11-11",34.100857,34.468571,34.052704,34.455437,1405363,20.76811
"2011-11-14",34.328487,34.551743,33.969532,34.236561,1945623,20.636185
"2011-11-15",34.481701,35.190861,34.407284,34.827526,2124720,20.992386
"2011-11-16",34.481701,35.020138,34.289089,34.783752,2429003,20.965998
"2011-11-17",34.683067,35.007004,34.48608,34.814392,2007531,20.984468
"2011-11-18",34.919453,35.155842,34.7356,34.8713,1728377,21.01877
"2011-11-21",34.464191,34.639294,34.1315,34.411663,1606847,20.74172
"2011-11-22",34.433548,34.726845,34.219051,34.49921,1187431,20.794498
"2011-11-23",34.197163,34.262825,33.851341,33.877605,1332719,20.419821
"2011-11-25",33.890736,34.416039,33.724392,34.02644,417588,20.509531
"2011-11-28",35.002628,35.230255,34.722466,34.915077,1983545,21.045158
"2011-11-29",35.072666,35.392227,34.945721,35.265278,1496739,21.256241
"2011-11-30",36.167046,36.626686,35.926285,36.403431,2426947,21.942266
"2011-12-01",36.237087,36.771145,36.232708,36.40781,1691827,21.944912
"2011-12-02",36.753632,36.845562,36.385921,36.385921,2153961,21.931725
"2011-12-05",36.771145,36.919979,36.394676,36.722992,1443284,22.134888
"2011-12-06",36.692348,36.709858,36.311504,36.394676,1410389,21.936991
"2011-12-07",36.394676,36.508492,36.061985,36.311504,1296854,21.886862
"2011-12-08",36.114517,36.132027,35.155842,35.475399,2033573,21.382896
"2011-12-09",35.694275,36.648575,35.59359,36.556644,1609360,22.034618
"2011-12-12",36.280861,36.385921,35.794956,36.044476,1529177,21.725906
"2011-12-13",36.42094,36.661705,35.926285,36.05761,1502221,21.733814
"2011-12-14",35.851864,35.926285,35.427246,35.506042,1415414,21.401365
"2011-12-15",35.838734,36.381542,35.812466,36.101383,1479149,21.760214
"2011-12-16",36.149536,36.499737,35.733673,35.921906,6270450,21.652027
"2011-12-19",36.114517,36.635441,36.05761,36.132027,1195655,21.778681
"2011-12-20",36.736122,37.090702,36.499737,37.016285,1251394,22.311666
"2011-12-21",36.990021,37.49781,36.79303,37.462791,1630376,22.580795
"2011-12-22",37.659779,37.738575,37.278934,37.458412,1242028,22.578161
"2011-12-23",37.467171,37.97496,37.467171,37.861145,886804,22.820913
"2011-12-27",37.734196,38.163193,37.734196,37.953072,986175,22.876318
"2011-12-28",38.005604,38.036247,37.532829,37.602871,1017700,22.66523
"2011-12-29",37.791103,38.075642,37.791103,37.953072,1446711,22.876318
"2011-12-30",37.786728,38.158817,37.786728,37.948696,1277665,22.873688
"2012-01-03",38.526527,38.57906,37.99247,38.268253,2066925,23.066299
"2012-01-04",38.285763,38.417091,37.966206,38.237614,1709873,23.047831
"2012-01-05",38.093155,38.548416,38.023113,38.277008,1553849,23.071571
"2012-01-06",38.281387,38.307652,37.983715,38.176327,1164816,23.010883
"2012-01-09",38.185081,38.259499,37.791103,37.97934,1414500,22.892159
"2012-01-10",38.312031,38.688496,38.136929,38.59219,2149164,23.261553
"2012-01-11",38.59219,38.771667,38.447731,38.679741,2145052,23.314322
"2012-01-12",38.684116,38.920506,38.360184,38.368938,1261217,23.126984
"2012-01-13",38.093155,38.938015,38.088776,38.876728,2153504,23.433054
"2012-01-17",39.091228,39.235687,38.399578,38.530907,1462701,23.224609
"2012-01-18",38.557171,39.05183,38.478374,38.846085,1822951,23.414585
"2012-01-19",38.916126,39.108738,38.631588,38.732269,1335917,23.345978
"2012-01-20",38.749783,38.894238,38.32954,38.487129,1661901,23.198223
"2012-01-23",38.438976,38.94677,38.408337,38.491508,1776578,23.200869
"2012-01-24",38.333916,38.561546,38.132549,38.193836,1385945,23.021444
"2012-01-25",38.023113,38.46962,37.760464,38.368938,2267267,23.126984
"2012-01-26",38.412712,38.723515,38.364559,38.530907,1185375,23.224609
"2012-01-27",38.303272,38.303272,37.243916,37.25267,2209243,22.610851
"2012-01-30",36.950623,37.042549,36.486607,36.613552,2868521,22.222929
"2012-01-31",36.683594,36.736122,36.250217,36.403431,2940251,22.095398
"2012-02-01",35.729294,36.140781,35.70303,35.777447,3917746,21.715445
"2012-02-02",35.847488,36.031342,35.278412,35.414112,2619521,21.494917
"2012-02-03",35.247768,35.816845,35.068291,35.764313,2710897,21.707478
"2012-02-06",35.56295,35.834354,35.475399,35.777447,1512044,21.715445
"2012-02-07",35.615479,36.232708,35.510418,36.140781,1612558,21.935982
"2012-02-08",36.153915,36.215199,35.689896,35.873753,1443055,21.773905
"2012-02-09",35.873753,35.996323,35.554195,35.768692,1419983,21.710133
"2012-02-10",35.558571,35.602345,35.295921,35.462265,1361502,21.524147
"2012-02-13",35.59359,35.843109,35.541061,35.69865,1112046,21.667625
"2012-02-14",35.69865,35.786201,35.400982,35.57608,1515928,21.593224
"2012-02-15",35.624233,35.659252,35.116444,35.217125,1602963,21.375359
"2012-02-16",35.34845,36.188934,35.344074,36.05761,1750307,21.885498
"2012-02-17",36.355278,36.854317,35.926285,35.93504,2237341,21.811106
"2012-02-21",36.083874,36.499737,36.018211,36.447208,1790741,22.121971
"2012-02-22",36.197689,36.788654,36.197689,36.482227,1522553,22.143223
"2012-02-23",36.512871,36.893715,36.512871,36.841183,1324952,22.361095
"2012-02-24",36.889336,36.954998,36.644196,36.714237,1132377,22.284042
"2012-02-27",36.469093,36.67046,36.40781,36.482227,1327922,22.143223
"2012-02-28",36.460339,36.504116,35.724918,35.93066,1865441,21.808441
"2012-02-29",36.035721,36.307129,35.8256,36.1758,1910215,21.957233
"2012-03-01",36.188934,36.337769,35.94817,36.158291,1785030,21.946609
"2012-03-02",36.153915,36.416565,36.097008,36.241463,1143571,21.997091
"2012-03-05",36.110138,36.460339,36.040096,36.385921,1250481,22.084764
"2012-03-06",36.1758,36.250217,35.943794,36.132027,2296279,21.930668
"2012-03-07",36.145157,36.158291,35.917526,36.035721,1442370,21.872213
"2012-03-08",36.1758,36.337769,36.005077,36.158291,1501308,21.946609
"2012-03-09",36.215199,36.705482,36.16267,36.447208,1911129,22.121971
"2012-03-12",36.613552,37.213272,36.613552,36.985641,2021237,22.448778
"2012-03-13",37.1301,37.287689,36.968132,37.213272,1428892,22.586943
"2012-03-14",37.208897,37.331467,36.718613,36.731747,1234033,22.29467
"2012-03-15",36.740501,36.823673,36.438454,36.582909,1523009,22.204334
"2012-03-16",36.556644,36.626686,36.267731,36.267731,1949279,22.013033
"2012-03-19",36.263351,36.661705,36.258972,36.355278,1066586,22.06617
"2012-03-20",36.184555,36.333393,36.075119,36.258972,1324952,22.007715
"2012-03-21",36.219578,36.272106,36.018211,36.018211,957164,21.86158
"2012-03-22",35.8256,35.860619,35.549816,35.68552,1252537,21.659651
"2012-03-23",35.69865,36.097008,35.632988,35.974434,1075496,21.835011
"2012-03-26",36.184555,36.372787,36.066364,36.158291,1044428,21.946609
"2012-03-27",36.140781,36.202065,35.965679,36.066364,963788,21.890802
"2012-03-28",35.961304,36.145157,35.589214,35.82122,933634,21.74202
"2012-03-29",35.558571,35.891262,35.317806,35.847488,743801,21.757961
"2012-03-30",35.965679,35.991943,35.676765,35.746803,1063845,21.696848
"2012-04-02",35.615479,35.956924,35.484154,35.724918,1721295,21.683565
"2012-04-03",35.746803,35.882507,35.602345,35.851864,1502678,21.760616
"2012-04-04",35.584835,35.663631,35.414112,35.436001,1060875,21.508202
"2012-04-05",35.34845,35.606724,35.326565,35.501663,712733,21.548059
"2012-04-09",35.147083,35.479774,35.090176,35.317806,2071951,21.43646
"2012-04-10",35.317806,35.379093,34.639294,34.739975,2163327,21.085749
"2012-04-11",35.068291,35.479774,35.050777,35.256523,2369608,21.399271
"2012-04-12",35.269653,35.387848,35.011383,35.22588,1255278,21.380669
"2012-04-13",35.173351,35.527927,35.0858,35.116444,935462,21.314253
"2012-04-16",35.256523,35.260899,34.8713,35.020138,1084862,21.255795
"2012-04-17",35.173351,35.56295,34.884434,35.497288,1518669,21.545406
"2012-04-18",35.365959,35.554195,35.304676,35.427246,905765,21.50289
"2012-04-19",35.396603,35.624233,35.230255,35.431622,847512,21.505543
"2012-04-20",35.519173,36.469093,35.519173,36.258972,1937171,22.007715
"2012-04-23",35.895641,35.996323,35.536682,35.974434,1655505,21.835011
"2012-04-24",35.94817,36.197689,35.917526,36.197689,1270355,21.970522
"2012-04-25",36.464718,36.985641,36.390301,36.928734,1446711,22.414236
"2012-04-26",36.77552,37.296444,36.53038,37.191383,1276523,22.73807
"2012-04-27",37.388374,37.62476,37.208897,37.423393,1127808,22.879913
"2012-04-30",37.397129,37.848015,37.322712,37.598495,1177151,22.986971
"2012-05-01",37.668533,38.320786,37.602871,37.988094,957392,23.225168
"2012-05-02",37.646648,38.377693,37.305199,37.909298,2133173,23.176991
"2012-05-03",37.883034,38.403957,37.865524,37.900543,1128950,23.171638
"2012-05-04",37.664158,38.049377,37.651024,37.918053,1058819,23.182335
"2012-05-07",37.891788,38.023113,37.664158,37.795483,1192457,23.107405
"2012-05-08",37.602871,37.769218,37.25267,37.559097,1426151,22.962883
"2012-05-09",37.25267,37.721066,37.138855,37.318333,1395312,22.815681
"2012-05-10",37.576607,38.10191,37.48468,37.961826,1287945,23.209103
"2012-05-11",37.799858,38.171947,37.777973,37.843636,803652,23.136839
"2012-05-14",37.554718,37.646648,36.933113,37.038174,1097426,22.644402
"2012-05-15",37.095081,37.458412,36.788654,36.928734,847969,22.577494
"2012-05-16",37.02066,37.169498,36.814919,36.88496,976353,22.550734
"2012-05-17",36.863071,36.968132,35.970058,35.970058,1313758,21.991381
"2012-05-18",36.040096,36.403431,35.501663,35.707409,2530430,21.830793
"2012-05-21",35.742428,36.600422,35.632988,36.574154,1280406,22.360701
"2012-05-22",36.696728,36.998775,36.390301,36.849937,1262359,22.529318
"2012-05-23",36.727367,36.727367,35.851864,36.250217,1978290,22.162663
"2012-05-24",36.333393,36.788654,36.267731,36.622307,1607532,22.39015
"2012-05-25",36.679214,36.749256,36.473473,36.596043,508736,22.374088
"2012-05-29",36.758011,37.077572,36.67046,37.073193,908963,22.665808
"2012-05-30",36.762386,37.151985,36.412186,36.42532,1327693,22.269712
"2012-05-31",36.42094,36.701103,36.031342,36.329014,1505191,22.210833
"2012-06-01",35.869373,36.022587,34.85817,34.932587,3913406,21.357079
"2012-06-04",34.8713,35.186481,34.424793,34.573631,2148707,21.137629
"2012-06-05",34.617405,35.212746,34.433548,35.160217,1726550,21.496254
"2012-06-06",35.326565,36.1758,35.2215,36.1758,1764356,22.117163
"2012-06-07",36.744877,36.823673,36.044476,36.1758,1506105,22.117163
"2012-06-08",36.044476,36.210819,35.738049,36.140781,1313873,22.095755
"2012-06-11",36.342148,36.499737,36.000702,36.061985,1069785,22.047583
"2012-06-12",36.07074,36.832428,35.878132,36.814919,1903819,22.507902
"2012-06-13",36.744877,37.033794,36.631062,36.806164,1294227,22.50255
"2012-06-14",36.90247,37.173874,36.648575,37.086327,1408447,22.673838
"2012-06-15",37.37524,37.786728,37.138855,37.567852,1784345,22.968233
"2012-06-18",37.532829,38.075642,37.39275,38.023113,1232776,23.246571
"2012-06-19",38.180702,38.767292,37.996849,38.504639,1575779,23.540962
"2012-06-20",38.45211,39.047451,37.909298,38.110664,1656990,23.300097
"2012-06-21",38.110664,38.259499,37.00753,37.042549,1427179,22.647076
"2012-06-22",37.182629,37.348976,36.814919,37.287689,4375083,22.796946
"2012-06-25",36.893715,36.998775,36.140781,36.377167,1631633,22.240276
"2012-06-26",36.394676,36.526001,35.834354,36.105762,2010615,22.074343
"2012-06-27",36.114517,36.517246,36.000702,36.350903,1383547,22.224218
"2012-06-28",36.158291,36.394676,35.781826,36.377167,1041572,22.240276
"2012-06-29",36.88496,37.14761,36.613552,37.042549,1518326,22.647076
"2012-07-02",37.278934,37.410259,36.797409,37.410259,969385,22.871885
"2012-07-03",37.471546,37.85677,37.348976,37.646648,512277,23.016409
"2012-07-05",37.427773,37.769218,37.340221,37.567852,881322,22.968233
"2012-07-06",37.165119,37.602871,37.095081,37.454037,790631,22.898649
"2012-07-09",37.296444,37.37524,37.1301,37.296444,798512,22.802301
"2012-07-10",37.313957,37.725441,36.893715,36.998775,897541,22.62031
"2012-07-11",37.016285,37.296444,36.814919,37.060059,1176580,22.657774
"2012-07-12",37.27018,37.74295,37.095081,37.585361,1479492,22.978943
"2012-07-13",37.602871,38.128174,37.594116,37.900543,1080750,23.171638
"2012-07-16",37.795483,38.294518,37.716686,38.005604,813361,23.23587
"2012-07-17",38.171947,38.434601,37.953072,38.390823,883606,23.47138
"2012-07-18",38.189461,38.618458,38.189461,38.522148,905879,23.551674
"2012-07-19",38.504639,38.767292,37.961826,38.609699,1290001,23.605198
"2012-07-20",38.32954,38.889862,38.32954,38.57468,992115,23.58379
"2012-07-23",38.408337,38.565926,37.926807,38.478374,1105992,23.524914
"2012-07-24",38.434601,38.513393,37.471546,37.961826,1321982,23.209103
"2012-07-25",38.10191,38.303272,37.672913,37.751705,1018043,23.080633
"2012-07-26",38.399578,38.565926,38.031868,38.171947,954651,23.337564
"2012-07-27",38.34705,39.9142,38.34705,39.677814,2706100,24.258223
"2012-07-30",39.616531,40.220627,39.581509,39.704079,1875378,24.274282
"2012-07-31",39.634041,39.747856,38.854843,38.968658,1613929,23.824657
"2012-08-01",38.732269,40.334442,36.701103,39.117493,2333400,23.915651
"2012-08-02",38.294518,38.776047,37.953072,38.557171,1871266,23.748487
"2012-08-03",39.187534,39.248817,38.994923,39.152512,903023,24.115183
"2012-08-06",39.345123,39.65155,39.047451,39.388901,992572,24.260775
"2012-08-07",39.572754,39.826649,39.187534,39.248817,1293313,24.17449
"2012-08-08",39.038696,39.292591,38.977413,39.082474,1267499,24.072039
"2012-08-09",38.933636,39.257572,38.907372,39.091228,916616,24.077429
"2012-08-10",38.94239,39.380142,38.635967,39.17878,910448,24.131351
"2012-08-13",39.082474,39.310104,38.811066,38.907372,817815,23.964188
"2012-08-14",38.959904,39.161266,38.706005,38.846085,952481,23.926435
"2012-08-15",38.916126,39.091228,38.706005,38.846085,930550,23.926435
"2012-08-16",38.959904,39.117493,38.776047,38.986168,920271,24.01272
"2012-08-17",39.099983,39.248817,38.513393,38.784801,2569379,23.888695
"2012-08-20",38.811066,39.073715,38.732269,38.872353,1178294,23.942621
"2012-08-21",38.881107,39.380142,38.83733,38.959904,1389144,23.996542
"2012-08-22",38.854843,39.06496,38.741028,38.951145,787661,23.991146
"2012-08-23",38.828575,38.951145,38.679741,38.811066,1107249,23.904873
"2012-08-24",38.706005,39.196289,38.627213,39.038696,845342,24.045074
"2012-08-27",39.012432,39.275082,38.907372,39.108738,672413,24.088209
"2012-08-28",38.968658,39.152512,38.907372,38.933636,1044085,23.98036
"2012-08-29",38.994923,39.388901,38.881107,39.17878,1111361,24.131351
"2012-08-30",38.994923,39.143757,38.916126,38.959904,1203993,23.996542
"2012-08-31",39.205044,39.266327,38.749783,38.986168,1336602,24.01272
"2012-09-04",38.977413,39.458939,38.863598,39.397655,1025467,24.266171
"2012-09-05",39.493958,39.493958,39.205044,39.292591,796685,24.201452
"2012-09-06",39.467693,39.905445,39.353878,39.905445,968129,24.578922
"2012-09-07",39.922955,40.098057,39.817894,40.054279,933520,24.670599
"2012-09-10",40.194363,40.457012,40.054279,40.185608,1141857,24.751484
"2012-09-11",40.246891,40.404484,40.080547,40.404484,1102451,24.886305
"2012-09-12",40.483276,40.588337,40.281914,40.544563,812790,24.97257
"2012-09-13",40.527054,41.183681,40.430748,41.11364,864874,25.323088
"2012-09-14",41.087376,41.46384,40.999825,41.227455,1082006,25.393192
"2012-09-17",41.078621,41.253719,40.999825,41.131149,740831,25.333872
"2012-09-18",41.131149,41.183681,40.921028,40.938541,676639,25.215242
"2012-09-19",40.964806,41.192436,40.842236,41.069866,604909,25.296122
"2012-09-20",40.833481,41.148659,40.833481,41.131149,839631,25.333872
"2012-09-21",41.367535,41.586411,41.227455,41.244965,1085661,25.403973
"2012-09-24",41.201191,41.980389,41.11364,41.857819,1207077,25.781456
"2012-09-25",42.383121,43.214848,41.23621,41.244965,1793711,25.403973
"2012-09-26",41.323761,42.111713,41.297497,41.849064,1301651,25.776056
"2012-09-27",41.936615,42.146732,41.595165,42.05043,798398,25.900084
"2012-09-28",41.866573,42.383121,41.752758,42.29557,875154,26.051073
"2012-10-01",42.400631,42.400631,41.971634,42.094204,756822,25.92705
"2012-10-02",42.234283,42.453159,41.866573,42.111713,1176466,25.937832
"2012-10-03",42.19051,42.759586,42.146732,42.750832,1395540,26.331493
"2012-10-04",42.908421,43.477501,42.890911,42.995972,1096055,26.482475
"2012-10-05",43.162319,43.591316,43.039749,43.241116,944028,26.633463
"2012-10-08",43.179829,43.24987,42.742077,42.960953,622499,26.460903
"2012-10-09",42.987217,43.276134,42.54071,42.619507,851510,26.250599
"2012-10-10",42.637016,42.803364,41.989143,42.076694,1126095,25.916254
"2012-10-11",42.348099,42.348099,41.971634,41.980389,821013,25.856941
"2012-10-12",42.137978,42.339344,41.665207,41.849064,546314,25.776056
"2012-10-15",41.831554,41.936615,41.455086,41.884083,580809,25.79763
"2012-10-16",42.024162,42.29557,41.901592,42.269306,601597,26.034899
"2012-10-17",42.41814,42.890911,42.400631,42.803364,784006,26.363842
"2012-10-18",42.768341,42.794605,42.260551,42.383121,599084,26.104998
"2012-10-19",42.365608,42.645771,41.621433,41.691471,906678,25.678991
"2012-10-22",41.490108,41.840309,41.157417,41.279987,1146769,25.42555
"2012-10-23",40.97356,41.201191,40.474522,40.97356,1025239,25.236809
"2012-10-24",41.061111,41.630188,40.999825,41.315006,1166415,25.447113
"2012-10-25",41.481354,41.814041,41.131149,41.367535,925982,25.479475
"2012-10-26",41.323761,41.411312,41.008579,41.271233,745514,25.420158
"2012-10-31",41.481354,42.628262,41.09613,41.411312,1134890,25.506435
"2012-11-01",41.393803,41.586411,40.85099,40.947296,1433118,25.397831
"2012-11-02",41.209946,41.376289,39.975487,40.001751,1411188,24.811348
"2012-11-05",39.949223,40.316933,39.563999,39.704079,1264758,24.626719
"2012-11-06",39.686569,40.421993,39.66906,40.098057,1324724,24.871086
"2012-11-07",39.809139,39.9142,39.231308,39.607773,1303022,24.566982
"2012-11-08",39.493958,39.817894,39.073715,39.073715,985262,24.235725
"2012-11-09",38.846085,39.686569,38.670986,39.327614,1485431,24.393215
"2012-11-12",39.275082,39.493958,38.670986,38.679741,758078,23.991362
"2012-11-13",38.478374,39.397655,38.373314,38.977413,1034376,24.175997
"2012-11-14",39.06496,39.485203,38.916126,39.047451,1469669,24.219439
"2012-11-15",39.108738,39.248817,38.46962,39.091228,1474123,24.246593
"2012-11-16",39.126247,39.975487,38.71476,39.975487,3342991,24.795057
"2012-11-19",40.238136,40.492031,40.045525,40.185608,1164130,24.925381
"2012-11-20",40.211872,40.343197,39.984241,40.308178,1043400,25.001415
"2012-11-21",40.448257,40.518299,39.957977,40.273155,894799,24.979689
"2012-11-23",40.334442,40.509544,39.966732,40.255646,569387,24.968822
"2012-11-26",40.14183,40.702152,40.063038,40.211872,919014,24.941677
"2012-11-27",40.220627,40.395729,39.852917,39.905445,1455391,24.751612
"2012-11-28",39.660305,39.660305,38.71476,39.292591,2332715,24.371487
"2012-11-29",39.318859,39.415165,38.45211,38.846085,2290682,24.094536
"2012-11-30",38.872353,39.380142,38.653477,39.283836,2507243,24.366066
"2012-12-03",39.388901,39.695324,39.003677,39.082474,1354192,24.241161
"2012-12-04",38.994923,39.283836,38.71476,39.003677,1345283,24.192293
"2012-12-05",39.029942,39.161266,38.45211,38.881107,1861329,24.116262
"2012-12-06",38.907372,39.108738,38.171947,38.233234,1812557,23.714417
"2012-12-07",38.250744,38.513393,37.436527,37.646648,2529745,23.350574
"2012-12-10",37.734196,37.944317,37.602871,37.602871,1546767,23.323425
"2012-12-11",37.646648,38.382069,37.646648,38.250744,2003076,23.725273
"2012-12-12",38.32954,38.662231,38.119419,38.163193,1448538,23.670965
"2012-12-13",38.154438,38.408337,37.629135,37.795483,1647852,23.4429
"2012-12-14",37.62038,37.830502,37.524075,37.559097,1170869,23.296278
"2012-12-17",37.611626,38.294518,37.611626,38.277008,1815070,23.741564
"2012-12-18",38.320786,38.83733,38.031868,38.10191,3415635,23.632959
"2012-12-19",38.198215,38.522148,37.961826,38.040623,2045338,23.594948
"2012-12-20",38.049377,38.46962,37.848015,38.390823,2060072,23.812159
"2012-12-21",38.670986,38.670986,37.49781,38.005604,6615965,23.573229
"2012-12-24",37.909298,38.023113,37.646648,37.85677,518673,23.480907
"2012-12-26",37.883034,37.909298,37.077572,37.121346,1921752,23.024757
"2012-12-27",37.077572,37.322712,36.499737,36.911224,1872294,22.894426
"2012-12-28",36.701103,37.165119,36.263351,36.832428,1494797,22.845554
"2012-12-31",36.718613,37.489056,36.613552,37.427773,1784116,23.214823
