"dates","SPG.Open","SPG.High","SPG.Low","SPG.Close","SPG.Volume","SPG.Adjusted"
"2011-06-29",107.789276,109.078079,107.290688,108.880524,1346290,74.557411
"2011-06-30",108.993416,109.670746,108.099716,109.341484,1918396,74.873047
"2011-07-01",109.1063,111.646286,109.021637,111.542801,1647331,76.38044
"2011-07-05",111.523987,112.408279,110.912514,112.173096,1653071,76.812042
"2011-07-06",111.712135,113.254936,111.345245,113.104424,1730670,77.449783
"2011-07-07",113.904045,114.487297,113.245529,114.374413,1687619,78.319412
"2011-07-08",113.170273,114.16745,112.455315,113.988708,1263801,78.055321
"2011-07-11",112.756348,113.085609,111.853249,112.097839,1254340,76.760513
"2011-07-12",111.571022,113.715897,111.571022,112.182503,1355644,76.818474
"2011-07-13",112.521164,112.982124,111.157104,111.175919,1531464,76.129189
"2011-07-14",111.646286,111.947319,110.225777,110.555031,1211076,75.704048
"2011-07-15",110.903107,111.787392,110.141113,111.749763,1337679,76.522171
"2011-07-18",111.552208,111.618065,109.830666,110.874886,1376585,75.92308
"2011-07-19",111.317024,113.27375,111.053619,113.104424,1765430,77.449783
"2011-07-20",113.819382,113.819382,112.690498,113.358421,1348097,77.623711
"2011-07-21",114.092194,114.713074,113.471306,114.082787,1563886,78.119713
"2011-07-22",114.205078,114.835373,113.499527,114.62841,1027283,78.493332
"2011-07-25",113.170273,113.969894,112.718719,113.3302,1179824,77.604378
"2011-07-26",113.603012,116.161804,113.142052,115.136406,1790730,78.841194
"2011-07-27",114.609596,115.042336,111.984947,112.144875,2020550,76.792717
"2011-07-28",112.398872,114.543747,111.326431,113.49012,1600028,77.71389
"2011-07-29",112.521164,113.508934,111.110069,113.367828,2224540,77.630135
"2011-08-01",114.600189,115.399811,111.627472,112.643463,2484337,77.13414
"2011-08-02",111.843842,112.492943,108.918159,108.927567,2546098,74.589622
"2011-08-03",108.86171,109.096893,105.634995,108.570084,2029480,74.344803
"2011-08-04",107.253059,107.742241,104.111008,104.327377,3472927,71.439552
"2011-08-05",105.653809,105.68203,100.545624,102.389465,3590708,70.112564
"2011-08-08",99.510818,100.98777,93.697083,93.828789,5508466,64.250519
"2011-08-09",95.221069,104.637817,94.045158,104.496704,6481749,71.555527
"2011-08-10",101.580437,106.349953,100.489182,101.495766,5127274,69.500595
"2011-08-11",101.777985,109.670746,101.561615,107.742241,4905320,73.777954
"2011-08-12",108.372528,110.065849,106.566322,107.488243,2170859,73.604042
"2011-08-15",107.930389,109.2286,107.224838,109.153343,2560873,75.271233
"2011-08-16",107.262466,110.827843,106.425209,110.301033,3354190,76.062683
"2011-08-17",111.063026,111.834435,109.727188,110.611481,2398660,76.276741
"2011-08-18",107.422386,108.250237,104.769524,106.030106,4287504,73.117485
"2011-08-19",104.957664,107.064911,103.480713,103.725304,3322300,71.52813
"2011-08-22",105.973656,105.973656,102.784569,103.922859,2398766,71.66433
"2011-08-23",104.045158,106.961433,103.480713,106.923798,1866947,73.733757
"2011-08-24",106.566322,109.078079,105.691437,108.607712,2332647,74.894966
"2011-08-25",109.285042,110.733772,105.409218,106.622765,2450640,73.526161
"2011-08-26",106.105362,108.55127,103.461899,108.3349,2351888,74.706841
"2011-08-29",109.755409,110.385704,108.193794,110.272812,2062752,76.043213
"2011-08-30",109.868294,110.385704,107.986832,109.435562,2188717,75.465858
"2011-08-31",110.037628,110.978363,108.777046,110.536217,2642937,76.224854
"2011-09-01",110.884293,111.890877,109.858887,110.498589,2668449,76.198906
"2011-09-02",107.968018,109.586075,107.507057,107.798683,2185209,74.337059
"2011-09-06",104.93885,110.028221,104.553154,109.256821,2917404,75.342583
"2011-09-07",111.194733,112.398872,109.303856,112.304794,3230032,77.444466
"2011-09-08",111.777985,112.878647,110.667923,111.674507,1855573,77.009827
"2011-09-09",110.21637,111.166512,107.478836,108.974602,2536212,75.14798
"2011-09-12",107.300095,109.275635,106.538101,109.181564,2344021,75.290718
"2011-09-13",109.416748,109.698967,107.525871,109.454376,2409396,75.478828
"2011-09-14",110.103477,110.357475,107.638756,109.595482,2269930,75.576111
"2011-09-15",110.423332,112.060204,109.727188,112.022575,2674614,77.24984
"2011-09-16",112.257759,113.603012,110.564438,113.546562,2978420,78.300774
"2011-09-19",111.618065,112.925682,110.978363,111.787392,2226772,77.087662
"2011-09-20",112.333023,113.998116,111.392288,112.492943,1931471,77.574211
"2011-09-21",112.803391,113.047974,105.362183,105.83255,3575613,72.981247
"2011-09-22",103.527756,106.114769,102.803391,104.252113,4510415,71.891388
"2011-09-23",103.292564,106.707436,102.549393,106.030106,2862659,73.117485
"2011-09-26",106.331139,106.933205,104.581375,106.773285,2681630,73.629982
"2011-09-27",108.494827,109.350891,106.161804,106.867355,2458825,73.694839
"2011-09-28",107.111946,107.798683,104.487297,104.675446,2447239,72.183304
"2011-09-29",106.566322,106.773285,104.412041,105.907806,2064771,73.03315
"2011-09-30",104.600189,106.679207,103.424271,103.461899,3697114,71.346458
"2011-10-03",102.596428,105.550331,100.178741,100.188148,5539931,69.088905
"2011-10-04",98.86171,104.515518,97.196609,104.223892,4996100,71.871933
"2011-10-05",103.800568,104.01693,99.84948,102.916275,4149952,70.970192
"2011-10-06",102.756348,106.039513,100.968956,105.888992,2826517,73.020172
"2011-10-07",106.434616,106.72625,102.897461,103.010345,2700445,71.03508
"2011-10-10",105.174034,107.883347,104.891815,107.80809,2481042,74.343582
"2011-10-11",106.999062,107.704613,105.418625,106.152397,1882360,73.201828
"2011-10-12",106.886169,109.576668,106.039513,108.400749,2118665,74.752266
"2011-10-13",107.507057,107.572906,105.202255,106.481659,1658705,73.428864
"2011-10-14",107.629349,109.32267,107.234245,109.021637,1445786,75.180412
"2011-10-17",108.560677,108.777046,106.077141,106.246475,2143433,73.266693
"2011-10-18",106.622765,110.67733,106.274696,110.263405,2257281,76.03672
"2011-10-19",110.244591,110.7714,108.306679,108.711197,2211572,74.966339
"2011-10-20",108.541862,110.009407,107.055504,109.821259,1849726,75.731819
"2011-10-21",111.269989,113.603012,110.319847,113.546562,3050172,78.300774
"2011-10-24",113.471306,115.954842,112.634056,115.587959,2569590,79.708496
"2011-10-25",114.788338,115.964249,113.659454,113.932266,2251966,78.56675
"2011-10-26",114.553154,116.895576,114.233299,116.265289,2327757,80.175575
"2011-10-27",118.513641,122.389465,118.080902,121.44873,2987774,83.750038
"2011-10-28",119.924744,121.825027,119.435562,121.759171,2303202,83.964134
"2011-10-31",120.065849,122.144875,119.755409,120.827843,2339450,83.321861
"2011-11-01",117.71402,121.683914,116.848541,117.920975,3507050,81.317337
"2011-11-02",119.915337,120.865479,117.4412,120.112885,2197221,82.82885
"2011-11-03",120.7714,122.19191,118.381935,121.730949,2108673,83.944649
"2011-11-04",120.818436,121.523987,118.447792,121.20414,1520090,83.581375
"2011-11-07",121.307617,122.925682,120,122.097839,1111579,84.197647
"2011-11-08",122.539978,123.433678,119.811852,123.047974,1803486,84.852875
"2011-11-09",120.733772,120.884293,117.403572,117.770462,2515164,81.213531
"2011-11-10",119.53904,119.661339,117.187202,118.381935,1451633,81.635201
"2011-11-11",120.065849,120.639702,118.570084,120.385704,1964424,83.016968
"2011-11-14",118.936974,119.529633,116.82032,117.582314,1604492,81.658104
"2011-11-15",117.356537,119.774223,117.102539,118.79586,1642654,82.500839
"2011-11-16",117.87394,118.908752,116.396988,116.50988,1630536,80.9133
"2011-11-17",116.255882,116.754471,114.186264,114.873001,1702501,79.776527
"2011-11-18",115.644402,116.199432,114.252113,115.907806,1519346,80.495186
"2011-11-21",113.3302,114.69426,112.022575,112.417686,1751186,78.071365
"2011-11-22",112.088432,113.038567,110.921921,112.041389,1266033,77.810051
"2011-11-23",110.809029,111.053619,108.852303,108.918159,1642441,75.641037
"2011-11-25",108.777046,111.51458,108.381935,109.435562,826057,76.000343
"2011-11-28",112.728127,112.991531,110.432739,111.523987,1939444,77.450706
"2011-11-29",111.890877,112.417686,111.185326,112.116653,1525937,77.86232
"2011-11-30",115.625587,117.234245,114.101601,116.97084,3091629,81.233414
"2011-12-01",116.491066,116.810913,114.816559,115.710251,1349160,80.357956
"2011-12-02",116.914391,117.591721,115.428032,115.52211,1700694,80.227333
"2011-12-05",116.848541,117.064911,114.901222,115.68203,1648182,80.338371
"2011-12-06",115.644402,116.039513,114.713074,115.559738,1329175,80.253433
"2011-12-07",114.882408,117.300095,114.280342,116.933205,1286762,81.207298
"2011-12-08",115.954842,116.124176,113.922859,114.299156,1483523,79.377968
"2011-12-09",114.995293,117.648163,114.506119,116.933205,1816029,81.207298
"2011-12-12",115.92662,115.936028,113.527756,114.53434,1747359,79.541336
"2011-12-13",115.286926,115.898399,112.587021,113.396049,1614166,78.750824
"2011-12-14",112.982124,114.769524,112.539978,113.367828,1756714,78.862076
"2011-12-15",114.440262,115.964249,113.875824,115.004707,1429310,80.000725
"2011-12-16",116.133583,117.563499,115.352776,116.030106,2416305,80.71402
"2011-12-19",116.660393,117.544685,115.776108,115.954842,1450038,80.661667
"2011-12-20",117.535278,120.009407,117.422386,119.736595,2004393,83.292374
"2011-12-21",119.379112,120.263405,118.381935,120.075256,1629792,83.527946
"2011-12-22",120.52681,121.815613,120.188148,121.411102,2447132,84.457199
"2011-12-23",121.730949,122.587021,121.251175,122.539978,947452,85.242485
"2011-12-27",122.615242,124.101601,121.872063,123.236122,1333959,85.726746
"2011-12-28",123.725304,123.725304,121.326431,121.382881,1200340,84.437576
"2011-12-29",121.382881,122.765755,121.128883,122.135468,1279746,84.961105
"2011-12-30",122.50235,122.96331,121.29821,121.29821,1083197,84.37867
"2012-01-03",123.424271,124.449669,120.141113,121.712135,2272163,84.666611
"2012-01-04",120.790215,121.44873,119.435562,119.604889,1672843,83.200752
"2012-01-05",119.341484,121.467545,119.031044,120.235184,2244206,83.639214
"2012-01-06",120.21637,120.630295,119.16275,119.303856,1792643,82.991371
"2012-01-09",118.927567,119.981186,118.786453,119.209785,1225320,82.925919
"2012-01-10",120.244591,120.931328,119.774223,119.924744,1458011,83.423248
"2012-01-11",119.266228,120.67733,119.115707,120.451553,1226277,83.789719
"2012-01-12",121.025398,121.053619,118.48542,119.482597,1462688,83.115677
"2012-01-13",118.3349,119.407341,118.090309,119.397926,1258273,83.056778
"2012-01-17",119.47319,121.35466,119.47319,120.602074,1403160,83.894417
"2012-01-18",120.686737,121.589844,120.348068,120.865479,1420168,84.077667
"2012-01-19",121.13829,123.734711,120.705551,123.443085,2206150,85.87072
"2012-01-20",123.574791,124.082787,122.756348,123.85701,2411734,86.158676
"2012-01-23",123.838196,124.760117,123.076202,123.828789,1201722,86.139015
"2012-01-24",123.311386,125.813736,123.066795,125.813736,1663808,87.519821
"2012-01-25",125.399811,127.80809,124.995293,127.751648,1907554,88.867882
"2012-01-26",128.212601,129.153336,127.412979,128.438385,1608851,89.345612
"2012-01-27",128.156158,128.899338,127.337723,128.588898,1374991,89.450279
"2012-01-30",127.65757,127.949203,126.622765,127.478836,1274962,88.678116
"2012-01-31",127.883347,128.165573,126.72625,127.80809,2205831,88.907143
"2012-02-01",128.701782,129.247406,127.544685,128.410156,1411877,89.325943
"2012-02-02",128.447784,129.557861,127.610535,129.303864,1417829,89.94767
"2012-02-03",130.714951,131.35466,128.767639,130.507996,1840266,90.785294
"2012-02-06",130.244598,130.31044,128.504227,129.369705,1247856,89.993462
"2012-02-07",129.087494,129.717773,128.720596,129.332077,1411133,89.967285
"2012-02-08",129.17215,129.952957,128.099716,129.48259,1155587,90.071953
"2012-02-09",129.407333,130.103485,127.648163,129.727188,1341825,90.242126
"2012-02-10",128.3255,129.313263,127.676392,128.654755,1574516,89.496117
"2012-02-13",129.238007,129.313263,128.052689,128.767639,821486,90.201218
"2012-02-14",128.372528,128.419571,126.933205,127.732834,976259,89.476341
"2012-02-15",128.203201,128.908752,127.375351,128.005646,1063000,89.667465
"2012-02-16",128.005646,130.009399,127.892754,129.755402,1635107,90.893166
"2012-02-17",130,130.272812,128.73941,129.59549,1206930,90.781128
"2012-02-21",129.915329,130.103485,126.810913,127.761055,1459499,89.496109
"2012-02-22",127.535278,128.184387,126.453438,126.904984,987208,88.896446
"2012-02-23",126.999062,127.742241,126.378174,127.723427,1201934,89.469757
"2012-02-24",128.127945,129.200378,127.027283,128.560684,856140,90.056236
"2012-02-27",127.394165,129.125122,126.735657,128.711197,928318,90.161674
"2012-02-28",128.927567,129.444962,127.751648,128.222015,1077244,89.819
"2012-02-29",128.570084,129.586075,127.187202,127.450607,1356388,89.278641
"2012-03-01",127.732834,128.457199,127.187202,128.316086,971795,89.884911
"2012-03-02",128.504227,129.37912,128.297272,129.115707,1032173,90.44503
"2012-03-05",129.134521,130.253998,128.419571,130.206955,1213840,91.20945
"2012-03-06",129.200378,130,128.523041,128.635941,1417192,90.108963
"2012-03-07",129.557861,130.131699,128.02446,130.028229,1219048,91.084244
"2012-03-08",129.576675,130.112885,127.215431,130.047043,2344872,91.097443
"2012-03-09",128.927567,129.106308,128.306686,128.363129,4735452,89.917862
"2012-03-12",128.814682,131.6651,128.353714,130.903107,3462829,91.697098
"2012-03-13",132.107239,133.245529,131.063034,132.59642,2516865,92.883278
"2012-03-14",132.746948,133.480713,131.702728,132.756348,1502763,92.995293
"2012-03-15",133.142044,133.480713,132.276581,132.831604,1837396,93.048019
"2012-03-16",133.104416,133.706497,132.59642,133.490128,5181594,93.509285
"2012-03-19",133.254944,135.465668,132.953903,135.070557,1848344,94.616394
"2012-03-20",134.252121,135.475067,133.979309,134.9953,1525618,94.56369
"2012-03-21",135.117599,136.302917,134.647232,135.672623,1521578,95.038147
"2012-03-22",134.778931,134.778931,133.292572,134.308563,1904365,94.082619
"2012-03-23",134.703674,135.813736,133.866409,135.108185,1335234,94.642738
"2012-03-26",136.302917,136.500473,134.976486,135.973663,1595882,95.249008
"2012-03-27",136.237061,137.365952,135.484482,136.04892,1136772,95.301727
"2012-03-28",135.456253,136.528687,133.885223,135.729065,1647969,95.077682
"2012-03-29",135.183441,136.321732,134.355591,136.152405,1392105,95.374199
"2012-03-30",137.017868,137.666977,135.917221,137.046097,1857911,96.000244
"2012-04-02",137.196609,138.363129,136.735657,138.231415,1534653,96.830574
"2012-04-03",137.798676,138.419571,137.168396,137.911575,978066,96.606506
"2012-04-04",136.688614,137.732834,135.813736,137.027283,1590035,95.987091
"2012-04-05",136.782684,137.732834,136.14299,137.149582,1154099,96.072762
"2012-04-09",135.446854,136.942612,134.562561,136.077133,1193749,95.321495
"2012-04-10",136.208847,137.168396,133.170273,133.3302,1407731,93.397278
"2012-04-11",134.562561,135.164627,133.744125,134.863586,1245517,94.471397
"2012-04-12",135.014114,137.09314,133.791153,137.09314,1196300,96.033218
"2012-04-13",136.641586,137.224838,135.936035,136.161804,1134965,95.380814
"2012-04-16",136.87677,139.830673,136.45343,139.830673,2587555,97.950836
"2012-04-17",140.272812,141.175919,138.899338,140.658508,1751186,98.530716
"2012-04-18",139.990601,140.968964,139.708374,140.188141,1045992,98.201241
"2012-04-19",140.395111,140.573853,138.560684,139.285049,1028240,97.568626
"2012-04-20",139.332077,141.843842,139.332077,141.213547,1571539,98.91954
"2012-04-23",140.09407,140.611481,138.381943,139.811859,1627453,97.937653
"2012-04-24",140.103485,141.984955,139.840073,141.928497,1470129,99.420334
"2012-04-25",143.151459,143.65004,142.088425,143.631226,1404329,100.613083
"2012-04-26",143.593597,143.866409,142.568207,143.170273,1754056,100.290222
"2012-04-27",145.070557,146.679214,144.440262,146.124176,1933066,102.359413
"2012-04-30",146.227661,146.509872,144.797745,146.378174,1390510,102.537323
"2012-05-01",146.378174,149.200378,146.095963,148.240829,1645205,103.842117
"2012-05-02",147.770462,148.3255,146.35936,147.685791,1456523,103.453308
"2012-05-03",147.732834,148.146759,146.246475,146.293503,1565055,102.478012
"2012-05-04",145.823135,146.246475,144.449677,145.051743,1499574,101.608185
"2012-05-07",144.289749,146.396988,144.07338,145.879593,1034831,102.188095
"2012-05-08",145.09877,146.35936,144.760117,146.199432,1197576,102.412132
"2012-05-09",144.929443,147.158981,144.760117,145.550323,1345014,101.95742
"2012-05-10",146.820313,146.820313,145.164627,145.747879,922259,102.095795
"2012-05-11",145.390411,147.130768,144.68486,146.829727,1176103,102.853645
"2012-05-14",145.83255,147.695206,145.30574,145.30574,1884274,101.78611
"2012-05-15",144.854187,145.079956,143.245529,144.186264,1404542,101.660057
"2012-05-16",145.061142,145.126999,141.128876,141.429916,2060413,99.716667
"2012-05-17",141.204132,141.608658,137.629349,137.629349,1880234,97.037064
"2012-05-18",137.996231,138.946381,135.399811,135.785507,2168095,95.737045
"2012-05-21",136.152405,138.946381,136.14299,138.730011,1380731,97.81308
"2012-05-22",139.031036,140.075256,138.287872,139.021637,1054071,98.018692
"2012-05-23",138.363129,139.285049,136.378174,139.143936,1055559,98.104942
"2012-05-24",139.510818,140.40451,138.222015,140.197556,968499,98.847778
"2012-05-25",140.047043,140.903107,138.833496,139.341492,841896,98.244217
"2012-05-29",139.78363,141.420502,139.604889,141.26059,1150804,99.597282
"2012-05-30",140.235184,140.235184,137.478836,137.516464,1708985,96.957458
"2012-05-31",137.516464,140.084671,136.058319,138.777039,2197221,97.846222
"2012-06-01",136.058319,137.742233,134.713074,135.0047,1700694,95.186516
"2012-06-04",135.286926,135.663223,133.659454,134.835373,1736836,95.067123
"2012-06-05",134.449677,137.977417,133.781754,137.49765,1465983,96.944176
"2012-06-06",138.974594,140.31044,137.365952,140.282227,1627134,98.907501
"2012-06-07",139.661331,141.740356,139.557861,139.971771,947771,98.688614
"2012-06-08",139.924744,141.683914,139.670746,141.683914,940330,99.895775
"2012-06-11",142.643463,142.681091,138.748825,138.965195,1543157,97.978897
"2012-06-12",138.165573,140.197556,137.751648,140.197556,1106689,98.847778
"2012-06-13",139.501404,140.545624,138.080902,138.588898,1297179,97.713577
"2012-06-14",138.927567,140.169327,138.438385,139.463776,1766493,98.330437
"2012-06-15",140.385696,140.630295,138.692383,140.31044,2210083,98.927383
"2012-06-18",139.90593,141.523987,139.332077,140.460953,1469385,99.033524
"2012-06-19",140.987762,142.878647,140.536224,142.28598,1385727,100.320251
"2012-06-20",142.483536,143.734711,141.97554,143.254944,1590461,101.003418
"2012-06-21",143.809967,143.885223,140.338669,140.649109,1338636,99.166176
"2012-06-22",141.702728,141.862656,140.056442,141.279404,1821025,99.610542
"2012-06-25",140.498596,141.618057,139.68956,141.034805,926511,99.438087
"2012-06-26",140.987762,142.605835,140.884293,141.552216,1031642,99.802895
"2012-06-27",141.712128,142.521164,140.978363,142.041397,956806,100.147812
"2012-06-28",141.35466,142.935089,140.630295,142.70932,900893,100.618736
"2012-06-29",145.569138,146.491058,144.534332,146.434616,1568350,103.245308
"2012-07-02",147.375351,148.711197,146.45343,148.711197,1571752,104.850426
"2012-07-03",148.805267,149.896515,148.438385,149.115707,850613,105.135612
"2012-07-05",148.720596,148.936966,147.09314,147.544678,1005492,104.027962
"2012-07-06",146.312317,148.438385,146.190033,148.071503,828609,104.399399
"2012-07-09",147.742233,149.397934,147.554092,149.16275,1066614,105.168777
"2012-07-10",149.557861,150.178741,146.754471,147.450607,914712,103.961617
"2012-07-11",147.525864,148.033859,146.368774,147.789276,1286230,104.200432
"2012-07-12",147.017868,148.504227,146.152405,147.619949,1070866,104.081009
"2012-07-13",147.591721,149.285049,147.375351,149.16275,1034193,105.168777
"2012-07-16",150.244598,150.244598,148.880524,149.125122,1171532,105.142281
"2012-07-17",150,150.959549,148.278458,150.366882,1410707,106.017769
"2012-07-18",149.830673,150.799622,149.294449,149.821259,914605,105.633087
"2012-07-19",149.774231,150.291626,147.770462,148.758224,1302494,104.883598
"2012-07-20",147.525864,148.993408,147.055496,147.666977,1655623,104.114182
"2012-07-23",146.124176,147.337723,145.540924,146.698029,1275069,103.43103
"2012-07-24",146.989655,151.213547,146.782684,148.259644,1538693,104.532066
"2012-07-25",149.520233,150.771408,146.650986,147.074326,1343207,103.69635
"2012-07-26",149.021637,150.51741,148.673569,149.576675,1078201,105.460632
"2012-07-27",150.197556,152.831604,150.188141,150.968964,1338317,106.442299
"2012-07-30",150.968964,152.107239,150.52681,151.542801,836050,106.846909
"2012-07-31",151.928497,151.928497,150.413925,150.978363,1070654,106.448883
"2012-08-01",151.919098,153.02916,151.486359,151.627472,1314293,106.906593
"2012-08-02",150.809036,151.97554,149.388519,151.843842,825101,107.059135
"2012-08-03",153.979309,153.979309,152.144867,153.367828,1001452,108.133636
"2012-08-06",153.819382,154.045151,152.050797,152.19191,1080114,107.304535
"2012-08-07",152.671677,152.681091,149.59549,149.943558,1376585,105.719299
"2012-08-08",149.444962,149.78363,148.391342,149.087494,1025264,105.115746
"2012-08-09",149.087494,149.454376,147.347137,147.742233,1341293,104.167252
"2012-08-10",147.356537,148.682968,147.356537,148.353714,684147,104.598358
"2012-08-13",148.156158,148.466599,147.431793,147.855133,736234,104.246857
"2012-08-14",147.883347,148.777039,147.883347,148.212601,952554,104.498878
"2012-08-15",147.676392,148.889938,147.488235,148.372528,863475,105.313507
"2012-08-16",148.062088,150.82785,147.253052,150.244598,1566756,106.642258
"2012-08-17",150.141113,150.52681,149.952957,150.376297,1075862,106.735809
"2012-08-20",150.470367,150.592667,148.513641,149.642517,1254553,106.214981
"2012-08-21",149.717773,150.272812,149.06868,149.115707,929381,105.840996
"2012-08-22",149.106308,149.764816,147.817505,149.294449,1025582,105.967903
"2012-08-23",149.228592,149.68956,147.102539,147.18721,1644461,104.472191
"2012-08-24",146.923798,148.071503,146.792099,147.80809,1470767,104.912888
"2012-08-27",148.052689,149.746002,147.826904,149.322678,1217667,105.987915
"2012-08-28",148.786453,149.407333,148.11853,149.190964,925235,105.894455
"2012-08-29",149.388519,149.501404,148.193787,148.457199,1184926,105.373619
"2012-08-30",148.033859,148.400757,147.49765,148.080902,1087236,105.106506
"2012-08-31",148.457199,149.37912,147.224838,149.294449,2286726,105.967903
"2012-09-04",149.294449,149.586075,147.920975,149.341492,1220643,106.001266
"2012-09-05",149.59549,149.78363,147.704605,148.588898,1426759,105.467087
"2012-09-06",149.134521,150.225769,149.059265,149.435562,1333852,106.068039
"2012-09-07",149.840073,150.178741,149.247406,149.623703,938416,106.201553
"2012-09-10",150.150513,150.150513,146.773285,146.952026,1520728,104.305275
"2012-09-11",147.149582,148.494827,146.387589,148.391342,1229466,105.326897
"2012-09-12",148.55127,149.454376,147.761047,149.190964,1130501,105.894455
"2012-09-13",148.889938,152.351837,148.814682,152.079025,1703670,107.944389
"2012-09-14",152.323608,154.045151,152.079025,153.057388,1544008,108.638779
"2012-09-17",153.151459,154.440262,153.113831,153.838196,1028240,109.193047
"2012-09-18",153.424271,153.781754,151.702728,152.116653,1231698,107.971054
"2012-09-19",152.097839,152.445908,151.14769,151.14769,1018460,107.283318
"2012-09-20",146.754471,146.98024,145.870178,146.650986,4632660,104.091568
"2012-09-21",147.111954,147.554092,146.331131,146.933212,2721918,104.291908
"2012-09-24",146.754471,147.168396,146.086548,146.114777,1643823,103.710968
"2012-09-25",146.735657,146.914398,143.113831,143.358414,2356352,101.754524
"2012-09-26",143.066788,144.063965,141.909683,142.182495,1819325,100.919861
"2012-09-27",142.925674,144.590775,142.671677,142.935089,1585677,101.454079
"2012-09-28",142.201324,143.603012,142.050797,142.81279,1572071,101.367249
"2012-10-01",143.189087,143.405457,140.667923,142.229538,1540925,100.953285
"2012-10-02",142.671677,143.527756,142.163681,143.226715,1038976,101.661041
"2012-10-03",143.471313,145.136414,143.226715,143.85701,1286868,102.108414
"2012-10-04",144.47789,145.136414,142.784576,143.54657,1265608,101.888092
"2012-10-05",144.158051,144.628403,142.718719,143.659454,836900,101.968216
"2012-10-08",143.631226,143.941681,142.511765,143.809967,975940,102.075058
"2012-10-09",144.111008,145.051743,143.189087,143.217316,1033980,101.654388
"2012-10-10",143.179688,144.289749,143.113831,143.969894,734108,102.188545
"2012-10-11",144.628403,145.145813,143.932266,143.979309,940436,102.195259
"2012-10-12",143.998123,144.214493,143.170273,143.358414,1199170,101.754524
"2012-10-15",143.621826,144.393234,142.652863,144.045151,1182269,102.241997
"2012-10-16",145.108185,145.484482,144.327377,144.854187,837750,102.816223
"2012-10-17",144.176865,144.355591,143.000946,143.791153,1408050,102.061699
"2012-10-18",143.744125,145.776108,143.217316,145.625595,1274856,103.36377
"2012-10-19",145.145813,147.09314,144.252121,144.440262,1679221,102.522415
"2012-10-22",143.23613,145.061142,142.257767,143.875824,1052370,102.12178
"2012-10-23",142.097839,142.850418,140.940735,142.069611,1213415,100.839752
"2012-10-24",142.088425,142.90686,141.439316,142.210724,1069378,100.939919
"2012-10-25",142.897461,144.835373,140.903107,142.483536,1431648,101.133553
"2012-10-26",142.49295,142.756348,140.82785,141.392288,1249025,100.358994
"2012-10-31",142.652863,143.555969,141.495773,143.189087,1392211,101.634354
"2012-11-01",143.142044,144.242706,141.909683,143.508942,1025157,101.861389
"2012-11-02",145.296326,147.158981,145.296326,146.519287,1908404,103.9981
"2012-11-05",145.268112,146.434616,144.421448,145.559738,1072780,103.317009
"2012-11-06",145.813736,146.641586,145.239883,146.274689,902274,103.824463
"2012-11-07",145.597366,146.801498,144.957672,146.472244,1777549,103.964706
"2012-11-08",146.152405,146.820313,145.023514,145.023514,1534122,102.936409
"2012-11-09",143.960495,144.807144,142.765762,142.991531,1350860,101.494148
"2012-11-12",143.283157,143.781754,142.144867,143.113831,974771,101.580917
"2012-11-13",142.464722,143.894638,142.455322,142.81279,690844,101.367249
"2012-11-14",142.587021,142.728134,138.805267,139.369705,1341187,99.645393
"2012-11-15",139.501404,140.658508,137.412979,138.033859,1011126,98.6903
"2012-11-16",138.005646,138.457199,136.603958,138.212601,1976117,98.818115
"2012-11-19",139.567261,140.338669,138.833496,140.122299,1130288,100.183487
"2012-11-20",140.338669,141.476959,139.17215,141.467545,1055984,101.145332
"2012-11-21",141.57103,141.862656,140.442139,141.307617,994437,101.030952
"2012-11-23",141.843842,142.850418,141.552216,142.634048,360038,101.979347
"2012-11-26",141.890869,143.932266,141.890869,143.132645,1219261,102.335815
"2012-11-27",142.49295,142.916275,140.395111,142.069611,1722485,101.575752
"2012-11-28",141.806213,142.154282,140.818436,141.335846,1568988,101.051163
"2012-11-29",141.777985,142.756348,140.771408,142.28598,1450782,101.730453
"2012-11-30",142.746948,144.035751,142.182495,143.113831,2044043,102.322334
"2012-12-03",143.527756,144.873001,143.292572,143.772339,1273368,102.793159
"2012-12-04",143.471313,144.873001,142.963318,143.508942,881440,102.604851
"2012-12-05",143.781754,143.781754,142.173096,143.245529,1089150,102.416512
"2012-12-06",144.195679,145.578552,144.176865,145.258698,1272411,103.855858
"2012-12-07",145.813736,146.547501,145.249298,146.425217,1137835,104.689911
"2012-12-10",146.481659,147.243652,145.83255,146.792099,1310679,104.952187
"2012-12-11",149.548447,150.131699,146.481659,147.431793,1453971,105.409584
"2012-12-12",147.300095,147.911575,146.199432,147.130768,1200233,105.194344
"2012-12-13",145.051743,146.001877,144.317963,144.863586,2542271,103.573395
"2012-12-14",145.136414,145.794922,144.459076,144.920044,1067677,103.613747
"2012-12-17",146.387589,147.149582,145.31514,146.255875,1584402,104.56881
"2012-12-18",146.35936,147.71402,145.964249,147.535278,1611614,105.483582
"2012-12-19",147.525864,147.80809,146.76387,147.121353,1237651,105.187607
"2012-12-20",147.130768,148.965195,146.867355,148.701782,1166536,106.317566
"2012-12-21",147.441208,149.040451,146.942612,148.447784,2927715,106.136002
"2012-12-24",148.476013,151.175919,147.619949,148.579498,614946,106.230125
"2012-12-26",148.86171,149.143936,147.356537,147.657578,824357,105.571007
"2012-12-27",147.591721,148.880524,146.829727,148.570084,746439,106.223419
"2012-12-28",147.525864,148.805267,146.735657,146.773285,836794,104.938797
