"dates","PNR.Open","PNR.High","PNR.Low","PNR.Close","PNR.Volume","PNR.Adjusted"
"2011-07-11",27.830759,27.877769,27.380793,27.683008,1066720,22.887182
"2011-07-12",27.528543,27.830759,27.474815,27.541973,890273,22.770578
"2011-07-13",27.595701,27.944929,27.501678,27.541973,716656,22.770578
"2011-07-14",27.669577,27.790462,26.944258,27.10544,634314,22.409672
"2011-07-15",27.199463,27.239758,26.870382,27.21961,701468,22.504063
"2011-07-18",27.118872,27.125587,26.615177,26.796509,635505,22.154263
"2011-07-19",26.971123,27.367361,26.971123,27.340496,577136,22.604002
"2011-07-20",27.421087,27.535259,27.098724,27.28677,494348,22.559584
"2011-07-21",27.461384,27.649429,27.179316,27.360645,830118,22.620661
"2011-07-22",27.360645,27.508394,27.186031,27.186031,1029644,22.476299
"2011-07-25",26.971123,27.649429,26.80994,27.35393,1120175,22.615112
"2011-07-26",27.10544,27.10544,25.587643,26.124916,2862305,21.599014
"2011-07-27",26.091335,26.091335,25.157824,25.439894,1712648,21.141361
"2011-07-28",25.386166,25.587643,24.976494,24.996641,1517589,20.773001
"2011-07-29",24.660847,25.124245,24.546677,24.721289,877319,20.54418
"2011-08-01",25.083948,25.19812,24.27804,24.553392,1580425,20.40465
"2011-08-02",24.378778,24.674278,23.747482,23.754196,1176459,19.740496
"2011-08-03",23.734051,23.948959,23.203491,23.848221,1029495,19.818623
"2011-08-04",23.546003,23.566153,22.572195,22.672935,2305568,18.841927
"2011-08-05",23.022163,23.163197,21.961048,22.518469,2432579,18.713564
"2011-08-08",21.84016,22.095366,20.201477,20.201477,2325520,16.788067
"2011-08-09",20.691738,21.484219,19.966419,21.484219,1760296,17.854069
"2011-08-10",20.926798,21.450638,20.537273,20.543989,2394312,17.07271
"2011-08-11",20.711887,22.175957,20.617865,21.86031,1107667,18.166611
"2011-08-12",22.075218,22.269979,21.739422,22.055071,1088906,18.328465
"2011-08-15",22.209538,22.605776,22.196104,22.605776,826693,18.786119
"2011-08-16",22.269979,22.38415,21.934183,22.196104,928838,18.445665
"2011-08-17",22.350571,22.478172,21.806581,22.008059,513258,18.289394
"2011-08-18",21.195433,21.309605,20.62458,20.785763,1520567,17.273632
"2011-08-19",20.382807,21.087978,20.2955,20.322365,875681,16.888531
"2011-08-22",20.846207,20.980524,20.591002,20.671593,1133278,17.178747
"2011-08-23",20.779045,21.56481,20.564137,21.56481,789617,17.921043
"2011-08-24",21.56481,22.175957,21.363331,22.108797,725590,18.373116
"2011-08-25",22.330423,22.41773,21.262592,21.417059,780683,17.798254
"2011-08-26",21.235729,22.236401,20.886501,22.169241,751945,18.423347
"2011-08-29",22.59906,23.263935,22.538616,23.203491,838605,19.282835
"2011-08-30",22.96172,23.438549,22.753527,23.250504,760135,19.321909
"2011-08-31",23.431833,23.834787,22.860981,23.049026,1572980,19.154474
"2011-09-01",23.176628,23.257219,22.377436,22.431162,1398469,18.641012
"2011-09-02",21.732706,22.135662,21.423775,21.591673,701021,17.943363
"2011-09-06",20.913364,21.61182,20.839491,21.477503,1246293,17.848486
"2011-09-07",21.867025,22.484888,21.766287,22.364002,977380,18.585196
"2011-09-08",22.115515,22.424446,21.813297,21.887173,1857676,18.188931
"2011-09-09",21.712559,21.759569,20.940228,21.027534,1678550,17.474546
"2011-09-12",20.745466,21.329752,20.685024,21.262592,1252100,17.669889
"2011-09-13",21.403627,21.97448,21.336468,21.799866,1170354,18.116381
"2011-09-14",22.055071,22.679651,21.477503,22.377436,1389535,18.596361
"2011-09-15",22.639355,23.002014,22.390865,22.934856,1556750,19.059593
"2011-09-16",23.183346,23.257219,22.632639,22.813969,1642516,18.959133
"2011-09-19",22.350571,22.928141,22.108797,22.800537,1235870,18.947968
"2011-09-20",22.867697,23.109468,22.552048,22.572195,1309278,18.758211
"2011-09-21",22.538616,22.552048,22.001343,22.008059,1705947,18.289394
"2011-09-22",21.202148,21.638683,20.967093,21.208864,2051246,17.625238
"2011-09-23",21.074547,21.645399,20.953659,21.262592,1374943,17.669889
"2011-09-26",21.477503,21.900604,20.859636,21.86031,1227234,18.166611
"2011-09-27",22.552048,23.096039,22.216253,22.364002,1247633,18.585196
"2011-09-28",22.5319,22.89456,21.578239,21.692411,1232743,18.027084
"2011-09-29",22.149094,22.424446,21.537945,21.873741,2147287,18.177769
"2011-09-30",21.450638,22.014774,21.309605,21.497648,1602760,17.865225
"2011-10-03",21.296171,21.867025,20.725319,20.799194,1614969,17.284792
"2011-10-04",20.530558,21.994627,20.402954,21.97448,1392066,18.261496
"2011-10-05",22.162525,22.632639,21.826729,22.545332,899356,18.735888
"2011-10-06",22.545332,23.19006,22.350571,23.156481,824013,19.243767
"2011-10-07",23.310947,23.451981,22.820684,22.934856,753583,19.059593
"2011-10-10",23.391539,23.781061,23.270651,23.539288,780683,19.561892
"2011-10-11",23.384823,23.942244,23.378105,23.720617,962787,19.712587
"2011-10-12",23.854937,24.566822,23.848221,24.284756,952662,20.181402
"2011-10-13",24.036266,24.150436,23.593016,23.747482,1172588,19.734909
"2011-10-14",24.083277,24.546677,23.901949,24.405642,746734,20.28186
"2011-10-17",24.284756,24.358629,23.546003,23.646744,1451626,19.651199
"2011-10-18",23.781061,24.069845,23.243788,23.942244,2149074,19.896765
"2011-10-19",23.962391,24.076561,23.626595,23.754196,1417975,19.740496
"2011-10-20",23.727333,23.948959,23.257219,23.640026,1292750,19.645613
"2011-10-21",23.982538,24.39221,23.740767,24.385494,715018,20.265118
"2011-10-24",24.39221,25.218267,24.39221,25.171255,525766,20.918112
"2011-10-25",24.942915,25.110813,24.311619,24.607119,826395,20.449295
"2011-10-26",24.775017,25.224983,24.002686,24.707857,1184648,20.645708
"2011-10-27",25.036938,25.67495,24.73472,24.936199,1804966,20.836514
"2011-10-28",24.98321,25.023506,24.311619,24.73472,1562706,20.668154
"2011-10-31",24.43922,24.728004,24.022835,24.143721,964276,20.174318
"2011-11-01",23.19006,23.680323,22.840834,23.149765,1523247,19.343779
"2011-11-02",23.579584,23.828074,23.317663,23.680323,938666,19.787109
"2011-11-03",23.955675,24.922768,23.727333,24.855608,1033664,20.769165
"2011-11-04",24.546677,24.882471,24.257891,24.822027,551526,20.7411
"2011-11-07",24.775017,24.889187,24.083277,24.795164,887444,20.71866
"2011-11-08",24.895903,25.157824,24.251175,25.13096,753136,20.999254
"2011-11-09",24.43922,24.566822,23.969107,24.224312,1049447,20.241661
"2011-11-10",24.560106,24.694426,24.231028,24.492949,679729,20.466133
"2011-11-11",24.707857,25.399597,24.707857,25.359303,717847,21.190056
"2011-11-14",25.285425,25.345869,24.895903,25.157824,767133,21.021692
"2011-11-15",25.104097,25.755541,24.848892,25.60779,1214577,21.397684
"2011-11-16",25.278711,25.936871,25.191404,25.26528,865854,21.111486
"2011-11-17",25.104097,25.164539,24.45937,24.640697,1297515,20.589582
"2011-11-18",24.862324,25.01679,24.50638,24.73472,519363,20.668154
"2011-11-21",24.304903,24.419073,23.942244,24.21088,925414,20.23044
"2011-11-22",24.257891,24.345198,23.841503,24.157152,741373,20.185545
"2011-11-23",23.868368,23.922094,23.169912,23.230356,774429,19.411116
"2011-11-25",23.082605,23.525856,23.049026,23.216925,313732,19.399899
"2011-11-28",24.009401,24.425789,23.65346,23.895231,1222618,19.966682
"2011-11-29",24.042982,24.466085,23.8818,24.063129,1252994,20.106976
"2011-11-30",25.110813,25.554064,24.936199,25.54063,1659639,21.341566
"2011-12-01",25.42646,25.641371,24.976494,25.003359,1035897,20.89263
"2011-12-02",24.526527,25.258562,24.526527,24.922768,1029197,20.825291
"2011-12-05",25.292143,25.31229,24.882471,25.083948,1075356,20.959967
"2011-12-06",25.117529,25.184689,24.754869,24.835461,1400851,20.752331
"2011-12-07",24.707857,24.902618,24.372063,24.728004,2103957,20.662542
"2011-12-08",24.492949,24.674278,24.150436,24.204165,1216811,20.224823
"2011-12-09",24.217596,24.781733,24.217596,24.674278,931816,20.617651
"2011-12-12",24.365347,24.378778,23.861652,24.271322,637441,20.280943
"2011-12-13",24.45937,24.647413,23.942244,24.184015,1325657,20.207991
"2011-12-14",22.995298,23.47213,22.753527,22.78039,2909655,19.035131
"2011-12-15",23.002014,23.055742,22.471457,22.525185,3029371,18.821882
"2011-12-16",22.659504,22.968435,22.175957,22.290129,3271482,18.625471
"2011-12-19",22.451309,22.572195,21.826729,21.90732,1572235,18.305597
"2011-12-20",22.236401,22.659504,22.236401,22.451309,1303471,18.760153
"2011-12-21",22.451309,22.458027,21.947617,22.290129,1332208,18.625471
"2011-12-22",22.390865,22.390865,21.914036,22.122231,1590699,18.485176
"2011-12-23",22.236401,22.525185,22.115515,22.505037,685089,18.805048
"2011-12-27",22.505037,22.652786,22.316992,22.538616,537231,18.833107
"2011-12-28",22.578913,22.578913,21.994627,22.108797,647864,18.473957
"2011-12-29",22.243116,22.585629,22.115515,22.5319,1481704,18.827492
"2011-12-30",22.572195,22.652786,22.357286,22.357286,723207,18.681581
"2012-01-03",22.907991,23.237072,22.793821,22.914707,1026368,19.147366
"2012-01-04",22.881128,23.310947,22.753527,23.230356,1394597,19.411116
"2012-01-05",23.129618,23.901949,23.015448,23.814642,1730367,19.899343
"2012-01-06",23.854937,23.875084,23.546003,23.673607,850368,19.781504
"2012-01-09",23.713902,23.975822,23.640026,23.908665,993014,19.977909
"2012-01-10",24.177299,24.264606,24.069845,24.231028,700575,20.247274
"2012-01-11",24.137005,24.57354,24.110142,24.412357,600365,20.398794
"2012-01-12",24.472801,24.748154,24.264606,24.68771,706233,20.628876
"2012-01-13",24.50638,24.553392,24.304903,24.499664,977380,20.471743
"2012-01-17",24.815311,25.010075,24.761585,24.768301,624636,20.696215
"2012-01-18",24.73472,24.989925,24.580256,24.98321,864216,20.875795
"2012-01-19",25.144392,25.386166,24.942915,25.271996,477225,21.1171
"2012-01-20",25.231699,25.292143,24.916052,24.996641,575499,20.887014
"2012-01-23",25.01679,25.372732,24.714575,24.822027,359445,20.7411
"2012-01-24",24.627268,25.01679,24.586971,24.748154,655458,20.679377
"2012-01-25",24.640697,25.063801,24.331766,24.989925,602449,21.006819
"2012-01-26",25.171255,25.171255,24.560106,24.633984,723207,20.707605
"2012-01-27",24.499664,24.889187,24.499664,24.640697,832649,20.713243
"2012-01-30",24.419073,25.030222,24.298187,24.86904,719038,20.905191
"2012-01-31",25.043653,25.144392,24.204165,24.728004,801827,20.78664
"2012-02-01",25.224983,25.547346,24.842176,25.480188,985271,21.41894
"2012-02-02",25.453323,25.668234,25.224983,25.285425,507005,21.255213
"2012-02-03",25.654802,25.983883,25.614506,25.695097,565522,21.59959
"2012-02-06",25.574211,25.688381,25.520485,25.567495,403072,21.492332
"2012-02-07",25.520485,25.950302,25.419744,25.815985,472460,21.701212
"2012-02-08",25.856279,25.977165,25.641371,25.896576,363912,21.768953
"2012-02-09",25.957018,26.010744,25.735394,25.963734,461143,21.825409
"2012-02-10",25.688381,25.72196,25.332438,25.567495,691343,21.492332
"2012-02-13",25.78912,25.990599,25.466757,25.943586,567011,21.808479
"2012-02-14",25.701813,26.077906,25.701813,26.077906,426599,21.921381
"2012-02-15",26.192076,26.23237,25.782404,25.923439,668561,21.791534
"2012-02-16",25.910007,26.326393,25.782404,26.225655,573414,22.045584
"2012-02-17",26.326393,26.501007,26.265949,26.279383,501644,22.090746
"2012-02-21",26.507723,26.662189,26.185358,26.272667,551823,22.0851
"2012-02-22",26.171926,26.326393,25.896576,25.943586,592324,21.808479
"2012-02-23",25.916723,26.272667,25.862995,26.212223,360934,22.034294
"2012-02-24",26.178642,26.453997,25.930155,26.077906,574307,21.921381
"2012-02-27",25.822701,26.521154,25.614506,26.380121,776960,22.17543
"2012-02-28",26.353256,26.359974,25.842848,26.084621,987505,21.927031
"2012-02-29",26.091335,26.359974,25.856279,25.856279,2338772,21.735088
"2012-03-01",25.883142,26.245804,25.836132,25.943586,916182,21.808479
"2012-03-02",26.044325,26.044325,25.72196,25.762257,993759,21.656046
"2012-03-05",25.728678,25.735394,25.466757,25.641371,590984,21.554434
"2012-03-06",25.339153,25.359303,24.848892,24.949631,762368,20.972944
"2012-03-07",24.936199,25.319006,24.922768,25.204836,2605601,21.187475
"2012-03-08",25.386166,25.72196,25.251846,25.681665,464568,21.588299
"2012-03-09",25.67495,26.104769,25.587643,25.983883,525319,21.842344
"2012-03-12",25.950302,26.185358,25.856279,26.145063,654713,21.977839
"2012-03-13",26.212223,26.695768,26.171926,26.695768,542443,22.440769
"2012-03-14",26.668905,26.77636,26.36669,26.521154,339492,22.293985
"2012-03-15",26.534588,26.863667,26.373405,26.796509,416176,22.52545
"2012-03-16",26.816654,26.937542,26.689053,26.749496,1223362,22.485931
"2012-03-19",26.722633,26.944258,26.59503,26.850235,475438,22.570606
"2012-03-20",26.655474,26.715918,26.427132,26.554735,513109,22.322212
"2012-03-21",26.541304,26.628611,26.272667,26.487576,459357,22.265755
"2012-03-22",26.198792,26.29953,25.775688,26.245804,1092330,22.062517
"2012-03-23",26.259233,26.306246,25.876427,26.104769,491966,21.943964
"2012-03-26",26.440563,26.816654,26.440563,26.789791,519661,22.519802
"2012-03-27",26.830088,27.112156,26.722633,27.03828,720378,22.728683
"2012-03-28",31.61182,32.753525,30.577568,31.108126,12242409,26.149845
"2012-03-29",31.014103,31.779718,30.725319,31.658831,4953903,26.612776
"2012-03-30",31.692411,32.115513,31.396912,31.97448,3362609,26.878105
"2012-04-02",31.820013,31.961048,31.383478,31.645399,1631348,26.60148
"2012-04-03",31.605104,31.705843,31.188717,31.370047,1345758,26.370018
"2012-04-04",31.134991,31.161854,30.651443,30.967093,5193185,26.03129
"2012-04-05",30.80591,30.973808,30.685024,30.732035,1639538,25.8337
"2012-04-09",30.2955,30.329081,29.966419,30.288784,1062253,25.461094
"2012-04-10",30.201477,30.201477,29.106783,29.247816,2285317,24.58605
"2012-04-11",29.576897,29.617193,29.120214,29.408998,1334889,24.721533
"2012-04-12",29.751511,29.858967,29.456011,29.657488,3184822,24.930426
"2012-04-13",29.590328,29.791807,29.415714,29.583612,1536052,24.868317
"2012-04-16",29.697784,29.77166,29.462727,29.503021,1921555,24.800577
"2012-04-17",29.717932,29.852249,29.516455,29.637341,2864389,24.913485
"2012-04-18",29.469442,29.872398,29.281397,29.81867,1395044,25.065912
"2012-04-19",29.77166,30.073875,29.348557,29.711216,1133427,24.975584
"2012-04-20",29.798523,30.402954,29.798523,30.087307,1054957,25.291731
"2012-04-23",29.697784,29.785091,29.106783,29.623909,1399660,24.902199
"2012-04-24",29.838818,30.362659,29.167227,29.583612,1845020,24.868317
"2012-04-25",29.603762,29.865683,29.361988,29.751511,1781142,25.134989
"2012-04-26",29.670919,29.979853,29.335123,29.442579,2572248,24.873995
"2012-04-27",29.630625,29.630625,29.26125,29.308262,1640282,24.760519
"2012-04-30",29.314976,29.516455,29.039623,29.106783,1888052,24.590305
"2012-05-01",29.247816,29.630625,28.912022,29.140364,900101,24.618679
"2012-05-02",28.925453,29.328407,28.770987,29.26125,1547964,24.7208
"2012-05-03",29.26125,29.408998,29.046341,29.059772,1135065,24.550589
"2012-05-04",28.959032,28.959032,28.43519,28.656816,1068358,24.210163
"2012-05-07",28.529215,28.744123,28.495634,28.609804,750009,24.170444
"2012-05-08",28.381464,28.918737,28.341169,28.89859,1492276,24.414421
"2012-05-09",28.482203,29.039623,28.119543,28.650101,1223660,24.204487
"2012-05-10",28.844862,29.120214,28.562794,28.663532,647715,24.215832
"2012-05-11",28.549362,29.301544,28.495634,29.19409,1132385,24.664064
"2012-05-14",28.865009,28.865009,28.200134,28.247147,1452520,23.864058
"2012-05-15",28.260578,28.744123,28.186703,28.495634,1232296,24.073988
"2012-05-16",28.636669,28.68368,27.938213,27.951645,1377921,23.614408
"2012-05-17",27.891203,27.924782,27.152451,27.179316,1299153,22.961924
"2012-05-18",27.293486,27.521828,27.10544,27.21961,1330719,22.995966
"2012-05-21",27.374077,27.669577,27.165882,27.588985,1313596,23.30802
"2012-05-22",27.736736,28.562794,27.61585,28.428474,1363477,24.017252
"2012-05-23",28.15984,28.703829,27.696442,28.676964,929136,24.22718
"2012-05-24",28.690395,28.690395,28.220282,28.609804,961001,24.170444
"2012-05-25",28.576225,28.744123,27.857622,27.938213,1323721,23.603058
"2012-05-29",28.153124,28.455339,28.02552,28.213566,1354692,23.835686
"2012-05-30",27.918066,27.958361,27.35393,27.441236,1306300,23.183201
"2012-05-31",27.474815,27.595701,26.501007,27.374077,1853061,23.126463
"2012-06-01",26.830088,27.259907,26.702484,26.762928,1502699,22.61014
"2012-06-04",26.783075,26.830088,25.916723,26.279383,1652790,22.20163
"2012-06-05",26.205507,26.4137,25.970449,26.292814,877617,22.21298
"2012-06-06",26.474144,26.628611,26.286098,26.541304,1687037,22.422909
"2012-06-07",26.836803,27.051714,26.272667,26.359974,3382859,22.269714
"2012-06-08",26.359974,26.863667,26.178642,26.736065,1108709,22.587444
"2012-06-11",26.944258,27.031565,26.111485,26.138348,845603,22.082481
"2012-06-12",26.145063,26.568167,26.098051,26.561451,1349779,22.439934
"2012-06-13",26.534588,26.534588,25.957018,26.084621,1146232,22.037092
"2012-06-14",26.091335,26.326393,25.983883,26.178642,822821,22.116522
"2012-06-15",26.192076,26.386837,26.030893,26.178642,2215781,22.116522
"2012-06-18",26.024178,26.548019,25.856279,26.433847,889678,22.332123
"2012-06-19",26.447281,27.327065,26.427132,26.92411,1466069,22.746317
"2012-06-20",26.856951,26.997986,26.621895,26.77636,1056446,22.621492
"2012-06-21",26.762928,26.957689,26.151779,26.185358,1652939,22.122194
"2012-06-22",26.312962,26.339825,25.809269,25.916723,1526523,21.895243
"2012-06-25",25.627937,25.627937,25.083948,25.124245,1216960,21.225735
"2012-06-26",25.177973,25.177973,24.721289,24.949631,1601866,21.078218
"2012-06-27",25.191404,25.218267,24.98321,25.083948,929583,21.191692
"2012-06-28",24.788448,24.969778,24.385494,24.922768,1891923,21.055521
"2012-06-29",25.460039,25.983883,25.258562,25.708529,2152796,21.719353
"2012-07-02",25.842848,26.037609,25.473473,26.00403,1287538,21.969002
"2012-07-03",26.044325,26.722633,25.923439,26.702484,550483,22.559076
"2012-07-05",26.635326,26.997986,26.635326,26.92411,1434652,22.746317
"2012-07-06",26.689053,26.762928,26.158497,26.386837,1422591,22.29241
"2012-07-09",26.326393,26.615177,26.245804,26.561451,1330719,22.439934
"2012-07-10",26.635326,26.816654,25.574211,25.72196,1359159,21.730705
"2012-07-11",25.601074,25.708529,25.372732,25.507051,1104838,21.549139
"2012-07-12",25.251846,25.634653,25.137676,25.507051,786043,21.549139
"2012-07-13",25.520485,26.225655,25.480188,26.091335,733928,22.042763
"2012-07-16",25.997314,25.997314,25.614506,25.681665,549292,21.696663
"2012-07-17",25.856279,26.406984,25.715244,26.265949,966957,22.190285
"2012-07-18",26.145063,27.118872,26.131632,26.823372,634761,22.661211
"2012-07-19",27.031565,27.360645,26.803225,27.320349,1110347,23.081068
"2012-07-20",27.071859,27.165882,26.588314,26.695768,825651,22.553402
"2012-07-23",26.319677,26.850235,26.131632,26.601746,1256567,22.473974
"2012-07-24",27.03828,28.502352,27.03828,27.844191,3128836,23.523624
"2012-07-25",27.924782,28.20685,27.62928,27.763599,1405914,23.580675
"2012-07-26",28.179987,28.885159,28.02552,28.885159,1403829,24.533253
"2012-07-27",28.999329,30.241774,28.824715,30.053726,1692249,25.525755
"2012-07-30",30.020147,30.094023,29.657488,29.738079,688216,25.257666
"2012-07-31",29.583612,29.758226,29.12693,29.435863,1535606,25.000988
"2012-08-01",29.758226,30.020147,28.858294,28.925453,1018327,24.567474
"2012-08-02",28.623238,29.113499,28.475487,28.817999,1318956,24.476208
"2012-08-03",29.590328,29.590328,29.147079,29.341841,1211153,24.921127
"2012-08-06",29.476158,29.758226,29.207521,29.214237,540954,24.81275
"2012-08-07",29.415714,29.650772,29.314976,29.48959,638483,25.046614
"2012-08-08",29.267965,29.456011,29.032907,29.187374,786937,24.78993
"2012-08-09",29.200806,29.314976,28.838146,28.858294,1757616,24.510431
"2012-08-10",28.811283,29.059772,28.56951,28.791136,1723815,24.453396
"2012-08-13",28.797852,29.07992,28.455339,28.556078,1206239,24.253748
"2012-08-14",28.710545,28.817999,28.300873,28.374748,867640,24.099747
"2012-08-15",28.38818,28.576225,28.314304,28.535931,1114814,24.236639
"2012-08-16",28.509066,28.972466,28.368032,28.945601,1419910,24.584583
"2012-08-17",28.925453,29.435863,28.878443,29.415714,769217,24.983877
"2012-08-20",29.37542,29.778376,29.328407,29.637341,1678550,25.172102
"2012-08-21",29.623909,30.020147,29.52317,29.899261,1449393,25.394564
"2012-08-22",29.81867,30.362659,29.711216,29.852249,2506434,25.354639
"2012-08-23",29.758226,29.798523,29.086636,29.133648,1059275,24.744305
"2012-08-24",28.992613,29.187374,28.629953,28.992613,876574,24.624517
"2012-08-27",29.106783,29.12693,28.535931,28.616522,2497202,24.305084
"2012-08-28",28.582941,28.623238,28.287441,28.327738,1213684,24.059809
"2012-08-29",28.354601,28.43519,28.052383,28.226997,1501061,23.974247
"2012-08-30",28.079248,28.226997,27.944929,28.132975,832649,23.89439
"2012-08-31",28.421761,29.133648,28.287441,28.542646,1185244,24.242342
"2012-09-04",28.522497,29.294828,28.515781,29.153793,1477088,24.76141
"2012-09-05",29.113499,29.26125,28.603088,28.804567,1278753,24.464806
"2012-09-06",28.878443,29.368704,28.737408,29.180658,2556315,24.784225
"2012-09-07",29.281397,29.341841,28.992613,29.07992,1107965,24.698668
"2012-09-10",29.113499,29.503021,28.938885,29.026192,720825,24.653034
"2012-09-11",28.945601,29.093351,28.791136,28.89859,1129853,24.544655
"2012-09-12",29.032907,29.576897,28.959032,29.476158,1530245,25.035212
"2012-09-13",29.422432,29.482874,28.878443,29.133648,2556762,24.744305
"2012-09-14",29.180658,29.503021,28.764271,28.871725,2337134,24.521847
"2012-09-17",28.757555,29.388851,28.186703,28.441908,2543361,24.156784
"2012-09-18",28.361317,28.804567,28.341169,28.723976,2765520,24.396353
"2012-09-19",28.623238,29.865683,28.556078,29.657488,5241578,25.189215
"2012-09-20",29.341841,29.570181,29.12693,29.308262,2426177,24.892609
"2012-09-21",29.509739,29.717932,28.999329,29.576897,4363961,25.120771
"2012-09-24",29.751511,29.811954,29.113499,29.281397,3144917,24.869797
"2012-09-25",29.328407,29.456011,28.56951,28.697111,5098932,24.373529
"2012-09-26",28.623238,28.690395,27.998657,28.132975,4025065,23.89439
"2012-09-27",28.394896,29.2411,28.394896,29.133648,5757665,24.744305
"2012-09-28",29.106783,30.221624,28.925453,29.892546,41656860,25.388865
"2012-10-01",29.617193,30.134317,28.186703,28.529215,16462831,24.230932
"2012-10-02",28.710545,29.066488,28.374748,28.905306,11388765,24.550362
"2012-10-03",28.979181,30.060444,28.938885,29.691069,8696207,25.217743
"2012-10-04",29.905977,29.959703,29.469442,29.905977,6341949,25.40027
"2012-10-05",30.18133,31.276024,29.926125,30.530558,8593466,25.93075
"2012-10-08",30.335796,30.470114,29.617193,30.443251,6312020,25.856598
"2012-10-09",30.423103,30.973808,29.798523,29.811954,5421747,25.320415
"2012-10-10",29.691069,29.959703,29.167227,29.267965,5659391,24.858383
"2012-10-11",29.449295,29.543318,29.160509,29.355272,3564815,24.932543
"2012-10-12",29.462727,29.583612,29.01276,29.301544,2739909,24.886904
"2012-10-15",29.281397,29.503021,28.905306,29.48959,2517452,25.046614
"2012-10-16",29.550034,29.892546,29.355272,29.442579,3066447,25.006691
"2012-10-17",29.435863,29.778376,29.207521,29.314976,4069437,24.898314
"2012-10-18",29.173943,29.576897,28.938885,28.972466,3290392,24.607403
"2012-10-19",28.703829,28.791136,28.146406,28.596373,6313956,24.287973
"2012-10-22",28.549362,28.83143,28.146406,28.314304,2781005,24.048401
"2012-10-23",27.958361,27.971792,27.360645,27.501678,3703739,23.35821
"2012-10-24",27.447952,27.595701,27.065144,27.447952,4874986,23.438496
"2012-10-25",27.750168,27.830759,27.447952,27.703156,2560633,23.656424
"2012-10-26",27.750168,28.079248,27.541973,27.595701,3037709,23.564669
"2012-10-31",27.91135,28.797852,27.871054,28.368032,3939596,24.224178
"2012-11-01",28.20685,30.617865,28.173271,30.570852,12251045,26.105221
"2012-11-02",30.785763,30.967093,30.322365,30.725319,6472832,26.23712
"2012-11-05",30.611149,30.893217,30.241774,30.584286,3475773,26.116692
"2012-11-06",30.62458,30.973808,30.329081,30.899933,4057972,26.386227
"2012-11-07",30.530558,30.893217,30.11417,30.22834,4301423,25.812744
"2012-11-08",30.107454,30.449966,29.858967,29.858967,2187043,25.497328
"2012-11-09",29.617193,30.241774,29.335123,29.825386,3579705,25.468647
"2012-11-12",29.905977,29.973137,29.536602,29.677635,2126590,25.34248
"2012-11-13",29.482874,29.879112,29.402283,29.644056,2597858,25.313808
"2012-11-14",29.670919,29.892546,29.301544,29.37542,3553796,25.084408
"2012-11-15",29.281397,29.543318,29.12693,29.2411,2145500,24.969711
"2012-11-16",29.476158,30.235058,29.476158,30.11417,3993796,25.715248
"2012-11-19",30.335796,30.879786,30.335796,30.584286,3799184,26.116692
"2012-11-20",30.772329,30.98724,30.685024,30.940228,3947339,26.420633
"2012-11-21",30.819342,31.195433,30.745466,31.054399,2608728,26.518133
"2012-11-23",31.087978,32.00806,31.014103,32.00806,2226055,27.332493
"2012-11-26",31.766287,32.162525,31.699127,32.102081,3679766,27.412779
"2012-11-27",31.967764,32.243114,31.652117,31.967764,5170701,27.29808
"2012-11-28",31.853594,32.00806,31.692411,31.940901,4070926,27.275143
"2012-11-29",32.330421,32.901276,32.303558,32.854263,3925153,28.055084
"2012-11-30",32.505035,32.901276,32.390865,32.565479,3049770,27.808483
"2012-12-03",32.733379,32.901276,32.108799,32.182674,2100383,27.4816
"2012-12-04",32.243114,32.652786,32.236401,32.464741,1616905,27.722467
"2012-12-05",32.558765,32.565479,31.961048,32.377434,2546041,27.647913
"2012-12-06",32.377434,32.411015,31.940901,32.028206,4986363,27.349691
"2012-12-07",32.216251,32.323708,31.853594,32.263264,2949113,27.550417
"2012-12-10",32.236401,32.552048,32.128944,32.350571,1493020,27.624971
"2012-12-11",32.303558,32.531902,32.034924,32.175957,1994813,27.475857
"2012-12-12",32.323708,32.404297,32.055073,32.189388,2183172,27.487326
"2012-12-13",31.880457,32.229683,31.779718,32.128944,1597101,27.435717
"2012-12-14",32.115513,32.458027,32.034924,32.209538,1425569,27.504536
"2012-12-17",32.269981,32.907993,32.216251,32.894562,2296336,28.089493
"2012-12-18",32.907993,33.24379,32.787106,33.07589,3060193,28.244329
"2012-12-19",33.176628,33.176628,32.625923,32.773674,1593975,27.986269
"2012-12-20",32.813969,32.874413,32.48489,32.760242,1851720,27.974792
"2012-12-21",32.310276,32.646072,32.229683,32.390865,3055130,27.659376
"2012-12-24",32.182674,32.565479,32.182674,32.491604,631634,27.745401
"2012-12-26",32.48489,32.625923,32.269981,32.417728,973062,27.682316
"2012-12-27",32.417728,32.632641,32.081936,32.357288,1474259,27.630709
"2012-12-28",31.97448,32.243114,31.846876,31.90732,2087578,27.246466
"2012-12-31",31.773003,33.116184,31.773003,33.008732,2970853,28.186987
"2013-01-02",33.619881,34.137005,33.552719,33.989254,2510752,29.024275
"2013-01-03",33.955673,34.184017,33.5863,33.687038,1642218,28.766212
"2013-01-04",33.787777,33.787777,33.398254,33.539288,1767145,28.640041
"2013-01-07",33.30423,33.653458,33.183346,33.539288,1916492,28.640041
"2013-01-08",33.391537,33.70047,33.169914,33.344528,1319999,28.473736
"2013-01-09",33.411686,33.969109,33.378105,33.962391,2492437,29.001347
"2013-01-10",34.190731,34.224312,33.693752,33.98254,1097393,29.018555
"2013-01-11",33.922096,34.016117,33.807926,33.841503,1281731,28.898113
