"dates","BLK.Open","BLK.High","BLK.Low","BLK.Close","BLK.Volume","BLK.Adjusted"
"2010-03-24",226.009995,226.919998,223.75,225,327500,168.133804
"2010-03-25",225.009995,227.699997,224.350006,225.410004,486500,168.440186
"2010-03-26",225.929993,225.940002,218.080002,219.270004,538100,163.852005
"2010-03-29",219,220.429993,215.429993,220.050003,314600,164.43483
"2010-03-30",220.009995,220.119995,217.720001,219.130005,222800,163.74736
"2010-03-31",218.770004,221.779999,216.710007,217.759995,324800,162.723633
"2010-04-01",211.440002,211.979996,206.949997,211.050003,1632300,157.709503
"2010-04-05",210.690002,210.690002,205.570007,206,645300,153.935822
"2010-04-06",203.619995,205.089996,198.059998,198.550003,1399900,148.368744
"2010-04-07",198.75,201.410004,197.860001,199.020004,1117600,148.719955
"2010-04-08",197.559998,204.589996,197.399994,204.559998,1329100,152.859756
"2010-04-09",203.979996,208.899994,203.979996,206.110001,774700,154.018021
"2010-04-12",205.369995,207,204.649994,205.800003,561300,153.786316
"2010-04-13",205.690002,207.720001,204.539993,206.899994,335900,154.608353
"2010-04-14",208.199997,211.429993,207.509995,211.380005,586400,157.9561
"2010-04-15",212,212.270004,206.619995,206.699997,579800,154.458923
"2010-04-16",206.100006,206.679993,199.229996,200.75,821200,150.01268
"2010-04-19",199.520004,203.630005,199.419998,202.610001,454800,151.402618
"2010-04-20",204.850006,204.850006,201.770004,203.179993,319500,151.828506
"2010-04-21",202.399994,205.350006,199.279999,201.199997,386700,150.348969
"2010-04-22",202,208.330002,200.660004,207.789993,698700,155.273407
"2010-04-23",206.910004,211.889999,206.910004,211.020004,591600,157.687073
"2010-04-26",204.300003,204.300003,192.399994,192.949997,1816800,144.184052
"2010-04-27",192,193.779999,185.009995,185.5,1042000,138.616943
"2010-04-28",187.789993,190.990005,181.179993,184.440002,1106400,137.82486
"2010-04-29",186.850006,191.169998,185.520004,190.389999,699500,142.271042
"2010-04-30",189.429993,189.919998,182.479996,184,846600,137.496048
"2010-05-03",185.610001,187.410004,184.259995,185.759995,421000,138.811249
"2010-05-04",184.039993,184.5,176.960007,177.679993,668200,132.773376
"2010-05-05",174.399994,178.440002,173.490005,174.800003,766600,130.621277
"2010-05-06",173.800003,179.419998,167.240005,171.619995,1279100,128.244949
"2010-05-07",171.600006,175.990005,169.529999,172.119995,1232400,128.618607
"2010-05-10",176.520004,181.110001,174.610001,176.570007,597500,131.943924
"2010-05-11",174.619995,174.619995,169.759995,170.990005,940400,127.774193
"2010-05-12",171.529999,174.179993,171.009995,173.970001,463900,130.001038
"2010-05-13",174.240005,175.259995,172.050003,172.369995,314000,128.80545
"2010-05-14",171.600006,172.729996,168.649994,169.720001,517100,126.82515
"2010-05-17",169.539993,172.699997,167.139999,171,552400,127.781677
"2010-05-18",172.259995,175.809998,167.520004,168.490005,582900,125.906059
"2010-05-19",167.919998,169.649994,164,167.949997,535600,125.50251
"2010-05-20",165.770004,165.770004,160.100006,160.100006,657800,119.636551
"2010-05-21",159.179993,167.050003,158,166.470001,1070800,124.396599
"2010-05-24",167.509995,169.679993,161.949997,161.960007,586400,121.026428
"2010-05-25",158.020004,162.570007,155.5,162.440002,701800,121.38517
"2010-05-26",164.75,165.779999,162.339996,164.039993,1075000,122.580727
"2010-05-27",168.639999,172.479996,166.350006,172.389999,725200,128.820389
"2010-05-28",172.490005,174.080002,166.729996,167.880005,575900,125.450226
"2010-06-01",165.089996,167.880005,162.899994,163.199997,338500,121.952972
"2010-06-02",165.399994,165.699997,162.559998,164.770004,495900,123.126274
"2010-06-03",167.880005,167.880005,162.220001,163.839996,353600,123.178825
"2010-06-04",160.990005,162.380005,159.059998,159.490005,580600,119.908409
"2010-06-07",160.619995,162.179993,157.320007,157.5,546200,118.4123
"2010-06-08",156.919998,158.380005,151.809998,156.490005,992100,117.652969
"2010-06-09",158.850006,158.850006,154.389999,154.910004,507800,116.465073
"2010-06-10",156.179993,158.520004,153.960007,156.979996,580800,118.021347
"2010-06-11",154.110001,159.259995,154.110001,159.139999,328900,119.645309
"2010-06-14",158.960007,161.199997,157.949997,158.770004,421400,119.367149
"2010-06-15",159.990005,163.289993,158.839996,163.279999,342900,122.757828
"2010-06-16",161.309998,163.419998,160.309998,161.520004,331800,121.434647
"2010-06-17",162.259995,162.389999,157.690002,159.369995,341500,119.818199
"2010-06-18",158.850006,160.449997,158.399994,158.770004,329100,119.367149
"2010-06-21",160.779999,161.850006,157.020004,157.919998,406600,118.728058
"2010-06-22",156.899994,158.809998,155.830002,155.839996,246100,117.164299
"2010-06-23",155.460007,156.600006,153.949997,155.050003,296600,116.570366
"2010-06-24",154.580002,154.789993,150.550003,150.740005,301200,113.329956
"2010-06-25",150.660004,155.669998,150.279999,152.339996,676800,114.532875
"2010-06-28",152.800003,153.839996,151.529999,152.139999,243400,114.382561
"2010-06-29",149.470001,149.929993,145.199997,145.600006,470000,109.465569
"2010-06-30",144.860001,147.050003,143.009995,143.399994,311400,107.811584
"2010-07-01",145.350006,145.350006,138.419998,140.320007,639800,105.495979
"2010-07-02",140.440002,144.020004,139.279999,142.789993,533600,107.352943
"2010-07-06",144.179993,147.610001,143.350006,145.210007,473100,109.172371
"2010-07-07",145.199997,148.610001,144.619995,148.479996,332600,111.630859
"2010-07-08",149.910004,152.25,148.880005,152.25,462800,114.465202
"2010-07-09",151.940002,155.259995,150.550003,154.970001,373300,116.510185
"2010-07-12",153.919998,155.690002,152.940002,154.149994,194300,115.893669
"2010-07-13",155.240005,158.449997,155.100006,156.899994,366900,117.961212
"2010-07-14",156.679993,156.759995,153.110001,155.25,267000,116.720734
"2010-07-15",154.770004,155.380005,151.020004,153.990005,278700,115.773407
"2010-07-16",152.949997,152.970001,148.960007,149.139999,360400,112.127037
"2010-07-19",150,150.210007,146.839996,148.130005,201900,111.367683
"2010-07-20",146.360001,149.470001,145.199997,149.360001,443100,112.292442
"2010-07-21",150.25,150.990005,141.009995,143.330002,1127600,107.758957
"2010-07-22",144.649994,152.199997,144,151.210007,587200,113.683311
"2010-07-23",150.279999,155.589996,150.009995,154.490005,466000,116.14933
"2010-07-26",155.25,159.889999,155.009995,159.649994,439300,120.028694
"2010-07-27",160.289993,162.639999,157.190002,157.580002,388500,118.472481
"2010-07-28",158.199997,159.990005,155.429993,157,308600,118.036354
"2010-07-29",158,159.960007,155.710007,158.240005,438100,118.968658
"2010-07-30",156.600006,159.240005,156,157.490005,313700,118.404793
"2010-08-02",160,163.509995,160,162.850006,369200,122.434532
"2010-08-03",162.850006,162.940002,160.350006,160.839996,345300,120.923393
"2010-08-04",160.639999,161.25,157.190002,160.429993,489400,120.615128
"2010-08-05",159.5,161.570007,159.059998,160.520004,222000,120.682823
"2010-08-06",159.830002,159.830002,154.240005,157.160004,542700,118.156677
"2010-08-09",158.309998,160.360001,157.610001,159.649994,294200,120.028694
"2010-08-10",158.889999,161.009995,157.5,159.410004,329600,119.848305
"2010-08-11",154.779999,156.289993,152.729996,152.949997,336700,114.991501
"2010-08-12",151.75,151.75,149.339996,149.5,423300,112.39772
"2010-08-13",149,153.910004,148.990005,151.580002,295200,113.961525
"2010-08-16",150.350006,151.25,148.990005,150.820007,303100,113.390144
"2010-08-17",152.25,153.399994,151.369995,151.899994,203300,114.202072
"2010-08-18",151.710007,152.740005,149.509995,150.479996,227500,113.134483
"2010-08-19",149.949997,151.429993,147,147.330002,411100,110.766243
"2010-08-20",147,147.5,144.5,145.399994,536800,109.315231
"2010-08-23",145.710007,146,142.639999,143.149994,433800,107.623611
"2010-08-24",141.470001,142.199997,140.080002,141.389999,434900,106.300415
"2010-08-25",140.020004,141.639999,139.360001,141.199997,428400,106.157593
"2010-08-26",141.770004,142.25,139.440002,139.440002,265500,104.834335
"2010-08-27",140.419998,141.729996,139.160004,141.149994,302900,106.119942
"2010-08-30",141.339996,143.300003,140.880005,142.169998,337700,106.886826
"2010-08-31",141.330002,142.179993,140.25,141.949997,360800,107.477371
"2010-09-01",144.630005,147.119995,143.210007,146.570007,318600,110.975494
"2010-09-02",145.5,149.610001,145.5,149.300003,317300,113.042503
"2010-09-03",150.199997,151.589996,150.089996,151.550003,300400,114.746048
"2010-09-07",150.899994,151.830002,150.339996,150.779999,220600,114.163025
"2010-09-08",150.25,152.830002,150.25,151.940002,367300,115.041344
"2010-09-09",154.050003,156,148.539993,150.740005,463300,114.132774
"2010-09-10",150.779999,151.570007,149.75,151.160004,292600,114.450783
"2010-09-13",152.710007,154,149.979996,150.690002,385900,114.094902
"2010-09-14",150.929993,160.5,149.949997,159.550003,1011900,120.803291
"2010-09-15",158.309998,165.809998,158.309998,164.899994,735900,124.854019
"2010-09-16",163.369995,164.389999,160.539993,162.539993,429600,123.067131
"2010-09-17",163.240005,165.449997,161.059998,165.050003,544100,124.967567
"2010-09-20",165.779999,172.190002,165.779999,171.679993,749500,129.987488
"2010-09-21",172.669998,172.869995,166.679993,167.75,764700,127.011841
"2010-09-22",168.210007,169.399994,164.759995,165.740005,469400,125.489998
"2010-09-23",165.740005,165.740005,160.860001,161.669998,676200,122.408417
"2010-09-24",164.210007,167.399994,164,167.229996,299300,126.618134
"2010-09-27",163.580002,167.25,163.410004,165.899994,377200,125.611122
"2010-09-28",167,168.789993,164.789993,168.669998,394600,127.70842
"2010-09-29",167.610001,170.259995,167.610001,168.759995,561300,127.776604
"2010-09-30",169.990005,172,169.5,170.25,728700,128.904755
"2010-10-01",171.800003,171.800003,169.350006,171.339996,416400,129.730042
"2010-10-04",171.559998,171.559998,169.059998,170.910004,453400,129.40448
"2010-10-05",167,172.470001,166.169998,171.309998,846400,129.707321
"2010-10-06",170.059998,171.369995,169.589996,171.350006,439900,129.737595
"2010-10-07",171.600006,172.860001,170.800003,170.949997,306000,129.434784
"2010-10-08",172,174.839996,170.919998,174.5,406600,132.12265
"2010-10-11",175.720001,177.800003,175.199997,177.240005,566900,134.197266
"2010-10-12",176.220001,178.75,174.630005,178.610001,454000,135.234528
"2010-10-13",179.399994,181,178.020004,179.240005,401600,135.711533
"2010-10-14",178.610001,180.130005,177.279999,177.75,724500,134.583389
"2010-10-15",176.5,177.850006,175,175.740005,339600,133.061508
"2010-10-18",175.119995,177.330002,175.119995,176.5,447500,133.636948
"2010-10-19",174.75,176,173,174.630005,380800,132.221054
"2010-10-20",174.479996,174.929993,168.070007,169.509995,1435400,128.344467
"2010-10-21",169.979996,170.070007,165.169998,166.259995,923300,125.883728
"2010-10-22",167.350006,170.039993,166.919998,167.559998,593300,126.868027
"2010-10-25",167.710007,169.630005,167.710007,168.389999,765300,127.496452
"2010-10-26",167.850006,169.240005,167,168.619995,329600,127.670563
"2010-10-27",167.720001,168.690002,166.210007,168.5,314300,127.579742
"2010-10-28",169.149994,169.850006,167.699997,168.130005,319600,127.299583
"2010-10-29",168.580002,171.25,168.25,170.990005,578400,129.465103
"2010-11-01",171.740005,174.470001,170.160004,171.850006,302900,130.116196
"2010-11-02",173.830002,174.350006,172.600006,173.039993,211500,131.017242
"2010-11-03",166.479996,168.899994,164.009995,165.660004,1959200,125.429451
"2010-11-04",167.490005,169.960007,166.710007,169.009995,2337800,127.965881
"2010-11-05",169.089996,173.960007,169.029999,173.149994,1184600,131.100525
"2010-11-08",171.990005,172.279999,168.889999,169.089996,2274300,128.026474
"2010-11-09",165.610001,167.5,164.339996,164.509995,16343600,124.558678
"2010-11-10",165.630005,168.949997,165.110001,168.479996,5091100,127.564583
"2010-11-11",168,172.410004,166.039993,171.199997,3135500,129.624023
"2010-11-12",170.320007,173.080002,167.5,173.070007,3350200,131.039948
"2010-11-15",173.720001,173.75,170.919998,173.080002,1715400,131.047516
"2010-11-16",170.860001,172.350006,165.779999,167.279999,2319400,126.656021
"2010-11-17",168.25,170.009995,167.039993,168.929993,1929800,127.905342
"2010-11-18",171.330002,171.919998,168.869995,169.149994,2262700,128.071838
"2010-11-19",169.630005,170,166.809998,168.979996,842100,127.943169
"2010-11-22",168.559998,169.800003,166.259995,166.869995,1077000,126.345581
"2010-11-23",166,166.070007,162.550003,163.029999,1200500,123.438103
"2010-11-24",165.059998,166.449997,164.429993,165.889999,948900,125.603569
"2010-11-26",165.139999,165.970001,164.009995,164.600006,230900,124.626823
"2010-11-29",164.139999,164.429993,161.529999,163.100006,1046000,123.491173
"2010-11-30",162.279999,164,162,163,1147600,123.41539
"2010-12-01",164.5,167.75,163.75,167.619995,1506800,127.696823
"2010-12-02",168.119995,171.880005,168.089996,171.850006,1048400,130.919434
"2010-12-03",170.539993,172.759995,168.059998,172.350006,719600,131.300293
"2010-12-06",172.690002,172.949997,169.949997,171.479996,747600,130.637482
"2010-12-07",173.009995,174.470001,169.600006,171.389999,1323500,130.56897
"2010-12-08",171.509995,174.300003,171.25,173.699997,848900,132.328735
"2010-12-09",178.130005,179.899994,175.130005,179.820007,1489600,136.991119
"2010-12-10",179.800003,183.110001,178.5,183.050003,1982000,139.451767
"2010-12-13",184,185.279999,181.570007,181.880005,925700,138.560471
"2010-12-14",181.940002,184.229996,181.339996,182.660004,713800,139.154678
"2010-12-15",183.089996,184.130005,180.649994,180.899994,753100,137.813889
"2010-12-16",181.649994,183.300003,178.229996,183.110001,937900,139.497543
"2010-12-17",182.720001,189.029999,181.25,187.199997,3979700,142.613388
"2010-12-20",187.529999,189,185.460007,188.5,1502200,143.603729
"2010-12-21",189.440002,192.580002,188.740005,192.509995,888800,146.658661
"2010-12-22",193.389999,193.740005,190.309998,190.960007,678600,145.477859
"2010-12-23",190.720001,191.740005,188.410004,188.669998,356200,143.733246
"2010-12-27",188.559998,189.970001,187.029999,189.259995,387900,144.182709
"2010-12-28",189.199997,190,187.350006,189.410004,304400,144.297043
"2010-12-29",190.539993,191.470001,189.360001,190.820007,379600,145.371216
"2010-12-30",189.800003,190.600006,187.720001,188.020004,379000,143.238037
"2010-12-31",188.300003,190.600006,187.360001,190.580002,480700,145.188309
"2011-01-03",191.520004,195,189.529999,190.190002,1085200,144.891281
"2011-01-04",191.259995,191.5,188.710007,190.039993,794400,144.776932
"2011-01-05",190.029999,192.839996,189.25,192,925300,146.270126
"2011-01-06",192.679993,192.789993,188.360001,189.929993,727300,144.693161
"2011-01-07",191.520004,191.520004,185.460007,188.360001,886200,143.497101
"2011-01-10",188.110001,191.539993,187.429993,191.169998,898300,145.637802
"2011-01-11",191.869995,195.679993,190.720001,193.419998,734000,147.351929
"2011-01-12",194.699997,195.240005,191.039993,193.839996,818100,147.671875
"2011-01-13",193.839996,196.089996,192.490005,195.809998,609000,149.172684
"2011-01-14",195.330002,199.100006,193.669998,199.059998,808200,151.64856
"2011-01-18",199.309998,199.990005,193.75,196.520004,812000,149.713623
"2011-01-19",195.759995,196.940002,191,191.559998,774300,145.934921
"2011-01-20",192.740005,193.009995,189.25,190.869995,806800,145.409317
"2011-01-21",192.460007,194.649994,191.300003,193.070007,627400,147.085266
"2011-01-24",194.229996,194.899994,191.309998,193.580002,789900,147.473785
"2011-01-25",199.339996,199.869995,194.919998,198.009995,1361900,150.848633
"2011-01-26",199.160004,200.830002,196.919998,199.960007,1313700,152.334244
"2011-01-27",200.759995,202.059998,198.75,201.729996,729600,153.682678
"2011-01-28",201.380005,201.470001,193.949997,194.279999,1041700,148.007095
"2011-01-31",194.600006,198.199997,194.539993,198.020004,699800,150.856247
"2011-02-01",199.229996,202,198.5,201.229996,639200,153.301743
"2011-02-02",199.570007,199.990005,197.029999,197.639999,778200,150.566818
"2011-02-03",197,197.820007,194.509995,196.820007,462100,149.942108
"2011-02-04",197.100006,197.649994,194.059998,194.350006,702200,148.060425
"2011-02-07",195.259995,198.5,195,196,808400,149.317444
"2011-02-08",196.779999,199.449997,195.059998,199.369995,727600,151.884811
"2011-02-09",198.270004,200.649994,197.259995,199.619995,447000,152.075211
"2011-02-10",198.009995,201.589996,198.009995,200.710007,486900,152.905624
"2011-02-11",200.009995,203.600006,199,203.419998,473000,154.970139
"2011-02-14",203.5,206.440002,202.589996,205.009995,672500,156.181473
"2011-02-15",203.610001,206,202.539993,205.660004,457800,156.676636
"2011-02-16",206.029999,207,204,205.339996,458200,156.432861
"2011-02-17",205.020004,205.479996,202.800003,204.589996,379000,155.861465
"2011-02-18",205.449997,207.470001,202.899994,206.669998,516900,157.446075
"2011-02-22",203.410004,204.160004,197.910004,198.410004,537500,151.153366
"2011-02-23",199,199.830002,194.380005,195.130005,682900,148.654663
"2011-02-24",195.789993,201.440002,193.580002,201.199997,832500,153.278915
"2011-02-25",202.990005,204.550003,201.440002,203.919998,863900,155.351089
"2011-02-28",203.110001,205.610001,200.509995,203.990005,685300,155.404388
"2011-03-01",209.770004,209.770004,200.899994,201.429993,748100,153.454117
"2011-03-02",200.729996,202.029999,198.740005,198.850006,710100,151.488632
"2011-03-03",199.369995,207.160004,199.210007,207.059998,704800,158.841537
"2011-03-04",207.179993,207.440002,201.009995,201.889999,537400,154.875473
"2011-03-07",202.5,203.110001,196.639999,198.240005,654600,152.0755
"2011-03-08",199.080002,200.389999,196.850006,198.830002,564300,152.528046
"2011-03-09",198.070007,198.779999,195.649994,196.899994,552300,151.047455
"2011-03-10",194.380005,196.210007,188.910004,190.380005,944700,146.045853
"2011-03-11",190.75,191.919998,188.320007,189.979996,593700,145.738998
"2011-03-14",188.679993,189.179993,185.589996,188.429993,584400,144.549896
"2011-03-15",183.289993,186.779999,180.289993,185.699997,792200,142.455643
"2011-03-16",185.199997,186.229996,179.520004,179.770004,924900,137.906647
"2011-03-17",183.289993,184.539993,181.710007,183.960007,675100,141.12088
"2011-03-18",185.279999,186.759995,183.089996,184.550003,748500,141.573486
"2011-03-21",185.009995,187.130005,185,186,461800,142.685806
"2011-03-22",185.630005,186.339996,184.679993,185.029999,509900,141.941727
"2011-03-23",184.779999,185.139999,181.369995,183.699997,525700,140.921417
"2011-03-24",183.949997,186.5,183.949997,185.550003,1010400,142.340591
"2011-03-25",186.589996,189.020004,185.550003,188.240005,592500,144.404205
"2011-03-28",189.300003,190.679993,187.190002,187.470001,570300,143.813492
"2011-03-29",187.259995,187.869995,185.199997,186.5,975700,143.069351
"2011-03-30",196.339996,200.100006,194.880005,198.839996,4569000,152.535721
"2011-03-31",198.100006,201.039993,198.100006,201.009995,2705100,154.200394
"2011-04-01",202.050003,204.5,202,202.429993,18680000,155.289749
"2011-04-04",201.399994,202.800003,199.820007,200.990005,1768900,154.185104
"2011-04-05",200.25,202.199997,198.929993,199.479996,1303700,153.026688
"2011-04-06",200.740005,200.75,198.699997,199.220001,1058800,152.827271
"2011-04-07",199.649994,199.789993,196.800003,197.990005,959400,151.883682
"2011-04-08",199,199.910004,195.309998,196.100006,817000,150.433792
"2011-04-11",195.850006,197.289993,195.520004,195.949997,797900,150.318726
"2011-04-12",197.210007,197.210007,193.919998,194.779999,904900,149.421249
"2011-04-13",196.029999,196.929993,193.279999,194.679993,1179600,149.344467
"2011-04-14",193.160004,194.289993,192.149994,193.380005,679400,148.347168
"2011-04-15",194.979996,195.089996,192.550003,193.240005,681600,148.239807
"2011-04-18",191.080002,192.990005,189.059998,190.550003,971100,146.176208
"2011-04-19",191.320007,192.029999,189.350006,192.029999,708700,147.3116
"2011-04-20",194.369995,196.479996,192.800003,193.720001,984100,148.608032
"2011-04-21",195.800003,199.210007,194.119995,198.880005,959000,152.566422
"2011-04-25",198.770004,199.990005,195.899994,197.130005,803400,151.223953
"2011-04-26",197.410004,199.5,196.740005,198.929993,565700,152.604782
"2011-04-27",199.139999,200.410004,196.779999,199.899994,746400,153.348892
"2011-04-28",198.899994,199.339996,196.529999,198,534200,151.891342
"2011-04-29",197.850006,198.270004,194.880005,195.940002,454000,150.311035
"2011-05-02",196.860001,197.5,195.320007,195.529999,462900,149.996567
"2011-05-03",197.610001,197.610001,192.009995,194.070007,570700,148.876541
"2011-05-04",197.059998,197.850006,192.619995,194.009995,574300,148.830505
"2011-05-05",193.220001,193.880005,190.740005,191.470001,516700,146.882004
"2011-05-06",194.089996,197.559998,193.889999,195.740005,746600,150.157684
"2011-05-09",197.320007,197.320007,194.229996,196.669998,431600,150.871048
"2011-05-10",197.009995,198.160004,195.669998,198,423100,151.891342
"2011-05-11",197.149994,197.149994,194.169998,194.520004,503200,149.221786
"2011-05-12",194.160004,196,192.080002,195.880005,485000,150.265015
"2011-05-13",196.220001,196.669998,193.889999,194.240005,299600,149.006973
"2011-05-16",192.259995,195.899994,191.729996,191.949997,457900,147.250214
"2011-05-17",191.080002,191.949997,187.470001,190.539993,608300,146.168549
"2011-05-18",190.479996,193.75,189.5,193.25,361900,148.247513
"2011-05-19",198.029999,199.860001,196.029999,198.100006,916100,151.968063
"2011-05-20",198,199.990005,197.330002,197.509995,566300,151.515472
"2011-05-23",195.570007,196.199997,193.509995,194.740005,542500,149.390503
"2011-05-24",192.539993,194.229996,191.520004,193.050003,1056300,148.094086
"2011-05-25",193,195.860001,193,195.410004,625500,149.90451
"2011-05-26",195.419998,198.220001,194,197.539993,629900,151.538467
"2011-05-27",198,201.179993,197.699997,200.669998,663000,153.93959
"2011-05-31",202.5,205.559998,201.380005,205.559998,897700,157.690872
"2011-06-01",207.25,207.419998,199.289993,199.350006,1055300,152.927017
"2011-06-02",199.429993,201.029999,197.889999,199.580002,600600,153.103409
"2011-06-03",196.279999,196.330002,193.539993,193.630005,753800,149.569458
"2011-06-06",192.880005,193.979996,187.509995,187.850006,795600,145.104706
"2011-06-07",189.039993,191.570007,188.479996,189.639999,678000,146.487381
"2011-06-08",189.259995,190.860001,188.940002,189.690002,600300,146.525986
"2011-06-09",190.190002,193.149994,187.440002,192.320007,440500,148.557602
"2011-06-10",190.110001,191.690002,185.270004,185.820007,896000,143.536621
"2011-06-13",186.210007,189.220001,186,188.929993,762100,145.938919
"2011-06-14",191.710007,193,191.119995,192.559998,516900,148.742874
"2011-06-15",190.529999,191.380005,185.509995,186.320007,826600,143.922836
"2011-06-16",186.990005,189,185.190002,188.130005,826800,145.320999
"2011-06-17",190.949997,191,186.899994,187.339996,659200,144.710724
"2011-06-20",186.850006,189.789993,186.139999,189.399994,407300,146.301987
"2011-06-21",190.350006,191.850006,188.669998,190.729996,543000,147.329361
"2011-06-22",189.690002,191.410004,189.080002,189.139999,590300,146.101151
"2011-06-23",186.179993,187.990005,184.710007,187.369995,690500,144.733932
"2011-06-24",187.479996,187.860001,183.509995,184.389999,771700,142.432037
"2011-06-27",184.559998,187.419998,184.100006,187.070007,434200,144.502213
"2011-06-28",187.470001,189.279999,186.199997,189.259995,593300,146.193848
"2011-06-29",190.479996,192.5,189.229996,191.889999,829200,148.225388
"2011-06-30",192.809998,193.279999,189.839996,191.809998,782100,148.163605
"2011-07-01",192.050003,196.639999,191.100006,196.419998,741100,151.724594
"2011-07-05",195.440002,196.350006,194.179993,194.509995,402300,150.249191
"2011-07-06",194.190002,195.779999,193.089996,195.550003,570600,151.052536
"2011-07-07",197.759995,199.100006,197.050003,198.490005,414300,153.323563
"2011-07-08",195.25,195.850006,193.860001,195.449997,618200,150.975342
"2011-07-11",190.169998,192.449997,185.820007,186.380005,835600,143.969193
"2011-07-12",185.399994,188.559998,183.5,183.690002,943500,141.891373
"2011-07-13",185.229996,187,184.5,185.050003,765300,142.941849
"2011-07-14",186.350006,186.809998,181.759995,182.270004,672400,140.794434
"2011-07-15",187.789993,187.800003,182.350006,184.539993,745700,142.547852
"2011-07-18",184.240005,184.240005,178.779999,180.25,701000,139.23407
"2011-07-19",181.490005,183.940002,179.710007,183.690002,1211500,141.891373
"2011-07-20",189.570007,191.490005,184.139999,184.5,915900,142.516953
"2011-07-21",184.75,188.580002,184.75,187.720001,728600,145.004257
"2011-07-22",188.210007,189.990005,187.5,187.919998,572500,145.158752
"2011-07-25",185.5,187.419998,184.199997,186,393400,143.675659
"2011-07-26",188.729996,188.729996,183.520004,184.419998,762200,142.455185
