"dates","ISRG.Open","ISRG.High","ISRG.Low","ISRG.Close","ISRG.Volume","ISRG.Adjusted"
"2011-07-05",126.333336,127.653336,125.333336,127.123337,849000,127.123337
"2011-07-06",127.006668,128.16333,126.636665,126.956665,727800,126.956665
"2011-07-07",125.333336,126.043335,122.540001,122.75,2050800,122.75
"2011-07-08",121.970001,122.993332,120.773331,122.900002,1372200,122.900002
"2011-07-11",121.803329,122.713333,120.349998,120.610001,788400,120.610001
"2011-07-12",121.146667,122.126663,118.846664,119.026665,1205400,119.026665
"2011-07-13",120.010002,121.790001,119.349998,119.800003,762600,119.800003
"2011-07-14",120.050003,120.650002,118.076668,118.653336,774000,118.653336
"2011-07-15",119.080002,120.313332,118.73333,119.596664,750300,119.596664
"2011-07-18",119.076668,120.996666,117.796669,120.760002,806100,120.760002
"2011-07-19",121.970001,125.330002,121.683334,124.966667,2028300,124.966667
"2011-07-20",130.706665,135.666672,130.706665,132.490005,3977400,132.490005
"2011-07-21",132.633331,138.396667,132.633331,137.910004,2699700,137.910004
"2011-07-22",135.699997,136.483337,133.776672,135.03334,2434200,135.03334
"2011-07-25",133.67334,134.496674,132.556671,133.66333,1147800,133.66333
"2011-07-26",133.66333,134.156662,131.676666,133.023331,829500,133.023331
"2011-07-27",131.983337,134.83667,130.863327,131.193329,1327200,131.193329
"2011-07-28",130.776672,132.603333,129.516663,129.953339,1401300,129.953339
"2011-07-29",129.103333,134.666672,128.246674,133.516663,2010900,133.516663
"2011-08-01",134.523331,136,130,131.373337,2309400,131.373337
"2011-08-02",130.589996,132.470001,127.40667,127.59333,1503300,127.59333
"2011-08-03",128.66333,128.666672,122.40667,126.459999,1876500,126.459999
"2011-08-04",125.436668,125.626663,119.426666,119.613335,1451700,119.613335
"2011-08-05",120.576668,121.5,116.296669,119.523331,2218200,119.523331
"2011-08-08",116.043335,117.963333,110.353333,110.589996,2806800,110.589996
"2011-08-09",112.900002,114.32,107.459999,114.190002,2777100,114.190002
"2011-08-10",111.360001,113.330002,108.773331,109.333336,1980000,109.333336
"2011-08-11",110.610001,115.230003,110.003334,114.003334,1311900,114.003334
"2011-08-12",114.91333,116.816666,114.166664,115.610001,1340700,115.610001
"2011-08-15",115.986664,117.150002,114.003334,117.029999,937800,117.029999
"2011-08-16",116.273331,118.083336,114.556664,116.333336,1173900,116.333336
"2011-08-17",114.300003,119.146667,114.300003,115.83667,904500,115.83667
"2011-08-18",112.833336,113.82,110.383331,111.449997,1538100,111.449997
"2011-08-19",109.860001,113.206665,109.686668,109.830002,1498800,109.830002
"2011-08-22",111.833336,112.32,106.666664,107.150002,1764300,107.150002
"2011-08-23",107.776665,113.333336,107.51667,113.323334,1488300,113.323334
"2011-08-24",112.150002,116.666664,112,116.573334,1623900,116.573334
"2011-08-25",117.333336,117.809998,114.083336,115.623337,1447500,115.623337
"2011-08-26",114.786667,119.193336,113.216667,118.976669,1596000,118.976669
"2011-08-29",120.339996,127.903336,119.643333,125.286667,2541300,125.286667
"2011-08-30",124.693336,126.963333,123.910004,126.183334,1159200,126.183334
"2011-08-31",127.256668,129.529999,125.66333,127.116669,1810500,127.116669
"2011-09-01",127.466667,129.666672,125.68,126.476669,1566900,126.476669
"2011-09-02",123.800003,125.900002,122.769997,123.543335,1197600,123.543335
"2011-09-06",119.199997,125.910004,118.333336,125.603333,1245000,125.603333
"2011-09-07",126.966667,129.666672,126.580002,129.666672,1138500,129.666672
"2011-09-08",128.78334,129.666672,126.610001,126.949997,1086600,126.949997
"2011-09-09",125.553329,127.849998,122.053329,123.073334,1690800,123.073334
"2011-09-12",121.023331,124.23333,121.003334,123.936668,1193100,123.936668
"2011-09-13",124.58667,126.926666,123.996666,126.463333,1155000,126.463333
"2011-09-14",127.396667,130,125.510002,128.666672,1272300,128.666672
"2011-09-15",129.346664,131.949997,127.853333,131.690002,1350000,131.690002
"2011-09-16",132.453339,132.646667,129.71666,130.179993,1404000,130.179993
"2011-09-19",128.793335,132.050003,128,131.183334,1012500,131.183334
"2011-09-20",132.306671,134.116669,129.33667,129.563339,1298100,129.563339
"2011-09-21",129.793335,131.570007,126.66333,126.763336,936600,126.763336
"2011-09-22",122.106667,125.333336,120.110001,122.853333,1950900,122.853333
"2011-09-23",121.833336,126.563332,121.183334,125.003334,1133700,125.003334
"2011-09-26",125.150002,126.459999,120.973335,125.58667,936900,125.58667
"2011-09-27",128.119995,131.333328,127.169998,129.363327,1172700,129.363327
"2011-09-28",129.570007,130.289993,125.496666,125.91333,888900,125.91333
"2011-09-29",128.013336,129.066666,122.050003,124.40667,1138200,124.40667
"2011-09-30",122.75,123.333336,121.103333,121.426666,1023600,121.426666
"2011-10-03",120.106667,121.84333,116.176666,116.253334,1166400,116.253334
"2011-10-04",114.066666,121.40667,113.736664,121.34333,1829400,121.34333
"2011-10-05",121.716667,122.443336,118.410004,122.333336,1282200,122.333336
"2011-10-06",123.106667,125.059998,121.583336,124.300003,1396500,124.300003
"2011-10-07",125.010002,125.036667,121.099998,121.48333,961500,121.48333
"2011-10-10",123.196671,126.739998,123.09333,126.456665,907200,126.456665
"2011-10-11",125.65667,129.559998,125.333336,128.449997,996300,128.449997
"2011-10-12",129.199997,129.996674,126.93,127.386665,914400,127.386665
"2011-10-13",127.260002,129.496674,127.209999,129.083328,615300,129.083328
"2011-10-14",130.436661,131.806671,129.75,131.126663,809100,131.126663
"2011-10-17",131.059998,131.399994,128.67334,129.343338,930600,129.343338
"2011-10-18",129.926666,130.646667,126.666664,127.58667,2066700,127.58667
"2011-10-19",137.929993,141.830002,136.666672,139.206665,4327500,139.206665
"2011-10-20",140.703339,140.833328,137.666672,139.470001,1328400,139.470001
"2011-10-21",137.623337,140,136.053329,138.543335,1626900,138.543335
"2011-10-24",137.573334,143.146667,137.5,140.796661,1687800,140.796661
"2011-10-25",140.666672,142.733337,139.186661,139.789993,1071600,139.789993
"2011-10-26",142.316666,142.619995,139.139999,140.179993,810300,140.179993
"2011-10-27",142.733337,146.893326,142.093338,145.103333,1802100,145.103333
"2011-10-28",144.666672,147.666672,144.003326,145.509995,1110000,145.509995
"2011-10-31",144.666672,147.16333,144.619995,144.619995,865500,144.619995
"2011-11-01",141.820007,143.816666,140.139999,142.056671,1236900,142.056671
"2011-11-02",142.990005,143.906662,140.956665,142.366669,722100,142.366669
"2011-11-03",143.813339,146.070007,142.199997,145.78334,809700,145.78334
"2011-11-04",145.493332,145.75,142.743332,144.07666,667800,144.07666
"2011-11-07",142.843338,144.996674,142.666672,144.123337,810600,144.123337
"2011-11-08",144.323334,147.333328,144.123337,147.063339,660900,147.063339
"2011-11-09",143.990005,145.756668,142.203339,143.093338,874500,143.093338
"2011-11-10",144.17334,145.006668,141.666672,143.179993,687000,143.179993
"2011-11-11",144.130005,147.296661,144.016663,146.66333,665100,146.66333
"2011-11-14",146.516663,149.166672,146.07666,146.82666,610500,146.82666
"2011-11-15",146.943329,149.686661,146.376663,149.589996,673500,149.589996
"2011-11-16",147.606674,149,146,146.153336,1264500,146.153336
"2011-11-17",147.270004,147.270004,141.136673,142.963333,1108800,142.963333
"2011-11-18",142.166672,143.449997,138.399994,141.020004,1028100,141.020004
"2011-11-21",139.443329,141.103333,138.03334,140.273331,928200,140.273331
"2011-11-22",139.746674,141.066666,138.333328,139.559998,848700,139.559998
"2011-11-23",138.403336,140.803329,136.789993,138.976669,701400,138.976669
"2011-11-25",137.343338,139.993332,137.333328,137.753326,469200,137.753326
"2011-11-28",141,142.5,140.020004,141.653336,1099500,141.653336
"2011-11-29",141.059998,141.936661,140.316666,140.873337,897000,140.873337
"2011-11-30",144.839996,145.993332,142.919998,144.736664,1456200,144.736664
"2011-12-01",141.556671,146.186661,141.516663,145.196671,1263600,145.196671
"2011-12-02",146.666672,148.566666,143.023331,144.616669,1545000,144.616669
"2011-12-05",146.396667,148.273331,144.633331,145.476669,890400,145.476669
"2011-12-06",146,146.809998,144.483337,146.649994,1266000,146.649994
"2011-12-07",145.17334,147.179993,144.143326,146.626663,721800,146.626663
"2011-12-08",146.17334,146.856674,143.226669,143.333328,583200,143.333328
"2011-12-09",144.446671,147.03334,143.979996,146.800003,709200,146.800003
"2011-12-12",146.116669,146.179993,143.919998,144.570007,613500,144.570007
"2011-12-13",145.78334,147.996674,143.839996,144.796661,863100,144.796661
"2011-12-14",143.906662,144.643326,140.57666,141.17334,1145700,141.17334
"2011-12-15",142.153336,143.203339,140.279999,142.78334,1052700,142.78334
"2011-12-16",143.703339,144.713333,142.186661,144.039993,1001700,144.039993
"2011-12-19",144.996674,145.649994,143.690002,144.063339,589800,144.063339
"2011-12-20",146.023331,148.460007,145.223328,147.860001,971700,147.860001
"2011-12-21",148.406662,148.416672,146.259995,146.910004,744900,146.910004
"2011-12-22",147.876663,150,147.603333,149.286667,781200,149.286667
"2011-12-23",150,152.91333,149.666672,152.553329,795300,152.553329
"2011-12-27",152.833328,155.21666,151.856674,154.490005,785100,154.490005
"2011-12-28",154.996674,155,152.179993,152.566666,490200,152.566666
"2011-12-29",152.543335,155.346664,151.91333,155.343338,633000,155.343338
"2011-12-30",155.440002,156.416672,154.33667,154.33667,544200,154.33667
"2012-01-03",156.983337,157.976669,155.723328,157.236664,1033800,157.236664
"2012-01-04",157.343338,158.166672,155.333328,155.646667,872100,155.646667
"2012-01-05",155.973328,157.543335,154.686661,157.453339,1569900,157.453339
"2012-01-06",156.996674,157.656662,152.963333,153.486664,1522500,153.486664
"2012-01-09",152.936661,153.253326,150.083328,150.5,1398600,150.5
"2012-01-10",151.193329,152.146667,148.850006,150.063339,1305900,150.063339
"2012-01-11",149.456665,152.58667,148.699997,152.316666,957600,152.316666
"2012-01-12",152.496674,153.616669,151.683334,152.710007,645900,152.710007
"2012-01-13",152.479996,153.66333,151.333328,153.146667,610200,153.146667
"2012-01-17",154.763336,155.666672,154.050003,155.119995,937200,155.119995
"2012-01-18",155.190002,157.066666,155.136673,156.953339,885600,156.953339
"2012-01-19",157.906662,158.830002,155.833328,158.21666,1767300,158.21666
"2012-01-20",148.333328,149.926666,143.08667,148.559998,4841100,148.559998
"2012-01-23",149.119995,152.619995,147,148.130005,2298600,148.130005
"2012-01-24",147.166672,148.696671,145.833328,146.666672,1267800,146.666672
"2012-01-25",145.546661,151.886673,145.546661,151.886673,1572600,151.886673
"2012-01-26",152.320007,152.906662,150.666672,152.126663,1267200,152.126663
"2012-01-27",151.523331,153.863327,151.006668,153,627900,153
"2012-01-30",151.666672,152.666672,150.449997,152.17334,1024200,152.17334
"2012-01-31",153.166672,153.5,151.300003,153.303329,678300,153.303329
"2012-02-01",153.823334,154.979996,152.96666,154.313339,614400,154.313339
"2012-02-02",154.666672,162.946671,154.5,161,3218400,161
"2012-02-03",162.116669,165.176666,161.166672,164.003326,2027400,164.003326
"2012-02-06",163.220001,164.753326,161.043335,163.796661,1073700,163.796661
"2012-02-07",163.046661,164.856674,162.796661,164.666672,681900,164.666672
"2012-02-08",164.193329,164.426666,161.666672,163.973328,840300,163.973328
"2012-02-09",164.490005,164.506668,162.589996,164.136673,731400,164.136673
"2012-02-10",162.993332,164.5,162.133331,163.610001,884100,163.610001
"2012-02-13",164.193329,168.669998,164.03334,167.690002,1430100,167.690002
"2012-02-14",167.570007,171.516663,166.873337,170.133331,1445100,170.133331
"2012-02-15",171.726669,171.869995,168.240005,168.410004,1221900,168.410004
"2012-02-16",168.493332,171.083328,167.833328,169.179993,1094700,169.179993
"2012-02-17",169.106674,170.633331,168.333328,168.66333,758700,168.66333
"2012-02-21",168.83667,169.656662,166.666672,168.303329,525600,168.303329
"2012-02-22",167.869995,169.356674,167.006668,168.026672,549000,168.026672
"2012-02-23",168.433334,169.903336,167.67334,168.786667,483900,168.786667
"2012-02-24",169.486664,171.210007,168.610001,170.919998,620700,170.919998
"2012-02-27",170.039993,172.823334,169.156662,171.410004,848700,171.410004
"2012-02-28",171.960007,172.496674,170.583328,171.896667,615900,171.896667
"2012-02-29",171.486664,172.043335,170.346664,170.539993,659400,170.539993
"2012-03-01",170.039993,173.833328,169.833328,173.776672,930600,173.776672
"2012-03-02",173.943329,174.366669,171.770004,172.303329,720900,172.303329
"2012-03-05",171.473328,173.196671,170.433334,171.143326,723600,171.143326
"2012-03-06",170.223328,170.5,167.756668,168.880005,814800,168.880005
"2012-03-07",169.896667,170.496674,169.050003,169.416672,456600,169.416672
"2012-03-08",170.366669,173.233337,170.083328,172.286667,589500,172.286667
"2012-03-09",172.699997,175.503326,172.699997,174.610001,969000,174.610001
"2012-03-12",174.866669,176.566666,174.139999,175.490005,896100,175.490005
"2012-03-13",176.666672,177.32666,175.666672,177.106674,646800,177.106674
"2012-03-14",176.936661,177.666672,175.28334,176.066666,759000,176.066666
"2012-03-15",175.690002,176.226669,174.630005,176.066666,646500,176.066666
"2012-03-16",175.313339,177.036667,175.313339,176.580002,1164600,176.580002
"2012-03-19",176.169998,176.679993,175.046661,176.513336,594900,176.513336
"2012-03-20",175.406662,177.306671,175,177.210007,445200,177.210007
"2012-03-21",177.149994,178.616669,176.789993,177.639999,410700,177.639999
"2012-03-22",176.919998,179.339996,176.333328,178.270004,579300,178.270004
"2012-03-23",178.899994,178.899994,176.869995,177.800003,400200,177.800003
"2012-03-26",179.133331,180.793335,177.970001,180.653336,567600,180.653336
"2012-03-27",181,183.490005,179.843338,182.103333,939900,182.103333
"2012-03-28",182.863327,183.196671,179.546661,181.543335,552600,181.543335
"2012-03-29",181.46666,183.073334,178.733337,181.226669,780600,181.226669
"2012-03-30",181.860001,182.470001,179.380005,180.583328,1117800,180.583328
"2012-04-02",178.940002,182.333328,178.936661,181.940002,765000,181.940002
"2012-04-03",181.479996,183.03334,181.176666,182.796661,608700,182.796661
"2012-04-04",181.779999,182.503326,180,181.323334,483600,181.323334
"2012-04-05",180.66333,181.880005,180.333328,181.746674,480300,181.746674
"2012-04-09",180,180.796661,177.83667,179.690002,583800,179.690002
"2012-04-10",179.056671,179.656662,176.100006,178.41333,1041300,178.41333
"2012-04-11",179.559998,180.580002,178.960007,180.003326,1022700,180.003326
"2012-04-12",181.273331,184.710007,180.759995,183.863327,1239900,183.863327
"2012-04-13",183.983337,184.226669,181.339996,182.186661,618600,182.186661
"2012-04-16",183.850006,183.996674,178.106674,180.363327,972900,180.363327
"2012-04-17",182.156662,183.276672,179.156662,181.843338,1461300,181.843338
"2012-04-18",191.356674,198.296661,189.866669,194.839996,4239900,194.839996
"2012-04-19",195.503326,196.616669,191.773331,193.073334,1434000,193.073334
"2012-04-20",192.506668,194.03334,189.736664,192.190002,1734000,192.190002
"2012-04-23",188.906662,190.196671,186.770004,189.146667,1025100,189.146667
"2012-04-24",189,190.199997,185.240005,186.703339,732900,186.703339
"2012-04-25",188.746674,192.786667,188.746674,191.833328,829200,191.833328
"2012-04-26",190.516663,192.916672,189.240005,192.213333,537000,192.213333
"2012-04-27",193.333328,195.453339,191.360001,195.273331,757200,195.273331
"2012-04-30",195.330002,196.66333,192.529999,192.733337,513000,192.733337
"2012-05-01",192.699997,196.703339,192.066666,196.093338,768000,196.093338
"2012-05-02",194.526672,197.213333,194.186661,195.386673,538200,195.386673
"2012-05-03",196.476669,196.926666,192.210007,192.789993,560700,192.789993
"2012-05-04",191.669998,192.596664,186.733337,188.386673,939600,188.386673
"2012-05-07",187.309998,189.490005,186,188,792000,188
"2012-05-08",186.666672,186.666672,182.919998,185.666672,1052400,185.666672
"2012-05-09",183.546661,185.483337,181.866669,183.196671,1315800,183.196671
"2012-05-10",184.389999,185.983337,183.513336,185.583328,711000,185.583328
"2012-05-11",185.063339,188.089996,183.333328,186.316666,705900,186.316666
"2012-05-14",184.570007,185.910004,182.649994,183.520004,617100,183.520004
"2012-05-15",185.266663,186.296661,181.553329,182.28334,855000,182.28334
"2012-05-16",181.940002,182.82666,178.03334,179.059998,1261500,179.059998
"2012-05-17",178,178.516663,172.669998,173.029999,1138800,173.029999
"2012-05-18",173.059998,173.666672,169.693329,170.41333,1051800,170.41333
"2012-05-21",170.380005,176,169.146667,175.690002,999000,175.690002
"2012-05-22",175.78334,178.866669,174.053329,175.026672,789000,175.026672
"2012-05-23",174.206665,177.509995,172.666672,176.963333,714000,176.963333
"2012-05-24",177.506668,178.220001,174.323334,177.166672,607800,177.166672
"2012-05-25",176.563339,177.023331,175,175.516663,573600,175.516663
"2012-05-29",176.296661,177.773331,174.563339,175.96666,627600,175.96666
"2012-05-30",175.476669,177.710007,173.243332,177.183334,732000,177.183334
"2012-05-31",176.723328,177.580002,174.003326,174.366669,954600,174.366669
"2012-06-01",170.593338,172.356674,166.070007,167.669998,1137900,167.669998
"2012-06-04",167.669998,172.246674,166.003326,172.070007,848100,172.070007
"2012-06-05",171.039993,175,170.546661,174.126663,816300,174.126663
"2012-06-06",175.53334,179,174.333328,177.813339,1056600,177.813339
"2012-06-07",179.833328,180.919998,176.263336,176.503326,835200,176.503326
"2012-06-08",175.179993,179.429993,175.043335,178.899994,593700,178.899994
"2012-06-11",180.179993,181.199997,173.020004,173.630005,930600,173.630005
"2012-06-12",175.513336,177.476669,173.070007,176.963333,671400,176.963333
"2012-06-13",175.573334,178.916672,175,175.323334,431700,175.323334
"2012-06-14",175.169998,178.899994,175.169998,175.993332,643800,175.993332
"2012-06-15",176.083328,178.199997,174.856674,177.220001,1422000,177.220001
"2012-06-18",176.970001,182.460007,175.970001,181.746674,857100,181.746674
"2012-06-19",183.026672,184.563339,181.543335,182.860001,675600,182.860001
"2012-06-20",183.419998,184.016663,181.013336,182.740005,521100,182.740005
"2012-06-21",183.436661,185.589996,178.943329,179.009995,808500,179.009995
"2012-06-22",179.853333,183.619995,179.853333,183.373337,2117400,183.373337
"2012-06-25",181.226669,182.300003,179.089996,179.936661,764100,179.936661
"2012-06-26",180.529999,181.729996,178.690002,181.436661,530700,181.436661
"2012-06-27",182.410004,183.543335,181.160004,181.41333,376200,181.41333
"2012-06-28",180.229996,180.523331,177.043335,178.763336,803700,178.763336
"2012-06-29",181.666672,184.653336,180.993332,184.596664,999900,184.596664
"2012-07-02",185.490005,189.046661,185.206665,188.656662,995700,188.656662
"2012-07-03",187.916672,189.983337,187.46666,188.869995,373500,188.869995
"2012-07-05",188.403336,188.996674,186.740005,187.803329,555900,187.803329
"2012-07-06",187.083328,187.483337,183.333328,183.823334,867300,183.823334
"2012-07-09",184.116669,185,182.553329,183.796661,409800,183.796661
"2012-07-10",181.869995,182.616669,175.813339,177.256668,1931100,177.256668
"2012-07-11",177.536667,179.483337,176.566666,178.33667,748500,178.33667
"2012-07-12",177.080002,179.106674,173.75,178.196671,772800,178.196671
"2012-07-13",178.333328,180.820007,177.75,180.013336,912300,180.013336
"2012-07-16",180.183334,180.676666,178,178.839996,490800,178.839996
"2012-07-17",180.823334,182.306671,178.356674,181.369995,971700,181.369995
"2012-07-18",182.516663,184.92334,181.5,183.119995,767700,183.119995
"2012-07-19",184.333328,184.526672,180.003326,181.403336,1495500,181.403336
"2012-07-20",172,172.666672,164.850006,166.166672,4596000,166.166672
"2012-07-23",161,161.880005,155.753326,159.156662,2839500,159.156662
"2012-07-24",160.449997,160.633331,156.666672,157.493332,1443900,157.493332
"2012-07-25",159.526672,161.983337,158.343338,161.196671,1453800,161.196671
"2012-07-26",163.333328,164.46666,162.053329,163.066666,1391700,163.066666
"2012-07-27",164.660004,167.229996,163.399994,166.313339,908700,166.313339
"2012-07-30",163.276672,165.690002,161.356674,163.869995,1079400,163.869995
"2012-07-31",162.449997,163.916672,160.166672,160.5,1067700,160.5
"2012-08-01",161.666672,162.92334,158.929993,158.929993,856500,158.929993
"2012-08-02",157.636673,159.529999,157.013336,159.263336,1072800,159.263336
"2012-08-03",161.666672,165.32666,160.746674,164.28334,1008300,164.28334
"2012-08-06",164.483337,165.383331,163.256668,163.600006,555600,163.600006
"2012-08-07",163.706665,166.58667,163.706665,165.58667,517200,165.58667
"2012-08-08",164.699997,167.393326,164.676666,167.073334,658800,167.073334
"2012-08-09",167.703339,167.703339,164.809998,165.853333,686700,165.853333
"2012-08-10",165.479996,166.32666,164.003326,166.193329,688800,166.193329
"2012-08-13",166.053329,170.876663,166.053329,169.436661,1055700,169.436661
"2012-08-14",170.820007,170.820007,168.07666,169.953339,657900,169.953339
"2012-08-15",169.166672,172.5,168.96666,172.436661,775200,172.436661
"2012-08-16",172.630005,172.789993,170.666672,171.649994,583200,171.649994
"2012-08-17",172.32666,172.32666,169.686661,170.57666,716700,170.57666
"2012-08-20",170.059998,171.233337,169.149994,170.106674,620100,170.106674
"2012-08-21",170.333328,171.993332,168.33667,169.166672,876600,169.166672
"2012-08-22",168.806671,169.800003,167.669998,169.253326,463200,169.253326
"2012-08-23",168.626663,169.293335,167.039993,167.736664,462600,167.736664
"2012-08-24",167.926666,169.306671,166.666672,168.506668,447600,168.506668
"2012-08-27",167.679993,168.78334,166.333328,166.896667,572400,166.896667
"2012-08-28",166.503326,166.853333,165.433334,166.003326,695400,166.003326
"2012-08-29",166,166.713333,165.346664,165.513336,494700,165.513336
"2012-08-30",164.436661,165.316666,162.203339,163.886673,439500,163.886673
"2012-08-31",164.130005,165.990005,162.82666,163.929993,612300,163.929993
"2012-09-04",163.416672,165.393326,162.740005,163.696671,730500,163.696671
"2012-09-05",163.320007,164.226669,162.003326,162.566666,672300,162.566666
"2012-09-06",163.33667,165.516663,163.053329,165.306671,967200,165.306671
"2012-09-07",165.869995,167.279999,164.28334,166.91333,662400,166.91333
"2012-09-10",165.793335,167.306671,164.770004,165.063339,777600,165.063339
"2012-09-11",164.809998,164.903336,162.17334,162.470001,911700,162.470001
"2012-09-12",163.233337,164.350006,161.669998,162.026672,634200,162.026672
"2012-09-13",162,164.343338,160.419998,163.240005,1032000,163.240005
"2012-09-14",163.53334,167.473328,162.433334,167.21666,1118400,167.21666
"2012-09-17",166.856674,171.313339,166.58667,170.103333,1048200,170.103333
"2012-09-18",171.059998,172.606674,169.850006,170.786667,894900,170.786667
"2012-09-19",170.846664,171.333328,169.146667,169.796661,551400,169.796661
"2012-09-20",169.5,169.5,167.106674,168.779999,986700,168.779999
"2012-09-21",169.333328,172.850006,169.333328,172.58667,2091000,172.58667
"2012-09-24",171.666672,173.149994,170.199997,172.5,708300,172.5
"2012-09-25",172.523331,173.876663,170.373337,170.490005,767700,170.490005
"2012-09-26",170.309998,170.916672,164.746674,165.206665,1188600,165.206665
"2012-09-27",166.136673,167,164.669998,166.553329,926400,166.553329
"2012-09-28",166.070007,166.169998,163.843338,165.210007,804900,165.210007
"2012-10-01",166.343338,168.800003,165.503326,166.600006,714000,166.600006
"2012-10-02",166.333328,167.383331,164.800003,166.916672,1058400,166.916672
"2012-10-03",167.713333,170.440002,166.693329,170.343338,986700,170.343338
"2012-10-04",170.919998,173.333328,169.570007,172.16333,1104300,172.16333
"2012-10-05",173.233337,173.333328,169.82666,170.436661,929400,170.436661
"2012-10-08",169.543335,170.263336,169.009995,169.773331,766500,169.773331
"2012-10-09",167.593338,168.666672,163.013336,165.053329,1874100,165.053329
"2012-10-10",165.506668,166.160004,163.199997,164.876663,1207500,164.876663
"2012-10-11",166.486664,166.893326,164.320007,164.880005,795900,164.880005
"2012-10-12",164.883331,166.883331,164.41333,164.860001,1005300,164.860001
"2012-10-15",169.026672,171.133331,168.333328,170.843338,1419000,170.843338
"2012-10-16",171.743332,178.259995,171.660004,177.710007,4290300,177.710007
"2012-10-17",170.016663,181.403336,170,177.470001,4964400,177.470001
"2012-10-18",177.213333,178.813339,175.470001,178.606674,1340700,178.606674
"2012-10-19",179.410004,182.023331,178.666672,179.449997,2021100,179.449997
"2012-10-22",180,183.976669,180,183.729996,1944000,183.729996
"2012-10-23",181.733337,183.866669,179.710007,182.203339,1447500,182.203339
"2012-10-24",183.093338,183.273331,180.520004,181.003326,835800,181.003326
"2012-10-25",181.710007,182.756668,180.17334,181.876663,750900,181.876663
"2012-10-26",179.566666,181.596664,178.333328,178.613327,1097400,178.613327
"2012-10-31",178.666672,181.699997,177.516663,180.740005,1028400,180.740005
"2012-11-01",181.666672,183.16333,177.943329,180.320007,1371900,180.320007
"2012-11-02",179.669998,183.71666,179.070007,180.490005,1003800,180.490005
"2012-11-05",180.166672,181.080002,179.126663,180.273331,865500,180.273331
"2012-11-06",180.820007,183.32666,180.386673,181.300003,581400,181.300003
"2012-11-07",179.020004,180.330002,177,179.233337,1038300,179.233337
"2012-11-08",178.713333,179.41333,176.91333,177.166672,789600,177.166672
"2012-11-09",176.289993,178.613327,175.66333,176.53334,1000800,176.53334
"2012-11-12",176.639999,179.166672,176.333328,177.880005,781800,177.880005
"2012-11-13",177.53334,179.916672,176.666672,178.723328,705300,178.723328
"2012-11-14",178.893326,179.653336,174.91333,175.486664,828000,175.486664
"2012-11-15",175.5,176.333328,173.433334,174.763336,825900,174.763336
"2012-11-16",174.623337,178.926666,174.506668,177.973328,1123500,177.973328
"2012-11-19",180,183.32666,179.386673,180.830002,835200,180.830002
"2012-11-20",180.440002,181.330002,177.960007,178.82666,642300,178.82666
"2012-11-21",178.570007,179.75,177.399994,178.153336,358500,178.153336
"2012-11-23",179.543335,179.543335,178.25,179.166672,134700,179.166672
"2012-11-26",178.416672,180,177.110001,178.083328,669300,178.083328
"2012-11-27",177.403336,178.210007,174.823334,175,852300,175
"2012-11-28",174.666672,177.096664,174,176.830002,997800,176.830002
"2012-11-29",177.46666,179.699997,177.07666,178.316666,510600,178.316666
"2012-11-30",177.796661,178.029999,175.666672,176.333328,653700,176.333328
"2012-12-03",176.25,177.630005,174.693329,175.136673,624900,175.136673
"2012-12-04",174.986664,176.253326,173.529999,175.723328,702000,175.723328
"2012-12-05",175.919998,175.919998,171.863327,172.256668,899100,172.256668
"2012-12-06",171.75,173.603333,170,173.259995,740100,173.259995
"2012-12-07",173.509995,173.779999,171.083328,172.763336,570300,172.763336
"2012-12-10",172.383331,175.633331,172.383331,175.616669,750000,175.616669
"2012-12-11",175.656662,180.259995,175.523331,178.766663,1282800,178.766663
"2012-12-12",179.053329,181.710007,178.91333,179.856674,734400,179.856674
"2012-12-13",178.583328,180,177.666672,179.316666,639900,179.316666
"2012-12-14",178.763336,179.46666,177.313339,177.703339,643800,177.703339
"2012-12-17",178.463333,184.32666,178.363327,183.666672,2055600,183.666672
"2012-12-18",184.333328,184.653336,181.666672,182.17334,1285800,182.17334
"2012-12-19",182.443329,182.479996,169.360001,171.816666,7257000,171.816666
"2012-12-20",169.606674,170.399994,162.630005,162.770004,5109300,162.770004
"2012-12-21",160.619995,168.333328,158.75,165.596664,4012500,165.596664
"2012-12-24",165.073334,165.286667,162.593338,163.243332,720000,163.243332
"2012-12-26",163.91333,164.366669,159.860001,160.046661,1078500,160.046661
"2012-12-27",160.333328,162.886673,160.270004,162.389999,969300,162.389999
"2012-12-28",161.570007,162.080002,159.833328,159.833328,639000,159.833328
"2012-12-31",160.28334,163.563339,159.866669,163.456665,878700,163.456665
"2013-01-02",168.833328,169.296661,163.339996,165.839996,1255500,165.839996
"2013-01-03",165.293335,168.823334,165.013336,167.889999,956400,167.889999
"2013-01-04",168.566666,168.566666,166.270004,166.759995,706500,166.759995
"2013-01-07",166.093338,168.133331,165.860001,167.333328,586800,167.333328
"2013-01-08",166.839996,169.006668,166.839996,168.143326,718200,168.143326
"2013-01-09",168.880005,170.123337,168.110001,168.910004,432900,168.910004
"2013-01-10",170.266663,170.266663,168.333328,169.623337,403500,169.623337
"2013-01-11",168.91333,169.253326,167.53334,168.666672,886200,168.666672
"2013-01-14",170.800003,171,168.426666,170.906662,924000,170.906662
"2013-01-15",168.279999,169.853333,166.666672,167.863327,1926600,167.863327
"2013-01-16",167.333328,168.020004,165.78334,166.166672,1202100,166.166672
"2013-01-17",167.199997,172.486664,161.933334,171.399994,4613100,171.399994
