"dates","DRI.Open","DRI.High","DRI.Low","DRI.Close","DRI.Volume","DRI.Adjusted"
"2011-06-27",43.184307,43.398846,42.916138,43.103859,2261551,31.634373
"2011-06-28",43.595505,44.122906,43.488235,44.024574,1928963,32.310093
"2011-06-29",44.203354,44.650307,43.675953,44.069271,2448932,32.342907
"2011-06-30",44.462585,44.650307,44.069271,44.480465,3385725,32.644684
"2011-07-01",44.5341,47.939857,44.185478,47.18898,6968341,34.6325
"2011-07-05",47.546539,48.00243,46.840359,47.805771,3269941,35.085163
"2011-07-06",47.483967,47.635929,47.054897,47.600174,2547153,34.934258
"2011-07-07",47.653809,48.038185,47.439274,47.939857,2682291,35.469994
"2011-07-08",47.45715,47.725323,47.09959,47.573357,2979192,35.198818
"2011-07-11",47.001263,47.546539,46.500679,46.643703,2729836,34.510979
"2011-07-12",46.697334,47.36776,46.518555,46.956566,2091509,34.742466
"2011-07-13",47.18898,47.671688,47.019138,47.162163,1969683,34.894588
"2011-07-14",47.36776,47.671688,46.706276,46.885056,2076630,34.689556
"2011-07-15",46.983383,47.296249,46.572189,47.019138,2055711,34.788765
"2011-07-18",46.813541,47.358822,46.643703,46.947628,1565276,34.735851
"2011-07-19",47.269432,47.957733,47.153225,47.921978,1673118,35.456753
"2011-07-20",47.91304,47.91304,47.171104,47.439274,1317485,35.099621
"2011-07-21",47.618053,47.886223,47.197922,47.868343,2464817,35.41708
"2011-07-22",47.939857,48.100758,47.555481,47.626991,1150017,35.238503
"2011-07-25",47.197922,47.626991,46.929749,47.475029,1158966,35.126068
"2011-07-26",47.573357,47.796833,47.260494,47.36776,897640,35.046711
"2011-07-27",47.090652,47.090652,45.758739,45.821316,1882985,33.902512
"2011-07-28",45.964336,46.28614,45.267097,45.276035,1649849,33.499062
"2011-07-29",44.855904,45.928581,44.51622,45.410118,1482940,33.598282
"2011-08-01",45.812374,45.812374,44.319561,44.811207,2084573,33.155151
"2011-08-02",44.489403,44.58773,43.103859,43.157494,2335944,31.931595
"2011-08-03",43.166431,44.069271,42.424496,44.051392,2008166,32.592972
"2011-08-04",43.434601,44.087147,42.344044,42.406616,2984003,31.376024
"2011-08-05",42.773113,43.818977,41.870277,42.871445,4150352,31.719944
"2011-08-08",41.879215,42.683723,40.189743,40.279133,5983220,29.801931
"2011-08-09",40.743961,41.432266,39.197514,41.226669,6046985,30.502998
"2011-08-10",40.57412,41.861336,40.171867,40.270195,4354066,29.795322
"2011-08-11",41.441204,44.006699,40.904865,43.300514,4119365,32.037411
"2011-08-12",43.818977,44.015636,42.719482,43.532928,2705672,32.209358
"2011-08-15",43.801102,44.105026,43.041286,43.765343,1950889,32.381329
"2011-08-16",43.300514,43.72065,42.934017,43.380966,1799866,32.09692
"2011-08-17",43.622318,43.97094,42.701603,43.318394,1852444,32.050636
"2011-08-18",42.254654,42.549641,40.100353,40.547302,3415147,30.00034
"2011-08-19",40.100353,41.289242,39.975208,40.180805,2315248,29.729183
"2011-08-22",41.164097,41.414387,40.690327,40.815475,2051348,30.198772
"2011-08-23",41.012131,42.361919,40.842293,42.352982,1871686,31.336338
"2011-08-24",42.254654,42.719482,41.602104,42.424496,1863408,31.389259
"2011-08-25",42.424496,42.442371,40.39534,40.457912,2778163,29.934214
"2011-08-26",40.225498,41.307117,39.572952,40.976376,2618190,30.31781
"2011-08-29",41.512714,42.630093,41.494839,42.612213,1532274,31.528141
"2011-08-30",42.424496,43.45248,42.424496,43.237942,2404296,31.99111
"2011-08-31",43.640198,43.979881,42.665848,42.99659,2241638,31.812546
"2011-09-01",43.014469,43.255821,42.281471,42.460251,1685759,31.415703
"2011-09-02",41.611046,42.102692,41.387569,41.503777,1514487,30.708033
"2011-09-06",40.547302,41.503777,40.350647,41.2803,1939367,30.542686
"2011-09-07",39.3316,40.136108,38.974041,39.814304,6587538,29.458015
"2011-09-08",39.850063,40.332767,39.438869,39.644466,3717306,29.332355
"2011-09-09",39.34948,39.4925,38.401943,38.768444,4316255,28.684196
"2011-09-12",38.393005,39.24221,38.178471,38.804199,4318828,28.710655
"2011-09-13",38.813137,39.689159,38.482395,39.081306,3697058,28.915686
"2011-09-14",39.501442,40.708206,39.117065,40.171867,2957266,29.722563
"2011-09-15",40.547302,40.654572,39.96627,40.404282,1643808,29.894527
"2011-09-16",40.565182,41.04789,40.413219,40.770779,2290525,30.165693
"2011-09-19",40.127171,41.503777,39.993088,41.307117,2046426,30.562534
"2011-09-20",41.351814,41.459084,40.019901,40.073536,2251259,29.649805
"2011-09-21",40.100353,40.431095,39.170696,39.224331,2269158,29.021509
"2011-09-22",38.35725,40.118233,38.124836,39.832184,3857814,29.471251
"2011-09-23",39.724915,41.763008,39.313721,41.173035,3813738,30.463312
"2011-09-26",41.584229,42.81781,40.842293,42.764175,3343774,31.640581
"2011-09-27",43.336273,43.443539,41.771946,41.995422,3238394,31.071783
"2011-09-28",40.359585,40.949558,38.687992,39.59977,6197897,29.299282
"2011-09-29",39.975208,40.39534,38.035446,38.87571,6121826,28.763557
"2011-09-30",38.312553,39.832184,38.106956,38.214226,3804341,28.274143
"2011-10-03",38.008629,39.170696,37.070034,37.123669,4195771,27.467249
"2011-10-04",36.551571,37.588493,36.372791,37.56168,4586643,27.791332
"2011-10-05",37.660007,38.929344,37.463348,38.679054,3877167,28.618057
"2011-10-06",37.874542,39.26009,37.874542,38.714809,2561808,28.932028
"2011-10-07",39.045551,39.984146,38.866772,39.438869,3027520,29.473127
"2011-10-10",39.984146,40.583061,39.751732,40.547302,2244323,30.301472
"2011-10-11",40.368523,41.173035,40.341705,41.038948,2168699,30.668886
"2011-10-12",41.468021,42.424496,40.931683,41.414387,3114554,30.94945
"2011-10-13",41.244545,42.290409,41.244545,41.727253,2563262,31.18326
"2011-10-14",42.102692,42.165264,40.913803,41.709373,1781967,31.169907
"2011-10-17",41.450142,41.682556,40.600937,40.699268,1510684,30.415035
"2011-10-18",40.672451,42.09375,40.05566,41.798763,1757579,31.2367
"2011-10-19",41.771946,42.049057,41.056828,41.20879,1644032,30.795809
"2011-10-20",41.235607,41.459084,40.761841,41.164097,1631838,30.762405
"2011-10-21",42.09375,42.388737,41.593166,42.165264,2527016,31.510592
"2011-10-24",42.370861,42.987652,42.156322,42.63903,2522542,31.864655
"2011-10-25",42.790993,43.023407,42.013302,42.09375,2411120,31.457151
"2011-10-26",43.023407,43.023407,41.101521,41.807701,2157065,31.243382
"2011-10-27",42.9072,43.944122,42.308289,43.747467,2630607,32.692993
"2011-10-28",43.479298,43.79216,42.9072,43.354149,2815639,32.399067
"2011-10-31",42.898262,43.667015,42.799931,42.799931,2371742,31.984888
"2011-11-01",41.888153,43.050224,41.888153,42.281471,2838237,31.597439
"2011-11-02",42.898262,42.99659,41.852398,42.138447,1590782,31.490551
"2011-11-03",41.807701,42.576458,41.414387,42.487068,2063094,31.751081
"2011-11-04",42.209957,42.665848,41.879215,42.335106,1604989,31.637518
"2011-11-07",42.656906,42.692665,41.852398,42.299347,1257523,31.610802
"2011-11-08",42.451309,42.674786,41.897095,42.540703,1530261,31.791166
"2011-11-09",41.780888,42.254654,41.459084,41.530594,1387627,31.036295
"2011-11-10",41.879215,42.02224,41.2803,41.593166,1362904,31.083063
"2011-11-11",42.165264,42.674786,41.888153,42.379799,1157288,31.670927
"2011-11-14",42.72842,42.88932,42.075874,42.236774,2519409,31.564034
"2011-11-15",41.995422,43.202187,41.897095,42.987652,1829399,32.125172
"2011-11-16",42.755238,42.916138,41.834518,42.084812,2060969,31.450472
"2011-11-17",41.968605,42.406616,41.459084,41.91497,2721445,31.323561
"2011-11-18",41.387569,41.682556,41.128338,41.539532,2295223,31.042978
"2011-11-21",41.101521,41.101521,40.180805,40.48473,2332476,30.254709
"2011-11-22",40.466854,40.842293,39.930511,40.270195,2110303,30.094389
"2011-11-23",40.002026,40.538364,39.841122,39.930511,1977962,29.840534
"2011-11-25",39.930511,40.288074,39.805367,39.867939,583622,29.793779
"2011-11-28",40.735023,41.405449,40.493671,41.155155,1414700,30.755728
"2011-11-29",41.20879,41.852398,41.20879,41.476959,1501286,30.99621
"2011-11-30",42.460251,42.647968,42.129505,42.647968,2084797,31.871323
"2011-12-01",42.549641,42.773113,42.057995,42.415554,1652534,31.697639
"2011-12-02",42.862507,43.085979,42.415554,42.487068,1764627,31.751081
"2011-12-05",43.077042,43.112797,42.496006,42.665848,1772682,31.884682
"2011-12-06",38.410885,39.179638,37.311386,37.382896,17811948,27.936672
"2011-12-07",37.293507,39.027676,37.230934,38.822079,7694820,29.01219
"2011-12-08",38.60754,39.108124,38.321491,38.509212,3369057,28.778378
"2011-12-09",38.687992,39.197514,38.455578,38.62542,3108178,28.865221
"2011-12-12",38.473457,39.134941,38.276798,39.108124,2885893,29.225956
"2011-12-13",39.224331,39.42099,38.670113,38.822079,2567066,29.01219
"2011-12-14",38.813137,39.027676,38.205284,38.553905,2987135,28.811781
"2011-12-15",38.839954,39.322662,38.509212,39.099186,3390536,29.219278
"2011-12-16",39.090248,39.715977,38.187408,39.045551,7285714,29.17919
"2011-12-19",39.24221,39.58189,38.491333,38.553905,2746392,28.811781
"2011-12-20",39.108124,39.501442,38.938286,39.269028,2752433,29.346201
"2011-12-21",39.251148,39.993088,39.090248,39.957329,2154603,29.86058
"2011-12-22",39.912636,40.32383,39.707039,40.198685,2027744,30.040951
"2011-12-23",40.520489,41.03001,40.314892,40.851231,1691912,30.528591
"2011-12-27",40.851231,41.557411,40.511547,41.387569,1613827,30.92942
"2011-12-28",41.414387,41.414387,40.270195,40.413219,1340083,30.201267
"2011-12-29",40.636696,40.976376,40.529427,40.878048,926390,30.548641
"2011-12-30",40.797596,40.994255,40.493671,40.743961,837789,30.448433
"2012-01-03",41.20879,41.387569,39.707039,39.912636,2387292,29.827173
"2012-01-04",39.867939,40.368523,39.850063,40.189743,2113547,30.034256
"2012-01-05",40.002026,40.752899,39.689159,40.618816,2082336,30.354912
"2012-01-06",40.136108,40.207623,39.34948,39.635525,3054480,29.903057
"2012-01-09",39.841122,39.894756,39.152821,39.34948,2358429,29.687258
"2012-01-10",39.715977,39.984146,39.412052,39.671284,1772010,29.930038
"2012-01-11",39.644466,40.05566,39.555077,39.814304,1383936,30.037937
"2012-01-12",39.796429,40.118233,39.626587,39.912636,1891487,30.112123
"2012-01-13",39.662342,39.984146,39.51038,39.832184,1754447,30.051437
"2012-01-17",40.171867,41.03001,40.05566,40.136108,2984003,30.280727
"2012-01-18",40.252316,41.074703,40.189743,40.967438,2153037,30.907915
"2012-01-19",41.262424,41.548473,40.645634,41.217728,1741582,31.096752
"2012-01-20",41.235607,42.245712,41.181973,41.789825,2334042,31.52837
"2012-01-23",41.691498,41.879215,41.074703,41.557411,1652310,31.353031
"2012-01-24",41.1194,41.414387,40.833351,41.19091,3075512,31.07653
"2012-01-25",41.262424,41.906033,41.155155,41.780888,1440094,31.521629
"2012-01-26",42.013302,42.013302,41.235607,41.709373,1409218,31.467672
"2012-01-27",41.512714,41.512714,41.110462,41.235607,1461573,31.11025
"2012-01-30",40.904865,41.450142,40.833351,41.342876,1479472,31.191164
"2012-01-31",41.459084,41.468021,40.761841,41.003193,1860611,30.93491
"2012-02-01",41.307117,42.156322,41.074703,41.93285,1613939,31.636278
"2012-02-02",42.192081,42.27253,41.566349,41.959667,1056718,31.656517
"2012-02-03",42.460251,43.380966,42.361919,43.372028,2401275,32.722076
"2012-02-06",43.112797,43.801102,43.059162,43.211124,2267815,32.600674
"2012-02-07",43.255821,44.149719,43.130676,43.935184,1790357,33.14695
"2012-02-08",44.015636,44.435768,43.523991,43.917309,1763620,33.133469
"2012-02-09",44.239113,44.248051,43.747467,44.176537,1782750,33.329025
"2012-02-10",43.783222,44.578793,43.72065,44.203354,2548607,33.34927
"2012-02-13",44.400013,44.400013,43.935184,44.060329,1530596,33.241364
"2012-02-14",43.944122,44.051392,43.273701,43.738525,1604430,32.998581
"2012-02-15",43.953064,44.551975,43.908367,43.997757,1752098,33.194145
"2012-02-16",44.149719,45.866009,44.149719,45.177708,3624119,34.084373
"2012-02-17",45.365425,45.812374,45.115131,45.499512,1799306,34.327164
"2012-02-21",45.812374,46.39341,45.436935,45.526325,2513928,34.347374
"2012-02-22",45.454815,45.517387,44.668182,44.802269,2312115,33.801117
"2012-02-23",45.249218,45.249218,44.328503,44.51622,3359884,33.585312
"2012-02-24",44.712879,44.864841,43.756405,43.97094,3647500,33.17392
"2012-02-27",43.953064,44.498341,43.372028,43.908367,2731402,33.126717
"2012-02-28",44.033512,45.731922,44.033512,45.633595,2534288,34.428318
"2012-02-29",45.624657,46.116302,45.222401,45.57996,2683410,34.387844
"2012-03-01",45.758739,45.767681,44.802269,44.820145,2104710,33.814613
"2012-03-02",44.748634,44.936352,44.301685,44.480465,1460230,33.558331
"2012-03-05",44.891659,45.615719,44.739697,45.410118,2160644,34.259708
"2012-03-06",44.712879,44.855904,44.140781,44.274868,1900436,33.403229
"2012-03-07",44.712879,45.356487,44.623489,45.213463,1748741,34.111343
"2012-03-08",45.24028,46.017971,45.124073,45.937523,1550509,34.657612
"2012-03-09",46.098423,46.196751,45.803436,46.000095,1328337,34.704823
"2012-03-12",45.991154,46.384472,45.830254,46.071606,1367043,34.758774
"2012-03-13",46.071606,47.081715,46.062668,47.063835,1633069,35.507362
"2012-03-14",47.001263,47.555481,46.750969,46.93869,2433158,35.412949
"2012-03-15",46.902931,47.439274,46.652641,47.403519,1565052,35.763634
"2012-03-16",47.45715,47.528664,46.831421,46.93869,2262110,35.412949
"2012-03-19",46.974445,47.162163,46.23251,46.965508,1908155,35.433193
"2012-03-20",46.590069,47.090652,46.527496,47.045956,1460342,35.49387
"2012-03-21",47.171104,47.376701,46.697334,46.777786,1442219,35.29155
"2012-03-22",46.527496,46.742031,45.892826,46.330837,2885893,34.954353
"2012-03-23",45.57996,45.776619,44.543037,45.517387,5042175,34.340637
"2012-03-26",46.160995,46.616886,45.740864,46.429165,2260320,35.028534
"2012-03-27",46.312958,46.429165,45.32967,45.427998,3182571,34.273205
"2012-03-28",45.463753,45.803436,44.766514,44.882717,2748182,33.861816
"2012-03-29",44.838024,45.445877,44.400013,45.320728,2747735,34.192268
"2012-03-30",45.624657,45.857071,45.159828,45.731922,3208189,34.502499
"2012-04-02",45.079376,46.169933,44.829086,45.821316,3025506,34.569942
"2012-04-03",45.830254,45.973278,45.347546,45.463753,2144311,34.300182
"2012-04-04",45.016804,45.043621,44.569855,44.793327,2984226,33.79438
"2012-04-05",44.417892,44.748634,44.069271,44.695,2351270,34.012051
"2012-04-09",44.069271,44.230171,43.63126,44.051392,1929410,33.522274
"2012-04-10",44.060329,44.319561,43.345211,43.586563,2654212,33.168556
"2012-04-11",44.051392,44.855904,43.738525,44.560917,2190737,33.910019
"2012-04-12",44.596672,44.703938,44.212296,44.507282,2119924,33.86919
"2012-04-13",44.435768,45.15089,44.355316,44.945293,1920461,34.202522
"2012-04-16",45.141949,45.356487,44.319561,44.882717,1888019,34.154896
"2012-04-17",45.016804,45.016804,44.310623,44.525158,2803781,33.882816
"2012-04-18",44.480465,45.070438,44.33744,44.900597,1922810,34.168503
"2012-04-19",44.936352,45.177708,44.185478,44.435768,1913525,33.81477
"2012-04-20",44.507282,44.989986,44.435768,44.632427,1799642,33.96442
"2012-04-23",44.44471,45.088318,43.756405,44.650307,2580378,33.97805
"2012-04-24",44.712879,45.40118,44.203354,45.043621,2758250,34.27734
"2012-04-25",45.088318,45.588902,44.596672,45.410118,2798188,34.556248
"2012-04-26",45.356487,45.749802,45.141949,45.463753,1546705,34.597065
"2012-04-27",45.50845,45.50845,44.641365,45.088318,2658351,34.311356
"2012-04-30",44.989986,45.186646,44.641365,44.766514,1449827,34.066467
"2012-05-01",45.320728,46.348717,45.141949,45.928581,3326435,34.950783
"2012-05-02",45.812374,46.107361,45.276035,45.571022,2610023,34.678696
"2012-05-03",45.651474,45.651474,45.052559,45.141949,1517172,34.352165
"2012-05-04",45.061501,45.588902,44.695,45.249218,2575456,34.433804
"2012-05-07",45.025742,45.356487,44.829086,45.088318,1699183,34.311356
"2012-05-08",44.918476,44.918476,44.346378,44.829086,2625909,34.11409
"2012-05-09",44.408951,45.133011,44.400013,44.855904,1869337,34.134495
"2012-05-10",45.231339,45.660412,44.998924,45.49057,1760823,34.617458
"2012-05-11",45.31179,46.071606,45.177708,45.258156,2040497,34.440598
"2012-05-14",44.820145,45.267097,44.480465,45.079376,2100571,34.30455
"2012-05-15",45.168766,46.39341,45.106194,46.044788,3116792,35.039207
"2012-05-16",46.37553,49.915375,46.089485,47.707443,10078085,36.304455
"2012-05-17",47.573357,47.573357,46.21463,46.241447,3308200,35.188866
"2012-05-18",46.321899,46.661579,45.597839,45.705109,1699519,34.780727
"2012-05-21",45.776619,46.715214,45.40118,46.616886,1768430,35.474571
"2012-05-22",46.8493,47.162163,46.572189,46.822483,1669985,35.631027
"2012-05-23",46.545372,47.734261,46.295082,47.671688,1678040,36.277248
"2012-05-24",47.734261,48.440441,47.27837,47.591236,2249021,36.21603
"2012-05-25",47.340942,47.778954,47.251553,47.430332,1765522,36.09359
"2012-05-29",47.680626,48.118637,47.376701,48.047127,1368945,36.562954
"2012-05-30",46.956566,46.956566,45.964336,46.178875,3231010,35.141247
"2012-05-31",46.259323,46.527496,45.919643,46.241447,2183913,35.188866
"2012-06-01",45.15089,45.571022,44.248051,44.578793,2514263,33.923611
"2012-06-04",44.140781,44.5341,43.354149,43.953064,3090279,33.447449
"2012-06-05",43.63126,44.203354,43.255821,44.015636,2847522,33.495068
"2012-06-06",44.51622,45.034683,44.203354,44.525158,2602305,33.882816
"2012-06-07",45.249218,45.320728,43.854733,43.988819,2676698,33.474663
"2012-06-08",43.738525,44.784389,43.63126,44.712879,1620539,34.025658
"2012-06-11",44.981049,45.141949,44.239113,44.239113,2248574,33.665138
"2012-06-12",44.391075,44.58773,43.684895,44.328503,2714621,33.733147
"2012-06-13",44.140781,44.829086,43.890491,44.051392,1561360,33.522274
"2012-06-14",43.711712,45.31179,43.711712,44.811207,2395682,34.100491
"2012-06-15",45.276035,46.536434,45.088318,46.000095,4036246,35.005192
"2012-06-18",45.776619,46.250385,45.213463,46.134178,1956707,35.107235
"2012-06-19",45.991154,46.277203,45.633595,46.026913,2475109,35.025612
"2012-06-20",46.187813,46.37553,45.544205,45.991154,2029422,34.998398
"2012-06-21",46.035851,46.464924,44.820145,45.043621,3269269,34.27734
"2012-06-22",44.33744,44.981049,43.747467,44.730755,5211545,34.039257
"2012-06-25",44.033512,44.435768,43.54187,44.283806,2820562,33.699139
"2012-06-26",44.310623,44.918476,43.988819,44.721817,2748182,34.032448
"2012-06-27",44.900597,45.052559,43.979881,44.239113,2669985,33.665138
"2012-06-28",44.471523,44.471523,43.604443,43.979881,2676250,33.467857
"2012-06-29",44.882717,45.302853,44.230171,45.258156,2100682,34.440598
"2012-07-02",45.463753,45.830254,45.079376,45.32967,1682627,34.495018
"2012-07-03",45.427998,45.919643,45.070438,45.821316,915762,34.869156
"2012-07-05",45.66935,46.8493,45.66935,46.37553,2152925,35.290905
"2012-07-06",45.410118,45.597839,45.168766,45.40118,1330686,34.885658
"2012-07-09",45.410118,45.848129,45.204521,45.526325,1256181,34.981812
"2012-07-10",45.722984,46.017971,44.981049,45.284973,1491666,34.796356
"2012-07-11",45.383305,45.642532,44.766514,45.034683,1076407,34.604046
"2012-07-12",44.829086,45.24028,44.346378,44.873779,2283029,34.480408
"2012-07-13",44.373196,45.31179,44.274868,44.891659,2263676,34.494152
"2012-07-16",44.891659,45.571022,44.855904,44.981049,1242309,34.562836
"2012-07-17",45.141949,45.892826,45.079376,45.848129,1350263,35.22908
"2012-07-18",45.678291,46.30402,45.383305,46.017971,1387851,35.359592
"2012-07-19",45.901764,46.93869,45.866009,46.563251,1407652,35.778572
"2012-07-20",45.660412,45.785557,45.159828,45.678291,1543349,35.098576
"2012-07-23",45.061501,45.213463,44.292744,44.60561,1798188,34.274349
"2012-07-24",44.739697,44.936352,43.729588,43.979881,2039825,33.793549
"2012-07-25",44.507282,44.507282,43.604443,43.845795,1033113,33.690517
"2012-07-26",44.569855,45.705109,44.569855,45.57996,2405414,35.023022
"2012-07-27",45.678291,46.750969,45.678291,46.473862,2313234,35.7099
"2012-07-30",46.473862,46.625824,45.749802,46.348717,1599955,35.613728
"2012-07-31",46.241447,46.438107,45.597839,45.749802,1322072,35.15353
"2012-08-01",46.000095,46.12524,45.606777,45.848129,1617071,35.22908
"2012-08-02",45.588902,45.973278,45.302853,45.767681,1401387,35.167274
"2012-08-03",46.4828,47.323067,46.178875,46.885056,1229332,36.025841
"2012-08-06",46.911873,47.618053,46.902931,47.224735,1371182,36.286854
"2012-08-07",47.546539,48.145454,47.403519,47.475029,1542790,36.479183
"2012-08-08",47.153225,47.859406,46.893993,47.796833,1274304,36.726456
"2012-08-09",47.921978,48.07394,47.439274,47.475029,1200246,36.479183
"2012-08-10",47.224735,47.439274,46.831421,47.242615,1633516,36.300594
"2012-08-13",47.251553,47.305187,46.867176,47.260494,1144759,36.314327
"2012-08-14",47.519726,48.154392,47.403519,47.734261,1571317,36.678364
"2012-08-15",47.82365,48.351051,47.528664,47.698505,1398702,36.650887
"2012-08-16",47.725323,48.225906,47.707443,48.127575,1351046,36.980579
"2012-08-17",48.100758,48.190147,47.921978,48.154392,1075400,37.00119
"2012-08-20",48.038185,48.118637,47.519726,47.787895,1157960,36.719578
"2012-08-21",47.761078,48.029247,47.314129,47.510784,1363575,36.506641
"2012-08-22",47.519726,47.662746,46.911873,47.242615,1026737,36.300594
"2012-08-23",46.759911,46.759911,45.964336,45.991154,2213223,35.338982
"2012-08-24",46.026913,46.831421,45.848129,46.795666,1242868,35.957161
"2012-08-27",46.974445,47.045956,46.607944,46.634762,1156953,35.833527
"2012-08-28",46.652641,46.992325,46.455982,46.563251,1021367,35.778572
"2012-08-29",46.688396,47.162163,46.688396,46.911873,935004,36.046448
"2012-08-30",46.885056,47.153225,46.581127,46.661579,1269046,35.854122
"2012-08-31",47.02808,47.063835,46.357655,46.438107,1049782,35.682419
"2012-09-04",46.321899,46.581127,45.857071,46.268265,1395906,35.551926
"2012-09-05",46.348717,46.822483,46.14312,46.545372,1147220,35.764835
"2012-09-06",46.93869,47.93092,46.777786,47.84153,1260656,36.760792
"2012-09-07",47.82365,48.082882,47.626991,47.814713,1097662,36.740177
"2012-09-10",47.725323,48.494076,47.725323,48.216965,1099004,37.049271
"2012-09-11",48.190147,48.646038,47.993492,48.163334,1575568,37.008053
"2012-09-12",48.467258,49.128742,48.342113,48.789063,1725025,37.488857
"2012-09-13",48.359989,49.164501,47.98455,49.012535,2140060,37.660572
"2012-09-14",49.075111,49.280708,48.279537,48.306355,2052019,37.11795
"2012-09-17",48.324234,48.735428,48.163334,48.699673,2077749,37.420174
"2012-09-18",48.529831,49.137684,48.386806,49.030415,1502405,37.674313
"2012-09-19",49.012535,49.682961,48.485134,49.432671,1857031,37.983398
"2012-09-20",49.164501,49.200256,48.610283,48.914207,2537980,37.585018
"2012-09-21",50.827152,51.783627,50.666252,51.140018,4125182,39.295303
"2012-09-24",50.308693,51.014874,50.094154,50.621555,1811500,38.896915
"2012-09-25",50.809277,50.809277,49.915375,49.924316,2111310,38.361168
"2012-09-26",50.013706,50.210361,49.647205,49.852802,1110974,38.306229
"2012-09-27",50.049461,50.362328,49.843864,49.960072,1260767,38.388638
"2012-09-28",49.682961,49.915375,49.182377,49.834927,1566506,38.292484
"2012-10-01",49.960072,50.219303,49.566753,49.709778,1434053,38.196327
"2012-10-02",49.977947,50.004765,49.396915,49.584633,1383488,38.100166
"2012-10-03",49.709778,50.103096,49.450546,49.77235,1429466,38.244408
"2012-10-04",50.058399,50.183544,49.62933,50.094154,1267480,38.49168
"2012-10-05",49.933254,49.969009,48.97678,49.244949,1446359,38.179802
"2012-10-08",49.173439,49.575695,48.994659,49.253891,1163777,38.186737
"2012-10-09",49.325401,49.495243,48.780125,48.932087,1366372,37.937237
"2012-10-10",49.253891,49.61145,48.81588,48.878452,860499,37.895657
"2012-10-11",48.985722,48.985722,48.520893,48.663918,1121490,37.729324
"2012-10-12",48.806938,49.06617,48.529831,48.583466,781407,37.666962
"2012-10-15",48.735428,48.851635,48.234844,48.431503,1412686,37.549126
"2012-10-16",48.833755,49.504181,48.681793,49.387974,1203602,38.290688
"2012-10-17",49.548878,49.969009,49.236012,49.253891,909386,38.186737
"2012-10-18",49.075111,49.432671,48.923145,49.352219,918447,38.262962
"2012-10-19",49.084049,49.084049,47.689564,48.118637,1932431,37.306572
"2012-10-22",48.109699,48.154392,47.492908,47.966675,1091509,37.188747
"2012-10-23",47.314129,47.91304,47.153225,47.778954,1104262,37.043209
"2012-10-24",47.948795,47.948795,46.295082,46.643703,2464929,36.163052
"2012-10-25",46.983383,47.340942,46.429165,47.072773,1201700,36.495708
"2012-10-26",47.144287,47.144287,46.688396,46.965508,1271731,36.412544
"2012-10-31",47.287312,47.501846,46.590069,47.037018,895626,36.467987
"2012-11-01",47.314129,47.778954,47.090652,47.555481,1067233,36.869953
"2012-11-02",47.796833,47.93092,46.983383,47.045956,1856136,36.474915
"2012-11-05",46.885056,47.412457,46.509617,47.385639,1577358,36.738281
"2012-11-06",47.591236,48.458321,47.421394,48.333172,1433606,37.472904
"2012-11-07",47.966675,48.038185,47.063835,47.144287,1895626,36.551147
"2012-11-08",47.02808,47.153225,45.722984,45.901764,1565052,35.587814
"2012-11-09",45.848129,46.295082,45.544205,46.134178,1055487,35.768009
"2012-11-12",46.223568,46.223568,45.597839,45.919643,911623,35.601677
"2012-11-13",45.705109,46.30402,45.454815,45.812374,643472,35.518513
"2012-11-14",45.919643,46.169933,44.918476,44.998924,902338,34.887844
"2012-11-15",44.918476,45.624657,44.873779,45.124073,1412127,34.984875
"2012-11-16",45.222401,45.571022,44.695,45.517387,1110191,35.289803
"2012-11-19",45.937523,46.491737,45.722984,46.39341,1097886,35.969002
"2012-11-20",46.402348,47.135345,46.339775,46.920811,1512809,36.377892
"2012-11-21",46.929749,47.27837,46.706276,46.992325,816870,36.433327
"2012-11-23",47.162163,47.93092,47.162163,47.850468,512809,37.098663
"2012-11-26",47.591236,47.778954,47.02808,47.591236,1019577,36.897675
"2012-11-27",47.618053,47.805771,47.197922,47.332005,915203,36.696697
"2012-11-28",47.269432,48.136517,46.572189,48.136517,1342096,37.320431
"2012-11-29",48.225906,48.440441,47.84153,47.957733,998322,37.181816
"2012-11-30",47.618053,47.662746,47.090652,47.269432,1666741,36.648174
"2012-12-03",47.501846,47.662746,46.813541,46.858238,1263340,36.329372
"2012-12-04",42.9072,43.425663,41.637863,42.370861,11776709,32.8503
"2012-12-05",42.049057,42.326164,41.700436,42.192081,2621546,32.711685
"2012-12-06",42.013302,42.326164,41.780888,42.049057,2181228,32.6008
"2012-12-07",42.129505,42.290409,41.459084,41.709373,1940709,32.337448
"2012-12-10",41.718311,42.138447,41.619984,41.84346,2111757,32.441399
"2012-12-11",42.013302,42.075874,41.19091,41.396507,2449715,32.094872
"2012-12-12",41.646801,41.646801,40.591999,40.94062,3905247,31.741432
"2012-12-13",40.654572,41.217728,40.457912,41.04789,3000671,31.824598
"2012-12-14",41.056828,41.646801,40.869106,41.530594,2279561,32.19883
"2012-12-17",41.539532,42.138447,41.324997,41.906033,1811836,32.489922
"2012-12-18",42.049057,42.442371,41.807701,42.218899,2850766,32.732483
"2012-12-19",42.406616,42.406616,41.84346,41.84346,1650856,32.441399
"2012-12-20",41.75407,41.923908,40.448975,40.645634,3405526,31.512714
"2012-12-21",40.288074,40.618816,39.814304,40.341705,3404743,31.277082
"2012-12-24",40.39534,40.39534,39.894756,40.100353,745274,31.089956
