"dates","CPRT.Open","CPRT.High","CPRT.Low","CPRT.Close","CPRT.Volume","CPRT.Adjusted"
"2013-04-26",17.305,17.35,17.15,17.295,624400,17.295
"2013-04-29",17.295,17.5,17.205,17.465,1433200,17.465
"2013-04-30",17.450001,17.639999,17.264999,17.625,2101400,17.625
"2013-05-01",17.530001,17.745001,17.52,17.67,2265000,17.67
"2013-05-02",17.68,17.870001,17.639999,17.67,2377000,17.67
"2013-05-03",17.745001,17.98,17.665001,17.695,1849200,17.695
"2013-05-06",17.690001,17.735001,17.559999,17.700001,1355400,17.700001
"2013-05-07",17.705,17.75,17.58,17.709999,1234400,17.709999
"2013-05-08",17.690001,17.709999,17.545,17.584999,927200,17.584999
"2013-05-09",17.605,17.73,17.59,17.73,1474200,17.73
"2013-05-10",17.764999,18.219999,17.715,17.99,1897400,17.99
"2013-05-13",18.01,18.209999,17.959999,18.195,974800,18.195
"2013-05-14",18.174999,18.645,18.105,18.455,2589600,18.455
"2013-05-15",18.4,18.530001,18.370001,18.5,1767600,18.5
"2013-05-16",18.535,18.719999,18.33,18.34,1599600,18.34
"2013-05-17",18.459999,19.129999,18.4,19.045,3030600,19.045
"2013-05-20",18.844999,18.950001,18.549999,18.59,1715000,18.59
"2013-05-21",18.559999,18.6,18.415001,18.52,1464800,18.52
"2013-05-22",18.57,18.59,18.215,18.305,3343600,18.305
"2013-05-23",18.245001,18.530001,18.110001,18.41,1386200,18.41
"2013-05-24",18.280001,18.5,18.190001,18.434999,762800,18.434999
"2013-05-28",18.59,18.77,18.559999,18.674999,941400,18.674999
"2013-05-29",18.549999,18.66,18.360001,18.450001,896000,18.450001
"2013-05-30",18.424999,18.6,18.125,18.360001,2033600,18.360001
"2013-05-31",17.735001,18.5,17.17,17.195,7792200,17.195
"2013-06-03",17.27,17.889999,17.235001,17.860001,3279200,17.860001
"2013-06-04",17.860001,17.945,17.615,17.735001,1670400,17.735001
"2013-06-05",17.66,17.719999,17.325001,17.355,1778800,17.355
"2013-06-06",17.315001,17.475,17.174999,17.209999,2153400,17.209999
"2013-06-07",15.625,16.184999,15.57,16.139999,10616600,16.139999
"2013-06-10",16.184999,16.205,15.93,16.1,4698800,16.1
"2013-06-11",15.94,16.120001,15.725,15.725,1923200,15.725
"2013-06-12",15.77,15.86,15.25,15.365,2811800,15.365
"2013-06-13",15.35,15.735,15.255,15.62,2907600,15.62
"2013-06-14",15.655,15.78,15.545,15.545,1517200,15.545
"2013-06-17",15.625,15.85,15.62,15.785,2115200,15.785
"2013-06-18",15.795,15.96,15.715,15.95,907400,15.95
"2013-06-19",15.9,15.98,15.785,15.795,948400,15.795
"2013-06-20",15.645,15.76,15.475,15.555,1362600,15.555
"2013-06-21",15.615,15.75,15.355,15.45,1985600,15.45
"2013-06-24",15.34,15.415,15.07,15.07,2232200,15.07
"2013-06-25",15.205,15.245,15.055,15.16,1666600,15.16
"2013-06-26",15.3,15.375,15.115,15.215,1776800,15.215
"2013-06-27",15.265,15.44,15.25,15.405,1096600,15.405
"2013-06-28",15.33,15.55,15.275,15.4,2572400,15.4
"2013-07-01",15.45,15.655,15.45,15.645,1537000,15.645
"2013-07-02",15.675,15.865,15.645,15.685,1292200,15.685
"2013-07-03",15.89,15.89,15.59,15.69,933600,15.69
"2013-07-05",15.81,15.99,15.76,15.98,757400,15.98
"2013-07-08",16,16.120001,15.97,16.02,955600,16.02
"2013-07-09",16.08,16.174999,16.030001,16.065001,1073800,16.065001
"2013-07-10",16.025,16.1,15.82,15.91,1616000,15.91
"2013-07-11",16,16.084999,15.9,16.075001,894400,16.075001
"2013-07-12",16.065001,16.215,16.059999,16.195,896600,16.195
"2013-07-15",16.195,16.344999,16.125,16.25,734000,16.25
"2013-07-16",16.309999,16.32,15.895,15.925,1102800,15.925
"2013-07-17",16.23,16.389999,15.855,16.389999,1507600,16.389999
"2013-07-18",16.42,16.465,16.25,16.27,797200,16.27
"2013-07-19",16.139999,16.415001,16.135,16.235001,635200,16.235001
"2013-07-22",16.225,16.355,16.165001,16.32,835200,16.32
"2013-07-23",16.375,16.375,16.139999,16.254999,1154600,16.254999
"2013-07-24",16.32,16.459999,16.155001,16.174999,819200,16.174999
"2013-07-25",16.1,16.325001,16.040001,16.190001,902600,16.190001
"2013-07-26",16.105,16.205,16.059999,16.190001,919800,16.190001
"2013-07-29",16.174999,16.205,16.030001,16.1,1025600,16.1
"2013-07-30",16.190001,16.280001,16.084999,16.264999,696000,16.264999
"2013-07-31",16.285,16.48,16.25,16.254999,946000,16.254999
"2013-08-01",16.405001,16.785,16.280001,16.6,1986600,16.6
"2013-08-02",16.6,16.66,16.415001,16.605,1337600,16.605
"2013-08-05",16.549999,16.65,16.504999,16.594999,752000,16.594999
"2013-08-06",16.52,16.58,16.379999,16.4,592400,16.4
"2013-08-07",16.33,16.465,16.184999,16.25,620400,16.25
"2013-08-08",16.33,16.504999,16.295,16.395,518200,16.395
"2013-08-09",16.334999,16.52,16.334999,16.5,450600,16.5
"2013-08-12",16.389999,16.65,16.389999,16.59,478000,16.59
"2013-08-13",16.620001,16.695,16.51,16.645,369600,16.645
"2013-08-14",16.605,16.620001,16.415001,16.559999,674800,16.559999
"2013-08-15",16.34,16.5,16.205,16.280001,927200,16.280001
"2013-08-16",16.285,16.360001,16.145,16.225,702000,16.225
"2013-08-19",16.209999,16.309999,16.094999,16.215,618000,16.215
"2013-08-20",16.25,16.395,16.174999,16.360001,595000,16.360001
"2013-08-21",16.280001,16.375,16.23,16.27,459800,16.27
"2013-08-22",16.285,16.514999,16.235001,16.485001,329000,16.485001
"2013-08-23",16.530001,16.530001,16.25,16.355,525200,16.355
"2013-08-26",16.34,16.549999,16.34,16.375,414800,16.375
"2013-08-27",16.200001,16.344999,16.035,16.075001,746400,16.075001
"2013-08-28",16.084999,16.165001,15.98,16.084999,506800,16.084999
"2013-08-29",16.049999,16.264999,16.049999,16.1,468800,16.1
"2013-08-30",16.129999,16.200001,15.855,15.885,651400,15.885
"2013-09-03",16.059999,16.18,15.725,15.915,1720000,15.915
"2013-09-04",15.905,16.09,15.905,16.045,1083800,16.045
"2013-09-05",16.09,16.184999,15.965,15.98,835200,15.98
"2013-09-06",16.075001,16.235001,15.93,16.165001,1736000,16.165001
"2013-09-09",16.174999,16.48,16.165001,16.465,1158400,16.465
"2013-09-10",16.6,16.889999,16.559999,16.709999,2233800,16.709999
"2013-09-11",16.65,16.790001,16.6,16.645,904400,16.645
"2013-09-12",16.684999,16.785,16.610001,16.690001,1058800,16.690001
"2013-09-13",16.639999,16.809999,16.605,16.684999,768400,16.684999
"2013-09-16",16.875,16.9,16.620001,16.639999,1083200,16.639999
"2013-09-17",16.639999,16.83,16.639999,16.825001,1240800,16.825001
"2013-09-18",16.76,16.865,16.610001,16.745001,1368400,16.745001
"2013-09-19",16.809999,17.055,16.75,17.004999,1324600,17.004999
"2013-09-20",17.040001,17.120001,16.795,16.875,3314800,16.875
"2013-09-23",17.219999,17.344999,17.004999,17.17,3918400,17.17
"2013-09-24",17.245001,17.355,17.02,17.045,2757800,17.045
"2013-09-25",15.87,16.094999,15.245,15.53,12129200,15.53
"2013-09-26",15.515,15.62,15.25,15.495,2969000,15.495
"2013-09-27",15.365,15.7,15.26,15.495,4812800,15.495
"2013-09-30",15.355,15.98,15.19,15.895,4513400,15.895
"2013-10-01",15.94,16.42,15.825,16.405001,5368400,16.405001
"2013-10-02",16.190001,16.584999,16.059999,16.58,2516800,16.58
"2013-10-03",16.59,16.75,16.49,16.549999,3698000,16.549999
"2013-10-04",16.514999,16.625,16.504999,16.535,1673000,16.535
"2013-10-07",16.43,16.584999,16.254999,16.26,1594800,16.26
"2013-10-08",16.295,16.295,15.97,16.014999,2274200,16.014999
"2013-10-09",16.17,16.17,15.945,15.995,1593400,15.995
"2013-10-10",16.184999,16.344999,16.09,16.195,1979000,16.195
"2013-10-11",16.200001,16.290001,16.075001,16.290001,1471800,16.290001
"2013-10-14",16.245001,16.49,16.245001,16.434999,1241600,16.434999
"2013-10-15",16.43,16.49,16.165001,16.195,1447800,16.195
"2013-10-16",16.25,16.445,16.215,16.245001,976600,16.245001
"2013-10-17",16.225,16.33,16.174999,16.32,1033800,16.32
"2013-10-18",16.379999,16.450001,16.215,16.27,1391200,16.27
"2013-10-21",16.280001,16.424999,16.280001,16.424999,854600,16.424999
"2013-10-22",16.450001,16.555,16.309999,16.344999,840200,16.344999
"2013-10-23",16.33,16.334999,16.1,16.17,1137600,16.17
"2013-10-24",16.23,16.275,16.105,16.225,774400,16.225
"2013-10-25",16.205,16.334999,16.094999,16.334999,836400,16.334999
"2013-10-28",16.334999,16.42,16.23,16.344999,1924200,16.344999
"2013-10-29",16.41,16.465,16.285,16.4,1219800,16.4
"2013-10-30",16.379999,16.43,16.165001,16.165001,1720200,16.165001
"2013-10-31",16.200001,16.245001,16.02,16.115,2156200,16.115
"2013-11-01",16.165001,16.23,15.98,16.004999,1488000,16.004999
"2013-11-04",16.014999,16.195,15.96,16.084999,1115200,16.084999
"2013-11-05",16.049999,16.084999,15.79,15.805,1415800,15.805
"2013-11-06",15.845,16.09,15.76,15.92,2469800,15.92
"2013-11-07",15.96,16,15.58,15.58,1851200,15.58
"2013-11-08",15.55,15.765,15.54,15.615,2476200,15.615
"2013-11-11",15.61,15.815,15.605,15.745,1985800,15.745
"2013-11-12",15.685,15.825,15.68,15.78,1347000,15.78
"2013-11-13",15.71,15.945,15.635,15.8,2488800,15.8
"2013-11-14",15.825,16.094999,15.79,16.01,5160800,16.01
"2013-11-15",16.004999,16.415001,15.965,16.27,2453200,16.27
"2013-11-18",16.27,16.535,16.209999,16.495001,2785200,16.495001
"2013-11-19",16.450001,16.58,16.219999,16.26,1545200,16.26
"2013-11-20",16.264999,16.395,16.235001,16.290001,859400,16.290001
"2013-11-21",16.41,16.450001,16.254999,16.43,1019600,16.43
"2013-11-22",16.43,16.485001,16.355,16.42,875000,16.42
"2013-11-25",16.395,16.445,16.200001,16.25,1992200,16.25
"2013-11-26",16.280001,17.084999,16.15,16.945,7301000,16.945
"2013-11-27",17.195,17.280001,16.995001,17.254999,2155000,17.254999
"2013-11-29",17.35,17.355,17.209999,17.215,624200,17.215
"2013-12-02",17.620001,17.620001,17.215,17.365,2856600,17.365
"2013-12-03",17.370001,17.684999,17.27,17.615,1908200,17.615
"2013-12-04",17.6,17.799999,17.545,17.73,2430000,17.73
"2013-12-05",17.709999,17.764999,17.530001,17.635,1836000,17.635
"2013-12-06",17.775,17.895,17.690001,17.879999,1493400,17.879999
"2013-12-09",17.975,18.07,17.77,17.825001,1583800,17.825001
"2013-12-10",17.785,17.91,17.674999,17.68,1050400,17.68
"2013-12-11",17.719999,17.77,17.504999,17.594999,998800,17.594999
"2013-12-12",17.584999,17.635,17.440001,17.57,1147200,17.57
"2013-12-13",17.635,17.745001,17.540001,17.629999,786200,17.629999
"2013-12-16",17.66,17.834999,17.615,17.809999,761600,17.809999
"2013-12-17",17.815001,17.83,17.645,17.76,1042000,17.76
"2013-12-18",17.805,18.014999,17.645,18.01,1130600,18.01
"2013-12-19",17.959999,18.040001,17.805,17.815001,988000,17.815001
"2013-12-20",17.870001,18.055,17.74,17.844999,1976200,17.844999
"2013-12-23",17.9,18.059999,17.834999,17.995001,1137600,17.995001
"2013-12-24",17.950001,18.030001,17.82,18.025,709000,18.025
"2013-12-26",18.040001,18.125,17.950001,18.030001,593800,18.030001
"2013-12-27",18.035,18.190001,18.035,18.139999,623000,18.139999
"2013-12-30",18.105,18.315001,18.059999,18.290001,834600,18.290001
"2013-12-31",18.290001,18.4,18.215,18.325001,639600,18.325001
"2014-01-02",18.325001,18.424999,18.25,18.305,1602800,18.305
"2014-01-03",18.325001,18.465,18.125,18.155001,1478000,18.155001
"2014-01-06",18.17,18.26,18.004999,18.16,1250800,18.16
"2014-01-07",18.1,18.235001,18.075001,18.184999,1383800,18.184999
"2014-01-08",18.225,18.23,18.040001,18.120001,1394200,18.120001
"2014-01-09",18.24,18.25,17.940001,18.030001,807200,18.030001
"2014-01-10",18.049999,18.16,17.965,18.155001,685600,18.155001
"2014-01-13",18.065001,18.125,17.82,17.9,1079800,17.9
"2014-01-14",17.940001,18.059999,17.865,18.055,595600,18.055
"2014-01-15",18.055,18.120001,17.93,17.99,1080600,17.99
"2014-01-16",17.940001,18.030001,17.84,17.879999,729000,17.879999
"2014-01-17",17.870001,17.940001,17.815001,17.870001,888000,17.870001
"2014-01-21",18.004999,18.115,17.879999,17.950001,944200,17.950001
"2014-01-22",17.934999,18.15,17.91,18.135,715600,18.135
"2014-01-23",18.02,18.15,17.75,17.870001,1039000,17.870001
"2014-01-24",17.76,17.83,17.355,17.355,1156200,17.355
"2014-01-27",17.26,17.530001,17.110001,17.280001,1020200,17.280001
"2014-01-28",17.309999,17.365,17.139999,17.275,930400,17.275
"2014-01-29",17.110001,17.309999,16.975,17.125,698000,17.125
"2014-01-30",17.254999,17.290001,17.094999,17.27,789600,17.27
"2014-01-31",17.040001,17.254999,16.815001,17.139999,890400,17.139999
"2014-02-03",17.055,17.055,16.295,16.32,2877400,16.32
"2014-02-04",16.434999,16.76,16.33,16.700001,1511400,16.700001
"2014-02-05",16.67,16.705,16.455,16.545,1248600,16.545
"2014-02-06",16.545,16.764999,16.49,16.73,1099400,16.73
"2014-02-07",16.75,16.965,16.700001,16.955,1200800,16.955
"2014-02-10",16.92,17.014999,16.780001,16.969999,832200,16.969999
"2014-02-11",16.955,17.295,16.955,17.290001,959200,17.290001
"2014-02-12",17.344999,17.43,17.23,17.365,1493600,17.365
"2014-02-13",17.275,17.584999,17.184999,17.389999,1881200,17.389999
"2014-02-14",17.389999,17.415001,17.120001,17.139999,1567000,17.139999
"2014-02-18",17.125,17.215,16.875,16.905001,2410400,16.905001
"2014-02-19",16.82,17.26,16.68,17.135,2170600,17.135
"2014-02-20",17.125,17.280001,17.09,17.165001,627600,17.165001
"2014-02-21",17.23,17.415001,17.045,17.34,1122000,17.34
"2014-02-24",17.41,17.785,17.360001,17.68,2666800,17.68
"2014-02-25",17.705,17.76,17.4,17.605,1586200,17.605
"2014-02-26",17.334999,17.945,16.955,17.745001,4071600,17.745001
"2014-02-27",17.825001,18.5,17.825001,18.18,2294000,18.18
"2014-02-28",18.23,18.389999,18.120001,18.215,1630200,18.215
"2014-03-03",18.129999,18.215,17.915001,18.08,935200,18.08
"2014-03-04",18.235001,18.43,18.215,18.315001,1335000,18.315001
"2014-03-05",18.280001,18.415001,18.15,18.389999,862400,18.389999
"2014-03-06",18.334999,18.559999,18.315001,18.41,1187200,18.41
"2014-03-07",18.485001,18.58,18.344999,18.41,583400,18.41
"2014-03-10",18.355,18.51,18.315001,18.42,664600,18.42
"2014-03-11",18.445,18.445,18.165001,18.184999,524800,18.184999
"2014-03-12",18.075001,18.235001,18.004999,18.17,757400,18.17
"2014-03-13",18.205,18.275,17.754999,17.809999,952000,17.809999
"2014-03-14",17.780001,17.959999,17.645,17.799999,602600,17.799999
"2014-03-17",17.83,18.035,17.745001,17.950001,560000,17.950001
"2014-03-18",17.959999,18.120001,17.924999,18.120001,819800,18.120001
"2014-03-19",18.129999,18.16,17.975,18.1,501800,18.1
"2014-03-20",18.09,18.115,17.959999,18.09,492800,18.09
"2014-03-21",18.129999,18.52,18.025,18.334999,3656600,18.334999
"2014-03-24",18.315001,18.459999,17.92,18.055,820400,18.055
"2014-03-25",18.139999,18.315001,17.955,18.155001,992400,18.155001
"2014-03-26",18.215,18.27,17.715,17.719999,1186200,17.719999
"2014-03-27",17.66,17.76,17.58,17.715,986600,17.715
"2014-03-28",17.74,18.049999,17.635,17.959999,1127400,17.959999
"2014-03-31",18.09,18.27,18.01,18.195,778800,18.195
"2014-04-01",18.25,18.41,18.155001,18.275,1580200,18.275
"2014-04-02",18.35,18.469999,18.26,18.445,655000,18.445
"2014-04-03",18.48,18.645,18.375,18.52,680000,18.52
"2014-04-04",18.65,18.77,18.334999,18.434999,1294400,18.434999
"2014-04-07",18.42,18.469999,18.035,18.125,2365200,18.125
"2014-04-08",18.129999,18.445,17.514999,18.434999,1261800,18.434999
"2014-04-09",18.445,18.625,18.395,18.58,1255000,18.58
"2014-04-10",18.594999,18.690001,18.344999,18.379999,1138000,18.379999
"2014-04-11",18.23,18.26,17.725,17.74,867000,17.74
"2014-04-14",17.84,17.965,17.620001,17.719999,1141800,17.719999
"2014-04-15",17.775,17.815001,17.504999,17.75,524400,17.75
"2014-04-16",17.855,18.049999,17.725,18.040001,642600,18.040001
"2014-04-17",18.049999,18.344999,18.040001,18.245001,745200,18.245001
"2014-04-21",18.235001,18.34,18.07,18.205,573600,18.205
"2014-04-22",18.245001,18.42,18.205,18.219999,777600,18.219999
"2014-04-23",18.17,18.25,17.889999,17.945,929000,17.945
"2014-04-24",18.065001,18.155001,17.795,17.93,661800,17.93
"2014-04-25",17.875,17.9,17.65,17.805,651400,17.805
"2014-04-28",17.934999,18.135,17.66,17.905001,501200,17.905001
"2014-04-29",17.965,18.059999,17.815001,17.950001,368200,17.950001
"2014-04-30",17.889999,18.135,17.805,18.135,767600,18.135
"2014-05-01",18.23,18.309999,18.040001,18.165001,686400,18.165001
"2014-05-02",18.16,18.424999,18.16,18.385,655000,18.385
"2014-05-05",18.25,18.51,18.1,18.370001,514200,18.370001
"2014-05-06",18.34,18.344999,18.094999,18.1,1166200,18.1
"2014-05-07",18.059999,18.110001,17.82,18.094999,668600,18.094999
"2014-05-08",18.049999,18.33,17.955,18.055,1204800,18.055
"2014-05-09",18.025,18.174999,17.865,18.16,548000,18.16
"2014-05-12",18.280001,18.565001,18.190001,18.415001,1255400,18.415001
"2014-05-13",18.43,18.504999,18.27,18.305,668600,18.305
"2014-05-14",18.235001,18.264999,17.955,17.965,386400,17.965
"2014-05-15",17.860001,17.875,17.575001,17.870001,446000,17.870001
"2014-05-16",17.865,18.02,17.735001,17.955,344200,17.955
"2014-05-19",17.875,18.315001,17.775,18.26,623000,18.26
"2014-05-20",18.26,18.370001,17.870001,17.969999,486000,17.969999
"2014-05-21",18.014999,18.165001,17.885,18.07,536600,18.07
"2014-05-22",18.094999,18.33,17.98,18.18,512000,18.18
"2014-05-23",18.17,18.375,18.059999,18.24,437400,18.24
"2014-05-27",18.334999,18.575001,18.264999,18.469999,1052200,18.469999
"2014-05-28",18.49,18.545,18.1,18.145,1489400,18.145
"2014-05-29",17.66,18.139999,17.27,17.59,2248200,17.59
"2014-05-30",17.620001,17.875,17.475,17.785,1012800,17.785
"2014-06-02",17.815001,17.915001,17.59,17.825001,1534800,17.825001
"2014-06-03",17.700001,17.805,17.620001,17.645,1135800,17.645
"2014-06-04",17.6,17.924999,17.549999,17.855,919600,17.855
"2014-06-05",17.834999,18.285,17.799999,18.17,1703200,18.17
"2014-06-06",18.17,18.26,18.084999,18.165001,546800,18.165001
"2014-06-09",18.129999,18.440001,18.084999,18.195,894600,18.195
"2014-06-10",18.135,18.264999,18.045,18.08,617200,18.08
"2014-06-11",17.985001,17.99,17.805,17.879999,530800,17.879999
"2014-06-12",17.82,17.895,17.684999,17.775,752000,17.775
"2014-06-13",17.775,17.9,17.709999,17.76,458800,17.76
"2014-06-16",17.754999,17.895,17.745001,17.815001,472400,17.815001
"2014-06-17",17.780001,18.07,17.76,18.004999,827600,18.004999
"2014-06-18",17.879999,18.09,17.834999,18.030001,693600,18.030001
"2014-06-19",18.059999,18.07,17.885,17.905001,794600,17.905001
"2014-06-20",17.950001,17.995001,17.48,17.540001,4810800,17.540001
"2014-06-23",17.59,17.59,17.445,17.48,987200,17.48
"2014-06-24",17.440001,17.655001,17.440001,17.52,974600,17.52
"2014-06-25",17.475,17.65,17.465,17.615,595600,17.615
"2014-06-26",17.629999,17.709999,17.469999,17.6,575200,17.6
"2014-06-27",17.57,17.745001,17.5,17.674999,733200,17.674999
"2014-06-30",17.68,17.995001,17.6,17.98,1264800,17.98
"2014-07-01",17.965,18.334999,17.93,18.129999,1273000,18.129999
"2014-07-02",18.09,18.315001,17.924999,17.945,570600,17.945
"2014-07-03",18.025,18.165001,17.805,18.030001,455200,18.030001
"2014-07-07",17.99,18.094999,17.885,17.924999,564200,17.924999
"2014-07-08",17.93,18.049999,17.825001,17.985001,805400,17.985001
"2014-07-09",18.014999,18.120001,17.940001,18.045,611200,18.045
"2014-07-10",17.790001,18.004999,17.735001,17.745001,677000,17.745001
"2014-07-11",17.705,17.809999,17.575001,17.709999,953800,17.709999
"2014-07-14",17.825001,17.945,17.705,17.834999,1008400,17.834999
"2014-07-15",17.82,18.040001,17.620001,17.74,513200,17.74
"2014-07-16",17.785,17.805,17.275,17.514999,1928600,17.514999
"2014-07-17",17.455,17.49,17.290001,17.315001,992400,17.315001
"2014-07-18",17.385,17.629999,17.34,17.540001,393400,17.540001
"2014-07-21",17.665001,17.67,17.379999,17.4,724400,17.4
"2014-07-22",17.459999,17.49,17.344999,17.41,1062400,17.41
"2014-07-23",17.405001,17.57,17.275,17.5,556800,17.5
"2014-07-24",17.549999,17.665001,17.459999,17.565001,522000,17.565001
"2014-07-25",17.514999,17.59,17.334999,17.355,377200,17.355
"2014-07-28",17.375,17.389999,17.195,17.344999,614200,17.344999
"2014-07-29",17.375,17.389999,17.030001,17.035,860600,17.035
"2014-07-30",17.129999,17.16,16.84,16.92,860600,16.92
"2014-07-31",16.85,16.98,16.684999,16.690001,644800,16.690001
"2014-08-01",16.67,16.809999,16.594999,16.745001,1531400,16.745001
"2014-08-04",16.764999,16.85,16.645,16.735001,1267200,16.735001
"2014-08-05",16.65,16.870001,16.5,16.834999,737800,16.834999
"2014-08-06",16.725,16.955,16.725,16.815001,446400,16.815001
"2014-08-07",16.870001,16.870001,16.639999,16.705,489400,16.705
"2014-08-08",16.700001,16.85,16.66,16.805,596000,16.805
"2014-08-11",16.885,16.940001,16.795,16.84,449400,16.84
"2014-08-12",16.74,16.91,16.690001,16.75,450000,16.75
"2014-08-13",16.790001,16.885,16.700001,16.77,842200,16.77
"2014-08-14",16.77,16.85,16.700001,16.75,814800,16.75
"2014-08-15",16.860001,16.915001,16.674999,16.834999,1404600,16.834999
"2014-08-18",16.92,17.129999,16.844999,17.049999,758400,17.049999
"2014-08-19",17.075001,17.129999,16.945,17.084999,859400,17.084999
"2014-08-20",17.02,17.219999,16.924999,17.129999,640000,17.129999
"2014-08-21",17.145,17.334999,17.120001,17.174999,1087000,17.174999
"2014-08-22",17.17,17.299999,17.07,17.110001,548800,17.110001
"2014-08-25",17.205,17.4,17.084999,17.26,701400,17.26
"2014-08-26",17.290001,17.379999,17.155001,17.16,657800,17.16
"2014-08-27",17.125,17.275,17.075001,17.139999,948000,17.139999
"2014-08-28",17.09,17.209999,16.955,17.209999,1563200,17.209999
"2014-08-29",17.280001,17.280001,17.09,17.215,670000,17.215
"2014-09-02",17.27,17.459999,17.195,17.290001,1167200,17.290001
"2014-09-03",17.285,17.35,16.99,17,849600,17
"2014-09-04",16.98,17.075001,16.844999,16.855,1018400,16.855
"2014-09-05",16.799999,16.99,16.700001,16.905001,915200,16.905001
"2014-09-08",16.855,16.99,16.674999,16.764999,1841200,16.764999
"2014-09-09",16.754999,16.889999,16.68,16.775,916600,16.775
"2014-09-10",16.83,16.93,16.690001,16.924999,792200,16.924999
"2014-09-11",16.809999,16.940001,16.74,16.91,549000,16.91
"2014-09-12",16.924999,16.924999,16.709999,16.73,579800,16.73
"2014-09-15",16.705,16.885,16.690001,16.879999,807400,16.879999
"2014-09-16",16.825001,16.985001,16.754999,16.940001,1056800,16.940001
"2014-09-17",16.985001,17.135,16.950001,17.125,913200,17.125
"2014-09-18",17.215,17.280001,17.065001,17.07,701600,17.07
"2014-09-19",17.145,17.145,16.809999,16.860001,1458400,16.860001
"2014-09-22",16.764999,16.860001,16.674999,16.725,1227200,16.725
"2014-09-23",16.700001,16.815001,16.450001,16.475,1536200,16.475
"2014-09-24",15.87,16.135,15.48,15.745,7842200,15.745
"2014-09-25",15.63,15.73,15.48,15.635,3682400,15.635
"2014-09-26",15.64,15.73,15.485,15.625,2380200,15.625
"2014-09-29",15.57,15.8,15.525,15.755,1939800,15.755
"2014-09-30",15.745,15.84,15.58,15.66,1468800,15.66
"2014-10-01",15.595,15.74,15.525,15.59,2689800,15.59
"2014-10-02",15.64,15.73,15.4,15.725,1955600,15.725
"2014-10-03",15.785,15.86,15.685,15.825,959000,15.825
"2014-10-06",15.89,16.004999,15.805,15.815,875400,15.815
"2014-10-07",15.715,15.8,15.54,15.545,675400,15.545
"2014-10-08",15.56,15.75,15.425,15.74,895800,15.74
"2014-10-09",15.685,15.75,15.405,15.575,1425400,15.575
"2014-10-10",15.595,15.76,15.41,15.595,1747800,15.595
"2014-10-13",15.635,15.65,15.11,15.125,1852000,15.125
"2014-10-14",15.175,15.39,15.055,15.36,3589000,15.36
"2014-10-15",15.185,15.405,14.965,15.3,2975200,15.3
"2014-10-16",15.07,15.64,14.995,15.545,2055000,15.545
"2014-10-17",15.66,15.72,15.5,15.575,1127400,15.575
"2014-10-20",15.5,15.845,15.39,15.84,1386200,15.84
"2014-10-21",15.905,16.120001,15.805,16.07,1832200,16.07
"2014-10-22",16.145,16.41,16.08,16.129999,2055600,16.129999
"2014-10-23",16.27,16.49,16.190001,16.440001,1193400,16.440001
"2014-10-24",16.43,16.504999,16.264999,16.415001,1884200,16.415001
"2014-10-27",16.385,16.395,16.184999,16.184999,2197200,16.184999
"2014-10-28",16.26,16.584999,16.184999,16.58,2502000,16.58
"2014-10-29",16.625,16.625,16.395,16.495001,1462400,16.495001
"2014-10-30",16.485001,16.745001,16.424999,16.745001,739600,16.745001
"2014-10-31",16.895,16.895,16.615,16.719999,1418200,16.719999
"2014-11-03",16.76,16.809999,16.57,16.700001,1105800,16.700001
"2014-11-04",16.625,16.775,16.594999,16.625,770600,16.625
"2014-11-05",16.635,16.83,16.635,16.780001,873400,16.780001
"2014-11-06",16.83,17.045,16.83,17.004999,882400,17.004999
"2014-11-07",17.049999,17.120001,16.955,17.09,819800,17.09
"2014-11-10",17.084999,17.165001,16.870001,17.02,695400,17.02
"2014-11-11",17.01,17.209999,16.995001,17.195,598600,17.195
"2014-11-12",17.135,17.235001,17.07,17.155001,688200,17.155001
"2014-11-13",17.195,17.295,17.049999,17.094999,485200,17.094999
"2014-11-14",17.07,17.129999,16.934999,17.09,416400,17.09
"2014-11-17",17.1,17.205,16.985001,17.055,644400,17.055
"2014-11-18",17.055,17.235001,17,17.145,806400,17.145
"2014-11-19",17.105,17.125,16.934999,17.055,427800,17.055
"2014-11-20",16.945,17.174999,16.945,17.125,574800,17.125
"2014-11-21",17.295,17.32,17.120001,17.174999,677000,17.174999
"2014-11-24",17.200001,17.34,17.110001,17.275,1667200,17.275
"2014-11-25",17.709999,18.905001,17.709999,18.129999,1624800,18.129999
"2014-11-26",18.174999,18.375,18.129999,18.23,799200,18.23
"2014-11-28",18.254999,18.379999,18.165001,18.17,432400,18.17
"2014-12-01",18.055,18.385,18.014999,18.155001,1024200,18.155001
"2014-12-02",18.184999,18.275,18.084999,18.120001,728400,18.120001
"2014-12-03",18.145,18.299999,18.1,18.225,668200,18.225
"2014-12-04",18.17,18.615,18.094999,18.6,1299200,18.6
"2014-12-05",18.684999,18.885,18.549999,18.879999,939800,18.879999
"2014-12-08",18.844999,18.855,18.57,18.799999,1249800,18.799999
"2014-12-09",18.700001,18.834999,18.545,18.815001,844000,18.815001
"2014-12-10",18.785,18.825001,18.469999,18.485001,1157200,18.485001
"2014-12-11",18.504999,18.67,18.32,18.379999,922400,18.379999
"2014-12-12",18.225,18.389999,18.08,18.23,1139200,18.23
"2014-12-15",18.25,18.379999,17.969999,18.045,1007000,18.045
