"dates","PNC.Open","PNC.High","PNC.Low","PNC.Close","PNC.Volume","PNC.Adjusted"
"2011-03-01",61.84,61.84,60.34,60.349998,3580000,46.399235
"2011-03-02",60.110001,60.529999,59.669998,59.990002,3748900,46.122463
"2011-03-03",60.689999,61.259998,60.560001,60.950001,4238000,46.860542
"2011-03-04",60.990002,61.400002,60.220001,60.950001,3646200,46.860542
"2011-03-07",61.43,61.68,60.470001,60.700001,3941700,46.668327
"2011-03-08",61.09,63.560001,61.040001,63.369999,6026300,48.72113
"2011-03-09",63,63.330002,62.369999,63.099998,3426800,48.513531
"2011-03-10",62.290001,62.779999,61.68,62.209999,4640200,47.829266
"2011-03-11",62.07,63.169998,61.919998,62.91,4218300,48.367458
"2011-03-14",62.529999,63.040001,62.130001,62.560001,3939700,48.09837
"2011-03-15",60.830002,62.540001,60.700001,62.130001,4843600,47.76778
"2011-03-16",62.040001,62.439999,60.32,60.759998,6000200,46.714458
"2011-03-17",61.810001,62.16,61.130001,62.009998,4363600,47.675495
"2011-03-18",62.959999,63.75,62.599998,62.759998,6258300,48.252136
"2011-03-21",63.560001,63.599998,62.029999,62.299999,3262900,47.898476
"2011-03-22",62.299999,62.439999,61.389999,61.43,3282800,47.22958
"2011-03-23",61.18,61.48,60.360001,61.27,2767300,47.106564
"2011-03-24",61.52,61.560001,60.700001,61.41,1932300,47.214211
"2011-03-25",61.740002,62.25,61.310001,61.77,1774300,47.490982
"2011-03-28",61.84,62.150002,61.400002,61.470001,1988300,47.26033
"2011-03-29",61.43,62.049999,61.09,62.029999,2345600,47.690884
"2011-03-30",62.459999,63.18,62.07,62.93,3400000,48.382832
"2011-03-31",62.700001,63.240002,62.200001,62.990002,3621000,48.428959
"2011-04-01",63.689999,64.099998,63.200001,63.720001,2618600,48.990215
"2011-04-04",63.77,63.990002,63.25,63.599998,1590200,48.897949
"2011-04-05",63.470001,63.470001,62.98,63.009998,3248600,48.444336
"2011-04-06",63.220001,64,62.779999,63.77,4185600,49.028664
"2011-04-07",64.360001,64.370003,63.470001,63.490002,5686600,48.813377
"2011-04-08",63.950001,64.099998,63,63.23,2863500,48.613483
"2011-04-11",63.369999,63.900002,63.240002,63.259998,2242600,48.636551
"2011-04-12",63,63.619999,62.700001,63.130001,2955000,48.53661
"2011-04-13",63.599998,63.610001,62.389999,62.540001,3311000,48.082993
"2011-04-14",61.82,62.25,61.209999,61.869999,3336500,47.835575
"2011-04-15",61.959999,62.549999,61.689999,61.900002,3419300,47.858772
"2011-04-18",61.310001,61.59,60.75,60.970001,3360300,47.139732
"2011-04-19",61.139999,61.450001,60.599998,60.970001,2932900,47.139732
"2011-04-20",61.73,61.73,60.380001,60.75,4814500,46.969646
"2011-04-21",62.060001,62.360001,60.400002,61.619999,6447300,47.642281
"2011-04-25",61.59,61.869999,60.959999,61.18,2817400,47.302101
"2011-04-26",61.349998,62.099998,61.18,62.009998,3700000,47.943813
"2011-04-27",62.27,62.470001,61.919998,62.25,2902400,48.129375
"2011-04-28",62.130001,62.669998,61.700001,62.509998,3309600,48.330406
"2011-04-29",62.560001,62.560001,61.919998,62.34,2825200,48.198959
"2011-05-02",62.790001,63.150002,62.59,62.889999,3538600,48.624214
"2011-05-03",62.939999,64.230003,62.669998,64.129997,4157300,49.58292
"2011-05-04",64.150002,64.25,63.299999,63.509998,3906800,49.10355
"2011-05-05",63.220001,63.68,62.299999,62.5,4288000,48.322666
"2011-05-06",63.439999,63.529999,62.34,62.52,2253600,48.338139
"2011-05-09",62.360001,62.540001,61.98,62.080002,2083100,47.99794
"2011-05-10",62.25,63.529999,62.189999,63.459999,2772300,49.064911
"2011-05-11",63.259998,64.190002,62.709999,63.439999,4971600,49.049431
"2011-05-12",63.220001,63.380001,62.5,63.189999,3062400,48.856148
"2011-05-13",63.09,63.189999,61.720001,61.799999,2953700,47.781456
"2011-05-16",61.470001,62.560001,61.470001,61.900002,2602900,47.858772
"2011-05-17",61.560001,62.759998,61.560001,62.759998,3418500,48.523693
"2011-05-18",62.68,63.040001,62.310001,63.029999,1959300,48.732445
"2011-05-19",63.169998,63.189999,62.439999,62.970001,3486200,48.686062
"2011-05-20",62.630001,63.150002,61.580002,61.669998,3038800,47.680939
"2011-05-23",61,61.549999,60.970001,61.09,2820600,47.232517
"2011-05-24",61.259998,61.48,60.34,60.68,2598300,46.915516
"2011-05-25",60.52,61.34,60.41,61.110001,2798400,47.247974
"2011-05-26",60.919998,61.889999,60.700001,61.740002,2666600,47.735073
"2011-05-27",62.119999,62.700001,61.880001,62.540001,1997300,48.3536
"2011-05-31",63,63.220001,62.02,62.419998,3706800,48.260818
"2011-06-01",62.240002,62.32,59.849998,59.970001,5169500,46.36657
"2011-06-02",60.080002,60.610001,59.560001,60.189999,3149200,46.536659
"2011-06-03",59.360001,60.25,59.27,59.34,3144600,45.879478
"2011-06-06",59.27,59.880001,58.23,59.169998,4383400,45.748043
"2011-06-07",59.5,60.240002,59.389999,59.59,3551900,46.072765
"2011-06-08",59.349998,60.169998,59.16,59.200001,4058100,45.771229
"2011-06-09",59.400002,59.549999,58.790001,59.139999,3237100,45.72485
"2011-06-10",58.790001,59.630001,58.139999,59.07,5017000,45.670708
"2011-06-13",59.330002,59.5,58.580002,59.25,2680000,45.809891
"2011-06-14",59.799999,60.240002,59.540001,59.860001,3268000,46.281509
"2011-06-15",59.349998,59.48,58.139999,58.5,4107200,45.230019
"2011-06-16",58.939999,59.959999,58.419998,59.470001,4268000,45.979988
"2011-06-17",59.07,59.18,57.560001,57.790001,10302200,44.681076
"2011-06-20",57.200001,57.689999,56.049999,56.66,11845300,43.807392
"2011-06-21",56.509998,56.950001,56.130001,56.900002,7471900,43.992962
"2011-06-22",56.889999,57.09,56.450001,56.610001,5235300,43.768742
"2011-06-23",56,57.09,55.560001,56.689999,7409200,43.830585
"2011-06-24",56.799999,57.07,56.169998,56.610001,5016500,43.768742
"2011-06-27",56.799999,58.040001,56.75,57.849998,4555600,44.727459
"2011-06-28",58.040001,58.220001,57.360001,57.91,2964400,44.773846
"2011-06-29",58.299999,59.07,57.91,58.939999,4678000,45.57021
"2011-06-30",58.84,59.650002,58.310001,59.610001,3946100,46.088215
"2011-07-01",59.779999,61.040001,59.599998,60.889999,3503600,47.077877
"2011-07-05",61.209999,61.209999,59.59,60.27,3088800,46.598518
"2011-07-06",60.23,60.290001,59.27,59.779999,4155600,46.219658
"2011-07-07",59.75,60.900002,59.639999,60.59,4772000,46.845924
"2011-07-08",59.790001,60.099998,59.279999,59.830002,3733900,46.258335
"2011-07-11",58.919998,59.459999,58.32,58.48,3902100,45.214561
"2011-07-12",58.169998,59.09,58.009998,58.049999,3884600,44.882099
"2011-07-13",58.470001,59.130001,57.900002,58.009998,4279700,44.851158
"2011-07-14",58.200001,58.310001,56.950001,57.259998,3630600,44.540035
"2011-07-15",57.59,57.98,56.529999,56.82,5832100,44.197773
"2011-07-18",56.43,56.709999,55.709999,55.93,4208400,43.505466
"2011-07-19",56.389999,56.389999,55.380001,55.830002,9713900,43.427692
