"dates","EOG.Open","EOG.High","EOG.Low","EOG.Close","EOG.Volume","EOG.Adjusted"
"2011-07-18",50.695,51.294998,50.240002,50.759998,5338400,46.068089
"2011-07-19",51,52.139999,51,52.014999,4730200,47.207096
"2011-07-20",52.404999,52.404999,51.764999,51.904999,4192600,47.107265
"2011-07-21",52.32,52.950001,52.044998,52.779999,3878600,47.90139
"2011-07-22",52.775002,53.299999,52.505001,53.285,3288400,48.359703
"2011-07-25",52.599998,53.73,52.400002,53.105,3798400,48.196346
"2011-07-26",53.105,53.939999,52.310001,53.285,4235200,48.359703
"2011-07-27",53,53.009998,51.985001,52.035,4082000,47.225246
"2011-07-28",52.02,52.665001,51.535,51.715,4736800,46.934826
"2011-07-29",51.09,51.68,50.75,51,6388800,46.285915
"2011-08-01",51.945,52.16,50.244999,50.810001,3660800,46.113491
"2011-08-02",50.43,51.185001,49.540001,49.605,4176600,45.019855
"2011-08-03",49.634998,49.665001,47.785,48.990002,6110800,44.461708
"2011-08-04",48.255001,48.255001,45.724998,46.064999,8768800,41.807076
"2011-08-05",49.134998,50.610001,46.700001,47.959999,18031400,43.526917
"2011-08-08",46.799999,46.904999,43.529999,44.299999,11371400,40.205223
"2011-08-09",45.139999,45.950001,43.049999,45.43,14977600,41.230766
"2011-08-10",45.255001,45.540001,43.34,43.494999,11145200,39.474621
"2011-08-11",43.98,47.139999,43.474998,46.57,9001200,42.265396
"2011-08-12",48.389999,48.915001,46.57,47.075001,7189600,42.723705
"2011-08-15",47.595001,48.240002,47.314999,48.145,5036000,43.694813
"2011-08-16",47.5,47.849998,46.555,47.290001,5794800,42.918839
"2011-08-17",47.634998,48.525002,46.509998,47,4094600,42.655651
"2011-08-18",45.830002,45.830002,43.424999,43.814999,7368400,39.765057
"2011-08-19",43.310001,44.884998,43.25,43.785,6513600,39.737831
"2011-08-22",44.950001,45.25,42.924999,43.174999,6204800,39.1842
"2011-08-23",43.16,44.5,42.790001,44.485001,7207200,40.373108
"2011-08-24",44.174999,45.014999,43.919998,44.959999,4626000,40.804211
"2011-08-25",45.310001,45.615002,43.764999,44.130001,5556200,40.05093
"2011-08-26",43.869999,45.080002,43,44.924999,4555800,40.772446
"2011-08-29",45.610001,45.84,44.904999,45.775002,4200600,41.543884
"2011-08-30",45.549999,46.375,44.875,46.099998,3328600,41.83884
"2011-08-31",46.490002,47.084999,45.720001,46.294998,5493600,42.015816
"2011-09-01",46.66,47.080002,45.645,45.709999,3392800,41.484886
"2011-09-02",44.674999,45.095001,43.91,44.174999,4919600,40.091774
"2011-09-06",42.869999,43.555,42.465,43.48,5123200,39.461018
"2011-09-07",44.240002,45.424999,44.049999,45.334999,3595000,41.144535
"2011-09-08",44.810001,45.985001,44.384998,44.625,4854600,40.500183
"2011-09-09",43.654999,44.139999,42.455002,42.66,5251200,38.716801
"2011-09-12",42.264999,43.080002,41.959999,43.055,4431800,39.075294
"2011-09-13",43.215,43.709999,42.66,43.375,3189600,39.365723
"2011-09-14",42.93,44.43,42.549999,43.875,4477600,39.819504
"2011-09-15",44.435001,45.200001,44.060001,45.200001,3907000,41.02203
"2011-09-16",45.564999,45.625,44.625,45.080002,5116800,40.913124
"2011-09-19",44.060001,44.310001,42.98,43.880001,3672000,39.824039
"2011-09-20",44.105,44.775002,43.435001,43.560001,3761600,39.533627
"2011-09-21",43.485001,44.154999,41.705002,41.715,4491200,37.859158
"2011-09-22",40.415001,40.465,37.564999,38.375,10625000,34.827881
"2011-09-23",37.68,38.584999,36.674999,36.860001,7707800,33.452923
"2011-09-26",37.630001,38.395,36.57,38.34,7592000,34.796112
"2011-09-27",39.325001,40.259998,39.02,39.305,6291800,35.671921
"2011-09-28",39.365002,39.400002,37.07,37.145,4861000,33.711571
"2011-09-29",38.014999,38.18,35.939999,36.889999,6866600,33.480137
"2011-09-30",35.695,36.380001,34.775002,35.505001,7677800,32.223152
"2011-10-03",35.07,35.119999,33.895,34.205002,9832600,31.043335
"2011-10-04",33.669998,37.014999,33.404999,36.830002,12197400,33.42569
"2011-10-05",36.855,38.474998,36.610001,38.400002,7513400,34.850567
"2011-10-06",38.185001,39.455002,37.755001,39.27,5830000,35.640152
"2011-10-07",39.525002,39.615002,37.365002,37.450001,6520600,33.988373
"2011-10-10",38.419998,39.724998,38.369999,39.705002,5093800,36.03495
"2011-10-11",39.32,40.244999,38.985001,40.07,6092600,36.366215
"2011-10-12",40.400002,41.345001,40.150002,40.474998,4541200,36.73378
"2011-10-13",40.009998,40.264999,38.82,40.110001,4819000,36.474613
"2011-10-14",41.044998,42.035,40.855,41.990002,4630600,38.184204
"2011-10-17",41.650002,42.049999,40.560001,40.705002,3861600,37.015682
"2011-10-18",40.759998,43.305,40.115002,43.009998,7436200,39.111759
"2011-10-19",42.830002,44.59,42.755001,43.935001,8468200,39.95293
"2011-10-20",43.755001,44.02,42.544998,43.669998,6293400,39.711952
"2011-10-21",44.48,45.540001,44.105,45.310001,5544800,41.203304
"2011-10-24",45.555,45.904999,45.119999,45.540001,6153600,41.412449
"2011-10-25",45.540001,45.540001,43.625,43.759998,6034200,39.793789
"2011-10-26",44.490002,44.634998,43.169998,43.709999,7715600,39.748322
"2011-10-27",45.5,47,44.915001,46.419998,7409200,42.212696
"2011-10-28",45.82,47.630001,45.814999,47.59,6090000,43.276649
"2011-10-31",46.695,46.75,44.650002,44.715,5455200,40.66222
"2011-11-01",42.994999,43.5,41.939999,42.939999,7520600,39.048107
"2011-11-02",45.360001,48.91,45.064999,48.02,16995200,43.667683
"2011-11-03",48.790001,50.305,48.095001,50.014999,9132800,45.481865
"2011-11-04",49.419998,51.259998,49.139999,50.84,7401600,46.232086
"2011-11-07",50.740002,51.200001,49.865002,50.584999,5557800,46.000202
"2011-11-08",50.875,51.119999,49.724998,50.955002,4995600,46.33667
"2011-11-09",49.720001,50.330002,49,49.115002,5810000,44.663433
"2011-11-10",49.705002,50.384998,49.215,50.02,4688400,45.486397
"2011-11-11",50.605,52.025002,50.584999,52.005001,4880000,47.291489
"2011-11-14",51.470001,52.235001,50.650002,51.884998,5572800,47.182362
"2011-11-15",51.665001,51.959999,51,51.18,3845400,46.541275
"2011-11-16",50.970001,51.705002,50.27,50.345001,8456600,45.781952
"2011-11-17",50.200001,50.650002,48.080002,48.509998,5014400,44.113251
"2011-11-18",49.185001,49.93,48.014999,48.919998,4463200,44.486103
"2011-11-21",47.855,48.325001,47.025002,48.005001,2933000,43.654034
"2011-11-22",47.790001,48.154999,46.82,47.490002,3498800,43.185715
"2011-11-23",46.805,46.945,45.695,45.805,4856000,41.653442
"2011-11-25",45.424999,46.419998,45.384998,45.435001,1223400,41.316971
"2011-11-28",46.994999,48.395,46.93,47.794998,3889800,43.463078
"2011-11-29",48.134998,49.459999,48.005001,49.115002,5018400,44.663433
"2011-11-30",51.02,52.205002,51.02,51.869999,7282400,47.168724
"2011-12-01",51.814999,52.494999,50.845001,51.264999,3870200,46.618568
"2011-12-02",51.895,52,51.060001,51.279999,3256000,46.632202
"2011-12-05",51.994999,52.43,50.615002,51.055,5158000,46.427593
"2011-12-06",51.23,53.099998,51.040001,52.445,4272200,47.691624
"2011-12-07",52.055,52.145,50.830002,51.514999,4165800,46.845917
"2011-12-08",51.27,52.290001,50.064999,50.314999,4964600,45.754673
"2011-12-09",50.235001,52.209999,50.235001,51.875,5692400,47.173279
"2011-12-12",51.044998,51.130001,49.575001,50.525002,4360000,45.945641
"2011-12-13",50.880001,51.564999,48.580002,49.25,5826000,44.786198
"2011-12-14",48.490002,48.529999,46.555,46.584999,9268200,42.362747
"2011-12-15",47.279999,47.779999,46.505001,47.220001,6036000,42.940189
"2011-12-16",47.715,48.950001,47.369999,48.84,7302000,44.413353
"2011-12-19",48.755001,48.865002,47.599998,47.785,3772400,43.453979
"2011-12-20",48.919998,49.595001,48.674999,48.985001,4700800,44.545212
"2011-12-21",49.125,49.345001,48.259998,49.09,4880600,44.640705
"2011-12-22",49.110001,49.32,48.970001,49.165001,5866400,44.708893
"2011-12-23",49.240002,49.564999,48.615002,49.134998,3113600,44.681622
"2011-12-27",49.195,49.869999,49.049999,49.505001,3238200,45.018085
"2011-12-28",49.615002,49.744999,48.060001,48.220001,3013400,43.849556
"2011-12-29",48.185001,49.09,48.185001,49.025002,2686600,44.581589
"2011-12-30",49.025002,49.549999,48.895,49.255001,2569800,44.790745
"2012-01-03",50.305,51.064999,50.200001,50.724998,5597400,46.127499
"2012-01-04",50.73,50.994999,50.310001,50.794998,4909000,46.19117
"2012-01-05",50.575001,51.255001,49.91,51.075001,5075000,46.445789
"2012-01-06",51.125,51.884998,51,51.215,4493000,46.573101
"2012-01-09",51.235001,51.529999,50.75,51.084999,3525600,46.454872
"2012-01-10",52.695,53.634998,52.450001,52.759998,6240000,47.978069
"2012-01-11",52.389999,52.744999,51.474998,51.584999,4476000,46.909561
"2012-01-12",51.814999,52.349998,51.27,51.939999,4658400,47.305756
"2012-01-13",51.334999,51.724998,50.715,51.52,3482800,46.923214
"2012-01-17",52.349998,52.555,51.330002,51.860001,3053600,47.232891
"2012-01-18",51.810001,52.91,51.404999,52.685001,3217000,47.984287
"2012-01-19",52.845001,53.264999,52.34,52.540001,5439600,47.852215
"2012-01-20",52.435001,52.485001,51.220001,51.580002,5567800,46.977879
"2012-01-23",52.415001,53.314999,52.185001,52.799999,5463000,48.089031
"2012-01-24",52.314999,52.445,51.75,52.275002,3867200,47.610859
"2012-01-25",52.139999,53.599998,51.509998,53.404999,4330400,48.64003
"2012-01-26",53.645,53.75,52.115002,52.375,4547600,47.701935
"2012-01-27",52.165001,52.630001,51.744999,52.060001,3197800,47.415043
"2012-01-30",51.505001,52.715,51.084999,52.654999,4345600,47.956955
"2012-01-31",52.785,53.134998,52.349998,53.07,5577800,48.334919
"2012-02-01",53.474998,53.490002,52.34,52.950001,6657200,48.225636
"2012-02-02",52.825001,54.064999,52.48,53.240002,4281400,48.489765
"2012-02-03",54.014999,55.060001,53.549999,54.544998,4429800,49.678337
"2012-02-06",54.735001,55.275002,54.384998,55.029999,6138400,50.120052
"2012-02-07",55,55.75,54.525002,55.564999,3658800,50.607311
"2012-02-08",55.720001,55.845001,54.775002,55.709999,3084400,50.739384
"2012-02-09",55.525002,56.830002,55.439999,56.224998,3964600,51.20842
"2012-02-10",55.384998,55.915001,55.080002,55.915001,3686800,50.92609
"2012-02-13",56.27,56.825001,56.09,56.689999,3973600,51.631939
"2012-02-14",56.580002,56.91,56.185001,56.875,4835800,51.80043
"2012-02-15",57.25,57.950001,56.674999,57.419998,5980600,52.296806
"2012-02-16",57.494999,59.404999,57.264999,58.810001,6609800,53.562786
"2012-02-17",59.535,59.985001,56.744999,57.174999,12338800,52.073666
"2012-02-21",57.990002,58.494999,57.494999,57.825001,6828600,52.665668
"2012-02-22",57.98,58.755001,57.785,57.830002,5726800,52.670235
"2012-02-23",57.924999,58.299999,57.25,58.25,4004000,53.052757
"2012-02-24",58.330002,59.040001,58.095001,58.775002,3351800,53.530907
"2012-02-27",58.665001,58.900002,57.810001,57.810001,4582600,52.652027
"2012-02-28",57.959999,58.599998,57.75,58.305,4872000,53.102848
"2012-02-29",58.365002,58.599998,56.689999,56.93,6444600,51.85054
"2012-03-01",57.125,58.505001,57.125,58.455002,5143200,53.239452
"2012-03-02",58.200001,58.389999,56.540001,56.950001,4699200,51.868744
"2012-03-05",56.755001,56.810001,55.68,56.599998,3162600,51.549961
"2012-03-06",55.560001,56.404999,55.110001,56.360001,5257800,51.33139
"2012-03-07",56.360001,56.834999,56.014999,56.57,3895400,51.522648
"2012-03-08",57.360001,57.66,56.66,57.205002,3130000,52.10099
"2012-03-09",57.25,57.875,57.029999,57.490002,2713400,52.360565
"2012-03-12",57.619999,57.619999,56.259998,56.865002,2890600,51.791328
"2012-03-13",56.924999,58.470001,56.509998,58.424999,5206400,53.212128
"2012-03-14",58.404999,58.474998,57.040001,57.34,3395400,52.223923
"2012-03-15",57.419998,58.134998,57.025002,57.814999,3907200,52.656567
"2012-03-16",58.18,58.935001,57.895,58.389999,5474600,53.18026
"2012-03-19",58.325001,58.985001,58.055,58.695,3386200,53.45805
"2012-03-20",58.07,58.07,57.075001,57.355,3449600,52.23761
"2012-03-21",57.355,57.549999,56.535,56.904999,3303400,51.827759
"2012-03-22",56.18,56.57,54.93,55.174999,4562200,50.252117
"2012-03-23",55.240002,56.325001,55.080002,55.865002,4599000,50.880543
"2012-03-26",56.380001,56.599998,55.805,56.080002,2741400,51.07637
"2012-03-27",56.23,56.264999,55.459999,55.639999,2920800,50.675621
"2012-03-28",55.369999,55.474998,54.25,54.814999,3495600,49.924229
"2012-03-29",54.244999,54.630001,53.575001,54.509998,2885200,49.646442
"2012-03-30",54.740002,55.740002,54.380001,55.549999,3541200,50.593651
"2012-04-02",55.494999,57.165001,55.16,56.674999,3899200,51.618267
"2012-04-03",56.314999,56.849998,56.084999,56.779999,4647400,51.713909
"2012-04-04",56.029999,56.195,54.849998,55.259998,3127600,50.329529
"2012-04-05",55.060001,55.735001,54.424999,54.59,4629800,49.719311
"2012-04-09",53.474998,54.014999,53.305,53.720001,5445200,48.926926
"2012-04-10",53.720001,53.860001,51.904999,52,6604200,47.360382
"2012-04-11",52.59,52.759998,51.255001,51.474998,6017200,46.88224
"2012-04-12",51.5,52.825001,51.470001,52.610001,6345200,47.995232
"2012-04-13",52.365002,52.650002,51.549999,51.665001,3018600,47.133129
"2012-04-16",51.93,52.560001,50.915001,51.384998,3074000,46.877666
"2012-04-17",51.959999,52.654999,51.764999,52.400002,4108400,47.803654
"2012-04-18",52.195,52.490002,51.785,52.084999,3813400,47.51627
"2012-04-19",52.150002,52.645,51.654999,51.98,3121600,47.42049
"2012-04-20",52.445,52.75,51.395,51.514999,3376600,46.996284
"2012-04-23",50.305,51.884998,50.294998,51.799999,3771600,47.256264
"2012-04-24",52.055,52.465,51.700001,52.224998,4512400,47.643993
"2012-04-25",52.689999,53.255001,52.294998,53.215,5718200,48.547146
"2012-04-26",53.209999,54.439999,53.005001,54.259998,4686400,49.500492
"2012-04-27",54.505001,54.619999,54.049999,54.509998,4275000,49.728558
"2012-04-30",54.439999,54.970001,53.919998,54.904999,3000800,50.088909
"2012-05-01",55.150002,56.119999,54.900002,55.615002,3552800,50.736637
"2012-05-02",54.950001,54.950001,54.110001,54.639999,4145600,49.847157
"2012-05-03",54.5,54.970001,53.610001,53.855,3882200,49.131008
"2012-05-04",53.200001,53.599998,52.189999,52.645,4330600,48.027149
"2012-05-07",52.235001,52.924999,51.645,52.384998,3265000,47.789955
"2012-05-08",51.810001,52.095001,50.205002,51.994999,4339600,47.43417
"2012-05-09",51.904999,52.84,50.380001,52.549999,7535400,47.940495
"2012-05-10",53.369999,53.665001,52.755001,53.255001,5334600,48.583652
"2012-05-11",52.740002,53.275002,51.955002,52.115002,4469800,47.543655
"2012-05-14",51.450001,51.450001,50.439999,50.52,3667400,46.088558
"2012-05-15",50.494999,50.849998,49.32,49.605,3836800,45.253822
"2012-05-16",49.830002,50.799999,49.275002,49.474998,3981400,45.135212
"2012-05-17",49.455002,49.66,48.580002,48.669998,3874400,44.400818
"2012-05-18",48.945,49.310001,47.889999,48.154999,4443200,43.930996
"2012-05-21",48.665001,50.130001,48.645,50.099998,4474000,45.705395
"2012-05-22",50.794998,51.735001,50.235001,50.665001,5602000,46.220825
"2012-05-23",50.145,50.895,48.889999,50.849998,5439800,46.389606
"2012-05-24",51,51.195,49.57,50.395,3806200,45.974525
"2012-05-25",50.279999,51.215,50.279999,50.875,3559600,46.412407
"2012-05-29",52.224998,52.66,51.580002,52.43,4652600,47.83102
"2012-05-30",51.669998,51.669998,49.950001,50.494999,5560600,46.065742
"2012-05-31",50.375,50.424999,48.200001,49.650002,7350600,45.294861
"2012-06-01",47.939999,48.07,45.669998,45.834999,13415000,41.814499
"2012-06-04",45.98,46.084999,44.424999,45.200001,10072600,41.235207
"2012-06-05",44.805,46.115002,44.785,45.935001,6586000,41.905739
"2012-06-06",46.52,47.48,46.415001,47.459999,5499000,43.296974
"2012-06-07",48.290001,48.700001,47.205002,47.724998,6559000,43.538719
"2012-06-08",46.91,47.064999,45.880001,46.939999,4717600,42.822578
"2012-06-11",47.674999,48.049999,45.900002,45.965,4168200,41.933109
"2012-06-12",46.305,47.185001,46.115002,47.084999,3856800,42.954865
"2012-06-13",46.895,47.615002,46.009998,46.349998,4524600,42.284344
"2012-06-14",46.450001,47.474998,46.110001,47.23,5099200,43.087151
"2012-06-15",47.445,48.389999,46.955002,48.32,5798600,44.081539
"2012-06-18",48.014999,48.084999,47.18,47.365002,4492600,43.210293
"2012-06-19",47.845001,48.16,47.290001,47.974998,4502200,43.766788
"2012-06-20",48.07,48.384998,46.07,46.470001,6199000,42.393803
"2012-06-21",46.424999,46.634998,43.169998,43.240002,11919000,39.447136
"2012-06-22",43.845001,43.985001,42.935001,43.810001,6630400,39.967121
"2012-06-25",42.845001,42.939999,41.830002,42.450001,6179200,38.726433
"2012-06-26",42.459999,42.779999,41.240002,41.98,7419800,38.297646
"2012-06-27",42.125,43.084999,42.040001,42.865002,10073800,39.105034
"2012-06-28",42.599998,42.919998,41.945,42.580002,8044200,38.845005
"2012-06-29",43.974998,45.130001,43.785,45.055,9941400,41.102921
"2012-07-02",44.77,44.970001,43.77,44.470001,3431400,40.569248
"2012-07-03",45,47.5,45,47.445,5677200,43.283295
"2012-07-05",47.040001,47.25,45.880001,46,4101600,41.965038
"2012-07-06",44.884998,45.674999,44.535,45.32,3424200,41.344681
"2012-07-09",45.205002,46.435001,45.095001,45.744999,4715000,41.732391
"2012-07-10",45.735001,45.98,44.375,44.674999,4704200,40.756252
"2012-07-11",44.855,46.310001,44.855,45.939999,5386200,41.910297
"2012-07-12",45.080002,45.919998,44.544998,45.525002,5869600,41.531704
"2012-07-13",45.685001,46.540001,45.599998,46.465,3690400,42.468536
"2012-07-16",46.215,46.919998,45.645,46.619999,3599000,42.61021
"2012-07-17",47.09,47.715,46.165001,47.619999,5095000,43.524212
"2012-07-18",47.424999,48.715,47.275002,48.349998,5117400,44.191395
"2012-07-19",48.595001,49.314999,48.384998,49.125,6149800,44.899754
"2012-07-20",48.735001,49.645,48.125,49.615002,5496200,45.347607
"2012-07-23",48.314999,48.740002,47.115002,48.599998,6470400,44.41991
"2012-07-24",48.645,48.950001,47.205002,47.75,3716000,43.643021
"2012-07-25",48.244999,48.365002,47.105,47.845001,3024400,43.729843
"2012-07-26",48.669998,49.290001,48.130001,48.709999,4041800,44.520439
"2012-07-27",48.985001,50.735001,48.724998,50.505001,4790200,46.161053
"2012-07-30",50.34,50.810001,49.215,49.779999,3378400,45.498405
"2012-07-31",49.709999,49.950001,48.974998,49.005001,3237800,44.790073
"2012-08-01",49.465,50.595001,48.52,50.224998,4492600,45.905151
"2012-08-02",49.064999,49.564999,47.639999,48.060001,4967400,43.926361
"2012-08-03",51.529999,54.375,51.07,53.375,10517400,48.784195
"2012-08-06",53.485001,53.665001,52.755001,52.869999,5040200,48.322651
"2012-08-07",52.865002,54.75,52.785,54.369999,4976200,49.693634
"2012-08-08",53.709999,54.529999,53.705002,53.950001,3798400,49.309753
"2012-08-09",53.764999,55.400002,53.715,54.705002,4150800,49.999825
"2012-08-10",54.055,55.18,54,54.994999,3002200,50.26487
"2012-08-13",55.450001,55.450001,54.41,54.650002,2663200,49.949554
"2012-08-14",55.130001,55.555,54.855,55.174999,3886600,50.429398
"2012-08-15",54.84,55.365002,54.485001,54.91,2989200,50.187176
"2012-08-16",54.880001,55.540001,54.700001,55.494999,3037200,50.721859
"2012-08-17",55.25,55.68,55.049999,55.595001,2636600,50.813259
"2012-08-20",55.755001,55.779999,54.584999,54.785,2584200,50.072929
"2012-08-21",55.139999,55.424999,54.134998,54.384998,3073800,49.707333
"2012-08-22",54.275002,54.599998,53.549999,54.455002,3105400,49.77132
"2012-08-23",54.375,54.59,53.220001,53.505001,2864600,48.903023
"2012-08-24",53.48,54.59,53.285,54.455002,4370400,49.77132
"2012-08-27",54.490002,54.98,54.080002,54.584999,2816200,49.890141
"2012-08-28",54.619999,54.959999,54.02,54.41,3514600,49.730186
"2012-08-29",54.439999,54.490002,53.735001,54.025002,2580200,49.378307
"2012-08-30",53.724998,53.724998,52.724998,52.945,2562800,48.391201
"2012-08-31",53.494999,54.305,53.049999,54.150002,3420200,49.492546
"2012-09-04",54.130001,54.875,53.595001,54.66,4144200,49.958683
"2012-09-05",54.540001,54.755001,54.224998,54.27,3174200,49.602234
"2012-09-06",54.91,56.605,54.799999,56.205002,4160800,51.370796
"2012-09-07",55.474998,56.639999,55.365002,56.439999,4704400,51.585594
"2012-09-10",56.5,57.235001,56.044998,56.200001,3535000,51.366226
"2012-09-11",56.404999,56.73,55.965,56.215,3332600,51.379944
"2012-09-12",56.424999,56.970001,55.794998,56.490002,3305000,51.631283
"2012-09-13",56.715,58.060001,55.900002,57.59,3997000,52.636677
"2012-09-14",57.869999,59.845001,57.869999,58.810001,3856600,53.751751
"2012-09-17",58.705002,59.115002,57.939999,58.200001,2922200,53.19421
"2012-09-18",58.115002,58.41,57.285,57.939999,2282400,52.956566
"2012-09-19",57.830002,57.895,56.75,56.785,3288000,51.900917
"2012-09-20",56.455002,57.040001,55.744999,56.775002,4148000,51.891773
"2012-09-21",57.285,57.369999,56.625,56.974998,4015200,52.074566
"2012-09-24",56.299999,56.869999,56.080002,56.605,2492600,51.736393
"2012-09-25",56.849998,57.205002,56.130001,56.209999,3068400,51.37537
"2012-09-26",55.935001,56.040001,55.200001,55.299999,2732400,50.543629
"2012-09-27",55.880001,56.884998,55.75,56.599998,1953800,51.731819
"2012-09-28",56.299999,56.5,55.57,56.025002,2295400,51.206284
"2012-10-01",56.494999,57.345001,56.455002,57.095001,3422000,52.18425
"2012-10-02",57.395,57.639999,56.935001,57.57,3617200,52.618393
"2012-10-03",57.415001,57.5,55.400002,55.540001,4238000,50.762997
"2012-10-04",55.965,56.125,55.325001,55.709999,4041200,50.918381
"2012-10-05",55.755001,56.200001,54.75,54.955002,3295800,50.228298
"2012-10-08",54.43,54.985001,54.32,54.91,2263000,50.187176
"2012-10-09",54.955002,55.900002,54.639999,55.525002,2638800,50.749283
"2012-10-10",55.424999,55.674999,54.595001,54.75,2658400,50.040947
"2012-10-11",55.205002,55.634998,54.799999,54.915001,1995000,50.191761
"2012-10-12",54.985001,55.154999,53.935001,54.389999,2558200,49.711899
"2012-10-15",54.330002,55.290001,53.880001,55.125,2979000,50.462543
"2012-10-16",55.855,56.945,55.755001,56.869999,3286200,52.059967
"2012-10-17",57.27,57.825001,56.785,57.619999,2874200,52.746529
"2012-10-18",57.27,57.540001,56.869999,57.375,2171600,52.522247
"2012-10-19",57.264999,57.724998,56.285,56.535,3024000,51.753296
"2012-10-22",56.389999,56.470001,55.215,56.055,3717400,51.3139
"2012-10-23",55.035,55.450001,54.514999,55.080002,4001000,50.421349
"2012-10-24",55.439999,55.77,54.884998,55.349998,3774200,50.668526
"2012-10-25",56.025002,56.220001,55.455002,56.209999,2301600,51.45578
"2012-10-26",56.145,57.25,56.005001,57.044998,4463600,52.22015
"2012-10-31",57.125,58.285,57.119999,58.244999,4601800,53.318668
"2012-11-01",58.244999,59.299999,58.02,58.439999,3662000,53.497169
"2012-11-02",58.884998,59.255001,57.345001,57.599998,5006800,52.728218
"2012-11-05",57.275002,58.535,57.275002,58.404999,4379000,53.465134
"2012-11-06",61.695,62.244999,60.650002,60.990002,8548400,55.831497
"2012-11-07",60,60.474998,59.665001,60,6031800,54.925232
"2012-11-08",59.935001,60.384998,57.855,57.884998,4513600,52.989109
"2012-11-09",57.814999,58.384998,57.224998,57.259998,4984600,52.416973
"2012-11-12",57.544998,57.799999,56.720001,57.380001,2177600,52.526821
"2012-11-13",56.950001,58.57,56.845001,57.639999,3884800,52.764839
"2012-11-14",57.689999,57.950001,56.5,56.68,3100000,51.886036
"2012-11-15",56.720001,58.275002,56.66,58.080002,4758000,53.167622
"2012-11-16",58.625,58.73,57.395,58.334999,5257800,53.401051
"2012-11-19",59.105,60.400002,58.91,59.305,3986000,54.289021
"2012-11-20",59.195,59.27,58.275002,58.700001,2629400,53.735176
"2012-11-21",58.895,59.27,58.700001,59.07,2230200,54.073887
"2012-11-23",59.25,59.575001,58.825001,59.494999,1168800,54.46294
"2012-11-26",58.724998,58.915001,57.799999,58.325001,2502400,53.391899
"2012-11-27",57.77,58.029999,57.220001,57.540001,5118400,52.673286
"2012-11-28",57.044998,58.294998,56.360001,58.174999,3223200,53.254574
"2012-11-29",58.799999,59.209999,58.404999,58.82,2838000,53.845024
"2012-11-30",58.700001,59.205002,58.525002,58.810001,2897200,53.835876
"2012-12-03",59.119999,59.549999,58.564999,58.619999,2572400,53.661949
"2012-12-04",58.470001,59,58.345001,58.59,1801400,53.634476
"2012-12-05",58.75,59.775002,58.669998,59.360001,3441200,54.339355
"2012-12-06",59.145,59.375,58.5,59.18,2416600,54.174583
"2012-12-07",59.355,59.355,58.465,58.674999,2670400,53.712292
"2012-12-10",58.599998,58.93,58.285,58.865002,2132400,53.886219
"2012-12-11",59.16,59.75,58.985001,59.365002,2716000,54.343941
"2012-12-12",59.599998,60.685001,59.360001,60.369999,3622600,55.263927
"2012-12-13",60.154999,60.325001,59.174999,59.255001,3789200,54.243244
"2012-12-14",59.189999,59.900002,59.02,59.494999,2401800,54.46294
"2012-12-17",59.695,60.490002,59.389999,60.485001,2499600,55.369217
"2012-12-18",60.540001,62.125,60.5,61.959999,3696200,56.719444
"2012-12-19",61.799999,62.009998,61.220001,61.224998,3038800,56.046612
"2012-12-20",61.395,62.25,61.200001,62.185001,3053600,56.925419
"2012-12-21",61.209999,62.080002,60.939999,61.785,4666400,56.559246
"2012-12-24",61.555,62.099998,61.34,61.384998,1560800,56.193073
"2012-12-26",61.57,61.575001,60.610001,60.775002,2096400,55.634678
"2012-12-27",60.990002,61.075001,59.779999,60.814999,3196600,55.671288
"2012-12-28",60.279999,60.465,59.25,59.305,2196200,54.289021
"2012-12-31",59.055,60.490002,59,60.395,3561800,55.286819
"2013-01-02",61.700001,61.84,60.720001,61.84,3665200,56.6096
"2013-01-03",61.744999,62.744999,61.235001,62.09,2928400,56.838451
"2013-01-04",62.115002,63.125,61.974998,62.900002,2518600,57.579937
"2013-01-07",62.605,63.049999,62.075001,62.994999,2857800,57.666912
"2013-01-08",62.875,62.994999,61.59,62.07,3122400,56.820145
"2013-01-09",62.18,62.584999,61.845001,62.314999,1755200,57.044426
"2013-01-10",62.700001,63.064999,62.279999,63.049999,2277000,57.717258
"2013-01-11",63.029999,63.224998,62.5,62.814999,2264600,57.502132
"2013-01-14",62.825001,63.139999,62.115002,62.330002,2046800,57.058155
"2013-01-15",62.005001,62.75,61.875,62.549999,3347000,57.337734
"2013-01-16",62.415001,62.75,62.195,62.685001,3009800,57.461491
"2013-01-17",63,63.275002,62.445,63.014999,3449000,57.763988
"2013-01-18",63.169998,63.540001,62.610001,63.395,3532800,58.112324
"2013-01-22",63.474998,63.669998,62.450001,63.25,3831400,57.979416
"2013-01-23",63.080002,63.294998,62.25,62.375,2282000,57.177315
"2013-01-24",62.450001,63.200001,62.395,62.494999,2724000,57.287323
"2013-01-25",62.685001,63.27,62.27,62.634998,2365000,57.415661
"2013-01-28",62.904999,62.904999,61.775002,62.099998,2718400,56.925236
"2013-01-29",62.330002,63.595001,62.005001,63.470001,2821400,58.18108
"2013-01-30",63.584999,64.714996,63.084999,63.16,3195000,57.896908
"2013-01-31",62.75,62.985001,62.25,62.490002,3528000,57.282742
"2013-02-01",63.32,64.394997,62.494999,64.300003,3367000,58.941914
"2013-02-04",63.834999,63.895,63.299999,63.645,2681200,58.341496
