"dates","IFF.Open","IFF.High","IFF.Low","IFF.Close","IFF.Volume","IFF.Adjusted"
"2010-02-26",42.119999,42.23,41.75,42.110001,395500,33.393959
"2010-03-01",42.200001,42.419998,41.860001,42.349998,395800,33.584274
"2010-03-02",42.5,42.849998,42.419998,42.84,482200,33.972836
"2010-03-03",42.889999,43.32,42.84,42.919998,293300,34.036289
"2010-03-04",43.27,43.75,43.040001,43.529999,421400,34.520027
"2010-03-05",43.849998,44.57,43.830002,44.490002,469800,35.281334
"2010-03-08",44.450001,44.560001,44.130001,44.27,232100,35.106857
"2010-03-09",44.209999,44.360001,43.880001,44.029999,270600,34.916538
"2010-03-10",43.790001,44.110001,43.529999,43.939999,383800,34.845173
"2010-03-11",43.790001,44.130001,43.490002,44.130001,214600,34.995853
"2010-03-12",44.380001,44.73,44.259998,44.73,254400,35.471642
"2010-03-15",44.720001,45,44.59,44.990002,396400,35.677837
"2010-03-16",45,45.41,44.75,45.369999,357700,35.979179
"2010-03-17",45.43,45.490002,45.189999,45.400002,270100,36.002983
"2010-03-18",45.459999,45.700001,45.330002,45.419998,340800,36.018829
"2010-03-19",44.98,45.740002,44.84,44.98,465400,35.669903
"2010-03-22",44.490002,45.48,44.220001,45.48,426600,36.267994
"2010-03-23",45.450001,46.09,45.310001,46.060001,413100,36.730507
"2010-03-24",46.040001,46.23,45.700001,45.799999,378400,36.523174
"2010-03-25",45.98,46.57,45.73,45.779999,619100,36.507214
"2010-03-26",45.75,46.139999,45.259998,45.650002,595200,36.403564
"2010-03-29",46.810001,48.150002,46.810001,47.959999,1132300,38.245663
"2010-03-30",48.080002,48.830002,47.630001,47.689999,1098400,38.030338
"2010-03-31",47.619999,47.900002,47.580002,47.669998,695700,38.0144
"2010-04-01",47.990002,48.369999,47.860001,48.23,308000,38.460964
"2010-04-05",48.18,48.869999,48.18,48.82,345300,38.931469
"2010-04-06",48.529999,49.02,48.380001,48.869999,413100,38.971336
"2010-04-07",48.889999,49.189999,48.610001,48.869999,417000,38.971336
"2010-04-08",48.799999,48.950001,48.470001,48.919998,412300,39.011219
"2010-04-09",48.98,49.91,48.98,49.860001,508500,39.760822
"2010-04-12",49.939999,51.02,49.810001,49.990002,792800,39.864498
"2010-04-13",49.880001,50.57,49.580002,50.400002,673300,40.191444
"2010-04-14",50.59,50.939999,50.27,50.900002,598700,40.590172
"2010-04-15",50.740002,51.630001,50.669998,51.529999,479200,41.09256
"2010-04-16",51.34,51.41,50.470001,50.5,853800,40.271175
