"dates","IFF.Open","IFF.High","IFF.Low","IFF.Close","IFF.Volume","IFF.Adjusted"
"2010-04-19",50.189999,50.68,50.09,50.669998,602400,40.406746
"2010-04-20",50.799999,51.119999,50.52,50.610001,567300,40.358902
"2010-04-21",50.709999,50.84,50.130001,50.240002,1593700,40.06385
"2010-04-22",49.91,50.689999,49.599998,50.68,1024900,40.41473
"2010-04-23",50.950001,51.759998,50.630001,51.720001,715300,41.244083
"2010-04-26",51.709999,51.77,51.389999,51.400002,430900,40.988903
"2010-04-27",50.93,51.400002,50.209999,50.32,487700,40.127651
"2010-04-28",50.509998,50.73,49.950001,50.34,434800,40.1436
"2010-04-29",50.73,51.310001,50.560001,51.310001,303000,40.917122
"2010-04-30",51.389999,51.41,50.060001,50.09,573500,39.944229
"2010-05-03",50.150002,51.02,50.139999,51.02,402200,40.685867
"2010-05-04",50.52,50.52,49.27,49.529999,481200,39.497673
"2010-05-05",49.040001,49.529999,48.23,48.5,1036700,38.676285
"2010-05-06",48.240002,49.5,43.98,46.66,1499600,37.208977
"2010-05-07",46.529999,46.799999,45.009998,45.099998,975800,35.964954
"2010-05-10",46.73,47.310001,46.389999,47.040001,898900,37.512016
"2010-05-11",46.459999,47.240002,46.360001,46.580002,948000,37.145195
"2010-05-12",46.669998,47.59,46.5,47.52,1389200,37.894783
"2010-05-13",47.459999,47.880001,47.029999,47.049999,659900,37.519989
"2010-05-14",46.700001,46.880001,45.810001,46.07,644700,36.73848
"2010-05-17",46.23,46.73,45.290001,46.18,961400,36.826195
"2010-05-18",46.540001,47.18,45.380001,45.400002,531800,36.204208
"2010-05-19",45.189999,45.439999,44.389999,44.950001,724200,35.845348
"2010-05-20",43.900002,44.310001,43.259998,43.259998,847800,34.497646
"2010-05-21",42.68,44.200001,42,44.200001,833600,35.247261
"2010-05-24",43.970001,44.310001,43.52,43.529999,484200,34.712963
"2010-05-25",42.419998,44.060001,42.07,43.630001,871800,34.792717
"2010-05-26",43.779999,44.09,43,43.27,1068400,34.505638
"2010-05-27",44.09,45.18,43.75,45.18,515500,36.028751
"2010-05-28",45.049999,45.049999,44.240002,44.5,670000,35.486496
"2010-06-01",44.099998,44.860001,43.73,43.73,773600,34.872452
"2010-06-02",44,44.919998,43.549999,44.919998,581800,35.821415
"2010-06-03",44.799999,45.110001,44.360001,44.779999,497100,35.709774
"2010-06-04",43.75,44.419998,42.939999,43.099998,631100,34.370056
"2010-06-07",43.18,43.799999,42.970001,42.990002,1021800,34.282349
"2010-06-08",43.02,43.959999,42.77,43.93,898900,35.031944
"2010-06-09",44.540001,45.299999,43.84,44.080002,1045300,35.151566
"2010-06-10",44.790001,45.080002,44.48,45.080002,863700,35.94902
"2010-06-11",44.759998,45.740002,44.73,45.73,1006900,36.467354
"2010-06-14",46.169998,46.169998,45.290001,45.360001,958100,36.172298
"2010-06-15",45.68,46.580002,45.560001,46.57,782600,37.137207
"2010-06-16",46.330002,46.709999,46.150002,46.5,492900,37.081402
"2010-06-17",46.470001,46.619999,45.860001,46.509998,622400,37.089363
"2010-06-18",46.66,46.849998,46.310001,46.470001,513500,37.057472
"2010-06-21",47.029999,47.080002,45.77,46.049999,522500,36.921165
"2010-06-22",46.169998,46.610001,45.509998,45.529999,472500,36.50425
"2010-06-23",45.580002,45.759998,45.060001,45.389999,542900,36.392002
"2010-06-24",45.189999,45.57,44.43,44.529999,388200,35.702488
"2010-06-25",44.580002,44.619999,43.919998,44.330002,703500,35.54213
"2010-06-28",44.5,44.529999,43.880001,44,723900,35.277554
"2010-06-29",43.330002,43.509998,42.830002,43.099998,770000,34.555958
"2010-06-30",42.990002,43.549999,42.34,42.419998,578700,34.010761
"2010-07-01",42.48,42.77,41.59,42.299999,748200,33.914547
"2010-07-02",42.310001,42.5,41.779999,41.990002,459900,33.666004
"2010-07-06",42.630001,42.860001,41.779999,42.040001,696800,33.7061
"2010-07-07",42.040001,43.77,42.009998,43.759998,616400,35.085125
"2010-07-08",44.080002,44.41,43.77,44.400002,511400,35.598255
"2010-07-09",44.48,44.779999,44.259998,44.630001,304900,35.782661
"2010-07-12",44.41,44.580002,43.939999,44.139999,394900,35.389793
"2010-07-13",44.490002,45.360001,44.439999,45.240002,389300,36.271744
"2010-07-14",45,45.009998,44.490002,45.009998,566600,36.087326
"2010-07-15",44.93,45.09,44.23,45,382400,36.079311
"2010-07-16",44.93,44.93,43.650002,43.77,375400,35.09314
"2010-07-19",44.099998,44.099998,43.5,44.049999,312100,35.317627
"2010-07-20",43.459999,45.009998,43.41,45,406700,36.079311
"2010-07-21",45.169998,45.799999,44.779999,45.07,720600,36.135426
"2010-07-22",45.560001,46.529999,45.400002,46.220001,451100,37.057465
"2010-07-23",46.16,46.73,46.16,46.459999,1004300,37.249878
"2010-07-26",46.5,46.82,46.369999,46.82,510600,37.538525
"2010-07-27",47,47.220001,45.610001,45.779999,1058200,36.704685
"2010-07-28",45.669998,46.349998,45.650002,46.029999,781000,36.905128
"2010-07-29",46.450001,46.68,45.470001,45.549999,734800,36.520283
"2010-07-30",44.900002,45.57,44.900002,45.380001,629500,36.383991
"2010-08-02",46.040001,46.139999,45.689999,45.919998,865100,36.81694
"2010-08-03",45.669998,46,45.349998,45.66,1270200,36.60849
"2010-08-04",45.66,46.130001,45.43,45.889999,826600,36.792889
"2010-08-05",43.5,47.18,43.5,46.84,1272600,37.554558
"2010-08-06",46.34,46.91,45.549999,46.869999,1015100,37.578602
"2010-08-09",47.23,47.73,46.93,47.619999,700300,38.179932
"2010-08-10",47.09,47.669998,46.689999,47.34,645500,37.955448
"2010-08-11",46.509998,46.610001,45.799999,46,539000,36.881084
"2010-08-12",45.310001,45.990002,45.310001,45.82,674000,36.736759
"2010-08-13",45.669998,46.439999,45.650002,46.349998,729000,37.161678
"2010-08-16",45.880001,46.209999,45.68,45.889999,487800,36.792889
"2010-08-17",46.389999,47.27,46.369999,47.029999,532500,37.706894
"2010-08-18",46.970001,47.130001,46.400002,46.900002,396500,37.602661
"2010-08-19",46.639999,46.639999,45.459999,45.66,561600,36.60849
"2010-08-20",45.299999,45.849998,45.299999,45.830002,395700,36.744781
"2010-08-23",45.950001,46.200001,45.439999,45.470001,366100,36.456146
"2010-08-24",44.91,45.09,44.580002,44.669998,405700,35.814732
"2010-08-25",44.400002,45.110001,43.779999,44.919998,677800,36.015171
"2010-08-26",45.25,45.73,44.950001,45.150002,488400,36.199562
"2010-08-27",45.41,46.169998,44.720001,46.150002,474100,37.00135
"2010-08-30",46.169998,46.380001,45.630001,45.630001,484100,36.584427
"2010-08-31",45.650002,46.02,45.32,45.689999,568500,36.632519
"2010-09-01",46.279999,47.450001,46.110001,47.389999,680300,37.995525
"2010-09-02",47.330002,47.740002,47.220001,47.669998,422300,38.220013
"2010-09-03",48.209999,48.27,47.639999,47.720001,664500,38.260117
"2010-09-07",47.669998,47.720001,46.73,46.93,900300,37.626709
"2010-09-08",46.889999,47.27,46.889999,47.060001,1018500,37.730953
"2010-09-09",47.540001,47.540001,46.540001,46.900002,585900,37.602661
"2010-09-10",47.060001,47.060001,46.540001,46.66,633100,37.410244
"2010-09-13",47.099998,47.389999,46.759998,46.810001,451900,37.53051
"2010-09-14",46.73,47.68,46.610001,47.48,562900,38.067692
"2010-09-15",47.220001,47.91,46.98,47.849998,470400,38.364353
"2010-09-16",47.75,47.990002,47.599998,47.849998,352800,38.364353
"2010-09-17",47.959999,48.639999,47.77,48.389999,608000,38.797302
"2010-09-20",48.360001,48.93,48.060001,48.919998,389500,39.442303
"2010-09-21",48.91,48.919998,48.330002,48.630001,396200,39.208477
"2010-09-22",48.689999,49,48.330002,48.57,296800,39.160103
"2010-09-23",48.23,48.490002,47.790001,47.919998,234200,38.636032
"2010-09-24",48.470001,49.009998,48.330002,49.009998,306000,39.514866
"2010-09-27",49,49.200001,48.740002,48.82,397000,39.361668
"2010-09-28",48.860001,49.509998,47.970001,49.459999,488000,39.877678
"2010-09-29",49.209999,49.400002,48.68,48.709999,729500,39.272976
"2010-09-30",49.049999,49.5,48.150002,48.52,501400,39.119789
"2010-10-01",49.259998,49.259998,48.580002,48.790001,487000,39.337482
"2010-10-04",48.73,49.139999,48.310001,48.5,649500,39.103664
"2010-10-05",48.990002,49.799999,48.990002,49.549999,584800,39.950253
"2010-10-06",49.439999,49.869999,48.700001,49.599998,633700,39.990559
"2010-10-07",49.869999,49.869999,49.209999,49.490002,412000,39.901871
"2010-10-08",49.639999,49.91,49.330002,49.700001,443900,40.071178
"2010-10-11",49.82,49.849998,49.380001,49.560001,363500,39.958305
"2010-10-12",49.360001,49.689999,48.860001,49.619999,339300,40.006683
"2010-10-13",50.169998,50.189999,49.66,50.07,303100,40.369511
"2010-10-14",50.099998,50.130001,49.450001,49.700001,240100,40.071178
"2010-10-15",50.099998,50.18,49.240002,49.799999,508600,40.151806
"2010-10-18",49.75,50,49.470001,49.84,256500,40.184059
"2010-10-19",49.169998,49.580002,48.700001,48.950001,386500,39.466484
"2010-10-20",49.029999,50.209999,48.849998,49.939999,390900,40.264694
"2010-10-21",50.240002,50.32,49.310001,49.860001,435300,40.200184
"2010-10-22",49.91,49.919998,49.419998,49.799999,201000,40.151806
"2010-10-25",50.189999,50.59,49.900002,50.040001,464200,40.345314
"2010-10-26",49.630001,50.470001,49.470001,50.259998,408500,40.52269
"2010-10-27",49.84,49.939999,49.009998,49.84,408100,40.184059
"2010-10-28",50.049999,50.360001,49.639999,49.950001,370400,40.272747
"2010-10-29",49.799999,50.299999,49.619999,50.16,296600,40.442062
"2010-11-01",50.369999,50.849998,50.040001,50.299999,311700,40.554932
"2010-11-02",50.939999,51.060001,50.419998,50.66,535400,40.845188
"2010-11-03",50.689999,50.77,49.779999,50.720001,789700,40.893566
"2010-11-04",51.529999,53.369999,51.529999,53.34,1006400,43.005959
"2010-11-05",53.5,53.650002,52.93,53.23,698200,42.917274
"2010-11-08",53.189999,53.919998,53.09,53.619999,551300,43.231724
"2010-11-09",53.709999,53.830002,52.59,52.880001,527500,42.635094
"2010-11-10",52.869999,53.330002,52.220001,53.330002,408300,42.997917
"2010-11-11",52.900002,53.439999,52.709999,53.349998,374500,43.014034
"2010-11-12",52.93,52.93,51.869999,52.459999,465000,42.296467
"2010-11-15",52.52,52.560001,51.82,51.82,467700,41.780449
"2010-11-16",51.439999,51.75,50.470001,50.740002,534400,40.909702
"2010-11-17",50.810001,51.09,50.400002,50.650002,331100,40.837128
"2010-11-18",51.200001,51.810001,51.18,51.299999,289700,41.361206
"2010-11-19",51.34,51.740002,51.110001,51.580002,461100,41.586967
"2010-11-22",51.259998,52.049999,50.98,51.990002,3e+05,41.91753
"2010-11-23",51.41,51.68,51.169998,51.529999,537900,41.546646
"2010-11-24",52.099998,52.5,51.98,52.48,349100,42.312588
"2010-11-26",52.200001,53.119999,52.07,52.959999,468400,42.699593
"2010-11-29",52.470001,52.919998,51.939999,52.790001,494100,42.562527
"2010-11-30",52.419998,52.919998,52.099998,52.52,534400,42.344845
"2010-12-01",53.27,53.66,52.98,53.549999,417300,43.175293
"2010-12-02",53.610001,54.290001,53.549999,54.27,456000,43.755798
"2010-12-03",54.330002,55.09,54.110001,55.029999,598300,44.368542
"2010-12-06",54.970001,54.970001,54.400002,54.709999,407100,44.110542
"2010-12-07",55.27,55.5,54.900002,55.169998,559300,44.481441
"2010-12-08",55.169998,55.330002,54.68,55.02,385100,44.360497
"2010-12-09",55.310001,55.400002,54.77,55.119999,302900,44.441116
"2010-12-10",55.380001,55.889999,55.189999,55.77,422800,44.965183
"2010-12-13",55.91,56.099998,55.380001,55.450001,356400,44.707188
"2010-12-14",55.619999,55.869999,55.450001,55.669998,276900,44.884563
"2010-12-15",55.57,55.830002,55.200001,55.25,381300,44.545933
"2010-12-16",55.43,55.509998,54.939999,55.25,652700,44.545933
"2010-12-17",55.240002,55.27,54.919998,55.099998,714300,44.424992
"2010-12-20",55.43,55.68,54.939999,55.490002,380400,44.739426
"2010-12-21",55.779999,56,55.41,55.610001,348100,44.836189
"2010-12-22",55.73,55.799999,55.459999,55.759998,315200,44.957134
"2010-12-23",55.619999,55.849998,55.32,55.400002,317200,44.666874
"2010-12-27",55.110001,55.439999,54.860001,55.32,117200,44.820808
"2010-12-28",55.490002,55.490002,55.130001,55.380001,180900,44.869431
"2010-12-29",55.549999,55.639999,55.310001,55.48,274900,44.950447
"2010-12-30",55.470001,55.650002,55.25,55.27,252900,44.780296
"2010-12-31",55.220001,55.720001,55.080002,55.59,247100,45.039558
"2011-01-03",56.060001,56.23,55.490002,55.650002,499800,45.088188
"2011-01-04",56.040001,56.450001,54.970001,55.709999,721400,45.136799
"2011-01-05",55.259998,55.959999,55.189999,55.860001,546700,45.25832
"2011-01-06",55.98,56.290001,55.759998,55.810001,525400,45.217819
"2011-01-07",55.950001,56.16,55.66,55.919998,558000,45.306942
"2011-01-10",55.73,56.009998,55.540001,55.84,404200,45.242115
"2011-01-11",55.91,55.98,55.549999,55.93,473500,45.315044
"2011-01-12",55.459999,56.099998,55.34,55.950001,1279700,45.331234
"2011-01-13",56.040001,56.669998,55.84,55.98,389800,45.355545
"2011-01-14",55.939999,56.07,55.560001,55.950001,336700,45.331234
"2011-01-18",55.880001,56.279999,55.880001,56.209999,364800,45.541897
"2011-01-19",56.209999,56.209999,55.48,55.650002,421800,45.088188
"2011-01-20",55.59,55.84,55.439999,55.650002,602700,45.088188
"2011-01-21",56.139999,56.290001,55.540001,55.630001,607000,45.071983
"2011-01-24",55.52,56.509998,55.52,56.330002,401500,45.639133
"2011-01-25",56.279999,56.860001,56.009998,56.84,462900,46.052322
"2011-01-26",56.790001,57.720001,56.790001,57.41,442100,46.514145
"2011-01-27",57.470001,57.68,57,57.130001,398100,46.287289
"2011-01-28",57.299999,57.41,56.07,56.119999,290000,45.468975
"2011-01-31",56.389999,57.209999,56.240002,57.049999,518400,46.222473
"2011-02-01",57.5,58.639999,57.349998,58.599998,618000,47.478302
"2011-02-02",58.509998,59,58.470001,59,1060300,47.80238
"2011-02-03",58.810001,59.080002,58.470001,58.880001,1043600,47.705151
"2011-02-04",58.900002,59.02,58.43,58.91,427200,47.729473
"2011-02-07",59.110001,59.5,58.919998,59.360001,390100,48.094051
"2011-02-08",59.450001,59.450001,58.560001,58.810001,1112400,47.648441
"2011-02-09",58.75,58.75,58.080002,58.450001,994900,47.356773
"2011-02-10",56.990002,58.25,54.529999,54.799999,3239300,44.399502
"2011-02-11",55.049999,56.790001,55.009998,56.450001,1978000,45.736347
"2011-02-14",56.509998,56.650002,55.59,55.610001,1142700,45.055771
"2011-02-15",55.599998,56.029999,55.490002,55.869999,486400,45.26643
"2011-02-16",56.060001,56.869999,56.040001,56.810001,682700,46.028027
"2011-02-17",56.75,57.119999,56.75,57.099998,397400,46.262981
"2011-02-18",57.07,57.57,56.880001,57.349998,538800,46.46553
"2011-02-22",56.830002,57.259998,55.860001,56.240002,727900,45.566216
"2011-02-23",56.27,56.459999,55.299999,55.919998,1010000,45.306942
"2011-02-24",55.900002,56.25,55.009998,55.93,945400,45.315044
"2011-02-25",56.009998,56.98,55.799999,56.93,618800,46.125244
"2011-02-28",57.130001,57.450001,56.52,56.950001,586000,46.141445
"2011-03-01",57.07,57.16,56.119999,56.290001,709100,45.606701
"2011-03-02",56.220001,57.099998,56.09,56.57,641500,45.833588
"2011-03-03",56.959999,57.709999,56.959999,57.669998,423700,46.724796
"2011-03-04",57.689999,57.700001,56.439999,57.099998,354700,46.262981
"2011-03-07",57.369999,57.709999,57.060001,57.349998,1019300,46.46553
"2011-03-08",57.349998,58.060001,56.720001,57.919998,671400,46.927353
"2011-03-09",57.860001,58.240002,57.380001,58.040001,810400,47.024578
"2011-03-10",57.18,58.060001,56.849998,57.470001,921200,46.562759
"2011-03-11",57.360001,58.220001,57.200001,58.049999,689400,47.032684
"2011-03-14",57.720001,58.470001,57.540001,57.990002,859400,46.984077
"2011-03-15",56.119999,58.299999,55.799999,57.889999,1041300,46.903042
"2011-03-16",57.860001,58.27,56.389999,56.779999,1374900,46.003723
"2011-03-17",57.59,58.299999,57.540001,58.119999,1247500,47.089386
"2011-03-18",59.52,59.82,59.18,59.759998,1326000,48.41814
"2011-03-21",60.150002,60.41,59.66,60.060001,826600,48.882061
"2011-03-22",60.119999,60.32,59.709999,60.080002,608400,48.898346
"2011-03-23",60.02,60.5,59.900002,60.400002,494600,49.158779
"2011-03-24",60.790001,60.900002,60.07,60.799999,529600,49.484329
"2011-03-25",60.869999,61.66,60.869999,61.080002,325900,49.712227
"2011-03-28",61.060001,61.470001,60.639999,60.669998,429200,49.378536
"2011-03-29",60.709999,61.459999,60.560001,61.439999,387900,50.005222
"2011-03-30",61.669998,62.34,61.400002,62.16,485900,50.591221
"2011-03-31",61.98,62.650002,61.939999,62.299999,624100,50.705154
"2011-04-01",62.950001,63.450001,62.560001,62.75,789100,51.071419
"2011-04-04",63.02,63.93,62.919998,63.82,637600,51.942265
"2011-04-05",63.700001,64.610001,63.330002,64.220001,791000,52.267838
"2011-04-06",64.239998,64.580002,63.73,64.110001,745300,52.178303
"2011-04-07",64.099998,64.529999,63.599998,63.919998,468700,52.023682
"2011-04-08",64.059998,64.190002,62.939999,63.380001,582700,51.584167
"2011-04-11",63.529999,64.129997,62.959999,63.07,644600,51.331856
"2011-04-12",62.75,63.560001,62.150002,62.299999,553600,50.705154
"2011-04-13",62.759998,62.900002,61.599998,62.049999,513900,50.501701
"2011-04-14",61.599998,62.09,61.299999,61.869999,601700,50.355202
"2011-04-15",62.060001,62.43,61.75,62.139999,528200,50.57494
"2011-04-18",61.509998,61.790001,60.880001,61.68,699600,50.200562
"2011-04-19",61.759998,62.419998,61.68,62.32,688800,50.721439
"2011-04-20",63.040001,63.290001,62.580002,62.959999,832200,51.242329
"2011-04-21",63.200001,63.52,63.02,63.5,470200,51.681831
"2011-04-25",63.41,63.700001,63.220001,63.5,427500,51.681831
"2011-04-26",63.5,64.160004,63.5,63.639999,600400,51.795776
"2011-04-27",63.790001,63.82,62.880001,63.48,585000,51.665546
"2011-04-28",63.43,63.73,63.18,63.43,455800,51.624859
"2011-04-29",63.599998,63.75,63.380001,63.52,505000,51.698112
"2011-05-02",63.880001,63.970001,63.099998,63.310001,369700,51.527184
"2011-05-03",63.150002,63.490002,62.490002,63.07,535400,51.331856
"2011-05-04",62.970001,63.130001,62.459999,62.459999,684000,50.8354
"2011-05-05",62.220001,63.049999,62.110001,62.380001,770300,50.770271
"2011-05-06",63.209999,63.52,62.380001,62.740002,488100,51.06329
"2011-05-09",62.419998,63.939999,62.419998,63.73,637900,51.869022
"2011-05-10",64.209999,66.290001,64.150002,65.239998,2104900,53.098
"2011-05-11",65.230003,65.360001,64.379997,64.870003,1035900,52.796852
"2011-05-12",64.75,64.75,63.650002,63.830002,1183400,51.950409
"2011-05-13",63.669998,63.869999,62.77,62.91,1000100,51.201633
"2011-05-16",62.630001,63.540001,62.360001,62.549999,843000,50.908627
"2011-05-17",62.5,62.610001,61.959999,62.310001,900600,50.713322
"2011-05-18",62.389999,63.75,62.169998,63.709999,572000,51.852753
"2011-05-19",63.939999,64.290001,63.490002,63.93,714300,52.031796
"2011-05-20",63.93,64.110001,63.07,63.330002,558300,51.543472
"2011-05-23",62.529999,62.889999,62.369999,62.740002,731500,51.06329
"2011-05-24",62.93,63.220001,62.400002,62.779999,618000,51.095837
"2011-05-25",62.32,63.32,62.32,63.130001,548200,51.380699
"2011-05-26",62.869999,63.34,62.669998,63.220001,564900,51.453949
"2011-05-27",63.57,64.199997,63.490002,63.990002,334100,52.080643
"2011-05-31",64.68,64.760002,63.709999,64.059998,885300,52.137604
"2011-06-01",63.950001,63.990002,62.68,62.73,865000,51.055145
"2011-06-02",62.709999,63.200001,62.099998,62.130001,937700,50.566803
"2011-06-03",61.43,61.709999,61.189999,61.23,833800,49.834309
"2011-06-06",61.02,61.509998,60.540001,60.57,671300,49.29715
"2011-06-07",60.990002,61.959999,60.830002,61.459999,704600,50.021496
"2011-06-08",61.310001,61.689999,60.91,61.220001,762500,49.826176
"2011-06-09",61.330002,62.220001,61.299999,62,689400,50.460995
"2011-06-10",61.66,62,61.400002,61.48,778600,50.037773
"2011-06-13",61.549999,62.040001,61.41,61.66,475600,50.18428
"2011-06-14",62.169998,62.43,61.880001,61.990002,796800,50.452862
"2011-06-15",61.580002,61.93,61.150002,61.310001,1015200,49.899418
"2011-06-16",61.310001,61.43,60.380001,61.080002,482200,49.712227
"2011-06-17",61.529999,62,61.200001,61.779999,776300,50.281944
"2011-06-20",61.459999,61.900002,61.400002,61.82,829000,50.535355
"2011-06-21",62.299999,63.110001,62.07,63.040001,694600,51.532665
"2011-06-22",62.75,63.43,62.650002,62.700001,534100,51.254723
"2011-06-23",62.060001,62.549999,61.25,62.419998,923400,51.025837
"2011-06-24",62.43,62.759998,62.049999,62.279999,636700,50.911385
"2011-06-27",62.330002,62.540001,61.799999,62.240002,482400,50.878696
"2011-06-28",62.389999,62.810001,62.279999,62.810001,346400,51.344643
"2011-06-29",63.09,63.540001,62.830002,63.48,699500,51.892338
"2011-06-30",63.700001,64.300003,63.400002,64.239998,583700,52.513603
"2011-07-01",64.349998,64.830002,64.040001,64.730003,403500,52.914165
"2011-07-05",64.540001,64.739998,64.129997,64.300003,664500,52.562645
"2011-07-06",64.25,64.559998,64.139999,64.330002,955000,52.587185
"2011-07-07",64.779999,65.239998,64.720001,64.959999,668000,53.102184
"2011-07-08",64.279999,65.07,64.279999,64.949997,633800,53.093994
"2011-07-11",64.269997,64.339996,63.790001,64.129997,541800,52.423679
"2011-07-12",63.889999,64.139999,63.5,63.610001,800500,51.998619
"2011-07-13",63.77,64.400002,63.540001,64.010002,743300,52.325592
"2011-07-14",64.050003,64.339996,63.259998,63.450001,629400,51.867821
"2011-07-15",63.709999,63.73,63.029999,63.68,847900,52.055832
"2011-07-18",63.43,63.450001,62.57,62.740002,657400,51.28743
"2011-07-19",63.040001,63.419998,62.970001,63.349998,727400,51.786072
"2011-07-20",63.41,63.48,62.470001,62.540001,603200,51.123913
"2011-07-21",62.900002,63.34,62.759998,63.279999,809200,51.72884
"2011-07-22",63.43,63.490002,63.049999,63.16,543500,51.630753
"2011-07-25",62.580002,63.360001,62.43,62.82,656000,51.352821
"2011-07-26",62.709999,62.77,62.150002,62.23,524600,50.870518
"2011-07-27",61.889999,62.189999,61.139999,61.169998,634700,50.004005
"2011-07-28",61.240002,62.310001,61.240002,61.369999,869400,50.1675
"2011-07-29",60.93,61.439999,60.610001,61.169998,920300,50.004005
"2011-08-01",61.689999,62.16,60.799999,62.029999,1420800,50.707027
"2011-08-02",61.470001,62,60.419998,60.48,1130500,49.439957
"2011-08-03",60.580002,60.709999,59.439999,60.549999,1054500,49.497173
"2011-08-04",58.77,58.799999,55.77,56.619999,2926400,46.284557
"2011-08-05",57.369999,58.080002,55.549999,57.66,2427700,47.134735
"2011-08-08",56.23,56.43,52.75,52.82,2625300,43.178211
"2011-08-09",53.84,56.740002,53.400002,55.950001,3721000,45.736874
"2011-08-10",55,55.130001,53.16,53.27,2449500,43.546085
"2011-08-11",53.59,55.450001,53.099998,54.779999,2118400,44.780434
"2011-08-12",55.07,56.5,54.880001,56.389999,1169000,46.096546
"2011-08-15",56.77,56.84,55.77,56.830002,844700,46.456234
"2011-08-16",55.970001,56.259998,55.110001,55.560001,930600,45.418064
"2011-08-17",56.040001,56.419998,55.130001,55.290001,746500,45.19735
"2011-08-18",53.860001,54.16,52.75,53.150002,896500,43.447979
"2011-08-19",52.400002,54,52.209999,52.799999,888300,43.161869
"2011-08-22",53.810001,54.049999,53.200001,53.360001,1037200,43.619648
"2011-08-23",53.549999,55.630001,53.360001,55.630001,1011300,45.475292
"2011-08-24",55.380001,55.900002,54.700001,54.869999,1395700,44.854015
"2011-08-25",55.16,55.439999,54.040001,54.509998,955300,44.559727
"2011-08-26",54.25,56.200001,53.5,56.040001,931600,45.810436
"2011-08-29",56.529999,57.52,56.490002,57.41,433800,46.930355
"2011-08-30",57.02,58.189999,57.02,57.599998,834700,47.085682
"2011-08-31",57.970001,58.509998,57.509998,58.02,705900,47.429008
"2011-09-01",57.93,58.27,57.299999,57.41,658000,46.930355
"2011-09-02",56.139999,56.630001,55.900002,56.09,1019000,45.851326
"2011-09-06",54.220001,56.330002,53.799999,56.040001,952000,45.810436
"2011-09-07",56.950001,57.299999,56.549999,57.27,799700,46.815918
"2011-09-08",57.099998,57.790001,56.959999,57.299999,950500,46.840439
"2011-09-09",56.540001,57.060001,55.799999,56.060001,1740200,45.826786
"2011-09-12",55.18,56.009998,54.73,55.889999,617300,45.68782
"2011-09-13",55.91,56.700001,55.66,56.540001,462000,46.219158
"2011-09-14",56.709999,58.18,56.009998,57.549999,675500,47.044792
"2011-09-15",57.950001,58.970001,57.66,58.810001,684700,48.074799
"2011-09-16",59.119999,60.450001,58.889999,60.189999,1294800,49.202896
"2011-09-19",59.040001,59.970001,58.16,59.709999,880000,49.063198
"2011-09-20",59.93,60.57,59.310001,59.540001,614300,48.923515
"2011-09-21",59.77,59.830002,58.040001,58.119999,930100,47.756725
"2011-09-22",56.299999,56.689999,55.529999,56.209999,1547600,46.187283
"2011-09-23",56,56.540001,55.580002,56.290001,1236300,46.253017
"2011-09-26",56.900002,57.23,55.939999,57.209999,1029200,47.008984
"2011-09-27",58.689999,60.25,58.279999,59.049999,953700,48.520893
"2011-09-28",59.139999,59.23,56.84,56.84,829700,46.704948
"2011-09-29",57.68,58.139999,56.529999,57.599998,975100,47.329441
"2011-09-30",56.73,57.41,56.209999,56.220001,785700,46.195515
"2011-10-03",55.709999,57,55.57,55.77,1214500,45.825729
"2011-10-04",54.950001,57.66,54.790001,57.630001,1300000,47.354095
"2011-10-05",57.68,58.619999,57.25,58.279999,755100,47.888195
"2011-10-06",58.209999,59.02,57.630001,58.900002,444900,48.397644
"2011-10-07",59.389999,59.389999,58.009998,58.48,681000,48.052532
"2011-10-10",59.439999,60.25,59.369999,60.25,587800,49.506931
"2011-10-11",59.549999,60.279999,59.509998,59.990002,414900,49.293278
"2011-10-12",60.349998,61.02,59.799999,60.540001,580300,49.745216
"2011-10-13",60.07,60.18,59.110001,59.509998,823400,48.898872
"2011-10-14",60.41,61.509998,60.049999,61.25,582600,50.328613
"2011-10-17",61.029999,61.25,59.68,59.900002,420800,49.219334
"2011-10-18",60.009998,61.23,58.900002,60.560001,742900,49.76165
"2011-10-19",60.450001,60.919998,59.450001,59.740002,545200,49.08786
"2011-10-20",59.790001,60.02,58.82,59.66,686200,49.022121
"2011-10-21",59.959999,61.240002,59.790001,61.240002,842300,50.320412
"2011-10-24",60.830002,60.869999,59.790001,60.860001,1094900,50.008167
"2011-10-25",60.439999,61.040001,59.330002,59.380001,1101600,48.792057
"2011-10-26",60.080002,61.029999,59.259998,60.549999,1051900,49.753422
"2011-10-27",62.41,63.779999,61.990002,63.009998,876600,51.774803
"2011-10-28",63.07,63.490002,62.5,62.93,595500,51.709053
"2011-10-31",62.119999,62.389999,60.560001,60.560001,1083100,49.76165
"2011-11-01",58.619999,60.029999,58.380001,59.040001,976300,48.512688
"2011-11-02",60.009998,60.610001,59.18,60.09,421800,49.375454
"2011-11-03",60.82,61.84,60.310001,61.610001,844000,50.624416
"2011-11-04",61.279999,61.57,60.380001,61.07,756700,50.180706
"2011-11-07",60.849998,61.48,60.43,61.310001,1475000,50.377934
"2011-11-08",57.5,59.040001,54.509998,55.029999,5063000,45.217682
"2011-11-09",53.34,54.490002,53.259998,53.82,2319000,44.223454
"2011-11-10",54.259998,54.59,53.290001,53.639999,1785100,44.075539
"2011-11-11",54.189999,54.889999,54.09,54.450001,1154000,44.741112
