"dates","FMC.Open","FMC.High","FMC.Low","FMC.Close","FMC.Volume","FMC.Adjusted"
"2010-02-26",24.388552,24.926279,24.388552,24.791847,1866246,21.746809
"2010-03-01",24.739809,25.034693,24.501301,25.034693,2025821,21.959827
"2010-03-02",25.190807,25.503036,25.151777,25.329575,1922051,22.218498
"2010-03-03",25.472679,25.845619,25.398958,25.437988,2650286,22.313593
"2010-03-04",25.533392,25.585428,25.281874,25.494364,1847567,22.363047
"2010-03-05",25.706852,25.984388,25.628794,25.936687,1262074,22.751036
"2010-03-08",25.954033,26.114485,25.702515,25.823938,995500,22.652132
"2010-03-09",25.685169,26.036427,25.628794,25.784908,1053381,22.617897
"2010-03-10",25.802256,25.93235,25.533392,25.789246,1016254,22.621702
"2010-03-11",25.685169,25.871639,25.437988,25.871639,974746,22.693972
"2010-03-12",26.049437,26.374676,25.971378,26.149176,1260921,22.937426
"2010-03-15",26.149176,26.27927,25.854294,26.014744,662744,22.819504
"2010-03-16",25.954033,26.136168,25.915005,26.13183,1100193,22.922216
"2010-03-17",26.248917,26.3183,26.071119,26.248917,684190,23.024923
"2010-03-18",26.27927,26.379011,26.010408,26.201214,668971,22.983078
"2010-03-19",26.014744,26.392021,25.806593,26.014744,1733651,22.819504
"2010-03-22",25.797918,26.309628,25.693842,26.283607,1297817,23.055347
"2010-03-23",26.348656,26.634867,26.214224,26.634867,809175,23.363457
"2010-03-24",26.535126,26.990459,26.379011,26.734606,1469844,23.450956
"2010-03-25",26.873375,26.968777,26.183868,26.209887,1091199,22.990688
"2010-03-26",26.261925,26.49176,25.975716,26.149176,1178366,22.937426
"2010-03-29",26.188206,26.339983,26.097137,26.214224,913868,23.04225
"2010-03-30",26.283607,26.760624,26.283607,26.626192,1776773,23.404367
"2010-03-31",26.50477,26.647875,26.153513,26.253252,1385675,23.076557
"2010-04-01",26.431049,26.656548,26.192541,26.522116,1135244,23.312891
"2010-04-05",26.587164,27.003469,26.413704,26.994797,1493596,23.728373
"2010-04-06",26.999132,27.46314,26.912401,27.428448,1560009,24.109552
"2010-04-07",27.385082,27.758022,27.320036,27.541197,1899222,24.20866
"2010-04-08",27.476149,27.606245,27.289679,27.502169,2247428,24.174351
"2010-04-09",27.61058,27.879444,27.61058,27.866434,958835,24.494545
"2010-04-12",27.896791,27.93582,27.688639,27.771032,1175599,24.410683
"2010-04-13",27.697311,27.892454,27.6366,27.849089,1588834,24.479298
"2010-04-14",27.879444,27.953165,27.740677,27.840416,843074,24.471672
"2010-04-15",27.73634,28.009541,27.697311,27.758022,2552281,24.399248
"2010-04-16",27.632263,27.818733,27.37641,27.74935,3416570,24.391624
"2010-04-19",27.528187,27.810061,27.43712,27.801388,2767661,24.437363
"2010-04-20",28.061579,28.165655,27.905464,28.031223,767667,24.639395
"2010-04-21",27.966175,27.996531,27.679964,27.831743,1435946,24.464048
"2010-04-22",27.554207,28.052904,27.515179,27.987858,1335866,24.60128
"2010-04-23",28.052904,28.265394,27.870771,28.252384,1317187,24.833796
"2010-04-26",28.282742,28.378143,27.883781,27.93582,1140548,24.555525
"2010-04-27",27.905464,28.022551,27.42411,27.632263,5285583,24.288706
"2010-04-28",27.753687,27.970512,27.601908,27.788378,3196808,24.425934
"2010-04-29",28.035559,28.473547,28.035559,28.217693,2472724,24.803295
"2010-04-30",28.347788,28.490892,27.584562,27.597572,2166487,24.258213
"2010-05-03",27.818733,27.974848,27.554207,27.883781,2037351,24.509785
"2010-05-04",27.146574,28.083261,26.205551,27.76236,9993512,24.403061
"2010-05-05",27.493496,27.888119,27.220295,27.753687,5185041,24.395433
"2010-05-06",27.532524,27.979185,25.954033,27.753687,8166930,24.395433
"2010-05-07",27.710321,27.914137,26.348656,27.233303,6970577,23.938021
"2010-05-10",28.490892,28.534258,27.692974,27.996531,3457155,24.608891
"2010-05-11",27.649611,28.104944,27.649611,27.784042,1698138,24.422121
"2010-05-12",27.879444,28.287077,27.779705,28.248049,1751407,24.829975
"2010-05-13",28.204683,28.447529,27.901127,27.987858,983740,24.60128
"2010-05-14",27.836081,27.914137,26.85169,27.03816,3557466,23.766491
"2010-05-17",27.059843,27.445793,26.786644,27.267998,4115979,23.968513
"2010-05-18",27.432783,27.827408,26.452732,26.496098,2713701,23.290018
"2010-05-19",26.339983,26.400694,25.845619,26.335646,2095462,23.148979
"2010-05-20",25.494364,26.084127,25.346922,25.533392,3387053,22.443798
"2010-05-21",25.225498,25.897657,24.752819,25.854294,2999645,22.725868
"2010-05-24",25.676497,25.802256,25.260191,25.281874,2342665,22.222715
"2010-05-25",24.718126,25.5464,24.583694,25.533392,2209379,22.443798
"2010-05-26",25.819601,26.266262,25.533392,25.615786,1795913,22.516228
"2010-05-27",26.192541,26.66522,25.93235,26.66522,1419112,23.438673
"2010-05-28",26.535126,26.587164,26.157848,26.257589,1511352,23.080372
"2010-06-01",26.084127,26.240244,25.442324,25.450996,1412886,22.37138
"2010-06-02",25.555075,26.630529,25.555075,26.630529,1594599,23.40819
"2010-06-03",26.51778,26.751951,26.114485,26.400694,1355006,23.206165
"2010-06-04",25.928015,26.175196,25.19948,25.251518,1344398,22.196037
"2010-06-07",25.299219,25.680834,25.069384,25.108414,1300584,22.070244
"2010-06-08",25.125759,25.737207,24.995663,25.71986,2327676,22.607708
"2010-06-09",25.875977,26.257589,25.550737,25.676497,1317418,22.569592
"2010-06-10",26.114485,26.591499,26.110147,26.591499,1286517,23.373871
"2010-06-11",26.196878,26.873375,26.196878,26.847355,804333,23.598778
"2010-06-14",26.934086,27.372072,26.721596,26.782307,1542253,23.54159
"2010-06-15",27.06418,27.45013,26.994797,27.445793,1627344,24.124794
"2010-06-16",27.155247,27.506504,27.137901,27.385082,1407582,24.071432
"2010-06-17",27.497831,27.57589,27.103209,27.528187,1340708,24.197218
"2010-06-18",27.302689,27.493496,27.05117,27.07719,2413229,23.800795
"2010-06-21",27.207285,27.480486,26.934086,27.116219,2230363,23.835104
"2010-06-22",27.124891,27.523851,26.734606,26.743279,1426261,23.507292
"2010-06-23",26.790979,26.89072,26.522116,26.70425,1968863,23.472982
"2010-06-24",26.630529,26.85169,26.10581,26.175196,2033431,23.007948
"2010-06-25",26.257589,26.474415,26.045099,26.153513,2379792,22.988886
"2010-06-28",26.114485,26.326973,25.928015,26.13183,1200273,23.017534
"2010-06-29",25.763226,25.832611,25.121422,25.255854,1852640,22.245953
"2010-06-30",25.299219,25.468344,24.826538,24.904596,1831425,21.936558
"2010-07-01",25.091066,25.091066,24.319166,24.861233,2209609,21.898365
"2010-07-02",24.921944,25.060711,24.392887,24.522984,1467308,21.600428
"2010-07-06",24.956635,25.043365,24.128361,24.392887,2047267,21.485836
"2010-07-07",24.358196,24.934952,24.323503,24.930616,2378178,21.959471
"2010-07-08",25.160452,25.494364,25.104076,25.446661,2117369,22.414021
"2010-07-09",25.498699,25.94536,25.381613,25.776236,1210419,22.704319
"2010-07-12",25.737207,25.780573,25.242846,25.325239,1314881,22.307077
"2010-07-13",25.659149,26.045099,25.598438,25.94536,1846414,22.853285
"2010-07-14",25.897657,26.036427,25.602776,25.854294,1281214,22.773075
"2010-07-15",25.849957,25.849957,25.403296,25.702515,1531415,22.63938
"2010-07-16",25.5464,25.594103,25.117086,25.164787,2136740,22.165745
"2010-07-19",25.225498,25.255854,24.895924,25.169125,842382,22.169558
"2010-07-20",24.869905,25.650476,24.869905,25.646141,1074135,22.589731
"2010-07-21",25.819601,25.954033,25.303556,25.429316,1710130,22.398745
"2010-07-22",25.754553,26.049437,25.598438,25.784908,2552281,22.711956
"2010-07-23",25.74588,26.222897,25.724197,26.196878,2119675,23.074831
"2010-07-26",26.192541,26.795317,26.192541,26.786644,1553783,23.594309
"2010-07-27",27.055508,27.185602,26.630529,26.777971,1422802,23.586674
"2010-07-28",26.686905,27.168257,26.686905,26.860365,1808596,23.659248
"2010-07-29",27.029488,27.5889,25.867304,27.320036,3946027,24.064131
"2010-07-30",26.999132,27.37641,26.994797,27.098873,2261494,23.869322
"2010-08-02",27.476149,27.662619,27.220295,27.558542,2329982,24.274216
"2010-08-03",27.385082,27.662619,27.267998,27.532524,1418651,24.251303
"2010-08-04",27.54987,27.992193,27.545532,27.944492,1558164,24.614172
"2010-08-05",27.801388,28.052904,27.753687,27.940157,781273,24.61035
"2010-08-06",27.697311,28.104944,27.567217,27.844753,761441,24.526308
"2010-08-09",27.92281,28.065914,27.72333,27.914137,1048077,24.587429
"2010-08-10",27.56288,27.645273,27.020815,27.220295,1994690,23.976282
"2010-08-11",26.730268,26.764961,26.257589,26.457069,1406429,23.304014
"2010-08-12",26.14484,26.552471,26.066782,26.392021,819783,23.246717
"2010-08-13",26.296618,26.569818,26.188206,26.33131,736767,23.193241
"2010-08-16",26.149176,26.630529,26.019081,26.483088,728004,23.326927
"2010-08-17",26.812662,27.42411,26.812662,27.120556,1386367,23.888426
"2010-08-18",27.085863,27.441458,26.860365,27.350389,1240397,24.090868
"2010-08-19",27.272333,27.285343,26.500435,26.708586,852298,23.525557
"2010-08-20",26.474415,26.85169,26.335646,26.816999,983048,23.621046
"2010-08-23",26.899393,27.22463,26.89072,26.942759,1601517,23.731821
"2010-08-24",26.613182,26.790979,26.322638,26.387684,1122561,23.242893
"2010-08-25",26.196878,26.248917,25.693842,26.192541,1623885,23.071011
"2010-08-26",26.379011,26.795317,26.266262,26.51778,1123022,23.357489
"2010-08-27",26.660885,27.350389,26.400694,27.346054,879970,24.087053
"2010-08-30",27.27667,27.428448,27.042498,27.068518,1001496,23.842588
"2010-08-31",26.89072,27.129229,26.69124,27.007807,1574537,23.789116
"2010-09-01",27.4111,27.679964,27.20295,27.679964,2068251,24.381168
"2010-09-02",27.74935,28.052904,27.718994,27.966175,954915,24.63327
"2010-09-03",28.183001,28.356461,28.044231,28.300087,1073674,24.927389
"2010-09-07",27.92281,28.29575,27.92281,28.074589,677042,24.728764
"2010-09-08",28.226366,28.607979,28.161318,28.421509,647525,25.034338
"2010-09-09",28.764093,28.768431,28.022551,28.091934,879047,24.744043
"2010-09-10",28.113617,28.204683,27.818733,27.844753,1316265,24.526308
"2010-09-13",28.100607,28.590633,28.100607,28.573286,826009,25.168034
"2010-09-14",28.512575,28.88118,28.486557,28.620989,739995,25.210047
"2010-09-15",28.516912,28.820469,28.399826,28.785776,827623,25.355192
"2010-09-16",28.751083,28.980919,28.746748,28.9072,663206,25.462147
"2010-09-17",29.145706,29.310493,28.872507,29.210754,1282136,25.729527
"2010-09-20",29.25412,29.722464,29.163054,29.705116,1072982,26.16497
"2010-09-21",29.774502,30.086729,29.588032,29.674761,2229441,26.138231
"2010-09-22",29.683435,29.848223,29.358196,29.379879,1177444,25.87849
"2010-09-23",29.045967,29.423244,28.876842,28.920208,1273373,25.473597
"2010-09-24",29.137033,29.674761,29.071985,29.531656,1845953,26.012184
"2010-09-27",29.488291,29.566349,29.284475,29.349524,1005647,25.851763
"2010-09-28",29.362534,29.670425,28.85516,29.601042,1333329,26.121538
"2010-09-29",29.535994,29.700781,29.340851,29.466608,1012795,26.002909
"2010-09-30",29.696444,30.008673,29.306158,29.666088,1358926,26.17894
"2010-10-01",29.505636,29.605377,28.985256,29.414572,2837533,25.956993
"2010-10-04",29.288813,29.479618,29.249783,29.431917,1527494,25.972292
"2010-10-05",29.796185,30.203815,29.631395,30.182135,1120947,26.634335
"2010-10-06",30.195143,30.329575,30,30.108414,754293,26.569273
"2010-10-07",30.18647,30.19948,29.488291,29.670425,1271528,26.182768
"2010-10-08",29.748482,30.247181,29.748482,30.065048,1370456,26.53101
"2010-10-11",30.138767,30.212488,29.904596,30.160452,1036086,26.6152
"2010-10-12",29.926279,30.255854,29.579357,30.190807,1104805,26.641983
"2010-10-13",30.355595,30.897657,30.299219,30.789246,1462004,27.170071
"2010-10-14",30.897657,30.993061,30.359932,30.516045,838231,26.928997
"2010-10-15",30.654814,30.893322,29.943624,30.585428,1182747,26.990217
"2010-10-18",30.555075,30.75889,30.433651,30.615786,701485,27.01701
"2010-10-19",30.164787,30.5464,29.930616,30.039028,1316265,26.508051
"2010-10-20",30.229836,30.711187,30.190807,30.368605,1320877,26.798876
"2010-10-21",30.437988,30.819601,30.247181,30.494364,945460,26.909859
"2010-10-22",30.576756,30.628794,30.273199,30.433651,474114,26.856283
"2010-10-25",30.646141,31.084127,30.641804,30.867304,721547,27.238958
"2010-10-26",30.680834,30.754553,30.216825,30.724197,1257692,27.112673
"2010-10-27",29.913271,30.57242,29.852558,30.065048,1541100,26.53101
"2010-10-28",30.576756,32.241978,30.576756,32.012142,2875813,28.249228
"2010-10-29",31.743279,31.973114,31.426714,31.699913,1744950,27.973696
"2010-11-01",32.012142,32.02515,31.604509,31.85169,1365152,28.107626
"2010-11-02",32.185604,32.536861,31.951431,32.497833,1071829,28.67782
"2010-11-03",32.597572,32.597572,32.064178,32.411102,960449,28.601286
"2010-11-04",32.836079,33.08326,32.701649,33.061577,1177213,29.175306
"2010-11-05",33.044231,33.373806,33.044231,33.339115,1390979,29.420219
"2010-11-08",33.139637,33.577625,33.100609,33.404163,1113798,29.477623
"2010-11-09",33.447529,33.521248,32.892452,33.026886,908103,29.144678
"2010-11-10",33.065914,33.26973,32.758022,33.256721,655826,29.347507
"2010-11-11",32.979183,33.577625,32.979183,33.4562,896803,29.523544
"2010-11-12",33.113617,33.369473,32.467476,32.614918,939464,28.781145
"2010-11-15",32.727669,33.078926,32.649609,32.844753,840998,28.983961
"2010-11-16",32.6366,32.6366,31.938421,32.328709,1100193,28.528584
"2010-11-17",32.341717,32.588898,32.094536,32.432785,612474,28.620424
"2010-11-18",32.853428,33.547268,32.818733,33.32177,1013487,29.404907
"2010-11-19",33.239376,33.503902,33.018211,33.490894,931163,29.554153
"2010-11-22",33.34779,33.790112,32.979183,33.499565,1014409,29.561808
"2010-11-23",33.235039,33.235039,32.745014,32.935822,1222641,29.064325
"2010-11-24",33.330441,34.215092,33.330441,34.197746,1399281,30.177921
"2010-11-26",33.833477,34.549004,33.772766,34.297485,650061,30.26594
"2010-11-29",33.941891,34.284473,33.599304,34.176064,1313728,30.158792
"2010-11-30",33.803123,33.989594,33.664352,33.74675,1744258,29.779932
"2010-12-01",34.371204,35.034691,33.963573,34.913269,2143196,30.809334
"2010-12-02",34.991325,35.464008,34.592369,34.761494,3019015,30.675398
"2010-12-03",34.65308,35.177795,34.635735,34.78751,1635876,30.698362
"2010-12-06",34.575024,35.060711,34.575024,34.865566,1276832,30.76725
"2010-12-07",35.312229,35.572418,35.151779,35.16045,1302198,31.027464
"2010-12-08",35.169125,35.433651,34.843887,35.060711,634611,30.939449
"2010-12-09",35.351257,35.351257,34.904598,35.229836,641299,31.088696
"2010-12-10",35.359932,35.520382,35.095402,35.299217,462814,31.14991
"2010-12-13",35.364265,35.546402,34.605377,34.65308,1889767,30.579731
"2010-12-14",34.692108,34.765827,34.457935,34.605377,1054303,30.537636
"2010-12-15",34.544666,34.800522,34.297485,34.371204,701485,30.33099
"2010-12-16",34.427582,34.800522,34.362534,34.700783,1246393,30.621843
"2010-12-17",34.696445,34.739807,34.275803,34.583694,1505587,30.518503
"2010-12-20",34.670425,34.705116,34.375542,34.423244,993655,30.376911
"2010-12-21",34.592369,34.895924,34.592369,34.800522,1267147,30.70985
"2010-12-22",34.752819,34.822205,34.323505,34.522984,680039,30.464916
"2010-12-23",34.475281,34.774502,34.184734,34.562012,526921,30.499378
"2010-12-27",34.735474,34.735474,34.288811,34.549004,431683,30.487885
"2010-12-28",34.614052,34.800522,34.384216,34.483955,720856,30.430489
"2010-12-29",34.640068,34.700783,34.215092,34.596703,726851,30.578037
"2010-12-30",34.592369,34.986992,34.544666,34.774502,528766,30.735195
"2010-12-31",34.666088,34.874241,34.592369,34.644405,585493,30.620209
"2011-01-03",34.986992,35.260193,34.926277,34.943626,1057762,30.88468
"2011-01-04",35.008675,35.008675,33.989594,34.06765,1264149,30.110445
"2011-01-05",33.889854,33.889854,33.620991,33.725063,1851718,29.80765
"2011-01-06",33.742413,33.972244,33.313095,33.408501,1178597,29.527861
"2011-01-07",33.794449,33.794449,33.213356,33.308762,699179,29.439709
"2011-01-10",33.100609,33.29575,32.979183,33.230701,1710591,29.370708
"2011-01-11",33.365135,33.451866,33.130962,33.282742,933469,29.416706
"2011-01-12",33.525585,33.798786,33.352123,33.798786,599329,29.872814
"2011-01-13",33.764095,33.954899,33.521248,33.64267,589414,29.73484
"2011-01-14",33.564613,33.85516,33.395489,33.716393,843304,29.79998
"2011-01-18",33.733738,34.293148,33.625324,34.210754,763517,30.236931
"2011-01-19",34.232437,34.232437,33.261059,33.308762,757521,29.439709
"2011-01-20",33.122292,33.122292,32.480488,32.853428,1201426,29.037266
"2011-01-21",32.9575,33.174328,32.745014,33.000866,1016946,29.167568
"2011-01-24",33.061577,33.360798,33.009541,33.330441,1095811,29.458862
"2011-01-25",33.226364,33.339115,32.92281,33.330441,1088663,29.458862
"2011-01-26",33.300087,33.729401,33.087597,33.126625,1847106,29.27873
"2011-01-27",33.10928,33.369473,32.346054,33.183002,1803292,29.328556
"2011-01-28",33.334778,33.469212,32.523849,32.528187,1661934,28.7498
"2011-01-31",32.393757,33.352123,32.393757,32.983521,1477915,29.152248
"2011-02-01",33.612316,34.562012,33.612316,34.301823,2670579,30.317427
"2011-02-02",34.184734,34.496964,34.084995,34.371204,1106188,30.378744
"2011-02-03",34.375542,34.575024,33.989594,34.46661,970134,30.463074
"2011-02-04",34.423244,34.822205,34.301823,34.783173,979128,30.742859
"2011-02-07",35.069386,35.550735,34.869904,35.16045,1584683,31.076303
"2011-02-08",34.614052,35.95837,34.301823,35.776237,2671270,31.620565
"2011-02-09",35.789246,35.858631,35.182133,35.268864,1564621,31.172136
"2011-02-10",35.02602,35.572418,35.02602,35.320904,1366536,31.218113
"2011-02-11",35.117085,35.490025,35.082394,35.381615,1105496,31.27178
"2011-02-14",35.329575,35.572418,35.307892,35.381615,643374,31.27178
"2011-02-15",35.238506,35.255856,34.670425,34.731136,1191049,30.696861
"2011-02-16",34.965309,35.316566,34.761494,35.294884,893344,31.195127
"2011-02-17",35.281872,35.507374,34.995663,35.459671,851836,31.340778
"2011-02-18",35.464008,35.628796,34.960972,35.190807,1559778,31.103146
"2011-02-22",34.874241,35.225498,33.555943,33.620991,2303233,29.715675
"2011-02-23",33.594971,33.607979,32.385082,32.883781,1699522,29.064091
"2011-02-24",32.701649,33.026886,32.220295,32.60191,1827505,28.814964
"2011-02-25",32.849091,33.226364,32.779705,32.97485,1330793,29.144579
"2011-02-28",33.165653,33.603642,33.005203,33.581959,1463618,29.681173
"2011-03-01",33.790112,33.889854,32.914139,32.97485,1595291,29.144579
"2011-03-02",32.944492,33.555943,32.931484,33.399826,1112645,29.520197
"2011-03-03",33.794449,34.397224,33.777103,34.284473,980972,30.302078
"2011-03-04",34.327839,34.388554,33.48222,33.816132,991811,29.888145
"2011-03-07",34.063313,34.154381,32.992195,33.200348,1330793,29.343893
"2011-03-08",33.326107,33.824806,32.979183,33.629662,801335,29.723337
"2011-03-09",33.421509,33.525585,32.818733,33.022549,1374837,29.186735
"2011-03-10",32.623592,32.862099,32.150909,32.57589,1238322,28.791973
"2011-03-11",32.441456,33.078926,32.441456,32.901127,1219874,29.079422
"2011-03-14",32.523849,33.10928,32.372074,32.740677,1035625,28.937614
"2011-03-15",31.760624,32.870773,31.470078,32.588898,1723735,28.803463
"2011-03-16",32.54987,32.909801,32.172592,32.588898,2186088,28.803463
"2011-03-17",33.217693,33.408501,32.840416,32.9575,1049461,29.129246
"2011-03-18",33.512577,33.512577,33.122292,33.356461,1845031,29.481873
"2011-03-21",33.824806,34.562012,33.673027,34.540329,2324217,30.528227
"2011-03-22",34.588032,34.683434,34.115353,34.592369,1804445,30.574211
"2011-03-23",34.687771,35.468342,34.479618,35.390285,1920898,31.279455
"2011-03-24",35.650478,36.166523,35.264526,35.845619,2150114,31.681896
"2011-03-25",35.988724,36.383347,35.93235,36.196877,1427414,31.992344
"2011-03-28",36.322636,36.409367,35.789246,35.875977,1145390,31.708715
"2011-03-29",35.871639,36.418041,35.637466,36.374676,968289,32.207897
"2011-03-30",36.556808,36.860363,36.244579,36.725933,1214801,32.518913
"2011-03-31",36.621857,37.129227,36.621857,36.830009,830621,32.611073
"2011-04-01",37.111881,37.367737,36.986122,37.346054,1233018,33.068005
"2011-04-04",37.463139,37.784042,37.372074,37.679966,1147235,33.363659
"2011-04-05",37.588898,38.152645,37.506504,37.679966,1282828,33.363659
"2011-04-06",37.862099,38.096272,37.23764,37.441456,1011873,33.152466
"2011-04-07",37.376408,37.792713,37.081528,37.250648,915251,32.983521
"2011-04-08",37.532524,37.597572,36.756287,36.955769,947997,32.72242
"2011-04-11",37.085861,37.098873,36.51778,36.574154,841921,32.384518
"2011-04-12",36.405029,36.643539,36.209888,36.30529,893575,32.146458
"2011-04-13",36.552471,36.647877,36.006069,36.361664,849069,32.196362
"2011-04-14",36.088467,36.751949,35.901997,36.686905,1254233,32.484352
"2011-04-15",36.830009,37.159584,36.643539,37.012142,1388673,32.772339
"2011-04-18",36.509106,36.83868,36.235905,36.695576,1165914,32.492035
"2011-04-19",36.699913,36.981789,36.587166,36.860363,1108033,32.637951
"2011-04-20",37.476151,38.052906,37.476151,37.684303,1343476,33.367493
"2011-04-21",37.823071,38.113617,37.597572,38.10928,805255,33.743793
"2011-04-25",38.031223,38.152645,37.58456,37.849091,489333,33.513401
"2011-04-26",38.130962,38.451866,37.94883,38.174328,1057301,33.801388
"2011-04-27",38.339115,38.339115,37.532524,37.909801,832466,33.567154
"2011-04-28",37.892452,38.174328,37.818733,38.074589,1089816,33.713081
"2011-04-29",38.26973,38.620991,38.16132,38.282742,1106880,33.897388
"2011-05-02",38.64267,38.716393,37.684303,37.827408,1800755,33.494213
"2011-05-03",37.827408,37.849091,35.95837,36.548134,3440783,32.361488
"2011-05-04",36.565479,36.600174,35.888985,36.14484,1812055,32.004375
"2011-05-05",35.849957,36.387684,35.628796,36.127495,1847567,31.989029
"2011-05-06",36.803989,37.458801,36.561146,36.734604,1954104,32.526592
"2011-05-09",36.734604,37.233303,36.691238,37.10321,879047,32.852962
"2011-05-10",37.276669,37.515179,37.220295,37.402428,917327,33.11792
"2011-05-11",37.276669,37.3634,36.392021,36.712921,916866,32.507389
"2011-05-12",36.556808,36.556808,36.027756,36.470078,1233710,32.29237
"2011-05-13",36.483089,36.539463,36.036427,36.300953,1211111,32.142605
"2011-05-16",36.079792,36.799652,35.997398,36.240242,870284,32.088863
"2011-05-17",36.040764,36.153515,35.477016,35.793583,853681,31.69335
"2011-05-18",36.036427,36.374676,35.576756,36.318298,1377604,32.157967
"2011-05-19",36.582829,36.808327,36.218559,36.474415,805486,32.296207
"2011-05-20",36.444057,36.617519,35.706852,36.396358,1357081,32.227097
"2011-05-23",35.836948,35.962708,35.58543,35.706852,1118410,31.616568
"2011-05-24",35.871639,36.166523,35.516045,35.654816,1634954,31.570511
"2011-05-25",35.537727,36.14484,35.39896,35.971378,1687300,31.850794
"2011-05-26",35.854294,36.136166,35.611446,36.032089,1251005,31.904551
"2011-05-27",36.157848,36.539463,35.980053,36.179531,1092583,32.035107
"2011-05-31",36.782307,36.782307,36.14484,36.578491,1532337,32.388359
"2011-06-01",36.149178,36.470078,35.312229,35.34692,1162224,31.297865
"2011-06-02",35.320904,35.90633,35.078056,35.316566,999420,31.270996
"2011-06-03",34.696445,34.986992,34.509975,34.553337,1572923,30.595184
"2011-06-06",34.41457,34.930614,34.154381,34.306156,1173293,30.376324
"2011-06-07",34.405899,34.588032,34.210754,34.249783,1031935,30.326406
"2011-06-08",34.111015,34.249783,33.768429,33.902863,987429,30.01923
"2011-06-09",34.423244,34.757156,33.894188,34.509975,1115412,30.556795
"2011-06-10",34.267128,34.418907,33.894188,33.959236,1017638,30.069141
"2011-06-13",34.006939,34.245445,33.300087,33.555943,1157843,29.712044
"2011-06-14",33.915871,34.735474,33.876842,34.687771,1819203,30.714222
"2011-06-15",34.202084,34.531658,34.171726,34.267128,2778730,30.341766
"2011-06-16",34.258457,34.97398,33.846485,34.345184,3225633,30.410879
"2011-06-17",34.835213,34.986992,34.340851,34.362534,1796835,30.426241
"2011-06-20",34.314831,34.934952,34.314831,34.891586,1198198,30.89469
"2011-06-21",35.082394,35.654816,34.986992,35.576756,1288362,31.501377
"2011-06-22",35.364265,35.888985,35.364265,35.576756,1174215,31.501377
"2011-06-23",34.960972,35.407631,34.522984,35.37294,986737,31.320904
"2011-06-24",35.459671,36.300953,35.437988,36.036427,2813089,31.908384
"2011-06-27",35.936687,36.227234,35.563747,36.032089,931163,31.904551
"2011-06-28",36.11882,36.617519,36.027756,36.595837,795109,32.462326
"2011-06-29",36.756287,37.250648,36.587166,37.124893,2116908,32.931625
"2011-06-30",37.294018,37.337379,36.695576,37.302689,1465232,33.089344
"2011-07-01",37.307026,38.152645,37.23764,37.9575,1757633,33.670193
