"dates","FMC.Open","FMC.High","FMC.Low","FMC.Close","FMC.Volume","FMC.Adjusted"
"2011-07-05",37.927147,38.464874,37.775368,38.178665,1231635,33.866356
"2011-07-06",38.169991,38.69471,38.018211,38.32177,1167067,33.993309
"2011-07-07",38.625324,38.950565,38.499565,38.738075,1085665,34.362591
"2011-07-08",38.200348,38.594971,38.013878,38.469212,973363,34.124084
"2011-07-11",37.779705,38.204681,37.458801,37.692974,1036778,33.435524
"2011-07-12",37.60191,38.026886,37.58456,37.714657,970595,33.454773
"2011-07-13",37.92281,38.343452,37.857761,37.94883,845841,33.662483
"2011-07-14",38.013878,38.152645,37.337379,37.558544,1077594,33.316296
"2011-07-15",37.705982,37.935822,37.454468,37.909801,1002418,33.627861
"2011-07-18",37.71032,37.836079,37.094536,37.320034,992041,33.104725
"2011-07-19",37.467476,38.34779,37.454468,38.26973,1260921,33.94714
"2011-07-20",38.256721,38.725063,38.165653,38.660015,1388443,34.293354
"2011-07-21",39.028622,40.329575,38.872505,40.268864,3329633,35.720478
"2011-07-22",40.294884,40.299217,39.705116,39.757156,1495672,35.26656
"2011-07-25",39.371204,40.16045,39.327839,39.865566,821858,35.362732
"2011-07-26",40.008675,40.065048,39.540329,39.62706,878586,35.151161
"2011-07-27",39.566349,39.722462,38.434521,38.434521,1570617,34.093323
"2011-07-28",38.512577,38.85516,38.248051,38.326107,2128899,33.997162
"2011-07-29",37.77103,38.386818,37.480488,37.97485,2159338,33.685577
"2011-08-01",38.712055,39.111015,37.588898,38.313095,2588716,33.985603
"2011-08-02",36.769299,37.606243,35.698177,35.797916,3676917,31.754515
"2011-08-03",35.806591,36.231571,34.778839,35.993061,3108719,31.927626
"2011-08-04",35.464008,35.464008,33.69471,33.707718,3021782,29.900423
"2011-08-05",34.223763,34.527321,32.632263,33.673027,2351889,29.86964
"2011-08-08",32.692974,33.100609,30.442324,30.481354,2738836,27.038475
"2011-08-09",31.157848,32.285343,30.121422,32.250648,3411496,28.60792
"2011-08-10",31.812662,32.272331,30.750217,30.810928,2003683,27.330818
"2011-08-11",31.136168,32.870773,31.127493,32.307026,2714162,28.65793
"2011-08-12",32.640938,32.732002,32.098873,32.567215,3027317,28.888735
"2011-08-15",32.844753,33.065914,32.376408,32.766697,2594942,29.06568
"2011-08-16",32.250648,32.372074,31.548136,31.869038,2402391,28.269411
"2011-08-17",32.22897,32.41544,31.548136,31.613182,2134434,28.042459
"2011-08-18",30.624458,30.667824,29.258455,29.566349,2711856,26.226822
"2011-08-19",29.154381,29.995663,29.050304,29.09367,1923665,25.807529
"2011-08-22",29.744146,29.861233,28.872507,28.946226,1628728,25.676743
"2011-08-23",29.119688,30.459669,28.937553,30.459669,1685225,27.019243
"2011-08-24",30.320902,30.871639,30.156115,30.854294,1319493,27.369289
"2011-08-25",31.045099,31.192541,30.242846,30.520382,1375298,27.073092
"2011-08-26",30.117086,31.487425,29.657415,31.452732,1268761,27.900131
"2011-08-29",31.8647,32.233303,31.799652,32.22897,1791762,28.588697
"2011-08-30",32.0425,33.018211,31.908066,32.844753,1614661,29.134918
"2011-08-31",33.117954,33.330441,32.701649,32.927147,1748870,29.208014
"2011-09-01",32.862099,33.226364,32.333042,32.380745,1118410,28.723324
"2011-09-02",31.552471,31.925411,31.322638,31.461405,787038,27.907825
"2011-09-06",30.459669,31.179531,30.355595,31.097137,871899,27.584703
"2011-09-07",31.673895,32.168259,31.613182,32.120556,953992,28.492519
"2011-09-08",31.782307,32.350391,31.552471,31.669558,1173293,28.092466
"2011-09-09",31.248917,31.357328,30.563747,30.845619,1701597,27.361591
"2011-09-12",30.403296,30.958368,29.947962,30.537727,1223794,27.088476
"2011-09-13",30.706852,31.461405,30.516045,31.357328,1107341,27.815506
"2011-09-14",31.448395,32.866436,30.810928,32.428448,1625961,28.765642
"2011-09-15",32.76236,33.183002,32.502167,33.148308,1467538,29.404198
"2011-09-16",33.365135,33.612316,33.018211,33.473549,1809979,29.692705
"2011-09-19",32.740677,33.404163,32.181267,33.243713,1462465,29.488819
"2011-09-20",33.4562,33.885517,33.139637,33.14397,1715895,29.400345
"2011-09-21",33.061577,33.421509,31.587164,31.591499,1194739,28.023222
"2011-09-22",30.234173,30.680834,29.449263,29.80052,2740912,26.434538
"2011-09-23",29.640068,30.667824,29.418907,29.848223,1673695,26.476854
"2011-09-26",30.039028,30.563747,29.358196,30.5464,1546634,27.09617
"2011-09-27",31.487425,32.935822,31.348656,32.39809,2169715,28.738716
"2011-09-28",32.437122,32.437122,31.257589,31.313965,2206381,27.832922
"2011-09-29",32.150909,32.150909,30.281874,31.079792,1342553,27.624784
"2011-09-30",30.433651,30.910667,29.969645,29.991327,1416345,26.657318
"2011-10-03",29.670425,30.268864,28.542931,28.547268,2350736,25.373793
"2011-10-04",28.074589,29.271465,27.671291,29.150043,2775963,25.909554
"2011-10-05",29.28014,30.208153,28.959236,30.078056,2264492,26.734406
"2011-10-06",30.056376,31.170858,29.557676,30.967043,1449090,27.52457
"2011-10-07",31.088465,31.405029,30.420643,30.797918,1206269,27.374243
"2011-10-10",31.500435,32.189938,31.387684,32.181267,1330101,28.603809
"2011-10-11",31.812662,32.441456,31.812662,32.194275,828546,28.61537
"2011-10-12",32.554207,33.187336,32.359062,32.701649,1028245,29.066341
"2011-10-13",32.380745,32.666958,32.02515,32.476151,646141,28.865915
"2011-10-14",32.055508,33.382481,32.055508,33.378143,789574,29.667637
"2011-10-17",33.148308,33.148308,32.21162,32.315697,1421649,28.723293
"2011-10-18",32.21162,33.516911,31.799652,33.343452,1363999,29.636803
"2011-10-19",33.14397,33.204681,32.081528,32.215958,1402740,28.634636
"2011-10-20",32.463139,32.836079,31.799652,32.328709,2098691,28.734865
"2011-10-21",32.979183,32.979183,32.528187,32.914139,1819665,29.255207
"2011-10-24",33.091934,33.950565,33.013878,33.915871,1259307,30.145588
"2011-10-25",33.69471,34.119686,32.875107,32.92281,1265072,29.262907
"2011-10-26",33.278404,34.098003,32.740677,33.846485,1339094,30.083923
"2011-10-27",35.320904,36.565479,34.904598,36.058109,1914672,32.049683
"2011-10-28",35.594101,36.006069,35.459671,35.741543,1260690,31.768303
"2011-10-31",34.986992,35.411968,34.206417,34.210754,1288362,30.40769
"2011-11-01",32.775368,34.830875,32.528187,33.976582,2407233,30.199547
"2011-11-02",33.69471,35.294884,33.690372,35.151779,1823354,31.24411
"2011-11-03",35.620121,36.483089,34.878578,36.344318,1692373,32.304073
"2011-11-04",36.084129,36.344318,35.351257,36.209888,1217799,32.184593
"2011-11-07",36.036427,36.552471,35.823936,36.470078,1190127,32.415852
"2011-11-08",36.578491,36.795319,35.967041,36.613182,923784,32.543056
"2011-11-09",35.420643,35.607113,34.46661,34.705116,1485295,30.847094
"2011-11-10",35.403297,35.823936,34.835213,35.537727,1203271,31.587133
"2011-11-11",36.196877,36.522118,35.832611,36.183868,1320185,32.161449
"2011-11-14",36.097137,36.192539,35.511707,35.680832,1240859,31.714333
"2011-11-15",35.58543,35.888985,35.130096,35.702515,998498,31.733606
"2011-11-16",35.195145,35.967041,35.021683,35.173462,1168911,31.263388
"2011-11-17",35.143105,35.268864,33.972244,34.189072,1031704,30.388422
"2011-11-18",34.501301,35.078056,34.219429,34.78751,1325950,30.920328
"2011-11-21",33.85516,34.366871,33.777103,34.154381,901646,30.357586
"2011-11-22",33.941891,34.327839,33.399826,33.638336,1681766,29.898903
"2011-11-23",33.365135,33.959236,33.078926,33.191673,1530031,29.501896
"2011-11-25",33.087597,33.872505,33.005203,33.300087,466734,29.598255
"2011-11-28",34.457935,34.917606,34.084995,34.332176,1037239,30.515615
"2011-11-29",34.475281,34.809193,34.258457,34.609715,1595291,30.762297
"2011-11-30",36.196877,36.400696,35.893322,36.392021,1890228,32.34647
"2011-12-01",36.201214,36.812664,36.0928,36.17086,755907,32.149891
"2011-12-02",36.322636,36.760624,35.71986,35.802254,744838,31.822258
"2011-12-05",36.647877,36.977451,36.201214,36.600174,1163608,32.531475
"2011-12-06",36.699913,37.28968,36.33131,36.912403,1127173,32.809002
"2011-12-07",36.205551,37.463139,35.875977,37.181267,1530031,33.047977
"2011-12-08",36.712921,37.0425,35.962708,36.075455,1026170,32.065098
"2011-12-09",36.062447,36.895058,35.737206,36.760624,921016,32.674103
"2011-12-12",36.192539,36.27927,35.542065,36.097137,1031013,32.084373
"2011-12-13",36.582829,37.172592,35.468342,35.637466,1156459,31.675785
"2011-12-14",35.485691,35.74588,35.121422,35.359932,1492904,31.429115
"2011-12-15",35.875977,36.266262,35.676495,36.149178,1387059,32.13063
"2011-12-16",36.673893,37.107548,36.35733,36.639202,1509046,32.56617
"2011-12-19",36.786644,37.007805,36.006069,36.097137,747836,32.084373
"2011-12-20",36.834347,37.675629,36.764961,37.545532,1322260,33.371738
"2011-12-21",37.60191,37.732002,36.5438,37.267998,1172601,33.125061
"2011-12-22",37.432785,37.814396,37.233303,37.554207,635995,33.379471
"2011-12-23",37.727669,38.139637,37.476151,37.888119,751525,33.676243
"2011-12-27",37.888119,38.16132,37.758022,38.057243,409315,33.826584
"2011-12-28",37.970512,37.970512,37.003468,37.05117,658824,32.988735
"2011-12-29",37.172592,37.506504,36.929749,37.419773,482876,33.316906
"2011-12-30",37.39809,37.658283,37.267998,37.311363,488411,33.220394
"2012-01-03",38.274067,38.417171,37.784042,37.961838,1066064,33.799538
"2012-01-04",37.792713,38.261059,37.623592,37.888119,1022711,33.733902
"2012-01-05",37.597572,37.983521,37.233303,37.705982,1239244,33.571751
"2012-01-06",37.675629,38.308762,37.510841,38.148308,1122561,33.965576
"2012-01-09",38.200348,38.425846,37.992195,38.148308,1004494,33.965576
"2012-01-10",38.777103,38.872505,38.477882,38.616653,760058,34.382565
"2012-01-11",38.469212,38.898525,38.412834,38.781441,542371,34.529301
"2012-01-12",38.863834,39.288811,38.794449,39.241112,805486,34.93856
"2012-01-13",38.954899,39.219429,38.699047,39.084995,795801,34.799561
"2012-01-17",39.583694,40.095402,39.01561,39.128361,924245,34.838173
"2012-01-18",39.002602,39.514309,38.850822,39.488293,969673,35.158642
"2012-01-19",39.666088,39.930614,39.362534,39.809193,610859,35.44434
"2012-01-20",39.726799,39.908932,39.631397,39.692108,793264,35.340115
"2012-01-23",39.65308,40.02602,39.496964,39.614052,653520,35.270603
"2012-01-24",39.353859,39.900261,39.236774,39.809193,537529,35.44434
"2012-01-25",39.614052,40.37294,39.397224,40.216827,792803,35.807304
"2012-01-26",40.416306,40.594101,39.605377,39.679096,875358,35.328514
"2012-01-27",39.614052,40.429314,39.475281,40.312229,1210881,35.892235
"2012-01-30",39.809193,40.524719,39.670425,40.264526,692492,35.849758
"2012-01-31",40.654816,40.689507,39.939289,40.190807,1198198,35.784138
"2012-02-01",40.624458,40.871639,40.364265,40.416306,1092352,35.984913
"2012-02-02",40.568085,40.810928,40.385948,40.450996,830160,36.015785
"2012-02-03",40.901997,41.27927,40.867302,41.196877,845610,36.679886
"2012-02-06",40.997398,41.049435,40.433651,40.667824,1178827,36.208843
"2012-02-07",40.529057,40.845619,40.199478,40.351257,1448168,35.926975
"2012-02-08",40.338249,41.448395,40.095402,41.240242,2344049,36.718491
"2012-02-09",41.196877,41.244579,39.470943,40.242844,2815626,35.830452
"2012-02-10",40.017345,40.238506,39.2281,39.540329,2109068,35.20496
"2012-02-13",39.917606,40.715527,39.835213,40.650478,1448860,36.19339
"2012-02-14",40.355595,40.381615,39.78751,40.112747,1173985,35.71463
"2012-02-15",40.16045,40.962708,40.117085,40.780571,1957563,36.309216
"2012-02-16",40.728535,41.326973,40.676495,41.27927,1485295,36.75325
"2012-02-17",41.539463,41.951431,41.457069,41.899391,1329409,37.305367
"2012-02-21",41.8647,42.818733,41.8647,42.718994,1862787,38.035114
"2012-02-22",42.666958,43.278404,42.328709,42.766697,1711283,38.077591
"2012-02-23",42.714657,42.931484,42.28968,42.745014,915713,38.058273
"2012-02-24",42.862099,42.979183,42.437122,42.740677,832005,38.05442
"2012-02-27",42.402428,43.235039,42.107548,43.026886,915482,38.30925
"2012-02-28",43.074589,43.542931,43.022549,43.360798,1236938,38.606552
"2012-02-29",43.404163,43.521248,42.701649,42.918472,1513658,38.212723
"2012-03-01",43.087597,43.56028,43.048569,43.464874,1207883,38.699207
"2012-03-02",43.209019,43.594971,43.096272,43.365135,1066756,38.610413
"2012-03-05",43.503902,43.503902,42.961838,43.261059,1608666,38.517738
"2012-03-06",43.308762,43.317432,41.882046,41.955769,1563468,37.355564
"2012-03-07",41.960106,42.281006,41.803989,42.007805,1216876,37.401909
"2012-03-08",42.376408,43.035561,42.23764,42.987858,1147696,38.274502
"2012-03-09",43.000866,43.365135,42.758022,42.983521,1144237,38.270641
"2012-03-12",42.953167,42.992195,42.571552,42.632263,687419,37.957897
"2012-03-13",42.992195,43.408501,42.723331,43.369473,843535,38.614258
"2012-03-14",43.091934,43.529922,42.857761,43.08326,787730,38.35944
"2012-03-15",43.16132,43.365135,43.026886,43.365135,817708,38.610413
"2012-03-16",43.365135,43.738075,43.248051,43.32177,1541561,38.571804
"2012-03-19",43.599304,43.725063,43.187336,43.460537,657441,38.695358
"2012-03-20",43.139637,43.235039,42.909801,43.018211,641760,38.301514
"2012-03-21",43.113617,43.282742,42.94883,43.117954,530841,38.390339
"2012-03-22",42.675629,42.953167,42.038162,42.259323,1404354,37.625843
"2012-03-23",42.337379,43.222031,41.990459,43.130962,959988,38.401909
"2012-03-26",43.443192,43.876842,43.243713,43.85516,861522,39.046696
"2012-03-27",43.902863,46.084129,43.603642,45.832611,3078741,40.807327
"2012-03-28",45.589767,45.845619,44.878578,45.125759,1573153,40.246536
"2012-03-29",44.557674,45.810928,44.557674,45.711189,1208113,40.768658
"2012-03-30",46.001736,46.062447,45.472679,45.90633,1160149,40.942699
"2012-04-02",46.006069,47.003468,45.954033,46.717258,1419574,41.665943
"2012-04-03",46.587166,46.89072,46.188206,46.70425,929087,41.654354
"2012-04-04",46.183868,46.235905,45.563747,46.17086,846071,41.178638
"2012-04-05",46.006069,46.582829,45.854294,46.101475,541679,41.116749
"2012-04-09",45.420643,45.706852,45.164787,45.385948,931855,40.478592
"2012-04-10",45.411968,45.724197,44.124023,44.388554,1618120,39.589035
"2012-04-11",44.939289,45.147442,44.358196,44.427582,1164761,39.623848
"2012-04-12",44.62706,45.819599,44.62706,45.563747,1430642,40.637173
"2012-04-13",45.294884,45.663486,45.008675,45.437988,1153461,40.525002
"2012-04-16",45.810928,45.888985,45.281872,45.663486,724315,40.72612
"2012-04-17",45.941025,46.999134,45.941025,46.808327,1339555,41.747173
"2012-04-18",46.296619,46.708588,46.227234,46.49176,1127634,41.464836
"2012-04-19",46.526451,46.786644,45.888985,46.266262,898648,41.263721
"2012-04-20",46.435387,46.834347,46.205551,46.461407,867517,41.437756
"2012-04-23",45.780571,45.815266,45.190807,45.706852,1316495,40.764797
"2012-04-24",45.967041,45.967041,45.264526,45.411968,1279599,40.501793
"2012-04-25",45.962708,47.207287,45.962708,47.181267,1433179,42.079781
"2012-04-26",46.895058,47.875107,46.70425,47.784042,1310961,42.617386
"2012-04-27",47.9575,48.69471,47.862099,48.590633,1855869,43.336773
"2012-04-30",47.875107,48.954899,47.26366,47.89679,1307041,42.717945
"2012-05-01",46.834347,47.831741,46.075455,47.489159,1395822,42.354382
"2012-05-02",46.660885,47.21162,46.097137,47.129227,1821971,42.033371
"2012-05-03",47.302689,47.515179,46.665222,46.721596,973132,41.669815
"2012-05-04",46.595837,46.751949,45.780571,45.997398,1180672,41.02393
"2012-05-07",45.884647,46.157848,45.628796,45.945358,847686,40.97752
"2012-05-08",45.637466,45.888985,44.882915,45.815266,1298509,40.861485
"2012-05-09",45.229836,46.001736,45.013008,45.680832,941540,40.741592
"2012-05-10",46.14484,46.287945,45.637466,45.802254,713246,40.849876
"2012-05-11",45.429314,46.422375,45.411968,45.962708,1546865,40.992985
"2012-05-14",45.316566,45.789246,45.065048,45.095402,1573845,40.219456
"2012-05-15",45.099739,45.416306,44.692108,44.81353,1399742,39.968071
"2012-05-16",44.995663,45.199478,43.594971,43.638336,1830964,38.91993
"2012-05-17",43.755421,43.824806,42.10321,42.185604,1478607,37.624275
"2012-05-18",42.376408,42.814396,41.626194,41.734604,1376221,37.222034
"2012-05-21",41.869038,43.573288,41.860363,43.464874,1055917,38.765236
"2012-05-22",43.681702,44.418907,43.434521,43.751083,1501437,39.020508
"2012-05-23",43.209019,44.540329,42.905464,44.405899,1040006,39.604507
"2012-05-24",44.553337,45.104076,44.071987,45.082394,2449433,40.207855
"2012-05-25",45.047703,45.264526,44.197746,44.570686,995039,39.75148
"2012-05-29",45.134434,45.784908,44.952297,45.568085,851952,40.641048
"2012-05-30",44.908932,45.299217,44.718128,44.891586,726621,40.03767
"2012-05-31",44.83955,45.065048,43.677364,44.206417,1435139,39.426598
"2012-06-01",43.183002,43.521248,42.489159,42.515179,1038507,37.918224
"2012-06-04",42.645271,42.801388,41.951431,42.463139,1035163,37.871811
"2012-06-05",42.20295,42.862099,41.934086,42.714657,990312,38.096134
"2012-06-06",43.052906,43.72073,43.052906,43.72073,903376,38.993423
"2012-06-07",44.431915,44.882915,44.01561,44.128361,909486,39.356979
"2012-06-08",43.842152,45.073723,43.64267,45.039028,1167297,40.169186
"2012-06-11",45.620121,45.637466,43.963573,44.01561,1176406,39.256416
"2012-06-12",44.206417,44.770164,43.703381,44.726799,854488,39.890717
"2012-06-13",44.796185,44.978317,43.781441,43.790112,1370110,39.055305
"2012-06-14",43.972244,44.46661,43.009541,43.373806,2280634,38.684013
"2012-06-15",43.712055,43.868172,43.451866,43.633999,2117023,38.916065
"2012-06-18",43.243713,44.09367,43.243713,44.01561,980857,39.256416
"2012-06-19",44.371204,45.819599,44.319168,45.594101,1063412,40.664246
"2012-06-20",45.654816,46.27927,45.255856,45.394623,1098002,40.486324
"2012-06-21",45.524719,45.732872,43.512577,43.547268,1201772,38.838715
"2012-06-22",43.868172,43.963573,43.052906,43.69471,1650635,38.970219
"2012-06-25",43.026886,43.365135,42.645271,43.052906,864981,38.397816
"2012-06-26",43.217693,44.01561,43.035561,43.633999,972901,38.916065
"2012-06-27",44.01561,44.596703,43.833477,44.501301,1016024,39.760719
"2012-06-28",44.084995,44.978317,43.824806,44.900261,1345090,40.117184
"2012-06-29",45.90633,46.383347,45.464008,46.383347,1513428,41.442287
"2012-07-02",46.470078,46.574154,45.550735,46.478752,871092,41.527527
"2012-07-03",46.33131,46.903728,46.149178,46.869038,439293,41.876236
"2012-07-05",46.73027,46.981789,46.235905,46.574154,1030436,41.612762
"2012-07-06",45.941025,45.967041,45.316566,45.594101,1338287,40.737122
"2012-07-09",45.628796,46.313965,45.264526,46.105812,1371378,41.194324
"2012-07-10",46.392021,46.626194,45.177795,45.411968,1202233,40.574375
"2012-07-11",45.429314,45.524719,44.171726,44.293148,1331830,39.574753
"2012-07-12",44.050304,45.108414,43.755421,44.856895,875934,40.078442
"2012-07-13",45.108414,46.600174,45.099739,46.539463,1085665,41.581764
"2012-07-16",46.418041,46.764961,46.149178,46.556808,955952,41.597267
"2012-07-17",46.869038,47.528187,46.322636,47.432785,932546,42.379925
"2012-07-18",47.120556,47.935822,46.860363,47.614918,813672,42.542664
"2012-07-19",47.849091,48.239376,47.658283,47.78838,1065026,42.697647
"2012-07-20",47.476151,47.476151,46.73027,47.294018,1172601,42.255951
"2012-07-23",46.418041,46.816998,45.975716,46.669559,710940,41.698002
"2012-07-24",46.70425,46.999134,46.140503,46.461407,1201195,41.512024
"2012-07-25",46.712921,47.033825,46.209888,46.877708,686612,41.883984
"2012-07-26",47.71032,48.091934,47.38942,47.883781,1120255,42.782879
"2012-07-27",48.239376,48.378143,47.701649,47.927147,1731114,42.821617
"2012-07-30",47.805725,48.516911,47.484821,47.562878,1241550,42.496155
"2012-07-31",47.580227,47.684303,47.007805,47.441456,1296087,42.387676
"2012-08-01",47.970512,48.326107,45.429314,45.854294,1736764,40.969574
"2012-08-02",45.169125,45.568085,44.78751,45.455334,1223218,40.613117
"2012-08-03",46.33131,46.981789,46.322636,46.808327,706904,41.821991
"2012-08-06",47.007805,47.311363,46.764961,46.955769,632882,41.953732
"2012-08-07",47.259323,48.100609,47.129227,47.892452,1044964,42.79063
"2012-08-08",47.476151,47.823071,47.137901,47.42411,818861,42.372166
"2012-08-09",47.372074,47.545532,46.886383,47.033825,669317,42.023472
"2012-08-10",46.756287,47.458801,46.565479,47.3634,577422,42.317936
"2012-08-13",47.163921,47.259323,46.35733,47.137901,622159,42.116447
"2012-08-14",47.372074,47.536861,46.313965,46.643539,757752,41.674763
"2012-08-15",46.669559,47.38942,46.548134,47.320034,529112,42.279182
"2012-08-16",47.45013,48.265396,47.146572,48.204681,849761,43.069592
"2012-08-17",47.510841,48.117954,47.354729,47.640938,1001957,42.565907
"2012-08-20",47.554207,47.684303,47.172592,47.640938,502823,42.565907
"2012-08-21",47.831741,48.230701,47.07719,47.276669,633919,42.24044
"2012-08-22",47.085861,48.239376,46.981789,48.230701,748758,43.092842
"2012-08-23",48.178665,48.178665,47.250648,47.259323,632882,42.224957
"2012-08-24",47.267998,47.267998,46.626194,47.016479,523923,42.007969
"2012-08-27",47.155247,47.155247,46.487423,46.556808,556438,41.597267
"2012-08-28",46.409367,46.582829,46.192539,46.496098,724776,41.543011
"2012-08-29",46.591499,47.129227,46.348656,46.877708,665627,41.883984
"2012-08-30",46.496098,47.02515,46.374676,46.695576,1207652,41.721245
"2012-08-31",47.129227,47.328709,46.608845,47.111881,765361,42.093208
"2012-09-04",47.068516,47.129227,46.366001,46.574154,827278,41.612762
"2012-09-05",46.487423,47.163921,46.392021,47.068516,687880,42.054462
"2012-09-06",47.476151,48.386818,47.224632,48.1353,725237,43.007614
"2012-09-07",48.386818,48.612316,48.222031,48.525585,845956,43.356312
"2012-09-10",48.412834,49.358196,48.360798,49.158714,1054303,43.921993
"2012-09-11",49.150043,49.809193,49.150043,49.644405,898302,44.355949
"2012-09-12",49.982655,50.268864,49.549004,49.722462,1095696,44.42569
"2012-09-13",49.557674,51.006069,49.358196,50.797916,840883,45.386574
"2012-09-14",51.413704,51.526451,50.572418,50.780571,810674,45.371078
"2012-09-17",50.34692,50.780571,50.34692,50.520382,487373,45.138611
"2012-09-18",50.494362,50.494362,49.826538,50.268864,460162,44.913876
"2012-09-19",50.043365,50.450996,49.904598,50.312229,448517,44.952621
"2012-09-20",49.878578,50.303555,49.731136,50.294884,536260,44.93713
"2012-09-21",50.624458,50.849957,50.008675,50.02602,707481,44.696922
"2012-09-24",49.679096,50,49.340851,49.401562,528996,44.138966
"2012-09-25",49.65308,49.783173,48.751083,48.803123,539373,43.604282
"2012-09-26",48.707718,48.768429,48.14397,48.196011,638993,43.130836
"2012-09-27",48.594971,48.594971,48.039894,48.343452,645334,43.262787
"2012-09-28",47.875107,48.117954,47.198612,48.031223,1415077,42.983364
"2012-10-01",48.117954,49.019947,48.117954,48.85516,863366,43.720699
"2012-10-02",48.941891,49.271465,47.77103,47.961838,919748,42.921276
"2012-10-03",47.944492,47.979183,47.406765,47.78838,1083589,42.766033
"2012-10-04",48.187336,48.378143,47.831741,48.326107,668509,43.247253
"2012-10-05",48.568951,49.141369,48.525585,48.751083,394441,43.627567
"2012-10-08",48.48222,48.664352,48.169991,48.360798,317997,43.278305
"2012-10-09",48.447529,48.629662,47.588898,47.632263,443674,42.626335
"2012-10-10",47.510841,47.510841,46.565479,46.643539,827854,41.74152
"2012-10-11",47.068516,47.241978,46.816998,46.816998,464083,41.896751
"2012-10-12",46.877708,47.137901,46.383347,46.513443,401129,41.625088
"2012-10-15",46.565479,47.155247,46.400696,47.129227,479072,42.176167
"2012-10-16",47.41544,48.169991,47.3634,48.1353,489910,43.076511
"2012-10-17",48.1353,48.785774,48.065914,48.733738,486335,43.612041
"2012-10-18",48.56028,49.019947,48.369473,48.525585,383257,43.425777
"2012-10-19",48.334778,48.542931,47.666958,47.814396,456588,42.789333
"2012-10-22",47.614918,47.875107,47.155247,47.666958,321687,42.657375
"2012-10-23",46.608845,47.163921,46.478752,46.973114,671738,42.036453
"2012-10-24",47.294018,47.3634,46.27927,46.400696,608092,41.524197
"2012-10-25",46.73027,46.929749,46.348656,46.470078,424650,41.5863
"2012-10-26",46.556808,47.241978,46.35733,47.07719,659055,42.129597
"2012-10-31",46.938423,47.41544,45.004337,46.418041,1222180,41.539715
"2012-11-01",46.374676,47.45013,46.201214,47.41544,1344283,42.432301
"2012-11-02",47.649609,47.823071,46.903728,46.938423,708634,42.005417
"2012-11-05",46.773636,47.623592,46.634865,47.545532,510664,42.54871
"2012-11-06",47.528187,47.753685,47.259323,47.380745,564855,42.401245
"2012-11-07",46.843018,46.938423,46.149178,46.400696,509511,41.524197
"2012-11-08",46.400696,46.548134,45.420643,45.828274,690301,41.011936
"2012-11-09",45.646141,46.756287,45.628796,46.157848,862675,41.306877
"2012-11-12",46.244579,46.322636,45.784908,45.802254,417963,40.988655
"2012-11-13",45.576756,46.097137,45.325237,45.325237,471346,40.56176
"2012-11-14",45.333912,45.628796,44.46661,44.579357,703791,39.894272
"2012-11-15",44.553337,44.709454,44.024284,44.614052,815978,39.925331
"2012-11-16",44.527321,45.221161,44.336514,44.78751,870976,40.080559
"2012-11-19",45.394623,46.903728,45.325237,46.608845,840652,41.710472
"2012-11-20",46.444057,47.294018,46.426712,46.955769,790036,42.020931
"2012-11-21",47.0425,47.267998,46.721596,46.73027,828546,41.819149
"2012-11-23",47.02515,47.684303,47.02515,47.528187,433528,42.533192
"2012-11-26",47.441456,48.1353,47.285343,48.1353,820590,43.076511
"2012-11-27",47.970512,48.473549,47.892452,48.100609,710594,43.045452
"2012-11-28",47.753685,48.265396,47.068516,48.126625,605325,43.068745
"2012-11-29",48.378143,48.525585,47.918472,48.1353,559320,43.076511
"2012-11-30",48.152645,48.490894,47.805725,48.100609,1008183,43.045452
"2012-12-03",48.395489,48.525585,46.686905,46.738941,810559,41.826893
"2012-12-04",46.790981,47.233303,46.444057,46.712921,646602,41.803596
"2012-12-05",46.738941,47.02515,46.097137,46.816998,975323,41.896751
"2012-12-06",46.591499,46.643539,45.802254,46.019081,1190473,41.182678
"2012-12-07",46.218559,46.235905,45.750217,46.036427,649370,41.198215
"2012-12-10",46.062447,46.712921,45.724197,46.608845,1196929,41.710472
"2012-12-11",46.756287,47.02515,46.634865,47.016479,980396,42.075268
"2012-12-12",47.259323,49.835213,47.02515,49.262794,3050953,44.085495
"2012-12-13",49.193409,49.930614,48.794449,49.262794,1942920,44.085495
"2012-12-14",49.011276,49.644405,48.898525,49.25412,1143776,44.07774
"2012-12-17",49.436253,49.739807,49.098003,49.722462,942232,44.496861
"2012-12-18",49.722462,50.546402,49.644405,50.450996,1220335,45.148819
"2012-12-19",50.529057,50.633129,50.156113,50.320904,845841,45.032406
"2012-12-20",50.251518,50.910667,49.895924,50.815266,1178020,45.474823
"2012-12-21",50.286209,50.581093,50.156113,50.312229,1234171,45.024643
"2012-12-24",50.294884,50.954033,50.086731,50.806591,349359,45.467049
"2012-12-26",50.988724,51.240242,49.904598,50.043365,1005762,44.784035
"2012-12-27",50.130096,50.598438,49.739807,50.251518,1078055,45.075775
"2012-12-28",49.826538,50.147442,49.62706,49.670425,810790,44.554535
"2012-12-31",49.583694,50.763226,49.540329,50.754555,857140,45.526993
"2013-01-02",51.743279,52.029488,51.188206,51.535126,958950,46.22718
"2013-01-03",51.587166,51.89072,50.901997,51.0928,657902,45.83041
"2013-01-04",51.101475,51.405029,51.014744,51.283607,570389,46.001575
"2013-01-07",51.205551,52.020817,50.997398,51.994797,692377,46.639511
"2013-01-08",52.107548,52.445793,51.283607,52.393757,1004148,46.99736
