"dates","FRT.Open","FRT.High","FRT.Low","FRT.Close","FRT.Volume","FRT.Adjusted"
"2011-07-25",89.410004,89.699997,88.970001,89.239998,414100,65.853317
"2011-07-26",89.389999,89.760002,88.669998,88.970001,323100,65.654083
"2011-07-27",88.620003,88.669998,86.309998,86.419998,467300,63.77235
"2011-07-28",86.68,87.269997,85.709999,86.610001,573700,63.912533
"2011-07-29",85.389999,87.43,84.910004,87.339996,565700,64.451233
"2011-08-01",87.769997,89.080002,85.599998,86.169998,516900,63.587864
"2011-08-02",85.730003,86.010002,84.160004,84.230003,396200,62.156261
"2011-08-03",84.690002,84.690002,81.470001,83.779999,334700,61.824177
"2011-08-04",82.940002,83.839996,81.610001,81.610001,1143400,60.222878
"2011-08-05",82.459999,82.5,80.059998,80.540001,1074200,59.433285
"2011-08-08",78.839996,78.839996,75.309998,75.309998,1309600,55.573887
"2011-08-09",76.660004,83.019997,75.860001,82.93,1406900,61.196964
"2011-08-10",81.019997,86.949997,80,82.900002,1621400,61.174809
"2011-08-11",83.260002,87.540001,82.900002,86.019997,1098900,63.477169
"2011-08-12",86.57,87.400002,84.699997,85.129997,581500,62.820396
"2011-08-15",85.730003,87.410004,85.599998,87.25,780300,64.384834
"2011-08-16",86.279999,87.419998,85.839996,86.980003,1005900,64.185585
"2011-08-17",87.379997,88.080002,86.440002,87.139999,429700,64.303658
"2011-08-18",84.690002,86.769997,84.220001,84.849998,774900,62.613777
"2011-08-19",83.760002,85.489998,83.470001,83.660004,518200,61.73563
"2011-08-22",84.949997,85.150002,82.970001,84.040001,532300,62.016041
"2011-08-23",84.169998,85.650002,83.279999,85.589996,570600,63.15984
"2011-08-24",85.919998,87.769997,85,87.019997,867400,64.215096
"2011-08-25",87.639999,87.959999,85.5,86.400002,1095600,63.757599
"2011-08-26",85.699997,86.910004,84.330002,86.760002,641800,64.023247
"2011-08-29",87.459999,89.07,87.07,89.010002,483500,65.683601
"2011-08-30",88.620003,90.830002,87.550003,90.349998,503900,66.672432
"2011-08-31",90.739998,91.470001,89.75,90.550003,647900,66.820023
"2011-09-01",90.919998,91.010002,87.779999,88.410004,426500,65.240822
"2011-09-02",86.970001,88.160004,86.470001,86.510002,454900,63.838749
"2011-09-06",85.120003,87.360001,83.919998,87.150002,605400,64.311035
"2011-09-07",88.339996,89.459999,86.400002,89.379997,569100,65.956642
"2011-09-08",89.040001,89.830002,88.330002,88.839996,452400,65.558128
"2011-09-09",87.800003,88.400002,85.940002,86.559998,487000,63.875641
"2011-09-12",85.449997,86.849998,85.010002,86.82,378900,64.067528
"2011-09-13",87.040001,87.32,85.910004,86.910004,339900,64.133926
"2011-09-14",87.400002,87.68,85.589996,87.239998,407000,64.377449
"2011-09-15",88.029999,88.129997,86.870003,87.870003,375500,64.842377
"2011-09-16",87.730003,88.639999,86.150002,87.419998,734100,64.510254
"2011-09-19",86.57,86.690002,85.199997,85.290001,769800,62.93848
"2011-09-20",84.889999,86.019997,84.379997,84.879997,613000,63.146801
"2011-09-21",84.879997,85.959999,83.440002,83.709999,1096000,62.276356
"2011-09-22",81.769997,84.660004,81.720001,84.160004,1147000,62.611141
"2011-09-23",83.93,84.489998,82.199997,84.410004,709800,62.797119
"2011-09-26",85,85,83.209999,84.120003,1026900,62.581379
"2011-09-27",85.43,85.57,83.75,84.18,601000,62.62603
"2011-09-28",84.360001,84.769997,81.580002,81.690002,537400,60.773571
"2011-09-29",82.830002,84.220001,82.559998,84.209999,647600,62.648323
"2011-09-30",83.43,84.379997,82.349998,82.410004,686000,61.309235
"2011-10-03",82.099998,83.129997,80.080002,80.150002,1187200,59.627876
"2011-10-04",79.220001,83.349998,78.25,83.230003,762800,61.919277
"2011-10-05",82.970001,82.970001,77.669998,81.699997,855700,60.781029
"2011-10-06",81.379997,83.269997,80.75,83.160004,761600,61.867184
"2011-10-07",83.410004,83.730003,81.510002,81.639999,643100,60.736362
"2011-10-10",82.910004,84.980003,82.839996,84.910004,449300,63.169086
"2011-10-11",83.879997,84.68,81.790001,82.029999,778300,61.026501
"2011-10-12",82.730003,84.400002,82.010002,83.260002,541800,61.941574
"2011-10-13",82.839996,82.989998,80.959999,82.199997,537400,61.153004
"2011-10-14",83.190002,83.970001,82.230003,83.779999,365700,62.328423
"2011-10-17",83.580002,83.580002,81.300003,81.57,445800,60.684299
"2011-10-18",81.779999,83.790001,81.269997,83.480003,549100,62.105267
"2011-10-19",83.440002,84.190002,82.82,83.260002,563500,61.941574
"2011-10-20",83.650002,84.169998,81.919998,83.470001,522800,62.097816
"2011-10-21",84.650002,85.190002,83.709999,85,487200,63.236065
"2011-10-24",85.010002,87.379997,84.68,87.330002,435600,64.96949
"2011-10-25",86.730003,87.220001,85.900002,86.099998,435400,64.054413
"2011-10-26",87.040001,87.040001,85.540001,86.720001,424400,64.515686
"2011-10-27",89.239998,90.040001,87.860001,89.330002,614400,66.457367
"2011-10-28",89.32,89.370003,88.110001,88.970001,448900,66.189568
"2011-10-31",87.760002,90.129997,87.650002,88.760002,397000,66.033333
"2011-11-01",87.050003,88.580002,84.849998,85.029999,736100,63.258362
"2011-11-02",86.480003,87.93,85.660004,87.739998,622700,65.274483
"2011-11-03",88.389999,89.110001,87.010002,88.709999,345800,65.996147
"2011-11-04",88.440002,89.610001,87.589996,89.290001,298500,66.427605
"2011-11-07",89,90,88.309998,89.589996,291900,66.650795
"2011-11-08",90.099998,90.699997,87.849998,90.559998,325500,67.372437
"2011-11-09",88.989998,89.279999,85.970001,86.389999,426600,64.270164
"2011-11-10",87.169998,87.32,85.239998,86.239998,590200,64.158562
"2011-11-11",86.699997,88.269997,86.389999,88,489000,65.467926
"2011-11-14",87.769997,87.849998,86.300003,86.459999,513500,64.322243
"2011-11-15",86.470001,88.18,86.040001,87.510002,213500,65.103386
"2011-11-16",86.919998,88.129997,86.379997,86.980003,353700,64.709084
"2011-11-17",86.779999,87.410004,85.449997,85.919998,316400,63.920498
"2011-11-18",86.470001,86.650002,85.379997,86.540001,324700,64.381752
"2011-11-21",85.300003,86.160004,84.870003,85.440002,590700,63.5634
"2011-11-22",85.470001,85.849998,84.860001,85.419998,287600,63.548512
"2011-11-23",84.650002,84.739998,82.82,82.860001,376700,61.644001
"2011-11-25",82.870003,84.489998,82.400002,83.040001,108600,61.77792
"2011-11-28",85.650002,85.830002,84.18,85.610001,401600,63.68988
"2011-11-29",85.839996,85.839996,84.779999,85.360001,286700,63.503902
"2011-11-30",87.830002,88.599998,86.769997,88.43,689700,65.787796
"2011-12-01",87.839996,88.370003,87.269997,87.419998,336400,65.036423
"2011-12-02",88.900002,91.379997,88.860001,89.400002,1508800,66.50946
"2011-12-05",89.279999,89.959999,88.870003,89.400002,716500,66.50946
"2011-12-06",89.309998,89.629997,88.550003,88.980003,402800,66.196983
"2011-12-07",88.889999,90.279999,88.220001,90.089996,2186800,67.022781
"2011-12-08",89.150002,89.669998,88.360001,88.650002,384800,65.951485
"2011-12-09",89.139999,90.739998,88.839996,90,396800,66.955803
"2011-12-12",89.110001,89.349998,87.720001,89.129997,490400,66.308586
"2011-12-13",89.849998,90.639999,88.389999,88.980003,635700,66.196983
"2011-12-14",88.5,90.709999,88.190002,89.529999,602700,66.606171
"2011-12-15",90.389999,90.389999,88.599998,89.5,746600,66.583847
"2011-12-16",90.050003,91.449997,89.809998,90.449997,962100,67.290604
"2011-12-19",90.57,91.209999,89.949997,90.050003,388100,66.993019
"2011-12-20",91.169998,92.419998,91.110001,91.620003,547300,68.161026
"2011-12-21",91.760002,91.839996,91.029999,91.230003,454800,67.870895
"2011-12-22",91.690002,93.129997,91.379997,92.160004,580900,68.562767
"2011-12-23",92.599998,93.18,92.190002,92.300003,501000,68.666916
"2011-12-27",92.129997,92.970001,91.870003,92.449997,478700,68.778542
"2011-12-28",92.769997,92.769997,91.300003,91.300003,268800,67.922997
"2011-12-29",91.089996,91.5,90.730003,91.209999,362600,68.372719
"2011-12-30",91.25,91.470001,90.739998,90.75,396500,68.027931
"2012-01-03",92.080002,92.870003,90.400002,90.75,545900,68.027931
"2012-01-04",90.410004,90.800003,89.209999,89.230003,561000,66.888504
"2012-01-05",89.220001,90.309998,88.790001,90.110001,443100,67.548157
"2012-01-06",90.290001,90.639999,89.389999,89.959999,239900,67.435715
"2012-01-09",89.940002,90.419998,89.360001,89.580002,201800,67.150856
"2012-01-10",90.519997,91.82,90.419998,91.32,463200,68.455185
"2012-01-11",90.93,91.809998,90.760002,91.559998,474500,68.635101
"2012-01-12",91.620003,91.709999,90.43,90.580002,464000,67.90049
"2012-01-13",90.25,90.389999,89.489998,90.129997,349300,67.563148
"2012-01-17",90.669998,91.010002,90.559998,90.75,482600,68.027931
"2012-01-18",91.050003,91.690002,90.68,90.910004,495100,68.147865
"2012-01-19",91.050003,92.110001,90.830002,91.720001,436800,68.75502
"2012-01-20",91.470001,92.440002,91.089996,92.230003,728800,69.137344
"2012-01-23",92.230003,93.160004,92.080002,92.75,317300,69.527161
"2012-01-24",92.279999,93.239998,92.139999,93.120003,244600,69.804497
"2012-01-25",92.940002,94.349998,92.660004,94.169998,418700,70.591629
"2012-01-26",94.660004,95.269997,94.309998,95.139999,496400,71.318756
"2012-01-27",94.739998,95.419998,93.900002,95.150002,416700,71.326233
"2012-01-30",94.5,95.160004,94.290001,94.989998,493700,71.206306
"2012-01-31",95.129997,95.349998,93.760002,94.459999,670000,70.809013
"2012-02-01",94.839996,95.5,94.790001,95.449997,407900,71.551117
"2012-02-02",95.720001,96.019997,94.910004,95.120003,272500,71.303734
"2012-02-03",96.059998,96.419998,95.400002,96.309998,378800,72.195801
"2012-02-06",95.970001,96.690002,95.419998,96.639999,317400,72.443176
"2012-02-07",96.550003,96.940002,96.18,96.510002,298300,72.345711
"2012-02-08",96.410004,96.949997,95.559998,96.760002,359700,72.533119
"2012-02-09",96.690002,96.940002,95.25,95.959999,450800,71.933418
"2012-02-10",94.559998,96.32,94.559998,95.190002,464200,71.356232
"2012-02-13",96.099998,97.839996,95.800003,97.839996,485700,73.342712
"2012-02-14",97.459999,97.68,96.389999,96.940002,343700,72.668053
"2012-02-15",97.209999,97.349998,95.760002,96.510002,565700,72.345711
"2012-02-16",96.029999,97.43,95.029999,96.660004,492600,72.458168
"2012-02-17",97.129997,97.389999,96.290001,96.589996,477600,72.405678
"2012-02-21",96.839996,97.370003,94.879997,95.150002,615500,71.326233
"2012-02-22",95.290001,96.169998,95.029999,95.769997,611800,71.791
"2012-02-23",95.489998,96.879997,95.400002,96.699997,563800,72.488129
"2012-02-24",97.099998,97.199997,95.730003,97.07,469200,72.765495
"2012-02-27",96.809998,97,95.459999,96.690002,516000,72.480637
"2012-02-28",96.809998,97.190002,95.160004,95.440002,388900,71.543617
"2012-02-29",95.730003,96.199997,94.93,95.349998,720000,71.476151
"2012-03-01",95.699997,96.43,95.550003,96.080002,453700,72.023384
"2012-03-02",96.010002,96.5,95.489998,96.360001,402800,72.233269
"2012-03-05",96.440002,96.720001,95.660004,96.540001,415800,72.368225
"2012-03-06",95.650002,96.559998,95.599998,96.080002,501800,72.023384
"2012-03-07",96.360001,96.790001,95.389999,96.5,690300,72.338219
"2012-03-08",96.550003,96.989998,95.029999,95.720001,524300,71.753525
"2012-03-09",95.93,96.410004,95.540001,95.870003,349900,71.865944
"2012-03-12",96.040001,96.540001,95.650002,95.879997,557800,71.873459
"2012-03-13",96.360001,97.730003,95.959999,97.730003,613600,73.260239
"2012-03-14",97.730003,98.550003,97,97.150002,503800,72.825485
"2012-03-15",96.75,97.370003,95.849998,96.260002,632400,72.674469
"2012-03-16",96.260002,96.830002,95.160004,96.510002,737800,72.86322
"2012-03-19",96.459999,98.040001,96.010002,97.5,520500,73.610664
"2012-03-20",97.029999,97.720001,96.82,97.360001,407100,73.504959
"2012-03-21",97.379997,97.940002,97.07,97.209999,499700,73.391693
"2012-03-22",96.480003,96.690002,95.160004,95.800003,375000,72.327171
"2012-03-23",95.959999,97.290001,95.610001,96.400002,562300,72.780182
"2012-03-26",97.050003,97.639999,96.639999,97.379997,310500,73.52005
"2012-03-27",97.32,97.800003,96.980003,97.290001,292900,73.452103
"2012-03-28",97.129997,97.239998,95.459999,96.410004,545300,72.787712
"2012-03-29",95.620003,96.489998,95.129997,96.129997,340100,72.576317
"2012-03-30",96.599998,97.629997,96.080002,96.790001,419000,73.0746
"2012-04-02",96.879997,97.559998,96.25,96.949997,399000,73.195419
"2012-04-03",97.110001,97.690002,96.709999,97.639999,407800,73.716354
"2012-04-04",97.150002,97.389999,96.389999,96.809998,296800,73.089699
"2012-04-05",96.389999,97,96.25,96.580002,226400,72.916054
"2012-04-09",95.360001,96.660004,95.339996,96.18,427500,72.614067
"2012-04-10",96.349998,96.349998,94.639999,94.949997,700400,71.68544
"2012-04-11",95.660004,96.169998,94.860001,96.160004,431900,72.598984
"2012-04-12",96.129997,96.489998,95.559998,96.480003,382300,72.840561
"2012-04-13",96.059998,96.699997,95.660004,95.779999,217300,72.312088
"2012-04-16",96.25,97.610001,96.25,96.870003,449500,73.135002
"2012-04-17",97.480003,97.970001,96.839996,97.220001,521800,73.399284
"2012-04-18",97.160004,97.5,96.779999,97,402000,73.233131
"2012-04-19",96.989998,97.529999,96.389999,96.870003,298500,73.135002
"2012-04-20",97.190002,98.610001,97.169998,98.190002,270500,74.131592
"2012-04-23",97.610001,97.75,96.459999,97.220001,334500,73.399284
"2012-04-24",97.459999,98.760002,97.400002,98.760002,324900,74.561913
"2012-04-25",99.400002,100.040001,98.839996,99.970001,333900,75.475464
"2012-04-26",99.620003,100.57,99.260002,100.199997,381500,75.649101
"2012-04-27",99.949997,101.379997,99.760002,100.830002,371400,76.124733
"2012-04-30",100.610001,100.910004,99.889999,100.660004,294000,75.996391
"2012-05-01",100.620003,102.639999,100.620003,101.620003,340700,76.721184
"2012-05-02",100.830002,102.110001,100.5,101.959999,339500,76.977852
"2012-05-03",102.269997,102.419998,101.5,101.5,363200,76.630592
"2012-05-04",101.440002,101.720001,100.940002,101.169998,309400,76.381432
"2012-05-07",100.349998,102.410004,99.059998,102.029999,268000,77.030731
"2012-05-08",101.389999,102.5,101.379997,101.900002,522400,76.932587
"2012-05-09",101.18,101.959999,100.860001,101.330002,450300,76.502243
"2012-05-10",101.949997,102,100.449997,101,367100,76.25309
"2012-05-11",100.980003,101.910004,100.449997,101.540001,487700,76.660789
"2012-05-14",100.809998,101.510002,100.43,100.470001,359200,75.852966
"2012-05-15",100.699997,101.550003,100.290001,100.800003,392400,76.102074
"2012-05-16",101,101,99.209999,99.540001,388500,75.150818
"2012-05-17",99.25,99.910004,96.470001,96.470001,625300,72.833031
"2012-05-18",97.050003,97.220001,95.18,95.330002,473500,71.972343
"2012-05-21",95.839996,97.360001,94.870003,97.139999,632300,73.338852
"2012-05-22",97.459999,98.760002,97.220001,98.260002,420600,74.184456
"2012-05-23",98.010002,98.589996,96.949997,98.410004,327000,74.297691
"2012-05-24",98.769997,99.389999,97.830002,99.190002,213700,74.886574
"2012-05-25",99.059998,99.459999,98.18,98.589996,244000,74.433594
"2012-05-29",98.870003,100.339996,98.760002,99.849998,363600,75.38485
"2012-05-30",98.82,99.160004,97.410004,97.599998,298000,73.686165
"2012-05-31",97.769997,98.75,96.760002,98.279999,643400,74.199547
"2012-06-01",96.610001,97.199997,96,96.650002,544900,72.968918
"2012-06-04",96.629997,96.989998,95.660004,96.330002,462900,72.727325
"2012-06-05",96.330002,98.349998,95.830002,98.190002,355800,74.131592
"2012-06-06",99.169998,100.029999,98.529999,99.949997,420300,75.460358
"2012-06-07",100.790001,100.790001,98.730003,99.099998,864000,74.818626
"2012-06-08",99.029999,99.980003,98.800003,99.970001,392900,75.475464
"2012-06-11",100.150002,100.529999,97.879997,97.949997,428300,73.950394
"2012-06-12",98.269997,98.970001,97.739998,98.970001,304800,74.720482
"2012-06-13",98.849998,99.540001,97.699997,97.970001,297200,73.965485
"2012-06-14",98.43,99.5,97.980003,99.18,303800,74.879036
"2012-06-15",99.559998,99.989998,98.730003,99.610001,466400,75.203644
"2012-06-18",99.400002,101.18,99.010002,100.860001,270800,76.147377
"2012-06-19",100.760002,102.040001,100.5,101.699997,320200,76.781563
"2012-06-20",101.18,101.720001,99.129997,101.160004,410800,76.895569
"2012-06-21",101.300003,101.639999,99.919998,100.349998,402700,76.279877
"2012-06-22",100.5,100.779999,99.480003,100.139999,467500,76.120255
"2012-06-25",99.260002,100.459999,99.150002,100.050003,308000,76.051826
"2012-06-26",100.209999,100.730003,99.5,100.379997,259500,76.302681
"2012-06-27",100.290001,101.099998,99.849998,100.93,330800,76.720764
"2012-06-28",100.18,102.239998,99.959999,102.139999,370400,77.640533
"2012-06-29",103.620003,104.089996,102.910004,104.089996,490100,79.122803
"2012-07-02",104.330002,105.230003,103.940002,105.150002,434900,79.928551
"2012-07-03",105.360001,106.639999,104.870003,106.5,478700,80.954735
"2012-07-05",106.419998,107.209999,105.489998,106.080002,297000,80.635483
"2012-07-06",105.470001,106.239998,104.879997,106.080002,240800,80.635483
"2012-07-09",105.980003,106.660004,105.739998,106.529999,253800,80.977531
"2012-07-10",107.010002,107.220001,105.209999,105.889999,268400,80.491066
"2012-07-11",105.849998,106.120003,104.93,105.900002,422800,80.498665
"2012-07-12",105.129997,107.32,104.510002,106.93,412500,81.281593
"2012-07-13",107.010002,107.910004,106.769997,107.470001,359200,81.692085
"2012-07-16",106.779999,107.889999,106.389999,107.400002,246400,81.638863
"2012-07-17",108,108.480003,106.419998,108.279999,366800,82.307777
"2012-07-18",107.220001,108.190002,107.07,107.559998,247900,81.760475
"2012-07-19",107.519997,108.099998,106.610001,107.209999,353000,81.494446
"2012-07-20",106.440002,107.379997,106.239998,106.629997,811800,81.053543
"2012-07-23",105.919998,106.830002,105.529999,106.550003,316700,80.992737
"2012-07-24",106.550003,106.940002,105.629997,106.110001,463100,80.658287
"2012-07-25",106.269997,106.690002,105.519997,106.209999,268900,80.734322
"2012-07-26",107.230003,108.169998,106.230003,106.769997,285400,81.159973
"2012-07-27",107.239998,108.690002,107.239998,107.660004,233800,81.836494
"2012-07-30",107.559998,109.010002,107.080002,108.419998,216200,82.4142
"2012-07-31",108.230003,108.910004,108.080002,108.660004,285800,82.596634
"2012-08-01",108.629997,109.989998,107.739998,107.940002,339000,82.049316
"2012-08-02",107.620003,107.620003,105.419998,107.150002,461500,81.448814
"2012-08-03",107.970001,108.910004,107.82,108.220001,312800,82.262169
"2012-08-06",108.559998,108.559998,106.830002,106.889999,449000,81.251198
"2012-08-07",106.589996,106.779999,104.379997,105.489998,526700,80.187004
"2012-08-08",105.629997,105.870003,104.57,105.160004,273200,79.936142
"2012-08-09",104.989998,105.93,104.25,104.589996,249900,79.502884
"2012-08-10",104.470001,104.919998,103.989998,104.360001,192500,79.328033
"2012-08-13",104.480003,104.910004,104.080002,104.360001,224900,79.328033
"2012-08-14",104.75,105.629997,104.620003,105.029999,224600,79.837326
"2012-08-15",104.860001,106.010002,104.75,105.82,390500,80.437828
"2012-08-16",105.900002,107.010002,105.480003,106.809998,341000,81.190369
"2012-08-17",106.800003,107.040001,106.480003,106.690002,212100,81.099167
"2012-08-20",106.370003,106.800003,105.940002,106.589996,312400,81.023148
"2012-08-21",106.980003,107.209999,106.589996,107.080002,278200,81.395622
"2012-08-22",107.110001,107.389999,106.5,107.300003,321200,81.562836
"2012-08-23",106.970001,107.5,106.790001,107.43,364800,81.661697
"2012-08-24",107.07,107.699997,106.730003,107.43,198000,81.661697
"2012-08-27",107.629997,107.660004,107.050003,107.440002,193200,81.669258
"2012-08-28",107.449997,107.68,106.739998,107.599998,216100,81.790871
"2012-08-29",107.18,107.980003,107.18,107.559998,194000,81.760475
"2012-08-30",107.019997,107.82,106.870003,107.599998,190700,81.790871
"2012-08-31",108,108.099998,107.040001,107.910004,398400,82.026535
"2012-09-04",108.150002,109.489998,107.339996,109.489998,422100,83.227562
"2012-09-05",109.440002,109.529999,108.199997,109.050003,345600,82.893082
"2012-09-06",109.330002,109.769997,108.870003,109.120003,383700,82.946312
"2012-09-07",109.089996,109.400002,108.449997,108.93,202800,82.801872
"2012-09-10",108.919998,109.059998,108,108.239998,217500,82.277374
"2012-09-11",108.080002,108.879997,108.080002,108.540001,164800,82.505417
"2012-09-12",108.459999,108.879997,108.059998,108.43,187400,82.421814
"2012-09-13",108.410004,109.379997,108.410004,109,337800,82.855057
"2012-09-14",109.089996,110,108.660004,108.709999,255900,82.634644
"2012-09-17",108.57,109.510002,108.349998,108.360001,323000,82.368584
"2012-09-18",108.410004,108.860001,107.519997,107.739998,251300,81.897316
"2012-09-19",107.059998,107.57,106.580002,106.620003,196400,81.598801
"2012-09-20",105.910004,106.099998,104.889999,105.07,494700,80.412575
"2012-09-21",105.32,105.970001,104.779999,104.779999,532900,80.190628
"2012-09-24",104.959999,106.220001,104.330002,104.360001,403500,79.869186
"2012-09-25",104.669998,104.980003,103.480003,103.57,362600,79.264595
"2012-09-26",103.790001,105.510002,103.5,105.059998,476200,80.404915
"2012-09-27",105.129997,105.800003,104.779999,105,344700,80.358971
"2012-09-28",104.900002,106.589996,104.540001,105.300003,587100,80.588608
"2012-10-01",105.300003,105.790001,103.510002,105.129997,578700,80.458488
"2012-10-02",105.339996,106.139999,104.940002,106.110001,255400,81.208519
"2012-10-03",105.830002,107.669998,105.830002,107.370003,486100,82.172836
"2012-10-04",107.589996,107.879997,106.690002,107.230003,360900,82.065666
"2012-10-05",107.690002,108,106.660004,107.459999,260700,82.241684
"2012-10-08",106.830002,107.540001,106.779999,107.5,173900,82.272301
"2012-10-09",107.290001,107.779999,106.800003,106.900002,210400,81.813103
"2012-10-10",107.18,107.629997,106.610001,107.599998,206700,82.348831
"2012-10-11",107.739998,108.220001,107.25,107.410004,527600,82.203461
"2012-10-12",107.610001,107.919998,107.07,107.449997,307700,82.234032
"2012-10-15",107.830002,108.480003,107.209999,108.470001,289400,83.014679
"2012-10-16",108.629997,109.18,108.269997,108.989998,243700,83.412636
"2012-10-17",108.629997,109.209999,107.800003,108.889999,473000,83.336098
"2012-10-18",108.739998,110.199997,108.739998,110.029999,508200,84.20858
"2012-10-19",109.910004,110.510002,109.07,109.07,596100,83.473869
"2012-10-22",107.43,109.800003,107.43,108.830002,324000,83.290199
"2012-10-23",108.050003,108.260002,106.919998,107.790001,296100,82.494255
"2012-10-24",108.199997,108.400002,106.559998,106.870003,348800,81.790184
"2012-10-25",107.279999,107.830002,105.099998,106.309998,488900,81.361572
"2012-10-26",106.589996,106.589996,104.959999,105.540001,318100,80.77227
"2012-10-31",106.120003,107.830002,104.529999,107.830002,637300,82.524872
"2012-11-01",107.639999,108.150002,105.82,107,532400,81.889664
"2012-11-02",106.75,107.580002,105.620003,105.93,476600,81.070755
"2012-11-05",106.07,107.080002,104.779999,105.709999,400800,80.902405
"2012-11-06",106.110001,106.639999,104.160004,104.489998,589800,79.968674
"2012-11-07",104.050003,105.980003,103.900002,105.330002,440200,80.611549
"2012-11-08",105.440002,105.440002,104.199997,104.199997,405200,79.746735
"2012-11-09",103.730003,104.489998,103.199997,103.650002,311700,79.325798
"2012-11-12",102.790001,104.019997,102.790001,103.18,138200,78.966118
"2012-11-13",102.879997,103.760002,101.93,102.839996,335500,78.705887
"2012-11-14",102.75,102.790001,100.57,100.75,302000,77.106331
"2012-11-15",100.93,101.900002,99.580002,99.82,408600,76.394623
"2012-11-16",100.160004,101.639999,99.910004,100.739998,433100,77.098717
"2012-11-19",101.470001,102.360001,101.18,101.290001,308800,77.51963
"2012-11-20",101.529999,102.739998,100.709999,102.300003,330500,78.292641
"2012-11-21",102.32,103.029999,101.269997,102.660004,248100,78.56813
"2012-11-23",103.239998,103.660004,99,103.660004,130800,79.333481
"2012-11-26",103,104.879997,103,104,484000,79.593674
"2012-11-27",103.529999,103.779999,101.849998,103.510002,432500,79.218658
"2012-11-28",103.32,103.43,102.25,102.480003,404400,78.430397
"2012-11-29",103.029999,103.540001,101.739998,102.489998,533600,78.438042
"2012-11-30",102.720001,104.040001,102.32,104.040001,958300,79.624306
"2012-12-03",103.919998,104.089996,102.959999,103.739998,307600,79.394707
"2012-12-04",103.550003,104.120003,103.269997,103.760002,283300,79.409988
"2012-12-05",103.75,103.949997,103.239998,103.519997,225900,79.226349
"2012-12-06",103.739998,104.910004,103.209999,104.410004,441100,79.907463
"2012-12-07",104.050003,104.629997,103.769997,104.220001,466300,79.762039
"2012-12-10",104.199997,104.580002,103.18,104.110001,313500,79.677849
"2012-12-11",103.919998,104.480003,103.889999,104.260002,223900,79.792664
"2012-12-12",104.050003,104.379997,103.75,104,251700,79.593674
"2012-12-13",103.75,104.220001,103.459999,104.050003,416700,79.631943
"2012-12-14",103.720001,104.669998,103.139999,103.400002,231200,79.134491
"2012-12-17",103.660004,104.769997,103.559998,103.779999,578600,79.425308
"2012-12-18",103.809998,104.940002,103.809998,104.720001,377900,80.144714
"2012-12-19",104.5,104.75,104.150002,104.209999,281000,79.754395
"2012-12-20",104.360001,105.32,104.120003,105.080002,329500,80.420242
"2012-12-21",103.739998,105.580002,103.440002,104.519997,894700,79.991638
"2012-12-24",104.029999,105.190002,103.629997,104.669998,156300,80.106453
"2012-12-26",104.970001,105.160004,104.040001,104.470001,217600,79.953377
"2012-12-27",104.440002,105.199997,104.040001,105.010002,209500,80.366653
"2012-12-28",104.32,104.650002,103.489998,103.580002,137000,79.827164
"2012-12-31",103.459999,104.150002,103.190002,104.019997,259600,80.166275
"2013-01-02",105.629997,105.900002,104.480003,105.32,326100,81.168167
"2013-01-03",106.150002,106.150002,104.220001,104.5,380100,80.536209
"2013-01-04",104.540001,105.290001,104.07,105.169998,304700,81.052559
"2013-01-07",104.919998,105.849998,104.82,105.709999,338900,81.468727
"2013-01-08",104.669998,105.199997,104.110001,104.769997,356900,80.744278
"2013-01-09",105.150002,105.809998,104.849998,105.139999,257900,81.029411
"2013-01-10",105.589996,105.589996,104.809998,105.410004,304300,81.237511
"2013-01-11",105.480003,105.989998,105.18,105.480003,619500,81.291496
"2013-01-14",105.379997,106.239998,105.32,106.18,239000,81.830971
"2013-01-15",106.330002,106.529999,105.769997,106.260002,273700,81.892601
"2013-01-16",105.440002,106.18,105.059998,105.160004,332600,81.044853
"2013-01-17",105.470001,105.940002,104.760002,104.830002,287500,80.790535
"2013-01-18",105.029999,105.209999,104.480003,105.089996,377700,80.990883
"2013-01-22",104.849998,105.879997,104.849998,105.709999,317200,81.468727
"2013-01-23",105.290001,106.089996,105.290001,105.809998,201600,81.545807
"2013-01-24",105.639999,106.269997,105.400002,105.540001,330200,81.337708
"2013-01-25",106,106,105.010002,105.449997,379800,81.268341
"2013-01-28",106.160004,106.160004,105.269997,105.68,398600,81.445618
"2013-01-29",105.370003,106.199997,105.370003,105.940002,484900,81.645988
"2013-01-30",105.730003,106.550003,105.25,106.360001,493000,81.969666
"2013-01-31",106.360001,106.43,105.809998,105.849998,595400,81.576614
"2013-02-01",106.419998,106.68,105.940002,106.269997,375900,81.900299
"2013-02-04",106.230003,106.769997,105.809998,106.019997,381900,81.707642
"2013-02-05",106.57,106.57,105.889999,106.230003,260200,81.869484
"2013-02-06",105.75,106.900002,105.75,106.849998,258500,82.34729
"2013-02-07",107.199997,107.32,106.5,106.989998,471300,82.455193
"2013-02-08",106.949997,107.830002,106.610001,107.760002,317100,83.048645
"2013-02-11",107.550003,108,107,107.82,336500,83.094887
"2013-02-12",107.620003,109.029999,107.620003,108.949997,657100,83.965752
"2013-02-13",108.989998,110.25,106.489998,109.18,409600,84.143005
"2013-02-14",108.949997,109.370003,108.370003,108.529999,196400,83.642044
"2013-02-15",108.43,108.730003,107.660004,108.529999,264700,83.642044
"2013-02-19",108.459999,109.639999,108.410004,109.300003,303800,84.235497
