"dates","FRT.Open","FRT.High","FRT.Low","FRT.Close","FRT.Volume","FRT.Adjusted"
"2010-08-12",77.199997,78.239998,76.709999,77.489998,645700,55.34111
"2010-08-13",77.290001,78.160004,77.160004,77.559998,405000,55.39109
"2010-08-16",77.239998,78.599998,77.019997,78.059998,418300,55.748173
"2010-08-17",78.879997,80.209999,78.699997,79.870003,462700,57.040825
"2010-08-18",79.940002,80.059998,79.190002,79.480003,447700,56.762299
"2010-08-19",79.050003,79.480003,77.690002,78.040001,625300,55.733891
"2010-08-20",77.800003,77.800003,76.699997,77.169998,383900,55.112541
"2010-08-23",77.559998,78.360001,77.230003,77.43,532600,55.29826
"2010-08-24",76.349998,77.599998,75.980003,76.940002,416700,54.948288
"2010-08-25",76.209999,78.300003,76.059998,78.059998,400700,55.748173
"2010-08-26",78.540001,78.709999,77.639999,77.870003,398800,55.61248
"2010-08-27",78.510002,79.050003,76.68,78.940002,385200,56.376633
"2010-08-30",78.779999,79.699997,78.339996,78.379997,326800,55.9767
"2010-08-31",78.07,79.309998,77.800003,79.290001,444200,56.626591
"2010-09-01",80.230003,81.809998,79.720001,81.629997,708200,58.297756
"2010-09-02",81.870003,81.989998,81.07,81.870003,564100,58.469158
"2010-09-03",82.480003,82.959999,81.82,82.669998,391700,59.040485
"2010-09-07",82.419998,82.419998,81.529999,81.589996,333700,58.269188
"2010-09-08",81.709999,82.370003,81.059998,81.349998,482000,58.097782
"2010-09-09",82.540001,82.540001,79.730003,80.019997,621500,57.147942
"2010-09-10",80.300003,80.459999,79.739998,80.18,399800,57.262215
"2010-09-13",80.940002,81.550003,80.379997,81.029999,480300,57.869232
"2010-09-14",80.699997,81.470001,80.459999,80.910004,492200,57.783543
"2010-09-15",80.900002,82.629997,80.470001,82.480003,635500,58.904793
"2010-09-16",82.279999,82.559998,81.610001,82.300003,425400,58.776264
"2010-09-17",82.639999,82.639999,81.639999,82.169998,410700,58.683414
"2010-09-20",82.309998,83.629997,82.290001,83.32,552800,59.504723
"2010-09-21",82.730003,83.029999,81.82,81.879997,403600,58.950333
"2010-09-22",81.839996,82.099998,81.059998,81.239998,326800,58.489567
"2010-09-23",80.610001,80.860001,79,79.099998,459800,56.94883
"2010-09-24",80.199997,81.139999,79.849998,81.059998,700200,58.359966
"2010-09-27",80.809998,81.580002,79.860001,81.019997,542900,58.331161
"2010-09-28",80.879997,82.110001,79.860001,81.910004,624600,58.971958
"2010-09-29",81.660004,82.370003,81.279999,81.720001,638600,58.835159
"2010-09-30",82.379997,83.099998,81.470001,81.660004,731800,58.791962
"2010-10-01",82.510002,82.510002,81,81.900002,645800,58.964748
"2010-10-04",81.82,83.120003,81.580002,82.910004,491500,59.691902
"2010-10-05",83.339996,84.440002,82.599998,84.25,452100,60.656628
"2010-10-06",83.989998,84.099998,82.889999,83.150002,569200,59.86467
"2010-10-07",83.5,83.919998,82.650002,82.910004,355500,59.691902
"2010-10-08",82.830002,83.110001,82.290001,82.650002,299200,59.504692
"2010-10-11",82.650002,83.629997,81.690002,82.389999,648800,59.317493
"2010-10-12",82.25,82.559998,81.68,82.059998,521600,59.079933
"2010-10-13",82.690002,83.410004,82.230003,82.290001,720400,59.245533
"2010-10-14",82.290001,82.889999,81.449997,82.110001,467500,59.115929
"2010-10-15",82.779999,82.779999,81.919998,82.010002,394600,59.043926
"2010-10-18",82.150002,82.669998,82,82.669998,475900,59.519093
"2010-10-19",81.639999,83.160004,81.610001,82.139999,495400,59.13752
"2010-10-20",82.489998,84.230003,82.25,83.550003,572400,60.152683
"2010-10-21",83.779999,84.720001,83.489998,84.309998,542800,60.699821
"2010-10-22",84.550003,84.550003,83.529999,84.269997,864500,60.671047
"2010-10-25",84.699997,85,84,84.32,341700,60.707043
"2010-10-26",84.019997,84.019997,83.150002,83.269997,559800,59.951054
"2010-10-27",82.769997,83.220001,82.099998,82.400002,488800,59.324707
"2010-10-28",82.699997,83.129997,81.440002,81.779999,556200,58.878345
"2010-10-29",81.529999,82.690002,81.449997,81.980003,339700,59.022339
"2010-11-01",82.290001,83.629997,82.129997,82.989998,432000,59.749485
"2010-11-02",83.43,83.68,82.839996,82.989998,326200,59.749485
"2010-11-03",82.959999,83.309998,82.129997,82.449997,332200,59.360703
"2010-11-04",81.940002,82.110001,80.459999,82.110001,1199200,59.115929
"2010-11-05",82.110001,83.169998,81.989998,82.540001,597500,59.42551
"2010-11-08",81.949997,82.300003,81.419998,82.029999,503000,59.058331
"2010-11-09",82.339996,82.339996,78.889999,79.589996,819100,57.301613
"2010-11-10",79.580002,80.949997,79.5,80.709999,538600,58.107967
"2010-11-11",80.260002,80.93,79.910004,80.120003,348700,57.683201
"2010-11-12",79.669998,80.489998,79.459999,79.690002,493700,57.373627
"2010-11-15",79.800003,80.25,79.010002,79.059998,454100,56.920044
"2010-11-16",78.660004,78.699997,76.720001,77.239998,726600,55.609707
"2010-11-17",77.389999,77.93,77.019997,77.760002,391400,55.984119
"2010-11-18",78.279999,78.800003,77.870003,78.099998,474400,56.22887
"2010-11-19",77.790001,78.209999,77.059998,78.059998,409000,56.200092
"2010-11-22",77.709999,78.970001,77.68,78.860001,551000,56.776066
"2010-11-23",78.150002,78.349998,77.730003,77.959999,389500,56.128098
"2010-11-24",78.559998,79.370003,78.470001,79.339996,285500,57.121635
"2010-11-26",78.870003,79.370003,78.599998,78.900002,82800,56.804874
"2010-11-29",78.610001,78.830002,77.57,78.599998,351500,56.588879
"2010-11-30",77.989998,78,77.089996,77.389999,700100,55.717728
"2010-12-01",78,78.269997,76.589996,78.089996,593900,56.22168
"2010-12-02",78.050003,78.440002,77.730003,78.309998,617700,56.380089
"2010-12-03",78.029999,78.360001,77.440002,78.160004,496600,56.272079
"2010-12-06",78.099998,78.129997,77.169998,77.75,329500,55.976913
"2010-12-07",78,78.669998,77.410004,77.769997,603000,55.991276
"2010-12-08",77.790001,78.300003,76.410004,77.220001,712400,55.595322
"2010-12-09",77.449997,77.449997,76.370003,76.599998,396000,55.148941
"2010-12-10",76.599998,77.120003,76.599998,77,434400,55.436932
"2010-12-13",77.260002,77.260002,76.370003,76.5,386000,55.076954
"2010-12-14",76.550003,77.110001,75.519997,75.779999,475800,54.558571
"2010-12-15",75.529999,76.620003,74.839996,74.870003,558100,53.903408
"2010-12-16",75.089996,75.599998,74.660004,75.150002,520300,54.105007
"2010-12-17",75.470001,76.120003,74.93,75.650002,1248000,54.464985
"2010-12-20",75.980003,76.489998,75.610001,76.43,467100,55.026543
"2010-12-21",76.470001,77.290001,76.330002,77.139999,368600,55.537724
"2010-12-22",77.029999,78.150002,77.029999,77.349998,338400,55.688915
"2010-12-23",77.230003,77.75,76.650002,76.690002,306800,55.213734
"2010-12-27",76.489998,77.519997,76.269997,77.489998,264000,55.789734
"2010-12-28",77.5,77.989998,77,77.970001,344300,56.135296
"2010-12-29",78,78.449997,77.470001,78.309998,334800,56.380089
"2010-12-30",77.910004,78.480003,77.68,78.269997,277300,56.837559
"2010-12-31",78.139999,78.769997,77.919998,77.93,348800,56.590672
"2011-01-03",78.480003,80.059998,78.480003,80.010002,663800,58.101101
"2011-01-04",79.940002,80,78.129997,78.389999,818800,56.924709
"2011-01-05",78.150002,78.830002,77.309998,77.580002,553500,56.336525
"2011-01-06",77.760002,78.110001,77.169998,77.209999,331900,56.067822
"2011-01-07",77.230003,77.599998,76.660004,77.360001,307600,56.176739
"2011-01-10",76.889999,77.370003,76.559998,77.150002,651400,56.024254
"2011-01-11",77.529999,77.550003,76.059998,76.32,336400,55.421528
"2011-01-12",76.669998,76.989998,75.43,76.139999,394000,55.290802
"2011-01-13",76.230003,76.550003,75.82,76.230003,303900,55.356182
"2011-01-14",75.989998,76.900002,75.809998,76.870003,291500,55.820919
"2011-01-18",76.910004,77.489998,76.190002,77.470001,587400,56.256645
"2011-01-19",77.089996,77.279999,76.470001,76.769997,344700,55.748306
"2011-01-20",76.529999,77.519997,76.43,77.169998,312400,56.038769
"2011-01-21",77.410004,77.629997,76.919998,77.519997,280000,56.292942
"2011-01-24",77.699997,77.949997,77.230003,77.769997,229300,56.474483
"2011-01-25",77.610001,79.290001,77.220001,79.230003,445700,57.534687
"2011-01-26",79.389999,79.5,78.68,79.410004,314000,57.665398
"2011-01-27",79.510002,80.599998,79.309998,80.5,339300,58.456917
"2011-01-28",80.339996,80.610001,78.830002,79.25,333200,57.549213
"2011-01-31",79.669998,81.07,79.370003,80.43,403300,58.406082
"2011-02-01",80.839996,80.889999,79.230003,79.809998,403600,57.955883
"2011-02-02",79.75,80.809998,79.639999,80.360001,351300,58.35527
"2011-02-03",80.110001,80.790001,79.959999,80.239998,210900,58.268124
"2011-02-04",80.349998,80.540001,79.160004,79.269997,334900,57.563725
"2011-02-07",79.650002,80.5,79.379997,80.330002,255900,58.333492
"2011-02-08",80.209999,80.690002,80.129997,80.309998,511200,58.318966
"2011-02-09",80.040001,81.559998,80,81.440002,477700,59.139534
"2011-02-10",81.269997,81.980003,80.970001,81.980003,319200,59.53167
"2011-02-11",81.879997,82.339996,81.059998,82.190002,255600,59.684166
"2011-02-14",82.339996,82.389999,81.559998,82.120003,106600,59.633316
"2011-02-15",81.75,82.290001,81.330002,82.010002,368700,59.553474
"2011-02-16",82.330002,83.330002,81.550003,81.93,381400,59.495365
"2011-02-17",81.610001,82,81.190002,81.559998,406400,59.226688
"2011-02-18",81.760002,81.93,81.309998,81.589996,465400,59.248451
"2011-02-22",81.25,81.860001,81.129997,81.510002,436800,59.190376
"2011-02-23",81.360001,81.769997,81.360001,81.669998,512600,59.306553
"2011-02-24",81.5,81.860001,81.230003,81.510002,535700,59.190376
"2011-02-25",82.110001,83.07,81.870003,83.029999,537600,60.294163
"2011-02-28",83.110001,84.400002,83.089996,84.18,553800,61.129227
"2011-03-01",84.080002,84.330002,82.059998,82.169998,492700,59.669651
"2011-03-02",81.419998,81.75,80.760002,80.830002,586700,58.696564
"2011-03-03",81.489998,82.449997,81.459999,82.449997,379000,59.872959
"2011-03-04",82.389999,82.540001,81.639999,81.910004,340400,59.480839
"2011-03-07",82.209999,82.690002,81.459999,81.709999,419500,59.335598
"2011-03-08",81.720001,82.959999,81.720001,82.68,290700,60.039993
"2011-03-09",82.599998,83.440002,82.199997,82.900002,321900,60.199745
"2011-03-10",82.400002,82.949997,81.989998,82.239998,728700,59.720501
"2011-03-11",82.099998,82.620003,81.800003,82.360001,714900,59.807621
"2011-03-14",81.889999,82.309998,81.449997,81.459999,477100,59.154049
"2011-03-15",79.860001,81.169998,79.129997,80.5,445100,58.941723
"2011-03-16",80.529999,81.010002,79.470001,79.690002,424000,58.348652
"2011-03-17",80.620003,80.639999,79.830002,80.459999,391200,58.91243
"2011-03-18",81.129997,81.339996,80.519997,81.25,807500,59.490856
"2011-03-21",81.599998,82.120003,81.580002,81.739998,416000,59.849648
"2011-03-22",81.910004,82.040001,80.830002,80.989998,223600,59.30048
"2011-03-23",81.089996,81.089996,79.519997,79.839996,329000,58.458458
"2011-03-24",80.150002,80.629997,79.470001,80.400002,312400,58.8685
"2011-03-25",80.480003,81.75,80.279999,80.989998,191600,59.30048
"2011-03-28",81.199997,81.419998,80.470001,80.580002,237100,59.000301
"2011-03-29",80.480003,81.029999,79.739998,80.849998,295200,59.198006
"2011-03-30",80.970001,81.169998,80.589996,81.110001,495800,59.388359
"2011-03-31",81,82.050003,80.919998,81.559998,432200,59.717857
"2011-04-01",81.910004,82.230003,81.25,81.589996,339400,59.739811
"2011-04-04",81.690002,82.300003,81.32,81.849998,210900,59.930191
"2011-04-05",81.550003,82.120003,81.25,81.529999,299300,59.695877
"2011-04-06",81.800003,81.910004,81.169998,81.330002,343500,59.549435
"2011-04-07",81.110001,81.360001,79.769997,80.209999,550400,58.729374
"2011-04-08",80.5,80.830002,79.739998,80.720001,535700,59.102802
"2011-04-11",80.650002,81.75,80.519997,81.449997,403200,59.637321
"2011-04-12",81.099998,81.699997,80.970001,81.360001,526800,59.571407
"2011-04-13",81.610001,81.75,80.889999,81.099998,316600,59.381031
"2011-04-14",80.669998,82.809998,80.660004,82.669998,392100,60.530602
"2011-04-15",82.620003,83.650002,82.459999,83.639999,447100,61.240826
"2011-04-18",82.910004,83.220001,82.610001,83.150002,805200,60.88203
"2011-04-19",83.279999,83.970001,83.209999,83.589996,486800,61.204193
"2011-04-20",83.980003,84.790001,83.379997,84.709999,438400,62.024258
"2011-04-21",84.709999,85.959999,83.93,85.32,664900,62.470894
"2011-04-25",85.230003,86.379997,84.849998,85.699997,431900,62.749126
"2011-04-26",85.809998,86.400002,85.459999,85.949997,401800,62.932171
"2011-04-27",85.940002,86.209999,85.330002,86.209999,596500,63.122555
"2011-04-28",86.110001,88.300003,85.730003,88.120003,692000,64.521042
"2011-04-29",87.949997,88.199997,86.760002,87.559998,411000,64.111031
"2011-05-02",87.559998,88,86.720001,87.669998,323200,64.191566
"2011-05-03",87.839996,88.139999,86.410004,87.580002,369000,64.125671
"2011-05-04",87.580002,87.809998,87.010002,87.57,403300,64.118362
"2011-05-05",87.360001,87.879997,86.620003,87.410004,427700,64.001183
"2011-05-06",88.43,88.75,87.010002,87.989998,782900,64.42585
"2011-05-09",87.720001,87.959999,86.93,87.07,585300,63.752274
"2011-05-10",87.07,87.260002,86.779999,87.209999,788400,63.854771
"2011-05-11",87.010002,87.389999,85.790001,86.029999,821000,62.990753
"2011-05-12",86.010002,86.43,85.470001,85.610001,546000,62.683254
"2011-05-13",85.730003,85.970001,84.93,85.269997,410100,62.434288
"2011-05-16",84.879997,86.029999,84.879997,85.699997,480800,62.749126
"2011-05-17",85.480003,86.040001,85.040001,85.529999,317100,62.624676
"2011-05-18",85.510002,86.449997,85.190002,86.220001,398400,63.129852
"2011-05-19",86.260002,86.620003,85.790001,86.239998,494900,63.144535
"2011-05-20",85.959999,86.120003,84.620003,84.910004,524000,62.170696
"2011-05-23",84.199997,85.169998,84.040001,84.699997,386000,62.016941
"2011-05-24",84.779999,85.029999,84.150002,84.690002,271400,62.009617
"2011-05-25",84.489998,85.550003,83.879997,85.099998,362500,62.309811
"2011-05-26",84.839996,85.370003,84.629997,85.260002,473900,62.426952
"2011-05-27",85.559998,85.660004,84.910004,85.209999,412100,62.390373
"2011-05-31",86.040001,87.980003,85.699997,87.599998,1342300,64.140327
"2011-06-01",87.650002,87.82,85.209999,85.330002,570100,62.478226
"2011-06-02",85.449997,85.889999,84.800003,84.900002,435800,62.163372
"2011-06-03",84.529999,85.449997,83.650002,84.870003,524100,62.141415
"2011-06-06",84.730003,85.099998,84.110001,84.18,423500,61.636192
"2011-06-07",84.400002,85.080002,83.839996,84.709999,505700,62.024258
"2011-06-08",84.330002,84.879997,83.720001,84.279999,377500,61.709419
"2011-06-09",84.379997,84.379997,83.269997,83.480003,609100,61.123669
"2011-06-10",83.080002,83.260002,81.550003,81.690002,497600,59.813011
"2011-06-13",81.769997,82.959999,81.709999,82.419998,572200,60.347549
"2011-06-14",83.529999,83.660004,82.730003,83.339996,542900,61.021152
"2011-06-15",82.629997,82.82,81.760002,82.330002,546700,60.281643
"2011-06-16",82.459999,84.43,82.239998,84.150002,684500,61.614243
"2011-06-17",84.709999,85.339996,84.010002,85.050003,954400,62.273212
"2011-06-20",84.940002,86.32,84.800003,86.139999,484300,63.071301
"2011-06-21",86.099998,86.57,85.32,86.400002,660400,63.757599
"2011-06-22",86.300003,87,86.050003,86.120003,723900,63.550972
"2011-06-23",85.459999,85.459999,83.620003,84.209999,617300,62.141521
"2011-06-24",84.199997,84.650002,83.419998,83.809998,557900,61.846336
"2011-06-27",83.989998,84.43,83.730003,84.129997,331600,62.082489
"2011-06-28",84.209999,84.720001,83.610001,84.720001,317200,62.51786
"2011-06-29",85.040001,86.050003,84.589996,85.900002,469400,63.388622
"2011-06-30",85.940002,85.980003,85.120003,85.18,678500,62.8573
"2011-07-01",85.379997,86.959999,85.309998,86.860001,498700,64.097023
"2011-07-05",86.209999,87.540001,86.160004,87.449997,505700,64.532387
"2011-07-06",87.169998,88.650002,87.029999,88.410004,341000,65.240822
"2011-07-07",88.870003,89.529999,88.459999,89.43,314800,65.993538
"2011-07-08",88.489998,89.379997,88,89.379997,336400,65.956642
"2011-07-11",88.279999,88.93,88,88.230003,438400,65.108009
"2011-07-12",87.93,89.690002,87.93,88.639999,497400,65.410553
"2011-07-13",89.089996,89.099998,88.089996,88.190002,637000,65.078491
"2011-07-14",88.279999,88.809998,87.059998,87.150002,597200,64.311035
"2011-07-15",87.580002,88.529999,86.830002,88.470001,346300,65.28511
"2011-07-18",88.279999,88.370003,87,88,326500,64.938301
"2011-07-19",88.43,89.080002,88.18,88.919998,358800,65.617195
"2011-07-20",89.18,89.599998,88.639999,89.309998,323300,65.904961
"2011-07-21",89.669998,90,89.419998,89.610001,438700,66.126343
"2011-07-22",89.580002,90.580002,89.290001,90.290001,404600,66.628174
