"dates","WLTW.Open","WLTW.High","WLTW.Low","WLTW.Close","WLTW.Volume","WLTW.Adjusted"
"2010-07-06",80.450333,81.006622,79.788078,80.874168,673309,63.980511
"2010-07-07",80.662254,81.986755,80.450333,81.854301,482143,64.75592
"2010-07-08",82.119202,82.437088,81.721855,82.304634,413136,65.112198
"2010-07-09",82.251656,84.079468,82.119202,83.44371,409059,66.013321
"2010-07-12",83.258278,83.655632,82.701988,83.44371,272744,66.013321
"2010-07-13",84.158943,85.165565,83.947021,85.033112,407209,67.270714
"2010-07-14",84.900665,84.927155,83.788078,84.635765,196375,66.956375
"2010-07-15",84.476822,84.635765,83.576157,84.238411,198414,66.642014
"2010-07-16",83.894043,84.132446,83.099335,83.099335,303472,65.740868
"2010-07-19",83.44371,83.947021,82.993378,83.788078,334729,66.285759
"2010-07-20",83.046356,84.344368,82.569534,84.238411,544430,66.642014
"2010-07-21",84.423843,84.5298,83.708611,84.105957,292336,66.537209
"2010-07-22",84.715233,85.192055,84.476822,85.033112,365420,67.270714
"2010-07-23",84.715233,85.35099,84.609268,85.006622,308795,67.249748
"2010-07-26",85.006622,85.112579,84.450333,84.900665,345752,67.165932
"2010-07-27",85.006622,85.536423,84.423843,84.900665,156247,67.165932
"2010-07-28",84.662254,84.794701,84.158943,84.662254,324763,66.977348
"2010-07-29",77.721855,83.337746,77.721855,80.052979,1219174,63.330864
"2010-07-30",79.708611,81.165565,79.311256,81.059601,288599,64.127213
"2010-08-02",82.119202,82.91391,81.112579,82.834435,517817,65.531303
"2010-08-03",82.887421,82.887421,81.854301,81.986755,229180,64.860687
"2010-08-04",81.986755,82.304634,80.980133,81.403976,298112,64.399651
"2010-08-05",81.430466,81.774834,80.847679,81.112579,204076,64.169121
"2010-08-06",80.768211,81.907288,80.2649,81.854301,209361,64.75592
"2010-08-09",81.960266,82.64901,81.35099,82.596024,257757,65.34269
"2010-08-10",81.774834,81.854301,80.874168,81.562912,218308,64.525414
"2010-08-11",80.635765,80.635765,79.602646,80,246583,63.288944
"2010-08-12",79.364235,79.682121,79.099335,79.337746,264854,62.765034
"2010-08-13",79.337746,79.549667,79.072845,79.258278,158097,62.702152
"2010-08-16",78.701988,79.496689,78.384109,79.337746,153529,62.765034
"2010-08-17",79.788078,80.370857,79.258278,80.238411,222159,63.477554
"2010-08-18",80.2649,81.006622,79.4702,80.794701,125519,63.917652
"2010-08-19",80.688744,80.794701,78.887421,79.523178,121177,62.911739
"2010-08-20",79.311256,79.417221,78.64901,79.284767,142204,62.723122
"2010-08-23",79.576157,79.841057,79.099335,79.205299,92374,62.660259
"2010-08-24",78.966888,78.966888,77.615891,77.668877,125443,61.444775
"2010-08-25",77.192055,77.721855,76.715233,77.430466,182106,61.256176
"2010-08-26",77.536423,78.172188,77.139076,77.165565,193544,61.046604
"2010-08-27",77.403976,78.119202,76.582779,77.854301,267798,61.591454
"2010-08-30",77.562912,78.225166,77.218544,77.35099,175990,61.193298
"2010-08-31",77.271523,78.278145,76.662254,76.927155,202302,60.857979
"2010-09-01",77.721855,79.019867,77.271523,78.993378,268100,62.492603
"2010-09-02",78.966888,80.105957,78.728477,79.973511,197055,63.268024
"2010-09-03",80.185432,80.741722,80.026489,80.741722,154926,63.875748
"2010-09-07",80.238411,81.033112,80.238411,80.715233,200037,63.854809
"2010-09-08",80.688744,81.324501,80.5298,80.847679,304076,63.959568
"2010-09-09",81.403976,81.403976,80.609268,81.271523,226047,64.294876
"2010-09-10",81.668877,82.172188,81.245033,82.092712,302604,64.944511
"2010-09-13",82.357613,83.17881,82.251656,82.807945,295469,65.510361
"2010-09-14",82.91391,82.966888,82.437088,82.728477,200264,65.447487
"2010-09-15",82.198677,82.91391,82.119202,82.64901,124726,65.384613
"2010-09-16",82.596024,82.860924,82.251656,82.62252,109890,65.363663
"2010-09-17",83.337746,83.337746,82.278145,82.463577,152208,65.23793
"2010-09-20",82.91391,82.91391,82.119202,82.754967,171536,65.46846
"2010-09-21",82.940399,82.993378,82.013245,82.145699,243903,64.986435
"2010-09-22",82.013245,82.278145,81.589401,82.119202,193318,64.965492
"2010-09-23",81.615891,82.172188,81.271523,81.298012,122989,64.315834
"2010-09-24",82.304634,82.91391,82.119202,82.516556,144809,65.279823
"2010-09-27",83.125832,83.125832,81.218544,81.801323,150736,64.713989
"2010-09-28",81.615891,81.695366,80.5298,81.536423,217742,65.052162
"2010-09-29",81.165565,81.536423,80.317879,80.768211,169007,64.439262
"2010-09-30",81.430466,82.278145,81.112579,81.642387,250962,65.136703
"2010-10-01",82.251656,82.516556,81.695366,82.172188,213363,65.55938
"2010-10-04",81.907288,82.357613,80.927155,81.668877,219931,65.157837
"2010-10-05",82.675499,82.675499,81.827812,82.516556,238051,65.834129
"2010-10-06",82.331123,82.91391,82.172188,82.64901,233333,65.939812
"2010-10-07",82.781456,83.17881,82.357613,82.357613,232880,65.707336
"2010-10-08",82.490067,82.807945,81.933777,82.728477,187768,66.003212
"2010-10-11",82.64901,83.4702,82.64901,83.099335,129520,66.299088
"2010-10-12",83.099335,83.496689,81.880798,82.754967,232125,66.024361
"2010-10-13",82.940399,83.125832,82.675499,82.754967,274405,66.024361
"2010-10-14",82.807945,83.099335,82.516556,82.91391,163571,66.151161
"2010-10-15",83.337746,83.4702,82.569534,82.834435,212721,66.087746
"2010-10-18",83.152321,83.576157,82.887421,83.576157,215364,66.67952
"2010-10-19",82.91391,84.211922,82.91391,83.17881,237447,66.362495
"2010-10-20",83.364235,84.2649,83.311256,84.238411,302717,67.20787
"2010-10-21",84.370857,84.55629,83.337746,83.973511,256738,66.996536
"2010-10-22",83.973511,84.2649,83.44371,83.894043,124273,66.933144
"2010-10-25",84.238411,84.5298,83.708611,84.238411,209739,67.20787
"2010-10-26",84.052979,84.211922,83.629143,83.973511,171234,66.996536
"2010-10-27",83.4702,84.927155,83.046356,84.927155,302906,67.757385
"2010-10-28",85.033112,85.748344,83.019867,84.105957,427330,67.102188
"2010-10-29",84.105957,84.82119,83.894043,84.238411,258776,67.20787
"2010-11-01",84.238411,84.768211,84.211922,84.370857,250056,67.313545
"2010-11-02",84.635765,84.874168,84.185432,84.2649,164137,67.228996
"2010-11-03",84.450333,84.794701,84.158943,84.423843,274367,67.355827
"2010-11-04",84.82119,86.437088,84.688744,86.145699,316005,68.729591
"2010-11-05",85.854301,87.708611,85.774834,86.569534,415703,69.067741
"2010-11-08",85.774834,86.384109,85.589401,86.066223,109626,68.666161
"2010-11-09",85.298012,86.966888,85.059601,86.225166,320724,68.792976
"2010-11-10",86.225166,87.17881,85.907288,87.072845,202755,69.469261
"2010-11-11",86.437088,86.675499,85.986755,86.410599,131483,68.940926
"2010-11-12",85.986755,87.920532,85.721855,87.417221,314608,69.744026
"2010-11-15",87.4702,88.5298,87.17881,88.105957,198301,70.293518
"2010-11-16",87.7351,87.761589,85.933777,86.701988,218950,69.173378
"2010-11-17",86.569534,87.682121,86.384109,87.496689,161910,69.807442
"2010-11-18",87.841057,88.662254,87.417221,87.629143,125481,69.913116
"2010-11-19",87.7351,87.7351,86.701988,87.417221,104228,69.744026
"2010-11-22",86.993378,87.337746,85.642387,86.569534,149943,69.067741
"2010-11-23",85.801323,86.092712,85.08609,85.271523,155870,68.032135
"2010-11-24",85.165565,86.410599,85.165565,85.933777,180671,68.560493
"2010-11-26",85.880798,86.490067,85.192055,86.039734,105322,68.64502
"2010-11-29",85.668877,85.748344,83.947021,85.218544,210343,67.989853
"2010-11-30",84.688744,84.768211,83.788078,84.317879,287655,67.271278
"2010-12-01",85.218544,86.198677,85.112579,86.066223,286220,68.666161
"2010-12-02",86.490067,87.205299,86.039734,86.807945,196979,69.257942
"2010-12-03",86.304634,86.91391,86.145699,86.807945,129935,69.257942
"2010-12-06",86.384109,86.887421,85.589401,86.887421,166930,69.321335
"2010-12-07",87.390732,87.814568,86.304634,87.788078,336164,70.039917
"2010-12-08",87.788078,88.609268,87.788078,88.158943,192714,70.335785
"2010-12-09",88.344368,88.450333,87.4702,88,204114,70.208992
"2010-12-10",88,91.072845,88,89.933777,369044,71.751816
"2010-12-13",90.728477,91.602646,89.721855,89.880798,307851,71.709557
"2010-12-14",89.668877,90.701988,89.589401,90.437088,194639,72.153358
"2010-12-15",90.304634,90.807945,89.986755,90.039734,174631,71.836342
"2010-12-16",90.119202,90.251656,89.245033,89.854301,140656,71.688393
"2010-12-17",90.039734,90.410599,89.668877,90.410599,169158,72.13224
"2010-12-20",90.357613,90.62252,89.880798,90.145699,189882,71.920883
"2010-12-21",90.013245,90.860924,90.013245,90.728477,185201,72.385857
"2010-12-22",90.62252,91.311256,90.543045,91.231789,168818,72.787422
"2010-12-23",90.754967,91.549667,90.754967,91.390732,185805,72.9142
"2010-12-27",90.91391,91.496689,90.91391,91.072845,90940,72.660622
"2010-12-28",91.072845,91.920532,90.543045,91.682121,121064,73.146667
"2010-12-29",90.966888,91.7351,90.940399,91.629143,104416,73.657745
"2010-12-30",91.44371,91.947021,91.390732,91.814568,112080,73.806824
"2010-12-31",91.576157,91.947021,91.152321,91.7351,138882,73.742935
"2011-01-03",92,93.271523,91.682121,93.139076,291505,74.871552
"2011-01-04",92.344368,92.582779,91.046356,91.576157,379085,73.615181
"2011-01-05",91.311256,92.847679,91.099335,92.847679,226953,74.637283
"2011-01-06",92.768211,93.456955,91.814568,93.112579,342090,74.850266
"2011-01-07",93.059601,93.536423,92.503311,92.953644,222687,74.722473
"2011-01-10",92.344368,93.483444,92.344368,93.192055,281653,74.914139
"2011-01-11",93.37748,93.721855,92.211922,92.768211,184295,74.573418
"2011-01-12",93.059601,93.986755,92.715233,93.139076,197281,74.871552
"2011-01-13",93.192055,93.509933,92.5298,92.688744,322800,74.509544
"2011-01-14",92.688744,94.278145,92.609268,94.066223,136844,75.616844
"2011-01-18",93.324501,94.807945,93.271523,94.172188,215250,75.702034
"2011-01-19",94.278145,94.701988,93.403976,93.907288,212570,75.48909
"2011-01-20",93.562912,94.251656,93.483444,93.907288,186334,75.48909
"2011-01-21",94.039734,94.304634,93.324501,93.324501,224235,75.020622
"2011-01-24",93.483444,95.072845,93.483444,95.046356,163646,76.404778
"2011-01-25",94.701988,97.456955,94.701988,96.847679,590108,77.85276
"2011-01-26",97.192055,99.523178,96.688744,98.887421,915135,79.492462
"2011-01-27",99.019867,100.582779,98.092712,100.55629,502830,80.834007
"2011-01-28",100.397354,100.794701,99.920532,100.238411,1027140,80.578491
"2011-01-31",99.655632,100.211922,98.013245,99.549667,713815,80.024818
"2011-02-01",99.417221,99.788078,98.940399,99.44371,476065,79.939636
"2011-02-02",98.860924,99.496689,97.960266,98.013245,467760,78.789742
"2011-02-03",98.013245,98.834435,98.013245,98.357613,332728,79.066582
"2011-02-04",98.675499,99.4702,98.410599,99.337746,653377,79.854477
"2011-02-07",99.072845,99.44371,98.596024,99.390732,308304,79.897057
"2011-02-08",99.152321,99.894043,99.019867,99.814568,219667,80.237778
"2011-02-09",99.152321,101.006622,99.152321,100.900665,316798,81.110855
"2011-02-10",97.695366,100.688744,96.662254,100.662254,997430,80.919189
"2011-02-11",100.079468,102.331123,100.079468,101.880798,476367,81.898758
"2011-02-14",101.933777,102.251656,101.721855,101.986755,200150,81.983925
"2011-02-15",101.165565,102.91391,100.715233,102.781456,433257,82.622757
"2011-02-16",103.311256,104.635765,103.099335,103.682121,391467,83.346771
"2011-02-17",103.682121,103.7351,103.099335,103.602646,213363,83.282867
"2011-02-18",103.523178,105.245033,103.311256,105.112579,244431,84.496666
"2011-02-22",103.788078,104.582779,102.940399,103.099335,303472,82.878281
"2011-02-23",104.397354,104.397354,101.112579,101.271523,445186,81.408943
"2011-02-24",101.615891,102.331123,100.927155,101.456955,415212,81.558029
"2011-02-25",102.066223,103.019867,101.933777,102.516556,515174,82.409813
"2011-02-28",102.807945,103.417221,102.516556,103.019867,273763,82.814415
"2011-03-01",103.390732,103.629143,101.589401,102.384109,388561,82.303329
"2011-03-02",102.172188,102.62252,101.430466,101.668877,314797,81.728394
"2011-03-03",102.543045,103.390732,102.119202,102.701988,248546,82.558899
"2011-03-04",102.569534,102.91391,100.900665,101.986755,227066,81.983925
"2011-03-07",101.774834,102.384109,100.503311,100.874168,249414,81.089546
"2011-03-08",100.927155,101.509933,100.635765,101.139076,286069,81.302505
"2011-03-09",100.662254,101.324501,100.503311,100.741722,292223,80.983078
"2011-03-10",100.185432,100.953644,99.788078,100.291389,445525,80.621071
"2011-03-11",99.867554,104.079468,99.602646,102.834435,655264,82.665337
"2011-03-14",102.225166,105.059601,102.198677,103.867554,916796,83.495834
"2011-03-15",102.675499,104.185432,102.384109,103.231789,1061417,82.984787
"2011-03-16",103.258278,103.947021,102.62252,102.993378,778858,82.793114
"2011-03-17",103.682121,103.894043,102.64901,103.311256,509474,83.048653
"2011-03-18",103.708611,104.317879,102.728477,102.91391,463230,82.729225
"2011-03-21",103.496689,104.662254,103.496689,104.211922,350546,83.772652
"2011-03-22",104.079468,104.609268,103.788078,104.317879,274329,83.857857
"2011-03-23",104.423843,105.430466,103.655632,105.324501,420497,84.667038
"2011-03-24",104.900665,105.165565,103.814568,104.397354,271649,83.921715
"2011-03-25",104.450333,106.145699,104.2649,105.35099,312079,84.688286
"2011-03-28",105.033112,105.456955,104.609268,104.874168,170819,84.305023
"2011-03-29",104.370857,104.662254,103.814568,104.476822,98905,84.54081
"2011-03-30",104.503311,106.225166,104.503311,105.907288,192298,85.698341
"2011-03-31",105.642387,106.91391,105.562912,106.91391,282030,86.512856
"2011-04-01",108.079468,108.741722,107.125832,107.655632,514268,87.113052
"2011-04-04",107.708611,107.841057,106.331123,106.675499,401433,86.319954
"2011-04-05",106.304634,107.708611,106.092712,107.44371,502226,86.941582
"2011-04-06",107.947021,108.185432,107.496689,107.973511,193997,87.37027
"2011-04-07",107.920532,108.847679,107.4702,108.423843,402113,87.734665
"2011-04-08",108.503311,108.609268,105.907288,106.64901,420761,86.298477
"2011-04-11",106.701988,107.4702,106.304634,106.781456,289165,86.40567
"2011-04-12",105.986755,106.675499,105.986755,106.543045,297243,86.212746
"2011-04-13",107.072845,107.205299,106.490067,106.754967,313438,86.384216
"2011-04-14",106.64901,107.523178,106.490067,106.887421,559304,86.491432
"2011-04-15",106.940399,107.046356,105.907288,106.490067,338617,86.169907
"2011-04-18",105.960266,106.463577,105.695366,106.331123,416194,86.041267
"2011-04-19",106.357613,106.966888,105.986755,106.331123,425895,86.041267
"2011-04-20",107.125832,107.814568,106.728477,106.887421,265345,86.491432
"2011-04-21",106.940399,107.602646,106.754967,107.284767,380784,86.812943
"2011-04-25",107.125832,107.390732,106.807945,107.152321,301547,86.70578
"2011-04-26",107.549667,109.006622,107.44371,108.503311,253755,87.79895
"2011-04-27",108.794701,108.82119,107.814568,108.2649,476820,87.606049
"2011-04-28",108.317879,110.410599,108.185432,110.145699,301094,89.127945
"2011-04-29",109.721855,110.066223,108.794701,109.456955,281615,88.570656
"2011-05-02",109.695366,110.728477,109.695366,109.960266,251566,88.977928
"2011-05-03",109.509933,110.807945,109.165565,110.754967,234654,89.620987
"2011-05-04",110.013245,110.91391,108.370857,108.450333,279992,87.756096
"2011-05-05",108,108,104.741722,106.728477,563154,86.362816
"2011-05-06",107.496689,108.317879,106.62252,107.761589,316194,87.198769
"2011-05-09",107.814568,107.867554,106.62252,106.754967,375046,86.384216
"2011-05-10",106.754967,108.105957,106.64901,107.523178,328953,87.005859
"2011-05-11",107.576157,109.218544,107.390732,108.026489,296488,87.413155
"2011-05-12",107.920532,108.344368,106.807945,108.238411,226877,87.584618
"2011-05-13",108.476822,109.245033,107.046356,108.132446,399017,87.498886
"2011-05-16",107.973511,108.423843,106.887421,107.046356,269308,86.620018
"2011-05-17",106.64901,106.64901,105.509933,106.039734,408304,85.805481
"2011-05-18",106.410599,106.781456,106.039734,106.675499,361607,86.319954
"2011-05-19",106.993378,107.17881,106.119202,106.304634,337070,86.019859
"2011-05-20",106.092712,106.62252,105.536423,105.615891,401396,85.46254
"2011-05-23",105.033112,105.245033,103.4702,104.688744,420308,84.712273
"2011-05-24",104.900665,104.927155,104.609268,104.768211,335333,84.776596
"2011-05-25",104.847679,106.728477,104.635765,106.64901,410720,86.298477
"2011-05-26",106.066223,108,106.066223,107.841057,426046,87.2631
"2011-05-27",107.841057,109.35099,107.152321,108.741722,425707,87.991898
"2011-05-31",109.298012,109.960266,108.715233,109.933777,619779,88.95649
"2011-06-01",109.960266,111.231789,109.509933,110.092712,666778,89.085098
"2011-06-02",109.933777,111.44371,109.37748,111.364235,484144,90.114006
"2011-06-03",110.384109,112.132446,110.198677,111.814568,398602,90.478401
"2011-06-06",111.496689,111.920532,110.516556,111.17881,356473,89.963913
"2011-06-07",111.311256,112.370857,110.993378,111.258278,195620,90.028267
"2011-06-08",110.807945,111.258278,109.960266,110.251656,373687,89.213715
"2011-06-09",110.728477,111.205299,110.278145,110.781456,322121,89.642395
"2011-06-10",110.331123,110.410599,108.026489,108.874168,455378,88.099068
"2011-06-13",108.768211,110.039734,108.317879,108.794701,308040,88.034744
"2011-06-14",109.483444,110.834435,109.245033,109.960266,334691,88.977928
"2011-06-15",109.006622,109.536423,107.523178,108.052979,238957,87.43457
"2011-06-16",107.602646,108.874168,107.099335,107.258278,330312,86.791512
"2011-06-17",107.947021,108.132446,105.721855,106.331123,399546,86.041267
"2011-06-20",105.854301,106.887421,105.403976,105.721855,305322,85.548286
"2011-06-21",105.748344,107.152321,105.562912,107.019867,271460,86.59861
"2011-06-22",107.019867,107.019867,105.748344,105.827812,286334,85.63401
"2011-06-23",105.033112,105.483444,104,105.430466,621554,85.312477
"2011-06-24",105.165565,105.589401,104.211922,105.456955,213174,85.333916
"2011-06-27",105.298012,105.880798,104.768211,105.324501,163646,85.226746
"2011-06-28",104.768211,105.483444,104.768211,105.271523,219252,85.744591
"2011-06-29",105.721855,107.788078,105.642387,107.390732,301358,87.470673
"2011-06-30",107.311256,109.112579,107.311256,108.900665,308908,88.700562
"2011-07-01",108.2649,109.960266,108.105957,109.218544,295809,88.959457
"2011-07-05",108.927155,109.509933,108.609268,109.059601,235409,88.829987
"2011-07-06",108.768211,109.960266,108.132446,109.801323,273914,89.434135
"2011-07-07",110.304634,111.814568,110.145699,110.754967,348848,90.210876
"2011-07-08",109.668877,110.966888,109.112579,110.331123,342204,89.865623
"2011-07-11",109.403976,109.827812,108.582779,109.192055,257568,88.937889
"2011-07-12",109.006622,110.198677,109.006622,109.642387,223065,89.304657
"2011-07-13",109.774834,110.91391,108.105957,108.503311,422196,88.376869
"2011-07-14",108.980133,108.980133,107.019867,107.125832,109475,87.254913
"2011-07-15",107.417221,107.814568,105.642387,106.278145,170101,86.564468
"2011-07-18",105.854301,105.933777,104.185432,104.741722,143186,85.313026
"2011-07-19",104.55629,104.980133,103.046356,104.397354,424612,85.032539
"2011-07-20",104.688744,104.688744,103.099335,103.496689,306152,84.29895
"2011-07-21",103.947021,105.403976,103.947021,104.953644,200452,85.485649
"2011-07-22",104.847679,105.907288,104.370857,105.880798,217364,86.240807
"2011-07-25",105.033112,105.774834,104.503311,105.033112,204001,85.550392
"2011-07-26",105.033112,106.569534,104.741722,106.172188,186976,86.47818
"2011-07-27",106.039734,108.715233,105.774834,107.682121,493845,87.708038
"2011-07-28",107.417221,108.026489,106.940399,107.125832,218082,87.254913
"2011-07-29",106.543045,108.450333,105.589401,108.450333,396413,88.333733
"2011-08-01",108.82119,109.37748,106.198677,106.781456,380482,86.974411
"2011-08-02",106.437088,107.337746,105.430466,105.589401,319856,86.003487
"2011-08-03",105.456955,106.490067,104.55629,106.066223,495431,86.391853
"2011-08-04",105.033112,105.827812,100.158943,100.317879,751602,81.709793
"2011-08-05",101.218544,101.245033,96.317879,98.437088,580897,80.177864
"2011-08-08",96.344368,97.37748,89.37748,89.562912,781991,72.94976
"2011-08-09",90.278145,94.966888,89.403976,94.834435,866702,77.243469
"2011-08-10",93.562912,95.046356,91.788078,91.841057,1044354,74.805336
"2011-08-11",91.390732,97.589401,91.019867,96.794701,675763,78.840126
"2011-08-12",97.006622,98.225166,95.814568,96.476822,241449,78.581192
"2011-08-15",97.430466,99.205299,96.794701,99.125832,216156,80.738869
"2011-08-16",98.675499,99.337746,97.37748,99.019867,524649,80.652542
"2011-08-17",99.417221,100.317879,98.225166,99.019867,255454,80.652542
"2011-08-18",96.609268,96.635765,94.251656,95.390732,433068,77.696579
"2011-08-19",93.721855,96.715233,93.721855,95.125832,313740,77.48082
"2011-08-22",97.033112,97.218544,94.251656,94.701988,323291,77.13559
"2011-08-23",95.205299,96.609268,94.675499,96.609268,464136,78.689102
"2011-08-24",96.5298,98.013245,95.7351,97.960266,887351,79.789497
"2011-08-25",98.516556,99.841057,97.589401,98.781456,978329,80.458374
"2011-08-26",98.437088,101.986755,98.039734,101.059601,651867,82.313911
"2011-08-29",101.960266,102.701988,100.900665,102.066223,481237,83.133835
"2011-08-30",101.880798,102.304634,100.397354,101.456955,209814,82.637573
"2011-08-31",102.198677,103.708611,101.748344,103.655632,475310,84.428421
"2011-09-01",103.549667,104.847679,101.774834,102.304634,593052,83.328003
"2011-09-02",100.291389,101.589401,99.7351,99.867554,213778,81.342979
"2011-09-06",96.927155,98.675499,96.715233,98.516556,237863,80.242569
"2011-09-07",99.602646,100.609268,99.17881,100.423843,181842,81.796082
"2011-09-08",100.238411,100.635765,99.17881,99.231789,206190,80.82515
"2011-09-09",98.781456,98.860924,95.576157,96.55629,354963,78.64592
"2011-09-12",94.092712,95.523178,93.033112,95.125832,411060,77.48082
"2011-09-13",95.125832,95.7351,94.172188,94.516556,329708,76.984558
"2011-09-14",95.099335,95.337746,93.139076,94.092712,443638,76.639336
"2011-09-15",95.364235,95.417221,93.854301,94.807945,376216,77.221886
"2011-09-16",95.231789,96.079468,93.430466,96.052979,307813,78.236
"2011-09-19",94.754967,95.867554,94.304634,95.337746,215439,77.653435
"2011-09-20",95.841057,96.5298,94.039734,94.092712,121932,76.639336
"2011-09-21",93.774834,94.357613,90.887421,90.887421,324159,74.028557
"2011-09-22",89.165565,90.357613,88.344368,89.271523,373196,72.71241
"2011-09-23",89.298012,89.986755,88.132446,88.609268,332879,72.173027
"2011-09-26",89.430466,90.596024,87.708611,90.490067,231521,73.704941
"2011-09-27",92.052979,93.721855,91.125832,92.5298,336013,75.366295
"2011-09-28",92.476822,92.476822,89.324501,89.403976,318950,73.366425
"2011-09-29",90.807945,92.026489,90.463577,91.788078,273499,75.322838
"2011-09-30",90.357613,91.761589,90.145699,91.046356,331105,74.714188
"2011-10-03",90.701988,92.476822,89.08609,89.08609,420044,73.105553
"2011-10-04",88.450333,91.867554,87.523178,91.788078,376820,75.322838
"2011-10-05",91.602646,92.900665,90.357613,92.662254,243450,76.040237
"2011-10-06",92.211922,93.854301,91.629143,93.801323,226575,76.974968
"2011-10-07",94.039734,94.516556,91.708611,92.344368,262023,75.779373
"2011-10-10",93.907288,96.291389,93.907288,96.238411,279690,78.974884
"2011-10-11",92.662254,94.64901,92.662254,93.562912,539636,76.779297
"2011-10-12",94.013245,95.4702,93.509933,95.072845,453642,78.018372
"2011-10-13",94.569534,97.986755,94.384109,96.55629,727065,79.235725
"2011-10-14",97.668877,97.668877,95.337746,95.973511,162514,78.757492
"2011-10-17",95.814568,95.814568,94.278145,94.437088,377387,77.496704
"2011-10-18",93.880798,97.37748,93.801323,96.5298,381086,79.214005
"2011-10-19",96.635765,98.993378,96.158943,98.543045,430123,80.866096
"2011-10-20",98.304634,100.55629,98.145699,100.423843,671346,82.4095
"2011-10-21",101.35099,104.238411,100.662254,104.079468,946279,85.409378
"2011-10-24",105.298012,107.814568,105.08609,107.7351,918344,88.409256
"2011-10-25",100.2649,100.2649,94.039734,98.225166,1169268,80.605225
"2011-10-26",98.807945,98.807945,97.536423,98.039734,637597,80.453064
"2011-10-27",101.403976,101.403976,98.145699,98.304634,627782,80.670464
"2011-10-28",97.006622,97.37748,96.370857,96.55629,552584,79.235725
"2011-10-31",95.629143,97.562912,95.496689,96.185432,485352,78.931381
"2011-11-01",93.536423,96.158943,92.635765,95.496689,414419,78.366211
"2011-11-02",93.907288,97.059601,93.562912,96.768211,463910,79.409645
"2011-11-03",97.589401,97.589401,94.966888,96.079468,547526,78.844437
"2011-11-04",95.708611,96.132446,94.701988,95.682121,277840,78.518356
"2011-11-07",94.860924,95.655632,94.437088,95.629143,257946,78.474876
"2011-11-08",96.026489,97.615891,94.596024,97.324501,346281,79.866119
"2011-11-09",94.410599,96.2649,94.410599,95.788078,306077,78.605301
"2011-11-10",96,96.953644,95.576157,96.741722,229105,79.387894
"2011-11-11",97.774834,98.64901,97.298012,98.198677,108116,80.583511
"2011-11-14",97.536423,97.615891,96.344368,97.430466,260815,79.953064
"2011-11-15",97.006622,97.006622,95.496689,95.602646,430614,78.453163
"2011-11-16",95.231789,95.894043,94.701988,95.337746,278255,78.235786
"2011-11-17",95.152321,95.576157,93.774834,94.278145,450659,77.366257
"2011-11-18",94.807945,95.231789,92.688744,92.900665,358889,76.235855
"2011-11-21",91.814568,92.980133,90.754967,92.688744,316571,76.061951
"2011-11-22",92.927155,93.006622,90.940399,90.940399,206983,74.627235
"2011-11-23",90.225166,91.284767,89.801323,90.754967,332200,74.475082
"2011-11-25",90.728477,91.894043,90.543045,91.7351,116874,75.279373
"2011-11-28",91.44371,93.271523,91.44371,92.715233,471724,76.083694
"2011-11-29",92.794701,92.847679,91.4702,91.496689,407171,75.08374
