"dates","WLTW.Open","WLTW.High","WLTW.Low","WLTW.Close","WLTW.Volume","WLTW.Adjusted"
"2010-04-15",85.589401,86.278145,85.483444,85.774834,110683,67.290009
"2010-04-16",85.536423,86.198677,85.298012,85.695366,202982,67.227669
"2010-04-19",85.192055,85.748344,84.291389,84.874168,152170,66.583427
"2010-04-20",84.953644,87.417221,84.715233,87.417221,317591,68.578453
"2010-04-21",87.417221,88.980133,86.91391,88.450333,350471,69.388924
"2010-04-22",87.682121,88.344368,87.205299,88.026489,397205,69.056435
"2010-04-23",88.211922,88.927155,87.761589,88.582779,291996,69.492836
"2010-04-26",88.476822,89.139076,88.079468,88.291389,170592,69.264244
"2010-04-27",88.2649,88.741722,87.4702,87.4702,424838,68.620041
"2010-04-28",87.814568,88.079468,86.781456,87.947021,417741,68.994102
"2010-04-29",90.437088,92.662254,90.357613,92.291389,763796,72.402214
"2010-04-30",92.423843,92.423843,90.463577,91.258278,581274,71.591774
"2010-05-03",91.258278,92.503311,91.072845,92.317879,201207,72.422989
"2010-05-04",91.841057,91.841057,88.927155,89.721855,273046,70.386421
"2010-05-05",89.245033,89.271523,87.549667,87.7351,300301,68.827843
"2010-05-06",87.576157,88.344368,83.44371,86.304634,469383,67.705643
"2010-05-07",86.701988,86.940399,83.973511,84.2649,512871,66.105484
"2010-05-10",86.91391,87.44371,85.721855,87.284767,356662,68.474556
"2010-05-11",86.039734,87.894043,85.774834,87.152321,277651,68.370644
"2010-05-12",87.390732,87.947021,86.543045,87.682121,312494,68.786255
"2010-05-13",87.708611,88.079468,87.152321,87.205299,176104,68.412209
"2010-05-14",86.516556,87.17881,84.582779,85.139076,354699,66.79126
"2010-05-17",85.403976,85.642387,83.337746,84.847679,440769,66.56266
"2010-05-18",85.483444,85.721855,81.854301,82.066223,545072,64.38063
"2010-05-19",81.695366,83.099335,81.430466,82.966888,484710,65.087173
"2010-05-20",81.35099,82.119202,79.920532,80.132446,422045,62.863598
"2010-05-21",78.834435,80.980133,78.834435,80.980133,321970,63.528572
"2010-05-24",80.582779,80.980133,79.629143,79.761589,119101,62.572647
"2010-05-25",78.516556,78.62252,76.662254,78.62252,791013,61.679028
"2010-05-26",79.125832,79.947021,78.701988,78.91391,316534,61.907642
"2010-05-27",80.2649,81.589401,79.523178,81.456955,247489,63.902641
"2010-05-28",81.562912,81.721855,80.794701,81.112579,277878,63.632507
"2010-06-01",80.741722,81.562912,80.238411,80.662254,242317,63.279198
"2010-06-02",81.059601,81.059601,79.364235,80.397354,771685,63.071392
"2010-06-03",82.225166,83.046356,81.271523,83.019867,612003,65.128746
"2010-06-04",81.298012,81.801323,80.635765,81.112579,384635,63.632507
"2010-06-07",81.139076,82.039734,80.344368,80.582779,460512,63.216866
"2010-06-08",80.582779,81.774834,79.894043,81.642387,461607,64.048103
"2010-06-09",82.172188,83.284767,81.615891,81.933777,367345,64.276711
"2010-06-10",85.35099,85.37748,83.17881,84.185432,395016,66.043137
"2010-06-11",83.231789,84.5298,83.231789,84.079468,442732,65.960014
"2010-06-14",84.132446,84.132446,81.801323,83.125832,717250,65.211868
"2010-06-15",83.44371,84.238411,83.44371,84.238411,350207,66.084694
"2010-06-16",83.973511,85.774834,83.920532,85.430466,394148,67.019882
"2010-06-17",85.562912,85.615891,84.635765,85.08609,323064,66.749702
"2010-06-18",85.192055,85.430466,84.635765,85.245033,249074,66.874382
"2010-06-21",86.357613,86.701988,85.245033,85.748344,318346,67.269234
"2010-06-22",86.013245,86.013245,84.82119,85.033112,142355,66.708122
"2010-06-23",84.794701,85.139076,83.390732,83.576157,260966,65.565178
"2010-06-24",83.258278,83.761589,82.516556,82.91391,556661,65.045639
"2010-06-25",82.543045,83.072845,82.304634,82.357613,479274,64.60923
"2010-06-28",82.490067,82.490067,81.298012,82.172188,623668,65.007401
"2010-06-29",81.165565,82.066223,80,80.291389,511626,63.519489
"2010-06-30",80.476822,80.980133,79.417221,79.602646,180860,62.974598
"2010-07-01",79.496689,79.973511,78.225166,79.894043,262136,63.205143
"2010-07-02",79.814568,80.344368,79.417221,80.079468,354208,63.351837
