"dates","TDG.Open","TDG.High","TDG.Low","TDG.Close","TDG.Volume","TDG.Adjusted"
"2011-08-01",90.809998,91.339996,87.900002,89.050003,290600,46.002666
"2011-08-02",88.760002,89.720001,86.639999,86.730003,204800,44.804176
"2011-08-03",86.720001,88.919998,85.75,88.620003,399900,45.780533
"2011-08-04",87.360001,87.57,80.699997,81.050003,456200,41.869919
"2011-08-05",81.989998,82.300003,78.440002,81.849998,586400,42.283195
"2011-08-08",79.57,80.400002,73.760002,73.830002,769900,38.14011
"2011-08-09",76.029999,84.870003,75.120003,84.870003,1391900,43.843307
"2011-08-10",83.900002,84.080002,78.660004,78.970001,581900,40.795399
"2011-08-11",79.239998,87.639999,79.010002,86.839996,678900,44.860992
"2011-08-12",87.690002,88.07,85.57,87.720001,317200,45.315601
"2011-08-15",88.879997,89.209999,87.339996,89.040001,277000,45.997505
"2011-08-16",88.279999,90.779999,87.720001,89.790001,806400,46.384953
"2011-08-17",90.43,91.230003,90.110001,91.230003,686800,47.128841
"2011-08-18",90.5,90.610001,84.809998,85.629997,515700,44.23592
"2011-08-19",85.029999,87.980003,84.199997,84.779999,632300,43.796814
"2011-08-22",87.010002,87.800003,85.489998,85.830002,503000,44.339237
"2011-08-23",86.290001,87.029999,85.160004,86.900002,819700,44.891994
"2011-08-24",86.959999,87.239998,85.150002,86.919998,851200,44.902321
"2011-08-25",87.419998,87.889999,85.669998,85.949997,450000,44.40123
"2011-08-26",85.169998,88,83.989998,87.800003,363100,45.356926
"2011-08-29",89.589996,91.379997,88.800003,91.370003,530300,47.201168
"2011-08-30",91.230003,91.459999,89.849998,89.900002,632300,46.441772
"2011-08-31",90.559998,91.970001,90.489998,91.860001,520800,47.454296
"2011-09-01",92.449997,93.120003,90.760002,91.040001,409200,47.030689
"2011-09-02",90.010002,91.089996,88.970001,89.410004,434800,46.188648
"2011-09-06",86.459999,88.169998,85.57,88.080002,363000,45.501572
"2011-09-07",89.760002,91.519997,89.68,90.940002,328200,46.979031
"2011-09-08",89.93,91.169998,89.129997,89.389999,284700,46.17831
"2011-09-09",88.07,89.410004,86.150002,86.650002,347700,44.76284
"2011-09-12",85.059998,85.769997,83.970001,85.650002,470400,44.246246
"2011-09-13",86.019997,88.019997,85.110001,87.620003,361500,45.263939
"2011-09-14",87.959999,90.589996,86.629997,89.589996,308900,46.281628
"2011-09-15",89.949997,90.75,88.650002,89.449997,368200,46.209301
"2011-09-16",90.050003,92.589996,89.949997,92.370003,595900,47.717762
"2011-09-19",90.5,93.290001,89.860001,92.120003,647600,47.588619
"2011-09-20",92.5,92.980003,90.190002,90.190002,308400,46.591587
"2011-09-21",89.830002,90.400002,86.18,86.18,225200,44.520046
"2011-09-22",81.82,84.559998,81.800003,82.470001,524600,42.603481
"2011-09-23",82.110001,85.400002,81.669998,84.93,355800,43.874306
"2011-09-26",85.760002,86,84.230003,85.239998,457400,44.034443
"2011-09-27",87.300003,88.32,86.150002,86.599998,272300,44.737015
"2011-09-28",86.370003,86.800003,82.389999,82.940002,458800,42.846279
"2011-09-29",84.629997,84.800003,79.650002,81.690002,529100,42.200542
"2011-09-30",80.650002,82.209999,79.970001,81.669998,685700,42.190205
"2011-10-03",80.860001,82.349998,76.93,77.379997,871000,39.974018
"2011-10-04",76.230003,77.739998,74.300003,77.739998,1200000,40.159988
"2011-10-05",78.400002,80.57,76.989998,80.150002,368600,41.404984
"2011-10-06",79.809998,81.989998,79.440002,81.910004,285000,42.314194
"2011-10-07",82.550003,84.279999,81.110001,82.809998,441600,42.779121
"2011-10-10",83.870003,85.209999,83.559998,84.75,205100,43.781315
"2011-10-11",83.550003,85.800003,83.550003,85.510002,208700,44.173927
"2011-10-12",85.739998,86.389999,85.360001,85.93,288100,44.3909
"2011-10-13",85.239998,86.379997,85.059998,86.25,254800,44.556206
"2011-10-14",87.769997,87.900002,86.5,87.209999,171200,45.052132
"2011-10-17",86.709999,87.919998,86.550003,87.260002,435600,45.077969
"2011-10-18",87.519997,88.440002,86.599998,87.849998,200800,45.382755
"2011-10-19",87.480003,89.089996,85.32,85.660004,247000,44.251419
"2011-10-20",84.989998,86.089996,84.169998,85.269997,446500,44.049942
"2011-10-21",86.82,88.470001,85.860001,88.470001,412100,45.703045
"2011-10-24",88.760002,92.25,88.550003,92.230003,446700,47.645435
"2011-10-25",91.639999,92.959999,91.050003,91.410004,377700,47.221828
"2011-10-26",92.5,93.480003,89.629997,89.919998,329500,46.452103
"2011-10-27",93,94.129997,90.800003,93.339996,386700,48.218853
"2011-10-28",92.5,93.620003,92.150002,93.349998,443600,48.22403
"2011-10-31",91.650002,94.989998,91.650002,93.919998,480900,48.518482
"2011-11-01",90.5,92.260002,89.339996,90.150002,275800,46.570923
"2011-11-02",91.599998,92.139999,90.18,90.629997,198700,46.818882
"2011-11-03",91.550003,94.809998,90.940002,94.519997,323300,48.82843
"2011-11-04",93.709999,94.32,92.480003,93.879997,96600,48.497814
"2011-11-07",93.959999,94.459999,93.349998,94.330002,322000,48.730282
"2011-11-08",94.989998,98.93,93.419998,98.510002,809100,50.889648
"2011-11-09",96.5,98.690002,95.089996,96.769997,832100,49.990768
"2011-11-10",97.949997,98.050003,95.800003,96.260002,289800,49.72731
"2011-11-11",97,98.529999,96.949997,97.93,180800,50.590023
"2011-11-14",98,99.699997,97.290001,97.419998,213300,50.326561
"2011-11-15",97.660004,98.82,97.440002,98.400002,438600,50.832825
"2011-11-16",97.730003,98.510002,96.169998,97.120003,376900,50.171581
"2011-11-17",97.610001,102.730003,91.779999,93.57,1218100,48.337677
"2011-11-18",93.18,95.150002,92.010002,94.410004,443400,48.77161
"2011-11-21",92.559998,93.610001,91.470001,92.440002,393000,47.753925
"2011-11-22",92.400002,93.620003,91.5,92.82,437200,47.950226
"2011-11-23",91.980003,92.349998,90.400002,90.830002,264100,46.922203
"2011-11-25",91.129997,92.410004,90.519997,91.169998,163500,47.097843
"2011-11-28",94.07,94.07,92.449997,92.980003,470700,48.032883
"2011-11-29",92.769997,93.790001,92.459999,92.57,306700,47.821083
"2011-11-30",95.050003,96.580002,94.800003,96.419998,1515500,49.809959
"2011-12-01",96.07,98,96.07,97.68,322600,50.460873
"2011-12-02",98.029999,98.709999,96.470001,96.540001,181400,49.871956
"2011-12-05",97.900002,98.339996,96.580002,96.82,268100,50.016602
"2011-12-06",97.120003,97.220001,95.769997,96.139999,162300,49.665318
"2011-12-07",95.309998,96.209999,93.629997,95.019997,224000,49.086731
"2011-12-08",94.400002,95.349998,93.989998,94.5,315300,48.818104
"2011-12-09",94.989998,97.709999,94.809998,97.349998,210700,50.290394
"2011-12-12",96.650002,96.860001,95.110001,96,240500,49.592999
"2011-12-13",96.410004,97.440002,94.290001,94.739998,305900,48.942081
"2011-12-14",94.040001,95.080002,93.68,94.639999,453100,48.890423
"2011-12-15",95.18,95.639999,94.860001,95.139999,195400,49.148727
"2011-12-16",95.349998,96.120003,92,95.980003,331700,49.582664
"2011-12-19",95.830002,96.980003,95.300003,95.559998,216300,49.365692
"2011-12-20",97.279999,97.639999,96.220001,96.919998,187200,50.068264
"2011-12-21",96.540001,97.139999,94.949997,97.139999,278500,50.181908
"2011-12-22",97.059998,97.919998,96.599998,97.25,154700,50.238731
"2011-12-23",97.160004,98.5,97.07,98.449997,97900,50.858646
"2011-12-27",98.209999,98.910004,97.959999,98.260002,78500,50.760498
"2011-12-28",98,98.389999,95.32,95.339996,194900,49.252041
"2011-12-29",95.269997,96.650002,95.269997,96.489998,172500,49.846119
"2011-12-30",96.489998,96.589996,95.489998,95.68,160800,49.427689
"2012-01-03",98.889999,98.910004,93.900002,94.080002,795400,48.601139
"2012-01-04",93.809998,94.110001,93.080002,93.129997,295100,48.110371
"2012-01-05",92.739998,95.489998,91.970001,95.190002,417300,49.174549
"2012-01-06",95.5,98.300003,95.339996,96.739998,411500,49.975277
"2012-01-09",97.120003,98.18,96.620003,97.449997,188900,50.342052
"2012-01-10",98.720001,99.43,98.169998,98.699997,195300,50.987801
"2012-01-11",98.050003,98.760002,97.459999,98.370003,226600,50.817326
"2012-01-12",98.610001,98.860001,97.910004,98.029999,208200,50.641674
"2012-01-13",97.339996,98.040001,97.199997,97.559998,138400,50.398872
"2012-01-17",98.940002,98.940002,97.5,97.970001,177000,50.610683
"2012-01-18",96.919998,98.150002,96.040001,96.599998,267300,49.902954
"2012-01-19",97.080002,98.32,96.769997,97.410004,321200,50.321396
"2012-01-20",96.949997,97.540001,96.540001,97.059998,215200,50.140583
"2012-01-23",97.029999,102.660004,97.029999,101.110001,853500,52.232788
"2012-01-24",101.449997,101.839996,100.269997,100.550003,250300,51.943493
"2012-01-25",100.839996,102.480003,99.900002,102.199997,313900,52.795879
"2012-01-26",102.610001,103.18,101.470001,101.830002,454900,52.604736
"2012-01-27",101.559998,101.709999,100.809998,101.360001,185000,52.361938
"2012-01-30",101.209999,102.279999,100.25,102.160004,312600,52.775211
"2012-01-31",102.449997,105.099998,102.190002,104.529999,729400,53.999538
"2012-02-01",105.260002,107.980003,105.25,106.830002,451500,55.187702
"2012-02-02",106.870003,107.620003,105.879997,106.059998,238200,54.789928
"2012-02-03",107.199997,108.18,107.050003,107.830002,189400,55.7043
"2012-02-06",107.449997,109.019997,106.709999,107.419998,531100,55.492489
"2012-02-07",112.82,114.620003,105.349998,113.82,1090000,58.798695
"2012-02-08",114.970001,116.879997,113.389999,116,798500,59.92487
"2012-02-09",117.269997,118.449997,115.900002,116.110001,472800,59.981689
"2012-02-10",115.330002,116.400002,114.25,116.190002,371000,60.023026
"2012-02-13",116.879997,118.830002,115.870003,118.18,417700,61.051048
"2012-02-14",118.199997,118.269997,115.709999,116.470001,441000,60.167667
"2012-02-15",116.75,117.519997,114.5,115,541100,59.408283
"2012-02-16",115.019997,117,114,116.349998,394000,60.105675
"2012-02-17",117.139999,117.139999,115.830002,115.940002,433700,59.893871
"2012-02-21",116.550003,116.830002,115.440002,116.239998,304000,60.048847
"2012-02-22",116.260002,117.860001,115,117.389999,353900,60.642933
"2012-02-23",117.010002,117.389999,116.330002,117.07,308900,60.477627
"2012-02-24",117.029999,119.410004,116.43,117.07,539000,60.477627
"2012-02-27",116.790001,121.480003,115.32,117.519997,293600,60.710087
"2012-02-28",118.220001,118.910004,116,116.870003,299900,60.37431
"2012-02-29",117.349998,120.879997,117.349998,118.790001,514900,61.366169
"2012-03-01",119,119.660004,117.07,117.110001,487400,60.498287
"2012-03-02",116.290001,117.639999,113.349998,114.989998,669100,59.403111
"2012-03-05",115.010002,116.349998,114.75,115.300003,419500,59.563259
"2012-03-06",113.629997,113.879997,111.029999,111.900002,601400,57.806835
"2012-03-07",111.769997,113.269997,111.290001,112.580002,366000,58.158123
"2012-03-08",113.309998,114.870003,112.919998,113.940002,382200,58.860695
"2012-03-09",113.860001,114.919998,112.75,113.779999,240000,58.77803
"2012-03-12",114.019997,115.099998,113.379997,113.839996,295900,58.809025
"2012-03-13",114.059998,115.550003,113.82,115.480003,404100,59.656242
"2012-03-14",115.690002,115.970001,114.470001,115.029999,231300,59.423775
"2012-03-15",115.330002,115.760002,113.5,115.300003,500400,59.563259
"2012-03-16",115.099998,115.57,114.239998,115.32,410700,59.573586
"2012-03-19",113.639999,114.669998,111.769997,113.150002,599900,58.452579
"2012-03-20",112.230003,113.550003,110.599998,113.25,432200,58.504238
"2012-03-21",113.540001,115.040001,113.169998,114.639999,463200,59.222305
"2012-03-22",113.779999,115.699997,113.699997,115.459999,372900,59.645908
"2012-03-23",115.330002,115.519997,113.690002,115.360001,185500,59.594254
"2012-03-26",116.669998,118.209999,116.099998,117.089996,382400,60.487957
"2012-03-27",116.690002,117.360001,116.18,116.290001,405400,60.074677
"2012-03-28",116.550003,116.769997,114.879997,116,514900,59.92487
"2012-03-29",115.160004,115.440002,113.669998,114.959999,414200,59.387604
"2012-03-30",115.239998,116.860001,115.07,115.760002,322100,59.800888
"2012-04-02",116.040001,117.830002,115.870003,117,428100,60.441463
"2012-04-03",117,117.699997,115.980003,117.279999,275600,60.586117
"2012-04-04",116.089996,116.620003,115.650002,116.18,244900,60.01786
"2012-04-05",116.040001,116.720001,115.330002,116.300003,658900,60.079853
"2012-04-09",115,115.239998,114.220001,114.699997,214500,59.253296
"2012-04-10",114.790001,116.260002,111.559998,111.93,673000,57.82233
"2012-04-11",113.580002,114.709999,112.25,114.230003,327900,59.010506
"2012-04-12",114.230003,118.760002,114.230003,117.059998,381300,60.472458
"2012-04-13",116.949997,117.139999,115.690002,116.040001,256600,59.945534
"2012-04-16",116.489998,117.730003,115.18,117.029999,340100,60.456955
"2012-04-17",117.599998,119.480003,117.269997,119.129997,351800,61.541801
"2012-04-18",118.910004,121.449997,118.809998,120.199997,447800,62.094566
"2012-04-19",120.199997,120.959999,118.379997,119.07,354700,61.510815
"2012-04-20",123.389999,123.389999,121.089996,122.25,719900,63.15358
"2012-04-23",121.18,122.199997,119.459999,122,437300,63.024426
"2012-04-24",121.970001,122.099998,120.370003,121.730003,277800,62.884956
"2012-04-25",123.07,125,122.480003,124.699997,631100,64.419228
"2012-04-26",124.940002,126.400002,124.709999,125.410004,468600,64.786018
"2012-04-27",126.129997,128.289993,125.43,127.139999,554300,65.679726
"2012-04-30",128.210007,128.289993,125.510002,126.120003,528100,65.152802
"2012-05-01",126.5,128,125.519997,127.07,488700,65.643562
"2012-05-02",126,128.199997,124.260002,127.830002,687300,66.036179
"2012-05-03",127.660004,130.089996,127.400002,129.380005,666000,66.836891
"2012-05-04",128.130005,128.210007,126.779999,127.559998,562300,65.896698
"2012-05-07",126.279999,128.330002,125.139999,127.43,965000,65.829529
"2012-05-08",132.649994,132.690002,125,128.509995,1001000,66.387459
"2012-05-09",128.509995,128.839996,125.800003,125.949997,629700,65.06498
"2012-05-10",125.32,127.459999,125,126.68,523100,65.442093
"2012-05-11",126.089996,127.529999,125.580002,125.739998,460900,64.95649
"2012-05-14",124.82,125.919998,122.900002,124.93,502400,64.538055
"2012-05-15",125.019997,125.209999,123.32,123.650002,420500,63.876812
"2012-05-16",124.580002,125.900002,123.739998,124.010002,561300,64.062775
"2012-05-17",124.07,124.720001,119.519997,120.239998,578200,62.115223
"2012-05-18",120.989998,121.139999,118.43,118.82,462300,61.38166
"2012-05-21",118.949997,122.980003,118.870003,122.620003,672000,63.344723
"2012-05-22",123.150002,125.949997,122.690002,125.339996,594000,64.749847
"2012-05-23",124.760002,125.449997,122.620003,125.330002,561000,64.74469
"2012-05-24",125.93,126,123.190002,124.949997,448200,64.548378
"2012-05-25",125.370003,125.790001,123.690002,124.230003,285700,64.17643
"2012-05-29",125.940002,126.339996,123.620003,126.339996,731200,65.266441
"2012-05-30",125.889999,125.889999,123.050003,123.330002,509300,63.711502
"2012-05-31",123.589996,123.589996,120.739998,123,1954300,63.541023
"2012-06-01",121.339996,122.660004,120.290001,121.709999,727400,62.874615
"2012-06-04",122,122.360001,120.510002,121.730003,576500,62.884956
"2012-06-05",121.599998,121.800003,120.360001,120.809998,491800,62.409683
"2012-06-06",122.190002,126.739998,122.190002,126.739998,552700,65.473083
"2012-06-07",127.720001,128,125.769997,126.190002,463200,65.188965
"2012-06-08",125.959999,127.139999,124.949997,127.139999,305300,65.679726
"2012-06-11",128.649994,128.860001,125.970001,126.080002,495500,65.132133
"2012-06-12",126.25,127.019997,125.370003,126.839996,417300,65.52475
"2012-06-13",126.669998,127.040001,124.610001,125.169998,304900,64.662033
"2012-06-14",125.410004,127.07,124.120003,124.489998,721200,64.310745
"2012-06-15",124.459999,124.690002,123.120003,124.279999,668300,64.202263
"2012-06-18",123.940002,127.510002,123.940002,127,452500,65.607399
"2012-06-19",127.029999,128.320007,127.010002,127.32,309000,65.772705
"2012-06-20",127.360001,130.309998,126.93,129.809998,490300,67.059029
"2012-06-21",130.100006,130.279999,127.360001,127.5,397400,65.865692
"2012-06-22",127.870003,128.130005,125.529999,127.139999,341900,65.679726
"2012-06-25",125.529999,126.190002,124.800003,126.150002,403600,65.168297
"2012-06-26",126.089996,127.5,125.779999,127.449997,474200,65.839867
"2012-06-27",127.489998,128.160004,126.919998,128,478700,66.123993
"2012-06-28",126.599998,129.460007,126.290001,127.57,573900,65.901855
"2012-06-29",130.089996,134.429993,129.839996,134.300003,732600,69.37854
"2012-07-02",134.929993,136.339996,130.910004,131.949997,715100,68.164543
"2012-07-03",132,134.190002,131.770004,133,204700,68.706963
"2012-07-05",133.229996,134.889999,132.630005,133.679993,281500,69.058243
"2012-07-06",132.699997,132.820007,130.320007,130.880005,265600,67.611794
"2012-07-09",131.009995,132.059998,130.600006,130.960007,173200,67.653114
"2012-07-10",131.860001,133.880005,129.279999,130.029999,216600,67.172676
"2012-07-11",130.169998,130.479996,126.739998,127.730003,205900,65.984512
"2012-07-12",126.699997,128.360001,124.959999,127.370003,248100,65.798538
"2012-07-13",127.510002,131.220001,127.510002,130.830002,239700,67.58596
"2012-07-16",130.25,130.25,129.259995,129.649994,322300,66.976372
"2012-07-17",130.339996,130.339996,128.369995,129.869995,296200,67.090027
"2012-07-18",129.240005,130.119995,128.710007,129.639999,221900,66.971214
"2012-07-19",130.059998,130.5,129.539993,129.970001,428900,67.141685
"2012-07-20",128.979996,130.639999,128.259995,129.699997,265800,67.002205
"2012-07-23",127.730003,129.100006,126.57,128.729996,229000,66.501106
"2012-07-24",128.550003,129.139999,117.769997,120.010002,1874200,61.99641
"2012-07-25",120.099998,120.989998,118.5,120.25,542900,62.120392
"2012-07-26",122.32,122.68,119.040001,120.07,355100,62.027405
"2012-07-27",121.059998,122.110001,119.949997,121.629997,259000,62.83329
"2012-07-30",121.269997,121.720001,119.550003,120.879997,307200,62.445839
"2012-07-31",121.010002,123.940002,121.010002,123.360001,488600,63.726994
"2012-08-01",124.07,124.809998,119.580002,120.260002,420600,62.125557
"2012-08-02",119.300003,121.419998,118.959999,121.230003,490200,62.626656
"2012-08-03",123.32,124.889999,123.32,124.220001,218500,64.17128
"2012-08-06",125.309998,125.940002,122.760002,122.980003,477100,63.530693
"2012-08-07",130.520004,130.520004,124.690002,125.449997,609300,64.806679
"2012-08-08",124.739998,125.830002,122.540001,125.129997,579600,64.641365
"2012-08-09",125.18,127.279999,124.339996,127,393200,65.607399
"2012-08-10",126.120003,128,125.910004,127.5,356200,65.865692
"2012-08-13",127.519997,128.460007,127.129997,127.639999,231800,65.938026
"2012-08-14",128.429993,128.949997,127.43,127.849998,132700,66.046501
"2012-08-15",127.43,128.580002,126.82,128.470001,254900,66.366791
"2012-08-16",128.080002,132.520004,128.080002,132.330002,455000,68.360832
"2012-08-17",132.789993,137.960007,132.679993,137.770004,773300,71.171104
"2012-08-20",138.5,139.369995,137.089996,138.529999,423900,71.563713
"2012-08-21",138.490005,139.330002,135.240005,136.809998,445300,70.675179
"2012-08-22",136.160004,137.059998,135.369995,136.270004,240500,70.396225
"2012-08-23",136.210007,137.039993,135.350006,136.580002,331800,70.556366
"2012-08-24",136.289993,139.240005,135.789993,138.559998,278100,71.579224
"2012-08-27",139.320007,143.149994,139,139.419998,507500,72.023491
"2012-08-28",139,139.309998,137.929993,137.979996,445500,71.279594
"2012-08-29",138.460007,139.360001,137.779999,138.759995,197600,71.682533
"2012-08-30",137.830002,138.899994,137.759995,138.179993,226500,71.382912
"2012-08-31",139.270004,139.369995,136.699997,138.619995,196500,71.610214
"2012-09-04",139.020004,139.020004,136.789993,138.669998,283600,71.636047
"2012-09-05",138.130005,138.460007,136.399994,137.029999,281200,70.788834
"2012-09-06",138,141.470001,137.990005,140.410004,365600,72.53492
"2012-09-07",140.850006,143.610001,138.740005,143.529999,410900,74.146698
"2012-09-10",143.009995,144.210007,140.860001,141.470001,216900,73.08252
"2012-09-11",141.470001,142.550003,141.009995,142.199997,204000,73.459625
"2012-09-12",142.399994,143.550003,141.559998,142.949997,157100,73.847069
"2012-09-13",142.729996,143.839996,140.679993,143.100006,225800,73.924561
"2012-09-14",143.740005,146.210007,143.080002,145.610001,324600,75.221207
"2012-09-17",145.210007,145.559998,143.570007,143.770004,192500,74.270676
"2012-09-18",143.100006,143.539993,141.580002,142.669998,240200,73.702423
"2012-09-19",142.740005,143.660004,141.520004,143.050003,424100,73.898735
"2012-09-20",142.839996,143.580002,141.5,142.070007,188100,73.392471
"2012-09-21",142.330002,146.720001,142.330002,144.509995,338200,74.652962
"2012-09-24",144.130005,144.949997,142.940002,143.369995,226700,74.064034
"2012-09-25",144,146.220001,144,144.949997,1162500,74.880264
"2012-09-26",143.979996,145.580002,140.139999,141.039993,889500,72.860367
"2012-09-27",142.160004,142.860001,138.25,141.089996,1010700,72.8862
"2012-09-28",140.289993,142.360001,138.880005,141.869995,694600,73.289146
"2012-10-01",141.899994,142.830002,139.850006,141.690002,453300,73.196159
"2012-10-02",142.869995,143.369995,141.229996,142.080002,363700,73.397636
"2012-10-03",141.690002,145.309998,141.199997,145.309998,744600,75.066231
"2012-10-04",146.149994,149.270004,145.539993,148.970001,738900,76.95697
"2012-10-05",151.119995,152.619995,149.350006,150.080002,754400,77.530373
"2012-10-08",149.580002,150.289993,146.619995,146.839996,485700,75.856613
"2012-10-09",146.360001,147.880005,145.360001,145.979996,274400,75.412346
"2012-10-10",145,145.740005,143.520004,145.059998,298100,74.937073
"2012-10-11",146.919998,148,145.570007,145.600006,208100,75.216042
"2012-10-12",146.029999,150.139999,146.029999,149.169998,390500,77.06028
"2012-10-15",149.259995,149.600006,147.910004,148.699997,278300,76.817482
"2012-10-16",148.399994,151.339996,148.399994,150.899994,1112200,77.953987
"2012-10-17",151.169998,152.279999,148.899994,149,973500,76.972458
"2012-10-18",150,150.649994,147.639999,148.75,672500,76.843307
"2012-10-19",147.5,147.5,144.639999,145.699997,597400,75.2677
"2012-10-22",146.690002,147.910004,145.149994,147.389999,644700,76.140739
"2012-10-23",129.860001,132.130005,126.290001,131.270004,1008800,74.290146
"2012-10-24",131.240005,133.559998,131.080002,131.419998,351700,74.375031
"2012-10-25",131.860001,135.339996,129.809998,135.110001,701300,76.463341
"2012-10-26",135.089996,137.679993,134.869995,135.440002,576400,76.650085
"2012-10-31",136.389999,136.679993,132.880005,133.210007,803400,75.388062
"2012-11-01",132.669998,137.710007,132.669998,136.570007,374800,77.289589
"2012-11-02",137.910004,139,135.570007,136.880005,275100,77.465027
"2012-11-05",136.300003,137.660004,135.940002,136.820007,487200,77.431068
"2012-11-06",137.410004,140.490005,136.240005,140.119995,251400,79.298653
"2012-11-07",137.710007,139.169998,136.25,138,311000,78.098869
"2012-11-08",137.710007,138.679993,137.009995,137.149994,305400,77.617828
"2012-11-09",137.009995,138.210007,135.850006,137.320007,242900,77.714043
"2012-11-12",137.199997,137.199997,135.330002,135.559998,268600,76.717995
"2012-11-13",135.940002,136.580002,134.229996,136,340400,76.96701
"2012-11-14",136.309998,136.710007,130.229996,131.389999,506800,74.358055
"2012-11-15",122.5,128.889999,120.650002,125.650002,2153900,71.109596
"2012-11-16",116.610001,129.449997,116.610001,128.779999,826200,72.880966
"2012-11-19",129.440002,131.360001,128.550003,130.089996,494600,73.622337
"2012-11-20",130.279999,131.449997,130,131.080002,572500,74.182617
"2012-11-21",130.770004,132.229996,130.300003,131.520004,347600,74.431633
"2012-11-23",131.699997,132.460007,131.139999,132.399994,62600,74.929649
"2012-11-26",131.449997,133.160004,131.410004,133.009995,199900,75.274864
"2012-11-27",132.009995,135.380005,130.880005,133.520004,902500,75.563499
"2012-11-28",131.279999,134.550003,131.279999,133.389999,760900,75.489929
"2012-11-29",135.029999,136.210007,133.929993,134.929993,657600,76.361458
"2012-11-30",135.289993,136.089996,134.229996,136.020004,630200,76.978325
"2012-12-03",136.419998,136.470001,132.729996,133.179993,662500,75.371071
"2012-12-04",130.850006,135.190002,130.850006,133.360001,655300,75.472946
"2012-12-05",133.270004,135.080002,131.899994,134.289993,1457600,75.999245
"2012-12-06",134.350006,134.919998,132.649994,134.830002,527800,76.304871
"2012-12-07",133.910004,134.5,128.529999,129.720001,1837700,73.412949
"2012-12-10",129.490005,130.839996,128.080002,130.080002,1028300,73.616676
"2012-12-11",130.610001,132.320007,128.960007,130.860001,772500,74.058105
"2012-12-12",131.179993,131.289993,128.070007,128.190002,929400,72.547066
"2012-12-13",127.790001,128.589996,125.989998,126.18,1254900,71.409546
"2012-12-14",126.139999,126.57,124.790001,125.519997,1389100,71.036018
"2012-12-17",126.440002,128.479996,125.989998,128.220001,743300,72.564041
"2012-12-18",128.639999,132.389999,127.389999,131.830002,742600,74.607063
"2012-12-19",131.440002,134.550003,130.979996,133.889999,690800,75.772888
"2012-12-20",133.850006,135.039993,133.029999,134.669998,400900,76.21431
"2012-12-21",133.5,135.639999,132.960007,135.110001,447100,76.463341
"2012-12-24",134.539993,135.380005,133.259995,135.179993,107800,76.502945
"2012-12-26",134.179993,135.539993,133.179993,133.220001,232400,75.393707
"2012-12-27",133.110001,134.910004,132.649994,134.580002,190600,76.163391
"2012-12-28",133.339996,135.089996,132.919998,133.050003,144800,75.297501
"2012-12-31",132.449997,136.820007,132.410004,136.360001,214000,77.170746
"2013-01-02",138.800003,141.100006,138.699997,140,659100,79.230743
"2013-01-03",140.059998,141.279999,139.089996,139.610001,375900,79.010033
"2013-01-04",139.550003,140.300003,138.800003,140.289993,305000,79.394859
"2013-01-07",139.850006,140.759995,138.809998,140.75,366700,79.65519
"2013-01-08",140.360001,141.229996,136.660004,137.5,792200,77.81591
"2013-01-09",137.800003,139.610001,137.639999,139.589996,949300,78.998711
"2013-01-10",140.149994,140.149994,134.960007,136.089996,1125200,77.017937
"2013-01-11",136.559998,138.229996,136.210007,137.529999,717300,77.832886
"2013-01-14",137.160004,137.889999,135.119995,135.75,507000,76.825531
"2013-01-15",134.830002,136.889999,134.679993,135.479996,768800,76.672714
"2013-01-16",135.179993,135.179993,133,134.809998,222800,76.293541
"2013-01-17",135.240005,136.979996,134.710007,136.690002,296500,77.357506
"2013-01-18",136.779999,136.779999,134.309998,136.220001,487200,77.091515
"2013-01-22",136.080002,137.130005,135.5,137.020004,240600,77.544266
"2013-01-23",136.979996,137.559998,136.190002,137.429993,163800,77.776299
"2013-01-24",137.139999,139.369995,137.020004,138.210007,261000,78.217728
"2013-01-25",138.630005,138.960007,137.779999,138.410004,334200,78.33091
"2013-01-28",139.190002,139.190002,135.960007,136.869995,290200,77.459373
"2013-01-29",136.440002,138.699997,136.039993,137.830002,387100,78.002663
"2013-01-30",137.199997,138.539993,137.139999,137.820007,608500,77.997009
"2013-01-31",137.740005,138.220001,135.399994,135.440002,390600,76.650085
"2013-02-01",136.449997,137.509995,135.970001,136.419998,587200,77.204697
"2013-02-04",135.990005,143.940002,134.460007,137.720001,1404100,77.940414
"2013-02-05",139.070007,140.279999,138,139.440002,504400,78.913826
"2013-02-06",139.119995,140.050003,138.25,139.740005,587300,79.083595
"2013-02-07",139.899994,143.699997,139.5,143.610001,789900,81.273766
"2013-02-08",143.600006,144.850006,142.740005,143.050003,541200,80.956848
"2013-02-11",143.25,146.449997,142.949997,145.179993,685100,82.162277
"2013-02-12",145.550003,146.309998,143.410004,144.910004,282600,82.009483
"2013-02-13",145,145.699997,143.570007,144.75,244300,81.918938
"2013-02-14",144.279999,144.779999,142.669998,143.440002,242500,81.177567
"2013-02-15",143.210007,144.139999,142.880005,143.770004,264200,81.364319
"2013-02-19",143.729996,144.229996,142.399994,143.050003,562700,80.956848
"2013-02-20",143.259995,143.720001,139.710007,139.860001,357000,79.151512
"2013-02-21",139.470001,141.210007,138.919998,141.160004,374400,79.887238
"2013-02-22",141.5,143,141.5,142.740005,243400,80.781403
"2013-02-25",143.190002,143.229996,138.830002,138.830002,280500,78.568596
"2013-02-26",139.529999,139.949997,138.470001,139.179993,207800,78.76667
