"dates","XOM.Open","XOM.High","XOM.Low","XOM.Close","XOM.Volume","XOM.Adjusted"
"2011-07-14",83.050003,83.110001,82.089996,82.239998,19413200,56.278961
"2011-07-15",82.419998,83.089996,82.260002,83,22705100,56.799042
"2011-07-18",82.290001,82.849998,82.080002,82.650002,17343500,56.559555
"2011-07-19",82.900002,83.760002,82.800003,83.629997,16424900,57.230183
"2011-07-20",83.839996,83.889999,83.169998,83.300003,12808400,57.004379
"2011-07-21",83.860001,85.239998,83.75,85.019997,21359700,58.181408
"2011-07-22",85.199997,85.410004,84.540001,85.220001,13152600,58.318256
"2011-07-25",84.199997,85.129997,84.199997,84.57,14007600,57.87347
"2011-07-26",84.669998,85.099998,84.040001,84.370003,16226700,57.736568
"2011-07-27",83.790001,84.25,83.239998,83.309998,19820600,57.011211
"2011-07-28",81.739998,82.449997,81.150002,81.459999,24556600,55.745205
"2011-07-29",80.790001,80.879997,79.760002,79.790001,26609000,54.602383
"2011-08-01",80.82,81.18,78.739998,79.599998,22864500,54.472328
"2011-08-02",78.900002,79.610001,77.82,77.839996,28410500,53.267944
"2011-08-03",77.940002,78.099998,76.459999,77.720001,28373000,53.185822
"2011-08-04",76.68,77.129997,73.510002,73.839996,42624200,50.530647
"2011-08-05",75.010002,75.790001,72.07,74.82,47167500,51.201279
"2011-08-08",72.739998,73.440002,69.900002,70.190002,58857600,48.032848
"2011-08-09",70.790001,71.870003,67.029999,71.639999,61753300,49.025116
"2011-08-10",70.739998,70.989998,67.459999,68.029999,47758300,46.862141
"2011-08-11",68.809998,72.400002,68.629997,71.580002,50328600,49.307533
"2011-08-12",72.360001,73.099998,71.599998,72,31129000,49.596855
"2011-08-15",73.040001,74.379997,72.75,74.290001,23388200,51.174313
"2011-08-16",73.349998,74.339996,72.830002,73.5,26341400,50.630127
"2011-08-17",74.290001,74.75,73.5,74.160004,18269400,51.084755
"2011-08-18",72.410004,72.790001,70.209999,70.940002,35457700,48.866688
"2011-08-19",70.07,71.980003,69.669998,69.800003,34935300,48.081406
"2011-08-22",72.150002,72.160004,69.580002,70.18,27202900,48.343166
"2011-08-23",70.599998,73.800003,70.519997,73.660004,38059600,50.740341
"2011-08-24",72.959999,73.860001,72.269997,73.540001,22752900,50.657673
"2011-08-25",73.639999,73.919998,71.269997,71.769997,30924500,49.438419
"2011-08-26",70.879997,73,70.209999,72.639999,26974400,50.037724
"2011-08-29",73.330002,74.220001,72.980003,74.120003,18967100,51.057217
"2011-08-30",73.589996,74.400002,72.970001,73.910004,22437000,50.912548
"2011-08-31",74.360001,74.870003,73.339996,74.019997,29189000,50.988338
"2011-09-01",74.150002,74.860001,73.449997,73.489998,23393500,50.62323
"2011-09-02",72.110001,72.690002,71.5,72.139999,21071800,49.693283
"2011-09-06",70.139999,71.32,69.910004,71.150002,25416300,49.011341
"2011-09-07",72.239998,73.650002,71.75,73.650002,23108400,50.733452
"2011-09-08",73.389999,74.339996,72.540001,72.82,22434800,50.161724
"2011-09-09",72.169998,72.57,70.589996,71.010002,27969100,48.914906
"2011-09-12",70.339996,71.889999,69.870003,71.839996,26205800,49.486652
"2011-09-13",71.760002,71.980003,70.809998,71.650002,22825400,49.355755
"2011-09-14",71.959999,73.760002,71.160004,72.639999,26042800,50.037724
"2011-09-15",73.43,74.059998,72.68,74.010002,21858300,50.981449
"2011-09-16",74.519997,74.75,73.57,74.550003,34652600,51.353413
"2011-09-19",72.910004,74.099998,72.5,73.699997,19822500,50.767891
"2011-09-20",73.870003,74.980003,73.440002,74.010002,20420000,50.981449
"2011-09-21",73.879997,74.290001,71.830002,71.970001,23806200,49.576199
"2011-09-22",69.940002,70.459999,68.169998,69.239998,43223000,47.695637
"2011-09-23",68.459999,70.110001,67.93,69.309998,26583200,47.743866
"2011-09-26",70.010002,71.889999,69.5,71.720001,30342400,49.40398
"2011-09-27",73.330002,74.339996,72.419998,72.910004,26689900,50.223721
"2011-09-28",72.43,74.290001,71.860001,72.07,26026500,49.645073
"2011-09-29",73.120003,74.040001,72.669998,73.879997,27713900,50.891884
"2011-09-30",72.760002,74.589996,72.629997,72.629997,30917000,50.030815
"2011-10-03",72.050003,73.099998,71.150002,71.150002,31004200,49.011341
"2011-10-04",70.25,73.150002,69.209999,72.830002,36500000,50.168602
"2011-10-05",72.669998,74,72.209999,73.949997,28239800,50.940109
"2011-10-06",73.300003,74,72.629997,73.889999,24869800,50.898792
"2011-10-07",74.470001,74.519997,73.029999,73.559998,23573900,50.671452
"2011-10-10",74.730003,76.290001,74.650002,76.279999,20465800,52.545113
"2011-10-11",75.779999,76.669998,75.709999,76.269997,17862100,52.538239
"2011-10-12",76.739998,77.660004,76.309998,77.160004,22239000,53.15131
"2011-10-13",76.220001,76.790001,75.839996,76.370003,19540300,52.607109
"2011-10-14",77.099998,78.230003,77.07,78.110001,17870600,53.805695
"2011-10-17",77.870003,78.489998,77.120003,77.470001,18836200,53.364841
"2011-10-18",77.57,79.510002,77.019997,78.889999,23878500,54.342995
"2011-10-19",78.57,79.239998,77.919998,78.43,20910900,54.026127
"2011-10-20",78.32,79.110001,77.830002,78.709999,22227600,54.219021
"2011-10-21",79.589996,80.160004,79.18,80.129997,27855300,55.19717
"2011-10-24",79.919998,80.5,79.550003,80.169998,19861100,55.224716
"2011-10-25",79.830002,80.489998,79.050003,79.440002,23433400,54.721882
"2011-10-26",80.160004,81.269997,79.279999,81.07,27170500,55.844677
"2011-10-27",81.910004,82.199997,80.690002,81.879997,35489500,56.402649
"2011-10-28",80.989998,81.989998,80.440002,81.480003,21753400,56.127132
"2011-10-31",80.589996,80.639999,78,78.089996,30616900,53.791939
"2011-11-01",75.82,77.110001,75.449997,75.940002,35835000,52.310902
"2011-11-02",77.370003,77.589996,76.5,77.370003,21761300,53.295952
"2011-11-03",78.190002,79,77.440002,78.860001,24480600,54.322346
"2011-11-04",78.07,78.610001,77.379997,78.519997,18192800,54.088135
"2011-11-07",78.82,79.489998,78.120003,79.349998,17998100,54.659859
"2011-11-08",79.25,79.879997,78.629997,79.760002,19023800,55.269669
"2011-11-09",77.900002,78.919998,77.029999,77.389999,24130100,53.62738
"2011-11-10",78.529999,79.019997,77.639999,78.699997,18668800,54.535133
"2011-11-11",79.629997,79.949997,79.339996,79.720001,15134500,55.241951
"2011-11-14",79.529999,79.75,78.389999,78.959999,13589900,54.715313
"2011-11-15",78.860001,79.849998,78.5,79.089996,19475000,54.805393
"2011-11-16",78.239998,79.75,78.059998,78.25,20376800,54.223312
"2011-11-17",78.120003,79.43,77.099998,77.860001,25964300,53.953056
"2011-11-18",78.220001,78.68,77.110001,77.900002,23104500,53.980789
"2011-11-21",76.529999,77.330002,76.059998,76.910004,20204200,53.294769
"2011-11-22",76.379997,77.099998,75.879997,76.029999,18925100,52.684967
"2011-11-23",75.029999,75.32,74.529999,74.580002,23331800,51.680176
"2011-11-25",74.510002,75.199997,73.900002,73.900002,10254500,51.208984
"2011-11-28",75.839996,76.510002,75.330002,75.839996,20148600,52.553299
"2011-11-29",76.410004,77.5,76.139999,76.93,19768400,53.308598
"2011-11-30",78.419998,80.529999,78.370003,80.440002,33953000,55.740883
"2011-12-01",80.199997,80.349998,79.370003,79.790001,17261100,55.290451
"2011-12-02",80.669998,80.739998,79.650002,79.790001,19461300,55.290451
"2011-12-05",80.879997,81.18,79.800003,80.449997,18295000,55.747791
"2011-12-06",80.629997,81.639999,80.290001,80.82,20122700,56.004196
"2011-12-07",80.610001,81.860001,80.349998,81.080002,19643400,56.184361
"2011-12-08",80.75,80.849998,79.550003,79.870003,18443600,55.34589
"2011-12-09",80.629997,81.75,80.339996,81.339996,21842300,56.364529
"2011-12-12",80.730003,81.089996,79.209999,80.050003,17846500,55.470619
"2011-12-13",80.610001,81.809998,80.139999,80.529999,21873600,55.803219
"2011-12-14",79.589996,80.169998,78.660004,79.440002,23934400,55.047943
"2011-12-15",79.93,80.599998,79.779999,80.029999,17954200,55.456764
"2011-12-16",80.739998,80.910004,79.879997,80.160004,33465700,55.546852
"2011-12-19",80.239998,80.459999,79.379997,79.529999,16048400,55.110294
"2011-12-20",80.660004,82,80.610001,82,21163300,56.821869
"2011-12-21",82.019997,83.339996,82,83.120003,19160300,57.597984
"2011-12-22",83.559998,84.830002,83.300003,84.290001,19841300,58.408718
"2011-12-23",84.279999,85.230003,84.209999,85.220001,10243800,59.053173
"2011-12-27",84.970001,85.629997,84.949997,85.279999,10147100,59.094734
"2011-12-28",85.150002,85.440002,84.010002,84.18,12767500,58.332508
"2011-12-29",84.089996,85.330002,84.089996,85.269997,10865900,59.087818
"2011-12-30",85.160004,85.290001,84.57,84.760002,9768900,58.734409
"2012-01-03",85.970001,86.669998,85.900002,86,20906800,59.593678
"2012-01-04",85.790001,86.150002,85.099998,86.019997,16130900,59.607536
"2012-01-05",85.639999,85.949997,84.919998,85.760002,17452800,59.427364
"2012-01-06",85.919998,86,85.110001,85.120003,15942100,58.983871
"2012-01-09",85,85.639999,84.970001,85.5,11664200,59.247211
"2012-01-10",86.07,86.209999,85.379997,85.720001,13080800,59.399651
"2012-01-11",85.099998,85.400002,84.470001,85.080002,14831400,58.956154
"2012-01-12",84.389999,84.919998,83.940002,84.739998,17357200,58.720551
"2012-01-13",84.160004,84.919998,83.82,84.879997,15551600,58.817554
"2012-01-17",85.75,86.129997,85.400002,85.690002,15627900,59.378857
"2012-01-18",85.300003,86.5,84.959999,86.449997,16754200,59.905491
"2012-01-19",86.339996,87.239998,85.769997,87.029999,16383500,60.307419
"2012-01-20",87.080002,87.489998,86.720001,87.489998,19220300,60.626183
"2012-01-23",87.5,87.940002,87.029999,87.470001,15348400,60.612324
"2012-01-24",87.080002,87.220001,86.660004,87.18,12363800,60.411354
"2012-01-25",86.769997,87.379997,85.809998,87.220001,18202300,60.439075
"2012-01-26",87.639999,87.709999,86.510002,86.769997,15658200,60.127247
"2012-01-27",86.239998,86.5,85.769997,85.830002,15976700,59.47588
"2012-01-30",85.269997,85.5,84.589996,85.489998,17867000,59.240257
"2012-01-31",84.919998,85.339996,83.459999,83.739998,27225800,58.027596
"2012-02-01",84.230003,84.559998,83.379997,83.970001,22266100,58.186989
"2012-02-02",84.279999,84.339996,83.190002,83.529999,18020500,57.882076
"2012-02-03",84.239998,85,84.050003,84.919998,16145400,58.845284
"2012-02-06",84.870003,85.849998,84.489998,85.75,15000900,59.420437
"2012-02-07",85.220001,86.440002,84.940002,86.339996,15818400,59.829266
"2012-02-08",85.830002,86.220001,84.730003,85.32,14762600,59.44606
"2012-02-09",85.330002,85.690002,84.669998,84.879997,17073400,59.139492
"2012-02-10",84.019997,84.099998,83.349998,83.800003,15328900,58.387016
"2012-02-13",84.339996,84.599998,83.889999,84.419998,11473700,58.819023
"2012-02-14",84.419998,84.709999,83.849998,84.669998,12961900,58.993179
"2012-02-15",84.860001,84.919998,83.910004,84.120003,13911600,58.609966
"2012-02-16",84.449997,85.620003,84.080002,85.410004,14769600,59.508762
"2012-02-17",86.07,86.120003,84.919998,85.620003,16597200,59.655098
"2012-02-21",86.040001,86.779999,86.040001,86.57,15481300,60.316998
"2012-02-22",86.839996,87.25,86.650002,86.919998,11983200,60.56086
"2012-02-23",86.580002,87.169998,86.470001,87.019997,12404600,60.630543
"2012-02-24",87.370003,87.470001,87.010002,87.339996,10767100,60.853477
"2012-02-27",87.150002,87.830002,86.779999,87.230003,13323500,60.77684
"2012-02-28",87.230003,87.440002,86.550003,87.139999,14317600,60.714146
"2012-02-29",87.449997,87.489998,86.209999,86.5,18293200,60.268211
"2012-03-01",86.470001,87.18,86.410004,86.830002,12638500,60.498161
"2012-03-02",86.660004,86.75,85.849998,86.330002,11343400,60.149773
"2012-03-05",86.169998,87.089996,85.910004,87.010002,12803100,60.62355
"2012-03-06",86.239998,86.480003,85.419998,85.860001,16507900,59.822315
"2012-03-07",86.010002,86.120003,85.190002,85.830002,14767700,59.801414
"2012-03-08",85,85.470001,84.629997,84.830002,19032000,59.104656
"2012-03-09",85.059998,85.129997,84.050003,84.300003,17042500,58.735378
"2012-03-12",84.5,85.75,84.129997,85.550003,19014000,59.606316
"2012-03-13",85.889999,86.93,85.610001,86.860001,16853300,60.519047
"2012-03-14",86.589996,86.830002,85.739998,86.019997,16187300,59.933788
"2012-03-15",85.889999,86.199997,85.25,86.089996,14523600,59.982555
"2012-03-16",86.199997,86.889999,85.919998,86.440002,30991300,60.22641
"2012-03-19",86.080002,87.18,86.029999,86.989998,10770400,60.609631
"2012-03-20",86.459999,87.099998,86.32,86.599998,13613800,60.337917
"2012-03-21",86.589996,86.589996,85.769997,86.010002,14212400,59.926819
"2012-03-22",85.480003,85.940002,85.099998,85.330002,13884400,59.453026
"2012-03-23",85.360001,85.980003,85.019997,85.550003,12557700,59.606316
"2012-03-26",86.18,87.25,86.07,87.029999,17336800,60.637505
"2012-03-27",87.139999,87.25,86.540001,86.620003,12509200,60.351833
"2012-03-28",86.360001,86.480003,85.139999,85.860001,16155300,59.822315
"2012-03-29",85.32,86.129997,84.910004,86.080002,13199700,59.975582
"2012-03-30",86.480003,86.760002,86.089996,86.730003,12968300,60.428478
"2012-04-02",86.599998,87.669998,86.309998,87.07,13853300,60.665371
"2012-04-03",86.75,86.779999,85,85.830002,17714900,59.801414
"2012-04-04",85.300003,85.360001,84.489998,84.980003,17112800,59.209175
"2012-04-05",84.559998,85.379997,84.349998,84.82,11954700,59.097687
"2012-04-09",83.980003,84.360001,83.68,83.879997,11027000,58.442741
"2012-04-10",83.75,83.75,81.879997,82.169998,19993700,57.251308
"2012-04-11",83.110001,83.349998,82.150002,82.699997,15856200,57.620594
"2012-04-12",82.650002,83.730003,82.360001,83.599998,15266200,58.247673
"2012-04-13",82.970001,83.690002,82.860001,82.949997,13856500,57.794773
"2012-04-16",83.239998,84.389999,83.129997,84.010002,17526100,58.533333
"2012-04-17",84.650002,85.599998,84.57,85.449997,14208000,59.53664
"2012-04-18",85.059998,86.050003,85.019997,85.75,12997500,59.745663
"2012-04-19",85.510002,85.919998,84.980003,85.279999,15973800,59.418179
"2012-04-20",85.550003,85.919998,85.029999,85.300003,17216600,59.432117
"2012-04-23",84.529999,85.93,84.389999,85.690002,15197200,59.703876
"2012-04-24",85.639999,86.389999,85.639999,86.309998,11632500,60.135841
"2012-04-25",86.650002,87.18,85.720001,86.849998,18476800,60.512089
"2012-04-26",85.279999,86.199997,85.150002,86.07,17262400,59.968624
"2012-04-27",86.5,86.690002,85.959999,86.080002,11372900,59.975582
"2012-04-30",85.959999,86.800003,85.870003,86.339996,11735400,60.156727
"2012-05-01",86.459999,87.519997,86.129997,87.040001,13816900,60.64447
"2012-05-02",86.559998,86.650002,85.830002,86.199997,11108700,60.059212
"2012-05-03",86.360001,86.389999,85.309998,85.650002,9998600,59.675987
"2012-05-04",85.110001,85.309998,84.400002,84.57,15055500,58.923523
"2012-05-07",84.290001,84.790001,84.099998,84.480003,12018100,58.860817
"2012-05-08",83.75,84.260002,82.919998,84.019997,19602400,58.540295
"2012-05-09",83.040001,84.07,82.879997,83.309998,17424000,58.045609
"2012-05-10",83.370003,83.589996,82.550003,82.839996,13234600,58.115765
"2012-05-11",82.690002,83.790001,82.540001,83.099998,12061700,58.298149
"2012-05-14",82.269997,82.459999,81.959999,82.120003,12675900,57.610661
"2012-05-15",82,82.730003,81.529999,81.790001,15757400,57.379147
"2012-05-16",81.959999,83.150002,81.790001,82.169998,15034500,57.645725
"2012-05-17",82.150002,82.610001,81.68,81.910004,17698200,57.463329
"2012-05-18",82.370003,82.720001,81.029999,81.470001,21747200,57.154648
"2012-05-21",81.419998,82.129997,81.07,82.040001,13730400,57.554539
"2012-05-22",82.139999,82.839996,81.519997,81.949997,13790000,57.491394
"2012-05-23",81.790001,82.080002,79.959999,82.040001,17582200,57.554539
"2012-05-24",82.290001,82.779999,81.709999,82.610001,14113600,57.954411
"2012-05-25",82.860001,82.959999,81.68,82.080002,12756500,57.582592
"2012-05-29",82.639999,82.639999,81.32,81.93,15931100,57.477367
"2012-05-30",81.080002,81.379997,79.589996,79.790001,19593100,55.976063
"2012-05-31",79.879997,80.139999,78.410004,78.629997,38954600,55.162273
"2012-06-01",77.870003,78.559998,77.470001,77.919998,22870900,54.664185
"2012-06-04",78.089996,78.25,77.199997,77.830002,17711200,54.601051
"2012-06-05",77.589996,78.290001,77.129997,77.599998,17715600,54.439693
"2012-06-06",78.370003,80.239998,78.080002,80.18,23880900,56.249672
"2012-06-07",80.980003,81.230003,80.349998,80.690002,18409400,56.607456
"2012-06-08",80.080002,80.919998,79.459999,80.839996,18150000,56.712666
"2012-06-11",81.620003,81.849998,80.169998,80.269997,18031800,56.312798
"2012-06-12",80.739998,81.510002,80.620003,81.260002,14162100,57.00732
"2012-06-13",80.940002,81.639999,80.279999,80.629997,15098100,56.565353
"2012-06-14",80.860001,82.5,80.730003,82.129997,16942300,57.617664
"2012-06-15",82.57,83.449997,82.220001,83.220001,27342800,58.382359
"2012-06-18",82.510002,83.18,82.349998,83.110001,13885100,58.305176
"2012-06-19",83.730003,84.629997,83.309998,84.480003,21053300,59.266293
"2012-06-20",84.400002,85.389999,84.059998,84.970001,23274300,59.61005
"2012-06-21",85.040001,85.370003,82.050003,82.110001,33751900,57.603634
"2012-06-22",82.68,83.220001,82.110001,82.110001,84747800,57.603634
"2012-06-25",81.220001,81.43,79.779999,81.239998,28761600,56.993301
"2012-06-26",81.510002,82.970001,81.209999,82.400002,22853700,57.807076
"2012-06-27",82.809998,83.660004,82.709999,83.199997,15301400,58.368309
"2012-06-28",82.660004,83.459999,82.019997,83.099998,19140300,58.298149
"2012-06-29",84.779999,85.699997,84.459999,85.57,24906300,60.030983
"2012-07-02",85.440002,85.470001,84.540001,85.339996,14447800,59.869606
"2012-07-03",85.690002,86.279999,85.620003,86.279999,9787700,60.52906
"2012-07-05",85.330002,86.040001,85.150002,85.57,10797100,60.030983
"2012-07-06",84.260002,85.040001,84.199997,84.800003,13259400,59.490791
"2012-07-09",84.519997,84.550003,83.019997,83.650002,22361600,58.684013
"2012-07-10",84.080002,84.389999,82.830002,83.110001,14106100,58.305176
"2012-07-11",83.480003,84.68,83.239998,84.379997,18337600,59.196133
"2012-07-12",83.410004,84.550003,83.32,84.120003,15566400,59.013741
"2012-07-13",84.449997,85.57,84.260002,85.470001,13642000,59.960819
"2012-07-16",84.830002,85.419998,84.660004,85.050003,11269200,59.666176
"2012-07-17",85.18,85.82,84.099998,85.730003,14059400,60.143223
"2012-07-18",85.339996,86.220001,85.07,86.209999,14203500,60.479961
"2012-07-19",86.019997,86.379997,85.620003,86.209999,14902300,60.479961
"2012-07-20",85.870003,86.150002,85.269997,85.949997,16838300,60.297562
"2012-07-23",84.800003,85.459999,84.330002,85.209999,13597800,59.778412
"2012-07-24",85.209999,85.260002,83.5,84.580002,13948300,59.336456
"2012-07-25",85.139999,85.550003,84.660004,85.239998,16566000,59.799465
"2012-07-26",85.559998,86.699997,85.260002,86.519997,19149300,60.697437
"2012-07-27",86.589996,87.849998,85.5,87.449997,24079300,61.349865
"2012-07-30",87.279999,87.830002,87.080002,87.559998,11183500,61.427032
"2012-07-31",87.370003,87.660004,86.790001,86.849998,12212200,60.928955
"2012-08-01",87.019997,87.449997,86.18,86.910004,14312300,60.971039
"2012-08-02",86.099998,86.75,85.5,85.879997,14530100,60.248444
"2012-08-03",87.07,87.889999,86.800003,87.550003,13982500,61.420025
"2012-08-06",87.550003,87.879997,87.370003,87.449997,9626400,61.349865
"2012-08-07",87.879997,88,87.68,87.919998,12399800,61.679604
"2012-08-08",87.75,88.5,87.68,88.279999,12864500,61.932171
"2012-08-09",87.839996,88.480003,87.510002,88.199997,12213700,62.278152
"2012-08-10",87.669998,88.489998,87.150002,88.440002,11149000,62.447598
"2012-08-13",88.099998,88.239998,87.769997,88.139999,8716300,62.23576
"2012-08-14",88.169998,88.639999,87.900002,88.199997,8675700,62.278152
"2012-08-15",88.190002,88.669998,87.910004,88,8510100,62.136913
"2012-08-16",88.190002,88.870003,87.959999,88.669998,11311300,62.610031
"2012-08-17",88.889999,88.910004,88.160004,88.400002,11177700,62.419365
"2012-08-20",88.07,88.220001,87.629997,87.949997,8813700,62.101608
"2012-08-21",88.139999,88.410004,87.260002,87.459999,10767100,61.755634
"2012-08-22",87.199997,87.910004,87.019997,87.730003,10160400,61.946285
"2012-08-23",87.790001,87.790001,86.980003,87.309998,9666300,61.649723
"2012-08-24",87.160004,88.300003,86.93,88.050003,9762300,62.172234
"2012-08-27",88.07,88.199997,87.610001,87.739998,8252100,61.953323
"2012-08-28",87.57,88.400002,87.419998,88.099998,9646800,62.207539
"2012-08-29",88.07,88.190002,87.739998,87.900002,8377300,62.066319
"2012-08-30",87.379997,87.730003,87.019997,87.199997,8915800,61.572037
"2012-08-31",87.610001,87.849998,87.139999,87.300003,14178800,61.642662
"2012-09-04",87.330002,87.459999,86.519997,87.120003,10602900,61.51556
"2012-09-05",87.519997,87.650002,87.059998,87.330002,10113100,61.663834
"2012-09-06",87.889999,89.25,87.849998,88.989998,15713500,62.835972
"2012-09-07",89.269997,90,89.269997,89.919998,15623900,63.492653
"2012-09-10",89.82,90,89.400002,89.480003,10750700,63.181942
"2012-09-11",89.75,89.949997,89.550003,89.620003,9349400,63.280815
"2012-09-12",89.629997,89.900002,89.410004,89.550003,9982900,63.231373
"2012-09-13",89.709999,91.559998,89.43,91.230003,19870900,64.417633
"2012-09-14",91.5,92.400002,91.25,92.300003,21388800,65.17318
"2012-09-17",91.919998,92.5,91.550003,91.910004,11893700,64.897789
"2012-09-18",91.43,92.220001,91.400002,91.650002,10950100,64.71418
"2012-09-19",91.480003,91.75,90.57,90.57,16302100,63.951618
"2012-09-20",90.139999,91.690002,90.089996,91.519997,12238400,64.622391
"2012-09-21",92.029999,92.230003,91.639999,91.919998,19599100,64.904831
"2012-09-24",91.309998,92.209999,91.300003,91.879997,11023700,64.87661
"2012-09-25",92.110001,92.57,91.540001,91.739998,14035800,64.777725
"2012-09-26",91.720001,92.040001,91.099998,91.230003,11616500,64.417633
"2012-09-27",91.830002,92.25,91.190002,91.800003,10632700,64.820107
"2012-09-28",91.480003,91.650002,90.93,91.449997,12507600,64.572975
"2012-10-01",91.790001,92.5,91.599998,91.800003,10343500,64.820107
"2012-10-02",92.120003,92.18,91.279999,91.720001,9507800,64.763634
"2012-10-03",91.650002,91.809998,91.169998,91.699997,10328100,64.749496
"2012-10-04",92.080002,92.540001,91.910004,92.220001,11507100,65.116692
"2012-10-05",92.589996,93,92.230003,92.550003,9890100,65.349693
"2012-10-08",92.150002,92.870003,92.040001,92.68,8765200,65.441475
"2012-10-09",92.830002,93.360001,92.110001,92.129997,13799200,65.053131
"2012-10-10",91.800003,92.019997,90.669998,91.029999,15332500,64.276421
"2012-10-11",91.57,91.879997,91.169998,91.169998,9789900,64.375259
"2012-10-12",91.510002,91.720001,90.510002,91.029999,9943700,64.276421
"2012-10-15",91.349998,91.690002,90.540001,91.510002,10651100,64.615334
"2012-10-16",91.889999,92.480003,91.800003,92.379997,9069300,65.229652
"2012-10-17",92.620003,93.540001,92.610001,93.389999,10759100,65.94281
"2012-10-18",92.970001,93.57,92.970001,93.480003,11815500,66.006378
"2012-10-19",93.57,93.669998,91.75,92.150002,15928100,65.067253
"2012-10-22",91.669998,92.260002,91.080002,92.190002,11445400,65.095482
"2012-10-23",91.129997,91.379997,90.010002,90.18,14085500,63.676235
"2012-10-24",90.459999,90.620003,89.769997,89.879997,11332500,63.464397
"2012-10-25",90.629997,90.800003,89.68,90.43,10387200,63.852768
"2012-10-26",90.559998,91.07,90.010002,90.620003,11583000,63.986893
"2012-10-31",91.029999,91.410004,90.110001,91.169998,14848500,64.375259
"2012-11-01",90.25,91.669998,90.199997,91.599998,15771900,64.678894
"2012-11-02",91.760002,91.940002,90.059998,90.269997,12742400,63.739773
"2012-11-05",90.040001,90.809998,89.699997,90.629997,11222600,63.993961
"2012-11-06",90.860001,92.050003,90.730003,91.610001,12026500,64.685959
"2012-11-07",90.239998,90.239998,87.699997,88.18,19423500,62.653858
"2012-11-08",88.269997,88.43,87.029999,87.07,13743000,61.865181
"2012-11-09",86.610001,87.949997,86.610001,87.209999,13407000,61.964642
"2012-11-12",87.269997,87.690002,86.949997,87.32,9004300,62.042809
"2012-11-13",86.75,87.989998,86.440002,86.470001,12260300,61.438862
"2012-11-14",86.75,87.110001,85.879997,86.07,14524100,61.154655
"2012-11-15",86.089996,86.559998,85.370003,86.139999,13783600,61.204384
"2012-11-16",86.139999,86.709999,85.059998,86.449997,17405200,61.424648
"2012-11-19",87.400002,88.199997,87.089996,87.669998,12911000,62.291477
"2012-11-20",87.510002,87.879997,86.769997,87.5,10288100,62.170708
"2012-11-21",87.809998,88.019997,87.480003,88.010002,13905300,62.533077
"2012-11-23",88.25,89.089996,88.010002,89.089996,11931000,63.30043
"2012-11-26",88.32,88.629997,88.029999,88.620003,16423600,62.966469
"2012-11-27",88.400002,88.540001,87.239998,87.349998,11841600,62.064117
"2012-11-28",86.529999,88.190002,86.279999,88.099998,15959900,62.597019
"2012-11-29",88.370003,88.690002,87.629997,88.120003,11579100,62.61124
"2012-11-30",88.07,88.400002,87.82,88.139999,15522100,62.625431
"2012-12-03",88.550003,88.580002,87.470001,87.610001,10937300,62.248871
"2012-12-04",87.379997,87.970001,87.190002,87.190002,11980000,61.950443
"2012-12-05",87.269997,88.269997,87.099998,87.730003,12717800,62.334133
"2012-12-06",87.760002,88.059998,87.239998,88,12077000,62.525978
"2012-12-07",88.169998,88.639999,87.769997,88.599998,10603100,62.952286
"2012-12-10",88.580002,88.949997,88.239998,88.410004,11549400,62.817276
"2012-12-11",88.610001,89.489998,88.400002,88.989998,12634600,63.229397
"2012-12-12",89.089996,90.370003,88.910004,89.449997,14729500,63.556229
"2012-12-13",89.160004,89.449997,88.269997,88.580002,12290300,62.938072
"2012-12-14",88,88.449997,87.919998,88.080002,13363600,62.582809
"2012-12-17",88.360001,88.940002,88.099998,88.870003,15672500,63.144112
"2012-12-18",88.75,89.739998,88.559998,89.559998,15396600,63.634384
"2012-12-19",89.540001,89.610001,88.379997,88.440002,15092500,62.838596
"2012-12-20",88.379997,88.940002,87.980003,88.889999,15789000,63.15834
"2012-12-21",87.660004,88.599998,87.010002,87.230003,33057000,61.978863
"2012-12-24",87.129997,87.32,86.800003,86.919998,6385200,61.75861
"2012-12-26",87.209999,87.68,86.57,87.07,10737800,61.865181
"2012-12-27",87.050003,87.239998,85.75,86.860001,14258500,61.715954
"2012-12-28",86.099998,86.290001,85.07,85.099998,13358700,60.465443
"2012-12-31",85.040001,86.660004,84.699997,86.550003,19810800,61.495697
"2013-01-02",87.790001,88.720001,87.239998,88.709999,16143700,63.030422
"2013-01-03",88.459999,88.889999,88.160004,88.550003,13268200,62.916748
"2013-01-04",88.5,89.089996,88.370003,88.959999,11427900,63.208046
"2013-01-07",88.309998,88.489998,87.57,87.93,11799800,62.476223
"2013-01-08",87.82,88.480003,87.290001,88.480003,14226400,62.867039
"2013-01-09",88.400002,88.540001,87.75,88.139999,10892200,62.625431
"2013-01-10",88.75,89.480003,88.370003,89.099998,13099600,63.307552
"2013-01-11",88.970001,89.709999,88.860001,89.610001,11645600,63.669903
"2013-01-14",89.459999,89.75,89.32,89.580002,9606700,63.64859
"2013-01-15",89.18,89.610001,89,89.529999,9195400,63.613064
"2013-01-16",89.160004,89.480003,89.07,89.470001,9645000,63.570435
"2013-01-17",89.760002,90.940002,89.599998,90.199997,13400300,64.089096
"2013-01-18",90.089996,90.830002,89.830002,90.800003,17196000,64.515427
"2013-01-22",90.269997,90.940002,90.209999,90.919998,11897500,64.600685
"2013-01-23",90.5,90.879997,90.419998,90.699997,10906800,64.444374
