"dates","BXP.Open","BXP.High","BXP.Low","BXP.Close","BXP.Volume","BXP.Adjusted"
"2011-07-08",110.099998,110.839996,109.550003,110.75,693400,80.145844
"2011-07-11",109.470001,109.879997,108.379997,108.589996,763200,78.582703
"2011-07-12",108.470001,110.860001,108.309998,108.970001,1019600,78.857704
"2011-07-13",109.43,110.120003,108.43,108.459999,715800,78.488655
"2011-07-14",109.010002,109.199997,107.169998,107.970001,1151200,78.134026
"2011-07-15",108.440002,109.510002,107.699997,109.459999,784800,79.212311
"2011-07-18",108.900002,109.169998,107.110001,108.099998,859500,78.228127
"2011-07-19",108.959999,111,108.959999,110.989998,955800,80.319496
"2011-07-20",111.279999,111.459999,110.050003,110.660004,839200,80.080711
"2011-07-21",111.550003,112.839996,111.139999,112.360001,896300,81.310944
"2011-07-22",112.57,112.779999,111.790001,112.269997,832900,81.245819
"2011-07-25",111.120003,111.650002,110.379997,110.919998,929200,80.268867
"2011-07-26",111.080002,111.129997,109.650002,110.370003,916900,79.870842
"2011-07-27",110.040001,110.099998,106.889999,106.989998,1318700,77.424881
"2011-07-28",107.209999,107.959999,105.779999,107.209999,1000700,77.584061
"2011-07-29",106.209999,107.779999,105.269997,107.360001,1091500,77.692619
"2011-08-01",108.769997,108.980003,105.169998,105.959999,1180800,76.679466
"2011-08-02",105.199997,106.809998,103.449997,103.480003,1787000,74.884804
"2011-08-03",103.279999,103.43,100.25,103.120003,1583600,74.624268
"2011-08-04",101.809998,102.150002,98.279999,98.379997,2007300,71.194107
"2011-08-05",99.699997,100.269997,95.25,96.910004,2307000,70.13031
"2011-08-08",94.68,95.139999,89.019997,89.099998,3011000,64.4785
"2011-08-09",90.650002,97.160004,89.360001,97.120003,3526700,70.282288
"2011-08-10",94.660004,100.349998,94,95.660004,4294900,69.225761
"2011-08-11",96.730003,102.209999,95.32,100.309998,2883800,72.590767
"2011-08-12",101.239998,102.300003,99.370003,100.169998,1421200,72.489479
"2011-08-15",100.760002,103.5,100.629997,103.260002,1587400,74.725609
"2011-08-16",101.639999,103.75,100.730003,103.019997,1406800,74.551895
"2011-08-17",102.959999,104.669998,102.620003,104.089996,1408800,75.326225
"2011-08-18",100.389999,101.75,98.839996,100.040001,2152000,72.395378
"2011-08-19",99.019997,101.580002,98.5,98.779999,1747900,71.483597
"2011-08-22",100.830002,100.830002,97.360001,97.989998,1523700,70.911873
"2011-08-23",98.099998,100.349998,97.510002,100.309998,1152500,72.590767
"2011-08-24",100.379997,101.790001,98.940002,101.120003,1723800,73.176971
"2011-08-25",101.410004,103.029999,98.690002,99.529999,1334400,72.026306
"2011-08-26",98.349998,100.690002,96.43,100.599998,1068800,72.800629
"2011-08-29",101.849998,103.730003,101.120003,103.639999,1208800,75.00058
"2011-08-30",103.709999,104.220001,101.220001,103.470001,1062000,74.877571
"2011-08-31",103.900002,104.580002,102.669998,104.290001,1577100,75.47097
"2011-09-01",104.32,104.510002,102.059998,102.440002,963900,74.132195
"2011-09-02",99.910004,102.449997,99.910004,101.25,1035800,73.271011
"2011-09-06",98.370003,102.690002,98.349998,101.769997,1386600,73.647324
"2011-09-07",102.589996,104.360001,101.010002,104.099998,2091400,75.333458
"2011-09-08",103.839996,104.720001,103.129997,103.550003,1213200,74.935448
"2011-09-09",102.199997,103,99.269997,100.260002,1278800,72.554604
"2011-09-12",99.050003,100.489998,98.309998,100.449997,1264000,72.692093
"2011-09-13",100.639999,101.370003,99.040001,99.739998,1991300,72.178291
"2011-09-14",100.529999,101.209999,98.269997,100.559998,1602000,72.771675
"2011-09-15",101.410004,102.779999,100.419998,102.760002,1283400,74.36377
"2011-09-16",102.839996,103.919998,101.519997,102.5,1753700,74.175606
"2011-09-19",100.580002,101.739998,99.400002,99.519997,1257000,72.019096
"2011-09-20",99.82,101.099998,99.449997,99.610001,1034900,72.084206
"2011-09-21",99.940002,99.940002,94.910004,95.050003,1755100,68.784309
"2011-09-22",92.580002,93.18,91.139999,92.550003,2379500,66.975151
"2011-09-23",91.589996,92.879997,91.309998,92.419998,1773000,66.881081
"2011-09-26",93.029999,93.309998,90.519997,93,1610700,67.300804
"2011-09-27",94.809998,95.400002,92.610001,93.160004,1761300,67.416573
"2011-09-28",93.080002,93.410004,90.629997,90.809998,1628200,66.07058
"2011-09-29",92.690002,93.110001,91.18,92.68,1664500,67.431152
"2011-09-30",91.290001,92.720001,89.019997,89.099998,2050200,64.826431
"2011-10-03",88.349998,90.050003,84.639999,84.720001,2607300,61.639683
"2011-10-04",83.129997,86.849998,82.32,86.540001,2900000,62.963848
"2011-10-05",86.620003,86.620003,81.519997,85.459999,2597700,62.178066
"2011-10-06",85.129997,87.800003,84,87.699997,1655000,63.807823
"2011-10-07",87.300003,89.300003,85.370003,85.470001,2239300,62.185356
"2011-10-10",87,90.589996,87,90.529999,1621600,65.866852
"2011-10-11",89.639999,90.620003,88.510002,88.860001,1606900,64.651787
"2011-10-12",89.540001,91.389999,88.68,89.919998,1366400,65.423035
"2011-10-13",89.43,90.629997,87.629997,89.900002,1319100,65.408493
"2011-10-14",90.989998,92.739998,90.690002,92.339996,1093500,67.183739
"2011-10-17",91.459999,92.150002,90.199997,90.559998,1174400,65.888672
"2011-10-18",90.75,93.209999,90.290001,92.639999,1529700,67.402054
"2011-10-19",92.330002,93.5,89.849998,90.07,1660900,65.532166
"2011-10-20",91.089996,91.089996,88.480003,90.849998,1305800,66.099655
"2011-10-21",91.93,93.629997,91.260002,92.980003,1410000,67.649406
"2011-10-24",92.860001,95.190002,92.540001,94.980003,1336500,69.104538
"2011-10-25",93.82,94.190002,92.730003,92.989998,1053600,67.656685
"2011-10-26",91.360001,94.860001,90.139999,94.110001,1934500,68.471565
"2011-10-27",97.330002,99.610001,95.669998,99.150002,1625300,72.138519
"2011-10-28",98.5,100.080002,98.040001,99.839996,1298300,72.640511
"2011-10-31",98.25,99.779999,98.019997,98.989998,1728400,72.022072
"2011-11-01",96.739998,98.769997,95.629997,97.18,2225300,70.7052
"2011-11-02",99.07,99.290001,96.139999,98.330002,1473200,71.541893
"2011-11-03",99.050003,99.800003,96.870003,99.400002,1078600,72.320381
"2011-11-04",98.580002,99.059998,97.080002,98.809998,886500,71.891113
"2011-11-07",98.57,99.830002,97.459999,98.900002,632500,71.956589
"2011-11-08",99.050003,100.639999,97.610001,100.449997,807600,73.084335
"2011-11-09",98.239998,99.07,95.43,95.800003,1424700,69.701141
"2011-11-10",97.010002,97.010002,94.510002,95.389999,1072700,69.402832
"2011-11-11",96.790001,98.220001,96,98.089996,793800,71.367264
"2011-11-14",97.489998,97.489998,95.129997,95.599998,850300,69.555626
"2011-11-15",95.470001,96.980003,94.809998,96.389999,582900,70.130417
"2011-11-16",95.529999,96.910004,95.150002,95.290001,738600,69.330078
"2011-11-17",95.010002,95.779999,93.269997,93.769997,1226600,68.224174
"2011-11-18",94.480003,95.209999,93.209999,95.129997,922500,69.213676
"2011-11-21",93.559998,93.980003,92.43,92.5,1257100,67.300194
"2011-11-22",92.470001,93.18,91.580002,92.129997,764700,67.03096
"2011-11-23",91.279999,91.309998,88.800003,88.82,1014600,64.622734
"2011-11-25",88.639999,90.839996,88.400002,89.150002,402300,64.862808
"2011-11-28",91.959999,92.480003,89.440002,90.290001,1519700,65.692238
"2011-11-29",90.699997,91.209999,89.5,89.959999,981100,65.452141
"2011-11-30",92.300003,95.550003,91.739998,95.379997,1741200,69.395546
"2011-12-01",94.940002,95.209999,93.239998,93.57,1071000,68.078667
"2011-12-02",94.43,95.260002,93.459999,93.730003,811200,68.195068
"2011-12-05",94.959999,96.440002,94.5,95.230003,824800,69.286407
"2011-12-06",95.169998,95.330002,94.099998,94.910004,520200,69.053619
"2011-12-07",94.669998,96.220001,93.860001,95.870003,508700,69.752075
"2011-12-08",95.400002,95.440002,93.510002,93.790001,695000,68.238724
"2011-12-09",94.18,96,93.699997,95.489998,849000,69.475578
"2011-12-12",94.620003,94.639999,92.580002,93.349998,873700,67.918587
"2011-12-13",93.730003,94.470001,91.849998,92.540001,882800,67.329262
"2011-12-14",92.110001,94.519997,91.900002,93.650002,1186200,68.136887
"2011-12-15",94.43,96.07,93.559998,95.040001,1133400,69.148201
"2011-12-16",95.68,97.220001,95.300003,95.959999,1305300,69.817566
"2011-12-19",96.089996,96.849998,94.919998,95.110001,754600,69.199135
"2011-12-20",96.480003,98.5,96.150002,98.389999,822700,71.585564
"2011-12-21",98.370003,98.669998,97.300003,97.900002,762200,71.229034
"2011-12-22",98.32,100.529999,98.010002,100.029999,1064600,72.778763
"2011-12-23",100.239998,101.139999,99.889999,101.010002,582400,73.491791
"2011-12-27",100.610001,102.32,100.309998,101.589996,663400,73.913757
"2011-12-28",101.099998,101.099998,98.879997,99.07,740000,72.472633
"2011-12-29",99.57,100.209999,98.949997,100.029999,591700,73.174911
"2011-12-30",100.360001,100.690002,99.599998,99.599998,544200,72.860382
"2012-01-03",101.739998,102.860001,100.489998,101.32,1260400,74.118599
"2012-01-04",100.690002,101.019997,99.209999,99.330002,1438700,72.66288
"2012-01-05",98.830002,99.980003,98.650002,99.5,1046800,72.787209
"2012-01-06",99.419998,99.82,98.169998,99.220001,945600,72.582397
"2012-01-09",99.309998,99.709999,98.279999,98.639999,567700,72.158081
"2012-01-10",99.419998,100.629997,99,99.580002,875700,72.845741
"2012-01-11",98.699997,100,98.230003,99.889999,902900,73.072495
"2012-01-12",99.150002,99.629997,97.82,98.209999,994500,71.843552
"2012-01-13",97.620003,98.18,96.730003,97.489998,1324900,71.316849
"2012-01-17",98.559998,99.400002,98.220001,98.699997,826700,72.202003
"2012-01-18",98.900002,99.650002,98.760002,99.18,1061300,72.553139
"2012-01-19",99.18,100.080002,99.010002,99.760002,772200,72.977417
"2012-01-20",99.400002,99.93,98.120003,99.860001,1271000,73.050552
"2012-01-23",99.510002,101.209999,99.510002,100.720001,959800,73.67968
"2012-01-24",99.739998,102.040001,99.529999,101.949997,1063900,74.579483
"2012-01-25",101.75,103.989998,101.650002,103.75,1036500,75.896202
"2012-01-26",103.959999,104.690002,103.43,103.68,912600,75.844994
"2012-01-27",103.82,104.669998,103.339996,104.239998,858100,76.254669
"2012-01-30",102.68,103.480003,102.169998,102.550003,995800,75.018372
"2012-01-31",103.129997,104.160004,102.559998,104.050003,1490300,76.115685
"2012-02-01",104.239998,106.160004,104.239998,106.139999,1323400,77.644585
"2012-02-02",106.110001,106.739998,105.629997,106.209999,1316400,77.695778
"2012-02-03",107.339996,107.870003,106.800003,107.57,994900,78.690659
"2012-02-06",107.43,107.529999,106.610001,107.25,605900,78.456551
"2012-02-07",106.849998,107.330002,106.010002,106.300003,734200,77.761635
"2012-02-08",106.830002,107.07,105.339996,106,794400,77.542175
"2012-02-09",105.989998,106.449997,104.639999,104.739998,808800,76.620415
"2012-02-10",104.029999,104.669998,103.400002,103.779999,867100,75.918167
"2012-02-13",105,105.139999,104.059998,104.470001,967400,76.422905
"2012-02-14",104.209999,104.269997,102.389999,103.129997,930100,75.44268
"2012-02-15",103.43,103.790001,102.190002,102.779999,757200,75.18663
"2012-02-16",102.800003,105.019997,102.620003,104.800003,806800,76.664322
"2012-02-17",105.330002,105.459999,104,104.839996,854700,76.693588
"2012-02-21",104.790001,104.910004,102.629997,103.339996,627000,75.596306
"2012-02-22",103.080002,103.860001,101.57,101.760002,973100,74.44046
"2012-02-23",101.599998,103.18,101.599998,103.129997,612700,75.44268
"2012-02-24",103.169998,103.57,102.190002,102.620003,571100,75.069595
"2012-02-27",102.169998,102.879997,100.980003,102.419998,1332500,74.923294
"2012-02-28",102.660004,102.93,101.629997,101.809998,922200,74.477051
"2012-02-29",101.82,102.309998,101.019997,101.550003,1461700,74.28685
"2012-03-01",101.529999,102.580002,101.419998,102.470001,693600,74.959854
"2012-03-02",102.370003,102.959999,102.139999,102.459999,513500,74.952538
"2012-03-05",102.379997,103.169998,101.599998,103.019997,526200,75.362206
"2012-03-06",102.129997,103.379997,101.75,102.550003,1126300,75.018372
"2012-03-07",102.720001,103.129997,101.260002,103.059998,1002200,75.391457
"2012-03-08",103.400002,103.400002,101.620003,101.910004,1152900,74.550194
"2012-03-09",101.879997,102.730003,101.669998,102.309998,662400,74.842819
"2012-03-12",102.529999,104.839996,102.379997,103.769997,1193300,75.910858
"2012-03-13",104.129997,105.959999,104.029999,105.709999,1172300,77.330017
"2012-03-14",105.580002,106.279999,104.870003,105.080002,858400,76.869164
"2012-03-15",105.330002,105.440002,104.339996,104.739998,928300,76.620415
"2012-03-16",104.760002,106.360001,104.699997,105.940002,1694400,77.498268
"2012-03-19",105.610001,106,104.709999,105.169998,1317300,76.934982
"2012-03-20",104.290001,105.839996,104.099998,105.080002,955200,76.869164
"2012-03-21",105.050003,105.32,104.269997,104.349998,822200,76.335144
"2012-03-22",103.910004,103.910004,102.419998,103.379997,786100,75.625511
"2012-03-23",103.470001,104.580002,102.68,104.010002,821600,76.086418
"2012-03-26",105.190002,105.239998,103.989998,104.480003,851800,76.430222
"2012-03-27",104.660004,104.940002,104.080002,104.139999,844500,76.181519
"2012-03-28",103.769997,104.330002,102.980003,104.330002,921800,76.725716
"2012-03-29",103.690002,104.139999,102.82,103.860001,928700,76.380074
"2012-03-30",104.610001,105.309998,104.32,104.989998,1209100,77.21109
"2012-04-02",104.989998,105.599998,104.660004,105.209999,1116600,77.372864
"2012-04-03",104.720001,105.129997,104.370003,104.849998,732100,77.108124
"2012-04-04",104.239998,104.349998,103.25,103.610001,614300,76.196228
"2012-04-05",103.040001,103.489998,102.139999,102.760002,744900,75.571098
"2012-04-09",101.029999,101.830002,100.779999,101.389999,807000,74.563622
"2012-04-10",101.349998,101.610001,98.919998,99.029999,1153500,72.828011
"2012-04-11",100.019997,100.470001,99.370003,100.449997,866400,73.872322
"2012-04-12",100.269997,102.010002,99.510002,102.010002,831100,75.019554
"2012-04-13",101.529999,101.75,100.190002,100.300003,1062000,73.762016
"2012-04-16",100.970001,102.529999,100.870003,101.900002,891600,74.938683
"2012-04-17",102.199997,103.790001,101.489998,103.639999,1106800,76.218285
"2012-04-18",102.809998,103.5,102.480003,103.080002,763000,75.806442
"2012-04-19",103.25,103.57,102.5,103.339996,748300,75.997665
"2012-04-20",103.610001,105.169998,103.5,105.019997,1072700,77.23317
"2012-04-23",103.93,104.510002,103.470001,104.459999,1237100,76.821327
"2012-04-24",104.68,106.190002,104.489998,106.160004,1338200,78.071533
"2012-04-25",106.949997,106.949997,105.900002,106.779999,1071900,78.527473
"2012-04-26",106.480003,107.650002,106.190002,107.459999,782300,79.027565
"2012-04-27",107.550003,108.18,106.440002,107.800003,885800,79.277611
"2012-04-30",107.760002,108.300003,107.139999,108.25,1060600,79.608551
"2012-05-01",108.349998,110.169998,107.809998,109.75,875000,80.711678
"2012-05-02",106.699997,109.739998,106.699997,109.410004,1021700,80.461601
"2012-05-03",109.610001,109.720001,107.849998,107.900002,1491400,79.351143
"2012-05-04",107.75,108.239998,107.389999,107.949997,1382300,79.387924
"2012-05-07",107.410004,108.860001,107.330002,108.43,881400,79.740906
"2012-05-08",108.059998,108.610001,107.57,108.339996,1091300,79.674706
"2012-05-09",107.459999,108.82,107,107.82,885700,79.29232
"2012-05-10",108.970001,108.970001,107.110001,108.199997,817200,79.57177
"2012-05-11",107.910004,108.510002,107.370003,108.309998,1013800,79.652687
"2012-05-14",107.580002,108.480003,107.260002,107.519997,1131800,79.071678
"2012-05-15",107.389999,107.669998,106.360001,106.5,865400,78.321548
"2012-05-16",107.150002,107.32,104.800003,104.889999,1023000,77.137543
"2012-05-17",104.720001,105.139999,101.660004,101.709999,1442900,74.798927
"2012-05-18",102.519997,102.980003,100.470001,100.870003,1077900,74.18119
"2012-05-21",101.449997,103.690002,101.169998,103.5,900300,76.115318
"2012-05-22",103.57,103.699997,102.720001,103.279999,638600,75.953522
"2012-05-23",102.739998,103.839996,102.099998,103.599998,867000,76.18885
"2012-05-24",103.360001,104.5,102.949997,104.050003,711200,76.519814
"2012-05-25",103.879997,104.470001,103.529999,103.849998,857600,76.372696
"2012-05-29",104.099998,105.599998,104.099998,105.330002,718900,77.461143
"2012-05-30",104.029999,104.599998,102.629997,102.669998,895400,75.504929
"2012-05-31",102.980003,103.959999,101.75,102.93,1224000,75.696129
"2012-06-01",101.199997,102.160004,100.800003,101.309998,1193300,74.504784
"2012-06-04",101.559998,101.559998,99.330002,100.269997,1006800,73.739944
"2012-06-05",100.339996,101.830002,99.849998,101.589996,889800,74.710663
"2012-06-06",102.57,104.129997,101.760002,104.129997,970000,76.578644
"2012-06-07",105.019997,105.379997,103.239998,103.849998,606900,76.372696
"2012-06-08",103.510002,105.199997,103.510002,105.199997,570600,77.365524
"2012-06-11",105.709999,105.849998,101.830002,101.889999,1188800,74.931297
"2012-06-12",102.209999,102.410004,100.970001,102.059998,1214800,75.056328
"2012-06-13",101.839996,102.730003,101.010002,101.5,996400,74.644501
"2012-06-14",101.75,103.660004,101.459999,103.209999,655800,75.902046
"2012-06-15",103.720001,104.110001,102.879997,104.029999,1084900,76.505089
"2012-06-18",103.959999,105.379997,103.199997,104.940002,696300,77.174332
"2012-06-19",105.330002,105.980003,104.699997,105.309998,568900,77.446404
"2012-06-20",105.589996,106.260002,104.839996,105.540001,898600,77.615562
"2012-06-21",105.779999,105.959999,103.480003,103.639999,937200,76.218285
"2012-06-22",104.059998,104.209999,103.110001,103.309998,1901400,75.975586
"2012-06-25",102.610001,104.459999,102.5,104.089996,933600,76.549225
"2012-06-26",104.370003,104.800003,103.360001,104.099998,655000,76.556564
"2012-06-27",104.139999,104.389999,103.129997,103.849998,499700,76.778351
"2012-06-28",103.330002,105.050003,102.629997,104.860001,416300,77.525085
"2012-06-29",106.830002,108.370003,105.989998,108.370003,984200,80.120094
"2012-07-02",109.230003,109.57,108.040001,109.57,9e+05,81.007286
"2012-07-03",109.400002,110.309998,109.139999,110.25,457100,81.510017
"2012-07-05",110,110.440002,108.93,109.370003,513900,80.859421
"2012-07-06",108.339996,110.410004,108.220001,110.18,609100,81.458252
"2012-07-09",109.889999,110.059998,109.080002,109.629997,629100,81.05162
"2012-07-10",109.970001,110.199997,107.919998,108.449997,545100,80.179237
"2012-07-11",108.68,109.239998,108.199997,108.949997,719200,80.548912
"2012-07-12",108.260002,109.730003,107.879997,108.900002,765600,80.511925
"2012-07-13",109.160004,110.620003,109.080002,110.589996,587400,81.761391
"2012-07-16",110.849998,110.849998,110.110001,110.5,594600,81.694824
"2012-07-17",110.690002,112.089996,109.760002,111.949997,838100,82.766853
"2012-07-18",111.18,111.860001,110.440002,111.019997,702300,82.079269
"2012-07-19",111.010002,111.25,109.18,110.349998,779100,81.583946
"2012-07-20",109.449997,110.440002,108.959999,109.93,700100,81.273453
"2012-07-23",108.720001,109.349998,108.209999,109.07,656100,80.637619
"2012-07-24",109.029999,109.410004,107.519997,108.540001,589100,80.245773
"2012-07-25",109,109.389999,107.709999,108.720001,570200,80.37886
"2012-07-26",110.089996,111.089996,109.07,110.110001,861800,81.406502
"2012-07-27",110.580002,111.669998,110.110001,110.790001,809000,81.909241
"2012-07-30",110.669998,111.379997,109.940002,110.419998,790500,81.635712
"2012-07-31",110.230003,111.309998,110.220001,110.900002,669400,81.99057
"2012-08-01",111.209999,112,110.610001,111.199997,797500,82.212357
"2012-08-02",110.550003,111.900002,110.190002,111.809998,788200,82.663338
"2012-08-03",112.580002,113.300003,112.160004,113,959000,83.543159
"2012-08-06",113.389999,113.830002,112.57,113.169998,1434800,83.668823
"2012-08-07",112.720001,113.010002,111.339996,112.529999,764700,83.195671
"2012-08-08",112.269997,112.330002,110.57,110.790001,687100,81.909241
"2012-08-09",110.669998,111.889999,110.059998,110.519997,1279100,81.709625
"2012-08-10",110.25,110.919998,109.839996,110.699997,595000,81.842712
"2012-08-13",110.279999,111.449997,110.279999,111,420700,82.064491
"2012-08-14",111.160004,111.489998,110.279999,110.559998,503900,81.739212
"2012-08-15",110.57,111.550003,110.330002,111.339996,281100,82.315857
"2012-08-16",111.089996,112.160004,110.720001,111.989998,495800,82.79644
"2012-08-17",112.139999,112.209999,111.389999,111.760002,450000,82.626366
"2012-08-20",111.510002,111.769997,110.57,111.339996,633700,82.315857
"2012-08-21",111.339996,111.610001,110.790001,111.349998,656800,82.323257
"2012-08-22",111.269997,111.839996,110.190002,111.620003,652700,82.522888
"2012-08-23",111.57,111.93,111.18,111.580002,693300,82.493286
"2012-08-24",111.349998,112.199997,111.169998,111.839996,498100,82.685524
"2012-08-27",111.949997,112.269997,111.059998,111.43,412300,82.382401
"2012-08-28",111.120003,111.980003,110.290001,111.849998,584000,82.692932
"2012-08-29",112.32,112.32,111.290001,111.849998,538400,82.692932
"2012-08-30",111.290001,111.589996,110.949997,111.400002,547900,82.360229
"2012-08-31",111.839996,112.260002,111.139999,112.129997,797000,82.89991
"2012-09-04",112.099998,112.82,111.07,112.760002,489500,83.365715
"2012-09-05",112.75,112.75,111.669998,112.379997,473900,83.08477
"2012-09-06",112.870003,113.309998,112.57,112.949997,747800,83.50618
"2012-09-07",113.589996,114.510002,113.25,114.370003,1020600,84.556
"2012-09-10",114.160004,114.160004,113.050003,113.209999,736800,83.698402
"2012-09-11",112.830002,113.43,112.290001,112.68,810900,83.306572
"2012-09-12",112.900002,113.279999,112.43,112.760002,746300,83.365715
"2012-09-13",112.769997,114.830002,112.440002,114.830002,1006000,84.896103
"2012-09-14",116.93,116.940002,115.169998,116.07,1044500,85.812843
"2012-09-17",116.239998,117,115.510002,115.870003,517700,85.664978
"2012-09-18",115.580002,115.68,114.639999,114.949997,452500,84.984818
"2012-09-19",115.050003,115.360001,113.660004,113.660004,630300,84.031097
"2012-09-20",113.599998,113.75,112.18,112.540001,912200,83.203056
"2012-09-21",112.970001,113.989998,112.629997,113.540001,1668400,83.94239
"2012-09-24",113.099998,114.440002,112.489998,112.57,996500,83.22522
"2012-09-25",112.82,112.910004,110.800003,110.82,749200,81.931412
"2012-09-26",110.57,111.18,110.220001,110.400002,820700,82.027992
"2012-09-27",110.699997,112.230003,110.559998,111.389999,828100,82.763596
"2012-09-28",110.790001,111.190002,110.32,110.610001,909700,82.184052
"2012-10-01",110.669998,111.059998,108.620003,109.440002,1086400,81.314735
"2012-10-02",109.779999,110.370003,109.010002,109.779999,697000,81.567345
"2012-10-03",110.029999,111.559998,109.900002,110.489998,604600,82.094902
"2012-10-04",110.849998,111.169998,109.660004,109.879997,509400,81.641655
"2012-10-05",110.300003,110.860001,109.720001,110.150002,329100,81.842278
"2012-10-08",110.110001,110.260002,109.779999,110.019997,356000,81.745689
"2012-10-09",110.059998,110.940002,109.5,109.580002,421000,81.41877
"2012-10-10",109.769997,109.889999,108.860001,109.5,463800,81.359291
"2012-10-11",110.139999,110.550003,109.449997,109.449997,363200,81.322144
"2012-10-12",109.43,110.260002,108.669998,108.980003,468700,80.972946
"2012-10-15",108.970001,109.919998,108.470001,109.870003,425900,81.634232
"2012-10-16",110.260002,110.989998,109.870003,110.279999,459900,81.938828
"2012-10-17",109.940002,110.440002,109.18,110.129997,632100,81.8274
"2012-10-18",110,111.459999,109.93,111.459999,676300,82.81559
"2012-10-19",110.900002,111.309998,109.269997,109.529999,950500,81.381592
"2012-10-22",109.370003,109.510002,108.239998,109.290001,791100,81.203262
"2012-10-23",108.040001,108.290001,107.32,107.690002,852400,80.014473
"2012-10-24",106.860001,108.709999,106.860001,107.709999,1314900,80.02932
"2012-10-25",108.82,109.699997,106.779999,107.349998,1107300,79.761826
"2012-10-26",107.25,107.25,105.75,106.529999,1078100,79.152557
"2012-10-31",107.839996,107.839996,105.410004,106.300003,1048800,78.981697
"2012-11-01",106.449997,107.290001,105.870003,107.160004,789900,79.620674
"2012-11-02",107.519997,108,107.129997,107.220001,638600,79.665245
"2012-11-05",107.720001,107.720001,105.779999,106.389999,814700,79.048546
"2012-11-06",106.639999,107.190002,105.879997,107.050003,815100,79.538933
"2012-11-07",106.230003,107,105.889999,106.080002,758300,78.818237
"2012-11-08",105.519997,105.790001,103.459999,103.690002,1102400,77.042427
"2012-11-09",103.370003,104.099998,103.019997,103.099998,739800,76.604042
"2012-11-12",103.18,103.220001,102.400002,102.480003,625200,76.14341
"2012-11-13",102.089996,103.019997,101.5,101.610001,2058700,75.496971
"2012-11-14",101.75,101.989998,99.849998,100.059998,1582500,74.345299
"2012-11-15",100.199997,100.82,99.230003,100.029999,961500,74.323021
"2012-11-16",100.269997,101.139999,99.32,100.849998,708300,74.932312
"2012-11-19",101.309998,102.230003,101.209999,101.879997,767400,75.697563
"2012-11-20",101.660004,102.260002,100.959999,102.25,472100,75.972504
"2012-11-21",102.269997,102.730003,101.220001,101.669998,595200,75.541557
"2012-11-23",102.349998,103.059998,101.669998,103.059998,304300,76.574326
"2012-11-26",102.300003,103.489998,101.980003,102.610001,978500,76.23999
"2012-11-27",102.110001,103.099998,101.129997,101.639999,1464600,75.519264
"2012-11-28",101.550003,101.830002,100.68,101.449997,1214000,75.378105
"2012-11-29",101.919998,102.510002,101.150002,102.190002,594300,75.927917
"2012-11-30",102.190002,103,102.129997,102.629997,940900,76.254845
"2012-12-03",102.970001,103.610001,102.209999,102.589996,632100,76.225128
"2012-12-04",102.419998,103.57,102.139999,102.529999,627100,76.18055
"2012-12-05",102.720001,102.860001,101.959999,102.559998,725000,76.20282
"2012-12-06",102.889999,104.43,102.889999,104.230003,897600,77.443649
"2012-12-07",104.25,105.440002,104.010002,105.400002,1010800,78.312973
"2012-12-10",105.040001,105.349998,104.480003,104.989998,675400,78.008324
"2012-12-11",105.220001,105.419998,104.739998,104.879997,1101400,77.92662
"2012-12-12",104.660004,104.830002,103.43,104.269997,750500,77.473381
"2012-12-13",104.050003,104.269997,103.470001,103.75,666700,77.087013
"2012-12-14",103.510002,104.400002,103.510002,103.980003,765200,77.257919
"2012-12-17",104.43,104.900002,104.080002,104.839996,821200,77.896873
"2012-12-18",104.919998,105.690002,104.669998,105.400002,1138100,78.312973
"2012-12-19",105.57,105.669998,104.760002,105.199997,1022500,78.164368
"2012-12-20",105.269997,106.699997,105.019997,106.669998,903600,79.256584
"2012-12-21",105.889999,106.870003,105.589996,105.699997,1400100,78.535881
"2012-12-24",105.470001,106.32,105.099998,105.989998,249500,78.751343
"2012-12-26",106.110001,106.110001,105.059998,105.620003,535500,78.47641
"2012-12-27",105.43,105.93,104.230003,105.669998,690400,78.999741
"2012-12-28",105.040001,106.160004,104.849998,104.940002,553800,78.454002
"2012-12-31",104.699997,105.839996,104.529999,105.809998,810100,79.104424
"2013-01-02",106.760002,107.220001,105.900002,106.650002,1029500,79.73243
"2013-01-03",106.800003,107.400002,106.519997,106.779999,732900,79.82959
"2013-01-04",106.699997,107.660004,106.699997,107.470001,650000,80.345444
"2013-01-07",107.029999,108.32,106.93,108.260002,807400,80.936058
"2013-01-08",107.910004,108.160004,107.040001,107.330002,591500,80.240791
"2013-01-09",107.449997,107.730003,107.330002,107.559998,532700,80.412735
"2013-01-10",107.870003,107.870003,107,107.400002,780500,80.293129
"2013-01-11",107.550003,107.699997,106.879997,107,688600,79.99408
"2013-01-14",107.120003,107.510002,107.059998,107.360001,489200,80.263206
"2013-01-15",107.230003,108.889999,107.050003,108.699997,729200,81.265015
"2013-01-16",108.190002,108.260002,106.709999,107.589996,794700,80.435165
"2013-01-17",107.690002,107.940002,107.089996,107.120003,673500,80.083794
"2013-01-18",107.190002,107.870003,107.059998,107.830002,1181800,80.614586
"2013-01-22",107.5,108.940002,107.470001,108.919998,633900,81.429482
"2013-01-23",108.589996,109.080002,108.379997,108.760002,496800,81.309875
"2013-01-24",108.900002,109.379997,108.400002,109,492200,81.489304
"2013-01-25",109.25,109.650002,108.860001,109.459999,564000,81.833183
