"dates","AMT.Open","AMT.High","AMT.Low","AMT.Close","AMT.Volume","AMT.Adjusted"
"2011-07-15",52.529999,53.279999,52.389999,53.23,2263500,45.073944
"2011-07-18",52.869999,53.290001,51.970001,52.220001,1660700,44.2187
"2011-07-19",52.470001,53.18,52.41,52.91,1620200,44.802979
"2011-07-20",53.060001,53.110001,52.130001,52.52,1466700,44.472736
"2011-07-21",52.810001,53.27,52.5,53.07,2360200,44.938454
"2011-07-22",52.959999,53.32,52.790001,53.32,1429000,45.150166
"2011-07-25",52.93,53.040001,52.540001,52.75,1402400,44.6675
"2011-07-26",52.669998,53,52.5,52.740002,1733800,44.659031
"2011-07-27",52.540001,52.549999,51.209999,51.220001,3003400,43.371918
"2011-07-28",51.25,53.619999,51.099998,52.599998,3668500,44.540474
"2011-07-29",51.98,52.759998,51.580002,52.529999,2711500,44.481201
"2011-08-01",52.919998,53.09,51.740002,52.5,2574800,44.455788
"2011-08-02",52.290001,52.740002,50.41,50.5,4232800,42.762241
"2011-08-03",51,53.779999,50.52,53.669998,5906000,45.446526
"2011-08-04",52.720001,53.27,50.830002,51.009998,5696900,43.194092
"2011-08-05",51.5,51.57,49.16,49.98,7246900,42.321922
"2011-08-08",49,49.150002,46.34,46.349998,6544800,39.248116
"2011-08-09",46.990002,49.259998,46.040001,49.200001,6201900,41.661427
"2011-08-10",48.389999,49.060001,47.27,47.369999,5694200,40.111832
"2011-08-11",46.950001,50,46.950001,49.349998,4036000,41.788448
"2011-08-12",49.619999,50.439999,49.490002,50.200001,2701000,42.508217
"2011-08-15",50.48,51.779999,50.48,51.48,2689700,43.592083
"2011-08-16",51.07,51.34,50.419998,51.029999,2174300,43.211037
"2011-08-17",51.18,51.779999,50.5,50.849998,2109300,43.058628
"2011-08-18",49.82,50.150002,47.990002,48.349998,4046000,40.941685
"2011-08-19",48,49.529999,47.939999,48.830002,4325700,41.348122
"2011-08-22",49.950001,50.060001,48.529999,48.91,3186200,41.415878
"2011-08-23",49.139999,50.810001,48.970001,50.759998,3337300,42.98241
"2011-08-24",50.59,51.630001,50.5,51.5,2866300,43.609016
"2011-08-25",51.68,51.77,50.349998,50.509998,3665800,42.770706
"2011-08-26",50.310001,51.950001,48.75,51.860001,3752800,43.913868
"2011-08-29",52.240002,52.880001,51.860001,52.240002,3028100,44.23563
"2011-08-30",52.16,53.389999,52.009998,53.200001,2764500,45.048542
"2011-08-31",53.709999,54.889999,53.330002,53.860001,6200500,45.607418
"2011-09-01",54.060001,54.990002,53.98,54.259998,3957300,45.946129
"2011-09-02",53.150002,53.779999,52.720001,53.139999,2729200,44.99773
"2011-09-06",52.43,53.189999,51.459999,53.049999,2513800,44.921528
"2011-09-07",53.75,53.970001,53.240002,53.5,2714200,45.30257
"2011-09-08",53.220001,53.77,53.209999,53.41,3773300,45.226368
"2011-09-09",52.889999,53.130001,52.169998,52.380001,4011300,44.354179
"2011-09-12",51.759998,52.32,51.450001,52.299999,4007200,44.286449
"2011-09-13",52.41,52.990002,51.950001,52.900002,3053100,44.794518
"2011-09-14",53.200001,54.75,52.540001,54.16,3700700,45.861443
"2011-09-15",54.52,54.919998,54.040001,54.860001,3334900,46.454189
"2011-09-16",54.91,55,54.099998,54.900002,3759100,46.48806
"2011-09-19",53.98,55.41,53.91,55.209999,2584200,46.750553
"2011-09-20",55.509998,56.209999,54.970001,55.150002,3213600,46.699757
"2011-09-21",55.43,55.860001,54.040001,54.099998,3848800,45.810642
"2011-09-22",52.639999,53.209999,51.470001,52.299999,6830300,44.286449
"2011-09-23",51.91,53.049999,51.82,52.290001,3679500,44.277981
"2011-09-26",52.779999,53.599998,52.279999,53.5,4522500,45.30257
"2011-09-27",54.099998,55.560001,53.810001,54.580002,3825500,46.217098
"2011-09-28",54.650002,54.68,53.830002,53.959999,3249800,45.692089
"2011-09-29",54.790001,54.880001,52.509998,53.59,3179000,45.378784
"2011-09-30",53.060001,54.150002,53.049999,53.799999,5541100,45.556606
"2011-10-03",53.75,54.68,52.82,52.860001,6671000,44.760643
"2011-10-04",52.119999,54.060001,51.049999,54.009998,5500000,45.734428
"2011-10-05",53.639999,55.459999,53.450001,55.060001,4987900,46.623547
"2011-10-06",55.040001,55.790001,54.790001,55.59,3890000,47.07235
"2011-10-07",55.610001,56.27,54.849998,54.93,4396600,46.513474
"2011-10-10",55.810001,56.060001,55.380001,55.919998,2469000,47.351768
"2011-10-11",55.540001,55.709999,55.110001,55.27,2714400,46.801369
"2011-10-12",55.810001,56.330002,55.259998,55.43,2690300,46.936855
"2011-10-13",55.25,55.330002,54.639999,55.150002,3015900,46.699757
"2011-10-14",55.650002,56.169998,55.450001,55.830002,2254700,47.27557
"2011-10-17",55.43,55.810001,54.869999,55.07,2013000,46.632011
"2011-10-18",55.029999,56.02,54.139999,55.669998,2028900,47.140072
"2011-10-19",55.57,55.939999,54.580002,54.990002,3171600,46.564278
"2011-10-20",54.82,55.77,54.720001,55.049999,2387800,46.615082
"2011-10-21",55.439999,56.380001,54.810001,56.34,2846200,47.70742
"2011-10-24",56.41,57.279999,56.330002,57.240002,2666200,48.469528
"2011-10-25",56.709999,56.93,55.869999,55.950001,2602100,47.377174
"2011-10-26",56.259998,56.299999,54.860001,55.630001,3570000,47.106205
"2011-10-27",57.09,57.25,55.509998,56.790001,2889400,48.088467
"2011-10-28",56.630001,56.82,56.060001,56.32,2094100,47.690479
"2011-10-31",55.84,56.150002,55.049999,55.099998,2848000,46.657417
"2011-11-01",53.490002,58,53.02,56.919998,6614600,48.198544
"2011-11-02",57.23,57.529999,55.52,56.700001,3805100,48.012264
"2011-11-03",57.400002,58,56.299999,57.419998,4083900,48.621933
"2011-11-04",57.259998,57.959999,56.810001,57.919998,2449100,49.045326
"2011-11-07",57.950001,58.43,57.07,58.330002,2877200,49.392509
"2011-11-08",58.549999,58.580002,57.549999,58.360001,2225300,49.417923
"2011-11-09",57.27,58.330002,57.040001,57.18,2996800,48.418724
"2011-11-10",57.75,57.799999,56.27,56.630001,2799100,47.952991
"2011-11-11",57.349998,58.419998,57.130001,58.18,2019500,49.265488
"2011-11-14",57.91,58.27,57.23,57.360001,1461600,48.571136
"2011-11-15",57.099998,58.599998,57.009998,58.41,2409400,49.460247
"2011-11-16",57.84,58.130001,57.029999,57.169998,1986900,48.410259
"2011-11-17",57.66,57.93,56.689999,56.93,2625600,48.207016
"2011-11-18",57.18,57.25,56.619999,56.759998,2906400,48.063076
"2011-11-21",56.23,56.490002,55.529999,55.900002,1887900,47.334846
"2011-11-22",55.84,56.580002,55.549999,56,2700600,47.41951
"2011-11-23",55.580002,55.84,55.029999,55.419998,2335200,46.928379
"2011-11-25",55.200001,56.220001,55.200001,55.720001,1536400,47.18243
"2011-11-28",56.900002,57.119999,56.23,56.549999,3212600,47.885235
"2011-11-29",56.75,57.959999,56.630001,57.740002,3044400,48.892914
"2011-11-30",58.900002,59.610001,58.290001,59,5434300,49.959854
"2011-12-01",58.779999,59.419998,58.380001,58.599998,2450500,49.621136
"2011-12-02",59.080002,59.369999,58.759998,59.080002,2771700,50.027599
"2011-12-05",59.360001,59.68,58.950001,59.130001,3416800,50.069939
"2011-12-06",59.049999,59.490002,58.82,59.240002,1937800,50.163086
"2011-12-07",59,59.57,58.459999,59.299999,1801600,50.213886
"2011-12-08",58.669998,58.889999,57.75,57.82,3152100,49.251343
"2011-12-09",58.049999,58.68,57.970001,58.59,2231000,49.907223
"2011-12-12",58.349998,58.389999,57.669998,58.150002,1981500,49.532444
"2011-12-13",58.41,59.049999,57.93,58.130001,2596400,49.5154
"2011-12-14",58.119999,58.470001,57.720001,57.990002,2160600,49.396149
"2011-12-15",58.220001,58.919998,57.91,58.799999,3381500,50.086109
"2011-12-16",59.200001,59.41,58.07,59.139999,8009000,50.375721
"2011-12-19",59.439999,59.66,56.990002,57.18,4567800,48.706181
"2011-12-20",58.310001,59.98,58.240002,59.799999,3892600,50.937916
"2011-12-21",59.48,60,59.27,59.389999,2997100,50.58868
"2011-12-22",59.490002,60.299999,59.490002,59.990002,3129000,51.099758
"2011-12-23",60.080002,60.439999,59.830002,60.439999,1334600,51.483074
"2011-12-27",60.25,60.82,60.099998,60.700001,1393200,51.704544
"2011-12-28",60.52,60.669998,59.689999,60.07,1581800,51.167904
"2011-12-29",60.18,60.720001,60.16,60.59,1476000,51.61084
"2011-12-30",60.860001,60.91,59.93,60.009998,4859400,51.116783
"2012-01-03",60.450001,60.639999,57.98,58.810001,7842100,50.09462
"2012-01-04",58.32,59.830002,58.060001,59.66,5177900,50.818661
"2012-01-05",59.5,60.48,58.529999,60.349998,4773200,51.406406
"2012-01-06",60.349998,60.93,59.98,60.25,6464100,51.321232
"2012-01-09",60.59,60.59,60.009998,60.419998,2552800,51.466034
"2012-01-10",60.66,61.52,60.470001,61.310001,3292600,52.224136
"2012-01-11",61.43,62.279999,61.360001,62.25,2905700,53.024841
"2012-01-12",62.400002,62.509998,61.209999,62.450001,3272900,53.19521
"2012-01-13",62.23,62.419998,61.619999,62.32,2840600,53.084476
"2012-01-17",62.880001,62.970001,61.68,61.830002,3123600,52.667088
"2012-01-18",61.830002,62.48,61.689999,62.419998,2369500,53.169643
"2012-01-19",62.57,62.66,61.939999,62.200001,2265800,52.982246
"2012-01-20",62.209999,62.400002,61.240002,61.509998,3636600,52.394505
"2012-01-23",61.709999,62.09,61.279999,61.810001,2396200,52.650051
"2012-01-24",61.57,62.509998,61.400002,62.470001,2158600,53.212242
"2012-01-25",62.470001,63.389999,62.259998,62.970001,2358000,53.638142
"2012-01-26",63.009998,63.080002,61.790001,62.150002,2855100,52.939659
"2012-01-27",62.080002,63.220001,61.82,63.009998,2792700,53.672207
"2012-01-30",62.52,62.880001,62.25,62.860001,1844000,53.544437
"2012-01-31",63,63.630001,62.799999,63.509998,3063700,54.09811
"2012-02-01",63.709999,63.84,63.169998,63.349998,3533400,53.961823
"2012-02-02",63.459999,63.669998,63,63.23,2507000,53.859608
"2012-02-03",63.57,63.77,63.18,63.369999,3486500,53.978855
"2012-02-06",63.080002,63.360001,63.02,63.130001,2618000,53.774429
"2012-02-07",63.189999,63.48,62.860001,63.369999,2046700,53.978855
"2012-02-08",63.400002,63.849998,63,63.849998,1759300,54.387726
"2012-02-09",63.91,64.019997,63.139999,63.790001,2247800,54.336613
"2012-02-10",63.380001,63.82,63.169998,63.290001,2213800,53.910706
"2012-02-13",63.52,64.379997,63.459999,64.010002,2553100,54.524006
"2012-02-14",63.950001,64.519997,63.540001,64.379997,2461700,54.839176
"2012-02-15",64.449997,64.550003,63.200001,63.549999,3502700,54.132183
"2012-02-16",62.990002,63.150002,61.75,62.560001,5265100,53.288891
"2012-02-17",62.849998,63,62.5,62.5,3133900,53.237789
"2012-02-21",62.66,63.470001,62.59,62.990002,3767100,53.655174
"2012-02-22",63.110001,63.52,62.73,63.259998,3223100,53.885159
"2012-02-23",63.07,63.91,62.48,63.91,3791600,54.438831
"2012-02-24",64.019997,64.389999,63.73,64.160004,2774400,54.651791
"2012-02-27",62.650002,63.389999,62.650002,63.099998,3380400,53.748863
"2012-02-28",63.369999,63.369999,61.77,62.27,3949100,53.041874
"2012-02-29",62.650002,62.689999,62.029999,62.580002,3053800,53.305939
"2012-03-01",62.610001,63.110001,62.459999,63.040001,2804400,53.697769
"2012-03-02",63.040001,63.07,62.509998,62.59,2089500,53.314445
"2012-03-05",62.459999,63.07,62.369999,62.889999,2016800,53.569992
"2012-03-06",62.279999,62.48,61.959999,62.18,2589100,52.965221
"2012-03-07",62.119999,62.419998,61.900002,62.18,2139900,52.965221
"2012-03-08",62.459999,63.23,62.330002,62.439999,3171500,53.18668
"2012-03-09",62.43,62.57,62,62.220001,3630400,52.999279
"2012-03-12",62.259998,62.439999,61.84,62,3152600,52.811882
"2012-03-13",62.25,62.279999,61.59,61.900002,5229500,52.726711
"2012-03-14",62.43,63.23,62.220001,62.959999,4741200,53.62962
"2012-03-15",62.849998,63.299999,62.849998,63.169998,2227900,53.808506
"2012-03-16",63.470001,63.580002,63.130001,63.34,2656500,53.953304
"2012-03-19",63.540001,64,63.380001,63.849998,1724100,54.387726
"2012-03-20",63.549999,63.66,62.82,62.93,2733700,53.604069
"2012-03-21",62.93,63.169998,62.389999,62.439999,3359500,53.18668
"2012-03-22",62.290001,62.610001,61.98,61.98,2787200,52.794853
"2012-03-23",61.98,62.150002,61.27,61.75,3381900,52.598934
"2012-03-26",62,62.48,61.810001,62.27,2416400,53.041874
"2012-03-27",62.18,62.490002,61.900002,62.099998,2255000,52.89706
"2012-03-28",61.98,62.380001,61.84,62.259998,1962800,53.033363
"2012-03-29",61.98,62.450001,61.639999,62.380001,1994100,53.135586
"2012-03-30",62.650002,63.130001,62.299999,63.02,2545300,53.680721
"2012-04-02",63.060001,64.029999,62.84,64.010002,2731900,54.524006
"2012-04-03",64,64,63.130001,63.240002,2714800,53.86813
"2012-04-04",62.950001,63.040001,62.389999,62.650002,2076200,53.365562
"2012-04-05",62.509998,63.48,62.389999,63.41,2577000,54.012928
"2012-04-09",62.419998,62.59,61.93,62.299999,1719000,53.243755
"2012-04-10",62.09,62.669998,61.560001,61.619999,2588500,52.662605
"2012-04-11",62.119999,63.139999,62.110001,63.09,2594200,53.918934
"2012-04-12",63.200001,63.869999,62.93,63.810001,1903700,54.534256
"2012-04-13",63.240002,63.560001,63.02,63.16,1855200,53.978745
"2012-04-16",63.57,64.059998,63.41,63.720001,2945200,54.457329
"2012-04-17",63.98,64.449997,63.360001,64.360001,2404200,55.004295
"2012-04-18",64.370003,64.419998,64.050003,64.099998,2142700,54.782093
"2012-04-19",64.199997,64.400002,63.389999,63.849998,1678900,54.568436
"2012-04-20",63.950001,64.510002,63.950001,64,2118200,54.696636
"2012-04-23",63.540001,63.68,62.740002,63.130001,2021300,53.95311
"2012-04-24",63.299999,63.860001,62.98,63.529999,1683900,54.294941
"2012-04-25",64.059998,64.75,64.059998,64.739998,2181400,55.329067
"2012-04-26",64.709999,64.919998,64.300003,64.860001,2071800,55.431625
"2012-04-27",65,65.18,64.550003,65.099998,1836100,55.636742
"2012-04-30",65.160004,65.589996,64.900002,65.580002,1826200,56.04697
"2012-05-01",65.639999,66.120003,65.309998,65.43,2528900,55.918762
"2012-05-02",65.139999,65.980003,64.919998,65.919998,2429300,56.337536
"2012-05-03",67,68.519997,66.370003,67.050003,5188100,57.303276
"2012-05-04",66.790001,67.589996,66,66.440002,2692800,56.78194
"2012-05-07",66.43,67.349998,65.900002,67.25,2052800,57.474194
"2012-05-08",67.07,67.800003,66.720001,67.75,3172000,57.901505
"2012-05-09",67.349998,67.68,66.82,67,3270900,57.260544
"2012-05-10",67.5,67.839996,66.970001,67.540001,2405400,57.722034
"2012-05-11",67.110001,68.209999,67.040001,67.620003,2036600,57.790417
"2012-05-14",67.279999,67.989998,66.860001,67.199997,2269700,57.431469
"2012-05-15",67.099998,68.089996,67.07,67.769997,2603200,57.91861
"2012-05-16",67.900002,67.949997,66.779999,66.82,3087800,57.106701
"2012-05-17",66.949997,66.970001,64.779999,64.800003,3655300,55.380337
"2012-05-18",64.959999,65.360001,64.25,64.419998,2607400,55.05558
"2012-05-21",64.830002,65.620003,64.300003,65.510002,2066900,55.987141
"2012-05-22",65.480003,65.959999,64.779999,65.07,3516700,55.611107
"2012-05-23",64.699997,65.309998,64.18,65.18,2382500,55.705109
"2012-05-24",65.43,66.360001,65.339996,65.849998,2368200,56.277721
"2012-05-25",65.879997,66.099998,65.449997,65.75,1570800,56.192249
"2012-05-29",66.139999,66.620003,65.760002,66.309998,2033800,56.670845
"2012-05-30",65.919998,66.139999,65.190002,65.190002,2195200,55.713657
"2012-05-31",65.239998,65.400002,64.150002,64.879997,3408900,55.448715
"2012-06-01",63.619999,64.169998,63.110001,63.150002,2550000,53.970207
"2012-06-04",63.25,63.369999,62.540001,63.09,2215600,53.918934
"2012-06-05",62.970001,64.279999,62.970001,64.089996,2247900,54.773556
"2012-06-06",64.519997,65.790001,64.339996,65.790001,2515300,56.226444
"2012-06-07",66.290001,66.57,65.25,65.339996,1827600,55.841843
"2012-06-08",65.019997,66.339996,64.830002,66.300003,2424400,56.662308
"2012-06-11",66.830002,67,65.57,65.639999,1980100,56.09824
"2012-06-12",65.5,66.5,65.239998,66.389999,1908700,56.739197
"2012-06-13",66.07,66.849998,65.68,66.220001,2011800,56.593922
"2012-06-14",66.150002,67.400002,65.800003,67.199997,2115200,57.431469
"2012-06-15",67.209999,67.839996,66.889999,67.760002,2867300,57.910065
"2012-06-18",67.779999,68.809998,67.540001,68.620003,2164200,58.645042
"2012-06-19",68.779999,69.690002,68.709999,68.989998,2461300,58.961273
"2012-06-20",68.989998,69.040001,67.949997,68.470001,2410000,58.516853
"2012-06-21",68.82,68.959999,67.07,67.129997,2482200,57.371632
"2012-06-22",67.480003,68,67.080002,67.860001,1967600,57.995525
"2012-06-25",67.139999,67.769997,66.989998,67.360001,1635300,57.568222
"2012-06-26",68.620003,68.760002,67.32,68.550003,2815600,58.585224
"2012-06-27",68.93,69.779999,68.449997,69.629997,2571600,59.508236
"2012-06-28",69.120003,69.769997,68.309998,69.68,1947100,59.739708
"2012-06-29",70.190002,70.650002,69.489998,69.910004,2903300,59.936905
"2012-07-02",70.129997,71.599998,70.110001,71.5,2208500,61.300091
"2012-07-03",71.629997,71.870003,71.199997,71.43,1066200,61.240074
"2012-07-05",71.32,71.43,70.739998,71.220001,1596500,61.060032
"2012-07-06",70.43,71.010002,70.360001,70.790001,1858400,60.691364
"2012-07-09",71.099998,71.940002,70.68,71.82,2335600,61.57444
"2012-07-10",71.93,72.18,69.699997,69.900002,3898900,59.928341
"2012-07-11",69.900002,70.389999,69.040001,70.199997,3277400,60.185543
"2012-07-12",69.93,71.419998,69.470001,71.089996,3436700,60.948566
"2012-07-13",71.059998,72.150002,71.010002,72.150002,2675700,61.857357
"2012-07-16",72.150002,72.419998,71.879997,72.279999,2232300,61.968796
"2012-07-17",72.650002,73.040001,72.190002,73.029999,2019600,62.61182
"2012-07-18",72.300003,72.360001,69.459999,70.099998,6416800,60.099804
"2012-07-19",70.010002,70.75,69.68,70.519997,2912200,60.459885
"2012-07-20",70.300003,71.099998,70.199997,70.919998,2668900,60.802834
"2012-07-23",70.339996,70.529999,69.709999,69.940002,2189000,59.96262
"2012-07-24",69.440002,69.559998,68.650002,69.139999,2849400,59.276737
"2012-07-25",69.480003,69.760002,68.809998,69.260002,2504400,59.379635
"2012-07-26",70.150002,71.480003,70.150002,71.029999,3141800,60.897148
"2012-07-27",71.360001,72.550003,71.360001,72.330002,2620400,62.011688
"2012-07-30",72.370003,72.93,72,72.110001,1914900,61.823048
"2012-07-31",72.099998,72.809998,71.879997,72.309998,3952900,61.994541
"2012-08-01",70.860001,75.620003,70,71.559998,9242300,61.351524
"2012-08-02",71.440002,72.209999,71.050003,72.190002,2667200,61.891659
"2012-08-03",72.760002,73.410004,72.660004,73.07,2613000,62.646118
"2012-08-06",73.360001,73.360001,72.459999,72.5,1568500,62.157425
"2012-08-07",71.639999,71.989998,70.25,70.519997,4340600,60.459885
"2012-08-08",70.620003,70.790001,69.959999,70.040001,2784200,60.04837
"2012-08-09",70.07,70.440002,69.839996,70.279999,2312500,60.254124
"2012-08-10",70.300003,70.639999,69.910004,70.510002,1589600,60.451298
"2012-08-13",70.449997,71.550003,70.410004,71.209999,2304500,61.051441
"2012-08-14",71.260002,71.559998,71.029999,71.379997,1503400,61.197208
"2012-08-15",71.400002,71.949997,71.120003,71.199997,1353500,61.042866
"2012-08-16",71.089996,71.190002,70.470001,71.050003,1827900,60.914288
"2012-08-17",71.360001,71.360001,70.790001,71.220001,1883500,61.060032
"2012-08-20",71.209999,71.309998,70.389999,71.309998,1499900,61.13718
"2012-08-21",71.440002,71.720001,70.029999,70.169998,2397400,60.159809
"2012-08-22",70.040001,70.440002,69.779999,69.870003,1976800,59.902607
"2012-08-23",69.760002,69.779999,69.190002,69.209999,2048400,59.336754
"2012-08-24",69,69.720001,68.870003,69.440002,3588500,59.533951
"2012-08-27",69.5,69.660004,69.040001,69.5,2470500,59.585396
"2012-08-28",69.239998,69.959999,69.099998,69.489998,1881100,59.576824
"2012-08-29",69.330002,70.019997,69.309998,69.75,1222200,59.79974
"2012-08-30",69.370003,70.199997,69.32,70.120003,1386400,60.116955
"2012-08-31",70.269997,70.519997,69.519997,70.400002,1956800,60.357006
"2012-09-04",70.480003,70.919998,69.839996,70.779999,1517200,60.682789
"2012-09-05",70.910004,71.019997,70.300003,70.940002,1717700,60.819954
"2012-09-06",71.169998,71.779999,71.059998,71.639999,2100600,61.420101
"2012-09-07",71.900002,72.32,71.589996,71.919998,2022100,61.660137
"2012-09-10",71.910004,72.110001,71.290001,71.400002,1832500,61.214367
"2012-09-11",71.360001,71.889999,71.32,71.739998,1282900,61.505817
"2012-09-12",72.029999,72.07,71.440002,71.949997,1358700,61.68589
"2012-09-13",71.910004,73.199997,71.910004,72.790001,2357300,62.406067
"2012-09-14",72.910004,73.099998,71.07,71.360001,3215000,61.180058
"2012-09-17",71.190002,71.639999,71.040001,71.190002,1972500,61.034313
"2012-09-18",71.349998,71.459999,71.010002,71.110001,1843800,60.96571
"2012-09-19",71.110001,71.279999,70.629997,70.660004,2898000,60.57991
"2012-09-20",70.419998,70.919998,70.190002,70.790001,2675400,60.691364
"2012-09-21",71.07,71.330002,70.400002,70.410004,3795500,60.365582
"2012-09-24",70.300003,70.980003,70,70.900002,1882200,60.785683
"2012-09-25",70.959999,71.580002,70.059998,70.089996,3240500,60.091209
"2012-09-26",70.099998,71.660004,70.029999,70.720001,2232700,60.631355
"2012-09-27",70.669998,71.379997,70.510002,71.059998,1638700,61.121643
"2012-09-28",70.830002,71.550003,70.760002,71.389999,2604000,61.405476
"2012-10-01",71.610001,72.449997,70.709999,71.07,2236000,61.130234
"2012-10-02",71.089996,71.660004,70.449997,71.660004,2860300,61.637733
"2012-10-03",71.889999,72.989998,71.540001,72.660004,2140600,62.497849
"2012-10-04",72.779999,72.989998,71.839996,71.919998,2667600,61.861328
"2012-10-05",72.379997,72.980003,72.129997,72.82,2135800,62.635479
"2012-10-08",72.709999,72.769997,71.980003,72.510002,1357700,62.368843
"2012-10-09",72.489998,72.82,71.57,71.639999,1555200,61.62051
"2012-10-10",71.720001,72.639999,71.559998,72.550003,1842000,62.40324
"2012-10-11",72.599998,72.739998,71.43,71.669998,2701200,61.646339
"2012-10-12",71.800003,72.309998,71.639999,72.169998,1576100,62.076382
"2012-10-15",72.279999,75.68,72.059998,75.349998,5277800,64.811623
"2012-10-16",75.589996,76.220001,74.709999,74.760002,2319200,64.304146
"2012-10-17",74.120003,75.040001,74.120003,74.790001,2845100,64.329926
"2012-10-18",74.75,75.550003,74.529999,75.489998,1753500,64.932045
"2012-10-19",75.410004,75.489998,73.82,73.839996,2531700,63.51281
"2012-10-22",73.440002,73.82,72.519997,73.559998,1910200,63.271996
"2012-10-23",72.989998,73.779999,72.449997,73.43,1993800,63.160179
"2012-10-24",73.559998,73.75,73.160004,73.5,1454300,63.220383
"2012-10-25",73.870003,73.970001,72.290001,73.32,1996500,63.065548
"2012-10-26",73.449997,73.739998,72.660004,73.370003,1552200,63.108551
"2012-10-31",72.889999,75.410004,72.139999,75.290001,2992600,64.760025
"2012-11-01",75.169998,75.540001,73.230003,74.580002,2418000,64.14933
"2012-11-02",75.040001,75.550003,74.339996,74.470001,2650500,64.05471
"2012-11-05",73.769997,74.400002,73.230003,73.989998,2295900,63.641857
"2012-11-06",74.019997,74.5,73.379997,73.769997,2115100,63.452625
"2012-11-07",74.040001,76.040001,74.029999,75.239998,5049000,64.717033
"2012-11-08",75.330002,75.580002,74.449997,74.480003,2403400,64.063309
"2012-11-09",74.150002,75.139999,74.150002,74.839996,1956700,64.372963
"2012-11-12",75.129997,75.239998,73.760002,74.739998,1933900,64.286949
"2012-11-13",74.480003,75.459999,74.209999,74.230003,1319500,63.848255
"2012-11-14",74.389999,74.629997,73.220001,73.440002,1778200,63.168777
"2012-11-15",73.389999,73.790001,71.760002,72.349998,1977800,62.231228
"2012-11-16",72.43,74.040001,72.349998,73.860001,3547500,63.530029
"2012-11-19",74.610001,74.699997,73.510002,73.709999,2262700,63.401009
"2012-11-20",73.760002,74.269997,73.07,73.75,1882300,63.435413
"2012-11-21",73.769997,74.160004,73.589996,74.120003,1517900,63.753666
"2012-11-23",74.279999,75,74.019997,74.980003,727000,64.493385
"2012-11-26",74.589996,74.889999,73.959999,74.349998,1407000,63.951504
"2012-11-27",74.150002,74.82,73.620003,74.199997,1831400,63.822495
"2012-11-28",74.019997,74.25,73.370003,74.209999,1627600,63.831062
"2012-11-29",74.489998,75.029999,74.190002,74.900002,1350000,64.424583
"2012-11-30",74.919998,75.480003,74.800003,74.93,2178200,64.450394
"2012-12-03",75,75.449997,74.580002,74.879997,1509800,64.407372
"2012-12-04",75,75.540001,74.550003,74.830002,1485900,64.364395
"2012-12-05",74.959999,74.989998,73.519997,74.610001,1959200,64.175125
"2012-12-06",74.650002,75.010002,74.349998,74.980003,1613900,64.493385
"2012-12-07",75.010002,75.559998,74.849998,75.449997,1510800,64.897644
"2012-12-10",75.580002,75.599998,75.040001,75.120003,1694500,64.613815
"2012-12-11",75.389999,75.949997,75.07,75.209999,1843000,64.691216
"2012-12-12",75.360001,76.480003,75.139999,76.190002,2310200,65.534164
"2012-12-13",75.980003,77,75.760002,76.089996,2411000,65.654968
"2012-12-14",75.870003,76.709999,75.870003,76.669998,2617500,66.155418
"2012-12-17",76.949997,76.959999,76.199997,76.900002,2539400,66.353867
"2012-12-18",77.129997,77.160004,76.239998,76.800003,2569800,66.267593
"2012-12-19",76.959999,77,76.120003,76.129997,2334500,65.689499
"2012-12-20",76.190002,77.260002,75.919998,77.260002,2085600,66.664497
"2012-12-21",76.870003,77.029999,76.309998,76.769997,2731000,66.241684
"2012-12-24",76.769997,77.190002,76.559998,77,779900,66.440147
"2012-12-26",76.980003,77.040001,76.099998,76.290001,1206500,65.827545
"2012-12-27",76.32,76.839996,75.360001,76.290001,1612800,65.827545
"2012-12-28",75.860001,76.699997,75.860001,75.889999,1243900,65.482376
"2012-12-31",75.889999,77.269997,75.800003,77.269997,1713100,66.673119
"2013-01-02",78.389999,79.050003,78.239998,79.050003,3119400,68.209023
"2013-01-03",78.370003,78.470001,76.800003,77.120003,4443700,66.543716
"2013-01-04",77.279999,77.410004,76.610001,77.050003,2231800,66.483299
"2013-01-07",76.709999,77.190002,76.709999,76.959999,1764500,66.405647
"2013-01-08",76.980003,77.449997,76.839996,77.269997,2200000,66.673119
"2013-01-09",77.529999,77.949997,77.370003,77.730003,1529000,67.070038
"2013-01-10",78.160004,78.870003,77.910004,78.669998,2949800,67.881134
"2013-01-11",78.800003,79.050003,78.540001,78.779999,1798800,67.976051
"2013-01-14",78.900002,79.040001,78.389999,78.699997,1094300,67.907036
"2013-01-15",78.650002,79.330002,78.25,79.32,2038700,68.442017
"2013-01-16",79.25,79.309998,78.540001,78.699997,1767500,67.907036
"2013-01-17",78.75,79.120003,78.589996,78.870003,1927100,68.053726
"2013-01-18",78.93,79.379997,78.739998,79.349998,1835000,68.46788
"2013-01-22",79.470001,79.489998,78.970001,79.25,1729500,68.381607
"2013-01-23",78.989998,79.389999,78.809998,78.970001,1698900,68.139984
"2013-01-24",79,79.980003,79,79.629997,2309100,68.709473
"2013-01-25",79.699997,79.919998,79.199997,79.900002,1709600,68.942451
"2013-01-28",79.730003,79.730003,78.75,78.879997,1961100,68.062332
"2013-01-29",78.900002,79.07,78.5,78.620003,1857200,67.838013
"2013-01-30",79.139999,79.139999,76.879997,76.949997,3551300,66.397026
"2013-01-31",77.07,77.150002,75.370003,76.150002,4192300,65.706741
