"dates","VNO.Open","VNO.High","VNO.Low","VNO.Close","VNO.Volume","VNO.Adjusted"
"2010-08-19",61.294178,61.323444,59.231045,59.655376,1869032,39.696545
"2010-08-20",59.260307,59.823647,58.74818,59.304203,1440524,39.462852
"2010-08-23",59.779751,60.15287,59.14325,59.231045,1202145,39.414181
"2010-08-24",58.696968,59.209095,57.987309,58.550648,1378606,38.961418
"2010-08-25",58.24337,59.706589,58.24337,59.421261,1602633,39.540752
"2010-08-26",59.772434,60.057762,58.645756,58.843288,1711024,39.156155
"2010-08-27",59.150566,59.743168,57.840984,59.684639,2250930,39.716019
"2010-08-30",59.289574,60.240662,58.843288,58.872555,1484400,39.175632
"2010-08-31",58.828659,59.662693,58.462852,59.304203,1945849,39.462852
"2010-09-01",60.262611,61.87215,59.969967,61.674618,3060926,41.040215
"2010-09-02",61.806305,63.042725,61.718513,63.020775,2259131,41.935982
"2010-09-03",63.437794,64.037712,62.9403,63.949921,1930813,42.554268
"2010-09-07",63.371948,63.510956,62.698868,62.735451,1615618,41.746109
"2010-09-08",63.137833,63.525585,62.501335,62.837875,1612611,41.814278
"2010-09-09",63.61338,64.103554,61.711197,61.857517,1913044,41.161919
"2010-09-10",62.142845,62.530598,61.659985,62.113583,1489867,41.332302
"2010-09-13",63.152466,63.167099,62.296482,62.9403,1506953,41.882427
"2010-09-14",62.764713,63.415844,62.311115,62.75008,2039068,41.755856
"2010-09-15",62.23064,63.679222,62.208691,63.496323,1308623,42.252422
"2010-09-16",63.342686,63.45974,62.545231,63.013458,1050425,41.931118
"2010-09-17",63.27684,63.474373,62.494019,63.306103,2050823,42.125858
"2010-09-20",63.788963,65.135124,63.349998,64.791267,2104814,43.114113
"2010-09-21",64.842484,65.157074,63.788963,64.644943,2659208,43.016758
"2010-09-22",64.17672,65.0327,63.671909,63.854809,2258721,42.490967
"2010-09-23",63.547535,63.635326,61.952625,61.967258,2167825,41.234936
"2010-09-24",62.786659,63.840179,62.457436,63.64996,2238492,42.35466
"2010-09-27",63.393898,63.979183,62.947617,63.540218,2029637,42.281643
"2010-09-28",63.496323,63.525585,62.391594,63.342686,2345789,42.150185
"2010-09-29",62.998829,63.159782,62.216007,62.457436,1432870,41.561115
"2010-09-30",62.786659,63.518269,62.179424,62.574493,2675337,41.639008
"2010-10-01",63.269524,63.335369,62.040421,62.889088,1817912,41.848343
"2010-10-04",62.925667,63.606064,62.589127,63.591431,1693665,42.315708
"2010-10-05",64.359619,64.966858,63.606064,64.644943,2614239,43.016758
"2010-10-06",64.396202,64.725426,63.284157,63.759701,1841695,42.427685
"2010-10-07",64.103554,64.505943,63.525585,63.715805,1219778,42.398476
"2010-10-08",63.869442,64.081612,63.306103,63.61338,1547822,42.330322
"2010-10-11",63.606064,63.979183,63.320736,63.62801,903898,42.340069
"2010-10-12",63.284157,64.17672,62.859821,64.052345,1484537,42.622425
"2010-10-13",64.271828,64.974174,64.088928,64.432777,1994782,42.87558
"2010-10-14",64.17672,64.886375,63.869442,64.279144,2069412,42.773342
"2010-10-15",64.835167,65.003433,63.532902,63.803596,1746425,42.456902
"2010-10-18",63.913338,64.922958,63.913338,64.922958,1953367,43.201748
"2010-10-19",64.198669,64.981483,63.61338,64.008446,1737677,42.593208
"2010-10-20",64.096245,66.342278,64.096245,65.698463,2107821,43.7178
"2010-10-21",66.108162,66.7593,65.72773,66.42276,1880650,44.199764
"2010-10-22",66.269119,66.730034,66.100845,66.620293,1360973,44.331215
"2010-10-25",66.861725,67.066574,66.356911,66.634926,1131616,44.34095
"2010-10-26",66.04232,66.203278,65.435081,65.947212,955292,43.88332
"2010-10-27",65.639938,65.68383,64.46936,64.937592,1892542,43.211498
"2010-10-28",65.171707,65.559456,63.862125,64.235245,1878873,42.744129
"2010-10-29",64.074295,64.652267,63.906021,63.935287,1580080,42.544514
"2010-11-01",64.476677,65.215599,63.840179,64.440094,1382160,42.880447
"2010-11-02",65.230232,65.376556,64.301094,65.318024,1396375,43.464642
"2010-11-03",65.457031,65.581406,64.564468,64.864433,1264747,43.162815
"2010-11-04",65.179024,65.464348,64.67421,65.142441,3464147,43.347805
"2010-11-05",64.959541,66.539818,64.8498,65.735046,1788388,43.742149
"2010-11-08",65.135124,65.420456,64.249878,64.359619,1577072,43.138981
"2010-11-09",64.396202,64.396202,61.338078,61.806305,2862732,41.427528
"2010-11-10",61.762409,62.537914,61.425869,62.325748,2642533,41.775707
"2010-11-11",61.820938,62.640339,60.869846,61.125908,2052737,40.971474
"2010-11-12",60.664997,61.418552,60.386986,60.789368,2032781,40.745914
"2010-11-15",61.0308,61.308811,59.867542,59.977283,1643365,40.20158
"2010-11-16",59.538319,59.830963,57.336178,57.8922,4132537,38.803986
"2010-11-17",58.067783,58.484802,57.504444,57.797089,1939015,38.740231
"2010-11-18",58.631123,58.740864,57.489815,57.936096,2540976,38.833412
"2010-11-19",57.972675,58.704285,57.109379,58.689651,2116705,39.338505
"2010-11-22",58.477486,59.377365,58.338482,59.231045,2045082,39.701393
"2010-11-23",58.528698,59.062775,58.28727,59.055458,1883247,39.58371
"2010-11-24",59.252991,60.328457,59.172516,60.145554,1464444,40.314362
"2010-11-26",59.47979,60.226032,59.47979,59.81633,576948,40.093693
"2010-11-29",59.340782,60.021179,58.909134,59.889492,1329399,40.142738
"2010-11-30",59.443211,60.145554,59.179829,59.684639,2092102,40.005428
"2010-12-01",60.562572,60.613785,59.684639,59.999233,1580626,40.216286
"2010-12-02",60.021179,60.452827,59.589531,60.372353,1967855,40.466396
"2010-12-03",60.108974,60.774738,59.867542,60.613785,990147,40.628204
"2010-12-06",60.299191,60.518673,59.399315,60.416248,1581173,40.4958
"2010-12-07",60.804001,61.51366,60.643047,61.118591,2140625,40.966576
"2010-12-08",61.045433,61.125908,59.79438,60.160187,1967172,40.324169
"2010-12-09",60.423565,60.650364,59.443211,59.611481,1369585,39.956387
"2010-12-10",59.574898,60.13092,59.50174,59.823647,1044957,40.098587
"2010-12-13",59.867542,60.599152,59.860226,60.065079,747667,40.260437
"2010-12-14",59.955334,60.994221,59.428577,59.67001,1398425,39.995625
"2010-12-15",59.443211,60.174816,58.718918,58.77013,1618625,39.392445
"2010-12-16",58.989613,59.187145,58.294582,58.587227,1300832,39.269852
"2010-12-17",58.57991,58.77013,58.228741,58.45554,2656475,39.181583
"2010-12-20",58.45554,59.040825,58.397011,59.004246,1825839,39.549358
"2010-12-21",59.187145,59.955334,58.777447,59.830963,1574202,40.1035
"2010-12-22",59.81633,60.979588,59.79438,60.357719,1179456,40.45657
"2010-12-23",60.13092,60.584518,59.977283,60.072392,1133119,40.26532
"2010-12-27",59.926071,60.760105,59.743168,60.745472,801248,40.716492
"2010-12-28",60.745472,61.111279,60.416248,60.913742,750674,40.829258
"2010-12-29",61.0308,61.601456,60.408932,61.455132,1072294,41.192146
"2010-12-30",61.228336,61.499031,60.913742,61.242966,699964,41.049946
"2010-12-31",61.22102,61.520977,60.855213,60.964954,1015297,40.86359
"2011-01-03",61.38929,62.567181,61.162491,62.494019,1765971,41.8885
"2011-01-04",62.75008,62.808609,61.206387,61.455132,1704873,41.192146
"2011-01-05",61.235649,62.113583,61.111279,61.681931,1143644,41.344162
"2011-01-06",61.601456,61.828255,60.964954,61.272232,2138165,41.069557
"2011-01-07",61.594139,61.696564,60.555256,61.213703,1945849,41.030319
"2011-01-10",60.723526,61.34539,60.416248,61.023483,1903066,40.902828
"2011-01-11",61.403919,61.477081,60.079708,60.774738,954472,40.736092
"2011-01-12",61.806305,62.340382,61.17712,61.491714,1555203,41.216667
"2011-01-13",61.572189,61.740459,61.125908,61.72583,995204,41.373581
"2011-01-14",61.55756,63.035408,61.360023,63.035408,1646372,42.251389
"2011-01-18",63.123199,63.723122,62.552547,63.642643,1367944,42.65839
"2011-01-19",63.379265,63.562168,62.376961,62.633022,1058489,41.98167
"2011-01-20",62.43549,63.503639,62.43549,63.306103,1202009,42.432823
"2011-01-21",63.518269,63.518269,62.867138,63.364632,1018577,42.472046
"2011-01-24",63.210995,63.701172,62.779346,63.196362,1312450,42.359261
"2011-01-25",63.101254,63.788963,62.654972,63.759701,1068057,42.736851
"2011-01-26",63.569485,63.891392,63.167099,63.730438,1452552,43.058159
"2011-01-27",63.979183,64.901009,63.810913,64.864433,1483170,43.824318
"2011-01-28",64.798584,65.083916,63.510956,63.781651,1334593,43.092751
"2011-01-31",64.052345,64.769318,63.935287,64.447411,1300832,43.542561
"2011-02-01",64.835167,64.996117,63.920654,64.571785,1542628,43.626587
"2011-02-02",64.293777,64.67421,63.62801,63.693855,1199412,43.033436
"2011-02-03",63.518269,63.920654,63.064674,63.730438,1157996,43.058159
"2011-02-04",63.913338,63.913338,63.020775,63.079304,1556570,42.618217
"2011-02-07",63.262207,64.059662,63.10857,63.81823,1071338,43.11747
"2011-02-08",63.81823,64.13282,63.532902,63.64996,1214174,43.003777
"2011-02-09",63.306103,64.381569,63.306103,64.301094,1131752,43.443703
"2011-02-10",63.979183,64.893692,63.979183,64.601051,1183830,43.646362
"2011-02-11",64.396202,65.361923,64.337669,65.105858,1374642,43.987438
"2011-02-14",65.171707,65.354607,64.301094,64.893692,987003,43.844086
"2011-02-15",64.505943,65.478981,64.323036,64.901009,1172485,43.849022
"2011-02-16",65.120491,65.515564,64.293777,64.520576,1770755,43.591988
"2011-02-17",64.396202,64.988808,64.323036,64.798584,884763,43.779827
"2011-02-18",65.193657,65.72773,65.076599,65.720413,1510507,44.402634
"2011-02-22",64.966858,65.647247,64.798584,65.252182,1862061,44.086285
"2011-02-23",65.303398,65.72773,63.884075,64.564468,1714031,43.621658
"2011-02-24",64.198669,64.747375,63.679222,64.264511,1404986,43.418987
"2011-02-25",64.557152,65.859421,64.162086,65.830154,1605366,44.476776
"2011-02-28",66.013054,68.31031,65.859421,68.281044,2120122,46.132668
"2011-03-01",68.427368,68.427368,66.269119,66.708084,2099893,45.069931
"2011-03-02",66.569077,66.971466,65.486298,65.588722,2159214,44.313671
"2011-03-03",65.954529,66.569077,65.596039,65.815521,1603999,44.466896
"2011-03-04",65.691147,65.88868,64.257195,64.608368,1543721,43.651302
"2011-03-07",64.835167,65.230232,63.957233,64.103554,1232763,43.310238
"2011-03-08",64.271828,65.142441,64.140137,64.505943,1484400,43.582104
"2011-03-09",64.51326,65.339973,63.927971,64.959541,1077625,43.888569
"2011-03-10",64.045029,64.388885,63.708488,63.854809,1209253,43.142178
"2011-03-11",63.788963,64.740059,63.401215,64.67421,1131479,43.695793
"2011-03-14",64.198669,64.352303,63.606064,64.103554,1128745,43.310238
"2011-03-15",62.172112,64.13282,62.172112,63.635326,1346621,42.993877
"2011-03-16",63.540218,63.540218,61.981892,62.237953,2012688,42.049782
"2011-03-17",63.137833,63.320736,62.201374,62.954929,1350175,42.534187
"2011-03-18",63.708488,63.708488,62.764713,62.881771,1977150,42.484756
"2011-03-21",63.708488,63.993816,63.189045,63.503639,1166744,42.904919
"2011-03-22",63.518269,63.913338,62.764713,62.779346,1133119,42.415569
"2011-03-23",62.559864,62.691551,61.572189,61.879467,1480710,41.807579
"2011-03-24",62.142845,62.325748,61.630718,62.018471,1592518,41.901493
"2011-03-25",62.098949,62.845188,62.033104,62.589127,1537434,42.287041
"2011-03-28",62.625706,62.676922,62.077,62.274536,1863291,42.074501
"2011-03-29",62.186741,62.691551,61.681931,62.369644,1948993,42.138752
"2011-03-30",62.713501,63.591431,62.479385,63.540218,1575569,42.929634
"2011-03-31",63.401215,64.301094,63.262207,64.015762,1501349,43.250916
"2011-04-01",64.374252,64.710793,64.001129,64.381569,2409485,43.498074
"2011-04-04",64.410835,64.593735,64.096245,64.403519,1427129,43.512905
"2011-04-05",64.17672,65.054649,64.147453,64.652267,1309580,43.680962
"2011-04-06",65.091232,65.091232,64.388885,64.813217,1149658,43.789711
"2011-04-07",64.630318,64.637634,63.540218,64.315727,1715808,43.453594
"2011-04-08",64.586418,64.776634,63.79628,64.045029,1346895,43.270706
"2011-04-11",64.081612,64.952225,64.081612,64.637634,1627236,43.671082
"2011-04-12",64.249878,64.974174,64.213295,64.505943,1340061,43.582104
"2011-04-13",64.688843,64.805901,63.971867,64.257195,1464581,43.414047
"2011-04-14",63.979183,65.654572,63.957233,65.559456,1506680,44.293892
"2011-04-15",65.698463,66.488602,65.442398,66.408127,1816408,44.867271
"2011-04-18",65.574089,65.778938,65.076599,65.603355,1494378,44.323551
"2011-04-19",65.596039,66.261803,65.39119,66.210587,1520758,44.733803
"2011-04-20",67.09584,67.09584,66.144745,66.87635,1154032,45.183609
"2011-04-21",66.986092,67.476273,66.547127,67.468956,915927,45.584
"2011-04-25",67.564064,68.617584,67.249474,68.332253,1368764,46.167271
"2011-04-26",68.588318,69.115074,68.098145,68.976074,1640221,46.602268
"2011-04-27",69.217499,69.693047,68.734642,69.627205,1658263,47.042175
"2011-04-28",69.634521,71.163582,69.510147,70.673401,2451720,47.74902
"2011-04-29",70.753883,70.848991,69.751579,70.731934,1581720,47.788574
"2011-05-02",71.097733,71.522072,70.175911,70.848991,1171665,47.867641
"2011-05-03",70.841675,71.646446,69.115074,70.132011,2077613,47.38324
"2011-05-04",70.241753,70.651459,69.195557,69.539413,1790711,46.982864
"2011-05-05",68.8078,69.312614,68.376152,68.917542,1875593,46.903194
"2011-05-06",69.66378,69.66378,68.698059,68.771217,2019112,46.803608
"2011-05-09",68.800484,69.649155,68.698059,69.34919,1076668,47.196957
"2011-05-10",69.66378,70.600243,69.546722,70.600243,1647875,48.048401
"2011-05-11",70.35881,70.461235,69.554039,69.619888,1469091,47.381195
"2011-05-12",69.341873,69.890579,68.698059,69.875954,1938058,47.555466
"2011-05-13",69.941795,69.941795,69.034599,69.341873,1655256,47.19199
"2011-05-16",69.283348,70.292969,69.093132,69.817421,1148428,47.515617
"2011-05-17",69.641838,70.161278,69.093132,69.758888,1301789,47.475807
"2011-05-18",69.912529,70.797775,69.363823,70.666084,1129839,48.093189
"2011-05-19",70.958733,71.339165,70.431976,71.046524,951465,48.352119
"2011-05-20",70.958733,71.207481,69.971062,70.183228,1282653,47.76458
"2011-05-23",69.378456,69.824738,69.122391,69.151657,1341154,47.062534
"2011-05-24",69.429672,69.736946,69.071182,69.495514,1074891,47.296551
"2011-05-25",69.341873,70.110062,68.917542,69.561356,1167564,47.341358
"2011-05-26",69.224815,70.73925,69.210182,70.40271,1153212,47.913952
"2011-05-27",70.790459,70.790459,70.197861,70.695351,777191,48.113113
"2011-05-31",71.178215,72.004929,70.812408,71.97567,1764194,48.984459
"2011-06-01",71.726921,71.909821,69.502831,69.641838,1724282,47.396137
"2011-06-02",69.641838,70.168594,68.822433,69.034599,1644732,46.982861
"2011-06-03",68.178619,70.014954,68.178619,69.473564,1516384,47.281605
"2011-06-06",69.488197,69.722313,68.120087,68.31031,1620128,46.489925
"2011-06-07",68.785851,70.285652,68.617584,69.415039,1351952,47.241787
"2011-06-08",69.129707,70.080803,68.9907,69.01265,1377786,46.967918
"2011-06-09",69.510147,69.546722,67.900604,68.522476,1830077,46.634323
"2011-06-10",68.171303,68.288361,66.525185,66.781242,2001206,45.449295
"2011-06-13",67.029991,67.622597,66.795876,67.000725,1774036,45.59866
"2011-06-14",67.878654,68.076195,67.23484,67.790863,1149795,46.136402
"2011-06-15",67.315315,67.483589,65.947212,66.532501,1468681,45.28001
"2011-06-16",66.825142,67.468956,65.88868,66.927567,1671112,45.548874
"2011-06-17",67.461639,67.746971,66.649551,66.927567,1742461,45.548874
"2011-06-20",66.591026,68.383469,66.58371,67.77623,1220598,46.126453
"2011-06-21",68.142036,68.632217,67.425064,68.588318,1543175,46.67915
"2011-06-22",68.229828,68.968758,68.163986,68.222511,2130784,46.430164
"2011-06-23",67.242157,67.242157,65.932579,66.261803,2448030,45.095779
"2011-06-24",66.452019,66.869041,65.881363,66.334961,2924377,45.145573
"2011-06-27",66.305702,67.220207,66.137428,66.993408,1149248,45.593697
"2011-06-28",67.198265,67.586014,66.744667,67.432381,978529,45.892441
"2011-06-29",67.761604,68.434685,67.520172,68.207886,1048238,46.420238
