"dates","PEP.Open","PEP.High","PEP.Low","PEP.Close","PEP.Volume","PEP.Adjusted"
"2010-08-27",64.199997,64.470001,63.380001,64.120003,5227700,46.691841
"2010-08-30",64.089996,64.43,63.599998,63.599998,3697900,46.313168
"2010-08-31",63.490002,64.339996,63.18,64.18,6624800,46.735531
"2010-09-01",64.519997,65.050003,64.519997,64.889999,6382100,47.608604
"2010-09-02",64.970001,65.309998,64.519997,64.970001,4158600,47.667297
"2010-09-03",65.110001,65.709999,65.110001,65.57,5862600,48.107502
"2010-09-07",65.099998,66.010002,65.099998,65.480003,5284700,48.041481
"2010-09-08",65.440002,65.699997,65.260002,65.43,4318900,48.004799
"2010-09-09",65.900002,66.209999,65.419998,66.099998,5835800,48.496376
"2010-09-10",66.150002,66.5,65.860001,66.410004,4234800,48.723804
"2010-09-13",66.449997,66.519997,65.849998,66.25,4469200,48.606419
"2010-09-14",66.169998,66.360001,65.93,65.980003,4145400,48.40834
"2010-09-15",65.830002,66.540001,65.760002,66.5,4745000,48.789833
"2010-09-16",66.400002,66.660004,66.169998,66.610001,4174900,48.870552
"2010-09-17",66.760002,66.900002,66.099998,66.120003,7908400,48.511044
"2010-09-20",66.260002,66.980003,66.050003,66.889999,5057100,49.07597
"2010-09-21",66.910004,66.910004,65.93,66.459999,7455500,48.760498
"2010-09-22",66.629997,66.900002,66.309998,66.660004,5225800,48.90723
"2010-09-23",66.190002,66.190002,65.660004,65.790001,5877800,48.268925
"2010-09-24",66.099998,66.410004,65.830002,66.129997,6366300,48.518375
"2010-09-27",66.07,66.760002,66.059998,66.370003,5230300,48.694454
"2010-09-28",66.349998,66.910004,65.809998,66.779999,5305300,48.99527
"2010-09-29",66.540001,67,66.230003,66.75,5553200,48.97327
"2010-09-30",66.949997,67.309998,66.25,66.440002,7002300,48.745823
"2010-10-01",66.760002,67,66.279999,67,5397000,49.156673
"2010-10-04",66.989998,66.989998,66.519997,66.870003,4890200,49.06131
"2010-10-05",67.029999,67.82,66.910004,67.760002,7246100,49.714268
"2010-10-06",67.550003,68.110001,67.400002,68.110001,7204100,49.971054
"2010-10-07",66.599998,66.699997,65.18,66.099998,20029500,48.496376
"2010-10-08",66.129997,66.150002,65.269997,65.75,8810500,48.239567
"2010-10-11",65.739998,65.760002,65.300003,65.519997,5283100,48.070831
"2010-10-12",65.290001,66.470001,65,66.080002,7807800,48.481686
"2010-10-13",66.309998,66.800003,66.199997,66.400002,5990500,48.716465
"2010-10-14",66.449997,66.839996,66.449997,66.639999,6162300,48.892551
"2010-10-15",66.889999,67,66.459999,66.68,6272100,48.921902
"2010-10-18",66.82,67.019997,66.480003,66.5,4820100,48.789833
"2010-10-19",66.059998,66.220001,64.949997,65.410004,8357700,47.990124
"2010-10-20",65.699997,65.82,64.870003,64.970001,11569400,47.667297
"2010-10-21",65.019997,65.470001,64.82,65.18,8670700,47.821369
"2010-10-22",65.239998,65.5,64.849998,65.010002,5043200,47.696644
"2010-10-25",65.18,65.330002,64.879997,65.050003,6580800,47.726013
"2010-10-26",64.800003,64.989998,64.550003,64.790001,6900800,47.535255
"2010-10-27",64.5,64.510002,63.779999,64.269997,7961700,47.153717
"2010-10-28",64.370003,65.120003,64.349998,65.010002,6436100,47.696644
"2010-10-29",65.07,65.300003,64.860001,65.300003,5549400,47.909416
"2010-11-01",65.489998,65.889999,65.139999,65.550003,5916600,48.092834
"2010-11-02",65.769997,66.099998,65.660004,65.800003,4670800,48.276268
"2010-11-03",65.720001,65.75,64.580002,65.199997,7577100,47.836056
"2010-11-04",65.739998,65.830002,64.5,65.349998,9981300,47.94611
"2010-11-05",65.260002,65.349998,64.760002,65.080002,6940900,47.74802
"2010-11-08",65,65.309998,64.75,65.110001,5521500,47.77002
"2010-11-09",65.330002,65.419998,64.800003,65.300003,6301300,47.909416
"2010-11-10",65.040001,65.389999,64.620003,65.25,7065800,47.872738
"2010-11-11",64.980003,65.220001,64.699997,64.900002,4743500,47.615936
"2010-11-12",64.629997,64.900002,64.370003,64.639999,4914000,47.425186
"2010-11-15",64.860001,64.970001,64.360001,64.419998,5533000,47.263775
"2010-11-16",64.279999,65,63.830002,64.040001,8021500,46.98497
"2010-11-17",64.120003,64.239998,63.720001,63.939999,5016700,46.911613
"2010-11-18",64,64.989998,63.610001,64.769997,6984000,47.520569
"2010-11-19",64.419998,64.709999,64.269997,64.709999,5511800,47.476555
"2010-11-22",64.760002,64.849998,64.169998,64.699997,4630100,47.469208
"2010-11-23",64.110001,64.239998,63.59,63.889999,7198400,46.874931
"2010-11-24",64.199997,64.410004,63.900002,64.330002,5270200,47.19775
"2010-11-26",64.330002,64.339996,63.869999,63.900002,2386800,46.882259
"2010-11-29",63.759998,64.139999,63.43,64.010002,5782100,46.962971
"2010-11-30",64.050003,64.860001,63.77,64.629997,11252100,47.417847
"2010-12-01",64.790001,65.720001,64.589996,65.629997,9970600,48.511826
"2010-12-02",65.5,65.559998,64.760002,65.199997,8829800,48.193989
"2010-12-03",65.080002,65.629997,65.029999,65.169998,5679100,48.171799
"2010-12-06",65.160004,65.169998,64.68,64.730003,4502700,47.846584
"2010-12-07",64.980003,65.07,64.610001,64.68,5630100,47.809616
"2010-12-08",64.800003,64.879997,64.470001,64.629997,5431600,47.772648
"2010-12-09",64.790001,64.790001,64.279999,64.720001,6173400,47.83918
"2010-12-10",64.839996,65,64.589996,64.900002,5426900,47.972221
"2010-12-13",65.059998,65.720001,64.800003,65.529999,9261700,48.437901
"2010-12-14",65.639999,65.870003,65.330002,65.589996,5751600,48.482246
"2010-12-15",65.370003,65.480003,65.099998,65.239998,4526400,48.223545
"2010-12-16",65.239998,65.790001,65.190002,65.75,4830000,48.600517
"2010-12-17",65.730003,66,65.459999,65.970001,7334800,48.763145
"2010-12-20",65.82,66.349998,65.75,66.309998,5549500,49.014465
"2010-12-21",66.370003,66.510002,65.120003,65.400002,7830800,48.34182
"2010-12-22",65.459999,65.720001,65.209999,65.68,3977600,48.548782
"2010-12-23",65.650002,65.919998,65.510002,65.690002,3297400,48.556187
"2010-12-27",65.639999,65.709999,65.410004,65.419998,2358500,48.356598
"2010-12-28",65.199997,65.529999,65.18,65.279999,3071200,48.25312
"2010-12-29",65.440002,65.769997,65.330002,65.330002,3248600,48.290085
"2010-12-30",65.309998,65.620003,65.089996,65.120003,3507400,48.134857
"2010-12-31",65.050003,65.550003,65.029999,65.330002,2977400,48.290085
"2011-01-03",65.910004,66.089996,65.599998,65.75,6787300,48.600517
"2011-01-04",66.099998,66.190002,65.120003,65.410004,7897100,48.349209
"2011-01-05",65.709999,66.879997,65.559998,66.589996,10381900,49.221428
"2011-01-06",66.709999,66.949997,66.379997,66.839996,7648900,49.406227
"2011-01-07",66.82,66.82,66.25,66.389999,4899100,49.073597
"2011-01-10",66.129997,66.32,65.839996,66.050003,5220500,48.822273
"2011-01-11",66.339996,66.75,66.010002,66.330002,4686400,49.029243
"2011-01-12",66.709999,67.07,66.550003,66.730003,5265100,49.324924
"2011-01-13",66.699997,67.459999,66.650002,66.910004,7943000,49.457973
"2011-01-14",67.150002,67.160004,66.57,66.779999,5986100,49.36187
"2011-01-18",66.459999,67.150002,66.400002,66.57,6066000,49.206646
"2011-01-19",66.669998,66.690002,65.690002,65.900002,7872400,48.711418
"2011-01-20",65.940002,66.330002,65.809998,65.900002,7131000,48.711418
"2011-01-21",66.190002,66.32,65.669998,65.870003,5564400,48.68922
"2011-01-24",65.790001,66.18,65.599998,66.18,4713700,48.918377
"2011-01-25",66.010002,66.25,65.75,65.769997,4986100,48.615303
"2011-01-26",65.889999,66.040001,65.519997,65.860001,6797600,48.681831
"2011-01-27",65.730003,65.949997,65.449997,65.559998,6819700,48.460072
"2011-01-28",65.449997,65.839996,64.120003,64.400002,10455700,47.602654
"2011-01-31",64.349998,64.68,64.089996,64.309998,8666100,47.536121
"2011-02-01",64.529999,65.139999,64.300003,65.050003,7138100,48.083115
"2011-02-02",64.440002,64.860001,64.040001,64.650002,8221000,47.787441
"2011-02-03",64.510002,64.68,64.010002,64.18,6693300,47.440037
"2011-02-04",64.150002,64.279999,63.66,63.84,8423900,47.188702
"2011-02-07",63.950001,63.98,63.259998,63.68,8157900,47.070454
"2011-02-08",63.619999,64.269997,63.509998,64.169998,6064800,47.432636
"2011-02-09",64.379997,64.760002,63.970001,64.419998,6132000,47.617432
"2011-02-10",63.48,64.190002,62.939999,63.360001,15759300,46.833916
"2011-02-11",62.619999,64.019997,62.560001,63.869999,9016500,47.210892
"2011-02-14",63.959999,64.330002,63.169998,63.34,9108700,46.819134
"2011-02-15",63.290001,64.449997,63.060001,64.349998,9487900,47.565685
"2011-02-16",64.089996,64.480003,63.84,63.959999,8043300,47.277412
"2011-02-17",63.279999,64.709999,63.220001,64.699997,10851000,47.824398
"2011-02-18",64.510002,64.510002,63.200001,63.41,14023700,46.870876
"2011-02-22",62.66,63.529999,62.57,63.150002,9637500,46.678673
"2011-02-23",63.200001,63.77,62.900002,62.93,9527000,46.516068
"2011-02-24",62.849998,63.200001,62.709999,63.029999,9120900,46.589985
"2011-02-25",62.990002,63.889999,62.889999,63.599998,6523300,47.011303
"2011-02-28",63.779999,63.959999,63.369999,63.419998,8022500,46.878258
"2011-03-01",63.689999,63.950001,63.189999,63.209999,8086400,46.723022
"2011-03-02",62.950001,62.990002,62.540001,62.939999,7061400,46.879448
"2011-03-03",63.189999,63.98,63,63.75,8445800,47.482761
"2011-03-04",63.779999,63.869999,63.029999,63.400002,7662000,47.222073
"2011-03-07",63.43,63.59,63.200001,63.470001,7018900,47.27422
"2011-03-08",63.310001,63.900002,63.310001,63.790001,7520000,47.512547
"2011-03-09",63.700001,64.830002,63.560001,64.650002,7746100,48.153107
"2011-03-10",64.339996,64.860001,64.120003,64.43,8663100,47.989239
"2011-03-11",64.610001,64.889999,64.330002,64.650002,6875600,48.153107
"2011-03-14",64.260002,64.43,63.59,64.139999,5896600,47.773243
"2011-03-15",63.439999,63.639999,62.700001,63.009998,8730100,46.931576
"2011-03-16",62.889999,62.919998,62.049999,62.310001,8406300,46.410202
"2011-03-17",62.91,63.259998,62.560001,63.080002,6753400,46.983719
"2011-03-18",63.490002,63.610001,62.900002,63.240002,8427000,47.102901
"2011-03-21",63.849998,64.300003,63.5,64.099998,6524500,47.743446
"2011-03-22",64.019997,64.050003,63.830002,63.939999,5038200,47.624275
"2011-03-23",63.950001,64.360001,63.75,64.199997,3908000,47.817928
"2011-03-24",64.360001,64.480003,64.169998,64.199997,4146500,47.817928
"2011-03-25",64.190002,64.470001,63.950001,63.98,5048600,47.654079
"2011-03-28",64.019997,64.760002,63.98,64.339996,4971000,47.922207
"2011-03-29",64.410004,64.610001,64.029999,64.160004,5163800,47.788151
"2011-03-30",64.599998,65.330002,64.43,65.050003,5794900,48.451031
"2011-03-31",65.089996,65.230003,64.349998,64.410004,7403500,47.974346
"2011-04-01",64.870003,65.419998,64.470001,65.220001,6350000,48.577663
"2011-04-04",64.93,65.120003,64.860001,65.089996,4210300,48.480824
"2011-04-05",64.989998,65.690002,64.919998,65.580002,5762300,48.845795
"2011-04-06",65.510002,65.879997,65.510002,65.75,3815300,48.972404
"2011-04-07",65.589996,66.040001,65.550003,65.919998,6105100,49.099026
"2011-04-08",65.760002,66,65.349998,65.730003,4076700,48.957527
"2011-04-11",65.709999,66.349998,65.669998,66.040001,4385100,49.188393
"2011-04-12",65.779999,66.709999,65.559998,66.57,7492900,49.583168
"2011-04-13",66.580002,66.830002,66.32,66.449997,4203200,49.493793
"2011-04-14",66.339996,66.870003,66.120003,66.699997,4207700,49.679996
"2011-04-15",66.690002,67.139999,66.440002,67.110001,5398300,49.985378
"2011-04-18",66.730003,67.330002,66.440002,67.150002,5668400,50.015163
"2011-04-19",67.25,67.25,66.5,66.809998,4973900,49.761921
"2011-04-20",67.260002,67.489998,66.980003,67.330002,4292200,50.149239
"2011-04-21",67.529999,67.529999,67.050003,67.410004,3876100,50.208843
"2011-04-25",67.150002,67.269997,66.839996,67.029999,4197500,49.925797
"2011-04-26",66.889999,67.849998,66.849998,67.709999,6600000,50.432281
"2011-04-27",67.730003,68.25,67.660004,67.93,5939200,50.596146
"2011-04-28",67.93,69.919998,67.870003,69.720001,12755900,51.929394
"2011-04-29",69.620003,69.940002,68.650002,68.889999,8034200,51.311165
"2011-05-02",69.239998,69.480003,69.029999,69.309998,6235200,51.623993
"2011-05-03",68.879997,69.589996,68.879997,69.589996,6107500,51.832554
"2011-05-04",69.540001,69.93,69.300003,69.830002,8129500,52.011314
"2011-05-05",69.400002,69.690002,68.459999,68.830002,7642700,51.266483
"2011-05-06",69.650002,69.949997,69.18,69.269997,6792600,51.594193
"2011-05-09",69.639999,69.980003,69.480003,69.82,5763100,52.00386
"2011-05-10",69.809998,70.120003,69.809998,70.029999,6118300,52.160275
"2011-05-11",69.849998,70.779999,69.800003,70.199997,6167300,52.28688
"2011-05-12",70.330002,71.050003,69.959999,70.959999,6333900,52.852962
"2011-05-13",70.699997,71.269997,70.220001,70.559998,7501700,52.555027
"2011-05-16",70.410004,71.089996,70.300003,70.720001,5928900,52.674206
"2011-05-17",70.440002,71.459999,70.32,71.110001,6453900,52.964687
"2011-05-18",70.980003,71.330002,70.75,71.269997,5556400,53.083851
"2011-05-19",71.339996,71.889999,71.169998,71.779999,5163600,53.463722
"2011-05-20",71.669998,71.839996,71.220001,71.300003,5916600,53.106213
"2011-05-23",70.919998,71.339996,70.779999,71.040001,5546300,52.912552
"2011-05-24",71.089996,71.220001,70.660004,70.980003,5267600,52.867874
"2011-05-25",70.620003,70.870003,70.239998,70.449997,5954400,52.473106
"2011-05-26",70.339996,70.589996,69.849998,70.419998,5896200,52.450745
"2011-05-27",70.610001,71.029999,70.279999,70.400002,4358200,52.43586
"2011-05-31",70.720001,71.120003,70.610001,71.120003,6547100,52.972141
"2011-06-01",70.580002,70.870003,70.279999,70.290001,7748200,52.735806
"2011-06-02",70.260002,70.389999,69.32,69.510002,6139800,52.150597
"2011-06-03",68.970001,69.349998,68.709999,68.970001,5721400,51.745449
"2011-06-06",69.029999,69.449997,68.779999,68.889999,4933900,51.685436
"2011-06-07",69.199997,69.300003,68.839996,68.93,7363600,51.715454
"2011-06-08",68.720001,69,68.410004,68.839996,5477100,51.647938
"2011-06-09",68.970001,69.949997,68.75,69.510002,6047000,52.150597
"2011-06-10",69.300003,69.419998,68.580002,68.690002,6987200,51.535397
"2011-06-13",68.739998,69.32,68.620003,69.059998,4796400,51.812981
"2011-06-14",69.470001,69.779999,69.25,69.57,4832000,52.195621
"2011-06-15",69.160004,69.57,68.239998,68.480003,7750700,51.37785
"2011-06-16",68.540001,69.209999,68.529999,68.889999,6250500,51.685436
"2011-06-17",69.300003,69.489998,68.559998,68.720001,7575900,51.557892
"2011-06-20",68.629997,69.260002,68.629997,68.980003,5061200,51.752964
"2011-06-21",69.279999,69.339996,68.800003,68.93,5653900,51.715454
"2011-06-22",68.93,69.150002,68.75,68.779999,5429900,51.602928
"2011-06-23",68.269997,68.540001,67.459999,67.980003,8321100,51.002716
"2011-06-24",67.980003,68.660004,67.949997,68.449997,14860400,51.35532
"2011-06-27",68.529999,69.330002,68.529999,69.050003,7453200,51.805485
"2011-06-28",69.370003,69.779999,69.18,69.620003,5162800,52.23312
"2011-06-29",69.769997,70.260002,69.75,69.959999,5512200,52.488228
"2011-06-30",70.129997,70.489998,69.919998,70.43,5280400,52.840843
"2011-07-01",70.080002,70.360001,69.610001,70.190002,6466900,52.660763
"2011-07-05",69.870003,70.449997,69.660004,69.769997,7317900,52.34568
"2011-07-06",69.800003,70.209999,69.75,70.169998,5989600,52.64576
"2011-07-07",70.489998,70.75,70.25,70.519997,5695000,52.908352
"2011-07-08",70.010002,70.389999,69.459999,69.93,6016400,52.46571
"2011-07-11",69.339996,69.480003,68.919998,69.300003,5248800,51.993061
"2011-07-12",69.199997,69.540001,68.860001,69.010002,5376300,51.775475
"2011-07-13",69.379997,69.470001,68.629997,68.889999,4955500,51.685436
