"dates","PEP.Open","PEP.High","PEP.Low","PEP.Close","PEP.Volume","PEP.Adjusted"
"2011-07-14",68.739998,69.080002,68.440002,68.599998,4460000,51.467857
"2011-07-15",68.529999,68.529999,68,68.529999,6760200,51.41534
"2011-07-18",68.610001,68.610001,67.379997,68,6165000,51.017715
"2011-07-19",68.089996,68.730003,67.75,68.540001,6550200,51.42284
"2011-07-20",68.860001,68.870003,68.279999,68.489998,5707000,51.385323
"2011-07-21",67.309998,67.309998,64.790001,66.169998,26300600,49.644733
"2011-07-22",66.18,66.25,65.239998,65.760002,10477200,49.337135
"2011-07-25",65.199997,65.379997,64.269997,64.370003,14148600,48.294277
"2011-07-26",64.650002,64.650002,64.010002,64.07,12524600,48.069176
"2011-07-27",64.089996,64.440002,63.790001,63.860001,12889200,47.911629
"2011-07-28",64.150002,64.400002,63.880001,63.889999,6831700,47.934151
"2011-07-29",63.810001,64.209999,63.549999,64.040001,8711600,48.04668
"2011-08-01",64.220001,64.43,63.450001,63.860001,7997200,47.911629
"2011-08-02",63.610001,63.759998,63.18,63.18,8047800,47.401447
"2011-08-03",63.34,64.589996,63.18,64.480003,11800200,48.376793
"2011-08-04",64.43,65.089996,63.200001,63.349998,15201200,47.529003
"2011-08-05",64.139999,65.480003,63.48,64.669998,18775700,48.519329
"2011-08-08",64.169998,64.910004,62.880001,62.970001,20127300,47.243904
"2011-08-09",63.509998,63.889999,60.610001,63.09,27337100,47.333931
"2011-08-10",62.580002,62.889999,60.099998,60.32,21692800,45.255711
"2011-08-11",60.41,63.59,60.41,62.869999,14654100,47.168873
"2011-08-12",63.299999,63.57,62.560001,63.18,8808000,47.401447
"2011-08-15",63.490002,63.75,63.169998,63.57,7026800,47.694073
"2011-08-16",63.169998,64.059998,62.849998,63.759998,6746300,47.836601
"2011-08-17",63.77,64.779999,63.68,64.620003,7568700,48.481834
"2011-08-18",63.82,64.559998,62.5,63.09,12016800,47.333931
"2011-08-19",62.57,63.150002,61.849998,62.07,13212600,46.568665
"2011-08-22",62.790001,62.790001,61.77,61.919998,8212500,46.45612
"2011-08-23",62.150002,63.48,62.099998,63.48,7631200,47.626534
"2011-08-24",63.369999,63.75,63.029999,63.700001,6789100,47.791584
"2011-08-25",63.77,63.919998,62.75,63.02,13773400,47.28141
"2011-08-26",63.349998,63.52,62,63.16,12274200,47.386452
"2011-08-29",63.709999,64.209999,63.540001,64.160004,18839600,48.136719
"2011-08-30",63.970001,64.910004,63.650002,64.519997,7969600,48.406788
"2011-08-31",64.129997,64.75,64.010002,64.43,8353600,48.728214
"2011-09-01",64.379997,64.879997,64.099998,64.150002,5986200,48.516468
"2011-09-02",63.630001,64.110001,63.18,63.299999,5790000,47.873608
"2011-09-06",61.75,62.580002,61.52,62.450001,8216000,47.230759
"2011-09-07",62.98,62.990002,61.18,61.619999,14915300,46.603035
"2011-09-08",61.419998,61.490002,61.099998,61.34,11827200,46.39127
"2011-09-09",61.07,61.200001,59.68,59.990002,14838300,45.370266
"2011-09-12",59.400002,60.240002,59.25,60.139999,11253500,45.483715
"2011-09-13",60.299999,60.93,60.119999,60.540001,9470700,45.78624
"2011-09-14",60.860001,62.16,60.279999,61.580002,10606900,46.572792
"2011-09-15",62.080002,63.59,60.98,63.220001,18666400,47.813107
"2011-09-16",63.060001,63.060001,61.580002,62.049999,16669100,46.928238
"2011-09-19",61.119999,61.189999,60,60.560001,13587000,45.801357
"2011-09-20",60.66,61.380001,60.290001,60.389999,9630200,45.672791
"2011-09-21",61.639999,62.009998,60.740002,60.790001,14350400,45.975304
"2011-09-22",60,61.189999,59.59,60.919998,16341000,46.073627
"2011-09-23",60.59,60.790001,59.650002,60.34,11139000,45.634975
"2011-09-26",60.75,62.040001,60.73,61.889999,10312400,46.807247
"2011-09-27",62.720001,63.130001,62.23,62.43,7991500,47.215626
"2011-09-28",62.610001,63.310001,61.860001,61.970001,7054300,46.867744
"2011-09-29",62.740002,63.119999,61.950001,62.580002,6609100,47.329079
"2011-09-30",62.369999,62.990002,61.849998,61.900002,7405600,46.8148
"2011-10-03",61.59,62.200001,60.240002,60.290001,10573100,45.59716
"2011-10-04",59.720001,60.560001,58.5,60.450001,11390500,45.718166
"2011-10-05",60.150002,60.34,59.330002,60.290001,9194000,45.59716
"2011-10-06",59.959999,60.610001,59.48,60.57,8023900,45.808926
"2011-10-07",60.98,61.560001,60.599998,61.02,7909800,46.14925
"2011-10-10",61.66,61.93,61.369999,61.869999,5985600,46.792103
"2011-10-11",61.57,61.82,60.509998,60.950001,10261900,46.096313
"2011-10-12",62.369999,63.619999,62,62.700001,13796200,47.419827
"2011-10-13",62.189999,62.490002,62.009998,62.360001,6887300,47.162697
"2011-10-14",62.73,62.75,61.790001,62.240002,8736600,47.071945
"2011-10-17",61.860001,62.619999,61.799999,61.889999,5095000,46.807247
"2011-10-18",62.02,62.810001,61.669998,62.41,7361200,47.200508
"2011-10-19",62.400002,62.759998,62.02,62.110001,5719700,46.97361
"2011-10-20",62.279999,62.459999,61.889999,62.119999,6210700,46.981197
"2011-10-21",62.57,62.880001,62,62.279999,10698900,47.102192
"2011-10-24",62.299999,62.5,61.75,62.099998,7490100,46.966053
"2011-10-25",62.369999,62.57,61.709999,61.82,9199100,46.754299
"2011-10-26",62.07,62.16,61.5,62.009998,7588900,46.897984
"2011-10-27",62.91,63.060001,62.169998,62.880001,11217200,47.555965
"2011-10-28",63.240002,63.470001,62.759998,63.200001,8076100,47.797989
"2011-10-31",62.59,63.580002,62.59,62.950001,9351500,47.608913
"2011-11-01",62.110001,62.599998,61.889999,62.23,11377900,47.064377
"2011-11-02",62.68,62.790001,62.150002,62.41,7002600,47.200508
"2011-11-03",62.470001,62.849998,62.130001,62.799999,7680100,47.495461
"2011-11-04",62.5,62.529999,61.669998,61.990002,6312800,46.88287
"2011-11-07",61.990002,62.540001,61.560001,62.5,5022500,47.26857
"2011-11-08",62.610001,63.75,62.32,63.66,8745400,48.145874
"2011-11-09",62.939999,63.130001,62.07,62.279999,6851500,47.102192
"2011-11-10",62.650002,63.259998,62.290001,62.959999,5707900,47.61647
"2011-11-11",63.279999,63.5,63.110001,63.279999,4932500,47.85849
"2011-11-14",63.189999,63.23,62.5,62.799999,3989700,47.495461
"2011-11-15",63.119999,64.919998,63.09,64.5,14947300,48.78117
"2011-11-16",64.43,66.650002,64.279999,65.089996,17887600,49.227386
"2011-11-17",64.900002,65.089996,63.200001,64.089996,13519700,48.471092
"2011-11-18",64.050003,64.139999,63.040001,63.889999,10355300,48.319832
"2011-11-21",63.209999,63.740002,63.049999,63.150002,6964200,47.760166
"2011-11-22",62.889999,63.540001,62.880001,63.18,4745100,47.782867
"2011-11-23",62.830002,62.959999,62.25,62.400002,5386100,47.192947
"2011-11-25",62.700001,62.91,62.400002,62.490002,2893500,47.261017
"2011-11-28",62.700001,63.549999,62.580002,62.990002,5459000,47.639164
"2011-11-29",63.09,64.010002,63,63.66,6408900,48.145874
"2011-11-30",64.389999,64.610001,63.669998,64,10022600,48.797787
"2011-12-01",64.269997,64.470001,63.830002,64.089996,7686200,48.866405
"2011-12-02",64.440002,64.699997,64.150002,64.279999,6571600,49.011276
"2011-12-05",64.690002,64.769997,64.089996,64.400002,5601300,49.102779
"2011-12-06",64.599998,65.040001,64.150002,64.650002,5992700,49.293388
"2011-12-07",64.449997,65.169998,64.230003,64.910004,5638400,49.491638
"2011-12-08",64.540001,65.139999,64.220001,64.330002,5170100,49.049412
"2011-12-09",64.440002,65.400002,64.419998,65.190002,6351700,49.705128
"2011-12-12",65.099998,65.239998,63.889999,64.660004,5834400,49.301018
"2011-12-13",64.949997,65.239998,64.139999,64.279999,4946400,49.011276
"2011-12-14",64.410004,64.669998,63.93,63.98,5665500,48.782547
"2011-12-15",64.029999,65.099998,63.939999,64.849998,6417700,49.445885
"2011-12-16",65.279999,65.400002,64.620003,64.709999,8619400,49.339142
"2011-12-19",64.629997,65.169998,64.199997,64.370003,4943000,49.079903
"2011-12-20",64.800003,65.709999,64.620003,65.529999,4800400,49.964363
"2011-12-21",65.220001,66.25,65.220001,66.040001,4979700,50.35321
"2011-12-22",66.029999,66.419998,65.919998,66.040001,3537200,50.35321
"2011-12-23",66.279999,66.690002,66.120003,66.57,2625700,50.75732
"2011-12-27",66.470001,66.779999,66.32,66.379997,2544000,50.612457
"2011-12-28",66.379997,66.5,65.839996,65.910004,3179800,50.254097
"2011-12-29",65.970001,66.629997,65.959999,66.540001,2840300,50.734455
"2011-12-30",66.419998,66.690002,66.239998,66.349998,2632900,50.589581
"2012-01-03",66.860001,67.190002,66.360001,66.400002,5348800,50.627705
"2012-01-04",66.410004,66.839996,66.120003,66.739998,6042400,50.886948
"2012-01-05",66.580002,66.669998,66.120003,66.220001,4909100,50.490471
"2012-01-06",66.269997,66.269997,65.290001,65.389999,6533000,49.857609
"2012-01-09",65.260002,65.830002,65.010002,65.730003,5859600,50.116852
"2012-01-10",65.980003,66.050003,65.470001,65.660004,4996000,50.063484
"2012-01-11",65,65.169998,64.129997,65.010002,10470200,49.567879
"2012-01-12",65.099998,65.18,64.470001,64.620003,5745700,49.270519
"2012-01-13",64.440002,64.720001,64.300003,64.400002,6677900,49.102779
"2012-01-17",64.760002,65.089996,64.599998,64.650002,7457600,49.293388
"2012-01-18",64.669998,65.080002,64.510002,64.849998,5373300,49.445885
"2012-01-19",65.139999,66.050003,64.949997,65.910004,8195800,50.254097
"2012-01-20",66.059998,66.410004,65.57,66.279999,5538800,50.536209
"2012-01-23",65.919998,66.150002,65.389999,66.099998,5551000,50.398968
"2012-01-24",65.959999,66.32,65.940002,66.199997,4148700,50.475204
"2012-01-25",65.879997,66.800003,65.669998,66.699997,5131300,50.856441
"2012-01-26",66.620003,66.959999,66.349998,66.519997,5345900,50.719208
"2012-01-27",66.25,66.419998,65.669998,65.809998,5832500,50.177856
"2012-01-30",65.599998,65.599998,65.160004,65.410004,5712300,49.872856
"2012-01-31",65.5,65.690002,65.279999,65.669998,5834300,50.07111
"2012-02-01",65.989998,66.5,65.860001,66.379997,6351200,50.612457
"2012-02-02",66.599998,66.699997,66.199997,66.400002,5124100,50.627705
"2012-02-03",66.879997,66.900002,66.300003,66.660004,6295300,50.825958
"2012-02-06",66.419998,66.760002,66.129997,66.519997,4917700,50.719208
"2012-02-07",66.269997,66.980003,66.139999,66.760002,5597800,50.902195
"2012-02-08",66.82,66.919998,66.470001,66.739998,6021900,50.886948
"2012-02-09",64.860001,64.900002,63.810001,64.269997,25593100,49.003651
"2012-02-10",64.120003,64.190002,63.630001,63.950001,10702500,48.759659
"2012-02-13",64.010002,64.190002,63.380001,63.689999,9295900,48.56142
"2012-02-14",63.52,63.98,63.290001,63.52,12623200,48.431808
"2012-02-15",63.34,63.599998,62.919998,63.07,9099000,48.088703
"2012-02-16",63.200001,63.299999,62.73,62.73,11449400,47.82946
"2012-02-17",62.57,62.759998,62.330002,62.68,14646300,47.791336
"2012-02-21",63.049999,63.389999,62.970001,63.139999,6581800,48.142063
"2012-02-22",63.16,63.290001,63,63.099998,5506300,48.111565
"2012-02-23",63.18,63.240002,62.830002,63.130001,19031400,48.134441
"2012-02-24",63.150002,63.52,63.150002,63.310001,16088000,48.271694
"2012-02-27",63.18,63.75,63.049999,63.32,25483800,48.27932
"2012-02-28",63.529999,63.689999,63.029999,63.32,6407500,48.27932
"2012-02-29",62.900002,63.130001,62.810001,62.939999,7013800,48.383076
"2012-03-01",63.049999,63.049999,62.439999,62.549999,7660300,48.083286
"2012-03-02",62.540001,62.68,62.400002,62.52,6011800,48.060234
"2012-03-05",62.5,62.98,62.43,62.790001,5646600,48.267773
"2012-03-06",62.349998,62.82,62.220001,62.279999,7231200,47.87574
"2012-03-07",62.330002,62.740002,62.150002,62.619999,7509000,48.137096
"2012-03-08",62.900002,63.119999,62.73,62.950001,4398300,48.390774
"2012-03-09",62.959999,63.32,62.900002,63.150002,4096100,48.54451
"2012-03-12",63.310001,64.050003,63.009998,63.939999,8098100,49.151821
"2012-03-13",64.309998,64.57,64.110001,64.339996,7450800,49.45929
"2012-03-14",64.199997,64.629997,63.950001,64.059998,6930200,49.244053
"2012-03-15",64,64.339996,63.799999,64.169998,4734500,49.328606
"2012-03-16",64.230003,64.5,64.18,64.470001,8870500,49.559223
"2012-03-19",64.32,64.879997,64.269997,64.730003,6555900,49.759087
"2012-03-20",64.400002,65.559998,64.330002,65.279999,7676400,50.181881
"2012-03-21",65.279999,65.580002,65.050003,65.360001,6555500,50.243385
"2012-03-22",65.139999,65.559998,65.029999,65.389999,5149000,50.266453
"2012-03-23",65.449997,65.760002,65.279999,65.300003,5356000,50.197262
"2012-03-26",65.470001,65.800003,65.449997,65.779999,5211800,50.56625
"2012-03-27",65.849998,66.190002,65.610001,66.010002,5274800,50.743061
"2012-03-28",65.949997,66.029999,65.599998,65.93,5833300,50.681557
"2012-03-29",65.849998,66.019997,65.529999,66.019997,6320700,50.750732
"2012-03-30",66.279999,66.5,66.040001,66.349998,5949300,51.004414
"2012-04-02",66.260002,66.75,66.209999,66.739998,5203800,51.304207
"2012-04-03",66.580002,66.82,66.330002,66.559998,5108400,51.165833
"2012-04-04",66.230003,66.519997,66.139999,66.339996,4556500,50.996735
"2012-04-05",66.040001,66.209999,65.699997,66.150002,5755800,50.850681
"2012-04-09",65.629997,65.690002,65.25,65.349998,4526200,50.235695
"2012-04-10",65.190002,65.349998,64.790001,64.849998,5715700,49.85133
"2012-04-11",65.18,65.419998,64.959999,65.150002,5376900,50.081951
"2012-04-12",65.059998,65.5,64.639999,65.379997,5843100,50.258762
"2012-04-13",65.349998,65.5,65.059998,65.059998,7412100,50.012764
"2012-04-16",65.129997,66.389999,65.129997,65.989998,7862600,50.727684
"2012-04-17",66.230003,66.650002,66.019997,66.400002,6748100,51.04285
"2012-04-18",66.099998,66.309998,66.050003,66.209999,5408000,50.896786
"2012-04-19",66.199997,66.360001,66,66.150002,6531200,50.850681
"2012-04-20",66.169998,66.739998,66.099998,66.629997,7302500,51.21965
"2012-04-23",66.169998,66.449997,66.029999,66.18,4944500,50.873741
"2012-04-24",66.330002,66.839996,66.269997,66.510002,5512500,51.127411
"2012-04-25",66.650002,66.860001,66.5,66.669998,7056700,51.250408
"2012-04-26",66.5,66.769997,66.220001,66.370003,7989100,51.019783
"2012-04-27",66.639999,66.690002,66.089996,66.099998,6248000,50.812241
"2012-04-30",65.970001,66.25,65.769997,66,5367500,50.735363
"2012-05-01",65.919998,66.739998,65.769997,66.489998,6591700,51.112026
"2012-05-02",66.519997,66.919998,66.410004,66.830002,5812400,51.373409
"2012-05-03",66.849998,67,66.720001,66.910004,5821300,51.434895
"2012-05-04",66.860001,66.900002,65.870003,65.900002,6971200,50.658501
"2012-05-07",66.510002,66.970001,66.269997,66.620003,6910300,51.211987
"2012-05-08",66.25,66.699997,66.169998,66.519997,6917600,51.135094
"2012-05-09",66.129997,66.339996,65.68,65.940002,6013300,50.689251
"2012-05-10",66.169998,67.190002,66.169998,66.790001,8106700,51.342648
"2012-05-11",66.660004,67.25,66.599998,66.800003,5114000,51.350349
"2012-05-14",66.57,67.449997,66.32,67.150002,7482800,51.61937
"2012-05-15",67.010002,68.599998,66.910004,67.849998,16062300,52.15749
"2012-05-16",68.370003,69.07,68.239998,68.75,12660500,52.849327
"2012-05-17",68.589996,69.18,68.57,68.769997,10532100,52.864712
"2012-05-18",68.440002,68.449997,67.559998,68.120003,11275700,52.365047
"2012-05-21",68.190002,68.220001,67.650002,67.980003,5500800,52.257435
"2012-05-22",67.910004,68.5,67.82,68.080002,5514200,52.33429
"2012-05-23",67.879997,68.400002,67.379997,68,5530300,52.272793
"2012-05-24",68.18,68.900002,67.900002,68.809998,16245700,52.895454
"2012-05-25",68.580002,69.099998,68.309998,68.639999,9372400,52.764778
"2012-05-29",68.5,69.339996,68.440002,69.330002,10044700,53.295177
"2012-05-30",68.599998,68.599998,68.050003,68.220001,7549600,52.852047
"2012-05-31",68.139999,68.589996,67.669998,67.849998,10839300,52.565399
"2012-06-01",67.019997,67.610001,66.870003,67.510002,10514100,52.301983
"2012-06-04",67.459999,67.650002,67.050003,67.480003,6034400,52.278751
"2012-06-05",67.370003,67.43,66.660004,67,5607400,51.906879
"2012-06-06",67.32,67.660004,67.040001,67.489998,5743100,52.286503
"2012-06-07",67.800003,67.980003,67.190002,67.68,6389200,52.433693
"2012-06-08",67.75,68.410004,67.599998,68.309998,3851800,52.921772
"2012-06-11",68.550003,68.82,68.029999,68.050003,3874200,52.720348
"2012-06-12",68.25,68.5,68.040001,68.400002,5537800,52.991508
"2012-06-13",68.300003,68.879997,68.160004,68.550003,4964900,53.107716
"2012-06-14",68.669998,69.660004,68.580002,69.269997,5879900,53.665508
"2012-06-15",69.5,69.739998,69.199997,69.480003,8815900,53.828217
"2012-06-18",69.419998,69.75,69.400002,69.599998,4337700,53.921181
"2012-06-19",69.730003,69.739998,69.209999,69.309998,5340200,53.696487
"2012-06-20",69.139999,69.239998,68.290001,68.910004,8799900,53.386623
"2012-06-21",69.089996,69.5,68.459999,68.5,7056100,53.068977
"2012-06-22",68.639999,69.050003,68.639999,68.699997,5330600,53.223923
"2012-06-25",68.139999,68.739998,68.099998,68.610001,5120700,53.154198
"2012-06-26",68.550003,69.129997,68.300003,68.940002,6461800,53.409855
"2012-06-27",69.099998,69.919998,68.949997,69.75,7553700,54.037399
"2012-06-28",69.519997,69.82,69.110001,69.599998,6067200,53.921181
"2012-06-29",69.959999,70.660004,69.809998,70.660004,8886700,54.742386
"2012-07-02",70.339996,70.790001,70,70.760002,6248000,54.819862
"2012-07-03",70.419998,70.889999,70.419998,70.760002,3377200,54.819862
"2012-07-05",70.5,70.550003,70.059998,70.169998,4417100,54.362774
"2012-07-06",69.900002,70.489998,69.610001,70.220001,4578900,54.401508
"2012-07-09",70.129997,70.43,69.690002,69.989998,4289200,54.223324
"2012-07-10",70.160004,70.290001,69.720001,69.870003,5074800,54.130337
"2012-07-11",69.75,70.279999,69.599998,70.129997,6239200,54.331779
"2012-07-12",69.959999,70.120003,69.739998,69.849998,5637500,54.114853
"2012-07-13",69.989998,70.5,69.849998,70.410004,4183800,54.548702
"2012-07-16",70.339996,70.550003,70.160004,70.349998,4543400,54.50222
"2012-07-17",70.629997,70.839996,69.57,70.330002,5872300,54.486744
"2012-07-18",70.169998,70.440002,69.800003,70.379997,4221900,54.525455
"2012-07-19",70.360001,70.470001,70.099998,70.419998,4110900,54.55645
"2012-07-20",70.040001,70.32,69.660004,69.959999,7628100,54.200081
"2012-07-23",69.57,69.900002,68.940002,69.339996,5070600,53.719753
"2012-07-24",69.139999,69.139999,68.459999,68.790001,5930700,53.293655
"2012-07-25",69.059998,70.449997,69.040001,70.300003,8688300,54.463486
"2012-07-26",70.720001,71.5,70.669998,71.220001,9457100,55.176243
"2012-07-27",70.589996,72.43,70.510002,72.260002,10795700,55.981956
"2012-07-30",71.949997,72.940002,71.849998,72.75,6198600,56.361576
"2012-07-31",72.309998,72.849998,72.25,72.730003,6838800,56.346092
"2012-08-01",72.790001,72.910004,71.089996,72.400002,13038300,56.090427
"2012-08-02",72.110001,72.260002,71.449997,71.800003,6331400,55.625565
"2012-08-03",72.470001,72.900002,72.190002,72.870003,5431800,56.454544
"2012-08-06",72.860001,72.949997,72.459999,72.480003,4092200,56.152397
"2012-08-07",72.629997,72.760002,72.199997,72.290001,4924900,56.005184
"2012-08-08",72.089996,72.699997,72.050003,72.57,3521400,56.222134
"2012-08-09",72.419998,72.5,71.959999,72.139999,3992700,55.888988
"2012-08-10",72.010002,72.160004,71.690002,72.129997,3590200,55.881241
"2012-08-13",71.910004,72.160004,71.779999,71.989998,3949000,55.772778
"2012-08-14",72.139999,72.300003,71.669998,72.239998,6920700,55.966465
"2012-08-15",72.010002,72.68,71.879997,72.620003,6502100,56.260857
"2012-08-16",72.440002,73.610001,72.400002,73.580002,8715500,57.004593
"2012-08-17",73.57,73.650002,73.120003,73.389999,6204700,56.857399
"2012-08-20",73.269997,73.489998,72.879997,73.330002,3356800,56.810925
"2012-08-21",73.300003,73.480003,73,73.010002,3917900,56.563015
"2012-08-22",72.760002,73.080002,72.459999,72.889999,4331800,56.470039
"2012-08-23",72.949997,72.989998,72.5,72.660004,3832100,56.291847
"2012-08-24",72.660004,73.260002,72.580002,73.059998,3989900,56.601746
"2012-08-27",73.010002,73.660004,72.93,73.169998,3472200,56.686947
"2012-08-28",73.019997,73.349998,72.900002,73.120003,4387400,56.648212
"2012-08-29",73.029999,73.239998,72.730003,72.779999,3770500,56.384819
"2012-08-30",72.510002,72.580002,72.080002,72.18,3881300,55.919956
"2012-08-31",72.440002,72.760002,72.190002,72.43,5234100,56.113651
"2012-09-04",72.550003,72.68,71.970001,72.480003,4925900,56.152397
"2012-09-05",71.849998,72.089996,71.360001,71.540001,5277300,55.83865
"2012-09-06",71.860001,72.339996,71.82,72.150002,5226400,56.314751
"2012-09-07",72.150002,72.5,72,72.099998,4609200,56.275711
"2012-09-10",72,72.089996,71.760002,71.839996,3953300,56.072777
"2012-09-11",71.779999,71.980003,71.459999,71.580002,4270400,55.86985
"2012-09-12",71.519997,71.720001,69.959999,70.059998,10485400,54.683441
"2012-09-13",70.269997,71.07,70,70.879997,8461200,55.323479
"2012-09-14",70.910004,71.029999,70.260002,70.459999,7448100,54.995667
"2012-09-17",70.440002,70.860001,70.220001,70.389999,6596600,54.941032
"2012-09-18",70.389999,70.910004,70.32,70.730003,4725400,55.206402
"2012-09-19",70.839996,71.18,70.5,70.849998,4902500,55.30006
"2012-09-20",70.790001,71.580002,70.760002,71.239998,4790100,55.604469
"2012-09-21",71.5,71.5,70.470001,70.550003,8268300,55.06591
"2012-09-24",70.57,70.870003,70.410004,70.699997,4526800,55.182987
"2012-09-25",70.940002,71.029999,70.260002,70.349998,5642400,54.909805
"2012-09-26",70.629997,70.989998,70.410004,70.419998,3758200,54.964428
"2012-09-27",70.480003,70.839996,70.279999,70.639999,3373400,55.13615
"2012-09-28",70.620003,70.800003,70.349998,70.769997,5021800,55.237617
"2012-10-01",70.699997,71.230003,70.529999,70.650002,4794000,55.143959
"2012-10-02",70.849998,71.059998,70.25,70.620003,4219000,55.120548
"2012-10-03",70.779999,70.959999,70.489998,70.699997,4276000,55.182987
"2012-10-04",70.779999,71.059998,70.699997,70.870003,4630500,55.315681
"2012-10-05",71.110001,71.389999,70.900002,71.099998,5491700,55.495197
"2012-10-08",71,71.410004,70.860001,71.190002,3023600,55.565449
"2012-10-09",71.190002,71.470001,71.080002,71.110001,4673200,55.502995
"2012-10-10",71.18,71.370003,70.089996,70.290001,5150900,54.862961
"2012-10-11",70.75,70.839996,69.82,69.82,5258200,54.496143
"2012-10-12",70.099998,70.669998,69.940002,70.050003,6158600,54.675644
"2012-10-15",70.040001,70.389999,69.75,70.339996,4700700,54.901985
"2012-10-16",70.5,70.889999,70.239998,70.300003,5802400,54.870789
"2012-10-17",70.230003,70.93,69.949997,70.099998,9153200,54.71468
"2012-10-18",70.129997,70.910004,70.080002,70.760002,8081400,55.229816
"2012-10-19",70.620003,70.900002,69.610001,69.879997,9572400,54.542953
"2012-10-22",69.68,69.879997,69.010002,69.599998,5820400,54.324406
"2012-10-23",69.169998,69.260002,68.360001,68.519997,5692900,53.481445
"2012-10-24",68.559998,69.029999,68.230003,68.400002,5619700,53.387798
"2012-10-25",68.639999,69.089996,68.529999,68.889999,4805600,53.770256
"2012-10-26",69.129997,69.190002,68.68,68.980003,5200000,53.840496
"2012-10-31",69.169998,69.68,68.970001,69.239998,5490500,54.043446
"2012-11-01",69.25,69.669998,69.120003,69.440002,4420100,54.199532
"2012-11-02",69.690002,69.769997,68.93,69.050003,4352400,53.895134
"2012-11-05",68.57,69.080002,68.32,69,4759100,53.856094
"2012-11-06",69.029999,69.610001,68.760002,69.349998,4800300,54.12928
"2012-11-07",69.169998,69.400002,68.540001,68.989998,5913100,53.848278
"2012-11-08",68.889999,69.300003,68.599998,68.790001,5531800,53.692192
"2012-11-09",68.629997,69.150002,68.559998,68.849998,5598700,53.739014
"2012-11-12",68.779999,68.970001,68.57,68.610001,3906400,53.551697
"2012-11-13",68.720001,69.169998,68.510002,68.580002,3791000,53.528275
"2012-11-14",68.559998,68.709999,68.040001,68.169998,4711100,53.208271
"2012-11-15",68.120003,68.309998,67.720001,68.190002,4668900,53.223881
"2012-11-16",68.019997,68.5,67.790001,68.309998,5178400,53.317535
"2012-11-19",68.57,68.800003,68.160004,68.779999,5512100,53.68438
"2012-11-20",68.599998,68.93,68.32,68.910004,5457000,53.785858
"2012-11-21",68.980003,69.400002,68.68,69.309998,4106000,54.098045
"2012-11-23",69.5,70.360001,69.5,70.190002,3427900,54.784916
"2012-11-26",69.790001,70.050003,69.599998,70,3855800,54.636631
"2012-11-27",69.919998,70.419998,69.690002,70.110001,4794900,54.722477
"2012-11-28",69.910004,70.589996,69.809998,70.349998,4434100,54.909805
"2012-11-29",70.389999,70.639999,70.169998,70.309998,4284700,54.87859
"2012-11-30",70.309998,70.349998,69.739998,70.209999,6664600,54.800522
"2012-12-03",70.32,70.410004,69.800003,69.870003,4769200,54.535141
"2012-12-04",69.839996,70.019997,69.650002,69.860001,3644900,54.52734
"2012-12-05",69.5,70.089996,69.300003,69.709999,4841900,54.831749
"2012-12-06",69.809998,70.019997,69.75,70.019997,4086200,55.075577
"2012-12-07",70.059998,70.269997,69.849998,70.260002,3891300,55.264362
"2012-12-10",70.019997,70.330002,70,70.209999,4124000,55.225021
"2012-12-11",70.209999,70.889999,70.089996,70.419998,5840800,55.390213
"2012-12-12",70.5,70.75,70.160004,70.239998,4483400,55.248627
"2012-12-13",70.32,70.459999,70.099998,70.209999,4325200,55.225021
"2012-12-14",70.099998,70.449997,70.010002,70.160004,5068300,55.185711
"2012-12-17",70.260002,70.580002,70.099998,70.370003,5934100,55.350883
"2012-12-18",70.269997,70.769997,70,70.529999,5549700,55.476742
"2012-12-19",70.550003,70.650002,69.849998,69.879997,6275900,54.96545
"2012-12-20",70.029999,70.25,69.669998,70.110001,6478200,55.146378
"2012-12-21",69.980003,70.089996,69.230003,69.629997,8748000,54.768826
"2012-12-24",69.330002,69.599998,69.010002,69.43,2071300,54.611507
"2012-12-26",69.410004,69.43,68.580002,68.839996,3731400,54.147442
"2012-12-27",68.75,68.93,68.18,68.669998,4748100,54.01371
"2012-12-28",68.339996,68.690002,68.010002,68.019997,3764500,53.502445
"2012-12-31",67.779999,68.449997,67.389999,68.43,5899600,53.824944
"2013-01-02",69.18,69.480003,68.639999,69.330002,8055900,54.532837
"2013-01-03",69.279999,69.480003,69.050003,69.360001,5200100,54.556454
"2013-01-04",69.290001,69.629997,69.099998,69.459999,4512300,54.635105
"2013-01-07",69.529999,69.690002,69.160004,69.449997,5658400,54.627235
"2013-01-08",69.25,69.699997,69.25,69.660004,5072500,54.792423
"2013-01-09",69.949997,70.040001,69.57,70.010002,6280900,55.06773
"2013-01-10",70.190002,70.919998,70.160004,70.809998,6923200,55.696968
"2013-01-11",70.720001,70.889999,70.559998,70.879997,4668900,55.752041
"2013-01-14",70.889999,71.419998,70.769997,71.290001,5631800,56.074535
"2013-01-15",71.169998,71.739998,70.870003,71.599998,5546100,56.318356
"2013-01-16",71.330002,71.800003,71.260002,71.480003,5001000,56.223991
"2013-01-17",71.639999,72.470001,71.300003,72.43,7495700,56.971218
"2013-01-18",72.220001,72.540001,72.129997,72.480003,7741200,57.010544
"2013-01-22",72.389999,72.449997,72.019997,72.199997,7042200,56.790306
"2013-01-23",72.080002,72.290001,71.739998,71.809998,4812000,56.48354
"2013-01-24",71.910004,72.379997,71.910004,72.230003,5136300,56.813927
"2013-01-25",72.400002,72.550003,72.230003,72.489998,4153600,57.018406
