"dates","LMT.Open","LMT.High","LMT.Low","LMT.Close","LMT.Volume","LMT.Adjusted"
"2010-07-07",74.279999,75.480003,73.800003,75.410004,2167600,53.112671
"2010-07-08",75.580002,76.209999,75.220001,76.150002,2065400,53.633865
"2010-07-09",75.93,76.010002,74.610001,75.239998,1996800,52.992924
"2010-07-12",74.940002,75.199997,74.239998,74.739998,1551300,52.640778
"2010-07-13",75.099998,75.980003,75.099998,75.529999,1958800,53.197178
"2010-07-14",75.220001,76.230003,75.040001,75.5,2442300,53.176044
"2010-07-15",75.580002,76.150002,75.010002,75.949997,2153300,53.492996
"2010-07-16",75.610001,76.089996,73.830002,73.93,1960300,52.070271
"2010-07-19",74.339996,74.739998,73.730003,74.050003,1370100,52.154789
"2010-07-20",73.150002,73.980003,72.349998,73.900002,2911300,52.049129
"2010-07-21",74.279999,74.589996,73.139999,73.660004,3112900,51.880112
"2010-07-22",74.410004,74.809998,73.779999,74.25,3105000,52.295662
"2010-07-23",74.379997,74.830002,73.900002,73.949997,2886600,52.084354
"2010-07-26",73.849998,75.269997,73.849998,74.879997,3181300,52.739384
"2010-07-27",75.300003,76.339996,74.779999,74.870003,3358000,52.73233
"2010-07-28",75.07,75.669998,74.25,75.239998,1762700,52.992924
"2010-07-29",75.709999,75.709999,74.129997,74.949997,1919000,52.788673
"2010-07-30",74.260002,75.440002,74.260002,75.150002,2686900,52.929558
"2010-08-02",75.839996,76,74.980003,75.900002,1776000,53.457787
"2010-08-03",75.809998,75.809998,75.269997,75.43,1829100,53.126732
"2010-08-04",75.589996,75.589996,74.910004,75.019997,2626700,52.837978
"2010-08-05",74.5,75.68,74.25,75.029999,2706200,52.845032
"2010-08-06",74.400002,75.07,74.199997,75.07,1323600,52.873199
"2010-08-09",75.18,75.739998,75.139999,75.599998,979400,53.246475
"2010-08-10",75.239998,75.25,73.620003,75.050003,2133800,52.859119
"2010-08-11",74.099998,74.199997,72.75,73.120003,2661100,51.499756
"2010-08-12",72.370003,72.93,72,72.480003,2164700,51.049026
"2010-08-13",72.239998,73.519997,72.220001,72.720001,2095300,51.21804
"2010-08-16",72.419998,72.419998,71.510002,71.940002,3378200,50.668674
"2010-08-17",72.400002,73.370003,71.959999,72.419998,3620000,51.006748
"2010-08-18",72.5,73.910004,72.290001,73.660004,2956300,51.880112
"2010-08-19",73.330002,73.720001,72.660004,73.080002,3112800,51.471607
"2010-08-20",72.480003,73.349998,72.480003,73.199997,2467900,51.556122
"2010-08-23",73.68,73.720001,72.410004,72.480003,2499400,51.049026
"2010-08-24",71.940002,72.089996,71.129997,71.25,2416100,50.182693
"2010-08-25",70.790001,72.080002,70,71.669998,2501000,50.478508
"2010-08-26",71.739998,72.32,71.330002,71.540001,1332900,50.386948
"2010-08-27",71.93,72.300003,71.18,72.269997,1738900,50.901096
"2010-08-30",70.650002,71.139999,70.139999,70.220001,1867000,49.892174
"2010-08-31",69.93,70.199997,69.360001,69.519997,2714200,49.394814
"2010-09-01",70.089996,70.639999,69.779999,69.93,3227300,49.686146
"2010-09-02",69.779999,70.32,69.650002,70.32,2828500,49.963234
"2010-09-03",70.779999,70.93,70.379997,70.720001,2039200,50.247437
"2010-09-07",70.660004,70.699997,69.489998,69.589996,2059700,49.44455
"2010-09-08",68.849998,69.610001,68.620003,68.860001,3570900,48.925877
"2010-09-09",69.699997,69.93,69.150002,69.370003,1887900,49.28825
"2010-09-10",69.389999,70.559998,69.190002,70.379997,2240300,50.005852
"2010-09-13",71.07,71.18,69.07,69.449997,2685600,49.345078
"2010-09-14",69.449997,69.580002,68.410004,68.480003,2993500,48.655895
"2010-09-15",68.410004,68.769997,68.190002,68.480003,2186700,48.655895
"2010-09-16",68.379997,68.839996,68.260002,68.510002,1673700,48.677208
"2010-09-17",68.809998,70.129997,68.769997,69.75,3766700,49.558243
"2010-09-20",70,70.919998,69.519997,70.709999,2863400,50.240349
"2010-09-21",70.580002,72.059998,70.510002,71.650002,3115300,50.908211
"2010-09-22",71.349998,72.300003,71.209999,71.800003,2687000,51.01479
"2010-09-23",71.389999,72.160004,71.199997,71.669998,2329400,50.922417
"2010-09-24",71.709999,73.190002,71.309998,73.129997,2708000,51.959763
"2010-09-27",73.239998,73.449997,72.360001,72.379997,2355800,51.426888
"2010-09-28",72.510002,72.599998,71.82,72.470001,1722900,51.490826
"2010-09-29",72.160004,72.400002,71.330002,71.889999,3270300,51.078739
"2010-09-30",72.330002,72.489998,71.099998,71.279999,3425200,50.645321
"2010-10-01",71.529999,71.550003,69,69.610001,7529800,49.458759
