"dates","LMT.Open","LMT.High","LMT.Low","LMT.Close","LMT.Volume","LMT.Adjusted"
"2010-10-04",69.629997,70.540001,69.25,69.349998,3407800,49.274036
"2010-10-05",69.959999,70.870003,69.349998,70.599998,2748800,50.162159
"2010-10-06",70.379997,71.5,70.379997,70.900002,3682500,50.375313
"2010-10-07",70.989998,71.160004,70.25,70.629997,1797300,50.183487
"2010-10-08",70.860001,70.870003,69.970001,70.099998,2951700,49.806911
"2010-10-11",70.18,70.610001,69.550003,70.480003,2211300,50.076908
"2010-10-12",70.68,70.769997,69.57,70.550003,2087500,50.12664
"2010-10-13",70.959999,71.260002,70.730003,71.120003,2303600,50.531635
"2010-10-14",71.150002,71.43,70.07,70.199997,2459800,49.87796
"2010-10-15",70.699997,70.889999,69.650002,70.019997,2776800,49.750072
"2010-10-18",69.900002,70.190002,69.5,70.040001,2649200,49.764282
"2010-10-19",68.489998,69.699997,67.870003,69.470001,6314400,49.359295
"2010-10-20",69.440002,69.970001,69.330002,69.830002,2924900,49.615082
"2010-10-21",69.830002,71.889999,69.830002,71.839996,3994100,51.043205
"2010-10-22",71.769997,71.839996,71.150002,71.779999,2166400,51.00058
"2010-10-25",72.279999,72.690002,71.279999,71.410004,2488700,50.737686
"2010-10-26",71.059998,72.129997,71.059998,71.800003,2236800,51.01479
"2010-10-27",71.300003,71.550003,70.459999,70.889999,2856600,50.36821
"2010-10-28",71.349998,71.669998,70.32,71.019997,1847500,50.460583
"2010-10-29",70.809998,71.519997,70.75,71.290001,1560700,50.652431
"2010-11-01",71.709999,72.199997,70.949997,71.470001,1575200,50.780319
"2010-11-02",72,72.449997,70.900002,71.639999,2471000,50.9011
"2010-11-03",71.769997,71.940002,70.389999,70.93,3339700,50.396641
"2010-11-04",71.489998,72.120003,70.599998,71.959999,2782600,51.128475
"2010-11-05",71.889999,73.699997,71.860001,73.269997,3674100,52.059223
"2010-11-08",73.360001,73.589996,72.989998,73.290001,2121700,52.073448
"2010-11-09",73.339996,73.400002,72.230003,72.550003,2094900,51.547688
"2010-11-10",72.459999,72.459999,71.68,71.919998,2471500,51.100052
"2010-11-11",71.230003,71.25,69.910004,70.110001,4855500,49.814022
"2010-11-12",69.900002,70.300003,69.470001,69.489998,2846000,49.373493
"2010-11-15",69.730003,70.110001,69.370003,69.370003,2479500,49.28825
"2010-11-16",69.160004,69.489998,68.110001,68.68,2720400,48.797985
"2010-11-17",68.82,69.07,67.709999,68.550003,3621600,48.705624
"2010-11-18",68.910004,69.309998,68.089996,69.150002,7819600,49.131939
"2010-11-19",69.150002,69.739998,69.099998,69.43,7133700,49.330868
"2010-11-22",69.330002,69.410004,68.139999,68.639999,7876000,48.769558
"2010-11-23",68.239998,68.910004,68.139999,68.32,2363000,48.542206
"2010-11-24",68.650002,69.220001,68.5,69.160004,2770500,49.13905
"2010-11-26",68.589996,69.110001,68.419998,68.800003,1441500,48.883247
"2010-11-29",68,68.400002,67.709999,68.199997,2555700,48.991005
"2010-11-30",67.699997,68.470001,67.68,68.040001,2383200,48.876064
"2010-12-01",68.650002,69.540001,68.650002,69.400002,2426500,49.853004
"2010-12-02",69.660004,70.099998,69.419998,69.800003,3108600,50.140339
"2010-12-03",69.470001,69.959999,68.510002,69.18,2765500,49.694981
"2010-12-06",69.25,69.269997,68.510002,68.779999,1917200,49.407635
"2010-12-07",69.339996,69.769997,68.940002,69.449997,2523900,49.888939
"2010-12-08",69.370003,69.830002,68.730003,68.730003,2555700,49.371731
"2010-12-09",68.949997,69.059998,68.019997,68.309998,3693500,49.070026
"2010-12-10",68.389999,68.919998,68.309998,68.839996,3243600,49.450741
"2010-12-13",68.860001,69.029999,68.379997,68.620003,2834900,49.292706
"2010-12-14",68.830002,70.32,68.739998,70.019997,2808700,50.298386
"2010-12-15",69.690002,70.080002,69.529999,69.720001,1869900,50.082874
"2010-12-16",69.900002,70.419998,69.300003,70.370003,1782200,50.549809
"2010-12-17",70.279999,70.279999,69.57,70.07,2826900,50.334305
"2010-12-20",69.790001,70.160004,69.440002,69.650002,2407900,50.032585
"2010-12-21",70.040001,70.190002,69.5,69.800003,2749300,50.140339
"2010-12-22",69.690002,69.779999,69.309998,69.349998,3104900,49.817089
"2010-12-23",69.43,69.580002,69,69.25,2121000,49.745258
"2010-12-27",69,69.410004,68.809998,69.309998,1310400,49.788349
"2010-12-28",69.370003,69.639999,68.949997,69.580002,1445100,49.982307
"2010-12-29",69.730003,69.870003,69.099998,69.129997,1764600,49.659069
"2010-12-30",69.309998,69.529999,68.650002,68.690002,2316000,49.342983
"2010-12-31",68.830002,69.959999,68.650002,69.910004,2489600,50.219364
"2011-01-03",70.199997,70.379997,69.620003,69.870003,2004700,50.190639
"2011-01-04",69.82,70.620003,69.699997,70.309998,2702200,50.506699
"2011-01-05",70.129997,71.959999,70.010002,71.919998,4465400,51.663231
"2011-01-06",72.459999,73.959999,72.190002,73.18,6454300,52.568356
"2011-01-07",73.190002,73.889999,72.75,73.629997,4151400,52.891602
"2011-01-10",73.75,74.18,73.160004,73.589996,4649300,52.862869
"2011-01-11",74,74,73.379997,73.650002,4606400,52.905968
"2011-01-12",74.139999,74.349998,73.790001,74.239998,2910300,53.329788
"2011-01-13",74.209999,74.879997,73.75,73.839996,2894900,53.04245
"2011-01-14",73.660004,74.610001,73.519997,74.5,2509000,53.51656
"2011-01-18",75.029999,76.889999,75,76.540001,3789000,54.981979
"2011-01-19",76.230003,78.669998,76.230003,77.660004,5078800,55.786522
"2011-01-20",77.580002,79.330002,77.379997,79.32,4772000,56.97897
"2011-01-21",79.75,80.160004,79.129997,79.220001,4231500,56.907139
"2011-01-24",78.879997,79.18,77.660004,78.029999,6903800,56.052307
"2011-01-25",77.860001,79.129997,77.639999,79.07,3051300,56.7994
"2011-01-26",78.940002,79,77.519997,78.389999,2835900,56.310921
"2011-01-27",79.959999,81,78.57,79.099998,3045800,56.820938
"2011-01-28",79.339996,80.5,77.790001,78.199997,4376600,56.174419
"2011-01-31",78.879997,79.629997,78.589996,79.599998,2266000,57.180119
"2011-02-01",79.68,81,79.629997,80.589996,2682200,57.891258
"2011-02-02",80.309998,81.660004,80.110001,81.07,1930700,58.236076
"2011-02-03",81.010002,81.440002,80.379997,80.720001,3770000,57.98465
"2011-02-04",80.900002,80.93,80.209999,80.709999,3479200,57.977474
"2011-02-07",80.699997,81.739998,80.559998,81.519997,3884400,58.55933
"2011-02-08",81.489998,81.849998,81.129997,81.400002,1856700,58.473118
"2011-02-09",81.309998,82.43,81.07,82.269997,1755300,59.09808
"2011-02-10",81.849998,82.139999,81.349998,81.889999,1905600,58.82513
"2011-02-11",81.57,81.919998,81.139999,81.690002,2612400,58.681442
"2011-02-14",81.769997,81.989998,80.099998,80.919998,1786400,58.128326
"2011-02-15",80.730003,81.730003,80.220001,81.480003,1902900,58.530598
"2011-02-16",81.389999,81.459999,80.540001,81.279999,3279600,58.38694
"2011-02-17",81.099998,82.089996,80.970001,81.900002,1953400,58.832287
"2011-02-18",81.949997,82.089996,81.419998,81.809998,1522800,58.767654
"2011-02-22",81.32,81.419998,79.980003,80.18,1808400,57.596756
"2011-02-23",80.300003,80.779999,79.620003,80.139999,1991100,57.56802
"2011-02-24",80.139999,80.720001,79.879997,80.220001,1500500,57.6255
"2011-02-25",79.690002,80.279999,79.029999,80.110001,1982300,58.089558
"2011-02-28",80.510002,80.580002,79.010002,79.160004,2426600,57.4007
"2011-03-01",79.470001,80.050003,78.800003,79.120003,1960500,57.371689
"2011-03-02",79.309998,79.879997,78.870003,79.459999,1629600,57.618229
"2011-03-03",79.839996,80.889999,79.839996,80.779999,1692200,58.575386
"2011-03-04",80.699997,80.800003,78.900002,79.849998,2088900,57.901024
"2011-03-07",79.940002,80.5,78.949997,79.300003,1863600,57.502224
"2011-03-08",79.32,80.519997,79.32,80.269997,1878700,58.205593
"2011-03-09",80.199997,80.790001,79.959999,80.480003,2155800,58.357861
"2011-03-10",79.739998,80.190002,78.82,79.040001,1931200,57.313683
"2011-03-11",79.080002,80.779999,78.830002,80.470001,2444500,58.350609
"2011-03-14",79.739998,80.720001,79.589996,80.470001,5269100,58.350609
"2011-03-15",79.419998,80.199997,78.419998,79.68,2415700,57.77774
"2011-03-16",79.279999,80.099998,78.199997,78.410004,2594100,56.856869
"2011-03-17",79.790001,80.980003,79.449997,80.410004,2919800,58.307098
"2011-03-18",81.419998,81.489998,80.099998,80.529999,3355800,58.394123
"2011-03-21",81.32,81.690002,81.139999,81.230003,2278100,58.901699
"2011-03-22",81.379997,81.669998,81.010002,81.300003,1253500,58.95245
"2011-03-23",80.980003,81.339996,80.599998,81.18,1757900,58.865437
"2011-03-24",81.639999,81.75,80.610001,80.800003,1982700,58.589901
"2011-03-25",81.099998,81.18,80.339996,80.370003,1923400,58.27808
"2011-03-28",80.769997,81,80.110001,80.260002,1329800,58.198318
"2011-03-29",80.239998,80.57,79.57,80.349998,1586700,58.263615
"2011-03-30",80.5,80.669998,79.720001,79.760002,2277300,57.835758
"2011-03-31",79.839996,80.68,79.779999,80.400002,2897200,58.29985
"2011-04-01",80.5,81.339996,80.360001,80.980003,1544600,58.720413
"2011-04-04",80.75,81.239998,80.5,80.989998,1803900,58.727684
"2011-04-05",80.550003,81.629997,80.410004,81.110001,2005200,58.81469
"2011-04-06",81.110001,81.75,80.849998,81.489998,1779800,59.090256
"2011-04-07",81.290001,81.800003,80.910004,81.790001,1674700,59.307755
"2011-04-08",81.800003,81.919998,80.199997,80.5,1939100,58.37236
"2011-04-11",80.339996,81.220001,80.040001,80.510002,1823300,58.379601
"2011-04-12",80.519997,80.519997,80.019997,80.370003,1861900,58.27808
"2011-04-13",80.440002,80.870003,77.830002,78.309998,4249600,56.784328
"2011-04-14",77.870003,78.540001,75.809998,77.730003,3854000,56.36377
"2011-04-15",78.010002,78.370003,77.480003,78.190002,2517600,56.69733
"2011-04-18",77.459999,77.529999,76.540001,76.900002,2916700,55.76194
"2011-04-19",77.230003,77.5,76.82,77.010002,1992600,55.841682
"2011-04-20",77.669998,78.730003,77.589996,77.879997,1976000,56.472542
"2011-04-21",77.860001,78.059998,77.610001,77.779999,1905100,56.400032
"2011-04-25",77.480003,77.860001,77.080002,77.440002,2458600,56.1535
"2011-04-26",77.970001,79.610001,77.839996,79.040001,3e+06,57.313683
"2011-04-27",79.07,79.809998,78.709999,79.160004,1727900,57.4007
"2011-04-28",79.190002,79.32,78.489998,79.059998,2402300,57.328167
"2011-04-29",79.059998,79.449997,78.879997,79.25,2078500,57.465977
"2011-05-02",79.349998,79.900002,78.540001,78.739998,3125000,57.096165
"2011-05-03",78.519997,80.169998,78.5,79.889999,2288100,57.930038
"2011-05-04",79.919998,80.349998,78.779999,78.910004,4356900,57.219402
"2011-05-05",78.809998,80.400002,78.510002,79.809998,2296200,57.872013
"2011-05-06",80.470001,80.800003,79.580002,79.949997,2047200,57.973534
"2011-05-09",80.019997,80.510002,79.629997,79.93,1705300,57.959042
"2011-05-10",80.239998,80.459999,79.419998,79.449997,2189700,57.610996
"2011-05-11",79.5,80.199997,79.239998,79.379997,2275400,57.560223
"2011-05-12",79.330002,80.360001,79.25,80.07,1550900,58.060555
"2011-05-13",80.040001,80.389999,79.419998,79.589996,1669000,57.712471
"2011-05-16",79.389999,80.519997,79.269997,80.339996,2439800,58.256329
"2011-05-17",79.839996,80.379997,78.839996,79.559998,2005500,57.690739
"2011-05-18",79.589996,80.169998,79.129997,80.010002,1312100,58.017059
"2011-05-19",80.5,80.830002,80.080002,80.379997,1045100,58.285343
"2011-05-20",80.370003,80.370003,79.529999,79.75,1694000,57.828522
"2011-05-23",79.019997,79.800003,78.790001,79.230003,1832600,57.451462
"2011-05-24",79.160004,79.330002,78.510002,78.599998,2384800,56.99464
"2011-05-25",78.519997,78.599998,78,78.459999,2328500,56.893108
"2011-05-26",78.349998,78.68,77.540001,77.739998,2994500,56.371025
"2011-05-27",77.080002,77.540001,76.68,77.260002,1796100,56.568726
"2011-05-31",77.269997,78.110001,77.269997,77.900002,2369600,57.037319
"2011-06-01",77.760002,78.110001,75.739998,75.760002,2613800,55.470417
"2011-06-02",75.779999,76.389999,75.68,75.730003,2307000,55.448467
"2011-06-03",75.220001,76.459999,75.099998,76.279999,2560600,55.85117
"2011-06-06",76.199997,77.599998,76.099998,77.379997,3200700,56.656578
"2011-06-07",77.449997,77.720001,77.260002,77.290001,2277500,56.590683
"2011-06-08",77.220001,77.75,77.019997,77.120003,2398800,56.466206
"2011-06-09",77.129997,78.019997,76.800003,77.889999,1896100,57.029984
"2011-06-10",77.650002,78.010002,77.209999,77.300003,2404900,56.598003
"2011-06-13",77.720001,79.080002,77.510002,78.860001,3048000,57.740196
"2011-06-14",79.389999,80,79.110001,79.639999,2552100,58.311306
"2011-06-15",79.080002,80,78.989998,79.629997,2217700,58.303997
"2011-06-16",79.57,80.349998,79.300003,79.910004,2493100,58.509007
"2011-06-17",80.470001,81.150002,79.790001,80.010002,3135700,58.58223
"2011-06-20",79.720001,80.830002,79.720001,80.339996,4146300,58.823845
"2011-06-21",80.709999,80.949997,80.190002,80.650002,1863900,59.050831
"2011-06-22",80.639999,80.940002,79.949997,80.010002,1709600,58.58223
"2011-06-23",79.879997,80.040001,78.57,79.690002,1812000,58.347923
"2011-06-24",79.779999,79.809998,79.120003,79.199997,1905000,57.989143
"2011-06-27",79.43,79.889999,79.029999,79.669998,1192800,58.333275
"2011-06-28",79.790001,79.839996,79.239998,79.440002,1651600,58.164886
"2011-06-29",79.650002,80.620003,79.550003,80.370003,1630500,58.845798
"2011-06-30",80.400002,81.269997,80.089996,80.970001,1487100,59.285126
"2011-07-01",80.870003,82.010002,80.690002,81.970001,1200900,60.017307
"2011-07-05",81.629997,81.629997,80.639999,80.970001,1310400,59.285126
"2011-07-06",80.970001,81.93,80.93,81.620003,2339400,59.761044
"2011-07-07",82.230003,82.230003,81.239998,81.360001,1950500,59.570675
"2011-07-08",80.589996,81.029999,80.309998,80.510002,2071200,58.948311
"2011-07-11",79.730003,80.110001,79.510002,79.980003,1733800,58.56028
"2011-07-12",79.870003,80,79.25,79.709999,1975900,58.362568
"2011-07-13",80.07,80.879997,79.440002,79.669998,1824700,58.333275
"2011-07-14",79.629997,79.720001,78.940002,79.199997,1574500,57.989143
"2011-07-15",79.459999,79.459999,77.610001,78.370003,2322800,57.381424
"2011-07-18",78.120003,78.139999,76.959999,77.440002,1574100,56.700527
"2011-07-19",77.510002,78.669998,77.470001,78.400002,1790900,57.403412
"2011-07-20",78.400002,78.800003,77.989998,78.32,1431600,57.344822
"2011-07-21",78.790001,80.389999,78.589996,80.160004,1794700,58.692066
"2011-07-22",79.879997,80,78.980003,79.599998,1272300,58.282032
"2011-07-25",78.910004,79.739998,78.529999,79.300003,1514700,58.062389
"2011-07-26",81.339996,81.989998,79.940002,80.82,3087900,59.175304
"2011-07-27",80.279999,80.580002,77.220001,77.459999,2930800,56.715164
"2011-07-28",77.449997,77.849998,74.440002,75.290001,4943700,55.126305
"2011-07-29",74.620003,76.940002,74.589996,75.730003,3452100,55.448467
"2011-08-01",76.110001,76.110001,73.43,74.459999,3494100,54.518581
"2011-08-02",73.959999,75.110001,73.620003,73.68,4183000,53.947479
"2011-08-03",73.540001,74.010002,72.349998,73.559998,3432800,53.859623
"2011-08-04",72.879997,72.959999,71.300003,71.32,3333000,52.219517
"2011-08-05",72.040001,73.980003,71.980003,72.82,6414600,53.317814
"2011-08-08",71.650002,72.870003,68.769997,68.900002,4897200,50.447639
"2011-08-09",69.449997,70.989998,67.059998,70.879997,8253700,51.897366
"2011-08-10",69.480003,69.800003,66.68,66.870003,4806500,48.961308
"2011-08-11",66.989998,69.699997,66.360001,68.839996,3298900,50.403706
"2011-08-12",69.660004,70.349998,68.07,69.120003,3262300,50.608727
"2011-08-15",69.830002,70.480003,69.419998,70.260002,3031300,51.443405
"2011-08-16",69.989998,71.93,69.370003,70.690002,3184000,51.758244
"2011-08-17",71,71.660004,70.620003,71.190002,2366900,52.124344
"2011-08-18",69.739998,69.959999,68.32,69.379997,4174800,50.799088
"2011-08-19",68.330002,70.230003,68.169998,69.389999,3031700,50.806412
"2011-08-22",70.400002,70.769997,69.400002,69.919998,1990200,51.194454
"2011-08-23",70.230003,71.980003,70.110001,71.879997,2530900,52.629555
"2011-08-24",71.769997,73.290001,71.519997,73.260002,1710300,53.639977
"2011-08-25",73.529999,73.75,71.730003,72.040001,2004400,52.746712
"2011-08-26",71.709999,73.269997,70.519997,73.25,1842500,53.63266
"2011-08-29",73.809998,74.459999,73.139999,74.07,1869100,54.233036
"2011-08-30",73.209999,74.57,72.5,74.099998,2193800,54.809978
"2011-08-31",74.580002,74.75,73.669998,74.190002,1814500,54.876549
"2011-09-01",74.400002,75,72.949997,73.050003,2352800,54.033325
"2011-09-02",72.139999,72.660004,71.129997,71.370003,2202800,52.790676
"2011-09-06",69.669998,71.330002,69.099998,71.220001,2347900,52.679718
"2011-09-07",72.099998,73.18,71.43,72.940002,1668400,53.951969
"2011-09-08",72.550003,73,71.82,71.940002,1735700,53.212284
"2011-09-09",71.160004,71.980003,70.529999,71.57,2546700,52.938622
"2011-09-12",70.5,72.290001,70.5,72.239998,2527900,53.434196
"2011-09-13",72.620003,74.220001,72.160004,72.709999,3090600,53.781826
"2011-09-14",73.07,74.5,72.610001,73.580002,2807500,54.425354
"2011-09-15",73.760002,75.5,73.760002,75.440002,2038400,55.801189
"2011-09-16",75.279999,76.209999,74.510002,76.029999,4099500,56.237572
"2011-09-19",75.059998,77.040001,74.839996,76.690002,3547000,56.725761
"2011-09-20",76.940002,76.989998,75.32,75.440002,3063100,55.801189
"2011-09-21",75.470001,75.730003,72.650002,72.650002,4054200,53.737457
"2011-09-22",70.870003,74.209999,70.769997,73.139999,5399200,54.099903
"2011-09-23",73.480003,74.720001,71.739998,72.089996,4777100,53.323231
"2011-09-26",72.980003,73.800003,72.190002,73.779999,4816700,54.573292
"2011-09-27",75.169998,75.230003,73.709999,74.269997,2929300,54.935726
"2011-09-28",74.300003,74.919998,73.239998,73.32,1831200,54.233028
"2011-09-29",74.25,74.389999,71,72.489998,3619300,53.619099
"2011-09-30",71.690002,73.400002,71.529999,72.639999,3346500,53.730057
"2011-10-03",72.580002,73.290001,71.110001,71.160004,2724100,52.635345
"2011-10-04",70.449997,72.760002,70.370003,72.699997,2300000,53.774429
"2011-10-05",73.099998,73.769997,71.970001,72.489998,2974300,53.619099
"2011-10-06",72.269997,73.730003,72.110001,73.129997,2150800,54.092499
"2011-10-07",73.599998,74.800003,73.080002,74,2385800,54.736023
"2011-10-10",75.239998,75.809998,74.510002,75.75,1543000,56.030445
"2011-10-11",75.459999,76.599998,75.459999,76.32,1597200,56.452065
"2011-10-12",76.629997,76.919998,75.959999,76.129997,1437000,56.311527
"2011-10-13",75.900002,76.589996,75.279999,76.410004,1138000,56.518646
"2011-10-14",77.010002,77.099998,75.730003,75.989998,1745000,56.207977
"2011-10-17",75.75,76.449997,74.559998,74.720001,2477000,55.268581
"2011-10-18",74.800003,76.419998,74.239998,75.980003,1959500,56.200577
"2011-10-19",75.900002,76.68,75.209999,75.470001,1226700,55.823357
"2011-10-20",75.75,76.050003,74.809998,75.699997,1368600,55.993462
"2011-10-21",76.410004,77.400002,75.639999,77.400002,2122300,57.2509
"2011-10-24",77.389999,78.860001,76.57,78.730003,2207100,58.234688
"2011-10-25",78.660004,79.900002,78.050003,78.889999,3274900,58.353035
"2011-10-26",78.940002,78.940002,75.639999,76.349998,4405800,56.474258
"2011-10-27",78.019997,78.300003,75.220001,75.650002,3157700,55.956501
"2011-10-28",75.720001,76.690002,75.059998,75.43,2244700,55.793758
"2011-10-31",75.279999,77,75.089996,75.900002,3272200,56.141399
"2011-11-01",74.559998,75.059998,73.480003,73.989998,2709200,54.728619
"2011-11-02",74.730003,75.290001,74.330002,74.519997,1968600,55.120644
"2011-11-03",75.160004,76.209999,74.599998,76.089996,1411900,56.281921
"2011-11-04",75.529999,76.519997,74.739998,76.519997,2933000,56.600006
"2011-11-07",76.43,78.419998,75.959999,78.260002,2541900,57.887035
"2011-11-08",78.419998,78.870003,77.540001,78.389999,2209200,57.9832
"2011-11-09",77.019997,77.529999,76.559998,76.949997,2773000,56.91806
"2011-11-10",77.300003,77.400002,75.769997,76.129997,2608300,56.311527
"2011-11-11",76.940002,77.809998,76.779999,77.419998,1728900,57.265713
"2011-11-14",77.330002,77.949997,77.230003,77.349998,1497800,57.21394
"2011-11-15",77.120003,78.139999,77.010002,77.849998,1405800,57.583797
"2011-11-16",77.099998,77.32,75.769997,75.93,2368200,56.163601
"2011-11-17",75.75,75.980003,74.389999,75.160004,2895000,55.594048
"2011-11-18",75.599998,75.720001,74.940002,75.099998,6630400,55.549664
"2011-11-21",74.160004,74.889999,72.370003,74.489998,8533400,55.098461
"2011-11-22",74.510002,74.940002,73.57,74.470001,2297300,55.083668
"2011-11-23",73.760002,74.57,73.550003,73.949997,2479700,54.69902
"2011-11-25",74.019997,76.230003,74,75.389999,2001900,55.764179
"2011-11-28",76.809998,78,76,78,5886500,57.694729
"2011-11-29",77.290001,77.290001,76.349998,76.510002,2644800,57.327579
"2011-11-30",78.029999,78.860001,77.730003,78.150002,2998500,58.556389
"2011-12-01",78.139999,79.489998,78.110001,78.980003,1896800,59.17831
"2011-12-02",79.550003,79.800003,77.230003,77.82,2421700,58.309143
"2011-12-05",78.559998,78.660004,77.599998,78.110001,2524900,58.526417
"2011-12-06",77.800003,78.489998,77.620003,77.910004,1498300,58.376568
"2011-12-07",77.940002,78.050003,77.370003,77.57,2092300,58.121822
"2011-12-08",77.470001,77.650002,76.419998,76.519997,1797200,57.335075
"2011-12-09",77.050003,77.699997,77.019997,77.419998,1239700,58.009407
"2011-12-12",77.440002,77.470001,76.400002,76.889999,1450200,57.612312
"2011-12-13",77.379997,77.769997,76.459999,76.730003,1642200,57.492416
"2011-12-14",76.720001,76.870003,76.019997,76.290001,1439800,57.162735
"2011-12-15",77.07,77.519997,76.760002,76.919998,1972300,57.634785
"2011-12-16",77.620003,77.879997,76.32,77.099998,4215600,57.769672
"2011-12-19",77.279999,77.690002,76.599998,76.82,1393200,57.559853
"2011-12-20",77.940002,78.870003,77.830002,78.529999,1749900,58.841129
"2011-12-21",78.449997,79.690002,78.019997,79.629997,1820700,59.665337
"2011-12-22",79.82,81.029999,79.629997,80.809998,2793300,60.549492
"2011-12-23",81,81.459999,80.669998,81.410004,1927500,60.999058
"2011-12-27",81.330002,81.660004,80.940002,81.32,1483200,60.931618
"2011-12-28",81.68,81.779999,80.849998,80.940002,840400,60.6469
"2011-12-29",80.959999,81.739998,80.879997,81.519997,1123700,61.081478
"2011-12-30",81.650002,81.860001,80.860001,80.900002,1474700,60.616917
"2012-01-03",82.120003,82.989998,81.769997,82.019997,2273600,61.456127
"2012-01-04",80.949997,81.449997,80.370003,80.910004,2242700,60.624439
"2012-01-05",80.660004,80.68,79.050003,80.07,2616100,59.995007
"2012-01-06",80.410004,80.410004,79.650002,79.980003,4274300,59.92757
"2012-01-09",80.349998,80.349998,79.760002,80.040001,1861500,59.972538
"2012-01-10",80.629997,81.199997,80.360001,80.620003,1846700,60.407108
"2012-01-11",80.489998,81.129997,80.489998,80.779999,1245900,60.526997
"2012-01-12",81.120003,81.769997,80.760002,81.690002,1822300,61.208866
"2012-01-13",81.160004,81.529999,80.800003,81.519997,1475600,61.081478
"2012-01-17",82.050003,82.099998,81.349998,81.639999,1953700,61.171394
"2012-01-18",81.589996,82.279999,81.339996,82.279999,1155900,61.65094
"2012-01-19",82.25,83.709999,81.849998,83.709999,1959400,62.722412
"2012-01-20",83.150002,83.440002,82.540001,82.779999,2461700,62.025581
"2012-01-23",82.830002,82.860001,81.900002,82.540001,1716700,61.845768
"2012-01-24",82.550003,82.809998,82.120003,82.239998,1139000,61.62096
"2012-01-25",82.040001,82.269997,81.25,81.730003,2421500,61.238831
"2012-01-26",82.470001,82.949997,81.290001,82.470001,2733700,61.793312
"2012-01-27",82,82.550003,81.660004,82.019997,1952500,61.456127
"2012-01-30",81.32,82.129997,81.290001,82.010002,3109900,61.448635
"2012-01-31",82.199997,82.400002,81.699997,82.32,2878600,61.680897
"2012-02-01",82.540001,83.720001,82.260002,83.519997,2114100,62.580044
"2012-02-02",83.559998,83.699997,82.900002,83.169998,1298800,62.317795
"2012-02-03",83.410004,84.730003,83.25,84.589996,3366800,63.381779
"2012-02-06",84.379997,85.400002,84.339996,85.25,2028300,63.876297
"2012-02-07",85,86.639999,85,86.629997,2871300,64.910301
"2012-02-08",86.57,87.709999,86.139999,87.639999,3394000,65.667107
"2012-02-09",87.660004,88.07,87.400002,88.010002,2865000,65.944321
"2012-02-10",87.129997,87.720001,87,87.510002,1928200,65.569664
"2012-02-13",87.639999,88.25,86.980003,88.230003,2583400,66.109154
"2012-02-14",87.730003,88.550003,87.660004,88.449997,1676700,66.273994
"2012-02-15",87.68,87.919998,86.769997,86.93,3474000,65.135094
"2012-02-16",86.849998,87.209999,86.059998,86.400002,2298500,64.738007
"2012-02-17",86.720001,88.309998,86.620003,87.989998,2734000,65.929344
"2012-02-21",87.860001,87.900002,86.790001,87.150002,1738700,65.29995
"2012-02-22",87.339996,88.089996,87.260002,87.620003,1241400,65.652077
"2012-02-23",87.809998,88.389999,87.57,88.290001,7431200,66.154114
"2012-02-24",88.480003,90.150002,88.400002,89.529999,7279200,67.083199
"2012-02-27",89.519997,90,89.080002,89.410004,2905000,66.993317
"2012-02-28",88.849998,88.860001,88,88.699997,1866000,67.213074
"2012-02-29",88.879997,89.309998,88.389999,88.410004,2832200,66.993324
"2012-03-01",88.610001,88.970001,88.139999,88.370003,1608300,66.963013
"2012-03-02",88.400002,89.050003,88.300003,88.5,1334200,67.061508
"2012-03-05",89.019997,89.080002,88.559998,88.68,1458500,67.197899
"2012-03-06",87.980003,88.839996,87.68,87.779999,1442200,66.515938
"2012-03-07",87.809998,88.07,87.410004,87.959999,1280500,66.652306
"2012-03-08",88.57,89,88.260002,88.379997,1159400,66.970589
"2012-03-09",88.82,89.120003,88.220001,88.910004,1177800,67.3722
"2012-03-12",88.709999,89.290001,88.620003,89,1113600,67.440376
"2012-03-13",89.379997,89.709999,88.800003,89.650002,1626500,67.93293
"2012-03-14",89.860001,91.010002,89.779999,90.419998,2039300,68.516411
"2012-03-15",90.400002,90.68,89.93,90.300003,1382000,68.425468
"2012-03-16",90.300003,90.5,89.25,89.32,2116300,67.682899
"2012-03-19",88.919998,89.690002,88.889999,89.559998,9e+05,67.864738
"2012-03-20",89.290001,89.559998,88.639999,89.339996,1355500,67.698029
"2012-03-21",89.309998,89.720001,89.260002,89.449997,1289800,67.781403
"2012-03-22",89.120003,89.660004,88.839996,89.400002,1412400,67.743484
"2012-03-23",89.599998,89.879997,89.199997,89.769997,1032600,68.023842
"2012-03-26",90.230003,90.769997,90.089996,90.639999,1340000,68.683121
"2012-03-27",90.639999,91.089996,90.550003,90.849998,1119700,68.842239
"2012-03-28",90.779999,91.080002,89.32,89.690002,1353700,67.963257
"2012-03-29",89.470001,89.690002,88.830002,89.629997,1331500,67.917778
"2012-03-30",90,90.160004,89.599998,89.860001,1275100,68.092064
"2012-04-02",89.410004,91.610001,89.410004,91.160004,1678000,69.077148
"2012-04-03",91.019997,91.419998,90.650002,91.07,1257700,69.008965
