"dates","V.Open","V.High","V.Low","V.Close","V.Volume","V.Adjusted"
"2010-03-05",21.85,22.139999,21.775,22.127501,19503600,20.455626
"2010-03-08",22.112499,22.7325,22.022499,22.657499,31258400,20.945578
"2010-03-09",22.5625,22.9175,22.465,22.5375,36690800,20.834652
"2010-03-10",22.434999,22.952499,22.387501,22.879999,28438800,21.151272
"2010-03-11",22.7425,23.32,22.700001,23.184999,55125200,21.433229
"2010-03-12",23.2925,23.407499,23.1625,23.3125,28641200,21.551094
"2010-03-15",23.217501,23.2875,22.780001,23.102501,20734000,21.35696
"2010-03-16",23.17,23.227501,22.8375,22.9125,19068000,21.181316
"2010-03-17",23.030001,23.102501,22.809999,22.877501,14785200,21.148956
"2010-03-18",22.875,22.955,22.52,22.532499,18766000,20.830027
"2010-03-19",22.209999,22.6875,22.172501,22.209999,24224000,20.531895
"2010-03-22",22.0975,22.4375,22.045,22.309999,16674400,20.624338
"2010-03-23",22.375,22.575001,22.3125,22.495001,13516400,20.795366
"2010-03-24",22.4,22.485001,22.147499,22.1875,15611600,20.511095
"2010-03-25",22.42,22.945,22.372499,22.602501,20353600,20.894741
"2010-03-26",22.682501,22.8125,22.4125,22.5625,13536000,20.857761
"2010-03-29",22.6425,22.790001,22.535,22.559999,11134400,20.855452
"2010-03-30",22.6175,22.959999,22.584999,22.75,16330800,21.031088
"2010-03-31",22.674999,23.049999,22.629999,22.7575,12504400,21.038029
"2010-04-01",22.92,23.145,22.827499,23.137501,17464400,21.38932
"2010-04-05",23.262501,23.299999,23.025,23.1175,15363200,21.370836
"2010-04-06",23.0075,23.3325,22.952499,23.1,13813600,21.354654
"2010-04-07",23.125,23.125,22.657499,22.6775,14750400,20.964083
"2010-04-08",22.665001,23.02,22.625,22.872499,10770000,21.144339
"2010-04-09",22.985001,23.1525,22.9125,23.129999,9567200,21.382385
"2010-04-12",23.262501,23.372499,23.125,23.297501,9323200,21.537233
"2010-04-13",23.352501,23.4475,23.040001,23.1975,11436000,21.444782
"2010-04-14",23.290001,23.610001,23.215,23.565001,17329200,21.784515
"2010-04-15",23.59,23.815001,23.4825,23.612499,20639200,21.828421
"2010-04-16",23.52,23.727501,23.200001,23.4625,18766400,21.689764
"2010-04-19",23.299999,23.545,23.02,23.280001,12586400,21.521046
"2010-04-20",23.4125,23.522499,23.125,23.512501,9090400,21.735981
"2010-04-21",23.5875,23.594999,23.215,23.282499,11365600,21.523355
"2010-04-22",23.205,23.799999,23.115,23.785,14658400,21.98789
"2010-04-23",24.049999,24.205,23.807501,24.147499,12498800,22.323006
"2010-04-26",24.2575,24.297501,23.885,24,18274800,22.186651
"2010-04-27",23.987499,24.057501,23.2225,23.237499,17868400,21.481758
"2010-04-28",23.43,23.514999,23.075001,23.4025,20395200,21.634295
"2010-04-29",23.442499,23.65,23.025,23.205,29408000,21.451717
"2010-04-30",23.32,23.342501,22.504999,22.557501,25059600,20.853136
"2010-05-03",22.637501,22.817499,22.105,22.317499,31020000,20.631273
"2010-05-04",22.334999,22.737499,22.030001,22.092501,30622800,20.423277
"2010-05-05",21.690001,21.987499,21,21.6075,37174400,19.97492
"2010-05-06",21.4625,21.639999,18.977501,20.73,63938000,19.163721
"2010-05-07",20.764999,21.0425,20.1875,20.5725,45519200,19.01812
"2010-05-10",21.5625,21.799999,21.4825,21.497499,35106800,19.873224
"2010-05-11",21.282499,21.3125,20.785,21.040001,47244000,19.4503
"2010-05-12",21.26,21.887501,21.1875,21.42,37131600,19.831039
"2010-05-13",21.469999,21.995001,21.129999,21.432501,31835600,19.842604
"2010-05-14",19.6675,19.9725,18.98,19.315001,169829200,17.882189
"2010-05-17",19.692499,19.809999,18.4175,18.6775,90552000,17.291985
"2010-05-18",18.77,19.002501,17.0725,17.522499,189331200,16.22266
