"dates","CTXS.Open","CTXS.High","CTXS.Low","CTXS.Close","CTXS.Volume","CTXS.Adjusted"
"2011-06-29",63.298298,63.354038,62.215321,62.350693,1844017,60.454189
"2011-06-30",62.661251,63.720337,62.54977,63.704411,2023973,61.766727
"2011-07-01",63.951267,64.755531,63.680523,64.325531,2118032,62.368946
"2011-07-05",64.293678,64.890907,63.64867,64.548492,1613703,62.585144
"2011-07-06",64.572388,65.862396,64.022934,65.472206,2123809,63.480747
"2011-07-07",66.172958,66.889633,65.774803,65.846474,1738781,63.843632
"2011-07-08",65.097946,66.0774,64.715721,66.0774,1123690,64.067551
"2011-07-11",65.233315,65.774803,62.70903,63.059402,2597497,61.141342
"2011-07-12",63.234592,63.497372,60.38382,60.813824,3758861,58.964062
"2011-07-13",61.387165,61.745502,59.714924,60.423634,3176546,58.585739
"2011-07-14",60.797897,60.797897,58.695652,59.245102,4128694,57.443058
"2011-07-15",59.65918,61.028828,59.141582,60.893456,2582678,59.041264
"2011-07-18",60.511227,60.893456,59.10973,59.866222,1708893,58.045288
"2011-07-19",60.455486,61.689758,60.455486,61.657906,1951388,59.782471
"2011-07-20",62.199394,62.836437,59.842331,59.953815,2707505,58.130219
"2011-07-21",59.882149,60.67049,58.042683,58.831024,3454831,57.041565
"2011-07-22",58.910656,60.359928,58.910656,59.937889,1914216,58.114773
"2011-07-25",59.428253,60.073261,59.085842,59.308807,1296614,57.504822
"2011-07-26",59.483994,59.611404,57.811752,59.332695,2738649,57.527981
"2011-07-27",58.79121,58.886765,56.338589,56.489887,4766138,54.771648
"2011-07-28",55.502468,59.061954,55.398949,57.986942,6594080,56.223164
"2011-07-29",57.23045,58.448799,56.346554,57.365822,4328994,55.620941
"2011-08-01",57.859531,58.002869,55.574135,56.434147,3400204,54.717598
"2011-08-02",55.860806,56.720814,54.244305,55.199875,5430958,53.52087
"2011-08-03",55.231724,56.481922,54.069118,56.402294,3755972,54.686722
"2011-08-04",55.470615,55.701546,51.927059,52.030579,4526531,50.447975
"2011-08-05",53.20911,54.706161,49.585922,51.290012,6600736,49.729931
"2011-08-08",49.211658,50.382225,45.206242,46.329033,8352451,44.919849
"2011-08-09",47.069595,49.299252,45.835323,49.291286,7396913,47.792004
"2011-08-10",48.200352,49.370918,47.109413,47.197006,3632025,45.761429
"2011-08-11",47.356266,49.777035,47.276634,49.163879,4279641,47.668476
"2011-08-12",49.235546,49.601849,48.128681,48.375538,5125799,46.90411
"2011-08-15",48.686096,49.848701,48.415352,49.386845,2678873,47.884651
"2011-08-16",48.797581,48.988693,46.185699,47.507565,6777929,46.062534
"2011-08-17",47.762383,48.001274,45.628284,46.743111,5091767,45.321335
"2011-08-18",44.704571,44.831982,40.858418,41.376015,8503775,40.117485
"2011-08-19",41.025642,42.387321,39.982479,40.062111,6047807,38.843548
"2011-08-22",40.961937,42.48288,40.643414,41.224716,5888195,39.970787
"2011-08-23",41.447681,43.366779,40.858418,43.366779,5276746,42.047695
"2011-08-24",43.215481,44.47364,42.2201,43.860489,4385756,42.526402
"2011-08-25",43.733078,44.64883,42.59436,42.849178,3206811,41.545845
"2011-08-26",42.610287,44.569199,42.267876,43.964008,4406225,42.626762
"2011-08-29",44.680683,45.994583,44.409939,45.970695,3758107,44.572414
"2011-08-30",45.660137,46.79089,45.110687,46.432552,5178542,45.020222
"2011-08-31",46.79089,49.06036,46.782928,48.12072,6825524,46.65704
"2011-09-01",48.088867,49.00462,47.037746,47.276634,3771670,45.838627
"2011-09-02",46.145882,46.583851,45.325687,45.668098,3064403,44.279018
"2011-09-06",44.250675,44.855869,43.223442,44.704571,3442399,43.344799
"2011-09-07",45.596432,46.456444,45.19828,46.153847,2723830,44.749996
"2011-09-08",46.114033,46.169773,44.656792,44.839943,3605653,43.476055
"2011-09-09",44.330307,44.951424,42.164356,42.666031,4769152,41.368267
"2011-09-12",42.267876,43.573818,41.965282,43.573818,2863350,42.248447
"2011-09-13",43.804745,44.019749,43.143814,43.908264,2982651,42.572712
"2011-09-14",44.091415,45.699951,43.446407,45.062908,3710638,43.692242
"2011-09-15",45.476986,46.448479,44.991241,45.986622,3810097,44.58786
"2011-09-16",46.177734,46.615704,45.389393,46.376812,2875656,44.966179
"2011-09-19",45.596432,45.795509,44.210861,44.632904,3095045,43.275314
"2011-09-20",45.166428,45.476986,43.565853,43.669373,3418539,42.341087
"2011-09-21",43.987896,45.74773,43.764931,43.796783,4447039,42.464626
"2011-09-22",42.451027,43.47826,40.778786,41.559166,4757347,40.295067
"2011-09-23",41.001751,42.458988,41.001751,42.299728,3638932,41.013107
"2011-09-26",42.435101,44.386047,42.299728,44.25864,3615197,42.91243
"2011-09-27",45.102722,46.958115,45.070869,46.145882,3755721,44.742271
"2011-09-28",46.185699,46.838669,45.739765,45.875137,3931156,44.479759
"2011-09-29",46.663483,47.149227,44.155121,45.277908,4293580,43.900703
"2011-09-30",44.52142,45.381432,43.42252,43.42252,3824413,42.101746
"2011-10-03",42.992516,43.366779,42.036949,42.164356,3656136,40.881851
"2011-10-04",41.455647,44.624939,41.089344,44.561237,3413390,43.20583
"2011-10-05",44.4179,44.696609,43.382706,44.561237,3098310,43.20583
"2011-10-06",44.640865,44.999203,43.956043,44.306419,5024330,42.958763
"2011-10-07",44.36216,44.529385,42.697884,43.749004,5379973,42.418297
"2011-10-10",44.664757,46.185699,44.545311,46.185699,3862464,44.780876
"2011-10-11",45.867176,48.837395,45.564579,48.72591,4816998,47.243813
"2011-10-12",49.769073,50.676861,49.331104,49.466476,5186454,47.961861
"2011-10-13",49.259438,49.928333,48.972767,49.641663,2650491,48.131725
"2011-10-14",50.477783,51.54483,49.323139,50.183151,3078594,48.656738
"2011-10-17",49.984074,50.565376,49.06036,49.538143,2173915,48.031349
"2011-10-18",49.800922,51.759834,49.331104,51.361683,3394679,49.799427
"2011-10-19",52.006687,52.834846,50.477783,51.106865,4016174,49.552364
"2011-10-20",51.218346,51.648354,49.562031,50.971493,2359648,49.421101
"2011-10-21",51.568722,51.775761,50.461857,51.313904,1866621,49.753094
"2011-10-24",51.377609,53.017998,51.345757,52.651695,1831082,51.050201
"2011-10-25",52.564102,52.603916,51.759834,51.990765,2288696,50.409363
"2011-10-26",52.723366,53.057812,49.84074,51.138718,5537325,49.583237
"2011-10-27",59.635292,62.111801,58.090462,60.001595,9879881,58.176537
"2011-10-28",58.89473,60.184742,56.880077,58.424908,4987786,56.647804
"2011-10-31",57.971012,58.910656,57.262302,57.994904,4149289,56.230885
"2011-11-01",56.466,57.453415,55.183945,55.828953,3270731,54.130817
"2011-11-02",56.481922,57.67638,55.932472,56.983597,3054859,55.250336
"2011-11-03",57.67638,59.547699,56.481922,59.348621,3984151,57.543427
"2011-11-04",58.623985,59.698997,57.859531,59.10973,2311425,57.311802
"2011-11-07",59.00621,59.3964,56.959705,58.600098,1956536,56.817673
"2011-11-08",59.077881,59.316769,57.732124,59.149548,1898644,57.350403
"2011-11-09",57.612679,57.939163,56.147476,56.362476,2200915,54.648113
"2011-11-10",57.142857,57.246376,55.438763,56.609333,1965704,54.887455
"2011-11-11",57.445454,59.44418,57.262302,58.918617,2228543,57.126503
"2011-11-14",58.942509,60.559006,58.775284,59.388439,2640068,57.582027
"2011-11-15",59.149548,60.861603,59.149548,60.479378,2088144,58.639786
"2011-11-16",60.033443,61.904762,59.698997,59.953815,2655515,58.130219
"2011-11-17",59.754738,59.810478,56.696926,57.692307,2768034,55.937489
"2011-11-18",57.23045,57.333969,55.781174,56.171364,2771551,54.462807
"2011-11-21",55.5821,55.669693,53.575409,54.889313,2949749,53.219749
"2011-11-22",54.833572,55.168018,53.893932,54.284122,1871393,52.632969
"2011-11-23",53.838192,54.100971,51.895206,52.142059,2053484,50.556065
"2011-11-25",51.712055,52.810959,51.305939,51.337791,842014,49.776264
"2011-11-28",52.76318,54.793758,52.76318,54.459309,2482717,52.802834
"2011-11-29",54.339863,54.817646,52.707436,52.802994,2496279,51.196892
"2011-11-30",54.602646,56.888039,54.562828,56.848225,3600504,55.119087
"2011-12-01",56.665073,57.564899,56.338589,56.816372,1450323,55.0882
"2011-12-02",57.381748,57.90731,56.298775,56.362476,1067932,54.648113
"2011-12-05",57.724159,59.515846,57.652493,58.138241,2352239,56.369858
"2011-12-06",58.361202,59.038063,57.891384,58.313427,1334664,56.539719
"2011-12-07",58.050644,58.050644,56.545628,57.445454,1399715,55.698143
"2011-12-08",56.84026,57.302116,55.454689,55.598026,1484104,53.906914
"2011-12-09",55.828953,57.087116,55.613953,56.744705,1685660,55.018707
"2011-12-12",55.980251,56.083771,53.989491,54.785793,2391546,53.119381
"2011-12-13",55.279503,55.733398,52.603916,52.850773,2244743,51.243225
"2011-12-14",52.37299,52.548176,50.286671,50.907787,2339053,49.359333
"2011-12-15",51.799648,52.03854,50.05574,50.875935,2133981,49.328453
"2011-12-16",51.162605,52.946327,50.509636,51.027233,3516240,49.475147
"2011-12-19",51.353718,51.584648,48.82943,48.988693,2548772,47.498611
"2011-12-20",49.936295,50.557415,49.052399,50.469818,2209957,48.934685
"2011-12-21",49.068321,49.132027,45.222168,46.551998,6059863,45.136036
"2011-12-22",46.934223,48.861282,46.551998,48.82943,3052975,47.344193
"2011-12-23",48.749802,49.641663,48.391464,49.402771,1835101,47.900097
"2011-12-27",49.339066,49.984074,49.283325,49.354992,1108871,47.853771
"2011-12-28",49.084248,49.466476,48.216274,48.399426,1860217,46.927269
"2011-12-29",48.534798,48.956841,48.152573,48.84536,1391929,47.359638
"2011-12-30",48.654243,48.885174,47.993313,48.351646,1704623,46.880943
"2012-01-03",49.697403,50.430004,48.574615,49.339066,2472545,47.838329
"2012-01-04",49.370918,49.984074,48.646282,49.267399,3153816,47.768845
"2012-01-05",48.972767,51.114826,48.877209,50.684822,3234815,49.14315
"2012-01-06",50.509636,50.557415,47.897755,49.386845,5034000,47.884651
"2012-01-09",49.569996,50,48.861282,49.60981,1786501,48.100838
"2012-01-10",50.406116,51.536869,50.015926,51.051125,2845643,49.49831
"2012-01-11",51.27409,52.444656,51.122791,51.815575,2153446,50.239513
"2012-01-12",52.189838,52.349098,51.393536,52.11021,2898763,50.525188
"2012-01-13",53.256889,53.519669,51.082973,51.640388,2371327,50.069653
"2012-01-17",52.309284,53.145405,52.054466,52.293358,1986550,50.702759
"2012-01-18",52.317249,54.260235,52.26947,53.798374,2956404,52.161995
"2012-01-19",54.873386,56.362476,54.666348,55.24765,3724075,53.567192
"2012-01-20",54.833572,54.841534,53.870045,54.244305,3485850,52.59436
"2012-01-23",54.395603,54.722092,53.193184,54.244305,2770044,52.59436
"2012-01-24",54.745979,56.004143,53.878006,54.021339,4568977,52.378178
"2012-01-25",54.14875,54.777832,52.938366,53.838192,6100049,52.200603
"2012-01-26",54.945053,56.020065,51.011307,51.759834,7624464,50.185463
"2012-01-27",51.17057,52.627808,50.764454,51.871319,3199653,50.293556
"2012-01-30",51.32983,52.420769,50.764454,51.791687,2073451,50.216351
"2012-01-31",52.086319,52.205765,51.202419,51.919094,1634424,50.339882
"2012-02-01",52.26947,53.336517,51.93502,52.97818,2179692,51.366753
"2012-02-02",52.842808,53.909859,52.779106,53.575409,2168515,51.94582
"2012-02-03",54.212456,54.929131,53.893932,54.769867,2184590,53.103947
"2012-02-06",54.650421,55.367096,54.395603,55.303391,2336290,53.621235
"2012-02-07",55.335243,57.055264,55.112278,56.29081,3809218,54.578621
"2012-02-08",56.298775,56.927856,55.836918,56.784519,2821155,55.057312
"2012-02-09",56.784519,57.604713,56.609333,57.318043,1958169,55.574615
"2012-02-10",56.816372,56.999523,56.298775,56.903965,1755608,55.17313
"2012-02-13",57.341934,58.862877,57.278229,58.623985,2178060,56.840836
"2012-02-14",58.273609,58.942509,58.114349,58.823063,1565857,57.033852
"2012-02-15",59.595478,60.877529,58.886765,59.053989,3530054,57.257751
"2012-02-16",59.253067,60.463451,59.022137,60.160854,1804710,58.330952
"2012-02-17",60.43956,60.503265,59.300842,59.539738,2134860,57.728729
"2012-02-21",59.420292,59.794552,58.281574,58.623985,2370574,56.840836
"2012-02-22",58.711578,58.966396,58.265648,58.393055,1836231,56.616928
"2012-02-23",58.297501,58.870838,57.429527,58.751392,1770176,56.964359
"2012-02-24",59.539738,60.184742,58.79121,59.850296,2148548,58.029839
"2012-02-27",59.173435,60.33604,58.751392,59.913998,1294855,58.09161
"2012-02-28",59.94585,60.328079,59.245102,59.603439,1106360,57.790493
"2012-02-29",59.722885,60.917343,59.44418,59.515846,2073954,57.705563
"2012-03-01",59.906036,61.092529,59.49992,60.726231,1594615,58.879135
"2012-03-02",60.43956,60.678452,59.587513,60.065296,1403231,58.2383
"2012-03-05",59.913998,60.081223,57.548973,58.536392,2716923,56.755901
"2012-03-06",58.122311,58.130276,56.728779,57.190636,2035526,55.451077
"2012-03-07",57.397675,57.652493,56.776558,57.190636,2671715,55.451077
"2012-03-08",57.67638,60.001595,57.644527,59.921963,4935294,58.099327
"2012-03-09",60.017521,61.156235,60.017521,60.734192,2147292,58.886848
"2012-03-12",60.734192,61.506611,60.423634,61.490685,1796296,59.620335
"2012-03-13",61.968468,63.505337,61.809204,63.473484,2493391,61.54282
"2012-03-14",63.170887,63.688484,62.135689,62.302914,2252905,60.407852
"2012-03-15",62.557732,63.123108,61.809204,63.059402,1260070,61.141342
"2012-03-16",62.884216,63.218666,62.127728,62.271061,1955657,60.37698
"2012-03-19",62.191433,62.884216,61.649944,62.271061,1295358,60.37698
"2012-03-20",61.809204,61.92865,61.028828,61.1642,2044819,59.30378
"2012-03-21",61.331421,62.955887,61.315495,62.486065,1513741,60.585442
"2012-03-22",61.745502,62.54977,61.419018,62.478104,1543629,60.577717
"2012-03-23",62.382545,62.605511,61.538464,61.856983,1804082,59.975487
"2012-03-26",62.541805,64.102562,62.271061,64.102562,2184590,62.152763
"2012-03-27",63.983116,64.261826,62.979774,63.194775,1862477,61.272587
"2012-03-28",63.011627,63.696449,61.673832,62.430325,1804836,60.531399
"2012-03-29",62.040134,62.780697,61.71365,62.414398,1738530,60.515953
"2012-03-30",62.908108,63.401817,62.286987,62.836437,2361155,60.925156
"2012-04-02",63.003662,64.174232,62.00032,63.664597,1471546,61.728123
"2012-04-03",63.425705,63.983116,62.780697,63.290333,1555559,61.365246
"2012-04-04",62.54977,62.669216,61.657906,62.127728,1497793,60.238003
"2012-04-05",61.530499,62.334766,61.21994,62.334766,1107490,60.43874
"2012-04-09",61.148273,61.227901,59.898071,60.33604,1689177,58.500805
"2012-04-10",60.304188,60.77401,58.600098,58.695652,2276891,56.910316
"2012-04-11",58.233795,59.738811,57.931198,58.966396,2097688,57.172825
"2012-04-12",59.364548,59.826405,59.046024,59.611404,1950509,57.798218
"2012-04-13",59.515846,60.543079,59.507881,59.818443,1768794,57.998955
"2012-04-16",60.176781,60.797897,59.093803,60.168816,1465519,58.338676
"2012-04-17",61.084568,62.509953,60.710304,62.087914,2853178,60.199398
"2012-04-18",61.888836,63.107182,61.689758,62.255135,2011792,60.36153
"2012-04-19",62.780697,64.381271,61.952541,62.271061,2727849,60.37698
"2012-04-20",62.486065,63.154961,61.904762,61.936615,1393561,60.0527
"2012-04-23",61.259754,61.403091,59.850296,61.196049,2129083,59.334663
"2012-04-24",61.355312,61.395126,59.030102,59.34066,2227412,57.535709
"2012-04-25",60.144928,61.657906,59.842331,61.450867,3368181,59.58173
"2012-04-26",68.760948,70.066887,66.09333,69.087433,8165965,66.986015
"2012-04-27",67.869087,68.601685,67.614273,68.307053,4156070,66.229378
"2012-04-30",67.90094,68.840584,67.455009,68.171684,2407243,66.098122
"2012-05-01",68.020386,69.676697,67.685936,69.517441,2678119,67.402931
"2012-05-02",68.72113,69.867813,68.585762,69.469658,2031131,67.356613
"2012-05-03",69.326324,69.820038,67.534637,68.028351,2236957,65.959137
"2012-05-04",67.654083,67.924828,65.432396,65.973885,3007767,63.967186
"2012-05-07",65.878326,66.650742,65.36869,66.045547,2309793,64.036659
"2012-05-08",65.344803,65.527946,62.93996,64.954613,4072685,62.978901
"2012-05-09",64.206085,65.814621,63.083294,65.185539,2826052,63.202805
"2012-05-10",65.695175,65.973885,62.119762,62.390507,4897620,60.492783
"2012-05-11",62.199394,64.365341,61.530499,63.274406,2228040,61.3498
"2012-05-14",62.788662,63.170887,62.00032,62.2631,1883449,60.369255
"2012-05-15",62.478104,63.951267,62.310879,62.748844,2470535,60.840229
"2012-05-16",62.987736,63.768116,61.004936,61.43494,2194134,59.566288
"2012-05-17",61.419018,62.024208,59.913998,59.913998,2868875,58.09161
"2012-05-18",60.622711,61.196049,59.404366,59.579552,2755100,57.767338
"2012-05-21",60.057335,62.199394,58.807137,61.912724,2164874,60.02953
"2012-05-22",62.008282,62.947922,61.299568,62.629398,2311928,60.724411
"2012-05-23",61.753464,63.385887,61.275681,63.250519,1911328,61.326645
"2012-05-24",63.09922,63.250519,59.818443,60.272335,3887706,58.439045
"2012-05-25",60.407707,60.718266,59.882149,60.065296,2288570,58.2383
"2012-05-29",60.678452,60.813824,59.300842,60.407707,3187346,58.57029
"2012-05-30",59.83437,59.83437,57.756012,58.89473,3422808,57.103336
"2012-05-31",58.831024,59.125656,57.198601,58.193981,2541739,56.423901
"2012-06-01",56.035992,57.389713,55.892658,56.370441,3484594,54.655834
"2012-06-04",56.561554,57.604713,55.653767,57.556934,2726719,55.806232
"2012-06-05",57.158783,58.775284,57.055264,58.671764,2307030,56.88715
"2012-06-06",59.093803,61.562351,58.831024,61.275681,2876033,59.411877
"2012-06-07",62.151615,62.231247,60.272335,60.447521,2291709,58.608898
"2012-06-08",60.129002,61.602165,59.722885,61.411053,1818273,59.543118
"2012-06-11",61.87291,62.239208,59.754738,59.866222,1576657,58.045288
"2012-06-12",60.033443,61.148273,59.667145,61.132347,1885333,59.272896
"2012-06-13",60.877529,61.92865,60.001595,60.399746,1936820,58.562584
"2012-06-14",60.543079,61.729576,59.83437,61.116421,2086763,59.257458
"2012-06-15",61.546425,63.855709,61.315495,63.799969,2805834,61.859367
"2012-06-18",63.545151,64.237938,62.239208,64.062752,2224524,62.114166
"2012-06-19",64.819237,65.965919,64.054787,64.47683,1708014,62.515644
"2012-06-20",64.58831,65.177574,63.720337,64.413124,1364803,62.453884
"2012-06-21",64.612198,64.612198,62.032169,62.151615,2630022,60.261158
"2012-06-22",62.685143,64.054787,62.406433,63.815895,1795668,61.874817
"2012-06-25",63.131073,63.131073,61.43494,62.294952,1583187,60.400139
"2012-06-26",62.494026,63.831821,62.119762,63.545151,1869761,61.612312
"2012-06-27",63.457558,64.859055,63.457558,64.118492,1749204,62.168217
"2012-06-28",63.441631,63.975155,61.148273,62.207359,2113009,60.315212
"2012-06-29",64.293678,66.849815,64.229973,66.84185,3009022,64.808723
"2012-07-02",66.953339,67.1763,66.188881,66.881668,1203182,64.847351
"2012-07-03",66.961304,68.203537,66.666664,68.179649,861479,66.105843
"2012-07-05",67.988533,68.163719,66.46759,66.714447,1722455,64.685211
"2012-07-06",64.508682,64.508682,60.638638,61.673832,5500027,59.797913
"2012-07-09",61.833096,62.111801,60.423634,60.965122,3178807,59.110756
"2012-07-10",61.92865,62.884216,60.431599,60.630672,2363792,58.786484
"2012-07-11",60.837711,61.458832,59.388439,59.866222,2455717,58.045288
"2012-07-12",59.611404,61.833096,59.022137,60.4953,2086135,58.655224
"2012-07-13",60.43956,61.196049,59.874184,61.020863,1735264,59.164806
"2012-07-16",60.511227,61.912724,60.344006,60.813824,1829575,58.964062
"2012-07-17",61.188087,61.546425,59.348621,60.981049,1571634,59.126198
"2012-07-18",62.334766,64.9785,61.920689,64.890907,3218490,62.917133
"2012-07-19",65.376656,66.0774,64.229973,65.798691,3134100,63.797287
"2012-07-20",65.559799,65.559799,64.14238,64.301643,1947118,62.345787
"2012-07-23",62.2631,62.605511,59.667145,61.92865,3360646,60.044979
"2012-07-24",61.856983,62.900143,60.543079,61.124382,2423192,59.265171
"2012-07-25",61.140308,61.98439,59.268993,59.810478,5410865,57.991238
"2012-07-26",57.596752,61.140308,57.103043,59.101768,7933893,57.304085
"2012-07-27",59.531773,62.382545,58.862877,61.960503,4222502,60.075867
"2012-07-30",61.426979,61.570313,56.959705,58.329353,7142990,56.555161
"2012-07-31",58.623985,59.173435,57.67638,57.875458,3752582,56.115067
"2012-08-01",58.106384,58.393055,55.040611,55.207836,4667557,53.528591
"2012-08-02",54.714127,56.625259,54.284122,55.271542,3879041,53.590363
"2012-08-03",56.497849,58.146202,55.343208,57.684345,3452069,55.929775
"2012-08-06",57.85157,58.273609,57.190636,57.883423,2161734,56.122795
"2012-08-07",58.162128,59.539738,58.06657,59.213249,2113135,57.41217
"2012-08-08",59.221214,59.261028,58.090462,58.321388,1391552,56.54744
"2012-08-09",58.249722,60.320114,58.050644,60.160854,3128575,58.330952
"2012-08-10",59.826405,60.750118,59.404366,60.726231,3332893,58.879135
"2012-08-13",60.614746,61.020863,60.168816,60.503265,2661417,58.662956
"2012-08-14",60.622711,60.789936,59.874184,60.097149,2610808,58.269184
"2012-08-15",59.842331,60.328079,59.412327,59.770664,1597126,57.952633
"2012-08-16",60.415672,61.442905,59.858257,61.196049,2585441,59.334663
"2012-08-17",61.243828,62.454212,60.718266,62.175507,2475433,60.284325
"2012-08-20",62.016247,62.247173,60.77401,61.124382,1877547,59.265171
"2012-08-21",61.634018,62.286987,61.188087,61.522533,2051852,59.651215
"2012-08-22",61.084568,62.008282,60.455486,61.856983,1345715,59.975487
"2012-08-23",61.538464,62.008282,60.702339,61.355312,1460119,59.489079
"2012-08-24",61.020863,61.570313,60.399746,61.315495,1416166,59.450474
"2012-08-27",61.363274,62.294952,60.845676,61.450867,1101965,59.58173
"2012-08-28",61.227901,61.841057,60.853638,61.347347,1469537,59.481361
"2012-08-29",61.530499,62.151615,61.076607,62.087914,2009029,60.199398
"2012-08-30",61.554386,61.71365,60.973083,61.299568,1563973,59.435028
"2012-08-31",62.064022,62.828476,60.758083,61.864948,1866370,59.983215
"2012-09-04",61.657906,62.525879,61.084568,62.111801,1308418,60.222565
"2012-09-05",61.960503,62.079948,61.116421,61.809204,1776204,59.929165
"2012-09-06",62.302914,65.121834,62.032169,65.097946,3531812,63.117863
"2012-09-07",64.946648,65.177574,63.839783,64.174232,1733381,62.222256
"2012-09-10",64.14238,64.675903,63.792004,63.975155,1694325,62.029236
"2012-09-11",63.577003,64.054787,63.059402,63.847748,1217498,61.905704
"2012-09-12",64.062752,64.500717,63.640705,63.927376,1675237,61.98291
"2012-09-13",63.48941,64.437012,62.494026,63.951267,3517370,62.006077
"2012-09-14",64.078674,65.400543,63.696449,65.089981,3385260,63.110161
"2012-09-17",65.153687,65.273132,64.269791,64.667938,1699097,62.700947
"2012-09-18",64.397194,65.105911,64.022934,64.301643,1371334,62.345787
"2012-09-19",64.174232,64.970535,63.529224,64.763496,1948750,62.793606
"2012-09-20",64.51664,64.779427,63.871635,64.683868,1193387,62.7164
"2012-09-21",64.970535,65.782768,64.508682,64.652016,2522023,62.685509
"2012-09-24",62.334766,62.629398,60.415672,61.315495,3776944,59.450474
"2012-09-25",61.466793,61.936615,59.706959,59.937889,2711523,58.114773
"2012-09-26",59.826405,60.22456,58.544353,59.093803,2644212,57.29636
"2012-09-27",59.531773,60.606785,59.237141,60.375854,1679130,58.539417
"2012-09-28",60.025482,61.673832,60.009556,60.941235,2851671,59.087597
"2012-10-01",61.283646,61.968468,60.009556,60.431599,1646228,58.593464
"2012-10-02",60.726231,61.04475,59.667145,60.113075,1833845,58.28463
"2012-10-03",60.622711,60.726231,59.571587,59.89011,1841128,58.068436
"2012-10-04",58.815098,59.643253,58.082497,59.44418,3399576,57.636078
"2012-10-05",60.04937,60.208633,56.975632,56.991558,4442267,55.25806
"2012-10-08",56.959705,57.246376,55.311356,56.219143,5627491,54.509136
"2012-10-09",56.107658,56.115623,53.885967,54.260235,4819384,52.609814
"2012-10-10",54.276157,55.255615,54.220417,54.706161,3144649,53.042171
"2012-10-11",55.35117,55.940437,52.739288,53.846153,14169568,52.208324
"2012-10-12",54.960979,55.709507,53.264851,53.909859,4589823,52.270092
"2012-10-15",54.41153,54.618568,52.962254,53.185223,3771544,51.567497
"2012-10-16",53.129478,54.785793,52.87466,54.666348,4119024,53.003571
"2012-10-17",54.212456,54.379677,51.783726,51.799648,6273600,50.224072
"2012-10-18",51.735947,52.603916,51.122791,51.688168,4214465,50.115971
"2012-10-19",51.672241,52.532249,51.043159,51.090939,3949742,49.536919
"2012-10-22",51.242237,51.361683,49.864628,50.8839,4078587,49.336174
"2012-10-23",50.167225,51.075012,49.641663,50.812229,3280401,49.266678
"2012-10-24",51.505016,51.648354,50.183151,51.027233,6375822,49.475147
"2012-10-25",51.759834,51.759834,47.88979,50.238892,11345651,48.710789
"2012-10-26",50.015926,51.186497,49.657589,50.023888,3709633,48.502319
"2012-10-31",50.167225,50.525562,49.06036,49.195732,3045692,47.699352
"2012-11-01",49.39481,50.804268,48.956841,50.740562,3475175,49.197193
"2012-11-02",50.947601,50.963528,49.960186,49.984074,2226910,48.463715
"2012-11-05",49.960186,50.199078,49.21962,50.103519,2031633,48.579533
"2012-11-06",50.151299,52.150024,50.151299,51.250198,4305008,49.691334
"2012-11-07",50.891861,50.891861,49.442585,49.45055,1986550,47.946423
"2012-11-08",49.474438,49.769073,48.224239,48.224239,2148925,46.757408
"2012-11-09",47.220894,48.407391,47.220894,47.913681,3045064,46.456299
"2012-11-12",48.128681,48.240166,47.141266,47.212933,2324863,45.776875
"2012-11-13",46.822742,46.894409,45.85125,46.129955,3481203,44.72683
"2012-11-14",46.695335,47.467751,45.516804,45.660137,2658026,44.271297
"2012-11-15",45.668098,46.201626,45.046982,46.002548,3453952,44.603294
"2012-11-16",46.010509,47.380157,45.835323,47.149227,3476682,45.715099
"2012-11-19",48.0172,48.72591,47.770348,48.702023,3755470,47.220665
"2012-11-20",48.558689,48.694061,47.475712,47.905716,2330765,46.448574
"2012-11-21",47.897755,49.331104,47.88979,49.291286,3306396,47.792004
"2012-11-23",49.418697,49.458511,48.630356,49.187771,1054244,47.691635
"2012-11-26",49.068321,49.808887,48.813503,49.50629,1982406,48.000469
"2012-11-27",49.482403,49.562031,47.977386,48.001274,3478692,46.541233
"2012-11-28",47.96146,48.51091,46.464405,48.45517,5961031,46.981319
"2012-11-29",48.797581,49.928333,48.72591,49.808887,3622355,48.293858
"2012-11-30",49.856667,50.246857,48.487019,48.702023,3449055,47.220665
"2012-12-03",49.132027,49.331104,47.905716,47.977386,2691305,46.518066
"2012-12-04",48.080906,48.988693,47.977386,48.590542,3746428,47.112572
"2012-12-05",48.351646,48.550724,46.528111,47.698677,3575765,46.247845
"2012-12-06",47.57127,48.423317,47.396084,47.818123,3122923,46.363647
"2012-12-07",48.041088,49.753143,47.714603,49.39481,5456074,47.892376
"2012-12-10",49.243511,50.44593,49.235546,49.816849,3144272,48.301579
"2012-12-11",50.565376,52.492435,50.199078,52.221691,4688906,50.63327
"2012-12-12",52.460583,52.635769,50.812229,50.947601,2659282,49.397942
"2012-12-13",50.971493,51.624462,50.621117,51.186497,2071568,49.62957
"2012-12-14",51.027233,51.950947,50.8839,51.775761,2505823,50.200909
"2012-12-17",51.871319,52.858734,51.72002,52.699474,2024098,51.096523
"2012-12-18",52.795033,53.663006,52.699474,53.535595,2549023,51.907211
"2012-12-19",54.069118,54.64246,52.882626,52.914478,1515123,51.304989
"2012-12-20",52.898552,53.097626,51.895206,52.21373,3922491,50.625553
"2012-12-21",51.696129,52.890587,51.051125,52.675587,4365412,51.073364
"2012-12-24",52.611881,52.675587,51.759834,51.998726,555566,50.417088
"2012-12-26",52.197803,53.137444,51.783726,52.157986,742931,50.571507
"2012-12-27",52.197803,52.237617,51.019272,51.863354,996603,50.285839
