"dates","DXC.Open","DXC.High","DXC.Low","DXC.Close","DXC.Volume","DXC.Adjusted"
"2010-04-15",27.548315,27.67252,27.369463,27.67252,3775259,17.04517
"2010-04-16",27.622837,27.632774,27.34959,27.424112,2843521,16.892155
"2010-04-19",27.309847,27.319782,27.021694,27.250229,2898069,16.785051
"2010-04-20",27.384369,27.463858,27.180674,27.43405,2325218,16.898277
"2010-04-21",27.523476,27.523476,27.240292,27.463858,1640253,16.916637
"2010-04-22",27.275068,27.553284,27.021694,27.493668,1861060,16.934998
"2010-04-23",27.453922,27.647678,27.255196,27.627806,1433133,17.017624
"2010-04-26",27.597998,27.75201,27.523476,27.533413,2046643,16.959484
"2010-04-27",27.374432,27.458891,26.837873,26.887554,1951637,16.561657
"2010-04-28",27.006788,27.071375,26.385773,26.57456,3250313,16.368866
"2010-04-29",26.698765,26.743479,26.450357,26.693796,2003166,16.442314
"2010-04-30",26.73851,26.73851,25.99329,26.028067,2167010,16.032251
"2010-05-03",26.241695,26.241695,25.744883,25.794563,2947182,15.888417
"2010-05-04",25.59087,25.660423,25.009598,25.337496,3050842,15.606885
"2010-05-05",25.05928,25.446795,25.05928,25.317623,2701214,15.594644
"2010-05-06",25.302717,25.610743,24.373676,24.974821,6192262,15.383491
"2010-05-07",25.019535,25.099026,24.353804,24.632021,5750647,15.172342
"2010-05-10",25.814438,25.814438,25.08412,25.416986,3648048,15.655851
"2010-05-11",25.133802,25.585901,25.118896,25.282846,2696585,15.57322
"2010-05-12",25.317623,25.804501,25.317623,25.749851,2366078,15.860885
"2010-05-13",25.739914,25.844246,25.461699,25.471636,1695002,15.689509
"2010-05-14",25.372272,25.372272,24.632021,24.766159,3487626,15.254967
"2010-05-17",24.776096,25.024504,24.497881,24.776096,3486418,15.261083
"2010-05-18",24.89533,25.019535,24.478008,24.512785,3421806,15.0989
"2010-05-19",24.50285,24.676733,24.249474,24.398518,3006359,15.028515
"2010-05-20",24.343868,24.532658,23.698009,23.787437,4707802,14.652112
"2010-05-21",23.53903,24.835714,23.375082,24.71151,6522567,15.221305
"2010-05-24",24.542595,24.587307,24.15011,24.254442,4496656,14.939769
"2010-05-25",23.707947,23.961323,23.399921,23.956354,6231512,14.756158
"2010-05-26",24.050749,24.532658,23.981194,24.115334,3960439,14.854083
"2010-05-27",24.517754,24.766159,24.403486,24.761192,2273287,15.251909
"2010-05-28",24.805904,25.004629,24.60718,24.835714,4057860,15.297802
"2010-06-01",24.577372,24.691639,23.782469,23.817245,4996844,14.670475
"2010-06-02",23.956354,24.632021,23.896736,24.617117,4254714,15.163165
"2010-06-03",24.701574,25.014566,24.632021,24.969852,2969524,15.380431
"2010-06-04",24.507816,24.562466,23.668201,23.737757,4313489,14.621507
"2010-06-07",23.757627,23.961323,23.499285,23.524126,3693739,14.489923
"2010-06-08",23.519157,23.866926,23.444635,23.842087,3381348,14.685776
"2010-06-09",23.951385,24.209728,23.707947,23.812279,2002159,14.667415
"2010-06-10",24.169983,24.587307,24.070621,24.562466,1869916,15.129498
"2010-06-11",24.199793,24.492912,24.165014,24.463102,1789403,15.114151
"2010-06-14",24.696606,24.791,24.378645,24.393551,2232225,15.07118
"2010-06-15",24.47304,24.969852,24.433294,24.935076,1801480,15.405749
"2010-06-16",24.731382,25.138769,24.627052,25.044374,1620527,15.473279
"2010-06-17",25.049343,25.337496,24.920172,25.337496,2859624,15.654385
"2010-06-18",25.332527,25.367304,25.009598,25.103992,2702824,15.510114
"2010-06-21",25.421953,25.521317,24.84565,24.974821,2403517,15.43031
"2010-06-22",24.97979,25.168579,24.497881,24.547562,1900914,15.166332
"2010-06-23",24.487944,24.622084,24.23457,24.373676,1462118,15.058902
"2010-06-24",24.314058,24.319027,23.688074,23.7775,1796247,14.690563
"2010-06-25",23.866926,23.951385,23.548965,23.802341,2463298,14.705911
"2010-06-28",23.861959,23.861959,23.519157,23.598648,1733447,14.580061
"2010-06-29",23.320433,23.330368,22.50069,22.634829,3143030,13.984583
"2010-06-30",22.495722,22.853428,22.396358,22.480818,3592897,13.889427
"2010-07-01",22.465914,22.50069,21.939289,22.167824,2918599,13.696052
"2010-07-02",22.212538,22.282091,21.879673,21.909481,2695578,13.536437
"2010-07-06",22.053556,22.197634,21.571648,21.710756,2979186,13.413656
"2010-07-07",21.800182,22.495722,21.790245,22.480818,2348164,13.889427
"2010-07-08",22.609989,22.838524,22.401327,22.530499,4157495,13.920119
"2010-07-09",22.540436,22.719288,22.460943,22.68948,1929899,14.018343
"2010-07-12",22.639797,22.903109,22.580179,22.788841,1770885,14.079731
"2010-07-13",22.992535,23.439667,22.888205,23.355209,2508587,14.429657
"2010-07-14",23.211132,23.419794,23.052153,23.201197,1929496,14.334501
"2010-07-15",23.191261,23.260815,22.888205,23.206165,2190157,14.337571
"2010-07-16",23.086929,23.086929,22.495722,22.505657,2217129,13.904776
"2010-07-19",22.619925,22.957758,22.619925,22.89814,1956065,14.147263
"2010-07-20",22.530499,22.942854,22.406296,22.942854,2328841,14.174888
"2010-07-21",23.091898,23.091898,22.31687,22.416231,2653510,13.849521
"2010-07-22",22.694447,23.101833,22.634829,23.052153,2264431,14.242414
"2010-07-23",22.972664,23.310495,22.89814,23.240942,1660582,14.359058
"2010-07-26",23.250877,23.30056,23.096867,23.255846,1912790,14.368267
"2010-07-27",23.399921,23.40489,22.992535,23.047186,1501167,14.239347
"2010-07-28",22.942854,23.126675,22.863363,23.002472,2057109,14.21172
"2010-07-29",23.101833,23.156485,22.28706,22.441072,2847144,13.864872
"2010-07-30",22.296995,22.614958,22.172792,22.520561,2034163,13.913981
"2010-08-02",22.858395,23.136612,22.788841,23.042215,1689970,14.236276
"2010-08-03",23.002472,23.141579,22.798779,22.868332,1513042,14.128846
"2010-08-04",22.913046,23.03228,22.813683,23.007439,1323836,14.21479
"2010-08-05",22.808714,23.072025,22.808714,23.037249,1740894,14.233208
"2010-08-06",22.853428,22.937885,22.540436,22.878267,1638039,14.134982
"2010-08-09",22.957758,23.16642,22.932917,23.141579,1808324,14.297664
"2010-08-10",22.962727,23.146547,22.79381,23.072025,3055270,14.254696
"2010-08-11",22.654701,22.684511,21.715725,21.800182,4414935,13.468905
"2010-08-12",21.581585,21.656107,21.064898,21.109612,3441129,13.042248
"2010-08-13",21.035089,21.104643,20.81649,20.886045,2613455,12.904122
"2010-08-16",20.806555,21.174196,20.657511,20.990376,2369903,12.968578
"2010-08-17",21.189102,21.30337,20.995344,21.069866,1864884,13.017689
"2010-08-18",21.174196,21.184134,20.920822,21.054962,1855424,13.008486
"2010-08-19",20.940695,21.010248,20.776747,20.871141,2206461,12.894911
"2010-08-20",20.682352,20.905918,20.553181,20.876108,2578633,12.897983
"2010-08-23",20.940695,20.965534,20.438913,20.44388,2292811,12.630938
"2010-08-24",20.096111,20.269997,19.902353,20.086176,3284330,12.409935
"2010-08-25",19.952036,20.076239,19.773184,19.922228,3888581,12.308641
"2010-08-26",20.011654,20.051397,19.822865,19.927195,2572796,12.311709
"2010-08-27",20.066303,20.269997,19.753309,20.255093,3986002,12.514294
"2010-08-30",20.125919,20.200441,19.947067,19.961971,2081263,12.333192
"2010-08-31",19.852673,20.031527,19.678787,19.778151,3574781,12.219623
"2010-09-01",20.106049,20.707191,19.852673,20.697256,3619667,12.78748
"2010-09-02",20.722097,20.851269,20.587957,20.851269,2012827,12.882636
"2010-09-03",21.015217,21.119549,20.831396,21.119549,2100989,13.048389
"2010-09-07",20.920822,20.995344,20.672415,20.717129,1872533,12.845085
"2010-09-08",20.791651,20.886045,20.652542,20.801586,3468906,12.897447
"2010-09-09",21.015217,21.045027,20.617765,20.732033,2370909,12.854326
"2010-09-10",21.238783,21.377892,21.040056,21.298401,3419190,13.205486
"2010-09-13",21.452414,21.576616,21.283497,21.313305,2944565,13.214725
"2010-09-14",21.283497,21.387827,21.129484,21.278528,2896056,13.193165
"2010-09-15",21.204006,21.497126,21.089739,21.477253,2044026,13.316381
"2010-09-16",21.397762,21.546806,21.343115,21.447445,2757573,13.297895
"2010-09-17",21.710756,21.715725,21.452414,21.671011,3502118,13.43651
"2010-09-20",21.72566,22.167824,21.685915,22.118143,2035371,13.713747
"2010-09-21",22.108208,22.321836,21.988972,22.187696,3300231,13.756868
"2010-09-22",22.123112,22.292028,21.954195,22.003876,3951985,13.642896
"2010-09-23",21.820055,22.242346,21.750502,22.068462,2576821,13.682939
"2010-09-24",22.306932,22.570244,22.187696,22.545403,2867474,13.978655
"2010-09-27",22.585148,22.585148,22.356613,22.441072,1415621,13.91397
"2010-09-28",22.55534,22.818649,22.23241,22.778906,2343736,14.123432
"2010-09-29",22.798779,22.858395,22.570244,22.79381,2372318,14.132673
"2010-09-30",22.967693,23.067057,22.828587,22.853428,3110221,14.169636
"2010-10-01",23.03228,23.255846,22.679543,22.719288,3374706,14.086468
"2010-10-04",22.714319,22.754065,22.431135,22.530499,1841737,13.969412
"2010-10-05",22.699415,23.111771,22.699415,23.052153,2448403,14.29285
"2010-10-06",23.022345,23.022345,22.704384,22.868332,1711104,14.178876
"2010-10-07",22.977631,23.027311,22.649734,22.803745,1424478,14.138832
"2010-10-08",22.833555,23.091898,22.768969,23.037249,1871527,14.28361
"2010-10-11",23.042215,23.30056,22.982599,23.151514,1244732,14.354459
"2010-10-12",23.116737,23.419794,22.967693,23.355209,1794637,14.480754
"2010-10-13",23.504253,23.772532,23.419794,23.638393,2254165,14.656332
"2010-10-14",23.64336,23.658264,23.255846,23.340305,2463097,14.47151
"2010-10-15",23.534061,24.731382,23.439667,24.537624,6963577,15.213877
"2010-10-18",24.636988,24.84565,24.38858,24.84565,3666365,15.404859
"2010-10-19",24.482977,24.542595,24.155079,24.319027,2604800,15.078344
"2010-10-20",24.373676,24.651894,24.343868,24.507816,1947813,15.195396
"2010-10-21",24.617117,24.840681,24.279282,24.532658,1441386,15.210797
"2010-10-22",24.547562,24.751255,24.512785,24.736351,1321220,15.337088
"2010-10-25",24.830746,24.830746,24.50285,24.597242,2134805,15.250844
"2010-10-26",24.517754,24.676733,24.358772,24.617117,1759010,15.263165
"2010-10-27",24.408455,24.443232,24.189856,24.378645,1871527,15.115312
"2010-10-28",24.527689,24.632021,24.264378,24.507816,1588926,15.195396
"2010-10-29",24.458136,24.60718,24.309092,24.36871,2142856,15.109143
"2010-11-01",24.487944,24.636988,24.145144,24.299154,1721169,15.06602
"2010-11-02",24.537624,24.706541,24.512785,24.661829,1500764,15.290889
"2010-11-03",24.671764,24.736351,24.229601,24.433294,2720940,15.149189
"2010-11-04",24.691639,24.751255,24.636988,24.671764,2097769,15.297043
"2010-11-05",24.74132,24.820808,24.612148,24.71151,1378585,15.321692
"2010-11-08",24.453167,24.587307,24.269346,24.328964,3140816,15.084504
"2010-11-09",24.398518,24.55253,24.145144,24.239536,2781325,15.029054
"2010-11-10",24.219666,24.343868,23.782469,24.030876,3778479,14.899678
"2010-11-11",23.767565,23.787437,23.394955,23.543999,3066744,14.597805
"2010-11-12",23.409859,23.524126,23.240942,23.280687,2095353,14.434548
"2010-11-15",23.320433,23.375082,23.106802,23.131643,1996523,14.342142
"2010-11-16",22.922981,22.957758,22.634829,22.773937,3090897,14.120352
"2010-11-17",22.808714,22.918013,22.639797,22.68948,2199215,14.067985
"2010-11-18",22.828587,23.007439,22.694447,22.957758,2565348,14.234324
"2010-11-19",22.922981,22.952789,22.724257,22.853428,1218364,14.169636
"2010-11-22",22.729223,22.878267,22.605021,22.863363,1355639,14.175799
"2010-11-23",22.570244,22.605021,22.381454,22.510626,1844555,13.957093
"2010-11-24",22.624893,22.888205,22.595083,22.818649,1436353,14.148073
"2010-11-26",22.639797,22.773937,22.510626,22.649734,854646,14.043342
"2010-11-29",22.530499,22.530499,22.227442,22.406296,2027118,13.892403
"2010-11-30",22.18273,22.341709,22.078398,22.172792,2398284,13.747627
"2010-12-01",22.505657,23.141579,22.485785,23.081963,2604598,14.311332
"2010-12-02",23.086929,23.360176,23.027311,23.231007,2271073,14.403743
"2010-12-03",23.156485,23.439667,23.156485,23.399921,1619319,14.508476
"2010-12-06",23.370113,23.489349,23.250877,23.380051,1446216,14.496153
"2010-12-07",23.608583,23.633425,23.385017,23.389986,1580069,14.502315
"2010-12-08",23.444635,23.598648,23.235973,23.499285,1817583,14.570083
"2010-12-09",23.578775,23.717882,23.325399,23.350241,1580874,14.477673
"2010-12-10",23.399921,23.434698,23.295591,23.40489,1770282,14.511555
"2010-12-13",23.449604,23.469477,23.30056,23.305529,1752166,14.449948
"2010-12-14",23.548965,24.38858,23.548965,24.299154,6819861,15.06602
"2010-12-15",24.299154,24.343868,24.075588,24.169983,3981775,14.985931
"2010-12-16",24.20476,24.219666,23.817245,24.020939,2899478,14.893521
"2010-12-17",24.020939,24.174952,23.956354,24.04578,2676658,14.908923
"2010-12-20",24.125271,24.125271,23.747692,23.817245,2061940,14.767229
"2010-12-21",23.901705,24.070621,23.88183,23.976227,3363636,14.928076
"2010-12-22",24.040812,24.383614,24.020939,24.279282,2519858,15.116762
"2010-12-23",24.199793,24.36871,24.169983,24.348837,1274321,15.160074
"2010-12-27",24.259411,24.597242,24.259411,24.582338,1903732,15.305456
"2010-12-28",24.577372,24.641956,24.438263,24.592276,2397277,15.311639
"2010-12-29",24.641956,24.651894,24.537624,24.572401,1547864,15.299264
"2010-12-30",24.562466,24.671764,24.52272,24.641956,1100413,15.342579
"2010-12-31",24.60718,24.71151,24.60718,24.641956,1792423,15.342579
"2011-01-03",24.795969,25.262974,24.74132,25.258005,3499300,15.726133
"2011-01-04",25.223228,25.277878,25.049343,25.262974,2629960,15.729227
"2011-01-05",25.153673,25.551125,25.064247,25.362335,3862414,15.791097
"2011-01-06",25.412018,25.665392,25.327559,25.650488,2313946,15.970505
"2011-01-07",25.675329,25.88896,25.635584,25.85915,2434514,16.10042
"2011-01-10",25.729979,25.958511,25.615711,25.789597,2495101,16.057114
"2011-01-11",25.834309,25.938641,25.600807,25.923737,2007393,16.140636
"2011-01-12",26.06781,26.157238,25.958511,26.102589,1960896,16.251995
"2011-01-13",26.142334,26.236729,26.057875,26.162207,1969350,16.289112
"2011-01-14",26.09762,26.445391,26.077747,26.410612,2004373,16.443768
"2011-01-18",26.425516,26.857744,26.420549,26.673923,2193579,16.607712
"2011-01-19",26.693796,26.753414,26.306282,26.326155,2247523,16.391184
"2011-01-20",26.192015,26.355963,25.948576,26.311251,1862469,16.381903
"2011-01-21",26.524879,26.564625,26.271505,26.346027,1308136,16.403557
"2011-01-24",26.360931,26.728575,26.286409,26.579531,1748140,16.54895
"2011-01-25",26.554689,26.73851,26.390739,26.728575,1798662,16.641745
"2011-01-26",26.773287,26.827936,26.594435,26.678892,1113697,16.610807
"2011-01-27",26.73851,26.957108,26.703733,26.907427,1595166,16.753101
"2011-01-28",26.892523,26.927299,26.047939,26.057875,2672833,16.224148
"2011-01-31",26.117493,26.519913,25.958511,26.475199,2335282,16.483982
"2011-02-01",26.579531,27.06144,26.261568,26.986917,7638277,16.802595
"2011-02-02",26.827936,27.145897,26.773287,27.126024,3474945,16.889208
"2011-02-03",27.026663,27.791756,26.877619,27.632774,5029653,17.204718
"2011-02-04",27.593029,27.727169,27.429081,27.702328,2731004,17.248018
"2011-02-07",27.707296,28.04513,27.67252,27.925894,2400296,17.387213
"2011-02-08",27.821564,28.12462,27.766914,28.089844,2915983,17.489288
"2011-02-09",26.082716,26.385773,23.702978,24.060684,25073386,14.98066
"2011-02-10",23.896736,23.946417,23.598648,23.896736,6388311,14.878583
"2011-02-11",23.842087,24.095461,23.698009,23.807308,5017576,14.822902
"2011-02-14",23.752661,23.88183,23.524126,23.678139,3998481,14.742477
"2011-02-15",23.638393,23.767565,23.504253,23.53903,2177275,14.655869
"2011-02-16",23.628456,23.96629,23.613552,23.921577,3689714,14.89405
"2011-02-17",23.797373,24.294188,23.782469,24.075588,3963458,14.989942
"2011-02-18",24.130238,24.3389,23.772532,24.314058,3593299,15.138422
"2011-02-22",23.981194,24.145144,23.553934,23.573807,3530298,14.67752
"2011-02-23",23.53903,23.866926,23.365145,23.524126,4723300,14.646591
"2011-02-24",23.563871,23.787437,23.360176,23.588711,2858215,14.686801
"2011-02-25",23.737757,24.189856,23.573807,24.140175,3354779,15.030151
"2011-02-28",24.165014,24.224632,23.871895,23.91164,2446793,14.887863
"2011-03-01",24.025908,24.085526,23.464508,23.504253,2312336,14.634217
"2011-03-02",23.50922,23.921577,23.439667,23.772532,2367689,14.80125
"2011-03-03",23.956354,24.239536,23.916609,24.085526,2452026,14.99613
"2011-03-04",24.01597,24.090492,23.548965,23.717882,2268859,14.767223
"2011-03-07",23.852022,23.861959,23.375082,23.474443,1439171,14.615659
"2011-03-08",23.489349,23.981194,23.40489,23.842087,1929295,14.844561
"2011-03-09",23.762596,24.105398,23.623487,23.886801,2374734,14.872398
"2011-03-10",23.583742,23.693043,23.285654,23.439667,2409153,14.594003
"2011-03-11",23.355209,23.722851,23.201197,23.698009,1930704,14.817665
"2011-03-14",23.474443,23.563871,23.111771,23.235973,2133194,14.528769
"2011-03-15",22.878267,23.290623,22.699415,23.136612,2735231,14.46664
"2011-03-16",23.047186,23.226036,22.580179,22.749096,2483829,14.224338
"2011-03-17",23.042215,23.235973,22.868332,23.03228,1604827,14.401402
"2011-03-18",23.340305,23.64336,23.305529,23.494316,2578834,14.690305
"2011-03-21",23.792404,24.165014,23.663233,24.140175,2662165,15.094138
"2011-03-22",24.115334,24.125271,23.871895,23.871895,1644681,14.926392
"2011-03-23",23.827183,24.085526,23.727819,24.01597,1237084,15.016477
"2011-03-24",24.140175,24.433294,23.96629,24.304123,1803896,15.196648
"2011-03-25",24.423359,24.557499,24.259411,24.428326,1653940,15.274314
"2011-03-28",24.463102,24.50285,24.04578,24.090492,1500563,15.063074
"2011-03-29",24.194824,24.319027,24.060684,24.289219,1235272,15.187334
"2011-03-30",24.423359,24.482977,24.239536,24.333933,1338933,15.215289
"2011-03-31",24.333933,24.423359,24.169983,24.209728,1762029,15.13763
"2011-04-01",24.458136,24.592276,24.20476,24.532658,1602009,15.339543
"2011-04-04",24.542595,24.716478,24.443232,24.542595,1006816,15.345756
"2011-04-05",24.547562,24.820808,24.468073,24.632021,1582485,15.401677
"2011-04-06",24.771128,24.805904,24.50285,24.71151,1511029,15.451378
"2011-04-07",24.651894,24.850618,24.557499,24.751255,1210917,15.476231
"2011-04-08",24.880426,24.880426,24.507816,24.617117,993330,15.392361
"2011-04-11",24.532658,24.71151,24.314058,24.438263,1242518,15.280519
"2011-04-12",24.299154,24.478008,24.169983,24.20476,1832478,15.134519
"2011-04-13",24.478008,24.582338,24.174952,24.299154,1900109,15.193541
"2011-04-14",24.095461,24.736351,24.080557,24.65686,2344340,15.417207
"2011-04-15",24.671764,24.910236,24.567434,24.865522,2505165,15.547679
"2011-04-18",24.567434,24.721447,24.463102,24.55253,3364843,15.351974
"2011-04-19",24.602211,24.751255,24.587307,24.68667,3933266,15.43585
"2011-04-20",24.880426,24.890364,24.458136,24.507816,3978152,15.324011
"2011-04-21",24.537624,24.736351,24.393551,24.408455,2171035,15.261883
"2011-04-25",24.468073,24.567434,24.358772,24.547562,1501770,15.348862
"2011-04-26",24.602211,24.800938,24.55253,24.671764,2616675,15.426522
"2011-04-27",24.726416,25.133802,24.706541,25.108961,2483829,15.699892
"2011-04-28",25.004629,25.317623,25.004629,25.233166,1522905,15.777553
"2011-04-29",25.287813,25.48654,25.188452,25.327559,1541826,15.836575
"2011-05-02",25.491508,25.551125,25.108961,25.11393,1680308,15.702998
"2011-05-03",22.490753,22.977631,21.502094,21.874704,12597480,13.677604
"2011-05-04",21.909481,22.118143,21.571648,21.839928,5844848,13.65586
"2011-05-05",21.715725,21.979034,21.536871,21.596489,4413929,13.503647
"2011-05-06",21.874704,22.083366,21.551777,21.616362,2933696,13.516074
"2011-05-09",21.616362,21.795214,21.616362,21.710756,2875525,13.575095
"2011-05-10",21.834959,22.391392,21.710756,22.351645,3864226,13.975824
"2011-05-11",21.96413,22.426168,21.805149,21.99394,3160944,13.752164
"2011-05-12",21.939289,22.386421,21.869736,22.376486,2329847,13.991357
"2011-05-13",22.267187,22.326805,22.103239,22.187696,2203643,13.873312
"2011-05-16",22.09827,22.123112,21.844896,21.884642,2277313,13.683821
"2011-05-17",21.790245,22.078398,21.680946,22.068462,2206864,13.798757
"2011-05-18",22.063494,22.31687,21.884642,22.113174,2158153,13.826715
"2011-05-19",22.23241,22.31687,21.854832,22.038652,2138025,13.780121
"2011-05-20",22.058525,22.311899,21.755468,22.147951,2529923,13.848459
"2011-05-23",21.81012,21.81012,21.516998,21.656107,2435320,13.540925
"2011-05-24",21.770374,21.820055,21.601458,21.611393,2160166,13.512965
"2011-05-25",21.576616,22.013811,21.437508,21.904512,2632174,13.696247
"2011-05-26",20.165665,20.260059,18.034334,19.067707,28254861,11.922475
"2011-05-27",19.147198,20.016621,19.077644,19.892418,7949460,12.438141
"2011-05-31",20.091143,20.091143,19.743374,19.817896,5323928,12.391543
"2011-06-01",19.688725,19.872545,19.46019,19.499935,4808040,12.192735
"2011-06-02",19.49,19.758278,19.331018,19.470125,4034310,12.174095
"2011-06-03",19.261465,19.360826,19.08758,19.112421,4697939,11.950435
"2011-06-06",19.107452,19.191912,18.774588,18.819302,6179380,11.767154
"2011-06-07",18.878918,19.132294,18.829237,18.878918,4517589,11.804429
"2011-06-08",18.809364,18.888853,18.600702,18.719938,4422181,11.705025
"2011-06-09",18.680193,19.22172,18.620575,19.067707,4322949,11.922475
"2011-06-10",18.829237,18.864014,18.4765,18.724907,3604974,11.769462
"2011-06-13",18.719938,18.873949,18.4765,18.829237,5501661,11.835039
"2011-06-14",19.018026,19.231655,18.988216,19.11739,4218886,12.016154
"2011-06-15",18.903759,19.549618,18.506308,18.978281,8370141,11.928721
"2011-06-16",18.824268,19.345922,18.824268,19.102484,6048344,12.006786
"2011-06-17",19.261465,19.291273,18.988216,19.127325,3212875,12.022403
"2011-06-20",19.037899,19.201847,19.003122,19.152166,2204448,12.038017
"2011-06-21",19.296242,19.450254,19.246559,19.425413,2465713,12.209763
"2011-06-22",19.241592,19.340956,18.98325,19.013058,3463472,11.950583
"2011-06-23",18.814331,18.859047,18.491404,18.729874,4686667,11.772585
"2011-06-24",18.824268,18.938536,18.401978,18.426819,4118647,11.582102
"2011-06-27",18.511276,18.620575,18.367201,18.471531,2508989,11.610202
"2011-06-28",18.516245,18.63051,18.42185,18.481466,2938929,11.61645
