"dates","LYB.Open","LYB.High","LYB.Low","LYB.Close","LYB.Volume","LYB.Adjusted"
"2010-12-17",31.139999,32,30.719999,31.870001,3980000,18.115236
"2010-12-20",31.91,32.119999,31.620001,32.099998,2500900,18.245972
"2010-12-21",32,32.57,32,32.549999,3301200,18.50176
"2010-12-22",32.34,32.98,32.34,32.950001,3212600,18.729124
"2010-12-23",32.950001,33,32.790001,32.93,724400,18.717758
"2010-12-27",32.669998,33.029999,32.650002,32.959999,679600,18.734806
"2010-12-28",32.939999,33.299999,32.830002,33.279999,1111600,18.916691
"2010-12-29",33.209999,33.450001,33.18,33.400002,1290400,18.984905
"2010-12-30",33.43,33.82,33.259998,33.759998,1605600,19.189528
"2010-12-31",33.849998,34.540001,33.830002,34.400002,1877900,19.553312
"2011-01-03",34.75,34.990002,34.43,34.560001,3403400,19.64426
"2011-01-04",34.799999,34.950001,34.540001,34.869999,5475700,19.820471
"2011-01-05",34.68,35,34.630001,34.849998,2780800,19.809101
"2011-01-06",34.93,35.110001,34.720001,34.970001,3249400,19.877308
"2011-01-07",35.18,35.23,34.450001,34.619999,1889700,19.67837
"2011-01-10",34.919998,35.299999,34.599998,35.240002,4051600,20.030785
"2011-01-11",35.599998,36.580002,35.509998,36.470001,4729500,20.729925
"2011-01-12",36.66,37,36.509998,36.740002,2867900,20.883394
"2011-01-13",36.84,36.84,35.849998,36.400002,4404500,20.690138
"2011-01-14",36.279999,37,36.040001,36.610001,3841100,20.809505
"2011-01-18",36.950001,37,36.459999,36.5,2166600,20.746981
"2011-01-19",36.669998,36.700001,35.529999,35.66,3682500,20.269522
"2011-01-20",35.259998,35.77,33.57,35.419998,7837700,20.133093
"2011-01-21",35.880001,36.220001,34.400002,35.049999,3647600,19.922783
"2011-01-24",35.599998,35.740002,34.75,35.650002,2489700,20.263834
"2011-01-25",35.700001,36.150002,35.529999,35.700001,6351500,20.29225
"2011-01-26",35.779999,36.25,35.540001,36,2325700,20.462776
"2011-01-27",36.060001,36.509998,35.830002,36.200001,2718800,20.576452
"2011-01-28",36.299999,36.48,34.619999,34.860001,1961300,19.814787
"2011-01-31",34.77,36.040001,34.77,35.939999,2250400,20.428673
"2011-02-01",36.189999,37,35.970001,36.84,2823400,20.940233
"2011-02-02",36.509998,36.880001,36.169998,36.549999,1646500,20.7754
"2011-02-03",36.830002,37.439999,36,36.119999,3667200,20.530983
"2011-02-04",36.439999,36.759998,35.34,36.169998,4087000,20.559399
"2011-02-07",36.490002,36.77,35.290001,35.52,4454900,20.189936
"2011-02-08",35.77,35.849998,34.360001,35.48,5053800,20.167202
"2011-02-09",35.240002,35.950001,34.59,35.84,5237600,20.371832
"2011-02-10",35.330002,36.830002,35.330002,36.75,2841300,20.889084
"2011-02-11",36.169998,38.889999,35.759998,37.07,4639500,21.070969
"2011-02-14",37.419998,37.439999,36.810001,37.400002,2764300,21.258545
"2011-02-15",37.389999,37.669998,36.560001,37.48,2470500,21.304024
"2011-02-16",37.470001,37.799999,37.09,37.540001,2955500,21.338129
"2011-02-17",37.59,38.599998,37.259998,38.59,6305700,21.934958
"2011-02-18",36.900002,38.119999,35.34,37.950001,15389100,21.571177
"2011-02-22",36.529999,38.75,35.740002,35.84,6342400,20.371832
"2011-02-23",35.549999,37,34.880001,36.639999,6188600,20.826557
"2011-02-24",36.66,37.389999,36.259998,36.700001,4456100,20.860662
"2011-02-25",37.52,38.540001,37.5,38.169998,4899300,21.69622
"2011-02-28",38.880001,40,37.709999,38.080002,12466200,21.645065
"2011-03-01",38.369999,38.849998,36.759998,37.060001,3520100,21.06529
"2011-03-02",37.200001,38.580002,36.84,38.07,3930500,21.63938
"2011-03-03",38.650002,39.849998,38.650002,39.560001,5558300,22.486311
"2011-03-04",40.200001,40.299999,39.34,39.639999,4308600,22.531792
"2011-03-07",40.189999,40.299999,39.459999,39.830002,4343300,22.63979
"2011-03-08",39.720001,41.080002,39.360001,40.73,3269300,23.151356
"2011-03-09",40.919998,41.119999,40.310001,40.900002,2698300,23.247988
"2011-03-10",40.380001,41,38.529999,39.689999,7360400,22.560213
"2011-03-11",39.049999,39.66,38.200001,39.16,3965500,22.258955
"2011-03-14",39.080002,40.41,38.75,39.189999,1751000,22.276001
"2011-03-15",37.450001,38.639999,37.330002,38.279999,3694900,21.758747
"2011-03-16",38.119999,39.41,37.990002,38.09,3071500,21.650749
"2011-03-17",38.830002,39.310001,38.77,38.990002,1526200,22.162321
"2011-03-18",39.52,39.580002,38.209999,38.400002,2805700,21.826954
"2011-03-21",39.349998,40,38.799999,39.669998,2810700,22.548841
"2011-03-22",39.630001,39.689999,38.689999,39.049999,1433600,22.196428
"2011-03-23",38.830002,39.970001,38.509998,39.869999,1289300,22.662518
"2011-03-24",40,40.599998,39.75,40.389999,1852300,22.958092
"2011-03-25",40.400002,40.869999,39.919998,40.360001,1493600,22.941048
"2011-03-28",40.5,40.82,39.419998,40.209999,3532800,22.855782
"2011-03-29",39.939999,40.740002,39.900002,40.139999,2103700,22.816002
"2011-03-30",40.389999,40.389999,39.490002,39.68,2951200,22.554523
"2011-03-31",39.66,40.130001,39.279999,39.549999,3555600,22.480631
"2011-04-01",39.990002,40.279999,39.560001,40.27,4105400,22.889881
"2011-04-04",40.5,41,40.360001,40.650002,1992700,23.105879
"2011-04-05",40.470001,41.509998,40.290001,41.34,2558000,23.498081
"2011-04-06",41.400002,42.049999,41.27,41.610001,2955900,23.651552
"2011-04-07",41.630001,41.75,40.720001,41.5,3235600,23.589035
"2011-04-08",41.580002,43.279999,41.490002,42.580002,4861400,24.202913
"2011-04-11",42.599998,43.200001,41.810001,42.490002,2362700,24.151751
"2011-04-12",42.029999,42.279999,40.360001,40.529999,4195500,23.037678
"2011-04-13",40.740002,40.880001,40.09,40.630001,2475100,23.094519
"2011-04-14",40.400002,40.630001,39.630001,40.419998,1606500,22.975143
"2011-04-15",40.419998,41.18,39.990002,41.009998,2073400,23.310509
"2011-04-18",40.68,41.119999,39.799999,40.060001,2265900,22.770529
"2011-04-19",40.049999,41.07,39.849998,40.779999,3088000,23.179775
"2011-04-20",41.459999,42,41.360001,42,2382100,23.873236
"2011-04-21",42.049999,42.799999,41.93,42.73,2375100,24.288176
"2011-04-25",42.810001,43.740002,42.419998,43.259998,2144700,24.589426
"2011-04-26",43.529999,44,42.98,43.790001,2800000,24.890692
"2011-04-27",43.990002,44.41,43.400002,43.700001,3105000,24.839535
"2011-04-28",43.779999,44.540001,43.619999,44.439999,3637300,25.260159
"2011-04-29",44.66,45.360001,44.27,44.5,3716100,25.294262
"2011-05-02",48.09,48.119999,44.630001,45.619999,6359900,25.93088
"2011-05-03",45.700001,46.279999,44.459999,44.57,4248600,25.3897
"2011-05-04",44.41,44.529999,42,42.830002,4965300,24.398499
"2011-05-05",42.740002,43.389999,41.290001,41.650002,5150500,23.726301
"2011-05-06",41.740002,42.790001,40.880001,41.080002,7247600,23.401596
"2011-05-09",41.080002,42.290001,41.029999,41.5,4505400,23.640852
"2011-05-10",42.029999,42.5,41.75,42.240002,4993700,24.062403
"2011-05-11",42.5,43.310001,41.459999,42.220001,6643600,24.051008
"2011-05-12",42,42.330002,41.169998,41.330002,4061300,23.544006
"2011-05-13",41.630001,41.75,39.360001,39.68,4637200,22.604071
"2011-05-16",38.32,39.25,37.73,38.099998,10085100,21.704008
"2011-05-17",38.099998,39.220001,38.07,38.950001,8988700,22.188221
"2011-05-18",39.110001,41.060001,38.939999,41,7016500,23.356028
"2011-05-19",41.25,41.57,40.490002,41,3130900,23.356028
"2011-05-20",40.700001,40.830002,39.669998,40,4038400,22.786366
"2011-05-23",38.91,39.349998,38.16,38.900002,4454000,22.159739
"2011-05-24",39.43,40,39.25,39.75,4469600,22.64395
"2011-05-25",39.5,42.080002,39.490002,41.59,4805000,23.692122
"2011-05-26",41.630001,42.200001,40.779999,41.759998,4563200,23.788961
"2011-05-27",42.119999,42.740002,41.82,42.740002,2684500,24.347229
"2011-05-31",43.470001,43.82,42.84,43.810001,8699000,24.956768
"2011-06-01",43.669998,44.209999,42.110001,42.279999,4180100,24.085188
"2011-06-02",42.66,42.98,41.060001,41.700001,3664300,23.75478
"2011-06-03",40.5,40.709999,39.209999,39.889999,6642400,22.723705
"2011-06-06",40.049999,40.080002,38.119999,38.240002,5518300,21.783764
"2011-06-07",39.43,39.490002,38.43,38.880001,4363600,22.148338
"2011-06-08",38.5,39.5,38.240002,39.220001,4387500,22.342031
"2011-06-09",39.549999,40.18,39.220001,40,3302800,22.786366
"2011-06-10",39.549999,39.939999,38.779999,39.299999,3219200,22.387598
"2011-06-13",39.400002,39.759998,38.110001,38.299999,3357500,21.817942
"2011-06-14",39.139999,40.25,39.060001,39.880001,4451000,22.718
"2011-06-15",39.279999,39.59,38.080002,38.360001,4910700,21.852119
"2011-06-16",38.459999,38.619999,36.16,37.009998,8190900,21.083088
"2011-06-17",37.549999,37.709999,36.27,36.880001,6585000,21.009029
"2011-06-20",36.470001,36.869999,35.880001,36.560001,5519200,20.82674
"2011-06-21",37.09,38.759998,36.970001,38.610001,5852000,21.994534
"2011-06-22",38.639999,39.509998,38.290001,38.700001,4575300,22.045801
"2011-06-23",37.869999,38.099998,36.639999,38.060001,4695900,21.681227
"2011-06-24",38.240002,38.830002,37.52,37.580002,19002500,21.407787
"2011-06-27",37.650002,37.830002,35.84,37.259998,7024600,21.225498
"2011-06-28",37.700001,37.700001,36.470001,37.48,5326300,21.350826
"2011-06-29",37.740002,39.290001,37.68,38.290001,4354400,21.812246
"2011-06-30",38.299999,39.049999,37.860001,38.52,3257400,21.943275
"2011-07-01",39.41,39.59,38.43,38.919998,4650200,22.171139
"2011-07-05",39.009998,40.110001,38.75,39.889999,3880100,22.723705
"2011-07-06",39.630001,39.75,38.799999,39.450001,4517500,22.473045
"2011-07-07",39.950001,41.349998,39.950001,41.23,5828900,23.487041
"2011-07-08",40.509998,40.919998,39.959999,40.880001,3542000,23.287664
"2011-07-11",39.990002,40,37.900002,38.48,4543700,21.920479
"2011-07-12",38.32,38.950001,37.990002,38.400002,2300700,21.874907
"2011-07-13",38.860001,39.099998,38.150002,38.470001,2697100,21.914787
"2011-07-14",38.5,38.970001,37.810001,37.919998,2439700,21.601473
"2011-07-15",38.200001,38.310001,37.669998,38.09,2566200,21.698315
"2011-07-18",37.849998,38.139999,36.200001,36.84,3953600,20.986237
"2011-07-19",37.279999,37.700001,36.869999,37.080002,3996300,21.122957
"2011-07-20",37.389999,38.07,37.189999,37.599998,3548700,21.419178
"2011-07-21",37.93,39.43,37.669998,39.09,4992500,22.267977
"2011-07-22",38.950001,39.650002,38.25,39.540001,3996700,22.524323
"2011-07-25",38.810001,39.290001,38.220001,38.310001,3420900,21.823637
"2011-07-26",38.290001,39.310001,38.16,38.939999,3110900,22.182526
"2011-07-27",38.549999,39.09,37.619999,38,3987800,21.647047
"2011-07-28",38,38.450001,37.119999,37.549999,3514800,21.390701
"2011-07-29",38,39.98,36.889999,39.459999,8271700,22.478745
"2011-08-01",40.959999,41.93,38.41,40.330002,6165400,22.974356
"2011-08-02",40,40.07,37.349998,37.389999,5618900,21.299553
"2011-08-03",37.610001,38.040001,35.049999,37.290001,10588700,21.242586
"2011-08-04",36.599998,36.599998,32.290001,33.509998,12484200,19.089275
"2011-08-05",34.220001,35.150002,30.18,33.110001,9313700,18.86141
"2011-08-08",31.49,32.57,26.52,28.469999,14254800,16.218191
"2011-08-09",29.41,31.85,29.09,31.84,12420900,18.137947
"2011-08-10",30.860001,32.48,30.309999,31.129999,6956500,17.733486
"2011-08-11",31.34,34.740002,31.27,34.02,6043100,19.379797
"2011-08-12",34.099998,34.540001,33,33.900002,5040200,19.311447
"2011-08-15",34.16,35.02,33.490002,33.939999,4467900,19.448971
"2011-08-16",33.490002,33.540001,32.07,32.619999,3897100,18.692564
"2011-08-17",32.939999,33.380001,31.360001,31.91,4899400,18.285704
"2011-08-18",30.6,30.959999,28.83,29.049999,7548500,16.646805
"2011-08-19",28.67,29.5,27.92,27.98,5068500,16.033651
"2011-08-22",29.209999,30.43,28.24,28.75,5459500,16.474895
"2011-08-23",29.08,30.309999,28.469999,29.85,4824400,17.105238
"2011-08-24",29.719999,30.870001,29.58,30.790001,3591900,17.643902
"2011-08-25",31.030001,31.290001,29.92,30.42,3639100,17.431871
"2011-08-26",30.030001,32.080002,29.73,31.85,3309700,18.251324
"2011-08-29",32.779999,34.740002,32.549999,34.689999,4685200,19.878752
"2011-08-30",34.18,34.490002,33.700001,34.060001,3893900,19.51774
"2011-08-31",34.369999,35.049999,34.060001,34.650002,4338700,19.855827
"2011-09-01",34.580002,34.73,33.650002,33.919998,3387600,19.437508
"2011-09-02",32.66,32.689999,31.309999,32.110001,1933400,18.400305
"2011-09-06",30.65,32.16,30.6,32.099998,4855800,18.394583
"2011-09-07",32.759998,34.220001,32.720001,33.939999,2229700,19.448971
"2011-09-08",33.439999,34,32.900002,33.349998,2069500,19.110878
"2011-09-09",32.759998,32.82,30.84,31.190001,3705200,17.873112
"2011-09-12",30.4,31.51,30.26,31.42,3949200,18.004913
"2011-09-13",31.75,32.610001,31.41,32.509998,1712800,18.629526
"2011-09-14",32.639999,33.779999,31.620001,33.290001,2177600,19.076494
"2011-09-15",33.720001,34.220001,32.959999,33.689999,1962800,19.305714
"2011-09-16",33.580002,34.029999,32.810001,34,2144400,19.483358
"2011-09-19",32.82,33.240002,31.959999,32.919998,2805000,18.86447
"2011-09-20",33.110001,33.52,31.68,31.76,2916900,18.199743
"2011-09-21",31.440001,31.440001,28.860001,28.889999,5955300,16.55512
"2011-09-22",27.049999,28.379999,25.58,27.809999,6481700,15.936238
"2011-09-23",27.790001,29.52,27.4,28.469999,2601400,16.314442
"2011-09-26",28.799999,29.190001,27.809999,29,5867000,16.618153
"2011-09-27",30.059999,31.32,29.450001,29.59,6548400,16.956249
"2011-09-28",29.52,29.68,27.65,27.77,3886500,15.913321
"2011-09-29",28.6,28.82,26.049999,26.65,5166500,15.271512
"2011-09-30",25.700001,25.84,24.41,24.43,8354500,13.999364
"2011-10-03",24.299999,25.540001,23.809999,24.1,6837400,13.81026
"2011-10-04",23.75,26.030001,22.9,25.879999,7100000,14.83027
"2011-10-05",25.889999,26.52,25.51,26.09,7499700,14.950611
"2011-10-06",26.120001,27.620001,25.91,27.389999,6296900,15.695562
"2011-10-07",27.700001,27.889999,26.43,26.52,4423000,15.197014
"2011-10-10",27.24,28.129999,26.58,27.25,3407500,15.615336
"2011-10-11",26.93,28.58,26.59,28.049999,3501300,16.073765
"2011-10-12",28.26,29.469999,27.950001,28.700001,4479500,16.446241
"2011-10-13",28.290001,28.530001,27.5,28.059999,2190200,16.079502
"2011-10-14",28.82,29.790001,28.610001,29.200001,4474900,16.732767
"2011-10-17",28.969999,29.24,27.889999,28.24,3140900,16.182652
"2011-10-18",28.040001,28.620001,27.34,28.290001,4606200,16.211296
"2011-10-19",27.99,28.030001,26.809999,26.93,5565600,15.431965
"2011-10-20",26.879999,27.450001,26.1,27.389999,3481900,15.695562
"2011-10-21",30.799999,31.26,29,31.02,12613600,17.775696
"2011-10-24",31.1,32.360001,30.959999,32.330002,4670800,18.526384
"2011-10-25",32.34,32.439999,30.620001,30.73,3968500,17.609514
"2011-10-26",31.200001,32.099998,30.09,31.74,5577500,18.188286
"2011-10-27",32.889999,34.080002,32.52,33.59,5040700,19.248409
"2011-10-28",34.25,35.5,33.32,34.5,5968000,19.769873
"2011-10-31",34.75,34.75,32.84,32.860001,5134900,18.83009
"2011-11-01",30.9,32.509998,29.5,32.110001,5704700,18.400305
"2011-11-02",32.610001,33.669998,32.560001,33.209999,2339600,19.030651
"2011-11-03",34.040001,34.639999,33.029999,34.459999,4112400,19.74695
"2011-11-04",34.139999,35.259998,33.709999,35.009998,5280500,20.062122
"2011-11-07",34.919998,35.029999,33.919998,34.790001,2343400,19.936058
"2011-11-08",35,35.240002,33.990002,34.939999,2375700,20.022013
"2011-11-09",33.360001,34.490002,33.279999,34.060001,4871000,19.51774
"2011-11-10",34.52,35.119999,33.650002,35.07,5372400,20.096504
"2011-11-11",35.220001,36.459999,34.57,36.080002,4027900,20.675282
"2011-11-14",36.509998,36.959999,35.380001,35.529999,5244300,20.360106
"2011-11-15",35.5,36.049999,34.849998,34.919998,10945200,20.010551
"2011-11-16",34.669998,35.48,34.66,35.02,6982200,20.067858
"2011-11-17",34.790001,35.220001,34.75,35.189999,8539700,20.16527
"2011-11-18",35.470001,35.970001,34.009998,34.529999,13064200,19.787066
"2011-11-21",34.099998,34.610001,33.91,34.509998,14918200,19.775606
"2011-11-22",29.51,30.27,29.299999,29.77,5045500,19.782248
"2011-11-23",29.450001,29.459999,28.290001,28.33,5679400,18.825367
"2011-11-25",28.360001,29.280001,28.34,28.65,1704100,19.03801
"2011-11-28",29.77,30.26,29.379999,29.91,4817100,19.87528
"2011-11-29",29.98,30.77,29.709999,30.360001,4126800,20.174309
"2011-11-30",31.32,32.889999,31.32,32.669998,4917800,21.709303
"2011-12-01",32.450001,32.669998,32.110001,32.41,3915400,21.536541
"2011-12-02",33,33.400002,32.560001,32.799999,3032000,21.795696
"2011-12-05",33.439999,34.189999,33.189999,33.720001,3484900,22.407036
"2011-12-06",33.75,34.080002,33.110001,33.700001,3028300,22.393749
"2011-12-07",33.200001,33.48,32.650002,32.939999,3758800,21.888716
"2011-12-08",32.580002,33.189999,32.240002,32.619999,3723100,21.676083
"2011-12-09",32.599998,33.529999,31.559999,33.18,6103200,22.048204
"2011-12-12",32.619999,32.91,31.85,32.279999,3281000,21.450151
"2011-12-13",32.490002,32.950001,31.42,31.889999,3351600,21.190994
"2011-12-14",31.27,31.719999,30.370001,30.700001,4563300,20.40024
"2011-12-15",31.15,31.200001,30.51,30.799999,3937100,20.46669
"2011-12-16",31.17,32.150002,31,32.049999,7804900,21.297316
"2011-12-19",31.73,31.73,31,31.200001,2878000,20.732487
"2011-12-20",32.150002,33.23,32,32.919998,2467600,21.875431
"2011-12-21",32.970001,33.060001,32.119999,32.959999,1799900,21.90201
"2011-12-22",32.900002,33.490002,32.639999,32.889999,2315500,21.855497
"2011-12-23",32.950001,33.110001,32.790001,32.990002,1553800,21.921953
"2011-12-27",32.950001,33.290001,32.689999,32.970001,1024300,21.908661
"2011-12-28",32.970001,33,32.099998,32.25,843300,21.430216
"2011-12-29",32.380001,32.919998,32.200001,32.810001,711600,21.802343
"2011-12-30",32.84,32.869999,32.389999,32.490002,938700,21.589699
"2012-01-03",33.299999,33.98,33.110001,33.470001,3601600,22.240913
"2012-01-04",33.43,34.93,33.400002,34.740002,4872600,23.084827
"2012-01-05",34.580002,34.580002,34,34.240002,5574200,22.752581
"2012-01-06",34.389999,34.939999,33.939999,34.450001,4452700,22.892124
"2012-01-09",34.5,34.630001,34.189999,34.32,4329200,22.805738
"2012-01-10",34.52,37.220001,34.43,36.950001,9089400,24.553381
"2012-01-11",37.48,38.200001,36.919998,37.400002,7942700,24.852406
"2012-01-12",37.900002,39.5,37.599998,38.889999,8047400,25.84252
"2012-01-13",38.189999,39.07,37.740002,38.91,5794500,25.85581
"2012-01-17",39.82,40.049999,38.950001,39.189999,3210400,26.041866
"2012-01-18",39.41,41.220001,39.220001,40.630001,6418600,26.998756
"2012-01-19",40.869999,40.869999,39.810001,40,3913400,26.580116
"2012-01-20",39.869999,40,39.470001,39.900002,3772400,26.513666
"2012-01-23",40,40.07,38.98,39.34,5093400,26.141546
"2012-01-24",39.220001,40.029999,38.779999,39.970001,3544100,26.560179
"2012-01-25",39.740002,40.290001,39.02,40.220001,3982000,26.726307
"2012-01-26",40.540001,40.900002,39.970001,40.290001,3192200,26.772818
"2012-01-27",40.150002,41.540001,40.150002,41.23,4095200,27.397453
"2012-01-30",40.860001,42.439999,40.509998,42.419998,4126800,28.18821
"2012-01-31",42.669998,43.119999,42.470001,43.099998,5673300,28.640062
"2012-02-01",43.48,43.900002,43.16,43.599998,5709400,28.972321
"2012-02-02",43.91,44,43.139999,43.299999,4489600,28.772968
"2012-02-03",43.779999,44.82,43.73,44.799999,6138400,29.76973
"2012-02-06",44.82,44.84,44.299999,44.75,2932800,29.736506
"2012-02-07",44.639999,45.029999,44.34,44.869999,5522200,29.816244
"2012-02-08",45,45.060001,44.439999,44.700001,3116000,29.703283
"2012-02-09",44.939999,45.119999,44.349998,44.580002,5834500,29.623539
"2012-02-10",44,45.91,43.610001,44.75,9666500,29.736506
"2012-02-13",45.349998,46.389999,44.93,46.009998,8934500,30.573776
"2012-02-14",45.5,45.939999,44.029999,44.610001,6323800,29.643478
"2012-02-15",44.299999,44.299999,43.360001,43.560001,7851200,28.945745
"2012-02-16",43.560001,44.040001,43.48,43.990002,4664300,29.231474
"2012-02-17",44.209999,44.349998,43.720001,43.98,1922700,29.22484
"2012-02-21",44.07,44.279999,41.970001,42.889999,4001900,28.500525
"2012-02-22",42.5,43.419998,42.080002,43.299999,3756900,28.772968
"2012-02-23",43.48,43.509998,42.509998,43.189999,2724500,28.699877
"2012-02-24",43.119999,44.220001,43.119999,44.150002,4583900,29.337799
"2012-02-27",43.700001,44.98,43.509998,44.240002,3063600,29.397606
"2012-02-28",44.360001,44.860001,43.93,44,2480300,29.238119
"2012-02-29",43.889999,44.330002,42.869999,43.18,2809000,28.693237
"2012-03-01",43.439999,43.82,42.810001,43.57,2051400,28.952393
"2012-03-02",43.68,44.200001,43.599998,43.709999,1797800,29.045427
"2012-03-05",43.43,43.43,41.09,41.799999,5354400,27.776217
"2012-03-06",40.799999,40.970001,38.91,39.279999,6016800,26.101675
"2012-03-07",40.099998,40.799999,39.799999,40.599998,4048900,26.978811
"2012-03-08",40.869999,42.860001,40.84,42.720001,5819500,28.563448
"2012-03-09",43,43.07,41.900002,42.139999,3704600,28.175648
"2012-03-12",42,42.169998,39.869999,40.599998,5599200,27.145967
"2012-03-13",41.119999,42.290001,40.720001,42.259998,2874800,28.255878
"2012-03-14",42.049999,42.240002,41.560001,41.959999,1717400,28.055288
"2012-03-15",42.009998,43.299999,41.93,42.709999,2602800,28.556761
"2012-03-16",42.720001,43.25,42.419998,42.900002,2479900,28.683802
"2012-03-19",42.630001,42.849998,42.259998,42.540001,2645800,28.443102
"2012-03-20",42.080002,42.959999,41.619999,42.880001,2187800,28.670429
"2012-03-21",42.98,43.810001,42.57,43.650002,1874800,29.185263
"2012-03-22",42.900002,43.279999,41.470001,41.610001,2537700,27.82128
"2012-03-23",41.630001,42.599998,41.380001,42.52,1787700,28.429718
"2012-03-26",43,44.09,42.75,43.869999,3565300,29.332357
"2012-03-27",43.860001,44.98,43.279999,43.290001,3170900,28.944563
"2012-03-28",43.380001,43.860001,42.34,42.639999,2613500,28.509954
"2012-03-29",42,43.25,41.060001,43.130001,3827700,28.837584
"2012-03-30",43.669998,43.860001,42.98,43.650002,2852000,29.185263
"2012-04-02",43.619999,44.84,43.349998,44.57,3624100,29.800386
"2012-04-03",44.240002,45.060001,43.400002,43.830002,5588600,29.305618
"2012-04-04",43.200001,44.240002,43.040001,44.09,2367700,29.479448
"2012-04-05",43.849998,45.240002,43.209999,43.41,3754900,29.024788
"2012-04-09",42.82,42.889999,42.259998,42.470001,1698600,28.396292
"2012-04-10",42.490002,42.529999,40.720001,40.950001,3242800,27.379988
"2012-04-11",41.810001,42.200001,41,41.220001,3356300,27.560516
"2012-04-12",41.52,42.880001,41.290001,42.830002,3618500,28.636992
"2012-04-13",42.66,44.439999,42.619999,44.07,4332400,29.466082
"2012-04-16",44.419998,44.599998,43.59,44.279999,3779800,29.606493
"2012-04-17",44.889999,45.150002,44,44.130001,3275000,29.506203
"2012-04-18",43.98,44.279999,43.400002,43.869999,2153300,29.332357
"2012-04-19",43.919998,44.709999,43.77,44.09,3038800,29.479448
"2012-04-20",44.23,44.610001,43.889999,44.16,2261000,29.526257
"2012-04-23",43.209999,43.950001,42.720001,43.75,2011800,29.252121
"2012-04-24",43.59,44.259998,43.07,44.09,1959000,29.479448
"2012-04-25",44.599998,45.369999,44.459999,45.18,2032600,30.208239
"2012-04-26",44.630001,45.860001,44,45.529999,2352100,30.442268
"2012-04-27",45.689999,46.130001,45.209999,45.73,4676100,30.575993
"2012-04-30",43.950001,44.549999,41.779999,41.779999,9554100,27.934942
"2012-05-01",42.380001,43.709999,41.900002,42.860001,5835800,28.657047
"2012-05-02",42.779999,43.349998,42.130001,43.139999,3178400,28.844267
