"dates","LYB.Open","LYB.High","LYB.Low","LYB.Close","LYB.Volume","LYB.Adjusted"
"2010-10-07",24.26,24.540001,24.190001,24.450001,2172800,13.897634
"2010-10-08",24.700001,25.280001,24.700001,25.25,6419900,14.352358
"2010-10-11",25.190001,26.6,25.129999,26.16,8024800,14.869622
"2010-10-12",26.1,26.35,25.450001,26.299999,7003500,14.949194
"2010-10-13",26.4,27.120001,26.290001,26.969999,12316200,15.330033
"2010-10-14",26.969999,27.65,24.450001,27.02,9197400,15.358443
"2010-10-15",27.1,27.1,26.5,26.5,3207600,15.062875
"2010-10-18",26.6,27.040001,26.41,26.75,4034900,15.204981
"2010-10-19",26.99,26.99,26.440001,26.52,7782900,15.074246
"2010-10-20",26.700001,27.200001,26.65,27.129999,6081700,15.42097
"2010-10-21",27.190001,28,27.1,27.559999,6521800,15.665393
"2010-10-22",27.6,27.68,27.299999,27.549999,2442100,15.659704
"2010-10-25",27.84,28.27,27.719999,27.959999,3935100,15.892754
"2010-10-26",28.07,28.120001,26.5,27.719999,5532600,15.756337
"2010-10-27",27.83,27.83,26.85,27.209999,3619200,15.466445
"2010-10-28",27.379999,27.790001,26.99,27.51,3821600,15.636968
"2010-10-29",27.85,28.25,26.6,26.860001,7190600,15.267501
"2010-11-01",26.76,27.16,25.700001,26,4165000,14.778666
"2010-11-02",26.299999,26.790001,26.18,26.629999,3387900,15.13677
"2010-11-03",26.91,27.469999,26.35,26.950001,3338400,15.318655
"2010-11-04",27.25,27.559999,26.99,27.41,5118300,15.580128
"2010-11-05",27.450001,28.530001,26.76,28.35,7669000,16.114433
"2010-11-08",28.5,28.85,28.24,28.85,4110700,16.39864
"2010-11-09",29.02,29.1,28.17,28.440001,2267300,16.16559
"2010-11-10",28.4,28.5,27.74,28.34,2717000,16.108749
"2010-11-11",28.120001,28.799999,28.02,28.290001,2478300,16.08033
"2010-11-12",28.32,28.370001,27.33,27.4,4365200,15.57444
"2010-11-15",27.25,27.99,27.200001,27.66,4142500,15.72223
"2010-11-16",27.57,27.65,26.25,26.700001,2919300,15.176562
"2010-11-17",26.74,27.309999,26.34,27.23,3193800,15.47781
"2010-11-18",28.059999,28.23,27.540001,27.690001,3376600,15.739285
"2010-11-19",27.77,28.879999,27.5,28.75,17483400,16.341797
"2010-11-22",28.629999,29.82,28.549999,29.68,6153800,16.870417
"2010-11-23",29.25,29.25,28.809999,28.950001,4384400,16.455481
"2010-11-24",29.1,29.540001,28.860001,29.5,3341100,16.768105
"2010-11-26",29.200001,29.549999,29.15,29.379999,740600,16.699898
"2010-11-29",29.9,29.969999,28.860001,29.75,3414900,16.910208
"2010-11-30",29.23,29.5,29.059999,29.209999,2831300,16.603264
"2010-12-01",29.690001,30.040001,29.629999,29.879999,7132500,16.984106
"2010-12-02",30.209999,30.5,29.41,30.49,7641100,17.330833
"2010-12-03",30.040001,30.709999,29.530001,30.52,5584300,17.347883
"2010-12-06",30.620001,31.120001,30.5,31.08,4628200,17.666193
"2010-12-07",31.5,31.75,30.93,31.6,6296400,17.961769
"2010-12-08",31.6,31.85,30.73,30.860001,3558100,17.541147
"2010-12-09",31.23,31.34,29.6,30.610001,4306200,17.399035
"2010-12-10",30.559999,31.17,30.459999,31.1,3383400,17.677563
"2010-12-13",31.08,31.969999,31.030001,31.860001,38066400,18.109554
"2010-12-14",31.610001,32.459999,31.07,31.99,3875100,18.183447
"2010-12-15",31.99,32.189999,31.52,31.75,1458700,18.047028
"2010-12-16",32.009998,32.07,30.91,31.200001,2498500,17.734404
