"dates","BF.B.Open","BF.B.High","BF.B.Low","BF.B.Close","BF.B.Volume","BF.B.Adjusted"
"2010-08-06",16.738667,16.738667,16.269333,16.677334,1695750,13.881775
"2010-08-09",16.639999,16.845333,16.639999,16.704,818250,13.90397
"2010-08-10",16.650667,16.84,16.578667,16.773333,1208250,13.961683
"2010-08-11",16.591999,16.591999,16.336,16.362667,1577625,13.619854
"2010-08-12",16.226667,16.322666,16.098667,16.274668,1502625,13.546605
"2010-08-13",16.247999,16.322666,16.170668,16.234667,859500,13.513309
"2010-08-16",16.136,16.157333,15.997333,16.143999,901500,13.43784
"2010-08-17",16.250668,16.781334,16.210667,16.725332,1609875,13.921727
"2010-08-18",16.743999,16.743999,16.464001,16.576,1008000,13.797425
"2010-08-19",16.568001,16.568001,16.245333,16.325333,1020750,13.588778
"2010-08-20",16.162666,16.375999,16.162666,16.333332,833250,13.595439
"2010-08-23",16.455999,16.610666,16.375999,16.405333,736500,13.655368
"2010-08-24",16.317333,16.594667,16.210667,16.498667,1468500,13.733056
"2010-08-25",16.48,16.528,16.266666,16.448,558375,13.690883
"2010-08-26",16.517332,16.517332,16.296,16.322666,808875,13.586558
"2010-08-27",16.408001,16.584,16.224001,16.559999,1000875,13.784107
"2010-08-30",16.501333,16.634666,16.290667,16.290667,1263750,13.559924
"2010-08-31",16.269333,16.381332,16.16,16.344,2532375,13.604317
"2010-09-01",16.472,16.472,14.466667,15.605333,4015125,12.98947
"2010-09-02",15.989333,15.989333,15.226667,15.538667,3594000,13.000627
"2010-09-03",15.72,15.76,15.624,15.754667,1672125,13.181348
"2010-09-07",15.733333,15.84,15.68,15.717333,1641000,13.150108
"2010-09-08",15.778667,15.914667,15.741333,15.746667,2251875,13.174654
"2010-09-09",15.890667,15.96,15.765333,15.810667,1806750,13.2282
"2010-09-10",15.845333,15.845333,15.682667,15.728,3070125,13.159035
"2010-09-13",15.832,15.856,15.568,15.592,1429500,13.045249
"2010-09-14",15.594667,16.090668,15.557333,16.063999,2076750,13.440152
"2010-09-15",16.032,16.074667,15.978667,15.992,1754250,13.379912
"2010-09-16",15.970667,16.237333,15.949333,16.226667,1453125,13.576255
"2010-09-17",16.301332,16.448,16.202667,16.274668,3577125,13.61641
"2010-09-20",16.341333,16.48,16.264,16.434668,870000,13.750276
"2010-09-21",16.445333,16.493334,16.242666,16.253332,1096875,13.598559
"2010-09-22",16.266666,16.330667,16.138666,16.264,1576500,13.607486
"2010-09-23",16.167999,16.312,16.056,16.237333,1334625,13.585173
"2010-09-24",16.378668,16.581333,16.245333,16.485332,978000,13.792666
"2010-09-27",16.493334,16.538668,16.327999,16.330667,1014750,13.663262
"2010-09-28",16.333332,16.485332,16.138666,16.472,665250,13.781511
"2010-09-29",16.4,16.469334,16.250668,16.397333,1105500,13.719041
"2010-09-30",16.477333,16.634666,16.232,16.437332,986250,13.752509
"2010-10-01",16.448,16.554667,16.392,16.554667,1302000,13.850677
"2010-10-04",16.552,16.594667,16.381332,16.466667,927375,13.777047
"2010-10-05",16.533333,16.629333,16.458668,16.581333,1282500,13.872988
"2010-10-06",16.584,16.653334,16.373333,16.474667,1166625,13.783743
"2010-10-07",16.549334,16.615999,16.224001,16.280001,1207500,13.620876
"2010-10-08",16.32,16.378668,16.096001,16.296,1041375,13.634258
"2010-10-11",16.301332,16.362667,16.167999,16.336,631875,13.667727
"2010-10-12",16.330667,16.445333,16.191999,16.386667,871500,13.710114
"2010-10-13",16.472,16.597334,16.4,16.552,976125,13.848442
"2010-10-14",16.552,16.695999,16.514668,16.608,828750,13.895299
"2010-10-15",16.664,16.775999,16.549334,16.608,871875,13.895299
"2010-10-18",16.637333,16.701332,16.565332,16.688,552375,13.962225
"2010-10-19",16.578667,16.648001,16.472,16.544001,880125,13.841751
