"dates","BF.B.Open","BF.B.High","BF.B.Low","BF.B.Close","BF.B.Volume","BF.B.Adjusted"
"2010-10-20",16.573334,16.829332,16.546667,16.765333,811500,14.026929
"2010-10-21",16.821333,16.941334,16.674667,16.682667,826875,13.957769
"2010-10-22",16.704,16.768,16.416,16.514668,1401375,13.817213
"2010-10-25",16.610666,16.68,16.327999,16.373333,1791000,13.698961
"2010-10-26",16.346666,16.357332,16.104,16.109333,1842375,13.478082
"2010-10-27",16.053333,16.053333,15.693333,15.906667,1824750,13.308518
"2010-10-28",15.962667,16.063999,15.92,16.016001,1593750,13.399995
"2010-10-29",16.010668,16.237333,15.994667,16.216,1359375,13.567327
"2010-11-01",16.290667,16.360001,16.120001,16.258667,789000,13.603025
"2010-11-02",16.365334,16.4,16.304001,16.325333,1176750,13.658797
"2010-11-03",16.368,16.434668,16.229334,16.434668,861000,13.750276
"2010-11-04",16.568001,16.714666,16.509333,16.714666,892875,13.984546
"2010-11-05",16.685333,16.775999,16.629333,16.765333,691875,14.026929
"2010-11-08",16.701332,16.773333,16.637333,16.749332,448500,14.013553
"2010-11-09",16.738667,16.738667,16.610666,16.695999,506250,13.968922
"2010-11-10",16.613333,16.632,16.445333,16.602667,400500,13.890839
"2010-11-11",16.511999,16.648001,16.445333,16.637333,620625,13.919842
"2010-11-12",16.535999,16.610666,16.506666,16.605333,590250,13.893067
"2010-11-15",16.629333,16.725332,16.573334,16.645332,628500,13.926529
"2010-11-16",16.546667,16.658667,16.375999,16.450666,825375,13.763659
"2010-11-17",16.434668,16.642668,16.389334,16.634666,729375,13.917609
"2010-11-18",16.749332,17.072001,16.749332,16.92,1034250,14.156337
"2010-11-19",16.912001,17.074667,16.912001,17.066668,1119375,14.279049
"2010-11-22",16.986668,17.24,16.962667,17.213333,1035375,14.401758
"2010-11-23",17.018667,17.101334,16.805332,17.101334,735000,14.308049
"2010-11-24",17.162666,17.325333,17.090668,17.325333,694875,14.495461
"2010-11-26",17.149332,17.32,17.125334,17.261333,394875,14.441916
"2010-11-29",17.176001,17.325333,16.959999,17.277332,764625,14.455304
"2010-11-30",17.146667,17.458668,17.005333,17.445333,1588875,14.595864
"2010-12-01",17.442667,17.813334,17.442667,17.813334,1126125,14.903755
"2010-12-02",17.853333,18.597334,17.722668,18.431999,1872750,15.421371
"2010-12-03",18.327999,18.765333,18.327999,18.757334,1855500,15.766562
"2010-12-06",18.693333,18.757334,18.6,18.672001,886500,15.694833
"2010-12-07",18.757334,19.200001,18.336,18.397333,1747125,15.463957
"2010-12-08",18.063999,18.394667,17.952,18.354668,910500,15.655007
"2010-12-09",18.466667,18.6,18.143999,18.504,1505250,15.782383
"2010-12-10",18.597334,18.597334,18.194668,18.365334,1261500,15.664104
"2010-12-13",18.448,18.576,18.301332,18.306667,1171125,15.614072
"2010-12-14",18.32,18.514668,18.280001,18.509333,1103625,15.786929
"2010-12-15",18.450666,18.661333,18.450666,18.509333,1116375,15.786929
"2010-12-16",18.535999,18.682667,18.482668,18.664,718125,15.918842
"2010-12-17",18.637333,18.695999,18.568001,18.669333,1455375,15.923399
"2010-12-20",18.765333,19.466667,18.653334,18.829332,1719375,16.059864
"2010-12-21",18.832001,18.848,18.719999,18.789333,1172250,16.025743
"2010-12-22",18.773333,18.864,18.754667,18.802668,476250,16.037123
"2010-12-23",18.754667,18.845333,18.704,18.821333,452250,16.053034
"2010-12-27",18.802668,18.832001,18.695999,18.712,312750,15.959792
"2010-12-28",18.778667,18.84,18.578667,18.68,539625,15.932495
"2010-12-29",18.698668,18.768,18.490667,18.632,558750,15.891549
"2010-12-30",18.535999,18.634666,18.504,18.517332,490875,15.793747
"2010-12-31",18.488001,18.578667,18.458668,18.565332,564375,15.83469
"2011-01-03",18.6,18.621332,18.455999,18.477333,871500,15.759637
"2011-01-04",18.461332,18.466667,18.258667,18.397333,901875,15.691402
"2011-01-05",18.32,18.365334,18.178667,18.266666,832500,15.579954
"2011-01-06",18.264,18.466667,18.202667,18.431999,1063875,15.720972
"2011-01-07",18.448,18.477333,18.08,18.170668,654750,15.498079
"2011-01-10",18.058666,18.138666,17.976,18.114668,540750,15.450316
"2011-01-11",18.154667,18.210667,18.032,18.133333,569625,15.466229
"2011-01-12",18.202667,18.247999,18.053333,18.16,493125,15.488977
"2011-01-13",18.256001,18.256001,17.944,18.093332,1242750,15.432117
"2011-01-14",18.08,18.101334,18.040001,18.066668,775500,15.409374
"2011-01-18",18.029333,18.133333,18.026667,18.034666,604875,15.38208
"2011-01-19",18.002666,18.101334,17.92,17.976,782625,15.332039
"2011-01-20",17.986668,18.106667,17.978666,18.013332,698250,15.363885
"2011-01-21",18.128,18.128,17.949333,18.018667,1014375,15.368433
"2011-01-24",18,18.048,17.872,17.946667,660375,15.307023
"2011-01-25",17.898666,17.989332,17.752001,17.989332,550125,15.34341
"2011-01-26",18.040001,18.072001,17.901333,17.938667,767250,15.3002
"2011-01-27",17.944,17.954666,17.794666,17.898666,591750,15.266083
"2011-01-28",17.930668,17.954666,17.562668,17.613333,820875,15.022718
"2011-01-31",17.642668,17.730667,17.506666,17.693333,807375,15.090953
"2011-02-01",17.781334,18.007999,17.666668,17.922667,630000,15.286557
"2011-02-02",17.858667,18.013332,17.775999,17.805332,426750,15.186473
"2011-02-03",17.754667,17.949333,17.743999,17.917334,536250,15.282003
"2011-02-04",17.912001,17.970667,17.832001,17.914667,952500,15.279731
"2011-02-07",17.970667,18.013332,17.856001,17.888,1235250,15.256983
"2011-02-08",17.890667,17.946667,17.805332,17.829332,873000,15.206944
"2011-02-09",17.762667,17.829332,17.688,17.768,955500,15.15463
"2011-02-10",17.730667,17.730667,17.511999,17.669333,922875,15.070479
"2011-02-11",17.589333,17.874666,17.589333,17.778667,916500,15.163735
"2011-02-14",17.781334,17.861334,17.648001,17.778667,686625,15.163735
"2011-02-15",17.741333,17.872,17.677334,17.872,445125,15.243342
"2011-02-16",17.893333,17.946667,17.784,17.944,450000,15.304739
"2011-02-17",17.938667,18.074667,17.864,18.053333,576750,15.397997
"2011-02-18",18.077333,18.114668,17.994667,18.114668,889875,15.450316
"2011-02-22",17.986668,18.106667,17.853333,17.909332,681000,15.275183
"2011-02-23",17.933332,18.208,17.92,18.072001,888375,15.413922
"2011-02-24",18.087999,18.197332,17.957333,18.056,556500,15.400273
"2011-02-25",18.141333,18.368,18.082666,18.333332,533250,15.636816
"2011-02-28",18.368,18.666668,18.280001,18.440001,1213125,15.727796
"2011-03-01",18.469334,18.469334,18.125334,18.143999,1030500,15.475331
"2011-03-02",18.152,18.16,17.898666,18.029333,888750,15.377529
"2011-03-03",18.112,18.162666,18,18.143999,1039500,15.475331
"2011-03-04",18.117332,18.250668,17.962667,18.130667,641625,15.463956
"2011-03-07",18.141333,18.141333,17.842667,17.989332,1092375,15.415967
"2011-03-08",18.258667,19.629333,18.258667,18.845333,3498000,16.149521
"2011-03-09",18.848,19.063999,18.738667,18.92,1222875,16.213505
"2011-03-10",18.789333,18.888,18.408001,18.538668,1416375,15.886722
"2011-03-11",18.509333,18.568001,18.293333,18.397333,945375,15.765607
"2011-03-14",18.293333,18.370667,17.997334,18.101334,624000,15.511947
"2011-03-15",17.786667,17.949333,17.568001,17.869333,1144500,15.31313
"2011-03-16",17.768,17.903999,17.381332,17.458668,1213875,14.961214
"2011-03-17",17.685333,17.848,17.645332,17.725332,1137750,15.189733
"2011-03-18",17.866667,17.872,17.602667,17.730667,1906875,15.194305
"2011-03-21",17.856001,18.128,17.856001,18.042667,1002750,15.461677
"2011-03-22",18.053333,18.063999,17.903999,17.930668,684000,15.365691
"2011-03-23",17.903999,17.912001,17.784,17.872,1164000,15.315422
"2011-03-24",17.949333,18.016001,17.858667,17.976,501000,15.404548
"2011-03-25",18.034666,18.173332,18.016001,18.040001,507000,15.459391
"2011-03-28",18,18.056,17.949333,17.983999,998625,15.411396
"2011-03-29",17.973333,18.058666,17.832001,18.058666,873000,15.475384
"2011-03-30",18.122667,18.197332,18.061333,18.154667,916500,15.557652
"2011-03-31",18.133333,18.256001,18.133333,18.213333,719625,15.607925
"2011-04-01",18.208,18.327999,18.018667,18.301332,757125,15.683332
"2011-04-04",18.312,18.365334,18.226667,18.346666,442875,15.722183
"2011-04-05",18.290667,18.434668,18.274668,18.333332,634500,15.710758
"2011-04-06",18.402666,18.418667,18.178667,18.32,504750,15.699335
"2011-04-07",18.296,18.327999,18.186666,18.280001,783375,15.665054
"2011-04-08",18.264,18.280001,18.122667,18.176001,853500,15.575931
"2011-04-11",18.191999,18.218666,18.048,18.072001,1521375,15.486814
"2011-04-12",18.048,18.552,18.048,18.541332,1308750,15.889005
"2011-04-13",18.546667,18.738667,18.493334,18.506666,1190250,15.859303
"2011-04-14",18.461332,18.754667,18.306667,18.648001,1145250,15.980412
"2011-04-15",18.712,18.901333,18.682667,18.901333,810375,16.197512
"2011-04-18",18.698668,18.725332,18.557333,18.618668,498375,15.955275
"2011-04-19",18.637333,18.829332,18.591999,18.818666,701250,16.126665
"2011-04-20",18.965334,19.178667,18.959999,19.066668,994125,16.339195
"2011-04-21",19.141333,19.205334,19.056,19.104,587625,16.371183
"2011-04-25",19.125334,19.197332,19.090668,19.143999,722250,16.40546
"2011-04-26",19.256001,19.648001,19.24,19.466667,889500,16.681969
"2011-04-27",19.52,19.661333,19.402666,19.472,996000,16.686539
"2011-04-28",19.431999,19.440001,19.16,19.184,955875,16.439743
"2011-04-29",19.213333,19.245333,19.152,19.162666,813750,16.421461
"2011-05-02",19.200001,19.200001,18.816,18.901333,1031250,16.197512
"2011-05-03",18.909332,19.066668,18.837334,18.970667,1247250,16.256916
"2011-05-04",18.933332,18.941334,18.781334,18.877333,735000,16.176945
"2011-05-05",18.84,18.909332,18.685333,18.736,703125,16.05582
"2011-05-06",18.858667,19.053333,18.706667,18.762667,856500,16.078686
"2011-05-09",18.762667,18.864,18.714666,18.794666,566250,16.106094
"2011-05-10",18.869333,18.986668,18.773333,18.957333,481875,16.245499
"2011-05-11",18.954666,19.072001,18.808001,18.888,421500,16.186081
"2011-05-12",18.898666,19.477333,18.856001,19.421333,708750,16.64312
"2011-05-13",19.416,19.522667,19.117332,19.221333,471750,16.471735
"2011-05-16",19.197332,19.258667,19.130667,19.181334,495375,16.437464
"2011-05-17",19.130667,19.394667,19.085333,19.304001,539625,16.542574
"2011-05-18",19.322666,19.384001,19.181334,19.346666,413250,16.579136
"2011-05-19",19.448,19.469334,19.354668,19.458668,638250,16.675114
"2011-05-20",19.461332,19.488001,19.245333,19.360001,672000,16.590569
"2011-05-23",19.205334,19.221333,18.909332,19.112,540375,16.378042
"2011-05-24",19.117332,19.210667,19.066668,19.136,550500,16.398607
"2011-05-25",18.978666,19.133333,18.866667,19.007999,487875,16.288916
"2011-05-26",18.959999,19.200001,18.922667,19.106667,468000,16.373466
"2011-05-27",19.202667,19.384001,19.130667,19.253332,428625,16.499155
"2011-05-31",19.351999,19.351999,18.968,19.327999,1461375,16.563137
"2011-06-01",19.327999,19.327999,19.053333,19.149332,1223250,16.410034
"2011-06-02",19.152,19.202667,18.799999,18.901333,762750,16.197512
"2011-06-03",18.688,18.775999,18.541332,18.613333,1041000,15.950706
"2011-06-06",18.525333,18.784,18.525333,18.586666,753750,16.001204
"2011-06-07",18.68,18.805332,18.597334,18.632,816375,16.040239
"2011-06-08",18.591999,18.786667,18.458668,18.76,1114500,16.150434
"2011-06-09",19.029333,19.256001,18.666668,19.133333,1182750,16.471832
"2011-06-10",19.087999,19.149332,18.76,18.768,1234125,16.157314
"2011-06-13",18.722668,18.799999,18.610666,18.685333,1110000,16.086153
"2011-06-14",18.813334,18.944,18.781334,18.877333,792375,16.251453
"2011-06-15",18.786667,19.082666,18.765333,18.890667,1459875,16.262926
"2011-06-16",18.925333,19.162666,18.898666,19.162666,1095750,16.497089
"2011-06-17",19.277332,19.530666,19.213333,19.455999,2286750,16.749622
"2011-06-20",19.453333,19.618668,19.344,19.6,1509000,16.87359
"2011-06-21",19.714666,19.885332,19.610666,19.762667,964875,17.013624
"2011-06-22",19.698668,19.733334,19.514668,19.645332,1324875,16.912611
"2011-06-23",19.514668,19.666668,19.338667,19.639999,1463625,16.908028
"2011-06-24",19.650667,19.730667,19.52,19.645332,2078250,16.912611
"2011-06-27",19.698668,19.797333,19.610666,19.709333,710625,16.967716
"2011-06-28",19.775999,19.775999,19.546667,19.639999,851250,16.908028
"2011-06-29",19.725332,19.821333,19.624001,19.661333,1024875,16.926386
"2011-06-30",19.736,19.930668,19.578667,19.917334,1293000,17.14678
"2011-07-01",19.992001,20.271999,19.936001,20.266666,717000,17.447521
"2011-07-05",20.258667,20.346666,20.157333,20.293333,765750,17.470484
"2011-07-06",20.290667,20.440001,20.162666,20.4,997875,17.562307
"2011-07-07",20.573334,20.6,20.336,20.402666,788250,17.564606
"2011-07-08",20.266666,20.288,20.021334,20.165333,856500,17.360281
"2011-07-11",19.962667,20.045334,19.757334,19.810667,796875,17.054951
"2011-07-12",19.832001,20.034666,19.781334,19.879999,928500,17.114639
"2011-07-13",19.989332,20.167999,19.834667,19.869333,854250,17.105453
"2011-07-14",19.842667,20.013332,19.786667,19.813334,499875,17.057249
"2011-07-15",19.845333,19.864,19.650667,19.725332,1065000,16.981485
"2011-07-18",19.695999,19.695999,19.362667,19.48,502125,16.770281
"2011-07-19",19.549334,19.834667,19.490667,19.834667,543375,17.075615
"2011-07-20",19.778667,19.808001,19.584,19.664,570750,16.928686
"2011-07-21",19.746668,20.189333,19.728001,20.170668,675375,17.364872
"2011-07-22",20.149332,20.386667,20.120001,20.256001,644625,17.438335
"2011-07-25",20.104,20.242666,20.090668,20.138666,562500,17.337326
"2011-07-26",20.176001,20.200001,20.069332,20.130667,869250,17.330435
"2011-07-27",19.954666,20.152,19.728001,19.762667,1122000,17.013624
"2011-07-28",19.775999,19.912001,19.712,19.719999,459000,16.976896
"2011-07-29",19.594667,19.762667,19.506666,19.615999,868875,16.887358
"2011-08-01",19.717333,19.823999,19.298668,19.424,1038000,16.722078
"2011-08-02",19.309334,19.466667,18.994667,18.997334,1056000,16.354753
"2011-08-03",18.933332,19.114668,18.749332,19.106667,1086375,16.448879
"2011-08-04",18.909332,19.218666,18.191999,18.205334,1650000,15.672927
"2011-08-05",18.418667,18.637333,17.957333,18.477333,1432500,15.907084
"2011-08-08",18.167999,18.514668,17.394667,17.397333,1588875,14.977321
"2011-08-09",17.525333,17.770666,17.063999,17.752001,2700750,15.282651
"2011-08-10",17.496,17.6,16.570667,16.597334,2950875,14.288602
"2011-08-11",16.597334,17.368,16.589333,17.143999,3069750,14.759224
"2011-08-12",17.386667,18.173332,17.298668,18.146667,1528125,15.622417
"2011-08-15",18.234667,18.341333,18.096001,18.288,1126500,15.74409
"2011-08-16",18.16,18.717333,18.050667,18.562668,1369875,15.98055
"2011-08-17",18.853333,18.986668,18.312,18.431999,1112625,15.868058
"2011-08-18",18.056,18.293333,17.773333,18.216,1752750,15.682108
"2011-08-19",17.986668,18.570667,17.986668,18.069332,1607625,15.555836
"2011-08-22",18.344,18.408001,18.167999,18.247999,1083000,15.709653
"2011-08-23",18.325333,19.074667,18.266666,19.045334,1558875,16.396082
"2011-08-24",18.954666,19.037333,18.736,18.976,1014375,16.336386
"2011-08-25",19.098667,19.098667,18.701332,18.813334,1436625,16.19635
"2011-08-26",18.778667,19.309334,18.269333,19.101334,1669125,16.444284
"2011-08-29",19.338667,19.570667,19.213333,19.565332,1145625,16.843742
"2011-08-30",19.535999,19.709333,19.408001,19.594667,1657875,16.868998
"2011-08-31",19.719999,19.719999,19.032,19.133333,1886625,16.471832
"2011-09-01",19.120001,19.437332,18.810667,18.861334,2423625,16.310423
"2011-09-02",18.586666,18.869333,18.528,18.632,1537500,16.112095
"2011-09-06",18.149332,18.301332,18.007999,18.152,1966125,15.697015
"2011-09-07",18.402666,18.656,18.301332,18.656,1360875,16.132853
"2011-09-08",18.538668,18.618668,18.392,18.418667,2290875,15.927612
"2011-09-09",18.16,18.309334,17.952,17.978666,1809750,15.547132
"2011-09-12",17.823999,17.933332,17.535999,17.845333,1245375,15.431828
"2011-09-13",17.832001,18.112,17.746668,18.040001,1039875,15.600164
"2011-09-14",18.125334,18.32,17.810667,18.130667,1294500,15.678562
"2011-09-15",18.333332,18.584,18.200001,18.581333,1671000,16.068285
"2011-09-16",18.605333,18.912001,18.455999,18.797333,3018000,16.255068
"2011-09-19",18.437332,18.549334,18.176001,18.224001,966000,15.759278
"2011-09-20",18.314667,18.959999,18.314667,18.768,1866000,16.229704
"2011-09-21",18.802668,18.869333,17.949333,17.959999,776625,15.530982
"2011-09-22",17.552,17.690666,17.384001,17.522667,1936875,15.152797
"2011-09-23",17.52,18.026667,17.450666,17.768,1662000,15.364948
"2011-09-26",18.002666,18.146667,17.712,18.112,782625,15.662432
"2011-09-27",18.386667,19.034666,18.386667,18.818666,1480125,16.27352
"2011-09-28",18.770666,18.906668,18.114668,18.130667,783750,15.678562
"2011-09-29",18.381332,18.805332,18.304001,18.656,1131375,16.132853
"2011-09-30",18.338667,18.909332,18.338667,18.704,1479000,16.17436
"2011-10-03",18.535999,18.650667,17.909332,17.938667,1344000,15.512537
"2011-10-04",17.661333,18.533333,17.650667,18.509333,1570125,16.00602
"2011-10-05",18.384001,18.573334,18.269333,18.554667,1138875,16.045223
"2011-10-06",18.661333,19.191999,18.608,19.186666,1146375,16.591747
"2011-10-07",19.298668,19.496,19.122667,19.191999,1101375,16.596361
"2011-10-10",19.581333,19.650667,19.408001,19.613333,649500,16.960709
"2011-10-11",19.586666,19.728001,19.466667,19.656,714375,16.997612
"2011-10-12",19.733334,19.808001,19.418667,19.445333,997500,16.815434
"2011-10-13",19.413334,19.557333,19.344,19.477333,677625,16.843109
"2011-10-14",19.706667,19.792,19.573334,19.765333,647250,17.092152
"2011-10-17",19.658667,19.712,19.165333,19.210667,789375,16.612499
"2011-10-18",19.167999,19.898666,19.167999,19.738667,844875,17.06909
"2011-10-19",19.762667,20.114668,19.669333,19.885332,988500,17.195919
"2011-10-20",19.959999,20.010668,19.650667,19.792,801000,17.115208
"2011-10-21",20.072001,20.450666,19.968,20.357332,1015125,17.604086
"2011-10-24",20.498667,20.498667,19.997334,20.157333,928500,17.431139
"2011-10-25",20.16,20.16,19.586666,19.624001,842250,16.969938
"2011-10-26",19.658667,20.090668,19.653334,20.053333,702375,17.341204
"2011-10-27",20.434668,20.682667,20.082666,20.346666,1128750,17.594868
"2011-10-28",20.317333,20.549334,20.130667,20.266666,837000,17.525681
"2011-10-31",20.154667,20.296,19.898666,19.927999,730125,17.232813
"2011-11-01",19.402666,19.768,19.375999,19.413334,777000,16.787758
"2011-11-02",19.538668,19.714666,19.394667,19.669333,453375,17.009132
"2011-11-03",19.775999,20.072001,19.605333,20.050667,505125,17.338894
"2011-11-04",19.797333,19.994667,19.6,19.885332,745500,17.195919
"2011-11-07",19.994667,20.048,19.645332,19.927999,471000,17.232813
"2011-11-08",19.941334,20.266666,19.906668,20.256001,737625,17.516455
"2011-11-09",19.823999,19.927999,19.472,19.504,663000,16.866167
"2011-11-10",19.794666,19.818666,19.514668,19.743999,506250,17.073706
"2011-11-11",20.018667,20.338667,19.930668,20.317333,516000,17.5695
"2011-11-14",20.322666,20.322666,20,20.133333,391500,17.410381
"2011-11-15",20.024,20.437332,20.013332,20.386667,450375,17.629456
"2011-11-16",20.274668,20.338667,20.061333,20.120001,1027125,17.398851
"2011-11-17",20.021334,20.087999,19.736,19.877333,621000,17.188999
"2011-11-18",20,20.125334,19.917334,20.002666,879750,17.29739
"2011-11-21",19.749332,19.973333,19.701332,19.848,1157625,17.163639
"2011-11-22",19.866667,19.970667,19.784,19.914667,994875,17.221291
"2011-11-23",19.746668,19.826668,19.541332,19.706667,1385625,17.04142
"2011-11-25",19.768,19.856001,19.549334,19.695999,527625,17.0322
"2011-11-28",20.130667,20.466667,20.130667,20.442667,1049250,17.677879
"2011-11-29",20.426666,20.706667,20.360001,20.472,942000,17.703245
"2011-11-30",20.968,21.282667,20.933332,21.282667,1517625,18.404272
"2011-12-01",21.256001,21.312,20.874666,21.216,1701000,18.346624
"2011-12-02",20.941334,20.989332,20.6,20.914667,1707000,18.165966
"2011-12-05",21.285334,21.733334,21.090668,21.485332,1597875,18.661625
"2011-12-06",21.498667,21.722668,21.405333,21.568001,1360500,18.733427
"2011-12-07",21.533333,21.714666,21.327999,21.530666,5378625,18.700998
"2011-12-08",21.533333,21.677334,21.167999,21.351999,1272750,18.545816
"2011-12-09",21.450666,21.565332,21.296,21.501333,1124625,18.675522
"2011-12-12",21.424,21.466667,20.778667,20.989332,1174500,18.23081
"2011-12-13",21.149332,21.149332,20.554667,20.656,1321500,17.94129
"2011-12-14",20.648001,20.762667,20.530666,20.674667,1000875,17.957497
"2011-12-15",20.866667,21.016001,20.719999,20.973333,718500,18.216917
"2011-12-16",21.08,21.117332,20.629333,20.728001,1747875,18.003828
"2011-12-19",20.770666,21.005333,20.613333,20.666668,640875,17.950552
"2011-12-20",21.029333,21.256001,20.917334,21.085333,894375,18.314196
"2011-12-21",21.109333,21.317333,21.010668,21.312,903000,18.511072
"2011-12-22",21.330667,21.384001,21.143999,21.274668,570375,18.478647
"2011-12-23",21.312,21.565332,21.261333,21.477333,389250,18.654676
"2011-12-27",21.591999,21.877333,21.530666,21.826668,658500,18.958097
"2011-12-28",21.861334,21.861334,21.52,21.549334,367875,18.717213
"2011-12-29",21.530666,21.669333,21.501333,21.605333,561750,18.765858
"2011-12-30",21.664,21.682667,21.455999,21.469334,859500,18.64773
"2012-01-03",21.493334,21.954666,21.477333,21.496,887250,18.670891
"2012-01-04",21.424,21.424,21.141333,21.141333,918375,18.362837
"2012-01-05",21,21.138666,20.810667,21.066668,1441500,18.297983
"2012-01-06",21.066668,21.101334,20.677334,20.706667,1544625,17.985296
"2012-01-09",20.52,21.130667,20.52,21.08,921000,18.309568
"2012-01-10",21.296,21.434668,21.221333,21.413334,872250,18.599092
"2012-01-11",21.370667,21.709333,21.216,21.312,601500,18.511072
"2012-01-12",21.384001,21.384001,21.010668,21.066668,958500,18.297983
"2012-01-13",20.944,21.087999,20.888,21.029333,934125,18.265556
"2012-01-17",21.52,21.714666,21.226667,21.405333,1416375,18.592142
"2012-01-18",21.336,21.613333,21.325333,21.602667,1145625,18.763538
"2012-01-19",21.621332,21.914667,21.421333,21.866667,1144500,18.992842
"2012-01-20",21.872,21.981333,21.648001,21.973333,1050000,19.085497
"2012-01-23",21.952,22.013332,21.805332,21.962667,981750,19.076225
"2012-01-24",21.866667,22.066668,21.784,21.941334,742875,19.057695
"2012-01-25",21.829332,22.234667,21.802668,22.197332,595500,19.28005
"2012-01-26",22.274668,22.274668,21.872,21.981333,473625,19.092438
"2012-01-27",21.925333,21.930668,21.706667,21.706667,946125,18.85387
"2012-01-30",21.472,21.693333,21.410667,21.517332,865500,18.689419
"2012-01-31",21.650667,21.722668,21.389334,21.656,825000,18.809856
"2012-02-01",21.698668,22.066668,21.698668,22.005333,664875,19.113285
"2012-02-02",22.005333,22.16,21.959999,22.101334,437625,19.196671
"2012-02-03",22.258667,22.469334,22.200001,22.431999,708000,19.483875
"2012-02-06",22.314667,22.333332,22.143999,22.232,493500,19.310165
"2012-02-07",22.125334,22.24,22.061333,22.136,387750,19.226784
"2012-02-08",22.093332,22.173332,21.866667,21.989332,531750,19.09939
"2012-02-09",21.989332,22.178667,21.853333,22.143999,438750,19.233727
"2012-02-10",22.040001,22.109333,21.749332,21.957333,564000,19.07159
"2012-02-13",22.106667,22.162666,21.946667,21.986668,523875,19.097071
"2012-02-14",21.816,21.997334,21.805332,21.866667,619500,18.992842
"2012-02-15",21.901333,21.901333,21.677334,21.712,924750,18.8585
"2012-02-16",21.762667,21.906668,21.672001,21.813334,1335375,18.946522
"2012-02-17",21.554667,21.858667,21.554667,21.658667,1986000,18.812178
"2012-02-21",21.752001,21.864,21.472,21.589333,878250,18.751959
"2012-02-22",21.559999,21.624001,21.509333,21.546667,799875,18.714897
"2012-02-23",21.533333,21.6,21.466667,21.546667,715125,18.714897
"2012-02-24",21.658667,21.658667,21.549334,21.626667,808500,18.784388
"2012-02-27",21.533333,21.666668,21.533333,21.626667,787500,18.784388
"2012-02-28",21.626667,21.784,21.613333,21.719999,1297125,18.865444
"2012-02-29",21.736,21.872,21.693333,21.773333,1417125,18.911777
"2012-03-01",21.794666,21.906668,21.698668,21.799999,1463625,19.016447
"2012-03-02",21.818666,21.864,21.594667,21.629333,684375,18.867579
"2012-03-05",21.605333,21.76,21.506666,21.6,948375,18.84199
"2012-03-06",21.416,21.581333,21.309334,21.368,1044375,18.639618
"2012-03-07",21.285334,21.461332,20.941334,21.357332,859875,18.630308
"2012-03-08",21.514668,21.786667,21.143999,21.269333,1099875,18.553543
"2012-03-09",21.282667,21.357332,21.133333,21.322666,1069875,18.600065
"2012-03-12",21.330667,21.554667,21.330667,21.493334,613125,18.748941
"2012-03-13",21.618668,21.781334,21.485332,21.775999,804750,18.995514
"2012-03-14",21.799999,21.866667,21.408001,21.48,804375,18.737312
"2012-03-15",21.552,21.565332,21.341333,21.344,1015875,18.618679
"2012-03-16",21.375999,21.493334,21.245333,21.4,2172375,18.66753
"2012-03-19",21.301332,21.434668,21.277332,21.418667,777750,18.683805
"2012-03-20",21.290667,21.405333,21.234667,21.394667,508500,18.662878
"2012-03-21",21.528,21.528,21.304001,21.461332,498000,18.72102
"2012-03-22",21.333332,21.608,21.216,21.573334,699000,18.818733
"2012-03-23",21.653334,21.799999,21.514668,21.784,906375,19.002495
"2012-03-26",21.970667,22.392,21.92,22.333332,997125,19.481689
"2012-03-27",22.4,22.4,22.226667,22.325333,827250,19.474703
"2012-03-28",22.290667,22.306667,22.122667,22.221333,628500,19.383989
"2012-03-29",22.138666,22.256001,21.976,22.072001,1308750,19.253721
"2012-03-30",22.232,22.381332,22.181334,22.237333,1306875,19.397942
"2012-04-02",22.226667,22.613333,22.226667,22.568001,1043250,19.686384
"2012-04-03",22.498667,22.568001,22.112,22.373333,1206750,19.516582
"2012-04-04",22.306667,22.848,22.306667,22.557333,3113250,19.677088
"2012-04-05",22.52,22.52,22.162666,22.416,936000,19.553801
"2012-04-09",22.130667,22.258667,22.058666,22.194668,801000,19.360722
"2012-04-10",22.194668,22.237333,21.890667,21.890667,1113750,19.095541
"2012-04-11",22.773333,22.773333,21.962667,22.112,873750,19.288612
"2012-04-12",22.101334,22.197332,22.002666,22.146667,658875,19.318855
"2012-04-13",22.066668,22.269333,22.066668,22.226667,851625,19.388639
"2012-04-16",22.370667,22.373333,22.210667,22.245333,789375,19.404924
"2012-04-17",22.453333,22.453333,22.266666,22.344,903000,19.490995
"2012-04-18",22.274668,22.453333,22.146667,22.226667,639375,19.388639
"2012-04-19",22.258667,22.573334,22.24,22.477333,794625,19.607304
"2012-04-20",22.514668,22.719999,22.455999,22.661333,1096500,19.767807
"2012-04-23",22.466667,22.544001,22.189333,22.360001,754875,19.504951
"2012-04-24",22.392,22.661333,22.392,22.639999,798000,19.749191
"2012-04-25",22.706667,22.954666,22.669333,22.864,553125,19.944593
"2012-04-26",22.864,23.218666,22.752001,23.085333,664125,20.137669
"2012-04-27",23.269333,23.269333,22.893333,23.037333,650625,20.095795
"2012-04-30",22.959999,23.104,22.802668,23.026667,622500,20.086494
"2012-05-01",22.954666,23.234667,22.903999,23.162666,777750,20.205122
"2012-05-02",23.136,23.429333,23.040001,23.402666,840000,20.414486
"2012-05-03",23.373333,23.474667,23.261333,23.261333,977250,20.291193
"2012-05-04",23.221333,23.375999,22.885332,23.066668,774000,20.121387
"2012-05-07",23.077333,23.285334,23.018667,23.234667,562500,20.267931
