"dates","TDY.Open","TDY.High","TDY.Low","TDY.Close","TDY.Volume","TDY.Adjusted"
"2011-08-10",49.080002,49.25,47.099998,47.259998,343900,47.259998
"2011-08-11",47.259998,50.07,46.869999,49.310001,395700,49.310001
"2011-08-12",49.880001,51.009998,48.689999,50.490002,180200,50.490002
"2011-08-15",50.880001,51.540001,50.650002,51.23,188200,51.23
"2011-08-16",50.599998,51.27,50.200001,50.529999,162900,50.529999
"2011-08-17",50.470001,51.68,50.16,51.259998,198400,51.259998
"2011-08-18",49.799999,49.799999,47.380001,47.860001,220400,47.860001
"2011-08-19",46.779999,49.119999,46.75,47.540001,220700,47.540001
"2011-08-22",48.650002,49.200001,47.919998,48.349998,188300,48.349998
"2011-08-23",48.66,50.740002,48.16,50.740002,219800,50.740002
"2011-08-24",50.860001,52.279999,50.5,52.09,141400,52.09
"2011-08-25",52.459999,52.990002,50.700001,50.970001,117900,50.970001
"2011-08-26",50.650002,52.130001,49.66,51.93,125500,51.93
"2011-08-29",52.419998,53.98,52.32,53.919998,145100,53.919998
"2011-08-30",53.529999,54.799999,53.02,54.439999,278500,54.439999
"2011-08-31",54.849998,55.369999,54.009998,54.59,269400,54.59
"2011-09-01",54.810001,55.459999,53.200001,53.549999,208700,53.549999
"2011-09-02",52.240002,52.869999,51.040001,51.189999,138500,51.189999
"2011-09-06",49.540001,51.310001,49.310001,51.139999,152000,51.139999
"2011-09-07",51.889999,52.310001,51,52.150002,328700,52.150002
"2011-09-08",51.650002,52.32,51.049999,51.259998,137400,51.259998
"2011-09-09",50.689999,50.950001,49.68,50.139999,295100,50.139999
"2011-09-12",49.43,50.59,49.220001,50.18,146100,50.18
"2011-09-13",50.380001,51.57,50.150002,51.07,178100,51.07
"2011-09-14",51.59,51.919998,50.110001,51.299999,246800,51.299999
"2011-09-15",51.669998,52.34,51.540001,52.34,238700,52.34
"2011-09-16",52.540001,53.59,52.540001,53,227100,53
"2011-09-19",52.110001,52.77,51.66,52.080002,132900,52.080002
"2011-09-20",52.209999,52.59,51.009998,51.130001,238600,51.130001
"2011-09-21",50.98,51.189999,48.009998,48.060001,225600,48.060001
"2011-09-22",46.599998,47.009998,44.860001,45.560001,319600,45.560001
"2011-09-23",45.43,47.77,45.43,47.279999,211500,47.279999
"2011-09-26",47.689999,48.119999,46.720001,48.060001,132300,48.060001
"2011-09-27",49.150002,51.189999,48.82,49.990002,188800,49.990002
"2011-09-28",50.060001,50.25,48.740002,49.139999,425900,49.139999
"2011-09-29",50.209999,50.73,48.700001,49.830002,237600,49.830002
"2011-09-30",48.919998,50.16,48.810001,48.860001,193600,48.860001
"2011-10-03",48.599998,49.639999,46.09,46.09,261300,46.09
"2011-10-04",45.59,49.790001,45.59,49.610001,273000,49.610001
"2011-10-05",49.59,50.869999,49.299999,50.59,140600,50.59
"2011-10-06",50.32,52.130001,50.040001,52.09,212000,52.09
"2011-10-07",52.32,52.650002,50.450001,50.82,171300,50.82
"2011-10-10",51.970001,52.630001,51.279999,52.580002,142300,52.580002
"2011-10-11",52.209999,53.240002,51.959999,52.93,130300,52.93
"2011-10-12",53.279999,54.82,53.279999,54.52,193500,54.52
"2011-10-13",54.330002,54.330002,53.220001,53.790001,92900,53.790001
"2011-10-14",54.509998,54.869999,53.709999,54.68,88100,54.68
"2011-10-17",54.080002,54.23,52.439999,52.619999,138200,52.619999
"2011-10-18",53,55.07,52.66,54.799999,178100,54.799999
"2011-10-19",54.41,55.099998,53.209999,53.360001,127500,53.360001
"2011-10-20",53.400002,54.380001,52.23,54.200001,137200,54.200001
"2011-10-21",55.189999,55.48,54.650002,55.400002,217800,55.400002
"2011-10-24",55.5,57.639999,55.299999,57.59,152000,57.59
"2011-10-25",57.18,57.18,55.84,55.98,146600,55.98
"2011-10-26",57.040001,57.040001,55.540001,56.700001,151200,56.700001
"2011-10-27",58.369999,60.91,57.919998,58.560001,400400,58.560001
"2011-10-28",58.450001,58.68,55.41,56.009998,326400,56.009998
"2011-10-31",55,55,54.16,54.470001,250600,54.470001
"2011-11-01",52.349998,53.650002,52.349998,52.98,241100,52.98
"2011-11-02",53.66,53.889999,52.799999,53.299999,300600,53.299999
"2011-11-03",53.889999,55.34,53.349998,55.240002,163500,55.240002
"2011-11-04",54.490002,55.07,53.900002,54.619999,73900,54.619999
"2011-11-07",54.720001,55.060001,53.669998,54.959999,82100,54.959999
"2011-11-08",55.360001,56.150002,54.029999,55.970001,164100,55.970001
"2011-11-09",54.380001,54.790001,53.450001,53.509998,202100,53.509998
"2011-11-10",54.380001,54.790001,53.700001,54.080002,168600,54.080002
"2011-11-11",54.709999,55.950001,54.709999,55.66,99700,55.66
"2011-11-14",55.290001,56.060001,54.209999,54.619999,169200,54.619999
"2011-11-15",54.619999,56.639999,54.549999,56.360001,141900,56.360001
"2011-11-16",55.66,55.959999,54.23,54.310001,135100,54.310001
"2011-11-17",54.09,54.529999,53.52,53.75,176900,53.75
"2011-11-18",53.77,54.259998,53.389999,54.200001,118400,54.200001
"2011-11-21",53.110001,53.18,52.169998,52.389999,234700,52.389999
"2011-11-22",52.200001,52.799999,51.860001,52.220001,154300,52.220001
"2011-11-23",51.560001,51.560001,50.18,50.25,240000,50.25
"2011-11-25",49.799999,51.790001,49.799999,50.709999,105600,50.709999
"2011-11-28",52.639999,53.259998,52.369999,53.189999,216700,53.189999
"2011-11-29",53.349998,53.459999,52.610001,53.060001,139300,53.060001
"2011-11-30",54.860001,56.68,54.049999,56.68,247500,56.68
"2011-12-01",56.349998,57.049999,54.82,54.880001,180100,54.880001
"2011-12-02",55.709999,56.349998,54.740002,54.900002,100200,54.900002
"2011-12-05",55.48,55.860001,54.66,55.200001,132200,55.200001
"2011-12-06",55.220001,55.740002,54.689999,55.240002,82600,55.240002
"2011-12-07",54.779999,54.970001,53.369999,54.810001,169200,54.810001
"2011-12-08",54.369999,54.560001,52.919998,53.02,94600,53.02
"2011-12-09",53.349998,55.279999,53.259998,54.810001,134100,54.810001
"2011-12-12",54.02,54.220001,53.419998,54.220001,122800,54.220001
"2011-12-13",54.740002,55.48,52.779999,53.09,131200,53.09
"2011-12-14",53.09,53.400002,52.400002,52.59,210500,52.59
"2011-12-15",53.189999,53.330002,52.889999,53.049999,199500,53.049999
"2011-12-16",52.73,53.919998,52.630001,52.759998,650400,52.759998
"2011-12-19",53.220001,53.779999,52.41,52.720001,222900,52.720001
"2011-12-20",53.919998,55.799999,53.77,55.709999,181200,55.709999
"2011-12-21",55.439999,56.380001,54.880001,56.240002,166900,56.240002
"2011-12-22",56.470001,57.240002,56.110001,56.779999,105600,56.779999
"2011-12-23",57.009998,57.009998,56.439999,56.650002,75700,56.650002
"2011-12-27",56.32,57.099998,56,56.720001,74400,56.720001
"2011-12-28",56.82,56.82,54.860001,55,114100,55
"2011-12-29",55.34,56.5,55.139999,56.200001,111100,56.200001
"2011-12-30",56.029999,56.18,54.830002,54.849998,161000,54.849998
"2012-01-03",56.240002,56.66,55.610001,55.82,189100,55.82
"2012-01-04",55.5,56.049999,54.950001,55.790001,119700,55.790001
"2012-01-05",55.529999,55.889999,54.740002,55.57,93300,55.57
"2012-01-06",55.610001,55.84,54.970001,55.580002,92100,55.580002
"2012-01-09",55.93,55.93,54.82,55.220001,78900,55.220001
"2012-01-10",55.950001,56.34,55.779999,56,120000,56
"2012-01-11",55.75,56.139999,55.669998,55.990002,118500,55.990002
"2012-01-12",56.049999,56.130001,55.490002,55.860001,112900,55.860001
"2012-01-13",55.130001,56.060001,54.93,55.59,119700,55.59
"2012-01-17",56.150002,56.439999,55.709999,55.919998,200700,55.919998
"2012-01-18",55.869999,56.669998,55.560001,56.669998,72800,56.669998
"2012-01-19",56.73,56.75,56.41,56.720001,141600,56.720001
"2012-01-20",56.68,56.799999,56.400002,56.66,116200,56.66
"2012-01-23",56.66,57.099998,56.119999,56.509998,74800,56.509998
"2012-01-24",56.029999,56.75,55.84,56.5,113000,56.5
"2012-01-25",56.27,57.709999,55.889999,57.380001,139600,57.380001
"2012-01-26",56,56.5,55.02,56.18,305800,56.18
"2012-01-27",56.150002,56.509998,55.040001,55.400002,191400,55.400002
"2012-01-30",54.759998,56.400002,54.759998,55.439999,186300,55.439999
"2012-01-31",55.82,56.91,55.630001,56.759998,419000,56.759998
"2012-02-01",57.330002,58.200001,57.23,57.939999,248300,57.939999
"2012-02-02",57.91,58,57.450001,57.75,127100,57.75
"2012-02-03",58.200001,59.610001,58,59.310001,175200,59.310001
"2012-02-06",58.93,58.990002,58.450001,58.57,141400,58.57
"2012-02-07",58.490002,59.900002,58.490002,59.650002,146700,59.650002
"2012-02-08",59.790001,60.27,59.389999,60.220001,164200,60.220001
"2012-02-09",60.389999,60.439999,59.900002,60,113900,60
"2012-02-10",59.279999,59.880001,58.970001,59.73,144200,59.73
"2012-02-13",60.110001,60.189999,59.66,60.09,147000,60.09
"2012-02-14",60,60.310001,59.639999,60.099998,173000,60.099998
"2012-02-15",60.27,60.27,59.669998,60.009998,229400,60.009998
"2012-02-16",60.07,60.98,59.75,60.900002,203200,60.900002
"2012-02-17",61,62.130001,60.75,62.110001,254000,62.110001
"2012-02-21",62.110001,62.290001,60.150002,60.369999,169400,60.369999
"2012-02-22",60.290001,60.91,60.060001,60.880001,172400,60.880001
"2012-02-23",60.810001,61.110001,60.34,61.040001,101300,61.040001
"2012-02-24",60.939999,61.470001,60.630001,60.939999,86200,60.939999
"2012-02-27",60.349998,61.32,59.790001,60.650002,100600,60.650002
"2012-02-28",60.549999,61.43,60.09,60.380001,135200,60.380001
"2012-02-29",60.529999,61.200001,59.599998,59.599998,185900,59.599998
"2012-03-01",59.790001,60.439999,59.48,59.540001,159000,59.540001
"2012-03-02",59.48,59.77,57.52,58.200001,210100,58.200001
"2012-03-05",57.900002,58.259998,57.66,57.970001,191500,57.970001
"2012-03-06",57.27,57.639999,56.459999,56.610001,135000,56.610001
"2012-03-07",56.98,57.209999,56.52,56.869999,106300,56.869999
"2012-03-08",57.57,57.91,57.09,57.82,84900,57.82
"2012-03-09",57.799999,59.119999,57.619999,58.759998,140800,58.759998
"2012-03-12",58.610001,58.810001,58.040001,58.189999,97400,58.189999
"2012-03-13",58.639999,58.990002,58.189999,58.990002,107400,58.990002
"2012-03-14",58.860001,59.150002,58.439999,58.799999,66100,58.799999
"2012-03-15",58.869999,59.049999,57.970001,58.919998,102400,58.919998
"2012-03-16",59.299999,61.490002,59.23,60.939999,424500,60.939999
"2012-03-19",60.939999,62.200001,60.290001,61.389999,183600,61.389999
"2012-03-20",60.959999,60.959999,59.860001,60.25,113900,60.25
"2012-03-21",60.459999,60.82,60,60.48,110200,60.48
"2012-03-22",59.91,60.450001,59.450001,60.439999,110400,60.439999
"2012-03-23",60.48,61.799999,60.310001,61.779999,226000,61.779999
"2012-03-26",62.450001,63.200001,62.220001,63.200001,169700,63.200001
"2012-03-27",63.700001,63.830002,62.73,62.759998,198000,62.759998
"2012-03-28",62.669998,63.049999,62.290001,62.919998,166000,62.919998
"2012-03-29",62.540001,63.080002,61.880001,62.869999,141400,62.869999
"2012-03-30",63.389999,63.68,62.419998,63.049999,216400,63.049999
"2012-04-02",62.68,63.549999,61.990002,63.139999,214100,63.139999
"2012-04-03",63.220001,63.259998,62.139999,62.759998,170200,62.759998
"2012-04-04",62.330002,62.59,61.759998,62.02,107400,62.02
"2012-04-05",61.66,62.169998,61.490002,61.779999,87700,61.779999
"2012-04-09",60.52,60.57,59.799999,60.080002,164700,60.080002
"2012-04-10",59.959999,60.439999,59.73,60.09,272400,60.09
"2012-04-11",60.68,60.68,60.16,60.459999,191500,60.459999
"2012-04-12",60.689999,62.450001,60.580002,62.049999,94500,62.049999
"2012-04-13",61.700001,62,61.049999,61.740002,175400,61.740002
"2012-04-16",62.150002,62.68,61.52,61.849998,125700,61.849998
"2012-04-17",62.02,63.290001,62.02,62.610001,129700,62.610001
"2012-04-18",62.23,62.639999,61.5,61.720001,124600,61.720001
"2012-04-19",61.919998,62.950001,61.25,61.759998,167900,61.759998
"2012-04-20",62.57,62.889999,61.82,62.84,170600,62.84
"2012-04-23",61.880001,61.880001,60.939999,61.509998,104000,61.509998
"2012-04-24",61.450001,62.25,61.07,62.049999,163200,62.049999
"2012-04-25",62.849998,65.080002,62.810001,64.730003,198300,64.730003
"2012-04-26",64.919998,65.730003,64.739998,65.07,188400,65.07
"2012-04-27",65.309998,66.290001,65.120003,65.730003,161700,65.730003
"2012-04-30",65.599998,65.639999,64.309998,64.620003,144000,64.620003
"2012-05-01",64.419998,65.639999,64.029999,64.370003,232600,64.370003
"2012-05-02",64.160004,65.239998,63.639999,65.029999,176000,65.029999
"2012-05-03",65.050003,65.32,63.810001,64.010002,187700,64.010002
"2012-05-04",63.560001,63.779999,61.82,61.880001,211800,61.880001
"2012-05-07",61.669998,62.099998,61.389999,61.82,341500,61.82
"2012-05-08",61.330002,61.459999,60.389999,61.279999,180600,61.279999
"2012-05-09",60.59,61.25,60.099998,60.82,146000,60.82
"2012-05-10",61.419998,61.43,60.720001,61.259998,151700,61.259998
"2012-05-11",60.810001,61.41,60.779999,61.060001,96000,61.060001
"2012-05-14",60.240002,61.369999,60.09,60.889999,204400,60.889999
"2012-05-15",60.900002,62.209999,60.790001,61.650002,162000,61.650002
"2012-05-16",61.720001,61.970001,61.080002,61.209999,113000,61.209999
"2012-05-17",61.18,61.32,59.619999,59.669998,265200,59.669998
"2012-05-18",59.610001,60.419998,59.290001,59.540001,141400,59.540001
"2012-05-21",59.900002,60.509998,59.509998,60,154400,60
"2012-05-22",60.09,60.48,59.549999,59.900002,117000,59.900002
"2012-05-23",59.330002,60.380001,58.990002,60.279999,166000,60.279999
"2012-05-24",60.27,60.599998,59.529999,60.48,102000,60.48
"2012-05-25",60.57,60.779999,59.599998,59.84,77500,59.84
"2012-05-29",60.139999,60.75,59.720001,60.66,128100,60.66
"2012-05-30",59.939999,60.310001,59.709999,59.919998,134500,59.919998
"2012-05-31",59.880001,60.209999,59.150002,59.580002,247600,59.580002
"2012-06-01",57.889999,58.540001,57.139999,57.150002,162800,57.150002
"2012-06-04",57.490002,58.049999,56.900002,57.740002,132800,57.740002
"2012-06-05",57.380001,58.529999,57.209999,58.509998,211900,58.509998
"2012-06-06",59.259998,61.349998,59.110001,61.169998,248600,61.169998
"2012-06-07",61.990002,62.740002,61.419998,61.48,219300,61.48
"2012-06-08",61.34,62.299999,61.040001,61.959999,96500,61.959999
"2012-06-11",62.66,62.66,60.310001,60.389999,195500,60.389999
"2012-06-12",60.759998,61.810001,60.700001,61.700001,111800,61.700001
"2012-06-13",61.459999,62.16,60.369999,60.700001,101700,60.700001
"2012-06-14",60.720001,61.68,60.560001,61.529999,161800,61.529999
"2012-06-15",62.330002,62.830002,61.73,62.200001,245500,62.200001
"2012-06-18",61.73,62.73,61.509998,62.09,97000,62.09
"2012-06-19",62.5,63.34,62.189999,62.869999,206900,62.869999
"2012-06-20",62.950001,62.98,62.07,62.419998,65200,62.419998
"2012-06-21",62.290001,62.450001,60.790001,60.98,124900,60.98
"2012-06-22",61.400002,61.400002,60.720001,60.990002,247700,60.990002
"2012-06-25",60.029999,60.459999,60.02,60.23,67600,60.23
"2012-06-26",60.259998,60.360001,59.060001,59.389999,133100,59.389999
"2012-06-27",59.529999,60.349998,59.490002,60.220001,88000,60.220001
"2012-06-28",59.580002,59.990002,59.240002,59.720001,152000,59.720001
"2012-06-29",61.119999,61.73,61.029999,61.650002,172600,61.650002
"2012-07-02",61.93,62.060001,61.400002,62,152100,62
"2012-07-03",61.91,62.389999,61.759998,62.389999,383800,62.389999
"2012-07-05",62.509998,63.799999,62.509998,62.84,120200,62.84
"2012-07-06",62.07,62.34,61.57,61.82,62100,61.82
"2012-07-09",61.66,62.240002,61.34,62.02,115100,62.02
"2012-07-10",62.490002,62.889999,60.939999,60.970001,110600,60.970001
"2012-07-11",61.119999,61.119999,59.990002,60.290001,156300,60.290001
"2012-07-12",60.009998,60.41,59.07,59.759998,118800,59.759998
"2012-07-13",59.990002,61.709999,59.93,61.66,135900,61.66
"2012-07-16",61.639999,62.220001,60.84,62.130001,132200,62.130001
"2012-07-17",62.549999,62.849998,61.73,62.029999,91700,62.029999
"2012-07-18",62,62.869999,61.470001,62.66,112300,62.66
"2012-07-19",62.630001,63.549999,62.630001,63.189999,98900,63.189999
"2012-07-20",62.709999,63.529999,62.5,62.720001,153800,62.720001
"2012-07-23",61.540001,62.259998,61.490002,62,89600,62
"2012-07-24",61.630001,62.240002,61.040001,61.57,415500,61.57
"2012-07-25",62.02,62.25,60.880001,61.25,125100,61.25
"2012-07-26",63.07,65.949997,60.23,61.66,202000,61.66
"2012-07-27",61.619999,63.790001,61.330002,63.57,259100,63.57
"2012-07-30",63.18,63.189999,60.5,61.529999,297200,61.529999
"2012-07-31",61.41,62.84,61.32,62.299999,375600,62.299999
"2012-08-01",62.450001,62.75,61.639999,61.799999,379000,61.799999
"2012-08-02",61.299999,62.689999,61.119999,62.259998,185700,62.259998
"2012-08-03",63.610001,64.489998,62.889999,64.230003,270200,64.230003
"2012-08-06",64,64.139999,63.580002,63.779999,176700,63.779999
"2012-08-07",64.330002,64.839996,64.010002,64.120003,110400,64.120003
"2012-08-08",63.68,64.150002,63.599998,64.059998,76100,64.059998
"2012-08-09",63.880001,64.309998,63.599998,64.18,104200,64.18
"2012-08-10",64.190002,64.5,63.880001,64.190002,137300,64.190002
"2012-08-13",64.209999,64.209999,63.259998,63.84,94400,63.84
"2012-08-14",64.010002,64.25,63.419998,63.720001,138600,63.720001
"2012-08-15",63.470001,64.239998,63.470001,64.019997,81500,64.019997
"2012-08-16",63.950001,64.860001,63.400002,64.809998,90600,64.809998
"2012-08-17",64.580002,64.809998,64.370003,64.790001,151100,64.790001
"2012-08-20",64.529999,64.800003,64.400002,64.730003,63800,64.730003
"2012-08-21",64.739998,65.690002,64.120003,64.730003,204300,64.730003
"2012-08-22",64.699997,65.150002,64.18,64.440002,96900,64.440002
"2012-08-23",64.199997,64.5,63.799999,64.199997,365900,64.199997
"2012-08-24",63.91,65.620003,63.91,65.190002,266800,65.190002
"2012-08-27",65.449997,65.449997,64.660004,64.779999,119500,64.779999
"2012-08-28",64.629997,65.07,64.360001,64.599998,71600,64.599998
"2012-08-29",64.669998,64.839996,64.339996,64.510002,67400,64.510002
"2012-08-30",64.269997,64.300003,63.630001,64.029999,50600,64.029999
"2012-08-31",64.589996,64.959999,63.880001,64.510002,90700,64.510002
"2012-09-04",64.410004,64.779999,63.279999,64.449997,117900,64.449997
"2012-09-05",64.690002,65.150002,64.43,64.480003,128400,64.480003
"2012-09-06",64.959999,66.139999,64.879997,65.580002,185000,65.580002
"2012-09-07",65.470001,65.970001,65.279999,65.519997,86900,65.519997
"2012-09-10",65.589996,65.589996,64.699997,64.739998,87300,64.739998
"2012-09-11",64.5,64.989998,64.160004,64.550003,89200,64.550003
"2012-09-12",64.57,64.839996,64.160004,64.5,222100,64.5
"2012-09-13",64.489998,65.57,63.790001,64.889999,217100,64.889999
"2012-09-14",64.910004,66.220001,64.650002,64.870003,248400,64.870003
"2012-09-17",64.330002,65.139999,64.330002,64.830002,64200,64.830002
"2012-09-18",64.739998,65.040001,64.389999,64.739998,294400,64.739998
"2012-09-19",64.860001,65,64.410004,64.760002,83900,64.760002
"2012-09-20",64.410004,64.709999,64.160004,64.489998,81900,64.489998
"2012-09-21",64.82,64.82,64.110001,64.400002,242800,64.400002
"2012-09-24",64.059998,64.82,63.900002,64,122200,64
"2012-09-25",64.239998,64.739998,63.400002,63.41,137500,63.41
"2012-09-26",63.52,63.93,63.110001,63.48,118500,63.48
"2012-09-27",63.650002,64.07,63.169998,63.950001,128200,63.950001
"2012-09-28",63.529999,64,63.040001,63.389999,79100,63.389999
"2012-10-01",63.619999,64.099998,63.41,64,146400,64
"2012-10-02",64.389999,64.5,63.880001,64.120003,108700,64.120003
"2012-10-03",64.339996,64.480003,63.790001,63.919998,57700,63.919998
"2012-10-04",64.199997,64.690002,63.75,64.190002,119500,64.190002
"2012-10-05",64.260002,65.459999,64.190002,64.459999,102800,64.459999
"2012-10-08",64.050003,65.080002,64.050003,64.699997,91400,64.699997
"2012-10-09",64.68,64.879997,63.549999,63.740002,68500,63.740002
"2012-10-10",63.75,63.759998,63.259998,63.450001,57400,63.450001
"2012-10-11",63.869999,64.370003,63.66,63.700001,48900,63.700001
"2012-10-12",63.779999,64.260002,63.16,63.369999,53000,63.369999
"2012-10-15",63.380001,63.740002,63.099998,63.630001,60400,63.630001
"2012-10-16",63.810001,64.5,63.810001,64.330002,61300,64.330002
"2012-10-17",64.389999,65.220001,64.300003,65.220001,65600,65.220001
"2012-10-18",65.160004,65.470001,64.849998,65,112900,65
"2012-10-19",64.610001,65.169998,64.080002,64.529999,298300,64.529999
"2012-10-22",64.470001,64.669998,63.099998,63.439999,126300,63.439999
"2012-10-23",63.34,63.52,61.889999,62.360001,128100,62.360001
"2012-10-24",62.790001,63.110001,61.450001,61.77,126500,61.77
"2012-10-25",62.959999,65.889999,62.959999,65.760002,302300,65.760002
"2012-10-26",65.580002,66.110001,63.049999,63.23,193400,63.23
"2012-10-31",62.740002,64.029999,62.509998,64.029999,141200,64.029999
"2012-11-01",64.239998,65.489998,63.669998,65.190002,209400,65.190002
"2012-11-02",64.949997,65.239998,63.689999,63.689999,204100,63.689999
"2012-11-05",63.77,64.699997,63.23,64.690002,162800,64.690002
"2012-11-06",64.199997,66.360001,64.199997,65.330002,232000,65.330002
"2012-11-07",65.309998,67.029999,62.970001,63.32,210900,63.32
"2012-11-08",63.389999,63.77,62.43,62.450001,147200,62.450001
"2012-11-09",62.009998,63,60.66,62.52,160900,62.52
"2012-11-12",62.93,62.93,61.549999,61.599998,115600,61.599998
"2012-11-13",61.279999,62.630001,61.080002,62,158500,62
"2012-11-14",62,62,60.310001,60.450001,181200,60.450001
"2012-11-15",60.5,60.919998,59.73,60.400002,160100,60.400002
"2012-11-16",60.259998,61.369999,59.610001,60.720001,290200,60.720001
"2012-11-19",61.360001,62.259998,61.130001,62.259998,110500,62.259998
"2012-11-20",62.18,62.700001,61.830002,62.639999,105300,62.639999
"2012-11-21",62.790001,62.939999,62.220001,62.5,45300,62.5
"2012-11-23",62.599998,62.91,61.990002,62.91,55800,62.91
"2012-11-26",62.59,63.549999,62.59,63.549999,139500,63.549999
"2012-11-27",63.529999,64.209999,62.959999,62.990002,85700,62.990002
"2012-11-28",62.610001,63.439999,62.16,63.34,75200,63.34
"2012-11-29",63.299999,64.290001,63.259998,63.900002,109800,63.900002
"2012-11-30",64.029999,64.110001,62.540001,63,208000,63
"2012-12-03",63.490002,63.599998,62.099998,62.959999,108100,62.959999
"2012-12-04",62.830002,62.880001,61.950001,62.560001,128000,62.560001
"2012-12-05",62.700001,62.990002,61.869999,62.580002,95900,62.580002
"2012-12-06",62.490002,62.700001,62,62.689999,63300,62.689999
"2012-12-07",63.119999,63.139999,62.509998,62.91,50000,62.91
"2012-12-10",62.990002,63.93,62.439999,63.810001,107400,63.810001
"2012-12-11",64.220001,64.529999,63.709999,64.18,160700,64.18
"2012-12-12",64.519997,64.540001,62.610001,62.77,155600,62.77
"2012-12-13",62.650002,63.18,61.580002,61.91,129600,61.91
"2012-12-14",61.830002,62.43,61.419998,61.709999,117400,61.709999
"2012-12-17",62,62.689999,61.810001,62.310001,112700,62.310001
"2012-12-18",62.599998,64.370003,62.369999,64.339996,185400,64.339996
"2012-12-19",64.309998,65.339996,63.360001,65.029999,209000,65.029999
"2012-12-20",64.919998,65.599998,64.889999,65.190002,171000,65.190002
"2012-12-21",64.720001,65.269997,64.190002,65.199997,461100,65.199997
"2012-12-24",64.849998,65.089996,64.330002,64.82,45600,64.82
"2012-12-26",64.940002,65.040001,63.939999,64.099998,70600,64.099998
"2012-12-27",64.029999,64.550003,63.66,64.43,60400,64.43
"2012-12-28",63.91,64.589996,63.59,63.669998,83300,63.669998
"2012-12-31",63.529999,65.209999,63,65.07,129700,65.07
"2013-01-02",66.739998,67.309998,65.800003,66.660004,210300,66.660004
"2013-01-03",66.580002,67.379997,66.029999,66.169998,84900,66.169998
"2013-01-04",66.300003,66.809998,65.870003,66.690002,203400,66.690002
"2013-01-07",66.139999,66.510002,65.800003,66.32,133500,66.32
"2013-01-08",67.160004,67.5,66.330002,66.900002,208100,66.900002
"2013-01-09",66.900002,67.769997,66.669998,67.580002,164200,67.580002
"2013-01-10",68.040001,68.239998,67.610001,68.150002,134700,68.150002
"2013-01-11",68.309998,68.309998,67.459999,67.730003,230100,67.730003
"2013-01-14",67.550003,67.860001,66.839996,67.349998,88000,67.349998
"2013-01-15",66.940002,68.080002,66.940002,67.959999,106500,67.959999
"2013-01-16",67.620003,67.870003,67.25,67.620003,97800,67.620003
"2013-01-17",67.790001,68.050003,67.470001,67.910004,100500,67.910004
"2013-01-18",67.779999,68,67.199997,68,143000,68
"2013-01-22",67.839996,69.989998,67.839996,69.779999,208100,69.779999
"2013-01-23",69.800003,70.150002,69.480003,69.669998,264900,69.669998
"2013-01-24",70.110001,72.239998,69.040001,71.790001,558400,71.790001
"2013-01-25",71.919998,72.309998,70.809998,71,242000,71
"2013-01-28",70.940002,71,69.75,70,312900,70
"2013-01-29",69.849998,70.470001,69.5,69.900002,213300,69.900002
"2013-01-30",69.610001,69.75,68.639999,68.82,164100,68.82
"2013-01-31",69.050003,69.050003,68.190002,68.260002,221700,68.260002
"2013-02-01",68.620003,69.169998,68.529999,68.949997,142500,68.949997
"2013-02-04",68.529999,68.949997,67.970001,68.199997,124800,68.199997
"2013-02-05",68.610001,69.029999,68.489998,68.830002,115500,68.830002
"2013-02-06",68.480003,69.230003,68.32,69.010002,97200,69.010002
"2013-02-07",68.790001,69.309998,68.68,69.190002,107400,69.190002
"2013-02-08",69.279999,70.290001,69.260002,69.870003,188800,69.870003
"2013-02-11",69.650002,70.010002,69.239998,70.010002,98400,70.010002
"2013-02-12",69.910004,70.480003,69.860001,70.139999,135000,70.139999
"2013-02-13",70.18,70.510002,69.970001,70.510002,92500,70.510002
"2013-02-14",70.129997,70.650002,70.129997,70.470001,92500,70.470001
"2013-02-15",70.720001,70.830002,70.190002,70.629997,88700,70.629997
"2013-02-19",70.589996,71.760002,70.589996,71.730003,138400,71.730003
"2013-02-20",71.589996,72.209999,70.849998,70.870003,169700,70.870003
"2013-02-21",70.699997,71.339996,70.400002,71.040001,166100,71.040001
"2013-02-22",71.260002,71.620003,70.940002,71.470001,99300,71.470001
"2013-02-25",71.769997,71.849998,70.839996,70.849998,164000,70.849998
"2013-02-26",71.050003,71.93,70.849998,71.870003,196100,71.870003
"2013-02-27",71.809998,73.279999,71.809998,72.879997,125500,72.879997
"2013-02-28",72.629997,74.410004,72.440002,73.580002,226800,73.580002
"2013-03-01",72.620003,74.330002,72.449997,74.230003,221100,74.230003
"2013-03-04",73.910004,74.169998,72.720001,73.720001,123600,73.720001
"2013-03-05",74.099998,75.120003,74.099998,74.800003,130700,74.800003
"2013-03-06",74.790001,75.129997,74.370003,74.860001,95600,74.860001
"2013-03-07",75.120003,75.449997,74.699997,75.379997,77300,75.379997
"2013-03-08",76.169998,76.550003,75.629997,76.489998,93200,76.489998
"2013-03-11",76.279999,76.800003,76.139999,76.300003,98000,76.300003
"2013-03-12",76.449997,76.769997,75.970001,76.540001,123100,76.540001
"2013-03-13",76.440002,77.43,76.440002,77.300003,82100,77.300003
"2013-03-14",77.32,78.089996,77.32,78.080002,87400,78.080002
"2013-03-15",77.5,78.529999,77.5,78.519997,207900,78.519997
"2013-03-18",77.730003,78.099998,77.029999,77.290001,267600,77.290001
"2013-03-19",77.419998,77.68,75.879997,76.589996,338800,76.589996
