"dates","GD.Open","GD.High","GD.Low","GD.Close","GD.Volume","GD.Adjusted"
"2011-07-07",75.43,75.639999,74.5,75.599998,2238000,60.413246
"2011-07-08",75.050003,75.050003,74.300003,74.660004,1978400,59.662094
"2011-07-11",73.900002,74.379997,73.580002,73.739998,1612200,58.926895
"2011-07-12",73.519997,73.879997,72.900002,72.980003,1505200,58.319584
"2011-07-13",73.400002,73.68,72.410004,72.650002,1321200,58.055859
"2011-07-14",72.730003,72.739998,71.199997,71.370003,2359900,57.032982
"2011-07-15",71.480003,71.480003,69.699997,70.360001,2593400,56.225883
"2011-07-18",69.949997,70.129997,69.029999,69.459999,1773300,55.506676
"2011-07-19",69.849998,70.029999,69.389999,69.93,2070600,55.88224
"2011-07-20",70.620003,70.849998,69.660004,69.940002,2723000,55.890228
"2011-07-21",70.260002,71.919998,70.07,71.57,1822300,57.19281
"2011-07-22",71.610001,71.610001,70.720001,70.800003,1550800,56.57748
"2011-07-25",70.480003,71.5,70.080002,71.150002,2185100,56.857182
"2011-07-26",70.919998,71.089996,70.269997,70.32,1672200,56.193909
"2011-07-27",71.019997,71.040001,68.160004,68.629997,3072500,54.843399
"2011-07-28",68.540001,69.669998,67.660004,67.75,2606400,54.14019
"2011-07-29",67.370003,68.629997,66.559998,68.139999,2525200,54.451836
"2011-08-01",68.449997,68.449997,66.339996,67.510002,4057800,53.948395
"2011-08-02",67.139999,68.050003,66.160004,66.160004,3024900,52.869568
"2011-08-03",66.089996,66.5,64.730003,65.900002,2686000,52.661804
"2011-08-04",64.620003,65.129997,63.169998,63.220001,3974000,50.520187
"2011-08-05",64.059998,64.879997,62.66,64.440002,4895200,51.495106
"2011-08-08",62.880001,63.720001,60.779999,60.799999,5830400,48.586323
"2011-08-09",60.779999,62.560001,58.119999,62.419998,7067800,49.88089
"2011-08-10",61.169998,61.169998,58.209999,58.380001,4580800,46.65247
"2011-08-11",58.650002,62.34,58.580002,61.509998,3805200,49.153698
"2011-08-12",62.119999,62.240002,60.82,61.18,3947800,48.889984
"2011-08-15",61.84,62.830002,61.630001,62.77,2338200,50.160572
"2011-08-16",61.470001,62.5,61.23,62.040001,1756000,49.577221
"2011-08-17",62.299999,62.580002,61.040001,61.880001,2461500,49.449368
"2011-08-18",59.889999,60.09,57.75,58.23,3686300,46.532597
"2011-08-19",57.459999,58.860001,57.389999,57.470001,3800900,45.925262
"2011-08-22",58.57,58.900002,57.900002,58.200001,2636800,46.508617
"2011-08-23",58.389999,59.509998,58,59.509998,2238700,47.555458
"2011-08-24",59.48,61.119999,59.34,61,1758400,48.74614
"2011-08-25",61.32,61.689999,59.790001,60,1826700,47.947018
"2011-08-26",59.619999,61.490002,58.709999,61.279999,1987300,48.969898
"2011-08-29",61.950001,63.049999,61.880001,63.009998,1382600,50.352367
"2011-08-30",62.959999,64.290001,62.299999,63.950001,2115900,51.103539
"2011-08-31",64.43,64.889999,63.459999,64.080002,1744900,51.207424
"2011-09-01",64.080002,64.660004,62.919998,63.099998,1657300,50.424282
"2011-09-02",62.060001,62.060001,60.740002,60.939999,2223500,48.698193
"2011-09-06",59.27,60.41,58.720001,60.299999,2616800,48.186749
"2011-09-07",61.119999,61.849998,60.610001,61.349998,2647500,49.025845
"2011-09-08",60.650002,61.630001,60.299999,60.400002,2276900,48.266674
"2011-09-09",59.560001,59.790001,58.400002,59,2599200,47.147907
"2011-09-12",58.59,58.950001,57.77,58.900002,2698400,47.067997
"2011-09-13",58.970001,60.009998,58.450001,58.990002,2523000,47.139912
"2011-09-14",59.330002,60.66,57.939999,59.860001,3188500,47.835144
"2011-09-15",60.23,61.439999,60.209999,61.220001,2426700,48.92194
"2011-09-16",61.75,61.75,60.200001,60.599998,4340900,48.426487
"2011-09-19",59.669998,60.400002,59.299999,60.169998,2474900,48.082874
"2011-09-20",60.43,60.650002,59.5,59.549999,2007000,47.587421
"2011-09-21",59.799999,59.919998,57.220001,57.27,2595100,45.765438
"2011-09-22",56.080002,56.200001,55.27,55.869999,3434000,44.646667
"2011-09-23",53.970001,56.689999,53.950001,55.919998,2845400,44.686615
"2011-09-26",56.490002,57.450001,56.049999,56.849998,2866500,45.429806
"2011-09-27",57.59,59.16,57.59,58.290001,2511700,46.580532
"2011-09-28",58.369999,58.950001,57.349998,57.439999,2081200,45.901272
"2011-09-29",58.380001,59.240002,57.09,58.18,1766700,46.492622
"2011-09-30",57.450001,58.360001,56.880001,56.889999,2432100,45.461773
"2011-10-03",56.849998,57.720001,55.599998,55.669998,2220900,44.486832
"2011-10-04",55.02,57.200001,54.720001,57.110001,3300000,45.637573
"2011-10-05",56.779999,57.84,56.400002,57.709999,2513500,46.499722
"2011-10-06",57.849998,58.970001,57.57,58.950001,1507100,47.498856
"2011-10-07",59.439999,60.290001,58.959999,59.549999,2423800,47.982292
"2011-10-10",60.560001,61.68,60.560001,61.68,1585400,49.698551
"2011-10-11",61.189999,61.790001,61.139999,61.48,1769800,49.537395
"2011-10-12",62.040001,63.220001,61.740002,62.52,1771900,50.37537
"2011-10-13",61.900002,62.049999,60.91,61.810001,1325500,49.803288
"2011-10-14",62.580002,62.740002,61.59,62.040001,1630900,49.988617
"2011-10-17",61.860001,62.310001,60.790001,60.93,1736000,49.094231
"2011-10-18",61.02,63.279999,60.349998,62.639999,1969300,50.472069
"2011-10-19",62.700001,63.25,62.349998,62.470001,1809300,50.335087
"2011-10-20",62.630001,63.459999,61.810001,63.150002,1996900,50.882999
"2011-10-21",63.599998,65.330002,63.580002,65.32,3229700,52.631462
"2011-10-24",65.279999,65.910004,64.949997,65.629997,1865700,52.881252
"2011-10-25",65.239998,66.080002,64.599998,65.260002,2382600,52.583134
"2011-10-26",66.419998,66.419998,63.560001,63.889999,4161900,51.479252
"2011-10-27",65.559998,66.169998,64.32,65.610001,2695100,52.865135
"2011-10-28",65.529999,66.25,65.029999,65.470001,2010100,52.752338
"2011-10-31",64.970001,65.529999,64.190002,64.190002,2022500,51.720974
"2011-11-01",62.790001,63.200001,60.790001,61.43,2959900,49.497112
"2011-11-02",62.439999,62.619999,61.77,61.950001,2760300,49.916088
"2011-11-03",62.470001,63.970001,62.470001,63.630001,2589200,51.269745
"2011-11-04",63.150002,63.529999,62.470001,63.450001,1291900,51.124725
"2011-11-07",63.25,64.279999,62.849998,64.199997,1341600,51.729034
"2011-11-08",64.690002,65.169998,63.84,65.129997,1712500,52.478367
"2011-11-09",63.650002,63.889999,62.720001,62.959999,1932300,50.729897
"2011-11-10",63.900002,63.970001,62.939999,63.380001,1822500,51.068317
"2011-11-11",64.300003,65.879997,64.300003,65.720001,1874700,52.953777
"2011-11-14",65.5,66.379997,65.120003,65.309998,1676700,52.623409
"2011-11-15",65.300003,66.349998,64.839996,65.989998,1408500,53.171318
"2011-11-16",65.360001,65.589996,64.760002,65.019997,2504000,52.389744
"2011-11-17",64.830002,64.830002,62.889999,63.419998,1714700,51.100548
"2011-11-18",64.129997,64.129997,63.009998,63.84,2046600,51.438965
"2011-11-21",62.84,63.310001,61.279999,63.07,2679200,50.818539
"2011-11-22",63.130001,63.82,62.150002,63.619999,3633300,51.2617
"2011-11-23",62.720001,62.75,60.599998,60.639999,2923200,48.860565
"2011-11-25",60.77,62.150002,60.75,61.130001,913100,49.25539
"2011-11-28",63.900002,64.349998,63.240002,64.059998,2506900,51.616234
"2011-11-29",64.349998,64.550003,63.75,63.889999,1935700,51.479252
"2011-11-30",65.849998,66.379997,65.519997,66.059998,3294800,53.227726
"2011-12-01",66.07,66.949997,65.980003,66.5,1428200,53.582253
"2011-12-02",66.870003,67.360001,65.629997,65.720001,2176900,52.953777
"2011-12-05",66.830002,66.879997,65.330002,65.650002,2105500,52.897377
"2011-12-06",65.709999,66.339996,65.529999,65.860001,1403500,53.066582
"2011-12-07",65.199997,66.040001,64.699997,65.660004,1344600,52.905426
"2011-12-08",65.410004,65.769997,63.98,64.150002,1694400,51.688747
"2011-12-09",64.629997,65.279999,64.519997,65.07,1775400,52.430038
"2011-12-12",64.589996,64.970001,63.549999,64.010002,1154800,51.575947
"2011-12-13",64.510002,64.949997,63.189999,63.5,1404400,51.165009
"2011-12-14",63.389999,63.759998,63.110001,63.209999,1197400,50.931339
"2011-12-15",63.919998,64.110001,63.150002,63.299999,1576200,51.003857
"2011-12-16",63.380001,64.389999,62.599998,63.200001,2748400,50.923286
"2011-12-19",63.049999,63.889999,62.310001,62.459999,1140700,50.327026
"2011-12-20",63.43,65.129997,63.419998,64.839996,1481700,52.244705
"2011-12-21",64.800003,64.980003,64.059998,64.779999,1509100,52.196358
"2011-12-22",64.980003,66.360001,64.709999,66.139999,1186500,53.292187
"2011-12-23",66.220001,66.57,65.57,66.360001,883000,53.469437
"2011-12-27",66.389999,66.790001,66,66.559998,651500,53.630611
"2011-12-28",66.580002,66.879997,65.699997,65.949997,1137100,53.139091
"2011-12-29",66.220001,67.019997,66.010002,66.919998,1091300,53.920666
"2011-12-30",67.010002,67.290001,66.400002,66.410004,1008300,53.509743
"2012-01-03",67.970001,68.57,67.839996,68,1683500,54.790882
"2012-01-04",68.57,68.989998,67.889999,68.120003,1880800,54.887562
"2012-01-05",67.75,67.809998,66.760002,67.400002,1677800,54.307423
"2012-01-06",67.599998,67.760002,67.18,67.620003,1788100,54.484703
"2012-01-09",67.830002,68.480003,67.290001,68.370003,2064900,55.089008
"2012-01-10",69.699997,70.440002,68.989998,69.93,2779500,56.345955
"2012-01-11",69.540001,70.190002,69.449997,70.089996,1282700,56.474876
"2012-01-12",70.269997,71.089996,70.050003,70.940002,4528500,57.159782
"2012-01-13",70.239998,70.970001,70.010002,70.599998,3780300,56.885815
"2012-01-17",71.300003,71.830002,71.300003,71.449997,2438400,57.570705
"2012-01-18",70.980003,71.690002,70.790001,71.620003,1779600,58.089813
"2012-01-19",71.839996,72.440002,71.550003,72.209999,1267700,58.568348
"2012-01-20",72.330002,72.660004,71.769997,72.470001,1984600,58.779221
"2012-01-23",72.349998,72.889999,71.669998,71.739998,1744800,58.187126
"2012-01-24",71.339996,71.839996,70.940002,71.339996,1899200,57.862675
"2012-01-25",70.489998,71.760002,69.470001,71.57,3543700,58.049244
"2012-01-26",70.580002,71.870003,70.389999,71.510002,1764100,58.00058
"2012-01-27",71.260002,71.260002,70.25,70.349998,1413300,57.059723
"2012-01-30",69.620003,69.82,69.029999,69.169998,2328000,56.102638
"2012-01-31",69.629997,69.839996,68.870003,69.160004,1844900,56.094543
"2012-02-01",69.82,69.910004,69.389999,69.709999,2805700,56.540638
"2012-02-02",69.910004,70,69.25,69.739998,1374700,56.564957
"2012-02-03",70.160004,70.93,69.970001,70.510002,1730800,57.189495
"2012-02-06",70.120003,71.199997,70.029999,71.150002,1456700,57.708591
"2012-02-07",70.82,71.459999,70.669998,71.300003,1283000,57.830261
"2012-02-08",71.389999,71.730003,71.019997,71.589996,1660500,58.065475
"2012-02-09",71.769997,71.82,70.75,70.849998,1561700,57.465256
"2012-02-10",70.360001,70.57,70.160004,70.300003,1427800,57.019188
"2012-02-13",70.690002,70.769997,70.07,70.120003,1802900,56.873188
"2012-02-14",70,70.230003,69.099998,70.160004,1978600,56.905624
"2012-02-15",70.220001,70.300003,69.559998,70.050003,1941600,56.816402
"2012-02-16",70.160004,70.419998,69.75,70.419998,1253900,57.116512
"2012-02-17",70.800003,71.040001,70.379997,70.879997,1115900,57.489601
"2012-02-21",71.220001,71.809998,70.900002,71.129997,1327300,57.692371
"2012-02-22",70.959999,71.18,70.239998,70.400002,1423200,57.100285
"2012-02-23",70.529999,70.779999,70.089996,70.599998,1052600,57.262501
"2012-02-24",70.800003,73.050003,70.800003,72.400002,1816100,58.72245
"2012-02-27",72.260002,73.010002,71.739998,72.489998,1357400,58.795429
"2012-02-28",72.580002,73.150002,72.410004,72.739998,1286100,58.998203
"2012-02-29",73,73.669998,72.739998,73.230003,1841000,59.395645
"2012-03-01",72.760002,73.360001,72.580002,72.93,1606000,59.152313
"2012-03-02",72.82,73,72.43,72.650002,1057800,58.925228
"2012-03-05",72.410004,72.610001,71.800003,72.5,1887800,58.803547
"2012-03-06",71.639999,71.970001,70.690002,70.849998,2307300,57.465256
"2012-03-07",70.949997,71.32,70.699997,71.25,1085400,57.789692
"2012-03-08",71.860001,72.290001,71.480003,72.010002,1197900,58.406109
"2012-03-09",72.07,72.290001,71.540001,71.779999,1129900,58.219582
"2012-03-12",71.919998,71.919998,71.290001,71.739998,1181700,58.187126
"2012-03-13",72.209999,73.120003,71.75,73.080002,1532000,59.273991
"2012-03-14",73.080002,73.290001,72.769997,73.099998,1113500,59.290199
"2012-03-15",73.089996,73.620003,73,73.339996,1515000,59.484852
"2012-03-16",73.239998,73.629997,72.800003,72.900002,1762500,59.127983
"2012-03-19",72.720001,73.230003,72.5,72.980003,906400,59.192886
"2012-03-20",72.610001,72.68,72,72.339996,853300,58.673779
"2012-03-21",72.379997,72.57,72.080002,72.279999,910800,58.625118
"2012-03-22",71.800003,72.360001,71.709999,72.25,969300,58.600777
"2012-03-23",72.440002,72.889999,72.330002,72.779999,1238200,59.03067
"2012-03-26",73.089996,74.150002,72.970001,73.910004,1867300,59.947182
"2012-03-27",73.980003,74.050003,73.43,73.550003,1135400,59.65519
"2012-03-28",73.550003,73.550003,72.620003,73.120003,1351100,59.306431
"2012-03-29",73,73,71.879997,72.650002,1430700,58.925228
"2012-03-30",73.07,73.580002,72.760002,73.379997,1259400,59.517303
"2012-04-02",73.389999,74.540001,73.110001,74.089996,1222300,60.093166
"2012-04-03",74,74.050003,72.650002,73.099998,1188800,59.290199
"2012-04-04",72.559998,72.709999,71.82,72.629997,1528900,58.909008
"2012-04-05",72.32,72.470001,71.75,71.800003,1586800,58.235806
"2012-04-09",70.779999,71.099998,70.440002,70.82,1365500,57.440937
"2012-04-10",70.599998,70.669998,69.260002,69.480003,1567400,56.354084
"2012-04-11",68.32,69.879997,68.07,69.349998,1775000,56.664577
"2012-04-12",69.57,70.029999,69.18,69.660004,1759800,56.917858
"2012-04-13",69.220001,69.5,68.860001,68.879997,1541800,56.28054
"2012-04-16",69.239998,69.739998,68.949997,69.199997,1622300,56.542004
"2012-04-17",69.580002,70.190002,69.080002,69.879997,1602300,57.097618
"2012-04-18",69.68,69.889999,69.480003,69.550003,1269400,56.827991
"2012-04-19",69.830002,69.860001,68.730003,68.93,1397100,56.321404
"2012-04-20",69.269997,69.910004,68.970001,69.760002,1821300,56.999565
"2012-04-23",68.959999,69.440002,68.550003,69.269997,1260100,56.599205
"2012-04-24",69.459999,70.199997,69.339996,70.059998,1380700,57.244694
"2012-04-25",69.879997,70.470001,67.209999,67.559998,3670700,55.201996
"2012-04-26",66.790001,67.510002,66.440002,67.050003,2672000,54.785278
"2012-04-27",67.379997,67.860001,67.07,67.580002,2254400,55.218349
"2012-04-30",67.529999,67.739998,67.010002,67.5,2200600,55.152958
"2012-05-01",67.57,68.68,67.339996,67.980003,2327600,55.545174
"2012-05-02",67.75,68.239998,67.550003,68.239998,2035900,55.757618
"2012-05-03",68.5,68.589996,67.980003,68.150002,2649800,55.68409
"2012-05-04",67.839996,68.010002,66.809998,67.050003,2206700,54.785278
"2012-05-07",66.959999,67.889999,66.959999,67.419998,2306000,55.087593
"2012-05-08",67.199997,67.57,66.699997,67.529999,1949600,55.177494
"2012-05-09",66.900002,67,66.339996,66.400002,1541300,54.254192
"2012-05-10",66.75,67.059998,66.389999,66.540001,1326300,54.36858
"2012-05-11",66.330002,67.43,66.160004,66.529999,2060900,54.360405
"2012-05-14",66.089996,66.82,65.800003,66.300003,1281800,54.172474
"2012-05-15",66.279999,66.690002,65.639999,65.730003,1815800,53.706738
"2012-05-16",65.940002,66.339996,65.18,65.199997,1334600,53.273678
"2012-05-17",65.260002,65.410004,63.700001,63.720001,1621500,52.064407
"2012-05-18",64.169998,64.419998,63.169998,63.34,2154400,51.753906
"2012-05-21",63.619999,64.650002,63.439999,64.550003,1547500,52.742588
"2012-05-22",64.629997,64.980003,64.139999,64.470001,1199800,52.677223
"2012-05-23",64.150002,64.739998,63.290001,64.610001,1856600,52.791607
"2012-05-24",64.120003,64.620003,62.77,63.34,2051000,51.753906
"2012-05-25",62.880001,64.129997,62.880001,63.580002,1694300,51.950024
"2012-05-29",64.059998,64.400002,63.720001,64.349998,1389000,52.579174
"2012-05-30",63.919998,64.139999,63.5,63.830002,1312100,52.154285
"2012-05-31",63.82,64.540001,63.279999,64.010002,1695600,52.301369
"2012-06-01",63.139999,63.330002,62.68,62.720001,1755800,51.247322
"2012-06-04",62.880001,63.009998,61.540001,61.959999,2155000,50.62635
"2012-06-05",61.759998,62.18,61.549999,61.98,1895600,50.642685
"2012-06-06",62.029999,63.630001,62.029999,63.619999,1306200,51.982708
"2012-06-07",64.120003,64.849998,63.540001,63.689999,2732200,52.03989
"2012-06-08",63.610001,64.07,63.599998,64.059998,1753600,52.342213
"2012-06-11",64.379997,64.660004,63.66,63.740002,1832500,52.080734
"2012-06-12",63.84,64.150002,63.240002,64.129997,1645800,52.399406
"2012-06-13",63.990002,64.110001,63.23,63.490002,1051200,51.876469
"2012-06-14",63.549999,64.279999,63.369999,64.010002,1333300,52.301369
"2012-06-15",64.370003,65.110001,64.370003,64.860001,2417900,52.995876
"2012-06-18",64.480003,65.220001,64.139999,64.760002,1324700,52.914169
"2012-06-19",65,65.510002,64.940002,65.190002,1341900,53.265526
"2012-06-20",65.099998,65.160004,64.059998,64.650002,1706400,52.824295
"2012-06-21",65.029999,65.110001,63.200001,63.25,1799800,51.680378
"2012-06-22",63.540001,63.57,62.619999,63.259998,2167900,51.688549
"2012-06-25",62.77,62.77,62.099998,62.220001,1044700,50.838779
"2012-06-26",62.32,62.580002,61.779999,61.970001,1214000,50.634514
"2012-06-27",62.130001,63.34,62.080002,63.220001,1056500,51.655865
"2012-06-28",62.84,63.25,62.220001,63.16,1060000,51.606842
"2012-06-29",64.650002,65.959999,64.410004,65.959999,1770000,53.894669
"2012-07-02",66.089996,66.540001,65.489998,66.059998,2000700,53.976376
"2012-07-03",65.540001,66.339996,65.540001,66.169998,791200,54.486904
"2012-07-05",66.220001,66.589996,65.900002,66.239998,1046500,54.544537
"2012-07-06",65.790001,65.800003,64.889999,65.239998,976300,53.721104
"2012-07-09",65.260002,65.529999,64.669998,65.050003,1273000,53.564648
"2012-07-10",63.889999,65.690002,63.889999,64.43,1277300,53.054123
"2012-07-11",64.550003,64.809998,63.610001,63.91,1159000,52.625931
"2012-07-12",63.5,63.950001,62.990002,63.52,973300,52.304798
"2012-07-13",63.75,65.040001,63.599998,64.860001,1305300,53.408199
"2012-07-16",64.550003,64.910004,63.529999,64.040001,1952000,52.732979
"2012-07-17",64.129997,64.709999,63.57,64.690002,1484300,53.268215
"2012-07-18",64.190002,65.940002,64.139999,65.800003,1424000,54.182236
"2012-07-19",65.919998,66.339996,65.550003,65.989998,1577800,54.338688
"2012-07-20",65.269997,65.379997,64.650002,64.970001,4674600,53.498783
"2012-07-23",64.099998,64.239998,63.369999,63.919998,1799800,52.634163
"2012-07-24",63.849998,64.129997,62.900002,63.400002,1785800,52.20599
"2012-07-25",63.75,63.990002,61.299999,62,4042900,51.053162
"2012-07-26",62.849998,63.720001,62.439999,62.900002,2331700,51.794266
"2012-07-27",63.049999,64.209999,62.740002,63.830002,1690400,52.560066
"2012-07-30",63.669998,64.139999,63.25,63.470001,1450600,52.263618
"2012-07-31",63.290001,63.950001,63.09,63.439999,1923200,52.238911
"2012-08-01",63.700001,63.950001,62.950001,63.049999,1636400,51.917782
"2012-08-02",62.889999,62.939999,61.09,61.990002,2104400,51.04493
"2012-08-03",62.779999,63.470001,62.779999,63.099998,1490000,51.95895
"2012-08-06",63.43,63.709999,62.77,62.98,1211900,51.86013
"2012-08-07",63.07,64.239998,63,63.900002,1405600,52.617695
"2012-08-08",63.73,64.080002,63.23,63.93,1397600,52.642403
"2012-08-09",63.669998,63.82,62.98,63.43,1599400,52.230686
"2012-08-10",63.380001,63.68,63.130001,63.580002,1110200,52.35421
"2012-08-13",63.450001,63.77,62.880001,63.34,919900,52.156574
"2012-08-14",63.630001,63.98,63.279999,63.790001,1149700,52.527126
"2012-08-15",63.68,64.449997,63.540001,64.199997,1559400,52.864742
"2012-08-16",64.190002,65.709999,64.190002,65.360001,1713300,53.819923
"2012-08-17",64.800003,65.769997,64.75,65.699997,1768400,54.099888
"2012-08-20",65.449997,66.260002,65.220001,66.129997,1353800,54.45396
"2012-08-21",66.150002,66.580002,65.720001,66.529999,1975000,54.783344
"2012-08-22",66.25,66.480003,65.849998,66.300003,1767900,54.593948
"2012-08-23",66.010002,66.239998,65.410004,65.610001,1569100,54.025787
"2012-08-24",65.43,66.160004,65.120003,66.089996,1433700,54.421024
"2012-08-27",66.25,66.389999,65.589996,65.620003,1146300,54.034016
"2012-08-28",65.349998,65.940002,65.25,65.760002,1730400,54.149296
"2012-08-29",65.870003,66.190002,65.339996,65.849998,1292200,54.223404
"2012-08-30",65.449997,65.690002,64.779999,65.32,1165300,53.786983
"2012-08-31",65.839996,66.120003,65.349998,65.510002,1397000,53.943439
"2012-09-04",65.550003,65.860001,64.470001,64.650002,1511600,53.235283
"2012-09-05",64.870003,65.150002,64.290001,64.779999,1483400,53.342323
"2012-09-06",65.300003,66.730003,65.099998,66.720001,1593900,54.939793
"2012-09-07",66.889999,67.290001,66.75,67.199997,1163600,55.33503
"2012-09-10",66.949997,67.080002,66.300003,66.32,2214000,54.61042
"2012-09-11",66.300003,66.349998,65.900002,65.980003,2204300,54.33046
"2012-09-12",66.209999,66.279999,65.599998,65.870003,1845400,54.239883
"2012-09-13",65.68,66.309998,65.019997,66.120003,2509400,54.44574
"2012-09-14",66.239998,67.199997,66.199997,66.779999,1870900,54.989197
"2012-09-17",66.57,67.099998,66.419998,66.620003,1087300,54.85746
"2012-09-18",66.580002,66.849998,66.410004,66.650002,997200,54.882156
"2012-09-19",66.550003,66.75,66,66.510002,1019200,54.766872
"2012-09-20",66.139999,66.379997,65.849998,66.279999,1182100,54.577488
"2012-09-21",66.480003,66.830002,66.050003,66.150002,4062100,54.470444
"2012-09-24",65.720001,66.459999,65.239998,66.370003,1105300,54.651596
"2012-09-25",66.5,66.93,66.169998,66.470001,2257700,54.73394
"2012-09-26",66.589996,67.190002,66.529999,66.610001,1671100,54.84922
"2012-09-27",66.769997,66.889999,66.110001,66.459999,1234100,54.725704
"2012-09-28",66.110001,66.470001,65.669998,66.120003,1719800,54.44574
"2012-10-01",66.029999,67.699997,66,67.419998,2114300,55.516197
"2012-10-02",67.449997,67.739998,66.93,67.300003,1405400,55.417404
"2012-10-03",67.169998,67.169998,66.309998,66.459999,910600,55.143578
"2012-10-04",66.739998,67.269997,66.650002,66.82,940800,55.44228
"2012-10-05",67.18,67.879997,67.110001,67.290001,1145100,55.832256
"2012-10-08",67,67.059998,66.410004,66.449997,1037000,55.135296
"2012-10-09",66.519997,66.889999,65.940002,65.940002,978600,54.712128
"2012-10-10",65.919998,66.059998,65.059998,65.160004,1331600,54.064945
"2012-10-11",65.57,66.040001,65.529999,65.589996,902000,54.421711
"2012-10-12",65.830002,66.639999,65.779999,66.099998,920800,54.844875
"2012-10-15",66.25,66.360001,65.900002,66.160004,966800,54.894653
"2012-10-16",66.540001,67.379997,66.339996,67.220001,1010700,55.77417
"2012-10-17",67.410004,67.910004,66.910004,67.660004,1023000,56.139248
"2012-10-18",67.510002,68.730003,67.269997,68.580002,1486800,56.902607
"2012-10-19",68.260002,68.349998,67.059998,67.169998,1747400,55.732681
"2012-10-22",67.099998,67.68,66.540001,67.150002,1062600,55.716103
"2012-10-23",66.389999,66.480003,65.029999,66.209999,2029800,54.936153
"2012-10-24",65.580002,68.75,65.480003,67.790001,2983600,56.247116
"2012-10-25",68.230003,68.559998,66.959999,67.610001,1544500,56.097771
"2012-10-26",67.559998,67.68,66.75,67.32,1599900,55.857151
"2012-10-31",67.790001,68.5,67.519997,68.080002,1631000,56.487751
"2012-11-01",68.290001,69.739998,68.019997,69.419998,2200600,57.599564
"2012-11-02",69.739998,69.879997,68.650002,68.809998,1866900,57.093433
"2012-11-05",68.809998,68.809998,67.970001,68.370003,1679900,56.728367
"2012-11-06",68.599998,69.949997,68.300003,69.260002,1635500,57.466827
"2012-11-07",68.07,68.099998,65.769997,66.589996,3075200,55.251446
"2012-11-08",66.449997,66.580002,64.139999,64.330002,3382900,53.37627
"2012-11-09",64.309998,65.160004,64.139999,64.449997,2200900,53.475838
"2012-11-12",64.480003,64.559998,63.869999,64.18,1416800,53.251804
"2012-11-13",63.650002,64.639999,63.599998,63.75,1376100,52.895031
"2012-11-14",63.919998,63.939999,62.02,62.200001,1964600,51.608959
"2012-11-15",62.099998,62.549999,61.84,62.139999,1705500,51.559166
"2012-11-16",62.18,62.59,61.700001,62.130001,2340400,51.550873
"2012-11-19",62.810001,63.91,62.639999,63.91,2273800,53.027786
"2012-11-20",63.830002,63.849998,63.119999,63.75,1833100,52.895031
"2012-11-21",63.799999,64.57,63.59,64.360001,1005500,53.401173
"2012-11-23",64.589996,65.410004,64.339996,65.410004,553500,54.272369
"2012-11-26",65,65.190002,64.639999,65.059998,1392600,53.981968
"2012-11-27",64.970001,65.5,64.730003,64.959999,1668800,53.898987
"2012-11-28",64.480003,65.720001,64.410004,65.709999,1435200,54.521278
"2012-11-29",66,66.610001,65.5,66.529999,1946900,55.201672
"2012-11-30",66.5,66.610001,66.099998,66.5,1935000,55.176769
"2012-12-03",66.779999,66.980003,65.290001,65.690002,1151700,54.504704
"2012-12-04",65.68,66.519997,65.580002,66.440002,1535900,55.126987
"2012-12-05",66.449997,67.150002,65.739998,66.879997,1760400,55.492058
"2012-12-06",66.800003,66.849998,65.870003,66.699997,1530600,55.34272
"2012-12-07",67.080002,67.220001,66.400002,67.190002,1174400,55.749283
"2012-12-10",67.190002,68.300003,66.910004,68.25,1713700,56.628788
"2012-12-11",68.5,69.199997,68.300003,68.970001,1864600,57.226185
"2012-12-12",69.129997,69.57,68.790001,68.900002,1646700,57.168106
"2012-12-13",68.900002,68.989998,67.900002,68,1861400,56.421368
"2012-12-14",67.660004,67.970001,67.360001,67.489998,1445200,56.42136
"2012-12-17",67.629997,68.379997,67.5,68,1626800,56.847725
"2012-12-18",68.080002,69.050003,67.82,69.010002,1714500,57.692081
"2012-12-19",68.940002,69.769997,68.769997,69.519997,1713400,58.118423
"2012-12-20",69.610001,70.279999,69.169998,70.279999,1811000,58.753799
"2012-12-21",69.339996,70.43,69.309998,70.400002,3458400,58.854103
"2012-12-24",70.589996,70.589996,68.940002,69.470001,1096900,58.076637
"2012-12-26",69.610001,70.18,69,69.040001,1129900,57.717163
"2012-12-27",69.139999,69.470001,68.209999,69.019997,1057300,57.700443
"2012-12-28",68.419998,68.790001,67.839996,67.879997,1010100,56.747406
"2012-12-31",67.540001,69.309998,67.139999,69.269997,1581900,57.909431
"2013-01-02",70.669998,71.209999,70.239998,71.209999,2021500,59.53125
"2013-01-03",71.120003,71.75,70.589996,71.489998,1740800,59.765339
"2013-01-04",71.650002,71.660004,71,71.07,2406300,59.414223
"2013-01-07",70.779999,72.010002,70.760002,71.860001,1941700,60.07468
"2013-01-08",71.5,71.68,70.279999,70.410004,1734900,58.862461
"2013-01-09",70.529999,70.959999,70.209999,70.68,1404400,59.088184
"2013-01-10",71.029999,71.650002,70.919998,71.650002,1176700,59.899109
"2013-01-11",71.93,71.93,70.739998,70.739998,1588100,59.138348
"2013-01-14",70.599998,70.82,70.139999,70.349998,2036300,58.812294
"2013-01-15",70.18,70.760002,69.910004,70.580002,1488000,59.004585
"2013-01-16",70.610001,70.790001,69.510002,69.800003,1966900,58.352524
"2013-01-17",70.089996,71.199997,69.610001,71.019997,2186800,59.372417
