"dates","WST.Open","WST.High","WST.Low","WST.Close","WST.Volume","WST.Adjusted"
"2011-08-15",20.610001,20.945,20.610001,20.865,307200,19.31674
"2011-08-16",20.67,20.74,20.26,20.385,421400,18.872356
"2011-08-17",20.495001,20.629999,19.985001,20.17,297400,18.673309
"2011-08-18",19.584999,19.690001,19.035,19.299999,519000,17.867872
"2011-08-19",18.879999,19.655001,18.879999,19.205,271600,17.779922
"2011-08-22",19.715,19.75,19.115,19.315001,192200,17.881752
"2011-08-23",19.35,20.055,19.025,19.879999,606400,18.404831
"2011-08-24",19.91,20.184999,19.59,19.875,596800,18.400198
"2011-08-25",19.995001,20.195,19.4,19.514999,334000,18.06691
"2011-08-26",19.41,19.834999,19.139999,19.674999,308800,18.21504
"2011-08-29",19.780001,20.445,19.780001,20.225,571400,18.724226
"2011-08-30",20.110001,20.254999,19.889999,19.98,453800,18.497408
"2011-08-31",20.065001,20.209999,19.875,20.059999,469800,18.571472
"2011-09-01",20.035,20.49,19.860001,19.975,489200,18.492779
"2011-09-02",19.57,19.860001,19.065001,19.105,299600,17.68734
"2011-09-06",18.57,19.190001,18.514999,19.120001,414800,17.701223
"2011-09-07",19.35,19.790001,19.305,19.790001,316600,18.321505
"2011-09-08",19.645,19.74,19.190001,19.225,297000,17.798431
"2011-09-09",19.055,19.125,18.559999,18.889999,592400,17.488285
"2011-09-12",18.695,19.094999,18.67,19.08,403400,17.66419
"2011-09-13",19.115,19.475,19.02,19.42,264000,17.978962
"2011-09-14",19.535,20.24,19.280001,19.955,389000,18.474264
"2011-09-15",20.07,20.07,19.645,20.014999,257200,18.52981
"2011-09-16",20.01,20.190001,19.91,20.035,335200,18.548323
"2011-09-19",19.73,19.865,19.5,19.68,188800,18.219671
"2011-09-20",19.745001,20.084999,19.465,19.549999,320800,18.099318
"2011-09-21",19.559999,19.6,19.01,19.035,406000,17.62253
"2011-09-22",18.51,18.875,18.450001,18.610001,411200,17.229071
"2011-09-23",18.594999,18.98,18.549999,18.815001,207200,17.41885
"2011-09-26",18.93,19.035,18.615,18.995001,208800,17.585499
"2011-09-27",19.280001,19.605,19.165001,19.344999,447800,17.909527
"2011-09-28",19.375,19.375,18.440001,18.455,352000,17.085567
"2011-09-29",18.76,18.85,18.434999,18.790001,262400,17.395714
"2011-09-30",18.549999,18.959999,18.52,18.549999,374000,17.173525
"2011-10-03",18.43,18.705,17.785,17.870001,535200,16.543976
"2011-10-04",17.75,18.799999,17.75,18.77,521800,17.377195
"2011-10-05",18.775,19.200001,18.555,19.025,470400,17.613268
"2011-10-06",18.959999,19.025,18.665001,18.905001,432000,17.502176
"2011-10-07",18.93,18.93,18.4,18.514999,513400,17.141123
"2011-10-10",18.82,19.07,18.735001,19.055,905600,17.641048
"2011-10-11",18.950001,19.135,18.83,18.945,298400,17.539207
"2011-10-12",19.07,19.235001,19.030001,19.129999,260000,17.71048
"2011-10-13",19.075001,19.075001,18.74,18.959999,167800,17.553095
"2011-10-14",19.139999,19.325001,18.99,19.205,203000,17.779922
"2011-10-17",18.934999,19.025,18.445,18.525,364800,17.231125
"2011-10-18",18.559999,18.950001,18.43,18.805,421600,17.491566
"2011-10-19",18.834999,19.1,18.764999,18.799999,229400,17.486914
"2011-10-20",18.799999,18.855,18.434999,18.735001,263800,17.426455
"2011-10-21",18.865,19.355,18.865,19.344999,335000,17.993853
"2011-10-24",19.379999,19.879999,19.315001,19.870001,282000,18.482182
"2011-10-25",19.76,19.809999,19.254999,19.285,195200,17.938044
"2011-10-26",19.51,19.584999,19.1,19.495001,286000,18.133375
"2011-10-27",20.059999,20.635,19.780001,20.57,492800,19.133287
"2011-10-28",20.495001,20.75,20.344999,20.4,306000,18.975166
"2011-10-31",20.030001,20.135,19.424999,19.434999,472200,18.07756
"2011-11-01",18.75,19.32,17.93,18.715,689600,17.407862
"2011-11-02",18.870001,19.075001,18.799999,19.025,429200,17.696201
"2011-11-03",19.200001,19.639999,18.705,19.605,459000,18.235695
"2011-11-04",19.405001,19.52,19.225,19.375,273000,18.021759
"2011-11-07",19.32,19.535,18.995001,19.52,149400,18.156635
"2011-11-08",19.575001,19.844999,19.280001,19.805,152600,18.421728
"2011-11-09",19.504999,19.52,18.735001,18.85,402000,17.533428
"2011-11-10",19.030001,19.4,18.940001,19.24,243200,17.896177
"2011-11-11",19.43,19.645,19.385,19.59,184800,18.221735
"2011-11-14",19.514999,19.514999,19.139999,19.26,145000,17.914793
"2011-11-15",19.18,19.52,18.975,19.440001,201200,18.082218
"2011-11-16",19.245001,19.475,18.99,19.004999,212400,17.677595
"2011-11-17",19.004999,19.1,18.665001,18.825001,340600,17.510174
"2011-11-18",18.9,18.969999,18.68,18.83,152200,17.51482
"2011-11-21",18.52,18.65,18.395,18.52,208000,17.226477
"2011-11-22",18.545,18.655001,18.415001,18.465,147000,17.175318
"2011-11-23",18.305,18.35,17.875,17.955,204800,16.700935
"2011-11-25",17.959999,18.01,17.785,17.799999,108000,16.556763
"2011-11-28",18.445,18.445,18.01,18.290001,239800,17.012541
"2011-11-29",18.34,18.66,18.295,18.360001,203800,17.077656
"2011-11-30",18.940001,19.315001,18.860001,19.264999,607200,17.91943
"2011-12-01",19.165001,19.33,19.08,19.09,307800,17.756664
"2011-12-02",19.355,19.445,18.745001,18.875,167400,17.556681
"2011-12-05",19.120001,19.27,18.92,19,317600,17.672945
"2011-12-06",19,19.084999,18.879999,18.969999,197600,17.645039
"2011-12-07",18.9,19.075001,18.5,19,163600,17.672945
"2011-12-08",18.860001,18.860001,18.32,18.360001,263600,17.077656
"2011-12-09",18.445,18.790001,18.43,18.690001,373000,17.384602
"2011-12-12",18.485001,18.535,18.280001,18.504999,187400,17.212523
"2011-12-13",18.665001,18.715,18.299999,18.35,294200,17.068352
"2011-12-14",18.18,18.280001,18.045,18.105,449200,16.840458
"2011-12-15",18.275,18.334999,18.129999,18.190001,405400,16.919523
"2011-12-16",18.26,18.290001,17.940001,18.125,964600,16.859064
"2011-12-19",18.23,18.379999,17.975,18.040001,316600,16.780001
"2011-12-20",18.325001,18.465,18.264999,18.355,425000,17.072998
"2011-12-21",18.254999,18.59,18.125,18.555,172800,17.259031
"2011-12-22",18.57,18.75,18.57,18.655001,148600,17.352049
"2011-12-23",18.674999,18.775,18.59,18.775,139800,17.463657
"2011-12-27",18.67,19.049999,18.6,19.01,200400,17.682253
"2011-12-28",18.969999,18.975,18.809999,18.85,337600,17.533428
"2011-12-29",18.905001,19.030001,18.905001,18.975,166800,17.649698
"2011-12-30",18.924999,19.055,18.875,18.975,275400,17.649698
"2012-01-03",19.424999,19.555,19.045,19.075001,326600,17.742708
"2012-01-04",18.99,19.049999,18.870001,18.895,319000,17.575281
"2012-01-05",18.77,19.084999,18.674999,18.915001,144400,17.593882
"2012-01-06",18.950001,19.035,18.725,18.975,180200,17.649698
"2012-01-09",19.059999,19.125,18.865,19.014999,241600,17.686893
"2012-01-10",19.219999,19.32,19.105,19.275,164400,17.928741
"2012-01-11",19.129999,19.4,19.055,19.344999,233400,17.993853
"2012-01-12",19.334999,19.5,19.135,19.475,159200,18.114777
"2012-01-13",19.18,19.275,18.975,19.145,183600,17.890503
"2012-01-17",19.309999,19.370001,19.139999,19.245001,232400,17.98395
"2012-01-18",19.264999,19.58,19.165001,19.58,235800,18.296993
"2012-01-19",19.6,19.885,19.485001,19.84,141600,18.539963
"2012-01-20",19.834999,19.959999,19.795,19.940001,147600,18.633404
"2012-01-23",19.85,20,19.85,19.905001,149200,18.600704
"2012-01-24",19.83,20.07,19.799999,19.985001,188200,18.675453
"2012-01-25",19.965,20.389999,19.965,20.355,148200,19.02121
"2012-01-26",20.32,20.395,20.145,20.235001,263800,18.909079
"2012-01-27",20.125,20.379999,20.09,20.295,298400,18.965149
"2012-01-30",20.139999,20.26,20.045,20.190001,152200,18.86702
"2012-01-31",20.299999,20.299999,20.120001,20.24,228400,18.913752
"2012-02-01",20.360001,20.799999,20.254999,20.745001,333800,19.385658
"2012-02-02",20.745001,20.815001,20.665001,20.76,249200,19.399677
"2012-02-03",21.02,21.215,20.969999,21.15,300800,19.76412
"2012-02-06",21.01,21.075001,20.77,20.855,183000,19.488447
"2012-02-07",20.85,20.915001,20.615,20.735001,183200,19.376316
"2012-02-08",20.75,20.934999,20.665001,20.825001,182600,19.460417
"2012-02-09",20.84,21,20.48,20.530001,153800,19.184742
"2012-02-10",20.370001,20.469999,20.25,20.334999,103200,19.002523
"2012-02-13",20.549999,20.635,20.334999,20.51,169200,19.166052
"2012-02-14",20.389999,20.559999,20.295,20.559999,127200,19.212786
"2012-02-15",20.629999,20.655001,20.424999,20.605,251000,19.254833
"2012-02-16",20.735001,21.35,20.6,21.34,234600,19.941664
"2012-02-17",21.34,21.48,21.24,21.334999,147600,19.936991
"2012-02-21",21.295,21.5,21.125,21.219999,146200,19.829536
"2012-02-22",21.18,21.34,21.155001,21.27,177200,19.876259
"2012-02-23",21.264999,21.440001,21.254999,21.4,240800,19.99774
"2012-02-24",21.405001,21.455,21.205,21.24,155600,19.848223
"2012-02-27",21.035,21.26,20.73,21.139999,181200,19.754772
"2012-02-28",21.145,21.215,20.865,21,166000,19.623951
"2012-02-29",21,21.155001,20.790001,20.799999,266000,19.43705
"2012-03-01",20.799999,21.200001,20.799999,20.915001,284000,19.544525
"2012-03-02",20.83,20.834999,20.24,20.360001,409800,19.025881
"2012-03-05",20.225,20.875,20.225,20.334999,305400,19.002523
"2012-03-06",20.139999,20.264999,19.84,19.959999,572600,18.652096
"2012-03-07",20.025,20.110001,19.870001,20.1,170200,18.782927
"2012-03-08",20.205,20.334999,19.985001,20.275,136000,18.946449
"2012-03-09",20.254999,20.870001,20.235001,20.559999,323600,19.212786
"2012-03-12",20.540001,20.665001,20.315001,20.370001,113800,19.035229
"2012-03-13",20.549999,20.92,20.445,20.915001,278400,19.544525
"2012-03-14",20.84,20.945,20.584999,20.639999,161600,19.287539
"2012-03-15",20.635,20.84,20.504999,20.775,134200,19.413692
"2012-03-16",20.754999,20.93,20.695,20.745001,268400,19.385658
"2012-03-19",20.719999,20.99,20.625,20.934999,197200,19.56321
"2012-03-20",20.780001,20.924999,20.735001,20.82,134800,19.45574
"2012-03-21",20.895,20.895,20.59,20.73,152400,19.371639
"2012-03-22",20.52,20.645,20.42,20.639999,266600,19.287539
"2012-03-23",20.58,20.815001,20.545,20.805,177800,19.441727
"2012-03-26",21.045,21.389999,20.975,21.389999,231400,19.98839
"2012-03-27",21.434999,21.495001,21.325001,21.34,141800,19.941664
"2012-03-28",21.305,21.445,21.200001,21.34,150400,19.941664
"2012-03-29",21.155001,21.43,21.125,21.389999,187800,19.98839
"2012-03-30",21.504999,21.504999,21.245001,21.264999,159000,19.87158
"2012-04-02",21.209999,21.475,21.094999,21.465,193400,20.058475
"2012-04-03",21.48,21.535,21.215,21.33,151400,19.932325
"2012-04-04",21.1,21.125,20.725,20.785,320200,19.423033
"2012-04-05",20.74,20.74,20.450001,20.625,193600,19.273514
"2012-04-09",20.25,20.375,20.165001,20.174999,153000,18.85301
"2012-04-10",20.135,20.26,19.775,19.889999,278200,18.586681
"2012-04-11",20.09,20.09,19.834999,20.035,239600,18.722183
"2012-04-12",20.01,20.334999,20.01,20.245001,137400,18.918425
"2012-04-13",20.145,20.215,19.795,19.825001,176600,18.52594
"2012-04-16",19.855,20.035,19.65,19.965,158800,18.741852
"2012-04-17",21,22.775,21,22.525,1181200,21.145016
"2012-04-18",22.25,22.25,21.684999,21.695,324800,20.365858
"2012-04-19",21.655001,21.690001,21.360001,21.405001,519800,20.09363
"2012-04-20",21.639999,21.639999,21.375,21.440001,752600,20.126486
"2012-04-23",21.209999,21.424999,20.959999,21.02,327200,19.732216
"2012-04-24",21,21.309999,20.945,21.125,311000,19.830782
"2012-04-25",21.395,21.635,21.360001,21.459999,262600,20.145252
"2012-04-26",21.610001,21.77,21.225,21.77,279600,20.436268
"2012-04-27",21.785,22.309999,21.700001,22.190001,226000,20.830532
"2012-04-30",22.209999,22.52,22.209999,22.450001,226000,21.074606
"2012-05-01",22.445,22.735001,22.245001,22.365,453400,20.99481
"2012-05-02",22.16,22.405001,22.004999,22.4,266000,21.027668
"2012-05-03",22.275,22.33,22.07,22.129999,241800,20.774212
"2012-05-04",21.985001,22.065001,21.485001,21.495001,246600,20.178116
"2012-05-07",21.405001,21.860001,21.34,21.834999,226000,20.497282
"2012-05-08",21.629999,22.145,21.514999,22.115,387600,20.760128
"2012-05-09",21.855,22.15,21.780001,22.059999,346000,20.708504
"2012-05-10",22.225,22.32,22.055,22.135,265200,20.778908
"2012-05-11",21.915001,22.209999,21.915001,22.065001,350000,20.713194
"2012-05-14",21.815001,22.225,21.815001,22.139999,349800,20.7836
"2012-05-15",22.105,22.639999,22.105,22.594999,416000,21.210722
"2012-05-16",22.690001,22.799999,22.51,22.695,513000,21.304596
"2012-05-17",22.700001,22.9,22.625,22.805,635600,21.40786
"2012-05-18",22.77,22.799999,21.98,22.379999,966400,21.008896
"2012-05-21",22.465,23.1,22.455,22.995001,486600,21.586222
"2012-05-22",22.975,23.174999,22.639999,22.83,448000,21.431334
"2012-05-23",22.610001,23.045,22.610001,23.014999,478000,21.604992
"2012-05-24",22.99,23.639999,22.99,23.49,487600,22.050894
"2012-05-25",23.434999,23.52,23.295,23.504999,467400,22.064974
"2012-05-29",23.75,24.195,23.75,24.025,413800,22.553118
"2012-05-30",23.82,24.110001,23.745001,23.924999,626200,22.45924
"2012-05-31",23.995001,24.045,23.795,23.9,601600,22.435772
"2012-06-01",23.4,23.895,23.375,23.695,461400,22.243332
"2012-06-04",23.745001,23.795,23.440001,23.725,449800,22.271498
"2012-06-05",23.615,24.139999,23.610001,24.030001,282000,22.557808
"2012-06-06",24.195,24.24,23.99,24.209999,264400,22.726782
"2012-06-07",24.450001,24.495001,24.205,24.215,311200,22.73148
"2012-06-08",24.139999,24.190001,23.99,24.045,361000,22.571896
"2012-06-11",24.285,24.285,23.85,23.85,294800,22.388838
"2012-06-12",23.995001,24.24,23.879999,24.190001,443200,22.708002
"2012-06-13",24.195,24.940001,24.190001,24.700001,454000,23.186758
"2012-06-14",24.754999,24.875,24.424999,24.635,229200,23.125744
"2012-06-15",24.629999,24.775,24.584999,24.690001,459400,23.177368
"2012-06-18",24.575001,24.83,24.49,24.639999,373800,23.130436
"2012-06-19",24.77,25.110001,24.635,24.93,664000,23.40267
"2012-06-20",24.975,25,24.83,24.85,257800,23.327572
"2012-06-21",24.945,24.99,24.395,24.52,504600,23.017788
"2012-06-22",24.58,24.58,24.35,24.48,681200,22.980242
"2012-06-25",24.209999,24.48,24.110001,24.275,337800,22.787796
"2012-06-26",24.325001,24.41,24.17,24.245001,301800,22.759638
"2012-06-27",24.27,24.635,24.105,24.615,177800,23.106964
"2012-06-28",24.540001,24.705,24.264999,24.690001,163000,23.177368
"2012-06-29",25.094999,25.245001,24.885,25.245001,552600,23.698381
"2012-07-02",25.27,25.514999,25.135,25.485001,300400,23.923668
"2012-07-03",25.195,25.52,25.195,25.49,201200,23.928366
"2012-07-05",25.495001,25.525,25.195,25.225,226400,23.679596
"2012-07-06",25.02,25.145,24.879999,25.094999,171600,23.557562
"2012-07-09",24.940001,25.285,24.940001,25.215,255800,23.67021
"2012-07-10",25.35,25.48,25.334999,25.360001,391600,23.806324
"2012-07-11",25.375,25.645,25.375,25.559999,327200,23.994076
"2012-07-12",25.475,25.514999,25.135,25.195,394200,23.651428
"2012-07-13",25.35,25.905001,25.25,25.82,377200,24.23814
"2012-07-16",25.639999,25.67,25.379999,25.469999,182400,23.993217
"2012-07-17",25.594999,25.65,25.209999,25.58,184000,24.096846
"2012-07-18",25.504999,25.905001,25.434999,25.625,200400,24.139231
"2012-07-19",25.625,25.68,25.305,25.385,110800,23.913147
"2012-07-20",25.17,25.209999,24.950001,25.084999,299800,23.630537
"2012-07-23",24.735001,25.120001,24.674999,24.99,308000,23.54105
"2012-07-24",25.025,25.184999,24.995001,25.145,313000,23.687069
"2012-07-25",25.315001,25.455,25.15,25.355,214400,23.884892
"2012-07-26",25.639999,25.73,24.985001,25.045,394400,23.592855
"2012-07-27",25.08,25.475,24.895,25.355,242200,23.884892
"2012-07-30",25.254999,25.42,25.07,25.209999,188600,23.748297
"2012-07-31",25.08,25.23,24.885,24.889999,230600,23.44685
"2012-08-01",25.004999,25.004999,24.264999,24.264999,307000,22.858086
"2012-08-02",24.219999,24.5,23.889999,24.049999,393600,22.655554
"2012-08-03",24.450001,25.23,24.450001,24.895,319000,23.451561
"2012-08-06",24.865,24.950001,24.65,24.780001,188400,23.343229
"2012-08-07",24.93,24.940001,24.57,24.58,389600,23.154818
"2012-08-08",24.434999,24.51,24.309999,24.34,366200,22.92874
"2012-08-09",24.200001,24.315001,24,24.059999,290000,22.664978
"2012-08-10",24.030001,24.115,23.780001,23.995001,264800,22.603748
"2012-08-13",23.915001,24.035,23.584999,23.905001,313600,22.518961
"2012-08-14",24.025,24.105,23.504999,23.610001,503400,22.24107
"2012-08-15",23.514999,23.855,23.434999,23.844999,551600,22.46244
"2012-08-16",23.875,23.945,23.58,23.91,365600,22.52367
"2012-08-17",23.924999,24.48,23.924999,24.415001,336800,22.99939
"2012-08-20",24.33,24.33,23.98,24.08,217400,22.683809
"2012-08-21",24.15,24.379999,23.950001,24.014999,140600,22.622585
"2012-08-22",23.959999,24.040001,23.82,23.98,118000,22.589613
"2012-08-23",23.940001,23.940001,23.65,23.82,111800,22.438889
"2012-08-24",23.705,23.940001,23.684999,23.860001,172400,22.47657
"2012-08-27",23.855,23.950001,23.584999,23.695,110400,22.321135
"2012-08-28",23.684999,23.934999,23.559999,23.889999,172800,22.504837
"2012-08-29",23.92,24.049999,23.809999,23.950001,149600,22.561352
"2012-08-30",23.815001,23.815001,23.540001,23.705,94800,22.330555
"2012-08-31",23.895,23.895,23.48,23.674999,143000,22.302292
"2012-09-04",23.725,24.084999,23.514999,23.99,266400,22.599031
"2012-09-05",23.965,24.01,23.844999,23.915001,132400,22.528381
"2012-09-06",24.004999,24.025,23.92,23.969999,379000,22.580198
"2012-09-07",24.09,24.125,23.91,24,161200,22.608454
"2012-09-10",23.969999,24.08,23.879999,23.975,194000,22.584909
"2012-09-11",24.049999,24.059999,23.92,24,239000,22.608454
"2012-09-12",24.035,24.155001,23.915001,24.004999,452600,22.613161
"2012-09-13",23.985001,24.58,23.959999,24.514999,340800,23.093588
"2012-09-14",24.610001,24.924999,24.379999,24.705,242200,23.272577
"2012-09-17",24.59,24.915001,24.59,24.905001,223800,23.460981
"2012-09-18",24.870001,25.075001,24.790001,25.065001,169800,23.611706
"2012-09-19",25.059999,25.23,24.985001,25.165001,173400,23.705908
"2012-09-20",25.094999,25.32,25.004999,25.275,148800,23.80953
"2012-09-21",25.540001,25.799999,25.52,25.700001,361000,24.209883
"2012-09-24",25.629999,26.115,25.525,26.065001,407200,24.553722
"2012-09-25",26,26.48,25.945,26.040001,401800,24.530172
"2012-09-26",26.110001,26.309999,25.98,26.165001,605000,24.647926
"2012-09-27",26.205,26.74,26.115,26.73,407200,25.180164
"2012-09-28",26.575001,26.684999,26.315001,26.535,243400,24.996469
"2012-10-01",26.59,27.299999,26.549999,27.049999,643400,25.481611
"2012-10-02",27.17,27.25,26.965,27.075001,299200,25.505163
"2012-10-03",27.075001,27.084999,26.940001,26.995001,385800,25.429802
"2012-10-04",27.08,27.105,26.82,27.01,264000,25.44393
"2012-10-05",27.09,27.325001,26.809999,26.865,180600,25.307335
"2012-10-08",26.790001,26.93,26.67,26.895,200600,25.3356
"2012-10-09",26.834999,26.895,26.450001,26.52,357800,24.982346
"2012-10-10",26.58,26.665001,26.424999,26.530001,222200,24.991764
"2012-10-11",26.705,26.76,26.434999,26.48,300200,24.944658
"2012-10-12",26.535,26.535,26.205,26.32,237400,24.793941
"2012-10-15",26.32,26.655001,26.15,26.58,269000,25.038858
"2012-10-16",26.725,27.004999,26.559999,27.004999,261400,25.439213
"2012-10-17",27,27.120001,26.700001,26.93,348400,25.368568
"2012-10-18",26.855,26.905001,26.565001,26.825001,162400,25.269659
"2012-10-19",26.825001,26.965,26.584999,26.84,303800,25.283785
"2012-10-22",26.844999,26.865,26.530001,26.860001,192800,25.392509
"2012-10-23",26.719999,26.945,26.514999,26.809999,198800,25.345236
"2012-10-24",26.985001,27.01,26.495001,26.549999,249600,25.099442
"2012-10-25",26.76,26.889999,26.459999,26.705,127000,25.245972
"2012-10-26",26.775,26.809999,26.395,26.705,95000,25.245972
"2012-10-31",26.74,27.030001,26.455,26.934999,204800,25.463408
"2012-11-01",27.040001,27.125,26.424999,26.75,243000,25.288515
"2012-11-02",27.055,27.055,26.325001,26.33,231000,24.89146
"2012-11-05",26.415001,27.219999,26.325001,26.93,304800,25.458677
"2012-11-06",26.975,27.290001,26.934999,27.059999,272600,25.581573
"2012-11-07",26.815001,27.43,26.16,26.575001,262600,25.123075
"2012-11-08",26.465,27.07,26.450001,26.84,280200,25.373596
"2012-11-09",26.709999,27.4,26.709999,26.74,273600,25.27906
"2012-11-12",26.485001,26.879999,26.445,26.790001,158000,25.32633
"2012-11-13",26.754999,27.075001,26.43,26.465,228800,25.019085
"2012-11-14",26.48,26.48,25.754999,25.790001,211800,24.380968
"2012-11-15",25.75,25.85,25.25,25.700001,210800,24.295881
"2012-11-16",25.605,25.795,25.34,25.525,373200,24.130449
"2012-11-19",25.754999,25.83,25.52,25.83,306400,24.418783
"2012-11-20",25.715,26.27,25.59,26.27,222000,24.834736
"2012-11-21",26.17,26.469999,26.09,26.459999,177800,25.014355
"2012-11-23",26.495001,26.855,26.495001,26.84,99800,25.373596
"2012-11-26",26.815001,27.280001,26.809999,27.264999,247000,25.775375
"2012-11-27",27.215,27.33,26.945,26.945,184600,25.472857
"2012-11-28",26.809999,27.07,26.635,26.940001,187600,25.468136
"2012-11-29",27.15,27.495001,27.025,27.139999,270800,25.657209
"2012-11-30",27.225,27.299999,26.77,27.014999,376600,25.53903
"2012-12-03",27.155001,27.190001,26.605,26.77,211200,25.307421
"2012-12-04",26.635,27.215,26.635,27.190001,195200,25.704479
"2012-12-05",27.245001,27.594999,27.094999,27.495001,367200,25.992807
"2012-12-06",27.465,27.615,27.305,27.334999,223600,25.841555
"2012-12-07",27.495001,27.514999,27.295,27.355,147200,25.860458
"2012-12-10",27.360001,27.540001,27.209999,27.48,165800,25.978634
"2012-12-11",27.584999,27.955,27.530001,27.865,177400,26.34259
"2012-12-12",27.995001,28.01,27.559999,27.700001,192600,26.186613
"2012-12-13",27.715,27.77,27.4,27.455,144200,25.955
"2012-12-14",27.35,27.709999,27.07,27.434999,358400,25.936085
"2012-12-17",27.565001,27.705,27.48,27.57,292600,26.063715
"2012-12-18",27.5,27.565001,27.334999,27.4,276600,25.903002
"2012-12-19",27.34,27.43,27.075001,27.129999,240000,25.647753
"2012-12-20",27.129999,27.540001,26.93,27.434999,347400,25.936085
"2012-12-21",27.365,27.41,26.985001,27.135,549400,25.652475
"2012-12-24",27.045,27.145,26.865,27.059999,171600,25.581573
"2012-12-26",27.110001,27.215,26.795,26.865,148800,25.397228
"2012-12-27",26.815001,27.174999,26.754999,27.145,243800,25.661936
"2012-12-28",27.02,27.355,26.950001,27.055,122200,25.576853
"2012-12-31",27.09,27.485001,26.764999,27.375,217600,25.879372
"2013-01-02",27.83,27.955,27.365,27.615,427600,26.106251
"2013-01-03",27.629999,27.809999,27.450001,27.715,289400,26.200792
"2013-01-04",27.865,28.16,27.719999,27.809999,210000,26.290596
"2013-01-07",27.645,27.955,27.43,27.639999,349600,26.12989
"2013-01-08",27.66,27.754999,27.365,27.57,282800,26.063715
"2013-01-09",27.535,27.805,27.49,27.655001,533800,26.144068
"2013-01-10",27.74,27.74,27.475,27.58,313600,26.073168
"2013-01-11",27.645,27.645,27.43,27.549999,410600,26.044807
"2013-01-14",27.465,27.58,27.35,27.525,433000,26.021166
"2013-01-15",27.42,27.5,27.379999,27.49,331200,25.988081
"2013-01-16",27.395,27.495001,27.34,27.4,954200,25.903002
"2013-01-17",27.5,27.695,27.395,27.445,856800,25.945541
"2013-01-18",27.379999,27.645,27.305,27.620001,762200,26.201681
"2013-01-22",27.545,27.995001,27.504999,27.995001,980800,26.557426
"2013-01-23",27.99,27.99,27.834999,27.985001,507200,26.547935
"2013-01-24",28,29.18,27.924999,29.165001,996400,27.667345
"2013-01-25",29.264999,29.51,29.110001,29.405001,339800,27.895018
"2013-01-28",29.35,29.785,29.35,29.674999,369200,28.15115
"2013-01-29",29.74,29.965,29.625,29.905001,403000,28.369341
"2013-01-30",29.885,30.01,29.615,29.690001,347000,28.16538
"2013-01-31",29.764999,29.865,29.549999,29.605,599200,28.084745
"2013-02-01",29.655001,29.99,29.535,29.9,200600,28.364601
"2013-02-04",29.684999,29.965,29.4,29.68,221000,28.155891
"2013-02-05",29.745001,29.959999,29.620001,29.844999,167000,28.312416
"2013-02-06",29.764999,29.969999,29.725,29.955,172600,28.416765
"2013-02-07",29.885,30,29.795,29.91,227600,28.374084
"2013-02-08",29.924999,29.93,29.790001,29.865,232000,28.331394
"2013-02-11",29.825001,29.969999,29.76,29.815001,245200,28.283962
"2013-02-12",29.865,30,29.795,29.955,140400,28.416765
"2013-02-13",29.924999,30,29.745001,29.805,176200,28.274471
"2013-02-14",29.799999,30.065001,29.799999,29.85,115800,28.317165
"2013-02-15",29.940001,29.969999,29.525,29.565001,222600,28.046801
"2013-02-19",29.575001,29.73,29.395,29.555,362000,28.037315
"2013-02-20",29.530001,29.969999,29.215,29.389999,407600,27.880785
"2013-02-21",29.594999,30.15,28.785,30.030001,412800,28.487921
"2013-02-22",30.26,30.495001,30.219999,30.35,602600,28.791492
"2013-02-25",30.355,30.465,30.035,30.049999,339400,28.506895
"2013-02-26",30.139999,30.375,30.01,30.105,270400,28.559071
"2013-02-27",30.1,30.43,30.025,30.26,298200,28.706112
"2013-02-28",30.309999,30.424999,30.110001,30.209999,348800,28.658676
"2013-03-01",30.049999,30.455,29.969999,30.43,516000,28.867378
"2013-03-04",30.32,30.469999,30.184999,30.43,227800,28.867378
"2013-03-05",30.5,30.645,30.264999,30.33,244400,28.772518
"2013-03-06",30.41,30.57,30.360001,30.525,291600,28.957502
"2013-03-07",30.620001,30.620001,30.049999,30.385,321400,28.824694
"2013-03-08",30.610001,30.91,30.450001,30.889999,414600,29.303762
"2013-03-11",30.735001,31.01,30.735001,30.9,123800,29.313248
"2013-03-12",30.764999,31.059999,30.764999,31.055,135600,29.460285
"2013-03-13",31.025,31.219999,30.950001,31.165001,115800,29.564638
"2013-03-14",31.174999,31.610001,31.120001,31.584999,212200,29.963068
"2013-03-15",31.65,31.795,31.475,31.745001,379400,30.114859
"2013-03-18",31.52,31.584999,31.334999,31.434999,125800,29.82077
"2013-03-19",31.504999,31.75,31.355,31.57,123200,29.948839
"2013-03-20",31.695,32.035,31.695,31.879999,159600,30.242918
"2013-03-21",31.77,32.110001,31.74,31.870001,161600,30.233437
"2013-03-22",31.860001,32.255001,31.77,32.145,229400,30.494312
"2013-03-25",32.139999,32.345001,31.77,31.940001,194400,30.299843
"2013-03-26",31.945,32.189999,31.9,32.189999,150600,30.537004
"2013-03-27",32.060001,32.185001,31.775,32.185001,97600,30.532259
"2013-03-28",32.275002,32.735001,32.095001,32.470001,314800,30.802629
"2013-04-01",32.494999,32.57,31.370001,31.665001,289200,30.038961
"2013-04-02",31.705,31.965,31.584999,31.665001,157000,30.038961
"2013-04-03",31.735001,31.735001,31.014999,31.125,201000,29.526693
"2013-04-04",31.200001,31.450001,31.059999,31.440001,217000,29.82552
"2013-04-05",31,31.235001,31,31.139999,199800,29.540924
"2013-04-08",31.200001,31.254999,31.055,31.200001,132800,29.597841
