"dates","WST.Open","WST.High","WST.Low","WST.Close","WST.Volume","WST.Adjusted"
"2010-01-04",19.780001,19.860001,19.655001,19.735001,232800,17.751482
"2010-01-05",19.76,19.76,19.379999,19.485001,245800,17.526613
"2010-01-06",19.434999,19.52,19.209999,19.295,272800,17.355709
"2010-01-07",19.290001,19.385,19.075001,19.355,130600,17.40967
"2010-01-08",19.23,19.440001,19.23,19.35,146200,17.405172
"2010-01-11",19.455,19.455,19.145,19.264999,282600,17.328722
"2010-01-12",19.18,19.285,19.115,19.195,203400,17.265762
"2010-01-13",19.209999,19.34,19.025,19.24,341000,17.30624
"2010-01-14",19.17,19.315001,19.094999,19.26,280000,17.324224
"2010-01-15",19.17,19.25,18.785,19.084999,295800,17.238415
"2010-01-19",19.18,19.48,19.135,19.41,217800,17.531971
"2010-01-20",19.309999,19.42,19.02,19.23,225800,17.369389
"2010-01-21",19.275,19.275,18.799999,18.865,223000,17.039703
"2010-01-22",18.85,18.945,18.555,18.58,129200,16.782278
"2010-01-25",18.655001,18.655001,18.280001,18.35,174400,16.574533
"2010-01-26",18.299999,18.375,18.155001,18.165001,198400,16.407431
"2010-01-27",18.030001,18.295,18,18.254999,317800,16.488724
"2010-01-28",18.285,18.285,17.870001,17.975,282400,16.235819
"2010-01-29",18.01,18.225,18,18.165001,220800,16.407431
"2010-02-01",18.195,18.195,17.92,18.110001,164000,16.357756
"2010-02-02",18.09,18.405001,18,18.344999,215400,16.570017
"2010-02-03",18.26,18.32,18.045,18.209999,198400,16.448074
"2010-02-04",18.125,18.125,17.719999,17.745001,221200,16.028072
"2010-02-05",17.77,17.965,17.535,17.950001,362600,16.213232
"2010-02-08",17.924999,17.924999,17.725,17.754999,345800,16.037104
"2010-02-09",17.969999,18.120001,17.719999,18.065001,370600,16.317104
"2010-02-10",17.965,17.975,17.665001,17.889999,166200,16.159037
"2010-02-11",17.790001,18.174999,17.610001,18.155001,221200,16.398403
"2010-02-12",18.004999,18.245001,17.959999,18.245001,260600,16.479692
"2010-02-16",18.34,18.395,18.025,18.395,117800,16.615173
"2010-02-17",18.405001,18.49,18.34,18.485001,166400,16.69648
"2010-02-18",18.5,19.59,18.495001,19.504999,534800,17.617777
"2010-02-19",19.5,19.5,19.01,19.110001,363400,17.26099
"2010-02-22",19.225,19.280001,18.985001,19.014999,264200,17.175188
"2010-02-23",19.08,19.309999,19.040001,19.245001,496800,17.382938
"2010-02-24",19.245001,19.459999,19.17,19.325001,199800,17.455194
"2010-02-25",19.135,19.575001,19.129999,19.57,304800,17.676489
"2010-02-26",19.639999,19.75,19.450001,19.475,383600,17.590681
"2010-03-01",19.594999,20.129999,19.540001,20.07,596000,18.128117
"2010-03-02",20.040001,20.355,19.965,20.27,482600,18.308767
"2010-03-03",20.365,20.405001,20.225,20.235001,204000,18.277159
"2010-03-04",20.219999,20.25,20.040001,20.245001,128400,18.286182
"2010-03-05",20.32,20.459999,20.195,20.434999,194400,18.45779
"2010-03-08",20.370001,20.485001,20.254999,20.285,109200,18.322311
"2010-03-09",20.18,20.4,20.145,20.365,139400,18.394566
"2010-03-10",20.305,20.48,20.24,20.475,226200,18.493925
"2010-03-11",20.33,20.475,20.295,20.325001,181800,18.358446
"2010-03-12",20.440001,20.450001,20.139999,20.344999,188200,18.376503
"2010-03-15",20.375,20.625,20.370001,20.625,240200,18.62941
"2010-03-16",20.635,20.895,20.525,20.875,305600,18.855221
"2010-03-17",20.9,21.120001,20.77,20.985001,249800,18.954582
"2010-03-18",20.92,21.1,20.895,20.934999,129200,18.909414
"2010-03-19",20.99,21.15,20.76,20.99,439800,18.959095
"2010-03-22",20.844999,21.35,20.844999,21.34,200200,19.275238
"2010-03-23",21.41,21.645,21.215,21.629999,221200,19.537174
"2010-03-24",21.6,21.605,20.915001,20.915001,268600,18.891356
"2010-03-25",21.115,21.115,20.725,20.745001,210600,18.737799
"2010-03-26",20.84,20.879999,20.59,20.77,186200,18.760393
"2010-03-29",20.76,20.955,20.76,20.905001,101000,18.882322
"2010-03-30",20.98,21.045,20.780001,21.030001,181000,18.995232
"2010-03-31",20.905001,21.205,20.895,20.975,302200,18.945545
"2010-04-01",21.105,21.165001,20.879999,21.1,298600,19.058453
"2010-04-05",21.105,21.235001,21.02,21.165001,216200,19.117161
"2010-04-06",21.040001,21.344999,20.995001,21.254999,163200,19.19845
"2010-04-07",21.33,21.424999,21.165001,21.344999,199000,19.279747
"2010-04-08",21.365,21.469999,21.075001,21.275,301000,19.216518
"2010-04-09",21.280001,21.34,21.040001,21.305,253000,19.243618
"2010-04-12",21.295,21.475,21.184999,21.405001,193800,19.333939
"2010-04-13",21.35,21.4,21.225,21.309999,409600,19.248137
"2010-04-14",21.35,21.870001,21.25,21.83,359800,19.717821
"2010-04-15",21.75,22.030001,21.719999,22.030001,250000,19.89847
"2010-04-16",22.014999,22.190001,21.625,21.735001,291400,19.632015
"2010-04-19",21.645,21.76,21.43,21.73,264200,19.700001
"2010-04-20",21.754999,22.290001,21.754999,22.285,217000,20.203161
"2010-04-21",22.24,22.42,21.9,22.16,581600,20.089838
"2010-04-22",21.915001,21.975,21.34,21.385,629600,19.387243
"2010-04-23",21.434999,21.465,21.209999,21.23,665800,19.246719
"2010-04-26",21.23,21.365,20.870001,20.92,505600,18.965679
"2010-04-27",20.775,20.934999,20.5,20.700001,528600,18.766224
"2010-04-28",20.73,20.955,20.700001,20.870001,965400,18.920349
"2010-04-29",20.92,21.370001,20.92,21.334999,664600,19.341909
"2010-04-30",21.4,21.535,20.92,20.924999,410200,18.970205
"2010-05-03",21.065001,21.504999,21.02,21.35,485600,19.355503
"2010-05-04",21.139999,21.25,20.9,21.014999,393800,19.051809
"2010-05-05",20.795,21.049999,20.705,20.91,410200,18.956612
"2010-05-06",20.855,20.950001,19.575001,20.504999,1428000,18.589441
"2010-05-07",20.415001,20.584999,19.934999,20.205,619600,18.317469
"2010-05-10",20.865,21.035,20.455,20.815001,343200,18.870489
"2010-05-11",20.66,20.955,20.655001,20.775,275200,18.834223
"2010-05-12",20.799999,21.18,20.690001,21.17,250800,19.192324
"2010-05-13",21.065001,21.25,20.995001,21.094999,221600,19.124334
"2010-05-14",20.934999,20.995001,20.365,20.559999,288400,18.639305
"2010-05-17",20.645,20.915001,20.264999,20.809999,274000,18.865952
"2010-05-18",21.014999,21.1,20.745001,20.950001,509800,18.992878
"2010-05-19",20.85,20.945,20.504999,20.535,326000,18.616634
"2010-05-20",20.25,20.51,19.74,19.74,610200,17.89592
"2010-05-21",19.42,20,19.42,19.860001,842600,18.004702
"2010-05-24",19.785,19.975,19.584999,19.610001,220400,17.778055
"2010-05-25",19.235001,19.475,19.049999,19.395,387200,17.583145
"2010-05-26",19.49,19.705,19.285,19.344999,726800,17.537815
"2010-05-27",19.68,19.959999,19.514999,19.945,371000,18.081762
"2010-05-28",19.905001,20.084999,19.610001,19.674999,220000,17.836983
"2010-06-01",19.495001,19.700001,19.23,19.25,328200,17.451685
"2010-06-02",19.26,19.754999,19.105,19.745001,365800,17.90045
"2010-06-03",19.93,20.030001,19.764999,19.85,261000,17.995636
"2010-06-04",19.485001,19.565001,18.85,18.889999,327600,17.125307
"2010-06-07",18.885,18.950001,18.514999,18.535,307800,16.803476
"2010-06-08",18.625,18.68,18.26,18.49,451600,16.762678
"2010-06-09",18.66,19.08,18.504999,18.575001,493200,16.839745
"2010-06-10",18.75,18.834999,18.605,18.809999,690000,17.052792
"2010-06-11",18.645,18.915001,18.58,18.915001,363800,17.147985
"2010-06-14",19.115,19.25,18.915001,18.959999,283600,17.188786
"2010-06-15",19,19.23,18.889999,19.225,264400,17.429018
"2010-06-16",19.055,19.245001,19.055,19.129999,227600,17.342901
"2010-06-17",19.264999,19.264999,18.879999,18.985001,263000,17.211441
"2010-06-18",19.055,19.1,18.815001,18.905001,405200,17.138918
"2010-06-21",19.15,19.315001,18.799999,18.905001,215800,17.138918
"2010-06-22",18.99,19.205,18.629999,18.655001,415000,16.912273
"2010-06-23",18.594999,18.67,18.375,18.58,634400,16.844275
"2010-06-24",18.51,18.68,18.455,18.504999,301400,16.776283
"2010-06-25",18.605,18.665001,18.205,18.495001,622800,16.767216
"2010-06-28",18.5,18.76,18.315001,18.575001,216600,16.839745
"2010-06-29",18.285,18.415001,18.08,18.16,477800,16.463518
"2010-06-30",18.174999,18.334999,18.09,18.245001,458800,16.540575
"2010-07-01",18.209999,18.26,17.799999,18.195,490600,16.495241
"2010-07-02",18.280001,18.280001,17.93,18.030001,324000,16.345661
"2010-07-06",18.184999,18.4,17.98,18.145,624400,16.449915
"2010-07-07",18.145,18.16,17.959999,18.15,603400,16.454443
"2010-07-08",18.26,18.365,18.055,18.190001,443600,16.490709
"2010-07-09",18.205,18.360001,18.105,18.360001,320200,16.644827
"2010-07-12",18.334999,18.385,18.014999,18.24,573000,16.536043
"2010-07-13",18.42,18.52,18.18,18.485001,437200,16.758158
"2010-07-14",18.375,18.42,18.035,18.195,297600,16.495241
"2010-07-15",18.190001,18.195,17.844999,18.139999,252200,16.445381
"2010-07-16",17.99,18.07,17.6,17.639999,816400,15.99209
"2010-07-19",17.610001,17.700001,17.365,17.535,183400,15.969318
"2010-07-20",17.334999,17.719999,17.27,17.709999,275800,16.128698
"2010-07-21",17.775,17.834999,17.245001,17.295,308200,15.750752
"2010-07-22",17.540001,17.745001,17.375,17.504999,567200,15.942
"2010-07-23",17.41,17.84,17.325001,17.705,323400,16.124147
"2010-07-26",17.785,18.16,17.73,18.135,293400,16.515745
"2010-07-27",18.27,18.405001,18.184999,18.35,323000,16.711555
"2010-07-28",18.280001,18.415001,18.01,18.025,215400,16.415575
"2010-07-29",18.145,18.165001,17.735001,17.934999,169000,16.333603
"2010-07-30",17.715,18.225,17.705,18.17,346000,16.547626
"2010-08-02",18.360001,18.514999,18.205,18.41,335400,16.766197
"2010-08-03",18.235001,18.275,17.530001,17.535,554600,15.969318
"2010-08-04",17.575001,18.07,17.504999,18.059999,396200,16.447445
"2010-08-05",17.905001,17.985001,17.75,17.865,306600,16.269857
"2010-08-06",17.665001,17.695,17.290001,17.629999,269400,16.055836
"2010-08-09",17.75,17.885,17.655001,17.875,184600,16.278955
"2010-08-10",17.68,17.74,17.26,17.525,228000,15.960219
"2010-08-11",17.17,17.27,17.004999,17.08,380400,15.554944
"2010-08-12",16.790001,17.34,16.790001,17.264999,383400,15.723433
"2010-08-13",17.184999,17.184999,16.780001,16.780001,344600,15.281739
"2010-08-16",16.645,16.875,16.535,16.84,347200,15.336377
"2010-08-17",17.014999,17.58,16.924999,17.51,555600,15.946555
"2010-08-18",17.52,17.77,17.25,17.67,473600,16.09227
"2010-08-19",17.575001,17.655001,16.959999,16.959999,384600,15.445664
"2010-08-20",16.98,16.985001,16.709999,16.92,251200,15.409238
"2010-08-23",16.975,17.174999,16.705,16.73,153400,15.236197
"2010-08-24",16.540001,16.84,16.375,16.735001,396200,15.240754
"2010-08-25",16.700001,17.135,16.655001,17.084999,275400,15.559507
"2010-08-26",17.1,17.16,16.809999,16.85,185400,15.345482
"2010-08-27",16.969999,17.190001,16.6,17.165001,678800,15.63236
"2010-08-30",17.065001,17.129999,16.825001,16.825001,170400,15.322719
"2010-08-31",16.775,17.02,16.655001,16.809999,225600,15.309058
"2010-09-01",17.049999,17.32,16.969999,17.165001,324400,15.63236
"2010-09-02",17.27,17.475,17.059999,17.405001,423800,15.85093
"2010-09-03",17.565001,17.665001,17.379999,17.625,270400,16.051287
"2010-09-07",17.594999,17.594999,16.690001,16.75,444400,15.254414
"2010-09-08",16.745001,16.92,16.700001,16.77,334200,15.272628
"2010-09-09",16.950001,17.045,16.665001,16.76,216600,15.263523
"2010-09-10",16.809999,16.879999,16.684999,16.825001,357800,15.322719
"2010-09-13",16.934999,17.195,16.84,16.969999,278800,15.454771
"2010-09-14",16.969999,16.98,16.745001,16.785,372800,15.286289
"2010-09-15",16.715,17,16.610001,16.955,281000,15.441114
"2010-09-16",16.889999,16.889999,16.65,16.74,374200,15.245308
"2010-09-17",16.785,16.84,16.594999,16.715,506800,15.22254
"2010-09-20",16.709999,17.030001,16.620001,16.995001,551200,15.477542
"2010-09-21",16.950001,17.045,16.82,16.83,188200,15.327271
"2010-09-22",16.815001,16.934999,16.709999,16.809999,193800,15.309058
"2010-09-23",16.67,16.805,16.5,16.52,173400,15.044951
"2010-09-24",16.725,16.725,16.5,16.530001,385800,15.054059
"2010-09-27",16.565001,16.58,16.43,16.52,277600,15.044951
"2010-09-28",16.51,16.815001,16.370001,16.795,961200,15.2954
"2010-09-29",16.75,17.129999,16.74,17.115,554800,15.586823
"2010-09-30",17.195,17.290001,16.955,17.155001,373000,15.623251
"2010-10-01",17.295,17.295,16.889999,17.059999,227600,15.53674
"2010-10-04",16.98,17.035,16.674999,16.74,382800,15.245308
"2010-10-05",16.934999,17.115,16.84,17.105,482400,15.577713
"2010-10-06",17.110001,17.264999,16.965,17.245001,319200,15.705221
"2010-10-07",17.344999,17.5,17.225,17.379999,310200,15.828159
"2010-10-08",17.43,17.605,17.35,17.555,266400,15.987541
"2010-10-11",17.514999,17.665001,17.5,17.625,184400,16.051287
"2010-10-12",17.530001,17.77,17.51,17.705,397400,16.124147
"2010-10-13",17.77,18.129999,17.719999,18.02,403000,16.411015
"2010-10-14",18.045,18.105,17.950001,18.094999,445400,16.479319
"2010-10-15",18.18,18.285,17.985001,18,295000,16.392807
"2010-10-18",17.959999,18.08,17.885,17.985001,315400,16.456854
"2010-10-19",17.844999,17.924999,17.68,17.76,293000,16.250977
"2010-10-20",17.844999,18.075001,17.844999,17.940001,385000,16.41568
"2010-10-21",18.075001,18.195,17.98,18.094999,354200,16.557516
"2010-10-22",18.120001,18.145,18.014999,18.049999,134600,16.516331
"2010-10-25",18.139999,18.27,17.975,18.01,156600,16.479736
"2010-10-26",17.860001,18.120001,17.799999,18.02,132200,16.488878
"2010-10-27",17.9,17.975,17.764999,17.855,355800,16.3379
"2010-10-28",18.059999,18.245001,17.98,17.99,267800,16.46143
"2010-10-29",17.945,17.945,17.785,17.844999,262600,16.328754
"2010-11-01",17.940001,18.055,17.775,17.934999,428600,16.411102
"2010-11-02",18.209999,18.514999,18.174999,18.5,354200,16.928101
"2010-11-03",18.57,19.110001,18.469999,19.014999,539600,17.399343
"2010-11-04",19.35,19.674999,19.325001,19.620001,641600,17.952934
"2010-11-05",19.67,19.68,19.5,19.645,261200,17.975809
"2010-11-08",19.530001,19.655001,19.379999,19.49,213600,17.833979
"2010-11-09",19.549999,19.549999,19.26,19.33,206400,17.687574
"2010-11-10",19.35,19.610001,19.174999,19.610001,212800,17.943789
"2010-11-11",19.440001,19.52,19.325001,19.434999,232400,17.783657
"2010-11-12",19.26,19.434999,19.105,19.110001,143000,17.486261
"2010-11-15",19.215,19.299999,19.15,19.165001,83800,17.536598
"2010-11-16",19.014999,19.135,18.655001,18.775,221800,17.179733
"2010-11-17",18.764999,18.9,18.58,18.844999,463800,17.243786
"2010-11-18",19.014999,19.385,18.98,19.23,369600,17.596071
"2010-11-19",19.24,19.245001,19.105,19.18,203000,17.550312
"2010-11-22",19,19.209999,18.860001,19.115,282600,17.490847
"2010-11-23",18.91,18.99,18.745001,18.955,164600,17.344439
"2010-11-24",19.110001,19.424999,19.004999,19.4,202200,17.751621
"2010-11-26",19.280001,19.415001,19.23,19.280001,45600,17.641817
"2010-11-29",19.135,19.25,18.865,19.225,117600,17.591496
"2010-11-30",19.014999,19.129999,18.855,18.959999,236200,17.349016
"2010-12-01",19.18,19.504999,19.17,19.440001,271400,17.788227
"2010-12-02",19.485001,19.485001,19.370001,19.42,273600,17.769926
"2010-12-03",19.34,19.43,19.315001,19.385,230400,17.737909
"2010-12-06",19.355,19.41,19.23,19.379999,174800,17.733326
"2010-12-07",19.4,19.455,19.299999,19.385,243800,17.737909
"2010-12-08",19.424999,19.495001,19.264999,19.285,183600,17.646402
"2010-12-09",19.385,19.385,19.145,19.184999,257400,17.554895
"2010-12-10",19.25,19.825001,19.174999,19.809999,212800,18.126791
"2010-12-13",19.860001,20.235001,19.834999,20.1,295200,18.392155
"2010-12-14",20.174999,20.5,20.165001,20.485001,133600,18.744434
"2010-12-15",20.415001,20.715,20.41,20.5,181400,18.758162
"2010-12-16",20.495001,20.915001,20.495001,20.9,181000,19.124172
"2010-12-17",20.860001,20.985001,20.605,20.985001,584400,19.201956
"2010-12-20",21,21,20.549999,20.575001,232600,18.826794
"2010-12-21",20.67,20.809999,20.65,20.790001,167600,19.023516
"2010-12-22",20.76,20.940001,20.75,20.885,117400,19.110447
"2010-12-23",20.895,21.084999,20.84,21,216200,19.215681
"2010-12-27",20.959999,21.139999,20.950001,21.105,181400,19.31176
"2010-12-28",21.139999,21.139999,20.855,21.045,198400,19.256857
"2010-12-29",21.065001,21.135,21.045,21.045,108400,19.256857
"2010-12-30",21.065001,21.295,21.055,21.084999,177200,19.293453
"2010-12-31",21.08,21.08,20.565001,20.6,155600,18.84967
"2011-01-03",20.815001,21.139999,20.735001,20.924999,179400,19.147049
"2011-01-04",21.004999,21.02,20.370001,20.549999,164600,18.803915
"2011-01-05",20.455,20.690001,20.455,20.639999,220000,18.886271
"2011-01-06",20.629999,20.629999,20.375,20.49,257400,18.749012
"2011-01-07",20.549999,20.610001,20.209999,20.389999,177200,18.657505
"2011-01-10",20.26,20.459999,20.084999,20.41,210200,18.675812
"2011-01-11",20.475,20.555,20.360001,20.48,153400,18.739861
"2011-01-12",20.629999,20.629999,20.129999,20.200001,309800,18.483652
"2011-01-13",20.215,20.295,20.035,20.25,279600,18.529398
"2011-01-14",20.15,20.424999,20.120001,20.41,210400,18.754538
"2011-01-18",20.334999,20.475,20.26,20.440001,160200,18.782099
"2011-01-19",20.370001,20.424999,19.9,19.934999,244400,18.318058
"2011-01-20",19.84,19.985001,19.625,19.635,275800,18.042393
"2011-01-21",19.715,19.74,19.379999,19.405001,230600,17.831045
"2011-01-24",19.434999,19.785,19.424999,19.75,271800,18.148069
"2011-01-25",19.625,19.875,19.5,19.865,195400,18.253733
"2011-01-26",19.879999,20.360001,19.85,20.334999,277400,18.685614
"2011-01-27",20.285,20.525,20.235001,20.445,139600,18.786694
"2011-01-28",20.405001,20.485001,19.950001,19.950001,243400,18.331842
"2011-01-31",20.055,20.075001,19.775,19.995001,225800,18.373188
"2011-02-01",20.16,20.415001,19.995001,20.370001,218000,18.717773
"2011-02-02",20.325001,20.495001,20.325001,20.370001,205200,18.717773
"2011-02-03",20.315001,20.424999,20.040001,20.379999,99800,18.726969
"2011-02-04",20.33,20.33,20.07,20.125,124400,18.492649
"2011-02-07",20.105,20.32,20.105,20.25,120800,18.607506
"2011-02-08",20.27,20.290001,20.129999,20.245001,162000,18.602917
"2011-02-09",20.139999,20.209999,19.945,20.049999,165200,18.423735
"2011-02-10",19.92,20.195,19.92,20.014999,147800,18.391577
"2011-02-11",19.934999,20.275,19.879999,20.245001,126200,18.602917
"2011-02-14",20.219999,20.344999,20.205,20.275,140400,18.630486
"2011-02-15",20.24,20.389999,20.155001,20.325001,336200,18.676432
"2011-02-16",20.41,20.790001,20.27,20.735001,203400,19.053173
"2011-02-17",20.514999,20.545,19.805,20.514999,374600,18.851017
"2011-02-18",20.434999,21.055,20.200001,21.045,496200,19.338024
"2011-02-22",20.745001,20.905001,20.405001,20.424999,395600,18.768318
"2011-02-23",20.41,20.465,20.030001,20.055,218000,18.428326
"2011-02-24",19.995001,20.200001,19.83,20.16,288400,18.524809
"2011-02-25",20.155001,20.629999,20.155001,20.584999,243400,18.915335
"2011-02-28",20.735001,20.875,20.389999,20.555,235400,18.88777
"2011-03-01",20.565001,20.605,20.15,20.205,183600,18.56616
"2011-03-02",20.17,20.26,20.055,20.205,146600,18.56616
"2011-03-03",20.434999,20.535,20.25,20.535,330400,18.86939
"2011-03-04",20.52,20.549999,20.27,20.530001,215600,18.864799
"2011-03-07",20.594999,20.635,20.065001,20.33,145200,18.681025
"2011-03-08",20.32,20.950001,20.32,20.860001,265000,19.16803
"2011-03-09",20.834999,21.09,20.815001,21.014999,226600,19.310457
"2011-03-10",20.715,20.815001,20.575001,20.719999,380000,19.039391
"2011-03-11",20.75,20.9,20.605,20.82,247600,19.131277
"2011-03-14",20.525,20.879999,20.5,20.815001,224400,19.126682
"2011-03-15",20.215,20.719999,20.215,20.615,232200,18.942905
"2011-03-16",20.455,20.625,20.32,20.5,311400,18.837236
"2011-03-17",20.745001,20.825001,20.525,20.67,285800,18.993446
"2011-03-18",20.799999,21.295,20.719999,21.264999,577600,19.540182
"2011-03-21",21.469999,21.575001,21.434999,21.555,260000,19.806664
"2011-03-22",21.5,21.59,21.434999,21.57,246800,19.820446
"2011-03-23",21.5,21.605,21.184999,21.545,139200,19.79747
"2011-03-24",21.66,21.705,21.35,21.665001,160000,19.907736
"2011-03-25",21.764999,21.825001,21.674999,21.73,228000,19.967463
"2011-03-28",21.725,22.035,21.629999,21.915001,227600,20.137461
"2011-03-29",21.895,22.145,21.879999,22.145,130400,20.348808
"2011-03-30",22.129999,22.285,22.08,22.26,157800,20.454473
"2011-03-31",22.264999,22.450001,22.26,22.385,195600,20.56934
"2011-04-01",22.5,22.735001,22.5,22.575001,122200,20.743925
"2011-04-04",22.555,22.75,22.5,22.745001,218800,20.900145
"2011-04-05",22.75,22.860001,22.620001,22.764999,184800,20.91852
"2011-04-06",22.83,22.969999,22.74,22.91,102200,21.051756
"2011-04-07",22.975,22.975,22.635,22.674999,143800,20.835814
"2011-04-08",22.809999,22.809999,22.275,22.385,113600,20.56934
"2011-04-11",22.385,22.514999,22.309999,22.440001,110400,20.619879
"2011-04-12",22.389999,22.48,22.34,22.365,289600,20.550961
"2011-04-13",22.485001,22.49,22.24,22.370001,284600,20.555553
"2011-04-14",22.17,22.57,22.08,22.549999,203000,20.720957
"2011-04-15",22.42,22.764999,22.42,22.620001,230200,20.785282
"2011-04-18",22.27,22.385,22.059999,22.370001,202600,20.633087
"2011-04-19",22.41,22.57,22.125,22.15,162400,20.430166
"2011-04-20",22.42,22.6,22.385,22.58,103800,20.826782
"2011-04-21",22.785,22.785,22.549999,22.695,96600,20.932858
"2011-04-25",22.639999,22.639999,22.299999,22.559999,170000,20.808336
"2011-04-26",22.584999,23.075001,22.440001,23,365800,21.214174
"2011-04-27",22.959999,23.205,22.82,23.115,167200,21.320248
"2011-04-28",22.940001,23.745001,22.815001,23.690001,329000,21.850594
"2011-04-29",23.75,23.98,23.559999,23.620001,268000,21.786034
"2011-05-02",23.735001,23.780001,23.545,23.719999,432000,21.878267
"2011-05-03",23.645,23.76,23.555,23.655001,168000,21.818317
"2011-05-04",23.615,23.65,23.25,23.365,286000,21.550833
"2011-05-05",23.23,23.575001,23.040001,23.195,260800,21.39403
"2011-05-06",23.385,23.545,23.129999,23.23,154000,21.426313
"2011-05-09",23.139999,23.459999,22.92,23.440001,216000,21.620008
"2011-05-10",23.5,23.73,23.395,23.719999,378000,21.878267
"2011-05-11",23.68,23.764999,23.465,23.594999,289000,21.762974
"2011-05-12",23.5,23.735001,23.389999,23.700001,328000,21.859821
"2011-05-13",23.74,23.809999,23.295,23.445,226600,21.624619
"2011-05-16",23.309999,23.445,23.190001,23.219999,223800,21.417088
"2011-05-17",23.129999,23.215,22.975,23.01,171800,21.2234
"2011-05-18",23.09,23.25,23,23.215,164600,21.412474
"2011-05-19",23.334999,23.34,23.040001,23.219999,176200,21.417088
"2011-05-20",23.125,23.125,22.815001,22.945,208400,21.163441
"2011-05-23",22.635,22.67,22.424999,22.575001,236600,20.822174
"2011-05-24",22.66,22.66,22.200001,22.485001,306600,20.739159
"2011-05-25",22.415001,22.530001,22.299999,22.49,347000,20.743771
"2011-05-26",22.4,22.68,22.33,22.665001,261400,20.905193
"2011-05-27",22.73,22.924999,22.674999,22.895,130800,21.117331
"2011-05-31",23.059999,23.26,22.815001,23.24,322400,21.435541
"2011-06-01",23.165001,23.225,22.629999,22.655001,234200,20.895954
"2011-06-02",22.65,22.65,22.299999,22.375,169200,20.637705
"2011-06-03",22.059999,22.209999,21.955,22.004999,328400,20.296431
"2011-06-06",21.985001,22.049999,21.870001,21.950001,201200,20.245699
"2011-06-07",22.115,22.115,21.76,21.764999,203000,20.075064
"2011-06-08",21.674999,21.945,21.674999,21.805,185200,20.111967
"2011-06-09",21.895,22.09,21.834999,21.885,105800,20.185753
"2011-06-10",21.745001,21.83,21.530001,21.65,214600,19.96899
"2011-06-13",21.709999,21.764999,21.549999,21.549999,94000,19.876757
"2011-06-14",21.73,21.995001,21.67,21.795,239600,20.102734
"2011-06-15",21.610001,21.754999,21.32,21.355,218800,19.696894
"2011-06-16",21.405001,21.684999,21.275,21.504999,139200,19.835255
"2011-06-17",21.625,21.745001,21.305,21.334999,296800,19.678453
"2011-06-20",21.219999,21.545,21.219999,21.495001,169600,19.826027
"2011-06-21",21.615,21.775,21.504999,21.665001,203800,19.982832
"2011-06-22",21.57,21.709999,21.465,21.475,110000,19.807575
"2011-06-23",21.190001,21.305,20.965,21.190001,275000,19.544704
"2011-06-24",21.245001,21.290001,20.950001,21.280001,597800,19.627726
"2011-06-27",21.299999,21.665001,21.215,21.32,228600,19.664616
"2011-06-28",21.365,21.674999,21.280001,21.645,379800,19.96439
"2011-06-29",21.68,21.809999,21.365,21.620001,178200,19.941326
"2011-06-30",21.709999,21.934999,21.65,21.879999,171600,20.181129
"2011-07-01",21.855,22.27,21.84,22.24,262600,20.513189
"2011-07-05",22.26,22.370001,22.165001,22.355,197200,20.619255
"2011-07-06",22.385,22.549999,22.275,22.549999,197800,20.799112
"2011-07-07",22.665001,22.84,22.52,22.780001,192600,21.011255
"2011-07-08",22.545,22.76,22.485001,22.725,126600,20.960527
"2011-07-11",22.504999,22.67,22.450001,22.540001,264200,20.78989
"2011-07-12",22.415001,22.83,22.415001,22.665001,111400,20.905193
"2011-07-13",22.754999,23.219999,22.745001,23,217800,21.214174
"2011-07-14",23,23.110001,22.67,22.74,180800,20.974361
"2011-07-15",22.805,23.264999,22.610001,22.870001,215000,21.094263
"2011-07-18",22.65,22.875,22.35,22.674999,370000,20.992428
"2011-07-19",22.725,23.084999,22.725,23.01,183200,21.302572
"2011-07-20",22.959999,22.959999,22.655001,22.780001,161600,21.089638
"2011-07-21",22.865,23.23,22.709999,23.17,230800,21.450697
"2011-07-22",23.16,23.280001,22.9,23.225,238200,21.501617
"2011-07-25",22.985001,23.17,22.885,22.940001,197600,21.23777
"2011-07-26",22.98,23.030001,22.424999,22.49,188600,20.821152
"2011-07-27",22.334999,22.360001,21.945,22.139999,340400,20.497129
"2011-07-28",21.9,22.205,21.695,21.790001,581400,20.173107
"2011-07-29",21.445,22.040001,21.440001,21.934999,190000,20.307335
"2011-08-01",22.120001,22.16,21.26,21.48,252000,19.886103
"2011-08-02",21.379999,21.67,21.035,21.040001,284200,19.478754
"2011-08-03",21.115,21.205,20.700001,21.17,200600,19.59911
"2011-08-04",20.924999,21.17,20.790001,20.805,562600,19.261189
"2011-08-05",21.055,21.299999,20.18,20.955,710000,19.400057
"2011-08-08",20.445,21.389999,20.290001,20.290001,924800,18.784401
"2011-08-09",20.629999,21.41,19.844999,21.405001,784000,19.816675
"2011-08-10",20.98,21.105,20.1,20.17,511000,18.673309
"2011-08-11",20.254999,21.07,19.915001,20.719999,453600,19.182495
"2011-08-12",20.870001,21.1,20.299999,20.459999,422600,18.941792
