"dates","PVH.Open","PVH.High","PVH.Low","PVH.Close","PVH.Volume","PVH.Adjusted"
"2011-07-27",73.68,73.68,71.57,71.75,851000,70.779945
"2011-07-28",72.080002,73.480003,71.580002,71.779999,787500,70.809517
"2011-07-29",70.949997,72.190002,69.480003,71.550003,775600,70.582634
"2011-08-01",72.669998,73.160004,69.940002,70.690002,1613400,69.73423
"2011-08-02",69.889999,70.82,67.440002,67.540001,1631700,66.626839
"2011-08-03",67.739998,69.620003,65.650002,69.43,1114600,68.491302
"2011-08-04",67.830002,68.360001,62.330002,62.450001,2348100,61.605659
"2011-08-05",63.5,67.209999,61.970001,66.629997,2461400,65.729141
"2011-08-08",64.300003,65.07,57.07,57.93,3194000,57.146774
"2011-08-09",59.09,60.970001,55.82,60.959999,1759400,60.135803
"2011-08-10",59.93,63.009998,59.5,59.959999,1980100,59.149334
"2011-08-11",60.330002,63.970001,60.119999,63.099998,1397200,62.246887
"2011-08-12",63.610001,65.029999,62.310001,64.57,1077700,63.696995
"2011-08-15",64.860001,66,63.349998,64.75,858100,63.874569
"2011-08-16",63.91,63.970001,62,62.66,903000,61.849125
"2011-08-17",63.27,63.84,60,60.639999,1199000,59.855259
"2011-08-18",58.779999,58.830002,54.16,54.77,2193100,54.061237
"2011-08-19",53.990002,55.689999,51.150002,51.470001,2174100,50.803925
"2011-08-22",52.799999,54.189999,52.27,52.73,1188900,52.04763
"2011-08-23",53,56.82,52.27,56.57,1056600,55.837936
"2011-08-24",57.029999,59.68,56.48,59.34,1340600,58.572094
"2011-08-25",60.080002,60.98,57.32,57.700001,1265500,56.953304
"2011-08-26",57.360001,61.59,57.040001,61.080002,1135900,60.289566
"2011-08-29",62.400002,64.769997,62.18,64.489998,1240900,63.655437
"2011-08-30",64.209999,65.239998,62.860001,64.900002,1476700,64.060158
"2011-08-31",66.660004,68.940002,65.139999,66.660004,2272200,65.797363
"2011-09-01",66.919998,68.739998,65.959999,66.400002,1620600,65.540749
"2011-09-02",65.029999,65.050003,61.84,62.419998,1401500,61.612228
"2011-09-06",60.169998,61.5,58.759998,60.709999,1662200,59.924366
"2011-09-07",61.939999,64.330002,61.220001,63.68,1757000,62.855923
"2011-09-08",63.060001,64.959999,62.849998,63.220001,1204400,62.401875
"2011-09-09",62.450001,64.410004,60.369999,61.459999,1715500,60.664658
"2011-09-12",60.32,63.41,59.880001,62.009998,1474700,61.207531
"2011-09-13",62.52,63.869999,61.880001,63.32,1214400,62.500572
"2011-09-14",63.73,65.800003,61.98,64.5,1202000,63.665318
"2011-09-15",65.43,65.980003,63.970001,65.660004,756200,64.81028
"2011-09-16",65.82,66.580002,64.470001,66.099998,1232400,65.244606
"2011-09-19",64.629997,66.790001,63.810001,66.239998,964200,65.38279
"2011-09-20",66.419998,67.099998,65.300003,65.910004,1256900,65.057083
"2011-09-21",66.019997,66.389999,62.400002,62.810001,1463000,61.997185
"2011-09-22",60.360001,62.470001,59.400002,60.900002,1723600,60.111897
"2011-09-23",60.66,63.209999,60.139999,63.150002,1302500,62.332779
"2011-09-26",63.939999,64.379997,61.27,64.32,882900,63.487625
"2011-09-27",65.839996,66.970001,64.860001,65.339996,939600,64.494415
"2011-09-28",65.449997,66.910004,63.549999,63.740002,782000,62.915154
"2011-09-29",65.260002,65.260002,58.529999,62.209999,1447700,61.404953
"2011-09-30",61.009998,61.400002,58.220001,58.240002,1331700,57.486324
"2011-10-03",57.669998,59.639999,55.889999,56.23,1227800,55.502331
"2011-10-04",54.759998,57.509998,53.509998,57.380001,1900000,56.637447
"2011-10-05",57.529999,59.919998,55.59,59.400002,1118300,58.63131
"2011-10-06",59.310001,61.709999,59.060001,61.220001,855000,60.427753
"2011-10-07",61.759998,62.68,60.43,61.360001,801300,60.565941
"2011-10-10",62.830002,64.650002,62.560001,64.029999,1000400,63.201385
"2011-10-11",63.919998,64.720001,63.040001,64.040001,916500,63.211262
"2011-10-12",65.110001,68.769997,64.959999,66.730003,1445800,65.866455
"2011-10-13",65.989998,66.730003,65.160004,66.18,841900,65.323555
"2011-10-14",67.300003,67.959999,66.669998,67.830002,827700,66.952225
"2011-10-17",67.110001,67.339996,65.339996,65.660004,1171600,64.81028
"2011-10-18",65.459999,67.089996,62.970001,66.480003,938000,65.61969
"2011-10-19",66.540001,66.800003,65.190002,65.830002,1055800,64.978111
"2011-10-20",65.970001,67.82,65.279999,67.550003,860300,66.675835
"2011-10-21",68.400002,70.360001,68.400002,70.110001,1316400,69.202705
"2011-10-24",71.019997,74.029999,70.760002,73.150002,1029000,72.203377
"2011-10-25",72.68,73.290001,70.660004,70.760002,1029200,69.844315
"2011-10-26",71.959999,72.029999,69.410004,70.199997,1114500,69.291527
"2011-10-27",73.370003,73.669998,72,73.209999,1738100,72.262589
"2011-10-28",73,74.839996,72.629997,74.769997,1049700,73.802368
"2011-10-31",73.309998,75.099998,72.650002,74.410004,1564600,73.447075
"2011-11-01",71.150002,74.75,70.629997,74.089996,1561700,73.13121
"2011-11-02",75.459999,75.910004,73.349998,75.809998,1381500,74.828949
"2011-11-03",76.040001,76.040001,70.5,74.610001,2327300,73.644463
"2011-11-04",73.959999,74.949997,72.43,74.040001,768800,73.081886
"2011-11-07",73.730003,74.660004,71.980003,73.239998,517800,72.292198
"2011-11-08",73.480003,74.010002,71.57,73.440002,673900,72.489616
"2011-11-09",71.309998,71.309998,68.410004,69.269997,1205500,68.373581
"2011-11-10",70.040001,70.379997,67.610001,68.57,959600,67.682617
"2011-11-11",69.559998,71.599998,69.040001,70.800003,557700,69.883789
"2011-11-14",70.459999,71.269997,69.849998,70.290001,392700,69.380356
"2011-11-15",70.089996,70.900002,69,69.82,777600,68.953751
"2011-11-16",68.800003,69.519997,68.25,68.610001,870900,67.758759
"2011-11-17",68.18,68.900002,65.93,66.690002,1205300,65.862572
"2011-11-18",67.300003,67.400002,65.75,65.800003,683300,64.983627
"2011-11-21",63.799999,64.790001,62.810001,63.59,1641600,62.801025
"2011-11-22",63.610001,66.410004,63.610001,65.339996,1228100,64.529305
"2011-11-23",64.620003,65.529999,64.199997,64.940002,643600,64.134285
"2011-11-25",64.620003,65.410004,64.300003,64.589996,259700,63.788639
"2011-11-28",67.389999,68.989998,67.010002,67.760002,1165000,66.919327
"2011-11-29",67.459999,68.080002,66.269997,67.139999,935000,66.306992
"2011-11-30",69.849998,70.120003,67,67.889999,1383900,67.047691
"2011-12-01",67.889999,68.349998,66.650002,67.620003,1640900,66.781036
"2011-12-02",72.25,74.139999,70.089996,72.779999,3284400,71.877029
"2011-12-05",73.389999,75.25,72.970001,74.830002,1734000,73.901596
"2011-12-06",74.989998,75.400002,74.559998,74.839996,924100,73.911438
"2011-12-07",73.989998,74.449997,71.769997,72.699997,1098600,71.797989
"2011-12-08",71.139999,72.709999,70.239998,70.57,1098600,69.694443
"2011-12-09",70.860001,72.300003,69.760002,71.959999,1170100,71.067207
"2011-12-12",71,71.480003,70.110001,71.199997,802600,70.31662
"2011-12-13",71.959999,71.989998,67.529999,68.370003,573900,67.521736
"2011-12-14",67.900002,68.5,67.239998,67.809998,1000300,66.968681
"2011-12-15",68.620003,68.980003,66.959999,68.830002,1145500,67.975998
"2011-12-16",69.470001,69.900002,68.120003,68.580002,1135400,67.729134
"2011-12-19",69.07,69.82,67.760002,67.900002,643400,67.057571
"2011-12-20",69.010002,69.5,68.160004,68.620003,561100,67.768639
"2011-12-21",66.699997,68.620003,66.360001,68.43,2509300,67.580978
"2011-12-22",68.769997,69.459999,68.410004,68.589996,576200,67.738983
"2011-12-23",68.75,70.269997,68.75,70.25,263600,69.378403
"2011-12-27",69.949997,71.760002,69.949997,71.190002,532700,70.306732
"2011-12-28",71,71.07,69.610001,69.809998,428100,68.94384
"2011-12-29",70.040001,71.18,69.650002,70.580002,476200,69.704308
"2011-12-30",70.599998,71.269997,70.349998,70.489998,371100,69.61544
"2012-01-03",72.209999,72.510002,71.080002,71.220001,754000,70.33638
"2012-01-04",71.230003,73.870003,71.050003,73.860001,963300,72.943634
"2012-01-05",72.889999,73.269997,70.389999,72.68,881400,71.778259
"2012-01-06",72.800003,73.93,71.800003,73.660004,846800,72.746101
"2012-01-09",74.519997,74.760002,72.330002,73.800003,979600,72.884354
"2012-01-10",73.940002,74.25,73.209999,74,657300,73.081894
"2012-01-11",73.949997,74.400002,73.599998,73.900002,877200,72.983131
"2012-01-12",72.279999,76.540001,70.589996,76.169998,3191600,75.224953
"2012-01-13",75.360001,77.089996,74.989998,75.400002,1033400,74.464485
"2012-01-17",76.139999,76.370003,74.550003,74.989998,781500,74.059586
"2012-01-18",74.589996,76.379997,73.980003,76.010002,1118000,75.066956
"2012-01-19",76.169998,77.400002,75.900002,76.949997,893200,75.995262
"2012-01-20",77,77.269997,76.279999,76.639999,605500,75.689125
"2012-01-23",76.5,77.480003,75.839996,76.279999,802200,75.333572
"2012-01-24",76.160004,78.370003,75.919998,77.940002,1242400,76.973
"2012-01-25",77.709999,77.989998,76.68,77.599998,963100,76.637199
"2012-01-26",77.839996,77.959999,76.43,76.940002,748400,75.98542
"2012-01-27",76.949997,77.279999,76.480003,76.699997,476500,75.748367
"2012-01-30",76.080002,77.18,75.440002,76.620003,391600,75.66938
"2012-01-31",77.080002,77.769997,76.459999,77.190002,935000,76.2323
"2012-02-01",77.75,77.769997,76.169998,76.470001,1224000,75.52124
"2012-02-02",76.75,76.919998,76.150002,76.260002,884600,75.31385
"2012-02-03",77.110001,78.739998,76.43,78.110001,968200,77.140892
"2012-02-06",77.870003,78.610001,77.360001,78.309998,404900,77.338387
"2012-02-07",78.010002,79.730003,77.550003,79.120003,625700,78.138336
"2012-02-08",81.470001,82.949997,80.269997,81.050003,1093000,80.044395
"2012-02-09",81.040001,81.739998,80.199997,81.269997,618800,80.261658
"2012-02-10",80.82,81.459999,80.459999,81.300003,749000,80.291313
"2012-02-13",81.980003,82.410004,81.349998,82.040001,674300,81.022125
"2012-02-14",81.669998,82.510002,81.199997,82.370003,506000,81.348038
"2012-02-15",82.510002,82.900002,81.18,81.699997,698300,80.686348
"2012-02-16",81.529999,82.940002,81.379997,82.120003,435700,81.101135
"2012-02-17",82.5,82.900002,81.790001,82.230003,307900,81.209785
"2012-02-21",82.660004,83.5,81.610001,82.260002,629400,81.239395
"2012-02-22",82.260002,82.699997,81.760002,82.220001,398400,81.19989
"2012-02-23",82.059998,82.68,81.629997,82.160004,363300,81.140648
"2012-02-24",82.139999,82.589996,81.440002,82.419998,351500,81.397408
"2012-02-27",81.68,83.800003,81.459999,82.949997,456800,81.92083
"2012-02-28",82.889999,83.550003,82.290001,83.339996,407100,82.306007
"2012-02-29",83.739998,85.07,83.309998,85.010002,1007200,83.955292
"2012-03-01",85.480003,86.720001,84.650002,85.550003,1129900,84.488602
"2012-03-02",85.730003,86,84.389999,84.720001,800400,83.668869
"2012-03-05",84.709999,85.339996,84.139999,85.18,624000,84.123154
"2012-03-06",83.919998,84.290001,82.5,83.010002,581500,81.98011
"2012-03-07",83.339996,83.860001,82.870003,83.5,380600,82.46402
"2012-03-08",83.900002,85.57,83.730003,84.690002,571400,83.639267
"2012-03-09",84.769997,87,84.660004,86.93,547200,85.851471
"2012-03-12",86.980003,87.650002,86.269997,87.279999,460100,86.197136
"2012-03-13",87.769997,89.010002,87.010002,89,593400,87.934052
"2012-03-14",89.480003,89.480003,87.989998,88.940002,588200,87.874794
"2012-03-15",88.669998,89.489998,87.970001,88.730003,568900,87.667267
"2012-03-16",90.639999,90.639999,88.550003,89.269997,1325800,88.200829
"2012-03-19",88.980003,89.970001,88.82,89,703900,87.934052
"2012-03-20",88.370003,89.870003,88.370003,89.330002,494000,88.260101
"2012-03-21",89.400002,90.110001,89.360001,89.529999,693100,88.45771
"2012-03-22",89.239998,90.610001,88.449997,89.970001,834800,88.892441
"2012-03-23",90.32,90.32,87.440002,89.550003,627100,88.47747
"2012-03-26",90.879997,92.129997,89.589996,90.830002,1094500,89.742149
"2012-03-27",90.809998,90.959999,89.75,89.809998,1283700,88.73436
"2012-03-28",90.839996,92.400002,88.25,88.639999,2551300,87.578377
"2012-03-29",88.370003,89.900002,87.349998,89.489998,1521500,88.418198
"2012-03-30",89.690002,90.910004,88.650002,89.330002,1407500,88.260101
"2012-04-02",90.25,92.040001,89.529999,91.400002,1232600,90.305313
"2012-04-03",91.410004,92.410004,90.959999,91.730003,832400,90.631363
"2012-04-04",91.019997,92.059998,90.470001,91.25,934400,90.157127
"2012-04-05",90.769997,92.809998,90.769997,91.879997,870400,90.779564
"2012-04-09",90.669998,91.230003,89.830002,90.639999,1050900,89.554436
"2012-04-10",90.669998,90.68,86.82,87.190002,1128300,86.145721
"2012-04-11",88.290001,89.970001,87.769997,88.059998,1187400,87.00531
"2012-04-12",88.449997,88.800003,87.769997,88.5,1067300,87.440048
"2012-04-13",88.459999,89.57,88.050003,89.010002,805700,87.943924
"2012-04-16",89.190002,89.690002,87.709999,88.599998,556000,87.538841
"2012-04-17",89.360001,90,88.730003,89.870003,652800,88.793633
"2012-04-18",89.230003,90.330002,89.080002,90.019997,518200,88.941841
"2012-04-19",89.790001,90.089996,88.110001,88.68,642800,87.617882
"2012-04-20",89.269997,90.099998,88.379997,88.519997,792400,87.459808
"2012-04-23",87.050003,87.559998,85.309998,87.080002,1047200,86.037071
"2012-04-24",87.489998,88.75,86.089996,86.739998,926900,85.701111
"2012-04-25",87.730003,88.959999,87.459999,88.93,557300,87.864899
"2012-04-26",88.900002,90.989998,88.419998,90.540001,559800,89.455627
"2012-04-27",90.769997,91.449997,89.739998,90.059998,709800,88.981354
"2012-04-30",89.800003,90.150002,88.349998,88.800003,763100,87.73645
"2012-05-01",88.769997,91.080002,88.43,89.620003,1564000,88.546638
"2012-05-02",89.370003,93.059998,89.370003,92.349998,1171000,91.243942
"2012-05-03",92.209999,92.489998,90.360001,90.980003,1193000,89.890358
"2012-05-04",89.68,89.760002,85.25,85.660004,2039600,84.634087
"2012-05-07",85.110001,86,83.760002,84.080002,1049400,83.07299
"2012-05-08",81.379997,82,76.440002,81.32,2863900,80.346046
"2012-05-09",80.230003,81.739998,79.57,81.389999,1404600,80.415199
"2012-05-10",81.639999,82.489998,79.489998,80.209999,1238900,79.249313
"2012-05-11",79.709999,82.220001,79.300003,81.230003,851200,80.257111
"2012-05-14",78.800003,80.760002,78.379997,79.510002,853600,78.557709
"2012-05-15",79.529999,80.739998,79.040001,79.410004,985600,78.496437
"2012-05-16",79.959999,80.519997,76.25,76.339996,2274900,75.461754
"2012-05-17",76.440002,76.739998,72.589996,72.699997,2150000,71.863625
"2012-05-18",73.019997,74.910004,72.470001,72.709999,1501400,71.873505
"2012-05-21",73.190002,76.099998,73,75.980003,1524700,75.10585
"2012-05-22",76.910004,78.019997,76.440002,77.550003,1864500,76.657814
"2012-05-23",77.720001,78.779999,74.989998,77.370003,2665300,76.479919
"2012-05-24",81.629997,84.120003,81.519997,82.379997,2954800,81.432243
"2012-05-25",82.690002,82.989998,81.839996,82.459999,1134800,81.51133
"2012-05-29",83.370003,84.690002,81.919998,84.639999,1483200,83.666267
"2012-05-30",83.830002,83.860001,82.550003,83.040001,1654700,82.084671
"2012-05-31",83.050003,83.300003,78.800003,81,4214000,80.068153
"2012-06-01",79.610001,79.610001,75.339996,76.470001,1545300,75.590263
"2012-06-04",76.5,77.25,74.699997,77.18,1179400,76.292084
"2012-06-05",77.18,79.800003,76.980003,79.660004,1555200,78.743561
"2012-06-06",80.709999,81.389999,79.900002,80.25,1031300,79.326767
"2012-06-07",81.610001,81.610001,77.830002,78.790001,1215400,77.883598
"2012-06-08",78.589996,79.989998,77.900002,79.959999,746400,79.040077
"2012-06-11",80.879997,80.93,77.309998,77.459999,835400,76.568871
"2012-06-12",78.059998,79,76.839996,78.089996,671900,77.191597
"2012-06-13",77.669998,78.18,75.379997,75.949997,859100,75.076218
"2012-06-14",76.330002,78.110001,75.309998,77.309998,1205300,76.420586
"2012-06-15",77.660004,79.449997,77.029999,79.389999,1188000,78.476654
"2012-06-18",78.639999,80.43,77.550003,80.18,1002100,79.257576
"2012-06-19",80.410004,82.150002,79.989998,80.809998,859400,79.880318
"2012-06-20",80.650002,81.139999,79,79.480003,1097400,78.565643
"2012-06-21",80.260002,82.239998,78.849998,79.459999,1474600,78.545837
"2012-06-22",79.379997,80.610001,78.269997,79.800003,2535200,78.881966
"2012-06-25",78.720001,78.93,77.040001,77.889999,741300,76.993919
"2012-06-26",78.190002,78.809998,76.510002,78.190002,806500,77.290451
"2012-06-27",78.709999,78.760002,77.059998,77.889999,656200,76.993919
"2012-06-28",77.220001,77.400002,73.919998,75.32,1251000,74.453461
"2012-06-29",76.519997,78.379997,76.5,77.790001,1150700,76.895073
"2012-07-02",78.110001,78.879997,77.760002,78.809998,491600,77.903358
"2012-07-03",78.709999,80.18,78.139999,80.099998,498800,79.178513
"2012-07-05",80.099998,82.260002,79.32,82.099998,1335900,81.155464
"2012-07-06",81.019997,81.730003,79.410004,79.68,756900,78.763329
"2012-07-09",79.639999,80.489998,77.370003,77.589996,822100,76.697365
"2012-07-10",78.290001,78.940002,77.400002,78.620003,1053600,77.71553
"2012-07-11",78.519997,78.519997,74.449997,75.519997,1068200,74.651161
"2012-07-12",74.699997,74.970001,73.260002,74.470001,868000,73.613274
"2012-07-13",75.279999,77.459999,74.760002,76.389999,2414600,75.511169
"2012-07-16",76.360001,76.589996,75.010002,76.440002,633700,75.5606
"2012-07-17",76.949997,77.5,75.470001,76.190002,709700,75.313507
"2012-07-18",76.150002,78.029999,75.43,77.400002,555900,76.509537
"2012-07-19",78.309998,81.480003,77.779999,80.360001,858300,79.435493
"2012-07-20",79.629997,79.720001,78.379997,79.129997,621200,78.21965
"2012-07-23",77.190002,78.279999,76.5,77.809998,475700,76.914825
"2012-07-24",78.239998,78.559998,75.57,76.18,544200,75.303574
"2012-07-25",76.260002,77.080002,74.889999,75.459999,560500,74.591873
"2012-07-26",77.349998,78.510002,76.699997,78.190002,420200,77.290451
"2012-07-27",78.989998,81.139999,78.57,80.919998,581000,79.989052
"2012-07-30",80.839996,82.470001,80.75,81.220001,790200,80.285614
"2012-07-31",80.690002,80.860001,79.110001,79.43,793600,78.51619
"2012-08-01",80,80.209999,77.900002,77.980003,1049100,77.082909
"2012-08-02",77.25,78.110001,74.910004,75.190002,1948300,74.324974
"2012-08-03",77.230003,78.139999,76.199997,77.540001,1698200,76.647964
"2012-08-06",77.449997,79.540001,77.379997,78.860001,772600,77.952774
"2012-08-07",80,84.989998,80,84.25,2099600,83.280739
"2012-08-08",83.040001,84.669998,82.529999,84.540001,754600,83.567429
"2012-08-09",84.330002,84.599998,83.480003,84.080002,521200,83.112717
"2012-08-10",83.660004,84.330002,82.940002,83.839996,513300,82.875458
"2012-08-13",83.910004,84.900002,82.730003,84.900002,570000,83.923279
"2012-08-14",85.620003,86,85.029999,85.269997,591500,84.289001
"2012-08-15",85.269997,87.080002,85.269997,86.779999,510900,85.781647
"2012-08-16",86.989998,88.160004,86.230003,87.559998,434600,86.552666
"2012-08-17",87.459999,89.309998,87.440002,89.010002,683900,87.985962
"2012-08-20",89.010002,89.010002,86.879997,87.190002,569400,86.186913
"2012-08-21",87.360001,88.629997,87.360001,87.75,424800,86.778313
"2012-08-22",87.370003,87.75,86.07,87.480003,477200,86.511284
"2012-08-23",87.059998,87.540001,86.559998,87.07,556400,86.105827
"2012-08-24",86.75,88.389999,86.739998,87.940002,473000,86.966202
"2012-08-27",87.800003,88.839996,87.099998,88.489998,1016700,87.510132
"2012-08-28",93.169998,94.739998,92.449997,92.769997,3034100,91.742706
"2012-08-29",93,94.099998,92.669998,93.82,960700,92.78109
"2012-08-30",93.18,94.07,92.529999,93.489998,539700,92.454735
"2012-08-31",94.160004,94.489998,92.809998,93.900002,597400,92.860191
"2012-09-04",93.730003,94.699997,92.510002,94.370003,1115600,93.324989
"2012-09-05",94,94,92.379997,93,787000,91.970161
"2012-09-06",93.900002,95.050003,93.510002,94.559998,648300,93.512901
"2012-09-07",94.959999,95.980003,94.050003,94.07,1005600,93.028336
"2012-09-10",94.459999,94.959999,93.589996,93.599998,938200,92.563507
"2012-09-11",92.540001,93.290001,91.690002,92.730003,867400,91.703178
"2012-09-12",93.029999,93.970001,92,92.760002,610600,91.732819
"2012-09-13",92.650002,93.949997,91.690002,93.339996,805000,92.306412
"2012-09-14",93.870003,95.5,93.5,94.790001,715400,93.740349
"2012-09-17",94.370003,94.599998,93.720001,94.269997,457900,93.226128
"2012-09-18",93.459999,93.459999,90.150002,91.57,1063200,90.556023
"2012-09-19",92,93.029999,91.580002,92.309998,657500,91.287804
"2012-09-20",91.690002,92.839996,90.480003,92.510002,649300,91.485588
"2012-09-21",93.059998,93.459999,92.050003,92.629997,947100,91.604271
"2012-09-24",93.089996,95.589996,92.650002,94.269997,1566500,93.226128
"2012-09-25",94.790001,95.540001,92.32,92.75,1080700,91.722961
"2012-09-26",93.150002,95.410004,91.940002,92.589996,871600,91.564697
"2012-09-27",92.900002,94.160004,91.269997,93.43,666000,92.395401
"2012-09-28",93.199997,94.199997,91.360001,93.720001,775700,92.68219
"2012-10-01",94.089996,95.040001,92.160004,92.949997,872800,91.920723
"2012-10-02",94.07,94.599998,92.580002,92.919998,926400,91.891075
"2012-10-03",93.889999,95,93.849998,94.709999,715700,93.661224
"2012-10-04",94.900002,95.870003,94.349998,95.830002,619900,94.768837
"2012-10-05",96.279999,96.940002,95,95.5,618500,94.442467
"2012-10-08",95.150002,95.970001,94.07,94.459999,333100,93.414017
"2012-10-09",94.610001,95.800003,93.190002,93.25,469300,92.217392
"2012-10-10",93.419998,94.32,92.900002,93.190002,382700,92.158073
"2012-10-11",94.300003,94.730003,93.57,94.059998,546000,93.018402
"2012-10-12",93.93,94.5,92.68,92.75,343500,91.722961
"2012-10-15",93.400002,95.120003,92.959999,94.959999,456000,93.90847
"2012-10-16",95.110001,97.419998,94.699997,97.120003,682800,96.044556
"2012-10-17",97.339996,98.290001,97.029999,98,1131900,96.914787
"2012-10-18",98.120003,99.050003,97.459999,98.300003,539600,97.211487
"2012-10-19",98.099998,98.959999,96.230003,96.730003,419900,95.658867
"2012-10-22",94.629997,96.730003,94.239998,95.410004,576100,94.353477
"2012-10-23",93.860001,95.919998,93.279999,94.489998,439400,93.443672
"2012-10-24",94.889999,94.910004,93.169998,93.870003,391800,92.830551
"2012-10-25",94.57,95.050003,92.290001,93.010002,464600,91.980049
"2012-10-26",93.120003,93.529999,90.360001,91.5,575600,90.486786
"2012-10-31",109.449997,112.470001,105.010002,109.989998,5934200,108.772011
"2012-11-01",109.690002,115.089996,108.150002,114.75,3137900,113.47934
"2012-11-02",114.449997,115.82,110.029999,111.120003,1769200,109.889519
"2012-11-05",110.93,112.620003,110.669998,111.370003,1353000,110.136742
"2012-11-06",111.400002,114.849998,111.400002,114.110001,1297100,112.846382
"2012-11-07",112.510002,113.660004,111.279999,112.25,894800,111.006996
"2012-11-08",112.610001,112.610001,109.919998,110.209999,1163800,108.989616
"2012-11-09",109.949997,111.68,108.260002,108.879997,1318700,107.674301
"2012-11-12",108.75,111.029999,108.75,109.989998,773500,108.772011
"2012-11-13",109.089996,110.739998,108.440002,108.599998,891200,107.39743
"2012-11-14",109.82,110.099998,106,107.059998,908700,105.874458
"2012-11-15",106.690002,108,106.230003,107.309998,911400,106.121712
"2012-11-16",107.489998,108.610001,106.379997,108.290001,671100,107.090874
"2012-11-19",109.800003,111.82,109.610001,111.239998,892600,110.045784
"2012-11-20",111.190002,111.720001,109.230003,110.449997,910200,109.264267
"2012-11-21",110.050003,111.949997,107.919998,109.599998,895200,108.423401
"2012-11-23",109.290001,111.300003,109.290001,110.970001,458800,109.778694
"2012-11-26",110.480003,113.809998,109.769997,110.739998,905900,109.551186
"2012-11-27",110.669998,112,108.849998,109.290001,1468500,108.116745
"2012-11-28",110.330002,116.940002,110.099998,116.459999,2617300,115.209724
"2012-11-29",116.639999,117.220001,113.120003,114.839996,1118600,113.607162
"2012-11-30",115.059998,115.470001,112.559998,114.589996,751000,113.359802
"2012-12-03",114.900002,115.769997,112.839996,115.089996,982000,113.854454
"2012-12-04",114.879997,115.400002,112.220001,113.730003,1065800,112.509064
"2012-12-05",113.760002,114.290001,110.290001,111.139999,1436200,109.946869
"2012-12-06",110.449997,112.440002,108.879997,112.18,696500,110.975716
"2012-12-07",112.470001,113.540001,111.459999,112.510002,758400,111.302162
"2012-12-10",112.599998,113.209999,109.690002,110.559998,871000,109.37307
"2012-12-11",111.379997,111.82,109.839996,110.949997,901700,109.758911
"2012-12-12",111.290001,111.5,108.370003,109.370003,915900,108.195854
"2012-12-13",109.510002,110.480003,107.699997,108.760002,746500,107.592377
"2012-12-14",108.410004,109.410004,108.190002,108.360001,829700,107.196701
"2012-12-17",108.489998,110.389999,107.599998,110.230003,823500,109.046616
"2012-12-18",109.900002,112.260002,109.300003,111.93,1066300,110.728371
"2012-12-19",111.809998,113.519997,111.739998,112.470001,1258800,111.262581
"2012-12-20",112.720001,112.839996,110.199997,112.190002,1367600,110.985573
"2012-12-21",109.650002,111.699997,109.489998,109.949997,1171800,108.769653
"2012-12-24",110,111.209999,109.029999,110.559998,339900,109.37307
"2012-12-26",110.599998,110.75,107.110001,107.800003,881100,106.642731
"2012-12-27",108.150002,110,107.290001,109.209999,481600,108.03756
"2012-12-28",108.550003,110,107.730003,108.220001,518800,107.058189
"2012-12-31",107.949997,111.889999,107.949997,111.010002,875000,109.818253
"2013-01-02",113.300003,113.830002,109.769997,111.800003,969400,110.59977
"2013-01-03",111.43,113.900002,110.860001,113.699997,879800,112.479393
"2013-01-04",114.040001,115.989998,113.690002,115.660004,804300,114.418358
"2013-01-07",115.82,117.519997,115.330002,117.040001,1244400,115.783516
"2013-01-08",116.769997,117.849998,116.550003,117.830002,738800,116.565056
"2013-01-09",118.470001,119.370003,118.07,118.459999,984900,117.188248
"2013-01-10",119.360001,119.360001,116.849998,117.809998,877500,116.54525
"2013-01-11",117.980003,118.169998,116.169998,117.470001,431300,116.208916
"2013-01-14",117.339996,118.290001,115.919998,117.739998,677300,116.475998
"2013-01-15",116,119.620003,116,119.449997,585900,118.167656
"2013-01-16",118.959999,119.260002,117.18,118.360001,694400,117.089333
"2013-01-17",115.459999,119.919998,115.459999,118.970001,999400,117.692825
"2013-01-18",117.349998,118.269997,115.809998,118.019997,747800,116.753006
"2013-01-22",118.470001,118.860001,117.230003,117.599998,922300,116.337502
"2013-01-23",116,117.82,115.279999,117.57,908100,116.307838
"2013-01-24",117.860001,118.889999,116.559998,118.690002,587300,117.415802
"2013-01-25",118.68,121.260002,118.269997,120.860001,848700,119.5625
"2013-01-28",121,121.199997,119.540001,120.099998,419300,118.810677
"2013-01-29",120.580002,120.75,119.110001,119.849998,561000,118.563354
"2013-01-30",119.739998,119.940002,117.75,118.279999,715500,117.010216
"2013-01-31",118.029999,119.389999,117.010002,118.870003,589900,117.593872
"2013-02-01",118.959999,119.57,115.889999,116.260002,1422400,115.011902
"2013-02-04",115.57,117.68,114.919998,116.129997,1225200,114.88327
"2013-02-05",116.769997,117.309998,115.720001,116.410004,917100,115.160301
"2013-02-06",117.730003,122.68,117.43,121.379997,1152200,120.076912
"2013-02-07",121.220001,122.970001,119.690002,122.82,1062500,121.501472
"2013-02-08",124.029999,124.529999,122.309998,122.470001,698000,121.155228
"2013-02-11",122.099998,122.260002,118.639999,119.5,1233600,118.217125
"2013-02-12",120.07,121.639999,119.220001,120.720001,1251600,119.424034
"2013-02-13",120.860001,121.720001,119.709999,120.489998,17444200,119.196465
"2013-02-14",119.980003,121.059998,119.400002,120.300003,1457700,119.008507
"2013-02-15",120.07,121.43,119.050003,120.099998,1561000,118.810677
