"dates","CAT.Open","CAT.High","CAT.Low","CAT.Close","CAT.Volume","CAT.Adjusted"
"2010-05-13",68.150002,68.400002,66.669998,66.910004,6531000,49.761326
"2010-05-14",65.959999,66.190002,63.91,64.879997,9938400,48.251591
"2010-05-17",65.010002,65.739998,61.990002,63.779999,11881200,47.433529
"2010-05-18",64.910004,65.529999,62.849998,63.189999,9594300,46.994751
"2010-05-19",62.939999,63.169998,59.279999,61.439999,18582700,45.69326
"2010-05-20",59.07,60.41,58,58.669998,22798500,43.63319
"2010-05-21",57.299999,60.5,57.200001,60.09,15889900,44.689259
"2010-05-24",60.060001,61.110001,59.09,59.220001,11176700,44.042244
"2010-05-25",56.349998,59.360001,55.740002,59.209999,13793600,44.03479
"2010-05-26",59.630001,61.400002,59.25,59.73,11566900,44.42152
"2010-05-27",61.360001,62.119999,60.82,62.060001,9555100,46.154362
"2010-05-28",62.419998,62.419998,60.049999,60.759998,7704900,45.187538
"2010-06-01",60.040001,61.639999,59.220001,59.27,8340800,44.079407
"2010-06-02",59.900002,60.900002,59.279999,60.860001,9453500,45.261909
"2010-06-03",62.290001,62.360001,60.419998,61.110001,8982700,45.447834
"2010-06-04",59.490002,60.200001,57.360001,57.759998,10279600,42.956421
"2010-06-07",58.009998,58.279999,55.799999,55.830002,8904600,41.521072
"2010-06-08",56.009998,57.18,54.889999,56.610001,11604900,42.101147
"2010-06-09",57.490002,58.849998,56.59,56.810001,9749300,42.249901
"2010-06-10",58.310001,60,58,59.950001,9704700,44.585133
"2010-06-11",59.220001,60.240002,58.990002,60.23,7341400,44.793369
"2010-06-14",61.419998,62.560001,60.880001,61,9783000,45.366028
"2010-06-15",61.799999,63.560001,61.5,63.459999,11870300,47.195549
"2010-06-16",62.91,64.519997,62.73,64.389999,10561900,47.887192
"2010-06-17",64.629997,64.989998,63.669998,64.949997,10574600,48.303665
"2010-06-18",65.129997,65.900002,64.57,65.849998,11005600,48.972992
"2010-06-21",67.559998,68.349998,65.550003,66.07,11652400,49.136616
"2010-06-22",66.300003,66.480003,63.880001,64.110001,8659600,47.678955
"2010-06-23",64.059998,64.870003,62.639999,64.330002,9037100,47.842564
"2010-06-24",63.810001,64.449997,63.049999,63.369999,8658200,47.128613
"2010-06-25",63.540001,64.709999,62.919998,64.709999,12068800,48.125172
"2010-06-28",64.449997,65.300003,64.010002,64.400002,6836700,47.894619
"2010-06-29",62.740002,62.860001,60.25,60.849998,13057100,45.254467
"2010-06-30",61.02,61.939999,59.91,60.07,9630300,44.674385
"2010-07-01",59.669998,60.700001,58.060001,59.970001,11598200,44.60001
"2010-07-02",60.299999,60.66,58.619999,59.18,7878200,44.01247
"2010-07-06",60.599998,61.650002,59.209999,59.810001,9357300,44.48103
"2010-07-07",59.849998,62.27,59.669998,62.18,7592900,46.243595
"2010-07-08",63.080002,63.349998,62.18,63.169998,6058800,46.97987
"2010-07-09",63.119999,64.849998,63,64.720001,6456900,48.13261
"2010-07-12",64.5,65.099998,63.869999,64.279999,4915400,47.805386
"2010-07-13",65.879997,67.360001,65.309998,66.790001,10081500,49.672096
"2010-07-14",66.349998,66.910004,65.519997,66.699997,6851200,49.605152
"2010-07-15",66.379997,66.589996,65.360001,66.510002,8101700,49.46384
"2010-07-16",65.760002,65.790001,63.75,63.939999,8504100,47.869198
"2010-07-19",64.360001,65.230003,63.560001,64.800003,6826400,48.513054
"2010-07-20",63.560001,66.769997,63.560001,66.43,9468600,49.73336
"2010-07-21",66.989998,68.050003,66.190002,66.870003,11432400,50.062786
"2010-07-22",67.410004,68.620003,66.459999,68,15905800,50.908752
"2010-07-23",67.5,69.639999,67.330002,69.309998,8865900,51.889484
"2010-07-26",69.410004,70.080002,69.080002,69.989998,8878400,52.398567
"2010-07-27",70.18,70.18,68.089996,69.18,11948000,51.792168
"2010-07-28",68.699997,69.849998,68.699997,69.720001,7609900,52.196434
"2010-07-29",69.839996,70.290001,68.209999,69.400002,7671300,51.956879
"2010-07-30",68.389999,70.25,68.389999,69.75,7218100,52.218895
"2010-08-02",70.739998,71.699997,70.07,71.050003,6304100,53.19215
"2010-08-03",70.57,71.029999,69.879997,70.370003,5878900,52.683086
"2010-08-04",70.279999,71.470001,70.279999,71.120003,6204800,53.244568
"2010-08-05",70.82,72.25,70.809998,71.959999,7415000,53.873421
"2010-08-06",71.010002,71.93,70.300003,71.559998,5463400,53.573971
"2010-08-09",72.059998,72.18,71.419998,72.07,3625400,53.955795
"2010-08-10",70.879997,71.989998,70.580002,71.419998,6082400,53.469166
"2010-08-11",70.010002,70.160004,68.349998,68.709999,9221200,51.440311
"2010-08-12",67.5,68,66.779999,67.5,7639900,50.534416
"2010-08-13",67.739998,68.459999,67.209999,68.010002,6659300,50.91626
"2010-08-16",67.620003,68.980003,67.059998,68.489998,5432500,51.275589
"2010-08-17",69.440002,70.760002,69.300003,69.739998,5946900,52.211411
"2010-08-18",69.82,70.440002,69.059998,69.75,4988000,52.218895
"2010-08-19",69.870003,70.5,68.419998,69.290001,9625400,51.874523
"2010-08-20",69.400002,69.540001,67.459999,68.860001,8022000,51.552601
"2010-08-23",68.699997,69.75,66.720001,66.839996,8878600,50.040302
"2010-08-24",65.589996,65.839996,64.309998,65.040001,9669800,48.692715
"2010-08-25",64.290001,64.980003,63.34,64.699997,8679500,48.438179
"2010-08-26",64.830002,65.82,63.77,63.950001,7075100,47.876698
"2010-08-27",64.760002,66.150002,63.360001,65.900002,7486300,49.336575
"2010-08-30",66.139999,66.160004,64.459999,64.470001,5133900,48.26598
"2010-08-31",64.139999,65.849998,63.919998,65.160004,6760700,48.782566
"2010-09-01",67.050003,68.540001,66.349998,68.160004,9071200,51.028545
"2010-09-02",68.349998,68.790001,67.75,68.540001,5293400,51.313034
"2010-09-03",69.949997,70.589996,69.540001,70.080002,7837700,52.465965
"2010-09-07",69.779999,70.050003,68.800003,69.699997,6841700,52.181461
"2010-09-08",69.980003,71.480003,69.949997,70.739998,6323200,52.960072
"2010-09-09",71.559998,71.830002,70.010002,70.639999,5355900,52.885208
"2010-09-10",70.93,71.559998,70.370003,71.260002,5018300,53.349384
"2010-09-13",71.959999,72.480003,71.709999,72.239998,7694600,54.083054
"2010-09-14",72.279999,72.370003,71.57,71.830002,6040400,53.776104
"2010-09-15",71.379997,72.269997,70.800003,72.129997,5506100,54.000713
"2010-09-16",71.919998,72.349998,71.279999,72,6233000,53.9034
"2010-09-17",72.220001,73.309998,71.089996,73.18,11341800,54.786812
"2010-09-20",73.260002,74.800003,72.879997,74.75,8886300,55.962185
"2010-09-21",74.790001,77.110001,74.720001,76.389999,14968300,57.189995
"2010-09-22",76.25,76.5,75.5,76.18,8386100,57.032772
"2010-09-23",75.419998,77.5,75,76.260002,8745800,57.092674
"2010-09-24",77.800003,79.93,77.620003,79.730003,14218600,59.690498
"2010-09-27",79.699997,79.980003,78.900002,79.540001,8361900,59.548271
"2010-09-28",79.440002,79.940002,78.43,79.669998,7784800,59.645588
"2010-09-29",79.599998,80,79.419998,79.989998,7939900,59.885128
"2010-09-30",80.040001,80.080002,78.209999,78.68,11940800,58.90443
"2010-10-01",78.290001,78.879997,77.529999,78.220001,8540800,58.56004
"2010-10-04",78.019997,78.260002,76.510002,77.269997,6418700,57.848824
"2010-10-05",78.480003,79.760002,78.199997,79.400002,7140300,59.443451
"2010-10-06",79.599998,79.900002,78.480003,79.080002,6252200,59.203861
"2010-10-07",79.459999,79.790001,77.849998,78.739998,8978100,58.949329
"2010-10-08",79.410004,81,78.93,80.370003,14296600,60.169662
"2010-10-11",80.029999,80.75,79.510002,79.980003,4593700,59.877693
"2010-10-12",79.75,79.75,78.300003,79.339996,10034200,59.398521
"2010-10-13",80.360001,81.190002,80.080002,80.290001,8493200,60.109768
"2010-10-14",80.489998,80.830002,79.269997,79.910004,5663900,59.825256
"2010-10-15",80.279999,80.470001,79,79.75,6522900,59.705502
"2010-10-18",79.949997,80.510002,79.660004,80.239998,6542700,60.072327
"2010-10-19",78.970001,79.709999,77.769997,78.550003,9857200,58.807117
"2010-10-20",78.900002,80.779999,78.809998,80.32,9662300,60.132206
"2010-10-21",80.989998,81.199997,77.510002,78.889999,17736900,59.386974
"2010-10-22",78.760002,78.910004,77.860001,78.330002,6445800,58.965393
"2010-10-25",78.709999,80,78.5,79.050003,6484700,59.507408
"2010-10-26",78.110001,79.059998,77.870003,78.650002,6240500,59.206291
"2010-10-27",78.199997,78.410004,77.120003,78.220001,6782800,58.882607
"2010-10-28",78.870003,79,76.779999,77.739998,7055800,58.521263
"2010-10-29",77.610001,78.75,77.580002,78.599998,4563900,59.168655
"2010-11-01",78.970001,80.18,78.510002,79.269997,7470500,59.673027
"2010-11-02",79.989998,80.43,79.519997,79.75,4941400,60.034367
"2010-11-03",79.82,79.949997,78.550003,79.879997,5771800,60.132214
"2010-11-04",80.82,83.279999,80.760002,83.18,13044100,62.616409
"2010-11-05",83.25,83.839996,82.93,83.540001,6271600,62.887383
"2010-11-08",83.25,83.550003,82.400002,83.120003,4283800,62.571239
"2010-11-09",83.199997,83.470001,81.410004,81.910004,6030100,61.660385
"2010-11-10",82.160004,82.839996,81.300003,82.459999,5944000,62.07439
"2010-11-11",81.730003,82.660004,81.519997,82.440002,5006000,62.059361
"2010-11-12",81.839996,82.529999,80.040001,81.040001,6156900,61.005444
"2010-11-15",79.889999,83.580002,79.800003,81.82,15814200,61.592613
"2010-11-16",81.879997,82.18,79.699997,80.370003,12510000,60.501087
"2010-11-17",80.559998,81.449997,80.010002,81.169998,5402900,61.103325
"2010-11-18",82.5,83.43,82.269997,83.110001,6638700,62.563709
"2010-11-19",83.089996,83.980003,82.510002,83.970001,5740500,63.211109
"2010-11-22",83.879997,84.349998,82.790001,84,6411200,63.233673
"2010-11-23",83.279999,83.379997,82.010002,82.629997,5739200,62.202354
"2010-11-24",83.25,84.790001,83.25,84.690002,5865900,63.753105
"2010-11-26",83.830002,84.25,83.449997,84.129997,2520700,63.331547
"2010-11-29",83.709999,83.889999,82.550003,83.669998,5085700,62.985249
"2010-11-30",82.830002,84.919998,82.760002,84.599998,7768400,63.685333
"2010-12-01",85.029999,87.800003,85,87.449997,8858600,65.830772
"2010-12-02",87.449997,88.889999,87.449997,88.620003,6349200,66.711525
"2010-12-03",88.360001,89.489998,87.830002,89.379997,4996600,67.283653
"2010-12-06",89.279999,89.68,88.57,89.199997,4341500,67.148155
"2010-12-07",89.949997,92,89.949997,90.349998,11247700,68.013855
"2010-12-08",90.260002,90.900002,89.290001,89.620003,5246500,67.46431
"2010-12-09",90.129997,90.239998,89.019997,89.669998,3832300,67.501945
"2010-12-10",89.790001,90.160004,89.389999,89.940002,3313200,67.705193
"2010-12-13",90.650002,92.370003,90.199997,91.629997,6637100,68.977417
"2010-12-14",92.190002,92.910004,91.510002,92.089996,4944100,69.323677
"2010-12-15",92.75,94.330002,92.660004,93.120003,8314300,70.09906
"2010-12-16",93.190002,93.650002,92.540001,93.199997,4863400,70.159264
"2010-12-17",93.400002,93.410004,92.25,92.589996,6467000,69.700081
"2010-12-20",93.370003,93.550003,92.529999,93.300003,3523200,70.234566
"2010-12-21",93.699997,94.889999,93.239998,94.629997,4108200,71.235756
"2010-12-22",94.779999,94.779999,94.110001,94.57,2611800,71.190582
"2010-12-23",94.290001,94.739998,94,94.449997,2206200,71.10025
"2010-12-27",93.849998,94.199997,93.209999,94.07,2620200,70.814209
"2010-12-28",94.279999,94.419998,93.07,93.690002,2991800,70.528137
"2010-12-29",93.75,94.220001,93.5,93.779999,2779400,70.595879
"2010-12-30",93.559998,94.139999,93.519997,93.870003,2325500,70.663635
"2010-12-31",93.830002,93.900002,93.309998,93.660004,2542700,70.505569
"2011-01-03",94.379997,94.809998,94.110001,94.150002,5231500,70.874413
"2011-01-04",94.639999,94.639999,92.300003,93.709999,6119300,70.543205
"2011-01-05",93.269997,94.690002,92.989998,94.519997,4118100,71.152969
"2011-01-06",94.709999,94.709999,93.300003,93.540001,4106300,70.41523
"2011-01-07",93.860001,94.730003,92.800003,93.730003,4547800,70.558243
"2011-01-10",93.209999,93.970001,92.510002,93.389999,4154500,70.302292
"2011-01-11",94.080002,94.699997,93.25,93.949997,5302800,70.723846
"2011-01-12",94.589996,94.620003,93.43,93.489998,5699000,70.377594
"2011-01-13",94.089996,94.529999,93.699997,94.139999,4539900,70.866913
"2011-01-14",93.940002,94.260002,93.110001,94.010002,4572500,70.769043
"2011-01-18",94.160004,96.470001,93.940002,96.230003,8819200,72.780846
"2011-01-19",96.339996,96.800003,95.150002,95.540001,6478100,72.258972
"2011-01-20",94.900002,95.279999,93.309998,93.610001,7160800,70.799286
"2011-01-21",94.75,95,92.370003,92.75,6189000,70.148849
"2011-01-24",92.709999,94.690002,92.510002,94.57,4615000,71.525352
"2011-01-25",94.389999,94.650002,92.970001,94.389999,5436900,71.389214
"2011-01-26",94.93,96.160004,94.400002,95.75,6090700,72.417816
"2011-01-27",97.099998,97.790001,95.519997,96.629997,11534600,73.083351
"2011-01-28",97.010002,97.199997,94.900002,95.68,7240800,72.364868
"2011-01-31",96.129997,97.199997,95.849998,97.010002,6012900,73.370773
"2011-02-01",97.349998,98.059998,96.5,98.010002,7553400,74.12709
"2011-02-02",97.739998,99.269997,97.68,99.089996,6527600,74.943932
"2011-02-03",99.239998,99.239998,98.150002,98.93,5032400,74.822929
"2011-02-04",99.010002,99.720001,98.699997,99.589996,6027100,75.322075
"2011-02-07",99.620003,100.809998,99.489998,100.470001,5697900,75.987633
"2011-02-08",100.57,100.699997,99.309998,100.610001,5044700,76.093552
"2011-02-09",100.110001,100.449997,99.190002,99.790001,4800800,75.473358
"2011-02-10",99.279999,100.760002,98.75,100.599998,5634800,76.085968
"2011-02-11",100.290001,103.550003,100.199997,103.540001,6445100,78.309547
"2011-02-14",103.559998,103.639999,102.800003,103.260002,4057400,78.097786
"2011-02-15",102.959999,103.110001,102.010002,103,4421900,77.901131
"2011-02-16",103.900002,104.410004,102.910004,103.550003,4852100,78.317108
"2011-02-17",103.32,103.760002,102.959999,103.360001,2993500,78.173431
"2011-02-18",103.860001,105.860001,103.449997,105.860001,8745400,80.064209
"2011-02-22",104.860001,105.300003,101.529999,102.010002,8241900,77.152382
"2011-02-23",101.910004,102.129997,98.040001,100.019997,8907600,75.647293
"2011-02-24",99.93,101.910004,98.769997,100.57,6350900,76.063286
"2011-02-25",101.449997,102.639999,101.139999,102,4623200,77.144829
"2011-02-28",102.720001,103.360001,101.529999,102.93,4010800,77.84819
"2011-03-01",103.370003,103.639999,99.349998,99.860001,7283700,75.526276
"2011-03-02",99.849998,102.120003,99.43,100.970001,5420000,76.365814
"2011-03-03",101.940002,104.43,101.919998,104.25,7413400,78.846542
"2011-03-04",104.010002,104.199997,102.019997,103.040001,5677000,77.931389
"2011-03-07",103.419998,104.199997,101.050003,102.129997,6002100,77.243149
"2011-03-08",101.889999,104.449997,101.18,104.129997,6165000,78.755798
"2011-03-09",103.589996,103.589996,101.800003,102.360001,6402200,77.417076
"2011-03-10",100.550003,100.75,98.099998,98.389999,11824400,74.414497
"2011-03-11",97.739998,100.5,97.010002,100.019997,8172400,75.647293
"2011-03-14",102.589996,102.589996,100.389999,102.099998,7985500,77.220436
"2011-03-15",99.019997,101.379997,98.550003,100.75,11762200,76.199402
"2011-03-16",101.699997,102.610001,99.040001,100.400002,13046600,75.934738
"2011-03-17",101.889999,103.309998,101.279999,103.120003,9854900,77.991905
"2011-03-18",104.989998,105.639999,104.660004,105.059998,11512900,79.45916
"2011-03-21",106.900002,107.68,106.620003,107.589996,7688600,81.372643
"2011-03-22",107.059998,107.480003,106.029999,106.790001,7012000,80.767616
"2011-03-23",106.080002,107.699997,105.639999,106.760002,7096400,80.744896
"2011-03-24",107.900002,108.900002,106.949997,108.370003,8360800,81.962593
"2011-03-25",108.75,110.150002,108.699997,109.089996,7659000,82.507156
"2011-03-28",109.540001,110.489998,109.389999,109.400002,5445700,82.741608
"2011-03-29",109.639999,110.790001,108.610001,110.540001,5767700,83.603813
"2011-03-30",111.709999,111.720001,110.550003,111.529999,5616900,84.352585
"2011-03-31",110.82,111.980003,110.82,111.349998,5168600,84.216431
"2011-04-01",112.089996,113.589996,111.800003,113.120003,6092600,85.555099
"2011-04-04",113.75,113.93,112.529999,113.379997,3883600,85.75174
"2011-04-05",112.970001,113.160004,111.910004,112.309998,5338700,84.942513
"2011-04-06",112.849998,113.300003,110.860001,111,5715400,83.951714
"2011-04-07",110.720001,110.900002,109.080002,109.849998,8402700,83.081924
"2011-04-08",110.540001,111,108.879997,109.82,5394700,83.059242
"2011-04-11",110.019997,110.300003,108.32,109.07,5004400,82.492012
"2011-04-12",108.610001,109.019997,106.339996,106.57,8736300,80.601204
"2011-04-13",107.760002,107.970001,106.379997,107.629997,5835000,81.402893
"2011-04-14",106.82,107.769997,105.349998,107.580002,5770700,81.365097
"2011-04-15",108.080002,108.110001,106.800003,107.209999,5319100,81.085266
"2011-04-18",105.580002,105.739998,102.160004,103.900002,11445300,78.581818
"2011-04-19",105.18,106.419998,104.639999,106.099998,7152000,80.245743
"2011-04-20",107.940002,108.5,107.360001,108.279999,5317800,82.235558
"2011-04-21",109,109.5,108.410004,109.419998,4051200,83.101349
"2011-04-25",109.239998,109.480003,107.949997,108.849998,3708600,82.668457
"2011-04-26",110.150002,112.199997,109.849998,111.940002,6700000,85.015236
"2011-04-27",112.660004,112.699997,109.75,112.610001,6070600,85.524078
"2011-04-28",112.279999,112.699997,111.349998,112.639999,6262600,85.546867
"2011-04-29",115.400002,116.25,114.529999,115.410004,11800000,87.650589
"2011-05-02",116.239998,116.550003,113.919998,114.370003,7623600,86.860741
"2011-05-03",114.120003,114.379997,112.739998,113.269997,6302000,86.02533
"2011-05-04",113.220001,113.910004,109.940002,110.769997,8966500,84.126648
"2011-05-05",110.080002,111.459999,108.389999,109.389999,8779100,83.078568
"2011-05-06",111.519997,112.709999,110.169998,110.339996,7987300,83.800079
"2011-05-09",110.800003,112.480003,110.370003,111.660004,5075800,84.802559
"2011-05-10",112.760002,112.970001,111.860001,112.870003,4923900,85.721527
"2011-05-11",112.339996,112.349998,109,109.980003,9670400,83.526672
"2011-05-12",109.199997,109.610001,107,108.629997,9274800,82.501358
"2011-05-13",109.470001,109.599998,106.019997,106.330002,9250400,80.754585
"2011-05-16",105.870003,108.269997,105.07,106.089996,8290800,80.572327
"2011-05-17",105.080002,105.230003,101.470001,102.080002,19186700,77.52684
"2011-05-18",102.849998,105.5,101.779999,105.25,9472200,79.934364
"2011-05-19",106.610001,106.870003,104.910004,105.300003,8613400,79.972343
"2011-05-20",105.239998,105.5,103.599998,104.330002,8656800,79.235634
"2011-05-23",101.309998,102.510002,100.370003,101.889999,10095100,77.382523
"2011-05-24",102.370003,102.949997,101.07,101.550003,7273300,77.124321
"2011-05-25",101.029999,103.93,100.779999,103.25,6193100,78.415436
"2011-05-26",103.07,104.68,102.029999,104.190002,6640000,79.129311
"2011-05-27",104.720001,105.360001,104.269997,104.599998,4511300,79.440727
"2011-05-31",106.410004,106.599998,104.309998,105.800003,6641900,80.352089
"2011-06-01",104.970001,105.480003,101,101.239998,10597600,76.888863
"2011-06-02",101.82,103.720001,101.309998,102.190002,9125300,77.610382
"2011-06-03",100.489998,102.489998,99.150002,101.099998,9508600,76.78257
"2011-06-06",100.25,101.610001,99.470001,99.860001,8092800,75.840797
"2011-06-07",101.239998,101.349998,99.809998,99.879997,6772200,75.855988
"2011-06-08",99.209999,99.860001,97.769997,98.040001,9761100,74.458565
"2011-06-09",98.290001,99.709999,98.220001,99.260002,6167600,75.385117
"2011-06-10",98.800003,98.900002,96.419998,96.790001,9603600,73.509239
"2011-06-13",96.93,97.529999,94.720001,95.440002,9767400,72.483955
"2011-06-14",96.849998,98.449997,96.129997,97.860001,8479700,74.321877
"2011-06-15",96.580002,97.360001,95.510002,95.650002,8143600,72.643425
"2011-06-16",95.389999,96.860001,94.209999,95.459999,8886500,72.49913
"2011-06-17",96.459999,96.940002,95.309998,95.949997,8314800,72.871292
"2011-06-20",96.489998,98.370003,96.050003,98.18,7484700,74.564888
"2011-06-21",99.419998,101.959999,99.059998,101.389999,9638100,77.002777
"2011-06-22",101.169998,102.5,100.07,100.150002,7445100,76.061035
"2011-06-23",97.900002,100.650002,96.949997,100.550003,10640900,76.364853
"2011-06-24",101.050003,101.099998,99.440002,100.010002,8496400,75.95472
"2011-06-27",99.959999,101.5,99.07,100.800003,5614400,76.554703
"2011-06-28",101.440002,104.07,101.400002,103.839996,7884300,78.863503
"2011-06-29",104.449997,104.489998,102.400002,103.360001,8642000,78.49894
"2011-06-30",103.360001,106.93,103.32,106.459999,10598400,80.853333
"2011-07-01",106.150002,109.169998,105.75,108.620003,9153800,82.493774
"2011-07-05",107.919998,108.779999,107.339996,108.43,6880200,82.349495
"2011-07-06",108.110001,110.120003,108.080002,110.080002,6933200,83.602623
"2011-07-07",111.57,112.650002,111.25,111.629997,7403800,84.779808
"2011-07-08",108.519997,110.410004,107.800003,110.410004,8293100,83.853241
"2011-07-11",108.410004,109.480003,107.25,108.160004,7568600,82.144432
"2011-07-12",107.629997,108.459999,106.669998,106.93,7892700,81.210281
"2011-07-13",108.480003,110.419998,108.339996,108.639999,6819200,82.508926
"2011-07-14",108.830002,110.5,107,107.580002,7394300,81.703949
"2011-07-15",108.769997,109.360001,107.139999,109.360001,6660700,83.055779
"2011-07-18",108.459999,108.470001,106.160004,107.800003,6878600,82.216835
"2011-07-19",108.889999,109.970001,108.199997,109.639999,6674600,83.620163
"2011-07-20",110.709999,110.980003,109.610001,110.309998,5761600,84.131172
"2011-07-21",111.050003,112.43,110.120003,111.599998,9340700,85.115013
"2011-07-22",104.620003,106.480003,103,105.150002,25775600,80.195724
"2011-07-25",104.160004,106.300003,103.800003,105.660004,8662500,80.584702
"2011-07-26",105.910004,106,104.699997,105.199997,7155500,80.233879
"2011-07-27",104.43,104.610001,101,101.339996,10684500,77.28994
"2011-07-28",101.510002,102.089996,99.449997,99.639999,9438000,75.993378
"2011-07-29",98.32,99.970001,97.279999,98.790001,12283000,75.3451
"2011-08-01",102.43,102.82,98.800003,100.720001,12865200,76.817085
"2011-08-02",99.550003,101.550003,97.120003,97.18,12058300,74.11718
"2011-08-03",97.919998,98.290001,93.540001,96.279999,16922200,73.430779
"2011-08-04",94.400002,94.709999,89.5,89.550003,18655000,68.297943
"2011-08-05",92.129997,92.5,86.480003,90.989998,22791500,69.396194
"2011-08-08",86.230003,88.160004,82.25,82.599998,21293000,62.997326
"2011-08-09",85.400002,87.599998,80.839996,87.480003,20473600,66.719193
"2011-08-10",86.720001,87.199997,83.389999,83.510002,15335900,63.691364
"2011-08-11",85.139999,88.790001,83.940002,87.25,14157600,66.543785
"2011-08-12",91.059998,91.300003,88.809998,89.809998,11463400,68.496208
"2011-08-15",91.449997,92.800003,90.68,91.370003,10460200,69.686012
"2011-08-16",90.019997,90.370003,88.519997,89.349998,10816200,68.145386
"2011-08-17",90.110001,90.800003,87.150002,87.639999,10620900,66.841225
"2011-08-18",84.449997,84.800003,81.5,83.330002,16793000,63.554085
"2011-08-19",81.919998,85,79.82,79.970001,13740200,60.991455
"2011-08-22",82.940002,83.040001,79.559998,79.889999,9459400,60.930447
"2011-08-23",80.540001,83,79.800003,82.980003,11696900,63.287121
"2011-08-24",83.239998,85.709999,82.199997,85.400002,10137700,65.13282
"2011-08-25",86.239998,86.860001,82.800003,83.25,8204700,63.493069
"2011-08-26",82.190002,85.910004,81.050003,85.160004,9456900,64.949799
"2011-08-29",87.110001,88.550003,86.349998,88.150002,7643500,67.230194
"2011-08-30",88,90.870003,87.360001,89.830002,9851600,68.511482
"2011-08-31",91.75,93.82,89.889999,91,12664700,69.403809
"2011-09-01",91.190002,92.830002,88.279999,88.550003,10690900,67.535255
"2011-09-02",85.25,86.699997,84.370003,85.379997,11950700,65.117561
"2011-09-06",82.239998,86.019997,82.110001,85.699997,8647900,65.36161
"2011-09-07",87.800003,88.709999,86.419998,88.690002,9318700,67.642036
"2011-09-08",87.32,88.980003,86.400002,87.040001,9947800,66.383614
"2011-09-09",86.029999,86.25,83.139999,83.959999,11669500,64.034546
"2011-09-12",81.93,84.139999,81.25,83.870003,10842300,63.965942
"2011-09-13",83.849998,86.25,83.379997,85.019997,9802300,64.843018
"2011-09-14",85.610001,86.959999,82.529999,85.449997,10622100,65.170944
"2011-09-15",86.650002,87.690002,85.769997,86.599998,8298500,66.048027
"2011-09-16",87.459999,87.459999,85.209999,85.900002,10488600,65.514153
"2011-09-19",83.919998,85.160004,82.330002,84.599998,8936500,64.522682
"2011-09-20",85.639999,85.769997,83.5,83.660004,8999300,63.805775
"2011-09-21",83.110001,83.389999,79.290001,79.360001,16459600,60.52623
"2011-09-22",76.290001,76.559998,72.599998,73.900002,20947300,56.362011
"2011-09-23",73.440002,75.5,73.019997,73.860001,12104700,56.331505
"2011-09-26",74.709999,77,73.239998,76.849998,10016400,58.611912
"2011-09-27",79.25,79.849998,77.120003,77.669998,10814900,59.237309
"2011-09-28",78.129997,79.150002,74.879997,75.080002,9380700,57.261959
"2011-09-29",76.889999,77.279999,73.199997,75.389999,10260900,57.498405
"2011-09-30",73.459999,75.889999,73.230003,73.839996,10537000,56.316246
"2011-10-03",72.779999,73.589996,70.5,70.550003,10783200,53.807026
"2011-10-04",68.75,72.760002,67.540001,72.540001,14700000,55.324764
"2011-10-05",72.839996,74.610001,71.489998,74.260002,9672300,56.636574
"2011-10-06",74.57,77.190002,73.599998,77.089996,15808200,58.794933
"2011-10-07",77.769997,77.790001,74.699997,75.519997,14024700,57.597557
"2011-10-10",77.269997,79.75,77.199997,79.129997,10302400,60.35083
"2011-10-11",78.080002,81.139999,77.949997,80.660004,17854600,61.517723
"2011-10-12",82.010002,82.800003,81.059998,81.699997,10423700,62.310905
"2011-10-13",81.220001,81.910004,80.339996,81.440002,7952500,62.112602
"2011-10-14",82.849998,84.220001,82.389999,84.089996,7353700,64.133705
"2011-10-17",84.830002,85.379997,81.330002,81.519997,10196700,62.173622
"2011-10-18",81.449997,85.57,80.760002,84.720001,13574600,64.614197
"2011-10-19",84.669998,85.419998,83.07,83.559998,8731100,63.729488
"2011-10-20",83.900002,85,82.5,84.260002,9446500,64.61911
"2011-10-21",85.419998,87.5,85.300003,87.389999,11480300,67.019485
"2011-10-24",91.760002,92.900002,90.800003,91.769997,16383300,70.378532
"2011-10-25",91.360001,92.489998,89.019997,89.889999,10711700,68.936745
"2011-10-26",91.82,92.25,90.019997,91.57,9747800,70.225136
"2011-10-27",95,97.720001,94.610001,96.330002,13928100,73.875595
"2011-10-28",95.699997,97.949997,95.650002,96.849998,8699300,74.274399
"2011-10-31",95.040001,95.629997,93.849998,94.459999,9273900,72.44149
"2011-11-01",90,93,89,91.629997,13543700,70.271156
"2011-11-02",93.029999,94.239998,92.199997,93.940002,9303400,72.042694
"2011-11-03",95.459999,96.349998,93.870003,96,11159000,73.622528
"2011-11-04",95.300003,95.989998,93.800003,95.739998,6818800,73.423119
"2011-11-07",95.599998,96.25,93.389999,95,7285300,72.855598
"2011-11-08",95.959999,96,93.940002,95.889999,7316700,73.538162
"2011-11-09",93.5,93.980003,91.150002,91.639999,11208500,70.278831
"2011-11-10",92.980003,93.400002,91.199997,92.199997,7323000,70.70829
"2011-11-11",93.57,96.199997,93.370003,96.129997,9818400,73.722221
"2011-11-14",97.470001,98.07,95.879997,96.529999,8584900,74.028954
"2011-11-15",96.209999,97.739998,95.800003,97.07,8760700,74.4431
"2011-11-16",96.239998,98.199997,95.599998,95.75,8117500,73.430786
"2011-11-17",95.699997,96.059998,92.800003,93.809998,10084000,71.943001
"2011-11-18",94.540001,94.790001,93.150002,93.93,6065700,72.035027
