"dates","SJM.Open","SJM.High","SJM.Low","SJM.Close","SJM.Volume","SJM.Adjusted"
"2011-07-29",77.970001,78.699997,77.309998,77.919998,580300,60.595005
"2011-08-01",78.529999,78.610001,77.080002,77.510002,817400,60.276173
"2011-08-02",76.779999,77,75.360001,75.360001,862700,58.604195
"2011-08-03",75.410004,75.82,74.739998,75.790001,698500,58.938576
"2011-08-04",75.349998,75.769997,73.32,73.360001,1072500,57.048889
"2011-08-05",74.089996,74.580002,72.470001,73.879997,1022000,57.453247
"2011-08-08",72.029999,73.669998,70.440002,70.480003,2416400,54.809219
"2011-08-09",71.279999,72.43,70.080002,71.650002,1933900,55.719082
"2011-08-10",70.470001,73.089996,70.089996,71.860001,2114700,56.259266
"2011-08-11",71.860001,75,71.839996,74.18,943800,58.075611
"2011-08-12",74.660004,75.019997,73.620003,74.830002,523400,58.584511
"2011-08-15",75.160004,75.959999,74.440002,75.910004,417200,59.430031
"2011-08-16",75,75.639999,74.32,74.889999,1015400,58.631474
"2011-08-17",75.309998,76.199997,74.980003,75.559998,650600,59.156021
"2011-08-18",73.870003,74.400002,69.25,70.019997,1787900,54.818764
"2011-08-19",69.379997,69.440002,67.230003,67.82,2465600,53.096363
"2011-08-22",68.870003,69.360001,67.540001,67.760002,1114500,53.049381
"2011-08-23",67.879997,69.110001,67.5,69.110001,774000,54.106316
"2011-08-24",68.82,69.199997,68.040001,68.720001,729000,53.800983
"2011-08-25",69.160004,69.330002,67.610001,67.68,615000,52.986763
"2011-08-26",67.459999,69.540001,66.43,69.199997,887000,54.176754
"2011-08-29",69.669998,70.830002,69.669998,70.75,568500,55.390266
"2011-08-30",70.440002,71.419998,69.900002,70.959999,587400,55.554668
"2011-08-31",71.260002,72.400002,71.110001,72.089996,1024000,56.439346
"2011-09-01",71.959999,72.779999,71.739998,71.849998,707700,56.251438
"2011-09-02",70.919998,72.050003,70.760002,71.279999,800100,55.805199
"2011-09-06",69.669998,70.610001,69.339996,70.470001,1069000,55.171043
"2011-09-07",71.260002,72.370003,71.099998,72.260002,606400,56.572449
"2011-09-08",71.839996,72.620003,71.389999,71.919998,455600,56.30624
"2011-09-09",71.190002,71.269997,70.129997,70.760002,805000,55.39809
"2011-09-12",70.209999,71,69.190002,70.860001,637500,55.476368
"2011-09-13",70.980003,71.760002,70.260002,71.650002,612000,56.094872
"2011-09-14",71.800003,73.050003,71.279999,72.400002,751300,56.682053
"2011-09-15",74.230003,74.739998,72.940002,73.629997,660600,57.645012
"2011-09-16",73.93,74.57,73.330002,73.599998,1078000,57.621536
"2011-09-19",72.769997,74.110001,72.220001,73.790001,812200,57.770283
"2011-09-20",73.870003,74.809998,73.68,73.75,518300,57.738972
"2011-09-21",73.709999,74.440002,73.089996,73.129997,668100,57.253574
"2011-09-22",72.279999,73.019997,70.900002,72.910004,997800,57.081326
"2011-09-23",72.739998,74.589996,72.269997,74.239998,938400,58.122593
"2011-09-26",74.910004,75.080002,73.989998,74.900002,720100,58.639309
"2011-09-27",76.459999,76.459999,74.800003,75.110001,599900,58.803722
"2011-09-28",75.580002,75.669998,73.639999,73.709999,773900,57.707645
"2011-09-29",74.599998,75,73.029999,73.900002,713600,57.856388
"2011-09-30",73.239998,74.449997,72.889999,72.889999,842800,57.065666
"2011-10-03",72.230003,73.400002,71.370003,71.400002,893600,55.899166
"2011-10-04",71.370003,71.57,70,71.440002,791000,55.93047
"2011-10-05",71.93,71.959999,70.349998,71.029999,890100,55.60947
"2011-10-06",70.809998,72.410004,70.809998,72.400002,588300,56.682053
"2011-10-07",72.610001,73.540001,72.220001,72.839996,561400,57.026527
"2011-10-10",73.669998,73.839996,73.190002,73.489998,469400,57.535404
"2011-10-11",73.419998,74.25,73.360001,73.989998,436200,57.926861
"2011-10-12",74.089996,74.970001,73.93,74.449997,382700,58.286995
"2011-10-13",73.900002,75.400002,73.900002,75.190002,401700,58.866352
"2011-10-14",75.300003,75.739998,75.080002,75.400002,419100,59.030746
"2011-10-17",75.360001,75.699997,74.260002,74.410004,314400,58.255699
"2011-10-18",74.279999,76.07,74.059998,75.57,429000,59.163837
"2011-10-19",75.580002,76.019997,74.629997,74.739998,351300,58.514038
"2011-10-20",74.800003,75.559998,74.559998,75.470001,517900,59.085552
"2011-10-21",76.370003,76.660004,75.860001,76.519997,599600,59.907589
"2011-10-24",76.82,77.360001,76.510002,77.040001,645300,60.314709
"2011-10-25",77.010002,77.389999,75.870003,76.080002,415700,59.563114
"2011-10-26",76.580002,76.849998,75.650002,76.309998,769900,59.743187
"2011-10-27",77.660004,78.290001,76.540001,76.889999,971500,60.197262
"2011-10-28",76.919998,77.400002,76.589996,76.830002,583000,60.150299
"2011-10-31",76.57,77.589996,76.120003,77.019997,679100,60.299057
"2011-11-01",75.699997,77.529999,75.699997,77.260002,1058800,60.486938
"2011-11-02",77.709999,78.07,77.18,78.019997,657400,61.081947
"2011-11-03",78.809998,79.589996,78.199997,79.110001,726200,61.935307
"2011-11-04",78.839996,78.949997,78.269997,78.589996,652400,61.528202
"2011-11-07",78.769997,79.080002,77.860001,79,420000,61.849201
"2011-11-08",78.650002,78.970001,77.910004,78.360001,528800,61.723164
"2011-11-09",76.860001,77.730003,75.889999,75.940002,951500,59.816956
"2011-11-10",76.290001,77.480003,76.290001,76.93,737700,60.596775
"2011-11-11",77.68,78.120003,76.769997,76.870003,902300,60.549519
"2011-11-14",76.800003,76.910004,75.809998,75.949997,981800,59.824837
"2011-11-15",75.919998,75.989998,74.900002,75.639999,1188600,59.580662
"2011-11-16",75.209999,75.690002,73.099998,73.18,2024400,57.642941
"2011-11-17",72.470001,73.900002,71.239998,71.849998,2122900,56.595318
"2011-11-18",72.309998,74.360001,71.970001,74.290001,1321300,58.517277
"2011-11-21",72.989998,74.459999,71.279999,74.129997,970900,58.391254
"2011-11-22",74.059998,74.309998,73.050003,73.589996,768500,57.9659
"2011-11-23",73.029999,73.139999,72.449997,72.480003,759100,57.091568
"2011-11-25",72.230003,73.290001,72.059998,73.029999,352100,57.524803
"2011-11-28",74.099998,74.589996,73.739998,74.040001,642300,58.32037
"2011-11-29",73.919998,74.559998,73.779999,74.129997,593200,58.391254
"2011-11-30",75.190002,76,74.730003,75.980003,848300,59.84848
"2011-12-01",75.720001,76.440002,74.900002,75.080002,761200,59.139549
"2011-12-02",75.370003,75.75,74.870003,74.900002,746300,58.99778
"2011-12-05",75.57,76.410004,75.440002,76.010002,596900,59.872108
"2011-12-06",75.919998,76.839996,75.650002,76.669998,506000,60.391968
"2011-12-07",76.400002,76.949997,75.910004,76.589996,711700,60.328957
"2011-12-08",76.389999,76.790001,76,76.150002,582900,59.982391
"2011-12-09",76.459999,77.889999,76.379997,77.419998,546500,60.982738
"2011-12-12",77.400002,77.589996,76.260002,76.480003,472300,60.242317
"2011-12-13",76.620003,77.199997,76.010002,76.279999,472600,60.084766
"2011-12-14",76.279999,76.93,76.040001,76.389999,724000,60.171425
"2011-12-15",76.82,77.199997,76.400002,76.519997,426400,60.273819
"2011-12-16",77.050003,77.349998,76.550003,76.760002,725100,60.462883
"2011-12-19",76.989998,77.559998,76.440002,76.620003,552800,60.352615
"2011-12-20",77.370003,78.440002,77.099998,78.389999,619700,61.746792
"2011-12-21",78.529999,79.239998,78.279999,78.709999,664800,61.998852
"2011-12-22",78.769997,78.800003,78.360001,78.5,339400,61.833458
"2011-12-23",78.540001,78.82,78.169998,78.800003,237800,62.069752
"2011-12-27",78.860001,78.980003,78.580002,78.720001,266500,62.006729
"2011-12-28",78.739998,78.739998,78.209999,78.360001,308100,61.723164
"2011-12-29",78.620003,78.790001,78.230003,78.629997,395500,61.93586
"2011-12-30",78.75,78.82,78.110001,78.169998,255700,61.573528
"2012-01-03",79.07,79.099998,77.300003,77.300003,432200,60.888214
"2012-01-04",77,77.849998,76.839996,77.279999,597400,60.872467
"2012-01-05",77.120003,77.839996,77.050003,77.68,701700,61.18755
"2012-01-06",77.809998,77.849998,77.260002,77.419998,322400,60.982738
"2012-01-09",77.599998,78.150002,77.269997,77.959999,282000,61.408089
"2012-01-10",78.209999,79.07,78,78.800003,320900,62.069752
"2012-01-11",78.5,78.809998,78.199997,78.809998,297400,62.077621
"2012-01-12",78.93,79.230003,78.330002,79.080002,460200,62.290314
"2012-01-13",78.940002,79,78.360001,78.830002,266800,62.093361
"2012-01-17",79.330002,80.410004,79.330002,80.25,492200,63.211903
"2012-01-18",80.25,81.080002,80.080002,81.050003,481900,63.842052
"2012-01-19",81.010002,81.209999,80.75,81.040001,412100,63.834175
"2012-01-20",80.75,81.019997,79.309998,80.379997,709900,63.314304
"2012-01-23",80.290001,81.25,80.290001,81.059998,394200,63.849918
"2012-01-24",80.790001,81.089996,80.650002,81,383800,63.802658
"2012-01-25",80.769997,81.400002,80.5,81.190002,315200,63.952328
"2012-01-26",81.07,81.07,78.790001,79.019997,993600,62.243038
"2012-01-27",78.93,79.220001,78.349998,78.589996,858200,61.90432
"2012-01-30",78.25,78.339996,77.769997,78.32,393500,61.691669
"2012-01-31",78.540001,79.120003,78.209999,78.779999,603700,62.053997
"2012-02-01",79.089996,80,79.089996,79.599998,498100,62.699902
"2012-02-02",79.68,80.110001,79.489998,79.739998,338700,62.810165
"2012-02-03",80.339996,80.379997,79.410004,79.559998,275600,62.668404
"2012-02-06",79.160004,80.239998,79.150002,79.519997,285800,62.636894
"2012-02-07",79.5,79.690002,79.129997,79.32,267900,62.479347
"2012-02-08",78.970001,79.269997,78.629997,78.800003,543600,62.447651
"2012-02-09",78.790001,79.279999,78.599998,79.209999,501700,62.772575
"2012-02-10",78.720001,79.059998,78.440002,78.839996,310500,62.479332
"2012-02-13",79.199997,79.440002,78.889999,79.290001,405700,62.835964
"2012-02-14",79.190002,79.5,78.849998,79.419998,338100,62.938976
"2012-02-15",79.760002,79.959999,77.739998,78.150002,770000,61.932529
"2012-02-16",72.230003,72.620003,70.5,71.599998,4812500,56.741768
"2012-02-17",72.080002,73.5,72.080002,73.07,2799800,57.906727
"2012-02-21",73.150002,73.230003,72.260002,72.43,1569800,57.399513
"2012-02-22",72.110001,72.669998,71.809998,72.669998,1070200,57.589729
"2012-02-23",72.739998,73.849998,72.650002,73.739998,788300,58.437675
"2012-02-24",73.769997,74.800003,73.199997,74.739998,1285600,59.230175
"2012-02-27",74.379997,74.940002,74.089996,74.790001,936000,59.269794
"2012-02-28",74.82,75.230003,74.389999,74.400002,1018700,58.960728
"2012-02-29",74.379997,75.599998,74,75.32,1002600,59.689831
"2012-03-01",75.400002,76.059998,74.959999,75.849998,1174400,60.109818
"2012-03-02",75.989998,76.349998,75.610001,76.349998,842400,60.506073
"2012-03-05",76.169998,76.480003,75.949997,76.480003,794800,60.609093
"2012-03-06",75.919998,76.120003,74.839996,74.870003,949000,59.333191
"2012-03-07",75.25,75.5,74.550003,75.169998,1129700,59.57093
"2012-03-08",75.5,75.699997,74.879997,75.57,732000,59.887936
"2012-03-09",75.510002,75.629997,74.93,75.440002,538100,59.784916
"2012-03-12",74.82,75.760002,74.519997,75.459999,855600,59.800766
"2012-03-13",75.610001,76.339996,75.349998,76.290001,530500,60.458523
"2012-03-14",76.099998,76.389999,75.769997,75.989998,659100,60.220787
"2012-03-15",76.410004,77.769997,76.160004,77.760002,1082100,61.623463
"2012-03-16",77.709999,78.290001,77.419998,78.080002,1139100,61.877045
"2012-03-19",77.699997,78.730003,77.489998,78.550003,732900,62.249527
"2012-03-20",78,79.230003,77.790001,79.120003,779400,62.701248
"2012-03-21",79,79.550003,78.449997,79.190002,978300,62.756721
"2012-03-22",78.879997,79.519997,78.540001,79.5,756900,63.002384
"2012-03-23",79.589996,80.239998,79.5,80,754800,63.398655
"2012-03-26",80.309998,80.730003,79.940002,80.190002,637400,63.549213
"2012-03-27",80.07,80.669998,80.07,80.639999,492700,63.905834
"2012-03-28",80.730003,81.040001,80.550003,81.010002,451300,64.199028
"2012-03-29",80.779999,81.089996,80.279999,81.089996,603800,64.262413
"2012-03-30",81.489998,81.660004,80.779999,81.360001,535800,64.476418
"2012-04-02",81.349998,81.650002,80.809998,81.440002,571500,64.539818
"2012-04-03",81.470001,81.970001,80.900002,81.419998,681700,64.523933
"2012-04-04",81.019997,81.580002,80.93,81.139999,816900,64.302071
"2012-04-05",81.139999,81.32,80.839996,81.120003,567700,64.286217
"2012-04-09",80.459999,81.059998,80.440002,80.790001,501700,64.024689
"2012-04-10",80.75,81.110001,80.25,80.309998,708700,63.644302
"2012-04-11",80.980003,81.120003,79.57,79.790001,589600,63.232193
"2012-04-12",79.800003,79.800003,79.129997,79.370003,783700,62.899353
"2012-04-13",79.339996,79.949997,79.239998,79.25,734700,62.804268
"2012-04-16",79.519997,79.650002,78.790001,78.809998,644700,62.455578
"2012-04-17",79.190002,79.989998,79.059998,79.860001,567600,63.287682
"2012-04-18",79.669998,79.82,79.18,79.470001,352900,62.978619
"2012-04-19",79.519997,79.730003,79.029999,79.25,353300,62.804268
"2012-04-20",79.349998,80.459999,79.330002,79.970001,533200,63.37484
"2012-04-23",79.360001,79.43,77.739998,78.029999,1009600,61.837444
"2012-04-24",78.279999,79.059998,78.190002,78.349998,356900,62.091022
"2012-04-25",78.800003,78.889999,78.389999,78.730003,673100,62.392174
"2012-04-26",78.629997,79.419998,78.389999,79.400002,487300,62.923138
"2012-04-27",79.57,79.809998,79.32,79.370003,334300,62.899353
"2012-04-30",79.400002,79.669998,78.989998,79.629997,548000,63.105404
"2012-05-01",79.709999,80.309998,79.150002,79.690002,496400,63.152962
"2012-05-02",79.419998,79.779999,78.870003,78.989998,547000,62.598213
"2012-05-03",78.779999,78.849998,77.349998,77.379997,861900,61.322323
"2012-05-04",77.25,77.529999,75.779999,75.989998,909500,60.220787
"2012-05-07",75.949997,76.57,75.949997,76.190002,405000,60.379272
"2012-05-08",75.870003,76.209999,75.669998,76.160004,458500,60.355492
"2012-05-09",75.25,76.07,75.029999,75.790001,482400,60.443199
"2012-05-10",76.110001,77.029999,76.010002,77,701800,61.408215
"2012-05-11",76.839996,77.480003,76.650002,76.769997,511800,61.224792
"2012-05-14",76.489998,77.82,76.269997,77.059998,489100,61.456066
"2012-05-15",77.309998,77.510002,76.57,76.889999,505600,61.320477
"2012-05-16",77.010002,78.029999,76.790001,77.639999,542000,61.918617
"2012-05-17",77.889999,78.019997,77.279999,77.290001,824500,61.639465
"2012-05-18",77.43,77.43,76.129997,76.309998,680300,60.857922
"2012-05-21",76.209999,76.800003,75.959999,76.580002,542300,61.073265
"2012-05-22",76.580002,77.480003,76.510002,77.029999,395500,61.432133
"2012-05-23",76.720001,77.190002,76.400002,77.099998,442000,61.487938
"2012-05-24",77.029999,77.519997,76.760002,77.440002,362800,61.759098
"2012-05-25",77.169998,77.75,76.900002,77.580002,226200,61.870754
"2012-05-29",78.290001,78.290001,77.589996,78.169998,259500,62.341301
"2012-05-30",77.739998,78.18,77.330002,77.330002,518400,61.671375
"2012-05-31",77.139999,77.559998,76.510002,76.559998,911800,61.057308
"2012-06-01",75.800003,76.309998,74.760002,74.82,845900,59.669643
"2012-06-04",74.949997,75.610001,74.519997,75.419998,612000,60.148148
"2012-06-05",75.040001,75.040001,74.330002,74.669998,746200,59.549999
"2012-06-06",74.82,76.330002,74.510002,76.050003,915900,60.65057
"2012-06-07",76,77.32,74.32,76.089996,1098500,60.682476
"2012-06-08",75.919998,77.370003,75.370003,75.75,912500,60.411308
"2012-06-11",75.949997,76.379997,75.550003,75.559998,948100,60.259796
"2012-06-12",75.400002,75.910004,75.400002,75.779999,966300,60.435261
"2012-06-13",75.639999,76.089996,75.370003,75.769997,589700,60.427265
"2012-06-14",75.959999,76.25,75.440002,75.699997,752100,60.371433
"2012-06-15",75.739998,75.82,75.419998,75.769997,907000,60.427265
"2012-06-18",75.489998,76.440002,75.470001,76.190002,670800,60.762226
"2012-06-19",76.279999,76.809998,76.029999,76.540001,761600,61.041348
"2012-06-20",76.540001,76.760002,75.769997,76.489998,665600,61.001488
"2012-06-21",76.75,76.940002,75.830002,75.839996,614500,60.483078
"2012-06-22",75.980003,76.209999,75.510002,75.599998,932200,60.291698
"2012-06-25",75.230003,75.379997,74.059998,74.139999,556500,59.127331
"2012-06-26",74.25,74.419998,73.5,73.800003,842100,58.856182
"2012-06-27",73.730003,74.050003,73.559998,73.650002,479900,58.736561
"2012-06-28",73.389999,74.330002,73.199997,74.25,852100,59.215057
"2012-06-29",75.260002,75.540001,74.709999,75.519997,768400,60.227879
"2012-07-02",75.68,76.459999,75.540001,76.389999,585400,60.921741
"2012-07-03",76.5,76.809998,75.75,76.019997,272500,60.626633
"2012-07-05",75.889999,76.339996,75.370003,75.949997,569000,60.570824
"2012-07-06",75.550003,75.720001,74.940002,75.309998,306800,60.060417
"2012-07-09",75.209999,75.230003,74.419998,74.82,439300,59.669643
"2012-07-10",74.980003,75.480003,74.82,75.150002,428600,59.932804
"2012-07-11",75.059998,75.349998,74.529999,74.760002,403700,59.621788
"2012-07-12",74.540001,75.220001,74.120003,75.169998,377100,59.948765
"2012-07-13",75.120003,76.550003,75.029999,76.419998,514800,60.945648
"2012-07-16",76.440002,76.779999,76.160004,76.660004,493600,61.137051
"2012-07-17",76.669998,76.989998,75.699997,75.980003,541500,60.594753
"2012-07-18",76,76.660004,75.739998,75.959999,591800,60.578793
"2012-07-19",75.910004,77.160004,75.910004,76.949997,668100,61.368317
"2012-07-20",76.709999,76.959999,76.07,76.559998,503500,61.057308
"2012-07-23",76.199997,76.309998,75.150002,75.879997,421500,60.514988
"2012-07-24",76.010002,76.010002,74.790001,74.980003,414600,59.797245
"2012-07-25",75.239998,75.870003,74.769997,75.019997,313600,59.829124
"2012-07-26",76.07,76.43,75.339996,75.919998,356200,60.546906
"2012-07-27",76.300003,76.75,76.07,76.360001,402400,60.897797
"2012-07-30",76.300003,77.32,76.120003,77.239998,336100,61.599613
"2012-07-31",77.129997,77.160004,76.580002,76.800003,465400,61.248699
"2012-08-01",77.059998,77.25,75.540001,75.699997,493300,60.371433
"2012-08-02",75.540001,75.540001,74.599998,74.919998,594900,59.749401
"2012-08-03",75.790001,75.970001,75.459999,75.75,400300,60.411308
"2012-08-06",76.029999,77.169998,76.010002,76.580002,518000,61.073265
"2012-08-07",76.699997,77.169998,76.300003,76.800003,380600,61.248699
"2012-08-08",76.43,76.889999,75.980003,76.830002,368500,61.690327
"2012-08-09",76.860001,76.900002,76.32,76.830002,428100,61.690327
"2012-08-10",76.510002,76.93,76.360001,76.699997,422000,61.585949
"2012-08-13",77.300003,78.370003,77.300003,77.910004,802900,62.557507
"2012-08-14",78.07,78.489998,77.660004,77.839996,525700,62.501316
"2012-08-15",78.279999,79.040001,77.709999,78.970001,530500,63.408627
"2012-08-16",79.010002,79.489998,78.610001,78.970001,707200,63.408627
"2012-08-17",82.910004,84.099998,82.889999,82.959999,2462700,66.612366
"2012-08-20",83.160004,84.779999,83.129997,84.25,1467200,67.648186
"2012-08-21",84.419998,84.639999,83.940002,84.120003,876300,67.543793
"2012-08-22",84.120003,84.389999,83.699997,83.910004,663600,67.375183
"2012-08-23",84.07,84.120003,83.480003,83.900002,524600,67.367188
"2012-08-24",84.150002,84.730003,83.459999,84.400002,704200,67.768608
"2012-08-27",84.400002,85.510002,84.389999,84.959999,769600,68.218269
"2012-08-28",84.940002,85.5,84.580002,84.580002,896600,67.91317
"2012-08-29",84.519997,85.470001,84.519997,85.029999,897800,68.274498
"2012-08-30",84.629997,84.959999,84.370003,84.43,850900,67.792717
"2012-08-31",84.82,85.360001,84.709999,84.970001,812600,68.226303
"2012-09-04",85.169998,86.059998,85,86.040001,1135900,69.085457
"2012-09-05",86.099998,86.389999,85.739998,85.989998,1256500,69.045311
"2012-09-06",86.360001,86.75,86.18,86.620003,555900,69.551163
"2012-09-07",87.059998,87.059998,85.849998,86.099998,676700,69.133629
"2012-09-10",85.339996,86.279999,84.860001,85.849998,937000,68.932907
"2012-09-11",85.910004,86.25,85.900002,86.010002,559200,69.061356
"2012-09-12",86.209999,86.389999,86,86.129997,346300,69.157715
"2012-09-13",86.099998,87.540001,86.010002,87.040001,486600,69.888397
"2012-09-14",86.910004,86.940002,85.790001,86.110001,1148000,69.141663
"2012-09-17",86.220001,87.349998,86.160004,87.019997,921200,69.872314
"2012-09-18",87,87.150002,86.589996,86.620003,759700,69.551163
"2012-09-19",86.93,87.199997,86.379997,86.580002,493200,69.519051
"2012-09-20",86.68,87.239998,86.5,87.059998,479000,69.904465
"2012-09-21",87.190002,87.269997,85.970001,86.040001,990000,69.085457
"2012-09-24",85.910004,87.730003,85.889999,87.290001,724700,70.089157
"2012-09-25",87.339996,87.459999,85.830002,86.089996,632500,69.125603
"2012-09-26",86.18,86.550003,85.870003,85.879997,803600,68.956985
"2012-09-27",85.889999,86.199997,85.330002,85.949997,500200,69.013191
"2012-09-28",85.57,86.360001,84.940002,86.330002,706000,69.318344
"2012-10-01",86.489998,87.339996,86.489998,87.129997,603100,69.960686
"2012-10-02",87,87.699997,86.669998,87.160004,475900,69.984764
"2012-10-03",87.089996,87.529999,86.860001,87.309998,414800,70.105217
"2012-10-04",87.540001,87.809998,87.040001,87.470001,376700,70.233658
"2012-10-05",87.050003,87.440002,86.120003,86.449997,1010900,69.414673
"2012-10-08",86.230003,86.360001,85.239998,85.5,639900,68.651863
"2012-10-09",85.279999,85.480003,84.019997,84.050003,1007500,67.487602
"2012-10-10",84.160004,84.5,83.470001,83.620003,590400,67.142334
"2012-10-11",83.93,84.290001,83.5,83.559998,592500,67.094177
"2012-10-12",83.800003,84.32,83.110001,83.449997,536600,67.005798
"2012-10-15",83.709999,84.010002,82,83.68,613200,67.190506
"2012-10-16",84.080002,84.150002,83.580002,83.910004,617200,67.375183
"2012-10-17",84.589996,85.550003,83.910004,85.199997,509300,68.41098
"2012-10-18",85.099998,85.480003,84.550003,85.370003,402900,68.547485
"2012-10-19",85.040001,85.330002,84.400002,84.760002,606100,68.057678
"2012-10-22",84.769997,85,84.389999,84.870003,490400,68.146027
"2012-10-23",84.410004,85.190002,84,85.150002,528200,68.370834
"2012-10-24",85.279999,85.580002,84.809998,85.029999,425000,68.274498
"2012-10-25",86.68,86.68,83.480003,85.760002,386800,68.860634
"2012-10-26",85.910004,85.910004,84.860001,85.029999,434500,68.274498
"2012-10-31",85.410004,86.629997,84.790001,85.639999,597000,68.764282
"2012-11-01",85.68,85.849998,85.040001,85.410004,467500,68.579605
"2012-11-02",85.93,86.059998,84.889999,85.059998,542500,68.298561
"2012-11-05",84.720001,85.080002,84.470001,84.860001,389100,68.137993
"2012-11-06",85.230003,86.139999,84.959999,85.769997,410900,68.868645
"2012-11-07",85.629997,85.690002,84.279999,84.589996,447000,67.921173
"2012-11-08",84.349998,84.949997,83.82,83.82,495100,67.30291
"2012-11-09",83.559998,84.760002,83.120003,84.330002,366100,67.712418
"2012-11-12",84.32,85.459999,84.040001,85.360001,456400,68.539467
"2012-11-13",84.790001,87.440002,84.779999,87.050003,1014500,69.896431
"2012-11-14",86.669998,87.089996,85.43,85.699997,1064000,69.225983
"2012-11-15",85.459999,85.760002,84.150002,85.379997,606800,68.967499
"2012-11-16",83.870003,84.059998,81.599998,83.860001,1498300,67.73967
"2012-11-19",84.199997,85.650002,84,84.489998,965800,68.248573
"2012-11-20",84.639999,85.370003,84.290001,84.669998,904500,68.393967
"2012-11-21",84.57,85.18,84.470001,84.57,358100,68.313217
"2012-11-23",85.169998,86.099998,84.959999,86.050003,279500,69.508713
"2012-11-26",85.870003,86.540001,85.620003,86.029999,451200,69.492554
"2012-11-27",86.449997,86.790001,85.849998,86.129997,694700,69.573311
"2012-11-28",85.93,87.18,85.870003,87.160004,628700,70.405334
"2012-11-29",87.410004,87.949997,86.839996,87.620003,369100,70.776901
"2012-11-30",87.769997,88.459999,87.480003,88.459999,581400,71.455437
"2012-12-03",88.18,89.389999,87.139999,88.730003,778500,71.673546
"2012-12-04",88.910004,89.300003,88.120003,88.919998,595700,71.827026
"2012-12-05",89.080002,89.080002,87.849998,88.290001,604100,71.31813
"2012-12-06",88.300003,88.400002,87.540001,87.959999,510000,71.051537
"2012-12-07",88.25,88.730003,87.480003,87.800003,464500,70.922325
"2012-12-10",87.699997,87.980003,87.260002,87.779999,607100,70.906151
"2012-12-11",88.010002,88.099998,87.529999,87.730003,676300,70.865784
"2012-12-12",88.010002,88.309998,87.57,87.830002,727700,70.946518
"2012-12-13",87.809998,88.089996,86.809998,87.339996,440300,70.550735
"2012-12-14",87.290001,87.699997,86.809998,86.959999,531800,70.243774
"2012-12-17",87.360001,87.610001,86.559998,87.519997,541700,70.696129
"2012-12-18",87.839996,87.919998,86.779999,87.349998,285200,70.558807
"2012-12-19",87.269997,87.610001,85.93,85.959999,605000,69.436005
"2012-12-20",86.07,87.089996,85.870003,86.93,444600,70.219536
"2012-12-21",86.589996,87.330002,85.660004,86.610001,679000,69.96106
"2012-12-24",86.269997,86.720001,85.940002,86.330002,150700,69.734909
"2012-12-26",86.32,86.480003,85.029999,85.290001,319600,68.894775
"2012-12-27",85.290001,85.620003,84.849998,85.529999,395300,69.088638
"2012-12-28",85.290001,85.809998,85.209999,85.25,388100,68.862488
"2012-12-31",85.129997,86.260002,84.57,86.239998,306200,69.662186
"2013-01-02",86.480003,89.669998,86.480003,89.660004,815900,72.424759
"2013-01-03",89.650002,89.650002,88.889999,89.18,488900,72.037018
"2013-01-04",89.230003,90.239998,89.230003,90.199997,512300,72.860939
"2013-01-07",89.830002,90.120003,89.260002,89.889999,517300,72.610535
"2013-01-08",90.230003,90.230003,88.970001,89.089996,669300,71.96431
"2013-01-09",89.690002,90.040001,89.25,89.589996,758200,72.368202
"2013-01-10",89.900002,90,89.57,89.839996,742100,72.570137
"2013-01-11",89.169998,89.470001,87.970001,88.220001,736300,71.261574
"2013-01-14",88.220001,88.830002,88.050003,88.300003,714100,71.326195
"2013-01-15",88.309998,88.849998,88.209999,88.360001,579600,71.374664
"2013-01-16",88.339996,88.660004,88.279999,88.589996,471000,71.560455
"2013-01-17",88.82,89.809998,88.720001,89.589996,275500,72.368202
"2013-01-18",89.75,89.900002,88.949997,89.559998,391900,72.343971
"2013-01-22",89.529999,89.879997,88.910004,89.879997,433100,72.60247
"2013-01-23",89.910004,90.190002,89.459999,89.760002,360600,72.505516
"2013-01-24",89.809998,90.309998,89.709999,90.139999,644400,72.812508
"2013-01-25",90.18,90.300003,89.080002,89.260002,611100,72.101646
"2013-01-28",89.580002,90.110001,88.209999,88.800003,543500,71.730072
"2013-01-29",88.639999,88.959999,88.279999,88.650002,616200,71.608917
"2013-01-30",88.650002,89.169998,88.599998,88.879997,602700,71.794716
"2013-01-31",88.870003,89.010002,88.629997,88.629997,744000,71.592751
"2013-02-01",89.190002,90.400002,89.07,89.790001,496300,72.52977
"2013-02-04",89.900002,89.980003,88.730003,88.860001,372600,71.778542
"2013-02-05",89.349998,89.739998,89.110001,89.480003,277400,72.279366
"2013-02-06",89.120003,89.410004,88.610001,89.089996,725000,71.96431
"2013-02-07",88.949997,89.660004,88.379997,88.900002,597500,71.810852
"2013-02-08",89.040001,89.480003,88.910004,89.160004,555000,72.020897
"2013-02-11",89.089996,89.480003,88.449997,88.75,839300,71.68969
"2013-02-12",89.919998,91,89.389999,90.919998,1241300,73.442535
"2013-02-13",90.830002,90.830002,89.839996,90.330002,726600,73.385674
"2013-02-14",90.809998,92.660004,90.57,92.160004,1623000,74.872414
"2013-02-15",92.220001,94.989998,91.860001,92.400002,1560000,75.067383
"2013-02-19",92.529999,93.400002,91.470001,91.75,1163000,74.539299
"2013-02-20",91.769997,92.410004,91.620003,91.699997,1512800,74.498703
"2013-02-21",91.489998,92.019997,91.410004,91.900002,824000,74.661179
