"dates","SJM.Open","SJM.High","SJM.Low","SJM.Close","SJM.Volume","SJM.Adjusted"
"2010-03-16",59.43,59.93,59.220001,59.799999,935900,45.007938
"2010-03-17",59.599998,60.34,59.529999,60.23,586400,45.33157
"2010-03-18",60.169998,60.23,59.849998,60,676100,45.158474
"2010-03-19",59.790001,60.41,59.509998,59.790001,1236000,45.000427
"2010-03-22",59.75,60.669998,59.470001,60.509998,875000,45.542324
"2010-03-23",60.52,61.080002,60.34,61.009998,529100,45.918648
"2010-03-24",61.009998,61.25,60.810001,61,720000,45.91111
"2010-03-25",61.200001,61.209999,60.509998,60.599998,547800,45.610054
"2010-03-26",60.66,60.66,59.130001,59.869999,718100,45.060627
"2010-03-29",59.939999,60.09,59.759998,60.060001,616100,45.203629
"2010-03-30",60.009998,60.48,59.810001,60.349998,598700,45.42189
"2010-03-31",60.34,60.459999,60.009998,60.259998,574300,45.354153
"2010-04-01",60.5,60.759998,59.990002,60.330002,522300,45.406845
"2010-04-05",60.5,60.5,60.18,60.389999,562700,45.451988
"2010-04-06",60.139999,60.700001,60.110001,60.700001,552700,45.685322
"2010-04-07",60.799999,60.889999,60.369999,60.779999,794100,45.745533
"2010-04-08",60.549999,61.150002,60.529999,61.040001,596100,45.941219
"2010-04-09",61.060001,61.93,61.060001,61.84,690200,46.543331
"2010-04-12",62.099998,62.349998,61.91,62.25,808600,46.851906
"2010-04-13",62.09,62.549999,61.799999,62.48,628200,47.025028
"2010-04-14",62.490002,62.599998,62.009998,62.400002,521100,46.964817
"2010-04-15",62.25,62.450001,61.830002,62.25,973300,46.851906
"2010-04-16",61.900002,62.400002,61.900002,62.040001,818600,46.693851
"2010-04-19",61.810001,62.470001,61.77,62.43,530600,46.987385
"2010-04-20",62.860001,63.400002,62.59,63.259998,1064100,47.612072
"2010-04-21",63.389999,63.5,62.939999,63.049999,908300,47.454014
"2010-04-22",62.630001,63.130001,62.580002,63.009998,553000,47.423923
"2010-04-23",62.939999,63.299999,62.599998,63.240002,741400,47.597023
"2010-04-26",63.169998,63.200001,62.41,62.619999,532900,47.130394
"2010-04-27",62.41,62.639999,61.27,61.380001,533200,46.197113
"2010-04-28",61.43,62.07,60.93,61.700001,581000,46.437958
"2010-04-29",61.889999,62.290001,61.310001,61.709999,820000,46.445492
"2010-04-30",61.580002,61.939999,61.040001,61.07,754800,45.963783
"2010-05-03",61.130001,61.419998,60.330002,61.060001,710300,45.956264
"2010-05-04",60.349998,61.009998,60.32,60.59,658000,45.60252
"2010-05-05",60.189999,60.740002,60.07,60.619999,530200,45.625107
"2010-05-06",60.68,60.73,57,58.889999,1215700,44.32304
"2010-05-07",58.959999,59.060001,57.889999,58.43,1264300,43.976822
"2010-05-10",59.790001,60.02,58.310001,58.919998,1578300,44.345612
"2010-05-11",58.5,59.400002,58.130001,58.68,1356100,44.164986
"2010-05-12",58.73,58.73,57.369999,58.07,1698000,44.005852
"2010-05-13",57.91,58.669998,57.860001,58.209999,1043800,44.11195
"2010-05-14",58.099998,58.360001,57.630001,57.790001,1011400,43.793671
"2010-05-17",57.939999,58.290001,57.639999,58.240002,920400,44.134678
"2010-05-18",58.639999,58.689999,58.049999,58.130001,919500,44.051311
"2010-05-19",57.939999,58.200001,57.540001,57.93,1699700,43.89975
"2010-05-20",57.32,57.32,56.299999,56.310001,1025300,42.672115
"2010-05-21",53.27,55.950001,53.27,55.950001,1818400,42.399288
"2010-05-24",55.669998,56.029999,55.23,55.599998,959200,42.13406
"2010-05-25",54.599998,55.169998,54.389999,55.119999,1203100,41.770306
"2010-05-26",55.689999,55.900002,55.119999,55.400002,1118500,41.982502
"2010-05-27",56.110001,56.27,55.610001,56.27,1075500,42.6418
"2010-05-28",56.209999,56.209999,55.189999,55.220001,1461800,41.846096
"2010-06-01",54.810001,55.349998,54.720001,54.75,1374000,41.489925
"2010-06-02",54.82,55.759998,54.740002,55.759998,1042300,42.255306
"2010-06-03",56.139999,56.419998,56.009998,56.23,611400,42.611481
"2010-06-04",55.509998,55.830002,55.189999,55.279999,1261400,41.89156
"2010-06-07",55.310001,55.889999,55.009998,55.09,961300,41.747581
"2010-06-08",55.009998,55.299999,54.619999,55.279999,1361600,41.89156
"2010-06-09",55.369999,56.040001,55.200001,55.380001,724900,41.967365
"2010-06-10",55.880001,56.619999,55.830002,56.34,1020300,42.694843
"2010-06-11",56.240002,56.240002,55.549999,56.07,1291800,42.490234
"2010-06-14",56.380001,57.169998,56.32,56.860001,844900,43.088905
"2010-06-15",57.16,57.630001,57.110001,57.540001,998000,43.604218
"2010-06-16",57.099998,57.950001,56.779999,57.75,871900,43.763344
"2010-06-17",59.389999,61.810001,59.259998,61.549999,2760300,46.643005
"2010-06-18",62.599998,63.330002,61.900002,62.099998,1737800,47.059803
"2010-06-21",62.700001,62.700001,61.599998,61.869999,826600,46.885513
"2010-06-22",61.880001,62.470001,61.720001,61.82,1015300,46.847622
"2010-06-23",61.990002,62.040001,61.119999,61.459999,799300,46.57481
"2010-06-24",61.18,62.830002,61.18,62.619999,1568700,47.453865
"2010-06-25",62.860001,62.919998,61.689999,62.02,1450500,46.999187
"2010-06-28",61.959999,62.25,61.669998,62.040001,630900,47.014347
"2010-06-29",61.68,61.939999,60.25,60.68,1654200,45.983719
"2010-06-30",60.389999,60.619999,59.52,60.220001,1668100,45.635124
"2010-07-01",60,60.049999,59.34,59.900002,1274100,45.392643
"2010-07-02",59.93,60.200001,59.349998,59.68,710900,45.225914
"2010-07-06",59.98,60.900002,59.810001,60.900002,1370600,46.150429
"2010-07-07",61.07,62.209999,60.82,62.209999,960600,47.143166
"2010-07-08",62.52,62.560001,62.009998,62.540001,952700,47.39325
"2010-07-09",62.639999,62.77,62.23,62.360001,698000,47.25684
"2010-07-12",62.360001,62.529999,62,62.380001,423300,47.271999
"2010-07-13",62.599998,62.740002,62.189999,62.41,586400,47.294724
"2010-07-14",62.369999,62.490002,62.099998,62.459999,495900,47.332615
"2010-07-15",62.419998,62.900002,62.049999,62.759998,675700,47.559959
"2010-07-16",62.639999,62.849998,61.450001,61.509998,605000,46.612694
"2010-07-19",61.68,62.009998,61.43,61.630001,549300,46.703636
"2010-07-20",61.040001,61.779999,60.540001,61.779999,812300,46.81731
"2010-07-21",61.779999,62.130001,61.189999,61.439999,805100,46.559654
"2010-07-22",61.880001,62.630001,61.529999,62.52,840300,47.37809
"2010-07-23",62.310001,62.970001,62.200001,62.779999,696100,47.575119
"2010-07-26",62.990002,63.220001,62.59,63.209999,490500,47.90097
"2010-07-27",63.32,63.75,62.93,63.68,728300,48.257149
"2010-07-28",63.52,63.639999,62.009998,62.09,718200,47.052223
"2010-07-29",62.220001,62.380001,60.959999,61.09,602500,46.294415
"2010-07-30",60.779999,61.75,60.349998,61.43,550300,46.552082
"2010-08-02",61.02,61.02,59.580002,59.709999,1557900,45.248653
"2010-08-03",59.290001,59.790001,59.110001,59.5,787700,45.089508
"2010-08-04",59.509998,59.970001,59.400002,59.57,611600,45.142555
"2010-08-05",59.619999,59.619999,58.400002,58.810001,775500,44.566624
"2010-08-06",58.48,59.130001,58.400002,58.799999,849400,44.559044
"2010-08-09",58.849998,58.860001,58.130001,58.549999,830000,44.369587
"2010-08-10",58.459999,59,58.240002,58.650002,873100,44.445374
"2010-08-11",57.799999,57.880001,57.23,57.82,896200,44.117275
"2010-08-12",57.23,57.990002,57.200001,57.93,1074000,44.201214
"2010-08-13",57.869999,58.400002,57.869999,58.150002,1000500,44.369072
"2010-08-16",57.82,58.509998,57.439999,58.360001,638500,44.529305
"2010-08-17",58.68,59.57,58.32,59.16,1063000,45.139717
"2010-08-18",59.200001,59.32,58.709999,58.970001,888400,44.994743
"2010-08-19",58.490002,58.490002,57.369999,58.029999,1348500,44.277515
"2010-08-20",58.209999,59.82,58.009998,59.650002,1458800,45.513592
"2010-08-23",59.860001,60.790001,59.68,59.790001,926800,45.620415
"2010-08-24",59.57,59.860001,58.619999,58.830002,996700,44.887913
"2010-08-25",58.73,59.009998,58.360001,58.810001,533100,44.872669
"2010-08-26",58.900002,59.16,58.23,58.34,548900,44.514046
"2010-08-27",58.419998,58.560001,57.709999,58.330002,1315500,44.506409
"2010-08-30",58.459999,59.07,58.099998,58.150002,700400,44.369072
"2010-08-31",58.18,58.619999,57.799999,58.48,998400,44.620865
"2010-09-01",58.959999,59.799999,58.790001,59.75,581800,45.589893
"2010-09-02",60,60.02,59.41,59.630001,554100,45.498322
"2010-09-03",59.799999,60.380001,59.639999,60.380001,462200,46.070583
"2010-09-07",60.18,60.540001,60,60.23,503500,45.95615
"2010-09-08",60.25,60.77,60.25,60.610001,619400,46.246078
"2010-09-09",61.049999,61.209999,60.599998,61.110001,583500,46.627586
"2010-09-10",61.290001,61.450001,60.900002,61.290001,653100,46.764923
"2010-09-13",61.459999,61.57,60.580002,61,466300,46.543644
"2010-09-14",60.790001,60.790001,60.189999,60.41,531000,46.093479
"2010-09-15",60.279999,61,60.169998,60.68,627100,46.299496
"2010-09-16",60.5,60.82,60.41,60.77,303100,46.368153
"2010-09-17",61.009998,61.299999,60.599998,61.07,630500,46.597065
"2010-09-20",61.299999,61.73,61.150002,61.59,441500,46.993839
"2010-09-21",61.740002,61.880001,61.369999,61.810001,492300,47.161697
"2010-09-22",61.849998,62.349998,61.709999,61.93,564600,47.253258
"2010-09-23",61.580002,61.709999,60.580002,60.650002,490600,46.276604
"2010-09-24",61.139999,61.549999,60.82,61.18,647500,46.681
"2010-09-27",61.299999,61.310001,60.799999,61.049999,468500,46.581802
"2010-09-28",61.220001,61.380001,60.360001,61.27,454300,46.749672
"2010-09-29",61.169998,61.25,60.529999,60.75,383500,46.352898
"2010-09-30",60.830002,61.689999,60.290001,60.529999,560900,46.185036
"2010-10-01",60.66,61.139999,59.709999,60.27,760400,45.98666
"2010-10-04",60.279999,61.259998,60.130001,60.759998,841200,46.360531
"2010-10-05",60.959999,61.77,60.779999,61.77,907400,47.131165
"2010-10-06",61.709999,62.09,61.52,61.98,717700,47.291409
"2010-10-07",62.240002,62.41,61.880001,62.040001,638100,47.337189
"2010-10-08",62.189999,62.189999,61.400002,61.900002,687500,47.230366
"2010-10-11",61.849998,62.169998,61.529999,62,282100,47.306667
"2010-10-12",61.990002,62.150002,61.450001,62.040001,567900,47.337189
"2010-10-13",62.240002,62.93,62.009998,62.830002,634800,47.939972
"2010-10-14",62.950001,63.439999,62.759998,62.970001,775800,48.046787
"2010-10-15",63.360001,63.450001,62.66,62.950001,666300,48.031528
"2010-10-18",62.860001,63.279999,62.709999,63.110001,393800,48.153606
"2010-10-19",62.740002,63.049999,62.049999,62.16,695100,47.428741
"2010-10-20",62.34,63.290001,62.34,62.830002,529200,47.939972
"2010-10-21",62.939999,63.720001,62.84,63.07,730900,48.123081
"2010-10-22",63.040001,63.18,62.779999,63.029999,293000,48.092571
"2010-10-25",63.279999,63.82,63.119999,63.169998,504600,48.199383
"2010-10-26",63.09,63.130001,62.5,62.939999,537000,48.023895
"2010-10-27",62.639999,62.66,62,62.560001,374200,47.733948
"2010-10-28",62.860001,63.529999,62.650002,63.5,719200,48.451168
"2010-10-29",63.529999,64.550003,63.34,64.279999,758700,49.046318
"2010-11-01",64.349998,64.889999,63.709999,64,530400,48.832684
"2010-11-02",64.540001,64.879997,64,64.080002,403100,48.893726
"2010-11-03",64.199997,64.540001,63.400002,63.93,438200,48.779274
"2010-11-04",64.480003,64.790001,64.239998,64.540001,453300,49.244705
"2010-11-05",64.459999,64.730003,64.160004,64.410004,463100,49.145515
"2010-11-08",64.220001,64.480003,63.950001,64.459999,581200,49.183666
"2010-11-09",64.220001,64.43,63.220001,63.48,511100,48.738358
"2010-11-10",63.369999,63.369999,62.630001,63.060001,625400,48.415901
"2010-11-11",62.759998,63.209999,62.639999,63.09,695400,48.438934
"2010-11-12",62.93,63.380001,62.700001,62.889999,569500,48.285381
"2010-11-15",63.220001,63.599998,62.75,62.860001,663000,48.262341
"2010-11-16",62.75,63.59,62.16,63.099998,1245000,48.446602
"2010-11-17",63.23,63.5,62.740002,63,899300,48.369823
"2010-11-18",63.349998,63.73,60.459999,62.150002,3068000,47.717224
"2010-11-19",62.23,62.450001,61.459999,62.23,998600,47.778645
"2010-11-22",62.060001,63.09,61.950001,62.93,959800,48.316082
"2010-11-23",62.52,62.939999,61.990002,62.73,786200,48.162525
"2010-11-24",62.869999,63.369999,62.77,63,675400,48.369823
"2010-11-26",62.669998,63.23,62.5,63.029999,283400,48.392857
"2010-11-29",62.450001,62.959999,62.400002,62.849998,742900,48.25465
"2010-11-30",62.529999,63.509998,62.27,63.25,966600,48.561779
"2010-12-01",63.619999,64.790001,63.52,64.349998,934300,49.40633
"2010-12-02",64.519997,65.75,64.220001,65.150002,1218700,50.020542
"2010-12-03",65.059998,65.480003,64.629997,64.949997,599400,49.866985
"2010-12-06",65.160004,65.160004,64.639999,64.739998,574900,49.705753
"2010-12-07",65.139999,65.419998,64.82,65.040001,655600,49.936092
"2010-12-08",65.279999,65.43,65.110001,65.360001,574200,50.181786
"2010-12-09",65.709999,65.900002,65.279999,65.300003,607200,50.135712
"2010-12-10",65.510002,65.699997,65.260002,65.5,647300,50.289268
"2010-12-13",65.620003,65.849998,65.389999,65.550003,423000,50.327667
"2010-12-14",65.529999,66.07,65.32,65.529999,563600,50.312294
"2010-12-15",65.330002,65.739998,65.040001,65.449997,568300,50.250874
"2010-12-16",65.550003,65.699997,65.339996,65.529999,541400,50.312294
"2010-12-17",65.309998,65.940002,65.019997,65.860001,1149000,50.565659
"2010-12-20",65.860001,65.900002,65.370003,65.629997,609300,50.38908
"2010-12-21",65.800003,66,65.349998,65.529999,340200,50.312294
"2010-12-22",65.620003,65.989998,65.389999,65.639999,395800,50.396751
"2010-12-23",65.260002,65.919998,65.129997,65.839996,309400,50.550316
"2010-12-27",65.599998,65.970001,65.269997,65.839996,281700,50.550316
"2010-12-28",65.860001,66.279999,65.339996,65.519997,406300,50.304619
"2010-12-29",65.519997,65.800003,65.279999,65.389999,346900,50.204811
"2010-12-30",65.379997,65.800003,65.349998,65.529999,259300,50.312294
"2010-12-31",65.389999,65.93,65.389999,65.650002,300200,50.40443
"2011-01-03",65.970001,65.980003,65.5,65.57,402300,50.343006
"2011-01-04",64.269997,64.360001,62.560001,63.290001,1970500,48.592484
"2011-01-05",63.02,63.439999,63.02,63.25,810100,48.561779
"2011-01-06",63.16,63.16,62.169998,62.400002,1077800,47.909172
"2011-01-07",62.740002,63.009998,62.560001,62.75,892200,48.177887
"2011-01-10",62.560001,63.27,62.5,63.18,790500,48.508034
"2011-01-11",63.34,63.919998,63.189999,63.77,742100,48.961014
"2011-01-12",64.139999,64.559998,63.869999,64.18,709200,49.275814
"2011-01-13",63.810001,64.68,63.740002,64.050003,712500,49.175991
"2011-01-14",64.089996,64.089996,63.330002,63.400002,888500,48.676949
"2011-01-18",63.310001,64.089996,63.310001,63.759998,595800,48.953339
"2011-01-19",63.790001,64.040001,63.080002,63.220001,797200,48.538734
"2011-01-20",63.27,63.540001,63.23,63.450001,711900,48.715324
"2011-01-21",63.75,63.75,63.25,63.349998,698100,48.638538
"2011-01-24",63.349998,64,63.25,63.75,517500,48.945648
"2011-01-25",63.529999,63.75,62.91,63.110001,863400,48.454277
"2011-01-26",63.310001,63.310001,62.16,62.34,881000,47.863098
"2011-01-27",62.439999,62.560001,61.639999,61.73,1417200,47.39476
"2011-01-28",61.880001,63.549999,61.599998,61.84,1260600,47.479225
"2011-01-31",61.91,62.240002,61.59,62.16,785800,47.724903
"2011-02-01",62.389999,62.389999,61.619999,61.709999,608100,47.379391
"2011-02-02",61.73,62.029999,61.16,61.200001,717800,46.987823
"2011-02-03",61.259998,62.48,61.259998,62.25,1206300,47.793999
"2011-02-04",62.150002,62.630001,61.82,62.439999,658700,47.939873
"2011-02-07",62.650002,63,62.52,62.869999,737600,48.27002
"2011-02-08",62.869999,63.790001,62.790001,63.669998,795100,48.884228
"2011-02-09",63.43,63.439999,62.869999,62.970001,543100,48.683228
"2011-02-10",62.939999,63.23,62.349998,62.52,551100,48.335323
"2011-02-11",62.279999,62.98,62.09,62.73,560500,48.497669
"2011-02-14",63.080002,63.130001,62.52,62.849998,465800,48.590439
"2011-02-15",62.720001,63.09,62.5,62.91,745900,48.636841
"2011-02-16",63.009998,64,63.009998,63.950001,925700,49.440884
"2011-02-17",64.800003,66.970001,64.75,66.650002,1901100,51.528305
"2011-02-18",67.639999,68.43,67.120003,67.330002,1296900,52.054012
"2011-02-22",66.849998,67.43,66.540001,67.419998,1009200,52.123596
"2011-02-23",67.370003,68.110001,67.190002,67.440002,961700,52.13905
"2011-02-24",67.559998,67.790001,67.160004,67.489998,632500,52.177719
"2011-02-25",67.699997,68.510002,67.360001,68.510002,645500,52.966309
"2011-02-28",68.669998,68.910004,68.190002,68.839996,756200,53.221424
"2011-03-01",68.870003,69,67.790001,67.82,687900,52.432858
"2011-03-02",67.879997,68.379997,67.540001,68.199997,367800,52.72662
"2011-03-03",68.650002,70.099998,68.650002,69.699997,1059800,53.886307
"2011-03-04",69.620003,69.959999,69.379997,69.809998,588700,53.971336
"2011-03-07",69.809998,70,69.029999,69.510002,440900,53.739414
"2011-03-08",68.639999,70.629997,68.639999,70.379997,579400,54.412045
"2011-03-09",70.160004,70.949997,70.160004,70.800003,534300,54.736752
"2011-03-10",70.400002,70.589996,70.110001,70.220001,626000,54.28833
"2011-03-11",70.419998,72.080002,70.220001,71.400002,801300,55.200611
"2011-03-14",70.900002,71.099998,70.080002,70.199997,629600,54.272861
"2011-03-15",69.529999,69.93,68.870003,69.589996,527200,53.801266
"2011-03-16",69.57,70.040001,68.889999,69.300003,474000,53.577049
"2011-03-17",70.019997,70.199997,68.889999,69.139999,536500,53.453362
"2011-03-18",69.989998,70.610001,69.779999,70.43,698600,54.450687
"2011-03-21",70.709999,72.43,70.639999,72.209999,957300,55.826843
"2011-03-22",72.279999,72.459999,71.400002,71.720001,552600,55.448013
"2011-03-23",71.599998,72.099998,71.330002,71.93,573300,55.610363
"2011-03-24",72.110001,72.400002,71.720001,71.809998,1226200,55.517578
"2011-03-25",72.019997,72.769997,72.019997,72.449997,614200,56.01239
"2011-03-28",72.550003,73.129997,72.400002,72.410004,639500,55.981464
"2011-03-29",72.349998,72.589996,71.669998,71.809998,1179000,55.517578
"2011-03-30",72.18,72.400002,71.019997,71.260002,1455900,55.092377
"2011-03-31",71.300003,71.830002,71.220001,71.389999,1096900,55.192863
"2011-04-01",71.639999,72.699997,71.580002,72.440002,558500,56.004654
"2011-04-04",72.470001,73.129997,72.32,73.129997,641400,56.538109
"2011-04-05",72.940002,73.610001,72.940002,73.099998,580900,56.514889
"2011-04-06",73.239998,73.529999,73,73.410004,459700,56.75457
"2011-04-07",73.290001,73.580002,72.949997,73.080002,386900,56.499439
"2011-04-08",73.449997,73.449997,72.919998,73.07,468000,56.49173
"2011-04-11",73.07,73.82,72.800003,73.029999,411500,56.460781
"2011-04-12",72.839996,74.040001,72.800003,73.830002,507100,57.079285
"2011-04-13",73.889999,74.459999,73.730003,74.330002,526100,57.465847
"2011-04-14",74.139999,74.470001,73.809998,74.419998,631000,57.535439
"2011-04-15",74.559998,74.720001,74.230003,74.449997,638900,57.558613
"2011-04-18",74.010002,74.07,73.389999,73.699997,581600,56.978783
"2011-04-19",73.690002,73.779999,72.900002,73.25,760300,56.630878
"2011-04-20",73.790001,74.300003,73.790001,74.209999,561200,57.373093
"2011-04-21",74.32,74.489998,73.290001,73.589996,488800,56.89373
"2011-04-25",73.940002,73.940002,72.839996,72.970001,673800,56.41441
"2011-04-26",73.099998,74.470001,73.099998,74.330002,553100,57.465847
"2011-04-27",74.449997,75,74.279999,74.980003,468900,57.968361
"2011-04-28",74.730003,75.059998,74.389999,74.980003,403800,57.968361
"2011-04-29",74.919998,75.459999,74.559998,75.07,506000,58.037956
"2011-05-02",75.379997,75.440002,75.010002,75.230003,287000,58.161655
"2011-05-03",75.089996,75.150002,74.68,75.110001,340800,58.068863
"2011-05-04",75.209999,75.809998,74.860001,75.019997,348700,57.999294
"2011-05-05",74.699997,74.809998,73.760002,73.889999,514600,57.12566
"2011-05-06",74.650002,75.25,73.919998,74.040001,424100,57.241653
"2011-05-09",74.120003,74.709999,73.830002,74.660004,360100,57.720955
"2011-05-10",74.889999,75.519997,74.82,75.389999,274000,58.285358
"2011-05-11",75.029999,75.209999,74.480003,74.730003,239100,58.114254
"2011-05-12",74.739998,76,74.639999,75.870003,462000,59.000801
"2011-05-13",75.919998,76.050003,75.339996,75.440002,265300,58.666409
"2011-05-16",75.449997,75.5,75.029999,75.220001,262300,58.495312
"2011-05-17",75.220001,77.110001,75,76.709999,543900,59.654022
"2011-05-18",76.660004,76.849998,76.199997,76.32,718100,59.350719
"2011-05-19",76.5,77.260002,76.129997,77.230003,802100,60.058411
"2011-05-20",77.150002,78.360001,76.730003,77.809998,704700,60.509426
"2011-05-23",77.260002,77.510002,76.620003,76.910004,376300,59.80957
"2011-05-24",77.150002,77.730003,77.150002,77.370003,608100,60.167274
"2011-05-25",77.059998,77.139999,76.32,76.32,583900,59.350719
"2011-05-26",76.169998,77.32,75.519997,77.32,748800,60.128395
"2011-05-27",77.830002,78.440002,77.529999,78.260002,686900,60.859402
"2011-05-31",78.849998,79.279999,78.290001,79.279999,839000,61.652584
"2011-06-01",79.300003,79.839996,78.82,79.339996,840900,61.699238
"2011-06-02",78.279999,79.419998,78.279999,78.949997,1134300,61.395977
"2011-06-03",78.139999,78.769997,77.940002,78.18,912600,60.797176
"2011-06-06",78.239998,78.730003,77.129997,77.32,805600,60.128395
"2011-06-07",77.699997,78.199997,77.410004,77.809998,526000,60.509426
"2011-06-08",77.860001,77.860001,76.32,76.389999,963300,59.40517
"2011-06-09",76.830002,78.970001,76.5,78.129997,1522300,60.758293
"2011-06-10",77.730003,78.199997,76.849998,77.010002,1238900,59.887329
"2011-06-13",77.190002,77.269997,76.669998,76.889999,630700,59.794006
"2011-06-14",77.580002,77.989998,77.400002,77.82,625500,60.517242
"2011-06-15",77.480003,77.550003,76.080002,76.419998,1267200,59.428513
"2011-06-16",76.400002,76.830002,75.879997,76.089996,884300,59.171879
"2011-06-17",76.400002,77.150002,76.269997,77.040001,1385800,59.910664
"2011-06-20",77.07,78.459999,76.669998,77.879997,684100,60.563862
"2011-06-21",78.230003,78.639999,77.949997,78.43,655800,60.991604
"2011-06-22",78.110001,78.449997,77.529999,77.639999,491700,60.377262
"2011-06-23",77.169998,77.169998,75.769997,76.230003,839100,59.280739
"2011-06-24",76.379997,76.440002,74.900002,74.900002,1539100,58.246464
"2011-06-27",75.150002,75.870003,75.029999,75.480003,895500,58.697525
"2011-06-28",75.790001,76.25,75.599998,75.959999,795000,59.070778
"2011-06-29",76.290001,76.440002,75.889999,76.290001,607700,59.327427
"2011-06-30",76.589996,77.18,76.059998,76.440002,712700,59.444054
"2011-07-01",76.419998,76.949997,76.300003,76.860001,602100,59.770672
"2011-07-05",76.730003,76.949997,76.139999,76.529999,622800,59.51405
"2011-07-06",76.18,76.639999,76.080002,76.300003,495700,59.335175
"2011-07-07",76.93,77.099998,76.089996,77.080002,631400,59.941765
"2011-07-08",76.459999,76.660004,76.07,76.25,534200,59.29631
"2011-07-11",75.709999,76.18,75.5,76.129997,624800,59.202995
"2011-07-12",75.620003,77.080002,75.5,76.5,697000,59.490707
"2011-07-13",76.730003,77.029999,76.290001,76.440002,523400,59.444054
"2011-07-14",76.449997,76.860001,75.769997,75.959999,434600,59.070778
"2011-07-15",76.080002,76.470001,75.650002,76.300003,702800,59.335175
"2011-07-18",75.959999,76.839996,75.360001,76.660004,986200,59.615158
"2011-07-19",76.82,78.610001,76.800003,78.559998,945200,61.092659
"2011-07-20",78.720001,78.730003,77.779999,78.489998,656800,61.038258
"2011-07-21",78.940002,80,78.589996,79.669998,733000,61.955879
"2011-07-22",79.82,80.25,79.360001,80,537200,62.212509
"2011-07-25",80,80.099998,79.370003,79.459999,595300,61.792568
"2011-07-26",79.400002,79.480003,78.769997,78.860001,442300,61.326008
"2011-07-27",78.75,78.989998,78.300003,78.650002,693000,61.162693
"2011-07-28",78.669998,79.25,78.449997,78.510002,454900,61.05381
