"dates","CME.Open","CME.High","CME.Low","CME.Close","CME.Volume","CME.Adjusted"
"2011-07-18",58.208,58.400002,57.040001,57.186001,1844500,37.723892
"2011-07-19",57.380001,57.993999,57.220001,57.880001,1531500,38.181713
"2011-07-20",58.007999,58.080002,57.076,57.099998,1603000,37.667164
"2011-07-21",57.439999,57.610001,57.004002,57.338001,2238000,37.824177
"2011-07-22",57.259998,57.444,57.018002,57.139999,1346500,37.693558
"2011-07-25",56.862,57.358002,56.338001,56.958,2124500,37.573494
"2011-07-26",57.118,57.400002,56.577999,57.02,1622000,37.614376
"2011-07-27",56.806,57,55.352001,55.702,2167000,36.744938
"2011-07-28",56.358002,57.492001,56.23,56.765999,2850500,37.446838
"2011-07-29",55.966,58.874001,55.966,57.838001,4215500,38.153992
"2011-08-01",58.883999,58.911999,56.880001,57.563999,2273000,37.973251
"2011-08-02",56.883999,57.444,55.986,56.048,2101500,36.973194
"2011-08-03",56.167999,56.492001,55.001999,55.966,2277000,36.919098
"2011-08-04",55.476002,55.863998,53.077999,53.122002,3089000,35.043003
"2011-08-05",53.723999,54.987999,52.400002,53.883999,5001500,35.54567
"2011-08-08",52.400002,53.481998,49.313999,49.481998,5074000,32.641792
"2011-08-09",50.638,53.313999,49.464001,53.209999,6001000,35.101051
"2011-08-10",52.054001,52.632,47.799999,47.841999,9044500,31.559942
"2011-08-11",48.402,51.976002,48.402,51.382,4960500,33.895176
"2011-08-12",51.933998,52.369999,50.700001,50.990002,1941500,33.63657
"2011-08-15",51.529999,52.116001,51.023998,52.116001,1848000,34.37936
"2011-08-16",51.571999,52,49.826,51.335999,3874000,33.864834
"2011-08-17",51.644001,52,50.102001,50.824001,2552500,33.527073
"2011-08-18",49.73,49.73,47.66,48.139999,5771000,31.756514
"2011-08-19",47.529999,48.91,47.299999,47.433998,3714500,31.290789
"2011-08-22",48.307999,48.397999,47.490002,47.844002,2177500,31.56127
"2011-08-23",47.914001,50.178001,47.77,50.074001,2490500,33.032322
"2011-08-24",49.674,50.848,49.330002,50.782001,2017000,33.499378
"2011-08-25",50.978001,51.391998,48.834,49.264,2698000,32.497982
"2011-08-26",49,50.5,48.299999,50.183998,2882000,33.104893
"2011-08-29",50.992001,52.896,50.716,52.784,3356500,34.820026
"2011-08-30",52.655998,53.493999,51.948002,53.066002,2262500,35.006065
"2011-08-31",53.529999,53.799999,52.706001,53.424,2074000,35.242218
"2011-09-01",53.512001,53.998001,52.882,53.122002,2405500,35.043003
"2011-09-02",52.150002,52.734001,51.021999,51.740002,2913500,34.131336
"2011-09-06",50.438,51.299999,49.630001,50.958,3116000,33.615463
"2011-09-07",51.801998,53.484001,51.43,53.189999,3016000,35.281715
"2011-09-08",52.692001,53.056,51.259998,51.698002,2630000,34.292049
"2011-09-09",51.037998,52.094002,50.846001,51.186001,2957500,33.952435
"2011-09-12",50.542,52.082001,50.313999,52.048,1875500,34.52422
"2011-09-13",52.383999,52.959999,51.726002,52.900002,3459000,35.089359
"2011-09-14",52.830002,54.702,52.001999,53.924,3334500,35.768589
"2011-09-15",54.594002,54.594002,53.152,54.372002,2117500,36.065762
"2011-09-16",54.591999,54.646,53.400002,54.414001,2683500,36.093616
"2011-09-19",53.490002,53.891998,52.299999,53.16,2083000,35.261822
"2011-09-20",53.236,53.917999,52.388,52.731998,2188000,34.977913
"2011-09-21",52.667999,53.354,51.523998,51.596001,2858500,34.2244
"2011-09-22",50.299999,52.700001,50.200001,51.77,3009500,34.339821
"2011-09-23",51.638,52.355999,51.181999,51.596001,2825500,34.2244
"2011-09-26",52.119999,52.882,51.132,52.813999,2271500,35.032299
"2011-09-27",53.858002,54,52.060001,52.458,3125500,34.796165
"2011-09-28",52.414001,52.542,50.796001,50.863998,2860000,33.738846
"2011-09-29",51.787998,52.321999,49.939999,51.436001,2610500,34.118275
"2011-09-30",50.706001,51.279999,49.254002,49.279999,2902500,32.68816
"2011-10-03",48.874001,50.618,48.874001,49.700001,3616500,32.966751
"2011-10-04",49.074001,50.5,47.658001,50.472,3797000,33.478832
"2011-10-05",50.548,51.470001,50.060001,51.195999,2353500,33.95908
"2011-10-06",51.369999,53.424,50.880001,53.290001,3161500,35.348061
"2011-10-07",53.402,53.605999,50.632,50.790001,3999000,33.689774
"2011-10-10",51.900002,53.523998,51.66,53.212002,3322500,35.29631
"2011-10-11",52.512001,52.838001,50.900002,51.400002,3896000,34.094379
"2011-10-12",52.099998,52.299999,51.183998,51.919998,3450000,34.439308
"2011-10-13",51.514,51.942001,50.807999,51.259998,2305000,34.001526
"2011-10-14",51.793999,52.237999,51.464001,51.942001,2999500,34.453903
"2011-10-17",51.667999,52.324001,50.466,50.639999,2623500,33.590267
"2011-10-18",50.709999,52.186001,49.860001,52.012001,2803500,34.500343
"2011-10-19",51.846001,52.57,51.316002,51.472,2719500,34.142155
"2011-10-20",51.445999,52.863998,51.299999,52.290001,3093000,34.684734
"2011-10-21",52.813999,53.417999,52.424,52.897999,3366500,35.088036
"2011-10-24",52.855999,53.93,52.855999,53.737999,3468500,35.645214
"2011-10-25",53.209999,53.582001,51.514,51.686001,3298000,34.284092
"2011-10-26",52.360001,53.279999,52.098,52.686001,3255500,34.947411
"2011-10-27",54.077999,55.599998,53.574001,55.354,5818000,36.717136
"2011-10-28",55.063999,56.152,54.709999,56,3251500,37.145634
"2011-10-31",54.967999,56.080002,54.964001,55.112,4769000,36.556618
"2011-11-01",52.056,53.598,50,50.375999,7635000,33.415154
"2011-11-02",51.366001,52.299999,50.799999,51.877998,4210000,34.411438
"2011-11-03",52.203999,54.034,51.481998,53.709999,3904000,35.626637
"2011-11-04",53.057999,54.728001,52.959999,54.265999,4559500,35.995449
"2011-11-07",54.821999,55.098,53.834,55.02,3282500,36.495583
"2011-11-08",55.203999,55.984001,54.610001,55.787998,3386500,37.005013
"2011-11-09",54.307999,54.716,52.978001,53.158001,3378000,35.260506
"2011-11-10",53.908001,54.018002,51.82,52.02,3998500,34.505646
"2011-11-11",52.953999,53.327999,51.852001,52.714001,3383000,34.965984
"2011-11-14",52.251999,52.594002,51.27,51.576,3718500,34.211132
"2011-11-15",51.330002,52.023998,50.75,51.501999,3033000,34.162025
"2011-11-16",50.799999,50.911999,47.785999,48.236,9497500,31.995646
"2011-11-17",48.222,48.532001,47.046001,47.610001,7557000,31.580416
"2011-11-18",48.209999,50.234001,47.396,49.778,7697000,33.018486
"2011-11-21",48.734001,49.296001,47.804001,48.306,4953000,32.042091
"2011-11-22",48.16,48.740002,47.807999,48.113998,3280000,31.914726
"2011-11-23",47.304001,48.445999,47.099998,47.806,4297000,31.71043
"2011-11-25",47.646,48.279999,47.153999,47.577999,1081000,31.559202
"2011-11-28",48.358002,49.085999,48.192001,49.026001,3635000,32.519676
"2011-11-29",49.243999,49.243999,47.891998,47.922001,3101500,31.787374
"2011-11-30",49.284,49.944,49.032001,49.855999,3075500,33.070225
"2011-12-01",49.456001,50.444,49.076,50,2733000,33.165733
"2011-12-02",50.875999,51.950001,49.993999,50.661999,3548500,33.604862
"2011-12-05",51.352001,51.692001,49.43,49.821999,2995000,33.047665
"2011-12-06",49.810001,50.155998,49.360001,49.768002,2213000,33.011856
"2011-12-07",49.608002,51.094002,49.02,50.630001,2663000,33.583626
"2011-12-08",50.113998,50.436001,48.612,48.916,2838500,32.446712
"2011-12-09",49.18,50.43,48.82,49.612,2470500,32.908367
"2011-12-12",49.279999,49.472,48,48.702,3076000,32.304752
"2011-12-13",48.889999,49.147999,47.647999,48.200001,2105500,31.971766
"2011-12-14",47.888,48.334,47.667999,47.778,2064000,31.691856
"2011-12-15",48.195999,48.422001,47.599998,47.818001,2438000,31.905375
"2011-12-16",48.212002,48.599998,47.966,48.400002,3830500,32.293701
"2011-12-19",48.400002,48.57,48.144001,48.400002,2636500,32.293701
"2011-12-20",48.998001,49.882,48.764,49.625999,2132500,33.111706
"2011-12-21",49.599998,49.776001,47.419998,48.268002,3614500,32.20562
"2011-12-22",48.966,49.389999,48.624001,49.150002,2143500,32.794128
"2011-12-23",49.397999,49.397999,48.57,49.278,2110500,32.879517
"2011-12-27",49.231998,49.504002,49,49.042,1178000,32.722061
"2011-12-28",48.958,49.174,48.400002,48.512001,1160000,32.368416
"2011-12-29",48.798,49.549999,48.518002,49.063999,1133500,32.736736
"2011-12-30",49.007999,49.040001,48.450001,48.734001,1156500,32.516556
"2012-01-03",49.484001,49.903999,49.029999,49.125999,2076500,32.778095
"2012-01-04",48.838001,49.169998,48.021999,48.202,2698500,32.161583
"2012-01-05",47.987999,48.200001,47.32,47.723999,3895500,31.842663
"2012-01-06",47.077999,47.200001,45.905998,46.799999,6486500,31.226139
"2012-01-09",46.473999,47.085999,45.212002,45.647999,7035500,30.457483
"2012-01-10",45.849998,46.071999,45.292,45.506001,4882500,30.362751
"2012-01-11",45.518002,45.708,44.938,45.200001,3895000,30.158581
"2012-01-12",45.188,46.678001,45.104,46.646,3358000,31.123375
"2012-01-13",46.360001,47.200001,46.049999,46.900002,3310500,31.292864
"2012-01-17",47.298,47.978001,45.428001,45.830002,4900000,30.578938
"2012-01-18",45.844002,46.591999,45.200001,46.529999,2478500,31.045979
"2012-01-19",46.633999,48.745998,46.585999,47.509998,7455000,31.699869
"2012-01-20",47.495998,48.099998,47.057999,47.976002,2559000,32.01078
"2012-01-23",47.944,48.256001,47.644001,47.688,2089000,31.818634
"2012-01-24",47.292,48.200001,47.012001,48.104,1861500,32.096195
"2012-01-25",48.015999,49.066002,48.015999,48.422001,2351000,32.308388
"2012-01-26",48.383999,48.846001,48.004002,48.09,1757500,32.086857
"2012-01-27",47.877998,48.400002,47.622002,48.175999,1224500,32.144238
"2012-01-30",47.787998,48.245998,47.647999,48,1888500,32.026798
"2012-01-31",48.012001,48.27,47.310001,47.902,3479500,31.961426
"2012-02-01",48.377998,49.419998,48.16,49.096001,3761500,32.758091
"2012-02-02",49.922001,53.226002,49.688,53.202,10082500,35.497711
"2012-02-03",53.504002,54.933998,53.248001,54.686001,6232500,36.487873
"2012-02-06",54.664001,55.099998,54.256001,55.063999,4568000,36.740082
"2012-02-07",54.692001,55.425999,54.158001,55.209999,3324000,36.837494
"2012-02-08",55.598,57.060001,55.515999,56.964001,6230000,38.007816
"2012-02-09",57.161999,57.467999,56.546001,56.674,3556000,37.814308
"2012-02-10",56.112,58.459999,56.112,58.318001,5571500,38.911236
"2012-02-13",58.473999,58.528,57.400002,58.200001,3507000,38.832508
"2012-02-14",57.868,58.195999,57.16,58,4637000,38.699043
"2012-02-15",57.936001,58.282001,57.43,58.127998,3479500,38.78447
"2012-02-16",58,59.394001,57.310001,59.130001,4065000,39.453022
"2012-02-17",59.397999,59.397999,58.138,58.796001,4646500,39.230167
"2012-02-21",58.734001,58.894001,57.324001,58.015999,5055000,38.709732
"2012-02-22",57.686001,58.076,57,57.630001,3532500,38.45219
"2012-02-23",57.636002,58.487999,57.431999,58.358002,7784000,38.937931
"2012-02-24",58.574001,58.574001,57.778,58.478001,6842500,39.01799
"2012-02-27",58.189999,58.492001,57.509998,57.956001,9268500,38.669693
"2012-02-28",58.091999,58.952,57.526001,58.16,2521500,38.805817
"2012-02-29",58.273998,58.950001,57.860001,57.897999,4020000,38.630993
"2012-03-01",57.414001,58.188,57.400002,57.908001,3077000,38.637672
"2012-03-02",57.917999,58.417999,57.678001,57.919998,2250000,38.645683
"2012-03-05",57.936001,57.987999,56.112,56.203999,4710000,37.500713
"2012-03-06",56,56.25,54.793999,54.986,6637500,36.688049
"2012-03-07",54.417999,55.369999,54.278,55.042,3254000,37.437592
"2012-03-08",55.282001,55.397999,54.731998,55.245998,1900000,37.576332
"2012-03-09",55.312,55.481998,55.006001,55.312,1872000,37.621223
"2012-03-12",55.265999,55.532001,53.75,54.040001,2793000,36.756062
"2012-03-13",54.439999,54.757999,53.495998,54.598,4838500,37.135601
"2012-03-14",54.438,55.458,54.402,55.310001,4075000,37.619865
"2012-03-15",55.175999,58.07,55.175999,57.25,5617500,38.939392
"2012-03-16",57.678001,58.806,57.006001,57.889999,5627000,39.374691
"2012-03-19",57.562,58.388,57.195999,58.007999,2670500,39.454948
"2012-03-20",57.841999,59.509998,57.512001,58.877998,4676500,40.046684
"2012-03-21",58.826,60.922001,58.004002,59.734001,5881000,40.628902
"2012-03-22",59.206001,59.588001,58.661999,59.150002,2661500,40.231697
"2012-03-23",59.152,59.453999,58.259998,59.202,2799500,40.267067
"2012-03-26",59.619999,59.869999,58.526001,59.540001,2865500,40.496964
"2012-03-27",59.493999,59.658001,58.661999,58.82,2328500,40.00724
"2012-03-28",58.787998,58.874001,57.686001,58.144001,3071000,39.547447
"2012-03-29",58.088001,58.484001,57.32,57.919998,2048500,39.395092
"2012-03-30",58.034,58.346001,57.467999,57.866001,2908000,39.358364
"2012-04-02",57.863998,58.875999,57.452,58.243999,1817000,39.615471
"2012-04-03",58.178001,58.348,56.834,57.68,3120500,39.231853
"2012-04-04",57.504002,57.931999,57.006001,57.243999,2241000,38.935303
"2012-04-05",57,57.855999,57,57.585999,1873000,39.167915
"2012-04-09",56.666,57.158001,56.099998,56.931999,1972500,38.723083
"2012-04-10",56.68,57.147999,56.206001,56.417999,2125000,38.373486
"2012-04-11",57.155998,57.324001,56.605999,56.826,1989500,38.650986
"2012-04-12",56.776001,57.509998,56.245998,57.498001,1835000,39.108067
"2012-04-13",57.453999,57.453999,56.374001,56.431999,3787500,38.383007
"2012-04-16",57.035999,57.125999,55.919998,56.138,1995500,38.183041
"2012-04-17",56.596001,56.596001,55.464001,56.037998,3070500,38.115017
"2012-04-18",55.737999,56.026001,55.296001,55.672001,2067500,37.866085
"2012-04-19",55.771999,55.986,55.132,55.492001,1829000,37.743652
"2012-04-20",55.709999,55.709999,54.375999,54.610001,2764500,37.143749
"2012-04-23",54.200001,54.543999,53.723999,54.380001,1779500,36.987324
"2012-04-24",54.543999,54.993999,54.284,54.514,1450500,37.078453
"2012-04-25",54.818001,55.042,54.304001,54.627998,2128000,37.156002
"2012-04-26",53.509998,54.984001,53.400002,54.799999,4420500,37.272972
"2012-04-27",54.858002,55.194,53.444,53.675999,2510000,36.508476
"2012-04-30",53.571999,53.622002,52.98,53.164001,2028000,36.160229
"2012-05-01",53.161999,54.119999,52.880001,53.675999,2433500,36.508476
"2012-05-02",53.537998,53.537998,52.492001,52.625999,2355000,35.7943
"2012-05-03",52.75,53.444,52.068001,52.826,3191000,35.930328
"2012-05-04",52.675999,52.754002,51.599998,51.633999,2400500,35.119579
"2012-05-07",51.599998,51.995998,50.863998,51.068001,3115000,34.734608
"2012-05-08",51.046001,51.467999,50.700001,51.382,3136500,34.948177
"2012-05-09",50.931999,52.299999,50.664001,52,3080500,35.36853
"2012-05-10",52.535999,52.830002,52.127998,52.341999,2335000,35.601143
"2012-05-11",52.313999,53.257999,51.641998,52.588001,2663500,35.768452
"2012-05-14",52.084,52.481998,51.644001,52.021999,1392500,35.383488
"2012-05-15",52.096001,52.234001,51.458,51.708,2433500,35.16991
"2012-05-16",51.886002,52.585999,51.326,51.348,2039500,34.925056
"2012-05-17",51.040001,51.924,50.632,50.717999,2834000,34.496552
"2012-05-18",51.259998,52.557999,51.259998,51.599998,3773500,35.096455
"2012-05-21",51.875999,53.034,51.703999,52.785999,3374000,35.903133
"2012-05-22",52.82,53.386002,51.099998,51.450001,2994500,34.994434
"2012-05-23",50.93,51.369999,49.799999,50.702,3485000,34.485672
"2012-05-24",50.813999,51.298,50.702,51.231998,2475500,34.846149
"2012-05-25",52.18,52.834,51.771999,52.504002,2638000,35.711327
"2012-05-29",52.903999,52.998001,52.099998,52.759998,1666000,35.885445
"2012-05-30",52.400002,52.495998,51.779999,52.153999,1983000,35.473255
"2012-05-31",52.146,52.548,51.212002,51.514,3153500,35.03796
"2012-06-01",50.605999,51.402,50.495998,51.402,3026000,34.961796
"2012-06-04",51.493999,52.257999,51.486,52.16,3042500,35.477341
"2012-06-05",52.152,54.099998,52.007999,53.638,4573000,36.482628
"2012-06-06",53.706001,54.778,53.563999,53.902,3e+06,36.969597
"2012-06-07",54.542,54.672001,53.183998,53.344002,2726500,36.58688
"2012-06-08",53.158001,54.349998,52.784,54.310001,1620000,37.249432
"2012-06-11",54.928001,55.526001,54.566002,54.650002,2872000,37.482628
"2012-06-12",54.891998,55.194,54.293999,55.051998,1613500,37.758347
"2012-06-13",54.880001,55.301998,54.279999,54.335999,1593000,37.267269
"2012-06-14",54.528,54.827999,54.150002,54.577999,1771000,37.433235
"2012-06-15",54.902,55.688,54.354,55.582001,2204000,38.121857
"2012-06-18",55.271999,56.875999,54.896,56.442001,2480500,38.711689
"2012-06-19",56.674,56.886002,55.759998,55.98,2066000,38.394825
"2012-06-20",56.104,56.125999,55.124001,55.442001,1625000,38.025837
"2012-06-21",55.506001,55.998001,54.313999,54.313999,1742000,37.252174
"2012-06-22",54.633999,55.108002,54.299999,54.456001,2407000,37.349571
"2012-06-25",54.341999,54.444,53.077999,53.431999,1541000,36.647236
"2012-06-26",53.402,54.254002,53.402,53.84,1245000,36.927078
"2012-06-27",53.764,53.928001,52.5,52.973999,2309000,36.333107
"2012-06-28",52.48,53.282001,51.966,52.905998,2387500,36.286476
"2012-06-29",53.556,54.796001,53.251999,53.622002,1885000,36.777565
"2012-07-02",53.798,54.279999,52.674,54.248001,2262000,37.206905
"2012-07-03",54.304001,54.644001,53.877998,53.98,1042000,37.023087
"2012-07-05",53.849998,54.034,52.860001,53.034,2000500,36.374264
"2012-07-06",52.608002,52.863998,52.402,52.702,1722500,36.146549
"2012-07-09",52.700001,52.874001,52.226002,52.41,2009000,35.946281
"2012-07-10",52.458,53.459999,51.644001,51.782001,2797500,35.51556
"2012-07-11",51.740002,52.506001,51.616001,51.903999,2093500,35.599239
"2012-07-12",51.731998,52.416,51.119999,52.141998,1687000,35.762463
"2012-07-13",52.466,53.132,52.377998,52.632,1784000,36.09856
"2012-07-16",52.279999,52.706001,52.27,52.481998,1537000,35.995659
"2012-07-17",52.646,52.936001,51.897999,52.632,1607500,36.09856
"2012-07-18",52.512001,52.816002,52.096001,52.743999,1151500,36.175362
"2012-07-19",52.764,52.986,51.599998,52.110001,1899500,35.740536
"2012-07-20",51.897999,51.897999,51.214001,51.400002,9191500,35.253567
"2012-07-23",50.639999,51.25,50.169998,51.119999,1328800,35.061516
"2012-07-24",51.240002,51.330002,50.779999,51.110001,1707400,35.054661
"2012-07-25",51.619999,51.639999,50.66,51.259998,2088200,35.157539
"2012-07-26",52,52.619999,51.32,52.439999,2353400,35.966866
"2012-07-27",52.849998,52.849998,52.16,52.509998,2261600,36.014862
"2012-07-30",52.52,52.549999,52.130001,52.32,2061500,35.884548
"2012-07-31",52.130001,52.5,52.040001,52.110001,1797600,35.740536
"2012-08-01",52.279999,52.400002,51.040001,51.110001,2303300,35.054661
"2012-08-02",50.939999,51.060001,49.540001,49.830002,3388700,34.17675
"2012-08-03",50.25,51.150002,49.59,50.93,3468400,34.931194
"2012-08-06",51.299999,52.119999,50.950001,52,1683800,35.665077
"2012-08-07",52.080002,53.369999,52.040001,53.060001,2858800,36.392097
"2012-08-08",53.02,53.080002,52.75,52.950001,1603100,36.316639
"2012-08-09",53.09,53.720001,52.950001,53.509998,1620400,36.700741
"2012-08-10",53.41,53.66,53,53.59,921000,36.7556
"2012-08-13",53.48,53.73,53.200001,53.5,1092800,36.693871
"2012-08-14",53.459999,53.580002,52.330002,52.580002,1986600,36.062885
"2012-08-15",52.689999,52.860001,52.34,52.650002,885700,36.110882
"2012-08-16",52.52,53.66,52.52,53.48,1593900,36.680157
"2012-08-17",53.779999,54.150002,52.970001,54.110001,2213300,37.112251
"2012-08-20",54.02,54.959999,53.889999,53.990002,2036700,37.029953
"2012-08-21",54,54.5,53.380001,53.59,1358100,36.7556
"2012-08-22",53.259998,53.669998,52.73,53.549999,1706600,36.728176
"2012-08-23",53.59,53.650002,53.27,53.330002,1470100,36.577278
"2012-08-24",53.139999,53.75,52.880001,53.669998,1051200,36.810467
"2012-08-27",53.689999,53.880001,53.330002,53.700001,1621400,36.831055
"2012-08-28",53.5,54.299999,53.48,54.02,1759700,37.050537
"2012-08-29",54.029999,54.509998,54.02,54.419998,2227100,37.324871
"2012-08-30",54.099998,54.599998,54,54.509998,1685100,37.386604
"2012-08-31",54.639999,54.93,54.509998,54.900002,2519700,37.654095
"2012-09-04",54.900002,55.34,54.610001,55.310001,1631500,37.935303
"2012-09-05",54.98,55.360001,54.099998,55.310001,3323700,37.935303
"2012-09-06",55.279999,56.470001,54.66,56.389999,3001700,38.993282
"2012-09-07",56.490002,58.580002,55.98,58.400002,5167700,40.383186
"2012-09-10",58.41,58.75,58.200001,58.610001,2794800,40.5284
"2012-09-11",58.400002,58.599998,58.119999,58.580002,2865700,40.507652
"2012-09-12",58.610001,59.099998,58.5,58.93,1551500,40.749672
"2012-09-13",58.650002,59.52,58.360001,59.349998,2399600,41.0401
"2012-09-14",58.560001,60,58.009998,58.889999,3908100,40.722019
"2012-09-17",58.73,59.240002,58.560001,58.720001,2167000,40.604454
"2012-09-18",58.759998,58.869999,58.139999,58.400002,2365800,40.383186
"2012-09-19",58.639999,58.779999,57.610001,57.720001,1996800,39.912964
"2012-09-20",57.43,58.080002,57.310001,58.040001,1389800,40.134243
"2012-09-21",58.380001,58.5,57.73,57.990002,5782100,40.09967
"2012-09-24",57.91,58.099998,57.349998,57.880001,1249600,40.023602
"2012-09-25",57.43,58.200001,56.919998,57.119999,1721400,39.498085
"2012-09-26",57.18,57.32,56.48,57.279999,2059600,39.608711
"2012-09-27",57.099998,57.619999,56.82,57.400002,1541900,39.691692
"2012-09-28",57.310001,57.509998,56.619999,57.290001,2287300,39.615631
"2012-10-01",57.880001,57.990002,56.540001,57.099998,2311500,39.484245
"2012-10-02",57.419998,57.75,56.91,57.110001,2260300,39.491158
"2012-10-03",57.279999,57.740002,56.389999,57.07,1940100,39.463497
"2012-10-04",57.27,57.779999,56.919998,57.529999,1128400,39.781586
"2012-10-05",57.82,57.950001,57.25,57.52,1481400,39.774658
"2012-10-08",56.75,57.990002,56.700001,57.509998,1069400,39.767754
"2012-10-09",57.560001,57.689999,56.779999,56.970001,1488900,39.394344
"2012-10-10",56.860001,57.080002,56.290001,56.919998,1288800,39.359772
"2012-10-11",57.029999,57.220001,56.48,56.580002,1350600,39.124676
"2012-10-12",56.5,56.799999,56.110001,56.369999,1494900,38.97945
"2012-10-15",56.630001,56.900002,56.150002,56.860001,830800,39.318291
"2012-10-16",56.82,57.689999,56.689999,57.490002,877100,39.753925
"2012-10-17",57.720001,58,57,57.889999,1147100,40.030518
"2012-10-18",57.650002,57.799999,57.279999,57.66,1226000,39.871475
"2012-10-19",57.599998,57.630001,55.919998,56.5,2130500,39.069336
"2012-10-22",56.209999,56.669998,55.82,56.639999,1129300,39.166161
"2012-10-23",56.18,56.790001,55.68,56.48,1571900,39.055523
"2012-10-24",56.689999,56.950001,55.900002,56.549999,1602700,39.10392
"2012-10-25",56.299999,56.669998,54.16,55,4054700,38.032112
"2012-10-26",55.41,55.84,54.68,55.419998,1978700,38.322536
"2012-10-31",55.360001,55.959999,55.029999,55.93,1968500,38.675198
"2012-11-01",56.18,56.66,55.580002,56.470001,1184700,39.048595
"2012-11-02",57.48,57.48,55.599998,55.709999,1413200,38.523067
"2012-11-05",55.330002,56.369999,55.240002,56.139999,1046300,38.820412
"2012-11-06",56.400002,56.82,56.07,56.369999,1366700,38.97945
"2012-11-07",55.939999,56.119999,55.23,55.57,2866700,38.426262
"2012-11-08",55.689999,56.169998,54.709999,54.73,1226000,37.845406
"2012-11-09",54.91,55.200001,54.25,54.310001,1192600,37.554977
"2012-11-12",54.34,54.560001,53.869999,54.34,941800,37.575726
"2012-11-13",54.02,54.889999,53.939999,53.959999,1298300,37.31295
"2012-11-14",53.950001,54.119999,53.43,53.560001,1492700,37.036369
"2012-11-15",53.779999,54.549999,53.73,54.080002,1261200,37.395924
"2012-11-16",54.029999,54.439999,53.73,54.240002,1324000,37.506577
"2012-11-19",54.5,54.939999,54.200001,54.450001,1137600,37.651798
"2012-11-20",54.419998,54.880001,54.27,54.599998,1141300,37.75552
"2012-11-21",54.709999,54.75,54.080002,54.43,786700,37.637951
"2012-11-23",54.5,54.950001,54.189999,54.639999,745700,37.78318
"2012-11-26",54.529999,55.32,54.529999,55.27,1059800,38.218811
"2012-11-27",55.189999,55.349998,54.200001,54.290001,1489300,37.541149
"2012-11-28",54.029999,55.080002,53.759998,54.900002,2112500,37.962967
"2012-11-29",55.290001,55.389999,54.77,55.150002,1133000,38.135826
"2012-11-30",55.150002,55.689999,54.880001,55.27,1528300,38.218811
"2012-12-03",55.560001,55.82,55.299999,55.57,1200500,38.426262
"2012-12-04",55.459999,55.669998,54.099998,54.650002,2065100,37.790085
"2012-12-05",54.630001,55.110001,54,54.720001,1537100,37.838493
"2012-12-06",54.02,55.299999,53.990002,55.029999,2126800,38.368389
"2012-12-07",55.060001,55.220001,54.549999,54.959999,1640600,38.319569
"2012-12-10",53.830002,54.560001,53.650002,54.060001,2608600,37.692074
"2012-12-11",54.25,54.369999,52.48,52.93,6543400,36.904205
"2012-12-12",53.18,53.580002,52.75,52.799999,2850000,36.81356
"2012-12-13",51.700001,52.099998,50.810001,51.209999,3724700,36.606266
"2012-12-14",50.810001,51.380001,50.459999,51.23,2844500,36.620567
"2012-12-17",51.450001,51.700001,51.049999,51.610001,2399900,36.892208
"2012-12-18",51.580002,52.66,51.5,52.41,4041400,37.464066
"2012-12-19",52.689999,52.939999,52.360001,52.630001,2515800,37.621326
"2012-12-20",53.330002,53.450001,50.869999,51.400002,4693700,36.742077
"2012-12-21",51.240002,51.240002,50.310001,50.740002,3568400,36.270309
"2012-12-24",50.599998,50.900002,50.48,50.830002,691500,36.334629
"2012-12-26",50.950001,51.400002,50.619999,50.75,1427500,36.277454
"2012-12-27",50.490002,50.720001,49.790001,50.349998,1677900,35.991508
"2012-12-28",50.02,50.669998,50.02,50.119999,1701500,35.827106
"2012-12-31",50.279999,50.73,50.040001,50.669998,2026400,36.220253
"2013-01-02",51.299999,51.73,51,51.34,1923900,36.699203
"2013-01-03",51.389999,51.669998,51.040001,51.560001,2130700,36.856449
"2013-01-04",51.68,54.169998,51.360001,53.77,3770200,38.436226
"2013-01-07",53.59,53.959999,53.099998,53.490002,2655100,38.236084
"2013-01-08",53.5,53.5,52.5,52.900002,1725400,37.814331
"2013-01-09",53.09,53.400002,52.669998,52.860001,1169800,37.785721
"2013-01-10",52.919998,53.5,52.689999,53.32,1019800,38.114548
"2013-01-11",53.349998,54.139999,53.349998,54.02,1598800,38.614941
"2013-01-14",54.07,54.75,54.049999,54.330002,1769000,38.836529
"2013-01-15",54.150002,54.830002,54.150002,54.740002,1643800,39.129608
"2013-01-16",54.610001,54.959999,54.259998,54.790001,1482700,39.165348
"2013-01-17",54.830002,55.630001,54.759998,55.48,1302700,39.658573
"2013-01-18",55.490002,55.759998,55.220001,55.5,1684800,39.672878
"2013-01-22",55.59,56.610001,55.369999,56.610001,2310300,40.466328
"2013-01-23",56.450001,57.040001,56.380001,56.849998,2550200,40.63789
"2013-01-24",56.970001,57.5,56.720001,57.279999,2480500,40.945267
"2013-01-25",57.349998,57.709999,57.02,57.700001,1705200,41.245487
"2013-01-28",57.75,58.080002,57.32,57.66,1647500,41.216896
"2013-01-29",57.700001,58.099998,57.380001,57.919998,1906000,41.402748
"2013-01-30",58.060001,58.34,57.919998,58.119999,2250700,41.545723
"2013-01-31",58.060001,58.259998,57.610001,57.84,2157800,41.345562
"2013-02-01",58.16,59.209999,57.540001,59.040001,2829900,42.20335
"2013-02-04",58.880001,58.91,58.139999,58.279999,2009100,41.660088
